Hybridization REF	TCGA-A7-A0DB-11A-33R-A089-07
FGF7	3.923875
PCSK4	-0.614666666666667
NPC1L1	-1.03966666666667
TAT	0.18925
TBCA	-0.8525
MGC33407	-0.194
GPR115	-1.040875
CYGB	2.608
FNBP4	-1.3575
C12orf43	0.17675
CBL	0.2213
CLECL1	0.711
PPAPDC1A	-2.66575
WDR25	0.23
SGCA	3.013
C22orf29	-0.606166666666667
YIPF1	0.59375
GALK2	-0.60325
RAB3B	-3.78483333333333
LOC440087	0.0205
UCP1	-0.4985
REEP5	1.300375
FADD	-0.1275
FOXA1	-6.794
CACNA1A	0.228333333333333
ABI1	0.7075
GRIN2D	0.73125
SLC1A4	-1.219
LOC401127	-1.10575
HINT2	0.4465
PLD4	-0.601
ZNF286A	-1.59425
ENY2	-0.55675
IL1F6	0.079
PXDNL	4.1385
C20orf79	1.1245
TNFSF13B	3.54133333333333
DENND3	1.471625
JARID1D	-2.85325
HIST1H2AK	-0.54475
LOC93349	0.4083
SSH1	-0.6523
ENSA	0.0505
LOC219854	0.930666666666667
CKAP2	-1.4863
DKFZP564J102	2.37966666666667
MGC87315	-0.417
HNRPAB	-0.331
AMH	-3.6195
ZNF526	0.3955
BRUNOL5	-0.0433
CACNG3	0.298833333333333
TRPM1	-1.551
PPP2R1A	-0.1225
COL2A1	-2.08575
DDN	0.253833333333333
FLJ25770	1.68258333333333
HK2	0.145
ELOVL6	-1.277875
MDK	-2.3345
EPHX1	2.684
RASSF2	1.78275
DKFZP434B0335	0.5175
DLX3	0.084375
PRTN3	-0.7405
AVPR1A	1.76175
C21orf125	-2.54125
TNFAIP8	0.579333333333333
GNB2L1	-0.40125
CALCRL	4.1385
SCGB2A2	2.70433333333333
UBXD7	0.2615
ZNF674	-0.59
TMEM35	2.989375
BRSK2	-1.25025
HECTD3	0.849
TMEM188	0.70275
LGALS9	2.440375
SCARB2	1.64333333333333
USP34	0.332416666666667
C17orf28	-0.0584166666666667
ZDHHC23	-2.46275
AQP12B	0.183
SLC16A3	-2.760125
APLP2	1.307125
ITIH2	-5.1455
MICAL3	-0.135625
TNNI3K	1.4722
HDAC2	-0.9095
PRR7	-1.4339
THBS2	-1.192
LOC751071	-0.0413333333333334
CA2	-1.52766666666667
RANBP17	-1.61375
RLN3	0.16325
CRYZ	-0.328833333333333
GBAS	0.14
TAS1R1	-0.4655
MPZL3	-0.8245
PCDH8	-1.63725
HSP90B1	-0.296666666666667
KCNK15	-0.2035
TNIP2	0.8535
GPR146	3.61525
NOL6	-0.07325
SPC25	-3.88155555555556
STEAP2	2.34385714285714
VAMP3	1.05766666666667
TCIRG1	0.71525
ZP4	0.162833333333333
PARL	0.370875
TRIM39	0.1845
KIAA1305	2.096
CRNN	0.102833333333333
GRN	1.5175
HSH2D	-2.7475
SCAMP1	0.0409375
KIAA1913	-0.6105
PTS	-1.40575
BANP	-0.210357142857143
PRKACG	0.40225
ADCY6	1.08666666666667
C16orf46	0.488
CYP51A1	-0.335375
DDC	-5.42325
ANPEP	0.864166666666667
PROM1	-3.2765
SIGLEC10	0.59975
COPG	0.8505
FAM26E	2.411125
TRIP4	0.5035
SNX3	1.43566666666667
C1orf175	0.849333333333333
PPY2	0.15775
C14orf152	-0.27325
FTSJ1	-0.5155
DST	0.28865
LOC554235	-0.16025
GLRX5	-0.29475
C20orf12	0.6498
CAB39	0.718
MSH2	-2.3405
PIP4K2C	-0.980875
CYLD	0.9995
WTAP	0.3420625
MGAT4A	0.291333333333333
TSC22D4	-0.1911
CHRM2	-1.6975
PPYR1	0.3025
CCNH	-0.0343333333333333
RRM1	-1.10725
ECAT8	-3.742
LOC400120	1.186
GABRA4	0.3275
C14orf4	0.710166666666667
C1orf59	-0.642
CTDSPL	0.324333333333333
NHEDC2	0.247
PDE11A	1.177375
KLHL29	1.99375
CD5	-1.0624
TSPAN9	1.019625
WDR67	-1.5085
THUMPD1	-0.1549
C18orf17	0.228
CLYBL	0.776166666666667
FLJ13231	-0.73225
CMBL	-0.271625
LECT2	-0.7485
NKAPL	4.289
LOC654780	0.6885
OR4C6	-0.253
RAB30	0.813666666666667
TSSK4	-0.3495
TMEM163	0.396
OSBPL11	1.24541666666667
GNB5	-1.235
CCL21	3.01175
C1orf121	-0.0283333333333333
FMO2	4.35
RPTN	-0.751
MSTN	1.116
VCL	0.573714285714286
FYTTD1	0.367
C11orf1	-0.357
CCDC88C	-0.5559375
HFE	1.15472222222222
MOGAT1	1.958
FAM125B	0.670666666666667
IRGQ	0.3325
RAVER2	-0.24425
AKAP5	-0.8085
SSSCA1	-0.7715
C11orf63	1.591625
ACTG2	0.8299
PORCN	-1.0545
DTL	-3.22609090909091
TMEM151	0.27125
FAM122C	-0.89175
RSAD2	2.2094
BAT4	-0.425
KRTDAP	-2.0535
MYH8	-0.191625
CRTC3	1.2605
LRRFIP2	0.1466
INTS4	-0.5045
TTN	0.965166666666667
SLC26A5	0.2455
PLLP	-0.7685
RGS6	1.1715
SRGAP3	0.33875
ZNF525	-0.355166666666667
NBR2	-0.562166666666667
C13orf1	-0.49
ZNF137	0.0145
CEP27	-1.196
BEST2	0.0405
RNF121	-0.078
DMRTC2	0.29175
C8orf76	-0.59975
BCCIP	-0.3535
MEST	2.5585
HTRA2	0.171
ANGPTL2	2.6625
ILKAP	0.00866666666666667
ERAS	-0.1025
HBS1L	-0.2615
CPA5	0.2135
TMEM30A	0.674
CD300LF	1.816
WISP3	0.0885
CRK	1.1675
PDS5A	-0.4533
BRPF3	-0.147666666666667
NEDD9	0.710375
SMPDL3B	-2.56125
PSG6	-0.61375
PSMD13	0.742
ETV5	-1.1976875
OR51A4	0.185
BTBD7	0.682583333333333
GSTO1	-0.451
hCG_16001	-0.849
MAD2L1BP	-0.8635
COX6A2	0.908
SCNN1A	-1.80416666666667
LSM1	0.0618333333333333
UGT2B11	-3.04575
IDUA	0.5935
PPP2R3C	0.0218333333333333
COX11	-0.689
PDZK1	-4.7325
ZNF443	-0.462166666666667
MGC21874	1.03533333333333
ZNF323	0.4948
KRTAP10-10	-0.1185
CXCL6	1.1505
SLC34A2	0.2073
LOC284402	-0.003
NPTN	0.637333333333333
UPP1	-1.08433333333333
SLC6A9	-0.8825
OR7G3	0.4555
CISD1	-1.07883333333333
ZNF545	-0.151333333333333
SYT14	-0.149
NT5C3L	0.0783333333333333
ZNHIT3	-0.814166666666667
SNRPD3	-0.95125
KIAA0701	0.167875
UNC93B1	0.662166666666667
GMNN	-2.2695
SPCS2	-0.170333333333333
LOC388524	-1.4825
NAPRT1	0.423
PNLIPRP1	-0.01375
OR6V1	1.0645
PRKAB1	-0.22625
EYA4	-1.3575
KIF20A	-1.87475
ALG10	-0.757
ITPKC	0.890166666666667
LMX1B	0.0211666666666667
RPUSD4	0.059
C7orf34	0.487166666666667
DLGAP2	0.772625
PFN1	0.0385
MICALL2	-1.55641666666667
ZNF654	0.2855
SS18L1	-1.604625
SLC16A8	0.982
MKI67IP	-1.06166666666667
ITGB3	1.296875
TCEA3	0.257083333333333
CEP152	-1.1746875
CLIP1	1.16875
ZNF75	0.4774375
ATP5C1	-0.418833333333333
NUDT5	-0.5835
PSCDBP	1.69325
UBP1	-0.72575
RBM27	-0.33125
C13orf15	3.396625
ZNF282	-0.582
ZNF222	-0.2897
COL10A1	-0.17925
PRDM15	-0.876
TTTY5	0.0155
FAM9C	-0.164636363636364
C20orf67	-0.08375
GNG13	-0.5735
F12	-3.569
C1orf41	-1.69025
CPXCR1	-0.2515
GSK3A	0.028375
SUPT6H	0.0495
PI16	5.10516666666667
ELL2	-0.0685
C9orf167	0.0906666666666667
PVRL3	0.071
FLJ38596	0.449
ADAM20	0.4475
GPR89A	-0.267
GPR87	-3.391
ZNF30	-0.128
SMR3B	-0.34075
ZNF770	-0.127875
TRPC4AP	0.0846666666666667
DKFZP686E2158	-0.162166666666667
C2orf28	0.260833333333333
FREM1	2.0075
LAMA4	2.82666666666667
ADPRHL2	-0.1675
EIF4G2	0.119666666666667
GUCA1A	-0.387
CTNNA2	-0.94725
NUDT15	-0.0466666666666667
CEPT1	1.1605
ZNFX1	0.913
CCDC92	1.67
TDRD1	-1.463
KCNK5	-1.19583333333333
ETNK1	-0.442916666666667
LTA	0.064
TTPA	1.1045
B3GALNT2	-0.4905
SC65	-0.3335
PEX5L	-1.080625
EPS15L1	0.1115
MGEA5	-0.04725
HIST1H3A	-0.62825
ING1	-0.365375
BCAT1	-0.907875
ORC6L	-3.70872727272727
KLK11	-5.50433333333333
C19orf28	-1.761875
DNER	-2.08025
MED22	-0.825571428571429
ETV6	0.17425
CHAC2	-1.794
CD300E	0.22
CEBPB	1.56775
ZNF398	-0.605
LRCH3	0.1505
HMGA1	-2.54933333333333
CAPN7	0.306666666666667
MGC5566	-2.69575
CCL3	3.359125
NANOS1	0.537625
ZFYVE19	-0.386
APITD1	-1.30183333333333
PARD3	0.49525
IRAK4	0.0118333333333333
SERPINI2	0.3925
CEP170L	0.07025
TTC9	0.468625
MYOM3	-1.014
MLPH	-2.2825
LOC222699	-0.1735
NRG1	-2.00875
TBC1D9	0.375272727272727
TTK	-3.4755
ZNF557	0.1131
DDX41	-0.762
FANK1	-0.5515
UBE2D2	-0.2085
PSMB10	0.647125
MYH7B	1.692
GABARAPL2	0.085375
MARVELD2	-2.05233333333333
DGCR2	0.524666666666667
UNC45A	-0.01
C6orf72	0.948
ZNF683	1.939
GIT2	0.861625
CASK	-0.2425
C14orf161	0.287833333333333
LRRC44	-1.007
TIFA	-0.392625
UTP11L	-0.31325
C6orf65	0.61275
FDPS	-0.96675
DUSP9	-2.0224
SLC17A8	-0.049
OR51G1	0.00183333333333334
NANS	-0.4555
OLFML1	2.378
ATP10B	-1.072625
NPAS3	1.07925
PRKCA	-1.2508
GGA2	-0.213875
LCE4A	-0.291
SPANXN3	0.05225
CCDC115	1.39225
SDCCAG3	-0.5595
GLIPR1L1	0.005
TTC1	0.3275
C17orf76	1.4285
MAD2L2	-1.73925
HIPK1	0.3815
LRRC3B	2.038
CLN3	-0.890954545454545
C17orf47	0.9275
FMN2	-1.6615
TUBB1	-0.868125
WAPAL	-0.141833333333333
C3orf21	-0.25275
SCN5A	-0.326
SMYD1	-0.31325
BEX5	-0.15
ZNF192	-0.135
SEC22A	-0.192
GRIA2	0.344357142857143
KIAA0825	-1.852
NUSAP1	-2.83918181818182
LANCL1	-0.350875
C15orf40	-0.1237
ZNF645	0.4145
GPR61	-0.456
NLRP14	-0.0945
SNX21	1.6064
C1QTNF8	-0.0735
C17orf46	0.167
IFNA8	-0.167
SPRR1B	-1.6555
FLRT1	-0.5825
SNX17	0.871
ASB2	-0.683833333333333
HBG1	-4.912
RPRML	0.93075
JOSD2	0.455833333333333
PLSCR3	0.87
SPOCD1	-1.219
RAB39	0.1745
GHRH	-0.2315
ITIH5L	0.0895
C17orf37	0.10925
SMCR8	-0.162
DPY19L2P3	-0.539833333333333
IL11RA	2.17366666666667
GDF3	-3.76583333333333
RPS6KB1	-1.10516666666667
DNAJC19	-0.4738
TOP1	-0.75
CRCT1	0.333
MPST	0.51375
DPM2	-0.617875
FAM38B	-1.5705
SLC18A1	-2.57233333333333
FARP1	-0.1555
PAX7	0.03925
TUBD1	-1.6325
GNL3	-1.56775
BTG2	2.33253333333333
NDUFS6	-0.77025
C1orf79	-2.27525
ERAL1	-0.60075
ECHS1	1.5655
VPS4A	0.166666666666667
CYP11A1	0.657
ABCC6	0.0465
PBX4	-1.8915
MOSC1	3.276125
NCF4	2.45175
HYMAI	-0.341
NAGPA	0.516625
OTOP2	0.07625
ACOT12	-0.27225
MTHFD2L	-0.864125
LOC441376	-3.76425
C19orf34	-0.0395
RAB1B	-0.25275
ALDOAP2	-1.409
NTRK1	-1.24483333333333
ARTS-1	1.4529
SLC6A11	-0.638
NAP1L2	0.4365
CNGB1	0.194166666666667
EPB41L4B	2.72958333333333
FAM134B	1.8605
HS3ST3A1	-2.64216666666667
CPXM2	6.51675
SIRPB2	0.993
CHORDC1	-1.4495
TRIB3	-3.21366666666667
SLC2A5	1.12275
C2orf49	-0.665166666666667
DDX5	-0.7095
OR5L1	1.0835
ANAPC4	-0.383
ZSWIM1	0.152
LOC93622	-0.389875
KCNK3	0.8452
RP11-35N6.1	-1.781375
ZFP161	0.632166666666667
AQP9	3.457
SLC15A2	-0.106333333333333
MREG	-2.79766666666667
OR9I1	0.076
PDLIM2	0.879375
ADAM7	0.165
GSTCD	-0.538333333333333
WDR21A	-0.697375
SLC12A8	-0.00866666666666666
TMEM174	0.814
IGSF3	-1.48616666666667
LRRN1	-2.75375
LOC402117	-0.33975
SRPK1	-2.2775
LY6K	-0.141
NFIA	3.0755
PTCD3	-0.775875
LEP	3.97583333333333
PCDH21	-1.02466666666667
MAPKAPK2	0.224642857142857
NMNAT1	0.399333333333333
LHFPL2	1.676625
C9orf43	0.0635
DIP2A	-0.372833333333333
ACTR8	-0.17525
CCDC34	-1.332
PTPN22	-1.3025
ITGA3	-1.751875
FAM129C	0.01225
RABGGTA	-0.111166666666667
UNC45B	1.079
KIAA1033	0.261
ZNF510	0.409
CYP2D6	-0.956
SLC26A10	-1.932
STX8	0.7785
LUZP1	0.6255
WDR89	-0.732166666666667
EIF4G3	0.0379
C5AR1	2.44325
ZNF623	-0.371
A2M	2.7235
TGM7	0.2055
GRPEL1	-0.370166666666667
LMNB2	-1.174
ROCK2	1.16
SNX16	0.532
CCDC66	0.34375
ANXA3	0.74675
KIAA1609	-0.3955
EED	-1.05625
RNF32	-0.150333333333333
HES1	-1.0129
CLC	0.631833333333333
ISL1	-0.4855
KIAA0528	0.127375
MANEA	0.80525
C1orf61	-2.729
hCG_2001000	-0.62225
RAPGEF6	-0.8578
KIAA0020	-0.857
NEIL1	0.32725
C16orf45	0.321375
RBM10	-0.57
C10orf125	0.201375
MRS2L	-1.36575
DNAH17	-0.4535
C19orf10	-0.632
C1orf160	0.20875
SLFN12	1.27325
EXOC3	0.244166666666667
HIST3H3	-0.389
NCOR2	0.3055
TNFRSF9	-0.6385
MFSD8	0.287
ALX1	-1.64433333333333
NOL1	-1.58525
PODN	3.48325
TIAL1	-0.9375
HIST1H1E	-1.91375
NPY6R	0.341
TM4SF4	0.54375
CORO2A	-1.34
ETNK2	-0.6525
APOE	2.1585
ANGPT4	0.4435
HDGF2	-0.2615
G30	-0.012
ST8SIA4	0.487
F2RL1	-1.74575
FAM19A4	-3.20275
CCAR1	-1.41875
B3GNT7	0.08125
OPHN1	0.00479999999999995
DSCR6	-3.244
C21orf13	-0.412666666666667
GAS2L1	0.618583333333333
RFX3	-0.0746666666666667
COPS4	0.1855
BCHE	-1.37933333333333
BCL2	2.1385
HBZ	-2.8895
ARL13B	-0.07225
MAPBPIP	0.4785
MYO15B	-0.13025
SPZ1	0.77825
KIAA1324	-4.29344444444444
PLCL2	1.45875
C4orf29	-0.70125
WDFY2	0.430375
ZNF284	-0.7165
NAALADL1	1.4435
DUSP5	-1.56266666666667
PXDN	1.3345
SLMO1	-1.00875
TNXB	1.9711
BIRC7	-1.4565
A4GALT	1.832
TIMM22	0.4215
FAM110C	-1.8645
TOMM34	-1.452375
ABHD9	0.193
ADAM32	1.54
CRHBP	2.96825
AQP2	0.496
LOC130355	1.04025
ZNF187	0.838666666666667
ZNF816A	-0.1795
F7	-0.745625
CNOT1	-0.3733
SLC13A4	-0.59525
ZBTB11	-0.69975
B3GALT5	-0.223
EXOC2	0.418833333333333
IRS1	0.58
TMEM1	0.139
MRPL34	0.114166666666667
SAMM50	0.168
CDC42EP3	0.054625
HSF2	-0.711
MFN2	0.227
TSPAN7	1.84833333333333
NUCB1	0.895916666666667
RHOH	-3.5575
ARL16	-0.0435
TACR1	-0.3335
SFRS5	-0.832166666666667
SNX25	-0.9175
RHBDF1	0.092
PCDH18	4.711
HMG1L1	-0.22675
MYO5C	-0.1885
MAPK10	1.733
LDHAL6A	-0.0863333333333333
NUDT12	0.1865
NCAM1	-0.04975
GLIS2	0.4555
GGTL4	-1.07725
DAPP1	0.16525
ATF7	0.630125
KIAA0748	-0.71275
NFIL3	0.52275
TM6SF1	1.0054
SEZ6	-0.062125
NANOS3	-0.612
DNAJA3	-0.913833333333333
CLDN6	-2.2985
CIITA	2.5999
EPHA4	0.214916666666667
FANCC	-0.719
CMTM3	1.21475
PSG3	-0.298
MRPL15	-0.74325
C21orf59	-1.402
PLCXD2	-0.05425
C2orf34	-0.2555
UBE2L6	0.85175
MED14	-0.443666666666667
HP1BP3	-0.3933
C6orf208	0.0345
TPBG	-0.924
OSR2	2.205875
XPC	0.504833333333333
KLHL7	-0.574666666666667
CCR3	-0.297666666666667
AGTPBP1	0.266
PCSK6	0.589266666666667
STAT5A	1.209
FAM18B	-0.3225
LONRF2	-0.845
PTPN2	-0.6715
SF3A3	-0.681166666666667
EFCBP2	1.132
HCFC1	-0.2655
AHNAK	2.577
ACTR5	-0.58325
KIF14	-3.16128571428571
TENC1	3.0465
HEATR5B	0.3955
YIPF2	0.337666666666667
MYEOV2	0.2175
DUSP18	1.1655
KIAA1012	0.29975
AHR	0.609
C17orf53	-1.22016666666667
PTPRH	-1.81375
ATP6V1C1	0.2387
TAS2R3	0.041
LOC440356	-1.40075
COQ10B	0.708
PSMF1	0.361166666666667
SORBS2	2.06358333333333
NFE2L2	0.609
TMCO7	0.05025
SH3PXD2A	0.2973
SH2D2A	-1.78
SPINK5	-2.13075
MRPS24	-0.61475
OPA3	0.309875
TRAF7	0.022
C4orf35	0.265166666666667
MT1G	-0.1045
MGC39545	0.91725
HS1BP3	0.613
OR2B2	0.495
CHRM4	-0.124
SFRP2	2.53166666666667
RIC3	0.58625
ART1	0.239
C6orf1	0.352375
DUS4L	-1.53675
C10orf104	0.802
TNFAIP6	3.246
RTEL1	-1.33625
CCT4	-0.8245
ZNF709	-0.084
CHMP6	0.216
UPP2	1.1455
CYP19A1	-0.178875
CD151	1.21266666666667
NDUFA13	-0.438333333333333
ARFRP1	-0.421333333333333
FAM26B	3.36325
CRYBA1	-1.6345
MRPL41	0.0513333333333333
NPFFR2	-0.668125
HRH2	0.2085
SCAMP3	-0.464666666666667
MTMR6	0.5524
MTG1	-0.7415
UBTD1	1.321
CRABP1	-2.841
FLJ33790	-1.2513
KIAA1908	0.226
GPR158	-1.43125
PACSIN3	-2.05383333333333
OMD	4.099
CATSPER1	-0.0568333333333333
HOXB8	-0.482125
FBXO46	-0.2815
OAS1	2.05333333333333
SVIL	1.12025
PHB2	-0.6755
ADCY3	1.3435
NDRG2	2.242
ERMAP	1.4892
APBA2	-1.721
IGSF9	-2.31275
WNT6	-0.123857142857143
MYCBPAP	1.8405
ATP2B2	-0.1919
CPVL	1.2498
TRAM2	0.08925
NOP5/NOP58	-1.829
ZNRF4	-0.19475
TLK1	0.012125
MTMR12	0.333428571428571
ZNF384	-0.311666666666667
FAM9B	-2.084
RPN1	0.7692
PMVK	0.42925
EIF3D	0.0292
SIX2	1.1695
HPS1	1.02457142857143
RNF7	0.00275000000000001
PSKH2	0.466
KCTD13	-0.589333333333333
CSMD3	-0.6909
FBF1	-0.159
IL8	-4.030375
SERPINB13	0.110727272727273
FBXL20	0.3935
BLR1	0.154
SH2B1	-0.199666666666667
RFNG	0.438375
RAB20	0.9015
RBM7	0.0655
POLR1A	-0.234666666666667
TMPRSS4	-3.6635
TAF9	-1.052125
TERF2	0.6805
TNFRSF1A	1.62308333333333
ACADVL	0.938833333333333
GTF2H5	0.12475
EDG8	-0.4325
C9orf140	-2.416375
UST6	0.20075
ZBTB8OS	-0.717
ZNF710	-0.6345
GPR174	-1.021
ATP6V0A2	-0.5165
KIAA0319L	-0.504833333333333
XKRX	-1.5485
DOPEY2	0.3573
SDHD	0.124166666666667
SUMF1	1.672
OSM	1.5275
OPN3	-0.7515
DAGLB	-0.270166666666667
PPFIBP1	0.4586
TRIM63	-1.52025
C10orf53	0.8495
LYPD3	-2.18116666666667
BCL7A	-0.71625
AGER	-1.11433333333333
TCF19	-1.02775
SAT2	1.21975
PFTK1	-0.0848333333333333
GABRE	1.09425
C15orf38	1.4362
FIS1	0.7825
KCNV2	0.057
CLPS	0.30075
PPCDC	-0.712125
FOXN2	1.05383333333333
NT5E	-0.4258
CD83	0.95825
IL18	1.266125
VPS16	0.145
IGFBP2	-2.2385
NOTCH2	1.30575
SIGLEC1	4.231125
CD93	6.3225
SULF2	-0.71325
CEP164	-0.27
P53AIP1	-0.124
TOR2A	-0.17
ZNF136	0.3915
MGP	3.2587
CCDC144A	0.8175
TRPC1	0.1435
SMS	-1.0415
MAPK7	0.246166666666667
RRAGC	2.0065
PARD6A	-0.426833333333333
NUB1	0.809
SYNGR4	0.00674999999999998
OR11H12	1.624
WIF1	0.226125
GCH1	-0.6135
OR11H4	0.255
SLC44A5	-0.817
GPRIN2	-0.328833333333333
LOC401431	1.56525
CPA4	-2.6496
MELK	-3.18433333333333
IL15RA	1.8895
CUL3	0.65775
HMBOX1	1.598
PODXL	-1.55
CCT6B	0.726666666666667
COMTD1	-1.35325
MUC20	-0.959833333333333
GPX2	-3.881375
ITK	-1.49
FBXL5	2.5
C13orf27	-1.633
DEFA5	0.2495
TRHDE	0.3265
MTP18	-1.63266666666667
UQCRQ	-0.3614
ITGB2	2.93383333333333
CSRP2BP	0.20075
TAS2R44	0.3545
PHPT1	-0.078875
FAM44C	-0.009
ERH	-1.2895
MPHOSPH1	-1.92116666666667
MORC1	-0.443
PARVB	0.689
LAMA1	-1.69683333333333
PGBD3	0.195
GIMAP6	4.6125
AREG	-5.30916666666667
LIPT1	0.25075
MGC99813	-1.745
C1orf201	-0.056
GRIN2A	-0.7632
MAN2C1	-0.303875
NSUN5	-0.942
SF3B5	0.3105
MYC	-0.815125
NRXN1	-0.354916666666667
ZNF18	0.6245
SPDYA	-0.24725
SLC37A1	-0.246
DECR2	-0.41025
ANKRD38	0.711
SPTLC3	-0.573
SUPT16H	-0.503375
DTWD2	0.06425
ULBP1	-0.202
ZADH1	-0.304
OIP5	-4.155
IL10RB	1.0575
OTUB2	-0.158125
VWA3A	0.1145
SPIC	1.34983333333333
OR6C4	0.289
PSCD4	2.22733333333333
DPY19L2P2	-0.4625
TRAPPC6A	-0.209
C21orf2	0.124
CEMP1	0.14725
LIN7B	-0.5335
E2F7	-3.45533333333333
VCP	0.34575
LAMA3	1.34933333333333
BGN	1.16925
GPR160	-1.155
COCH	-1.36166666666667
GPR81	1.88383333333333
APOBEC3F	-0.232
tcag7.1017	-0.9285
C1orf32	0.3425
SCGB1D2	1.29425
FLJ43987	0.152
C6orf170	-0.54
KLK9	0.5285
GPD1L	1.119625
VPS37B	-0.3465
ATG3	0.0201666666666667
ADAMTS17	-0.177
KLHDC2	0.1645
NDUFV2	-0.45925
BLK	-3.13675
MATN4	0.9285
GPM6A	1.59171428571429
GBP4	3.57
TMEM162	0.443833333333333
PKP2	-0.79
HRASLS	-1.00111111111111
MMP1	-5.44575
SFXN3	0.6771
FSD1	-1.98083333333333
ST6GALNAC3	0.4725
CA12	-0.5798
NCOA6	0.01225
C19orf58	-0.2484
PPP4R1	0.4305
MAN1A2	0.686666666666667
IKBKAP	-1.53025
UPF1	-0.0653333333333333
KIAA1219	0.1625
WNT16	-0.357
SNW1	-0.12075
IL18RAP	3.147
RPP30	-0.1515
CDC40	0.0552857142857143
SETD3	0.855666666666667
SLAMF6	0.18
ELK4	-0.277
TRIM47	1.023
ACOX3	0.886
TRIM6	0.089375
KIAA0372	0.114666666666667
TP53AP1	0.248625
SMURF2	1.36625
ADAD1	0.10425
EBP	-1.8029
KRTAP13-2	-0.022
FLJ36874	-0.5555
TOR1A	0.0085
P2RY4	0.5645
GPBP1	-0.28475
TRPV1	0.321875
ADAMTS12	1.24033333333333
PES1	-0.461
ATG4A	0.6315
MAGEA10	-4.78225
WFS1	1.35875
CC2D1B	-0.0346666666666667
PABPN1	-0.6795
SLC25A30	0.5335
SLCO1C1	1.751
SLC22A5	0.025
KIF23	-3.40633333333333
SYN2	1.20066666666667
ASPN	7.71633333333333
CENTG2	0.63775
QSOX2	-1.8122
FLJ10815	0.724333333333333
STK24	0.24425
SPEG	-0.8884
STK10	1.1405
DACT2	3.5235
AAAS	-0.567
SSX3	-1.298625
ABCD3	-0.5226
C4orf12	1.7095
PARVG	1.581
FIG4	1.38825
C9orf46	0.1455
TMCO6	-0.302
IGHMBP2	-0.54275
DUS2L	-0.499833333333333
FAM3C	0.350375
TMEM16D	-1.090625
DCTN4	0.50375
KCNH3	0.52975
EIF2AK2	0.623
AP1S3	-1.58675
CST4	-0.22
PAM	1.7209375
NUTF2	-0.23
CITED2	1.3311
SLC39A4	-1.55575
C2orf52	-0.731
GRM3	-0.32975
C12orf49	0.288375
CCDC49	0.4288
GRAMD1B	-1.12875
FNDC4	2.93225
SIAH2	-0.301
GDPD4	-0.00325
C21orf87	0.226875
ATP5A1	0.148
C16orf63	-0.577375
LOC388135	1.13383333333333
ATP5J2	-0.71925
MMP3	-5.39925
EMID2	-0.57325
CRHR1	0.4675
WDR70	-0.32725
C13orf31	2.2885
ZFAND1	0.1775
CCL18	4.06883333333333
C3orf49	0.047
RINT1	-0.9955
KIAA0408	1.40183333333333
F13A1	5.5917
SLC10A1	0.327833333333333
OGN	5.272
GIPC2	0.600666666666667
XPO6	-0.576666666666667
LCE1A	0.933
FMR1	-0.1188
LOC374920	-0.11775
DUSP3	0.833875
ANKMY1	-0.374
C7orf50	-0.454
BBS9	0.1766
UNC119B	-0.225125
C9orf72	1.03475
MGC35440	-0.72725
ENTPD6	-0.455125
PPP1R2P9	0.2925
ERCC4	-0.1065
FAHD2B	-0.1525
HMHA1	0.068
HACL1	0.017
RAD23A	-0.171833333333333
FAM83B	-2.7415
PPP5C	-1.02716666666667
RNASEH2C	-0.013125
C9orf153	-0.10775
SCAMP4	0.439125
GHITM	0.3699
NDUFB7	0.310625
ADCYAP1	0.000833333333333318
SP110	1.30283333333333
MAP3K7IP2	0.5545
DHH	-0.165
AGRN	-1.11657142857143
WDR33	0.382833333333333
CEP290	-0.0866666666666667
PRPS1L1	-0.985833333333333
KLRA1	-0.139
GPR97	0.1245
CHD7	-1.30975
TLR10	1.4885
SLC30A8	-0.708
HIC1	2.17433333333333
IAPP	0.4895
RXFP4	0.24025
GP1BB	0.567
SHQ1	0.0395
NKX2-3	0.349666666666667
API5	-0.028
FTHP1	1.5215
MOV10L1	0.842333333333333
TRIM6-TRIM34	2.36866666666667
ADHFE1	3.29675
FAM117A	-0.06375
DDI1	0.449666666666667
CDON	1.06733333333333
TRIM73	-0.66
IGKC	0.4
MMP14	0.109666666666667
DYNC1LI1	-0.36275
C11orf66	0.30375
TRBV3-1	-1.132
FASTKD5	-0.593
BIVM	-0.629
LHX4	0.18875
CXCL2	0.8908
RAB2B	0.117833333333333
IZUMO1	-0.26325
MAP3K15	-1.661875
FAM19A2	0.613833333333333
ZC3H8	-1.34616666666667
ZMAT1	1.4695
SPINK5L3	-2.99675
SLC10A6	1.7975
APPL2	0.67225
CARD10	0.344333333333333
LOC402176	-0.549875
EEF1D	0.3773
RAB6A	0.4931
C12orf5	-0.548
PAPOLG	-0.43075
MSRB2	1.06125
BCR	0.840833333333333
PUS3	-0.85675
TIAM2	-0.9475
ZNF317	-0.0298333333333333
CHD2	0.0809285714285714
FZD5	-0.0371818181818182
NUDT8	-0.883
ZNF763	0.2745
PRC1	-2.326
ABCB9	-0.372666666666667
SPATA3	0.07025
TRAK2	1.460875
STAB1	3.68825
LRRTM2	0.664333333333333
psiTPTE22	0.89825
DBI	0.924
SERPINA11	-3.236
NAT5	-0.4545
C20orf58	-2.75825
RPS6KA4	0.262833333333333
FLJ90650	4.7645
TGFBRAP1	0.16575
CHRDL2	-0.45375
