Hybridization REF	TCGA-B6-A0IC-01A-11R-A034-07
AREG	-6.67766666666667
LIPT1	0.2605
MGC99813	-0.65
C1orf201	-0.181166666666667
GRIN2A	-0.977111111111111
MAN2C1	-0.540625
NSUN5	-0.57575
SF3B5	0.199
MYC	-2.39846666666667
NRXN1	-0.8616
ZNF18	1.428
SPDYA	-0.703428571428572
SLC37A1	0.713
DECR2	0.62075
ANKRD38	-1.28525
SPTLC3	0.349333333333333
SUPT16H	-0.822375
DTWD2	0.6265
ULBP1	-0.306
ZADH1	1.04366666666667
OIP5	-2.2345
IL10RB	-0.416833333333333
OTUB2	1.21475
VWA3A	0.911
SPIC	-0.828333333333333
OR6C4	0.347
PSCD4	0.247166666666667
DPY19L2P2	-1.018
TRAPPC6A	0.841166666666667
C21orf2	0.264833333333333
CEMP1	0.39175
LIN7B	-0.106
E2F7	-1.83533333333333
VCP	0.1129375
LAMA3	1.84291666666667
BGN	-0.49025
GPR160	1.974
COCH	-4.21083333333333
GPR81	2.80916666666667
APOBEC3F	-0.3255
tcag7.1017	-0.77375
C1orf32	0.179
SCGB1D2	2.53925
FLJ43987	-0.109
C6orf170	0.18125
KLK9	0.406
GPD1L	2.96125
VPS37B	-0.37825
ATG3	-0.1495
ADAMTS17	1.571
KLHDC2	1.03533333333333
NDUFV2	0.68625
BLK	-2.982
MATN4	-1.4265
GPM6A	-1.59842857142857
GBP4	0.332666666666667
TMEM162	-0.109
PKP2	0.1445
HRASLS	-3.63066666666667
MMP1	-4.776
SFXN3	-0.0877
FSD1	-2.20716666666667
ST6GALNAC3	-2.33583333333333
CA12	3.1158
NCOA6	0.19675
C19orf58	0.00920000000000001
PPP4R1	0.2625
MAN1A2	0.523333333333333
IKBKAP	-0.7805
UPF1	0.256333333333333
KIAA1219	0.3285
WNT16	-0.1955
SNW1	0.273
IL18RAP	0.817
RPP30	-0.600625
CDC40	-0.153214285714286
SETD3	0.2535
SLAMF6	-0.73325
ELK4	-0.8385
TRIM47	-0.331
ACOX3	1.609
TRIM6	0.259625
KIAA0372	-0.365833333333333
TP53AP1	1.553
SMURF2	-1.37375
ADAD1	0.9055
EBP	-0.8374
KRTAP13-2	-0.2265
FLJ36874	-1.294
TOR1A	-0.131166666666667
P2RY4	0.1475
GPBP1	0.651
TRPV1	0.7675
ADAMTS12	-1.37216666666667
PES1	-0.5412
ATG4A	0.846333333333333
MAGEA10	-4.28325
WFS1	1.3675
CC2D1B	-0.617833333333333
PABPN1	-0.0555
SLC25A30	0.84525
SLCO1C1	-0.534
SLC22A5	2.45675
KIF23	-1.96
SYN2	-0.9966
ASPN	4.8806
CENTG2	0.709
QSOX2	-3.137
FLJ10815	-0.491833333333333
STK24	-0.2831875
SPEG	0.3045
STK10	0.153166666666667
DACT2	-1.483
AAAS	-0.21425
SSX3	-1.18842857142857
ABCD3	1.8509
C4orf12	0.880375
PARVG	-0.364333333333333
FIG4	0.52275
C9orf46	1.16075
TMCO6	-0.377
IGHMBP2	-0.80775
DUS2L	-1.1935
FAM3C	-1.4411875
TMEM16D	-3.151625
DCTN4	1.29075
KCNH3	-1.76025
EIF2AK2	1.00975
AP1S3	1.5895
CST4	-0.145
PAM	2.556625
NUTF2	-1.50725
CITED2	-0.5105
SLC39A4	-0.12625
C2orf52	-0.356
GRM3	0.38575
C12orf49	0.228
CCDC49	-0.2124
GRAMD1B	-1.918375
FNDC4	-1.6705
SIAH2	2.161375
GDPD4	0.5555
C21orf87	1.057125
ATP5A1	0.883
C16orf63	-0.293
LOC388135	0.4465
ATP5J2	-1.421125
MMP3	-4.4585
EMID2	0.043
CRHR1	0.19125
WDR70	-0.04525
C13orf31	1.1605
ZFAND1	-0.03
CCL18	2.2724
C3orf49	-0.6635
RINT1	-1.089
KIAA0408	-3.1334
F13A1	2.7759
SLC10A1	-0.458833333333333
OGN	3.707
GIPC2	-1.5674
XPO6	-0.846333333333333
LCE1A	-0.14
FMR1	0.2505
LOC374920	0.401
DUSP3	0.118125
ANKMY1	-0.01425
C7orf50	-0.09925
BBS9	0.0566
UNC119B	0.412714285714286
C9orf72	-0.075875
MGC35440	0.47325
ENTPD6	0.09675
PPP1R2P9	0.524666666666667
ERCC4	0.39475
FAHD2B	0.2265
HMHA1	0.815
HACL1	0.15425
RAD23A	-1.01116666666667
FAM83B	-2.97275
PPP5C	-1.11066666666667
RNASEH2C	0.442
C9orf153	-1.65675
SCAMP4	0.72975
GHITM	0.9646
NDUFB7	0.290375
ADCYAP1	0.0724
SP110	0.0756666666666667
MAP3K7IP2	0.84775
DHH	-0.0525
AGRN	-0.192857142857143
WDR33	0.171
CEP290	-0.901333333333333
PRPS1L1	-1.61616666666667
KLRA1	-1.0715
GPR97	0.2535
CHD7	-0.335833333333333
TLR10	0.7375
SLC30A8	-3.8045
HIC1	-0.9755
IAPP	-0.2595
RXFP4	-0.417
GP1BB	0.2495
SHQ1	0.533
NKX2-3	0.308333333333333
API5	-0.427
FTHP1	0.6885
MOV10L1	1.0055
TRIM6-TRIM34	1.02883333333333
ADHFE1	1.25575
FAM117A	0.1315
DDI1	0.8148
CDON	0.580833333333333
TRIM73	-4.815
IGKC	0.197
MMP14	-1.74641666666667
DYNC1LI1	-0.22
C11orf66	0.861
TRBV3-1	-1.24675
FASTKD5	0.42675
BIVM	-1.808
LHX4	0.397
CXCL2	-2.6722
RAB2B	0.490166666666667
IZUMO1	0.01275
MAP3K15	-1.087125
FAM19A2	-0.5105
ZC3H8	-0.573833333333333
ZMAT1	2.6375
SPINK5L3	-3.3035
SLC10A6	-1.0125
APPL2	0.257
CARD10	0.510166666666667
LOC402176	-0.156375
EEF1D	0.4686
RAB6A	0.3512
C12orf5	-0.55825
PAPOLG	0.45725
MSRB2	1.5615
BCR	0.238555555555556
PUS3	-0.047
TIAM2	-1.51575
ZNF317	0.0563333333333333
CHD2	0.365214285714286
FZD5	-1.9635
NUDT8	-0.458
ZNF763	0.395
PRC1	-1.26566666666667
ABCB9	1.1415
SPATA3	0.8475
TRAK2	1.33925
STAB1	2.55525
LRRTM2	-0.543666666666667
psiTPTE22	0.2065
DBI	0.53125
SERPINA11	1.49825
NAT5	0.6385
C20orf58	-2.4785
RPS6KA4	-0.0545
FLJ90650	-1.2675
TGFBRAP1	-0.3975
CHRDL2	0.29525
FAHD2A	-0.000333333333333338
CNTN1	0.941
BBS4	0.4043
TMEM181	0.66275
MINPP1	-0.20525
MPHOSPH6	-0.6565
HOXC10	-1.4296
ITPKB	-0.282
CLPTM1L	-0.3665
MEOX2	-2.2604
ATP6V0C	0.938375
PRPF8	-0.1155
TMC5	3.697
FKBP3	0.2855
PLEKHB2	-0.773
OR4D6	0.61
ZNF544	-0.3451
D2HGDH	0.555625
RPL18A	-0.8384
HEL308	-0.107625
MPP6	-4.8195
TCERG1	-1.91375
KRT16	-1.77366666666667
KLF17	-1.20375
KLF5	-3.29875
CDR1	-1.161125
VCX3A	-4.998
FBLN2	-1.668
C14orf104	-0.086
HBE1	-4.7896
OR4S2	0.515
C1orf108	-1.35683333333333
ROBO4	2.52366666666667
CPEB4	0.7
C11orf80	-1.97116666666667
BCKDHA	1.11266666666667
MYOC	0.37525
GIF	0.0155
CKMT1A	-1.584
RPL3	0.3097
THBS1	2.03425
APOO	-0.36975
ARMCX1	1.40775
HSZFP36	1.07025
SNAPC5	-0.55575
EIF4ENIF1	1.757
ZNF433	0.751
TNFRSF21	-1.722625
TMPRSS7	-0.244
SPATA18	1.4554
HPDL	-3.817
MKL2	2.3382
TBX3	1.64523076923077
C21orf93	0.447166666666667
DAXX	-0.071
ELMO1	-1.054125
RGS13	0.82375
TAF11	-1.229
UNC13A	-2.460375
LOC653314	-0.5974
ORC3L	-0.1515
IMAA	-2.4745
TARBP2	-0.4755
CABIN1	0.00659999999999999
TRIOBP	-0.062625
HIST1H2AC	0.83675
RGS22	2.07333333333333
NCOA1	1.90783333333333
IL25	1.3075
SNCG	-0.135
GPR6	0.5985
AMDHD1	1.9825
CHEK2	-1.03
C6orf142	-2.78675
DRD4	-0.0135
C14orf68	-0.8315
GDF11	-0.625
SEMG2	-0.193
CD247	-3.3225
CDAN1	-0.55725
RBMX2	0.120166666666667
TGS1	-0.8655
OIT3	0.566
SYF2	0.77775
MCM4	-2.449625
PKHD1L1	-1.21828571428571
CEP192	-0.0336666666666667
IFT88	0.93275
RPL9	0.167714285714286
RAB32	-0.758125
DDX43	-3.6545
P2RX2	0.322166666666667
OR5D18	2.3855
UBE1	0.149916666666667
SLC24A1	1.556875
ARHGAP5	-0.37525
CETP	-1.33675
KIAA1731	-0.682166666666667
SLC9A4	0.661
PTPN6	1.1485
BAHD1	0.475
GRIK3	1.095
CACNB2	0.657
PDE10A	-2.3205
DGCR14	-0.34075
PCDHB9	-0.875666666666667
RHOQ	0.146
MAP3K4	0.008
KTI12	0.151
RPL23AP13	-0.39475
GNG11	-3.196
CLCN3	1.391
GPAM	-1.447
VSTM2A	-0.324
SLAMF7	-0.0923333333333333
INTS2	-0.69375
PPP2CA	0.6186
LRP12	-0.8324
SEC14L2	2.39488888888889
DKFZP586H2123	0.6195
MC3R	-3.562
CIRH1A	-2.11633333333333
HIST1H2AB	0.690833333333333
POLH	-0.897375
MGC16703	-1.818
SNAPC2	1.149
FILIP1L	-1.3075
RASGRP4	0.4555
LRRC1	2.73625
GAS1	-3.21475
PRAC	-1.01175
DGKA	-0.165166666666667
NT5C3	-0.6015
PEG3	-3.49909090909091
NADK	-0.74375
PRR17	0.2025
LOC374569	-1.25475
SGSH	0.511
NLRP8	0.983
GALT	-0.6289
MCF2	-1.4945
ZNF263	0.14975
TACSTD1	1.0195
TYR	-6.3349
ATP6AP2	1.05075
RNUXA	0.294
ABHD10	0.222888888888889
GDPD2	-1.995
SLC35C1	0.000500000000000014
UBE2A	-0.024
HERC5	-2.55216666666667
FAM112B	-4.725
FBXL16	2.16975
DKFZP434A0131	-0.624
ELA3A	-2.595
RBM41	-0.5355
HAO2	2.05366666666667
RNH1	0.4135
SHANK2	1.9455
OSBP2	-0.547375
DAK	0.505666666666667
C3orf58	-1.15266666666667
TCL1B	-0.8805
KBTBD2	-0.066625
SUGT1L1	2.40375
UBE2E2	-1.43466666666667
MYL9	1.186875
CDC23	-0.515
PBXIP1	1.5196
CXorf40B	1.376
NBL1	-0.26075
RTBDN	-0.2365
RAB11FIP5	1.22125
TTTY13	-0.2445
SCOTIN	-0.124166666666667
SOHLH1	-0.0483333333333333
CDKN1A	-0.848
NCK1	-0.1905
ZNF550	0.50775
SAPS3	0.44025
SPIN3	0.386
MAGEE2	-0.9325
MIS12	-0.423333333333333
OR8H2	-0.1725
KIAA0774	-2.38183333333333
UNC5D	-1.042
CUL7	-0.238166666666667
LIPC	-4.1155
DIO1	3.86
C20orf11	0.0525
CTRL	-0.82575
HS3ST2	0.507
PAK4	0.353333333333333
CCRL1	0.15225
RNF10	0.682625
ZNF567	0.51025
ZNF660	null
TCEAL3	2.40875
MAGOH	1.116
CENPB	-0.552833333333333
C19orf7	0.987
LOC388965	0.75475
ZCCHC13	1.054
JMJD1A	-0.9604
HIST1H4H	-0.104
TBRG1	-0.2139
GPC3	-2.453125
TAF1C	-1.101125
EBNA1BP2	-0.400666666666667
CIAPIN1	-1.02425
PDGFRA	-3.70047058823529
CSTB	-0.11075
CENPI	-2.21433333333333
GTF2E2	-0.645333333333333
RPP21	-0.15075
CCNF	-1.53883333333333
KCNQ3	0.927
FAM79A	1.233
SLC22A12	0.5525
NOVA1	3.67233333333333
FZD3	0.9063
AKAP8	-0.8415
SOCS5	0.88725
CFDP1	-1.2405
DLG5	1.85375
PGM5	-0.16625
C1orf144	0.366416666666667
HDAC10	-0.9285
RND2	0.62325
C20orf199	-1.07875
RNMT	-0.946375
SLURP1	-0.0895
ASTN1	-0.4545
SH3BGR	2.994
MYCL1	-1.434
ZHX1	0.539166666666667
CENPK	-2.56175
FOSB	0.2185
LOC643406	0.07825
C2orf59	-0.854
TMEM135	0.707625
SLC27A2	0.66125
KRT33A	2.385
OVOL1	1.90571428571429
PAMCI	-5.09016666666667
S100A7	-1.192
ZNF789	-1.3855
HARS2	-0.111
RPL23A	-0.6185
TCF23	0.76725
UPF3B	-1.53625
C17orf78	-0.0649999999999999
HLA-DOB	-0.374833333333333
C14orf142	1.11516666666667
TEKT5	1.8835
DMWD	0.264
POLD1	-1.89316666666667
GSCL	-0.868
CALD1	-2.5189
SCRT1	0.0136666666666667
AIG1	1.39575
UNC84B	-0.88525
ZNF404	-0.0855
TMED6	-3.22875
KIAA1462	-3.7035
LRRC27	1.98966666666667
PYGO1	0.057
PIGU	-0.569
ALAS2	-3.54966666666667
WRNIP1	0.09625
CNNM3	0.0585
ZNF2	0.93325
ST3GAL5	-0.29325
MRPL23	-0.02925
TSSK6	-0.17525
PSMA6	-0.15675
C16orf70	-0.14025
KIAA1602	0.2765
ALMS1	0.0323333333333333
DCN	-1.90525
TMEM132D	-0.7605
SUCLG2	0.3465
ABHD14A	0.5295
DEXI	0.9165
AMPD2	-1.0605
IFNAR2	-0.768666666666666
CYB5A	3.4187
TLOC1	0.6886
NXF5	-0.15
NRBF2	-0.86025
KCTD3	1.083
ITGAE	-0.2745
SLC30A3	-2.2315
ZRF1	-1.927
IFRD2	-0.3345
XAB1	-0.434
PYCR2	-0.833833333333333
SERPINB3	-4.394
TMLHE	0.7574
GEFT	-0.582
ABCA5	1.10525
EMR4	0.396166666666667
TSFM	0.28525
HIST3H2BB	-0.62775
ARHGEF19	1.172
TSPAN17	-0.494833333333333
ABCC8	4.693
MAP1S	0.0195
C22orf36	-0.0625
BNC2	-2.03878571428571
HIST1H4A	-0.392
NDUFS3	0.352166666666667
WDR3	-0.955166666666667
XKR4	-0.41475
TTC33	0.029
STMN2	2.67525
CPN2	-1.332
HSPC105	1.199375
PCOLCE2	-5.699
C3orf55	-1.8355
KLHDC9	3.217
TBC1D23	-0.101375
ATXN2L	-0.811416666666667
MAP2K3	-0.32975
SCAP	-0.04025
ZNF486	0.3655
C20orf96	0.34675
NARS	0.0155
ADAMTSL1	-1.7275
PRCC	0.0941666666666667
CCDC126	4.10975
ZNF675	-0.332
CALCOCO1	0.906
ANKRD43	3.65875
CWF19L2	0.3205
ZBTB32	-0.750166666666667
BRAF	-0.5065
ODF4	0.53975
MGC14376	0.992666666666667
HORMAD1	-2.2558
AAK1	0.0367499999999999
PEBP1	1.00191666666667
TNFSF5IP1	-0.0208333333333333
DKFZp564N2472	0.44725
RMND1	1.36875
IGKV1-5	0.999
COL1A2	-1.0725
SERPINA5	1.583875
AANAT	0.157
C19orf21	0.858833333333333
GEMIN5	-1.12275
UBR4	-0.179666666666667
LTBP3	0.971333333333333
AMHR2	-3.3655
PROCR	-0.71975
MYBBP1A	-1.11325
C20orf39	-2.4575
ZNF697	-0.944375
PASK	-0.4309
ZNF776	0.676
RFXDC2	0.3785
KIAA0467	0.6015
C10orf96	-2.171
ZNF503	-2.521
GULP1	-2.13033333333333
KCNE4	2.21316666666667
DKFZp434K191	-2.1765
LOC196913	-0.156
BHLHB4	0.1655
CH25H	-2.01925
LOC81691	-0.565333333333333
ALPL	0.232428571428571
COL12A1	2.595375
FOLR3	-2.47683333333333
GPR123	-0.217375
TRIM62	0.465928571428571
ABLIM1	0.907166666666667
MAST3	-0.089
RHBDD1	0.275666666666667
LOC338809	-1.019
RYBP	0.30975
TTC26	-0.96225
ZNF22	-0.844333333333333
ISCA2	0.55225
RDM1	-0.8435
PIGM	0.5905
GNB3	-1.7825
ACTR2	-0.1192
HMGB1	-0.0799
EDG1	0.604166666666667
SOAT2	-3.461
OR10AD1	-0.555
RAP1GDS1	1.3955
LCE1F	0.764
ESM1	0.142625
RCN3	-0.649
CREBL1	-0.2525
DBNL	0.0906666666666667
PTGER3	2.3165
USP30	0.499166666666667
BCL2L12	-0.712
KIF26B	0.6975
ZNF416	0.63725
ZNF225	-0.43
C17orf70	-0.31125
ZNF554	1.31325
RAE1	-1.09516666666667
TNIK	2.047
ACTN3	-0.6675
MGC45922	-0.1525
CCNA1	-2.33283333333333
RYK	1.152
IL26	0.891
LRP3	0.163833333333333
QARS	-0.28675
SOX7	-0.436538461538461
BID	0.140875
OR2S2	-0.3705
CXCL14	0.426
C11orf47	-0.6195
MGC29891	0.193166666666667
HSPB8	1.5742
PRDM14	-1.1725
NUFIP2	0.90525
MNAT1	-0.509125
ZDHHC2	-1.062
MBNL2	0.61225
ADD3	0.039875
CSNK2A1P	-1.417
KLK6	-2.591
TMEM111	0.6875
KIAA1279	1.2195
NUBP2	0.453333333333333
RAB42	-1.89
ID3	-2.0939
TM9SF1	0.24225
MDP-1	0.23975
POU4F2	-0.155666666666667
IQCK	2.06725
C16orf14	0.36625
CAPN3	-1.493125
FAM43B	-0.789125
RECQL	-1.25925
AP1G1	-0.172428571428571
CTNNBL1	-1.24533333333333
ECHDC1	0.144
SMARCC1	-0.8736
FOXQ1	-2.324625
GNAI3	-0.330333333333333
POLG2	-1.16175
CD4	0.64975
ITLN1	0.00400000000000002
EBI2	2.56975
IRF1	-0.44025
PTPRE	1.2033
PTK2B	-0.6805
NXNL2	-0.207
SOX4	1.28844444444444
TSPAN3	0.780666666666667
SH2D1A	-4.39283333333333
C8orf58	-0.179166666666667
USP20	-0.70225
DUSP22	-0.8945
CALB1	-1.68833333333333
L3MBTL2	1.62425
MCRS1	-0.395
TMEM118	-0.837166666666667
C18orf8	0.400833333333333
FLJ10241	0.233625
GJA12	-0.56875
PKD1	0.0876666666666667
ZFP3	0.3465
JAM3	-2.927875
LAPTM4A	0.9003
DIRC2	1.149
KIAA2022	1.77566666666667
MYOM1	0.407333333333333
TRPM8	-2.62783333333333
MOP-1	0.61325
PHKG2	0.76875
ZNF650	1.18825
KIAA1522	1.769625
PSG8	-1.74083333333333
DDX19B	-0.778
MOBKL1B	-0.02175
DIAPH2	-0.755666666666667
PTPN12	-0.108
CLN8	-0.1025
CRYZL1	0.145
CRY2	1.39108333333333
FCGR2B	3.97783333333333
PNPLA4	2.425125
ZNF454	-1.0455
DKFZp434B1231	-0.623
CLDN11	-0.1897
RFWD2	-0.0165
CIB2	-0.622666666666667
MXRA8	1.888375
HRK	-0.282375
MAML2	-1.94425
C4orf31	-1.741
C6orf192	0.27675
COG6	1.229375
FAM5B	4.612
NFATC1	1.1024
SEPT10	0.84975
SCYL1	-0.1043
RPP40	-1.147
SCOC	1.0914
KIAA1450	-0.91275
CTDSPL2	-0.42675
TBX5	-0.0896666666666667
NAPG	-0.53625
RHD	-4.12325
C14orf45	2.58433333333333
ZBTB22	1.257
PLCG1	-1.006
ANKRD10	-0.00675000000000005
AQP7P2	-1.069
TAGLN2	-0.917333333333333
HTR2C	-1.845
SLC16A7	-2.11733333333333
C17orf83	0.17
TSGA14	-1.18416666666667
MDH1	0.16425
PPP3R2	0.437166666666667
DCBLD2	-1.65685714285714
RBM33	-1.939375
DPH3	-1.948
SYT10	-1.60633333333333
FMO4	1.544625
THYN1	-0.4695
DRD5	-1.997
OTOR	-0.254625
PGRMC2	1.488
KATNAL1	0.017875
PAQR6	-1.47175
UBE2I	0.06025
C14orf28	0.325
C8orf70	-3.6445
FLYWCH1	-0.13375
ANGPTL3	-0.628
GLRX2	-0.304833333333333
ATP11A	-1.56628571428571
ARL5B	0.353
MUC16	-3.0855
SLC25A5	-0.616714285714286
ACRC	0.433
MYO1C	-0.31775
FAM89B	0.6635
FAS	-0.319375
KIFAP3	0.5745
GLRA2	0.112
BTN3A2	-1.4057
CNKSR3	-0.403375
CSTF3	-0.191166666666667
ARPM1	1.2215
KIAA1530	0.2225
C9orf150	1.5655
PRKCI	-0.48125
tcag7.1015	-0.787
SOD3	-0.16125
ZNF574	0.59575
CYP21A2	1.95875
RPL12	-0.15675
COMMD2	-1.168
WIZ	0.0745
LOC344405	-1.167
ALDH4A1	-0.368058823529412
CRYAB	-0.27775
COPA	0.4309
PCDHGA7	0.753666666666667
KIF11	-1.35266666666667
RASD2	-0.399375
SLC26A3	1.2355
ZNF175	-0.275
JAKMIP2	-2.70975
C8orf4	1.07733333333333
PTHLH	0.46925
SLC40A1	3.94975
OR7D4	0.447666666666667
PCDHB17	0.6225
CD36	-0.258428571428571
C6orf203	1.1751
PRKG2	0.627
LOC400566	2.5495
ANAPC13	0.8325
SLCO3A1	-1.9365
ZNF692	-0.8855
FANCL	-0.4985
SH3GLB1	0.89
C12orf61	1.008
KBTBD6	0.349
SUPT5H	-0.13625
XRCC6	0.2857
HUS1B	-1.3032
FAM133B	-0.702428571428571
LOC728276	-1.649
KCTD18	0.9615
SOS2	1.37316666666667
CCDC99	-2.251
C1QTNF5	2.1915
NNAT	-0.499666666666667
USP16	0.94475
LARS	-0.781125
ZBTB2	0.625375
ABO	-0.131666666666667
TRAF3	0.57125
GALNT5	-1.3045
NAP5	0.403625
ALG14	1.52116666666667
KIAA0515	0.310230769230769
WDR75	-1.09583333333333
TEX261	0.366333333333333
LY86	-0.13625
LOC389072	-1.3455
FLJ13611	0.2275
MRGPRX2	-1.2975
SNRPA	-0.923375
OR2G2	0.2965
GPRASP2	2.5065
C7orf42	0.3989
C9orf163	-0.5995
CYP11B2	-1.1655
FCRL3	-1.46866666666667
PRDX1	-0.23525
FGB	-7.44916666666667
COX17	-0.0351666666666667
C16orf33	0.17875
PIWIL1	-0.5142
FOLR1	-2.877
KIAA0082	-0.428
FREQ	-1.348
TMCC2	-1.31216666666667
TCF12	0.172916666666667
ZNF721	1.14875
FAM130A2	0.2485
POU4F1	-2.84
SNRPF	-0.646875
SGIP1	-1.03
ZNF641	1.25566666666667
EMG1	-0.228625
PRRG4	0.8995
HIRA	-3.0185
MYNN	0.803
AEBP2	0.441
TBXA2R	0.455333333333333
ISL2	-1.35016666666667
PCDHB11	-1.1605
RNF144A	-1.927
MARCH5	1.019125
DULLARD	-0.2235
DCLRE1B	-0.2375
ITGA8	-0.97375
TP73	-0.165
PRKCD	1.42525
NDUFB4	0.83425
ATP13A4	0.0585
ANTXR2	-2.307
COL4A3	-2.2115
MYO10	-1.8702
SLC6A18	0.08325
PEX1	-0.49275
TMEM74	-4.1535
RBM19	-0.0965
TAPBP	0.38995
RUNX1	1.111875
MID1	-3.28436363636364
GPR64	0.360666666666667
RASEF	4.86925
GABRG1	-0.357333333333333
MYO16	0.64625
DBF4	-2.699
TSHZ2	-0.539
RIPK2	-0.00875000000000001
PPTC7	-0.0448333333333333
KIF4B	-1.371
LRRC31	0.600428571428571
ZNF540	3.08875
EFNB3	0.456833333333333
LOH12CR1	1.01075
STON2	1.8695
GLP1R	-0.350333333333333
CSTF2T	-0.214875
IREB2	-0.404714285714286
GRSF1	0.57925
PDCD7	-0.803833333333333
LRRC43	2.8285
CNR1	-1.12416666666667
IL1F7	-0.7555
C12orf64	1.742
FAM69B	0.22275
NR2E1	-2.44533333333333
MS4A6A	1.3836
FTL	-1.6716
C7orf36	0.9055
PCLO	0.4677
DYRK2	-0.688666666666667
ARIH2	-0.216
SAMD7	-0.2575
SCNN1D	-0.74325
SLC32A1	-0.6325
C22orf25	-0.516666666666667
MRPS18A	0.05
GPR112	0.1285
EARS2	0.372
ERN2	0.509
ATPBD3	0.0223333333333333
PRH2	-0.083
CDKN2D	0.470166666666667
PGLYRP2	1.37225
TRIM40	0.419
SEC14L3	-0.0632
SLC22A1	0.01125
BTN2A3	-0.02275
RASA4	0.5755
CCNL2	-0.127833333333333
MYBPC3	0.827
GJA4	2.072
CDC42SE1	0.376375
TRPV2	-2.19575
MYPN	-3.3114
SIM1	0.229
CDADC1	0.511416666666667
ZFHX4	-2.7145
NIBP	0.641333333333333
ADAMTS19	3.05325
ABTB2	-2.01625
TSPYL2	-0.145625
EIF2S3	-0.7526
SOX30	-0.0665
AP2A1	-0.324333333333333
DKFZP564O0523	-1.09233333333333
LOC285398	-0.55375
CDH18	3.67875
CHL1	-1.00385714285714
GATS	-0.725555555555556
TBC1D2B	-0.512833333333333
OR1J1	0.084
GSN	-0.251
DPCR1	0.537
GARNL4	-0.514
SMARCA5	-0.34625
PLEKHG3	1.20566666666667
ZBTB45	1.631
FRMD6	0.5345
PLS1	1.17183333333333
DGKZ	-0.561333333333333
EFNA1	1.4324
WDR85	-0.878
ANK2	-1.24825
PAGE4	-1.234
SENP6	1.973
AKR7A2	0.812166666666667
FKBP10	-1.412
VEGFC	-3.655
LARP1	-0.645
SRBD1	0.3105
ITGB6	2.9755
SLC1A2	-0.752230769230769
INVS	-0.6475
MPO	0.40425
MOBKL3	0.435
CUTL2	-0.474375
KLK2	-0.02425
VIM	-3.38975
REG1B	0.0282
PCDHGC4	0.406666666666667
C3orf34	0.405666666666667
SUMO3	-0.300833333333333
CST9L	5.0175
MLL4	-0.57025
SPR	2.085
SAMD9L	-0.8625
ABCE1	-0.54325
SUPT3H	-1.65016666666667
ACTBL1	-2.00225
ADAMTS4	-0.429
SLIT3	1.98525
RHEBL1	-1.37625
NPM2	-2.549
MAN1C1	2.718875
KIAA1856	0.834583333333333
HSPA6	1.55675
LOC388152	-1.1415
C10orf140	-1.647
ZDHHC12	-0.262
LIN7A	2.6508
PHC2	0.0704166666666667
SPHK1	-1.978
TRIM26	0.2975
FAM83E	-0.5795
C18orf24	-2.1345
ZNF578	0.00716666666666667
ORAI1	-0.00625
RUVBL1	-0.885333333333333
C7orf20	0.2555
APAF1	-0.67
SLC36A4	-2.70266666666667
MYH11	2.11166666666667
NEK1	0.4985
MPP2	-0.702625
C12orf24	-2.41275
TNK2	0.747
ZNF289	-0.822
MATN3	-1.369
IFNGR2	0.522666666666667
ITPR1	0.9245
EBF3	0.954888888888889
TBC1D20	0.3415
OR10P1	0.30925
DDAH2	1.2535
SHPRH	-0.170875
STX7	-0.9125
LOC554248	-1.20025
BCAR1	-0.65025
ATXN3	0.0720833333333333
TRIM27	-0.446
CDC42EP2	0.0695
CHP	0.849785714285714
SOX17	0.8615
ZNF259	-0.899166666666667
CHCHD1	1.13875
ZDHHC19	-0.331
GBP2	0.931
GARNL3	1.385375
MRC2	-2.177
C1orf52	-0.62775
AOF2	-0.6905
LRPPRC	-0.3256
ACVR1C	0.0553333333333333
TM4SF18	1.69816666666667
TMEM169	-0.207
PPP1R16A	0.302
EBF1	-2.251
RRS1	-0.715666666666667
SNX2	-0.18
OR2T2	-0.4545
RBX1	0.23575
ANKRD54	0.938
TSNAX	0.309333333333333
TMEM83	-2.41725
ZBTB7A	0.12875
ATM	-1.48841666666667
LOC338328	1.16916666666667
TIE1	-0.199333333333333
HIST1H3G	-0.829166666666667
PASD1	-4.16533333333333
TINAG	-0.0955
PCDHAC2	0.0665
LRRC15	-1.25642857142857
WBSCR17	-0.65
TFF2	-0.508
PARP2	-0.27525
NDFIP2	0.367125
PCDHGB2	-1.373
WDR60	-0.3245
MAP7D2	-2.1452
USP45	-1.1655
GSDML	-1.768
TNS1	0.4056
PLCD4	3.14725
IQCD	0.884666666666667
SMPX	-2.54766666666667
CD9	1.34116666666667
SRGN	-0.332625
CASP7	1.05575
INOC1	0.356833333333333
DKFZp451M2119	-0.53225
VMAC	1.2345
USP53	0.565
CAMK1G	-0.54575
TMEM106A	-0.841166666666667
CDC20	-2.4133
ACSL5	-1.26483333333333
CBWD5	-0.62625
C1orf87	-0.234833333333333
KIAA1274	-0.14025
PRUNE2	-2.929
LYPLA2	-0.483833333333333
DOK6	-2.81283333333333
GPR149	-0.44625
FAM30A	-0.137
TMEM129	1.35925
SLC35B3	1.0475
ACPP	-1.16133333333333
LOC200261	-0.791
SLC4A7	-0.3142
CCDC40	2.8405
GART	-1.630375
THOP1	-0.50375
SCARB1	-0.905625
CACNA1F	1.0505
TRIAP1	-0.222666666666667
SYT14L	2.078
SFRS8	-0.966333333333333
PBOV1	-0.0785
