Hybridization REF	TCGA-A2-A0YD-01A-11R-A109-07
LOC344405	-1.03475
ALDH4A1	-0.809
CRYAB	3.0595
COPA	0.835933333333333
PCDHGA7	0.620166666666667
KIF11	-1.61841666666667
RASD2	0.0363749999999999
SLC26A3	-0.171
ZNF175	-0.3245
JAKMIP2	-1.5285
C8orf4	2.42616666666667
PTHLH	1.766
SLC40A1	3.04016666666667
OR7D4	0.300666666666667
PCDHB17	-0.6465
CD36	4.68464285714286
C6orf203	0.4401
PRKG2	-0.297
LOC400566	2.18275
ANAPC13	0.274
SLCO3A1	-0.45425
ZNF692	-1.523
FANCL	-0.763
SH3GLB1	1.16825
C12orf61	0.7635
KBTBD6	-0.13375
SUPT5H	0.133
XRCC6	-0.6175
HUS1B	-0.5935
FAM133B	-0.394214285714286
LOC728276	0.29
KCTD18	0.23225
SOS2	0.7195
CCDC99	-2.336
C1QTNF5	4.119
NNAT	1.89966666666667
USP16	0.272
LARS	-1.090125
ZBTB2	0.371375
ABO	-0.0683333333333333
TRAF3	-0.155
GALNT5	-0.505
NAP5	1.08925
ALG14	0.927666666666667
KIAA0515	-0.369384615384615
WDR75	-0.840333333333333
TEX261	-0.00383333333333333
LY86	1.86525
LOC389072	-1.667
FLJ13611	0.165
MRGPRX2	0.277
SNRPA	-1.25475
OR2G2	0.3115
GPRASP2	1.2275
C7orf42	0.3931
C9orf163	-0.664
CYP11B2	0.076
FCRL3	1.03033333333333
PRDX1	-0.4875
FGB	-3.66516666666667
COX17	0.163333333333333
C16orf33	-0.4625
PIWIL1	-0.0155
FOLR1	-2.48933333333333
KIAA0082	-0.608
FREQ	-0.877166666666667
TMCC2	-1.2755
TCF12	0.181666666666667
ZNF721	0.41175
FAM130A2	0.32775
POU4F1	-1.9125
SNRPF	-1.09475
SGIP1	2.415
ZNF641	0.843
EMG1	-0.7725
PRRG4	0.489
HIRA	-3.9355
MYNN	0.426166666666667
AEBP2	0.112666666666667
TBXA2R	0.737833333333333
ISL2	-1.39016666666667
PCDHB11	0.505
RNF144A	0.082875
MARCH5	0.4305
DULLARD	0.0633333333333333
DCLRE1B	-1.0135
ITGA8	1.36425
TP73	-0.38525
PRKCD	1.30575
NDUFB4	0.08275
ATP13A4	0.15725
ANTXR2	-0.2975
COL4A3	-0.538666666666667
MYO10	-2.0871
SLC6A18	0.556
PEX1	-0.0725
TMEM74	-1.751
RBM19	-0.10125
TAPBP	0.5949
RUNX1	1.888
MID1	-0.897333333333333
GPR64	0.135
RASEF	2.756
GABRG1	0.19725
MYO16	-0.37975
DBF4	-2.5405
TSHZ2	3.28
RIPK2	0.374625
PPTC7	0.242333333333333
KIF4B	-1.3805
LRRC31	4.95525
ZNF540	1.3465
EFNB3	0.2245
LOH12CR1	0.006875
STON2	-0.157666666666667
GLP1R	-0.2355
CSTF2T	0.602875
IREB2	-0.719875
GRSF1	-0.017
PDCD7	-0.693833333333333
LRRC43	0.707
CNR1	0.3785
IL1F7	-0.5395
C12orf64	-0.57075
FAM69B	-0.61425
NR2E1	-2.3615
MS4A6A	3.0141
FTL	-0.1933
C7orf36	0.4035
PCLO	0.7681
DYRK2	1.12566666666667
ARIH2	-0.559
SAMD7	0.103
SCNN1D	-0.3125
SLC32A1	-1.099625
C22orf25	-0.443333333333333
MRPS18A	-0.2277
GPR112	0.645
EARS2	-0.635
ERN2	0.3325
ATPBD3	-0.3945
PRH2	-0.1065
CDKN2D	-0.110333333333333
PGLYRP2	3.7265
TRIM40	0.10975
SEC14L3	-0.01
SLC22A1	-0.42125
BTN2A3	0.01175
RASA4	0.2135
CCNL2	-0.890666666666667
MYBPC3	0.317
GJA4	3.4635
CDC42SE1	1.489625
TRPV2	-0.786
MYPN	-3.30088888888889
SIM1	-0.0525
CDADC1	0.0405833333333333
ZFHX4	1.9905
NIBP	0.529166666666667
ADAMTS19	-1.63075
ABTB2	-1.269
TSPYL2	-0.3235
EIF2S3	-0.6819
SOX30	0.0685
AP2A1	-0.326
DKFZP564O0523	-0.305666666666667
LOC285398	-0.639
CDH18	-5.2665
CHL1	2.051875
GATS	0.093
TBC1D2B	0.576666666666667
OR1J1	0.141
GSN	1.91683333333333
DPCR1	0.312875
GARNL4	-1.21316666666667
SMARCA5	-0.474
PLEKHG3	0.5385
ZBTB45	0.935
FRMD6	0.4255
PLS1	1.22066666666667
DGKZ	0.066
EFNA1	1.7157
WDR85	-1.114
ANK2	0.56675
PAGE4	-0.955666666666667
SENP6	0.772166666666667
AKR7A2	0.34
FKBP10	-1.98575
VEGFC	-0.613833333333333
LARP1	-0.5559375
SRBD1	-0.12025
ITGB6	3.05325
SLC1A2	-0.2325
INVS	-0.909166666666667
MPO	0.189
MOBKL3	0.1782
CUTL2	-1.535
KLK2	0.0396666666666667
VIM	-0.08475
REG1B	0.0641666666666667
PCDHGC4	0.130333333333333
C3orf34	-0.484666666666667
SUMO3	0.182833333333333
CST9L	2.8685
MLL4	-0.6015
SPR	1.29583333333333
SAMD9L	2.17375
ABCE1	-0.55775
SUPT3H	-0.714833333333333
ACTBL1	-1.84575
ADAMTS4	1.87683333333333
SLIT3	3.376
RHEBL1	-0.89025
NPM2	-1.66775
MAN1C1	2.4785
KIAA1856	0.893833333333333
HSPA6	1.6805
LOC388152	-1.137
C10orf140	-1.14275
ZDHHC12	-0.338
LIN7A	1.1652
PHC2	0.20425
SPHK1	0.63875
TRIM26	0.0921875
FAM83E	2.0845
C18orf24	-2.0195
ZNF578	0.00583333333333334
ORAI1	-0.40025
RUVBL1	-0.735333333333333
C7orf20	-0.720166666666667
APAF1	-1.8815
SLC36A4	-1.19616666666667
MYH11	4.59766666666667
NEK1	0.6093
MPP2	-0.774625
C12orf24	-2.745
TNK2	0.4975
ZNF289	-0.79725
MATN3	0.935285714285714
IFNGR2	1.21016666666667
ITPR1	-0.2605
EBF3	3.8265
TBC1D20	0.5861
OR10P1	0.22375
DDAH2	1.0755
SHPRH	-0.25
STX7	0.0765
LOC554248	-2.9315
BCAR1	0.2695
ATXN3	0.441916666666667
TRIM27	-0.229
CDC42EP2	1.2055
CHP	0.298142857142857
SOX17	2.77375
ZNF259	-0.599666666666667
CHCHD1	0.200875
ZDHHC19	0.4825
GBP2	3.049
GARNL3	0.520375
MRC2	0.71925
C1orf52	-0.94375
AOF2	-0.86
LRPPRC	-0.682
ACVR1C	1.02116666666667
TM4SF18	3.1085
TMEM169	-0.101166666666667
PPP1R16A	-0.097125
EBF1	1.95233333333333
RRS1	-0.516666666666667
SNX2	-0.05875
OR2T2	0.2225
RBX1	-0.3965
ANKRD54	-0.059
TSNAX	1.004
TMEM83	-1.6385
ZBTB7A	0.872
ATM	-1.41758333333333
LOC338328	3.08633333333333
TIE1	1.95066666666667
HIST1H3G	-0.0976666666666666
PASD1	-4.2
TINAG	0.46475
PCDHAC2	-0.48
LRRC15	2.018
WBSCR17	-0.715
TFF2	0.124
PARP2	-1.1
NDFIP2	-0.23425
PCDHGB2	-0.0865
WDR60	-0.1585
MAP7D2	-1.7284
USP45	-1.184
GSDML	-1.853
TNS1	0.2957
PLCD4	1.0825
IQCD	1.2095
SMPX	-2.80525
CD9	0.834666666666667
SRGN	1.906125
CASP7	1.059125
INOC1	-0.0628333333333333
DKFZp451M2119	-0.35175
VMAC	1.541
USP53	0.8373
CAMK1G	-0.4105
TMEM106A	0.337
CDC20	-2.4861
ACSL5	-0.0276666666666667
CBWD5	-0.808
C1orf87	-0.488
KIAA1274	1.32675
PRUNE2	-1.78471428571429
LYPLA2	-0.2785
DOK6	-0.733666666666667
GPR149	-0.25625
FAM30A	2.1515
TMEM129	0.14475
SLC35B3	0.95775
ACPP	-0.0637
LOC200261	-0.859
SLC4A7	1.4234
CCDC40	2.62625
GART	-1.627125
THOP1	-2.19025
SCARB1	-1.028625
CACNA1F	0.3925
TRIAP1	-0.370333333333333
SYT14L	0.0555
SFRS8	-0.397666666666667
PBOV1	0.255
GOLSYN	1.724
GJB7	-1.299
CAMK2N1	1.33
GREM1	3.52041666666667
FLJ20433	0.792
QPCT	-1.659125
PRKAG2	0.979666666666667
H2AFX	-1.375375
C6orf154	1.30225
PLOD3	-1.172
ZBTB39	-0.717166666666667
WASF3	-0.238583333333333
DRG1	-0.8725
PRR4	-0.5365
SPCS1	0.1865
KDELR3	0.763333333333333
SRP19	-0.103833333333333
GABRA6	-0.412333333333333
MFSD1	0.954
MMEL1	2.6215
PDXDC2	-1.1458
BUB1	-3.89233333333333
RNF138	-1.099375
MYLPF	-0.663666666666667
AIF1	1.40166666666667
DYNLRB1	0.5711
HCN3	-1.17866666666667
HIST1H2AI	-0.19975
MAP4K5	0.12275
LASP1	0.557625
LOC130951	0.9105
PLAA	0.322875
KRT6A	-1.39
C6orf117	-2.04275
ARHGAP23	-0.8305
PTF1A	0.318
GPHA2	-0.62425
LCE3B	0.1155
MCL1	1.57328571428571
EHBP1	-0.708166666666667
PRNP	-0.4728125
ZSCAN1	0.28675
C1orf113	0.0788333333333333
FOXA3	1.306125
NEB	-0.171
ASGR1	-4.20283333333333
CTGF	3.46183333333333
RAB17	0.4945
MST101	-0.37775
JARID1B	1.7076
USP37	-0.1643
PTBP1	-0.847
PTPN7	-0.242333333333333
CDC7	-2.3275
SNX7	0.70075
ZNF335	-0.09725
CPT2	0.7545
HEATR1	-0.59025
HSPC152	0.185625
C5orf40	-0.1145
PSME1	0.309833333333333
STAG3	-1.6615
TMEM154	1.89016666666667
KLHL32	-0.691333333333333
TSGA10IP	-0.949
SUV420H2	-0.967333333333333
SF1	-0.5211
2'-PDE	0.1524375
PNLIPRP2	2.9955
TRSPAP1	0.423166666666667
NUP210	-1.0195
ANP32C	-2.406
RAB11B	0.657833333333333
ASB15	-0.186
ITGB3BP	-1.4835
UBASH3A	-0.576
YWHAB	0.5845
TPRX1	-0.6415
LY6G5C	0.025625
SLC7A2	0.7095
CLK1	0.3542
HSD3B7	0.4375
VDR	2.832
C16orf74	0.51425
ACE	-0.1545
PSMA2	-0.181666666666667
CCDC131	-0.7895
ZNF213	1.2045
EML2	-0.2335
ALS2CR13	0.0758333333333333
GLYATL1	0.5245
DSPP	-0.0065
DHFRL1	-0.6225
C10orf30	0.0686666666666667
SH3RF2	0.895333333333333
LOC197322	-0.480666666666667
DLL3	-1.237375
TIGD7	0.531
GFRA3	-0.0445
CPA1	0.546833333333333
RTN4	0.604
PPT2	-1.153
FASLG	2.67783333333333
FOXP4	0.089875
RPL26	0.171
GNL3L	-1.64166666666667
FMR1NB	-0.1685
CD163	6.636
SGPP2	3.232
GIMAP2	2.2355
CD37	1.70033333333333
DPT	4.84633333333333
NBLA00301	1.73525
RGS5	2.73841666666667
C9orf4	0.478
ACTL8	-3.2335
PRKAR2B	0.88325
OPLAH	0.1975
C20orf134	1.84325
SPACA5	0.30275
TBL1X	-0.665333333333333
TSPYL3	0.1755
CHCHD3	-0.9205
CRKRS	-0.288833333333333
GPR65	5.38925
DFFA	-0.684625
FUT1	0.78375
C6orf204	-0.424
TMEM51	0.9005
ZNF580	0.26225
CMTM2	0.97475
C20orf200	-1.305
EZH1	0.175166666666667
FDX1L	-0.2025
MRPL32	-0.2915
PCAF	-0.4843
ALOX15B	0.9545
CD59	0.662541666666667
CDK9	0.236875
ERP29	-0.664333333333333
TTR	-5.86025
BCMO1	-0.1475
DDIT4	-1.1716
PTGDS	2.8455
C3orf63	0.241833333333333
BST2	0.9515
CYP1A2	-0.622666666666667
C5orf25	-0.75375
STX1A	-0.881
OR2A12	-0.1765
SH3BP5L	-0.023
SERINC5	0.052375
USP6	-0.7995
MRPL3	-0.525
POMP	0.14125
INPP4B	2.41775
GMPPB	0.7835
EAPP	0.40275
AHSA1	-1.038
ABCA11	0.182
SLC5A6	-0.0245833333333333
HIVEP2	1.19275
SUMO2	-0.530375
KIAA1822L	-0.339666666666667
C11orf67	1.074
TXK	-0.208
PHCA	-0.84025
ICAM4	-2.27466666666667
FPGS	0.281333333333333
SNRPA1	-1.5215
KCNJ4	-1.04675
KIF6	-0.3361
HIST1H2BG	-0.413666666666667
SLC5A5	0.25525
ZNF354B	-0.355
IL12RB2	0.344
C11orf76	0.615166666666667
GAL3ST2	-0.107
AIFM2	-0.26325
SYNC1	-0.33025
UBL3	1.0005
PIK3CG	-0.4555
NLN	-1.0138
BCORL1	0.66175
CD5L	0.1085
ZNF238	3.22433333333333
KIAA1394	-0.887
C16orf55	-0.7681
CYP3A7	-2.46425
KRTAP3-1	-1.5415
TFDP1	-0.8245
MND1	-3.69675
NODAL	-0.223833333333333
GTPBP4	-1.098
TUBGCP2	0.361
SLITRK5	-2.71325
CIC	0.5245
CD79A	0.8255
SAMD14	0.528666666666667
TNPO3	-1.0205
OR10G3	3.7845
OR10G8	0.1235
CCDC111	0
HOXC9	0.61425
DCUN1D1	0.066
CYB5R1	2.47325
TSR2	0.036
DAB2IP	0.4784
SLC6A5	-0.247
RAB3D	2.16025
DCUN1D4	-0.0148333333333333
ERBB3	1.05133333333333
SDC1	1.49291666666667
ATP6V1H	0.289
SYK	1.986
ST20	-0.88375
C13orf30	1.309
WDR40A	0.271666666666667
ADMR	0.305
LOC388335	2.5195
ACSM1	2.8695
TDG	-0.346416666666667
FLJ11235	-0.04425
MRPS5	-0.904333333333333
AGPAT2	-0.0926666666666667
SLC12A1	0.220125
CYP27A1	-0.35625
THAP7	-1.1445
XPO1	-0.537916666666667
ALMS1L	0.319833333333333
C1orf2	0.231125
ZNF777	-0.00816666666666666
CAMK2A	0.0173333333333333
SMC1B	0.763625
IHPK2	0.230866666666667
LEMD1	-3.41425
NKD2	0.2736
CLU	0.272857142857143
ARMETL1	-0.372
PABPC4	-1.6415
CXCL12	3.6475
TFAP2C	1.8224
TTTY8	0.2405
ABCB10	-0.4469
ENDOD1	1.46516666666667
IDI1	-2.055
KCTD6	2.0785
CCDC105	0.316
ULBP2	-0.517333333333333
ZDHHC5	0.425
WNT8A	-0.46175
COMMD10	0.031
KLHL12	0.49025
GPR50	0.262
NR5A2	0.265
OXGR1	0.907333333333333
EHD3	0.0315
CAPRIN2	-0.83275
KLRC3	-2.482
SF3B1	0.481857142857143
IPO7	-0.2735
ALDH1A1	0.177333333333333
ANKRD5	0.81775
TSNARE1	0.3315
DDEFL1	0.9805
RNASEL	1.65516666666667
DNAH9	-0.629
HELLS	-2.745
TNS4	1.041
NAV1	0.0449
KIAA1409	-0.43375
C20orf26	1.23583333333333
TUBG1	-1.0765
IRX2	4.4105
CNGA4	0.127
MGC50559	1.464
OR4K17	0.1565
TM2D2	0.937
FAM32A	0.18425
TXNDC14	-0.6225
CCBL1	-1.438
ANK1	-2.457
PRSS23	-0.417875
PPM1L	0.4095
SPATA20	0.43025
APCS	-0.1245
C14orf122	-0.800666666666667
PSMB5	-0.43425
C6orf10	0.153333333333333
SETDB2	0.2365
SPNS3	-0.75175
SGMS2	0.3735
MXD3	-1.34633333333333
MON2	-0.0954
CARTPT	0.50725
HNF4A	-1.42
RABEP1	1.3237
TNFRSF10B	-0.45225
USH1G	-0.384
PPAP2B	-0.442333333333333
TMEM16K	-0.3995
CTDSP1	0.800666666666667
CDK5R1	-0.091
GABRR1	-0.1325
OPN1LW	-0.1825
FAM98C	0.755125
DBN1	-0.02725
ACAD10	-0.440083333333333
QTRTD1	-0.352
WNK3	-1.465
RPS19	-0.145125
C1QB	3.200375
OTUD5	-0.04575
SLC41A2	1.13916666666667
TMEM22	-0.869333333333333
KHSRP	-0.872333333333334
TNFRSF11A	-0.773833333333333
FBL	-1.05366666666667
IBTK	0.0891666666666667
OXER1	-0.064
CBLN4	1.602375
GPR172B	2.31983333333333
CFTR	-1.51575
VSX1	1.33
CAMK1D	0.16875
LOXL3	-2.42975
RTP4	1.959
SLFNL1	-0.18975
KIAA0828	0.323375
PAR5	0.544
LOC723972	-2.20575
GDI2	0.150875
CEBPA	1.3343
MLF2	-0.353333333333333
AFMID	-1.14875
ALOX12B	-0.19775
BPHL	-0.322125
COX5B	-0.48575
S100A10	0.7468
THOC6	0.08925
NHN1	0.09325
RRP12	-0.644166666666667
ARID3B	-2.28925
CD3G	-0.905333333333333
KIAA0133	0.20325
NAT11	-1.17333333333333
PPAT	-2.49033333333333
SIRT3	0.6021
TCERG1L	-1.61125
NIPA1	-0.555
DPP8	0.0082
IL7R	1.16266666666667
ZFP64	0.0971666666666667
DMAP1	0.0025
TRMT12	-0.03025
TLR4	2.1719
WFIKKN2	-0.26975
RAB12	-0.347333333333333
DDX51	-0.587166666666667
KIAA1086	0.75075
ZNF295	0.408
ACVR2B	-1.51607142857143
LOC494150	-1.102
ZNF517	-0.383
DNASE1L2	-1.75483333333333
SUFU	0.3985
LOC283677	0.1275
LMO3	0.409166666666667
PPP2R5D	-0.444
ZNF587	0.3313
HIST4H4	-0.25825
CYP2C8	1.6805
C1orf80	0.946833333333333
DOCK5	-0.413166666666667
C9orf24	-0.10125
OR5AR1	0.404
C11orf24	-0.04825
UNQ1940	-0.6005
CAP2	1.968
TIMM44	-0.861
DSEL	-0.3455
ROM1	0.01275
FBXO4	-0.044875
MYLC2PL	-1.53225
MLH3	0.9379
NOX1	-0.00750000000000002
DPEP2	2.347
DNAJB5	0.894
RLTPR	0.108
MBIP	-0.7455
COPB1	0.4475
SFTPA1B	-0.283
C10orf4	0.2829
PRELID1	-0.524
NOLA1	-0.619
C19orf24	0.02375
TLR9	-1.455
HLA-DMA	3.89341666666667
HCRP1	-0.2705
GPR137	0.136333333333333
ITGA11	1.47066666666667
PHF13	0.833833333333333
MARK4	0.2555
METTL4	-0.5435
MBD3	-0.8622
LOC134145	0.1355
FGF3	0.604
SLC35A3	0.1295
CLEC16A	0.117
AMOTL1	-0.65625
FLJ31438	-0.92425
PAICS	-1.653625
TOMM40L	0.8205
MMD	-0.19575
KLK10	-0.2616
NIT2	0.0221666666666667
SERPINB10	0.4355
KLF15	-0.2552
CCDC5	-0.3035
WSB2	-0.467875
ME3	1.436375
CACYBP	-0.578333333333333
TCTN2	1.055
JAK1	1.39325
C2orf25	0.0185
GPD2	0.70825
FBXL11	0.0986666666666667
CDV3	-0.2325
GALNT11	0.52875
NDUFA12L	-1.4339
FLOT1	-0.00921428571428573
TOR1AIP2	1.09
MMP25	0.11525
C1orf164	-0.2046
CHST5	-0.144
LYRM4	-0.5591
GPER	-1.95025
HIPK2	0.282416666666667
DAP	-0.0286
ZMIZ1	0.768166666666667
DDX58	2.320125
DCC1	-2.895
AKT1	-0.861875
ENPP6	0.9495
ERVWE1	-0.638
CDC34	-0.4515
RNF125	-1.98575
CASC1	3.8235
SHROOM2	0.2175
RRM2B	0.2435
COL6A3	2.56875
TMEFF1	-2.1965
PLEKHA4	1.4373
LYSMD1	1.504
SEPT1	-0.309666666666667
AOF1	-0.07625
GNPAT	0.57375
WDR18	-0.56975
HSD17B12	-0.536833333333333
HIST1H2BM	0.137166666666667
INDOL1	-0.0808333333333333
SUDS3	0.0675
C1orf192	0.8565
CYP2B6	-1.01675
TBC1D2	1.61133333333333
SLC25A12	0.119875
ERCC6L	-2.622
MGC10814	-1.17983333333333
POLR2C	-1.3235
ZNF77	-0.097
EIF3K	-0.0449
HPX	2.92725
ANKRD27	-0.939125
MALAT1	0.0268125
PLB1	1.77083333333333
HRNBP3	-1.10875
CPSF4	-1.00975
OR52N2	-0.073
PIP5KL1	1.1315
GH1	0.14575
HPS5	-0.40775
SLFN5	0.70525
POP5	-0.256166666666667
OVOS2	-3.6025
C20orf108	0.326625
MARS	-1.09125
CLRN3	2.35466666666667
ARSE	-0.3205
PPIE	0.00166666666666667
PHACS	-0.218666666666667
GP5	-0.5685
IL8RB	1.18883333333333
FCRLA	-1.043625
ARRDC1	0.1591
KRTAP9-4	0.6845
ZNF613	0.9945
OR11A1	0.176
TMEM132B	-1.967375
PGLS	0.25625
BSND	-1.87616666666667
KCNK18	0.1945
FOXD4	0.65875
SV2C	0.3485
LCN2	5.2365
ZNF490	0.6663
C3orf15	1.8211
CACNA2D4	-0.446166666666667
CBX5	-1.30325
MAGEB4	0.32575
BOLA1	0.8125
PPP2R5E	0.16075
COL5A1	1.72083333333333
ASB7	0.2955
SFT2D1	0.137625
DERL1	-0.3949
RABL2A	0.601
MOAP1	0.238
KIAA1545	0.886
F3	0.686
PLEKHM2	-0.635
CCDC89	1.07233333333333
EFCAB1	1.60025
TMEM48	-1.012
SEPHS2	0.45475
PYGM	-0.46325
PRICKLE1	2.767
WNT5B	-1.49
TAS2R38	-0.014
IMP5	-0.17425
KHDRBS1	0.0997
LARS2	-0.9465
C3orf28	-0.66725
FTCD	-3.18875
C10orf68	1.65133333333333
DGAT2L3	0.86925
PSEN1	0.34
MGC33657	0.40425
PLA2G4B	0.549333333333333
CDKN2A	-0.876333333333333
DLX1	-3.2635
TSHB	-0.155
C18orf37	-0.0415
MEX3C	0.577875
MAMDC2	0.246
PDIA4	-0.938916666666667
ATP5E	0.19575
CASP2	-0.393214285714286
SERBP1	-0.544346153846154
ZNF341	0.162
TESC	-1.967
TMEM31	-1.06725
OR51I2	0.7165
YTHDC1	0.221142857142857
JUN	2.7635
AGMAT	-3.43016666666667
PCNXL2	0.34125
ATAD5	-3.097875
STK38	-0.386625
AZI1	-0.10275
RBP1	2.8985
C4orf26	-0.73025
KIAA1026	0.6295
TMEM101	0.6875
HSFX1	-0.1275
TREX1	0.8835
C18orf10	-0.226
TRIM15	-3.295
CA6	0.34
CEP57	-0.85075
AR	2.9055
SESN2	-0.781333333333333
KIF3C	0.475125
EPB41L5	0.553
ARHGEF10	-0.782681818181818
POLR3D	-0.551
INDO	-0.116
GABRA3	-1.009
SCG5	-0.954
E2F3	-0.4392
TIGD5	0.063
FGD6	2.45033333333333
KLHL3	0.125375
SCGB3A2	-1.0725
URP2	0.412
ATP6V1B1	1.5006
CALML6	-0.6095
LOC100049076	-1.195
TMF1	0.3005
LOC388503	-0.3055
CDH5	3.158
RPS6KC1	1.20816666666667
DAAM1	1.05
TNFRSF10D	-0.9
GSTT1	1.3038
INPP5A	-0.1065
TRAF3IP1	1.1136
SMARCE1	0.148285714285714
VRK1	-1.69375
TTC16	1.48775
AARS	-1.60983333333333
ARHGAP27	0.277666666666667
ZAK	0.893285714285714
ACSM2B	-2.21125
TRAP1	-1.059
MRPL53	0.73025
RNF44	-0.719
NPTXR	-0.52225
DPYSL3	1.54266666666667
APP	0.5255
GLS2	0.0196666666666667
MNX1	-0.663833333333333
CMTM7	-0.08475
OR10A7	-0.229
NYD-SP21	3.18866666666667
ORC5L	-0.46725
SLC16A10	-1.956375
TMEM178	-0.272
LOC441601	-3.26325
PTGIS	1.54
KBTBD7	0.65325
C19orf41	0.2085
CEACAM3	-0.1255
KRT23	2.28725
SERHL	0.7295
PNKD	0.716875
UBC	0.91275
ATRN	-0.30475
HAPLN1	-1.851
RANGAP1	-1.75575
C10orf26	1.50366666666667
KCNA7	-0.2435
SRY	0.7335
LOC376693	-0.49775
HIST1H2BF	0.09175
CDCA8	-2.70333333333333
MLC1	0.9825
TNIP3	1.1365
OR4D1	0.551
IFT52	0.224333333333333
GOLT1A	2.13816666666667
UTP20	-0.592
RP3-402G11.5	-1.120125
PRSS33	-1.45
PMPCA	-0.6895
APOB48R	2.37783333333333
GLTP	-0.00125
MPL	1.048
C9orf78	-0.66
ADAM12	2.272125
CSPG4	-1.4295
LOC144305	-0.284
KRTAP4-10	-0.0467
PAK1	0.39625
ADCY7	-0.5114
TAS2R43	-1.6785
FRAS1	-2.104
PPP1R14A	0.499333333333333
OR2B6	-1.747
ATP13A1	-0.346333333333333
SIDT1	2.702
C1RL	1.6705
PRKRA	-0.0185
TLN1	0.4323
RP11-50D16.3	0.794454545454545
MITF	-0.526916666666667
GYS1	-0.43825
LYG1	-1.0845
NSMCE4A	-0.3994
DNAI1	0.14525
HOXD11	-1.4865
FNBP1L	1.6154
DHX35	0.29275
LCE3E	0.2885
SLC33A1	0.137
DCLK3	0.5725
TRIM33	-0.620833333333333
TMCC3	1.28966666666667
FBXO42	0.34
C1orf27	1.2205
C17orf50	0.3075
RNF14	0.203833333333333
SLC4A8	0.42275
RAB3IP	-0.384
COX6C	0.300714285714286
PCSK1	-3.1414
SLC13A1	0.1065
ARF6	0.344333333333333
KIAA1009	0.499
HOXA13	-3.15225
HMGN1	-0.33975
CXADR	-2.48658333333333
MGC14436	-0.062
UTF1	0.748
TSC22D1	0.62
BZRAP1	0.8655
PUF60	0.0285
SHC1	0.17225
HOOK3	0.5593
LIMS2	1.34583333333333
BAHCC1	-0.415166666666667
CLCC1	-0.0121666666666667
ENTPD3	3.084
SMO	-0.7755
PIK3R5	0.3555
CDC14A	-0.32625
KRT1	3.04925
ENOX2	0.0136666666666667
FLJ22655	1.675
FPRL1	0.456
INTS6	0.8146
ZCCHC5	0.3095
SMC3	-0.89125
C6orf123	1.61
FLJ20160	1.1925
LOC653391	-0.623833333333333
GSS	-0.12625
NT5M	-0.75425
SIX5	0.0225
TAF5	-1.279
KCNA1	1.65183333333333
ANLN	-3.4075
MGC45491	-1.0737
SSTR2	2.36425
LYPD4	0.2925
TH1L	-0.547125
CHRNA5	-3.15
PNMA6A	-0.55025
FLJ16369	-0.519
DLX2	-2.599
C6orf108	-0.386416666666667
ALDH3A2	1.2325
CLEC1B	1.119
LEPREL2	0.1985
FOXJ1	-0.4718
OR1D4	0.1685
PPIL4	-0.0865
MTRR	-0.599
SLC27A3	0.954
HTR7	-0.8385
MIB2	-0.6335
BHMT	-1.09983333333333
A2ML1	0.2865
MSMB	-2.53025
KIAA1383	1.88525
TRUB2	-0.3825
PF4	0.3045
IL1F5	-0.159833333333333
LRRC37B2	-0.61025
IPO4	-0.8105
FIGF	2.29425
QDPR	-0.0745
ZNF598	-0.5925
BOP1	-1.437
MAPK12	-1.5915
POLR1E	-0.895625
CEECAM1	0.1305
INSRR	-0.237333333333333
SIPA1	0.766
ULK4	0.450833333333333
BTN3A1	0.3792
FABP5	0.4146
KBTBD3	2.01
SORT1	0.12075
YWHAQ	-0.6475625
LRIT1	-0.0315
KIAA1704	-0.3082
MEIS2	-1.1641
ENOSF1	-0.961166666666667
PCDH7	1.53785714285714
FZD9	-1.89383333333333
RPLP1	0.406
ZNF75A	0.87025
P4HA3	3.667
NKX6-1	0.0435
CTA-216E10.6	-0.446666666666667
IFT140	0.84325
DENND1A	-0.254166666666667
ALCAM	0.4787
ABHD2	0.2335
QPRT	-1.03066666666667
TRAM1	0.406785714285714
ATP1B4	0.042875
NUP37	-0.99625
SAA3P	-0.0415
SLC22A6	0.17625
KIAA0265	-0.046625
ZNF41	-0.11
ADAM19	0.8696
ERAF	-0.565
DEFB119	0.480272727272727
DNMT3B	-4.41766666666667
SNF1LK2	0.4765
MGC24039	-0.617666666666667
TAS2R48	-0.829
PNLDC1	0.4365
ADAMTS16	2.578
TMEM92	-1.16066666666667
CCT8	-0.816916666666667
POGZ	0.946666666666667
N-PAC	0.5745
GUCA1B	-1.52566666666667
ZZEF1	0.0273333333333333
OR2C3	-0.1545
ZNF334	-0.8275
RANBP6	0.6005
LDHB	-2.34041666666667
BAMBI	0.36725
RAB5B	0.76275
FOXB1	1.288
MRPS12	-0.4695
MRGPRF	1.016375
CRIPT	-0.067
CYP2D7P1	-0.5885
RYR1	0.693625
NDUFA2	0.56675
TRIP12	0.3035
KCNE3	2.23316666666667
MOBKL2B	0.1545
MIOX	-0.50125
ACOT7	-1.630375
FGF6	0.4635
RASSF5	0.3059
ATAD3B	-1.2665
IKZF3	0.3305
H3F3B	0.048
C6orf91	1.0485
SEC11C	-0.8515
TMEM14C	-0.10175
KIAA1632	-0.600625
SLC38A4	-0.27625
FGFR3	-1.06525
HES7	1.4075
HINT3	-0.05275
ARIH1	-0.372
FLJ35880	-1.86325
C1orf129	1.1385
