Hybridization REF	TCGA-A8-A08L-01A-11R-A00Z-07
USP37	1.6156
PTBP1	-0.220666666666667
PTPN7	-0.0618333333333333
CDC7	-0.869833333333333
SNX7	-2.12275
ZNF335	0.2275
CPT2	0.39925
HEATR1	-0.151125
HSPC152	0.255875
C5orf40	0.001
PSME1	-0.201166666666667
STAG3	-2.19525
TMEM154	0.532333333333333
KLHL32	-0.0695
TSGA10IP	-1.0295
SUV420H2	-0.305
SF1	-0.128111111111111
2'-PDE	-0.4986875
PNLIPRP2	0.4895
TRSPAP1	-0.549916666666667
NUP210	0.0485
ANP32C	-1.42116666666667
RAB11B	1.04766666666667
ASB15	0.712
ITGB3BP	-0.43975
UBASH3A	-0.21475
YWHAB	0.61875
TPRX1	-0.01425
LY6G5C	-0.132375
SLC7A2	-2.18425
CLK1	0.464
HSD3B7	-0.0311666666666667
VDR	1.30275
C16orf74	-1.15825
ACE	0.0185
PSMA2	-0.652333333333333
CCDC131	-0.127625
ZNF213	1.14533333333333
EML2	-1.23875
ALS2CR13	1.5895
GLYATL1	0.9155
DSPP	3.4175
DHFRL1	-0.450375
C10orf30	0.540833333333333
SH3RF2	0.106
LOC197322	-0.556166666666667
DLL3	0.095875
TIGD7	0.6405
GFRA3	0.36
CPA1	-0.179833333333333
RTN4	0.224333333333333
PPT2	-2.42566666666667
FASLG	3.43075
FOXP4	1.62275
RPL26	-1.0195
GNL3L	-1.8665
FMR1NB	-0.248
CD163	6.841
SGPP2	3.319
GIMAP2	1.25875
CD37	1.2235
DPT	2.98491666666667
NBLA00301	0.7375
RGS5	0.716333333333333
C9orf4	0.7865
ACTL8	-3.63066666666667
PRKAR2B	0.1105
OPLAH	-0.117666666666667
C20orf134	0.12475
SPACA5	0.6095
TBL1X	1.677
TSPYL3	-0.1575
CHCHD3	-0.37025
CRKRS	0.521
GPR65	5.28775
DFFA	-0.59825
FUT1	0.3125
C6orf204	-0.452
TMEM51	0.2395
ZNF580	-0.14975
CMTM2	0.22425
C20orf200	-0.357
EZH1	-0.528
FDX1L	-0.16325
MRPL32	-0.63875
PCAF	-1.0694
ALOX15B	0.164666666666667
CD59	-0.597125
CDK9	0.162625
ERP29	-0.528833333333333
TTR	-2.93225
BCMO1	0.3205
DDIT4	-0.8933
PTGDS	2.34375
C3orf63	-0.317666666666667
BST2	-0.8975
CYP1A2	-0.4165
C5orf25	-0.6815
STX1A	-0.289941176470588
OR2A12	-0.6185
SH3BP5L	1.133
SERINC5	0.555625
USP6	-0.6659
MRPL3	0.482
POMP	-0.36425
INPP4B	-2.205375
GMPPB	-0.74725
EAPP	0.3275
AHSA1	-1.10075
ABCA11	0.272
SLC5A6	-0.5715
HIVEP2	1.49125
SUMO2	0.93525
KIAA1822L	-0.824333333333333
C11orf67	0.50125
TXK	0.645375
PHCA	-0.467
ICAM4	-1.91983333333333
FPGS	-0.652166666666667
SNRPA1	-0.6845
KCNJ4	-0.2235
KIF6	1.9991
HIST1H2BG	0.327166666666667
SLC5A5	0.1655
ZNF354B	-0.915
IL12RB2	4.67925
C11orf76	0.450166666666667
GAL3ST2	-0.431
AIFM2	-2.568625
SYNC1	-0.09475
UBL3	-0.622625
PIK3CG	-0.882833333333333
NLN	-0.624111111111111
BCORL1	-0.31375
CD5L	0.20125
ZNF238	1.33766666666667
KIAA1394	0.05425
C16orf55	0.2602
CYP3A7	-0.913
KRTAP3-1	-0.861
TFDP1	0.872333333333333
MND1	-2.735
NODAL	-0.184666666666667
GTPBP4	0.27775
TUBGCP2	0.13825
SLITRK5	-2.788
CIC	0.21675
CD79A	-0.138833333333333
SAMD14	0.432666666666667
TNPO3	-0.3295
OR10G3	0.655
OR10G8	0.1035
CCDC111	-0.127
HOXC9	2.575
DCUN1D1	0.908583333333333
CYB5R1	0.4745
TSR2	-0.252
DAB2IP	0.5738
SLC6A5	-0.303
RAB3D	1.38225
DCUN1D4	-0.446833333333333
ERBB3	1.3745
SDC1	1.59166666666667
ATP6V1H	0.373166666666667
SYK	2.8855
ST20	-0.02875
C13orf30	-0.3155
WDR40A	0.8455
ADMR	0.41
LOC388335	0.017
ACSM1	-0.694
TDG	-0.02625
FLJ11235	0.97225
MRPS5	-0.4495
AGPAT2	-0.474333333333333
SLC12A1	1.679
CYP27A1	0.231
THAP7	-0.75675
XPO1	-1.04975
ALMS1L	1.102
C1orf2	-0.58375
ZNF777	0.548833333333333
CAMK2A	-0.891666666666667
SMC1B	3.773125
IHPK2	-1.04526666666667
LEMD1	-3.3245
NKD2	-0.1687
CLU	1.00907142857143
ARMETL1	-1.4525
PABPC4	-1.05875
CXCL12	0.972833333333333
TFAP2C	0.9925
TTTY8	2.902
ABCB10	-0.2496
ENDOD1	0.7505
IDI1	-0.212
KCTD6	0.715166666666667
CCDC105	0.488
ULBP2	1.6125
ZDHHC5	0.8145
WNT8A	-0.15175
COMMD10	-0.173
KLHL12	-0.351625
GPR50	-0.116
NR5A2	0.486
OXGR1	3.6745
EHD3	-0.34825
CAPRIN2	-0.70075
KLRC3	-3.24775
SF3B1	0.393785714285714
IPO7	-0.662
ALDH1A1	-1.48133333333333
ANKRD5	1.11125
TSNARE1	0.042
DDEFL1	1.13675
RNASEL	0.795
DNAH9	-0.085
HELLS	-1.25625
TNS4	1.734
NAV1	0.0246
KIAA1409	-0.371666666666667
C20orf26	2.185
TUBG1	-0.80875
IRX2	4.07675
CNGA4	-0.2005
MGC50559	1.32083333333333
OR4K17	0.543833333333333
TM2D2	0.4105
FAM32A	0.13225
TXNDC14	0.000249999999999993
CCBL1	-1.1255
ANK1	-2.5954
PRSS23	-2.530625
PPM1L	0.1645
SPATA20	-0.6155
APCS	0.50125
C14orf122	-0.237833333333333
PSMB5	0.36225
C6orf10	0.633375
SETDB2	-0.2925
SPNS3	-1.17925
SGMS2	0.106
MXD3	-0.568166666666667
MON2	0.4454
CARTPT	0.148
HNF4A	-0.781
RABEP1	0.01805
TNFRSF10B	-2.16775
USH1G	0.4955
PPAP2B	-1.14533333333333
TMEM16K	-0.781
CTDSP1	0.528166666666667
CDK5R1	0.3965
GABRR1	-1.3885
OPN1LW	-0.07
FAM98C	0.11975
DBN1	0.145625
ACAD10	-0.3875
QTRTD1	0.6465
WNK3	-0.572333333333333
RPS19	-1.03925
C1QB	3.045
OTUD5	-0.485375
SLC41A2	-0.00816666666666667
TMEM22	-1.86916666666667
KHSRP	0.307916666666667
TNFRSF11A	-0.6355
FBL	-1.71983333333333
IBTK	0.3685
OXER1	-0.3705
CBLN4	0.291428571428571
GPR172B	0.519
CFTR	-0.7175
VSX1	1.1435
CAMK1D	2.05925
LOXL3	-1.921
RTP4	0.39125
SLFNL1	0.80375
KIAA0828	-0.043
PAR5	-0.4695
LOC723972	-1.46175
GDI2	0.9395
CEBPA	1.6063
MLF2	-0.1265
AFMID	0.086
ALOX12B	0.50925
BPHL	-0.010125
COX5B	0.48275
S100A10	-0.815
THOC6	0.08225
NHN1	0.197
RRP12	-0.49
ARID3B	-2.22875
CD3G	-1.00416666666667
KIAA0133	0.39575
NAT11	-0.775333333333333
PPAT	-2.1
SIRT3	-0.727
TCERG1L	1.23125
NIPA1	-0.6295
DPP8	-0.665
IL7R	1.5935
ZFP64	0.811916666666667
DMAP1	0.0512
TRMT12	0.53225
TLR4	1.7312
WFIKKN2	-0.077
RAB12	-2.0805
DDX51	-0.937833333333333
KIAA1086	-2.31675
ZNF295	0.773166666666667
ACVR2B	-1.18235714285714
LOC494150	-0.152625
ZNF517	0.8785
DNASE1L2	-1.10766666666667
SUFU	0.658
LOC283677	2.81
LMO3	2.85716666666667
PPP2R5D	0.526833333333333
ZNF587	0.234
HIST4H4	-0.2595
CYP2C8	-0.02
C1orf80	1.21916666666667
DOCK5	-0.980333333333333
C9orf24	-0.61275
OR5AR1	-0.1195
C11orf24	-0.87525
UNQ1940	-0.25825
CAP2	-1.23166666666667
TIMM44	-0.30575
DSEL	-1.806
ROM1	-0.57925
FBXO4	0.42775
MYLC2PL	-0.895666666666667
MLH3	0.5101
NOX1	0.8675
DPEP2	1.515
DNAJB5	-0.17175
RLTPR	0.019
MBIP	0.1155
COPB1	-0.220833333333333
SFTPA1B	-0.7095
C10orf4	-0.467
PRELID1	-0.874
NOLA1	-0.86225
C19orf24	-0.1155
TLR9	-0.799
HLA-DMA	3.02433333333333
HCRP1	-0.7815
GPR137	-0.0621666666666667
ITGA11	-1.26466666666667
PHF13	0.683
MARK4	0.299
METTL4	-0.817
MBD3	-0.1119
LOC134145	0.64375
FGF3	-0.0995
SLC35A3	0.25175
CLEC16A	0.24075
AMOTL1	-1.18241666666667
FLJ31438	-0.38925
PAICS	-1.38525
TOMM40L	0.0923333333333333
MMD	0.3945
KLK10	-2.26455555555556
NIT2	0.7935
SERPINB10	-0.14825
KLF15	-1.2114
CCDC5	0.00425
WSB2	0.9705
ME3	-1.06275
CACYBP	-0.131333333333333
TCTN2	0.3775
JAK1	1.2755
C2orf25	-1.099
GPD2	-0.04925
FBXL11	0.316333333333333
CDV3	1.02375
GALNT11	1.245125
NDUFA12L	-1.3403
FLOT1	-0.0997857142857143
TOR1AIP2	0.361
MMP25	2.2255
C1orf164	-0.0817
CHST5	0.13425
LYRM4	-0.29195
GPER	-1.8515
HIPK2	1.12575
DAP	0.3529
ZMIZ1	0.366666666666667
DDX58	1.278375
DCC1	-0.58925
AKT1	0.84325
ENPP6	0.434
ERVWE1	0.011
CDC34	-0.20625
RNF125	-2.0925
CASC1	3.37
SHROOM2	1.1895
RRM2B	0.535166666666667
COL6A3	1.87942857142857
TMEFF1	-0.06725
PLEKHA4	-0.9136
LYSMD1	1.17033333333333
SEPT1	-0.219666666666667
AOF1	0.90225
GNPAT	0.819
WDR18	0.7755
HSD17B12	-0.341833333333333
HIST1H2BM	0.359833333333333
INDOL1	0.671166666666667
SUDS3	0.201
C1orf192	3.614
CYP2B6	-0.78775
TBC1D2	0.907333333333333
SLC25A12	-0.48125
ERCC6L	-0.622833333333333
MGC10814	-0.594166666666667
POLR2C	-1.30933333333333
ZNF77	0.595
EIF3K	-0.7648
HPX	2.11825
ANKRD27	-0.369875
MALAT1	-0.0369375
PLB1	0.994666666666667
HRNBP3	-0.690875
CPSF4	-0.4675
OR52N2	0.506
PIP5KL1	0.86875
GH1	0.45675
HPS5	-0.86875
SLFN5	2.5635
POP5	-0.693833333333333
OVOS2	-2.67016666666667
C20orf108	1.68975
MARS	-1.32925
CLRN3	0.0903333333333333
ARSE	-2.49916666666667
PPIE	0.152333333333333
PHACS	-1.30833333333333
GP5	1.6235
IL8RB	2.42016666666667
FCRLA	-0.68025
ARRDC1	0.0375
KRTAP9-4	0.645333333333333
ZNF613	1.064
OR11A1	0.2635
TMEM132B	-1.80625
PGLS	0.575
BSND	-1.65283333333333
KCNK18	2.529
FOXD4	0.1095
SV2C	1.459
LCN2	-0.5775
ZNF490	0.6151
C3orf15	2.3988
CACNA2D4	-1.86283333333333
CBX5	0.1995
MAGEB4	-0.27925
BOLA1	1.5395
PPP2R5E	-0.0915
COL5A1	1.1145
ASB7	0.347
SFT2D1	0.356875
DERL1	0.8138
RABL2A	1.07433333333333
MOAP1	-0.4945
KIAA1545	0.770833333333333
F3	-1.88175
PLEKHM2	-0.32225
CCDC89	1.14133333333333
EFCAB1	1.06825
TMEM48	-1.114
SEPHS2	0.402
PYGM	0.16525
PRICKLE1	2.041
WNT5B	-2.594
TAS2R38	1.763
IMP5	0.44275
KHDRBS1	0.2464
LARS2	-0.810666666666667
C3orf28	-0.15325
FTCD	-2.3485
C10orf68	0.190666666666667
DGAT2L3	0.30325
PSEN1	-0.0991666666666667
MGC33657	0.7725
PLA2G4B	-0.897
CDKN2A	0.872083333333333
DLX1	-2.97675
TSHB	0.314
C18orf37	0.79825
MEX3C	0.81025
MAMDC2	-0.84975
PDIA4	-0.636916666666667
ATP5E	0.7925
CASP2	0.595785714285714
SERBP1	0.393038461538461
ZNF341	0.365166666666667
TESC	-2.4755
TMEM31	-0.26375
OR51I2	0.231
YTHDC1	0.591357142857143
JUN	1.92133333333333
AGMAT	-2.63416666666667
PCNXL2	0.68275
ATAD5	-0.955625
STK38	0.018625
AZI1	0.5825
RBP1	3.673
C4orf26	-0.677333333333333
KIAA1026	1.072375
TMEM101	-2.423
HSFX1	-0.4625
TREX1	0.188
C18orf10	-0.2722
TRIM15	-3.60657142857143
CA6	0.813666666666667
CEP57	-1.212625
AR	0.910333333333333
SESN2	-0.682166666666667
KIF3C	1.75175
EPB41L5	-0.224125
ARHGEF10	-1.01672727272727
POLR3D	-0.8955
INDO	1.81466666666667
GABRA3	0.494
SCG5	-2.3354
E2F3	-0.1263
TIGD5	0.514
FGD6	1.17316666666667
KLHL3	1.061125
SCGB3A2	-0.56
URP2	0.527833333333333
ATP6V1B1	0.1199
CALML6	1.225
LOC100049076	1.3135
TMF1	0.89
LOC388503	-0.22625
CDH5	2.35775
RPS6KC1	1.3505
DAAM1	0.9585
TNFRSF10D	-1.167
GSTT1	0.4775
INPP5A	0.188
TRAF3IP1	1.2729
SMARCE1	0.487642857142857
VRK1	-0.6705
TTC16	0.96575
AARS	-0.275333333333333
ARHGAP27	0.806333333333333
ZAK	-0.804714285714286
ACSM2B	-1.4975
TRAP1	-1.19833333333333
MRPL53	0.74375
RNF44	-1.08925
NPTXR	1.2145
DPYSL3	0.8495
APP	2.96833333333333
GLS2	-0.150333333333333
MNX1	1.38333333333333
CMTM7	-0.5835
OR10A7	-0.254
NYD-SP21	0.916666666666667
ORC5L	0.16025
SLC16A10	-1.18875
TMEM178	1.428
LOC441601	-3.7305
PTGIS	1.161
KBTBD7	0.54125
C19orf41	0.27075
CEACAM3	0.370583333333333
KRT23	-1.181
SERHL	2.739
PNKD	0.207875
UBC	0.5135
ATRN	-0.6455
HAPLN1	-1.25925
RANGAP1	-0.4765
C10orf26	0.911833333333333
KCNA7	0.48375
SRY	0.272
LOC376693	-0.82825
HIST1H2BF	0.6245
CDCA8	-0.7315
MLC1	-1.70825
TNIP3	0.26175
OR4D1	0.252
IFT52	0.137833333333333
GOLT1A	0.566166666666667
UTP20	-0.39175
RP3-402G11.5	-0.3985
PRSS33	-0.68925
PMPCA	-0.32825
APOB48R	1.6765
GLTP	-0.4535
MPL	0.941
C9orf78	-0.02425
ADAM12	1.881125
CSPG4	-2.158
LOC144305	0.6225
KRTAP4-10	0.0806
PAK1	-1.709
ADCY7	-0.606
TAS2R43	0.385
FRAS1	-2.37728571428571
PPP1R14A	-0.00150000000000002
OR2B6	-0.3655
ATP13A1	-0.237
SIDT1	3.5965
C1RL	-0.0175
PRKRA	1.106
TLN1	-0.1232
RP11-50D16.3	-0.8165
MITF	-1.96941666666667
GYS1	-0.63525
LYG1	-1.35516666666667
NSMCE4A	-0.2568
DNAI1	0.5885
HOXD11	-1.0385
FNBP1L	1.4057
DHX35	-0.0385
LCE3E	0.16525
SLC33A1	0.06175
DCLK3	0.5785
TRIM33	-0.902
TMCC3	2.80016666666667
FBXO42	0.3615
C1orf27	0.5786
C17orf50	0.4385
RNF14	0.771666666666667
SLC4A8	1.567375
RAB3IP	1.3499
COX6C	0.610142857142857
PCSK1	-0.99
SLC13A1	0.203375
ARF6	1.06766666666667
KIAA1009	0.526125
HOXA13	-2.57
HMGN1	0.823875
CXADR	0.57525
MGC14436	0.1465
UTF1	0.7105
TSC22D1	1.3331
BZRAP1	1.65333333333333
PUF60	1.06666666666667
SHC1	-0.372
HOOK3	0.7942
LIMS2	-0.344
BAHCC1	0.2905
CLCC1	-0.337166666666667
ENTPD3	2.3108
SMO	0.2485
PIK3R5	0.952
CDC14A	1.30033333333333
KRT1	-0.099
ENOX2	0.911
FLJ22655	-1.04825
FPRL1	0.9915
INTS6	0.3313
ZCCHC5	1.6345
SMC3	-0.16625
C6orf123	1.26666666666667
FLJ20160	3.16925
LOC653391	1.56666666666667
GSS	-0.23675
NT5M	-0.37875
SIX5	-0.33725
TAF5	-0.62
KCNA1	1.0828
ANLN	-2.499
MGC45491	-0.8927
SSTR2	4.26
LYPD4	0.7105
TH1L	0.4045
CHRNA5	-0.6045
PNMA6A	-0.27575
FLJ16369	-0.4185
DLX2	-2.3331
C6orf108	-0.1785
ALDH3A2	-0.232333333333333
CLEC1B	-0.113666666666667
LEPREL2	-1.54875
FOXJ1	0.7705
OR1D4	0.447
PPIL4	0.41925
MTRR	-1.2105
SLC27A3	1.306
HTR7	-0.641666666666667
MIB2	0.327625
BHMT	-0.933333333333333
A2ML1	0.273
MSMB	-1.27925
KIAA1383	0.655625
TRUB2	-0.64175
PF4	0.523166666666667
IL1F5	0.0273333333333334
LRRC37B2	-0.02625
IPO4	-0.5235
FIGF	0.422
QDPR	-1.0975
ZNF598	-0.8605
BOP1	-0.40325
MAPK12	-2.24483333333333
POLR1E	-1.17125
CEECAM1	-0.479666666666667
INSRR	0.0598333333333333
SIPA1	1.44025
ULK4	0.7075
BTN3A1	-0.171
FABP5	-1.2555
KBTBD3	1.0365
SORT1	-0.228916666666667
YWHAQ	1.6293125
LRIT1	-0.6345
KIAA1704	-0.5922
MEIS2	-2.6591
ENOSF1	-1.361
PCDH7	-0.705714285714286
FZD9	-1.06283333333333
RPLP1	-0.855333333333333
ZNF75A	0.7465
P4HA3	1.70375
NKX6-1	0.5615
CTA-216E10.6	0.2925
IFT140	1.422
DENND1A	-0.0803333333333333
ALCAM	0.793
ABHD2	-0.694772727272727
QPRT	0.233166666666667
TRAM1	0.222642857142857
ATP1B4	0.316428571428571
NUP37	-2.12775
SAA3P	-0.9695
SLC22A6	0.222
KIAA0265	0.2255
ZNF41	-0.464
ADAM19	0.2278
ERAF	-0.3895
DEFB119	0.126666666666667
DNMT3B	-2.418
SNF1LK2	-0.1365
MGC24039	-0.955083333333333
TAS2R48	-0.168166666666667
PNLDC1	0.046
ADAMTS16	-0.26625
TMEM92	-1.46
CCT8	-0.0646363636363637
POGZ	0.701666666666667
N-PAC	0.21075
GUCA1B	-1.641
ZZEF1	-0.290833333333333
OR2C3	-0.33025
ZNF334	-1.889
RANBP6	-0.1885
LDHB	-2.66141666666667
BAMBI	0.733375
RAB5B	1.266
FOXB1	0.75675
MRPS12	-0.77325
MRGPRF	-0.56
CRIPT	0.8845
CYP2D7P1	0.0275
RYR1	1.357625
NDUFA2	0.813875
TRIP12	0.879166666666667
KCNE3	2.50933333333333
MOBKL2B	-1.6635
MIOX	0.06275
ACOT7	-0.296625
FGF6	0.8505
RASSF5	1.433
ATAD3B	-0.514
IKZF3	0.5085
H3F3B	1.03678571428571
C6orf91	3.1575
SEC11C	0.711
TMEM14C	-1.04475
KIAA1632	0.053
SLC38A4	-0.84625
FGFR3	-0.756833333333333
HES7	0.89575
HINT3	0.78075
ARIH1	-0.1705
FLJ35880	-0.617
C1orf129	0.023
POU6F1	-0.56375
RPL32	-0.07975
BBS1	1.2855
RGPD5	-0.335
SULT1C2	-1.1125
KDELC1	-0.77875
PIP5K3	0.102
CHI3L1	-0.5126
CSDA	-0.0475
VTCN1	-0.807
WDR62	-1.8325
TMEM170	0.321
KIF2A	-0.5985
C6orf182	0.527
ARL6IP6	-1.1755
ZCCHC9	-1.22125
RARB	-0.162166666666667
ZNF320	0.563428571428572
DHX15	-0.432625
PICALM	-0.699166666666667
CNOT6	-0.157
HIST1H1A	1.10175
ZNF702	2.338
OR1E2	0.4985
HLF	-1.0722
LOC442582	-1.8055
KIAA0494	1.237625
TCF4	0.7572
APOBEC3B	-0.56875
FAM54B	0.36075
MYH2	-3.27633333333333
FXN	-0.385833333333333
C12orf59	0.2735
PAEP	-0.60225
SPG11	-0.20875
VN1R4	-0.0835
KCNJ13	-0.014
NOC3L	-1.0065
C5orf36	0.7815
CPAMD8	0.6095
MLN	-0.3415
FLJ11184	-0.97575
TIAM1	1.842
OR10J3	-0.3075
OR52E2	0.908
PBX1	2.693
UBL7	-1.0835
PXMP2	0.22325
SYTL1	0.561
FAM126B	1.35525
ZNF711	0.69325
GGA1	0.048
VAMP4	0.545666666666667
BCAP29	-0.1288
C20orf19	-1.20975
ZNF275	-0.06675
NEK6	0.96625
SETD8	-0.991333333333333
HEXIM1	0.831083333333333
SULT1A2	-0.584625
KLHL9	1.1515
SLC39A12	0.343
ARHGEF16	1.773
SCN1A	0.7728
HNRPH1	-0.686083333333333
C9orf103	0.23925
ECE1	0.111666666666667
MED18	-3.48475
TEX13B	-0.0405
SNN	1.379
C6orf62	0.559666666666667
WNT3A	0.1807
IL22RA2	-0.5215
MGC21881	-0.826875
GABBR1	0.15
YIPF6	0.47375
PROX1	-1.36683333333333
PPP1R1B	3.57275
LANCL2	1.074
SCN3A	-0.659333333333333
SSRP1	-0.0643333333333333
ASXL2	0.12975
RPE65	-0.334
SNAI1	-0.685
EFNA2	-0.23
CLDN9	0.196
TP53I13	0.631875
LOC375748	0.5285
C9orf7	1.2615
C14orf178	-1.0175
GC	0.429
IER3	-0.2225
KCTD10	-0.068625
FLJ45717	0.48525
ADC	0.963333333333333
LOC285908	-1.0785
MLL3	-0.4775
KIAA1787	-0.62575
MGC31957	-1.34175
MUC5B	-0.28775
ZNF193	0.5595
CSRP1	0.302
MOSPD1	0.443833333333333
C21orf49	1.202
RAD1	-0.1515
ANKRD34	-1.0435
NFRKB	-0.889
FANCA	-1.5075
VTI1A	-0.335357142857143
PCBP3	1.3305
BFSP2	2.853
ZNF354C	-0.281875
FRMPD4	1.782
IKBKG	-0.566166666666667
LOC441046	0.7655
UNQ9438	0.149833333333333
TM4SF20	0.3985
MAGEC1	-4.39375
AMMECR1	-0.6315
GLDN	-1.20075
TTC30B	2.0785
SEC13	0.5669
EGF	-0.21
HAGH	-0.103875
VSIG1	0.568
NHLH2	0.145
NCAPD3	-1.0635
MGC16121	-2.816
HIATL2	-0.94775
BRCC3	0.734166666666667
LCE2D	0.696
TMEM79	1.5155
GTF3C5	0.4105
AKR1C4	-1.04266666666667
C3orf59	0.214875
RBM26	-0.539625
DUSP14	0.333333333333333
AP4M1	0.678
RIMBP2	0.052
ABCC2	-3.81133333333333
DNAJC16	0.4575
TTC12	0.9065
SNX13	-0.958166666666667
C6orf168	3.36225
C1orf100	-0.58525
CSPP1	0.31125
LRRC56	0.4005
OR1J2	0.7155
THY1	0.4551
KIT	-1.31383333333333
TBC1D8	0.6285
EPHA7	2.9765
SOLH	-0.403375
SVIP	0.4265
ZNF294	0.16125
HAND2	-0.0738333333333333
CENTB2	0.791166666666667
MARVELD3	3.616375
CREB3	0.4715
KRTAP1-5	-2.8595
OR8K1	0.0355
MED25	-0.2245
FDX1	-0.953333333333333
FAM19A1	0.8286
IL13RA1	0.8327
ZNF627	1.26
NHP2L1	0.18875
EIF2B2	-0.723125
ZNF593	-0.0545
WIPI2	-0.180583333333333
RANBP1	0.0525
TAS2R7	-0.1585
LOC283514	0.0245
CSNK2B	-0.1857
CFHR1	0.136
DKFZP434O047	-0.564
WBP11	-0.1485
TEX2	1.6565
GALNT2	-0.466166666666667
FLJ33360	0.346
WNT9A	-0.4285
IL29	-0.67325
STK3	0.871777777777778
REPS2	1.298375
FAM78A	-0.6685
MGC3207	-0.6655
FCGR3A	6.066
H2AFY2	1.34875
RNF150	-0.894
CCNK	0.425375
VEZT	0.4185
FSHR	0.59
C1orf66	-0.1
LCE2B	0.0265
CD200	-0.7485
ORMDL1	0.96275
OR51S1	0.0555
KRT83	0.9505
COL19A1	-2.111
POL3S	-0.12
ZNF468	0.856166666666667
BAG3	-0.12875
C1GALT1	-2.657
CA5A	-4.70875
DKK4	-1.45
SGK2	-0.365142857142857
PIK3C2G	3.6425
USP11	-0.1065
IMPA2	0.18625
PRKDC	-0.0407142857142857
MSR1	3.39142857142857
PDCD6IP	-0.682916666666667
FAM122A	0.4195
ZNF740	0.15275
ATXN2	-0.917
SLC17A4	0.131
RAXL1	-0.878166666666667
RS1	0.759
NET1	1.783
NPY1R	-3.5905
MVD	-1.62
C11orf61	-0.624125
CHDH	-0.55
GCNT2	-0.159071428571429
LGALS12	-1.12625
IK	0.366833333333333
C7orf41	1.05344444444444
SURF4	0.008
C1orf91	-0.416166666666667
BCS1L	-0.18
C20orf141	0.247666666666667
BCAS2	-0.686
ACE2	1.57375
ICT1	1.0545
CD79B	0.9645
MRPS9	-1.0845
AADACL1	0.7795
IRS2	-1.248
LUZP2	-1.46
TMEM148	0.0215
ZNF514	-0.3905
ADCK2	0.5112
ZKSCAN1	1.14657142857143
FASTKD2	0.966375
KCNMB3	0.0831666666666667
POFUT2	-0.9552
GNG2	-0.7267
OR6Y1	0.28
FAM26A	-1.399
CAND2	0.74025
FLYWCH2	1.1175
BCL6	0.39025
MDH2	-0.00171428571428571
DRP2	-0.2425
TPD52L1	-1.227375
TXNL4A	0.686375
OR3A1	1.03133333333333
C22orf9	0.983285714285714
RAB25	1.972
PCTK3	-0.135
POR	0.196166666666667
ARPP-19	0.00925000000000001
SREBF2	0.177875
ZWINT	-0.744666666666667
TRUB1	0.374875
ENPP2	0.993833333333333
UXT	-0.571333333333333
ALG11	-0.841
SMCR7	0.97475
SLC31A2	1.07925
USMG5	0.53125
ZNF780B	-1.281
APEX1	0.126625
THSD3	-2.0655
CEP68	1.112
NY-SAR-48	-0.2415
ZIC3	-2.90416666666667
LPAL2	-0.626666666666667
MRPL11	-0.1485
VPS53	-1.62733333333333
MPDU1	-0.312375
UBL4B	0.27925
LASS3	1.32375
GAST	0.311166666666667
SPERT	-0.0451666666666667
UBE2L3	0.3565
MLSTD2	-0.818666666666667
ADRA1D	0.15
FZD10	-2.46516666666667
ATP6V1E1	1.07675
SAR1A	-0.1443125
MCTP2	-1.93366666666667
TMEM5	0.109
BIRC2	-1.29733333333333
TMEFF2	-2.0264
NLGN3	0.189
LMX1A	0.44875
C19orf51	0.7625
LOH3CR2A	-0.4875
SLC9A3R2	1.65166666666667
TIMP1	-0.117833333333333
PFN4	0.63175
UCK1	0.36425
TPST2	0.08625
AQP6	-1.29283333333333
OR1N2	0.3095
KCNIP1	0.2845
SFTPG	0.571833333333333
KIAA0087	-0.325
UBXD3	2.6032
ABT1	0.159
RIPK5	0.740071428571428
SMG1	-0.2417
BTBD8	-0.853
PIP5K1C	0.9268
POU2F2	0.7361
C17orf57	0.225666666666667
TSPAN14	-0.247
NUDT16	0.649833333333333
GPT	-0.668
PDK4	-1.5132
ELL3	1.59575
NNMT	0.137666666666667
NUFIP1	-0.322375
RHBDL1	1.2175
FILIP1	1.3742
C17orf56	-0.7035
C8orf73	0.02125
FLJ21438	0.70325
TBC1D10A	0.739
ERGIC3	-0.138166666666667
CREB3L4	3.44175
TARBP1	-0.13425
C1orf9	1.99875
COLEC12	-2.06283333333333
FBXO30	1.0725
TNFRSF25	0.60925
UBE2T	-0.872666666666667
SLC2A1	-0.8373
RPH3A	0.614333333333333
LSAMP	-3.17725
CER1	0.117333333333333
ATP2A3	-0.5662
SGK	-0.83575
CCR7	3.70425
ZIK1	-1.93575
RECQL5	0.174625
HSD17B7P2	-1.5335
MTERFD1	0.171125
ANGPTL1	0.2508
NLRX1	-1.15983333333333
FHOD3	-0.00383333333333333
PSG7	-0.30725
ARHGEF5	1.107
C14orf21	0.126
FGD2	0.88
OR5T2	-0.03075
P2RY14	3.481
PPP1CA	0.2875
ZNF33B	-0.69025
MOCS1	-0.0445
NAP1L1	-0.354875
IGSF21	1.668
PTDSS1	-0.178
SLC38A6	-0.129
GLCCI1	-1.994
CCR4	0.039
OLFM2	0.82875
COX6A1	0.281333333333333
B3GALT2	-1.09875
BEST3	-0.6638
CD14	3.601875
ABCC9	1.701875
SNAP29	0.063125
HMGCR	-0.731142857142857
IFT74	0.7075
CNTROB	-0.539333333333333
ZNF548	0.379125
INSL6	-1.0805
HERC1	-0.77825
HOXB1	-0.3045
EMCN	4.202
