Hybridization REF	TCGA-A8-A0A7-01A-11R-A040-07
GPM6A	0.54875
GBP4	5.47266666666667
TMEM162	0.114833333333333
PKP2	-1.596
HRASLS	1.132
MMP1	-0.6335
SFXN3	-0.5633
FSD1	-1.63333333333333
ST6GALNAC3	-1.75716666666667
CA12	-2.6036
NCOA6	0.305
C19orf58	0.00899999999999999
PPP4R1	-0.381
MAN1A2	1.28016666666667
IKBKAP	-1.60525
UPF1	0.120166666666667
KIAA1219	0.28925
WNT16	0.882833333333333
SNW1	-0.669625
IL18RAP	4.48975
RPP30	-0.74875
CDC40	-0.0775714285714286
SETD3	-0.295166666666667
SLAMF6	2.04225
ELK4	-0.8095
TRIM47	0.833
ACOX3	0.86675
TRIM6	0.946875
KIAA0372	-0.6805
TP53AP1	1.511125
SMURF2	-0.47075
ADAD1	1.1385
EBP	-0.6074
KRTAP13-2	-0.6205
FLJ36874	-1.089
TOR1A	-0.453666666666667
P2RY4	1.087
GPBP1	-0.277
TRPV1	-0.577125
ADAMTS12	0.647666666666667
PES1	-0.2697
ATG4A	1.01516666666667
MAGEA10	-3.8255
WFS1	1.37075
CC2D1B	-0.544333333333333
PABPN1	-0.309
SLC25A30	-0.16125
SLCO1C1	0.0983333333333334
SLC22A5	0.974
KIF23	-2.23483333333333
SYN2	-0.152166666666667
ASPN	7.70283333333333
CENTG2	-0.03175
QSOX2	-1.7688
FLJ10815	-0.0135
STK24	-0.514
SPEG	-0.9249
STK10	1.11083333333333
DACT2	-0.955
AAAS	-0.80475
SSX3	0.344625
ABCD3	0.0842
C4orf12	-0.088875
PARVG	2.39916666666667
FIG4	0.33225
C9orf46	0.85375
TMCO6	-0.994
IGHMBP2	-1.0235
DUS2L	-0.552333333333333
FAM3C	0.101625
TMEM16D	-1.9145
DCTN4	-0.1705
KCNH3	-0.167
EIF2AK2	1.4245
AP1S3	0.2245
CST4	0.708
PAM	-0.413
NUTF2	-0.393
CITED2	-0.2406
SLC39A4	0.7675
C2orf52	-1.0195
GRM3	-0.15475
C12orf49	0.500375
CCDC49	-0.4458
GRAMD1B	-1.01925
FNDC4	0.60475
SIAH2	-0.575375
GDPD4	0.5005
C21orf87	0.01975
ATP5A1	-0.863166666666667
C16orf63	-0.859375
LOC388135	0.398166666666667
ATP5J2	-0.089875
MMP3	1.996
EMID2	-0.19625
CRHR1	0.57825
WDR70	-0.65425
C13orf31	2.05525
ZFAND1	0.35775
CCL18	4.643
C3orf49	0.1585
RINT1	-0.467
KIAA0408	-1.85766666666667
F13A1	5.6068
SLC10A1	-0.0265
OGN	3.749
GIPC2	-1.41433333333333
XPO6	-0.0325
LCE1A	1.1225
FMR1	0.6468
LOC374920	0.012
DUSP3	0.634375
ANKMY1	-0.58175
C7orf50	0.6395
BBS9	-0.4007
UNC119B	-0.551375
C9orf72	-0.053625
MGC35440	-0.802
ENTPD6	0.137875
PPP1R2P9	0.5835
ERCC4	-0.1155
FAHD2B	-0.7385
HMHA1	1.53
HACL1	-0.898
RAD23A	0.1475
FAM83B	-2.27225
PPP5C	-0.372
RNASEH2C	0.30725
C9orf153	-0.57775
SCAMP4	0.318142857142857
GHITM	0.0855
NDUFB7	0.845875
ADCYAP1	0.369666666666667
SP110	2.45783333333333
MAP3K7IP2	0.20525
DHH	0.4275
AGRN	-0.542928571428571
WDR33	0.117333333333333
CEP290	-0.041
PRPS1L1	-0.775666666666667
KLRA1	-0.0775
GPR97	-0.509
CHD7	-1.10966666666667
TLR10	2.05925
SLC30A8	0.1
HIC1	1.741
IAPP	0.421
RXFP4	0.1485
GP1BB	1.61375
SHQ1	-0.263
NKX2-3	0.500333333333333
API5	-0.16675
FTHP1	0.2915
MOV10L1	0.134833333333333
TRIM6-TRIM34	3.41866666666667
ADHFE1	-0.769
FAM117A	0.6995
DDI1	0.554666666666667
CDON	-0.651333333333333
TRIM73	0.0015
IGKC	5.566
MMP14	-0.9035
DYNC1LI1	-0.066125
C11orf66	0.06725
TRBV3-1	0.00925000000000001
FASTKD5	0.68125
BIVM	-0.7925
LHX4	-0.0135
CXCL2	-2.4018
RAB2B	-1.09966666666667
IZUMO1	-0.56975
MAP3K15	-2.061375
FAM19A2	0.241333333333333
ZC3H8	-1.314
ZMAT1	0.886375
SPINK5L3	-2.915
SLC10A6	0.1115
APPL2	-0.466125
CARD10	-1.167
LOC402176	0.51775
EEF1D	2.4264
RAB6A	0.6067
C12orf5	-0.203125
PAPOLG	0.39175
MSRB2	0.343
BCR	0.388722222222222
PUS3	0.74175
TIAM2	0.65875
ZNF317	-0.0951666666666667
CHD2	-0.2235
FZD5	-1.30886363636364
NUDT8	2.34275
ZNF763	-0.0765
PRC1	-1.782
ABCB9	0.391166666666667
SPATA3	0.567
TRAK2	0.07825
STAB1	3.773875
LRRTM2	-0.0365
psiTPTE22	1.42425
DBI	0.89725
SERPINA11	-2.95825
NAT5	0.96025
C20orf58	-1.83775
RPS6KA4	0.957333333333333
FLJ90650	-0.67925
TGFBRAP1	0.3135
CHRDL2	1.31175
FAHD2A	-0.65
CNTN1	0.3925
BBS4	0.2346
TMEM181	-0.84175
MINPP1	-0.8795
MPHOSPH6	0.410916666666667
HOXC10	1.3432
ITPKB	0.05
CLPTM1L	-0.022625
MEOX2	-0.564166666666667
ATP6V0C	0.89825
PRPF8	-0.329833333333333
TMC5	3.23475
FKBP3	-0.384
PLEKHB2	0.1555
OR4D6	0.0695
ZNF544	-0.4402
D2HGDH	-0.060125
RPL18A	0.1086
HEL308	0.0365
MPP6	-2.2975
TCERG1	-2.07025
KRT16	0.3425
KLF17	-0.9985
KLF5	-0.066375
CDR1	1.9035
VCX3A	1.8995
FBLN2	1.851125
C14orf104	-0.3865
HBE1	-4.4819
OR4S2	-1.0765
C1orf108	-0.161166666666667
ROBO4	3.47216666666667
CPEB4	0.713375
C11orf80	0.571333333333333
BCKDHA	0.6835
MYOC	0.462
GIF	0.568
CKMT1A	0.4175
RPL3	0.2568
THBS1	2.561875
APOO	-0.32075
ARMCX1	0.49575
HSZFP36	0.2835
SNAPC5	-0.02425
EIF4ENIF1	0.45425
ZNF433	0.4355
TNFRSF21	-0.70775
TMPRSS7	0.1685
SPATA18	0.4363
HPDL	-2.6605
MKL2	0.3886
TBX3	-2.04561538461539
C21orf93	0.579
DAXX	0.0725
ELMO1	1.0045
RGS13	3.0115
TAF11	-1.0035
UNC13A	-1.810125
LOC653314	-0.3041
ORC3L	-0.5535
IMAA	-2.193
TARBP2	0.11425
CABIN1	-0.2967
TRIOBP	-0.25725
HIST1H2AC	0.84975
RGS22	-2.1925
NCOA1	0.981333333333333
IL25	-0.0695
SNCG	0.413
GPR6	0.0575
AMDHD1	-2.43016666666667
CHEK2	-1.30975
C6orf142	-0.129
DRD4	0.718
C14orf68	-0.83725
GDF11	-1.91225
SEMG2	-0.3265
CD247	2.0555
CDAN1	-1.16275
RBMX2	-0.0183333333333333
TGS1	-0.67275
OIT3	1.14
SYF2	0.026
MCM4	-1.88925
PKHD1L1	1.7725
CEP192	-1.18316666666667
IFT88	0.0235
RPL9	0.585571428571429
RAB32	1.230625
DDX43	-0.22275
P2RX2	0.680833333333333
OR5D18	0.75
UBE1	0.0469166666666667
SLC24A1	-0.065875
ARHGAP5	-0.4395
CETP	0.34525
KIAA1731	-1.14083333333333
SLC9A4	0.118
PTPN6	1.83925
BAHD1	-0.20325
GRIK3	-0.2175
CACNB2	-0.9009
PDE10A	-0.992
DGCR14	0.01675
PCDHB9	-1.1385
RHOQ	1.03633333333333
MAP3K4	-0.71
KTI12	0.222
RPL23AP13	-1.80925
GNG11	-0.1095
CLCN3	0.945
GPAM	-1.20975
VSTM2A	0.275
SLAMF7	5.76633333333333
INTS2	-0.95675
PPP2CA	-0.1362
LRP12	0.0299333333333333
SEC14L2	-0.242555555555556
DKFZP586H2123	3.2905
MC3R	-0.01
CIRH1A	-2.04666666666667
HIST1H2AB	0.7065
POLH	-0.788125
MGC16703	-1.7505
SNAPC2	-0.121
FILIP1L	0.70125
RASGRP4	0.6585
LRRC1	0.80425
GAS1	0.58525
PRAC	-0.852
DGKA	-0.2365
NT5C3	0.137
PEG3	-2.16041666666667
NADK	-0.3505
PRR17	1.09675
LOC374569	-0.3245
SGSH	-0.0935
NLRP8	0.268
GALT	0.3089
MCF2	-0.3065
ZNF263	0.714
TACSTD1	1.06166666666667
TYR	-5.73566666666667
ATP6AP2	0.69375
RNUXA	-0.45025
ABHD10	-0.0768
GDPD2	-1.15925
SLC35C1	0.678
UBE2A	0.462125
HERC5	0.921333333333333
FAM112B	-3.45883333333333
FBXL16	-0.43775
DKFZP434A0131	-0.58975
ELA3A	-2.4025
RBM41	-1.620375
HAO2	-0.21075
RNH1	0.82025
SHANK2	0.5385
OSBP2	-1.48257142857143
DAK	0.190666666666667
C3orf58	0.0744166666666667
TCL1B	0.909
KBTBD2	-0.65025
SUGT1L1	0.10575
UBE2E2	1.089
MYL9	2.533
CDC23	-1.025
PBXIP1	1.4354
CXorf40B	0.3255
NBL1	1.397
RTBDN	0.2825
RAB11FIP5	-0.109625
TTTY13	-0.625
SCOTIN	0.548166666666667
SOHLH1	-0.4205
CDKN1A	0.601142857142857
NCK1	0.7055
ZNF550	0.4615
SAPS3	0.70325
SPIN3	-0.7785
MAGEE2	-0.22975
MIS12	-0.616
OR8H2	0.1675
KIAA0774	-0.959666666666667
UNC5D	-1.678
CUL7	-0.480833333333333
LIPC	-2.352
DIO1	-1.3125
C20orf11	0.2451
CTRL	-0.42175
HS3ST2	3.22125
PAK4	1.13216666666667
CCRL1	3.2735
RNF10	-0.22225
ZNF567	0.57275
ZNF660	-1.189
TCEAL3	-0.12275
MAGOH	-0.1535
CENPB	0.188666666666667
C19orf7	0.05725
LOC388965	0.54775
ZCCHC13	0.216
JMJD1A	-1.4098
HIST1H4H	1.518
TBRG1	-0.3352
GPC3	-4.76225
TAF1C	-0.9645
EBNA1BP2	-0.535
CIAPIN1	-0.412
PDGFRA	0.703833333333333
CSTB	-0.215125
CENPI	-1.53283333333333
GTF2E2	-0.622166666666667
RPP21	0.465
CCNF	-1.01066666666667
KCNQ3	0.4165
FAM79A	1.41275
SLC22A12	0.4905
NOVA1	-0.852
FZD3	0.3623
AKAP8	-0.4055
SOCS5	0.3365
CFDP1	-1.2085
DLG5	-0.47225
PGM5	0.698833333333333
C1orf144	0.467
HDAC10	-1.2225
RND2	-1.219
C20orf199	-0.95525
RNMT	-0.537125
SLURP1	1.94225
ASTN1	-0.10525
SH3BGR	-0.32875
MYCL1	-0.109625
ZHX1	0.489166666666667
CENPK	-2.8865
FOSB	0.204
LOC643406	0.610125
C2orf59	-0.59775
TMEM135	0.315375
SLC27A2	-2.6775
KRT33A	2.5365
OVOL1	0.922625
PAMCI	-2.23566666666667
S100A7	-1.056
ZNF789	-1.412
HARS2	-0.214
RPL23A	-0.983166666666667
TCF23	-0.17225
UPF3B	-1.686875
C17orf78	-0.9875
HLA-DOB	2.40283333333333
C14orf142	0.264333333333333
TEKT5	1.3295
DMWD	1.018
POLD1	-1.76333333333333
GSCL	-0.0165
CALD1	0.114
SCRT1	0.435666666666667
AIG1	-0.11525
UNC84B	-0.00375000000000001
ZNF404	0.18025
TMED6	-2.66475
KIAA1462	0.056
LRRC27	0.325666666666667
PYGO1	-0.665
PIGU	0.217333333333333
ALAS2	-3.38316666666667
WRNIP1	-0.09375
CNNM3	0.2165
ZNF2	0.18425
ST3GAL5	0.150416666666667
MRPL23	0.5575
TSSK6	-0.67275
PSMA6	0.3885
C16orf70	-0.60175
KIAA1602	0.142
ALMS1	-0.792666666666667
DCN	3.52725
TMEM132D	-0.2865
SUCLG2	0.00275
ABHD14A	0.747
DEXI	0.321
AMPD2	-1.2625
IFNAR2	0.453333333333333
CYB5A	1.3837
TLOC1	0.3888
NXF5	-0.012
NRBF2	0.520875
KCTD3	-0.74725
ITGAE	-0.470833333333333
SLC30A3	-1.2185
ZRF1	-1.3675
IFRD2	-0.9505
XAB1	0.04475
PYCR2	-0.735166666666667
SERPINB3	-3.6875
TMLHE	-0.3121
GEFT	-1.27325
ABCA5	-0.46625
EMR4	-0.016
TSFM	-0.348
HIST3H2BB	0.259
ARHGEF19	-0.26575
TSPAN17	0.569333333333333
ABCC8	-1.069
MAP1S	0.409833333333333
C22orf36	0.14
BNC2	-0.304285714285714
HIST1H4A	-0.39425
NDUFS3	0.354333333333333
WDR3	-1.176
XKR4	-0.11175
TTC33	-0.00507142857142856
STMN2	5.286
CPN2	-0.837
HSPC105	1.48242857142857
PCOLCE2	-3.6355
C3orf55	-0.0585
KLHDC9	0.459166666666667
TBC1D23	0.393
ATXN2L	-1.16025
MAP2K3	-0.133666666666667
SCAP	-0.50625
ZNF486	-0.5545
C20orf96	-0.795
NARS	-0.79225
ADAMTSL1	-0.145928571428571
PRCC	-0.0893333333333333
CCDC126	0.968166666666667
ZNF675	-1.32275
CALCOCO1	-0.051
ANKRD43	2.7885
CWF19L2	0.104166666666667
ZBTB32	2.84833333333333
BRAF	-0.77675
ODF4	0.4295
MGC14376	0.534
HORMAD1	-1.69183333333333
AAK1	0.122833333333333
PEBP1	0.31075
TNFSF5IP1	-0.596833333333333
DKFZp564N2472	0.2565
RMND1	-1.128
IGKV1-5	5.49525
COL1A2	2.73291666666667
SERPINA5	-3.471375
AANAT	1.208
C19orf21	-0.0803333333333333
GEMIN5	-0.60775
UBR4	-0.444166666666667
LTBP3	1.89383333333333
AMHR2	-2.49833333333333
PROCR	-1.379
MYBBP1A	-1.33375
C20orf39	2.09316666666667
ZNF697	-0.719125
PASK	-0.0488
ZNF776	0.534
RFXDC2	-0.1685
KIAA0467	-0.35475
C10orf96	-1.07225
ZNF503	0.4645
GULP1	0.0424166666666667
KCNE4	0.966333333333333
DKFZp434K191	-1.25225
LOC196913	-0.5495
BHLHB4	1.543
CH25H	2.18425
LOC81691	-1.0845
ALPL	0.125785714285714
COL12A1	2.039875
FOLR3	-1.55683333333333
GPR123	0.22625
TRIM62	0.491642857142857
ABLIM1	-0.182333333333333
MAST3	-0.403
RHBDD1	0.398333333333333
LOC338809	-0.285
RYBP	0.37675
TTC26	-0.900125
ZNF22	0.304666666666667
ISCA2	-0.2335
RDM1	-2.397
PIGM	-0.00175
GNB3	-0.9285
ACTR2	0.7825
HMGB1	0.3061
EDG1	3.27383333333333
SOAT2	-2.67325
OR10AD1	-0.695
RAP1GDS1	0.3625
LCE1F	0.229
ESM1	-2.558375
RCN3	2.47425
CREBL1	-0.518
DBNL	0.283
PTGER3	0.6445
USP30	-0.201
BCL2L12	-0.1005
KIF26B	2.04175
ZNF416	1.08975
ZNF225	0.082
C17orf70	0.107
ZNF554	0.8285
RAE1	-0.7225
TNIK	0.806166666666667
ACTN3	0.195
MGC45922	1.4225
CCNA1	-0.6755
RYK	0.217166666666667
IL26	0.2345
LRP3	1.29366666666667
QARS	-0.2925
SOX7	0.153714285714286
BID	-0.160625
OR2S2	-0.09
CXCL14	4.7745
C11orf47	-0.491
MGC29891	-0.417
HSPB8	0.6111
PRDM14	0.0405
NUFIP2	-0.26025
MNAT1	-0.658
ZDHHC2	-0.035
MBNL2	0.20725
ADD3	0.013875
CSNK2A1P	0.09975
KLK6	-1.54933333333333
TMEM111	0.3695
KIAA1279	0.40925
NUBP2	0.7365
RAB42	0.4385
ID3	-0.0711
TM9SF1	-0.11525
MDP-1	0.44025
POU4F2	-0.3665
IQCK	0.12575
C16orf14	-0.65
CAPN3	-1.614875
FAM43B	0.023125
RECQL	-0.88625
AP1G1	-0.112714285714286
CTNNBL1	0.371666666666667
ECHDC1	-0.625833333333333
SMARCC1	-0.8016
FOXQ1	-1.894625
GNAI3	0.482166666666667
POLG2	-1.86375
CD4	2.308625
ITLN1	0.31475
EBI2	5.13575
IRF1	2.06425
PTPRE	2.257
PTK2B	0.24025
NXNL2	-0.9545
SOX4	-0.66
TSPAN3	-0.411666666666667
SH2D1A	1.11183333333333
C8orf58	-0.512
USP20	-0.746
DUSP22	-0.0158333333333333
CALB1	-2.2435
L3MBTL2	0.916333333333333
MCRS1	-0.12525
TMEM118	-2.35216666666667
C18orf8	0.305833333333333
FLJ10241	0.272625
GJA12	1.01475
PKD1	-0.612833333333333
ZFP3	-0.195
JAM3	-0.718125
LAPTM4A	1.2228
DIRC2	0.68525
KIAA2022	1.1605
MYOM1	0.0805
TRPM8	-2.434
MOP-1	1.9065
PHKG2	-0.168625
ZNF650	0.34175
KIAA1522	0.391125
PSG8	3.22933333333333
DDX19B	-0.1945
MOBKL1B	0.623
DIAPH2	-0.42
PTPN12	-0.5815
CLN8	0.1615
CRYZL1	-0.249
CRY2	0.621833333333333
FCGR2B	5.5715
PNPLA4	1.171375
ZNF454	-0.4685
DKFZp434B1231	-0.18025
CLDN11	0.8673
RFWD2	0.483166666666667
CIB2	1.35666666666667
MXRA8	3.0975
HRK	-0.307375
MAML2	-0.41325
C4orf31	-1.6525
C6orf192	0.076
COG6	0.797875
FAM5B	-0.043
NFATC1	0.7922
SEPT10	-0.81675
SCYL1	0.1638
RPP40	-0.57975
SCOC	1.0242
KIAA1450	0.32625
CTDSPL2	-0.38225
TBX5	2.27016666666667
NAPG	0.70925
RHD	-3.761
C14orf45	0.315166666666667
ZBTB22	0.325
PLCG1	-0.83
ANKRD10	-1.239625
AQP7P2	-0.86525
TAGLN2	-0.00616666666666666
HTR2C	-1.37716666666667
SLC16A7	0.642666666666667
C17orf83	-0.021
TSGA14	-0.84675
MDH1	-0.3755
PPP3R2	0.156166666666667
DCBLD2	-2.92492857142857
RBM33	0.098625
DPH3	-1.036
SYT10	-1.3175
FMO4	1.623125
THYN1	-0.92375
DRD5	-2.5895
OTOR	3.153375
PGRMC2	0.1844
KATNAL1	-0.739375
PAQR6	-2.456
UBE2I	-0.69825
C14orf28	0.47925
C8orf70	1.22625
FLYWCH1	-0.156375
ANGPTL3	0.09225
GLRX2	0.2105
ATP11A	-0.316071428571429
ARL5B	-0.327
MUC16	0.62375
SLC25A5	-0.178428571428571
ACRC	-1.123
MYO1C	-0.223375
FAM89B	1.78116666666667
FAS	1.269625
KIFAP3	1.0385
GLRA2	0.4315
BTN3A2	1.3158
CNKSR3	-1.138375
CSTF3	-0.534
ARPM1	0.57525
KIAA1530	-1.178
C9orf150	1.409
PRKCI	0.4685
tcag7.1015	-1.204
SOD3	2.063
ZNF574	1.00425
CYP21A2	1.60275
RPL12	-0.59675
COMMD2	-0.7535
WIZ	-0.4865
LOC344405	-2.3895
ALDH4A1	-0.765
CRYAB	2.33125
COPA	-0.0333333333333333
PCDHGA7	0.8175
KIF11	-1.53583333333333
RASD2	-0.49625
SLC26A3	-0.00600000000000001
ZNF175	0.3725
JAKMIP2	-1.4675
C8orf4	-1.0715
PTHLH	0.2485
SLC40A1	2.9615
OR7D4	0.318166666666667
PCDHB17	-0.1495
CD36	2.344
C6orf203	0.5875
PRKG2	-0.1185
LOC400566	0.888333333333333
ANAPC13	-0.26675
SLCO3A1	-0.31625
ZNF692	-1.8545
FANCL	-1.9365
SH3GLB1	0.78275
C12orf61	0.256
KBTBD6	0.14175
SUPT5H	0.72675
XRCC6	-0.2381
HUS1B	-1.1225
FAM133B	-0.049
LOC728276	0.142
KCTD18	0.53475
SOS2	0.691666666666667
CCDC99	-1.933
C1QTNF5	4.4125
NNAT	0.311
USP16	-0.11425
LARS	-0.9285
ZBTB2	-0.063375
ABO	0.00466666666666667
TRAF3	0.3725
GALNT5	-2.0275
NAP5	-0.3665
ALG14	0.614333333333333
KIAA0515	-0.13932
WDR75	-1.06416666666667
TEX261	-0.15175
LY86	2.75125
LOC389072	-0.3795
FLJ13611	-0.14475
MRGPRX2	-0.074
SNRPA	-1.02025
OR2G2	0.321
GPRASP2	0.44925
C7orf42	0.5103
C9orf163	-0.2815
CYP11B2	0.752
FCRL3	3.421
PRDX1	0.4995
FGB	-4.00933333333333
COX17	0.418666666666667
C16orf33	0.16575
PIWIL1	-0.189833333333333
FOLR1	-2.69866666666667
KIAA0082	-0.62575
FREQ	-1.62383333333333
TMCC2	-1.1455
TCF12	-0.101083333333333
ZNF721	0.3085
FAM130A2	0.5065
POU4F1	-2.262
SNRPF	-1.451375
SGIP1	0.54
ZNF641	0.871166666666667
EMG1	-0.648125
PRRG4	0.3825
HIRA	-2.78875
MYNN	0.321666666666667
AEBP2	-0.57175
TBXA2R	0.194833333333333
ISL2	-1.15116666666667
PCDHB11	-0.837
RNF144A	-0.717375
MARCH5	0.024
DULLARD	-0.2705
DCLRE1B	-0.87
ITGA8	0.967
TP73	0.017875
PRKCD	1.1445
NDUFB4	0.3205
ATP13A4	2.4925
ANTXR2	-0.032
COL4A3	0.327833333333333
MYO10	-2.3788
SLC6A18	0.714
PEX1	-0.30625
TMEM74	-1.06033333333333
RBM19	0.23175
TAPBP	1.0504
RUNX1	-0.068375
MID1	-0.477333333333333
GPR64	-1.051
RASEF	3.417
GABRG1	0.191625
MYO16	-1.112
DBF4	-1.44016666666667
TSHZ2	2.65375
RIPK2	0.88375
PPTC7	0.138666666666667
KIF4B	-0.871
LRRC31	0.44225
ZNF540	1.16425
EFNB3	0.00733333333333328
LOH12CR1	-0.21175
STON2	-0.455833333333333
GLP1R	0.49
CSTF2T	-0.122375
IREB2	-0.633125
GRSF1	0.08375
PDCD7	-0.4155
LRRC43	0.3475
CNR1	0.830666666666667
IL1F7	-0.2365
C12orf64	-0.60025
FAM69B	-1.51075
NR2E1	-1.72233333333333
MS4A6A	4.2684
FTL	0.6606
C7orf36	0.031
PCLO	0.3289
DYRK2	1.24916666666667
ARIH2	-0.332125
SAMD7	-0.1045
SCNN1D	-0.60925
SLC32A1	-0.241875
C22orf25	-0.240833333333333
MRPS18A	0.6159
GPR112	-0.139
EARS2	-1.01475
ERN2	0.883
ATPBD3	1.11516666666667
PRH2	-0.7565
CDKN2D	0.104
PGLYRP2	-1.4405
TRIM40	0.15925
SEC14L3	0.116666666666667
SLC22A1	-0.181
BTN2A3	0.2785
RASA4	-0.00600000000000001
CCNL2	-0.901083333333333
MYBPC3	0.2535
GJA4	3.4095
CDC42SE1	0.5695
TRPV2	0.366
MYPN	-1.7741
SIM1	-0.1145
CDADC1	0.0476666666666667
ZFHX4	1.59825
NIBP	1.55033333333333
ADAMTS19	-2.71425
ABTB2	-0.76275
TSPYL2	-0.680375
EIF2S3	-0.7332
SOX30	0.31
AP2A1	-0.125833333333333
DKFZP564O0523	-0.107
LOC285398	0.02025
CDH18	-4.77375
CHL1	2.165
GATS	-0.2375
TBC1D2B	0.7795
OR1J1	0.79
GSN	1.15433333333333
DPCR1	0.100875
GARNL4	-0.845166666666667
SMARCA5	-0.6815
PLEKHG3	-0.0815
ZBTB45	1.728
FRMD6	-0.369833333333333
PLS1	0.3865
DGKZ	0.469833333333333
EFNA1	-0.113
WDR85	-1.24375
ANK2	0.021
PAGE4	-0.9555
SENP6	0.63
AKR7A2	0.00466666666666667
FKBP10	-2.333
VEGFC	-1.42416666666667
LARP1	-0.428875
SRBD1	-0.0475
ITGB6	1.737
SLC1A2	-0.260571428571429
INVS	-1.18133333333333
MPO	0.86025
MOBKL3	0.5997
CUTL2	-0.832375
KLK2	0.50925
VIM	-0.66275
REG1B	0.0558333333333333
PCDHGC4	0.46075
C3orf34	-0.315333333333333
SUMO3	0.598333333333333
CST9L	-0.8125
MLL4	-0.553
SPR	0.641166666666667
SAMD9L	2.264
ABCE1	-0.43625
SUPT3H	-0.4555
ACTBL1	-0.1645
ADAMTS4	0.326833333333333
SLIT3	3.435
RHEBL1	-0.82825
NPM2	-0.783
MAN1C1	1.748125
KIAA1856	0.65625
HSPA6	1.181
LOC388152	-1.2385
C10orf140	-0.88825
ZDHHC12	0.0535
LIN7A	-1.5341
PHC2	-0.237083333333333
SPHK1	0.38275
TRIM26	0.528125
FAM83E	-0.121
C18orf24	-1.531
ZNF578	1.19183333333333
ORAI1	0.04475
RUVBL1	-1.09966666666667
C7orf20	0.195333333333333
APAF1	-1.894
SLC36A4	-0.073
MYH11	4.72816666666667
NEK1	-0.1128
MPP2	-1.543375
C12orf24	-2.69375
TNK2	0.504875
ZNF289	0.02625
MATN3	0.437714285714286
IFNGR2	1.11166666666667
ITPR1	-0.2735
EBF3	2.086
TBC1D20	0.9527
OR10P1	0.5085
DDAH2	1.7065
SHPRH	-0.6025
STX7	0.4375
LOC554248	-2.51075
BCAR1	-0.09375
ATXN3	-0.46675
TRIM27	0.27375
CDC42EP2	-0.838
CHP	-0.451714285714286
SOX17	1.82525
ZNF259	-0.33
CHCHD1	0.264375
ZDHHC19	0.2225
GBP2	3.58
GARNL3	-0.24225
MRC2	0.40325
C1orf52	-0.49675
AOF2	-1.43466666666667
LRPPRC	-0.4908
ACVR1C	-0.0706666666666667
TM4SF18	1.82566666666667
TMEM169	-0.368333333333333
PPP1R16A	0.3025
EBF1	0.0223333333333333
RRS1	0.153333333333333
SNX2	0.32325
OR2T2	0.032
RBX1	0.02325
ANKRD54	-0.00883333333333334
TSNAX	0.556833333333333
TMEM83	-1.66025
ZBTB7A	1.642
ATM	-1.43983333333333
LOC338328	2.18733333333333
TIE1	0.813333333333333
HIST1H3G	0.686333333333333
PASD1	-3.8215
TINAG	0.5875
PCDHAC2	-0.496
LRRC15	1.08625
WBSCR17	-1.4205
TFF2	-0.418
PARP2	-1.1435
NDFIP2	0.9585
PCDHGB2	-0.3425
WDR60	-0.51625
MAP7D2	-1.8993
USP45	-1.66525
GSDML	0.4255
TNS1	0.0662
PLCD4	-1.60075
IQCD	-0.474833333333333
SMPX	-2.8495
CD9	0.777
SRGN	3.151875
CASP7	1.127875
INOC1	-0.527833333333333
DKFZp451M2119	-1.325
VMAC	0.9095
USP53	-0.0885
CAMK1G	-0.1905
TMEM106A	0.393666666666667
CDC20	-1.5655
ACSL5	1.3405
CBWD5	-1.785375
C1orf87	-1.2645
KIAA1274	1.17225
PRUNE2	-1.58757142857143
LYPLA2	-0.165
DOK6	-1.94
GPR149	0.062
FAM30A	6.1485
TMEM129	0.38525
SLC35B3	1.119
ACPP	0.4095
LOC200261	-0.6735
SLC4A7	0.4523
CCDC40	0.50475
GART	-1.670375
THOP1	-1.12175
SCARB1	-1.417125
CACNA1F	-0.017
TRIAP1	-0.2275
SYT14L	1.244
SFRS8	-0.714166666666667
PBOV1	0.217
GOLSYN	2.03525
GJB7	-1.1885
CAMK2N1	0.29
GREM1	3.48833333333333
FLJ20433	-0.03
QPCT	-2.049
PRKAG2	1.4415
H2AFX	-0.61425
C6orf154	0.425
PLOD3	-1.37375
ZBTB39	-0.865166666666667
WASF3	0.613416666666667
DRG1	-0.4255
PRR4	-0.6435
SPCS1	0.06225
KDELR3	0.434333333333333
SRP19	-0.1325
GABRA6	-0.19225
MFSD1	1.35175
MMEL1	2.38625
PDXDC2	-0.0775
BUB1	-2.25366666666667
RNF138	-1.07025
MYLPF	-0.685666666666667
AIF1	2.68083333333333
DYNLRB1	0.8839
HCN3	-2.11483333333333
HIST1H2AI	0.29325
MAP4K5	0.00249999999999999
LASP1	0.04725
LOC130951	0.4475
PLAA	0.093
KRT6A	-2.0635
C6orf117	-2.995625
ARHGAP23	-0.686
PTF1A	0.1005
GPHA2	-0.658
LCE3B	0.07025
MCL1	0.461
EHBP1	-1.11091666666667
PRNP	-0.035
ZSCAN1	0.38725
C1orf113	-0.836166666666667
FOXA3	-3.045
NEB	0.15425
ASGR1	-4.02716666666667
CTGF	1.19316666666667
RAB17	0.372333333333333
MST101	-0.449
JARID1B	-0.1078
USP37	-0.3486
PTBP1	-0.757666666666667
PTPN7	1.14966666666667
CDC7	-2.05916666666667
SNX7	-1.00725
ZNF335	-0.027
CPT2	0.23325
HEATR1	-1.213
HSPC152	0.793
C5orf40	0.82925
PSME1	0.858
