Hybridization REF	TCGA-A8-A07G-01A-11R-A034-07
ENSA	0.31125
LOC219854	0.715833333333333
CKAP2	-1.3629
DKFZP564J102	0.741
MGC87315	-0.287166666666667
HNRPAB	-0.95225
AMH	-2.661
ZNF526	0.4525
BRUNOL5	-0.1587
CACNG3	-0.00766666666666666
TRPM1	-1.5335
PPP2R1A	-0.05975
COL2A1	-1.194
DDN	0.0515
FLJ25770	0.965916666666667
HK2	-0.749857142857143
ELOVL6	-1.037125
MDK	-0.36725
EPHX1	1.45025
RASSF2	1.022125
DKFZP434B0335	-0.66875
DLX3	0.45425
PRTN3	-0.4835
AVPR1A	0.506
C21orf125	-1.868
TNFAIP8	-1.12166666666667
GNB2L1	-0.09775
CALCRL	2.749
SCGB2A2	8.44616666666667
UBXD7	-1.17425
ZNF674	0.136
TMEM35	0.18925
BRSK2	-1.106375
HECTD3	-0.2185
TMEM188	-0.148166666666667
LGALS9	1.70475
SCARB2	1.61333333333333
USP34	0.2515
C17orf28	2.02791666666667
ZDHHC23	-0.68425
AQP12B	0.154
SLC16A3	-2.046875
APLP2	0.67275
ITIH2	-5.36725
MICAL3	-0.5915
TNNI3K	0.3362
HDAC2	-0.26925
PRR7	-0.0174
THBS2	2.3715
LOC751071	-0.4
CA2	0.632333333333333
RANBP17	0.65325
RLN3	0.01225
CRYZ	0.468666666666667
GBAS	0.215
TAS1R1	-0.40925
MPZL3	0.547
PCDH8	-1.3945
HSP90B1	0.312166666666667
KCNK15	-0.049
TNIP2	0.024
GPR146	-0.55425
NOL6	-0.4565
SPC25	-3.70755555555556
STEAP2	3.13857142857143
VAMP3	-0.375666666666667
TCIRG1	0.136
ZP4	0.3675
PARL	0.863875
TRIM39	0.437166666666667
KIAA1305	0.419
CRNN	0.204666666666667
GRN	0.766
HSH2D	-1.48625
SCAMP1	0.9238125
KIAA1913	1.659
PTS	0.31275
BANP	-0.154857142857143
PRKACG	-0.1835
ADCY6	0.4025
C16orf46	0.3985
CYP51A1	0.154625
DDC	-5.48675
ANPEP	-0.984666666666667
PROM1	2.9745
SIGLEC10	2.125
COPG	1.2575
FAM26E	2.553875
TRIP4	0.5015
SNX3	-0.041
C1orf175	0.315833333333333
PPY2	0.2495
C14orf152	0.241
FTSJ1	-0.326833333333333
DST	0.85785
LOC554235	-0.01725
GLRX5	-0.29925
C20orf12	1.215
CAB39	0.266166666666667
MSH2	-1.504
PIP4K2C	0.9245
CYLD	1.639375
WTAP	0.5445625
MGAT4A	0.984888888888889
TSC22D4	-0.8805
CHRM2	-1.217
PPYR1	0.118833333333333
CCNH	-0.794666666666667
RRM1	-0.88925
ECAT8	-3.429
LOC400120	0.16375
GABRA4	0.176125
C14orf4	0.793333333333333
C1orf59	-0.2355
CTDSPL	0.36425
NHEDC2	-0.5805
PDE11A	-0.480875
KLHL29	-0.91425
CD5	-0.5878
TSPAN9	1.7591875
WDR67	-1.6115
THUMPD1	0.2337
C18orf17	1.17825
CLYBL	-0.654166666666667
FLJ13231	-0.352125
CMBL	0.9925
LECT2	-0.06475
NKAPL	1.9205
LOC654780	0.505
OR4C6	-0.111
RAB30	0.236333333333333
TSSK4	-0.3365
TMEM163	1.6395
OSBPL11	0.641416666666667
GNB5	-0.994166666666667
CCL21	0.63275
C1orf121	0.796
FMO2	2.10333333333333
RPTN	0.5905
MSTN	0.656
VCL	0.630214285714286
FYTTD1	-0.3365
C11orf1	0.2495
CCDC88C	-0.577
HFE	0.212
MOGAT1	0.3335
FAM125B	0.0695
IRGQ	0.05
RAVER2	-0.19375
AKAP5	0.038
SSSCA1	-0.08125
C11orf63	1.848125
ACTG2	2.4414
PORCN	-0.2745
DTL	-2.34754545454545
TMEM151	0.38825
FAM122C	-1.0865
RSAD2	3.5691
BAT4	-0.203
KRTDAP	-1.29933333333333
MYH8	0.648428571428571
CRTC3	0.4255
LRRFIP2	-0.3457
INTS4	0.3985
TTN	-1.04283333333333
SLC26A5	0.644
PLLP	-1.0745
RGS6	-0.524125
SRGAP3	0.60575
ZNF525	-0.0678333333333333
NBR2	-0.0343333333333333
C13orf1	0.3462
ZNF137	0.2515
CEP27	-1.6465
BEST2	0.172
RNF121	-0.1775
DMRTC2	6.6095
C8orf76	-0.2515
BCCIP	-0.513625
MEST	-1.719
HTRA2	0.003
ANGPTL2	1.04825
ILKAP	-0.595833333333333
ERAS	0.5565
HBS1L	0.054
CPA5	0.079
TMEM30A	1.085
CD300LF	1.8375
WISP3	1.515
CRK	0.456714285714286
PDS5A	0.3508
BRPF3	-0.0115
NEDD9	0.24075
SMPDL3B	0.54425
PSG6	-0.77175
PSMD13	0.065
ETV5	-1.2914375
OR51A4	-0.194
BTBD7	0.771166666666667
GSTO1	-1.092375
hCG_16001	0.1115
MAD2L1BP	-0.9215
COX6A2	1.3675
SCNN1A	1.23616666666667
LSM1	0.139
UGT2B11	-1.04075
IDUA	0.922
PPP2R3C	-0.6145
COX11	-0.621
PDZK1	0.6905
ZNF443	0.408
MGC21874	1.34966666666667
ZNF323	2.2809
KRTAP10-10	-0.002
CXCL6	0.19075
SLC34A2	4.0052
LOC284402	0.8485
NPTN	1.26316666666667
UPP1	-1.94683333333333
SLC6A9	-0.5945
OR7G3	0.2985
CISD1	-0.193666666666667
ZNF545	0.236666666666667
SYT14	-0.877
NT5C3L	-0.0778333333333333
ZNHIT3	-0.310833333333333
SNRPD3	-0.30175
KIAA0701	0.245375
UNC93B1	0.0948333333333333
GMNN	-2.209625
SPCS2	1.00883333333333
LOC388524	-1.084
NAPRT1	0.7665
PNLIPRP1	0.685
OR6V1	0.491
PRKAB1	0.05125
EYA4	-2.78266666666667
KIF20A	-2.68225
ALG10	0.17275
ITPKC	0.911166666666667
LMX1B	0.502166666666667
RPUSD4	-0.413666666666667
C7orf34	0.128166666666667
DLGAP2	0.538125
PFN1	-0.7259
MICALL2	-0.43275
ZNF654	0.601
SS18L1	-1.010375
SLC16A8	0.87125
MKI67IP	-0.262166666666667
ITGB3	-0.911
TCEA3	2.21366666666667
CEP152	-2.011125
CLIP1	1.157625
ZNF75	-0.07375
ATP5C1	-0.529166666666667
NUDT5	-0.802166666666667
PSCDBP	0.701
UBP1	-1.12675
RBM27	0.4845
C13orf15	2.4875
ZNF282	-0.1685
ZNF222	0.0157
COL10A1	6.7675
PRDM15	-0.706875
TTTY5	0.029
FAM9C	-0.1735
C20orf67	-0.18
GNG13	0.189
F12	0.734
C1orf41	-1.02075
CPXCR1	-0.3885
GSK3A	-0.08225
SUPT6H	0.178666666666667
PI16	-0.345833333333333
ELL2	-0.522916666666667
C9orf167	-1.6
PVRL3	-1.5976
FLJ38596	0.665
ADAM20	0.27025
GPR89A	0.297
GPR87	-0.588
ZNF30	0.6745
SMR3B	0.23275
ZNF770	-0.010875
TRPC4AP	-0.946666666666667
DKFZP686E2158	0.566833333333333
C2orf28	0.218
FREM1	-0.592166666666667
LAMA4	1.14216666666667
ADPRHL2	0.103
EIF4G2	0.3755
GUCA1A	-0.4755
CTNNA2	-1.23225
NUDT15	-1.19983333333333
CEPT1	0.680166666666667
ZNFX1	1.3043
CCDC92	1.42075
TDRD1	-0.4645
KCNK5	-1.80383333333333
ETNK1	-0.0964166666666666
LTA	0.505
TTPA	-0.433666666666667
B3GALNT2	0.66525
SC65	0.286833333333333
PEX5L	-0.341375
EPS15L1	-0.1575
MGEA5	-0.790375
HIST1H3A	0.49975
ING1	-0.519625
BCAT1	-2.361
ORC6L	-3.86590909090909
KLK11	-0.00133333333333333
C19orf28	-1.497
DNER	-4.3385
MED22	-0.901428571428571
ETV6	1.32666666666667
CHAC2	-1.402
CD300E	0.4215
CEBPB	0.789
ZNF398	-0.1925
LRCH3	-0.226
HMGA1	-1.439
CAPN7	0.378333333333333
MGC5566	-2.835
CCL3	2.1745
NANOS1	0.965125
ZFYVE19	0.10675
APITD1	-0.615666666666667
PARD3	0.660125
IRAK4	-0.177
SERPINI2	-0.1695
CEP170L	-0.522
TTC9	2.00925
MYOM3	-1.37825
MLPH	0.992125
LOC222699	0.7725
NRG1	-0.0933333333333333
TBC1D9	4.73454545454545
TTK	-3.01633333333333
ZNF557	0.7618
DDX41	-0.0665
FANK1	1.951
UBE2D2	0.463625
PSMB10	0.605625
MYH7B	-0.1455
GABARAPL2	-0.202375
MARVELD2	2.00116666666667
DGCR2	0.951833333333333
UNC45A	0.140333333333333
C6orf72	1.025
ZNF683	4.22225
GIT2	0.185875
CASK	0.946666666666667
C14orf161	2.7525
LRRC44	-0.519
TIFA	0.364
UTP11L	-0.96725
C6orf65	-0.1105
FDPS	-0.0075
DUSP9	-2.0187
SLC17A8	0.2284
OR51G1	0.262
NANS	-0.11825
OLFML1	2.02325
ATP10B	-0.891375
NPAS3	0.50175
PRKCA	-2.1273
GGA2	-0.427
LCE4A	0.3275
SPANXN3	0.18675
CCDC115	1.26275
SDCCAG3	-1.22125
GLIPR1L1	0.0825
TTC1	0.73875
C17orf76	0.5815
MAD2L2	-1.818
HIPK1	0.2634
LRRC3B	-0.486833333333333
CLN3	-0.597636363636364
C17orf47	0.2755
FMN2	-2.215375
TUBB1	-1.6205
WAPAL	0.248166666666667
C3orf21	-0.05975
SCN5A	-0.3481
SMYD1	0.258
BEX5	2.0505
ZNF192	0.032
SEC22A	0.798
GRIA2	0.249461538461538
KIAA0825	-0.566
NUSAP1	-3.31872727272727
LANCL1	0.0695
C15orf40	-0.8999
ZNF645	0.197375
GPR61	-0.024
NLRP14	0.1945
SNX21	0.074
C1QTNF8	-0.0665
C17orf46	0.34275
IFNA8	1.227
SPRR1B	-0.967666666666667
FLRT1	-0.57875
SNX17	0.113666666666667
ASB2	0.0231666666666667
HBG1	-5.98
RPRML	-2.31875
JOSD2	0.155166666666667
PLSCR3	0.447
SPOCD1	0.236833333333333
RAB39	-0.0915
GHRH	1.63283333333333
ITIH5L	0.13925
C17orf37	0.575
SMCR8	0.55675
DPY19L2P3	-1.02983333333333
IL11RA	0.8325
GDF3	-3.95833333333333
RPS6KB1	-0.873833333333333
DNAJC19	1.8353
TOP1	-0.50175
CRCT1	-0.116
MPST	-0.15075
DPM2	-0.36025
FAM38B	-0.1705
SLC18A1	-2.08133333333333
FARP1	0.463833333333333
PAX7	-0.012
TUBD1	-1.736
GNL3	-1.4415
BTG2	-0.160933333333333
NDUFS6	-0.1485
C1orf79	-2.33225
ERAL1	-0.422
ECHS1	0.68025
VPS4A	-0.5045
CYP11A1	0.6765
ABCC6	-1.6915
PBX4	-1.8105
MOSC1	-0.414625
NCF4	0.36775
HYMAI	-0.0055
NAGPA	-0.580375
OTOP2	0.22925
ACOT12	0.06
MTHFD2L	-0.585375
LOC441376	4.9185
C19orf34	-0.543
RAB1B	0.15775
ALDOAP2	1.0465
NTRK1	-1.8115
ARTS-1	0.1328
SLC6A11	0.004
NAP1L2	1.70825
CNGB1	-0.0891666666666667
EPB41L4B	0.250416666666667
FAM134B	1.934
HS3ST3A1	0.0861666666666667
CPXM2	5.44975
SIRPB2	0.1685
CHORDC1	-0.459
TRIB3	-0.467833333333333
SLC2A5	0.84825
C2orf49	-0.1145
DDX5	-0.12725
OR5L1	1.0935
ANAPC4	-0.545166666666667
ZSWIM1	0.010125
LOC93622	-0.13325
KCNK3	-0.3857
RP11-35N6.1	-2.089375
ZFP161	0.3135
AQP9	1.73075
SLC15A2	0.969333333333333
MREG	-0.0391666666666667
OR9I1	0.3395
PDLIM2	0.928
ADAM7	0.417
GSTCD	0.3525
WDR21A	-0.26425
SLC12A8	2.33516666666667
TMEM174	0.05025
IGSF3	0.424083333333333
LRRN1	2.3235
LOC402117	0.013
SRPK1	-1.50083333333333
LY6K	-0.968125
NFIA	2.768
PTCD3	-0.919125
LEP	0.276166666666667
PCDH21	-0.4375
MAPKAPK2	0.645785714285714
NMNAT1	-1.28333333333333
LHFPL2	1.12775
C9orf43	0.2105
DIP2A	-0.401166666666667
ACTR8	-0.423875
CCDC34	-0.69725
PTPN22	-0.697125
ITGA3	-0.826875
FAM129C	0.58725
RABGGTA	0.607666666666667
UNC45B	0.4605
KIAA1033	0.172125
ZNF510	-0.253666666666667
CYP2D6	-0.723833333333333
SLC26A10	-2.1035
STX8	0.4815
LUZP1	0.192125
WDR89	0.504
EIF4G3	-0.0545
C5AR1	0.558125
ZNF623	0.38
A2M	0.9535
TGM7	0.3755
GRPEL1	-0.223
LMNB2	-1.6906
ROCK2	-0.124333333333333
SNX16	-0.31875
CCDC66	-1.1595
ANXA3	0.873
KIAA1609	-0.089375
EED	-0.50075
RNF32	-0.0161666666666667
HES1	1.0827
CLC	0.392666666666667
ISL1	1.50183333333333
KIAA0528	-0.4605
MANEA	0.754625
C1orf61	-2.06
hCG_2001000	0.25425
RAPGEF6	0.2048
KIAA0020	-1.1555
NEIL1	0.9885
C16orf45	-0.209125
RBM10	-0.0988333333333333
C10orf125	-0.8525
MRS2L	-0.65125
DNAH17	-1.091125
C19orf10	-0.25125
C1orf160	0.1245
SLFN12	2.55725
EXOC3	-0.0593333333333333
HIST3H3	0.228
NCOR2	0.795333333333333
TNFRSF9	0.168
MFSD8	0.90725
ALX1	-2.8975
NOL1	-1.5865
PODN	3.35325
TIAL1	-0.85725
HIST1H1E	-1.9435
NPY6R	0.326
TM4SF4	0.05575
CORO2A	-0.49675
ETNK2	0.708
APOE	0.0932
ANGPT4	0.7015
HDGF2	-0.504
G30	1.126
ST8SIA4	-0.351428571428571
F2RL1	0.8335
FAM19A4	-2.17575
CCAR1	-0.49875
B3GNT7	0.0485
OPHN1	-0.5954
DSCR6	-0.02
C21orf13	0.425833333333333
GAS2L1	0.290916666666667
RFX3	0.359666666666667
COPS4	0.654375
BCHE	-3.86033333333333
BCL2	1.57975
HBZ	-3.35983333333333
ARL13B	0.62825
MAPBPIP	0.758125
MYO15B	-0.483
SPZ1	-0.26125
KIAA1324	2.46411111111111
PLCL2	-0.1155
C4orf29	-0.4775
WDFY2	-0.32125
ZNF284	-0.133
NAALADL1	1.1485
DUSP5	0.137666666666667
PXDN	1.39025
SLMO1	-1.07925
TNXB	0.2739
BIRC7	-0.49375
A4GALT	0.501666666666667
TIMM22	0.042
FAM110C	1.35925
TOMM34	-1.200375
ABHD9	0.3535
ADAM32	0.8515
CRHBP	-0.0165
AQP2	0.399875
LOC130355	1.235
ZNF187	0.665666666666667
ZNF816A	0.5595
F7	-0.924625
CNOT1	0.1408
SLC13A4	-0.67
ZBTB11	-0.24
B3GALT5	0.234
EXOC2	0.404833333333333
IRS1	-0.139
TMEM1	-0.180166666666667
MRPL34	-0.454
SAMM50	-0.266
CDC42EP3	0.0295
HSF2	-0.6849
MFN2	0.2045
TSPAN7	-1.77183333333333
NUCB1	0.607333333333333
RHOH	-0.4505
ARL16	-0.3805
TACR1	-0.0855
SFRS5	-1.657
SNX25	-0.061625
RHBDF1	0.756833333333333
PCDH18	2.22233333333333
HMG1L1	-0.50875
MYO5C	0.240375
MAPK10	0.0485
LDHAL6A	-0.151333333333333
NUDT12	1.18933333333333
NCAM1	-0.24625
GLIS2	0.7565
GGTL4	0.90325
DAPP1	0.64825
ATF7	0.783875
KIAA0748	-1.15775
NFIL3	-0.123
TM6SF1	0.27
SEZ6	0.027875
NANOS3	0.734333333333333
DNAJA3	-0.491166666666667
CLDN6	-2.4315
CIITA	2.3804
EPHA4	-0.0430833333333333
FANCC	-1.207
CMTM3	1.195
PSG3	-0.3625
MRPL15	-0.51325
C21orf59	-0.02825
PLCXD2	0.03275
C2orf34	-0.00612499999999999
UBE2L6	1.21375
MED14	0.165
HP1BP3	-0.61
C6orf208	0.316
TPBG	0.49925
OSR2	1.6065
XPC	-0.363
KLHL7	-1.02041666666667
CCR3	-0.205333333333333
AGTPBP1	-1.24466666666667
PCSK6	-0.0904666666666667
STAT5A	-0.6226
FAM18B	-0.241
LONRF2	0.681666666666667
PTPN2	-0.377125
SF3A3	-1.1855
EFCBP2	-0.13725
HCFC1	-0.626
AHNAK	0.65345
ACTR5	-0.476
KIF14	-3.35714285714286
TENC1	1.3155
HEATR5B	0.8215
YIPF2	0.725666666666667
MYEOV2	0.827333333333333
DUSP18	1.3655
KIAA1012	0.0845
AHR	-0.096
C17orf53	-1.7305
PTPRH	-3.91525
ATP6V1C1	-0.1375
TAS2R3	0.5775
LOC440356	0.37875
COQ10B	0.10675
PSMF1	0.190916666666667
SORBS2	2.32366666666667
NFE2L2	-0.40625
TMCO7	-0.2605
SH3PXD2A	1.0773
SH2D2A	-1.1775
SPINK5	-2.55
MRPS24	-0.78525
OPA3	0.43175
TRAF7	-0.142833333333333
C4orf35	0.041
MT1G	-1.259375
MGC39545	0.23325
HS1BP3	0.676
OR2B2	0.539
CHRM4	0.3805
SFRP2	4.09058333333333
RIC3	-0.60325
ART1	0.277
C6orf1	1.86325
DUS4L	-1.395
C10orf104	0.25875
TNFAIP6	3.3735
RTEL1	-0.2555
CCT4	-0.2601
ZNF709	-0.152
CHMP6	0.631166666666667
UPP2	0.24675
CYP19A1	0.4925
CD151	-0.113833333333333
NDUFA13	0.0573333333333333
ARFRP1	-0.361166666666667
FAM26B	1.79925
CRYBA1	-2.046
MRPL41	-0.281
NPFFR2	0.687375
HRH2	0.2205
SCAMP3	0.695666666666667
MTMR6	0.7369
MTG1	-1.23083333333333
UBTD1	1.40475
CRABP1	-1.669
FLJ33790	1.0946
KIAA1908	-0.634833333333333
GPR158	-2.42975
PACSIN3	-1.10566666666667
OMD	4.8855
CATSPER1	-0.386666666666667
HOXB8	0.365125
FBXO46	0.2555
OAS1	1.67183333333333
SVIL	0.835
PHB2	-0.92475
ADCY3	-0.2605
NDRG2	1.155
ERMAP	0.8106
APBA2	-0.510833333333333
IGSF9	3.03225
WNT6	0.101071428571429
MYCBPAP	-1.1185
ATP2B2	2.77555756156289e-18
CPVL	-0.8374
TRAM2	-0.792833333333333
NOP5/NOP58	-1.1305
ZNRF4	-0.19425
TLK1	0.190875
MTMR12	-0.0151428571428571
ZNF384	-0.578
FAM9B	-2.84125
RPN1	0.9503
PMVK	1.00225
EIF3D	0.1544
SIX2	-0.7445
HPS1	0.527071428571429
RNF7	0.67425
PSKH2	0.1145
KCTD13	-0.660833333333333
CSMD3	-0.789
FBF1	-0.1595
IL8	-4.364625
SERPINB13	0.0928333333333333
FBXL20	0.37375
BLR1	0.3945
SH2B1	-0.827666666666667
RFNG	0.599875
RAB20	0.4325
RBM7	0.0905
POLR1A	-0.412
TMPRSS4	-2.3975
TAF9	-0.45875
TERF2	-0.373
TNFRSF1A	0.747833333333333
ACADVL	-0.458333333333333
GTF2H5	0.73825
EDG8	-0.274
C9orf140	-2.64075
UST6	0.0275
ZBTB8OS	-0.885
ZNF710	0.9155
GPR174	-1.019
ATP6V0A2	-0.42525
KIAA0319L	-0.161416666666666
XKRX	-0.279
DOPEY2	1.4526
SDHD	-0.291833333333333
SUMF1	1.83275
OSM	0.887
OPN3	-0.71825
DAGLB	-0.429333333333333
PPFIBP1	0.6846
TRIM63	-3.55025
C10orf53	0.036
LYPD3	0.8865
BCL7A	-0.204125
AGER	-1.59166666666667
TCF19	-1.250375
SAT2	-0.142
PFTK1	1.12416666666667
GABRE	-1.92675
C15orf38	1.5663
FIS1	-0.463
KCNV2	-0.161
CLPS	0.392
PPCDC	-0.634
FOXN2	0.0903333333333333
NT5E	-2.7283
CD83	0.79225
IL18	0.11825
VPS16	0.4055
IGFBP2	-0.023
NOTCH2	0.88525
SIGLEC1	2.383
CD93	5.0315
SULF2	0.78
CEP164	0.003375
P53AIP1	0.0255
TOR2A	-0.299666666666667
ZNF136	0.05025
MGP	3.647
CCDC144A	0.730333333333333
TRPC1	0.00333333333333331
SMS	-0.549166666666667
MAPK7	-0.278833333333333
RRAGC	0.7845
PARD6A	-0.3035
NUB1	0.158
SYNGR4	1.024
OR11H12	0.1435
WIF1	0.79425
GCH1	0.9305
OR11H4	0.3395
SLC44A5	1.3085
GPRIN2	2.5235
LOC401431	0.55325
CPA4	-1.8045
MELK	-3.71711111111111
IL15RA	0.45975
CUL3	-0.19025
HMBOX1	0.35475
PODXL	-1.7895
CCT6B	1.01116666666667
COMTD1	-0.46775
MUC20	0.572333333333333
GPX2	-2.724125
ITK	-1.174125
FBXL5	2.27725
C13orf27	-2.167
DEFA5	0.22
TRHDE	-0.0595
MTP18	-0.576666666666667
UQCRQ	0.9693
ITGB2	1.82083333333333
CSRP2BP	0.4785
TAS2R44	0.1805
PHPT1	0.124375
FAM44C	0.16475
ERH	-0.4285
MPHOSPH1	-2.284
MORC1	-0.126
PARVB	-0.655
LAMA1	-1.79145454545455
PGBD3	0.39975
GIMAP6	3.92275
AREG	-2.4535
LIPT1	0.19025
MGC99813	-1.6395
C1orf201	0.218833333333333
GRIN2A	-0.5608
MAN2C1	-0.849
NSUN5	-0.916
SF3B5	0.457
MYC	-2.4263125
NRXN1	-0.597333333333333
ZNF18	0.5505
SPDYA	-0.38675
SLC37A1	1.126
DECR2	-0.27875
ANKRD38	2.325
SPTLC3	-0.341666666666667
SUPT16H	-0.67925
DTWD2	1.7525
ULBP1	-0.426
ZADH1	-0.7005
OIP5	-3.18725
IL10RB	0.115333333333333
OTUB2	0.8155
VWA3A	0.0483333333333333
SPIC	0.186333333333333
OR6C4	0.1615
PSCD4	1.1075
DPY19L2P2	-0.4005
TRAPPC6A	0.297333333333333
C21orf2	-0.508833333333333
CEMP1	-0.46675
LIN7B	-0.7195
E2F7	-2.87066666666667
VCP	-0.0193125
LAMA3	0.699666666666667
BGN	2.72675
GPR160	1.5825
COCH	-4.716
GPR81	1.8275
APOBEC3F	-1.8335
tcag7.1017	-0.9455
C1orf32	0.226
SCGB1D2	6.82475
FLJ43987	-0.3235
C6orf170	0.56
KLK9	0.339
GPD1L	1.294
VPS37B	0.43975
ATG3	-0.0805
ADAMTS17	0.0465
KLHDC2	0.507
NDUFV2	-0.6775
BLK	-1.66225
MATN4	-1.226
GPM6A	0.12725
GBP4	3.31
TMEM162	0.174333333333333
PKP2	-0.272
HRASLS	1.76122222222222
MMP1	-2.7905
SFXN3	-0.5115
FSD1	-1.75133333333333
ST6GALNAC3	-1.974
CA12	2.5198
NCOA6	-0.428
C19orf58	-0.6189
PPP4R1	-0.0451666666666667
MAN1A2	2.00183333333333
IKBKAP	-1.41375
UPF1	0.02
KIAA1219	0.36925
WNT16	0.100666666666667
SNW1	-0.723625
IL18RAP	2.0005
RPP30	-0.563375
CDC40	0.247714285714286
SETD3	0.198166666666667
SLAMF6	0.162
ELK4	-0.7905
TRIM47	0.584666666666667
ACOX3	2.005125
TRIM6	0.487875
KIAA0372	0.103
TP53AP1	1.55125
SMURF2	-0.58725
ADAD1	0.0135
EBP	-0.7847
KRTAP13-2	-0.4345
FLJ36874	-1.212
TOR1A	-0.373
P2RY4	0.8965
GPBP1	0.1325
TRPV1	-0.67125
ADAMTS12	0.858
PES1	-0.6301
ATG4A	0.8755
MAGEA10	-4.719
WFS1	2.36075
CC2D1B	-0.3045
PABPN1	-0.4585
SLC25A30	0.26
SLCO1C1	0.149333333333333
SLC22A5	1.2865
KIF23	-3.00783333333333
SYN2	-0.247
ASPN	9.17466666666667
CENTG2	0.5705
QSOX2	-2.0903
FLJ10815	0.0518333333333333
STK24	-0.7049375
SPEG	-0.1036
STK10	0.302
DACT2	-0.609
AAAS	-0.679
SSX3	-1.672375
ABCD3	0.645
C4orf12	-0.099
PARVG	0.561166666666667
FIG4	1.42725
C9orf46	0.60225
TMCO6	-0.663
IGHMBP2	-0.91225
DUS2L	-1.08566666666667
FAM3C	-0.071125
TMEM16D	-2.024125
DCTN4	1.043
KCNH3	-0.52225
EIF2AK2	0.598
AP1S3	0.417
CST4	2.9685
PAM	0.902
NUTF2	-0.6745
CITED2	1.0677
SLC39A4	-0.806
C2orf52	-1.052
GRM3	-0.47775
C12orf49	0.501
CCDC49	0.0928
GRAMD1B	-1.24825
FNDC4	1.19125
SIAH2	1.50325
GDPD4	0.07175
C21orf87	0.177375
ATP5A1	-0.614
C16orf63	-0.750625
LOC388135	0.553333333333333
ATP5J2	-1.23575
MMP3	0.42125
EMID2	-0.436
CRHR1	0.17725
WDR70	-0.71
C13orf31	1.9875
ZFAND1	-0.5005
CCL18	2.6706
C3orf49	0.3075
RINT1	-1.106
KIAA0408	-1.6195
F13A1	5.7151
SLC10A1	-0.0918333333333333
OGN	3.78625
GIPC2	-1.22533333333333
XPO6	-0.338833333333333
LCE1A	1.059
FMR1	0.0475
LOC374920	-0.653
DUSP3	0.713375
ANKMY1	-0.395
C7orf50	-0.93425
BBS9	-0.0309
UNC119B	0.067375
C9orf72	-0.59675
MGC35440	-0.4585
ENTPD6	-0.223375
PPP1R2P9	0.533
ERCC4	0.32675
FAHD2B	-0.493
HMHA1	-0.07
HACL1	-0.69075
RAD23A	-0.5095
FAM83B	-0.49075
PPP5C	-1.40583333333333
RNASEH2C	0.189125
C9orf153	-1.5925
SCAMP4	0.46
GHITM	0.2664
NDUFB7	0.069
ADCYAP1	1.04416666666667
SP110	1.58833333333333
MAP3K7IP2	0.7115
DHH	-0.2315
AGRN	0.437785714285714
WDR33	0.128
CEP290	0.224333333333333
PRPS1L1	-1.84916666666667
KLRA1	-0.7495
GPR97	-0.138
CHD7	-1.27591666666667
TLR10	1.141
SLC30A8	4.1545
HIC1	1.47716666666667
IAPP	0.582
RXFP4	0.15625
GP1BB	1.2455
SHQ1	-0.1655
NKX2-3	0.2545
API5	0.0845
FTHP1	1.0685
MOV10L1	0.361166666666667
TRIM6-TRIM34	2.12883333333333
ADHFE1	-0.2915
FAM117A	-0.11625
DDI1	0.443
CDON	-1.068
TRIM73	-0.419
IGKC	3.671
MMP14	0.33575
DYNC1LI1	-0.868125
C11orf66	-0.01025
TRBV3-1	-1.47
FASTKD5	-0.2175
BIVM	-0.928
LHX4	-0.029
CXCL2	-2.0332
RAB2B	-0.383166666666667
IZUMO1	-0.7775
MAP3K15	-1.879
FAM19A2	0.3995
ZC3H8	-0.936166666666666
ZMAT1	1.519875
SPINK5L3	-3.093
SLC10A6	0.1565
APPL2	0.199125
CARD10	-0.395166666666667
LOC402176	-0.482625
EEF1D	0.688
RAB6A	0.6211
C12orf5	-0.5625
PAPOLG	0.20725
MSRB2	1.09675
BCR	0.426111111111111
PUS3	0.027
TIAM2	1.5435
ZNF317	0.108
CHD2	-0.169071428571429
FZD5	-1.35409090909091
NUDT8	-0.8145
ZNF763	-0.1525
PRC1	-2.60755555555556
ABCB9	0.628166666666667
SPATA3	0.1215
TRAK2	-0.072125
STAB1	2.5625
LRRTM2	0.116166666666667
psiTPTE22	1.3585
DBI	2.4045
SERPINA11	-0.2435
NAT5	0.319
C20orf58	-2.1185
RPS6KA4	0.532833333333333
FLJ90650	-0.35125
TGFBRAP1	0.5665
CHRDL2	1.097375
FAHD2A	-0.820166666666667
CNTN1	0.67575
BBS4	0.1294
TMEM181	-0.28225
MINPP1	-0.04925
MPHOSPH6	0.0386666666666667
HOXC10	1.8268
ITPKB	0.109875
CLPTM1L	-0.094125
MEOX2	-1.118
ATP6V0C	0.425
PRPF8	-0.3585
TMC5	3.43325
FKBP3	0.152
PLEKHB2	0.00512500000000002
OR4D6	-0.028
ZNF544	-1.0128
D2HGDH	0.266625
RPL18A	-0.8555
HEL308	-0.216
MPP6	-2.3645
TCERG1	-1.636
KRT16	0.1555
KLF17	-1.06575
KLF5	0.00512499999999999
CDR1	2.842
VCX3A	-5.1235
FBLN2	2.9235
C14orf104	0.0275
HBE1	-5.0874
OR4S2	0.0675
C1orf108	-0.387666666666667
ROBO4	3.272
CPEB4	0.881
C11orf80	-0.0145
BCKDHA	0.0873333333333333
MYOC	0.3465
GIF	0.1065
CKMT1A	-0.668
RPL3	0.2497
THBS1	3.0025
APOO	-0.07575
