Hybridization REF	TCGA-A2-A0YG-01A-21R-A109-07
RYBP	1.008
TTC26	1.15225
ZNF22	-0.972
ISCA2	0.24625
RDM1	-2.5845
PIGM	1.42575
GNB3	-1.0705
ACTR2	0.4792
HMGB1	-0.1493
EDG1	2.37433333333333
SOAT2	-3.84525
OR10AD1	0.424
RAP1GDS1	0.338833333333333
LCE1F	0.535
ESM1	-0.21425
RCN3	1.4905
CREBL1	-0.076
DBNL	0.215333333333333
PTGER3	0.50525
USP30	1.13383333333333
BCL2L12	-0.3645
KIF26B	1.85375
ZNF416	0.83575
ZNF225	-0.0765
C17orf70	-0.5515
ZNF554	-0.3285
RAE1	-0.319833333333333
TNIK	2.97783333333333
ACTN3	0.1545
MGC45922	0.364
CCNA1	-0.264833333333333
RYK	0.1395
IL26	0.2195
LRP3	0.8555
QARS	-0.4295
SOX7	0.824857142857143
BID	0.077125
OR2S2	0.2535
CXCL14	1.61725
C11orf47	-0.2725
MGC29891	1.89966666666667
HSPB8	1.5107
PRDM14	-1.5095
NUFIP2	0.7465
MNAT1	0.1625
ZDHHC2	-1.65416666666667
MBNL2	1.23325
ADD3	-0.7745
CSNK2A1P	0.557
KLK6	-1.29016666666667
TMEM111	0.5284
KIAA1279	-0.20025
NUBP2	0.213
RAB42	-1.54075
ID3	-0.7951
TM9SF1	0.32475
MDP-1	-0.969
POU4F2	0.57
IQCK	1.56175
C16orf14	-0.422
CAPN3	-1.805375
FAM43B	-0.345625
RECQL	-1.01325
AP1G1	1.09771428571429
CTNNBL1	0.1125
ECHDC1	-2.057
SMARCC1	0.4996
FOXQ1	-2.143625
GNAI3	-0.524666666666667
POLG2	-2.7295
CD4	0.843625
ITLN1	0.19525
EBI2	3.32225
IRF1	0.14875
PTPRE	0.5168
PTK2B	-0.61675
NXNL2	-0.706
SOX4	0.955444444444444
TSPAN3	-1.72483333333333
SH2D1A	-3.01766666666667
C8orf58	-0.614666666666667
USP20	-0.62625
DUSP22	-0.101583333333333
CALB1	-1.94966666666667
L3MBTL2	0.984583333333333
MCRS1	-0.21475
TMEM118	-0.00583333333333333
C18orf8	0.454
FLJ10241	0.096
GJA12	0.2455
PKD1	-0.343166666666667
ZFP3	0.4305
JAM3	-1.667375
LAPTM4A	1.4897
DIRC2	1.131
KIAA2022	2.72133333333333
MYOM1	-0.219166666666667
TRPM8	-1.92383333333333
MOP-1	0.8595
PHKG2	0.188125
ZNF650	0.32125
KIAA1522	1.482125
PSG8	-1.01883333333333
DDX19B	0.3535
MOBKL1B	0.4735
DIAPH2	-1.63033333333333
PTPN12	0.9445
CLN8	-0.7957
CRYZL1	0.259
CRY2	-0.48275
FCGR2B	3.015
PNPLA4	0.7135
ZNF454	-0.778
DKFZp434B1231	-0.11375
CLDN11	0.4049
RFWD2	1.005
CIB2	-1.46083333333333
MXRA8	1.817125
HRK	-0.2925
MAML2	-0.6675
C4orf31	-0.67325
C6orf192	0.167
COG6	0.780375
FAM5B	-0.33625
NFATC1	0.2207
SEPT10	-0.318
SCYL1	0.2544
RPP40	0.635
SCOC	0.7082
KIAA1450	0.2935
CTDSPL2	-0.2625
TBX5	1.345
NAPG	0.597375
RHD	-4.47175
C14orf45	1.66033333333333
ZBTB22	0.948
PLCG1	-0.4725
ANKRD10	-1.440125
AQP7P2	-0.15525
TAGLN2	0.614166666666667
HTR2C	-1.57716666666667
SLC16A7	-1.85116666666667
C17orf83	-0.105
TSGA14	0.186583333333333
MDH1	-0.13225
PPP3R2	0.231
DCBLD2	-3.26171428571429
RBM33	0.022125
DPH3	-0.636
SYT10	-1.463
FMO4	3.718875
THYN1	-0.72475
DRD5	-1.8525
OTOR	3.323625
PGRMC2	0.9527
KATNAL1	-1.323
PAQR6	-1.42225
UBE2I	0.26475
C14orf28	0.1335
C8orf70	1.12775
FLYWCH1	-0.52525
ANGPTL3	-1.07025
GLRX2	0.154
ATP11A	-0.323428571428571
ARL5B	1.137375
MUC16	-3.21775
SLC25A5	0.347
ACRC	-1.186
MYO1C	-0.55325
FAM89B	1.53766666666667
FAS	-0.4105
KIFAP3	1.53425
GLRA2	0.1225
BTN3A2	-0.0197
CNKSR3	-0.530625
CSTF3	-0.537166666666667
ARPM1	1.56725
KIAA1530	0.4125
C9orf150	3.8465
PRKCI	0.722
tcag7.1015	-0.601
SOD3	-1.40425
ZNF574	0.233
CYP21A2	1.60275
RPL12	-0.59625
COMMD2	-0.10525
WIZ	0.06875
LOC344405	-2.92725
ALDH4A1	0.354352941176471
CRYAB	1.58375
COPA	0.7425
PCDHGA7	0.869333333333334
KIF11	-0.806833333333333
RASD2	0.169375
SLC26A3	1.2465
ZNF175	-0.349
JAKMIP2	-1.678
C8orf4	2.07966666666667
PTHLH	-0.4155
SLC40A1	2.0205
OR7D4	0.657333333333333
PCDHB17	1.5
CD36	2.85592857142857
C6orf203	1.1728
PRKG2	-0.0395
LOC400566	0.829
ANAPC13	0.7205
SLCO3A1	-1.1015
ZNF692	-1.72
FANCL	-0.6895
SH3GLB1	0.28375
C12orf61	0.3395
KBTBD6	-0.526
SUPT5H	0.07525
XRCC6	0.5348
HUS1B	-0.3041
FAM133B	-0.515857142857143
LOC728276	0.1965
KCTD18	0.33025
SOS2	0.853
CCDC99	-0.72075
C1QTNF5	2.6765
NNAT	0.081
USP16	0.85325
LARS	0.13325
ZBTB2	0.72275
ABO	0.1015
TRAF3	0.0735
GALNT5	-2.2285
NAP5	2.433
ALG14	0.254833333333333
KIAA0515	0.393769230769231
WDR75	-0.913833333333333
TEX261	0.490166666666667
LY86	0.74825
LOC389072	-1.2655
FLJ13611	0.7255
MRGPRX2	0.4875
SNRPA	-1.110375
OR2G2	0.452
GPRASP2	1.03525
C7orf42	0.6832
C9orf163	-0.8325
CYP11B2	0.315
FCRL3	1.38766666666667
PRDX1	0.67325
FGB	-5.82766666666667
COX17	0.823333333333333
C16orf33	0.081
PIWIL1	0.0893333333333333
FOLR1	-2.78633333333333
KIAA0082	0.07175
FREQ	0.098
TMCC2	-1.573
TCF12	-0.266333333333333
ZNF721	-0.1715
FAM130A2	0.406
POU4F1	-2.5185
SNRPF	-0.168375
SGIP1	1.27616666666667
ZNF641	1.4735
EMG1	-0.149625
PRRG4	0.2475
HIRA	-3.76375
MYNN	1.3995
AEBP2	-0.216833333333333
TBXA2R	0.109666666666667
ISL2	-1.8865
PCDHB11	0.7105
RNF144A	-1.21375
MARCH5	0.280375
DULLARD	-0.658333333333333
DCLRE1B	-1.26866666666667
ITGA8	0.504
TP73	0.413125
PRKCD	2.01625
NDUFB4	0.9695
ATP13A4	3.94925
ANTXR2	-1.19283333333333
COL4A3	-0.726333333333333
MYO10	0.6964
SLC6A18	0.663
PEX1	0.84675
TMEM74	-2.1615
RBM19	0.49625
TAPBP	0.0511
RUNX1	0.165
MID1	-1.98458333333333
GPR64	-1.6435
RASEF	3.9805
GABRG1	0.491125
MYO16	-1.24975
DBF4	-0.828333333333333
TSHZ2	2.6595
RIPK2	0.2545
PPTC7	-0.264333333333333
KIF4B	0.158
LRRC31	4.958
ZNF540	-0.04325
EFNB3	-0.392833333333333
LOH12CR1	-0.15425
STON2	-0.47
GLP1R	-0.17325
CSTF2T	0.27375
IREB2	-0.4315
GRSF1	0.19825
PDCD7	-1.34816666666667
LRRC43	1.1485
CNR1	0.852833333333333
IL1F7	-0.288
C12orf64	-0.70475
FAM69B	-0.50175
NR2E1	-2.17066666666667
MS4A6A	2.4612
FTL	-0.6606
C7orf36	0.54
PCLO	1.6514
DYRK2	1.35383333333333
ARIH2	-0.694625
SAMD7	1.3045
SCNN1D	-1.12575
SLC32A1	-1.09075
C22orf25	-0.568833333333333
MRPS18A	0.4203
GPR112	0.6155
EARS2	-0.328
ERN2	0.509
ATPBD3	-0.194
PRH2	-0.211
CDKN2D	-0.535833333333333
PGLYRP2	-0.3975
TRIM40	0.0265
SEC14L3	0.270166666666667
SLC22A1	0.2295
BTN2A3	-0.23025
RASA4	-1.255
CCNL2	-0.859833333333333
MYBPC3	0.5345
GJA4	3.34475
CDC42SE1	2.8635
TRPV2	-1.61425
MYPN	-3.9577
SIM1	0.545
CDADC1	0.5895
ZFHX4	0.0325
NIBP	1.66133333333333
ADAMTS19	0.3255
ABTB2	-1.5555
TSPYL2	-0.463
EIF2S3	-1.7304
SOX30	0.24
AP2A1	0.0291666666666667
DKFZP564O0523	0.138
LOC285398	0.20225
CDH18	-4.70875
CHL1	0.72075
GATS	-0.4833
TBC1D2B	-0.373166666666667
OR1J1	0.312
GSN	-0.0245
DPCR1	0.3105
GARNL4	-0.909
SMARCA5	0.00474999999999999
PLEKHG3	0.753
ZBTB45	0.749
FRMD6	-0.467666666666667
PLS1	0.0296666666666667
DGKZ	-0.505666666666667
EFNA1	2.8193
WDR85	-0.402375
ANK2	0.02875
PAGE4	-0.719333333333333
SENP6	0.261833333333333
AKR7A2	0.1075
FKBP10	-2.643
VEGFC	-1.86566666666667
LARP1	0.3403125
SRBD1	0.2245
ITGB6	5.93775
SLC1A2	-0.0502857142857143
INVS	-1.3255
MPO	0.15875
MOBKL3	0.5705
CUTL2	-1.465625
KLK2	-0.0594166666666667
VIM	-1.8755
REG1B	0.149666666666667
PCDHGC4	0.155
C3orf34	-0.946833333333333
SUMO3	0.914333333333333
CST9L	-1.06
MLL4	-0.3715
SPR	1.42083333333333
SAMD9L	0.334
ABCE1	-0.25025
SUPT3H	-0.740666666666667
ACTBL1	-0.8565
ADAMTS4	1.371
SLIT3	2.4265
RHEBL1	-0.47925
NPM2	-1.44175
MAN1C1	1.535375
KIAA1856	0.851166666666667
HSPA6	1.532
LOC388152	-1.258
C10orf140	0.18825
ZDHHC12	0.6105
LIN7A	-1.6495
PHC2	-0.00449999999999999
SPHK1	-1.042
TRIM26	0.95475
FAM83E	0.476
C18orf24	-0.632166666666667
ZNF578	0.7665
ORAI1	0.1255
RUVBL1	-0.185666666666667
C7orf20	-0.2065
APAF1	-1.267
SLC36A4	-1.16266666666667
MYH11	4.46166666666667
NEK1	0.2407
MPP2	-0.709875
C12orf24	-4.02625
TNK2	0.4184375
ZNF289	-0.91875
MATN3	-1.86671428571429
IFNGR2	1.27866666666667
ITPR1	1.940625
EBF3	2.0445
TBC1D20	1.0605
OR10P1	0.5585
DDAH2	0.97975
SHPRH	-0.7035
STX7	0.102
LOC554248	-2.22375
BCAR1	0.3185
ATXN3	0.088
TRIM27	0.242
CDC42EP2	0.6795
CHP	0.0905714285714286
SOX17	1.849125
ZNF259	-0.1095
CHCHD1	-0.128625
ZDHHC19	0.4165
GBP2	1.898
GARNL3	0.7925
MRC2	-0.33275
C1orf52	-1.07075
AOF2	-0.377666666666667
LRPPRC	-0.1149
ACVR1C	-1.18316666666667
TM4SF18	2.69566666666667
TMEM169	-0.786333333333333
PPP1R16A	-0.162125
EBF1	-0.380333333333333
RRS1	0.450166666666667
SNX2	0.09425
OR2T2	0.2575
RBX1	0.3595
ANKRD54	1.239
TSNAX	-0.459666666666667
TMEM83	-1.69825
ZBTB7A	-0.271
ATM	-1.56658333333333
LOC338328	2.176
TIE1	1.01066666666667
HIST1H3G	0.285166666666667
PASD1	-4.545
TINAG	0.4735
PCDHAC2	0.421
LRRC15	-0.096375
WBSCR17	-1.51775
TFF2	0.544
PARP2	-0.158
NDFIP2	0.025375
PCDHGB2	-0.279
WDR60	-0.1005
MAP7D2	-2.0368
USP45	-1.188
GSDML	1.73325
TNS1	0.0636
PLCD4	1.92025
IQCD	1.773
SMPX	-2.6435
CD9	2.22833333333333
SRGN	0.5695
CASP7	0.376
INOC1	0.0235
DKFZp451M2119	-1.832375
VMAC	0.684
USP53	0.8129
CAMK1G	-0.039375
TMEM106A	-1.11766666666667
CDC20	-1.2209
ACSL5	-1.24866666666667
CBWD5	-0.779625
C1orf87	-0.634166666666667
KIAA1274	-0.12875
PRUNE2	-2.30714285714286
LYPLA2	0.559333333333333
DOK6	-2.01
GPR149	-0.26475
FAM30A	1.9995
TMEM129	0.1205
SLC35B3	1.534
ACPP	1.4491
LOC200261	-0.33
SLC4A7	-0.4794
CCDC40	2.748
GART	-0.85825
THOP1	-1.78425
SCARB1	-1.03575
CACNA1F	-0.103
TRIAP1	0.267833333333333
SYT14L	-0.248
SFRS8	-0.178666666666667
PBOV1	0.45125
GOLSYN	0.04325
GJB7	-1.8945
CAMK2N1	0.871666666666667
GREM1	3.36141666666667
FLJ20433	0.51075
QPCT	-3.372125
PRKAG2	1.25783333333333
H2AFX	-0.72875
C6orf154	2.10975
PLOD3	-0.47
ZBTB39	-0.824333333333333
WASF3	-0.355833333333333
DRG1	0.179
PRR4	-0.626
SPCS1	0.312
KDELR3	-0.516666666666667
SRP19	0.402333333333333
GABRA6	0.3065
MFSD1	0.839
MMEL1	2.49625
PDXDC2	-0.0754
BUB1	-1.93444444444444
RNF138	-0.88025
MYLPF	-0.507666666666667
AIF1	0.147
DYNLRB1	0.923
HCN3	0.228333333333333
HIST1H2AI	1.6665
MAP4K5	-0.380333333333333
LASP1	1.357
LOC130951	-0.378
PLAA	0.175625
KRT6A	-1.1955
C6orf117	-1.696125
ARHGAP23	-0.5125
PTF1A	-0.514
GPHA2	-0.267
LCE3B	0.82325
MCL1	1.67621428571429
EHBP1	-1.04875
PRNP	-0.47675
ZSCAN1	0.7365
C1orf113	0.309166666666667
FOXA3	-3.59275
NEB	-0.4515
ASGR1	-5.41966666666667
CTGF	0.654333333333333
RAB17	0.176
MST101	-0.28925
JARID1B	1.6848
USP37	-0.2792
PTBP1	-0.460666666666667
PTPN7	-0.9935
CDC7	-2.68916666666667
SNX7	-0.36275
ZNF335	0.38425
CPT2	0.464
HEATR1	-1.115125
HSPC152	0.303875
C5orf40	0.39975
PSME1	0.261
STAG3	-2.07775
TMEM154	2.338
KLHL32	-0.553666666666667
TSGA10IP	-1.45
SUV420H2	-0.126833333333333
SF1	-0.708
2'-PDE	0.4121875
PNLIPRP2	4.234
TRSPAP1	-0.0384166666666667
NUP210	-0.768333333333333
ANP32C	-1.21133333333333
RAB11B	0.672333333333333
ASB15	1.1645
ITGB3BP	-0.81325
UBASH3A	-1.43425
YWHAB	1.259625
TPRX1	0.25825
LY6G5C	0.717125
SLC7A2	1.011875
CLK1	-0.6833
HSD3B7	-0.296666666666667
VDR	2.693
C16orf74	0.783
ACE	0.22875
PSMA2	-0.007
CCDC131	-0.55025
ZNF213	1.16783333333333
EML2	-0.16725
ALS2CR13	0.247
GLYATL1	1.5545
DSPP	-0.608
DHFRL1	0.108375
C10orf30	-2.20816666666667
SH3RF2	-0.0436666666666667
LOC197322	-0.339833333333333
DLL3	-1.11625
TIGD7	0.4855
GFRA3	0.1635
CPA1	0.165666666666667
RTN4	0.498166666666667
PPT2	-2.09716666666667
FASLG	2.20291666666667
FOXP4	1.233625
RPL26	-0.3769
GNL3L	-1.21
FMR1NB	0.1115
CD163	6.48175
SGPP2	2.704
GIMAP2	1.70575
CD37	0.722166666666667
DPT	2.534
NBLA00301	1.20025
RGS5	1.575
C9orf4	0
ACTL8	-1.49266666666667
PRKAR2B	0.755125
OPLAH	1.07666666666667
C20orf134	2.598
SPACA5	-0.22625
TBL1X	-0.768333333333333
TSPYL3	0.2685
CHCHD3	-0.23575
CRKRS	2.66966666666667
GPR65	4.3975
DFFA	-1.132875
FUT1	0.841
C6orf204	-1.508
TMEM51	0.72225
ZNF580	-0.612
CMTM2	0.6685
C20orf200	-0.549
EZH1	-0.7205
FDX1L	-0.05375
MRPL32	0.22325
PCAF	-1.3953
ALOX15B	0.947
CD59	0.047875
CDK9	0.188875
ERP29	0.186333333333333
TTR	-5.99025
BCMO1	0.00949999999999999
DDIT4	-2.0656
PTGDS	2.843
C3orf63	-0.268666666666667
BST2	-0.201
CYP1A2	-0.501833333333333
C5orf25	-0.592
STX1A	-0.116705882352941
OR2A12	0.412
SH3BP5L	-0.00675
SERINC5	1.29825
USP6	1.8221
MRPL3	0.449833333333333
POMP	0.158375
INPP4B	0.939375
GMPPB	-0.016
EAPP	0.34
AHSA1	-0.34575
ABCA11	-0.1325
SLC5A6	-0.0583333333333333
HIVEP2	0.13075
SUMO2	-0.252875
KIAA1822L	-0.347666666666667
C11orf67	1.05625
TXK	-0.68225
PHCA	0.840875
ICAM4	-2.53516666666667
FPGS	-0.0178333333333333
SNRPA1	-0.628
KCNJ4	-0.93325
KIF6	0.2888
HIST1H2BG	1.3475
SLC5A5	0.6045
ZNF354B	0.281333333333333
IL12RB2	0.6365
C11orf76	0.1
GAL3ST2	0.024
AIFM2	-2.573375
SYNC1	-0.70975
UBL3	0.513625
PIK3CG	-1.53766666666667
NLN	0.5727
BCORL1	-1.23525
CD5L	0.07225
ZNF238	0.780833333333333
KIAA1394	-0.56275
C16orf55	0.0597
CYP3A7	-1.43875
KRTAP3-1	-1.975
TFDP1	-0.2915
MND1	-1.26475
NODAL	-0.0406666666666666
GTPBP4	0.0635
TUBGCP2	0.10975
SLITRK5	-0.64425
CIC	0.361
CD79A	0.621833333333333
SAMD14	0.524166666666667
TNPO3	0.3195
OR10G3	0.4765
OR10G8	0.214
CCDC111	-0.1405
HOXC9	0.71
DCUN1D1	1.10383333333333
CYB5R1	1.77925
TSR2	0.478
DAB2IP	0.4743
SLC6A5	0.2075
RAB3D	1.866
DCUN1D4	-0.0873333333333333
ERBB3	1.34025
SDC1	2.59875
ATP6V1H	0.45
SYK	1.72
ST20	-0.01475
C13orf30	0.2425
WDR40A	-0.380666666666667
ADMR	0.272
LOC388335	0.9555
ACSM1	0.5335
TDG	0.56
FLJ11235	0.31425
MRPS5	-0.549666666666667
AGPAT2	0.484833333333333
SLC12A1	2.2625
CYP27A1	-1.9555
THAP7	-0.924
XPO1	-0.151333333333333
ALMS1L	-0.0326666666666667
C1orf2	1.699125
ZNF777	0.4355
CAMK2A	-0.0338333333333333
SMC1B	4.080375
IHPK2	-0.136333333333333
LEMD1	-2.87775
NKD2	-0.4506
CLU	0.944714285714286
ARMETL1	0.4825
PABPC4	-1.43675
CXCL12	1.242
TFAP2C	1.4385
TTTY8	-0.3825
ABCB10	-1.467
ENDOD1	0.833
IDI1	-0.2765
KCTD6	1.13583333333333
CCDC105	0.308
ULBP2	1.35883333333333
ZDHHC5	0.30975
WNT8A	0.0775
COMMD10	1.05525
KLHL12	0.911
GPR50	0.236
NR5A2	0.353285714285714
OXGR1	0.615333333333333
EHD3	0.0755
CAPRIN2	-1.808625
KLRC3	-4.20925
SF3B1	0.255714285714286
IPO7	-0.3685
ALDH1A1	-0.893166666666667
ANKRD5	2.545625
TSNARE1	0.412
DDEFL1	0.9175
RNASEL	1.9445
DNAH9	-0.46975
HELLS	-1.22
TNS4	2.7445
NAV1	-0.1815
KIAA1409	-0.583
C20orf26	3.43133333333333
TUBG1	-1.32575
IRX2	2.163
CNGA4	-0.1905
MGC50559	0.838333333333333
OR4K17	0.311833333333333
TM2D2	0.5575
FAM32A	0.2055
TXNDC14	-0.00475
CCBL1	-1.915
ANK1	-2.9779
PRSS23	-0.532875
PPM1L	-0.0955
SPATA20	-0.6945
APCS	-0.38425
C14orf122	-0.4675
PSMB5	0.1215
C6orf10	0.2219
SETDB2	-0.392166666666667
SPNS3	-1.44675
SGMS2	-0.3865
MXD3	-0.2245
MON2	-0.4417
CARTPT	0.25925
HNF4A	-0.958833333333333
RABEP1	0.8575
TNFRSF10B	-0.70775
USH1G	-0.159
PPAP2B	-1.8055
TMEM16K	0.512
CTDSP1	0.216333333333333
CDK5R1	0.0461666666666667
GABRR1	-0.7055
OPN1LW	0.001
FAM98C	0.334875
DBN1	1.2335
ACAD10	0.560333333333333
QTRTD1	0.36525
WNK3	-1.74833333333333
RPS19	-0.57075
C1QB	3.01625
OTUD5	-1.0325
SLC41A2	0.378333333333333
TMEM22	-2.37433333333333
KHSRP	-1.07358333333333
TNFRSF11A	-0.316
FBL	-1.282
IBTK	0.444166666666667
OXER1	-0.0765
CBLN4	1.161875
GPR172B	0.462333333333333
CFTR	-1.37575
VSX1	0.4625
CAMK1D	0.18275
LOXL3	-2.92325
RTP4	0.62225
SLFNL1	-0.18575
KIAA0828	0.524375
PAR5	-0.038
LOC723972	-1.16975
GDI2	0.912875
CEBPA	0.0997
MLF2	0.0165
AFMID	-0.51325
ALOX12B	0.0175
BPHL	0.666
COX5B	0.12375
S100A10	-2.2872
THOC6	-0.33375
NHN1	0.6005
RRP12	-0.2495
ARID3B	-2.83175
CD3G	-2.63616666666667
KIAA0133	-0.75825
NAT11	-0.98
PPAT	-1.09433333333333
SIRT3	-0.1514
TCERG1L	-1.83025
NIPA1	-0.0533
DPP8	0.2071
IL7R	-0.014
ZFP64	0.85225
DMAP1	-0.4134
TRMT12	0.83775
TLR4	1.0864
WFIKKN2	0.24725
RAB12	-0.394
DDX51	-0.425333333333333
KIAA1086	-2.817
ZNF295	-0.246666666666667
ACVR2B	-1.72835714285714
LOC494150	-0.75825
ZNF517	0.3015
DNASE1L2	-1.54266666666667
SUFU	0.725833333333333
LOC283677	0.0665
LMO3	0.722333333333333
PPP2R5D	-0.0173333333333333
ZNF587	0.3475
HIST4H4	0.24375
CYP2C8	1.5215
C1orf80	-0.1055
DOCK5	-0.673333333333333
C9orf24	-0.86875
OR5AR1	-0.6535
C11orf24	-0.197
UNQ1940	-0.442
CAP2	0.338166666666667
TIMM44	-1.22775
DSEL	-2.3392
ROM1	-0.936
FBXO4	0.944
MYLC2PL	-1.54825
MLH3	0.8624
NOX1	1.03266666666667
DPEP2	1.37775
DNAJB5	-0.07
RLTPR	0.361
MBIP	-0.649
COPB1	-0.00683333333333333
SFTPA1B	0.0145
C10orf4	-0.4455
PRELID1	0.0795
NOLA1	-0.3915
C19orf24	-0.249
TLR9	-1.861
HLA-DMA	2.71583333333333
HCRP1	-0.107
GPR137	0.393166666666667
ITGA11	0.0773333333333333
PHF13	0.306166666666667
MARK4	0.326333333333333
METTL4	0.27525
MBD3	-1.3369
LOC134145	1.595625
FGF3	-0.1675
SLC35A3	1.0265
CLEC16A	0.12075
AMOTL1	-1.87358333333333
FLJ31438	-0.22475
PAICS	-0.94225
TOMM40L	2.77916666666667
MMD	-2.011
KLK10	-0.7904
NIT2	0.923833333333333
SERPINB10	0.5225
KLF15	-0.9717
CCDC5	-1.0035
WSB2	0.796
ME3	1.267875
CACYBP	0.116416666666667
TCTN2	0.588
JAK1	0.47325
C2orf25	-0.04075
GPD2	0.788
FBXL11	0.795833333333333
CDV3	-0.70125
GALNT11	0.3155
NDUFA12L	-0.7859
FLOT1	0.0928571428571429
TOR1AIP2	0.93
MMP25	-0.9845
C1orf164	-0.3535
CHST5	0.00500000000000001
LYRM4	-0.3777
GPER	-3.675
HIPK2	0.6525
DAP	1.2952
ZMIZ1	0.724
DDX58	1.643
DCC1	-0.65025
AKT1	0.856625
ENPP6	0.285833333333333
ERVWE1	-0.643833333333333
CDC34	-0.50975
RNF125	-3.07325
CASC1	2.0415
SHROOM2	0.2715
RRM2B	0.274666666666667
COL6A3	0.967875
TMEFF1	-2.6395
PLEKHA4	-1.1307
LYSMD1	1.51483333333333
SEPT1	-0.849333333333333
AOF1	0.22525
GNPAT	-0.5475
WDR18	-0.44425
HSD17B12	-0.953
HIST1H2BM	0.879
INDOL1	0.183333333333333
SUDS3	0.65325
C1orf192	1.417
CYP2B6	-0.69875
TBC1D2	1.50833333333333
SLC25A12	0.33275
ERCC6L	-0.652
MGC10814	-1.32966666666667
POLR2C	-0.218166666666667
ZNF77	-0.296333333333333
EIF3K	-0.0666
HPX	1.17625
ANKRD27	-0.28275
MALAT1	-1.2276875
PLB1	0.715166666666667
HRNBP3	-1.14075
CPSF4	-0.2965
OR52N2	0.274
PIP5KL1	-0.4505
GH1	0.37
HPS5	-0.5105
SLFN5	1.07225
POP5	0.353166666666667
OVOS2	-3.97366666666667
C20orf108	0.811625
MARS	-0.324
CLRN3	0.931666666666667
ARSE	-1.75483333333333
PPIE	0.0866666666666667
PHACS	-0.8865
GP5	-0.721
IL8RB	0.705
FCRLA	-1.7585
ARRDC1	0.3535
KRTAP9-4	0.5895
ZNF613	1.728
OR11A1	0.544
TMEM132B	-2.878
PGLS	0.53675
BSND	-2.4155
KCNK18	-0.3545
FOXD4	0.50475
SV2C	0.88775
LCN2	1.33183333333333
ZNF490	0.5907
C3orf15	-0.1148
CACNA2D4	-2.32416666666667
CBX5	-0.964
MAGEB4	0.24325
BOLA1	0.02
PPP2R5E	0.25275
COL5A1	0.343833333333333
ASB7	-0.057
SFT2D1	0.83625
DERL1	0.8938
RABL2A	-0.151833333333333
MOAP1	-0.34025
KIAA1545	0.406333333333333
F3	-1.773
PLEKHM2	-0.95025
CCDC89	0.321666666666667
EFCAB1	0.93775
TMEM48	-0.3255
SEPHS2	1.26775
PYGM	-0.363
PRICKLE1	1.00675
WNT5B	-1.943
TAS2R38	-0.496
IMP5	0.64975
KHDRBS1	0.1224
LARS2	-0.477666666666667
C3orf28	-1.75575
FTCD	-3.24075
C10orf68	1.174
DGAT2L3	0.373
PSEN1	0.824666666666667
MGC33657	0.01975
PLA2G4B	0.245833333333333
CDKN2A	-1.90358333333333
DLX1	-2.921
TSHB	0.558
C18orf37	0.12225
MEX3C	-0.1775
MAMDC2	-0.11575
PDIA4	0.828916666666667
ATP5E	0.646
CASP2	0.170071428571429
SERBP1	-0.638192307692308
ZNF341	0.735333333333334
TESC	-3.216
TMEM31	1.0835
OR51I2	0.89
YTHDC1	0.226142857142857
JUN	0.181
AGMAT	-2.95316666666667
PCNXL2	-0.36825
ATAD5	-1.347625
STK38	0.175125
AZI1	-0.149625
RBP1	2.324
C4orf26	-0.9905
KIAA1026	0.87075
TMEM101	-0.43275
HSFX1	0.377
TREX1	0.11075
C18orf10	-0.3492
TRIM15	-3.18425
CA6	-0.1705
CEP57	-0.839125
AR	3.771
SESN2	-0.599833333333333
KIF3C	0.538
EPB41L5	1.08175
ARHGEF10	-1.33886363636364
POLR3D	-0.101625
INDO	0.0183333333333333
GABRA3	-0.6315
SCG5	-1.4572
E2F3	-0.193
TIGD5	0.7355
FGD6	1.50475
KLHL3	-0.3985
SCGB3A2	-1.3625
URP2	-0.6605
ATP6V1B1	0.3576
CALML6	-1.091
LOC100049076	0.1815
TMF1	0.15725
LOC388503	-0.01475
CDH5	2.812875
RPS6KC1	0.718166666666667
DAAM1	0.8944
TNFRSF10D	-0.912
GSTT1	0.339
INPP5A	0.56075
TRAF3IP1	1.0344
SMARCE1	-0.4025
VRK1	-0.77225
TTC16	0.692
AARS	0.248666666666667
ARHGAP27	0.0933333333333333
ZAK	0.3565
ACSM2B	-2.40375
TRAP1	-0.724333333333333
MRPL53	0.459375
RNF44	0.35675
NPTXR	0.6385
DPYSL3	0.177833333333333
APP	1.6652
GLS2	-1.74383333333333
MNX1	0.923333333333333
CMTM7	-1.53675
OR10A7	-0.342
NYD-SP21	2.38016666666667
ORC5L	0.548
SLC16A10	-2.333875
TMEM178	-0.16
LOC441601	-4.515
PTGIS	0.12775
KBTBD7	0.40275
C19orf41	0.15525
CEACAM3	2.78275
KRT23	-1.87375
SERHL	2.34
PNKD	-0.26175
UBC	0.88375
ATRN	0.430625
HAPLN1	-2.066
RANGAP1	-0.291
C10orf26	1.1435
KCNA7	-0.43375
SRY	-0.0319999999999999
LOC376693	-0.42925
HIST1H2BF	1.09675
CDCA8	-1.36816666666667
MLC1	-2.408
TNIP3	0.376
OR4D1	0.5135
IFT52	0.451666666666667
GOLT1A	2.222
UTP20	0.086125
RP3-402G11.5	-0.734
PRSS33	-1.092
PMPCA	-0.55
APOB48R	1.36183333333333
GLTP	0.88025
MPL	0.06325
C9orf78	-0.06425
ADAM12	0.684625
CSPG4	-1.8505
LOC144305	1.1345
KRTAP4-10	-0.1436
PAK1	0.74525
