Hybridization REF	TCGA-A2-A0YT-01A-11R-A109-07
PRKCI	0.8125
tcag7.1015	-0.2775
SOD3	-0.5605
ZNF574	0.36075
CYP21A2	1.04625
RPL12	-0.81575
COMMD2	-0.52375
WIZ	-0.85775
LOC344405	-1.14
ALDH4A1	0.415470588235294
CRYAB	2.862
COPA	0.423733333333333
PCDHGA7	0.786833333333333
KIF11	-0.750083333333333
RASD2	0.071875
SLC26A3	-0.3855
ZNF175	-2.334
JAKMIP2	-2.662125
C8orf4	0.0476666666666667
PTHLH	1.34325
SLC40A1	2.0135
OR7D4	0.05
PCDHB17	-0.6625
CD36	2.88092857142857
C6orf203	0.6575
PRKG2	-0.251
LOC400566	0.76625
ANAPC13	1.0125
SLCO3A1	-0.75375
ZNF692	-1.491
FANCL	-0.981
SH3GLB1	0.22625
C12orf61	0.247
KBTBD6	0.07825
SUPT5H	-0.40225
XRCC6	0.2587
HUS1B	-0.5255
FAM133B	-0.485571428571429
LOC728276	0.4465
KCTD18	-0.158
SOS2	0.285166666666667
CCDC99	-2.79075
C1QTNF5	2.774
NNAT	0.770166666666667
USP16	-0.502
LARS	-0.575125
ZBTB2	0.313125
ABO	0.122333333333333
TRAF3	-0.70125
GALNT5	-2.9355
NAP5	-0.77525
ALG14	0.3095
KIAA0515	0.0695
WDR75	-1.22966666666667
TEX261	0.404666666666667
LY86	0.91125
LOC389072	-1.323
FLJ13611	0.408
MRGPRX2	0.455
SNRPA	-1.039625
OR2G2	0.335
GPRASP2	-0.41075
C7orf42	-0.4194
C9orf163	-0.5075
CYP11B2	0.252
FCRL3	0.444833333333333
PRDX1	1.2545
FGB	-6.39966666666667
COX17	1.18933333333333
C16orf33	1.04025
PIWIL1	-0.3544
FOLR1	-1.889
KIAA0082	0.38325
FREQ	-0.737333333333333
TMCC2	-1.72183333333333
TCF12	-0.417166666666667
ZNF721	0.214
FAM130A2	0.541
POU4F1	-1.97975
SNRPF	-0.516125
SGIP1	0.4845
ZNF641	0.8815
EMG1	-0.160125
PRRG4	0.811
HIRA	-3.453
MYNN	0.923
AEBP2	-0.0161666666666667
TBXA2R	0.555333333333333
ISL2	-1.34916666666667
PCDHB11	-1.679
RNF144A	-1.1755
MARCH5	1.164625
DULLARD	-0.412333333333333
DCLRE1B	-1.3435
ITGA8	-0.4795
TP73	0.80575
PRKCD	0.22075
NDUFB4	1.94625
ATP13A4	-0.040625
ANTXR2	-1.30866666666667
COL4A3	-1.021
MYO10	-3.1891
SLC6A18	0.913
PEX1	0.19875
TMEM74	-1.52966666666667
RBM19	-0.29225
TAPBP	0.65655
RUNX1	-1.464375
MID1	-1.94275
GPR64	-1.50066666666667
RASEF	3.93675
GABRG1	0.0445
MYO16	-1.1685
DBF4	-1.6425
TSHZ2	2.7265
RIPK2	0.084375
PPTC7	-0.2295
KIF4B	-0.4825
LRRC31	1.38125
ZNF540	0.61675
EFNB3	0.029
LOH12CR1	0.179
STON2	-0.349833333333333
GLP1R	-0.00724999999999999
CSTF2T	-0.255875
IREB2	-0.746
GRSF1	0.902
PDCD7	-0.914166666666667
LRRC43	-0.2725
CNR1	0.226333333333333
IL1F7	-0.217
C12orf64	-0.26325
FAM69B	-1.336
NR2E1	-2.59266666666667
MS4A6A	2.7842
FTL	-0.8955
C7orf36	-0.21975
PCLO	0.498
DYRK2	0.874083333333333
ARIH2	-1.0885
SAMD7	0.289
SCNN1D	0.111
SLC32A1	-1.074
C22orf25	0.181166666666667
MRPS18A	0.7789
GPR112	0.415
EARS2	0.19275
ERN2	0.935
ATPBD3	-0.0146666666666667
PRH2	-0.085
CDKN2D	0.488833333333333
PGLYRP2	1.03425
TRIM40	0.05325
SEC14L3	0.275
SLC22A1	-0.3195
BTN2A3	-0.205
RASA4	0.85025
CCNL2	-0.0240833333333334
MYBPC3	0.709
GJA4	3.4
CDC42SE1	0.88825
TRPV2	-1.825
MYPN	-3.167
SIM1	0.1035
CDADC1	0.358833333333333
ZFHX4	0.32525
NIBP	2.14633333333333
ADAMTS19	-1.97575
ABTB2	-0.15525
TSPYL2	-0.757625
EIF2S3	-1.4736
SOX30	0.03275
AP2A1	0.333
DKFZP564O0523	-0.954666666666667
LOC285398	-0.01175
CDH18	-3.708
CHL1	0.622857142857143
GATS	0.0039
TBC1D2B	-0.126166666666667
OR1J1	0.432
GSN	-0.208666666666667
DPCR1	0.29425
GARNL4	-0.319
SMARCA5	-0.193
PLEKHG3	0.561833333333333
ZBTB45	0.341
FRMD6	-1.50933333333333
PLS1	0.6075
DGKZ	-0.688166666666667
EFNA1	1.4742
WDR85	-1.40075
ANK2	-0.98
PAGE4	-0.9305
SENP6	0.778833333333333
AKR7A2	1.47783333333333
FKBP10	-2.471
VEGFC	-1.79733333333333
LARP1	-0.466
SRBD1	-0.43975
ITGB6	0.25825
SLC1A2	0.210428571428571
INVS	-0.739333333333333
MPO	0.3585
MOBKL3	0.5892
CUTL2	-1.292375
KLK2	-0.00725000000000002
VIM	-1.8275
REG1B	0.280666666666667
PCDHGC4	-0.13375
C3orf34	-0.682166666666667
SUMO3	-0.184833333333333
CST9L	0.48425
MLL4	-0.89075
SPR	1.39466666666667
SAMD9L	0.0765
ABCE1	-0.55775
SUPT3H	-0.647166666666667
ACTBL1	-0.02375
ADAMTS4	0.483166666666667
SLIT3	2.21825
RHEBL1	-1.11425
NPM2	-1.69575
MAN1C1	0.436
KIAA1856	1.0175
HSPA6	2.31275
LOC388152	-0.3615
C10orf140	-1.85525
ZDHHC12	0.7735
LIN7A	1.7025
PHC2	-0.5015
SPHK1	-0.68375
TRIM26	0.623375
FAM83E	1.594
C18orf24	-1.98316666666667
ZNF578	0.131666666666667
ORAI1	0.658
RUVBL1	-0.532
C7orf20	-0.0331666666666667
APAF1	-1.727
SLC36A4	-3.02666666666667
MYH11	4.61066666666667
NEK1	0.6188
MPP2	0.40325
C12orf24	-2.0935
TNK2	0.6186875
ZNF289	-0.43875
MATN3	-1.98185714285714
IFNGR2	0.650333333333333
ITPR1	0.590375
EBF3	2.9119
TBC1D20	0.9353
OR10P1	0.669
DDAH2	0.769
SHPRH	-0.53075
STX7	-0.5095
LOC554248	-2.16975
BCAR1	1.11575
ATXN3	-0.093
TRIM27	0.00225
CDC42EP2	-0.155
CHP	0.580857142857143
SOX17	2.771375
ZNF259	-0.924333333333333
CHCHD1	0.60575
ZDHHC19	-0.2235
GBP2	1.783
GARNL3	0.834375
MRC2	-0.65625
C1orf52	-1.48475
AOF2	-1.38466666666667
LRPPRC	0.8913
ACVR1C	-0.4875
TM4SF18	3.08083333333333
TMEM169	-0.356166666666667
PPP1R16A	1.292375
EBF1	0.295333333333333
RRS1	0.0141666666666667
SNX2	-0.15975
OR2T2	-0.2815
RBX1	0.31375
ANKRD54	1.1395
TSNAX	0.603
TMEM83	-1.77275
ZBTB7A	1.0355
ATM	-1.74608333333333
LOC338328	1.86633333333333
TIE1	1.228
HIST1H3G	0.983166666666667
PASD1	-4.4375
TINAG	0.6875
PCDHAC2	0.2845
LRRC15	-1.828625
WBSCR17	-1.1395
TFF2	0.05
PARP2	-1.1205
NDFIP2	0.1125
PCDHGB2	-1.853
WDR60	-0.2845
MAP7D2	-2.8276
USP45	-1.341
GSDML	-1.647
TNS1	-0.1563
PLCD4	1.6505
IQCD	1.42166666666667
SMPX	-1.99075
CD9	1.57133333333333
SRGN	1.352625
CASP7	1.718
INOC1	-0.0381666666666667
DKFZp451M2119	-1.0435
VMAC	1.4975
USP53	2.0259
CAMK1G	-0.530125
TMEM106A	0.455333333333333
CDC20	-1.3618
ACSL5	-0.832
CBWD5	-1.053625
C1orf87	-0.775333333333334
KIAA1274	-1.39775
PRUNE2	-1.63278571428571
LYPLA2	0.548833333333333
DOK6	-2.441
GPR149	0.049
FAM30A	1.08325
TMEM129	0.64875
SLC35B3	0.84275
ACPP	-0.4921
LOC200261	-1.7275
SLC4A7	0.387
CCDC40	1.20075
GART	-1.938625
THOP1	-0.36925
SCARB1	-0.15575
CACNA1F	-0.22125
TRIAP1	-0.3275
SYT14L	0.1245
SFRS8	-0.378833333333333
PBOV1	0.49975
GOLSYN	2.4195
GJB7	4.504
CAMK2N1	1.93583333333333
GREM1	2.918
FLJ20433	0.6375
QPCT	-3.025875
PRKAG2	0.918666666666667
H2AFX	-0.688
C6orf154	2.64825
PLOD3	-1.4
ZBTB39	-0.229
WASF3	-1.41325
DRG1	-0.10175
PRR4	-0.5245
SPCS1	0.2275
KDELR3	0.437666666666667
SRP19	0.346666666666667
GABRA6	0.39175
MFSD1	0.70225
MMEL1	3.154
PDXDC2	-0.1617
BUB1	-2.345
RNF138	-1.862375
MYLPF	-0.336
AIF1	0.590666666666667
DYNLRB1	1.9653
HCN3	-1.36533333333333
HIST1H2AI	2.13225
MAP4K5	-0.362
LASP1	0.515
LOC130951	1.319
PLAA	0.28875
KRT6A	-2.7625
C6orf117	-2.871125
ARHGAP23	-0.4265
PTF1A	0.0395
GPHA2	-0.18125
LCE3B	0.58875
MCL1	0.375071428571429
EHBP1	-1.02191666666667
PRNP	-0.895625
ZSCAN1	0.508
C1orf113	-0.419
FOXA3	-2.323625
NEB	0.42575
ASGR1	-4.9385
CTGF	1.76383333333333
RAB17	0.430833333333333
MST101	-0.22775
JARID1B	0.7258
USP37	0.2248
PTBP1	-0.729333333333333
PTPN7	-0.9565
CDC7	-1.87816666666667
SNX7	0.12
ZNF335	0.33075
CPT2	1.52
HEATR1	-1.186125
HSPC152	0.605625
C5orf40	0.459
PSME1	0.507833333333333
STAG3	-1.27825
TMEM154	-0.0263333333333333
KLHL32	-0.537
TSGA10IP	-0.9745
SUV420H2	-0.0956666666666667
SF1	-1.3002
2'-PDE	-0.107
PNLIPRP2	-1.9775
TRSPAP1	1.00958333333333
NUP210	-0.695833333333333
ANP32C	-2.5622
RAB11B	0.5655
ASB15	0.359
ITGB3BP	-1.21
UBASH3A	-1.307
YWHAB	0.754625
TPRX1	0.67825
LY6G5C	0.511
SLC7A2	1.19925
CLK1	-0.6514
HSD3B7	0.242333333333333
VDR	2.47275
C16orf74	1.41725
ACE	0.109
PSMA2	0.238
CCDC131	-0.442
ZNF213	1.56133333333333
EML2	0.045
ALS2CR13	-0.559666666666667
GLYATL1	0.85625
DSPP	0.14
DHFRL1	-0.03775
C10orf30	-2.59
SH3RF2	-1.89933333333333
LOC197322	1.047
DLL3	-1.154
TIGD7	0.261
GFRA3	0.1265
CPA1	0.0205
RTN4	0.657
PPT2	-1.31333333333333
FASLG	2.3005
FOXP4	0.429375
RPL26	-0.6244
GNL3L	-1.4325
FMR1NB	-0.340833333333333
CD163	7.1675
SGPP2	1.33975
GIMAP2	0.78975
CD37	1.05883333333333
DPT	2.095
NBLA00301	1.04275
RGS5	2.02266666666667
C9orf4	0.372
ACTL8	0.675333333333333
PRKAR2B	0.27325
OPLAH	2.24816666666667
C20orf134	2.06275
SPACA5	0.34375
TBL1X	0.862666666666667
TSPYL3	-0.1955
CHCHD3	-0.92025
CRKRS	-0.246333333333333
GPR65	4.2365
DFFA	-0.455875
FUT1	1.5005
C6orf204	-0.618
TMEM51	-0.46675
ZNF580	0.18025
CMTM2	0.0775
C20orf200	-1.335
EZH1	-0.473666666666667
FDX1L	-0.067375
MRPL32	-0.2905
PCAF	-0.7664
ALOX15B	0.894833333333333
CD59	0.07
CDK9	-0.14325
ERP29	-0.00666666666666666
TTR	-5.962
BCMO1	1.8655
DDIT4	-0.954
PTGDS	2.754
C3orf63	-0.668666666666667
BST2	1.0825
CYP1A2	-0.4245
C5orf25	-3.3145
STX1A	-0.742294117647059
OR2A12	-0.257
SH3BP5L	0.158
SERINC5	1.058625
USP6	-0.3498
MRPL3	-0.0665
POMP	0.7225
INPP4B	-0.4945
GMPPB	1.6705
EAPP	0.3095
AHSA1	0.85975
ABCA11	-0.00699999999999999
SLC5A6	0.451416666666667
HIVEP2	0.66
SUMO2	-0.454875
KIAA1822L	1.87233333333333
C11orf67	0.3785
TXK	-0.50725
PHCA	-1.355625
ICAM4	-2.32016666666667
FPGS	0.0898333333333333
SNRPA1	-0.83625
KCNJ4	-1.06225
KIF6	0.2723
HIST1H2BG	1.8685
SLC5A5	0.0095
ZNF354B	-0.294833333333333
IL12RB2	0.1865
C11orf76	0.422166666666667
GAL3ST2	0.447
AIFM2	0.116375
SYNC1	-0.618125
UBL3	0.473
PIK3CG	-1.50733333333333
NLN	-0.7596
BCORL1	0.20275
CD5L	-0.04625
ZNF238	-1.96616666666667
KIAA1394	-1.02625
C16orf55	0.6604
CYP3A7	-1.1395
KRTAP3-1	-1.785
TFDP1	-1.587
MND1	-1.00975
NODAL	-0.2675
GTPBP4	-0.41425
TUBGCP2	0.54775
SLITRK5	-1.6315
CIC	0.50625
CD79A	0.363
SAMD14	0.7735
TNPO3	-0.5
OR10G3	0.18
OR10G8	0.6165
CCDC111	0.163
HOXC9	0.0505
DCUN1D1	0.1475
CYB5R1	2.23025
TSR2	0.947
DAB2IP	0.7587
SLC6A5	0.3215
RAB3D	2.43975
DCUN1D4	-0.0705
ERBB3	2.29616666666667
SDC1	1.68008333333333
ATP6V1H	1.16783333333333
SYK	1.731
ST20	-0.49
C13orf30	-0.0385
WDR40A	0.298833333333333
ADMR	0.421
LOC388335	0.57675
ACSM1	0.071
TDG	-0.05725
FLJ11235	1.40325
MRPS5	-0.954833333333333
AGPAT2	0.0386666666666667
SLC12A1	0.214875
CYP27A1	-0.87125
THAP7	0.2065
XPO1	-0.139666666666667
ALMS1L	0.228833333333333
C1orf2	0.086
ZNF777	-0.106333333333333
CAMK2A	0.420833333333333
SMC1B	-0.09275
IHPK2	-0.481266666666667
LEMD1	-3.17225
NKD2	-0.056
CLU	1.33064285714286
ARMETL1	0.0175
PABPC4	-2.52025
CXCL12	1.87183333333333
TFAP2C	1.4194
TTTY8	1.2315
ABCB10	-0.9373
ENDOD1	-0.384833333333333
IDI1	-0.5935
KCTD6	0.696833333333333
CCDC105	-0.1535
ULBP2	-0.962333333333333
ZDHHC5	1.18925
WNT8A	-0.3165
COMMD10	0.32075
KLHL12	0.20125
GPR50	0.2945
NR5A2	0.114125
OXGR1	0.353666666666667
EHD3	0.61775
CAPRIN2	-0.19625
KLRC3	-3.456
SF3B1	0.00349999999999999
IPO7	0.073
ALDH1A1	-1.28766666666667
ANKRD5	1.400625
TSNARE1	0.675
DDEFL1	1.42275
RNASEL	1.31066666666667
DNAH9	-0.665
HELLS	-2.025
TNS4	1.1175
NAV1	-1.3689
KIAA1409	-0.228
C20orf26	1.42816666666667
TUBG1	-0.21425
IRX2	1.103
CNGA4	-0.0595
MGC50559	2.19433333333333
OR4K17	0.109166666666667
TM2D2	2.39116666666667
FAM32A	0.38975
TXNDC14	1.2655
CCBL1	-1.559
ANK1	-2.3222
PRSS23	-3.005
PPM1L	0.7935
SPATA20	0.773
APCS	0.10825
C14orf122	-0.0385
PSMB5	0.35925
C6orf10	0.3755
SETDB2	0.234833333333333
SPNS3	-1.1245
SGMS2	1.47133333333333
MXD3	-0.3075
MON2	0.1401
CARTPT	0.4435
HNF4A	-1.01833333333333
RABEP1	1.7485
TNFRSF10B	-1.707125
USH1G	0.1055
PPAP2B	-1.88683333333333
TMEM16K	0.1305
CTDSP1	0.179333333333333
CDK5R1	-0.34
GABRR1	-0.1445
OPN1LW	0.2955
FAM98C	1.211625
DBN1	-1.161375
ACAD10	-0.1895
QTRTD1	-0.29975
WNK3	-1.432
RPS19	-0.38775
C1QB	3.247125
OTUD5	-0.561375
SLC41A2	1.0825
TMEM22	-1.714
KHSRP	-0.935666666666667
TNFRSF11A	-0.7735
FBL	-1.60433333333333
IBTK	0.0828333333333334
OXER1	-0.084
CBLN4	-0.375625
GPR172B	2.6565
CFTR	-1.25775
VSX1	0.63
CAMK1D	0.34275
LOXL3	-2.67175
RTP4	3.08125
SLFNL1	-0.05
KIAA0828	0.113375
PAR5	0.032
LOC723972	-2.42625
GDI2	0.08925
CEBPA	0.9114
MLF2	0.398333333333333
AFMID	-0.7605
ALOX12B	0.16325
BPHL	0.02575
COX5B	0.03325
S100A10	0.4148
THOC6	-0.07025
NHN1	1.07
RRP12	-0.247
ARID3B	-2.71125
CD3G	-1.9145
KIAA0133	-0.2905
NAT11	-1.43383333333333
PPAT	0.361833333333333
SIRT3	0.1453
TCERG1L	-2.123
NIPA1	-0.3929
DPP8	0.1751
IL7R	0.7555
ZFP64	0.321583333333333
DMAP1	-0.0425
TRMT12	1.9865
TLR4	1.3367
WFIKKN2	0.43825
RAB12	-0.419333333333333
DDX51	0.024
KIAA1086	-3.15
ZNF295	-0.0448333333333333
ACVR2B	-1.88007142857143
LOC494150	-0.0455
ZNF517	0.2205
DNASE1L2	-0.518166666666667
SUFU	0.3675
LOC283677	-0.3975
LMO3	-1.54033333333333
PPP2R5D	0.0473333333333333
ZNF587	0.4345
HIST4H4	0.99725
CYP2C8	-0.0555
C1orf80	-0.368166666666667
DOCK5	-0.514833333333333
C9orf24	0.6075
OR5AR1	-0.063
C11orf24	-0.43275
UNQ1940	-0.59575
CAP2	1.01633333333333
TIMM44	-0.63875
DSEL	-2.5225
ROM1	1.52925
FBXO4	0.24975
MYLC2PL	-1.71925
MLH3	0.6565
NOX1	0.192666666666667
DPEP2	2.02075
DNAJB5	-0.35175
RLTPR	0.00950000000000001
MBIP	-0.926333333333333
COPB1	0.110166666666667
SFTPA1B	0.032
C10orf4	0.0319
PRELID1	0.629
NOLA1	-0.1485
C19orf24	0.7965
TLR9	-1.496
HLA-DMA	3.31325
HCRP1	-1.507
GPR137	0.449833333333333
ITGA11	-2.13833333333333
PHF13	1.0265
MARK4	0.207
METTL4	-0.882
MBD3	-0.2272
LOC134145	1.01275
FGF3	0.3975
SLC35A3	1.8685
CLEC16A	-0.38175
AMOTL1	-1.58683333333333
FLJ31438	-0.36675
PAICS	-0.5485
TOMM40L	-0.167333333333333
MMD	-0.362
KLK10	-0.8103
NIT2	0.714666666666667
SERPINB10	0.36925
KLF15	-0.7748
CCDC5	-1.49475
WSB2	-0.92675
ME3	-0.6535
CACYBP	0.397666666666667
TCTN2	-0.687
JAK1	0.309125
C2orf25	0.07875
GPD2	0.51875
FBXL11	-0.545333333333333
CDV3	0.378083333333333
GALNT11	0.21125
NDUFA12L	-0.9546
FLOT1	0.683
TOR1AIP2	-0.000999999999999987
MMP25	1.07375
C1orf164	-0.9519
CHST5	0.43925
LYRM4	-0.8139
GPER	-1.789
HIPK2	0.186416666666667
DAP	0.9116
ZMIZ1	0.9005
DDX58	2.64375
DCC1	-0.8775
AKT1	-0.093875
ENPP6	0.8465
ERVWE1	-0.402666666666667
CDC34	-0.24575
RNF125	-2.81675
CASC1	2.57825
SHROOM2	1.37475
RRM2B	1.366
COL6A3	0.462125
TMEFF1	-3.0565
PLEKHA4	-0.6013
LYSMD1	-0.0498333333333333
SEPT1	-0.770333333333333
AOF1	-0.3915
GNPAT	-0.14825
WDR18	-0.824
HSD17B12	-0.755166666666667
HIST1H2BM	1.729
INDOL1	-0.126833333333333
SUDS3	0.0935
C1orf192	0.539
CYP2B6	-0.41275
TBC1D2	1.22716666666667
SLC25A12	-1.128375
ERCC6L	-1.14816666666667
MGC10814	-1.26133333333333
POLR2C	0.262833333333333
ZNF77	-0.397
EIF3K	-0.2712
HPX	1.4555
ANKRD27	0.124125
MALAT1	-1.248375
PLB1	0.859333333333333
HRNBP3	-0.56475
CPSF4	-1.2765
OR52N2	0.5485
PIP5KL1	1.15
GH1	0.3475
HPS5	-0.8445
SLFN5	-0.607375
POP5	-0.0683333333333333
OVOS2	-4.0795
C20orf108	0.53375
MARS	-0.18975
CLRN3	0.561833333333333
ARSE	-2.118
PPIE	0.0868333333333333
PHACS	-0.3195
GP5	-0.6915
IL8RB	1.107
FCRLA	-1.9435
ARRDC1	1.3616
KRTAP9-4	0.1855
ZNF613	0.9175
OR11A1	0.5245
TMEM132B	-2.534625
PGLS	0.783
BSND	-2.45483333333333
KCNK18	0.147
FOXD4	0.4865
SV2C	0.5355
LCN2	2.23816666666667
ZNF490	-0.1546
C3orf15	2.7665
CACNA2D4	-1.769
CBX5	0.183
MAGEB4	-0.07625
BOLA1	1.05325
PPP2R5E	-0.44875
COL5A1	-1.14816666666667
ASB7	0.0923333333333333
SFT2D1	0.55575
DERL1	1.2896
RABL2A	0.578833333333333
MOAP1	0.19425
KIAA1545	1.1015
F3	-1.67325
PLEKHM2	-0.68775
CCDC89	3.43483333333333
EFCAB1	0.825625
TMEM48	-1.09325
SEPHS2	1.53475
PYGM	-0.63075
PRICKLE1	0.6915
WNT5B	-1.7385
TAS2R38	0.618
IMP5	0.1475
KHDRBS1	-0.2282
LARS2	-1.21833333333333
C3orf28	-0.92125
FTCD	-3.22325
C10orf68	1.0735
DGAT2L3	0.277
PSEN1	0.251166666666667
MGC33657	0.16
PLA2G4B	0.838833333333333
CDKN2A	-0.194083333333333
DLX1	-2.42375
TSHB	0.879
C18orf37	-0.075
MEX3C	-0.82375
MAMDC2	-1.19925
PDIA4	-0.610083333333333
ATP5E	0.518
CASP2	-0.724071428571428
SERBP1	-0.989923076923077
ZNF341	0.57
TESC	-2.44775
TMEM31	0.0305
OR51I2	0.5995
YTHDC1	-0.0460714285714286
JUN	1.22433333333333
AGMAT	-2.57733333333333
PCNXL2	-0.54725
ATAD5	-2.19525
STK38	-0.166
AZI1	0.7935
RBP1	0.466
C4orf26	-0.27
KIAA1026	1.22525
TMEM101	-1.9475
HSFX1	0.1455
TREX1	1.8705
C18orf10	-0.7876
TRIM15	-3.04675
CA6	0.17125
CEP57	-2.08575
AR	0.554333333333333
SESN2	-0.334166666666667
KIF3C	-0.584625
EPB41L5	1.298875
ARHGEF10	-2.33886363636364
POLR3D	-1.05375
INDO	-0.0583333333333333
GABRA3	-0.6505
SCG5	-1.5112
E2F3	-0.8707
TIGD5	1.93525
FGD6	1.53266666666667
KLHL3	-0.32975
SCGB3A2	-1.4505
URP2	-0.439
ATP6V1B1	0.4216
CALML6	0.5735
LOC100049076	2.078
TMF1	-0.2775
LOC388503	0.21025
CDH5	2.93925
RPS6KC1	0.204666666666667
DAAM1	1.3613
TNFRSF10D	-1.1425
GSTT1	1.1247
INPP5A	0.3725
TRAF3IP1	0.3244
SMARCE1	-0.525714285714286
VRK1	-1.6575
TTC16	0.52475
AARS	-0.424
ARHGAP27	0.476833333333333
ZAK	-0.602214285714286
ACSM2B	-2.2875
TRAP1	-0.194
MRPL53	0.861875
RNF44	-0.351
NPTXR	0.80375
DPYSL3	-0.479666666666667
APP	-0.2681
GLS2	0.333
MNX1	0.0378333333333333
CMTM7	-1.2615
OR10A7	0.0405
NYD-SP21	2.5655
ORC5L	-0.58175
SLC16A10	-1.9015
TMEM178	-0.9285
LOC441601	-3.752
PTGIS	0.3725
KBTBD7	0.551
C19orf41	0.099
CEACAM3	0.106416666666667
KRT23	-1.99125
SERHL	3.041
PNKD	-0.2121875
UBC	0.61625
ATRN	-0.205375
HAPLN1	-3.253
RANGAP1	-0.55525
C10orf26	0.525166666666667
KCNA7	0.54
SRY	-0.1335
LOC376693	-0.264
HIST1H2BF	1.89225
CDCA8	-1.43033333333333
MLC1	1.5485
TNIP3	0.411
OR4D1	0.5495
IFT52	-0.0995
GOLT1A	1.62033333333333
UTP20	-1
RP3-402G11.5	-0.025375
PRSS33	-1.1625
PMPCA	-0.23275
APOB48R	2.83283333333333
GLTP	-0.12775
MPL	0.24575
C9orf78	-0.89875
ADAM12	-0.557125
CSPG4	-1.957
LOC144305	1.2745
KRTAP4-10	1.0791
PAK1	-0.99825
ADCY7	-0.6939
TAS2R43	-0.919
FRAS1	-2.04014285714286
PPP1R14A	0.0775
OR2B6	-0.54975
ATP13A1	0.0851666666666667
SIDT1	2.233
C1RL	-0.7165
PRKRA	0.0635
TLN1	0.0162
RP11-50D16.3	0.216583333333333
MITF	-1.97208333333333
GYS1	-0.08875
LYG1	-1.17783333333333
NSMCE4A	-0.3578
DNAI1	1.177
HOXD11	-1.5675
FNBP1L	1.0671
DHX35	-0.1565
LCE3E	0.71925
SLC33A1	0.51125
DCLK3	0.226333333333333
TRIM33	-0.722833333333333
TMCC3	1.49833333333333
FBXO42	0.353166666666667
C1orf27	0.8586
C17orf50	0.422
RNF14	0.38175
SLC4A8	-0.3105
RAB3IP	1.6573
COX6C	4.13614285714286
PCSK1	-2.4088
SLC13A1	0.1165
ARF6	-0.408333333333333
KIAA1009	-0.468375
HOXA13	-3.12
HMGN1	-0.55425
CXADR	-2.75433333333333
MGC14436	0.086
UTF1	1.376
TSC22D1	0.2147
BZRAP1	1.63033333333333
PUF60	2.07541666666667
SHC1	0.133625
HOOK3	-0.2262
LIMS2	0.526333333333333
BAHCC1	-1.0315
CLCC1	0.2375
ENTPD3	1.411
SMO	-1.6515
PIK3R5	0.635
CDC14A	-0.159416666666667
KRT1	1.2195
ENOX2	-0.03
FLJ22655	0.007
FPRL1	1.325
INTS6	0.5724
ZCCHC5	0.887
SMC3	-1.035
C6orf123	0.741333333333333
FLJ20160	0.813
LOC653391	2.12116666666667
GSS	0.683
NT5M	-0.7845
SIX5	-0.46875
TAF5	-0.6695
KCNA1	0.3865
ANLN	-2.6145
MGC45491	-1.1505
SSTR2	1.27175
LYPD4	0.34225
TH1L	0.375375
CHRNA5	-0.3725
PNMA6A	-0.9565
FLJ16369	0.2825
DLX2	-2.80422222222222
C6orf108	0.573083333333333
ALDH3A2	0.356333333333333
CLEC1B	0.294166666666667
LEPREL2	-0.01625
FOXJ1	0.5603
OR1D4	0.534
PPIL4	-1.40525
MTRR	0.6765
SLC27A3	1.656
HTR7	-0.604666666666667
MIB2	0.190875
BHMT	-1.57666666666667
A2ML1	0.681
MSMB	2.500375
KIAA1383	0.105375
TRUB2	0.13925
PF4	-0.0493333333333333
IL1F5	0.415666666666667
LRRC37B2	-0.68225
IPO4	-0.474
FIGF	1.4645
QDPR	0.375
ZNF598	-0.11375
BOP1	0.576625
MAPK12	-1.06733333333333
POLR1E	-1.226
CEECAM1	-0.499166666666667
INSRR	0.174833333333333
SIPA1	1.0235
ULK4	-0.642
BTN3A1	-0.7854
FABP5	-1.1549
KBTBD3	0.820833333333333
SORT1	0.129666666666667
YWHAQ	0.1435625
LRIT1	0.2425
KIAA1704	-0.9458
MEIS2	-2.6352
ENOSF1	-0.250166666666667
PCDH7	-1.27192857142857
FZD9	-1.0635
RPLP1	0.276
ZNF75A	0.10175
P4HA3	2.23475
NKX6-1	0.273
CTA-216E10.6	-0.2625
IFT140	1.58
DENND1A	-0.103166666666667
ALCAM	-0.4642
ABHD2	-0.301863636363636
QPRT	0.354166666666667
TRAM1	0.432071428571429
ATP1B4	0.407125
NUP37	-0.966
SAA3P	-0.358
SLC22A6	0.4665
KIAA0265	1.12175
ZNF41	-1.07425
ADAM19	-0.6625
ERAF	-0.9715
DEFB119	0.42925
DNMT3B	-3.56366666666667
SNF1LK2	-0.1985
MGC24039	-0.1815
TAS2R48	-0.530666666666667
PNLDC1	0.64375
ADAMTS16	-0.127875
TMEM92	-0.367666666666667
CCT8	-0.771166666666667
POGZ	0.0693333333333333
N-PAC	0.83075
GUCA1B	-1.4655
ZZEF1	0.3755
OR2C3	0.428
ZNF334	-3.09866666666667
RANBP6	-0.62575
LDHB	-2.29641666666667
BAMBI	1.75475
RAB5B	1.39275
FOXB1	1.8
MRPS12	0.2155
MRGPRF	0.653125
CRIPT	-0.085
CYP2D7P1	-0.419
RYR1	1.145375
NDUFA2	1.331875
TRIP12	-0.384583333333333
KCNE3	1.88583333333333
MOBKL2B	-1.0859
MIOX	-0.1265
ACOT7	-0.041
FGF6	-0.1265
RASSF5	-1.79
ATAD3B	-0.558
IKZF3	0.072
H3F3B	0.656357142857143
C6orf91	0.495
