Hybridization REF	TCGA-AN-A0FZ-01A-11R-A034-07
UNC84B	-1.4325
ZNF404	-2.13525
TMED6	-2.532
KIAA1462	-0.547
LRRC27	0.444333333333333
PYGO1	0.2315
PIGU	0.0338333333333333
ALAS2	-4.02633333333333
WRNIP1	0.25575
CNNM3	0.436
ZNF2	0.55475
ST3GAL5	-0.9985
MRPL23	-0.95425
TSSK6	-0.24675
PSMA6	0.9775
C16orf70	0.995
KIAA1602	-0.058
ALMS1	0.2515
DCN	2.301875
TMEM132D	-1.21975
SUCLG2	-0.227
ABHD14A	-0.249
DEXI	0.8075
AMPD2	-1.20716666666667
IFNAR2	0.641333333333333
CYB5A	0.7686
TLOC1	0.4283
NXF5	-0.964166666666667
NRBF2	-0.303
KCTD3	0.8205
ITGAE	-1.365
SLC30A3	-2.33533333333333
ZRF1	-1.54
IFRD2	-0.553875
XAB1	-0.2555
PYCR2	-0.242666666666667
SERPINB3	-6.027
TMLHE	-0.3231
GEFT	-0.05
ABCA5	-0.983625
EMR4	0.1905
TSFM	0.12725
HIST3H2BB	-0.81325
ARHGEF19	0.31425
TSPAN17	0.723833333333333
ABCC8	5.956
MAP1S	0.37
C22orf36	2.0585
BNC2	-0.299428571428571
HIST1H4A	-0.338
NDUFS3	-0.235333333333333
WDR3	-0.602
XKR4	-0.944
TTC33	-0.596857142857143
STMN2	5.2365
CPN2	-1.17483333333333
HSPC105	1.79925
PCOLCE2	-2.748
C3orf55	1.187
KLHDC9	3.56566666666667
TBC1D23	-0.14475
ATXN2L	-0.766416666666667
MAP2K3	-1.19283333333333
SCAP	-0.02825
ZNF486	0.936166666666667
C20orf96	-0.046
NARS	-0.63125
ADAMTSL1	-0.336357142857143
PRCC	0.486666666666667
CCDC126	2.73841666666667
ZNF675	-0.2245
CALCOCO1	0.44925
ANKRD43	0.33275
CWF19L2	-1.09766666666667
ZBTB32	0.2285
BRAF	0.75525
ODF4	0.78225
MGC14376	0.375166666666667
HORMAD1	-2.68466666666667
AAK1	0.0270833333333333
PEBP1	0.476416666666667
TNFSF5IP1	-0.603833333333333
DKFZp564N2472	0.6335
RMND1	-0.43925
IGKV1-5	0.953
COL1A2	3.18583333333333
SERPINA5	2.021875
AANAT	0.675
C19orf21	1.54833333333333
GEMIN5	-0.81125
UBR4	-0.419166666666667
LTBP3	0.573166666666667
AMHR2	-3.34516666666667
PROCR	1.73975
MYBBP1A	-1.5055
C20orf39	1.49133333333333
ZNF697	-0.16025
PASK	-0.7568
ZNF776	0.411166666666667
RFXDC2	-0.4365
KIAA0467	0.415
C10orf96	-1.366
ZNF503	-1.468
GULP1	-0.516333333333333
KCNE4	-1.63333333333333
DKFZp434K191	-1.17675
LOC196913	-0.3735
BHLHB4	0.299
CH25H	-1.5345
LOC81691	-0.808666666666667
ALPL	1.27792857142857
COL12A1	2.864125
FOLR3	-1.96283333333333
GPR123	0.1125
TRIM62	0.5975
ABLIM1	-1.0825
MAST3	-0.1035
RHBDD1	0.576666666666667
LOC338809	0.7145
RYBP	0.77725
TTC26	-0.875
ZNF22	-0.526333333333333
ISCA2	0.54025
RDM1	-2.1955
PIGM	0.34525
GNB3	-2.0675
ACTR2	0.3329
HMGB1	0.722
EDG1	2.72633333333333
SOAT2	-3.36025
OR10AD1	1.2
RAP1GDS1	0.386666666666667
LCE1F	0.771
ESM1	-0.0135
RCN3	2.32175
CREBL1	-0.496
DBNL	-1.19833333333333
PTGER3	0.62975
USP30	0.189
BCL2L12	-0.565333333333333
KIF26B	1.95275
ZNF416	-0.323
ZNF225	-1.25
C17orf70	-0.0185
ZNF554	0.435
RAE1	-0.6855
TNIK	-0.508666666666667
ACTN3	0.8095
MGC45922	0.4705
CCNA1	-0.724833333333333
RYK	0.804333333333333
IL26	1.198
LRP3	0.346
QARS	-0.66875
SOX7	0.835785714285714
BID	-0.743125
OR2S2	0.198
CXCL14	1.9715
C11orf47	-1.062
MGC29891	0.5595
HSPB8	4.9334
PRDM14	-1.6855
NUFIP2	0.79375
MNAT1	-0.35725
ZDHHC2	-1.47325
MBNL2	0.44775
ADD3	-0.037875
CSNK2A1P	-0.74
KLK6	-1.04616666666667
TMEM111	0.6019
KIAA1279	0.27125
NUBP2	0.681833333333333
RAB42	-1.89425
ID3	-0.3421
TM9SF1	0.68475
MDP-1	1.23275
POU4F2	0.2345
IQCK	1.77625
C16orf14	0.79575
CAPN3	-2.461
FAM43B	0.604625
RECQL	-0.796
AP1G1	0.501357142857143
CTNNBL1	0.1205
ECHDC1	0.0326666666666667
SMARCC1	-0.5788
FOXQ1	-1.499125
GNAI3	0.187
POLG2	-1.124
CD4	0.41775
ITLN1	-0.57
EBI2	0.236
IRF1	0.74175
PTPRE	0.9896
PTK2B	-1.371
NXNL2	-0.336
SOX4	1.34244444444444
TSPAN3	-1.41216666666667
SH2D1A	-3.76166666666667
C8orf58	-0.9635
USP20	-1.2775
DUSP22	-1.4475
CALB1	-2.51016666666667
L3MBTL2	0.276333333333333
MCRS1	-0.52075
TMEM118	-2.3375
C18orf8	0.319166666666667
FLJ10241	-0.17675
GJA12	1.08475
PKD1	0.326666666666667
ZFP3	-0.2985
JAM3	-0.8315
LAPTM4A	1.528
DIRC2	0.90675
KIAA2022	-0.208333333333333
MYOM1	0.487333333333333
TRPM8	-2.6885
MOP-1	1.2505
PHKG2	0.684125
ZNF650	0.32175
KIAA1522	1.4595
PSG8	-1.8135
DDX19B	-0.2
MOBKL1B	0.655
DIAPH2	-1.35433333333333
PTPN12	0.61175
CLN8	-0.4541
CRYZL1	0.245333333333333
CRY2	0.406
FCGR2B	3.47483333333333
PNPLA4	1.36225
ZNF454	0.84
DKFZp434B1231	-0.1055
CLDN11	0.8022
RFWD2	0.492833333333333
CIB2	0.927
MXRA8	3.086625
HRK	-0.273375
MAML2	-0.91425
C4orf31	-1.5105
C6orf192	-1.328
COG6	1.404125
FAM5B	0.175
NFATC1	0.5179
SEPT10	-0.702
SCYL1	-0.5615
RPP40	-1.48675
SCOC	0.6865
KIAA1450	0.96575
CTDSPL2	0.03575
TBX5	2.30783333333333
NAPG	-0.542125
RHD	-3.95833333333333
C14orf45	2.04816666666667
ZBTB22	0.559
PLCG1	-0.4565
ANKRD10	-0.279625
AQP7P2	0.53175
TAGLN2	0.3865
HTR2C	-1.177
SLC16A7	-1.162
C17orf83	-0.7965
TSGA14	-0.656916666666667
MDH1	-0.101
PPP3R2	0.4715
DCBLD2	-2.54164285714286
RBM33	0.336625
DPH3	-0.85625
SYT10	-1.23633333333333
FMO4	2.9455
THYN1	-1.29475
DRD5	-2.2095
OTOR	1.35785714285714
PGRMC2	0.1546
KATNAL1	0.135
PAQR6	-1.97625
UBE2I	0.62475
C14orf28	0.48975
C8orf70	-0.11425
FLYWCH1	0.26725
ANGPTL3	-0.4795
GLRX2	0.0853333333333333
ATP11A	0.626642857142857
ARL5B	1.24675
MUC16	-3.5485
SLC25A5	-0.478428571428572
ACRC	-1.297
MYO1C	-0.664125
FAM89B	0.6205
FAS	-0.592625
KIFAP3	1.45325
GLRA2	0.7945
BTN3A2	-1.0593
CNKSR3	-2.441125
CSTF3	-0.101666666666667
ARPM1	1.1185
KIAA1530	-0.3115
C9orf150	1.22233333333333
PRKCI	-0.188
tcag7.1015	-0.821
SOD3	-0.70225
ZNF574	0.66225
CYP21A2	1.245
RPL12	-0.17175
COMMD2	-1.0515
WIZ	0.24525
LOC344405	-1.593
ALDH4A1	1.39141176470588
CRYAB	2.4575
COPA	0.459933333333333
PCDHGA7	1.24616666666667
KIF11	-2.01427272727273
RASD2	-0.545875
SLC26A3	-0.685
ZNF175	-0.984
JAKMIP2	-2.85475
C8orf4	0.0628333333333333
PTHLH	-0.36025
SLC40A1	2.45025
OR7D4	0.183
PCDHB17	-0.972
CD36	3.08428571428571
C6orf203	0.694
PRKG2	0.9135
LOC400566	0.03925
ANAPC13	-0.0235
SLCO3A1	-1.42975
ZNF692	-1.715
FANCL	-1.554
SH3GLB1	0.62025
C12orf61	0.6445
KBTBD6	0.528
SUPT5H	0.105125
XRCC6	-0.4477
HUS1B	-1.056
FAM133B	-0.520214285714286
LOC728276	0.0715
KCTD18	0.752
SOS2	1.08083333333333
CCDC99	-2.1125
C1QTNF5	3.9885
NNAT	0.302
USP16	-0.232
LARS	-1.51775
ZBTB2	0.221625
ABO	0.0526666666666667
TRAF3	0.068
GALNT5	-1.445
NAP5	0.518375
ALG14	0.1405
KIAA0515	0.465884615384615
WDR75	-0.9935
TEX261	0.197083333333333
LY86	0.53025
LOC389072	-1.391
FLJ13611	-0.61225
MRGPRX2	-0.063
SNRPA	-1.441625
OR2G2	0.6315
GPRASP2	0.3115
C7orf42	0.347
C9orf163	-0.567
CYP11B2	-0.893
FCRL3	0.7838
PRDX1	0.8
FGB	-6.18666666666667
COX17	0.866666666666667
C16orf33	0.86625
PIWIL1	0.791833333333333
FOLR1	-1.8485
KIAA0082	-0.8205
FREQ	-0.365166666666667
TMCC2	-1.84766666666667
TCF12	-0.348333333333333
ZNF721	0.819
FAM130A2	-0.253
POU4F1	-2.27275
SNRPF	-1.255
SGIP1	2.10383333333333
ZNF641	1.1985
EMG1	0.48425
PRRG4	0.295
HIRA	-2.8185
MYNN	0.315833333333333
AEBP2	0.0436666666666667
TBXA2R	1.23683333333333
ISL2	-1.96266666666667
PCDHB11	0.1575
RNF144A	-0.68175
MARCH5	0.056875
DULLARD	-0.697333333333333
DCLRE1B	-0.845166666666667
ITGA8	0.7405
TP73	-0.471375
PRKCD	0.338
NDUFB4	0.1545
ATP13A4	-0.27675
ANTXR2	-1.18216666666667
COL4A3	-1.16983333333333
MYO10	-1.3573
SLC6A18	1.13275
PEX1	-0.56925
TMEM74	-1.98983333333333
RBM19	0.105
TAPBP	0.83935
RUNX1	1.784625
MID1	-2.48591666666667
GPR64	-0.7175
RASEF	4.88875
GABRG1	0.4725
MYO16	-1.32325
DBF4	-2.2495
TSHZ2	2.57625
RIPK2	0.279625
PPTC7	-0.427666666666667
KIF4B	-1.1915
LRRC31	0.39275
ZNF540	-1.629
EFNB3	0.633166666666667
LOH12CR1	0.27
STON2	-0.585166666666667
GLP1R	0.3505
CSTF2T	-0.920125
IREB2	-0.720125
GRSF1	-0.23
PDCD7	-0.801
LRRC43	1.487
CNR1	-0.660666666666667
IL1F7	-0.7795
C12orf64	-1.25125
FAM69B	0.17075
NR2E1	-1.73633333333333
MS4A6A	1.5713
FTL	-1.1389
C7orf36	-1.3395
PCLO	0.1378
DYRK2	2.26616666666667
ARIH2	-0.736875
SAMD7	0.564
SCNN1D	-1.08325
SLC32A1	-0.877714285714285
C22orf25	-0.664
MRPS18A	0.3347
GPR112	0.17
EARS2	0.80725
ERN2	0.6685
ATPBD3	0.00950000000000001
PRH2	-0.089
CDKN2D	0.1475
PGLYRP2	2.663
TRIM40	1.38525
SEC14L3	0.376
SLC22A1	0.005
BTN2A3	0.03075
RASA4	-1.10475
CCNL2	-0.529916666666667
MYBPC3	0.391
GJA4	4.239
CDC42SE1	1.318125
TRPV2	-1.77925
MYPN	-3.17244444444444
SIM1	0.42
CDADC1	0.268083333333333
ZFHX4	0.4965
NIBP	2.0255
ADAMTS19	-2.53125
ABTB2	0.08825
TSPYL2	-0.214125
EIF2S3	-0.5647
SOX30	-0.7975
AP2A1	0.165833333333333
DKFZP564O0523	-0.827666666666667
LOC285398	-0.4765
CDH18	-1.64075
CHL1	0.00175000000000002
GATS	-0.3996
TBC1D2B	0.421333333333333
OR1J1	-0.098
GSN	0.484833333333333
DPCR1	0.17175
GARNL4	-1.2785
SMARCA5	-0.41375
PLEKHG3	1.15666666666667
ZBTB45	1.22
FRMD6	-0.822
PLS1	-1.89266666666667
DGKZ	0.3815
EFNA1	2.1369
WDR85	-1.39625
ANK2	-0.90575
PAGE4	-0.576666666666667
SENP6	1.171
AKR7A2	0.8955
FKBP10	-0.57875
VEGFC	-0.799
LARP1	-0.0869375
SRBD1	-0.20725
ITGB6	2.05675
SLC1A2	-0.00992857142857141
INVS	-1.4575
MPO	-0.1315
MOBKL3	0.3551
CUTL2	-2.02875
KLK2	-0.0765
VIM	-1.7945
REG1B	0.6834
PCDHGC4	0.661
C3orf34	-0.6165
SUMO3	0.772166666666667
CST9L	0.76825
MLL4	-0.32725
SPR	2.58666666666667
SAMD9L	-1.08475
ABCE1	-0.6295
SUPT3H	-1.05633333333333
ACTBL1	0.64525
ADAMTS4	1.27766666666667
SLIT3	3.23525
RHEBL1	-1.132
NPM2	-2.1695
MAN1C1	3.3595
KIAA1856	1.1945
HSPA6	1.114
LOC388152	-1.4835
C10orf140	-1.45525
ZDHHC12	0.0935
LIN7A	2.6628
PHC2	-0.103166666666667
SPHK1	-0.23925
TRIM26	0.4676875
FAM83E	2.0755
C18orf24	-2.0145
ZNF578	0.0848333333333334
ORAI1	-0.4595
RUVBL1	-0.695666666666667
C7orf20	-0.0258333333333333
APAF1	-0.456
SLC36A4	-1.99916666666667
MYH11	3.834
NEK1	-0.3085
MPP2	-1.531125
C12orf24	-3.69
TNK2	1.0315625
ZNF289	-0.86475
MATN3	-1.32185714285714
IFNGR2	1.1985
ITPR1	1.476625
EBF3	2.7867
TBC1D20	0.7936
OR10P1	0.475
DDAH2	1.149
SHPRH	-0.25675
STX7	-0.537
LOC554248	-2.15125
BCAR1	0.19725
ATXN3	0.38725
TRIM27	0.049
CDC42EP2	0.437
CHP	0.649928571428572
SOX17	2.235375
ZNF259	-0.8805
CHCHD1	0.411
ZDHHC19	0.536
GBP2	2.1225
GARNL3	-0.424125
MRC2	0.1605
C1orf52	-0.289
AOF2	-0.762333333333333
LRPPRC	-0.264
ACVR1C	0.432
TM4SF18	2.94133333333333
TMEM169	-0.291333333333333
PPP1R16A	1.32175
EBF1	1.0385
RRS1	1.20266666666667
SNX2	-0.092
OR2T2	-1.366
RBX1	-0.67775
ANKRD54	-0.0723333333333333
TSNAX	0.518833333333333
TMEM83	-0.9245
ZBTB7A	0.6265
ATM	-2.46916666666667
LOC338328	2.58433333333333
TIE1	1.7185
HIST1H3G	-0.148833333333333
PASD1	-4.158
TINAG	1.1525
PCDHAC2	0.0539999999999999
LRRC15	0.3885
WBSCR17	-1.37725
TFF2	1.486
PARP2	-0.54125
NDFIP2	0.599625
PCDHGB2	0.325
WDR60	-0.51075
MAP7D2	-1.7296
USP45	-1.28375
GSDML	0.25
TNS1	0.2139
PLCD4	0.33825
IQCD	0.972333333333333
SMPX	-1.488
CD9	0.823333333333333
SRGN	-0.10575
CASP7	1.010125
INOC1	0.3625
DKFZp451M2119	-1.0135
VMAC	1.687
USP53	0.3201
CAMK1G	-0.543375
TMEM106A	0.4065
CDC20	-1.8781
ACSL5	0.252166666666667
CBWD5	-0.357125
C1orf87	-1.15266666666667
KIAA1274	0.48425
PRUNE2	-1.71369230769231
LYPLA2	-0.176333333333333
DOK6	-0.630333333333333
GPR149	-0.09875
FAM30A	0.0985
TMEM129	0.57975
SLC35B3	0.89625
ACPP	1.3602
LOC200261	-0.4805
SLC4A7	0.9023
CCDC40	2.35
GART	-0.9495
THOP1	-0.82075
SCARB1	-2.250625
CACNA1F	-0.199
TRIAP1	-0.778333333333333
SYT14L	0.599
SFRS8	-0.7705
PBOV1	0.0795
GOLSYN	2.12775
GJB7	-2.332
CAMK2N1	0.611
GREM1	2.48591666666667
FLJ20433	0.32875
QPCT	-3.517125
PRKAG2	1.08616666666667
H2AFX	-1.640875
C6orf154	0.80775
PLOD3	-1.126
ZBTB39	-0.394
WASF3	-0.750363636363636
DRG1	-0.6045
PRR4	-0.29
SPCS1	0.434
KDELR3	0.0715
SRP19	0.377833333333333
GABRA6	-0.00225
MFSD1	0.44525
MMEL1	3.54325
PDXDC2	0.4536
BUB1	-3.12744444444444
RNF138	-1.45
MYLPF	-1.37483333333333
AIF1	-0.557833333333333
DYNLRB1	1.5991
HCN3	-1.29383333333333
HIST1H2AI	-0.3495
MAP4K5	0.0530833333333333
LASP1	1.203625
LOC130951	0.167
PLAA	0.240875
KRT6A	-1.2
C6orf117	-2.662625
ARHGAP23	-0.565
PTF1A	0.985
GPHA2	-0.1335
LCE3B	0.65725
MCL1	-0.0797857142857143
EHBP1	-0.972416666666667
PRNP	-1.5208125
ZSCAN1	0.09675
C1orf113	0.367666666666667
FOXA3	-3.113375
NEB	-0.64025
ASGR1	-5.67183333333333
CTGF	1.57166666666667
RAB17	1.00666666666667
MST101	-0.177
JARID1B	0.7044
USP37	-0.3446
PTBP1	-0.4635
PTPN7	-2.18283333333333
CDC7	-1.9175
SNX7	0.014
ZNF335	-0.22975
CPT2	-0.41775
HEATR1	-0.730125
HSPC152	0.19375
C5orf40	-0.137
PSME1	0.662
STAG3	-1.90125
TMEM154	3.18833333333333
KLHL32	-0.561666666666667
TSGA10IP	-1.269
SUV420H2	-0.508666666666667
SF1	-0.3725
2'-PDE	0.0734375
PNLIPRP2	-1.2635
TRSPAP1	0.51925
NUP210	-0.514333333333333
ANP32C	-0.576666666666667
RAB11B	0.925833333333333
ASB15	0.83
ITGB3BP	-1.64825
UBASH3A	-2.61975
YWHAB	1.016125
TPRX1	-0.391
LY6G5C	-0.314625
SLC7A2	-3.414875
CLK1	0.5925
HSD3B7	0.0641666666666667
VDR	2.25625
C16orf74	1.6285
ACE	1.17666666666667
PSMA2	-1.144
CCDC131	0.9265
ZNF213	1.73916666666667
EML2	0.34775
ALS2CR13	-0.514666666666667
GLYATL1	-3.60575
DSPP	-1.9715
DHFRL1	-0.3055
C10orf30	0.638333333333333
SH3RF2	-1.6045
LOC197322	-0.488
DLL3	-1.888625
TIGD7	-0.7565
GFRA3	0.064
CPA1	-0.232666666666667
RTN4	-0.0548333333333333
PPT2	-1.923
FASLG	1.05875
FOXP4	0.414625
RPL26	-0.5564
GNL3L	-1.80166666666667
FMR1NB	-0.660333333333333
CD163	7.341
SGPP2	-0.37975
GIMAP2	1.4025
CD37	0.1935
DPT	2.8375
NBLA00301	1.84225
RGS5	1.65141666666667
C9orf4	-0.41
ACTL8	-2.691
PRKAR2B	0.89675
OPLAH	2.1845
C20orf134	2.56325
SPACA5	0.404
TBL1X	-0.0533333333333333
TSPYL3	0.9365
CHCHD3	-0.844
CRKRS	0.3305
GPR65	4.407
DFFA	-0.45
FUT1	1.6985
C6orf204	-1.17716666666667
TMEM51	1.30075
ZNF580	-0.678
CMTM2	0.99175
C20orf200	-0.461
EZH1	0.0251666666666667
FDX1L	0.167625
MRPL32	-0.78125
PCAF	-0.7067
ALOX15B	3.1965
CD59	0.78725
CDK9	0.420875
ERP29	0.0413333333333333
TTR	-5.58525
BCMO1	1.5005
DDIT4	-2.1002
PTGDS	0.647
C3orf63	-0.390333333333333
BST2	-1.4345
CYP1A2	-0.0271666666666666
C5orf25	0.21775
STX1A	-0.581352941176471
OR2A12	0.4475
SH3BP5L	0.52425
SERINC5	0.394625
USP6	-0.0306
MRPL3	-0.424
POMP	0.91575
INPP4B	1.77925
GMPPB	0.77175
EAPP	1.68075
AHSA1	-0.31775
ABCA11	0.213
SLC5A6	-1.02975
HIVEP2	0.32175
SUMO2	0.42875
KIAA1822L	-0.858666666666667
C11orf67	2.4985
TXK	-1.652
PHCA	0.4466875
ICAM4	-2.925
FPGS	0.173166666666667
SNRPA1	-1.19525
KCNJ4	-1.3555
KIF6	-1.0033
HIST1H2BG	-1.73683333333333
SLC5A5	0.63825
ZNF354B	0.0508333333333333
IL12RB2	-1.88625
C11orf76	0.674
GAL3ST2	-0.1765
AIFM2	-0.354125
SYNC1	-0.103875
UBL3	0.878125
PIK3CG	-2.323
NLN	-1.2195
BCORL1	0.958
CD5L	-0.3215
ZNF238	-0.746
KIAA1394	-0.90075
C16orf55	-1.2399
CYP3A7	-2.81675
KRTAP3-1	-2.658
TFDP1	-0.676333333333333
MND1	-2.6505
NODAL	-0.584
GTPBP4	0.7865
TUBGCP2	-0.41925
SLITRK5	-2.2805
CIC	0.13025
CD79A	-0.0571666666666666
SAMD14	1.14216666666667
TNPO3	-1.056
OR10G3	1.6305
OR10G8	0.205
CCDC111	0.1145
HOXC9	1.7145
DCUN1D1	0.67575
CYB5R1	2.13425
TSR2	0.32525
DAB2IP	1.0397
SLC6A5	0.6385
RAB3D	1.5225
DCUN1D4	-0.0568333333333333
ERBB3	1.52733333333333
SDC1	2.02875
ATP6V1H	1.26566666666667
SYK	-0.4385
ST20	-1.3055
C13orf30	0.792
WDR40A	0.8345
ADMR	0.76
LOC388335	1.277
ACSM1	1.7865
TDG	-0.435333333333333
FLJ11235	1.1445
MRPS5	-1.34716666666667
AGPAT2	0.796166666666667
SLC12A1	0.000166666666666677
CYP27A1	-1.7675
THAP7	-1.4635
XPO1	-0.378166666666667
ALMS1L	0.440666666666667
C1orf2	-0.207
ZNF777	0.1875
CAMK2A	-0.363333333333333
SMC1B	-1.60475
IHPK2	-0.00673333333333331
LEMD1	-3.15775
NKD2	-0.0364
CLU	-0.325571428571429
ARMETL1	-0.4705
PABPC4	-2.53275
CXCL12	1.6545
TFAP2C	2.8361
TTTY8	-0.2735
ABCB10	-0.6125
ENDOD1	0.249333333333333
IDI1	-0.3865
KCTD6	0.305833333333333
CCDC105	0.348
ULBP2	-1.48416666666667
ZDHHC5	0.55275
WNT8A	-0.16575
COMMD10	-0.122
KLHL12	0.137125
GPR50	0.312
NR5A2	0.0937142857142857
OXGR1	0.288333333333333
EHD3	-0.29575
CAPRIN2	-1.33425
KLRC3	-4.09225
SF3B1	0.293071428571429
IPO7	-0.46775
ALDH1A1	-1.71833333333333
ANKRD5	1.061
TSNARE1	0.895
DDEFL1	1.88675
RNASEL	1.73
DNAH9	-0.53275
HELLS	-2.80975
TNS4	1.9985
NAV1	0.6869
KIAA1409	-0.7685
C20orf26	3.638
TUBG1	-0.77325
IRX2	-0.76175
CNGA4	0.5455
MGC50559	0.730166666666667
OR4K17	0.168
TM2D2	1.16758333333333
FAM32A	-0.28575
TXNDC14	-0.64925
CCBL1	-2.092
ANK1	-2.928
PRSS23	0.9775
PPM1L	0.8855
SPATA20	0.86875
APCS	-0.63525
C14orf122	0.186333333333333
PSMB5	1.4335
C6orf10	0.3968
SETDB2	0.817
SPNS3	-1.70525
SGMS2	-0.45
MXD3	-0.306666666666667
MON2	1.7044
CARTPT	0.32425
HNF4A	-1.453
RABEP1	0.0308000000000001
TNFRSF10B	-1.805
USH1G	0.342
PPAP2B	-1.8435
TMEM16K	-1.1635
CTDSP1	1.0905
CDK5R1	0.1365
GABRR1	-1.0535
OPN1LW	0.5635
FAM98C	1.05475
DBN1	-0.242375
ACAD10	-0.43875
QTRTD1	0.16525
WNK3	-0.431666666666667
RPS19	-0.829625
C1QB	3.397125
OTUD5	-0.122125
SLC41A2	1.46233333333333
TMEM22	-2.08416666666667
KHSRP	-0.297833333333333
TNFRSF11A	-0.100666666666667
FBL	-1.60316666666667
IBTK	0.227166666666667
OXER1	-0.198
CBLN4	0.735625
GPR172B	3.713
CFTR	-1.95375
VSX1	1.356
CAMK1D	0.37025
LOXL3	-3.3225
RTP4	1.913
SLFNL1	0.34975
KIAA0828	0.632375
PAR5	0.055
LOC723972	-0.408
GDI2	0.4085
CEBPA	-0.0638
MLF2	-0.671166666666667
AFMID	-1.114
ALOX12B	-0.191
BPHL	0.203625
COX5B	-0.518
S100A10	-1.3241
THOC6	0.2595
NHN1	-0.33225
RRP12	-0.7755
ARID3B	-1.82575
CD3G	-3.40683333333333
KIAA0133	-0.73575
NAT11	-1.48333333333333
PPAT	-0.454833333333333
SIRT3	-0.1542
TCERG1L	-2.1705
NIPA1	-0.3126
DPP8	0.0269
IL7R	-1.51233333333333
ZFP64	0.858333333333333
DMAP1	0.1441
TRMT12	0.92325
TLR4	0.8415
WFIKKN2	-0.24175
RAB12	-1.315
DDX51	-0.663
KIAA1086	-2.67775
ZNF295	-0.5815
ACVR2B	-0.315285714285714
LOC494150	-0.0705
ZNF517	0.706
DNASE1L2	1.45416666666667
SUFU	0.223166666666667
LOC283677	-0.176
LMO3	-1.07116666666667
PPP2R5D	-0.5185
ZNF587	0.2425
HIST4H4	-0.0345
CYP2C8	0.26525
C1orf80	-0.308
DOCK5	-0.433333333333333
C9orf24	0.93975
OR5AR1	0.539
C11orf24	-0.04575
UNQ1940	-0.56275
CAP2	-0.287833333333333
TIMM44	-1.3795
DSEL	-1.3954
ROM1	0.683
FBXO4	-0.12475
MYLC2PL	-1.693
MLH3	0.8874
NOX1	0.609166666666667
DPEP2	2.41725
DNAJB5	-0.31025
RLTPR	0.081
MBIP	-0.106833333333333
COPB1	-0.677833333333333
SFTPA1B	-0.3815
C10orf4	-0.3905
PRELID1	-0.73525
NOLA1	-0.2085
C19orf24	0.23875
TLR9	-1.7975
HLA-DMA	3.20608333333333
HCRP1	-0.04
GPR137	-0.0563333333333333
ITGA11	0.634833333333333
PHF13	1.03683333333333
MARK4	0.989166666666667
METTL4	-0.45425
MBD3	-1.1767
LOC134145	0.811125
FGF3	-0.19275
SLC35A3	0.888
CLEC16A	0.78225
AMOTL1	-1.29491666666667
FLJ31438	-1.33025
PAICS	-0.868375
TOMM40L	0.314
MMD	-1.8685
KLK10	-2.0769
NIT2	0.624333333333333
SERPINB10	-0.66
KLF15	-0.7086
CCDC5	-0.209
WSB2	0.022625
ME3	2.870625
CACYBP	-0.431083333333333
TCTN2	0.1505
JAK1	1.73875
C2orf25	-0.033
GPD2	0.652
FBXL11	0.884166666666667
CDV3	-0.616083333333333
GALNT11	-0.28725
NDUFA12L	-1.6818
FLOT1	-0.451142857142857
TOR1AIP2	0.70575
MMP25	3.403
C1orf164	0.0304
CHST5	-0.12575
LYRM4	-0.70745
GPER	-1.223
HIPK2	0.293
DAP	-0.6387
ZMIZ1	0.968666666666667
DDX58	0.821875
DCC1	-1.5235
AKT1	-0.29
ENPP6	0.6175
ERVWE1	-0.7205
CDC34	-0.45825
RNF125	-0.57275
CASC1	2.33875
SHROOM2	0.7285
RRM2B	1.636
COL6A3	1.74475
TMEFF1	-1.76625
PLEKHA4	-1.2128
LYSMD1	1.52283333333333
SEPT1	-1.50416666666667
AOF1	-0.035
GNPAT	-0.064
WDR18	-0.32175
HSD17B12	-1.3805
HIST1H2BM	-0.819666666666667
INDOL1	-0.811666666666667
SUDS3	1.03725
C1orf192	0.5045
CYP2B6	-0.31275
TBC1D2	1.63
SLC25A12	-1.154375
ERCC6L	-2.1475
MGC10814	-1.2765
POLR2C	-0.387333333333333
ZNF77	-0.231166666666667
EIF3K	-0.3252
HPX	0.97925
ANKRD27	0.324875
MALAT1	-0.36025
PLB1	-0.0718333333333333
HRNBP3	-1.82325
CPSF4	-1.17925
OR52N2	0.2395
PIP5KL1	0.9915
GH1	0.3835
HPS5	-1.12375
SLFN5	-0.522875
POP5	-0.816666666666667
OVOS2	-3.78916666666667
C20orf108	0.52125
MARS	-1.8585
CLRN3	1.35483333333333
ARSE	-0.932333333333333
PPIE	0.0688333333333333
PHACS	-0.204833333333333
GP5	-0.428
IL8RB	0.985
FCRLA	-2.17942857142857
ARRDC1	0.7883
KRTAP9-4	-0.608
ZNF613	1.6135
OR11A1	0.468
TMEM132B	-2.496875
PGLS	0.37825
BSND	-2.79383333333333
KCNK18	0.625
FOXD4	-0.09325
SV2C	-0.31325
LCN2	5.13116666666667
ZNF490	0.8405
C3orf15	1.92
CACNA2D4	-1.05866666666667
CBX5	-1.78625
MAGEB4	0.228333333333333
BOLA1	0.82825
PPP2R5E	0.12675
COL5A1	1.78925
ASB7	-0.338166666666667
SFT2D1	0.122875
DERL1	1.0878
RABL2A	0.0966666666666666
MOAP1	-0.722
KIAA1545	0.543166666666667
F3	-0.59925
PLEKHM2	-0.832
CCDC89	1.92033333333333
EFCAB1	1.20775
TMEM48	-0.99125
SEPHS2	1.3015
