Hybridization REF	TCGA-AO-A03V-01A-11R-A115-07
DST	0.1001
LOC554235	-0.125
GLRX5	0.1805
C20orf12	2.2724
CAB39	0.263666666666667
MSH2	-1.40866666666667
PIP4K2C	0.922625
CYLD	1.7245
WTAP	0.5779375
MGAT4A	0.909444444444444
TSC22D4	0.4393
CHRM2	-2.1935
PPYR1	-0.287166666666667
CCNH	-0.646
RRM1	-1.00975
ECAT8	-3.64475
LOC400120	-0.19775
GABRA4	-0.149375
C14orf4	1.67666666666667
C1orf59	1.31525
CTDSPL	0.29325
NHEDC2	-1.254
PDE11A	-0.975375
KLHL29	-1.71625
CD5	-0.9947
TSPAN9	1.389
WDR67	-1.8215
THUMPD1	1.3437
C18orf17	0.545
CLYBL	-0.555666666666667
FLJ13231	-0.141625
CMBL	1.685125
LECT2	0.05675
NKAPL	2.309
LOC654780	0.409
OR4C6	0.1535
RAB30	-0.127
TSSK4	-0.1485
TMEM163	0.49
OSBPL11	0.421833333333333
GNB5	-1.45983333333333
CCL21	1.46425
C1orf121	-0.432666666666667
FMO2	2.923
RPTN	0.173
MSTN	-0.198
VCL	1.59007142857143
FYTTD1	0.554
C11orf1	-0.87275
CCDC88C	1.1336875
HFE	-1.15455555555556
MOGAT1	-0.8285
FAM125B	-0.380666666666667
IRGQ	0.119
RAVER2	-0.341
AKAP5	-1.41
SSSCA1	-0.23225
C11orf63	0.23025
ACTG2	0.093
PORCN	-1.0895
DTL	-2.70636363636364
TMEM151	0.51775
FAM122C	-0.6355
RSAD2	3.2166
BAT4	-0.511
KRTDAP	0.962833333333333
MYH8	0.07775
CRTC3	1.68075
LRRFIP2	0.0662
INTS4	0.0301666666666667
TTN	-2.495
SLC26A5	0.522
PLLP	0.1715
RGS6	0.46775
SRGAP3	0.224375
ZNF525	1.71416666666667
NBR2	-0.578
C13orf1	-0.0747
ZNF137	2.1755
CEP27	-2.41525
BEST2	-0.0735
RNF121	-0.62525
DMRTC2	2.6325
C8orf76	-0.6195
BCCIP	0.5035
MEST	-0.495
HTRA2	0.149
ANGPTL2	0.79625
ILKAP	-0.496333333333333
ERAS	-0.1275
HBS1L	-0.22525
CPA5	0.243
TMEM30A	1.44916666666667
CD300LF	1.69833333333333
WISP3	2.049
CRK	0.291071428571429
PDS5A	-0.4675
BRPF3	0.660833333333333
NEDD9	0.173375
SMPDL3B	0.839
PSG6	-0.43725
PSMD13	1.377
ETV5	-2.21373333333333
OR51A4	-0.2
BTBD7	0.8215
GSTO1	-1.68325
hCG_16001	0.46
MAD2L1BP	-0.417833333333333
COX6A2	0.19
SCNN1A	2.2295
LSM1	-0.755333333333333
UGT2B11	-2.22325
IDUA	-0.51475
PPP2R3C	-0.8985
COX11	-1.75883333333333
PDZK1	-1.6175
ZNF443	1.17683333333333
MGC21874	1.605
ZNF323	1.926
KRTAP10-10	-0.1485
CXCL6	-1.1385
SLC34A2	2.0735
LOC284402	0.4415
NPTN	2.28158333333333
UPP1	-2.80808333333333
SLC6A9	-0.1305
OR7G3	0.00100000000000001
CISD1	-1.30483333333333
ZNF545	1.20433333333333
SYT14	-1.2195
NT5C3L	-1.477
ZNHIT3	-0.891833333333333
SNRPD3	-1.01225
KIAA0701	0.146625
UNC93B1	1.223
GMNN	-2.68771428571429
SPCS2	0.469
LOC388524	-0.5415
NAPRT1	1.637625
PNLIPRP1	-0.41875
OR6V1	-0.011
PRKAB1	0.5125
EYA4	-3.80766666666667
KIF20A	-1.99825
ALG10	-0.71225
ITPKC	0.547833333333333
LMX1B	2.1015
RPUSD4	-1.64
C7orf34	-0.160666666666667
DLGAP2	0.188
PFN1	0.2369
MICALL2	-0.26025
ZNF654	1.6905
SS18L1	-0.775125
SLC16A8	2.2765
MKI67IP	-0.5635
ITGB3	-1.2895
TCEA3	2.70633333333333
CEP152	-2.4060625
CLIP1	1.142875
ZNF75	0.292125
ATP5C1	0.363833333333333
NUDT5	-0.747333333333333
PSCDBP	-0.04425
UBP1	0.3015
RBM27	-0.1305
C13orf15	2.191375
ZNF282	0.197833333333333
ZNF222	0.0652
COL10A1	4.763
PRDM15	-0.88025
TTTY5	-0.199
FAM9C	-0.0778333333333333
C20orf67	1.30175
GNG13	0.781
F12	-2.3395
C1orf41	-0.99
CPXCR1	0.5275
GSK3A	-0.099
SUPT6H	1.523
PI16	0.6545
ELL2	-1.29041666666667
C9orf167	-2.29533333333333
PVRL3	-1.2755
FLJ38596	1.368
ADAM20	0.065
GPR89A	0.3655
GPR87	-2.75
ZNF30	1.939
SMR3B	-0.01175
ZNF770	0.631875
TRPC4AP	-0.344666666666667
DKFZP686E2158	0.455333333333333
C2orf28	0.421333333333333
FREM1	-1.55366666666667
LAMA4	0.0171666666666667
ADPRHL2	0.06625
EIF4G2	0.8965
GUCA1A	-0.267
CTNNA2	-1.864375
NUDT15	-0.430833333333333
CEPT1	-0.1505
ZNFX1	1.0823
CCDC92	1.14475
TDRD1	-0.642
KCNK5	-2.5155
ETNK1	-0.0185
LTA	0.031
TTPA	-0.0243333333333333
B3GALNT2	-0.212875
SC65	-1.087
PEX5L	-1.02975
EPS15L1	1.4325
MGEA5	-0.8845
HIST1H3A	0.17025
ING1	1.502
BCAT1	-4.189875
ORC6L	-3.57845454545455
KLK11	-1.22683333333333
C19orf28	-0.928125
DNER	0.504875
MED22	-1.09371428571429
ETV6	1.32616666666667
CHAC2	-1.88425
CD300E	0.1415
CEBPB	0.453916666666667
ZNF398	-0.6925
LRCH3	0.184
HMGA1	-1.35683333333333
CAPN7	0.159833333333333
MGC5566	-2.71525
CCL3	2.771125
NANOS1	-1.3565
ZFYVE19	-0.978
APITD1	-1.4815
PARD3	1.591
IRAK4	0.0713333333333333
SERPINI2	-0.1715
CEP170L	0.77025
TTC9	3.08225
MYOM3	-1.1015
MLPH	0.834125
LOC222699	0.7565
NRG1	-1.72058333333333
TBC1D9	3.34936363636364
TTK	-2.52416666666667
ZNF557	0.3482
DDX41	0.1825
FANK1	2.884
UBE2D2	-0.05375
PSMB10	0.77025
MYH7B	-0.019
GABARAPL2	-1.197125
MARVELD2	1.92716666666667
DGCR2	0.764666666666667
UNC45A	1.15566666666667
C6orf72	0.914
ZNF683	3.674
GIT2	-0.5095
CASK	1.67616666666667
C14orf161	2.29616666666667
LRRC44	1.60825
TIFA	-1.253375
UTP11L	-0.771125
C6orf65	0.3035
FDPS	-0.959
DUSP9	-2.1476
SLC17A8	0.302
OR51G1	0.0901666666666667
NANS	-0.32
OLFML1	1.419
ATP10B	-1.74475
NPAS3	0.0605
PRKCA	-2.8567
GGA2	-0.604375
LCE4A	0.128
SPANXN3	-0.10725
CCDC115	1.789625
SDCCAG3	-1.679
GLIPR1L1	0.173
TTC1	0.0945
C17orf76	0.86125
MAD2L2	-0.68925
HIPK1	-0.1018
LRRC3B	-0.355
CLN3	0.557590909090909
C17orf47	-0.054
FMN2	-2.045625
TUBB1	-2.498875
WAPAL	-0.759333333333333
C3orf21	-0.60375
SCN5A	-0.4704
SMYD1	-0.322
BEX5	2.03525
ZNF192	0.2145
SEC22A	-0.3205
GRIA2	4.7895
KIAA0825	-0.91325
NUSAP1	-2.75945454545455
LANCL1	-1.025375
C15orf40	-0.8647
ZNF645	0.389125
GPR61	-0.29475
NLRP14	-0.1635
SNX21	-0.7521
C1QTNF8	-0.0455
C17orf46	-0.066
IFNA8	0.2285
SPRR1B	-1.999
FLRT1	-0.5965
SNX17	-0.37
ASB2	-0.491666666666667
HBG1	-3.959
RPRML	-3.128
JOSD2	1.684
PLSCR3	-0.07375
SPOCD1	-1.32833333333333
RAB39	-0.7635
GHRH	-0.320166666666667
ITIH5L	0.9945
C17orf37	0.35525
SMCR8	0.10225
DPY19L2P3	-0.787166666666667
IL11RA	-0.1655
GDF3	-3.65966666666667
RPS6KB1	-1.48608333333333
DNAJC19	-0.2709
TOP1	0.6565
CRCT1	-0.699125
MPST	-0.220375
DPM2	0.439
FAM38B	-2.46483333333333
SLC18A1	-2.76983333333333
FARP1	0.664333333333333
PAX7	0.0475
TUBD1	-2.24925
GNL3	-0.290375
BTG2	2.56873333333333
NDUFS6	-1.412
C1orf79	-2.118
ERAL1	1.35025
ECHS1	0.8255
VPS4A	-0.1475
CYP11A1	-0.5295
ABCC6	-1.79871428571429
PBX4	-0.5755
MOSC1	-0.705625
NCF4	-0.6465
HYMAI	0.65
NAGPA	-0.893125
OTOP2	-0.107
ACOT12	-0.16725
MTHFD2L	0.517
LOC441376	2.69175
C19orf34	-0.3885
RAB1B	1.4585
ALDOAP2	-0.311
NTRK1	-2.13233333333333
ARTS-1	0.1895
SLC6A11	0.376
NAP1L2	-0.65025
CNGB1	0.219166666666667
EPB41L4B	1.16975
FAM134B	0.68325
HS3ST3A1	-0.983333333333333
CPXM2	3.42075
SIRPB2	-0.2115
CHORDC1	-1.51483333333333
TRIB3	0.531833333333333
SLC2A5	-0.129
C2orf49	-0.87
DDX5	-1.012
OR5L1	0.294
ANAPC4	-0.582166666666667
ZSWIM1	0.160375
LOC93622	0.396125
KCNK3	-0.0363
RP11-35N6.1	-1.795125
ZFP161	0.081
AQP9	1.16825
SLC15A2	-0.762166666666667
MREG	1.20866666666667
OR9I1	0.5745
PDLIM2	0.083375
ADAM7	0.062
GSTCD	0.545833333333333
WDR21A	0.5305
SLC12A8	0.252166666666667
TMEM174	-0.104
IGSF3	1.56733333333333
LRRN1	1.04475
LOC402117	-0.15875
SRPK1	-1.90816666666667
LY6K	-0.5643125
NFIA	2.4175
PTCD3	-1.0695
LEP	2.52233333333333
PCDH21	-0.645666666666667
MAPKAPK2	0.716785714285714
NMNAT1	-0.597666666666667
LHFPL2	0.561625
C9orf43	0.9545
DIP2A	-0.1715
ACTR8	0.00612499999999999
CCDC34	-1.2405
PTPN22	-1.49125
ITGA3	-0.207625
FAM129C	0.4535
RABGGTA	-0.0678333333333333
UNC45B	1.1205
KIAA1033	0.44225
ZNF510	0.469166666666667
CYP2D6	0.9405
SLC26A10	-1.713
STX8	-0.56625
LUZP1	-0.295375
WDR89	0.0546666666666667
EIF4G3	0.1297
C5AR1	0.668375
ZNF623	0.7845
A2M	0.55925
TGM7	0.518
GRPEL1	-0.288
LMNB2	-1.7876
ROCK2	0.4755
SNX16	-0.027125
CCDC66	-0.48325
ANXA3	1.7635
KIAA1609	-0.78625
EED	-1.46825
RNF32	0.538
HES1	1.6767
CLC	0.246166666666667
ISL1	-1.03816666666667
KIAA0528	0.36675
MANEA	1.0885
C1orf61	-2.2515
hCG_2001000	0.5825
RAPGEF6	0.157
KIAA0020	-1.51033333333333
NEIL1	0.377
C16orf45	-0.572375
RBM10	-0.236166666666667
C10orf125	-1.59525
MRS2L	-0.7155
DNAH17	-0.879
C19orf10	-0.551
C1orf160	1.37475
SLFN12	1.09225
EXOC3	-0.367666666666667
HIST3H3	0.19775
NCOR2	0.678
TNFRSF9	-0.37675
MFSD8	-0.64375
ALX1	-3.9815
NOL1	-1.50975
PODN	2.6745
TIAL1	-1.6305
HIST1H1E	-0.7035
NPY6R	0.09825
TM4SF4	2.49675
CORO2A	0.67775
ETNK2	1.54016666666667
APOE	0.6142
ANGPT4	0.1605
HDGF2	0.0175
G30	0.4355
ST8SIA4	-0.630375
F2RL1	-0.172625
FAM19A4	-4.2195
CCAR1	-1.19575
B3GNT7	-0.231
OPHN1	0.1522
DSCR6	0.717
C21orf13	0.251166666666667
GAS2L1	0.32225
RFX3	-0.265333333333333
COPS4	0.63225
BCHE	-4.69366666666667
BCL2	2.83575
HBZ	-2.3225
ARL13B	0.385
MAPBPIP	-0.135375
MYO15B	-0.40375
SPZ1	0.226
KIAA1324	3.637
PLCL2	-1.055375
C4orf29	-1.605
WDFY2	-1.17125
ZNF284	-1.1015
NAALADL1	0.331
DUSP5	-0.173
PXDN	0.400875
SLMO1	-0.01175
TNXB	0.3435
BIRC7	-1.4195
A4GALT	0.361166666666667
TIMM22	0.044
FAM110C	1.88975
TOMM34	-0.595125
ABHD9	0.1755
ADAM32	1.464
CRHBP	0.29125
AQP2	0.261875
LOC130355	1.18825
ZNF187	0.3805
ZNF816A	2.723
F7	0.406875
CNOT1	0.3581
SLC13A4	-0.5625
ZBTB11	-0.845
B3GALT5	1.04375
EXOC2	1.05983333333333
IRS1	0.7954
TMEM1	-0.213833333333333
MRPL34	-0.713833333333333
SAMM50	-0.0675
CDC42EP3	-1.084
HSF2	-0.2804
MFN2	0.339
TSPAN7	-1.42466666666667
NUCB1	2.34508333333333
RHOH	1.6485
ARL16	-1.1635
TACR1	0.5945
SFRS5	0.531666666666667
SNX25	-0.487625
RHBDF1	0.825333333333333
PCDH18	2.1835
HMG1L1	1.37625
MYO5C	0.26475
MAPK10	1.1545
LDHAL6A	0.305
NUDT12	1.12366666666667
NCAM1	-0.482
GLIS2	0.034
GGTL4	-1.4575
DAPP1	-0.68025
ATF7	0.794
KIAA0748	-1.367
NFIL3	-0.885
TM6SF1	0.8588
SEZ6	0.343875
NANOS3	0.1765
DNAJA3	0.284166666666667
CLDN6	-2.7615
CIITA	2.2557
EPHA4	-1.11575
FANCC	-0.578
CMTM3	0.199875
PSG3	-0.79225
MRPL15	-0.73825
C21orf59	0.2335
PLCXD2	-0.482
C2orf34	0.832125
UBE2L6	1.3935
MED14	-0.151666666666667
HP1BP3	-0.0996
C6orf208	-0.1435
TPBG	2.494
OSR2	1.950375
XPC	0.381666666666667
KLHL7	-0.7315
CCR3	0.0416666666666667
AGTPBP1	-0.891666666666667
PCSK6	2.01213333333333
STAT5A	-1.1198
FAM18B	-0.45525
LONRF2	-1.82466666666667
PTPN2	0.10675
SF3A3	-0.152166666666667
EFCBP2	-0.06925
HCFC1	0.0195
AHNAK	-0.3654
ACTR5	0.60525
KIF14	-2.69571428571429
TENC1	1.18375
HEATR5B	0.6675
YIPF2	0.689833333333333
MYEOV2	0.332
DUSP18	0.76375
KIAA1012	0.93375
AHR	0.0798333333333333
C17orf53	-1.55216666666667
PTPRH	-3.20225
ATP6V1C1	0.1299
TAS2R3	-0.0955
LOC440356	-0.5425
COQ10B	0.3215
PSMF1	1.12933333333333
SORBS2	1.75258333333333
NFE2L2	0.36125
TMCO7	-1.154
SH3PXD2A	-0.0084
SH2D2A	-2.16875
SPINK5	-3.55075
MRPS24	-1.33275
OPA3	-0.21225
TRAF7	0.811333333333333
C4orf35	0.164333333333333
MT1G	0.230625
MGC39545	0.20025
HS1BP3	0.2006
OR2B2	0.19
CHRM4	0.3135
SFRP2	3.33825
RIC3	2.024
ART1	0.2275
C6orf1	0.575625
DUS4L	-0.6685
C10orf104	0.16925
TNFAIP6	2.346
RTEL1	1.431
CCT4	0.1863
ZNF709	1.16075
CHMP6	-0.129166666666667
UPP2	1.3295
CYP19A1	-2.74625
CD151	1.35866666666667
NDUFA13	0.334833333333333
ARFRP1	1.1185
FAM26B	1.497
CRYBA1	-1.566
MRPL41	-0.345666666666667
NPFFR2	-0.42625
HRH2	0.128
SCAMP3	-0.310833333333333
MTMR6	0.991
MTG1	-0.707
UBTD1	0.8185
CRABP1	-1.973
FLJ33790	1.9389
KIAA1908	-1.22883333333333
GPR158	-2.431
PACSIN3	-0.924
OMD	2.33333333333333
CATSPER1	-0.782833333333333
HOXB8	-1.672125
FBXO46	0.1975
OAS1	0.8894
SVIL	0.6675
PHB2	-0.86525
ADCY3	-0.451
NDRG2	0.647666666666667
ERMAP	1.0516
APBA2	-1.16966666666667
IGSF9	1.3085
WNT6	-0.719642857142857
MYCBPAP	-1.085
ATP2B2	0.3013
CPVL	-1.4674
TRAM2	0.196416666666667
NOP5/NOP58	-0.20425
ZNRF4	-0.16
TLK1	0.617875
MTMR12	0.888285714285714
ZNF384	-0.332666666666667
FAM9B	-3.2915
RPN1	0.9315
PMVK	0.295
EIF3D	-0.2257
SIX2	1.78625
HPS1	-0.0804285714285714
RNF7	0.2475
PSKH2	0.043
KCTD13	0.473166666666667
CSMD3	0.1665
FBF1	-0.4955
IL8	-4.829875
SERPINB13	0.120083333333333
FBXL20	-1.26625
BLR1	0.45125
SH2B1	-0.312833333333333
RFNG	-0.423125
RAB20	1.20616666666667
RBM7	-0.832
POLR1A	-0.0496666666666667
TMPRSS4	-2.4815
TAF9	-0.579625
TERF2	0.353166666666667
TNFRSF1A	0.243583333333333
ACADVL	-0.519833333333333
GTF2H5	0.231
EDG8	-0.430833333333333
C9orf140	-1.450375
UST6	0.206
ZBTB8OS	-1.034
ZNF710	1.857
GPR174	-1.847
ATP6V0A2	-0.3855
KIAA0319L	0.721
XKRX	0.193
DOPEY2	1.5798
SDHD	-0.96675
SUMF1	1.19175
OSM	0.914
OPN3	0.14
DAGLB	-0.264666666666667
PPFIBP1	0.1735
TRIM63	-2.70175
C10orf53	-0.322
LYPD3	1.15933333333333
BCL7A	0.4475
AGER	-1.06033333333333
TCF19	-2.018125
SAT2	-0.95675
PFTK1	0.4646
GABRE	-3.016875
C15orf38	1.6741
FIS1	0.238
KCNV2	0.09575
CLPS	0.24075
PPCDC	-1.0115
FOXN2	0.120166666666667
NT5E	-3.6278
CD83	-0.22075
IL18	-1.253375
VPS16	0.7155
IGFBP2	-0.9855
NOTCH2	0.23575
SIGLEC1	2.342
CD93	5.638
SULF2	1.47875
CEP164	-0.3515
P53AIP1	0.650166666666667
TOR2A	-0.285166666666667
ZNF136	0.61175
MGP	2.3305
CCDC144A	1.11116666666667
TRPC1	-1.49416666666667
SMS	0.325833333333333
MAPK7	-0.505166666666667
RRAGC	0.73275
PARD6A	0.127833333333333
NUB1	0.4245
SYNGR4	-0.18525
OR11H12	0.179
WIF1	0.425125
GCH1	0.60925
OR11H4	0.169
SLC44A5	2.0275
GPRIN2	1.18533333333333
LOC401431	0.099
CPA4	-3.1639
MELK	-2.44222222222222
IL15RA	0.4635
CUL3	1.037875
HMBOX1	0.72775
PODXL	-0.473
CCT6B	0.664166666666667
COMTD1	0.753
MUC20	1.24983333333333
GPX2	-2.89675
ITK	-1.335875
FBXL5	1.691
C13orf27	-1.4795
DEFA5	0.115
TRHDE	-0.461
MTP18	-1.62566666666667
UQCRQ	-0.1317
ITGB2	0.521083333333333
CSRP2BP	-0.005
TAS2R44	0.0145
PHPT1	-0.164625
FAM44C	0.1605
ERH	0.23575
MPHOSPH1	-1.4715
MORC1	-1.198
PARVB	-0.3095
LAMA1	-2.29283333333333
PGBD3	1.5645
GIMAP6	4.0265
AREG	-0.157333333333333
LIPT1	-0.4655
MGC99813	-0.391
C1orf201	0.173333333333333
GRIN2A	-0.5455
MAN2C1	-0.75925
NSUN5	-0.23825
SF3B5	0.3155
MYC	-0.7661875
NRXN1	-0.733083333333333
ZNF18	-0.5025
SPDYA	-0.6905
SLC37A1	1.3
DECR2	0.727
ANKRD38	1.618125
SPTLC3	-0.614
SUPT16H	-0.02
DTWD2	0.553
ULBP1	-0.2695
ZADH1	0.385
OIP5	-3.63925
IL10RB	-0.494833333333333
OTUB2	-0.249
VWA3A	0.196166666666667
SPIC	0.294833333333333
OR6C4	-0.2775
PSCD4	0.466333333333333
DPY19L2P2	-0.7055
TRAPPC6A	-0.152
C21orf2	0.0811666666666667
CEMP1	-0.12375
LIN7B	-0.889
E2F7	-2.88766666666667
VCP	0.2583125
LAMA3	1.70425
BGN	2.3635
GPR160	1.30333333333333
COCH	-2.44333333333333
GPR81	1.63966666666667
APOBEC3F	-0.96275
tcag7.1017	-0.407
C1orf32	0.155
SCGB1D2	3.99925
FLJ43987	-1.2525
C6orf170	0.3485
KLK9	0.158
GPD1L	1.77525
VPS37B	1.068
ATG3	-0.0543333333333333
ADAMTS17	0.7765
KLHDC2	0.056
NDUFV2	-0.09875
BLK	-2.285
MATN4	-1.384
GPM6A	0.2145
GBP4	2.63816666666667
TMEM162	1.8215
PKP2	2.4815
HRASLS	1.82455555555556
MMP1	-4.91675
SFXN3	-0.3113
FSD1	-2.006
ST6GALNAC3	-1.6455
CA12	3.148
NCOA6	-0.26875
C19orf58	-0.1021
PPP4R1	0.436166666666667
MAN1A2	1
IKBKAP	-1.585
UPF1	0.329333333333333
KIAA1219	2.20225
WNT16	0.0738333333333333
SNW1	-0.092375
IL18RAP	2.15975
RPP30	-0.878
CDC40	0.556785714285714
SETD3	0.4645
SLAMF6	-0.03025
ELK4	-0.003
TRIM47	0.245333333333333
ACOX3	2.785625
TRIM6	0.5925
KIAA0372	-0.0153333333333333
TP53AP1	0.72775
SMURF2	-0.65275
ADAD1	0.278
EBP	-1.4381
KRTAP13-2	-0.0715
FLJ36874	-0.220666666666667
TOR1A	-0.868333333333333
P2RY4	-0.058
GPBP1	0.002
TRPV1	-0.34
ADAMTS12	0.176833333333333
PES1	-0.1217
ATG4A	0.3985
MAGEA10	-4.812
WFS1	0.905
CC2D1B	-0.633666666666667
PABPN1	0.2815
SLC25A30	0.1075
SLCO1C1	0.424333333333333
SLC22A5	1.999
KIF23	-1.22016666666667
SYN2	-0.0678333333333333
ASPN	7.08183333333333
CENTG2	1.10075
QSOX2	-1.916
FLJ10815	0.495833333333333
STK24	0.2094375
SPEG	-0.6117
STK10	-0.268833333333333
DACT2	-1.6595
AAAS	0.05925
SSX3	-1.938625
ABCD3	1.0336
C4orf12	-0.753125
PARVG	0.226666666666667
FIG4	1.53525
C9orf46	0.44475
TMCO6	-0.823
IGHMBP2	-0.5685
DUS2L	-0.387666666666667
FAM3C	0.2476875
TMEM16D	-2.0525
DCTN4	0.8935
KCNH3	-0.2455
EIF2AK2	1.124
AP1S3	0.645125
CST4	2.0505
PAM	0.30425
NUTF2	0.01325
CITED2	0.0587
SLC39A4	0.5315
C2orf52	-1.5515
GRM3	0.36425
C12orf49	0.541
CCDC49	-0.5068
GRAMD1B	-1.797125
FNDC4	0.77425
SIAH2	1.084
GDPD4	-0.30025
C21orf87	0.261125
ATP5A1	1.11233333333333
C16orf63	-0.144875
LOC388135	-0.655166666666667
ATP5J2	-0.28075
MMP3	-2.047
EMID2	-0.12325
CRHR1	0.374
WDR70	0.559
C13orf31	1.6165
ZFAND1	-0.964
CCL18	3.2595
C3orf49	-0.839
RINT1	-1.592
KIAA0408	-2.23283333333333
F13A1	3.8213
SLC10A1	-0.0338333333333333
OGN	1.116
GIPC2	-1.48866666666667
XPO6	-0.384
LCE1A	0.4935
FMR1	0.6705
LOC374920	-0.863
DUSP3	-0.14775
ANKMY1	-0.07875
C7orf50	-0.28325
BBS9	-1.0492
UNC119B	0.250125
C9orf72	-0.61825
MGC35440	-0.37375
ENTPD6	1.035125
PPP1R2P9	0.158
ERCC4	0.4135
FAHD2B	-0.0775
HMHA1	-0.138
HACL1	-0.51525
RAD23A	0.563666666666667
FAM83B	2.9145
PPP5C	-0.308333333333333
RNASEH2C	-0.980125
C9orf153	-0.05675
SCAMP4	0.912125
GHITM	-0.0221
NDUFB7	0.258375
ADCYAP1	0.843
SP110	0.9835
MAP3K7IP2	0.37125
DHH	-0.214
AGRN	2.04692857142857
WDR33	0.233833333333333
CEP290	1.282
PRPS1L1	-2.98333333333333
KLRA1	0.109
GPR97	-0.073
CHD7	-0.337083333333333
TLR10	1.21625
SLC30A8	-1.2235
HIC1	1.98016666666667
IAPP	-0.823
RXFP4	0.03825
GP1BB	0.02925
SHQ1	0.924
NKX2-3	0.0181666666666667
API5	0.54125
FTHP1	0.9495
MOV10L1	0.751666666666667
TRIM6-TRIM34	3.0145
ADHFE1	0.002
FAM117A	-1.44
DDI1	0.135333333333333
CDON	0.435666666666667
TRIM73	-0.994
IGKC	3.908
MMP14	-0.347166666666667
DYNC1LI1	0.03525
C11orf66	1.25925
TRBV3-1	-1.30925
FASTKD5	0.49625
BIVM	-0.317
LHX4	-0.522
CXCL2	-0.9143
RAB2B	-0.134
IZUMO1	-0.459
MAP3K15	-2.539875
FAM19A2	0.902666666666667
ZC3H8	-1.02683333333333
ZMAT1	2.43375
SPINK5L3	-2.866
SLC10A6	0.58
APPL2	1.08125
CARD10	-0.825
LOC402176	-0.042
EEF1D	0.9332
RAB6A	1.2074
C12orf5	-0.922
PAPOLG	0.19575
MSRB2	1.54625
BCR	0.169222222222222
PUS3	-0.954
TIAM2	-0.30625
ZNF317	0.275333333333333
CHD2	0.222428571428571
FZD5	-2.306
NUDT8	-1.11975
ZNF763	0.6765
PRC1	-1.25911111111111
ABCB9	1.55433333333333
SPATA3	0.07725
TRAK2	1.294125
STAB1	2.41725
LRRTM2	0.0225
psiTPTE22	-0.028
DBI	0.72
SERPINA11	1.291
NAT5	1.05325
C20orf58	-2.144
RPS6KA4	0.4235
FLJ90650	0.4925
TGFBRAP1	0.82375
CHRDL2	1.10925
FAHD2A	-0.694833333333333
CNTN1	0.1555
BBS4	1.0477
TMEM181	0.22
MINPP1	-0.63475
MPHOSPH6	-1.96533333333333
HOXC10	1.4078
ITPKB	-0.04375
CLPTM1L	-0.742
MEOX2	1.06216666666667
ATP6V0C	1.033875
PRPF8	-0.118833333333333
TMC5	3.79125
FKBP3	-0.9345
PLEKHB2	0.028125
OR4D6	0.1185
ZNF544	1.705
D2HGDH	-0.944625
RPL18A	0.149
HEL308	-0.085125
MPP6	-3.42825
TCERG1	-0.81
KRT16	-1.4015
KLF17	-1.122
KLF5	0.81375
CDR1	2.884
VCX3A	-2.758
FBLN2	1.45225
C14orf104	0.14625
HBE1	-4.2174
OR4S2	0.6625
C1orf108	0.2085
ROBO4	3.32433333333333
CPEB4	0.88575
C11orf80	1.00633333333333
BCKDHA	0.7085
MYOC	1.04175
GIF	0.3715
CKMT1A	0.461
RPL3	0.3268
THBS1	2.343625
APOO	-1.19275
ARMCX1	2.26175
HSZFP36	1.1835
SNAPC5	0.336
EIF4ENIF1	-0.105
ZNF433	1.34425
TNFRSF21	-1.096625
TMPRSS7	0.039
SPATA18	-0.1149
HPDL	-2.1655
MKL2	1.4833
TBX3	2.41807692307692
C21orf93	0.147666666666667
DAXX	0.7295
ELMO1	0.32725
RGS13	1.24733333333333
TAF11	-0.60325
UNC13A	-1.780375
LOC653314	-0.6115
ORC3L	-0.5605
IMAA	-2.275
TARBP2	-0.34425
CABIN1	-0.2789
TRIOBP	0.3799375
HIST1H2AC	0.494875
RGS22	-1.78533333333333
NCOA1	0.907666666666667
IL25	0.965
SNCG	0.459
GPR6	0.429
AMDHD1	-3.33783333333333
CHEK2	-1.700375
C6orf142	1.87075
DRD4	0.1965
C14orf68	-1.49175
GDF11	-1.42925
SEMG2	0.1655
CD247	-1.5105
CDAN1	-0.62475
RBMX2	0.174666666666667
TGS1	-0.014
OIT3	1.27225
SYF2	0.262
MCM4	-2.159125
PKHD1L1	0.445625
CEP192	0.1605
IFT88	1.75075
RPL9	-0.106714285714286
RAB32	-0.607875
DDX43	-3.535
P2RX2	0.324333333333333
OR5D18	-0.0225
UBE1	1.31383333333333
SLC24A1	1.62975
ARHGAP5	1.01925
CETP	-0.16325
KIAA1731	-1.29666666666667
SLC9A4	0.55
PTPN6	0.8175
BAHD1	0.43625
GRIK3	0.9045
CACNB2	-0.4246
PDE10A	-0.516
DGCR14	0.21175
PCDHB9	0.328333333333333
RHOQ	0.540833333333333
MAP3K4	0.029
KTI12	-0.0318333333333333
RPL23AP13	-1.538
GNG11	-0.3585
CLCN3	0.5035
GPAM	-0.666375
VSTM2A	4.469
SLAMF7	1.94633333333333
INTS2	-2.60925
PPP2CA	0.7823
LRP12	0.00566666666666669
SEC14L2	0.666
DKFZP586H2123	2.20625
MC3R	0.004
CIRH1A	-0.897
HIST1H2AB	0.496166666666667
POLH	-0.16175
MGC16703	-2.06783333333333
SNAPC2	0.3855
FILIP1L	1.56675
RASGRP4	0.083
LRRC1	3.146
GAS1	0.159
PRAC	-1.15975
DGKA	-0.00483333333333334
NT5C3	-0.61275
PEG3	-3.6495
NADK	-0.2725
PRR17	0.1345
LOC374569	1.039
