Hybridization REF	TCGA-AO-A12E-01A-11R-A10J-07
CHCHD1	0.707625
ZDHHC19	0.3065
GBP2	3.1475
GARNL3	1.63
MRC2	-0.137
C1orf52	-0.34125
AOF2	-0.765833333333333
LRPPRC	-0.318
ACVR1C	2.44116666666667
TM4SF18	2.54966666666667
TMEM169	-0.3255
PPP1R16A	0.21225
EBF1	1.93033333333333
RRS1	-0.117833333333333
SNX2	0.45325
OR2T2	0.0685
RBX1	-0.489
ANKRD54	-0.174833333333333
TSNAX	0.654666666666667
TMEM83	-1.72075
ZBTB7A	1.08075
ATM	-1.63641666666667
LOC338328	2.59566666666667
TIE1	1.1895
HIST1H3G	0.0543333333333334
PASD1	-4.92633333333333
TINAG	0.21175
PCDHAC2	0.1925
LRRC15	-1.0745
WBSCR17	-1.13225
TFF2	0.182
PARP2	-0.98375
NDFIP2	-0.738625
PCDHGB2	0.245
WDR60	0.60325
MAP7D2	-1.556
USP45	-1.4785
GSDML	-0.04675
TNS1	0.689
PLCD4	1.26175
IQCD	2.23233333333333
SMPX	-1.4975
CD9	2.055
SRGN	2.045875
CASP7	1.50125
INOC1	0.243166666666667
DKFZp451M2119	-0.166125
VMAC	1.4715
USP53	0.9343
CAMK1G	-0.7535
TMEM106A	0.742
CDC20	-1.8085
ACSL5	-0.185166666666667
CBWD5	-0.425875
C1orf87	-0.679333333333333
KIAA1274	1.164
PRUNE2	-0.71
LYPLA2	-0.214833333333333
DOK6	-1.57016666666667
GPR149	0.0255
FAM30A	1.1195
TMEM129	0.69875
SLC35B3	1.1705
ACPP	0.3854
LOC200261	-0.4445
SLC4A7	1.6475
CCDC40	2.6545
GART	-1.400875
THOP1	-1.39825
SCARB1	-0.412375
CACNA1F	0.38025
TRIAP1	-0.234833333333333
SYT14L	0.5865
SFRS8	0.0783333333333333
PBOV1	-0.0415
GOLSYN	3.75975
GJB7	-0.028
CAMK2N1	0.815
GREM1	1.87616666666667
FLJ20433	0.64
QPCT	-3.710375
PRKAG2	1.341
H2AFX	-1.220625
C6orf154	1.797
PLOD3	-1.06375
ZBTB39	-0.895333333333333
WASF3	-0.156083333333333
DRG1	-0.8325
PRR4	0.51
SPCS1	-0.32325
KDELR3	-0.189166666666667
SRP19	0.305833333333333
GABRA6	0.245
MFSD1	0.85625
MMEL1	2.947
PDXDC2	0.0209
BUB1	-2.346
RNF138	-1.27925
MYLPF	0.228166666666667
AIF1	1.24266666666667
DYNLRB1	0.9224
HCN3	-1.29566666666667
HIST1H2AI	0.644
MAP4K5	-0.108333333333333
LASP1	1.602
LOC130951	0.993
PLAA	0.78675
KRT6A	0.5135
C6orf117	-0.96175
ARHGAP23	-0.4865
PTF1A	0.6275
GPHA2	-0.564
LCE3B	0.2325
MCL1	0.809642857142857
EHBP1	-0.518916666666667
PRNP	-0.4006875
ZSCAN1	0.65575
C1orf113	1.5775
FOXA3	0.751375
NEB	0.04725
ASGR1	-4.49016666666667
CTGF	2.05416666666667
RAB17	1.80983333333333
MST101	0.1075
JARID1B	-0.2201
USP37	0.2939
PTBP1	-0.485833333333333
PTPN7	-0.723
CDC7	-1.51866666666667
SNX7	-1.13575
ZNF335	-0.296
CPT2	0.71425
HEATR1	-1.18975
HSPC152	-0.531125
C5orf40	0.6145
PSME1	1.02016666666667
STAG3	-1.96725
TMEM154	0.869333333333333
KLHL32	-0.178666666666667
TSGA10IP	-0.861
SUV420H2	-0.587833333333333
SF1	-0.693
2'-PDE	0.654625
PNLIPRP2	-1.615
TRSPAP1	0.01475
NUP210	-0.5295
ANP32C	-2.0535
RAB11B	0.272666666666667
ASB15	0.4525
ITGB3BP	-1.62025
UBASH3A	-1.686
YWHAB	0.449
TPRX1	0.05325
LY6G5C	0.0545
SLC7A2	-0.800625
CLK1	0.5683
HSD3B7	0.8235
VDR	2.04375
C16orf74	-0.579
ACE	0.48725
PSMA2	0.2015
CCDC131	-0.398375
ZNF213	1.156
EML2	0.29575
ALS2CR13	0.00116666666666667
GLYATL1	-1.40625
DSPP	-0.00750000000000001
DHFRL1	-0.11725
C10orf30	-0.449
SH3RF2	0.372833333333333
LOC197322	-0.5815
DLL3	-1.65325
TIGD7	0.2635
GFRA3	0.07325
CPA1	0.892666666666667
RTN4	0.885166666666667
PPT2	-0.818333333333333
FASLG	1.01516666666667
FOXP4	0.1945
RPL26	0.8631
GNL3L	-1.97383333333333
FMR1NB	-0.238666666666667
CD163	6.76525
SGPP2	0.83575
GIMAP2	2.242
CD37	1.204
DPT	4.1
NBLA00301	1.5715
RGS5	1.847
C9orf4	0.000999999999999994
ACTL8	-3.85816666666667
PRKAR2B	1.04625
OPLAH	-0.0905
C20orf134	2.69625
SPACA5	0.167
TBL1X	-1.06333333333333
TSPYL3	0.559
CHCHD3	-0.2465
CRKRS	0.351333333333333
GPR65	3.9165
DFFA	-0.171
FUT1	0.78325
C6orf204	-0.723166666666667
TMEM51	0.21875
ZNF580	-0.1625
CMTM2	0.39925
C20orf200	-0.409
EZH1	0.441166666666667
FDX1L	0.357625
MRPL32	0.099
PCAF	-0.1707
ALOX15B	2.9745
CD59	0.425
CDK9	0.2955
ERP29	-0.0216666666666667
TTR	-6.64125
BCMO1	0.1345
DDIT4	0.7593
PTGDS	2.4905
C3orf63	0.0116666666666667
BST2	1.81875
CYP1A2	-0.420666666666667
C5orf25	0.161
STX1A	-1.16588235294118
OR2A12	0.243
SH3BP5L	-0.32675
SERINC5	0.736
USP6	-0.6586
MRPL3	-0.333
POMP	-0.274625
INPP4B	-0.2425
GMPPB	0.76825
EAPP	0.612
AHSA1	-0.506
ABCA11	-0.01
SLC5A6	0.388
HIVEP2	-0.03875
SUMO2	0.289
KIAA1822L	-1.087
C11orf67	1.3415
TXK	-0.287625
PHCA	0.034375
ICAM4	-2.585
FPGS	0.147166666666667
SNRPA1	-1.27425
KCNJ4	-0.62525
KIF6	0.535
HIST1H2BG	-1.30383333333333
SLC5A5	0.31725
ZNF354B	-0.433333333333333
IL12RB2	-0.22425
C11orf76	0.133666666666667
GAL3ST2	-0.199
AIFM2	0.44925
SYNC1	-0.048
UBL3	-0.0175
PIK3CG	-0.0933333333333333
NLN	-0.3336
BCORL1	-0.03825
CD5L	-0.08225
ZNF238	0.8825
KIAA1394	-0.308
C16orf55	-0.5906
CYP3A7	-2.22275
KRTAP3-1	-2.4865
TFDP1	-1.15
MND1	-2.95825
NODAL	-0.00233333333333334
GTPBP4	-0.8645
TUBGCP2	0.79925
SLITRK5	-1.58575
CIC	0.17325
CD79A	0.371666666666667
SAMD14	-0.0811666666666667
TNPO3	-0.312
OR10G3	0.5305
OR10G8	0.5405
CCDC111	-0.117
HOXC9	0.03
DCUN1D1	0.0800833333333333
CYB5R1	2.2425
TSR2	0.21
DAB2IP	0.53
SLC6A5	0.2305
RAB3D	1.428
DCUN1D4	-0.638333333333333
ERBB3	1.92225
SDC1	0.0675
ATP6V1H	0.739333333333334
SYK	1.3155
ST20	-0.40175
C13orf30	-0.382
WDR40A	0.695666666666667
ADMR	0.13
LOC388335	1.95075
ACSM1	2.689
TDG	-0.351583333333333
FLJ11235	0.63525
MRPS5	-0.9715
AGPAT2	1.23916666666667
SLC12A1	0.38325
CYP27A1	0.25725
THAP7	-1.24725
XPO1	-0.554666666666667
ALMS1L	0.284166666666667
C1orf2	-0.165125
ZNF777	0.0165
CAMK2A	0.0615
SMC1B	-0.098875
IHPK2	0.373466666666667
LEMD1	-1.53
NKD2	-0.6087
CLU	0.900785714285714
ARMETL1	0.424
PABPC4	-1.03075
CXCL12	2.8985
TFAP2C	1.6222
TTTY8	-0.3415
ABCB10	-0.7877
ENDOD1	-0.342
IDI1	-1.5535
KCTD6	1.73033333333333
CCDC105	-0.279
ULBP2	-1.65783333333333
ZDHHC5	0.011
WNT8A	-0.397
COMMD10	0.13125
KLHL12	0.3075
GPR50	0.3425
NR5A2	0.69425
OXGR1	2.27033333333333
EHD3	-0.207
CAPRIN2	-0.241625
KLRC3	-3.378
SF3B1	0.454714285714286
IPO7	-0.0115
ALDH1A1	-0.111833333333333
ANKRD5	1.6535
TSNARE1	0.0775
DDEFL1	1.347
RNASEL	0.6475
DNAH9	-0.29
HELLS	-2.05425
TNS4	2.294
NAV1	-0.5395
KIAA1409	0.03925
C20orf26	2.24133333333333
TUBG1	-0.193
IRX2	1.83825
CNGA4	-0.2725
MGC50559	1.41033333333333
OR4K17	0.179333333333333
TM2D2	0.723666666666667
FAM32A	0.0615
TXNDC14	-0.8915
CCBL1	-0.8695
ANK1	-2.8376
PRSS23	-1
PPM1L	0.862
SPATA20	0.77925
APCS	0.2765
C14orf122	-0.195666666666667
PSMB5	-0.043375
C6orf10	1.4791
SETDB2	-0.258166666666667
SPNS3	-0.87725
SGMS2	0.2325
MXD3	-0.582666666666667
MON2	0.1952
CARTPT	0.49225
HNF4A	-0.7505
RABEP1	1.45145
TNFRSF10B	-0.746125
USH1G	0.1275
PPAP2B	-0.4485
TMEM16K	-0.09725
CTDSP1	0.772666666666667
CDK5R1	-0.4865
GABRR1	-0.2475
OPN1LW	-0.15
FAM98C	1.165125
DBN1	0.10625
ACAD10	-0.241833333333333
QTRTD1	-0.4205
WNK3	-1.26516666666667
RPS19	-0.357875
C1QB	2.751
OTUD5	-0.20225
SLC41A2	0.0355
TMEM22	-0.9905
KHSRP	-0.795333333333333
TNFRSF11A	0.5375
FBL	-0.605833333333333
IBTK	0.399833333333333
OXER1	-0.1075
CBLN4	0.36825
GPR172B	2.6365
CFTR	-0.883
VSX1	1.8605
CAMK1D	-0.4405
LOXL3	-1.9315
RTP4	3.52325
SLFNL1	0.2215
KIAA0828	0.209625
PAR5	0.0355
LOC723972	-1.97175
GDI2	0.071
CEBPA	1.4462
MLF2	0.174333333333333
AFMID	-0.23125
ALOX12B	-0.08375
BPHL	0.453875
COX5B	0.0215
S100A10	-0.5791
THOC6	0.55
NHN1	-0.10325
RRP12	-0.218
ARID3B	-2.407
CD3G	-2.64216666666667
KIAA0133	-0.212
NAT11	-1.49466666666667
PPAT	-1.02033333333333
SIRT3	0.6224
TCERG1L	-1.80025
NIPA1	0.2556
DPP8	-0.022
IL7R	0.579666666666667
ZFP64	-0.187416666666667
DMAP1	0.2292
TRMT12	-0.00575
TLR4	2.0088
WFIKKN2	0.6465
RAB12	-0.9545
DDX51	-0.0471666666666667
KIAA1086	-2.8605
ZNF295	-0.0995
ACVR2B	-1.60064285714286
LOC494150	-0.48475
ZNF517	0.0395
DNASE1L2	-1.2885
SUFU	0.778
LOC283677	-0.572
LMO3	2.15966666666667
PPP2R5D	-0.328833333333333
ZNF587	0.9719
HIST4H4	-0.13725
CYP2C8	0.07225
C1orf80	0.262166666666667
DOCK5	-0.891666666666667
C9orf24	0.459
OR5AR1	0.1645
C11orf24	0.16625
UNQ1940	-0.081
CAP2	0.577666666666667
TIMM44	-0.931
DSEL	-0.863
ROM1	0.1595
FBXO4	1.119125
MYLC2PL	-1.757
MLH3	0.8242
NOX1	0.463666666666667
DPEP2	1.40375
DNAJB5	0.3475
RLTPR	0.389
MBIP	-0.311333333333333
COPB1	0.164833333333333
SFTPA1B	0.04
C10orf4	0.2096
PRELID1	-0.13725
NOLA1	-0.40475
C19orf24	0.18525
TLR9	-2.3885
HLA-DMA	3.26858333333333
HCRP1	-0.804
GPR137	-0.164666666666667
ITGA11	-1.18966666666667
PHF13	0.0475
MARK4	0.157166666666667
METTL4	-0.69025
MBD3	-0.6327
LOC134145	0.007875
FGF3	0.10175
SLC35A3	0.821125
CLEC16A	-0.0665
AMOTL1	-1.11483333333333
FLJ31438	-0.65875
PAICS	-1.31375
TOMM40L	-0.294333333333333
MMD	0.02
KLK10	1.9575
NIT2	-0.137333333333333
SERPINB10	0.27025
KLF15	0.3737
CCDC5	-0.82725
WSB2	-0.613125
ME3	1.5685
CACYBP	-0.955833333333333
TCTN2	1.0615
JAK1	0.94975
C2orf25	-0.411
GPD2	1.8095
FBXL11	0.401166666666667
CDV3	-0.318166666666667
GALNT11	-0.02775
NDUFA12L	-0.6224
FLOT1	0.0895714285714286
TOR1AIP2	0.35875
MMP25	1.91225
C1orf164	-0.0052
CHST5	-0.05225
LYRM4	-0.5756
GPER	-0.81025
HIPK2	0.557333333333333
DAP	0.4591
ZMIZ1	0.987166666666667
DDX58	3.282125
DCC1	-1.70825
AKT1	-0.974375
ENPP6	0.845666666666667
ERVWE1	-0.614833333333333
CDC34	-0.2835
RNF125	-1.68125
CASC1	3.09725
SHROOM2	0.528
RRM2B	0.693
COL6A3	1.533
TMEFF1	-2.84975
PLEKHA4	1.0187
LYSMD1	0.631333333333333
SEPT1	-1.10783333333333
AOF1	-0.2955
GNPAT	-0.09025
WDR18	-0.04675
HSD17B12	-0.580833333333333
HIST1H2BM	-0.530666666666667
INDOL1	-0.215333333333333
SUDS3	0.72575
C1orf192	0.238
CYP2B6	-0.35975
TBC1D2	1.76283333333333
SLC25A12	-0.28825
ERCC6L	-1.32166666666667
MGC10814	-0.807333333333333
POLR2C	-0.810666666666667
ZNF77	-0.805666666666667
EIF3K	0.0011
HPX	2.4425
ANKRD27	-0.254125
MALAT1	0.2584375
PLB1	1.39566666666667
HRNBP3	-0.77
CPSF4	-0.32225
OR52N2	0.2535
PIP5KL1	0.91
GH1	-0.07875
HPS5	-0.01425
SLFN5	0.13825
POP5	0.164333333333333
OVOS2	-2.3925
C20orf108	0.018125
MARS	-0.817
CLRN3	1.67283333333333
ARSE	-1.32416666666667
PPIE	0.503666666666667
PHACS	-0.927333333333333
GP5	-0.242
IL8RB	1.0685
FCRLA	-1.71
ARRDC1	0.8364
KRTAP9-4	0.24625
ZNF613	-0.2385
OR11A1	0.3815
TMEM132B	-1.9625
PGLS	0.428
BSND	-2.20533333333333
KCNK18	-0.131
FOXD4	0.57225
SV2C	0.8755
LCN2	2.50816666666667
ZNF490	0.7549
C3orf15	1.4985
CACNA2D4	-0.079
CBX5	-0.6735
MAGEB4	-0.1605
BOLA1	0.14
PPP2R5E	0.00875
COL5A1	0.200333333333333
ASB7	0.00383333333333333
SFT2D1	0.1075
DERL1	0.0549
RABL2A	0.4885
MOAP1	0.737
KIAA1545	0.424833333333333
F3	2.17
PLEKHM2	-0.65175
CCDC89	0.464666666666667
EFCAB1	1.64275
TMEM48	-1.077
SEPHS2	1.06875
PYGM	0.47275
PRICKLE1	1.329
WNT5B	-1.4395
TAS2R38	-0.5415
IMP5	-0.34625
KHDRBS1	0.0875
LARS2	-0.246166666666667
C3orf28	-0.3435
FTCD	-3.6
C10orf68	1.11433333333333
DGAT2L3	0.09425
PSEN1	0.565666666666667
MGC33657	-0.24525
PLA2G4B	0.714166666666667
CDKN2A	-1.06316666666667
DLX1	-3.132
TSHB	0.0325
C18orf37	-0.108
MEX3C	-0.311
MAMDC2	0.98625
PDIA4	-0.131666666666667
ATP5E	0.339
CASP2	0.0490714285714286
SERBP1	-0.344730769230769
ZNF341	0.308166666666667
TESC	-1.59575
TMEM31	-0.2785
OR51I2	0.6945
YTHDC1	0.725285714285714
JUN	2.83233333333333
AGMAT	-3.003
PCNXL2	-0.00624999999999999
ATAD5	-1.48025
STK38	-0.239875
AZI1	-0.18575
RBP1	0.513
C4orf26	-0.38475
KIAA1026	0.792375
TMEM101	1.29525
HSFX1	0.049
TREX1	1.63825
C18orf10	-1.2343
TRIM15	-3.317
CA6	-0.0615
CEP57	-1.443125
AR	3.56583333333333
SESN2	-0.462833333333333
KIF3C	-0.26575
EPB41L5	0.96725
ARHGEF10	-0.563318181818182
POLR3D	-0.649625
INDO	-1.28533333333333
GABRA3	-0.2005
SCG5	-1.4913
E2F3	-0.8202
TIGD5	0.7095
FGD6	0.536583333333333
KLHL3	-0.3595
SCGB3A2	-1.5355
URP2	0.825833333333333
ATP6V1B1	1.1245
CALML6	-0.5
LOC100049076	-0.0945
TMF1	0.301
LOC388503	-0.03
CDH5	2.8155
RPS6KC1	0.426666666666667
DAAM1	0.9454
TNFRSF10D	-0.64525
GSTT1	0.9597
INPP5A	-0.1235
TRAF3IP1	1.3393
SMARCE1	0.367357142857143
VRK1	-1.577
TTC16	0.94375
AARS	-1.16516666666667
ARHGAP27	0.137166666666667
ZAK	0.469642857142857
ACSM2B	-2.59975
TRAP1	-0.345666666666667
MRPL53	0.701
RNF44	-0.6445
NPTXR	-0.4935
DPYSL3	0.147
APP	0.5013
GLS2	1.307
MNX1	-1.0165
CMTM7	0.679
OR10A7	-0.153
NYD-SP21	1.483
ORC5L	-0.123
SLC16A10	-1.24125
TMEM178	1.052
LOC441601	-3.93375
PTGIS	1.58125
KBTBD7	0.3645
C19orf41	0.28
CEACAM3	0.617166666666667
KRT23	1.78925
SERHL	2.0905
PNKD	0.206625
UBC	0.9975
ATRN	-0.610625
HAPLN1	-3.02975
RANGAP1	-1.5155
C10orf26	1.28966666666667
KCNA7	-0.5515
SRY	0.154
LOC376693	-0.681
HIST1H2BF	-0.451
CDCA8	-1.477
MLC1	1.41375
TNIP3	-0.1315
OR4D1	0.214
IFT52	0.0413333333333333
GOLT1A	0.348666666666667
UTP20	0.3845
RP3-402G11.5	-0.988625
PRSS33	-1.3465
PMPCA	-0.4575
APOB48R	2.91616666666667
GLTP	0.77225
MPL	1.0395
C9orf78	-0.33025
ADAM12	0.64625
CSPG4	-1.952
LOC144305	0.543
KRTAP4-10	1.8357
PAK1	0.944
ADCY7	-0.3758
TAS2R43	-0.049
FRAS1	-0.475928571428571
PPP1R14A	0.391333333333333
OR2B6	-1.3865
ATP13A1	0.187833333333333
SIDT1	1.3375
C1RL	1.416
PRKRA	-0.131
TLN1	0.2119
RP11-50D16.3	0.185916666666667
MITF	-1.41066666666667
GYS1	-0.494
LYG1	-1.11683333333333
NSMCE4A	-0.1885
DNAI1	0.54
HOXD11	-1.4745
FNBP1L	1.4844
DHX35	0.186
LCE3E	0.47375
SLC33A1	0.549
DCLK3	0.449
TRIM33	-0.741666666666667
TMCC3	1.44416666666667
FBXO42	0.0711666666666667
C1orf27	-0.1401
C17orf50	-0.0105
RNF14	0.774333333333333
SLC4A8	0.550875
RAB3IP	0.6369
COX6C	1.73114285714286
PCSK1	-3.1348
SLC13A1	0.454375
ARF6	0.7025
KIAA1009	0.183125
HOXA13	-2.19075
HMGN1	0.143125
CXADR	-0.803916666666667
MGC14436	0.3365
UTF1	0.3405
TSC22D1	1.4316
BZRAP1	0.835666666666667
PUF60	0.388666666666667
SHC1	-0.5655
HOOK3	0.6562
LIMS2	1.23866666666667
BAHCC1	-0.7945
CLCC1	0.556166666666667
ENTPD3	1.50966666666667
SMO	-1.954
PIK3R5	0.602
CDC14A	-0.447166666666667
KRT1	3.4515
ENOX2	-0.446
FLJ22655	2.24675
FPRL1	0.783
INTS6	0.0149
ZCCHC5	0.699
SMC3	-0.69125
C6orf123	1.02683333333333
FLJ20160	1.1495
LOC653391	-0.2395
GSS	0.285
NT5M	0.954
SIX5	-0.23375
TAF5	-1.4525
KCNA1	1.06516666666667
ANLN	-2.11366666666667
MGC45491	-1.4758
SSTR2	1.49575
LYPD4	0.052
TH1L	-0.47875
CHRNA5	-2.249
PNMA6A	-1.0485
FLJ16369	0.0105
DLX2	-1.8337
C6orf108	-0.345083333333333
ALDH3A2	1.57183333333333
CLEC1B	-0.233333333333333
LEPREL2	-1.86275
FOXJ1	0.0689
OR1D4	0.551
PPIL4	0.41025
MTRR	-0.2585
SLC27A3	1.66766666666667
HTR7	-0.7065
MIB2	-0.229125
BHMT	-1.82766666666667
A2ML1	0.709
MSMB	-0.758
KIAA1383	0.878
TRUB2	0.272
PF4	0.365
IL1F5	-0.00816666666666666
LRRC37B2	0.31975
IPO4	-0.5765
FIGF	3.85575
QDPR	-0.1785
ZNF598	-0.4085
BOP1	-0.981375
MAPK12	-2.24216666666667
POLR1E	-0.721625
CEECAM1	-0.141166666666667
INSRR	0.186666666666667
SIPA1	0.68425
ULK4	0.71
BTN3A1	0.1658
FABP5	0.1783
KBTBD3	1.09683333333333
SORT1	0.0180833333333333
YWHAQ	-0.3496875
LRIT1	-0.5675
KIAA1704	-0.64
MEIS2	-0.7529
ENOSF1	-0.449333333333333
PCDH7	-0.905428571428571
FZD9	-1.676
RPLP1	-0.2305
ZNF75A	0.88025
P4HA3	2.353875
NKX6-1	-0.063
CTA-216E10.6	-0.626166666666667
IFT140	1.3015
DENND1A	-0.60925
ALCAM	1.9365
ABHD2	0.1155
QPRT	0.331666666666667
TRAM1	0.6305
ATP1B4	0.35575
NUP37	-0.9835
SAA3P	1.5185
SLC22A6	0.04275
KIAA0265	0.340625
ZNF41	-0.14025
ADAM19	-0.2562
ERAF	-0.5995
DEFB119	0.453583333333333
DNMT3B	-4.74816666666667
SNF1LK2	0.14225
MGC24039	-0.305916666666667
TAS2R48	0.0156666666666667
PNLDC1	1.25
ADAMTS16	0.5275
TMEM92	-2.24916666666667
CCT8	-0.732833333333333
POGZ	0.110666666666667
N-PAC	0.761
GUCA1B	-0.824166666666667
ZZEF1	0.269
OR2C3	0.6125
ZNF334	-0.973166666666667
RANBP6	0.34625
LDHB	-1.95525
BAMBI	-0.56675
RAB5B	1.0715
FOXB1	0.36625
MRPS12	-0.2375
MRGPRF	0.78875
CRIPT	-0.453
CYP2D7P1	-0.68
RYR1	0.2775
NDUFA2	1.3075
TRIP12	0.238333333333333
KCNE3	2.20183333333333
MOBKL2B	-0.2227
MIOX	-0.15075
ACOT7	-0.825125
FGF6	0.416
RASSF5	-0.9256
ATAD3B	-1.1875
IKZF3	0.4025
H3F3B	1.10178571428571
C6orf91	0.2895
SEC11C	-0.504
TMEM14C	-0.24425
KIAA1632	-0.47125
SLC38A4	-0.54825
FGFR3	-0.376666666666667
HES7	0.63525
HINT3	0.06875
ARIH1	-0.528
FLJ35880	-1.29025
C1orf129	-0.138
POU6F1	0.35725
RPL32	-0.366375
BBS1	1.72366666666667
RGPD5	0.017
SULT1C2	0.42775
KDELC1	-2.38325
PIP5K3	-0.516
CHI3L1	2.4603
CSDA	-0.48475
VTCN1	3.04475
WDR62	-0.91825
TMEM170	-0.7265
KIF2A	-1.0715
C6orf182	-1.14833333333333
ARL6IP6	-1.368
ZCCHC9	0.0845
RARB	0.244
ZNF320	0.221625
DHX15	0.092875
PICALM	-0.0338333333333333
CNOT6	0.112833333333333
HIST1H1A	-0.3675
ZNF702	0.791
OR1E2	0.598
HLF	-0.5203
LOC442582	-1.6265
KIAA0494	1.8435
TCF4	0.7472
APOBEC3B	-1.27675
FAM54B	0.11125
MYH2	-2.00525
FXN	-0.599
C12orf59	1.61
PAEP	-1.19625
SPG11	0.47475
VN1R4	0.01625
KCNJ13	-0.61475
NOC3L	-0.33875
C5orf36	1.603
CPAMD8	2.228
MLN	-0.0535
FLJ11184	2.17875
TIAM1	0.828
OR10J3	0.3785
OR52E2	0.3215
PBX1	1.1176
UBL7	-0.719666666666667
PXMP2	0.58975
SYTL1	0.400166666666667
FAM126B	0.6485
ZNF711	-1.165875
GGA1	-0.854666666666667
VAMP4	0.0055
BCAP29	1.1458
C20orf19	-1.000375
ZNF275	-0.33925
NEK6	-0.4525
SETD8	-0.196416666666667
HEXIM1	1.0675
SULT1A2	1.228375
KLHL9	0.729
SLC39A12	0.33575
ARHGEF16	1.15366666666667
SCN1A	-0.109833333333333
HNRPH1	-0.347833333333333
C9orf103	0.8705
ECE1	0.5815
MED18	-2.03525
TEX13B	-0.0945
SNN	0.807
C6orf62	0.232611111111111
WNT3A	0.227
IL22RA2	0.353
MGC21881	0.294
GABBR1	-0.4125
YIPF6	0.61525
PROX1	-0.927
PPP1R1B	3.53175
LANCL2	0.3736
SCN3A	-0.644
SSRP1	-1.451
ASXL2	-0.305
RPE65	0.8045
SNAI1	-1.017
EFNA2	-0.06675
CLDN9	0.059125
TP53I13	0.954
LOC375748	0.39475
C9orf7	1.196
C14orf178	0.4315
GC	-0.231
IER3	1.37483333333333
KCTD10	0.719
FLJ45717	0.21975
ADC	0.877666666666667
LOC285908	-0.606083333333333
MLL3	1.53875
KIAA1787	0.21225
MGC31957	-0.346
MUC5B	0.93025
ZNF193	-0.199
CSRP1	0.933125
MOSPD1	-0.813
C21orf49	0.632
RAD1	-0.4575
ANKRD34	-1.16825
NFRKB	-0.01
FANCA	-3.098
VTI1A	0.335285714285714
PCBP3	-0.174666666666667
BFSP2	0.23125
ZNF354C	-0.085375
FRMPD4	-0.5395
IKBKG	-0.2095
LOC441046	-0.516
UNQ9438	0.766
TM4SF20	-0.316
MAGEC1	-5.362
AMMECR1	-0.369
GLDN	1.39025
TTC30B	1.18525
SEC13	-0.2863
EGF	2.463375
HAGH	1.464
VSIG1	0.0206666666666667
NHLH2	0.26925
NCAPD3	-1.512625
MGC16121	-2.2945
HIATL2	-0.7445
BRCC3	0.337
LCE2D	0.6815
TMEM79	0.29025
GTF3C5	-0.54825
AKR1C4	0.181833333333333
C3orf59	-0.242875
RBM26	-0.724375
DUSP14	0.0233333333333333
AP4M1	0.1115
RIMBP2	-0.198333333333333
ABCC2	-5.22533333333333
DNAJC16	0.653666666666667
TTC12	0.294833333333333
SNX13	-0.106333333333333
C6orf168	0.76975
C1orf100	-0.5715
CSPP1	0.6455
LRRC56	1.90775
OR1J2	0.2305
THY1	-0.5507
KIT	3.88516666666667
TBC1D8	0.79775
EPHA7	-0.147
SOLH	-0.2165
SVIP	0.01675
ZNF294	-0.47825
HAND2	1.25016666666667
CENTB2	0.806333333333333
MARVELD3	2.20875
CREB3	1.08266666666667
KRTAP1-5	-3.37025
OR8K1	0.2975
MED25	0.411333333333333
FDX1	-0.793833333333333
FAM19A1	0.196833333333333
IL13RA1	0.8328
ZNF627	0.194833333333333
NHP2L1	-0.7205
EIF2B2	0.048625
ZNF593	0.14925
WIPI2	0.330666666666667
RANBP1	-1.67275
TAS2R7	0.101
LOC283514	-0.2435
CSNK2B	-0.7716
CFHR1	-0.3565
DKFZP434O047	-0.275666666666667
WBP11	-0.02775
TEX2	1.07925
GALNT2	-0.942
FLJ33360	0.0885
WNT9A	-0.35925
IL29	0.0035
STK3	1.11711111111111
REPS2	2.360375
FAM78A	-0.96925
MGC3207	-0.3445
FCGR3A	6.74425
H2AFY2	0.92075
RNF150	0.1255
CCNK	-0.27375
VEZT	0.824166666666667
FSHR	0.095
C1orf66	0.242666666666667
LCE2B	0.2584
CD200	0.076
ORMDL1	-0.244
OR51S1	0.149
KRT83	-0.3135
COL19A1	-0.193
POL3S	0
ZNF468	0.350833333333333
BAG3	1.538125
C1GALT1	-0.168
CA5A	-4.32925
DKK4	-0.144
SGK2	1.835
PIK3C2G	2.90675
USP11	-0.06925
IMPA2	-2.1765
PRKDC	-1.11964285714286
MSR1	3.37525
PDCD6IP	0.16675
FAM122A	-0.2475
ZNF740	-0.17525
ATXN2	0.0558333333333333
SLC17A4	0.0125
RAXL1	-0.3585
RS1	0.26375
NET1	0.935833333333333
NPY1R	7.37466666666667
MVD	-1.546
C11orf61	-1.027
CHDH	0.6255
GCNT2	-0.413285714285714
LGALS12	2.522
IK	0.6745
C7orf41	0.398666666666667
SURF4	-0.188833333333333
C1orf91	0.162166666666667
BCS1L	-0.573
C20orf141	0.334
BCAS2	-0.50325
ACE2	0.0575
ICT1	0.80875
CD79B	1.8955
MRPS9	-0.27
AADACL1	-0.55575
IRS2	0.470875
LUZP2	-0.2925
TMEM148	-0.2145
ZNF514	-0.608166666666667
ADCK2	1.2142
ZKSCAN1	-0.289857142857143
FASTKD2	-0.61725
KCNMB3	0.2635
POFUT2	-0.4575
GNG2	0.0241
OR6Y1	-0.0365
FAM26A	-1.288
CAND2	0.55575
FLYWCH2	1.062375
BCL6	2.125
MDH2	0.172285714285714
DRP2	0.2185
TPD52L1	0.6085
TXNL4A	-1.086875
OR3A1	0.04075
C22orf9	0.199642857142857
