Hybridization REF	TCGA-AO-A12D-01A-11R-A115-07
ZNF571	1.4975
P2RY6	0.39075
TRIM21	1.74683333333333
CADM3	-0.015
NLRC5	1.78333333333333
ADRA2B	-0.235333333333333
LOC90835	-1.11875
PCF11	-0.67525
LOC400451	2.7595
GLTSCR1	-0.3893
C17orf88	-0.587666666666667
CDH16	-1.3985
FGF7	2.402375
PCSK4	-0.882166666666667
NPC1L1	-0.682166666666667
TAT	0.057375
TBCA	-0.20975
MGC33407	-0.282
GPR115	1.86375
CYGB	-0.2635
FNBP4	-1.503
C12orf43	-0.24625
CBL	-1.2228
CLECL1	2.089
PPAPDC1A	2.241
WDR25	-0.0901666666666667
SGCA	0.081
C22orf29	-0.556166666666667
YIPF1	2.25825
GALK2	0.407
RAB3B	-3.21441666666667
LOC440087	0.46075
UCP1	-0.00950000000000001
REEP5	2.567875
FADD	-0.1842
FOXA1	3.583
CACNA1A	0.408333333333333
ABI1	0.841666666666667
GRIN2D	-2.933
SLC1A4	-0.3595
LOC401127	-1.01925
HINT2	-0.4985
PLD4	-0.186
ZNF286A	-0.7345
ENY2	-0.255
IL1F6	0.27
PXDNL	2.054
C20orf79	0.21825
TNFSF13B	4.268
DENND3	0.575875
JARID1D	-2.9945
HIST1H2AK	0.124875
LOC93349	0.5094
SSH1	-1.0756
ENSA	-0.39675
LOC219854	-0.00466666666666666
CKAP2	-0.3614
DKFZP564J102	-0.488166666666667
MGC87315	0.229833333333333
HNRPAB	-0.8
AMH	-3.3895
ZNF526	0.421
BRUNOL5	-0.0803
CACNG3	0.0668333333333333
TRPM1	-2.1145
PPP2R1A	0.93675
COL2A1	-1.658
DDN	-0.0313333333333333
FLJ25770	0.794666666666667
HK2	-0.856642857142857
ELOVL6	-2.737875
MDK	0.96075
EPHX1	2.0885
RASSF2	0.784875
DKFZP434B0335	-1.076
DLX3	-0.565875
PRTN3	-0.0585
AVPR1A	0.60025
C21orf125	-0.71775
TNFAIP8	0.589666666666667
GNB2L1	-0.6125
CALCRL	3.31925
SCGB2A2	9.22166666666667
UBXD7	-0.79975
ZNF674	-0.7015
TMEM35	-0.61575
BRSK2	-1.230625
HECTD3	0.109166666666667
TMEM188	-0.0123333333333333
LGALS9	2.891375
SCARB2	1.50633333333333
USP34	0.003
C17orf28	1.85891666666667
ZDHHC23	0.473
AQP12B	0.151
SLC16A3	-1.734375
APLP2	0.93925
ITIH2	-5.033
MICAL3	0.200875
TNNI3K	1.1245
HDAC2	1.5925
PRR7	-2.7804
THBS2	1.6235
LOC751071	-1.22216666666667
CA2	1.529
RANBP17	0.67525
RLN3	0.40575
CRYZ	-0.0863333333333333
GBAS	1.49716666666667
TAS1R1	-0.28
MPZL3	0.1695
PCDH8	-3.1705
HSP90B1	1.26566666666667
KCNK15	-0.846
TNIP2	-0.451166666666667
GPR146	-0.4095
NOL6	0.16975
SPC25	-2.95744444444444
STEAP2	3.19992857142857
VAMP3	0.269833333333333
TCIRG1	-0.243
ZP4	0.0342
PARL	-0.20825
TRIM39	0.414
KIAA1305	1.15025
CRNN	0.364666666666667
GRN	0.26675
HSH2D	-0.3305
SCAMP1	1.3598125
KIAA1913	1.82575
PTS	0.28975
BANP	-0.0804285714285714
PRKACG	0.09525
ADCY6	1.04983333333333
C16orf46	-0.1
CYP51A1	-1.08625
DDC	-0.6845
ANPEP	-0.972666666666667
PROM1	2.26383333333333
SIGLEC10	2.32975
COPG	1.9195
FAM26E	2.493625
TRIP4	0.28325
SNX3	1.04966666666667
C1orf175	0.555666666666667
PPY2	0.038
C14orf152	0.64175
FTSJ1	-0.143166666666667
DST	-0.13475
LOC554235	0.1255
GLRX5	-0.3265
C20orf12	0.6021
CAB39	1.2015
MSH2	-0.2185
PIP4K2C	0.411375
CYLD	1.963875
WTAP	0.7908125
MGAT4A	2.965
TSC22D4	-0.9256
CHRM2	-2.095
PPYR1	0.0953333333333333
CCNH	-0.837
RRM1	-0.6495
ECAT8	-3.4265
LOC400120	-0.14975
GABRA4	0.134428571428571
C14orf4	1.11983333333333
C1orf59	1.39975
CTDSPL	0.340583333333333
NHEDC2	-1.5135
PDE11A	-0.7481875
KLHL29	-1.32025
CD5	0.9588
TSPAN9	2.2284375
WDR67	0.2455
THUMPD1	0.0563
C18orf17	-0.279
CLYBL	0.000333333333333338
FLJ13231	-1.4085
CMBL	0.6855
LECT2	-0.342
NKAPL	2.4905
LOC654780	0.571
OR4C6	0.6995
RAB30	0.242833333333333
TSSK4	0.094
TMEM163	-0.238
OSBPL11	0.61575
GNB5	-1.114
CCL21	1.29125
C1orf121	0.887166666666667
FMO2	2.76466666666667
RPTN	1.2645
MSTN	0.3435
VCL	0.227714285714286
FYTTD1	1.13275
C11orf1	-0.06425
CCDC88C	-0.105625
HFE	0.356111111111111
MOGAT1	-1.2275
FAM125B	0.053
IRGQ	0.6095
RAVER2	-1.4095
AKAP5	-0.7925
SSSCA1	-0.59075
C11orf63	0.516375
ACTG2	0.6856
PORCN	-1.2705
DTL	-1.12027272727273
TMEM151	0.21225
FAM122C	-0.35125
RSAD2	4.7565
BAT4	-1.342
KRTDAP	-0.888333333333333
MYH8	-0.000374999999999986
CRTC3	1.1715
LRRFIP2	0.9215
INTS4	-0.431
TTN	-0.2045
SLC26A5	0.6
PLLP	-0.86025
RGS6	-0.21125
SRGAP3	-0.419875
ZNF525	0.232333333333333
NBR2	-1.06966666666667
C13orf1	0.3895
ZNF137	0.833
CEP27	-1.576
BEST2	0.1095
RNF121	-0.1955
DMRTC2	3.55125
C8orf76	0.406
BCCIP	0.00700000000000001
MEST	-0.82375
HTRA2	-0.794
ANGPTL2	0.50075
ILKAP	0.737666666666667
ERAS	-0.7145
HBS1L	-0.406375
CPA5	1.101
TMEM30A	1.452
CD300LF	3.138
WISP3	5.011
CRK	-0.385357142857143
PDS5A	0.5172
BRPF3	1.14033333333333
NEDD9	0.53975
SMPDL3B	1.79725
PSG6	0.89775
PSMD13	0.47425
ETV5	-2.038125
OR51A4	0.5285
BTBD7	0.154833333333333
GSTO1	-1.601
hCG_16001	1.1055
MAD2L1BP	-0.621166666666667
COX6A2	-3.2075
SCNN1A	1.86533333333333
LSM1	0.006
UGT2B11	3.5495
IDUA	0.07275
PPP2R3C	-0.0906666666666667
COX11	-2.0475
PDZK1	-4.096
ZNF443	0.937833333333333
MGC21874	0.596666666666667
ZNF323	3.4187
KRTAP10-10	0.222
CXCL6	-0.11125
SLC34A2	3.2115
LOC284402	0.786
NPTN	0.5155
UPP1	-1.87133333333333
SLC6A9	0.564
OR7G3	0.141
CISD1	-0.544833333333333
ZNF545	-0.514
SYT14	-0.392
NT5C3L	-1.32633333333333
ZNHIT3	-0.922666666666667
SNRPD3	0.471
KIAA0701	0.793125
UNC93B1	0.705
GMNN	-1.2245
SPCS2	1.29783333333333
LOC388524	-0.3545
NAPRT1	-1.038
PNLIPRP1	-0.128
OR6V1	1.53
PRKAB1	-0.8525
EYA4	-2.97616666666667
KIF20A	-0.9975
ALG10	1.37325
ITPKC	1.03666666666667
LMX1B	0.250666666666667
RPUSD4	-0.57
C7orf34	0.501
DLGAP2	0.711125
PFN1	-0.5412
MICALL2	-0.709083333333333
ZNF654	-0.0585
SS18L1	-0.627375
SLC16A8	-0.25425
MKI67IP	0.254333333333333
ITGB3	-1.00175
TCEA3	2.31283333333333
CEP152	-2.3736
CLIP1	0.282375
ZNF75	0.8535625
ATP5C1	0.286333333333333
NUDT5	-0.907833333333333
PSCDBP	2.687
UBP1	0.6105
RBM27	-0.45975
C13orf15	2.702375
ZNF282	-0.918666666666667
ZNF222	0.4985
COL10A1	5.7385
PRDM15	-0.751625
TTTY5	-0.713
FAM9C	-0.599166666666667
C20orf67	-0.5175
GNG13	1.755
F12	-0.79525
C1orf41	-0.81375
CPXCR1	-0.026
GSK3A	0.022125
SUPT6H	1.187
PI16	-1.21733333333333
ELL2	0.653583333333333
C9orf167	-1.31566666666667
PVRL3	-1.8749
FLJ38596	0.977333333333333
ADAM20	0.96225
GPR89A	0.1875
GPR87	1.5405
ZNF30	0.81925
SMR3B	0.272
ZNF770	-0.0295
TRPC4AP	-0.53
DKFZP686E2158	0.9165
C2orf28	-0.398166666666667
FREM1	-1.751
LAMA4	0.603166666666667
ADPRHL2	-0.2585
EIF4G2	1.563
GUCA1A	-0.1595
CTNNA2	-2.16542857142857
NUDT15	0.2965
CEPT1	1.473
ZNFX1	0.7341
CCDC92	0.8105
TDRD1	3.1735
KCNK5	-0.563666666666667
ETNK1	-0.481583333333333
LTA	0.2175
TTPA	0.445166666666667
B3GALNT2	0.18175
SC65	-0.761666666666667
PEX5L	-1.296875
EPS15L1	-0.08425
MGEA5	-0.545125
HIST1H3A	2.0215
ING1	0.532125
BCAT1	-1.877125
ORC6L	-2.34436363636364
KLK11	-4.509
C19orf28	-1.448
DNER	-1.740875
MED22	-0.912785714285714
ETV6	0.666666666666667
CHAC2	-0.85025
CD300E	-0.0165
CEBPB	1.55983333333333
ZNF398	-0.71075
LRCH3	-0.4725
HMGA1	-1.54216666666667
CAPN7	0.686333333333333
MGC5566	-1.72775
CCL3	2.65775
NANOS1	2.8535
ZFYVE19	-0.6755
APITD1	-0.261833333333333
PARD3	1.037625
IRAK4	0.127666666666667
SERPINI2	0.2935
CEP170L	-0.7505
TTC9	2.72225
MYOM3	-0.9045
MLPH	0.987625
LOC222699	1.4095
NRG1	-1.46541666666667
TBC1D9	2.33372727272727
TTK	-0.7005
ZNF557	0.6625
DDX41	-0.795333333333333
FANK1	2.983
UBE2D2	0.013
PSMB10	0.645375
MYH7B	0.544
GABARAPL2	0.224125
MARVELD2	1.30066666666667
DGCR2	0.2375
UNC45A	0.940833333333333
C6orf72	0.5645
ZNF683	5.8695
GIT2	0.224375
CASK	0.723333333333333
C14orf161	6.18666666666667
LRRC44	0.43025
TIFA	0.9825
UTP11L	0.059625
C6orf65	-0.04075
FDPS	0.0655
DUSP9	-1.9046
SLC17A8	0.781666666666667
OR51G1	0.339
NANS	0.2735
OLFML1	2.07275
ATP10B	-0.186625
NPAS3	-1.6025
PRKCA	-2.3038
GGA2	-0.41625
LCE4A	0.0965
SPANXN3	0.07125
CCDC115	1.14
SDCCAG3	-1.612
GLIPR1L1	0.257
TTC1	0.61775
C17orf76	-0.03025
MAD2L2	-1.12075
HIPK1	-0.9741
LRRC3B	-0.826166666666667
CLN3	-0.395090909090909
C17orf47	0.117
FMN2	-2.35975
TUBB1	-0.851375
WAPAL	0.076
C3orf21	-0.55175
SCN5A	-0.2376
SMYD1	0.6995
BEX5	3.02925
ZNF192	0.266
SEC22A	0.665666666666667
GRIA2	0.645538461538462
KIAA0825	-1.4815
NUSAP1	-1.877
LANCL1	-0.3045
C15orf40	-0.5569
ZNF645	0.23525
GPR61	-0.12575
NLRP14	0.5715
SNX21	-0.5396
C1QTNF8	0.174
C17orf46	1.624
IFNA8	-0.838
SPRR1B	0.491166666666667
FLRT1	-0.50425
SNX17	0.163333333333333
ASB2	0.3965
HBG1	-4.6995
RPRML	2.63
JOSD2	0.538833333333333
PLSCR3	0.18925
SPOCD1	-0.242333333333333
RAB39	0.532
GHRH	-0.7185
ITIH5L	0.2955
C17orf37	2.973
SMCR8	-0.12525
DPY19L2P3	-0.7865
IL11RA	-0.0845
GDF3	-3.62683333333333
RPS6KB1	-1.4685
DNAJC19	-0.1242
TOP1	0.28175
CRCT1	-0.00642857142857148
MPST	0.134625
DPM2	0.005
FAM38B	-2.20033333333333
SLC18A1	-1.90683333333333
FARP1	0.332666666666667
PAX7	0.21625
TUBD1	-1.839
GNL3	0.554
BTG2	0.333466666666667
NDUFS6	-0.58275
C1orf79	-1.824
ERAL1	0.906
ECHS1	-0.0265
VPS4A	-0.557333333333333
CYP11A1	-0.763625
ABCC6	-1.17328571428571
PBX4	-1.076
MOSC1	-0.505125
NCF4	2.11825
HYMAI	0.017
NAGPA	-1.046625
OTOP2	0.33325
ACOT12	-0.345
MTHFD2L	2.168375
LOC441376	3.463
C19orf34	-0.3555
RAB1B	-0.06225
ALDOAP2	-1.0455
NTRK1	-1.20133333333333
ARTS-1	1.1386
SLC6A11	-0.2145
NAP1L2	1.3275
CNGB1	0.0636666666666667
EPB41L4B	0.826833333333333
FAM134B	-0.18375
HS3ST3A1	-0.597833333333333
CPXM2	5.49525
SIRPB2	1.538
CHORDC1	-0.396833333333333
TRIB3	-0.427666666666667
SLC2A5	1.183
C2orf49	-0.715833333333333
DDX5	0.089
OR5L1	-0.4985
ANAPC4	-0.518333333333333
ZSWIM1	-0.427875
LOC93622	-0.553
KCNK3	-0.796
RP11-35N6.1	-2.04525
ZFP161	0.485
AQP9	4.35375
SLC15A2	1.977
MREG	1.19483333333333
OR9I1	0.382
PDLIM2	0.290125
ADAM7	0.4185
GSTCD	-1.23533333333333
WDR21A	0.346875
SLC12A8	3.13933333333333
TMEM174	0.1025
IGSF3	0.691833333333333
LRRN1	-0.42475
LOC402117	0.0165
SRPK1	0.0495
LY6K	0.9468125
NFIA	3.1255
PTCD3	0.0645
LEP	0.387166666666667
PCDH21	-0.405333333333333
MAPKAPK2	1.13064285714286
NMNAT1	-0.570166666666667
LHFPL2	0.361875
C9orf43	1.00125
DIP2A	-0.492833333333333
ACTR8	0.268125
CCDC34	-0.59825
PTPN22	0.84425
ITGA3	-1.266125
FAM129C	0.71225
RABGGTA	-0.0926666666666667
UNC45B	0.30275
KIAA1033	0.415125
ZNF510	0.1905
CYP2D6	0.9745
SLC26A10	-1.6425
STX8	0.878
LUZP1	0.63575
WDR89	0.2415
EIF4G3	-0.4524
C5AR1	1.106625
ZNF623	1.521
A2M	1.222
TGM7	0.053
GRPEL1	-0.773166666666667
LMNB2	-1.7676
ROCK2	0.4245
SNX16	1.75875
CCDC66	0.7025
ANXA3	1.068
KIAA1609	1.716875
EED	-0.63925
RNF32	0.647833333333333
HES1	1.0095
CLC	1.295
ISL1	-1.01066666666667
KIAA0528	-0.54225
MANEA	1.26325
C1orf61	-1.712
hCG_2001000	1.1445
RAPGEF6	-0.6569
KIAA0020	0.303166666666667
NEIL1	0.24875
C16orf45	-2.175875
RBM10	-0.387333333333333
C10orf125	-0.863875
MRS2L	0.03025
DNAH17	-1.540375
C19orf10	-0.505
C1orf160	-0.27975
SLFN12	1.36125
EXOC3	-0.778333333333333
HIST3H3	1.24675
NCOR2	-0.333666666666667
TNFRSF9	1.43225
MFSD8	0.864
ALX1	-4.57966666666667
NOL1	-1.44925
PODN	2.85275
TIAL1	-0.8345
HIST1H1E	0.581
NPY6R	0.0745
TM4SF4	1.07225
CORO2A	-0.403
ETNK2	0.425833333333333
APOE	1.9114
ANGPT4	-0.659
HDGF2	-0.94275
G30	-0.203
ST8SIA4	0.6895
F2RL1	-0.2015
FAM19A4	-0.094
CCAR1	0.21475
B3GNT7	-0.2075
OPHN1	-0.3514
DSCR6	-1.5125
C21orf13	1.9585
GAS2L1	0.503416666666667
RFX3	-0.199833333333333
COPS4	0.027125
BCHE	-4.3405
BCL2	0.377625
HBZ	-3.38516666666667
ARL13B	-0.084125
MAPBPIP	1.13425
MYO15B	-0.340625
SPZ1	-0.175666666666667
KIAA1324	3.49411111111111
PLCL2	0.51875
C4orf29	-0.49675
WDFY2	0.267125
ZNF284	-1.0895
NAALADL1	0.2955
DUSP5	1.01116666666667
PXDN	1.897
SLMO1	-1.39425
TNXB	0.1195
BIRC7	-0.718
A4GALT	0.526166666666667
TIMM22	-0.22825
FAM110C	1.59175
TOMM34	-0.96
ABHD9	0.059
ADAM32	1.8165
CRHBP	-0.21175
AQP2	0.238875
LOC130355	0.10975
ZNF187	0.315666666666667
ZNF816A	0.8005
F7	-0.04425
CNOT1	0.0135
SLC13A4	-0.6975
ZBTB11	0.396
B3GALT5	0.80025
EXOC2	1.19733333333333
IRS1	-1.0725
TMEM1	0.921
MRPL34	-0.723
SAMM50	-0.09
CDC42EP3	1.998875
HSF2	0.2589
MFN2	0.11425
TSPAN7	-2.61883333333333
NUCB1	1.29216666666667
RHOH	-0.3915
ARL16	-0.453
TACR1	-0.133
SFRS5	0.4125
SNX25	-0.071625
RHBDF1	0.203166666666667
PCDH18	2.5575
HMG1L1	-0.03
MYO5C	1.187375
MAPK10	0.7335
LDHAL6A	0.166666666666667
NUDT12	0.571166666666667
NCAM1	-0.175375
GLIS2	-0.2775
GGTL4	2.08425
DAPP1	1.0855
ATF7	0.893125
KIAA0748	-0.197
NFIL3	-0.2415
TM6SF1	0.3492
SEZ6	0.155625
NANOS3	0.629
DNAJA3	-1.01883333333333
CLDN6	-1.92
CIITA	3.4683
EPHA4	-0.5205
FANCC	-0.00475
CMTM3	0.425125
PSG3	-0.15775
MRPL15	0.0275
C21orf59	0.17375
PLCXD2	-0.23475
C2orf34	0.35125
UBE2L6	2.215875
MED14	-0.1255
HP1BP3	-1.4029
C6orf208	0.1495
TPBG	0.3035
OSR2	-1.55975
XPC	-0.128166666666667
KLHL7	-0.41675
CCR3	-0.715333333333333
AGTPBP1	-0.0778333333333333
PCSK6	-2.94653333333333
STAT5A	-1.2188
FAM18B	0.654
LONRF2	-1.33566666666667
PTPN2	0.365875
SF3A3	-1.02716666666667
EFCBP2	-0.2495
HCFC1	-0.9375
AHNAK	-1.10665
ACTR5	-0.07975
KIF14	-1.32271428571429
TENC1	0.773
HEATR5B	1.2795
YIPF2	1.10766666666667
MYEOV2	0.6385
DUSP18	0.4665
KIAA1012	0.25725
AHR	0.251666666666667
C17orf53	-1.51183333333333
PTPRH	-2.35775
ATP6V1C1	0.7919
TAS2R3	0.604
LOC440356	-0.3415
COQ10B	1.05375
PSMF1	0.224166666666667
SORBS2	3.65475
NFE2L2	-0.0185
TMCO7	-0.49975
SH3PXD2A	-1.0145
SH2D2A	0.122
SPINK5	-2.7765
MRPS24	-1.246
OPA3	-0.260125
TRAF7	0.210333333333333
C4orf35	0.0356666666666667
MT1G	-1.1905
MGC39545	0.2395
HS1BP3	-0.0644
OR2B2	0.827
CHRM4	0.383
SFRP2	3.56783333333333
RIC3	1.95425
ART1	0.5075
C6orf1	0.059375
DUS4L	-0.31225
C10orf104	0.672
TNFAIP6	2.89425
RTEL1	-1.7525
CCT4	0.4028
ZNF709	-0.10825
CHMP6	-0.6615
UPP2	0.07425
CYP19A1	-3.30425
CD151	-0.935833333333333
NDUFA13	-0.512833333333333
ARFRP1	-0.8645
FAM26B	1.11825
CRYBA1	-1.3505
MRPL41	-0.139666666666667
NPFFR2	-2.0525
HRH2	0.376
SCAMP3	-0.257833333333333
MTMR6	1.0847
MTG1	-1.44266666666667
UBTD1	0.721
CRABP1	0.808
FLJ33790	-0.1061
KIAA1908	-0.396666666666667
GPR158	2.859
PACSIN3	-0.2485
OMD	4.1285
CATSPER1	-0.0443333333333334
HOXB8	-1.72875
FBXO46	0.903
OAS1	2.69283333333333
SVIL	0.1015
PHB2	-1.69425
ADCY3	-1.2305
NDRG2	1.0795
ERMAP	0.8963
APBA2	0.176666666666667
IGSF9	1.95975
WNT6	0.943285714285715
MYCBPAP	0.599
ATP2B2	0.2488
CPVL	0.3562
TRAM2	-0.639083333333333
NOP5/NOP58	-0.5945
ZNRF4	0.0315
TLK1	0.110875
MTMR12	0.0668571428571429
ZNF384	-0.4895
FAM9B	-2.8495
RPN1	1.7281
PMVK	1.629
EIF3D	0.4651
SIX2	1.25375
HPS1	0.355714285714286
RNF7	0.816
PSKH2	0.0305
KCTD13	-0.428166666666667
CSMD3	-0.955666666666667
FBF1	-0.5445
IL8	-1.86825
SERPINB13	0.288
FBXL20	3.5735
BLR1	0.44925
SH2B1	-0.253833333333333
RFNG	-0.852
RAB20	0.646333333333333
RBM7	0.056
POLR1A	-0.512333333333333
TMPRSS4	2.22925
TAF9	-1.000625
TERF2	0.341833333333333
TNFRSF1A	0.103416666666667
ACADVL	-0.312166666666667
GTF2H5	0.14775
EDG8	-0.5375
C9orf140	-0.8415
UST6	0.11225
ZBTB8OS	-0.5015
ZNF710	1.921
GPR174	-0.247
ATP6V0A2	-0.5935
KIAA0319L	-0.443
XKRX	0.7235
DOPEY2	2.1937
SDHD	-0.17575
SUMF1	1.99
OSM	3.26175
OPN3	-0.31725
DAGLB	-0.6415
PPFIBP1	-0.3861
TRIM63	-4.10375
C10orf53	0.1535
LYPD3	0.533833333333333
BCL7A	-0.353375
AGER	-0.264833333333333
TCF19	-0.6745
SAT2	-0.807
PFTK1	-0.0121666666666667
GABRE	-1.40675
C15orf38	1.3207
FIS1	-0.4555
KCNV2	-0.00125
CLPS	0.576
PPCDC	-0.432875
FOXN2	-1.40433333333333
NT5E	-1.8865
CD83	1.1005
IL18	2.25175
VPS16	0.2
IGFBP2	-1.1285
NOTCH2	1.2545
SIGLEC1	3.649875
CD93	5.095
SULF2	-0.14325
CEP164	-0.446125
P53AIP1	0.3115
TOR2A	-0.344666666666667
ZNF136	0.288
MGP	3.7129
CCDC144A	-0.134666666666667
TRPC1	-0.0816666666666667
SMS	-0.270833333333333
MAPK7	-0.3735
RRAGC	0.772
PARD6A	-0.196666666666667
NUB1	0.558
SYNGR4	-0.04625
OR11H12	0.1785
WIF1	-0.171375
GCH1	2.0035
OR11H4	0.0325
SLC44A5	0.422
GPRIN2	1.22733333333333
LOC401431	-0.23275
CPA4	-0.5109
MELK	-0.898333333333333
IL15RA	1.183
CUL3	0.838125
HMBOX1	0.0135
PODXL	-0.84775
CCT6B	0.8045
COMTD1	0.028
MUC20	0.371333333333333
GPX2	-3.26525
ITK	0.98875
FBXL5	1.24025
C13orf27	-0.62675
DEFA5	0.915
TRHDE	-0.511
MTP18	-1.66416666666667
UQCRQ	-1.1718
ITGB2	2.31358333333333
CSRP2BP	0.2185
TAS2R44	0.3615
PHPT1	-0.74325
FAM44C	-0.63675
ERH	-0.4715
MPHOSPH1	-0.843833333333333
MORC1	-0.274
PARVB	-0.85725
LAMA1	-1.87075
PGBD3	-0.057
GIMAP6	4.81625
AREG	0.886333333333333
LIPT1	0.6405
MGC99813	-0.9105
C1orf201	0.0855
GRIN2A	-0.7739
MAN2C1	-1.211
NSUN5	1.422
SF3B5	0.33925
MYC	-0.9545
NRXN1	-0.903333333333333
ZNF18	0.573
SPDYA	0.119
SLC37A1	2.386
DECR2	-0.91425
ANKRD38	0.04475
SPTLC3	0.0509166666666667
SUPT16H	-0.860375
DTWD2	0.90125
ULBP1	-0.276
ZADH1	0.921333333333333
OIP5	-2.748
IL10RB	1.04083333333333
OTUB2	0.308
VWA3A	-0.295833333333333
SPIC	1.424
OR6C4	-0.142
PSCD4	1.86133333333333
DPY19L2P2	-1.5905
TRAPPC6A	0.6805
C21orf2	-0.194166666666667
CEMP1	-0.43325
LIN7B	0.75
E2F7	-2.8
VCP	0.51125
LAMA3	1.4585
BGN	1.8785
GPR160	2.64566666666667
COCH	-3.843
GPR81	1.25266666666667
APOBEC3F	-0.41175
tcag7.1017	-0.613
C1orf32	0.924
SCGB1D2	7.46225
FLJ43987	0.0915
C6orf170	1.59625
KLK9	0.337
GPD1L	2.34325
VPS37B	0.60725
ATG3	0.698333333333333
ADAMTS17	0.4665
KLHDC2	0.153
NDUFV2	0.4325
BLK	-2.5605
MATN4	2.075
GPM6A	-0.606625
GBP4	4.88716666666667
TMEM162	0.434666666666667
PKP2	-1.12
HRASLS	2.61288888888889
MMP1	1.615
SFXN3	-0.5022
FSD1	-1.94
ST6GALNAC3	-1.66316666666667
CA12	-0.7966
NCOA6	0.23675
C19orf58	0.4623
PPP4R1	0.582
MAN1A2	0.514166666666667
IKBKAP	-1.23275
UPF1	0.396666666666667
KIAA1219	0.81025
WNT16	0.378
SNW1	0.30725
IL18RAP	4.406
RPP30	-0.4025
CDC40	0.273142857142857
SETD3	1.08616666666667
SLAMF6	2.31725
ELK4	-0.715
TRIM47	-0.740833333333333
ACOX3	0.1095
TRIM6	1.64875
KIAA0372	0.0465
TP53AP1	0.14
SMURF2	0.05525
ADAD1	0.6595
EBP	-1.5473
KRTAP13-2	0.459
FLJ36874	-0.217833333333333
TOR1A	0.228666666666667
P2RY4	-0.293
GPBP1	0.7985
TRPV1	0.38825
ADAMTS12	0.4075
PES1	-0.5052
ATG4A	1.378
MAGEA10	-4.67675
WFS1	0.92375
CC2D1B	0.360333333333333
PABPN1	-0.56325
SLC25A30	0.60625
SLCO1C1	1.34933333333333
SLC22A5	0.35975
KIF23	-1.84116666666667
SYN2	-0.0278333333333333
ASPN	8.52566666666667
CENTG2	-0.115
QSOX2	-1.576
FLJ10815	-0.0986666666666667
STK24	0.4203125
SPEG	0.4301
STK10	0.311666666666667
DACT2	-2.845
AAAS	-1.06675
SSX3	-0.987875
ABCD3	0.7443
C4orf12	-0.0250000000000001
PARVG	1.70533333333333
FIG4	2.0225
C9orf46	1.228
TMCO6	-0.692
IGHMBP2	-0.027
DUS2L	-0.422666666666667
FAM3C	0.8139375
TMEM16D	-1.536125
DCTN4	0.73125
KCNH3	-0.039
EIF2AK2	1.29775
AP1S3	0.39975
CST4	1.5915
PAM	1.4566875
NUTF2	0.253
CITED2	0.969
SLC39A4	-0.4325
C2orf52	-0.2
GRM3	-0.411
C12orf49	0.648375
CCDC49	-0.7589
GRAMD1B	-0.489375
FNDC4	-0.09225
SIAH2	-1.09575
GDPD4	-0.43475
C21orf87	0.781375
ATP5A1	-0.374333333333333
C16orf63	-0.291875
LOC388135	-1.11033333333333
ATP5J2	-0.29825
MMP3	0.05625
EMID2	0.91975
CRHR1	0.43975
WDR70	-0.041
C13orf31	1.90125
ZFAND1	0.8735
CCL18	4.94933333333333
C3orf49	0.554
RINT1	-0.3945
KIAA0408	-1.81466666666667
F13A1	5.8411
SLC10A1	0.0438333333333333
OGN	0.786
GIPC2	-1.312
XPO6	-0.934833333333333
LCE1A	0.995
FMR1	0.3536
LOC374920	0.281
DUSP3	-0.58125
ANKMY1	0.33275
C7orf50	-0.443
BBS9	0.3014
UNC119B	-0.542
C9orf72	0.276375
MGC35440	-0.821
ENTPD6	-0.63875
PPP1R2P9	0.8655
ERCC4	-0.37025
FAHD2B	0.259
HMHA1	-0.067
HACL1	-0.70625
RAD23A	-1.285
FAM83B	-0.71275
PPP5C	-0.237833333333333
RNASEH2C	-1.35675
C9orf153	-0.19025
SCAMP4	0.19625
GHITM	0.3618
NDUFB7	0.559
ADCYAP1	-0.096
SP110	2.42416666666667
MAP3K7IP2	1.616
DHH	-0.035
AGRN	1.04664285714286
WDR33	0.0188333333333333
CEP290	-1.36616666666667
PRPS1L1	-1.3065
KLRA1	0.795
GPR97	0.4005
CHD7	-0.300333333333333
TLR10	0.4775
SLC30A8	-2.2625
HIC1	1.02266666666667
IAPP	-0.3855
RXFP4	0.18775
GP1BB	-0.038
SHQ1	0.667
NKX2-3	0.627833333333333
API5	0.23
FTHP1	0.524
MOV10L1	0.226333333333333
TRIM6-TRIM34	2.13866666666667
ADHFE1	-0.0455
FAM117A	-0.67725
DDI1	0.361666666666667
CDON	-1.40616666666667
TRIM73	0.1175
IGKC	5.4335
MMP14	-0.293166666666667
DYNC1LI1	-0.233
C11orf66	0.9785
TRBV3-1	0.08175
FASTKD5	-0.12425
BIVM	-1.18425
LHX4	-0.46775
CXCL2	0.655
RAB2B	0.2925
IZUMO1	-1.3145
MAP3K15	-2.009625
FAM19A2	0.821833333333333
ZC3H8	0.405333333333333
ZMAT1	1.454
SPINK5L3	-2.20625
SLC10A6	-0.4665
APPL2	0.413875
CARD10	-0.891666666666667
LOC402176	-1.105
EEF1D	0.7169
RAB6A	0.6085
C12orf5	-0.66925
PAPOLG	1.20925
MSRB2	0.9255
BCR	1.56144444444444
PUS3	-0.426
TIAM2	0.373
ZNF317	0.464333333333333
CHD2	0.351642857142857
FZD5	-1.72636363636364
NUDT8	0.22725
ZNF763	-0.3175
