Hybridization REF	TCGA-AN-A046-01A-21R-A034-07
STEAP2	0.691714285714286
VAMP3	-0.3745
TCIRG1	0.12225
ZP4	0.271166666666667
PARL	-0.5485
TRIM39	0.24
KIAA1305	1.1475
CRNN	0.121833333333333
GRN	0.7185
HSH2D	0.0725
SCAMP1	-0.038875
KIAA1913	0.79
PTS	-0.54175
BANP	0.253642857142857
PRKACG	0.59675
ADCY6	0.946333333333333
C16orf46	0.449
CYP51A1	0.096125
DDC	-5.929
ANPEP	-0.569666666666667
PROM1	-2.50333333333333
SIGLEC10	2.3275
COPG	0.717
FAM26E	1.412625
TRIP4	0.33575
SNX3	0.157
C1orf175	0.600166666666667
PPY2	0.41
C14orf152	0.62925
FTSJ1	-0.407166666666667
DST	-1.12645
LOC554235	0.312
GLRX5	-0.148
C20orf12	1.117
CAB39	0.512333333333333
MSH2	-1.99416666666667
PIP4K2C	0.357125
CYLD	1.135
WTAP	0.1008125
MGAT4A	0.575222222222222
TSC22D4	0.2478
CHRM2	-2.4885
PPYR1	0.541666666666667
CCNH	-0.855833333333333
RRM1	-0.771
ECAT8	-3.436
LOC400120	0.00625
GABRA4	0.28325
C14orf4	1.62716666666667
C1orf59	-0.32625
CTDSPL	1.42808333333333
NHEDC2	-1.839
PDE11A	-1.24873333333333
KLHL29	-2.14875
CD5	0.9154
TSPAN9	1.807125
WDR67	-1.554
THUMPD1	-0.1094
C18orf17	0.8755
CLYBL	0.249833333333333
FLJ13231	-0.45925
CMBL	0.421375
LECT2	-0.0945
NKAPL	1.31816666666667
LOC654780	0.556
OR4C6	-0.554
RAB30	2.834
TSSK4	-0.076
TMEM163	3.236
OSBPL11	-0.332
GNB5	-2.186
CCL21	0.926
C1orf121	-0.0895
FMO2	1.26616666666667
RPTN	0.8225
MSTN	1.941
VCL	0.111357142857143
FYTTD1	0.03575
C11orf1	0.81725
CCDC88C	1.4408125
HFE	-0.767055555555556
MOGAT1	-0.535
FAM125B	0.431833333333333
IRGQ	0.508
RAVER2	-0.5375
AKAP5	0.3785
SSSCA1	0.29
C11orf63	0.633
ACTG2	0.4234
PORCN	-1.5865
DTL	-2.609
TMEM151	0.455
FAM122C	-1.6
RSAD2	4.4358
BAT4	-1.0645
KRTDAP	-1.00266666666667
MYH8	-0.0247500000000001
CRTC3	1.1125
LRRFIP2	1.5878
INTS4	-0.620333333333333
TTN	-1.00416666666667
SLC26A5	1.025
PLLP	-0.9365
RGS6	-0.45525
SRGAP3	0.31675
ZNF525	0.553666666666667
NBR2	-0.00300000000000001
C13orf1	-0.6188
ZNF137	0.7605
CEP27	-1.107
BEST2	0.368
RNF121	-0.409
DMRTC2	1.29725
C8orf76	0.00149999999999999
BCCIP	0.80575
MEST	-3.6405
HTRA2	0.044
ANGPTL2	0.77325
ILKAP	0.1345
ERAS	0.4035
HBS1L	0.574125
CPA5	0.828
TMEM30A	-0.0836666666666667
CD300LF	2.3735
WISP3	0.4085
CRK	0.577928571428571
PDS5A	-0.4761
BRPF3	0.220333333333333
NEDD9	0.125125
SMPDL3B	1.3375
PSG6	-1.79925
PSMD13	0.296
ETV5	-2.6148125
OR51A4	0.356
BTBD7	0.708333333333333
GSTO1	-1.104625
hCG_16001	0.3135
MAD2L1BP	-0.417
COX6A2	1.518
SCNN1A	2.84866666666667
LSM1	0.0548333333333333
UGT2B11	-3.46075
IDUA	1.507
PPP2R3C	-0.613333333333333
COX11	-1.212
PDZK1	0.73325
ZNF443	1.41783333333333
MGC21874	1.9115
ZNF323	1.3252
KRTAP10-10	0.3025
CXCL6	-0.207
SLC34A2	0.6553
LOC284402	3.4215
NPTN	0.977333333333333
UPP1	-1.99808333333333
SLC6A9	-0.626
OR7G3	-0.47925
CISD1	-0.872166666666667
ZNF545	0.289166666666667
SYT14	-0.738
NT5C3L	0.119833333333333
ZNHIT3	-0.290833333333333
SNRPD3	-0.23225
KIAA0701	0.67425
UNC93B1	0.0893333333333333
GMNN	-2.411625
SPCS2	0.4635
LOC388524	-0.085
NAPRT1	0.32175
PNLIPRP1	0.59
OR6V1	0.8895
PRKAB1	-0.426
EYA4	-3.2975
KIF20A	-1.8245
ALG10	-0.5815
ITPKC	0.962666666666667
LMX1B	1.29083333333333
RPUSD4	0.00616666666666666
C7orf34	-0.0696666666666667
DLGAP2	0.313
PFN1	-0.4635
MICALL2	-0.755166666666667
ZNF654	1.147
SS18L1	-0.81125
SLC16A8	0.314
MKI67IP	0.0405
ITGB3	-1.22175
TCEA3	2.3665
CEP152	-2.5009375
CLIP1	0.885125
ZNF75	0.785533333333333
ATP5C1	-0.229333333333333
NUDT5	-1.272
PSCDBP	1.652
UBP1	0.09325
RBM27	-0.258
C13orf15	2.76825
ZNF282	0.397833333333333
ZNF222	-0.1372
COL10A1	6.321
PRDM15	-0.81725
TTTY5	-0.08
FAM9C	-0.496272727272727
C20orf67	0.469
GNG13	0.4665
F12	-0.098
C1orf41	-0.509
CPXCR1	0.1615
GSK3A	0.636875
SUPT6H	0.157
PI16	1.25883333333333
ELL2	-0.346916666666667
C9orf167	-1.85666666666667
PVRL3	-2.3967
FLJ38596	0.19625
ADAM20	0.01875
GPR89A	-0.947
GPR87	-2.421
ZNF30	1.17325
SMR3B	0.202
ZNF770	0.556125
TRPC4AP	-0.301166666666667
DKFZP686E2158	0.539166666666667
C2orf28	0.603833333333333
FREM1	-0.9165
LAMA4	0.216166666666667
ADPRHL2	-0.15175
EIF4G2	0.879666666666667
GUCA1A	-0.181
CTNNA2	-0.38725
NUDT15	-1.519
CEPT1	1.2555
ZNFX1	1.3342
CCDC92	1.4625
TDRD1	-0.0695
KCNK5	1.75216666666667
ETNK1	-0.823
LTA	0.5445
TTPA	0.089
B3GALNT2	0.367625
SC65	-0.107833333333333
PEX5L	-1.42225
EPS15L1	0.8725
MGEA5	0.018875
HIST1H3A	0.7365
ING1	0.711375
BCAT1	-3.250125
ORC6L	-3.76554545454545
KLK11	-5.364
C19orf28	-0.575375
DNER	-4.084875
MED22	-0.5605
ETV6	0.978416666666667
CHAC2	-2.4305
CD300E	0.387
CEBPB	0.669666666666667
ZNF398	-0.70325
LRCH3	0.0195
HMGA1	-1.57866666666667
CAPN7	-0.189166666666667
MGC5566	-2.23
CCL3	3.69175
NANOS1	1.2125
ZFYVE19	0.07
APITD1	-0.559
PARD3	0.73975
IRAK4	-0.193166666666667
SERPINI2	0.07
CEP170L	-1.00375
TTC9	2.781875
MYOM3	-1.068
MLPH	1.2495
LOC222699	0.399
NRG1	-1.94175
TBC1D9	2.45745454545455
TTK	-2.18183333333333
ZNF557	0.5632
DDX41	-0.480833333333333
FANK1	2.442
UBE2D2	0.243125
PSMB10	0.775125
MYH7B	0.1475
GABARAPL2	-0.920125
MARVELD2	1.6075
DGCR2	0.752333333333333
UNC45A	0.389333333333333
C6orf72	0.6655
ZNF683	5.20075
GIT2	-0.218375
CASK	-0.0361666666666667
C14orf161	4.806
LRRC44	-0.1475
TIFA	0.8805
UTP11L	-0.9565
C6orf65	-0.9875
FDPS	-1.2075
DUSP9	-1.8018
SLC17A8	0.23
OR51G1	0.0798333333333333
NANS	0.4465
OLFML1	1.91275
ATP10B	-1.08825
NPAS3	-0.57975
PRKCA	-2.5794
GGA2	-0.368125
LCE4A	0.573
SPANXN3	0.483
CCDC115	0.824125
SDCCAG3	-0.781
GLIPR1L1	-0.23225
TTC1	0.03725
C17orf76	-0.4515
MAD2L2	-2.0055
HIPK1	-0.4697
LRRC3B	-0.677166666666667
CLN3	-0.565272727272727
C17orf47	0.648
FMN2	-3.3545
TUBB1	-0.483571428571428
WAPAL	0.107333333333333
C3orf21	-0.44875
SCN5A	-0.6623
SMYD1	0.27375
BEX5	0.9365
ZNF192	0.181
SEC22A	-0.166833333333333
GRIA2	0.372916666666667
KIAA0825	-1.63825
NUSAP1	-2.13654545454545
LANCL1	-0.146625
C15orf40	-0.5316
ZNF645	0.15225
GPR61	0.372
NLRP14	0.029
SNX21	-0.2907
C1QTNF8	0.054
C17orf46	0.5715
IFNA8	0.9015
SPRR1B	-1.277
FLRT1	-0.4335
SNX17	-0.0365
ASB2	-0.414833333333333
HBG1	-5.6355
RPRML	-1.96175
JOSD2	0.93
PLSCR3	-0.47875
SPOCD1	-0.706833333333333
RAB39	0.057
GHRH	1.4745
ITIH5L	0.34925
C17orf37	0.12825
SMCR8	0.7545
DPY19L2P3	-0.2965
IL11RA	0.0931666666666667
GDF3	-4.16233333333333
RPS6KB1	-1.15391666666667
DNAJC19	0.89
TOP1	-0.509
CRCT1	0.5705
MPST	0.1385
DPM2	0.439125
FAM38B	-0.822333333333333
SLC18A1	-2.72983333333333
FARP1	0.702833333333333
PAX7	0.07975
TUBD1	-1.3665
GNL3	-0.31825
BTG2	1.40493333333333
NDUFS6	-0.75225
C1orf79	-1.7545
ERAL1	0.2915
ECHS1	0.90825
VPS4A	-0.402666666666667
CYP11A1	-0.29675
ABCC6	-2.47192857142857
PBX4	-1.738
MOSC1	-0.755125
NCF4	0.3495
HYMAI	0.8365
NAGPA	-0.897875
OTOP2	0.48775
ACOT12	0.70375
MTHFD2L	-1.75275
LOC441376	-1.11625
C19orf34	0.207
RAB1B	-0.073
ALDOAP2	-0.0955
NTRK1	-1.75366666666667
ARTS-1	0.6417
SLC6A11	-0.838
NAP1L2	-2.24475
CNGB1	-0.2335
EPB41L4B	1.34041666666667
FAM134B	2.497125
HS3ST3A1	-2.13583333333333
CPXM2	2.808
SIRPB2	-0.2305
CHORDC1	-1.11133333333333
TRIB3	-2.13916666666667
SLC2A5	1.04575
C2orf49	-0.676333333333333
DDX5	-0.91775
OR5L1	-0.124
ANAPC4	-0.771
ZSWIM1	0.159875
LOC93622	0.00737499999999999
KCNK3	-0.5624
RP11-35N6.1	-1.940375
ZFP161	0.182
AQP9	3.59175
SLC15A2	-2.2855
MREG	1.27633333333333
OR9I1	0.413
PDLIM2	-0.241375
ADAM7	0.554
GSTCD	0.525166666666667
WDR21A	-0.605375
SLC12A8	1.50083333333333
TMEM174	0.422
IGSF3	0.153666666666667
LRRN1	-1.4335
LOC402117	-0.063
SRPK1	-1.45183333333333
LY6K	-1.77575
NFIA	1.436
PTCD3	-0.367875
LEP	2.93183333333333
PCDH21	-0.140666666666667
MAPKAPK2	1.08607142857143
NMNAT1	-0.696166666666667
LHFPL2	0.957
C9orf43	1.6975
DIP2A	-0.304166666666667
ACTR8	-0.13375
CCDC34	-0.8895
PTPN22	0.02
ITGA3	-1.868875
FAM129C	1.2475
RABGGTA	0.632333333333333
UNC45B	-0.20725
KIAA1033	-0.075875
ZNF510	-0.0818333333333333
CYP2D6	-0.394333333333333
SLC26A10	-1.7635
STX8	-0.13825
LUZP1	0.059
WDR89	0.254333333333333
EIF4G3	-0.699
C5AR1	1.331
ZNF623	0.232
A2M	0.03525
TGM7	0.4565
GRPEL1	0.0638333333333333
LMNB2	-1.1078
ROCK2	0.297166666666667
SNX16	-0.432625
CCDC66	0.4915
ANXA3	-2.49225
KIAA1609	-1.010875
EED	-1.40175
RNF32	0.855166666666667
HES1	0.5972
CLC	1.40533333333333
ISL1	-1.388
KIAA0528	-0.43175
MANEA	-0.146
C1orf61	-2.8265
hCG_2001000	0.102
RAPGEF6	0.3117
KIAA0020	-1.19
NEIL1	1.4755
C16orf45	-0.655125
RBM10	-0.1865
C10orf125	-1.6905
MRS2L	-0.124
DNAH17	-0.647625
C19orf10	0.08975
C1orf160	0.7065
SLFN12	0.13775
EXOC3	-0.0548333333333333
HIST3H3	0.03
NCOR2	0.410166666666667
TNFRSF9	1.69725
MFSD8	-0.213
ALX1	-3.9965
NOL1	-0.30775
PODN	2.96425
TIAL1	-0.20825
HIST1H1E	0.15025
NPY6R	0.3355
TM4SF4	0.54775
CORO2A	-0.403
ETNK2	1.692
APOE	1.2921
ANGPT4	1.377
HDGF2	0.04975
G30	-0.172
ST8SIA4	-0.093375
F2RL1	-1.15
FAM19A4	-3.41125
CCAR1	-0.266
B3GNT7	0.06775
OPHN1	-0.3189
DSCR6	-1.7325
C21orf13	0.834666666666667
GAS2L1	0.892083333333333
RFX3	-0.314666666666667
COPS4	-0.261
BCHE	-4.751
BCL2	3.306125
HBZ	-3.2645
ARL13B	-0.057875
MAPBPIP	1.090875
MYO15B	-0.432
SPZ1	1.27275
KIAA1324	3.33755555555556
PLCL2	-0.358
C4orf29	-1.68625
WDFY2	-0.932625
ZNF284	-0.154
NAALADL1	0.3185
DUSP5	2.43783333333333
PXDN	0.3375
SLMO1	-0.883
TNXB	1.0974
BIRC7	-0.3655
A4GALT	0.4325
TIMM22	0.327
FAM110C	-0.83925
TOMM34	-0.914375
ABHD9	0.435
ADAM32	2.453
CRHBP	-0.342
AQP2	0.63625
LOC130355	0.8685
ZNF187	0.1415
ZNF816A	0.6
F7	0.108125
CNOT1	-0.5122
SLC13A4	-0.92175
ZBTB11	0.59075
B3GALT5	-0.59775
EXOC2	0.437333333333333
IRS1	-0.0597
TMEM1	-0.1895
MRPL34	-0.220833333333333
SAMM50	-0.23475
CDC42EP3	-0.98025
HSF2	-0.8598
MFN2	-0.22875
TSPAN7	-2.0995
NUCB1	0.48375
RHOH	0.59125
ARL16	-0.473
TACR1	-0.20375
SFRS5	-0.692666666666667
SNX25	-0.0275
RHBDF1	-0.0865
PCDH18	1.68
HMG1L1	-0.81275
MYO5C	1.460125
MAPK10	0.486
LDHAL6A	-0.2215
NUDT12	0.859
NCAM1	-0.290125
GLIS2	1.073
GGTL4	1.039
DAPP1	0.44825
ATF7	1.09925
KIAA0748	-0.02
NFIL3	0.216
TM6SF1	0.4895
SEZ6	0.348
NANOS3	0.413833333333333
DNAJA3	-0.713333333333333
CLDN6	-1.976
CIITA	3.0662
EPHA4	-1.06291666666667
FANCC	-0.67325
CMTM3	0.507125
PSG3	-0.51425
MRPL15	-0.872
C21orf59	-0.0565
PLCXD2	0.0975
C2orf34	0.174625
UBE2L6	1.860125
MED14	-0.322666666666667
HP1BP3	-0.7879
C6orf208	0.7995
TPBG	0.68925
OSR2	0.1825
XPC	0.258833333333333
KLHL7	-1.14916666666667
CCR3	0.164
AGTPBP1	-1.46233333333333
PCSK6	1.19993333333333
STAT5A	-0.8227
FAM18B	-0.748
LONRF2	-0.4815
PTPN2	-0.55625
SF3A3	-0.9665
EFCBP2	-0.28475
HCFC1	-0.684
AHNAK	1.20755
ACTR5	-0.532
KIF14	-2.91857142857143
TENC1	0.9885
HEATR5B	0.789
YIPF2	0.853
MYEOV2	1.099
DUSP18	1.16925
KIAA1012	0.406
AHR	-1.26133333333333
C17orf53	-1.76616666666667
PTPRH	-4.211
ATP6V1C1	-0.3368
TAS2R3	0.353
LOC440356	0.02525
COQ10B	0.35275
PSMF1	1.22866666666667
SORBS2	0.34275
NFE2L2	-0.02275
TMCO7	-1.36275
SH3PXD2A	-1.3806
SH2D2A	0.154
SPINK5	-4.53775
MRPS24	-0.58725
OPA3	0.544375
TRAF7	0.075
C4orf35	-0.0045
MT1G	-2.005625
MGC39545	1.1845
HS1BP3	0.3741
OR2B2	0.5755
CHRM4	0.1135
SFRP2	3.29575
RIC3	-1.67375
ART1	-0.1985
C6orf1	0.106375
DUS4L	-0.813
C10orf104	-0.0545
TNFAIP6	2.96575
RTEL1	-0.59725
CCT4	-1.3368
ZNF709	0.17225
CHMP6	-0.00866666666666667
UPP2	0.3195
CYP19A1	-1.6005
CD151	0.751666666666667
NDUFA13	-0.0513333333333333
ARFRP1	-0.967333333333333
FAM26B	1.609
CRYBA1	-1.071
MRPL41	0.922
NPFFR2	-1.832375
HRH2	0.2655
SCAMP3	0.0831666666666667
MTMR6	0.3462
MTG1	-0.426333333333333
UBTD1	1.9365
CRABP1	-2.7365
FLJ33790	1.2471
KIAA1908	-1.16033333333333
GPR158	-2.86425
PACSIN3	-0.283333333333333
OMD	3.932
CATSPER1	-0.840833333333333
HOXB8	-1.062875
FBXO46	1.36
OAS1	2.40116666666667
SVIL	-0.191
PHB2	-0.2625
ADCY3	-0.506
NDRG2	0.369666666666667
ERMAP	0.4104
APBA2	-0.7525
IGSF9	0.559
WNT6	-0.552
MYCBPAP	0.955
ATP2B2	-0.1167
CPVL	-0.3566
TRAM2	-1.11908333333333
NOP5/NOP58	-0.477
ZNRF4	0.42075
TLK1	-0.361875
MTMR12	0.154857142857143
ZNF384	-0.156666666666667
FAM9B	-2.896
RPN1	0.7067
PMVK	0.462
EIF3D	-0.3174
SIX2	0.066
HPS1	0.280285714285714
RNF7	0.223
PSKH2	0.3295
KCTD13	-0.0303333333333333
CSMD3	-0.5609
FBF1	-0.701
IL8	-6.01225
SERPINB13	0.450916666666667
FBXL20	-0.0605
BLR1	0.335
SH2B1	0.2445
RFNG	0.336125
RAB20	0.6805
RBM7	-0.97975
POLR1A	-0.00733333333333333
TMPRSS4	-3.50725
TAF9	-0.516375
TERF2	-0.261166666666667
TNFRSF1A	0.938416666666667
ACADVL	-0.823166666666667
GTF2H5	1.052
EDG8	-1.20566666666667
C9orf140	-0.789625
UST6	0.33925
ZBTB8OS	-0.5815
ZNF710	1.176
GPR174	-0.8285
ATP6V0A2	-0.91425
KIAA0319L	0.31225
XKRX	1.174
DOPEY2	1.907
SDHD	-0.632583333333333
SUMF1	1.18475
OSM	3.7555
OPN3	-0.0995
DAGLB	0.4425
PPFIBP1	-0.291
TRIM63	-3.7685
C10orf53	0.1465
LYPD3	0.357666666666667
BCL7A	0.337
AGER	-1.43
TCF19	-1.226875
SAT2	-0.4245
PFTK1	-0.402
GABRE	-3.36325
C15orf38	1.1179
FIS1	0.196
KCNV2	0.38875
CLPS	0.6345
PPCDC	-0.633875
FOXN2	-0.679833333333333
NT5E	-3.031
CD83	1.7325
IL18	1.0215
VPS16	0.337
IGFBP2	3.25383333333333
NOTCH2	0.865
SIGLEC1	3.688875
CD93	4.5855
SULF2	-1.089
CEP164	-0.01575
P53AIP1	1.04116666666667
TOR2A	0.091
ZNF136	0.4305
MGP	4.1114
CCDC144A	-1.1345
TRPC1	-1.701
SMS	-0.609166666666667
MAPK7	-0.677
RRAGC	0.06925
PARD6A	1.03633333333333
NUB1	0.941833333333333
SYNGR4	1.0165
OR11H12	-0.44
WIF1	0.183125
GCH1	1.0005
OR11H4	0.164
SLC44A5	-0.516
GPRIN2	-0.000999999999999996
LOC401431	-0.995
CPA4	-2.9266
MELK	-2.54222222222222
IL15RA	1.06475
CUL3	0.890875
HMBOX1	1.53175
PODXL	-2.225
CCT6B	1.56966666666667
COMTD1	-0.93075
MUC20	0.298333333333333
GPX2	-3.762875
ITK	0.5375
FBXL5	1.56125
C13orf27	-1.75175
DEFA5	0.84
TRHDE	-0.6005
MTP18	-0.709
UQCRQ	0.1574
ITGB2	2.12591666666667
CSRP2BP	0.23425
TAS2R44	-0.0815
PHPT1	0.6885
FAM44C	0.10575
ERH	0.11125
MPHOSPH1	-1.86366666666667
MORC1	-0.1355
PARVB	0.37675
LAMA1	-2.12791666666667
PGBD3	-0.191
GIMAP6	4.06525
AREG	-2.297
LIPT1	0.0745
MGC99813	-0.67875
C1orf201	-0.0133333333333333
GRIN2A	-0.923888888888889
MAN2C1	-0.6305
NSUN5	-0.5005
SF3B5	0.3215
MYC	-0.5371875
NRXN1	-1.10641666666667
ZNF18	0.02875
SPDYA	0.31
SLC37A1	1.6705
DECR2	0.56975
ANKRD38	1.39375
SPTLC3	0.2445
SUPT16H	-0.6085
DTWD2	0.69475
ULBP1	-0.672
ZADH1	0.841666666666667
OIP5	-2.3
IL10RB	-0.110166666666667
OTUB2	0.594375
VWA3A	0.0383333333333333
SPIC	0.363333333333333
OR6C4	0.4095
PSCD4	1.55
DPY19L2P2	1.2635
TRAPPC6A	0.5235
C21orf2	-0.122833333333333
CEMP1	-0.711
LIN7B	-0.6315
E2F7	-2.52583333333333
VCP	0.443875
LAMA3	-0.530916666666667
BGN	2.249
GPR160	-0.0915
COCH	-2.501
GPR81	1.99166666666667
APOBEC3F	-0.50325
tcag7.1017	-0.5675
C1orf32	0.206
SCGB1D2	6.82175
FLJ43987	-0.112
C6orf170	0.51725
KLK9	0.3165
GPD1L	-1.343375
VPS37B	1.20875
ATG3	-0.589833333333333
ADAMTS17	-0.1615
KLHDC2	-0.0318333333333333
NDUFV2	0.15475
BLK	-2.664
MATN4	-1.422
GPM6A	-0.2385
GBP4	4.98866666666667
TMEM162	0.474333333333333
PKP2	-0.491
HRASLS	1.15611111111111
MMP1	-0.7415
SFXN3	0.0322
FSD1	-1.49583333333333
ST6GALNAC3	-2.26733333333333
CA12	3.2219
NCOA6	0.496
C19orf58	0.19
PPP4R1	0.625833333333333
MAN1A2	0.4285
IKBKAP	-1.608
UPF1	0.3615
KIAA1219	0.12275
WNT16	-0.39
SNW1	-0.253625
IL18RAP	3.64725
RPP30	-0.2195
CDC40	0.0777142857142857
SETD3	0.3785
SLAMF6	1.39875
ELK4	0.107
TRIM47	0.354
ACOX3	1.147625
TRIM6	-0.616625
KIAA0372	-0.377
TP53AP1	1.34025
SMURF2	-0.3745
ADAD1	-0.3335
EBP	-1.4909
KRTAP13-2	-0.1695
FLJ36874	-1.08
TOR1A	0.024
P2RY4	0.9175
GPBP1	-0.1785
TRPV1	0.424625
ADAMTS12	0.225833333333333
PES1	0.1542
ATG4A	0.861166666666667
MAGEA10	-4.44075
WFS1	0.9995
CC2D1B	-0.691833333333333
PABPN1	-0.252625
SLC25A30	-0.094
SLCO1C1	-0.058
SLC22A5	1.1915
KIF23	-2.594
SYN2	-0.976666666666667
ASPN	8.4985
CENTG2	1.252
QSOX2	-1.9724
FLJ10815	0.2435
STK24	0.39
SPEG	0.0385
STK10	-0.02
DACT2	-2.887
AAAS	-0.141
SSX3	-1.701875
ABCD3	0.4696
C4orf12	-0.41125
PARVG	1.5995
FIG4	1.85325
C9orf46	0.37775
TMCO6	-0.16
IGHMBP2	-0.42
DUS2L	-0.809333333333333
FAM3C	-1.070625
TMEM16D	-2.568
DCTN4	0.9525
KCNH3	-0.128
EIF2AK2	0.85575
AP1S3	-0.6135
CST4	3.2825
PAM	-0.6336875
NUTF2	-0.6515
CITED2	0.7506
SLC39A4	-1.24075
C2orf52	-0.9805
GRM3	0.0975
C12orf49	0.47825
CCDC49	-0.6377
GRAMD1B	-1.43175
FNDC4	-0.00275
SIAH2	2.398875
GDPD4	-0.01275
C21orf87	0.15475
ATP5A1	-0.148166666666667
C16orf63	-1.004
LOC388135	-0.0698333333333333
ATP5J2	-0.264875
MMP3	0.40675
EMID2	-0.03
CRHR1	0.754
WDR70	-0.30275
C13orf31	1.60625
ZFAND1	-0.319
CCL18	4.10666666666667
C3orf49	0.1585
RINT1	-1.123
KIAA0408	-2.19383333333333
F13A1	4.8387
SLC10A1	0.189333333333333
OGN	1.77725
GIPC2	-2.16583333333333
XPO6	-0.795666666666667
LCE1A	1.0475
FMR1	-0.1731
LOC374920	-0.06375
DUSP3	-0.0485
ANKMY1	1.27875
C7orf50	0.11325
BBS9	-0.6885
UNC119B	0.164125
C9orf72	0.13925
MGC35440	0.22975
ENTPD6	-0.038625
PPP1R2P9	0.5025
ERCC4	-0.41075
FAHD2B	-1.9585
HMHA1	-0.099
HACL1	-0.912
RAD23A	-0.172166666666667
FAM83B	-1.29125
PPP5C	-0.1055
RNASEH2C	0.54375
C9orf153	0.08775
SCAMP4	1.121375
GHITM	0.1065
NDUFB7	0.639125
ADCYAP1	-0.101166666666667
SP110	3.11933333333333
MAP3K7IP2	-0.179
DHH	0.425
AGRN	0.939
WDR33	0.749666666666667
CEP290	0.0368333333333333
PRPS1L1	-1.49716666666667
KLRA1	-1.2815
GPR97	0.1175
CHD7	-1.43583333333333
TLR10	1.598
SLC30A8	-1.102
HIC1	1.46466666666667
IAPP	0.6015
RXFP4	0.3325
GP1BB	1.0635
SHQ1	0.209
NKX2-3	1.09183333333333
API5	-0.5435
FTHP1	0.998
MOV10L1	-0.00316666666666668
TRIM6-TRIM34	2.04883333333333
ADHFE1	-0.213
FAM117A	-0.995
DDI1	-0.124333333333333
CDON	0.705666666666667
TRIM73	-0.1175
IGKC	2.116
MMP14	0.31075
DYNC1LI1	-0.211
C11orf66	0.37325
TRBV3-1	-0.78175
FASTKD5	0.05225
BIVM	-1.03875
LHX4	0.15025
CXCL2	-2.0526
RAB2B	-0.264166666666667
IZUMO1	-0.8885
MAP3K15	-2.221
FAM19A2	0.151833333333333
ZC3H8	-1.13816666666667
ZMAT1	1.059
SPINK5L3	-2.77275
SLC10A6	0.616
APPL2	-0.124375
CARD10	-0.761666666666667
LOC402176	-0.53925
EEF1D	0.9689
RAB6A	0.4551
C12orf5	-0.55325
PAPOLG	-0.118
MSRB2	0.39825
BCR	0.872888888888889
PUS3	0.34225
TIAM2	0.98325
ZNF317	0.4385
CHD2	-0.103071428571429
FZD5	-1.82318181818182
NUDT8	-2.028
ZNF763	0.262
PRC1	-2.36088888888889
ABCB9	0.0916666666666667
SPATA3	0.09425
TRAK2	0.000624999999999994
STAB1	2.910875
LRRTM2	0.324666666666667
psiTPTE22	1.334
DBI	0.2645
SERPINA11	2.19125
NAT5	-0.10525
C20orf58	-2.4745
RPS6KA4	0.0221666666666667
FLJ90650	0.612
TGFBRAP1	0.44425
CHRDL2	-0.7665
FAHD2A	-1.919
CNTN1	-0.10725
BBS4	-0.1442
TMEM181	0.47325
MINPP1	-0.8185
MPHOSPH6	-0.53925
HOXC10	3.0984
ITPKB	-0.049
CLPTM1L	0.076125
MEOX2	0.190333333333333
ATP6V0C	0.495375
PRPF8	-0.8685
TMC5	1.74575
FKBP3	-0.57225
PLEKHB2	-0.279625
OR4D6	0.5455
ZNF544	-0.6149
D2HGDH	0.3735
RPL18A	0.0807
HEL308	-0.43925
MPP6	-3.9535
TCERG1	-1.412
KRT16	-1.18783333333333
KLF17	-1.51025
KLF5	-2.71825
CDR1	2.15525
VCX3A	-4.11
FBLN2	2.101375
C14orf104	-0.488
HBE1	-4.9518
OR4S2	0.8845
C1orf108	-0.485333333333333
ROBO4	3.22033333333333
CPEB4	0.7735
C11orf80	0.0168333333333333
BCKDHA	0.702333333333333
MYOC	0.23725
GIF	0.7985
CKMT1A	-1.613
RPL3	0.9856
THBS1	2.514375
APOO	-0.9215
ARMCX1	1.18375
HSZFP36	1.98425
SNAPC5	-0.42975
EIF4ENIF1	0.27075
ZNF433	0.32425
TNFRSF21	-1.111625
TMPRSS7	0.4035
SPATA18	1.2063
HPDL	-3.588
MKL2	1.2393
TBX3	0.799846153846154
C21orf93	0.655666666666667
DAXX	0.31975
ELMO1	0.768125
RGS13	0.822166666666667
TAF11	-1.1435
UNC13A	-2.01925
LOC653314	-0.0475
ORC3L	0.153
IMAA	-2.4935
TARBP2	-0.38825
CABIN1	0.3015
TRIOBP	0.438875
HIST1H2AC	0.8565
RGS22	2.56433333333333
NCOA1	1.32666666666667
IL25	0.6885
SNCG	0.5415
GPR6	0.478
AMDHD1	-2.57866666666667
CHEK2	-1.26675
C6orf142	-0.50225
DRD4	1.1345
C14orf68	-1.276
GDF11	-1.137
SEMG2	0.4345
CD247	0.71625
CDAN1	0.35925
RBMX2	-0.0035
TGS1	-0.7025
OIT3	0.27975
SYF2	-0.478
MCM4	-1.8075
PKHD1L1	-0.195714285714286
CEP192	-0.538333333333333
IFT88	1.16725
RPL9	0.409857142857143
RAB32	-0.21075
DDX43	-3.89025
P2RX2	0.861166666666667
OR5D18	-1.6295
UBE1	0.5725
SLC24A1	0.518625
ARHGAP5	0.067
CETP	-1.2555
KIAA1731	-0.750166666666667
SLC9A4	0.623
PTPN6	1.49125
BAHD1	-0.1535
GRIK3	0.354
CACNB2	-0.5056
PDE10A	-0.56575
DGCR14	0.2075
PCDHB9	-1.63983333333333
RHOQ	-0.231833333333333
MAP3K4	-0.253
