Hybridization REF	TCGA-A2-A0EX-01A-21R-A034-07
HDGF2	-0.62925
G30	0.433
ST8SIA4	-0.37725
F2RL1	-0.36025
FAM19A4	-2.63025
CCAR1	-1.139
B3GNT7	0.396
OPHN1	-0.157777777777778
DSCR6	-1.0275
C21orf13	0.730333333333333
GAS2L1	0.271166666666667
RFX3	0.608166666666667
COPS4	-0.010875
BCHE	-3.53366666666667
BCL2	2.886375
HBZ	-3.17583333333333
ARL13B	-0.0895
MAPBPIP	0.7245
MYO15B	-1.1605
SPZ1	1.3085
KIAA1324	3.131
PLCL2	-0.600125
C4orf29	-1.9105
WDFY2	-0.656
ZNF284	-0.2175
NAALADL1	0.589
DUSP5	1.77233333333333
PXDN	0.716
SLMO1	-0.55675
TNXB	0.3165
BIRC7	-0.96675
A4GALT	1.66416666666667
TIMM22	-0.0545
FAM110C	1.4175
TOMM34	-0.601125
ABHD9	0.3105
ADAM32	2.351
CRHBP	0.74
AQP2	0.49775
LOC130355	1.0505
ZNF187	0.3385
ZNF816A	0.933
F7	-0.3315
CNOT1	-1.0342
SLC13A4	-0.9525
ZBTB11	-0.614
B3GALT5	-1.096
EXOC2	1.015
IRS1	0.0034
TMEM1	-0.676333333333333
MRPL34	-0.136
SAMM50	-0.80675
CDC42EP3	0.412625
HSF2	-1.1501
MFN2	-0.14975
TSPAN7	-0.873
NUCB1	0.800166666666667
RHOH	0.49725
ARL16	-0.1205
TACR1	0.955333333333333
SFRS5	-0.171333333333333
SNX25	-0.203375
RHBDF1	-0.101333333333333
PCDH18	2.928
HMG1L1	-0.395
MYO5C	1.779
MAPK10	1.132
LDHAL6A	-0.103666666666667
NUDT12	0.690833333333333
NCAM1	0.18
GLIS2	0.7855
GGTL4	0.25975
DAPP1	-1.002
ATF7	0.645125
KIAA0748	-0.836
NFIL3	-0.147
TM6SF1	0.6192
SEZ6	0.18125
NANOS3	0.012
DNAJA3	-0.7145
CLDN6	-3.4325
CIITA	2.1964
EPHA4	0.986666666666667
FANCC	-0.01325
CMTM3	0.216375
PSG3	-0.6785
MRPL15	-0.17875
C21orf59	-0.06475
PLCXD2	-0.06625
C2orf34	-0.034375
UBE2L6	0.502375
MED14	-0.1285
HP1BP3	-0.3124
C6orf208	-0.0525
TPBG	1.1225
OSR2	1.5705
XPC	-0.0518333333333333
KLHL7	-1.01316666666667
CCR3	-0.438
AGTPBP1	-0.914
PCSK6	0.648066666666667
STAT5A	-0.7812
FAM18B	-0.042
LONRF2	0.490833333333333
PTPN2	-0.791125
SF3A3	-0.9585
EFCBP2	-1.22875
HCFC1	-0.9025
AHNAK	1.0599
ACTR5	-0.32075
KIF14	-3.82383333333333
TENC1	0.8185
HEATR5B	0.9535
YIPF2	0.755833333333333
MYEOV2	1.027
DUSP18	1.02825
KIAA1012	0.34225
AHR	0.404833333333333
C17orf53	-2.25683333333333
PTPRH	-3.63575
ATP6V1C1	0.9869
TAS2R3	0.3455
LOC440356	-2.50775
COQ10B	0.98075
PSMF1	0.31975
SORBS2	2.4315
NFE2L2	-0.2375
TMCO7	-0.64625
SH3PXD2A	0.8662
SH2D2A	-1.16475
SPINK5	-1.563
MRPS24	-1.08575
OPA3	0.4295
TRAF7	-0.583333333333333
C4orf35	0.380333333333333
MT1G	-0.703625
MGC39545	0.93525
HS1BP3	-0.1063
OR2B2	0.6555
CHRM4	-0.026
SFRP2	3.82766666666667
RIC3	-0.75775
ART1	-1.165
C6orf1	0.483375
DUS4L	-1.07425
C10orf104	0.932
TNFAIP6	3.25175
RTEL1	-1.10575
CCT4	-0.4103
ZNF709	0.12075
CHMP6	0.436
UPP2	0.450333333333333
CYP19A1	-2.477875
CD151	0.155833333333333
NDUFA13	-0.0995
ARFRP1	-0.972833333333333
FAM26B	1.817
CRYBA1	-5.039
MRPL41	-0.229833333333333
NPFFR2	-0.136571428571429
HRH2	0.316
SCAMP3	-0.5925
MTMR6	1.446
MTG1	-1.25483333333333
UBTD1	1.599
CRABP1	-1.658
FLJ33790	0.815
KIAA1908	-0.377
GPR158	-1.65475
PACSIN3	-0.344666666666667
OMD	4.47133333333333
CATSPER1	-0.900333333333333
HOXB8	-0.378
FBXO46	2.0305
OAS1	-0.380666666666667
SVIL	0.64025
PHB2	-0.8155
ADCY3	-0.3705
NDRG2	1.31966666666667
ERMAP	0.1546
APBA2	-1.46566666666667
IGSF9	1.73125
WNT6	-0.0737857142857143
MYCBPAP	-0.35625
ATP2B2	0.674222222222222
CPVL	-1.1606
TRAM2	-0.6905
NOP5/NOP58	-0.59175
ZNRF4	-0.4055
TLK1	0.84625
MTMR12	0.405615384615385
ZNF384	-0.519
FAM9B	-2.58825
RPN1	0.2924
PMVK	0.5885
EIF3D	0.6231
SIX2	0.44425
HPS1	0.053
RNF7	0.41975
PSKH2	0.2405
KCTD13	-0.783166666666667
CSMD3	-0.1817
FBF1	-0.856
IL8	-5.456875
SERPINB13	0.2355
FBXL20	-0.4585
BLR1	0.40675
SH2B1	-0.982833333333333
RFNG	-0.631625
RAB20	1.483
RBM7	0.00524999999999999
POLR1A	-0.592166666666667
TMPRSS4	-2.83525
TAF9	-0.67375
TERF2	-0.765833333333333
TNFRSF1A	0.346666666666667
ACADVL	-1.40533333333333
GTF2H5	0.28625
EDG8	-0.19
C9orf140	-1.305875
UST6	0.42575
ZBTB8OS	-0.8175
ZNF710	-0.0595
GPR174	-2.6085
ATP6V0A2	-0.751
KIAA0319L	-0.164583333333333
XKRX	-0.163
DOPEY2	1.3444
SDHD	-0.380083333333333
SUMF1	1.76825
OSM	1.43925
OPN3	-1.666
DAGLB	-0.00499999999999999
PPFIBP1	0.3838
TRIM63	-1.86325
C10orf53	0.6825
LYPD3	0.247666666666667
BCL7A	-0.2455
AGER	-1.22
TCF19	-1.94457142857143
SAT2	-0.08325
PFTK1	1.48583333333333
GABRE	-3.143875
C15orf38	1.7888
FIS1	0.2335
KCNV2	-1.76966666666667
CLPS	1.2135
PPCDC	-0.207
FOXN2	0.552
NT5E	-2.5306
CD83	0.746
IL18	0.778875
VPS16	0.08925
IGFBP2	-1.47966666666667
NOTCH2	0.7355
SIGLEC1	0.80025
CD93	5.1435
SULF2	1.121
CEP164	-0.22875
P53AIP1	-0.4505
TOR2A	-0.141166666666667
ZNF136	1.04
MGP	3.9589
CCDC144A	-1.614
TRPC1	-0.502166666666667
SMS	0.6515
MAPK7	-0.6035
RRAGC	0.72225
PARD6A	0.452333333333333
NUB1	0.445166666666667
SYNGR4	0.6305
OR11H12	0.92
WIF1	1.30925
GCH1	-0.2585
OR11H4	0.798
SLC44A5	1.441
GPRIN2	0.304666666666667
LOC401431	0.27475
CPA4	-2.5944
MELK	-3.671
IL15RA	-0.2055
CUL3	0.6435
HMBOX1	0.711
PODXL	-2.1915
CCT6B	0.749166666666667
COMTD1	-0.5325
MUC20	0.145333333333333
GPX2	-2.1845
ITK	-1.164
FBXL5	1.53825
C13orf27	-1.41025
DEFA5	-1.466
TRHDE	-2.097
MTP18	-1.08666666666667
UQCRQ	0.0834
ITGB2	1.13525
CSRP2BP	0.5935
TAS2R44	0.204
PHPT1	0.03875
FAM44C	0.35675
ERH	0.844
MPHOSPH1	-2.31833333333333
MORC1	-1.072
PARVB	-0.64425
LAMA1	-2.76258333333333
PGBD3	0.423
GIMAP6	4.2285
AREG	-1.14683333333333
LIPT1	0.359
MGC99813	-0.492
C1orf201	0.0393333333333333
GRIN2A	-0.9146
MAN2C1	-1.237125
NSUN5	-1.15175
SF3B5	0.224
MYC	-0.5536875
NRXN1	0.03
ZNF18	-0.25275
SPDYA	-0.939428571428572
SLC37A1	0.587
DECR2	0.02875
ANKRD38	1.132
SPTLC3	-0.977416666666667
SUPT16H	-0.485875
DTWD2	0.5995
ULBP1	0.391
ZADH1	0.4355
OIP5	-3.73725
IL10RB	-0.0445
OTUB2	0.171625
VWA3A	0.341333333333333
SPIC	-0.4724
OR6C4	-0.437
PSCD4	1.0325
DPY19L2P2	-0.216
TRAPPC6A	1.5885
C21orf2	-0.7925
CEMP1	-0.16625
LIN7B	0.096
E2F7	-2.897
VCP	-0.1886875
LAMA3	1.212
BGN	2.193
GPR160	1.86016666666667
COCH	-4.19583333333333
GPR81	2.791
APOBEC3F	-1.55075
tcag7.1017	-0.65075
C1orf32	0.0655
SCGB1D2	6.15925
FLJ43987	-0.766
C6orf170	0.372
KLK9	0.2475
GPD1L	0.759
VPS37B	0.07175
ATG3	-0.502
ADAMTS17	0.846
KLHDC2	-0.0411666666666667
NDUFV2	-0.4655
BLK	-1.01575
MATN4	-2.013
GPM6A	0.584125
GBP4	2.9035
TMEM162	0.9448
PKP2	0.336
HRASLS	1.07144444444444
MMP1	-4.808
SFXN3	-0.1704
FSD1	-1.923
ST6GALNAC3	-1.6148
CA12	2.9431
NCOA6	0.00275000000000001
C19orf58	-0.6596
PPP4R1	-0.232666666666667
MAN1A2	0.897666666666667
IKBKAP	-1.31975
UPF1	0.0651666666666667
KIAA1219	0.6
WNT16	1.0392
SNW1	-0.541875
IL18RAP	2.58875
RPP30	-0.3895
CDC40	0.326714285714286
SETD3	0.241333333333333
SLAMF6	-0.56275
ELK4	-0.4355
TRIM47	-0.283
ACOX3	2.163875
TRIM6	0.231
KIAA0372	-0.242166666666667
TP53AP1	1.369125
SMURF2	-1.063
ADAD1	0.0605
EBP	-1.2801
KRTAP13-2	-0.571
FLJ36874	-1.77033333333333
TOR1A	-0.449833333333333
P2RY4	1.3245
GPBP1	-0.6205
TRPV1	-0.508375
ADAMTS12	0.8075
PES1	-0.7071
ATG4A	0.3055
MAGEA10	-4.1255
WFS1	1.52
CC2D1B	-0.463333333333333
PABPN1	-0.074375
SLC25A30	0.0765
SLCO1C1	-0.234166666666667
SLC22A5	0.9455
KIF23	-3.324
SYN2	0.0625
ASPN	9.09066666666667
CENTG2	0.47925
QSOX2	-1.8332
FLJ10815	-0.563666666666667
STK24	-0.27875
SPEG	-0.157
STK10	-0.5315
DACT2	0.3535
AAAS	-0.81425
SSX3	-1.647
ABCD3	0.4869
C4orf12	0.775
PARVG	0.375833333333333
FIG4	0.475
C9orf46	1.048
TMCO6	-0.4765
IGHMBP2	-1.5935
DUS2L	-0.804166666666667
FAM3C	-0.4129375
TMEM16D	-1.88142857142857
DCTN4	0.87775
KCNH3	-0.44575
EIF2AK2	0.27475
AP1S3	-0.42725
CST4	2.9695
PAM	0.4071875
NUTF2	-0.71675
CITED2	0.0603
SLC39A4	1.306
C2orf52	-1.528
GRM3	0.314
C12orf49	0.513375
CCDC49	-0.0816
GRAMD1B	-1.675125
FNDC4	0.4325
SIAH2	0.26625
GDPD4	0.17775
C21orf87	0.483375
ATP5A1	-0.8185
C16orf63	-0.743
LOC388135	-0.0563333333333334
ATP5J2	-0.81125
MMP3	0.40325
EMID2	-0.33225
CRHR1	0.24125
WDR70	0.503
C13orf31	1.86925
ZFAND1	1.70725
CCL18	2.09666666666667
C3orf49	0.2725
RINT1	-0.6855
KIAA0408	-1.9876
F13A1	5.5381
SLC10A1	0.503666666666667
OGN	5.27925
GIPC2	-0.515
XPO6	-0.677833333333333
LCE1A	0.693
FMR1	0.5847
LOC374920	0.36625
DUSP3	0.163875
ANKMY1	-0.173
C7orf50	-0.4235
BBS9	-0.3496
UNC119B	-0.009875
C9orf72	-0.115
MGC35440	0.19425
ENTPD6	-0.601571428571429
PPP1R2P9	-0.22675
ERCC4	-0.102
FAHD2B	0.3575
HMHA1	0.1455
HACL1	0.1075
RAD23A	-0.5775
FAM83B	-1.67525
PPP5C	-0.962333333333333
RNASEH2C	-0.077125
C9orf153	-0.849
SCAMP4	0.51175
GHITM	0.3122
NDUFB7	0.024375
ADCYAP1	0.2474
SP110	1.48933333333333
MAP3K7IP2	0.76425
DHH	0.235
AGRN	0.3955
WDR33	0.300666666666667
CEP290	0.199666666666667
PRPS1L1	-2.31016666666667
KLRA1	0.05
GPR97	-0.7695
CHD7	0.1025
TLR10	1.6035
SLC30A8	0.342
HIC1	1.62816666666667
IAPP	1.039
RXFP4	0.20025
GP1BB	0.796
SHQ1	-0.2135
NKX2-3	0.6052
API5	-0.39525
FTHP1	0.4915
MOV10L1	0.126
TRIM6-TRIM34	2.43066666666667
ADHFE1	0.6765
FAM117A	-0.01625
DDI1	-0.193
CDON	0.538666666666667
TRIM73	-1.029
IGKC	4.5545
MMP14	-0.690166666666667
DYNC1LI1	-0.502625
C11orf66	-0.38625
TRBV3-1	-1.6025
FASTKD5	0.10325
BIVM	-0.6795
LHX4	0.5465
CXCL2	-0.921
RAB2B	-0.2505
IZUMO1	-1.5565
MAP3K15	-2.53975
FAM19A2	1.11133333333333
ZC3H8	-0.2155
ZMAT1	1.675375
SPINK5L3	-1.18633333333333
SLC10A6	1.308
APPL2	-0.377375
CARD10	-0.694833333333333
LOC402176	0.446125
EEF1D	0.5106
RAB6A	0.5635
C12orf5	-0.601375
PAPOLG	0.38375
MSRB2	0.7045
BCR	0.440944444444444
PUS3	0.4505
TIAM2	0.91625
ZNF317	0.252166666666667
CHD2	-0.0233571428571429
FZD5	-1.96240909090909
NUDT8	-1.9595
ZNF763	0.606
PRC1	-3.07
ABCB9	0.129
SPATA3	0.5845
TRAK2	0.834375
STAB1	2.385125
LRRTM2	-0.0258333333333333
psiTPTE22	0.82425
DBI	0.17275
SERPINA11	-0.5565
NAT5	0.5045
C20orf58	-1.45325
RPS6KA4	-0.147833333333333
FLJ90650	-0.41025
TGFBRAP1	-0.08425
CHRDL2	0.290375
FAHD2A	-0.183
CNTN1	0.96525
BBS4	-0.0577
TMEM181	0.2365
MINPP1	-0.69625
MPHOSPH6	-0.0455
HOXC10	2.0394
ITPKB	-0.058375
CLPTM1L	0.065875
MEOX2	1.23333333333333
ATP6V0C	-0.008
PRPF8	-1.26016666666667
TMC5	3.45625
FKBP3	-0.5265
PLEKHB2	-0.240125
OR4D6	0.7505
ZNF544	0.0975
D2HGDH	-0.55675
RPL18A	0.4296
HEL308	-0.045875
MPP6	-2.68475
TCERG1	-2.15325
KRT16	-0.7785
KLF17	-1.22325
KLF5	1.509
CDR1	2.6815
VCX3A	-4.9075
FBLN2	2.37375
C14orf104	-0.2695
HBE1	-4.8662
OR4S2	-0.715
C1orf108	-0.231166666666667
ROBO4	3.46783333333333
CPEB4	0.858875
C11orf80	-0.275166666666667
BCKDHA	1.40416666666667
MYOC	0.79375
GIF	-0.415
CKMT1A	1.403
RPL3	1.1204
THBS1	2.798625
APOO	-0.648
ARMCX1	1.24875
HSZFP36	1.082
SNAPC5	-0.071
EIF4ENIF1	0.77
ZNF433	-0.15
TNFRSF21	-1.897875
TMPRSS7	0.167
SPATA18	1.2599
HPDL	-2.99
MKL2	1.3378
TBX3	2.01184615384615
C21orf93	0.303666666666667
DAXX	-0.252
ELMO1	0.071
RGS13	3.29333333333333
TAF11	-0.95575
UNC13A	-1.94233333333333
LOC653314	-0.407
ORC3L	-0.46325
IMAA	-3.6685
TARBP2	-0.4965
CABIN1	-0.0642
TRIOBP	0.1501875
HIST1H2AC	0.7755
RGS22	-0.3415
NCOA1	1.04883333333333
IL25	0.9815
SNCG	0.4785
GPR6	-0.8845
AMDHD1	-1.88383333333333
CHEK2	-1.228125
C6orf142	-0.5435
DRD4	0.20525
C14orf68	-2.14675
GDF11	-1.44875
SEMG2	-0.5475
CD247	-0.68075
CDAN1	-0.01475
RBMX2	0.1215
TGS1	0.0355
OIT3	0.872
SYF2	0.634
MCM4	-2.982625
PKHD1L1	-0.0632857142857143
CEP192	-0.9705
IFT88	0.5055
RPL9	1.21157142857143
RAB32	0.172
DDX43	-2.10375
P2RX2	0.419166666666667
OR5D18	1.227
UBE1	-0.644416666666667
SLC24A1	0.570625
ARHGAP5	0.2475
CETP	-0.58925
KIAA1731	-1.53066666666667
SLC9A4	-0.63
PTPN6	0.72425
BAHD1	0.4175
GRIK3	-0.946
CACNB2	-0.6535
PDE10A	-0.51075
DGCR14	-0.36675
PCDHB9	-0.431166666666667
RHOQ	1.116
MAP3K4	-0.608
KTI12	0.0313333333333333
RPL23AP13	-2.47875
GNG11	0.1405
CLCN3	1.69766666666667
GPAM	-0.76775
VSTM2A	3.8625
SLAMF7	2.83716666666667
INTS2	-1.456
PPP2CA	-0.3989
LRP12	0.289733333333333
SEC14L2	2.23011111111111
DKFZP586H2123	2.10275
MC3R	-1.101
CIRH1A	-2.22733333333333
HIST1H2AB	0.102833333333333
POLH	-0.9545
MGC16703	-1.07816666666667
SNAPC2	0.6065
FILIP1L	1.12225
RASGRP4	0.727
LRRC1	1.5055
GAS1	1.3365
PRAC	-1.64875
DGKA	-0.899333333333333
NT5C3	-0.998
PEG3	0.854166666666667
NADK	-1.1725
PRR17	0.9495
LOC374569	-0.694
SGSH	0.187166666666667
NLRP8	0.128
GALT	-0.8585
MCF2	0.28
ZNF263	-0.48375
TACSTD1	0.469833333333333
TYR	-6.1318
ATP6AP2	0.383
RNUXA	-0.184
ABHD10	0.3117
GDPD2	-3.07775
SLC35C1	-0.087
UBE2A	-0.44575
HERC5	-0.927333333333333
FAM112B	-4.19283333333333
FBXL16	1.556
DKFZP434A0131	-1.187
ELA3A	-2.1685
RBM41	-1.4315
HAO2	-0.454
RNH1	-0.1085
SHANK2	1.23316666666667
OSBP2	-1.8865
DAK	-0.127666666666667
C3orf58	0.3385
TCL1B	-0.992
KBTBD2	-0.928
SUGT1L1	1.287
UBE2E2	0.596666666666667
MYL9	2.9375
CDC23	-0.521
PBXIP1	1.3069
CXorf40B	1.2535
NBL1	1.1975
RTBDN	0.1135
RAB11FIP5	0.563
TTTY13	-0.9875
SCOTIN	-0.0961666666666667
SOHLH1	-0.142
CDKN1A	0.0104285714285714
NCK1	-0.208
ZNF550	-0.09275
SAPS3	0.713583333333333
SPIN3	0.484333333333333
MAGEE2	0.204
MIS12	-1.12633333333333
OR8H2	-0.201
KIAA0774	-0.6305
UNC5D	-1.514
CUL7	-0.851333333333333
LIPC	-2.54183333333333
DIO1	1.37025
C20orf11	0.4249
CTRL	-1.06925
HS3ST2	1.4425
PAK4	0.893666666666667
CCRL1	3.02925
RNF10	0.32225
ZNF567	0.20675
ZNF660	-1.2255
TCEAL3	1.33275
MAGOH	0.6445
CENPB	-0.236
C19orf7	1.365375
LOC388965	0.62325
ZCCHC13	0.8375
JMJD1A	-1.0938
HIST1H4H	0.326
TBRG1	-1.1436
GPC3	-4.3585
TAF1C	-0.995125
EBNA1BP2	-1.001
CIAPIN1	-0.8315
PDGFRA	0.236722222222222
CSTB	-1.104375
CENPI	-2.015
GTF2E2	1.5315
RPP21	-0.519
CCNF	-1.53383333333333
KCNQ3	0.2935
FAM79A	1.09575
SLC22A12	1.001
NOVA1	2.33266666666667
FZD3	0.6392
AKAP8	-1.29975
SOCS5	0.86825
CFDP1	-1.6795
DLG5	0.881
PGM5	1.60508333333333
C1orf144	0.333916666666667
HDAC10	-1.876
RND2	-1.04
C20orf199	-0.34125
RNMT	-0.7
SLURP1	0.480875
ASTN1	-0.13225
SH3BGR	0.85475
MYCL1	-0.802428571428572
ZHX1	0.871666666666667
CENPK	-3.911
FOSB	1.5042
LOC643406	0.2645
C2orf59	-1.077125
TMEM135	0.12
SLC27A2	-2.02325
KRT33A	1.553
OVOL1	1.19516666666667
PAMCI	-1.636
S100A7	-1.1875
ZNF789	-1.0465
HARS2	0.25125
RPL23A	-0.00100000000000004
TCF23	-0.1925
UPF3B	-1.9235
C17orf78	-0.3425
HLA-DOB	1.343
C14orf142	0.413833333333333
TEKT5	2.0484
DMWD	0.1265
POLD1	-1.71716666666667
GSCL	-0.1005
CALD1	0.3028
SCRT1	0.3705
AIG1	1.2905
UNC84B	-0.384
ZNF404	-0.37125
TMED6	-3.26975
KIAA1462	-0.929
LRRC27	1.4532
PYGO1	0.3455
PIGU	-0.9615
ALAS2	-3.54433333333333
WRNIP1	-0.22725
CNNM3	0.428
ZNF2	0.8855
ST3GAL5	-0.692
MRPL23	-0.789
TSSK6	-1.5145
PSMA6	-0.92
C16orf70	-0.557
KIAA1602	0.102
ALMS1	0.00966666666666667
DCN	3.6145
TMEM132D	-1.42825
SUCLG2	0.933
ABHD14A	0.41625
DEXI	0.603
AMPD2	-1.112
IFNAR2	-0.305
CYB5A	2.0999
TLOC1	0.54555
NXF5	-0.829166666666667
NRBF2	-0.112625
KCTD3	0.79425
ITGAE	-1.53283333333333
SLC30A3	-2.28666666666667
ZRF1	-1.304
IFRD2	-0.4205
XAB1	-0.013
PYCR2	-1.465
SERPINB3	-2.07
TMLHE	0.0265
GEFT	-0.352375
ABCA5	-0.384875
EMR4	-0.1585
TSFM	-0.2805
HIST3H2BB	-1.19
ARHGEF19	0.077
TSPAN17	-0.265333333333333
ABCC8	4.66025
MAP1S	-0.0705
C22orf36	-0.2695
BNC2	0.510071428571429
HIST1H4A	-0.9
NDUFS3	-0.127333333333333
WDR3	-0.3215
XKR4	0.352333333333333
TTC33	0.368923076923077
STMN2	4.68925
CPN2	-1.18266666666667
HSPC105	-0.00475000000000002
PCOLCE2	-5.0165
C3orf55	0.017
KLHDC9	1.822
TBC1D23	-0.06425
ATXN2L	-1.55641666666667
MAP2K3	-0.271083333333333
SCAP	0.106
ZNF486	0.6845
C20orf96	-0.5005
NARS	-0.582
ADAMTSL1	-0.551428571428571
PRCC	-0.0481666666666667
CCDC126	1.56525
ZNF675	-0.89825
CALCOCO1	0.765
ANKRD43	3.1295
CWF19L2	0.2625
ZBTB32	1.07966666666667
BRAF	0.03675
ODF4	0.62225
MGC14376	-0.0363333333333333
HORMAD1	-2.91133333333333
AAK1	-0.360333333333333
PEBP1	0.850666666666667
TNFSF5IP1	0.0976666666666667
DKFZp564N2472	0.682
RMND1	0.908875
IGKV1-5	4.64525
COL1A2	3.23716666666667
SERPINA5	-0.18125
AANAT	0.8545
C19orf21	0.858166666666667
GEMIN5	-0.7835
UBR4	-0.643333333333333
LTBP3	0.802
AMHR2	-2.66016666666667
PROCR	-0.61275
MYBBP1A	-1.2945
C20orf39	2.27583333333333
ZNF697	-0.127125
PASK	-1.247
ZNF776	1.14966666666667
RFXDC2	-0.1355
KIAA0467	0.34925
C10orf96	-0.607
ZNF503	0.15525
GULP1	-0.384
KCNE4	3.7005
DKFZp434K191	-0.99175
LOC196913	-0.343
BHLHB4	1.027
CH25H	1.92725
LOC81691	-1.8925
ALPL	-0.809357142857143
COL12A1	3.1335
FOLR3	-2.56816666666667
GPR123	-0.8264
TRIM62	0.253071428571429
ABLIM1	1.00816666666667
MAST3	-0.75975
RHBDD1	0.454
LOC338809	-0.323
RYBP	1.07825
TTC26	-0.54525
ZNF22	0.794166666666667
ISCA2	0.00900000000000001
RDM1	-2.749
PIGM	-0.09675
GNB3	-1.4545
ACTR2	0.3944
HMGB1	0.43225
EDG1	2.919
SOAT2	-2.92675
OR10AD1	1.104
RAP1GDS1	0.626
LCE1F	0.9445
ESM1	-1.43942857142857
RCN3	2.284
CREBL1	-0.64425
DBNL	-0.627333333333333
PTGER3	3.0115
USP30	0.101666666666667
BCL2L12	-0.297166666666667
KIF26B	2.4055
ZNF416	1.049
ZNF225	-1.293
C17orf70	0.024
ZNF554	0.639
RAE1	-1.12616666666667
TNIK	-0.664166666666667
ACTN3	0.6395
MGC45922	0.396
CCNA1	-0.755833333333333
RYK	0.8795
IL26	-0.03
LRP3	0.5585
QARS	0.1945
SOX7	0.955785714285714
BID	-0.253875
OR2S2	-1.0425
CXCL14	3.79475
C11orf47	-0.699
MGC29891	-0.346666666666667
HSPB8	0.1723
PRDM14	-3.047
NUFIP2	0.39
MNAT1	-0.6555
ZDHHC2	-0.467333333333333
MBNL2	0.436375
ADD3	0.208
CSNK2A1P	-1.2365
KLK6	-0.146166666666667
TMEM111	-0.1818
KIAA1279	0.094
NUBP2	-0.247166666666667
RAB42	-1.47325
ID3	-0.3195
TM9SF1	-0.40225
MDP-1	-0.009
POU4F2	-0.171
IQCK	0.97475
C16orf14	-0.8735
CAPN3	-2.0365
FAM43B	0.105875
RECQL	-0.769
AP1G1	-0.232571428571429
CTNNBL1	-0.8335
ECHDC1	-0.763166666666667
SMARCC1	0.4579
FOXQ1	-1.19025
GNAI3	0.0136666666666666
POLG2	-2.099
CD4	0.552375
ITLN1	0.21625
EBI2	3.645
IRF1	-0.1885
PTPRE	1.1824
PTK2B	-0.062
NXNL2	-0.5065
SOX4	0.8265
TSPAN3	0.3105
SH2D1A	-2.22966666666667
C8orf58	-0.634166666666667
USP20	-0.70325
DUSP22	-0.598666666666667
CALB1	-2.14466666666667
L3MBTL2	0.782583333333334
MCRS1	-0.79925
TMEM118	-1.795
C18orf8	0.0845
FLJ10241	0.4165
GJA12	1.4215
PKD1	-0.527666666666667
ZFP3	-0.375
JAM3	0.018625
LAPTM4A	1.3135
DIRC2	0.031
KIAA2022	0.310333333333333
MYOM1	0.7465
TRPM8	-2.5082
MOP-1	1.587
PHKG2	-0.602625
ZNF650	0.39575
KIAA1522	1.08275
PSG8	-1.2662
DDX19B	-0.3945
MOBKL1B	-0.1045
DIAPH2	0.682416666666667
PTPN12	-1.05625
CLN8	-0.129
CRYZL1	-0.175166666666667
CRY2	1.0505
FCGR2B	3.47616666666667
PNPLA4	1.322
ZNF454	0.749
DKFZp434B1231	-0.00724999999999998
CLDN11	0.6604
RFWD2	0.0845
CIB2	-1.0125
MXRA8	3.042875
HRK	-0.33875
MAML2	-0.50025
C4orf31	1.18525
C6orf192	0.37525
COG6	1.185
FAM5B	-0.51425
NFATC1	0.4226
SEPT10	0.108
SCYL1	-0.413
RPP40	-1.361
SCOC	0.1829
KIAA1450	-0.108
CTDSPL2	-0.39875
TBX5	2.91133333333333
NAPG	-0.0731250000000001
RHD	-3.9115
C14orf45	2.34983333333333
ZBTB22	1.459
PLCG1	-1.2095
ANKRD10	-1.2795
AQP7P2	1
TAGLN2	-0.396666666666667
HTR2C	-0.6946
SLC16A7	-0.391333333333333
C17orf83	0.621
TSGA14	-0.880166666666667
MDH1	-0.449
PPP3R2	-0.084
DCBLD2	-1.91157142857143
RBM33	-0.583625
DPH3	-1.64625
SYT10	-1.27133333333333
FMO4	1.557625
THYN1	-0.63275
DRD5	-2.237
OTOR	0.474
PGRMC2	0.9173
KATNAL1	0.31725
PAQR6	-4.01375
UBE2I	-1.184
C14orf28	0.595
C8orf70	2.69925
FLYWCH1	-0.71125
ANGPTL3	-1.22875
GLRX2	0.0483333333333333
ATP11A	-1.125
ARL5B	0.453
MUC16	-2.615
SLC25A5	-0.382071428571429
ACRC	-1.56025
MYO1C	-1.034125
FAM89B	0.954833333333333
FAS	0.697375
KIFAP3	0.84725
GLRA2	1.772
BTN3A2	0.2274
CNKSR3	-0.088375
CSTF3	-0.527166666666667
ARPM1	0.93675
KIAA1530	-2.4725
C9orf150	3.31833333333333
PRKCI	0.63225
tcag7.1015	-1.082
SOD3	0.31525
ZNF574	0.37525
CYP21A2	2.23875
RPL12	0.45275
COMMD2	-0.48975
WIZ	0.481
LOC344405	-2.1555
ALDH4A1	-0.433647058823529
CRYAB	3.03125
COPA	-0.262433333333333
PCDHGA7	0.719333333333333
KIF11	-2.16458333333333
RASD2	-0.25675
SLC26A3	2.595
ZNF175	-0.4725
JAKMIP2	-2.2625
C8orf4	0.8925
PTHLH	0.60275
SLC40A1	5.21883333333333
OR7D4	0.0535
PCDHB17	0.3735
CD36	3.86878571428571
C6orf203	0.8377
PRKG2	-2.019
LOC400566	1.4295
ANAPC13	0.3945
SLCO3A1	-1.0175
ZNF692	-2.2745
FANCL	-1.077
SH3GLB1	0.58975
C12orf61	null
KBTBD6	0.96725
SUPT5H	-0.15225
XRCC6	-0.2645
HUS1B	-0.6941
FAM133B	-0.0488571428571429
LOC728276	-0.0395
KCTD18	0.42075
SOS2	0.8785
