Hybridization REF	TCGA-B6-A0WX-01A-11R-A109-07
SLC1A2	-0.834
INVS	-0.8275
MPO	1.0985
MOBKL3	-0.0481
CUTL2	-1.191375
KLK2	-0.134416666666667
VIM	0.71725
REG1B	0.1022
PCDHGC4	0.31675
C3orf34	0.411
SUMO3	-0.5185
CST9L	-0.91325
MLL4	-0.8175
SPR	0.278
SAMD9L	1.182
ABCE1	-0.46025
SUPT3H	0.245666666666667
ACTBL1	-1.44025
ADAMTS4	0.458166666666667
SLIT3	3.337
RHEBL1	-0.67875
NPM2	1.04425
MAN1C1	0.420625
KIAA1856	0.958166666666667
HSPA6	2.05925
LOC388152	-0.4785
C10orf140	0.119
ZDHHC12	-0.8135
LIN7A	-1.5179
PHC2	-0.146333333333333
SPHK1	0.58625
TRIM26	0.327375
FAM83E	-0.4875
C18orf24	-0.895333333333333
ZNF578	-0.0801666666666667
ORAI1	-0.475
RUVBL1	-0.448416666666667
C7orf20	-0.849
APAF1	-1.639
SLC36A4	-1.39983333333333
MYH11	4.94133333333333
NEK1	0.27
MPP2	-1.15225
C12orf24	-3.028
TNK2	0.427
ZNF289	-1.23175
MATN3	3.35871428571429
IFNGR2	1.6995
ITPR1	-0.3795
EBF3	2.4904
TBC1D20	-0.5078
OR10P1	0.3245
DDAH2	1.4645
SHPRH	0.518125
STX7	-0.2235
LOC554248	-2.22825
BCAR1	0.586
ATXN3	-0.293333333333333
TRIM27	-0.337
CDC42EP2	0.477
CHP	-0.577142857142857
SOX17	1.986125
ZNF259	-0.711333333333333
CHCHD1	-0.140875
ZDHHC19	-0.575
GBP2	2.145
GARNL3	0.744125
MRC2	0.85925
C1orf52	0.325
AOF2	-1.06216666666667
LRPPRC	0.3988
ACVR1C	0.168833333333333
TM4SF18	3.34483333333333
TMEM169	0.288833333333333
PPP1R16A	0.197
EBF1	1.225
RRS1	0.645833333333333
SNX2	-0.61825
OR2T2	0.7545
RBX1	-0.5815
ANKRD54	-0.329833333333333
TSNAX	0.393333333333333
TMEM83	-1.765
ZBTB7A	0.899
ATM	-0.856833333333333
LOC338328	1.87783333333333
TIE1	0.938333333333333
HIST1H3G	-0.172666666666667
PASD1	-4.1785
TINAG	0.14025
PCDHAC2	0.698
LRRC15	2.19425
WBSCR17	0.5845
TFF2	-0.053
PARP2	-1.439
NDFIP2	-1.12925
PCDHGB2	-0.564
WDR60	0.1845
MAP7D2	-1.74033333333333
USP45	-0.881
GSDML	0.5515
TNS1	0.2913
PLCD4	-1.01975
IQCD	-0.114666666666667
SMPX	-1.45525
CD9	0.499
SRGN	0.819875
CASP7	0.235875
INOC1	-0.0635
DKFZp451M2119	-1.063125
VMAC	2.186
USP53	0.2097
CAMK1G	-0.52975
TMEM106A	-0.0486666666666667
CDC20	-0.5588
ACSL5	-0.254166666666667
CBWD5	-1.906
C1orf87	-0.367
KIAA1274	0.43725
PRUNE2	-0.954357142857143
LYPLA2	-0.804
DOK6	-0.521833333333333
GPR149	-0.0705
FAM30A	3.25325
TMEM129	-0.60525
SLC35B3	0.072
ACPP	-0.6011
LOC200261	-1.6585
SLC4A7	0.0786
CCDC40	1.4955
GART	-1.414125
THOP1	-0.78975
SCARB1	-1.593125
CACNA1F	-0.0785
TRIAP1	-0.557833333333333
SYT14L	-0.187
SFRS8	0.0675
PBOV1	0.234
GOLSYN	0.52325
GJB7	-0.7995
CAMK2N1	0.02825
GREM1	2.94958333333333
FLJ20433	0.61075
QPCT	-1.7835
PRKAG2	1.07166666666667
H2AFX	-1.607375
C6orf154	-0.98225
PLOD3	-0.2405
ZBTB39	-0.107333333333333
WASF3	0.386333333333333
DRG1	-1.184
PRR4	0.658
SPCS1	-0.32125
KDELR3	0.688
SRP19	-0.303
GABRA6	-0.1805
MFSD1	0.385
MMEL1	1.34825
PDXDC2	-0.3556
BUB1	-2.47877777777778
RNF138	-1.0735
MYLPF	0.124
AIF1	0.711833333333333
DYNLRB1	0.5068
HCN3	-0.4985
HIST1H2AI	-0.499
MAP4K5	0.504166666666667
LASP1	0.176125
LOC130951	0.1165
PLAA	0.67225
KRT6A	0.1895
C6orf117	-1.2215
ARHGAP23	-0.4105
PTF1A	0.0185
GPHA2	-0.13275
LCE3B	-0.01875
MCL1	0.879
EHBP1	0.065
PRNP	0.1474375
ZSCAN1	0.15925
C1orf113	-0.2135
FOXA3	-3.37225
NEB	1.90175
ASGR1	-4.7385
CTGF	3.294
RAB17	-1.0785
MST101	-0.44075
JARID1B	1.9711
USP37	0.6409
PTBP1	-0.6115
PTPN7	-0.530833333333333
CDC7	0.126833333333333
SNX7	-0.65025
ZNF335	-0.16275
CPT2	0.16475
HEATR1	0.824
HSPC152	0.192875
C5orf40	-0.012
PSME1	-0.893
STAG3	-0.50425
TMEM154	0.632833333333333
KLHL32	-0.481166666666667
TSGA10IP	-0.819
SUV420H2	-1.17033333333333
SF1	-0.8
2'-PDE	0.2709375
PNLIPRP2	0.585
TRSPAP1	-0.63025
NUP210	-0.696333333333333
ANP32C	-2.8525
RAB11B	0.276
ASB15	0.3085
ITGB3BP	-0.60825
UBASH3A	-0.16425
YWHAB	0.2035
TPRX1	-0.04225
LY6G5C	-0.238
SLC7A2	-2.165
CLK1	0.3827
HSD3B7	-0.22
VDR	2.41175
C16orf74	0.1155
ACE	0.83775
PSMA2	-0.662666666666667
CCDC131	-0.350875
ZNF213	0.961833333333333
EML2	-0.845
ALS2CR13	0.770166666666667
GLYATL1	-0.9545
DSPP	0.0085
DHFRL1	-0.74875
C10orf30	0.844
SH3RF2	0.339333333333333
LOC197322	-0.1685
DLL3	-0.684125
TIGD7	0.2835
GFRA3	0.4965
CPA1	-0.139
RTN4	-0.304166666666667
PPT2	-1.6315
FASLG	1.56691666666667
FOXP4	0.5215
RPL26	0.1622
GNL3L	-1.049
FMR1NB	-0.1155
CD163	5.17625
SGPP2	1.1175
GIMAP2	0.79575
CD37	1.65783333333333
DPT	5.15775
NBLA00301	1.81625
RGS5	5.31725
C9orf4	0.628
ACTL8	-2.45233333333333
PRKAR2B	0.060875
OPLAH	1.5385
C20orf134	0.7515
SPACA5	-0.11875
TBL1X	0.2755
TSPYL3	0.1545
CHCHD3	-1.072
CRKRS	0.203833333333333
GPR65	3.3125
DFFA	-0.83275
FUT1	0.2825
C6orf204	-0.0336666666666667
TMEM51	1.22025
ZNF580	-0.26225
CMTM2	0.14725
C20orf200	-0.465
EZH1	0.185166666666667
FDX1L	-0.190625
MRPL32	-0.138
PCAF	-0.8266
ALOX15B	0.191
CD59	0.700541666666667
CDK9	-0.245375
ERP29	-0.8645
TTR	-6.1525
BCMO1	0.121
DDIT4	-1.5998
PTGDS	3.32275
C3orf63	0.562
BST2	-1.274375
CYP1A2	-0.512
C5orf25	-0.69375
STX1A	-0.846705882352941
OR2A12	0.4305
SH3BP5L	0.8985
SERINC5	0.013
USP6	-0.5158
MRPL3	-0.344666666666667
POMP	-0.39775
INPP4B	-1.755625
GMPPB	-0.79225
EAPP	-0.5165
AHSA1	-0.916
ABCA11	-0.398
SLC5A6	0.66175
HIVEP2	1.66425
SUMO2	-0.74475
KIAA1822L	1.41416666666667
C11orf67	0.4865
TXK	0.11275
PHCA	0.07
ICAM4	-2.16316666666667
FPGS	-0.329333333333333
SNRPA1	-1.47975
KCNJ4	-0.99275
KIF6	0.4232
HIST1H2BG	-1.17866666666667
SLC5A5	0.34575
ZNF354B	-0.615666666666667
IL12RB2	0.37375
C11orf76	0.157333333333333
GAL3ST2	0.09
AIFM2	-0.279
SYNC1	-0.709125
UBL3	-0.11875
PIK3CG	-0.898
NLN	-0.7588
BCORL1	0.92925
CD5L	-0.03975
ZNF238	0.7745
KIAA1394	-0.667
C16orf55	-0.1126
CYP3A7	-1.994
KRTAP3-1	1.314
TFDP1	-1.18483333333333
MND1	-2.313
NODAL	0.00833333333333334
GTPBP4	0.0905
TUBGCP2	-0.3325
SLITRK5	-0.5595
CIC	0.3275
CD79A	1.62433333333333
SAMD14	0.655333333333333
TNPO3	-0.607
OR10G3	0.841
OR10G8	0.043
CCDC111	-0.9615
HOXC9	1.85
DCUN1D1	-0.0631666666666667
CYB5R1	1.08325
TSR2	-0.0645
DAB2IP	0.4013
SLC6A5	-0.3355
RAB3D	0.82975
DCUN1D4	-0.457166666666667
ERBB3	0.171916666666667
SDC1	2.92483333333333
ATP6V1H	1.078
SYK	1.9925
ST20	-1.583
C13orf30	0.823
WDR40A	0.714333333333333
ADMR	0.1645
LOC388335	2.235
ACSM1	1.2995
TDG	-0.433
FLJ11235	0.75125
MRPS5	0.131833333333333
AGPAT2	-0.828833333333333
SLC12A1	0.42275
CYP27A1	-0.15075
THAP7	-1.353
XPO1	-0.145333333333333
ALMS1L	1.2105
C1orf2	0.484625
ZNF777	-0.1375
CAMK2A	-0.083
SMC1B	-0.422125
IHPK2	-0.3914
LEMD1	1.11475
NKD2	0.5502
CLU	1.27607142857143
ARMETL1	-1.075
PABPC4	-0.2995
CXCL12	2.13933333333333
TFAP2C	1.1452
TTTY8	0.339
ABCB10	-0.685
ENDOD1	1.655
IDI1	-2.201
KCTD6	-0.315333333333333
CCDC105	-0.0805
ULBP2	-0.377833333333333
ZDHHC5	0.58375
WNT8A	-0.1285
COMMD10	-1.36025
KLHL12	0.861625
GPR50	0.148
NR5A2	0.551571428571428
OXGR1	2.77783333333333
EHD3	0.4475
CAPRIN2	-0.429625
KLRC3	-3.36375
SF3B1	0.3175
IPO7	-0.198
ALDH1A1	0.0738333333333333
ANKRD5	1.56925
TSNARE1	0.022
DDEFL1	1.45075
RNASEL	1.326
DNAH9	-0.66925
HELLS	-2.43425
TNS4	2.955
NAV1	0.9439
KIAA1409	-0.09025
C20orf26	0.2615
TUBG1	-1.41125
IRX2	2.25825
CNGA4	0.11
MGC50559	0.501666666666667
OR4K17	0.317166666666667
TM2D2	1.28841666666667
FAM32A	-0.1105
TXNDC14	-0.679
CCBL1	-1.425
ANK1	-1.6329
PRSS23	-0.296125
PPM1L	0.796
SPATA20	-0.47475
APCS	3.46944695195361e-18
C14orf122	-1.71183333333333
PSMB5	-0.585125
C6orf10	0.0298
SETDB2	0.00566666666666667
SPNS3	-0.58525
SGMS2	0.0555
MXD3	-1.29916666666667
MON2	0.1895
CARTPT	-0.01825
HNF4A	-1.22933333333333
RABEP1	0.3192
TNFRSF10B	-1.145625
USH1G	0.0325
PPAP2B	-0.0226666666666667
TMEM16K	0.12475
CTDSP1	0.608666666666667
CDK5R1	0.1485
GABRR1	-0.4475
OPN1LW	0.47
FAM98C	0.13575
DBN1	0.333875
ACAD10	-0.447
QTRTD1	0.27925
WNK3	-1.205
RPS19	-0.17475
C1QB	3.003625
OTUD5	0.086875
SLC41A2	0.835166666666667
TMEM22	-2.10183333333333
KHSRP	0.0405833333333334
TNFRSF11A	0.674166666666667
FBL	-1.18083333333333
IBTK	-0.115
OXER1	-0.234
CBLN4	0.26475
GPR172B	2.28033333333333
CFTR	-1.08775
VSX1	1.902
CAMK1D	0.92775
LOXL3	-2.8935
RTP4	2.3185
SLFNL1	0.891
KIAA0828	-0.78875
PAR5	0.6475
LOC723972	-2.402
GDI2	0.1955
CEBPA	1.0801
MLF2	-0.178166666666667
AFMID	-1.31825
ALOX12B	-0.5375
BPHL	0.054625
COX5B	-0.0365
S100A10	1.0396
THOC6	-0.227
NHN1	0.95225
RRP12	-0.331166666666667
ARID3B	-2.27175
CD3G	-0.806333333333333
KIAA0133	0.9895
NAT11	-1.22833333333333
PPAT	-0.589333333333333
SIRT3	-0.1255
TCERG1L	-0.41375
NIPA1	-0.2853
DPP8	-0.7623
IL7R	1.52566666666667
ZFP64	0.099
DMAP1	0.098
TRMT12	1.21275
TLR4	1.3853
WFIKKN2	0.25675
RAB12	-0.465166666666667
DDX51	-0.160666666666667
KIAA1086	-2.47925
ZNF295	-0.250666666666667
ACVR2B	-0.903928571428572
LOC494150	-0.919875
ZNF517	0.031
DNASE1L2	-1.50483333333333
SUFU	0.451333333333333
LOC283677	-0.123
LMO3	-0.0706666666666667
PPP2R5D	0.0661666666666667
ZNF587	-0.5463
HIST4H4	-0.70275
CYP2C8	0.1035
C1orf80	0.643166666666667
DOCK5	-0.728333333333333
C9orf24	0.91275
OR5AR1	0.3835
C11orf24	0.26225
UNQ1940	-0.78975
CAP2	-0.197333333333333
TIMM44	-0.25875
DSEL	-0.3912
ROM1	-0.516
FBXO4	-1.66375
MYLC2PL	-1.3755
MLH3	0.7679
NOX1	0.1975
DPEP2	1.7455
DNAJB5	0.197
RLTPR	0.044
MBIP	-0.6525
COPB1	-0.134
SFTPA1B	-0.443
C10orf4	-0.0176
PRELID1	-0.988
NOLA1	-0.5875
C19orf24	0.27075
TLR9	-0.5705
HLA-DMA	3.001
HCRP1	-0.1735
GPR137	-0.262833333333333
ITGA11	1.41433333333333
PHF13	0.150833333333333
MARK4	0.1625
METTL4	-0.59125
MBD3	-0.647
LOC134145	-0.132125
FGF3	0.38075
SLC35A3	0.34375
CLEC16A	0.06575
AMOTL1	-0.0645833333333333
FLJ31438	0.0625
PAICS	-1.6295
TOMM40L	0.322333333333333
MMD	-1.02225
KLK10	3.1873
NIT2	-0.0316666666666667
SERPINB10	0.18725
KLF15	-0.2626
CCDC5	-0.94675
WSB2	-1.083875
ME3	0.761375
CACYBP	0.214083333333333
TCTN2	-0.4065
JAK1	1.63
C2orf25	-0.441
GPD2	0.83925
FBXL11	0.122166666666667
CDV3	-0.301416666666667
GALNT11	1.0745
NDUFA12L	-1.1977
FLOT1	-0.494571428571429
TOR1AIP2	1.07625
MMP25	1.90925
C1orf164	0.4869
CHST5	-0.21075
LYRM4	-0.3329
GPER	-2.5255
HIPK2	0.42675
DAP	0.0275
ZMIZ1	0.82
DDX58	2.307
DCC1	-0.41225
AKT1	-1.15125
ENPP6	1.71316666666667
ERVWE1	-0.354333333333333
CDC34	0.08075
RNF125	-1.48525
CASC1	1.7795
SHROOM2	0.65475
RRM2B	0.743
COL6A3	2.372
TMEFF1	-2.04025
PLEKHA4	0.6438
LYSMD1	0.860833333333333
SEPT1	-0.068
AOF1	-0.006
GNPAT	1.00775
WDR18	0.046
HSD17B12	-0.111
HIST1H2BM	-0.734833333333333
INDOL1	0.793666666666667
SUDS3	-0.173
C1orf192	0.046
CYP2B6	-0.61025
TBC1D2	0.887333333333333
SLC25A12	-0.08475
ERCC6L	-1.73583333333333
MGC10814	-0.617833333333333
POLR2C	-0.6725
ZNF77	0.7855
EIF3K	-0.7177
HPX	0.11125
ANKRD27	-0.1375
MALAT1	-0.4513125
PLB1	1.317
HRNBP3	-0.704375
CPSF4	-0.48975
OR52N2	0.126
PIP5KL1	0.01975
GH1	0.25825
HPS5	-0.41775
SLFN5	2.306
POP5	-0.412833333333333
OVOS2	-1.88533333333333
C20orf108	0.334125
MARS	-1.60875
CLRN3	0.806666666666667
ARSE	-0.839833333333333
PPIE	-0.223
PHACS	1.213
GP5	0.0535
IL8RB	0.736666666666667
FCRLA	0.35025
ARRDC1	-0.1121
KRTAP9-4	0.26075
ZNF613	0.3585
OR11A1	0.087
TMEM132B	-1.89
PGLS	0.621
BSND	-1.662
KCNK18	0.1155
FOXD4	0.15625
SV2C	1.054
LCN2	1.756
ZNF490	0.9168
C3orf15	0.3249
CACNA2D4	-1.727
CBX5	-0.863
MAGEB4	0.1865
BOLA1	1.81325
PPP2R5E	0.08575
COL5A1	2.36066666666667
ASB7	-0.945
SFT2D1	-0.192125
DERL1	0.3816
RABL2A	0.550833333333333
MOAP1	-0.62375
KIAA1545	0.933833333333333
F3	2.02625
PLEKHM2	-0.94175
CCDC89	0.571
EFCAB1	1.707
TMEM48	-0.5765
SEPHS2	-0.26725
PYGM	-0.37225
PRICKLE1	4.1745
WNT5B	1.91
TAS2R38	0.19
IMP5	0.59575
KHDRBS1	-0.1389
LARS2	-0.621833333333333
C3orf28	-0.97375
FTCD	-2.57125
C10orf68	1.21933333333333
DGAT2L3	-0.2505
PSEN1	-0.353416666666667
MGC33657	-0.0875
PLA2G4B	-0.599
CDKN2A	0.893166666666667
DLX1	-2.94575
TSHB	-0.4595
C18orf37	0.23375
MEX3C	0.7225
MAMDC2	1.383
PDIA4	0.45175
ATP5E	0.6195
CASP2	0.344357142857143
SERBP1	0.0727307692307693
ZNF341	0.1065
TESC	-2.41075
TMEM31	-0.86775
OR51I2	0.3015
YTHDC1	0.112571428571429
JUN	2.47
AGMAT	-2.85033333333333
PCNXL2	0.93425
ATAD5	-0.876
STK38	0.87275
AZI1	-0.09225
RBP1	4.356
C4orf26	2.52375
KIAA1026	0.435625
TMEM101	0.01075
HSFX1	-0.579
TREX1	0.26525
C18orf10	-0.2765
TRIM15	-3.40925
CA6	0.85575
CEP57	-1.119125
AR	1.66683333333333
SESN2	-1.44883333333333
KIF3C	1.2975
EPB41L5	0.47025
ARHGEF10	-0.835681818181818
POLR3D	-0.458
INDO	0.226833333333333
GABRA3	-0.2895
SCG5	-0.4013
E2F3	0.5134
TIGD5	1.73125
FGD6	1.36516666666667
KLHL3	-0.06025
SCGB3A2	-0.875
URP2	0.0378333333333333
ATP6V1B1	0.7252
CALML6	0.166
LOC100049076	-2.233
TMF1	0.43625
LOC388503	-0.43025
CDH5	2.279125
RPS6KC1	1.46716666666667
DAAM1	1.0371
TNFRSF10D	-0.88975
GSTT1	-0.69
INPP5A	-0.13975
TRAF3IP1	1.2022
SMARCE1	0.277928571428571
VRK1	-1.7875
TTC16	-0.209
AARS	-0.9165
ARHGAP27	0.202833333333333
ZAK	1.28092857142857
ACSM2B	-2.42525
TRAP1	-0.765333333333333
MRPL53	-0.460125
RNF44	-0.49975
NPTXR	-0.55875
DPYSL3	1.977
APP	1.6037
GLS2	-0.868333333333333
MNX1	-1.745
CMTM7	1.4435
OR10A7	-0.3115
NYD-SP21	2.49033333333333
ORC5L	-0.54125
SLC16A10	-0.63725
TMEM178	0.4735
LOC441601	-3.37525
PTGIS	0.939
KBTBD7	0.77525
C19orf41	0.0775
CEACAM3	0.3225
KRT23	4.2065
SERHL	-0.309
PNKD	-0.166
UBC	0.1305
ATRN	-0.00550000000000002
HAPLN1	-0.16925
RANGAP1	-1.6835
C10orf26	1.07316666666667
KCNA7	0.323
SRY	0.7335
LOC376693	-0.3625
HIST1H2BF	-0.44025
CDCA8	-1.33616666666667
MLC1	3.0665
TNIP3	-0.2645
OR4D1	0.3505
IFT52	-0.857666666666667
GOLT1A	1.25233333333333
UTP20	1.034875
RP3-402G11.5	-1.068125
PRSS33	0.55125
PMPCA	-1.02525
APOB48R	1.725
GLTP	0.05925
MPL	0.93
C9orf78	-0.36325
ADAM12	2.079375
CSPG4	-0.5135
LOC144305	-0.8195
KRTAP4-10	0.5017
PAK1	0.11
ADCY7	1.0212
TAS2R43	0.409
FRAS1	-0.273928571428571
PPP1R14A	1.30766666666667
OR2B6	-1.35675
ATP13A1	0.402
SIDT1	-0.81175
C1RL	1.19783333333333
PRKRA	0.071
TLN1	0.4072
RP11-50D16.3	-0.629416666666667
MITF	-1.64491666666667
GYS1	-0.9885
LYG1	-1.1405
NSMCE4A	-0.9184
DNAI1	0.42575
HOXD11	-0.962
FNBP1L	3.3367
DHX35	-0.05725
LCE3E	0.65
SLC33A1	0.77375
DCLK3	-0.158
TRIM33	-0.697833333333333
TMCC3	1.20666666666667
FBXO42	0.329333333333333
C1orf27	0.8078
C17orf50	0.169
RNF14	-0.27375
SLC4A8	-1.06025
RAB3IP	0.5568
COX6C	0.357357142857143
PCSK1	-3.7713
SLC13A1	0.24325
ARF6	-0.0956666666666667
KIAA1009	0.763875
HOXA13	-1.9165
HMGN1	-0.67325
CXADR	1.26391666666667
MGC14436	0.1585
UTF1	0.916
TSC22D1	0.4329
BZRAP1	1.63366666666667
PUF60	0.932583333333334
SHC1	0.1075
HOOK3	1.4757
LIMS2	1.906
BAHCC1	0.0135
CLCC1	-0.161
ENTPD3	4.70083333333333
SMO	0.80025
PIK3R5	-0.02125
CDC14A	-0.0864166666666667
KRT1	1.01825
ENOX2	0.882166666666667
FLJ22655	0.64
FPRL1	-0.0295
INTS6	0.2941
ZCCHC5	0.7475
SMC3	-0.6835
C6orf123	2.2875
FLJ20160	1.997
LOC653391	-1.4235
GSS	-0.30475
NT5M	-0.60925
SIX5	0.13175
TAF5	-0.789
KCNA1	0.926166666666667
ANLN	-1.75233333333333
MGC45491	-0.9153
SSTR2	2.118
LYPD4	0.067
TH1L	-0.603125
CHRNA5	-2.103
PNMA6A	0.30825
FLJ16369	-0.7585
DLX2	-2.8282
C6orf108	-0.0323333333333333
ALDH3A2	0.624166666666667
CLEC1B	0.639333333333333
LEPREL2	0.5835
FOXJ1	0.6703
OR1D4	-0.1205
PPIL4	-0.11125
MTRR	0.08225
SLC27A3	0.590666666666667
HTR7	-0.746166666666667
MIB2	-0.5765
BHMT	-0.882333333333333
A2ML1	0.6395
MSMB	2.0165
KIAA1383	0.915625
TRUB2	-0.62625
PF4	1.55466666666667
IL1F5	0.157
LRRC37B2	0.1705
IPO4	-1.23525
FIGF	1.64775
QDPR	-1.617
ZNF598	-0.729
BOP1	0.84575
MAPK12	-1.71216666666667
POLR1E	-0.225625
CEECAM1	-0.0356666666666667
INSRR	-0.1975
SIPA1	0.954
ULK4	0.365
BTN3A1	0.0715
FABP5	-1.5938
KBTBD3	0.4855
SORT1	-0.104416666666667
YWHAQ	-0.120625
LRIT1	-0.0555
KIAA1704	-0.7182
MEIS2	-0.2825
ENOSF1	-1.313
PCDH7	0.804571428571428
FZD9	-0.00900000000000001
RPLP1	0.297833333333333
ZNF75A	-0.22975
P4HA3	4.10325
NKX6-1	0.52425
CTA-216E10.6	-0.532166666666667
IFT140	0.441
DENND1A	-0.684083333333333
ALCAM	0.4118
ABHD2	-0.0861363636363636
QPRT	-1.89233333333333
TRAM1	1.02457142857143
ATP1B4	0.51325
NUP37	-1.77525
SAA3P	-0.541
SLC22A6	-0.1045
KIAA0265	0.267
ZNF41	0.15225
ADAM19	0.4614
ERAF	-0.60275
DEFB119	0.4519
DNMT3B	-3.08883333333333
SNF1LK2	0.014
MGC24039	-0.866333333333333
TAS2R48	-0.00350000000000001
PNLDC1	1.3395
ADAMTS16	2.25725
TMEM92	-0.478666666666667
CCT8	-0.268666666666667
POGZ	1.4785
N-PAC	-0.0115
GUCA1B	-1.53533333333333
ZZEF1	0.637833333333333
OR2C3	0.30625
ZNF334	1.27066666666667
RANBP6	0.45625
LDHB	-1.60766666666667
BAMBI	1.5445
RAB5B	0.437
FOXB1	1.54475
MRPS12	-0.9185
MRGPRF	0.703375
CRIPT	0.151
CYP2D7P1	-0.8415
RYR1	1.34725
NDUFA2	-0.104
TRIP12	0.388083333333333
KCNE3	1.97683333333333
MOBKL2B	0.4708
MIOX	-0.07725
ACOT7	-1.396875
FGF6	0.4115
RASSF5	0.34
ATAD3B	-1.32866666666667
IKZF3	0.399
H3F3B	0.00621428571428572
C6orf91	0.638
SEC11C	0.0345
TMEM14C	-0.8135
KIAA1632	0.183625
SLC38A4	0.0345
FGFR3	-1.59058333333333
HES7	1.82575
HINT3	-0.39975
ARIH1	-1.4045
FLJ35880	-1.708
C1orf129	0.8205
POU6F1	0.433
RPL32	0.1495
BBS1	0.112333333333333
RGPD5	0.2965
SULT1C2	-1.515
KDELC1	-0.8175
PIP5K3	-0.1195
CHI3L1	3.112
CSDA	0.0138333333333334
VTCN1	5.43075
WDR62	-2.12575
TMEM170	-0.56425
KIF2A	-1.98475
C6orf182	-1.11033333333333
ARL6IP6	-1.3825
ZCCHC9	-1.039
RARB	1.6965
ZNF320	0.2225
DHX15	-0.476375
PICALM	-0.344333333333333
CNOT6	-0.712833333333333
HIST1H1A	2.43125
ZNF702	0.203833333333333
OR1E2	0.642
HLF	-0.8197
LOC442582	-1.4465
KIAA0494	1.39825
TCF4	1.5339
APOBEC3B	-3.45075
FAM54B	-1.0115
MYH2	-1.5975
FXN	-0.238333333333333
C12orf59	0.642
PAEP	-0.68475
SPG11	-0.326625
VN1R4	-0.03525
KCNJ13	0.2915
NOC3L	-0.82975
C5orf36	0.556
CPAMD8	2.1175
MLN	-0.6093
FLJ11184	-0.66175
TIAM1	0.462166666666667
OR10J3	0.3945
OR52E2	0.6215
PBX1	2.3132
UBL7	-1.12883333333333
PXMP2	-1.27175
SYTL1	-0.5515
FAM126B	0.75375
ZNF711	-1.791375
GGA1	-0.774333333333333
VAMP4	0.989833333333333
BCAP29	-0.6566
C20orf19	-0.1945
ZNF275	0.267875
NEK6	-0.1345
SETD8	-0.773583333333333
HEXIM1	0.1075
SULT1A2	-0.829
KLHL9	1.3795
SLC39A12	0.926
ARHGEF16	-0.5865
SCN1A	-0.338
HNRPH1	-1.66075
C9orf103	0.422
ECE1	-0.633
MED18	-2.9115
TEX13B	0.3395
SNN	0.03725
C6orf62	-0.874
WNT3A	0.2903
IL22RA2	1.3125
MGC21881	-0.285875
GABBR1	0.883
YIPF6	0.25175
PROX1	-0.687833333333333
PPP1R1B	3.71375
LANCL2	0.3433
SCN3A	-0.519333333333333
SSRP1	-0.918833333333333
ASXL2	0.32225
RPE65	-0.4905
SNAI1	0.0235
EFNA2	-0.065
CLDN9	-0.00337499999999999
TP53I13	0.555375
LOC375748	0.2835
C9orf7	0.241
C14orf178	-0.542
GC	-0.34675
IER3	0.918833333333333
KCTD10	0.52675
FLJ45717	0.888
ADC	1.52816666666667
LOC285908	-0.415833333333333
MLL3	-0.243125
KIAA1787	0.0135
MGC31957	-2.1845
MUC5B	0.712916666666667
ZNF193	0.545
CSRP1	1.06725
MOSPD1	-0.821666666666667
C21orf49	0.08
RAD1	-0.79675
ANKRD34	-1.18475
NFRKB	-0.284
FANCA	-2.27825
VTI1A	-0.282571428571429
PCBP3	0.00433333333333332
BFSP2	-1.226
ZNF354C	0.04725
FRMPD4	0.01
IKBKG	-0.552
LOC441046	-0.3855
UNQ9438	0.284333333333333
TM4SF20	0.4595
MAGEC1	-4.91725
AMMECR1	-0.926625
GLDN	-0.742
TTC30B	0.96
SEC13	-0.005
EGF	2.24725
HAGH	0.265625
VSIG1	0.658666666666667
NHLH2	-0.04075
NCAPD3	-0.96
MGC16121	-1.778
HIATL2	-1.175
BRCC3	-0.492166666666667
LCE2D	1.348
TMEM79	1.685
GTF3C5	-1.04275
AKR1C4	-0.533
C3orf59	0.56725
RBM26	-0.5105
DUSP14	-0.489166666666667
AP4M1	0.243666666666667
RIMBP2	-0.130666666666667
ABCC2	-4.56833333333333
DNAJC16	-0.00666666666666667
TTC12	-0.0541666666666667
SNX13	-0.549833333333333
C6orf168	1.19775
C1orf100	-0.2405
CSPP1	0.50075
LRRC56	-1.01375
OR1J2	0.3035
THY1	1.4984
KIT	2.69216666666667
TBC1D8	0.1695
EPHA7	-0.204
SOLH	-0.301375
SVIP	-1.583
ZNF294	0.167
HAND2	2.218
CENTB2	1.069
MARVELD3	2.170875
CREB3	0.622166666666667
KRTAP1-5	-2.66
OR8K1	0.403
MED25	-0.226
FDX1	-0.559333333333333
FAM19A1	0.265
IL13RA1	0.8243
ZNF627	1.06216666666667
NHP2L1	-0.727375
EIF2B2	-1.308375
ZNF593	-0.3665
WIPI2	0.953
RANBP1	-1.52875
TAS2R7	0.3545
LOC283514	0.3045
CSNK2B	-0.3505
CFHR1	0.612
DKFZP434O047	0.108
WBP11	-0.1735
TEX2	0.56675
GALNT2	0.307333333333333
FLJ33360	0.2075
WNT9A	0.515
IL29	0.11
STK3	1.14166666666667
REPS2	1.40675
FAM78A	-0.71675
MGC3207	0.2245
FCGR3A	7.08175
H2AFY2	1.23675
RNF150	2.351
CCNK	-0.1095
VEZT	0.379
FSHR	-0.115
C1orf66	0.412333333333333
LCE2B	0.2131
CD200	0.383
ORMDL1	0.130375
OR51S1	-0.683
