Hybridization REF	TCGA-A7-A0DC-01A-11R-A00Z-07
COCH	-3.922
GPR81	3.27783333333333
APOBEC3F	-3.4465
tcag7.1017	-0.49425
C1orf32	0.6305
SCGB1D2	3.965
FLJ43987	-0.0105
C6orf170	1.05475
KLK9	0.587
GPD1L	0.6245
VPS37B	-0.86525
ATG3	-0.605666666666667
ADAMTS17	0.636
KLHDC2	0.797
NDUFV2	0.2405
BLK	-3.46325
MATN4	-0.606
GPM6A	-0.82575
GBP4	1.6905
TMEM162	0.0478333333333333
PKP2	1.7375
HRASLS	1.24911111111111
MMP1	-3.37625
SFXN3	-0.9788
FSD1	-1.656
ST6GALNAC3	-2.81083333333333
CA12	3.7027
NCOA6	1.2485
C19orf58	0.2097
PPP4R1	0.3685
MAN1A2	-0.292666666666667
IKBKAP	-1.5005
UPF1	0.569666666666667
KIAA1219	2.6405
WNT16	-0.3575
SNW1	0.080125
IL18RAP	0.13575
RPP30	-0.658625
CDC40	0.218642857142857
SETD3	0.460666666666667
SLAMF6	-0.909
ELK4	-0.911
TRIM47	-1.23583333333333
ACOX3	1.544125
TRIM6	-0.421875
KIAA0372	-0.352
TP53AP1	0.346125
SMURF2	-1.983
ADAD1	-0.0425
EBP	-0.9336
KRTAP13-2	-1.269
FLJ36874	-2.03
TOR1A	-0.371166666666667
P2RY4	0.8075
GPBP1	0.5125
TRPV1	0.9835
ADAMTS12	-1.03583333333333
PES1	-0.1135
ATG4A	0.2545
MAGEA10	-4.73275
WFS1	1.86125
CC2D1B	-0.708
PABPN1	-0.468875
SLC25A30	1.3185
SLCO1C1	-0.0800000000000001
SLC22A5	2.341
KIF23	-3.64166666666667
SYN2	-0.731
ASPN	6.4815
CENTG2	1.075
QSOX2	-1.4851
FLJ10815	0.7695
STK24	-0.6279375
SPEG	0.6215
STK10	-0.322166666666667
DACT2	-4.017
AAAS	-0.2965
SSX3	-1.38125
ABCD3	1.9206
C4orf12	0.482875
PARVG	-1.60316666666667
FIG4	1.29875
C9orf46	1.53275
TMCO6	-0.0185
IGHMBP2	1.2715
DUS2L	-0.278666666666667
FAM3C	0.2163125
TMEM16D	-3.302
DCTN4	1.4745
KCNH3	-0.17075
EIF2AK2	-0.53075
AP1S3	-0.61375
CST4	null
PAM	-2.03575
NUTF2	-0.99175
CITED2	0.6069
SLC39A4	1.0445
C2orf52	-0.5815
GRM3	-0.08375
C12orf49	0.10275
CCDC49	-0.0297
GRAMD1B	-2.235
FNDC4	-1.07375
SIAH2	1.22325
GDPD4	0.0255
C21orf87	1.049
ATP5A1	0.2505
C16orf63	0.154375
LOC388135	-0.998833333333333
ATP5J2	-1.28775
MMP3	-4.18475
EMID2	0.143
CRHR1	0.36775
WDR70	0.057
C13orf31	-0.06025
ZFAND1	0.696
CCL18	4.21966666666667
C3orf49	0.9475
RINT1	-1.22
KIAA0408	-3.02816666666667
F13A1	1.7099
SLC10A1	0.0602
OGN	-3.35225
GIPC2	-2.631
XPO6	-0.282333333333333
LCE1A	0.2015
FMR1	0.7565
LOC374920	0.3195
DUSP3	-0.63025
ANKMY1	0.798
C7orf50	-0.5665
BBS9	-0.8
UNC119B	-0.57425
C9orf72	0.653375
MGC35440	-1.0195
ENTPD6	1.1115
PPP1R2P9	0.157
ERCC4	0.2335
FAHD2B	0.3265
HMHA1	2.082
HACL1	0.063
RAD23A	-0.2355
FAM83B	-2.8635
PPP5C	-0.171666666666667
RNASEH2C	-1.25225
C9orf153	-0.1485
SCAMP4	1.11475
GHITM	0.9654
NDUFB7	0.1955
ADCYAP1	-0.022
SP110	-1.14716666666667
MAP3K7IP2	1.01475
DHH	-0.108
AGRN	0.208642857142857
WDR33	0.317166666666667
CEP290	0.69
PRPS1L1	-1.829
KLRA1	0.108
GPR97	-0.017
CHD7	-0.0851666666666667
TLR10	0.79075
SLC30A8	-1.1985
HIC1	0.522166666666667
IAPP	-0.141
RXFP4	0.2495
GP1BB	0.801
SHQ1	0.336
NKX2-3	0.442166666666667
API5	0.07625
FTHP1	-1.201
MOV10L1	0.130666666666667
TRIM6-TRIM34	0.0603333333333333
ADHFE1	1.868
FAM117A	0.8475
DDI1	0.165
CDON	0.828666666666667
TRIM73	-1.7155
IGKC	-0.0365
MMP14	-1.40208333333333
DYNC1LI1	0.92625
C11orf66	0.17425
TRBV3-1	-0.94475
FASTKD5	0.31325
BIVM	-1.76325
LHX4	0.13375
CXCL2	-2.2583
RAB2B	0.1485
IZUMO1	-1.25675
MAP3K15	-2.2475
FAM19A2	0.887333333333333
ZC3H8	-0.782
ZMAT1	2.63925
SPINK5L3	-5.014
SLC10A6	0.0205000000000001
APPL2	0.525
CARD10	0.0243333333333334
LOC402176	-1.5055
EEF1D	1.3871
RAB6A	1.4056
C12orf5	-1.482
PAPOLG	0.124
MSRB2	0.32175
BCR	1.0405
PUS3	-1.10325
TIAM2	2.02225
ZNF317	0.344166666666667
CHD2	0.365214285714286
FZD5	-2.33409090909091
NUDT8	-1.57675
ZNF763	0.4845
PRC1	-2.44655555555556
ABCB9	0.691
SPATA3	0.5395
TRAK2	0.280125
STAB1	2.023
LRRTM2	-0.753333333333333
psiTPTE22	1.04175
DBI	0.3245
SERPINA11	-0.5845
NAT5	1.95325
C20orf58	-2.055
RPS6KA4	-1.29366666666667
FLJ90650	-0.62425
TGFBRAP1	0.37475
CHRDL2	0.16575
FAHD2A	-0.0925
CNTN1	-1.7105
BBS4	0.5313
TMEM181	1.11275
MINPP1	-0.05875
MPHOSPH6	-0.631583333333333
HOXC10	-2.2875
ITPKB	-0.0491250000000001
CLPTM1L	0.09775
MEOX2	-1.32666666666667
ATP6V0C	1.1775
PRPF8	-0.11
TMC5	0.191
FKBP3	-0.3395
PLEKHB2	-0.0955
OR4D6	0.6665
ZNF544	0.4266
D2HGDH	0.185875
RPL18A	-0.6859
HEL308	-0.295625
MPP6	-4.77825
TCERG1	-1.64775
KRT16	-0.732
KLF17	0.99925
KLF5	-0.518625
CDR1	4.082625
VCX3A	-2.465
FBLN2	-0.784125
C14orf104	-0.09175
HBE1	-4.4296
OR4S2	0.577
C1orf108	-0.924333333333333
ROBO4	3.31383333333333
CPEB4	2.316
C11orf80	-0.503333333333333
BCKDHA	0.879833333333333
MYOC	3.9
GIF	0.431
CKMT1A	1.622
RPL3	0.9946
THBS1	3.440375
APOO	-1.1415
ARMCX1	0.58225
HSZFP36	1.19825
SNAPC5	-0.4105
EIF4ENIF1	1.15575
ZNF433	0.63975
TNFRSF21	-2.793125
TMPRSS7	-1.365
SPATA18	1.2025
HPDL	-1.5525
MKL2	2.9915
TBX3	2.63292307692308
C21orf93	0.377333333333333
DAXX	0.805
ELMO1	-0.786
RGS13	0.43325
TAF11	-0.30225
UNC13A	-1.63
LOC653314	-0.1515
ORC3L	0.164
IMAA	-1.883
TARBP2	-0.04925
CABIN1	-0.1812
TRIOBP	0.1156875
HIST1H2AC	1.1495
RGS22	-1.4165
NCOA1	0.865333333333333
IL25	2.269
SNCG	2.7025
GPR6	0.578
AMDHD1	1.9
CHEK2	-0.156
C6orf142	-1.60075
DRD4	0.727
C14orf68	-0.88025
GDF11	-1.79175
SEMG2	0.167
CD247	-1.1125
CDAN1	-0.058
RBMX2	-0.253666666666667
TGS1	0.49975
OIT3	0.6815
SYF2	0.07875
MCM4	-1.898375
PKHD1L1	-0.884
CEP192	-0.386
IFT88	0.44275
RPL9	0.214928571428571
RAB32	-0.28575
DDX43	-4.392
P2RX2	0.131
OR5D18	0.825
UBE1	-0.42525
SLC24A1	0.328875
ARHGAP5	0.2105
CETP	-0.62425
KIAA1731	-1.35366666666667
SLC9A4	0.666
PTPN6	1.3925
BAHD1	-0.19925
GRIK3	2.4635
CACNB2	-0.3235
PDE10A	-0.50425
DGCR14	-0.2425
PCDHB9	-0.961833333333333
RHOQ	-0.104333333333333
MAP3K4	0.18575
KTI12	-0.31
RPL23AP13	-0.8235
GNG11	-1.9265
CLCN3	1.40616666666667
GPAM	-1.43725
VSTM2A	3.281
SLAMF7	-1.55083333333333
INTS2	-0.673
PPP2CA	0.5461
LRP12	0.3952
SEC14L2	3.34988888888889
DKFZP586H2123	1.74475
MC3R	-0.5955
CIRH1A	-2.07683333333333
HIST1H2AB	2.39066666666667
POLH	-0.692375
MGC16703	-1.31316666666667
SNAPC2	1.1845
FILIP1L	-1.1005
RASGRP4	0.7795
LRRC1	2.10675
GAS1	-3.99925
PRAC	-0.70675
DGKA	-1.80766666666667
NT5C3	-0.97375
PEG3	1.55483333333333
NADK	-0.61425
PRR17	0.60025
LOC374569	0.50075
SGSH	-0.549
NLRP8	2.867
GALT	0.1865
MCF2	-2.9045
ZNF263	1.4395
TACSTD1	0.639333333333333
TYR	-6.158
ATP6AP2	0.73175
RNUXA	-0.0925
ABHD10	-0.089
GDPD2	-1.0735
SLC35C1	-1.0045
UBE2A	0.07575
HERC5	-1.50716666666667
FAM112B	-4.7205
FBXL16	2.968
DKFZP434A0131	-0.5375
ELA3A	-2.7575
RBM41	-0.87475
HAO2	0.45125
RNH1	0.84425
SHANK2	2.73516666666667
OSBP2	-0.16375
DAK	-0.393
C3orf58	0.91525
TCL1B	4.161
KBTBD2	-0.3895
SUGT1L1	1.61775
UBE2E2	1.98416666666667
MYL9	2.450625
CDC23	-0.331
PBXIP1	0.8496
CXorf40B	2.218
NBL1	1.0335
RTBDN	0.242
RAB11FIP5	0.740375
TTTY13	-0.854
SCOTIN	-0.29325
SOHLH1	-0.863333333333333
CDKN1A	-1.06321428571429
NCK1	-0.725
ZNF550	0.6095
SAPS3	1.50925
SPIN3	1.30866666666667
MAGEE2	-0.32
MIS12	-0.341833333333333
OR8H2	0.315
KIAA0774	-1.20733333333333
UNC5D	-1.708
CUL7	0.0126666666666667
LIPC	-4.36533333333333
DIO1	3.626
C20orf11	1.4671
CTRL	-0.5555
HS3ST2	-0.24225
PAK4	0.8235
CCRL1	-0.02275
RNF10	0.496
ZNF567	0.50325
ZNF660	-1.166
TCEAL3	2.95175
MAGOH	-0.893166666666667
CENPB	0.464833333333333
C19orf7	1.010125
LOC388965	0.0465
ZCCHC13	1.1
JMJD1A	-0.5224
HIST1H4H	0.805
TBRG1	-0.8015
GPC3	-3.05375
TAF1C	-0.184125
EBNA1BP2	-0.271666666666667
CIAPIN1	-0.82575
PDGFRA	-3.27194444444444
CSTB	-1.027875
CENPI	-3.069
GTF2E2	-1.0425
RPP21	-0.255
CCNF	-0.485833333333333
KCNQ3	1.024
FAM79A	0.539
SLC22A12	0.794
NOVA1	1.82533333333333
FZD3	0.2669
AKAP8	-0.3255
SOCS5	0.04775
CFDP1	-0.95675
DLG5	1.01725
PGM5	0.556583333333333
C1orf144	-0.25275
HDAC10	0.061
RND2	0.37675
C20orf199	-0.182
RNMT	-0.848625
SLURP1	0.166125
ASTN1	-0.830857142857143
SH3BGR	1.90975
MYCL1	0.115
ZHX1	0.8585
CENPK	-3.65125
FOSB	0.2251
LOC643406	-0.117625
C2orf59	-1.807125
TMEM135	-0.442875
SLC27A2	-1.1365
KRT33A	3.0075
OVOL1	2.042875
PAMCI	-4.82183333333333
S100A7	-0.5915
ZNF789	-1.5905
HARS2	0.2295
RPL23A	-0.574666666666667
TCF23	0.78625
UPF3B	-1.639125
C17orf78	-0.3885
HLA-DOB	-0.829666666666667
C14orf142	0.598
TEKT5	2.01216666666667
DMWD	0.1135
POLD1	-2.04583333333333
GSCL	0.0985
CALD1	-1.617
SCRT1	0.492666666666667
AIG1	3.2385
UNC84B	0.215
ZNF404	1.16675
TMED6	-3.20825
KIAA1462	0.4515
LRRC27	2.52466666666667
PYGO1	0.5175
PIGU	0.677666666666667
ALAS2	-3.64316666666667
WRNIP1	0.595375
CNNM3	0.965
ZNF2	0.86875
ST3GAL5	-1.33816666666667
MRPL23	0.32125
TSSK6	0.10225
PSMA6	-0.26525
C16orf70	-0.8295
KIAA1602	0.39
ALMS1	0.7955
DCN	-1.99975
TMEM132D	-1.45325
SUCLG2	0.8995
ABHD14A	0.44025
DEXI	0.672333333333333
AMPD2	-0.647166666666667
IFNAR2	-1.34633333333333
CYB5A	2.3891
TLOC1	0.68975
NXF5	-0.138833333333333
NRBF2	-0.155875
KCTD3	0.91125
ITGAE	-0.0135
SLC30A3	-2.49
ZRF1	-1.393
IFRD2	-0.5695
XAB1	-0.643
PYCR2	-0.706333333333333
SERPINB3	-5.099
TMLHE	0.2722
GEFT	-1.4865
ABCA5	-0.45675
EMR4	0.0204999999999999
TSFM	0.3065
HIST3H2BB	0.567
ARHGEF19	0.9585
TSPAN17	0.0318333333333333
ABCC8	3.60275
MAP1S	-0.0128333333333333
C22orf36	0.2415
BNC2	-2.85628571428571
HIST1H4A	-1.32475
NDUFS3	0.152
WDR3	-0.815666666666667
XKR4	-1.1895
TTC33	-0.0763846153846154
STMN2	3.969
CPN2	-1.09433333333333
HSPC105	1.735125
PCOLCE2	-6.46175
C3orf55	1.24
KLHDC9	3.303
TBC1D23	-0.1155
ATXN2L	-0.5885
MAP2K3	-0.0164166666666667
SCAP	-0.00975
ZNF486	0.634166666666667
C20orf96	0.81825
NARS	-0.0745
ADAMTSL1	-1.68128571428571
PRCC	-0.0635
CCDC126	1.74075
ZNF675	-0.5565
CALCOCO1	1.0485
ANKRD43	-0.339
CWF19L2	-0.410833333333333
ZBTB32	0.633666666666667
BRAF	1.252
ODF4	0.6075
MGC14376	-0.136833333333333
HORMAD1	-2.9108
AAK1	-0.171083333333333
PEBP1	1.16466666666667
TNFSF5IP1	-0.317
DKFZp564N2472	0.58025
RMND1	3.046625
IGKV1-5	-0.197
COL1A2	-0.707833333333333
SERPINA5	0.995125
AANAT	0.4785
C19orf21	0.773666666666667
GEMIN5	-0.1465
UBR4	-0.600333333333333
LTBP3	0.125
AMHR2	-2.09816666666667
PROCR	-3.0895
MYBBP1A	0.0165
C20orf39	-2.71716666666667
ZNF697	-1.111625
PASK	-0.514
ZNF776	1.543
RFXDC2	-0.289375
KIAA0467	-0.1385
C10orf96	-3.3355
ZNF503	-2.79575
GULP1	-3.27158333333333
KCNE4	-0.312166666666667
DKFZp434K191	-1.30425
LOC196913	-0.023
BHLHB4	0.7315
CH25H	-3.76625
LOC81691	-0.65
ALPL	0.946071428571429
COL12A1	-1.040625
FOLR3	-2.85366666666667
GPR123	-0.81125
TRIM62	0.378428571428571
ABLIM1	-1.6225
MAST3	-0.193
RHBDD1	0.7775
LOC338809	0.012
RYBP	0.692
TTC26	-0.530375
ZNF22	0.5005
ISCA2	-0.0635
RDM1	-2.29525
PIGM	0.34625
GNB3	-1.2925
ACTR2	-0.4253
HMGB1	-0.24395
EDG1	2.02366666666667
SOAT2	-3.70175
OR10AD1	0.9085
RAP1GDS1	0.671833333333333
LCE1F	0.617
ESM1	0.970625
RCN3	1.41725
CREBL1	0.183
DBNL	-0.364166666666667
PTGER3	4.222625
USP30	0.7185
BCL2L12	-0.0166666666666667
KIF26B	0.15575
ZNF416	0.47225
ZNF225	-0.232
C17orf70	0.45825
ZNF554	1.6595
RAE1	0.190833333333333
TNIK	-2.96616666666667
ACTN3	-1.117
MGC45922	0.635
CCNA1	-2.2705
RYK	0.569166666666667
IL26	0.5465
LRP3	0.435166666666667
QARS	-0.23725
SOX7	-0.167428571428571
BID	-0.71575
OR2S2	0.281
CXCL14	1.80125
C11orf47	-0.093
MGC29891	-0.411666666666667
HSPB8	4.2859
PRDM14	-1.6015
NUFIP2	0.4335
MNAT1	0.248
ZDHHC2	-0.0295833333333333
MBNL2	-0.991625
ADD3	-3.6435
CSNK2A1P	-0.55075
KLK6	-1.36433333333333
TMEM111	0.8323
KIAA1279	0.7545
NUBP2	1.27616666666667
RAB42	-2.22225
ID3	-1.604
TM9SF1	0.4295
MDP-1	0.41625
POU4F2	0.358333333333333
IQCK	2.1225
C16orf14	0.41025
CAPN3	-1.335625
FAM43B	-0.058375
RECQL	-1.41925
AP1G1	-0.522642857142857
CTNNBL1	0.067
ECHDC1	-1.14016666666667
SMARCC1	0.282
FOXQ1	-2.3595
GNAI3	0.116833333333333
POLG2	-1.22475
CD4	0.459125
ITLN1	-2.49
EBI2	-0.05275
IRF1	-0.72775
PTPRE	0.167
PTK2B	-1.44725
NXNL2	2.4395
SOX4	0.988833333333333
TSPAN3	0.00966666666666667
SH2D1A	-5.32366666666667
C8orf58	-0.882833333333333
USP20	-0.23375
DUSP22	-1.9895
CALB1	-2.38616666666667
L3MBTL2	1.40066666666667
MCRS1	-0.182
TMEM118	-1.1145
C18orf8	0.625833333333333
FLJ10241	0.113375
GJA12	0.73375
PKD1	-0.024
ZFP3	1.005
JAM3	-2.429
LAPTM4A	1.738
DIRC2	0.619
KIAA2022	-0.743833333333333
MYOM1	0.4475
TRPM8	-3.11766666666667
MOP-1	1.29225
PHKG2	1.00475
ZNF650	0.202
KIAA1522	1.43225
PSG8	-0.172333333333333
DDX19B	-0.038
MOBKL1B	-1.01175
DIAPH2	-0.172166666666667
PTPN12	0.20775
CLN8	-1.1812
CRYZL1	0.0568333333333333
CRY2	1.02841666666667
FCGR2B	0.730666666666667
PNPLA4	2.643375
ZNF454	-0.093
DKFZp434B1231	0.20775
CLDN11	0.2657
RFWD2	-0.269
CIB2	-0.7355
MXRA8	1.358875
HRK	0.178375
MAML2	-2.00575
C4orf31	-2.4805
C6orf192	-2.77325
COG6	0.114125
FAM5B	0.5725
NFATC1	0.4372
SEPT10	-0.52375
SCYL1	-0.7537
RPP40	-0.7805
SCOC	1.1558
KIAA1450	0.5655
CTDSPL2	-0.67525
TBX5	1.01966666666667
NAPG	-0.622125
RHD	-4.6295
C14orf45	3.15533333333333
ZBTB22	1.854
PLCG1	-0.028
ANKRD10	-1.30475
AQP7P2	-1.203
TAGLN2	-0.753666666666667
HTR2C	-1.76016666666667
SLC16A7	-2.55533333333333
C17orf83	0.5925
TSGA14	-0.498333333333333
MDH1	-0.73925
PPP3R2	0.520333333333333
DCBLD2	-4.50257142857143
RBM33	-0.83925
DPH3	-2.72525
SYT10	-1.2515
FMO4	0.71825
THYN1	-1.17575
DRD5	-3.5025
OTOR	0.757625
PGRMC2	0.8147
KATNAL1	-1.173
PAQR6	-1.42125
UBE2I	0.403
C14orf28	-0.292
C8orf70	1.79075
FLYWCH1	0.236375
ANGPTL3	-1.042
GLRX2	-1.18183333333333
ATP11A	-1.23521428571429
ARL5B	-0.247875
MUC16	-3.10825
SLC25A5	-1.21942857142857
ACRC	-0.84575
MYO1C	-0.197375
FAM89B	-0.104333333333333
FAS	-2.983625
KIFAP3	0.37775
GLRA2	0.011
BTN3A2	-2.0592
CNKSR3	-0.820375
CSTF3	0.372
ARPM1	0.281
KIAA1530	-0.167
C9orf150	2.72333333333333
PRKCI	0.34225
tcag7.1015	-1.129
SOD3	-1.572
ZNF574	0.30125
CYP21A2	0.2695
RPL12	0.24975
COMMD2	-1.19775
WIZ	0.88325
LOC344405	0.0175
ALDH4A1	-0.555764705882353
CRYAB	0.08525
COPA	0.1496
PCDHGA7	0.9675
KIF11	-2.037
RASD2	0.041875
SLC26A3	1.939
ZNF175	-0.2795
JAKMIP2	-4.612625
C8orf4	-0.116166666666667
PTHLH	3.0285
SLC40A1	2.79616666666667
OR7D4	0.472333333333333
PCDHB17	-1.9675
CD36	-0.481857142857143
C6orf203	0.6989
PRKG2	-0.674
LOC400566	2.2685
ANAPC13	0.42625
SLCO3A1	-0.75675
ZNF692	-1.419
FANCL	-1.172
SH3GLB1	-0.932
C12orf61	-0.3205
KBTBD6	-0.4595
SUPT5H	-0.046
XRCC6	0.1277
HUS1B	0.6573
FAM133B	-0.131214285714286
LOC728276	-0.1565
KCTD18	1.03175
SOS2	0.602
CCDC99	-1.86175
C1QTNF5	1.978
NNAT	-0.189166666666667
USP16	0.67475
LARS	-0.44675
ZBTB2	2.2675
ABO	0.0111666666666667
TRAF3	-0.1975
GALNT5	-4.0045
NAP5	-1.505125
ALG14	0.277833333333333
KIAA0515	-0.328076923076923
WDR75	-1.26966666666667
TEX261	-0.0921666666666667
LY86	-1.7455
LOC389072	-1.25
FLJ13611	-0.0345
MRGPRX2	0.534
SNRPA	-1.065625
OR2G2	0.55
GPRASP2	0.69825
C7orf42	-0.0593
C9orf163	-0.1065
CYP11B2	0.2405
FCRL3	-2.00933333333333
PRDX1	0.5325
FGB	-6.2902
COX17	0.399
C16orf33	1.2195
PIWIL1	-0.5598
FOLR1	-2.30683333333333
KIAA0082	0.0555
FREQ	-1.844
TMCC2	-1.92566666666667
TCF12	-0.299
ZNF721	0.9895
FAM130A2	0.3765
POU4F1	-3.072
SNRPF	-1.27625
SGIP1	-0.337333333333333
ZNF641	0.591333333333333
EMG1	-0.58175
PRRG4	1.015
HIRA	-3.64775
MYNN	0.1605
AEBP2	-0.0189166666666667
TBXA2R	0.497333333333333
ISL2	-1.66183333333333
PCDHB11	-0.481
RNF144A	-2.286
MARCH5	0.8155
DULLARD	-0.157333333333333
DCLRE1B	-0.894166666666667
ITGA8	-0.1885
TP73	0.00250000000000002
PRKCD	2.449
NDUFB4	-0.2445
ATP13A4	-0.0421428571428571
ANTXR2	-1.97366666666667
COL4A3	-0.8044
MYO10	-1.5894
SLC6A18	1.253
PEX1	0.47125
TMEM74	-2.00466666666667
RBM19	0.33025
TAPBP	0.2503
RUNX1	0.667
MID1	-2.81358333333333
GPR64	-2.07533333333333
RASEF	2.84875
GABRG1	0.798714285714286
MYO16	-1.617
DBF4	-2.89483333333333
TSHZ2	0.0755
RIPK2	0.02225
PPTC7	1.01233333333333
KIF4B	-1.683
LRRC31	0.252857142857143
ZNF540	1.299
EFNB3	0.4175
LOH12CR1	0.808
STON2	1.537
GLP1R	1.23325
CSTF2T	-1.46225
IREB2	-1.36275
GRSF1	0.66325
PDCD7	-1.2545
LRRC43	1.215
CNR1	-0.00133333333333333
IL1F7	-0.6295
C12orf64	0.215666666666667
FAM69B	0.58225
NR2E1	-2.05966666666667
MS4A6A	-0.9429
FTL	-1.3496
C7orf36	-0.52
PCLO	1.4492
DYRK2	0.240166666666667
ARIH2	0.094875
SAMD7	-1.0475
SCNN1D	-0.1045
SLC32A1	-0.85425
C22orf25	0.124833333333333
MRPS18A	0.3117
GPR112	-1.573
EARS2	0.91925
ERN2	1.089
ATPBD3	0.318833333333333
PRH2	0.573
CDKN2D	0.117166666666667
PGLYRP2	3.892
TRIM40	0.655666666666667
SEC14L3	0.742
SLC22A1	0.07525
BTN2A3	-0.4265
RASA4	0.665
CCNL2	-0.725666666666667
MYBPC3	0.369
GJA4	3.6325
CDC42SE1	0.208125
TRPV2	-2.6005
MYPN	-4.521
SIM1	0.6605
CDADC1	-0.327083333333333
ZFHX4	-2.491
NIBP	1.58016666666667
ADAMTS19	1.402
ABTB2	-0.5225
TSPYL2	-0.146125
EIF2S3	-0.7372
SOX30	-0.1825
AP2A1	-0.489833333333333
DKFZP564O0523	-0.152333333333333
LOC285398	-0.16325
CDH18	-4.32675
CHL1	-0.776
GATS	0.2103
TBC1D2B	0.0196666666666667
OR1J1	-0.0205
GSN	-0.0571666666666667
DPCR1	-0.057375
GARNL4	-1.06616666666667
SMARCA5	-1.0445
PLEKHG3	1.05716666666667
ZBTB45	1.2985
FRMD6	0.777166666666667
PLS1	-0.711833333333333
DGKZ	-0.176
EFNA1	1.5418
WDR85	-0.212125
ANK2	-0.99475
PAGE4	-0.982833333333333
SENP6	1.89916666666667
AKR7A2	0.545333333333333
FKBP10	-1.38775
VEGFC	-2.455
LARP1	-0.52025
SRBD1	0.17175
ITGB6	1.034
SLC1A2	2.52621428571429
INVS	-0.8235
MPO	0.2065
MOBKL3	-0.1379
CUTL2	-2.513
KLK2	0.240666666666667
VIM	-3.358
REG1B	0.37
PCDHGC4	0.445
C3orf34	-0.878166666666667
SUMO3	0.185
CST9L	6.73975
MLL4	0.0235
SPR	1.052
SAMD9L	-2.87625
ABCE1	-0.2565
SUPT3H	-0.776333333333333
ACTBL1	1.41
ADAMTS4	0.0768333333333334
SLIT3	1.52225
RHEBL1	-1.912
NPM2	-2.11875
MAN1C1	1.71175
KIAA1856	1.50616666666667
HSPA6	0.8855
LOC388152	-0.2015
C10orf140	-2.445
ZDHHC12	-0.591
LIN7A	0.7679
PHC2	-0.736416666666667
SPHK1	-2.859
TRIM26	-0.0516875
FAM83E	1.6645
C18orf24	-3.661
ZNF578	0.270166666666667
ORAI1	-0.08275
RUVBL1	0.247333333333333
C7orf20	0.3315
APAF1	-1.1025
SLC36A4	-3.602
MYH11	4.65416666666667
NEK1	0.7069
MPP2	-1.46475
C12orf24	-0.946
TNK2	1.123625
ZNF289	0.6835
MATN3	1.97414285714286
IFNGR2	-0.036
ITPR1	3.9075
EBF3	2.0717
TBC1D20	0.8445
OR10P1	0.16775
DDAH2	1.482
SHPRH	0.506625
STX7	-0.698
LOC554248	-1.529
BCAR1	-0.915
ATXN3	-0.0491666666666667
TRIM27	-0.17425
CDC42EP2	-0.3095
CHP	0.0863571428571429
SOX17	1.814875
ZNF259	-1.32233333333333
CHCHD1	0.6235
ZDHHC19	0.622
GBP2	1.8225
GARNL3	1.501875
MRC2	-1.224
C1orf52	-0.55725
AOF2	-0.446166666666667
LRPPRC	0.195
ACVR1C	-2.573
TM4SF18	2.1845
TMEM169	-0.633
PPP1R16A	1.05475
EBF1	0.405
RRS1	0.970666666666667
SNX2	-0.1295
OR2T2	-0.252
RBX1	0.1305
ANKRD54	0.5035
TSNAX	0.481166666666667
TMEM83	-2.1395
ZBTB7A	1.02325
ATM	-2.58241666666667
LOC338328	2.38383333333333
TIE1	0.777333333333333
HIST1H3G	-0.555833333333333
PASD1	-4.60533333333333
TINAG	0.629
PCDHAC2	-0.1475
LRRC15	-2.72757142857143
WBSCR17	-1.8035
TFF2	-0.251
PARP2	-0.88075
NDFIP2	-0.851
PCDHGB2	0.314
WDR60	0.16
MAP7D2	-2.175
USP45	-1.318
GSDML	0.32825
TNS1	-0.4285
PLCD4	1.20425
IQCD	1.93916666666667
SMPX	-2.89125
CD9	1.30316666666667
SRGN	-1.39525
CASP7	1.460625
INOC1	-0.00216666666666669
DKFZp451M2119	-2.212125
VMAC	1.7185
USP53	0.4778
CAMK1G	0.085375
TMEM106A	-0.5975
CDC20	-2.9724
ACSL5	-2.79266666666667
CBWD5	-0.561
C1orf87	-1.485
KIAA1274	-0.5195
PRUNE2	-3.15464285714286
LYPLA2	-0.339833333333333
DOK6	-1.788
GPR149	0.00899999999999999
FAM30A	0.28325
TMEM129	0.98125
SLC35B3	1.0475
ACPP	-2.084
LOC200261	-1.193
SLC4A7	1.6842
CCDC40	2.33625
GART	-1.646375
THOP1	-0.18625
SCARB1	-0.46975
CACNA1F	1.60825
TRIAP1	-0.0425
SYT14L	1.184
SFRS8	-0.268166666666667
PBOV1	0.2285
GOLSYN	3.56525
GJB7	-1.186
CAMK2N1	2.01683333333333
GREM1	0.618416666666667
FLJ20433	1.06575
QPCT	-3.6065
PRKAG2	1.55266666666667
H2AFX	-1.564625
C6orf154	1.58975
PLOD3	-1.568
ZBTB39	-0.641333333333333
WASF3	0.606583333333333
DRG1	0.02325
PRR4	0.373
SPCS1	0.77325
KDELR3	-0.722333333333333
SRP19	-0.161166666666667
GABRA6	0.381
MFSD1	0.00625
MMEL1	2.263
PDXDC2	0.4147
BUB1	-4.66355555555556
RNF138	-1.482625
MYLPF	-0.6885
AIF1	-3.017
DYNLRB1	1.7167
HCN3	-1.42566666666667
HIST1H2AI	0.797
MAP4K5	0.0874166666666667
LASP1	1.334875
LOC130951	0.0615
PLAA	0.54925
KRT6A	-1.9175
C6orf117	-3.792375
ARHGAP23	-0.898
PTF1A	0.1525
GPHA2	-0.2195
LCE3B	0.38425
MCL1	-0.4285
EHBP1	-1.08566666666667
PRNP	-0.9374375
