Hybridization REF	TCGA-B6-A0IN-01A-11R-A034-07
LOC440356	-1.13275
COQ10B	0.41
PSMF1	0.230083333333333
SORBS2	1.55425
NFE2L2	-1.0555
TMCO7	-0.4075
SH3PXD2A	-0.797222222222222
SH2D2A	-0.632
SPINK5	-1.30775
MRPS24	-0.28
OPA3	1.48325
TRAF7	-0.680666666666667
C4orf35	0.695166666666667
MT1G	-1.20625
MGC39545	0.652
HS1BP3	0.4125
OR2B2	0.775
CHRM4	0.7055
SFRP2	2.94575
RIC3	-1.575
ART1	0.461
C6orf1	1.409625
DUS4L	-2.36325
C10orf104	0.113
TNFAIP6	2.68325
RTEL1	-0.89925
CCT4	-1.1115
ZNF709	-1.11225
CHMP6	0.472166666666667
UPP2	0.381
CYP19A1	-1.913125
CD151	-0.406666666666667
NDUFA13	0.0623333333333333
ARFRP1	-0.989333333333333
FAM26B	1.7445
CRYBA1	-3.331
MRPL41	0.886833333333333
NPFFR2	-1.702875
HRH2	0.6055
SCAMP3	-0.115666666666667
MTMR6	0.1959
MTG1	-1.64833333333333
UBTD1	0.98875
CRABP1	-2.3335
FLJ33790	1.383
KIAA1908	-0.284
GPR158	-1.7035
PACSIN3	-0.440166666666667
OMD	1.55816666666667
CATSPER1	-0.439
HOXB8	0.2375
FBXO46	2.034
OAS1	0.201833333333333
SVIL	0.18125
PHB2	-1.2765
ADCY3	-0.2155
NDRG2	0.459833333333333
ERMAP	0.0109
APBA2	-0.5235
IGSF9	0.0985
WNT6	0.556142857142857
MYCBPAP	0.80875
ATP2B2	-0.158
CPVL	-0.0703
TRAM2	0.252416666666667
NOP5/NOP58	-0.37875
ZNRF4	0.79475
TLK1	-0.252875
MTMR12	-0.113
ZNF384	-0.492
FAM9B	-2.24025
RPN1	0.8618
PMVK	1.01125
EIF3D	0.2747
SIX2	1.2015
HPS1	1.1275
RNF7	0.393
PSKH2	0.7965
KCTD13	0.081
CSMD3	-0.285333333333333
FBF1	-1.221
IL8	-4.586125
SERPINB13	1.1458
FBXL20	0.25025
BLR1	0.64225
SH2B1	-0.681166666666667
RFNG	0.142125
RAB20	0.402
RBM7	-1.7955
POLR1A	-0.961
TMPRSS4	-2.33525
TAF9	-1.507625
TERF2	-0.428833333333333
TNFRSF1A	0.755833333333333
ACADVL	-0.741833333333333
GTF2H5	0.19175
EDG8	0.484333333333333
C9orf140	-1.311125
UST6	1.151
ZBTB8OS	-0.1855
ZNF710	-0.0665
GPR174	-1.121
ATP6V0A2	-0.911
KIAA0319L	-0.403333333333333
XKRX	-0.808
DOPEY2	0.2876
SDHD	-0.935333333333333
SUMF1	1.78825
OSM	3.86
OPN3	-1.972
DAGLB	-0.211
PPFIBP1	0.4351
TRIM63	-2.3105
C10orf53	-1.3675
LYPD3	2.45333333333333
BCL7A	-0.43925
AGER	-0.7778
TCF19	-1.32025
SAT2	0.451
PFTK1	-0.146166666666667
GABRE	-2.256875
C15orf38	1.6035
FIS1	-0.676
KCNV2	0.735
CLPS	0.74625
PPCDC	-0.809875
FOXN2	0.429833333333333
NT5E	-2.5059
CD83	1.9075
IL18	0.023375
VPS16	0.3845
IGFBP2	-0.196333333333333
NOTCH2	-0.16875
SIGLEC1	2.73457142857143
CD93	6.335
SULF2	0.109
CEP164	-0.297
P53AIP1	0.517333333333333
TOR2A	0.183333333333333
ZNF136	0.30575
MGP	2.8535
CCDC144A	-0.4595
TRPC1	-0.732
SMS	-0.318166666666667
MAPK7	-0.585166666666667
RRAGC	1.0885
PARD6A	1.51216666666667
NUB1	0.694166666666667
SYNGR4	1.691
OR11H12	-0.9475
WIF1	1.09671428571429
GCH1	-0.05425
OR11H4	0.1745
SLC44A5	-0.781
GPRIN2	-0.251833333333333
LOC401431	0.67725
CPA4	-2.1804
MELK	-2.084
IL15RA	0.29275
CUL3	-0.581
HMBOX1	-0.12125
PODXL	0.104
CCT6B	0.733666666666667
COMTD1	1.4745
MUC20	1.0715
GPX2	-2.67425
ITK	-0.798125
FBXL5	0.7515
C13orf27	-1.82075
DEFA5	0.036
TRHDE	-0.4965
MTP18	-1.24
UQCRQ	0.4259
ITGB2	1.91525
CSRP2BP	0.16175
TAS2R44	0.455
PHPT1	0.47175
FAM44C	-0.854
ERH	-0.23725
MPHOSPH1	-2.83233333333333
MORC1	-0.026
PARVB	-0.54825
LAMA1	-2.15709090909091
PGBD3	-0.10075
GIMAP6	4.9945
AREG	1.34183333333333
LIPT1	-0.54975
MGC99813	-0.794
C1orf201	1.0645
GRIN2A	-0.642777777777778
MAN2C1	-0.99725
NSUN5	-0.75675
SF3B5	0.633
MYC	-1.784875
NRXN1	-0.304
ZNF18	0.31375
SPDYA	-0.0112857142857143
SLC37A1	1.9275
DECR2	-0.2045
ANKRD38	-0.43
SPTLC3	-1.4505
SUPT16H	-0.210875
DTWD2	-0.61825
ULBP1	0.401
ZADH1	0.0183333333333333
OIP5	-2.73075
IL10RB	0.2745
OTUB2	-0.349625
VWA3A	0.377166666666667
SPIC	0.199333333333333
OR6C4	-1.3825
PSCD4	1.36533333333333
DPY19L2P2	-0.4655
TRAPPC6A	1.16583333333333
C21orf2	-0.0828333333333333
CEMP1	-0.42075
LIN7B	1.65
E2F7	-2.32766666666667
VCP	-0.213666666666667
LAMA3	1.31991666666667
BGN	1.87925
GPR160	0.461
COCH	-3.74933333333333
GPR81	2.31933333333333
APOBEC3F	-1.50475
tcag7.1017	-0.8175
C1orf32	0.446
SCGB1D2	7.1045
FLJ43987	-0.2105
C6orf170	-0.05675
KLK9	1.0355
GPD1L	1.017625
VPS37B	0.83025
ATG3	-0.908333333333333
ADAMTS17	-0.26
KLHDC2	-1.10566666666667
NDUFV2	-0.06625
BLK	-0.221
MATN4	-0.412
GPM6A	8.38042857142857
GBP4	4.07
TMEM162	0.950333333333333
PKP2	-0.613
HRASLS	1.22111111111111
MMP1	-4.0245
SFXN3	-0.1689
FSD1	-1.1665
ST6GALNAC3	-1.10433333333333
CA12	-2.1191
NCOA6	-0.17625
C19orf58	0.1645
PPP4R1	-0.9625
MAN1A2	1.40916666666667
IKBKAP	-1.46825
UPF1	-0.03
KIAA1219	-0.12025
WNT16	-0.960333333333333
SNW1	-0.129625
IL18RAP	3.2195
RPP30	-0.565375
CDC40	0.023
SETD3	0.648666666666667
SLAMF6	0.5145
ELK4	-2.785
TRIM47	-0.269333333333333
ACOX3	-0.354
TRIM6	-0.818875
KIAA0372	-0.663166666666667
TP53AP1	0.844
SMURF2	0.26475
ADAD1	0.40825
EBP	-0.9718
KRTAP13-2	0.234
FLJ36874	-1.58666666666667
TOR1A	0.0628333333333333
P2RY4	2.0945
GPBP1	-0.021
TRPV1	-0.6605
ADAMTS12	0.673
PES1	-0.8472
ATG4A	1.33083333333333
MAGEA10	-3.97775
WFS1	2.12275
CC2D1B	-0.239666666666667
PABPN1	-0.03575
SLC25A30	-0.4095
SLCO1C1	0.954166666666667
SLC22A5	2.15725
KIF23	-2.45816666666667
SYN2	-0.0571666666666667
ASPN	7.70316666666667
CENTG2	-0.15675
QSOX2	-1.1007
FLJ10815	0.692
STK24	-0.18175
SPEG	0.5626
STK10	0.480333333333333
DACT2	-2.775
AAAS	-0.91
SSX3	-1.172375
ABCD3	0.0767
C4orf12	0.107875
PARVG	1.037
FIG4	0.7065
C9orf46	0.6755
TMCO6	-0.669
IGHMBP2	-0.9495
DUS2L	-0.658
FAM3C	-0.3696875
TMEM16D	-2.542875
DCTN4	0.94225
KCNH3	-0.02125
EIF2AK2	0.35925
AP1S3	-0.2575
CST4	1.484
PAM	0.1668125
NUTF2	0.3275
CITED2	-0.7066
SLC39A4	0.2615
C2orf52	-1.153
GRM3	-0.312
C12orf49	0.267875
CCDC49	-0.5662
GRAMD1B	-0.850375
FNDC4	0.784
SIAH2	-0.85825
GDPD4	0.57025
C21orf87	0.87275
ATP5A1	-0.759833333333333
C16orf63	-1.301625
LOC388135	-0.336
ATP5J2	-0.833875
MMP3	-1.8245
EMID2	0.6465
CRHR1	0.4095
WDR70	-0.00725
C13orf31	1.40525
ZFAND1	-0.06275
CCL18	5.32783333333333
C3orf49	-1.118
RINT1	-1.5165
KIAA0408	-1.77033333333333
F13A1	4.4189
SLC10A1	0.945166666666667
OGN	2.02625
GIPC2	-0.489833333333333
XPO6	-0.898833333333333
LCE1A	1.256
FMR1	-0.2121
LOC374920	1.55275
DUSP3	0.3175
ANKMY1	-0.26325
C7orf50	-0.01075
BBS9	-0.3237
UNC119B	-0.600875
C9orf72	-0.243125
MGC35440	0.4105
ENTPD6	-0.265375
PPP1R2P9	-0.878
ERCC4	-0.17775
FAHD2B	-0.319
HMHA1	0.6535
HACL1	-0.68325
RAD23A	-0.229
FAM83B	0.0055
PPP5C	-0.478666666666667
RNASEH2C	0.451125
C9orf153	-1.28725
SCAMP4	0.579
GHITM	0.5605
NDUFB7	0.571125
ADCYAP1	0.858166666666667
SP110	0.787333333333333
MAP3K7IP2	0.284
DHH	0.237
AGRN	0.892642857142857
WDR33	1.45133333333333
CEP290	-0.0901666666666667
PRPS1L1	-2.03916666666667
KLRA1	-0.136
GPR97	-3.202
CHD7	-0.656833333333333
TLR10	2.01966666666667
SLC30A8	-2.0485
HIC1	1.722
IAPP	0.5025
RXFP4	0.3585
GP1BB	2.2115
SHQ1	0.0645
NKX2-3	0.754833333333333
API5	-0.78
FTHP1	0.047
MOV10L1	2.431
TRIM6-TRIM34	2.65383333333333
ADHFE1	-0.293
FAM117A	0.47175
DDI1	-0.2778
CDON	-0.689333333333333
TRIM73	-1.118
IGKC	4.209
MMP14	-1.26916666666667
DYNC1LI1	-1.221
C11orf66	-0.03275
TRBV3-1	0.05375
FASTKD5	-0.608
BIVM	-1.64875
LHX4	-0.0885
CXCL2	-0.7324
RAB2B	-0.805
IZUMO1	-0.1675
MAP3K15	-2.004625
FAM19A2	-0.283333333333333
ZC3H8	-1.344
ZMAT1	2.684625
SPINK5L3	-1.04675
SLC10A6	0.245
APPL2	-0.592
CARD10	-0.330333333333333
LOC402176	-1.598
EEF1D	0.4404
RAB6A	0.3363
C12orf5	-0.786375
PAPOLG	0.61275
MSRB2	1.37475
BCR	0.299444444444444
PUS3	-0.015
TIAM2	0.0255
ZNF317	0.0565
CHD2	0.00471428571428566
FZD5	-2.05559090909091
NUDT8	-1.603
ZNF763	-0.5265
PRC1	-1.43788888888889
ABCB9	0.292
SPATA3	0.85075
TRAK2	0.26275
STAB1	3.446875
LRRTM2	-0.629166666666667
psiTPTE22	2.209
DBI	0.33075
SERPINA11	-1.198
NAT5	-0.477
C20orf58	-1.84175
RPS6KA4	0.500333333333333
FLJ90650	-0.454
TGFBRAP1	-0.0545
CHRDL2	-0.432375
FAHD2A	-0.624666666666667
CNTN1	0.17625
BBS4	-0.5874
TMEM181	1.09625
MINPP1	-1.711
MPHOSPH6	-0.24675
HOXC10	2.6286
ITPKB	-0.195625
CLPTM1L	-0.09475
MEOX2	0.826666666666667
ATP6V0C	0.94825
PRPF8	-1.18716666666667
TMC5	3.44275
FKBP3	-0.74275
PLEKHB2	-0.306875
OR4D6	0.0875
ZNF544	1.1001
D2HGDH	-0.57125
RPL18A	-0.7839
HEL308	-0.53025
MPP6	-2.6815
TCERG1	-1.707
KRT16	-0.756166666666667
KLF17	-0.56825
KLF5	-0.73025
CDR1	2.81371428571429
VCX3A	-2.774
FBLN2	2.09975
C14orf104	-0.5775
HBE1	-4.3948
OR4S2	2.5915
C1orf108	-1.05583333333333
ROBO4	4.8755
CPEB4	0.484875
C11orf80	-0.9045
BCKDHA	0.365
MYOC	1.328
GIF	-0.844
CKMT1A	1.717
RPL3	-0.1406
THBS1	3.037375
APOO	0.176
ARMCX1	1.336
HSZFP36	-0.4555
SNAPC5	-0.285
EIF4ENIF1	0.48975
ZNF433	-1.353
TNFRSF21	-0.974125
TMPRSS7	0.293
SPATA18	1.347875
HPDL	-2.5325
MKL2	2.0353
TBX3	2.504
C21orf93	1.50875
DAXX	0.49075
ELMO1	0.063125
RGS13	3.388
TAF11	-0.408
UNC13A	-1.349
LOC653314	-0.1913
ORC3L	-1.099
IMAA	-2.883
TARBP2	-0.9825
CABIN1	-0.1743
TRIOBP	0.2860625
HIST1H2AC	-0.0995
RGS22	-0.619166666666667
NCOA1	0.9165
IL25	-0.388
SNCG	0.565
GPR6	0.451
AMDHD1	-1.2775
CHEK2	-0.472
C6orf142	-1.53325
DRD4	0.92775
C14orf68	-0.2815
GDF11	-1.4965
SEMG2	0.272
CD247	0.06025
CDAN1	-0.733
RBMX2	-0.1245
TGS1	-1.85
OIT3	2.58675
SYF2	0.0585
MCM4	-3.009
PKHD1L1	0.288
CEP192	-1.41916666666667
IFT88	-0.8075
RPL9	-0.039
RAB32	-0.214
DDX43	-2.42925
P2RX2	0.846166666666667
OR5D18	-0.36
UBE1	-0.745333333333333
SLC24A1	-0.272
ARHGAP5	-0.97475
CETP	1.97675
KIAA1731	-0.4452
SLC9A4	0.117
PTPN6	1.1155
BAHD1	0.8295
GRIK3	1.8145
CACNB2	1.7036
PDE10A	-1.13725
DGCR14	-0.139
PCDHB9	0.305333333333333
RHOQ	0.335
MAP3K4	-0.27
KTI12	-0.098
RPL23AP13	0.38125
GNG11	1.2805
CLCN3	2.42283333333333
GPAM	-0.970625
VSTM2A	-0.325
SLAMF7	3.57783333333333
INTS2	-0.5125
PPP2CA	-0.1178
LRP12	-0.0772
SEC14L2	0.614
DKFZP586H2123	3.08875
MC3R	-0.107
CIRH1A	-1.8905
HIST1H2AB	2.371
POLH	-0.481625
MGC16703	-1.93383333333333
SNAPC2	0.9245
FILIP1L	0.9535
RASGRP4	0.2045
LRRC1	1.4235
GAS1	-0.5915
PRAC	-0.9455
DGKA	-0.560833333333333
NT5C3	-1.6025
PEG3	-2.07618181818182
NADK	-1.0135
PRR17	1.71725
LOC374569	-0.38075
SGSH	0.496
NLRP8	-1.4055
GALT	0.281
MCF2	-0.515
ZNF263	-0.49725
TACSTD1	1.01466666666667
TYR	-5.7995
ATP6AP2	-0.03425
RNUXA	-0.622
ABHD10	0.654111111111111
GDPD2	-1.3425
SLC35C1	0.2905
UBE2A	0.311
HERC5	-1.63233333333333
FAM112B	-4.51666666666667
FBXL16	-0.66275
DKFZP434A0131	-0.0725
ELA3A	-1.93
RBM41	-1.198
HAO2	-0.819
RNH1	-0.14225
SHANK2	1.316
OSBP2	-1.592625
DAK	-0.0436666666666667
C3orf58	-0.386
TCL1B	-0.13
KBTBD2	-0.3825
SUGT1L1	0.75875
UBE2E2	-0.0608333333333334
MYL9	2.59175
CDC23	-1.41216666666667
PBXIP1	1.3684
CXorf40B	1.4655
NBL1	0.16825
RTBDN	1.319
RAB11FIP5	0.2085
TTTY13	-0.026
SCOTIN	0.139666666666667
SOHLH1	-0.671166666666667
CDKN1A	0.766785714285714
NCK1	-0.15725
ZNF550	-0.8765
SAPS3	0.484666666666667
SPIN3	-0.277666666666667
MAGEE2	0.04725
MIS12	-1.38183333333333
OR8H2	0.388
KIAA0774	0.303
UNC5D	-1.7715
CUL7	-0.383166666666667
LIPC	-2.646
DIO1	-2.52875
C20orf11	0.2224
CTRL	-0.56575
HS3ST2	3.1735
PAK4	1.19416666666667
CCRL1	2.44625
RNF10	0.968875
ZNF567	-0.25475
ZNF660	-1.7565
TCEAL3	0.74675
MAGOH	0.498333333333333
CENPB	0.567166666666667
C19orf7	1.424
LOC388965	0.53875
ZCCHC13	1.09
JMJD1A	-1.3967
HIST1H4H	0.343
TBRG1	-0.6112
GPC3	-2.87275
TAF1C	-0.6205
EBNA1BP2	-1.30466666666667
CIAPIN1	-0.3225
PDGFRA	-0.691666666666667
CSTB	0.149625
CENPI	-2.0115
GTF2E2	-0.365
RPP21	0.1355
CCNF	-1.49766666666667
KCNQ3	0.8205
FAM79A	1.08125
SLC22A12	0.095
NOVA1	-0.243666666666667
FZD3	-0.8583
AKAP8	-1.18
SOCS5	-0.273125
CFDP1	-0.9195
DLG5	0.07875
PGM5	0.632833333333333
C1orf144	0.267833333333333
HDAC10	-0.1445
RND2	-1.2595
C20orf199	-0.98375
RNMT	-1.17975
SLURP1	-0.620375
ASTN1	0.19075
SH3BGR	1.536
MYCL1	-0.74825
ZHX1	-0.4855
CENPK	-3.832
FOSB	2.8644
LOC643406	1.103375
C2orf59	-0.540125
TMEM135	-0.59
SLC27A2	-1.263
KRT33A	1.3165
OVOL1	1.30128571428571
PAMCI	-1.644
S100A7	-1.294
ZNF789	-2.027
HARS2	-0.005
RPL23A	-1.09716666666667
TCF23	2.42425
UPF3B	-1.378875
C17orf78	-0.18
HLA-DOB	1.83033333333333
C14orf142	-0.0468333333333333
TEKT5	0.784333333333333
DMWD	0.555
POLD1	-0.960666666666667
GSCL	-1.7255
CALD1	0.145
SCRT1	1.58983333333333
AIG1	1.4965
UNC84B	-0.7205
ZNF404	1.1945
TMED6	-2.11875
KIAA1462	0.411
LRRC27	1.527
PYGO1	-1.565
PIGU	-1.21433333333333
ALAS2	-3.03633333333333
WRNIP1	0.371375
CNNM3	-0.939
ZNF2	0.30325
ST3GAL5	-0.568666666666667
MRPL23	-0.08775
TSSK6	-0.672
PSMA6	-0.8715
C16orf70	0.178
KIAA1602	0.356
ALMS1	-0.281
DCN	1.916875
TMEM132D	-0.35425
SUCLG2	-0.127
ABHD14A	1.74675
DEXI	0.356333333333333
AMPD2	-1.3015
IFNAR2	-0.186333333333333
CYB5A	1.4408
TLOC1	0.244
NXF5	-1.60483333333333
NRBF2	-0.232375
KCTD3	0.563
ITGAE	-1.23233333333333
SLC30A3	-1.98583333333333
ZRF1	-1.914
IFRD2	-0.470125
XAB1	-0.35825
PYCR2	-0.3315
SERPINB3	-3.9495
TMLHE	-0.2287
GEFT	-1.00625
ABCA5	-0.406125
EMR4	0.00449999999999997
TSFM	-0.47375
HIST3H2BB	-0.20575
ARHGEF19	-0.117
TSPAN17	-0.6225
ABCC8	3.99125
MAP1S	0.423166666666667
C22orf36	-0.21225
BNC2	-0.937714285714286
HIST1H4A	-0.938
NDUFS3	0.0531666666666667
WDR3	-1.00883333333333
XKR4	-0.0905
TTC33	0.166076923076923
STMN2	4.45975
CPN2	-0.3396
HSPC105	0.89225
PCOLCE2	-1.10025
C3orf55	0.9835
KLHDC9	2.19716666666667
TBC1D23	-0.18175
ATXN2L	-1.52516666666667
MAP2K3	-0.184833333333333
SCAP	0.168
ZNF486	0.2885
C20orf96	1.43375
NARS	-0.3015
ADAMTSL1	-0.734285714285714
PRCC	0.5265
CCDC126	1.48808333333333
ZNF675	-0.604
CALCOCO1	0.085
ANKRD43	0.4
CWF19L2	-0.0646666666666667
ZBTB32	1.69533333333333
BRAF	0.87175
ODF4	0.25175
MGC14376	0.949666666666667
HORMAD1	-2.63083333333333
AAK1	0.1584
PEBP1	2.00366666666667
TNFSF5IP1	-0.568
DKFZp564N2472	-0.5585
RMND1	2.455625
IGKV1-5	4.65775
COL1A2	2.47958333333333
SERPINA5	-0.583375
AANAT	0.5665
C19orf21	0.854166666666667
GEMIN5	-0.183
UBR4	-0.382
LTBP3	1.68733333333333
AMHR2	-2.57483333333333
PROCR	-0.25125
MYBBP1A	-1.188
C20orf39	-0.893333333333333
ZNF697	0.5495
PASK	-0.4192
ZNF776	1.366
RFXDC2	-0.30375
KIAA0467	-0.31
C10orf96	-1.604
ZNF503	3.02375
GULP1	-1.25425
KCNE4	0.173166666666667
DKFZp434K191	-1.121875
LOC196913	1.5565
BHLHB4	2.3395
CH25H	1.93925
LOC81691	-1.49516666666667
ALPL	0.359642857142857
COL12A1	1.4945
FOLR3	-2.34366666666667
GPR123	-0.0875
TRIM62	-0.0274285714285714
ABLIM1	0.741833333333333
MAST3	-0.59075
RHBDD1	-0.228166666666667
LOC338809	null
RYBP	1.2225
TTC26	-1.17425
ZNF22	0.403333333333333
ISCA2	-0.45675
RDM1	-2.01975
PIGM	0.37675
GNB3	-1.7235
ACTR2	0.2899
HMGB1	0.6515
EDG1	3.99083333333333
SOAT2	-2.725
OR10AD1	0.908
RAP1GDS1	1.81783333333333
LCE1F	0.86
ESM1	-0.062
RCN3	1.63925
CREBL1	-0.1965
DBNL	-0.728666666666667
PTGER3	1.5925
USP30	-0.117666666666667
BCL2L12	-0.404833333333333
KIF26B	1.66675
ZNF416	0.83325
ZNF225	0.2095
C17orf70	0.1575
ZNF554	-0.20875
RAE1	-1.127
TNIK	-0.854166666666667
ACTN3	-0.7585
MGC45922	1.9925
CCNA1	-1.33216666666667
RYK	0.146666666666667
IL26	1.4725
LRP3	1.563
QARS	-0.529
SOX7	1.62357142857143
BID	-0.359625
OR2S2	-1.105
CXCL14	4.6105
C11orf47	-1.2045
MGC29891	0.542833333333333
HSPB8	1.2286
PRDM14	-0.929
NUFIP2	-0.09975
MNAT1	-0.310285714285714
ZDHHC2	-0.135333333333333
MBNL2	-0.074125
ADD3	0.26175
CSNK2A1P	-0.87075
KLK6	-1.73733333333333
TMEM111	-0.1063
KIAA1279	0.3875
NUBP2	-0.103
RAB42	-0.3875
ID3	-0.2431
TM9SF1	-0.19675
MDP-1	-0.053
POU4F2	1.09075
IQCK	0.535
C16orf14	0.29425
CAPN3	-1.511125
FAM43B	1.011625
RECQL	-1.2575
AP1G1	0.678857142857143
CTNNBL1	-0.878333333333333
ECHDC1	-0.690333333333333
SMARCC1	0.0796
FOXQ1	-1.377875
GNAI3	-0.0185
POLG2	-0.93175
CD4	1.343125
ITLN1	0.62075
EBI2	4.2385
IRF1	0.1635
PTPRE	2.2333
PTK2B	-0.316
NXNL2	-0.9345
SOX4	1.61111111111111
TSPAN3	0.8735
SH2D1A	-1.81616666666667
C8orf58	-1.08316666666667
USP20	-1.14
DUSP22	-0.719833333333333
CALB1	-1.58716666666667
L3MBTL2	0.67775
MCRS1	-0.632
TMEM118	0.271
C18orf8	0.419333333333333
FLJ10241	0.839375
GJA12	1.912
PKD1	-0.847
ZFP3	-0.871
JAM3	-0.550375
LAPTM4A	0.7662
DIRC2	0.4935
KIAA2022	1.55216666666667
MYOM1	2.3904
TRPM8	-2.42216666666667
MOP-1	2.76975
PHKG2	-0.930125
ZNF650	0.23425
KIAA1522	1.291
PSG8	-1.83766666666667
DDX19B	-0.579
MOBKL1B	-0.568
DIAPH2	-0.000666666666666727
PTPN12	-0.57025
CLN8	0.4182
CRYZL1	-0.850666666666667
CRY2	0.0455
FCGR2B	3.5615
PNPLA4	1.184375
ZNF454	-1.3275
DKFZp434B1231	-0.21925
CLDN11	0.6982
RFWD2	0.613833333333333
CIB2	0.3545
MXRA8	4.252125
HRK	0.67875
MAML2	-1.95225
C4orf31	-0.63475
C6orf192	0.64275
COG6	0.903625
FAM5B	0.0339999999999999
NFATC1	1.0034
SEPT10	-1.26925
SCYL1	-0.4027
RPP40	-0.73975
SCOC	-0.5785
KIAA1450	0.2455
CTDSPL2	-0.59925
TBX5	2.10475
NAPG	1.30875
RHD	-4.25775
C14orf45	0.437166666666667
ZBTB22	1.626
PLCG1	-1.663
ANKRD10	-1.069
AQP7P2	1.57375
TAGLN2	-0.0861666666666667
HTR2C	-0.871166666666667
SLC16A7	-0.079
C17orf83	0.842666666666667
TSGA14	0.454833333333333
MDH1	-0.617
PPP3R2	0.0908
DCBLD2	-1.649
RBM33	-0.14375
DPH3	-1.89225
SYT10	-0.3454
FMO4	1.20925
THYN1	-0.33775
DRD5	-4.8225
OTOR	0.8285
PGRMC2	-0.3887
KATNAL1	-0.42425
PAQR6	-0.7925
UBE2I	-0.829
C14orf28	0.37625
C8orf70	0.858
FLYWCH1	-0.5645
ANGPTL3	-0.45425
GLRX2	-0.248166666666667
ATP11A	-0.320714285714286
ARL5B	-0.218625
MUC16	-3.01325
SLC25A5	-1.48757142857143
ACRC	-0.4075
MYO1C	-0.45275
FAM89B	1.67966666666667
FAS	-0.445625
KIFAP3	0.795
GLRA2	-0.246
BTN3A2	0.2609
CNKSR3	-0.900625
CSTF3	-0.793166666666667
ARPM1	-0.54925
KIAA1530	1.271
C9orf150	2.08666666666667
PRKCI	-0.26675
tcag7.1015	-1.05125
SOD3	0.94975
ZNF574	1.46925
CYP21A2	-0.471
RPL12	-0.523
COMMD2	-1.4215
WIZ	0.46425
LOC344405	-1.355
ALDH4A1	0.307294117647059
CRYAB	3.602
COPA	0.3405
PCDHGA7	1.66083333333333
KIF11	-1.41575
RASD2	0.239375
SLC26A3	-0.5145
ZNF175	-1.2805
JAKMIP2	-1.816375
C8orf4	1.8495
PTHLH	0.10675
SLC40A1	2.01675
OR7D4	0.243333333333333
PCDHB17	1.953
CD36	5.45285714285714
C6orf203	0.4613
PRKG2	0.2725
LOC400566	1.3755
ANAPC13	-0.1715
SLCO3A1	-0.17775
ZNF692	-1.7355
FANCL	-1.5385
SH3GLB1	0.83425
C12orf61	0.26
KBTBD6	-0.07575
SUPT5H	0.158
XRCC6	-0.8968
HUS1B	5.3071
FAM133B	-0.445642857142857
LOC728276	1.6365
KCTD18	0.64975
SOS2	0.5125
CCDC99	-2.104
C1QTNF5	3.996
NNAT	1.01583333333333
USP16	-0.06625
LARS	-0.966
ZBTB2	0.648625
ABO	-0.251166666666667
TRAF3	0.2165
GALNT5	-1.8725
NAP5	1.818125
ALG14	0.565166666666667
KIAA0515	-0.00103846153846153
WDR75	-0.974
TEX261	-0.48
LY86	1.7865
LOC389072	-1.23
FLJ13611	-0.10875
MRGPRX2	0.8525
SNRPA	-0.953625
OR2G2	0.289
GPRASP2	0.96275
C7orf42	0.5299
C9orf163	-0.303
CYP11B2	0.326
FCRL3	1.5254
PRDX1	-0.35125
FGB	-5.87833333333333
COX17	0.9245
C16orf33	-0.145
PIWIL1	-0.550666666666667
FOLR1	-2.36016666666667
KIAA0082	-0.81225
FREQ	-0.16
TMCC2	0.9188
TCF12	-0.581583333333333
ZNF721	0.8085
FAM130A2	-0.15025
POU4F1	-2.08125
SNRPF	-1.191125
SGIP1	-0.435166666666667
ZNF641	0.1665
EMG1	-0.517125
PRRG4	1.4005
HIRA	-3.46675
MYNN	-0.167166666666667
AEBP2	-1.0055
TBXA2R	1.359
ISL2	-1.17816666666667
PCDHB11	1.2955
RNF144A	-1.0705
MARCH5	-0.119125
DULLARD	-0.775833333333333
DCLRE1B	-0.429833333333333
ITGA8	0.9705
TP73	-0.14525
PRKCD	2.01425
NDUFB4	-0.02975
ATP13A4	2.455
ANTXR2	-0.557333333333333
COL4A3	-0.373
MYO10	-1.6566
SLC6A18	1.2795
PEX1	-1.56475
TMEM74	-0.926166666666667
RBM19	0.1355
TAPBP	0.52115
RUNX1	0.0947500000000001
MID1	-1.37266666666667
GPR64	-0.247166666666667
RASEF	4.75375
GABRG1	-0.4596
MYO16	-0.255666666666667
DBF4	-2.63583333333333
TSHZ2	2.8655
RIPK2	-0.2115
PPTC7	0.125833333333333
KIF4B	-1.0345
LRRC31	-0.084125
ZNF540	0.76425
EFNB3	-0.379833333333333
LOH12CR1	0.010125
STON2	-0.217666666666667
GLP1R	1.5065
CSTF2T	0.446875
IREB2	-0.697857142857143
GRSF1	-0.47525
PDCD7	-1.13883333333333
LRRC43	-0.4835
CNR1	0.529166666666667
IL1F7	1.0815
C12orf64	0.3445
FAM69B	0.1405
NR2E1	-2.564
MS4A6A	3.571
FTL	0.2054
C7orf36	-0.393
PCLO	0.0935
DYRK2	0.4355
ARIH2	0.081375
SAMD7	-0.751
SCNN1D	-1.17675
SLC32A1	-0.47875
C22orf25	-0.919
MRPS18A	1.1882
GPR112	0.058
EARS2	-0.9825
ERN2	1.0505
ATPBD3	0.256833333333333
PRH2	0.118
CDKN2D	1.20466666666667
PGLYRP2	-1.61766666666667
TRIM40	-0.472
SEC14L3	-0.0854
SLC22A1	-0.12475
BTN2A3	0.082
RASA4	0.04875
CCNL2	-0.857083333333333
