Hybridization REF	TCGA-B6-A0IM-01A-11R-A034-07
TEKT5	-0.5545
DMWD	0.132
POLD1	-1.6015
GSCL	-0.718
CALD1	0.2393
SCRT1	0.7015
AIG1	2.1155
UNC84B	-0.2225
ZNF404	-0.84175
TMED6	-3.1785
KIAA1462	0.74
LRRC27	2.04483333333333
PYGO1	0.1945
PIGU	-0.918166666666667
ALAS2	-3.65333333333333
WRNIP1	0.242875
CNNM3	0.566
ZNF2	0.63125
ST3GAL5	0.530666666666667
MRPL23	-0.13475
TSSK6	-0.2675
PSMA6	-0.50275
C16orf70	-0.40175
KIAA1602	0.163
ALMS1	-0.5905
DCN	2.722625
TMEM132D	-2.52275
SUCLG2	-0.50875
ABHD14A	0.39425
DEXI	0.130333333333333
AMPD2	-0.683833333333333
IFNAR2	0.180833333333333
CYB5A	1.3873
TLOC1	0.60905
NXF5	-0.417166666666667
NRBF2	-0.099625
KCTD3	0.35425
ITGAE	-0.5905
SLC30A3	-2.666
ZRF1	-0.7835
IFRD2	-0.491375
XAB1	-0.22225
PYCR2	-0.516
SERPINB3	-4.526
TMLHE	0.6317
GEFT	-0.008875
ABCA5	-0.82225
EMR4	0.734333333333333
TSFM	-0.26175
HIST3H2BB	0.418
ARHGEF19	1.111
TSPAN17	0.509666666666667
ABCC8	2.2385
MAP1S	0.200833333333333
C22orf36	1.07675
BNC2	0.194928571428571
HIST1H4A	-1.328
NDUFS3	-0.1305
WDR3	-0.886833333333333
XKR4	-0.67075
TTC33	-0.581928571428571
STMN2	2.85875
CPN2	-1.27116666666667
HSPC105	-2.225
PCOLCE2	-1.45825
C3orf55	1.2835
KLHDC9	2.78766666666667
TBC1D23	0.00200000000000001
ATXN2L	-1.37241666666667
MAP2K3	-0.819083333333333
SCAP	-0.08975
ZNF486	0.349166666666667
C20orf96	-0.474
NARS	0.2145
ADAMTSL1	-0.302928571428571
PRCC	0.179
CCDC126	2.09275
ZNF675	-0.349
CALCOCO1	1.079
ANKRD43	-0.74775
CWF19L2	-0.142666666666667
ZBTB32	0.484833333333333
BRAF	0.9655
ODF4	0.526
MGC14376	0.252
HORMAD1	-2.5872
AAK1	-0.4905
PEBP1	1.14533333333333
TNFSF5IP1	0.318166666666667
DKFZp564N2472	0.18675
RMND1	2.072
IGKV1-5	1.13375
COL1A2	3.31191666666667
SERPINA5	1.123875
AANAT	0.4255
C19orf21	0.664666666666667
GEMIN5	-0.65775
UBR4	-0.0906666666666667
LTBP3	0.838166666666667
AMHR2	-2.42766666666667
PROCR	-0.04
MYBBP1A	-1.2705
C20orf39	1.116
ZNF697	0.589125
PASK	-0.088
ZNF776	0.637166666666667
RFXDC2	-0.382
KIAA0467	0.121
C10orf96	-2.90275
ZNF503	-1.14975
GULP1	-1.3325
KCNE4	-0.841833333333333
DKFZp434K191	-1.31875
LOC196913	0.062
BHLHB4	1.1045
CH25H	1.847
LOC81691	-1.22266666666667
ALPL	0.535857142857143
COL12A1	2.909875
FOLR3	-2.26683333333333
GPR123	0.10825
TRIM62	0.730571428571429
ABLIM1	0.596333333333333
MAST3	-0.13625
RHBDD1	0.168166666666667
LOC338809	-0.497
RYBP	0.80275
TTC26	0.18575
ZNF22	-1.65866666666667
ISCA2	-0.90025
RDM1	-1.387
PIGM	0.568
GNB3	-1.421
ACTR2	-0.8533
HMGB1	0.08965
EDG1	2.31516666666667
SOAT2	-3.14675
OR10AD1	-0.2155
RAP1GDS1	0.9085
LCE1F	0.4515
ESM1	0.430375
RCN3	2.38475
CREBL1	-0.56675
DBNL	-0.0611666666666667
PTGER3	2.28425
USP30	-0.200333333333333
BCL2L12	-0.808166666666667
KIF26B	2.45025
ZNF416	0.5185
ZNF225	0.0725
C17orf70	0.00975
ZNF554	-0.1555
RAE1	-0.728666666666667
TNIK	-1.79866666666667
ACTN3	0.137
MGC45922	1.1335
CCNA1	-0.7635
RYK	-0.1005
IL26	0.252
LRP3	0.919666666666667
QARS	-0.1515
SOX7	0.734714285714286
BID	0.609625
OR2S2	0.7145
CXCL14	3.55475
C11orf47	-0.388
MGC29891	-0.1945
HSPB8	3.0433
PRDM14	-1.5705
NUFIP2	0.667
MNAT1	-0.813875
ZDHHC2	0.663833333333333
MBNL2	0.741625
ADD3	-0.504375
CSNK2A1P	-0.608
KLK6	-3.39083333333333
TMEM111	0.7594
KIAA1279	0.8635
NUBP2	0.261
RAB42	-0.5745
ID3	-0.597
TM9SF1	-0.066
MDP-1	-0.20975
POU4F2	2.2775
IQCK	1.1625
C16orf14	-0.5405
CAPN3	-1.8565
FAM43B	-0.259625
RECQL	-1.118
AP1G1	-0.670785714285714
CTNNBL1	-0.860833333333333
ECHDC1	-0.202333333333333
SMARCC1	-0.3227
FOXQ1	-1.656125
GNAI3	0.127166666666667
POLG2	-2.04575
CD4	0.9655
ITLN1	0.40475
EBI2	2.9655
IRF1	0.92975
PTPRE	1.7377
PTK2B	-0.9655
NXNL2	1.789
SOX4	0.982055555555555
TSPAN3	1.3355
SH2D1A	-3.69066666666667
C8orf58	-0.553
USP20	-1.21125
DUSP22	-0.745583333333333
CALB1	-3.12666666666667
L3MBTL2	1.44833333333333
MCRS1	-0.39175
TMEM118	-1.21566666666667
C18orf8	1.23
FLJ10241	0.065625
GJA12	0.55875
PKD1	-0.166333333333333
ZFP3	0.4305
JAM3	-1.205125
LAPTM4A	1.7849
DIRC2	0.87175
KIAA2022	-1.68183333333333
MYOM1	1.65433333333333
TRPM8	-3.65966666666667
MOP-1	1.5935
PHKG2	0.173625
ZNF650	0.41025
KIAA1522	2.205375
PSG8	-2.00783333333333
DDX19B	-0.8605
MOBKL1B	-0.87925
DIAPH2	-0.133333333333333
PTPN12	0.946
CLN8	-0.2668
CRYZL1	-0.878333333333333
CRY2	0.359666666666667
FCGR2B	3.69866666666667
PNPLA4	2.552
ZNF454	0.093
DKFZp434B1231	-0.642
CLDN11	0.055
RFWD2	0.0583333333333333
CIB2	1.28433333333333
MXRA8	2.706
HRK	-0.9865
MAML2	-0.80325
C4orf31	-0.42725
C6orf192	-0.397
COG6	0.513875
FAM5B	1.8655
NFATC1	0.8493
SEPT10	-0.14075
SCYL1	0.0248
RPP40	-1.835
SCOC	0.496
KIAA1450	1.1865
CTDSPL2	0.19475
TBX5	1.9002
NAPG	-0.405375
RHD	-4.35175
C14orf45	1.30616666666667
ZBTB22	1.3945
PLCG1	-0.8405
ANKRD10	-0.805
AQP7P2	1.7925
TAGLN2	-0.711666666666667
HTR2C	-1.8036
SLC16A7	-1.94033333333333
C17orf83	-0.817333333333333
TSGA14	0.499083333333333
MDH1	-1.29
PPP3R2	0.113833333333333
DCBLD2	-1.65828571428571
RBM33	0.445625
DPH3	-1.7505
SYT10	-1.885
FMO4	1.712375
THYN1	-0.889
DRD5	-1.8135
OTOR	1.89875
PGRMC2	1.1412
KATNAL1	0.044875
PAQR6	-3.266
UBE2I	-0.774
C14orf28	0.15725
C8orf70	0.752
FLYWCH1	-0.544625
ANGPTL3	-0.609
GLRX2	-0.340333333333333
ATP11A	-0.856571428571429
ARL5B	-0.829875
MUC16	-3.102
SLC25A5	-0.134285714285714
ACRC	-0.285
MYO1C	-0.9195
FAM89B	1.301
FAS	0.117125
KIFAP3	0.904
GLRA2	0.5265
BTN3A2	0.0462
CNKSR3	-0.884625
CSTF3	-0.692166666666667
ARPM1	0.886
KIAA1530	-1.2205
C9orf150	1.73583333333333
PRKCI	-1.127
tcag7.1015	-0.961
SOD3	-0.69925
ZNF574	0.5095
CYP21A2	3.54275
RPL12	-0.02925
COMMD2	-0.87925
WIZ	0.82125
LOC344405	-0.62825
ALDH4A1	0.0256470588235294
CRYAB	2.8655
COPA	0.292
PCDHGA7	0.839
KIF11	-1.04383333333333
RASD2	-0.319875
SLC26A3	0.3935
ZNF175	-0.693
JAKMIP2	-2.624375
C8orf4	6.48383333333333
PTHLH	0.7295
SLC40A1	3.40025
OR7D4	0.3035
PCDHB17	-0.3975
CD36	5.05914285714286
C6orf203	0.2995
PRKG2	0.8495
LOC400566	1.59
ANAPC13	-0.01925
SLCO3A1	-1.1665
ZNF692	-1.951
FANCL	-0.9515
SH3GLB1	0.608
C12orf61	0.7885
KBTBD6	-0.53275
SUPT5H	-0.251375
XRCC6	0.1332
HUS1B	0.753
FAM133B	-0.344357142857143
LOC728276	-0.68
KCTD18	0.9775
SOS2	1.03233333333333
CCDC99	-1.91775
C1QTNF5	3.7825
NNAT	2.25333333333333
USP16	0.203
LARS	-1.3785
ZBTB2	1.0695
ABO	-0.1645
TRAF3	0.3
GALNT5	-1.506
NAP5	1.11125
ALG14	0.855666666666667
KIAA0515	0.560230769230769
WDR75	-0.922833333333333
TEX261	-0.177083333333333
LY86	0.7625
LOC389072	-0.793
FLJ13611	-0.1495
MRGPRX2	0.077
SNRPA	-1.193125
OR2G2	0.3175
GPRASP2	1.972
C7orf42	0.5163
C9orf163	-0.387
CYP11B2	-1.105
FCRL3	0.7014
PRDX1	-0.08075
FGB	-6.95116666666667
COX17	1.20733333333333
C16orf33	0.0995
PIWIL1	-0.876333333333333
FOLR1	-3.2185
KIAA0082	-0.21775
FREQ	-0.13
TMCC2	-1.01433333333333
TCF12	-0.132583333333333
ZNF721	0.42525
FAM130A2	0.07475
POU4F1	-3.005
SNRPF	-1.317875
SGIP1	2.13933333333333
ZNF641	1.08133333333333
EMG1	-0.45575
PRRG4	0.729
HIRA	-2.715
MYNN	0.185666666666667
AEBP2	-0.402083333333333
TBXA2R	0.542
ISL2	-1.85316666666667
PCDHB11	-0.68
RNF144A	-0.00500000000000001
MARCH5	0.660125
DULLARD	-0.7345
DCLRE1B	-0.544833333333333
ITGA8	1.0195
TP73	-0.497125
PRKCD	1.88725
NDUFB4	0.37125
ATP13A4	0.201285714285714
ANTXR2	-1.13316666666667
COL4A3	-0.957166666666667
MYO10	-1.3235
SLC6A18	0.75075
PEX1	0.69475
TMEM74	-1.817
RBM19	0.31825
TAPBP	0.64555
RUNX1	1.748125
MID1	-1.8035
GPR64	-0.214333333333333
RASEF	4.30325
GABRG1	0.144285714285714
MYO16	-2.10875
DBF4	-1.853
TSHZ2	2.099
RIPK2	0.368625
PPTC7	-0.191333333333333
KIF4B	-0.3725
LRRC31	-1.33714285714286
ZNF540	0.56375
EFNB3	0.4655
LOH12CR1	-0.32725
STON2	0.365833333333333
GLP1R	0.439
CSTF2T	0.844125
IREB2	-0.863625
GRSF1	-0.16225
PDCD7	-0.855
LRRC43	null
CNR1	0.238833333333333
IL1F7	-0.15
C12orf64	0.384
FAM69B	-1.85825
NR2E1	-2.05
MS4A6A	2.4092
FTL	-0.429
C7orf36	0.069
PCLO	2.462
DYRK2	0.432583333333333
ARIH2	-0.191375
SAMD7	-0.2505
SCNN1D	-0.357
SLC32A1	-1.352
C22orf25	0.353666666666667
MRPS18A	0.0782
GPR112	0.00099999999999989
EARS2	-1.0525
ERN2	0.751
ATPBD3	-0.237
PRH2	-0.2825
CDKN2D	-0.116833333333333
PGLYRP2	0.9415
TRIM40	0.29775
SEC14L3	1.51416666666667
SLC22A1	-0.3555
BTN2A3	-0.42425
RASA4	0.50675
CCNL2	-0.478583333333333
MYBPC3	0.4665
GJA4	4.10925
CDC42SE1	0.965
TRPV2	-1.07975
MYPN	-4.0939
SIM1	0.376
CDADC1	0.2425
ZFHX4	0.40225
NIBP	1.56016666666667
ADAMTS19	-2.07775
ABTB2	-1.7155
TSPYL2	-0.594375
EIF2S3	-0.0322
SOX30	0.26225
AP2A1	-0.216
DKFZP564O0523	0.289166666666667
LOC285398	-0.2805
CDH18	-5.12975
CHL1	2.871125
GATS	0.7116
TBC1D2B	0.778333333333333
OR1J1	-1.0035
GSN	0.633666666666667
DPCR1	0.3945
GARNL4	-0.983166666666667
SMARCA5	-0.637
PLEKHG3	0.302166666666667
ZBTB45	0.908
FRMD6	2.00566666666667
PLS1	-1.01866666666667
DGKZ	0.172833333333333
EFNA1	1.7274
WDR85	-0.64775
ANK2	-0.23825
PAGE4	-0.940833333333333
SENP6	1.14233333333333
AKR7A2	0.571666666666667
FKBP10	-1.6675
VEGFC	-1.08633333333333
LARP1	-0.50775
SRBD1	-0.296
ITGB6	4.7725
SLC1A2	1.02169230769231
INVS	-0.833333333333333
MPO	-0.5445
MOBKL3	0.2641
CUTL2	-2.04025
KLK2	-0.0856363636363636
VIM	-1.02775
REG1B	-0.184
PCDHGC4	0.114
C3orf34	-0.497833333333333
SUMO3	-0.2285
CST9L	2.492
MLL4	-0.33375
SPR	1.05716666666667
SAMD9L	0.98925
ABCE1	-0.77475
SUPT3H	-0.670166666666667
ACTBL1	-2.8215
ADAMTS4	1.27533333333333
SLIT3	3.236
RHEBL1	-0.3215
NPM2	-2.185
MAN1C1	1.43
KIAA1856	1.35983333333333
HSPA6	1.77725
LOC388152	-0.894
C10orf140	-1.95675
ZDHHC12	0.345
LIN7A	0.4726
PHC2	0.419083333333333
SPHK1	0.07125
TRIM26	0.2118125
FAM83E	2.166
C18orf24	-1.27833333333333
ZNF578	-0.142666666666667
ORAI1	-0.56025
RUVBL1	-0.776833333333333
C7orf20	-0.371
APAF1	-0.762
SLC36A4	-1.60033333333333
MYH11	3.18066666666667
NEK1	0.0018
MPP2	-0.490125
C12orf24	-2.84725
TNK2	0.8493125
ZNF289	-0.47025
MATN3	-0.540857142857143
IFNGR2	0.927333333333333
ITPR1	1.2145
EBF3	3.4463
TBC1D20	-0.0408
OR10P1	0.4565
DDAH2	1.0635
SHPRH	-0.575375
STX7	-0.3225
LOC554248	-1.12825
BCAR1	0.29675
ATXN3	-0.614833333333333
TRIM27	-0.22275
CDC42EP2	1.04
CHP	0.7105
SOX17	2.315875
ZNF259	-1.302
CHCHD1	0.8845
ZDHHC19	0.24
GBP2	1.6665
GARNL3	1.84325
MRC2	0.06375
C1orf52	0.0405
AOF2	-0.883166666666667
LRPPRC	-0.2584
ACVR1C	0.150166666666667
TM4SF18	4.9945
TMEM169	-0.268666666666667
PPP1R16A	-0.012875
EBF1	1.33816666666667
RRS1	-0.324
SNX2	-0.383
OR2T2	0.1025
RBX1	-0.08475
ANKRD54	0.3515
TSNAX	0.00983333333333338
TMEM83	-1.4735
ZBTB7A	0.58775
ATM	-2.77266666666667
LOC338328	2.73266666666667
TIE1	1.62816666666667
HIST1H3G	-0.511833333333333
PASD1	-4.305
TINAG	0.6855
PCDHAC2	-0.4585
LRRC15	1.151125
WBSCR17	-1.38225
TFF2	-0.937
PARP2	-1.20125
NDFIP2	0.43925
PCDHGB2	-1.1065
WDR60	0.28075
MAP7D2	-2.5506
USP45	-1.373
GSDML	-1.11375
TNS1	0.1918
PLCD4	2.6865
IQCD	1.73483333333333
SMPX	-2.6215
CD9	1.23266666666667
SRGN	0.3105
CASP7	1.60175
INOC1	0.895666666666667
DKFZp451M2119	-1.289375
VMAC	1.3405
USP53	0.2799
CAMK1G	-0.467125
TMEM106A	-0.0335
CDC20	-2.0807
ACSL5	-0.576166666666667
CBWD5	0.254875
C1orf87	-2.076
KIAA1274	0.554
PRUNE2	-1.55307142857143
LYPLA2	-0.226166666666667
DOK6	-1.47633333333333
GPR149	-0.176
FAM30A	-0.10075
TMEM129	0.5745
SLC35B3	0.81075
ACPP	-0.0475
LOC200261	-1.4145
SLC4A7	-0.4417
CCDC40	2.59025
GART	-1.65825
THOP1	-1.7505
SCARB1	-1.7245
CACNA1F	-0.3485
TRIAP1	-0.210833333333333
SYT14L	-2.552
SFRS8	-0.7385
PBOV1	0.0515
GOLSYN	3.6805
GJB7	-1.558
CAMK2N1	1.04633333333333
GREM1	3.0685
FLJ20433	0.99525
QPCT	0.577625
PRKAG2	1.5625
H2AFX	-1.493
C6orf154	2.00125
PLOD3	-0.922
ZBTB39	-0.541
WASF3	-1.288
DRG1	-0.308
PRR4	-0.3695
SPCS1	-0.25825
KDELR3	-0.0428333333333333
SRP19	-0.0483333333333333
GABRA6	0.799666666666667
MFSD1	0.68375
MMEL1	1.855
PDXDC2	-0.7523
BUB1	-2.752
RNF138	-0.726625
MYLPF	-1.81066666666667
AIF1	0.0901666666666667
DYNLRB1	0.857
HCN3	-1.21566666666667
HIST1H2AI	0.686
MAP4K5	-0.129
LASP1	0.631
LOC130951	0.353
PLAA	0.280375
KRT6A	-3.4695
C6orf117	-3.491625
ARHGAP23	-0.7105
PTF1A	-0.867
GPHA2	-0.703
LCE3B	0.3165
MCL1	-0.144714285714286
EHBP1	-1.4975
PRNP	-1.426375
ZSCAN1	0.4105
C1orf113	-0.397833333333333
FOXA3	-3.75025
NEB	-0.302
ASGR1	-4.996
CTGF	1.1875
RAB17	1.26983333333333
MST101	-0.29475
JARID1B	0.4564
USP37	0.1199
PTBP1	-0.783166666666667
PTPN7	-1.0835
CDC7	-1.9425
SNX7	0.45175
ZNF335	-0.24125
CPT2	0.4445
HEATR1	-1.41425
HSPC152	-0.865
C5orf40	0.36475
PSME1	0.821666666666667
STAG3	-1.4215
TMEM154	2.97583333333333
KLHL32	-0.969333333333333
TSGA10IP	-2.138
SUV420H2	-0.348166666666667
SF1	-1.5057
2'-PDE	-0.1466875
PNLIPRP2	2.886
TRSPAP1	0.489583333333333
NUP210	-0.281666666666667
ANP32C	-0.507666666666667
RAB11B	0.458
ASB15	-0.8735
ITGB3BP	-1.16475
UBASH3A	-1.9185
YWHAB	0.3025
TPRX1	-0.15875
LY6G5C	-0.012625
SLC7A2	-0.259875
CLK1	-0.0362
HSD3B7	0.809666666666667
VDR	2.9105
C16orf74	-0.198
ACE	0.15425
PSMA2	-0.00566666666666667
CCDC131	-0.937875
ZNF213	1.007
EML2	0.92575
ALS2CR13	0.361666666666667
GLYATL1	2.042
DSPP	1.57
DHFRL1	-0.285
C10orf30	0.937333333333333
SH3RF2	-1.55633333333333
LOC197322	-0.812833333333333
DLL3	-0.152625
TIGD7	-0.82275
GFRA3	-0.028
CPA1	0.1946
RTN4	-0.00116666666666667
PPT2	-1.38
FASLG	2.04209090909091
FOXP4	0.916125
RPL26	0.00179999999999995
GNL3L	-1.6625
FMR1NB	0.4765
CD163	7.51325
SGPP2	1.31775
GIMAP2	-0.4195
CD37	0.2785
DPT	3.66075
NBLA00301	1.94825
RGS5	1.57183333333333
C9orf4	-0.405
ACTL8	-3.59983333333333
PRKAR2B	1.6715
OPLAH	-0.910833333333333
C20orf134	1.65375
SPACA5	0.42425
TBL1X	-0.187833333333333
TSPYL3	1.206
CHCHD3	-0.4215
CRKRS	0.0521666666666666
GPR65	5.07075
DFFA	-0.592
FUT1	1.41475
C6orf204	0.537
TMEM51	1.5455
ZNF580	0.49575
CMTM2	0.862
C20orf200	-0.4
EZH1	0.233666666666667
FDX1L	-0.212625
MRPL32	-0.14325
PCAF	-1.7625
ALOX15B	0.3645
CD59	0.538666666666667
CDK9	0.000125000000000007
ERP29	-0.5285
TTR	-5.82025
BCMO1	-0.1305
DDIT4	-2.431
PTGDS	2.188
C3orf63	0.0265
BST2	0.797625
CYP1A2	-1.09216666666667
C5orf25	-1.47875
STX1A	-0.495176470588235
OR2A12	0.241
SH3BP5L	0.382
SERINC5	1.54875
USP6	-0.5143
MRPL3	-0.484833333333333
POMP	0.50825
INPP4B	1.804375
GMPPB	0.176
EAPP	0.483
AHSA1	-0.79175
ABCA11	-0.4455
SLC5A6	-0.00375
HIVEP2	0.93975
SUMO2	-0.17325
KIAA1822L	-2.5275
C11orf67	0.612
TXK	-0.996714285714286
PHCA	-0.72625
ICAM4	-2.54116666666667
FPGS	0.114
SNRPA1	-0.7115
KCNJ4	-1.31
KIF6	0.1896
HIST1H2BG	-0.387
SLC5A5	0.33675
ZNF354B	-0.7175
IL12RB2	-0.189
C11orf76	0.321
GAL3ST2	0.4965
AIFM2	0.44575
SYNC1	0.37225
UBL3	0.61575
PIK3CG	-1.8075
NLN	-0.7081
BCORL1	1.705
CD5L	0.162
ZNF238	-0.909666666666667
KIAA1394	-0.71825
C16orf55	-0.7141
CYP3A7	0.147
KRTAP3-1	-2.88
TFDP1	-0.840666666666667
MND1	-1.85825
NODAL	-0.565666666666667
GTPBP4	-1.044
TUBGCP2	0.7185
SLITRK5	-3.42
CIC	0.62325
CD79A	0.2935
SAMD14	1.032
TNPO3	-0.1675
OR10G3	1.358
OR10G8	0.18
CCDC111	0.021
HOXC9	2.42225
DCUN1D1	0.565166666666667
CYB5R1	1.74475
TSR2	0.95075
DAB2IP	1.1701
SLC6A5	-0.1725
RAB3D	2.11975
DCUN1D4	-0.268666666666667
ERBB3	1.43216666666667
SDC1	1.01258333333333
ATP6V1H	1.20433333333333
SYK	1.7645
ST20	0.20075
C13orf30	-1.301
WDR40A	0.8225
ADMR	0.851
LOC388335	1.2475
ACSM1	2.3575
TDG	-0.227333333333333
FLJ11235	0.3015
MRPS5	-1.3935
AGPAT2	-0.415833333333333
SLC12A1	-0.084625
CYP27A1	-1.48675
THAP7	-0.57425
XPO1	-0.869916666666667
ALMS1L	-0.3885
C1orf2	-0.263375
ZNF777	-0.126166666666667
CAMK2A	-0.192666666666667
SMC1B	-1.760375
IHPK2	0.498066666666667
LEMD1	-5.142
NKD2	0.2879
CLU	0.256714285714286
ARMETL1	-1.481
PABPC4	-1.2595
CXCL12	1.70533333333333
TFAP2C	0.5514
TTTY8	0.3275
ABCB10	-1.5135
ENDOD1	0.187166666666667
IDI1	-2.202
KCTD6	0.210166666666667
CCDC105	1.59
ULBP2	-1.12283333333333
ZDHHC5	-0.11925
WNT8A	-0.925
COMMD10	0.2205
KLHL12	0.028875
GPR50	-0.1215
NR5A2	0.283625
OXGR1	4.1854
EHD3	0.479
CAPRIN2	-0.643
KLRC3	-0.13475
SF3B1	0.0180714285714286
IPO7	0.01025
ALDH1A1	-1.43333333333333
ANKRD5	1.059875
TSNARE1	0.327
DDEFL1	1.062
RNASEL	1.2515
DNAH9	-1.3375
HELLS	-1.498
TNS4	1.938
NAV1	1.0654
KIAA1409	0.1985
C20orf26	3.64983333333333
TUBG1	-1.06875
IRX2	0.18175
CNGA4	0.004
MGC50559	1.27433333333333
OR4K17	0.0556666666666667
TM2D2	1.88283333333333
FAM32A	0.385
TXNDC14	-0.97975
CCBL1	-1.1985
ANK1	-3.1925
PRSS23	2.102875
PPM1L	1.295
SPATA20	0.07025
APCS	0.08525
C14orf122	-0.900833333333333
PSMB5	0.194375
C6orf10	-0.223111111111111
SETDB2	0.423333333333333
SPNS3	-1.5775
SGMS2	-0.554666666666667
MXD3	-0.664166666666667
MON2	-0.5558
CARTPT	0.802666666666667
HNF4A	-1.2095
RABEP1	1.11325
TNFRSF10B	-1.56725
USH1G	0.011
PPAP2B	-1.31816666666667
TMEM16K	-0.78775
CTDSP1	1.03483333333333
CDK5R1	-0.4975
GABRR1	0.691
OPN1LW	-0.03
FAM98C	1.010125
DBN1	0.386375
ACAD10	-0.187166666666667
QTRTD1	-0.37225
WNK3	-0.9115
RPS19	0.099
C1QB	3.39825
OTUD5	0.43575
SLC41A2	0.769
TMEM22	0.264166666666667
KHSRP	-0.3875
TNFRSF11A	0.8305
FBL	-1.41766666666667
IBTK	0.0101666666666667
OXER1	0.233
CBLN4	1.278125
GPR172B	0.105
CFTR	-2.423
VSX1	1.023
CAMK1D	-0.33325
LOXL3	-2.95875
RTP4	2.55675
SLFNL1	0.036
KIAA0828	1.07225
PAR5	-0.711
LOC723972	-0.566
GDI2	0.34775
CEBPA	0.3022
MLF2	-0.182666666666667
AFMID	-0.97975
ALOX12B	-0.26325
BPHL	-0.05675
COX5B	-0.266
S100A10	-0.137
THOC6	-0.21325
NHN1	-0.17825
RRP12	-0.551333333333333
ARID3B	-1.213
CD3G	-2.89583333333333
KIAA0133	-1.04
NAT11	-1.53383333333333
PPAT	-1.01283333333333
SIRT3	0.3718
TCERG1L	-2.12175
NIPA1	0.3467
DPP8	0.8436
IL7R	-0.438833333333333
ZFP64	-0.409916666666667
DMAP1	-0.1229
TRMT12	0.31275
TLR4	1.1751
WFIKKN2	-0.9385
RAB12	-0.269166666666667
DDX51	-0.210333333333333
KIAA1086	-3.2845
ZNF295	-0.8115
ACVR2B	-0.952857142857143
LOC494150	-0.95825
ZNF517	-0.6275
DNASE1L2	-0.643666666666667
SUFU	0.409083333333333
LOC283677	-0.0615
LMO3	0.396333333333333
PPP2R5D	-0.181
ZNF587	-0.3035
HIST4H4	0.8275
CYP2C8	0.9705
C1orf80	-0.047
DOCK5	-1.68516666666667
C9orf24	-0.46225
OR5AR1	-0.8565
C11orf24	-0.37325
UNQ1940	-0.137
CAP2	-1.32183333333333
TIMM44	-0.737
DSEL	1.4407
ROM1	-0.14125
FBXO4	0.287
MYLC2PL	-1.54125
MLH3	1.3081
NOX1	1.62783333333333
DPEP2	2.05
DNAJB5	0.2985
RLTPR	0.0965
MBIP	-0.642
COPB1	-0.235333333333333
SFTPA1B	-0.2265
C10orf4	0.512
PRELID1	-0.51425
NOLA1	-0.558
C19orf24	-0.62225
TLR9	-2.2605
HLA-DMA	2.37275
HCRP1	-0.7215
GPR137	0.139833333333333
ITGA11	0.304666666666667
PHF13	0.760833333333333
MARK4	0.814
METTL4	0.0555
MBD3	-0.7347
LOC134145	0.221
FGF3	-0.1895
SLC35A3	0.95125
CLEC16A	-0.244
AMOTL1	-1.03725
FLJ31438	0.60525
PAICS	-0.991625
TOMM40L	-0.146
MMD	-0.75425
KLK10	-1.9638
NIT2	0.0823333333333333
SERPINB10	-1.39625
KLF15	-1.0507
CCDC5	1.13
WSB2	0.864625
ME3	2.25
CACYBP	-0.674
TCTN2	0.2125
JAK1	1.07675
C2orf25	-0.3585
GPD2	1.16125
FBXL11	0.373666666666667
CDV3	-0.512416666666667
GALNT11	1.120375
NDUFA12L	-1.5215
FLOT1	0.278357142857143
TOR1AIP2	-0.34625
MMP25	-0.61575
C1orf164	0.1571
CHST5	-0.0315
LYRM4	-0.7707
GPER	-1.73575
HIPK2	2.21258333333333
DAP	-0.3347
ZMIZ1	0.89
DDX58	0.6755
DCC1	-1.33525
AKT1	0.24875
ENPP6	0.995833333333333
ERVWE1	-0.9485
CDC34	-0.96
RNF125	-1.941
CASC1	2.635
SHROOM2	1.424
RRM2B	0.748833333333333
COL6A3	1.644375
TMEFF1	-1.36625
PLEKHA4	0.0425
LYSMD1	1.66716666666667
SEPT1	-1.0305
AOF1	-1.012
GNPAT	-0.23175
WDR18	-0.91975
HSD17B12	-0.7495
HIST1H2BM	0.433
INDOL1	-0.0965
SUDS3	0.54475
C1orf192	0.599
CYP2B6	-0.275
TBC1D2	1.31766666666667
SLC25A12	-0.493625
ERCC6L	-0.9665
MGC10814	-1.9535
POLR2C	-1.15483333333333
ZNF77	-0.376
EIF3K	-0.3398
HPX	-0.8905
ANKRD27	-0.911625
MALAT1	-0.709375
PLB1	0.550833333333333
HRNBP3	-1.19425
CPSF4	-0.4765
OR52N2	0.1175
PIP5KL1	-1.0095
GH1	0.27975
HPS5	-0.951
SLFN5	-0.260875
POP5	-0.605833333333333
OVOS2	-0.989
C20orf108	-0.4615
MARS	-0.7835
CLRN3	2.54766666666667
ARSE	-0.859333333333333
PPIE	-0.197666666666667
PHACS	0.411
GP5	-1.7215
IL8RB	0.7186
FCRLA	-2.579
ARRDC1	0.1777
KRTAP9-4	0.87825
ZNF613	0.896
OR11A1	0.6905
TMEM132B	-3.06971428571429
PGLS	0.4945
BSND	-2.603
KCNK18	0.081
FOXD4	0.538
SV2C	-0.06425
LCN2	-2.5925
ZNF490	0.8008
C3orf15	3.2463
CACNA2D4	-1.50633333333333
CBX5	-1.40275
MAGEB4	1.61375
BOLA1	-0.4545
PPP2R5E	-0.9325
COL5A1	2.01683333333333
ASB7	0.210166666666667
SFT2D1	0.512125
DERL1	0.3209
RABL2A	0.532666666666667
MOAP1	0.5545
KIAA1545	0.979833333333333
