Hybridization REF	TCGA-AO-A12B-01A-11R-A10J-07
TMEM174	0.262
IGSF3	-1.807
LRRN1	-1.168
LOC402117	0.184
SRPK1	-0.7655
LY6K	-1.926125
NFIA	2.1715
PTCD3	-0.407375
LEP	0.810333333333333
PCDH21	-0.774166666666667
MAPKAPK2	0.0836428571428571
NMNAT1	-0.381333333333333
LHFPL2	-0.25425
C9orf43	0.8165
DIP2A	-0.7115
ACTR8	0.372
CCDC34	-0.451
PTPN22	-1.868125
ITGA3	-0.173
FAM129C	0.528
RABGGTA	1.41416666666667
UNC45B	0.252
KIAA1033	-0.289
ZNF510	-0.142333333333333
CYP2D6	-0.365333333333333
SLC26A10	-2.2175
STX8	0.80025
LUZP1	-0.67775
WDR89	0.1965
EIF4G3	0.2174
C5AR1	0.337125
ZNF623	-0.018
A2M	-0.386
TGM7	0.557
GRPEL1	-0.395333333333333
LMNB2	-1.4103
ROCK2	0.1445
SNX16	0.57125
CCDC66	0.3925
ANXA3	-2.18125
KIAA1609	-1.167875
EED	-1.2165
RNF32	1.56083333333333
HES1	1.6578
CLC	0.1455
ISL1	-0.492
KIAA0528	0.24025
MANEA	0.66975
C1orf61	-2.7285
hCG_2001000	1.19275
RAPGEF6	0.1971
KIAA0020	-0.9425
NEIL1	1.5425
C16orf45	1.247375
RBM10	-0.4285
C10orf125	-2.7075
MRS2L	0.106
DNAH17	-0.71675
C19orf10	1.10475
C1orf160	0.82625
SLFN12	-0.8465
EXOC3	-0.381833333333333
HIST3H3	0.283
NCOR2	0.895
TNFRSF9	-0.7375
MFSD8	0.0325
ALX1	-4.03083333333333
NOL1	-1.495
PODN	1.10075
TIAL1	-1.34925
HIST1H1E	-1.04675
NPY6R	0.62
TM4SF4	-0.4345
CORO2A	0.48075
ETNK2	-0.397333333333333
APOE	-0.2215
ANGPT4	0.3025
HDGF2	0.076
G30	-0.069
ST8SIA4	-0.36625
F2RL1	-2.100125
FAM19A4	-2.6515
CCAR1	-0.172
B3GNT7	-0.03925
OPHN1	-0.74
DSCR6	-0.0795
C21orf13	2.157
GAS2L1	0.853416666666667
RFX3	-0.786
COPS4	-0.18475
BCHE	-4.242
BCL2	2.530875
HBZ	-3.3185
ARL13B	0.022875
MAPBPIP	1.408875
MYO15B	0.369875
SPZ1	-0.1635
KIAA1324	4.60233333333333
PLCL2	-1.21925
C4orf29	-0.443
WDFY2	-1.69875
ZNF284	-0.4325
NAALADL1	-0.769
DUSP5	0.367166666666667
PXDN	-0.998125
SLMO1	-0.67375
TNXB	0.4276
BIRC7	-0.9135
A4GALT	1.43066666666667
TIMM22	0.09875
FAM110C	1.27425
TOMM34	-0.98025
ABHD9	1.2295
ADAM32	-0.5005
CRHBP	0.1945
AQP2	0.600625
LOC130355	1.44875
ZNF187	0.636
ZNF816A	-0.163
F7	2.04025
CNOT1	-0.7879
SLC13A4	-1.00675
ZBTB11	-0.55375
B3GALT5	2.135
EXOC2	1.2255
IRS1	1.1859
TMEM1	0.312
MRPL34	0.653666666666667
SAMM50	-0.1385
CDC42EP3	1.493125
HSF2	-0.2104
MFN2	0.4575
TSPAN7	-2.14016666666667
NUCB1	0.94075
RHOH	-0.71275
ARL16	0.34
TACR1	0.3655
SFRS5	0.2815
SNX25	-0.125375
RHBDF1	0.476333333333333
PCDH18	0.654166666666667
HMG1L1	0.31325
MYO5C	1.619875
MAPK10	-0.4345
LDHAL6A	-0.212
NUDT12	1.95633333333333
NCAM1	0.21325
GLIS2	0.156
GGTL4	1.984
DAPP1	0.928
ATF7	1.138
KIAA0748	-1.275
NFIL3	-1.81725
TM6SF1	0.5898
SEZ6	0.3515
NANOS3	1.48933333333333
DNAJA3	-0.224833333333333
CLDN6	-2.388
CIITA	1.5723
EPHA4	-1.96866666666667
FANCC	-0.8765
CMTM3	-0.741
PSG3	-0.262375
MRPL15	-1.29875
C21orf59	0.585
PLCXD2	0.0935
C2orf34	0.029125
UBE2L6	1.600625
MED14	-0.56
HP1BP3	-0.3167
C6orf208	-0.042
TPBG	0.43825
OSR2	2.288125
XPC	-0.171333333333333
KLHL7	-1.53591666666667
CCR3	-0.562166666666667
AGTPBP1	-0.334833333333333
PCSK6	-2.37686666666667
STAT5A	-1.1109
FAM18B	1.28275
LONRF2	0.541833333333333
PTPN2	-0.4
SF3A3	-0.788
EFCBP2	-0.02925
HCFC1	-1.14383333333333
AHNAK	-0.43095
ACTR5	-0.89175
KIF14	-2.53328571428571
TENC1	1.8915
HEATR5B	1.514
YIPF2	1.1885
MYEOV2	0.666166666666667
DUSP18	0.248
KIAA1012	0.124
AHR	-1.4635
C17orf53	-1.7005
PTPRH	-2.77975
ATP6V1C1	-0.0526
TAS2R3	-0.3445
LOC440356	2.8105
COQ10B	0.205
PSMF1	0.8715
SORBS2	2.82516666666667
NFE2L2	-0.34825
TMCO7	0.03025
SH3PXD2A	-0.5525
SH2D2A	-2.15325
SPINK5	-2.45775
MRPS24	-0.843
OPA3	0.499625
TRAF7	-0.6375
C4orf35	0.2125
MT1G	-1.361
MGC39545	0.401666666666667
HS1BP3	0.3795
OR2B2	0.5505
CHRM4	0.3835
SFRP2	-0.368916666666667
RIC3	1.34875
ART1	-0.4745
C6orf1	1.84475
DUS4L	-0.399
C10orf104	1.4335
TNFAIP6	1.13725
RTEL1	-0.277
CCT4	-0.6813
ZNF709	-0.06575
CHMP6	0.121
UPP2	0.014
CYP19A1	-2.656875
CD151	-0.731666666666667
NDUFA13	0.499333333333333
ARFRP1	-1.019
FAM26B	2.139
CRYBA1	-1.4125
MRPL41	0.780333333333333
NPFFR2	-1.374875
HRH2	0.4125
SCAMP3	0.687166666666667
MTMR6	1.2299
MTG1	-1.32466666666667
UBTD1	1.068
CRABP1	1.423
FLJ33790	1.8383
KIAA1908	-0.291
GPR158	-1.00725
PACSIN3	0.393666666666667
OMD	0.847333333333333
CATSPER1	-0.888833333333333
HOXB8	-0.715
FBXO46	1.1835
OAS1	3.03233333333333
SVIL	0.429
PHB2	-0.75625
ADCY3	-0.529
NDRG2	1.6785
ERMAP	0.9086
APBA2	-2.40733333333333
IGSF9	1.20225
WNT6	-0.745214285714286
MYCBPAP	3.87
ATP2B2	-0.2724
CPVL	-1.4277
TRAM2	-0.6815
NOP5/NOP58	-0.5015
ZNRF4	0.1145
TLK1	0.229375
MTMR12	0.671428571428571
ZNF384	-0.369333333333333
FAM9B	-2.1525
RPN1	1.0698
PMVK	1.675
EIF3D	0.7104
SIX2	2.66275
HPS1	0.0915
RNF7	-0.225
PSKH2	0.493
KCTD13	-0.0711666666666667
CSMD3	-0.0624
FBF1	0.032
IL8	-6.290375
SERPINB13	0.224583333333333
FBXL20	-0.15175
BLR1	0.38
SH2B1	-0.015
RFNG	0.336375
RAB20	-0.537666666666667
RBM7	-0.01425
POLR1A	-0.6515
TMPRSS4	1.45025
TAF9	0.382125
TERF2	-0.1785
TNFRSF1A	-0.10175
ACADVL	0.4975
GTF2H5	0.56475
EDG8	0.185333333333333
C9orf140	-1.369
UST6	0.46025
ZBTB8OS	0.35725
ZNF710	-0.2895
GPR174	-1.4855
ATP6V0A2	-0.538
KIAA0319L	-0.0547500000000001
XKRX	0.9615
DOPEY2	1.3056
SDHD	0.422083333333333
SUMF1	1.10375
OSM	1.246
OPN3	-1.368
DAGLB	0.0291666666666667
PPFIBP1	0.1962
TRIM63	-3.10425
C10orf53	0.2655
LYPD3	1.97833333333333
BCL7A	-0.37425
AGER	-1.077
TCF19	-1.365125
SAT2	1.3555
PFTK1	1.443
GABRE	-3.55725
C15orf38	0.9012
FIS1	0.4725
KCNV2	0.21775
CLPS	0.857
PPCDC	-0.00587500000000001
FOXN2	-0.445
NT5E	-3.7378
CD83	-0.03475
IL18	-0.2035
VPS16	-0.3845
IGFBP2	0.606666666666667
NOTCH2	-0.79275
SIGLEC1	2.242375
CD93	4.3745
SULF2	2.32325
CEP164	0.068125
P53AIP1	-0.0881666666666667
TOR2A	0.0808333333333333
ZNF136	0.2015
MGP	4.1076
CCDC144A	0.308333333333333
TRPC1	-2.25433333333333
SMS	-1.79016666666667
MAPK7	-0.577833333333333
RRAGC	0.25425
PARD6A	0.912833333333333
NUB1	0.602833333333333
SYNGR4	1.48725
OR11H12	0.4105
WIF1	0.023875
GCH1	-0.2995
OR11H4	0.307
SLC44A5	0.8895
GPRIN2	-0.260333333333333
LOC401431	1.1735
CPA4	-2.6272
MELK	-3.10555555555556
IL15RA	0.1305
CUL3	0.329625
HMBOX1	1.07675
PODXL	0.764
CCT6B	0.418666666666667
COMTD1	-0.36125
MUC20	1.7725
GPX2	-3.8115
ITK	-1.641375
FBXL5	2.12025
C13orf27	-2.6135
DEFA5	0.1935
TRHDE	0.142
MTP18	0.0245
UQCRQ	0.9023
ITGB2	0.612583333333333
CSRP2BP	0.577
TAS2R44	0.1885
PHPT1	1.3225
FAM44C	-0.11475
ERH	-0.065
MPHOSPH1	-2.05683333333333
MORC1	-0.0925
PARVB	-0.06775
LAMA1	-2.636
PGBD3	-0.63675
GIMAP6	4.54275
AREG	-3.87716666666667
LIPT1	0.62525
MGC99813	1.17
C1orf201	0.3645
GRIN2A	-0.7296
MAN2C1	-1.144125
NSUN5	-0.78125
SF3B5	0.776
MYC	-1.2880625
NRXN1	0.067
ZNF18	0.11175
SPDYA	-0.15375
SLC37A1	1.846
DECR2	0.37375
ANKRD38	-0.972875
SPTLC3	-1.70908333333333
SUPT16H	-0.805625
DTWD2	1.2705
ULBP1	-0.632
ZADH1	1.40833333333333
OIP5	-2.54725
IL10RB	-0.593333333333333
OTUB2	0.313375
VWA3A	0.525166666666667
SPIC	0.234
OR6C4	0.475
PSCD4	0.597833333333333
DPY19L2P2	0.7155
TRAPPC6A	1.526
C21orf2	0.872666666666667
CEMP1	0.02625
LIN7B	1.4025
E2F7	-1.78233333333333
VCP	-0.2035
LAMA3	1.97508333333333
BGN	0.81975
GPR160	2.38433333333333
COCH	-5.0635
GPR81	2.529
APOBEC3F	-2.2315
tcag7.1017	-0.7515
C1orf32	0.488
SCGB1D2	0.4145
FLJ43987	-0.1175
C6orf170	0.14225
KLK9	0.5975
GPD1L	0.60925
VPS37B	-1.4475
ATG3	-0.527333333333333
ADAMTS17	-0.062
KLHDC2	0.449166666666667
NDUFV2	0.14725
BLK	-1.573
MATN4	-1.1785
GPM6A	-0.437625
GBP4	3.11466666666667
TMEM162	0.0648333333333333
PKP2	0.2725
HRASLS	1.20577777777778
MMP1	-5.57825
SFXN3	-0.164
FSD1	-1.6925
ST6GALNAC3	-1.4965
CA12	3.5902
NCOA6	0.174
C19orf58	-0.1674
PPP4R1	-0.738
MAN1A2	0.666333333333333
IKBKAP	-1.0395
UPF1	0.562833333333333
KIAA1219	0.269
WNT16	0.5675
SNW1	0.484375
IL18RAP	1.00175
RPP30	-1.01475
CDC40	0.457428571428571
SETD3	0.205333333333333
SLAMF6	-0.1715
ELK4	-1.0795
TRIM47	-0.557333333333333
ACOX3	1.25525
TRIM6	-0.40225
KIAA0372	0.242666666666667
TP53AP1	0.386375
SMURF2	-0.28825
ADAD1	0.5435
EBP	-1.6756
KRTAP13-2	-0.178
FLJ36874	-1.60916666666667
TOR1A	-0.522666666666667
P2RY4	0.7015
GPBP1	0.4665
TRPV1	0.561625
ADAMTS12	-0.303666666666667
PES1	-0.514
ATG4A	0.748333333333333
MAGEA10	-4.43325
WFS1	2.19975
CC2D1B	-0.489166666666667
PABPN1	-0.10125
SLC25A30	0.53775
SLCO1C1	0.296666666666667
SLC22A5	2.317
KIF23	-2.43
SYN2	-0.431833333333333
ASPN	5.69633333333333
CENTG2	-0.651
QSOX2	-1.0563
FLJ10815	-0.434666666666667
STK24	0.395
SPEG	-0.9612
STK10	-0.285666666666667
DACT2	-2.651
AAAS	-1.1615
SSX3	-1.2575
ABCD3	2.0767
C4orf12	-0.072
PARVG	-0.3755
FIG4	0.7685
C9orf46	1.4235
TMCO6	0.1185
IGHMBP2	0.188
DUS2L	-1.2575
FAM3C	1.1181875
TMEM16D	-2.0815
DCTN4	1.712
KCNH3	-0.28675
EIF2AK2	1.47225
AP1S3	1.10275
CST4	0.308
PAM	0.831375
NUTF2	-1.17475
CITED2	0.9132
SLC39A4	-1.03075
C2orf52	-0.532
GRM3	-0.01275
C12orf49	0.623625
CCDC49	-0.4129
GRAMD1B	-1.572625
FNDC4	-1.46025
SIAH2	0.884875
GDPD4	0.159
C21orf87	0.836875
ATP5A1	-0.085
C16orf63	-0.122125
LOC388135	-0.0661666666666667
ATP5J2	-0.194
MMP3	-4.8965
EMID2	-0.1645
CRHR1	0.592
WDR70	0.021
C13orf31	0.90625
ZFAND1	0.669
CCL18	1.76733333333333
C3orf49	0.0465
RINT1	-0.6845
KIAA0408	-2.1325
F13A1	2.4779
SLC10A1	0.141833333333333
OGN	-1.37425
GIPC2	-1.941
XPO6	-1.08983333333333
LCE1A	-0.404
FMR1	-0.65
LOC374920	0.30925
DUSP3	-0.2555
ANKMY1	0.919
C7orf50	0.35325
BBS9	-1.0923
UNC119B	-0.10075
C9orf72	-0.375875
MGC35440	0.71825
ENTPD6	0.6025
PPP1R2P9	0.25775
ERCC4	0.35775
FAHD2B	0.2715
HMHA1	0.1365
HACL1	-0.71125
RAD23A	0.0886666666666667
FAM83B	-2.40825
PPP5C	-1.40866666666667
RNASEH2C	0.578375
C9orf153	-0.11275
SCAMP4	1.202625
GHITM	0.3538
NDUFB7	1.022375
ADCYAP1	-0.115
SP110	1.40466666666667
MAP3K7IP2	0.63275
DHH	0.63
AGRN	-0.0932857142857143
WDR33	0.2755
CEP290	0.426666666666667
PRPS1L1	-2.87933333333333
KLRA1	-0.6895
GPR97	0.34
CHD7	-0.52675
TLR10	0.6005
SLC30A8	-0.7575
HIC1	0.644
IAPP	0.4245
RXFP4	0.36575
GP1BB	0.2175
SHQ1	0.4615
NKX2-3	0.167833333333333
API5	-0.199
FTHP1	0.496
MOV10L1	0.256333333333333
TRIM6-TRIM34	2.184
ADHFE1	1.93975
FAM117A	0.746
DDI1	0.09
CDON	1.27416666666667
TRIM73	-0.2875
IGKC	1.5485
MMP14	-2.24083333333333
DYNC1LI1	-0.58575
C11orf66	1.2565
TRBV3-1	-1.496
FASTKD5	-0.28075
BIVM	-4.2515
LHX4	0.034
CXCL2	-3.1969
RAB2B	-0.6515
IZUMO1	-0.609
MAP3K15	-1.840125
FAM19A2	0.587
ZC3H8	-1.38983333333333
ZMAT1	0.3185
SPINK5L3	-1.812
SLC10A6	0.77
APPL2	-0.407125
CARD10	0.412833333333333
LOC402176	-0.07525
EEF1D	1.2617
RAB6A	0.1745
C12orf5	-1.433
PAPOLG	0.00525
MSRB2	0.4565
BCR	0.610666666666667
PUS3	0.426
TIAM2	-1.58975
ZNF317	0.0133333333333333
CHD2	0.548071428571429
FZD5	-1.89595454545455
NUDT8	-1.2915
ZNF763	-0.013
PRC1	-1.53877777777778
ABCB9	0.0273333333333333
SPATA3	0.7435
TRAK2	-0.71175
STAB1	2.616875
LRRTM2	-0.072
psiTPTE22	0.32075
DBI	-0.5355
SERPINA11	1.04975
NAT5	0.58125
C20orf58	-2.2395
RPS6KA4	-0.6815
FLJ90650	-0.352
TGFBRAP1	-0.25125
CHRDL2	0.328875
FAHD2A	-0.228
CNTN1	0.287
BBS4	0.2228
TMEM181	0.81675
MINPP1	-0.00975
MPHOSPH6	-0.299166666666667
HOXC10	-1.8789
ITPKB	-1.69925
CLPTM1L	0.34975
MEOX2	-0.289
ATP6V0C	0.5715
PRPF8	-0.111833333333333
TMC5	-0.1795
FKBP3	-0.78575
PLEKHB2	0.042625
OR4D6	0.303
ZNF544	0.0015
D2HGDH	-0.5145
RPL18A	-0.6055
HEL308	-0.10125
MPP6	-3.70375
TCERG1	-1.756
KRT16	-2.0095
KLF17	0.28475
KLF5	-1.95875
CDR1	0.059
VCX3A	-5.0735
FBLN2	0.973125
C14orf104	0.53425
HBE1	-4.8432
OR4S2	0.186
C1orf108	-1.36666666666667
ROBO4	3.635
CPEB4	1.736375
C11orf80	0.258666666666667
BCKDHA	1.05716666666667
MYOC	0.319
GIF	0.1535
CKMT1A	1.594
RPL3	1.1603
THBS1	2.08475
APOO	-0.7645
ARMCX1	1.1795
HSZFP36	0.88925
SNAPC5	-0.439
EIF4ENIF1	1.37075
ZNF433	0.956
TNFRSF21	-0.089125
TMPRSS7	0.1125
SPATA18	3.3069
HPDL	-2.5805
MKL2	1.3703
TBX3	1.66969230769231
C21orf93	0.499333333333333
DAXX	0.45575
ELMO1	-0.348
RGS13	0.429833333333333
TAF11	-1.59825
UNC13A	-1.7705
LOC653314	0.3914
ORC3L	-0.22875
IMAA	-3.3635
TARBP2	-0.80775
CABIN1	0.2514
TRIOBP	0.309125
HIST1H2AC	1.778625
RGS22	0.732166666666667
NCOA1	1.1495
IL25	1.017
SNCG	0.7865
GPR6	0.599
AMDHD1	-0.515333333333333
CHEK2	-1.056
C6orf142	-1.0995
DRD4	0.19075
C14orf68	-0.378
GDF11	-2.43025
SEMG2	-0.02
CD247	-2.006
CDAN1	-0.45325
RBMX2	-0.5085
TGS1	-1.2215
OIT3	0.5795
SYF2	0.511
MCM4	-2.411375
PKHD1L1	0.190428571428571
CEP192	-0.498333333333333
IFT88	1.70725
RPL9	0.597571428571429
RAB32	-2.25375
DDX43	-2.924
P2RX2	0.365
OR5D18	0.517
UBE1	-0.7815
SLC24A1	1.178875
ARHGAP5	0.334
CETP	-0.0505
KIAA1731	-0.392
SLC9A4	0.8465
PTPN6	0.97475
BAHD1	0.8485
GRIK3	0.828
CACNB2	1.7658
PDE10A	-0.65325
DGCR14	-0.00949999999999999
PCDHB9	-2.0305
RHOQ	0.0651666666666667
MAP3K4	-0.287
KTI12	-0.464833333333333
RPL23AP13	-2.50475
GNG11	-0.95175
CLCN3	1.31716666666667
GPAM	-1.026125
VSTM2A	0.208
SLAMF7	1.14333333333333
INTS2	-0.099
PPP2CA	0.8788
LRP12	-1.05433333333333
SEC14L2	1.79466666666667
DKFZP586H2123	2.56575
MC3R	0.3955
CIRH1A	-2.02633333333333
HIST1H2AB	0.5095
POLH	-0.230875
MGC16703	0.824333333333333
SNAPC2	1.53
FILIP1L	-0.1195
RASGRP4	0.436
LRRC1	1.1415
GAS1	-2.39975
PRAC	-1.1735
DGKA	-1.024
NT5C3	-0.76625
PEG3	0.947
NADK	-0.9445
PRR17	0.476
LOC374569	-0.4295
SGSH	0.458666666666667
NLRP8	0.127
GALT	-1.7786
MCF2	-0.2165
ZNF263	-0.4815
TACSTD1	1.8645
TYR	-6.432
ATP6AP2	0.01975
RNUXA	0.26875
ABHD10	0.247777777777778
GDPD2	-0.95875
SLC35C1	0.99775
UBE2A	-0.162375
HERC5	-0.189166666666667
FAM112B	-4.95516666666667
FBXL16	3.36425
DKFZP434A0131	-0.90425
ELA3A	-2.1155
RBM41	-1.729
HAO2	0.27375
RNH1	0.593625
SHANK2	1.02883333333333
OSBP2	-2.0935
DAK	0.229
C3orf58	-0.328
TCL1B	-1.759
KBTBD2	-0.39775
SUGT1L1	2.10175
UBE2E2	-0.9915
MYL9	1.49625
CDC23	-0.0813333333333334
PBXIP1	1.1473
CXorf40B	0.0545
NBL1	1.151
RTBDN	2.9295
RAB11FIP5	0.21875
TTTY13	-0.5325
SCOTIN	-0.3175
SOHLH1	-0.728
CDKN1A	0.952928571428571
NCK1	-0.136
ZNF550	-0.2425
SAPS3	1.20916666666667
SPIN3	-0.2625
MAGEE2	-0.0595
MIS12	-0.260833333333333
OR8H2	0.533
KIAA0774	-0.0788333333333333
UNC5D	-1.525
CUL7	1.0885
LIPC	-3.98983333333333
DIO1	2.46825
C20orf11	-0.039
CTRL	-0.83525
HS3ST2	-0.3225
PAK4	0.819166666666667
CCRL1	1.32675
RNF10	0.6215
ZNF567	0.01725
ZNF660	-1.058
TCEAL3	1.73
MAGOH	0.641
CENPB	-0.0506666666666666
C19orf7	0.799375
LOC388965	-0.124
ZCCHC13	-0.4625
JMJD1A	-0.5937
HIST1H4H	1.022
TBRG1	-0.368
GPC3	-3.560875
TAF1C	-1.575875
EBNA1BP2	-0.747
CIAPIN1	-1.4385
PDGFRA	-2.116
CSTB	-0.454625
CENPI	-2.93233333333333
GTF2E2	-0.413
RPP21	-0.2205
CCNF	-1.537
KCNQ3	2.0325
FAM79A	1.06125
SLC22A12	0.58
NOVA1	3.19866666666667
FZD3	1.8177
AKAP8	-0.931
SOCS5	0.295625
CFDP1	-0.7065
DLG5	0.9545
PGM5	-0.0994166666666667
C1orf144	-0.0741666666666667
HDAC10	-0.576
RND2	0.03625
C20orf199	-1.33875
RNMT	-1.38325
SLURP1	0.53575
ASTN1	0.349375
SH3BGR	1.6965
MYCL1	-0.724875
ZHX1	0.609166666666667
CENPK	-2.7795
FOSB	0.6228
LOC643406	0.676375
C2orf59	-1.51675
TMEM135	0.0175
SLC27A2	1.87025
KRT33A	-0.191
OVOL1	1.543125
PAMCI	-3.82833333333333
S100A7	-1.0925
ZNF789	-0.8465
HARS2	0.2565
RPL23A	-0.1545
TCF23	0.87225
UPF3B	-2.221375
C17orf78	0.304
HLA-DOB	0.032
C14orf142	1.239
TEKT5	1.43733333333333
DMWD	0.1415
POLD1	-2.15433333333333
GSCL	-0.5265
CALD1	-1.314
SCRT1	0.2525
AIG1	2.30875
UNC84B	0.08325
ZNF404	0.25575
TMED6	-2.91925
KIAA1462	-0.004
LRRC27	1.68
PYGO1	-0.099
PIGU	-0.427333333333333
ALAS2	-3.66383333333333
WRNIP1	0.85425
CNNM3	0.1875
ZNF2	-0.03475
ST3GAL5	-1.30483333333333
MRPL23	0.387
TSSK6	-0.02475
PSMA6	-0.3255
C16orf70	-0.95325
KIAA1602	0.07475
ALMS1	0.4165
DCN	-0.00262500000000001
TMEM132D	-0.83725
SUCLG2	-0.1925
ABHD14A	1.803
DEXI	0.252
AMPD2	-1.87933333333333
IFNAR2	-1.30233333333333
CYB5A	3.1909
TLOC1	1.2095
NXF5	-0.264666666666667
NRBF2	-0.896875
KCTD3	1.379
ITGAE	-0.597833333333333
SLC30A3	-2.32116666666667
ZRF1	-0.645
IFRD2	-0.311125
XAB1	-0.8045
PYCR2	0.632333333333333
SERPINB3	-4.5665
TMLHE	0.00720000000000001
GEFT	-2.075
ABCA5	0.38475
EMR4	0.392666666666667
TSFM	-0.041
HIST3H2BB	-0.26025
ARHGEF19	-0.05875
TSPAN17	0.2755
ABCC8	5.67175
MAP1S	0.306166666666667
C22orf36	1.39225
BNC2	-1.74085714285714
HIST1H4A	-0.60925
NDUFS3	0.285166666666667
WDR3	-0.998666666666667
XKR4	-0.36075
TTC33	0.0254285714285714
STMN2	2.28225
CPN2	-0.691166666666667
HSPC105	1.3795
PCOLCE2	-4.52575
C3orf55	-0.292
KLHDC9	3.76733333333333
TBC1D23	-0.2105
ATXN2L	-1.21941666666667
MAP2K3	-0.3215
SCAP	-0.27025
ZNF486	-0.0878333333333333
C20orf96	0.91725
NARS	-0.193
ADAMTSL1	-0.821571428571429
PRCC	0.289
CCDC126	1.27783333333333
ZNF675	-0.3655
CALCOCO1	1.1485
ANKRD43	1.1805
CWF19L2	0.5765
ZBTB32	0.61
BRAF	-0.1545
ODF4	0.62475
MGC14376	1.67066666666667
HORMAD1	-2.52116666666667
AAK1	0.149083333333333
PEBP1	1.28558333333333
TNFSF5IP1	-0.325166666666667
DKFZp564N2472	0.7065
RMND1	1.781625
IGKV1-5	1.98875
COL1A2	0.426083333333333
SERPINA5	-4.3565
AANAT	0.341
C19orf21	-2.10033333333333
GEMIN5	-0.4405
UBR4	-0.593833333333333
LTBP3	1.525
AMHR2	-2.35533333333333
PROCR	-0.1185
MYBBP1A	-0.651
C20orf39	-2.89766666666667
ZNF697	-0.307125
PASK	-0.6666
ZNF776	0.636
RFXDC2	-0.205125
KIAA0467	-0.2185
C10orf96	-1.13925
ZNF503	-2.3215
GULP1	-2.69141666666667
KCNE4	3.32966666666667
DKFZp434K191	0.814625
LOC196913	0.087
BHLHB4	0.403
CH25H	-1.5655
LOC81691	-0.302
ALPL	-0.430571428571429
COL12A1	-0.404
FOLR3	-2.82183333333333
GPR123	0.205
TRIM62	0.330357142857143
ABLIM1	0.437333333333333
MAST3	-0.15675
RHBDD1	1.16616666666667
LOC338809	-0.399
RYBP	0.06525
TTC26	-0.096375
ZNF22	-0.613833333333333
ISCA2	-0.35175
RDM1	-1.4235
PIGM	0.5315
GNB3	-1.341
ACTR2	-0.2217
HMGB1	0.50275
EDG1	2.5485
SOAT2	-3.52275
OR10AD1	0.3955
RAP1GDS1	0.302083333333333
LCE1F	0.2575
ESM1	1.509625
RCN3	0.46825
CREBL1	-0.346
DBNL	-0.685
PTGER3	3.844
USP30	-0.103166666666667
BCL2L12	-0.5785
KIF26B	0.9845
ZNF416	-0.00275
ZNF225	-0.0165
C17orf70	0.50075
ZNF554	0.88275
RAE1	-1.50883333333333
TNIK	1.5135
ACTN3	-0.4575
MGC45922	0.116
CCNA1	0.530666666666667
RYK	0.5585
IL26	-0.3905
LRP3	0.766833333333333
QARS	-0.92125
SOX7	0.373357142857143
BID	-0.6155
OR2S2	0.141
CXCL14	4.95025
C11orf47	-0.5385
MGC29891	1.42066666666667
HSPB8	2.7031
PRDM14	-0.962
NUFIP2	0.29675
MNAT1	-0.1605
ZDHHC2	1.60683333333333
MBNL2	1.6175
ADD3	0.088625
CSNK2A1P	-1.39675
KLK6	-2.4965
TMEM111	0.5581
KIAA1279	1.303
NUBP2	0.303833333333333
RAB42	-3.06225
ID3	-1.4142
TM9SF1	1.21125
MDP-1	0.33975
POU4F2	0.64775
IQCK	2.133
C16orf14	0.38
CAPN3	-1.663625
FAM43B	0.087875
RECQL	-1.41375
AP1G1	-0.454785714285714
CTNNBL1	-0.886
ECHDC1	-0.327666666666667
SMARCC1	-0.584
FOXQ1	-2.72825
GNAI3	-0.599
POLG2	-1.6595
CD4	0.547125
ITLN1	-0.588
EBI2	2.60675
IRF1	-0.4565
PTPRE	0.8449
PTK2B	-0.16
NXNL2	-0.753
SOX4	-0.743222222222222
TSPAN3	0.8615
SH2D1A	-3.6465
C8orf58	-0.262833333333333
USP20	-0.999
DUSP22	-0.504083333333333
CALB1	-2.1525
L3MBTL2	1.17158333333333
MCRS1	-0.6835
TMEM118	-1.19183333333333
C18orf8	0.5885
FLJ10241	0.50175
GJA12	0.11
PKD1	-0.888833333333333
ZFP3	0.7285
JAM3	-1.818125
LAPTM4A	1.4507
DIRC2	0.099
KIAA2022	2.80733333333333
MYOM1	0.799333333333333
TRPM8	-2.39516666666667
MOP-1	0.57075
PHKG2	-0.202875
ZNF650	1.29225
KIAA1522	1.44425
PSG8	-1.5775
DDX19B	-0.743
MOBKL1B	-0.2375
DIAPH2	-1.0145
PTPN12	-0.1865
CLN8	-0.5399
CRYZL1	0.304166666666667
CRY2	1.03633333333333
FCGR2B	3.79466666666667
PNPLA4	2.030375
ZNF454	-0.7605
DKFZp434B1231	-0.063
CLDN11	0.4179
RFWD2	0.1075
CIB2	-1.38366666666667
MXRA8	1.35375
HRK	-1.060625
MAML2	-1.4075
C4orf31	-1.79275
C6orf192	-0.36075
COG6	1.08475
FAM5B	5.2755
NFATC1	-0.5339
SEPT10	0.26375
SCYL1	0.1713
RPP40	-1.38625
SCOC	1.072
KIAA1450	0.092
CTDSPL2	-0.34575
TBX5	0.6815
NAPG	-0.601125
RHD	-4.63525
C14orf45	2.74183333333333
ZBTB22	1.6725
PLCG1	-2.21
ANKRD10	-1.34425
AQP7P2	0.41975
TAGLN2	-0.408666666666667
HTR2C	-0.717833333333333
SLC16A7	-1.60216666666667
C17orf83	-0.28525
TSGA14	0.303416666666667
MDH1	-0.1215
PPP3R2	-0.234666666666667
DCBLD2	-2.53042857142857
