Hybridization REF	TCGA-AN-A0XR-01A-11R-A109-07
FSD1	-1.68333333333333
ST6GALNAC3	-2.417
CA12	3.4895
NCOA6	0.2965
C19orf58	0.5006
PPP4R1	-0.0648333333333333
MAN1A2	1.27
IKBKAP	-0.4695
UPF1	0.299166666666667
KIAA1219	-0.06425
WNT16	0.0538
SNW1	0.02525
IL18RAP	0.513
RPP30	-0.815125
CDC40	-0.184642857142857
SETD3	-0.0261666666666667
SLAMF6	-0.23925
ELK4	-0.7655
TRIM47	0.935
ACOX3	1.397625
TRIM6	1.775
KIAA0372	-0.791333333333333
TP53AP1	1.17725
SMURF2	-1.391
ADAD1	0.4335
EBP	-0.6233
KRTAP13-2	-0.101
FLJ36874	-0.861833333333333
TOR1A	0.483333333333333
P2RY4	1.1255
GPBP1	0.4555
TRPV1	0.518875
ADAMTS12	-0.176
PES1	-0.7523
ATG4A	0.935166666666667
MAGEA10	-4.2775
WFS1	1.90875
CC2D1B	-0.468166666666667
PABPN1	0.11425
SLC25A30	0.22975
SLCO1C1	0.00449999999999999
SLC22A5	2.24
KIF23	-1.21616666666667
SYN2	-0.914
ASPN	6.8265
CENTG2	0.17075
QSOX2	-1.281
FLJ10815	-0.506833333333333
STK24	0.3653125
SPEG	0.097
STK10	-0.398166666666667
DACT2	-2.685
AAAS	-0.63275
SSX3	-1.11175
ABCD3	0.7432
C4orf12	-0.38975
PARVG	-0.419833333333333
FIG4	1.142
C9orf46	1.02425
TMCO6	-1.098
IGHMBP2	-0.868
DUS2L	-1.55266666666667
FAM3C	-1.420875
TMEM16D	-1.82671428571429
DCTN4	0.85325
KCNH3	-0.2255
EIF2AK2	1.812
AP1S3	0.15825
CST4	-0.013
PAM	1.07875
NUTF2	-0.789
CITED2	-0.2988
SLC39A4	0.2325
C2orf52	-0.7295
GRM3	-0.0225
C12orf49	1.02125
CCDC49	-0.8135
GRAMD1B	-1.522625
FNDC4	-1.046
SIAH2	0.55325
GDPD4	-0.38125
C21orf87	0.47225
ATP5A1	-0.488666666666667
C16orf63	0.307125
LOC388135	0.349166666666667
ATP5J2	-0.108625
MMP3	-1.14875
EMID2	-0.00575
CRHR1	0.37775
WDR70	0.08025
C13orf31	1.07675
ZFAND1	-0.991
CCL18	1.949
C3orf49	0.541
RINT1	-0.648
KIAA0408	-1.95516666666667
F13A1	4.1187
SLC10A1	-0.601666666666667
OGN	0.436
GIPC2	-2.3855
XPO6	-0.455333333333333
LCE1A	0.438
FMR1	0.2088
LOC374920	-0.24825
DUSP3	-0.0175
ANKMY1	0.362
C7orf50	0.29325
BBS9	-0.3249
UNC119B	0.344125
C9orf72	-0.709
MGC35440	0.31975
ENTPD6	0.28475
PPP1R2P9	0.43525
ERCC4	0.55425
FAHD2B	-0.5195
HMHA1	-0.2175
HACL1	-0.837
RAD23A	-0.192
FAM83B	0.8045
PPP5C	-0.473333333333333
RNASEH2C	0.137
C9orf153	-0.7755
SCAMP4	1.131375
GHITM	0.378
NDUFB7	0.589375
ADCYAP1	0.0511666666666666
SP110	3.06166666666667
MAP3K7IP2	-0.03375
DHH	0.229
AGRN	1.07971428571429
WDR33	-0.0928333333333333
CEP290	-0.336333333333333
PRPS1L1	-2.20366666666667
KLRA1	-0.2415
GPR97	-0.046
CHD7	-0.56725
TLR10	0.20275
SLC30A8	-0.364
HIC1	0.7305
IAPP	0.2855
RXFP4	0.32625
GP1BB	1.59525
SHQ1	1.3935
NKX2-3	0.208
API5	-0.5555
FTHP1	0.808
MOV10L1	0.8554
TRIM6-TRIM34	2.301
ADHFE1	1.65375
FAM117A	-2.35625
DDI1	0.0783333333333333
CDON	0.3295
TRIM73	-0.239
IGKC	1.078
MMP14	-0.05425
DYNC1LI1	-0.443125
C11orf66	0.819
TRBV3-1	-0.53775
FASTKD5	-0.078
BIVM	-3.07725
LHX4	-0.33775
CXCL2	-2.3466
RAB2B	-0.220666666666667
IZUMO1	-0.78025
MAP3K15	-2.076875
FAM19A2	0.158666666666667
ZC3H8	-0.810333333333333
ZMAT1	2.89975
SPINK5L3	-2.0265
SLC10A6	-0.012
APPL2	-0.35975
CARD10	-0.730166666666667
LOC402176	-0.983125
EEF1D	0.5269
RAB6A	0.0684
C12orf5	-0.51275
PAPOLG	0.4815
MSRB2	1.60875
BCR	-0.106833333333333
PUS3	-0.165
TIAM2	-0.54125
ZNF317	0.0921666666666667
CHD2	-0.187928571428571
FZD5	-1.02072727272727
NUDT8	0.3385
ZNF763	-0.3425
PRC1	-0.497333333333333
ABCB9	0.667833333333333
SPATA3	0.5585
TRAK2	1.732125
STAB1	2.13425
LRRTM2	-0.0286666666666667
psiTPTE22	1.7635
DBI	0.43275
SERPINA11	-0.245
NAT5	0.108
C20orf58	-1.82075
RPS6KA4	0.5835
FLJ90650	-0.24375
TGFBRAP1	-0.371
CHRDL2	0.00187499999999999
FAHD2A	-0.856833333333333
CNTN1	-0.018
BBS4	-0.0561
TMEM181	-0.68975
MINPP1	-1.48325
MPHOSPH6	0.077
HOXC10	-1.4884
ITPKB	-0.460875
CLPTM1L	-0.21275
MEOX2	-0.690333333333333
ATP6V0C	1.255
PRPF8	-0.516666666666667
TMC5	2.74325
FKBP3	0.01425
PLEKHB2	-0.27975
OR4D6	-0.0335
ZNF544	-0.1219
D2HGDH	0.00812500000000001
RPL18A	-0.399
HEL308	-0.17425
MPP6	-4.899
TCERG1	-1.5655
KRT16	-1.2035
KLF17	-0.545
KLF5	-1.3455
CDR1	2.015875
VCX3A	-0.7275
FBLN2	1.16625
C14orf104	-0.90825
HBE1	-4.3396
OR4S2	0.4365
C1orf108	-0.731166666666667
ROBO4	3.0785
CPEB4	0.491875
C11orf80	0.643666666666667
BCKDHA	1.01183333333333
MYOC	-0.3515
GIF	0.243
CKMT1A	1.452
RPL3	-0.5143
THBS1	3.509125
APOO	0.51475
ARMCX1	1.23225
HSZFP36	1.282
SNAPC5	-0.71275
EIF4ENIF1	0.3335
ZNF433	0.72775
TNFRSF21	-0.32275
TMPRSS7	-1.761
SPATA18	2.6603
HPDL	-3.5375
MKL2	1.9832
TBX3	0.295769230769231
C21orf93	0.685666666666667
DAXX	0.052
ELMO1	-0.552875
RGS13	0.8265
TAF11	-1.121
UNC13A	-2.078
LOC653314	-0.6792
ORC3L	0.17925
IMAA	-1.5755
TARBP2	-0.03975
CABIN1	-0.3131
TRIOBP	-0.4738125
HIST1H2AC	1.596375
RGS22	-3.50516666666667
NCOA1	1.115
IL25	0.7215
SNCG	1.156
GPR6	-0.2105
AMDHD1	-0.5945
CHEK2	-1.27125
C6orf142	-0.5725
DRD4	0.96625
C14orf68	-0.7935
GDF11	-1.98525
SEMG2	0.7525
CD247	-2.358
CDAN1	0.22175
RBMX2	-0.359166666666667
TGS1	-1.41125
OIT3	0.684
SYF2	-0.021
MCM4	-1.46925
PKHD1L1	0.084375
CEP192	-0.386166666666667
IFT88	0.83925
RPL9	-0.416785714285714
RAB32	-0.990375
DDX43	-3.19075
P2RX2	0.341666666666667
OR5D18	1.0255
UBE1	-0.0163333333333333
SLC24A1	1.318625
ARHGAP5	-0.35525
CETP	-1.00575
KIAA1731	-0.2895
SLC9A4	0.479
PTPN6	1.0415
BAHD1	0.6385
GRIK3	1.6745
CACNB2	-0.7614
PDE10A	-1.1095
DGCR14	-0.435
PCDHB9	-1.71633333333333
RHOQ	0.587666666666667
MAP3K4	-0.2965
KTI12	-0.0126666666666667
RPL23AP13	-0.78325
GNG11	-1.574
CLCN3	1.16966666666667
GPAM	-0.92875
VSTM2A	0.5155
SLAMF7	0.141833333333333
INTS2	-0.16325
PPP2CA	-0.1051
LRP12	-1.502
SEC14L2	3.13177777777778
DKFZP586H2123	1.72475
MC3R	0.564
CIRH1A	-1.74366666666667
HIST1H2AB	2.67033333333333
POLH	-0.0465
MGC16703	-1.86633333333333
SNAPC2	1.192
FILIP1L	0.54175
RASGRP4	0.371
LRRC1	1.69475
GAS1	-0.45825
PRAC	-0.4885
DGKA	0.634333333333333
NT5C3	-0.18
PEG3	-3.84975
NADK	-0.36225
PRR17	1.1845
LOC374569	-0.36325
SGSH	1.15216666666667
NLRP8	-0.3735
GALT	-0.5907
MCF2	0.0165
ZNF263	0.47025
TACSTD1	1.02716666666667
TYR	-5.8557
ATP6AP2	-0.32925
RNUXA	-0.2995
ABHD10	-0.2895
GDPD2	-0.7765
SLC35C1	-0.41275
UBE2A	-0.09775
HERC5	0.575166666666667
FAM112B	-4.445
FBXL16	2.751
DKFZP434A0131	-0.0985
ELA3A	-2.177
RBM41	-1.243625
HAO2	0.22475
RNH1	0.3385
SHANK2	0.691666666666667
OSBP2	-2.272375
DAK	0.0425
C3orf58	-1.04283333333333
TCL1B	0.06
KBTBD2	-0.3435
SUGT1L1	1.23425
UBE2E2	-1.45633333333333
MYL9	2.54875
CDC23	-0.501833333333333
PBXIP1	1.3179
CXorf40B	1.287
NBL1	0.31725
RTBDN	2.0105
RAB11FIP5	-0.046125
TTTY13	-1.1455
SCOTIN	0.834
SOHLH1	0.0481666666666667
CDKN1A	0.594785714285714
NCK1	-0.664
ZNF550	0.15275
SAPS3	0.601333333333333
SPIN3	0.00549999999999999
MAGEE2	-0.35375
MIS12	-1.30566666666667
OR8H2	0.147
KIAA0774	-1.42483333333333
UNC5D	-2.218
CUL7	0.116166666666667
LIPC	-2.48216666666667
DIO1	0.7895
C20orf11	-0.3285
CTRL	-0.864
HS3ST2	1.38725
PAK4	1.41933333333333
CCRL1	3.0275
RNF10	0.437875
ZNF567	0.07125
ZNF660	-0.5865
TCEAL3	0.9345
MAGOH	0.782666666666667
CENPB	0.681166666666667
C19orf7	0.792375
LOC388965	0.665
ZCCHC13	1.773
JMJD1A	-0.0916
HIST1H4H	1.9305
TBRG1	-0.2591
GPC3	-4.925
TAF1C	-1.2205
EBNA1BP2	-0.538
CIAPIN1	-1.06425
PDGFRA	-1.23305555555556
CSTB	-0.082375
CENPI	-1.21833333333333
GTF2E2	-0.325166666666667
RPP21	0.3135
CCNF	-0.7435
KCNQ3	1.1625
FAM79A	0.921
SLC22A12	0.6655
NOVA1	-0.1435
FZD3	0.0104
AKAP8	0.0385
SOCS5	-0.364125
CFDP1	-1.78525
DLG5	1.05925
PGM5	-0.3085
C1orf144	0.59025
HDAC10	-1.4625
RND2	-1.18325
C20orf199	-0.52475
RNMT	-0.729
SLURP1	0.253875
ASTN1	-0.432625
SH3BGR	2.86025
MYCL1	-0.4595
ZHX1	-0.224
CENPK	-1.84125
FOSB	-0.1935
LOC643406	0.252
C2orf59	-0.04
TMEM135	-0.198125
SLC27A2	-2.01475
KRT33A	1.6455
OVOL1	1.974625
PAMCI	-3.7905
S100A7	-1.3
ZNF789	-0.645
HARS2	0.46675
RPL23A	-0.261166666666667
TCF23	0.341
UPF3B	-1.555125
C17orf78	0.0425
HLA-DOB	0.156
C14orf142	0.852666666666667
TEKT5	2.28983333333333
DMWD	0.529
POLD1	-1.24216666666667
GSCL	0.153
CALD1	-0.0728
SCRT1	0.802
AIG1	-0.54925
UNC84B	-1.0485
ZNF404	0.4005
TMED6	-3.35675
KIAA1462	-0.336
LRRC27	1.60316666666667
PYGO1	-0.854
PIGU	-0.842166666666667
ALAS2	-3.50566666666667
WRNIP1	0.02625
CNNM3	0.2605
ZNF2	0.19375
ST3GAL5	-0.576583333333333
MRPL23	0.09175
TSSK6	-0.28975
PSMA6	0.09175
C16orf70	-0.847
KIAA1602	-0.03525
ALMS1	0.240666666666667
DCN	1.1645
TMEM132D	-0.81225
SUCLG2	-0.6715
ABHD14A	0.9205
DEXI	0.603333333333333
AMPD2	-1.51666666666667
IFNAR2	-1.3225
CYB5A	2.327
TLOC1	-0.3863
NXF5	0.1225
NRBF2	-0.5025
KCTD3	2.57175
ITGAE	-1.82233333333333
SLC30A3	-1.81683333333333
ZRF1	-1.259
IFRD2	-0.201375
XAB1	-0.39275
PYCR2	-0.263833333333333
SERPINB3	-4.649
TMLHE	-0.2208
GEFT	-1.50025
ABCA5	-1.576125
EMR4	-0.123333333333333
TSFM	-0.47975
HIST3H2BB	1.419
ARHGEF19	1.43075
TSPAN17	0.118833333333333
ABCC8	2.63125
MAP1S	0.353333333333333
C22orf36	-0.446
BNC2	-0.890214285714286
HIST1H4A	-0.5465
NDUFS3	-0.207
WDR3	-1.10933333333333
XKR4	-0.821
TTC33	-1.20157142857143
STMN2	3.21325
CPN2	-0.942166666666667
HSPC105	1.145375
PCOLCE2	-5.28925
C3orf55	-0.1765
KLHDC9	3.0605
TBC1D23	0.135
ATXN2L	-0.782833333333333
MAP2K3	-0.939666666666667
SCAP	-0.18625
ZNF486	0.285
C20orf96	0.97725
NARS	-0.28325
ADAMTSL1	-0.801428571428572
PRCC	0.573
CCDC126	0.800833333333333
ZNF675	0.0395
CALCOCO1	0.41875
ANKRD43	2.38425
CWF19L2	0.431666666666667
ZBTB32	0.571
BRAF	-0.1365
ODF4	0.1765
MGC14376	0.03
HORMAD1	-2.44783333333333
AAK1	0.0965
PEBP1	1.1515
TNFSF5IP1	-0.307
DKFZp564N2472	0.6895
RMND1	-0.166
IGKV1-5	1.88925
COL1A2	3.00975
SERPINA5	-0.971375
AANAT	0.3735
C19orf21	1.49966666666667
GEMIN5	-0.75325
UBR4	-0.358
LTBP3	1.31116666666667
AMHR2	-2.40166666666667
PROCR	-0.58525
MYBBP1A	-1.139
C20orf39	0.713166666666667
ZNF697	-0.4165
PASK	0.2248
ZNF776	0.563333333333333
RFXDC2	0.296375
KIAA0467	0.42025
C10orf96	-0.322
ZNF503	-1.25275
GULP1	-1.9195
KCNE4	0.1265
DKFZp434K191	-1.46975
LOC196913	-0.1245
BHLHB4	1.2935
CH25H	-0.5765
LOC81691	-0.989
ALPL	-0.516571428571429
COL12A1	2.451
FOLR3	-2.49
GPR123	-0.168375
TRIM62	0.775357142857143
ABLIM1	0.363333333333333
MAST3	-0.3345
RHBDD1	0.547833333333333
LOC338809	0.0325
RYBP	0.8205
TTC26	0.31675
ZNF22	-0.6125
ISCA2	-0.05325
RDM1	-1.47275
PIGM	0.94225
GNB3	-0.9435
ACTR2	-0.1306
HMGB1	0.22045
EDG1	0.4485
SOAT2	-1.943
OR10AD1	-0.241
RAP1GDS1	0.263
LCE1F	0.206
ESM1	-0.02375
RCN3	2.024
CREBL1	-0.377
DBNL	-0.3765
PTGER3	1.915375
USP30	0.262
BCL2L12	-0.2505
KIF26B	1.5925
ZNF416	1.151
ZNF225	-0.177
C17orf70	0.1425
ZNF554	0.535
RAE1	-0.8915
TNIK	0.663166666666667
ACTN3	0.2325
MGC45922	1.4915
CCNA1	-1.5565
RYK	0.2685
IL26	0.578
LRP3	1.31183333333333
QARS	-0.49525
SOX7	-0.192571428571429
BID	-1.146625
OR2S2	-0.308
CXCL14	4.44875
C11orf47	-0.694
MGC29891	1.09133333333333
HSPB8	-0.4392
PRDM14	-1.2155
NUFIP2	0.35075
MNAT1	-0.420375
ZDHHC2	0.173083333333333
MBNL2	0.082125
ADD3	-2.4335
CSNK2A1P	-0.62725
KLK6	-1.8075
TMEM111	0.3497
KIAA1279	0.73625
NUBP2	0.6325
RAB42	-1.05925
ID3	-0.6092
TM9SF1	0.60375
MDP-1	0.061
POU4F2	0.32325
IQCK	1.924
C16orf14	0.50725
CAPN3	-1.1855
FAM43B	-0.353
RECQL	-1.31575
AP1G1	-0.265428571428571
CTNNBL1	-0.915833333333333
ECHDC1	-1.4525
SMARCC1	-0.5004
FOXQ1	-1.058
GNAI3	0.0388333333333333
POLG2	-1.42325
CD4	0.77
ITLN1	-0.2205
EBI2	0.82875
IRF1	0.83525
PTPRE	0.1856
PTK2B	-0.5135
NXNL2	1.4195
SOX4	1.17366666666667
TSPAN3	-0.893833333333333
SH2D1A	-3.82983333333333
C8orf58	0.092
USP20	-0.2525
DUSP22	-1.07516666666667
CALB1	-1.8955
L3MBTL2	-0.0195833333333333
MCRS1	-0.18025
TMEM118	0.0803333333333333
C18orf8	0.615
FLJ10241	-0.04225
GJA12	0.09475
PKD1	0.0316666666666666
ZFP3	-0.494
JAM3	-1.67675
LAPTM4A	1.3643
DIRC2	0.255
KIAA2022	-0.607166666666667
MYOM1	0.6185
TRPM8	-2.40783333333333
MOP-1	1.74475
PHKG2	0.882625
ZNF650	0.075375
KIAA1522	1.9075
PSG8	-1.53016666666667
DDX19B	-0.734
MOBKL1B	0.0725
DIAPH2	0.387416666666667
PTPN12	-0.343
CLN8	-0.5753
CRYZL1	-0.5355
CRY2	0.3785
FCGR2B	1.83566666666667
PNPLA4	1.940375
ZNF454	-1.138
DKFZp434B1231	-0.4685
CLDN11	-0.114
RFWD2	0.6335
CIB2	0.0668333333333333
MXRA8	2.288
HRK	-0.15175
MAML2	-1.003
C4orf31	1.79625
C6orf192	-0.36875
COG6	0.331375
FAM5B	2.842
NFATC1	0.7274
SEPT10	-0.8255
SCYL1	0.2854
RPP40	-1.677
SCOC	-0.1002
KIAA1450	-0.0865
CTDSPL2	0.13775
TBX5	1.45683333333333
NAPG	0.212875
RHD	-4.42425
C14orf45	3.09583333333333
ZBTB22	0.412
PLCG1	-1.2665
ANKRD10	0.067625
AQP7P2	0.02475
TAGLN2	0.456666666666667
HTR2C	-1.18183333333333
SLC16A7	-1.065
C17orf83	-0.62
TSGA14	-0.0643333333333333
MDH1	-0.43175
PPP3R2	-0.036
DCBLD2	-1.78185714285714
RBM33	-0.336625
DPH3	-1.17825
SYT10	-1.123
FMO4	1.298375
THYN1	-0.76625
DRD5	-1.929
OTOR	2.53625
PGRMC2	0.357
KATNAL1	-0.228625
PAQR6	-0.9915
UBE2I	0.47575
C14orf28	0
C8orf70	-1.44425
FLYWCH1	-0.089875
ANGPTL3	-1.2635
GLRX2	-0.485
ATP11A	-1.19078571428571
ARL5B	0.308375
MUC16	2.072
SLC25A5	-1.16664285714286
ACRC	-0.8675
MYO1C	-0.10275
FAM89B	1.67083333333333
FAS	0.112625
KIFAP3	0.82325
GLRA2	-0.0265
BTN3A2	0.6428
CNKSR3	-2.953625
CSTF3	-0.577833333333333
ARPM1	-0.562
KIAA1530	0.23
C9orf150	3.211
PRKCI	-0.377
tcag7.1015	-0.8395
SOD3	-1.6045
ZNF574	0.7445
CYP21A2	3.88675
RPL12	0.4955
COMMD2	-0.9445
WIZ	0.4595
LOC344405	-0.5715
ALDH4A1	-0.158235294117647
CRYAB	1.33
COPA	0.371966666666667
PCDHGA7	0.874666666666667
KIF11	-0.27525
RASD2	-0.515625
SLC26A3	-0.001
ZNF175	-0.711
JAKMIP2	-1.73575
C8orf4	-1.86333333333333
PTHLH	0.45425
SLC40A1	4.4415
OR7D4	0.428666666666667
PCDHB17	-0.5695
CD36	0.922
C6orf203	0.5753
PRKG2	0.285
LOC400566	1.74175
ANAPC13	0.66075
SLCO3A1	-1.33575
ZNF692	-1.1365
FANCL	-0.361
SH3GLB1	0.93775
C12orf61	-0.472
KBTBD6	-0.27325
SUPT5H	0.526125
XRCC6	-0.863
HUS1B	-0.3982
FAM133B	-0.571857142857143
LOC728276	-0.204
KCTD18	0.13225
SOS2	0.814
CCDC99	-2.08075
C1QTNF5	3.5065
NNAT	-0.1805
USP16	0.0485
LARS	-0.983125
ZBTB2	0.539375
ABO	-0.1705
TRAF3	0.1535
GALNT5	-1.6015
NAP5	2.70725
ALG14	1.32266666666667
KIAA0515	1.19665384615385
WDR75	-0.1815
TEX261	0.156916666666667
LY86	0.005
LOC389072	-0.9365
FLJ13611	-0.20325
MRGPRX2	0.38
SNRPA	-0.63225
OR2G2	0.156
GPRASP2	-0.34
C7orf42	0.5911
C9orf163	0.0745
CYP11B2	0.2
FCRL3	0.6715
PRDX1	0.34775
FGB	-5.98583333333333
COX17	0.670166666666667
C16orf33	1.09175
PIWIL1	0.127666666666667
FOLR1	-2.498
KIAA0082	-0.5995
FREQ	-0.579166666666666
TMCC2	-1.63183333333333
TCF12	0.327
ZNF721	0.71975
FAM130A2	-0.19575
POU4F1	-2.209
SNRPF	0.441
SGIP1	1.23483333333333
ZNF641	0.198833333333333
EMG1	-0.377375
PRRG4	1.7955
HIRA	-3.7985
MYNN	0.277833333333333
AEBP2	-0.638166666666667
TBXA2R	-0.0371666666666667
ISL2	-1.3235
PCDHB11	-0.634
RNF144A	-1.14525
MARCH5	0.351875
DULLARD	-0.783666666666667
DCLRE1B	-0.444166666666667
ITGA8	-0.56575
TP73	0.98025
PRKCD	2.339
NDUFB4	1.07225
ATP13A4	0.027
ANTXR2	-1.429
COL4A3	-0.530166666666667
MYO10	-1.2678
SLC6A18	0.72475
PEX1	-0.51675
TMEM74	-1.56183333333333
RBM19	0.192
TAPBP	1.24615
RUNX1	1.046125
MID1	-2.7295
GPR64	-1.91583333333333
RASEF	4.794
GABRG1	0.229
MYO16	-1.1405
DBF4	-1.593
TSHZ2	1.00375
RIPK2	-0.09575
PPTC7	-0.5065
KIF4B	-0.064
LRRC31	2.275
ZNF540	2.3445
EFNB3	-0.297666666666667
LOH12CR1	1.01075
STON2	1.69216666666667
GLP1R	-0.11275
CSTF2T	0.299375
IREB2	-0.951125
GRSF1	-0.11075
PDCD7	-0.736833333333333
LRRC43	-0.106
CNR1	-0.390666666666667
IL1F7	0.2485
C12orf64	-0.452
FAM69B	0.05275
NR2E1	-2.05283333333333
MS4A6A	0.345
FTL	-0.76
C7orf36	-0.16525
PCLO	2.9339
DYRK2	0.412666666666667
ARIH2	-0.401
SAMD7	-0.0685
SCNN1D	-0.488
SLC32A1	-0.271875
C22orf25	-0.854
MRPS18A	0.1731
GPR112	0.8695
EARS2	-0.0705
ERN2	1.0375
ATPBD3	0.305166666666667
PRH2	0.469
CDKN2D	0.635666666666667
PGLYRP2	4.67225
TRIM40	0.163
SEC14L3	0.28
SLC22A1	-1.12325
BTN2A3	0.06425
RASA4	0.60625
CCNL2	-0.17625
MYBPC3	0.315
GJA4	2.5435
CDC42SE1	0.826
TRPV2	-1.203
MYPN	-3.4384
SIM1	0.115
CDADC1	-0.00441666666666667
ZFHX4	1.15975
NIBP	1.12866666666667
ADAMTS19	1.61725
ABTB2	-1.64625
TSPYL2	-0.49925
EIF2S3	-0.7266
SOX30	0.039
AP2A1	-0.0331666666666667
DKFZP564O0523	-0.350833333333333
LOC285398	-0.1075
CDH18	-3.3435
CHL1	0.3735
GATS	-0.8554
TBC1D2B	-0.0745
OR1J1	-0.1975
GSN	0.515666666666667
DPCR1	0.331625
GARNL4	-0.440166666666667
SMARCA5	0.30925
PLEKHG3	0.798666666666667
ZBTB45	1.2885
FRMD6	-0.1225
PLS1	0.3695
DGKZ	-0.241166666666667
EFNA1	1.6757
WDR85	0.033
ANK2	-1.08625
PAGE4	-0.877166666666667
SENP6	0.315166666666667
AKR7A2	1.00516666666667
FKBP10	-2.1735
VEGFC	-2.38116666666667
LARP1	-0.181375
SRBD1	-0.00675
ITGB6	4.17275
SLC1A2	1.43492857142857
INVS	-0.4995
MPO	-0.3515
MOBKL3	0.0176
CUTL2	-1.489125
KLK2	0.0868333333333333
VIM	-0.00899999999999999
REG1B	-0.00850000000000001
PCDHGC4	0.32425
C3orf34	-0.0745
SUMO3	0.249666666666667
CST9L	-0.60725
MLL4	-0.43825
SPR	0.213
SAMD9L	2.7325
ABCE1	-1.16375
SUPT3H	-1.20416666666667
ACTBL1	1.4875
ADAMTS4	1.04816666666667
SLIT3	3.04
RHEBL1	-0.82425
NPM2	-1.763
MAN1C1	0.752
KIAA1856	1.38641666666667
HSPA6	0.55875
LOC388152	-1.106
C10orf140	1.39375
ZDHHC12	0.8065
LIN7A	-0.6527
PHC2	0.0583333333333333
SPHK1	-0.28225
TRIM26	0.686625
FAM83E	0.8535
C18orf24	-1.00833333333333
ZNF578	0.159333333333333
ORAI1	-0.72325
RUVBL1	-0.976833333333333
C7orf20	-0.212
APAF1	-0.929
SLC36A4	-1.85333333333333
MYH11	2.39466666666667
NEK1	0.4355
MPP2	-0.87825
C12orf24	-3.78375
TNK2	0.88975
ZNF289	-0.39225
MATN3	-1.75128571428571
IFNGR2	0.982833333333333
ITPR1	2.426625
EBF3	1.7471
TBC1D20	0.4401
OR10P1	0.43425
DDAH2	1.4475
SHPRH	-0.155625
STX7	-0.434
LOC554248	-1.633
BCAR1	-0.205
ATXN3	0.395083333333333
TRIM27	-0.341
CDC42EP2	0.861
CHP	0.726571428571429
SOX17	1.785375
ZNF259	-0.356833333333333
CHCHD1	0.74425
ZDHHC19	-0.433
GBP2	1.9625
GARNL3	1.705625
MRC2	1.21075
C1orf52	-0.55725
AOF2	-0.938
LRPPRC	0.000200000000000022
ACVR1C	0.706333333333333
TM4SF18	1.46816666666667
TMEM169	-0.204166666666667
PPP1R16A	0.3395
EBF1	0.247333333333333
RRS1	-1.43033333333333
SNX2	-1.1135
OR2T2	0.0005
RBX1	-0.42575
ANKRD54	0.469
TSNAX	0.263333333333333
TMEM83	-1.90825
ZBTB7A	1.15925
ATM	-1.24909090909091
LOC338328	1.69683333333333
TIE1	0.0853333333333333
HIST1H3G	1.42066666666667
PASD1	-3.90316666666667
TINAG	0.58075
PCDHAC2	-0.2925
LRRC15	0.692
WBSCR17	-0.9405
TFF2	-0.389
PARP2	-0.39825
NDFIP2	-0.38225
PCDHGB2	0.8165
WDR60	0.32175
MAP7D2	-1.8947
USP45	-0.7015
GSDML	-1.234
TNS1	0.3296
PLCD4	0.58875
IQCD	2.39016666666667
SMPX	-2.63225
CD9	1.05616666666667
SRGN	-0.4685
CASP7	1.502375
INOC1	-0.0288333333333333
DKFZp451M2119	-0.857
VMAC	1.8925
USP53	1.5245
CAMK1G	-0.566875
TMEM106A	-0.352
CDC20	-1.0795
ACSL5	-0.5645
CBWD5	-0.232625
C1orf87	-0.746333333333333
KIAA1274	-0.84475
PRUNE2	-0.716214285714286
LYPLA2	0.104333333333333
DOK6	-1.41783333333333
GPR149	-0.148
FAM30A	0.1545
TMEM129	0.83325
SLC35B3	0.21075
ACPP	1.4732
LOC200261	-1.1095
SLC4A7	0.0934
CCDC40	1.69875
GART	-1.31175
THOP1	-0.86275
SCARB1	-0.756
CACNA1F	-0.01275
TRIAP1	-0.385666666666667
SYT14L	1.3365
SFRS8	-0.189333333333333
PBOV1	0.0175
GOLSYN	2.46825
GJB7	-1.0915
CAMK2N1	0.2685
GREM1	3.19358333333333
FLJ20433	1.04775
QPCT	-2.0605
PRKAG2	0.459833333333333
H2AFX	0.392875
C6orf154	1.19075
PLOD3	-1.363
ZBTB39	-1.7955
WASF3	-0.062
DRG1	-1.361
PRR4	-0.286
SPCS1	0.078
KDELR3	-0.528333333333333
SRP19	-0.292833333333333
GABRA6	0.526
MFSD1	0.491
MMEL1	2.50175
PDXDC2	0.3198
BUB1	-2.04444444444444
RNF138	-0.998375
MYLPF	-0.0926666666666667
AIF1	-0.549833333333333
DYNLRB1	0.6981
HCN3	-0.6755
HIST1H2AI	1.84925
MAP4K5	0.0235
LASP1	0.20775
LOC130951	1.328
PLAA	0.14
KRT6A	-2.516
C6orf117	-3.14725
ARHGAP23	-0.66
PTF1A	-0.296
GPHA2	-0.367
LCE3B	0.1135
MCL1	0.894142857142857
EHBP1	-1.27758333333333
PRNP	-1.1979375
ZSCAN1	0.3505
C1orf113	0.737833333333333
FOXA3	-0.304
NEB	-0.49725
ASGR1	-4.47983333333333
CTGF	0.887
RAB17	2.00133333333333
MST101	-0.30625
JARID1B	1.0004
USP37	0.1936
PTBP1	-0.423666666666667
PTPN7	-1.3505
CDC7	-1.0945
SNX7	-0.35525
ZNF335	-0.262
CPT2	0.063
HEATR1	-0.94975
HSPC152	0.859
C5orf40	0.11525
PSME1	0.987
STAG3	-2.142
TMEM154	0.317666666666667
KLHL32	-0.341
TSGA10IP	-1.4935
SUV420H2	0.0265
SF1	0.1931
