Hybridization REF	TCGA-BH-A0DX-01A-11R-A115-07
ZNF286A	-1.68875
ENY2	-0.34225
IL1F6	0.1895
PXDNL	1.6995
C20orf79	0.34825
TNFSF13B	3.22966666666667
DENND3	-0.305375
JARID1D	-2.85575
HIST1H2AK	0.778625
LOC93349	0.1598
SSH1	-0.7537
ENSA	1.184
LOC219854	0.0963333333333333
CKAP2	-0.6357
DKFZP564J102	0.0961666666666667
MGC87315	0.212833333333333
HNRPAB	-0.977
AMH	-1.2485
ZNF526	0.014
BRUNOL5	-0.0928
CACNG3	0.143833333333333
TRPM1	-1.4615
PPP2R1A	0.5845
COL2A1	-1.64875
DDN	-0.207833333333333
FLJ25770	0.581583333333333
HK2	-0.716785714285714
ELOVL6	-1.531
MDK	-0.582
EPHX1	2.3755
RASSF2	1.13675
DKFZP434B0335	-0.6385
DLX3	0.1365
PRTN3	-0.61975
AVPR1A	0.9235
C21orf125	-2.033
TNFAIP8	-0.210333333333333
GNB2L1	-0.9275
CALCRL	3.594
SCGB2A2	7.64766666666667
UBXD7	-0.1065
ZNF674	-0.1985
TMEM35	0.141375
BRSK2	-0.92325
HECTD3	0.5965
TMEM188	0.0115833333333333
LGALS9	2.68175
SCARB2	0.908833333333333
USP34	0.16675
C17orf28	1.82866666666667
ZDHHC23	-0.45375
AQP12B	-0.2785
SLC16A3	-1.1755
APLP2	1.5885
ITIH2	-5.4475
MICAL3	-0.34625
TNNI3K	0.6926
HDAC2	-0.269
PRR7	-1.0616
THBS2	1.583
LOC751071	-0.477333333333333
CA2	4.50683333333333
RANBP17	0.4335
RLN3	0.05225
CRYZ	-1.1575
GBAS	0.688
TAS1R1	-0.43825
MPZL3	0.932
PCDH8	-2.36575
HSP90B1	-0.770416666666667
KCNK15	-0.5835
TNIP2	-0.425
GPR146	0.69475
NOL6	-0.315125
SPC25	-2.34655555555556
STEAP2	1.86614285714286
VAMP3	0.3315
TCIRG1	0.76375
ZP4	0.408
PARL	-0.150625
TRIM39	0.355166666666667
KIAA1305	1.03625
CRNN	0.458166666666667
GRN	0.997
HSH2D	-1.9365
SCAMP1	0.3780625
KIAA1913	1.40175
PTS	-0.22575
BANP	0.383071428571429
PRKACG	0.5105
ADCY6	0.309
C16orf46	0.245
CYP51A1	-0.7345
DDC	-5.98275
ANPEP	0.7455
PROM1	-1.5525
SIGLEC10	0.90125
COPG	1.039
FAM26E	2.19075
TRIP4	0.22075
SNX3	0.847
C1orf175	0.300166666666667
PPY2	-0.4435
C14orf152	0.068
FTSJ1	-0.617333333333333
DST	0.60685
LOC554235	0.2355
GLRX5	-0.00225000000000001
C20orf12	0.7535
CAB39	0.798
MSH2	-0.927833333333333
PIP4K2C	0.622625
CYLD	2.051
WTAP	1.334875
MGAT4A	1.87866666666667
TSC22D4	-0.7547
CHRM2	-1.806
PPYR1	0.111666666666667
CCNH	0.4055
RRM1	-0.47525
ECAT8	-3.2915
LOC400120	0.107
GABRA4	-0.156714285714286
C14orf4	0.398166666666667
C1orf59	-1.95775
CTDSPL	1.42958333333333
NHEDC2	-0.692
PDE11A	0.456875
KLHL29	-0.565
CD5	0.0232
TSPAN9	1.5078125
WDR67	-0.7795
THUMPD1	0.5504
C18orf17	0.73725
CLYBL	0.144833333333333
FLJ13231	-0.171875
CMBL	0.95
LECT2	-0.39475
NKAPL	2.89316666666667
LOC654780	0.45
OR4C6	-0.099
RAB30	0.5845
TSSK4	0.135
TMEM163	-0.0325
OSBPL11	0.945083333333333
GNB5	-1.1505
CCL21	1.18775
C1orf121	-0.0196666666666667
FMO2	2.8255
RPTN	0.972
MSTN	-0.073
VCL	0.459642857142857
FYTTD1	0.3145
C11orf1	0.4935
CCDC88C	0.6084375
HFE	0.251444444444444
MOGAT1	1.6385
FAM125B	-0.398833333333333
IRGQ	0.0675
RAVER2	-0.1075
AKAP5	-0.6225
SSSCA1	-0.14675
C11orf63	0.612875
ACTG2	0.1425
PORCN	-1.6335
DTL	-2.02881818181818
TMEM151	0.18
FAM122C	-1.3185
RSAD2	2.464
BAT4	-1.0145
KRTDAP	-1.125
MYH8	-0.0963749999999999
CRTC3	0.65075
LRRFIP2	1.1743
INTS4	-0.0236666666666667
TTN	-0.985166666666667
SLC26A5	0.4275
PLLP	0.78825
RGS6	-0.603
SRGAP3	0.057625
ZNF525	0.0990000000000001
NBR2	-1.305
C13orf1	-0.2635
ZNF137	0.8285
CEP27	-1.34825
BEST2	0.561
RNF121	-0.67175
DMRTC2	0.548
C8orf76	0.1505
BCCIP	0.6135
MEST	-0.9545
HTRA2	-0.896
ANGPTL2	1.3645
ILKAP	-0.0591666666666667
ERAS	-0.3835
HBS1L	-0.494625
CPA5	0.319
TMEM30A	0.4475
CD300LF	2.71916666666667
WISP3	1.162
CRK	0.160714285714286
PDS5A	-0.8619
BRPF3	0.607166666666667
NEDD9	0.368
SMPDL3B	0.895
PSG6	-1.07975
PSMD13	0.4815
ETV5	-2.043
OR51A4	0.0015
BTBD7	1.19816666666667
GSTO1	-0.138875
hCG_16001	-0.4055
MAD2L1BP	-0.754666666666667
COX6A2	-0.245
SCNN1A	1.98533333333333
LSM1	0.059
UGT2B11	-2.6685
IDUA	0.54725
PPP2R3C	-0.733666666666667
COX11	-1.64916666666667
PDZK1	-0.8475
ZNF443	1.72983333333333
MGC21874	0.988666666666667
ZNF323	1.721
KRTAP10-10	0.0955
CXCL6	1.32875
SLC34A2	0.7527
LOC284402	0.028
NPTN	1.04
UPP1	-1.123
SLC6A9	0.4425
OR7G3	0.0935
CISD1	-0.449333333333333
ZNF545	-0.0596666666666667
SYT14	-0.334
NT5C3L	-1.40633333333333
ZNHIT3	-0.761833333333333
SNRPD3	-0.08425
KIAA0701	-0.202
UNC93B1	0.365666666666667
GMNN	-2.1295
SPCS2	0.582
LOC388524	-0.653
NAPRT1	-2.100375
PNLIPRP1	-0.32925
OR6V1	0.3635
PRKAB1	-1.4855
EYA4	-2.369
KIF20A	-1.25725
ALG10	-0.5215
ITPKC	1.19133333333333
LMX1B	1.47716666666667
RPUSD4	-0.531666666666667
C7orf34	0.521833333333333
DLGAP2	0.22125
PFN1	-0.266
MICALL2	-0.423666666666667
ZNF654	0.4625
SS18L1	-1.017125
SLC16A8	-0.01725
MKI67IP	-0.222
ITGB3	0.26625
TCEA3	1.73083333333333
CEP152	-2.5399375
CLIP1	0.565875
ZNF75	0.313875
ATP5C1	0.0538333333333333
NUDT5	-0.250166666666667
PSCDBP	1.66925
UBP1	0.077
RBM27	0.5125
C13orf15	2.934375
ZNF282	-0.76
ZNF222	0.9146
COL10A1	5.37275
PRDM15	-0.951375
TTTY5	-0.2045
FAM9C	-0.34525
C20orf67	-0.26325
GNG13	0.7155
F12	-2.035
C1orf41	-0.055
CPXCR1	-0.6145
GSK3A	0.19175
SUPT6H	0.0426666666666667
PI16	1.49133333333333
ELL2	-0.667666666666667
C9orf167	-1.31716666666667
PVRL3	-1.4574
FLJ38596	0.477
ADAM20	0.12325
GPR89A	0.207
GPR87	-2.073
ZNF30	0.6365
SMR3B	-0.522
ZNF770	-0.444
TRPC4AP	-0.5175
DKFZP686E2158	0.685166666666667
C2orf28	-0.198
FREM1	0.256
LAMA4	1.03616666666667
ADPRHL2	-0.2255
EIF4G2	0.354333333333333
GUCA1A	0.1795
CTNNA2	1.726
NUDT15	-0.353166666666667
CEPT1	0.5035
ZNFX1	0.3446
CCDC92	0.9355
TDRD1	-1.11
KCNK5	-2.20083333333333
ETNK1	0.25525
LTA	-0.217
TTPA	-0.432666666666667
B3GALNT2	0.72075
SC65	-0.957833333333333
PEX5L	-0.80425
EPS15L1	0.68975
MGEA5	-0.23275
HIST1H3A	1.1375
ING1	0.243625
BCAT1	-1.27625
ORC6L	-2.09572727272727
KLK11	1.53466666666667
C19orf28	-0.6045
DNER	-4.6185
MED22	-0.898
ETV6	1.28225
CHAC2	-1.33525
CD300E	0.238
CEBPB	0.673083333333333
ZNF398	-0.739
LRCH3	-0.2625
HMGA1	-1.8995
CAPN7	0.250833333333333
MGC5566	-1.244
CCL3	3.45675
NANOS1	0.975875
ZFYVE19	-0.7705
APITD1	-0.517333333333333
PARD3	0.279375
IRAK4	0.0561666666666667
SERPINI2	0.2515
CEP170L	0.015
TTC9	3.11075
MYOM3	-1.1575
MLPH	1.7205
LOC222699	-0.557
NRG1	-0.648
TBC1D9	2.77990909090909
TTK	-2.4655
ZNF557	1.0711
DDX41	-0.772666666666667
FANK1	2.705
UBE2D2	0.290375
PSMB10	0.910375
MYH7B	-0.7245
GABARAPL2	0.410375
MARVELD2	2.3665
DGCR2	0.651
UNC45A	-0.460166666666667
C6orf72	1.152
ZNF683	2.5505
GIT2	-0.023125
CASK	0.578833333333333
C14orf161	4.02216666666667
LRRC44	-0.462
TIFA	-0.277625
UTP11L	-0.2095
C6orf65	0.53675
FDPS	-0.04575
DUSP9	-1.9348
SLC17A8	-0.0481666666666667
OR51G1	-0.106
NANS	0.52125
OLFML1	1.7855
ATP10B	-1.181875
NPAS3	-0.461
PRKCA	-1.9549
GGA2	-0.1979375
LCE4A	0.001
SPANXN3	-0.3815
CCDC115	1.610875
SDCCAG3	-1.22925
GLIPR1L1	-0.1055
TTC1	0.37125
C17orf76	0.98725
MAD2L2	-1.315
HIPK1	0.3333
LRRC3B	0.083
CLN3	-0.368727272727273
C17orf47	0.491
FMN2	-2.79275
TUBB1	-1.35575
WAPAL	0.341666666666667
C3orf21	-0.6915
SCN5A	-0.4112
SMYD1	-0.214
BEX5	-0.6005
ZNF192	-0.444
SEC22A	0.0693333333333333
GRIA2	4.25857142857143
KIAA0825	-0.83175
NUSAP1	-2.35309090909091
LANCL1	-0.0635
C15orf40	-0.1468
ZNF645	0.220625
GPR61	0.04125
NLRP14	-0.0105
SNX21	-0.0318
C1QTNF8	-0.149
C17orf46	0.2145
IFNA8	1.1245
SPRR1B	-1.821
FLRT1	-0.73625
SNX17	-0.174333333333333
ASB2	-0.978333333333333
HBG1	-5.1425
RPRML	-2.2535
JOSD2	0.729333333333333
PLSCR3	0.18375
SPOCD1	1.6795
RAB39	-0.177
GHRH	0.91
ITIH5L	0.12975
C17orf37	-0.000500000000000001
SMCR8	0.73425
DPY19L2P3	-0.595833333333333
IL11RA	0.759
GDF3	-4.28633333333333
RPS6KB1	-1.13408333333333
DNAJC19	0.2703
TOP1	0.085
CRCT1	0.0591428571428571
MPST	-0.3485
DPM2	-0.30275
FAM38B	-0.416333333333333
SLC18A1	-2.203
FARP1	0.465
PAX7	-0.085
TUBD1	-1.64975
GNL3	-0.4995
BTG2	1.60606666666667
NDUFS6	-0.2455
C1orf79	-1.7695
ERAL1	0.1385
ECHS1	0.92825
VPS4A	-0.169
CYP11A1	0.2655
ABCC6	-0.279571428571429
PBX4	-1.655
MOSC1	0.599
NCF4	1.485
HYMAI	0.1915
NAGPA	-0.58425
OTOP2	0.30775
ACOT12	-0.0145
MTHFD2L	-0.677125
LOC441376	2.4275
C19orf34	-0.8755
RAB1B	0.89175
ALDOAP2	0.4015
NTRK1	-0.4625
ARTS-1	0.1926
SLC6A11	-0.4995
NAP1L2	-1.55425
CNGB1	-0.125666666666667
EPB41L4B	1.11458333333333
FAM134B	2.542125
HS3ST3A1	0.207166666666667
CPXM2	3.977
SIRPB2	0.4055
CHORDC1	-0.614333333333333
TRIB3	-1.56683333333333
SLC2A5	1.352
C2orf49	-0.382
DDX5	0.5825
OR5L1	0.6735
ANAPC4	-0.923166666666667
ZSWIM1	0.28575
LOC93622	-0.802875
KCNK3	-0.1662
RP11-35N6.1	-1.949625
ZFP161	0.398666666666667
AQP9	5.7015
SLC15A2	0.8905
MREG	1.58866666666667
OR9I1	0.178
PDLIM2	0.3165
ADAM7	0.455
GSTCD	1.025
WDR21A	0.14825
SLC12A8	1.30133333333333
TMEM174	0.4395
IGSF3	0.988583333333333
LRRN1	-1.01325
LOC402117	0.0775
SRPK1	-1.159
LY6K	-2.284625
NFIA	3.154
PTCD3	-0.948625
LEP	3.26483333333333
PCDH21	-0.5985
MAPKAPK2	1.08385714285714
NMNAT1	-0.081
LHFPL2	1.262375
C9orf43	0.22075
DIP2A	-0.503
ACTR8	-0.083
CCDC34	-1.187
PTPN22	-0.221625
ITGA3	-0.187375
FAM129C	0.5835
RABGGTA	0.160333333333333
UNC45B	0.81525
KIAA1033	-0.246625
ZNF510	0.3595
CYP2D6	-0.633666666666667
SLC26A10	-1.399
STX8	0.08225
LUZP1	0.437375
WDR89	0.0501666666666667
EIF4G3	-0.6436
C5AR1	2.00125
ZNF623	0.2555
A2M	1.51225
TGM7	0.3445
GRPEL1	-0.469833333333333
LMNB2	-1.3551
ROCK2	-0.126833333333333
SNX16	0.94475
CCDC66	0.2505
ANXA3	-0.118
KIAA1609	0.224875
EED	-0.75825
RNF32	-0.00799999999999999
HES1	1.564
CLC	0.613833333333333
ISL1	-1.00416666666667
KIAA0528	-0.200875
MANEA	0.288625
C1orf61	-2.615
hCG_2001000	-0.01225
RAPGEF6	-0.3658
KIAA0020	-0.275
NEIL1	0.8545
C16orf45	0.49675
RBM10	-0.758833333333333
C10orf125	-0.737
MRS2L	0.054
DNAH17	-0.825125
C19orf10	-0.317
C1orf160	0.1875
SLFN12	1.35875
EXOC3	-0.259666666666667
HIST3H3	0.7625
NCOR2	0.2005
TNFRSF9	1.0475
MFSD8	0.573
ALX1	-3.64033333333333
NOL1	-1.17725
PODN	2.8335
TIAL1	-0.50725
HIST1H1E	1.32525
NPY6R	0.23075
TM4SF4	0.17325
CORO2A	0.23925
ETNK2	0.538333333333333
APOE	1.7486
ANGPT4	-0.2395
HDGF2	-0.76325
G30	-0.049
ST8SIA4	-0.181125
F2RL1	0.630125
FAM19A4	-3.93575
CCAR1	0.22975
B3GNT7	-0.30975
OPHN1	0.2531
DSCR6	1.3225
C21orf13	0.8185
GAS2L1	0.419416666666667
RFX3	-0.331
COPS4	0.384875
BCHE	-3.11616666666667
BCL2	1.6995
HBZ	-3.50266666666667
ARL13B	0.113
MAPBPIP	1.16875
MYO15B	-0.267375
SPZ1	0.35825
KIAA1324	2.88266666666667
PLCL2	0.21775
C4orf29	-0.31525
WDFY2	-0.283125
ZNF284	-0.4185
NAALADL1	0.9215
DUSP5	1.15716666666667
PXDN	1.235
SLMO1	0.263
TNXB	0.108
BIRC7	-0.91175
A4GALT	0.703333333333333
TIMM22	-0.002
FAM110C	0.8445
TOMM34	-1.172
ABHD9	0.0765
ADAM32	0.744
CRHBP	1.6315
AQP2	0.251875
LOC130355	1.66475
ZNF187	0.309833333333333
ZNF816A	0.5435
F7	0.59275
CNOT1	0.0171
SLC13A4	0.63775
ZBTB11	0.1225
B3GALT5	0.68825
EXOC2	0.0673333333333333
IRS1	0.6744
TMEM1	0.072
MRPL34	-0.5355
SAMM50	-0.0695
CDC42EP3	-0.1045
HSF2	-0.316
MFN2	0.6295
TSPAN7	-0.342166666666667
NUCB1	0.153583333333333
RHOH	-1.06725
ARL16	-0.8235
TACR1	0.2105
SFRS5	0.224666666666667
SNX25	1.12475
RHBDF1	0.337666666666667
PCDH18	2.37416666666667
HMG1L1	0.079
MYO5C	0.62925
MAPK10	2.079
LDHAL6A	0.215166666666667
NUDT12	0.916166666666666
NCAM1	-0.160875
GLIS2	0.0435
GGTL4	0.668
DAPP1	1.48475
ATF7	1.092625
KIAA0748	-0.22175
NFIL3	-0.1425
TM6SF1	0.9782
SEZ6	0.155
NANOS3	0.4715
DNAJA3	-0.2445
CLDN6	-1.5795
CIITA	2.3586
EPHA4	-0.223
FANCC	-0.5775
CMTM3	1.2895
PSG3	-0.33475
MRPL15	-0.0305
C21orf59	0.0905
PLCXD2	-0.10375
C2orf34	0.533125
UBE2L6	1.252125
MED14	0.4614
HP1BP3	-0.0918
C6orf208	-0.5125
TPBG	0.74475
OSR2	0.784125
XPC	-0.430166666666667
KLHL7	-0.690833333333333
CCR3	-0.6568
AGTPBP1	-0.00066666666666667
PCSK6	0.774733333333333
STAT5A	-1.1275
FAM18B	0.45425
LONRF2	0.569
PTPN2	0.798875
SF3A3	-0.782
EFCBP2	-0.2955
HCFC1	-0.514166666666667
AHNAK	-0.1294
ACTR5	-0.41675
KIF14	-2.59385714285714
TENC1	0.95775
HEATR5B	1.11
YIPF2	0.404166666666667
MYEOV2	0.415833333333333
DUSP18	1.40975
KIAA1012	-0.0775
AHR	0.142666666666667
C17orf53	-2.148
PTPRH	-2.9075
ATP6V1C1	-0.2882
TAS2R3	-0.311
LOC440356	-1.20825
COQ10B	0.60975
PSMF1	0.623333333333333
SORBS2	2.43158333333333
NFE2L2	0.6105
TMCO7	-0.30875
SH3PXD2A	0.8626
SH2D2A	-1.0325
SPINK5	-3.28875
MRPS24	-0.7945
OPA3	-0.172875
TRAF7	0.691166666666667
C4orf35	0.0864
MT1G	-0.82325
MGC39545	0.72675
HS1BP3	0.4622
OR2B2	0.38
CHRM4	-0.5265
SFRP2	3.9735
RIC3	-0.35775
ART1	1.2445
C6orf1	0.371125
DUS4L	-1.504
C10orf104	0.37725
TNFAIP6	3.6015
RTEL1	-1.34075
CCT4	-1.1391
ZNF709	0.895
CHMP6	0.157666666666667
UPP2	0.26775
CYP19A1	-0.9135
CD151	0.0676666666666667
NDUFA13	0.343166666666667
ARFRP1	-0.646166666666667
FAM26B	1.912
CRYBA1	-1.868
MRPL41	0.305
NPFFR2	-0.898875
HRH2	0.12
SCAMP3	-0.3745
MTMR6	0.3204
MTG1	-0.634166666666667
UBTD1	1.3535
CRABP1	-2.6795
FLJ33790	0.6205
KIAA1908	-0.409666666666667
GPR158	-1.8225
PACSIN3	-1.008
OMD	4.31283333333333
CATSPER1	0.715166666666667
HOXB8	-1.982125
FBXO46	0.4865
OAS1	1.1425
SVIL	-0.18075
PHB2	-0.696
ADCY3	0.1905
NDRG2	0.641166666666667
ERMAP	1.0673
APBA2	-0.652833333333333
IGSF9	2.2945
WNT6	-0.8895
MYCBPAP	-0.98725
ATP2B2	-0.361
CPVL	1.0912
TRAM2	-0.291916666666667
NOP5/NOP58	-0.396
ZNRF4	-0.12275
TLK1	0.28675
MTMR12	0.415857142857143
ZNF384	-0.4695
FAM9B	-2.83325
RPN1	0.9923
PMVK	0.86125
EIF3D	-0.5305
SIX2	1.29025
HPS1	0.696214285714286
RNF7	0.74375
PSKH2	0.5355
KCTD13	0.0466666666666667
CSMD3	-0.7629
FBF1	-0.5065
IL8	-4.62175
SERPINB13	0.374833333333333
FBXL20	-0.41425
BLR1	0.1975
SH2B1	-0.653
RFNG	-0.278625
RAB20	0.974333333333333
RBM7	-0.148
POLR1A	-0.303
TMPRSS4	-3.27
TAF9	-0.30625
TERF2	0.165833333333333
TNFRSF1A	0.439583333333333
ACADVL	-0.424166666666667
GTF2H5	1.517
EDG8	-0.3455
C9orf140	-1.08375
UST6	0.228
ZBTB8OS	0.14125
ZNF710	0.652
GPR174	-1.5345
ATP6V0A2	-0.5275
KIAA0319L	-0.139083333333333
XKRX	-0.144
DOPEY2	1.8714
SDHD	0.1085
SUMF1	1.8425
OSM	1.84375
OPN3	-0.0665
DAGLB	-0.258833333333333
PPFIBP1	0.6112
TRIM63	-1.61775
C10orf53	-0.0595
LYPD3	1.04966666666667
BCL7A	-0.40075
AGER	-1.26633333333333
TCF19	-1.00175
SAT2	-0.172
PFTK1	0.946333333333333
GABRE	-2.621125
C15orf38	1.0511
FIS1	-0.3785
KCNV2	0.172
CLPS	0.2755
PPCDC	-0.81825
FOXN2	0.4085
NT5E	-2.5954
CD83	1.4205
IL18	1.555
VPS16	-0.01575
IGFBP2	-1.17733333333333
NOTCH2	1.1355
SIGLEC1	3.245875
CD93	5.5475
SULF2	0.62625
CEP164	-0.811
P53AIP1	0.151
TOR2A	0.0306666666666666
ZNF136	0.81925
MGP	2.4046
CCDC144A	0.350833333333333
TRPC1	-0.226833333333333
SMS	-0.848833333333333
MAPK7	-0.316166666666667
RRAGC	1.07025
PARD6A	-0.353666666666667
NUB1	-0.535666666666667
SYNGR4	-0.61925
OR11H12	0.1665
WIF1	1.01825
GCH1	0.7085
OR11H4	0.3725
SLC44A5	1.113
GPRIN2	0.0678333333333333
LOC401431	-0.2185
CPA4	-2.7844
MELK	-1.84411111111111
IL15RA	0.46875
CUL3	0.274875
HMBOX1	-0.3115
PODXL	-1.49775
CCT6B	1.23116666666667
COMTD1	-1.13075
MUC20	4.59283333333333
GPX2	-3.5115
ITK	-0.2875
FBXL5	1.52975
C13orf27	-1.21675
DEFA5	0.1515
TRHDE	0.4755
MTP18	-1.064
UQCRQ	0.8076
ITGB2	2.99608333333333
CSRP2BP	-0.09375
TAS2R44	0.1905
PHPT1	0.32075
FAM44C	-0.83175
ERH	-0.42775
MPHOSPH1	-0.755
MORC1	-0.5415
PARVB	-0.65475
LAMA1	-2.12808333333333
PGBD3	0.498
GIMAP6	4.36375
AREG	-3.28133333333333
LIPT1	0.20075
MGC99813	-1.43675
C1orf201	0.327333333333333
GRIN2A	-0.9422
MAN2C1	-1.40175
NSUN5	-0.90675
SF3B5	0.4725
MYC	-1.373875
NRXN1	-0.5165
ZNF18	0.24125
SPDYA	-0.385125
SLC37A1	1.472
DECR2	-0.26775
ANKRD38	1.9985
SPTLC3	-0.441
SUPT16H	-1.268375
DTWD2	1.27625
ULBP1	-0.4425
ZADH1	-0.057
OIP5	-2.74925
IL10RB	0.381666666666667
OTUB2	1.117125
VWA3A	-0.154333333333333
SPIC	0.808
OR6C4	0.053
PSCD4	1.4165
DPY19L2P2	-0.532
TRAPPC6A	0.831333333333333
C21orf2	-0.835
CEMP1	-0.9245
LIN7B	-0.138
E2F7	-2.67566666666667
VCP	0.213625
LAMA3	2.35158333333333
BGN	2.19225
GPR160	1.58666666666667
COCH	-4.355
GPR81	1.1135
APOBEC3F	-0.68225
tcag7.1017	-0.98775
C1orf32	0.2405
SCGB1D2	5.1415
FLJ43987	0.2585
C6orf170	0.40025
KLK9	0.382
GPD1L	1.95025
VPS37B	0.34975
ATG3	0.0996666666666667
ADAMTS17	0.2655
KLHDC2	0.146166666666667
NDUFV2	-0.58175
BLK	-2.905
MATN4	-0.9685
GPM6A	0.088625
GBP4	3.1035
TMEM162	-0.196666666666667
PKP2	-0.486
HRASLS	2.21877777777778
MMP1	-3.0635
SFXN3	-0.3148
FSD1	-2.16516666666667
ST6GALNAC3	-1.505
CA12	2.3856
NCOA6	0.27225
C19orf58	0.4405
PPP4R1	-0.1365
MAN1A2	1.32333333333333
IKBKAP	-0.9425
UPF1	0.226666666666667
KIAA1219	0.38825
WNT16	0.472333333333333
SNW1	0.128375
IL18RAP	3.159
RPP30	-0.0725
CDC40	0.209214285714286
SETD3	0.563
SLAMF6	0.87375
ELK4	-0.1605
TRIM47	0.323333333333333
ACOX3	1.412875
TRIM6	-0.375
KIAA0372	0.0601666666666667
TP53AP1	0.564125
SMURF2	-0.46825
ADAD1	0.00349999999999999
EBP	-0.8164
KRTAP13-2	0.021
FLJ36874	-1.156
TOR1A	0.198166666666667
P2RY4	-0.0535
GPBP1	0.39975
TRPV1	-0.537375
ADAMTS12	1.08283333333333
PES1	-0.4627
ATG4A	0.618833333333333
MAGEA10	-5.11125
WFS1	0.58475
CC2D1B	-0.358333333333333
PABPN1	-0.25075
SLC25A30	0.9225
SLCO1C1	1.02466666666667
SLC22A5	2.1115
KIF23	-2.80116666666667
SYN2	-0.482
ASPN	8.91566666666667
CENTG2	0.06325
QSOX2	-1.8698
FLJ10815	0.127833333333333
STK24	-0.157375
SPEG	-0.8326
STK10	0.745333333333333
DACT2	-0.8275
AAAS	-0.3025
SSX3	-1.150375
ABCD3	-0.2135
C4orf12	-0.060875
PARVG	1.78116666666667
FIG4	1.17075
C9orf46	2.00225
TMCO6	-1.1495
IGHMBP2	-0.5065
DUS2L	-0.611
FAM3C	-0.2319375
TMEM16D	-2.0765
DCTN4	1.12525
KCNH3	0.7565
EIF2AK2	0.78975
AP1S3	0.568125
CST4	0.317
PAM	0.28825
NUTF2	0.0245
CITED2	1.113
SLC39A4	-1.17425
C2orf52	-1.423
GRM3	-0.11125
C12orf49	0.30925
CCDC49	-0.8554
GRAMD1B	-1.241625
FNDC4	0.987
SIAH2	0.393875
GDPD4	0.2835
C21orf87	0.067625
ATP5A1	0.276
C16orf63	-0.72125
LOC388135	0.828666666666667
ATP5J2	-0.802
MMP3	-1.8795
EMID2	-0.0165
CRHR1	0.239
WDR70	-0.30575
C13orf31	2.4405
ZFAND1	-0.93375
CCL18	4.605
C3orf49	-0.087
RINT1	-1.037
KIAA0408	-1.4385
F13A1	4.8053
SLC10A1	0.0075
OGN	4.401
GIPC2	-0.5225
XPO6	-0.792166666666667
LCE1A	0.954
FMR1	-0.4477
LOC374920	-0.44675
DUSP3	0.27725
ANKMY1	0.039
C7orf50	-0.452
BBS9	-0.1186
UNC119B	-0.778875
C9orf72	-0.02925
MGC35440	-0.2405
ENTPD6	-0.027625
PPP1R2P9	-0.0476666666666667
ERCC4	0.53525
FAHD2B	-0.3845
HMHA1	0.021
HACL1	-0.12425
RAD23A	-0.613166666666667
FAM83B	-0.19275
PPP5C	-0.227166666666667
RNASEH2C	-0.435375
C9orf153	-0.0885
SCAMP4	0.94075
GHITM	0.2248
NDUFB7	0.2675
ADCYAP1	2.843
SP110	2.00933333333333
MAP3K7IP2	0.8195
DHH	-0.081
AGRN	0.5195
WDR33	0.00383333333333332
CEP290	0.947333333333333
PRPS1L1	-1.07016666666667
KLRA1	-0.661
GPR97	-0.083
CHD7	-0.496833333333333
TLR10	0.3515
SLC30A8	1.8215
HIC1	1.71766666666667
IAPP	-0.2685
RXFP4	0.04
GP1BB	-0.52925
SHQ1	0.448
NKX2-3	0.220166666666667
API5	0.02075
FTHP1	1.2755
MOV10L1	0.242666666666667
TRIM6-TRIM34	2.2
ADHFE1	1.29175
FAM117A	-0.80625
DDI1	0.016
CDON	0.468333333333333
TRIM73	-0.9125
IGKC	2.193
MMP14	-0.231333333333333
DYNC1LI1	1.217875
C11orf66	1.14675
TRBV3-1	-1.44925
FASTKD5	-0.03925
BIVM	-2.20225
LHX4	-0.06925
CXCL2	-0.1554
RAB2B	-0.997833333333333
IZUMO1	-0.7615
MAP3K15	-1.947625
FAM19A2	0.559666666666667
ZC3H8	-0.700666666666667
ZMAT1	1.247625
SPINK5L3	-3.71866666666667
SLC10A6	0.781
APPL2	-0.028875
CARD10	-0.382
LOC402176	-0.6465
EEF1D	0.989
RAB6A	1.3207
C12orf5	0.25325
PAPOLG	-0.11775
MSRB2	1.13325
BCR	0.392611111111111
PUS3	0.173
TIAM2	0.69975
ZNF317	0.000166666666666667
CHD2	0.376428571428571
FZD5	-1.25422727272727
NUDT8	0.21525
ZNF763	0.9285
PRC1	-1.66744444444444
ABCB9	0.106333333333333
SPATA3	0.42725
TRAK2	0.597625
STAB1	2.839
LRRTM2	0.317333333333333
psiTPTE22	-0.08275
DBI	2.48325
SERPINA11	-2.757
NAT5	0.0315
C20orf58	-2.35225
RPS6KA4	0.104666666666667
FLJ90650	1.29925
TGFBRAP1	0.0865
CHRDL2	0.678125
FAHD2A	-0.618833333333333
CNTN1	0.78325
BBS4	-0.549
TMEM181	1.67725
MINPP1	0.17925
MPHOSPH6	0.962916666666667
HOXC10	0.6875
ITPKB	0.789
CLPTM1L	-0.400875
MEOX2	1.837
ATP6V0C	1.30975
PRPF8	-0.947666666666667
TMC5	2.56525
FKBP3	-0.10675
PLEKHB2	0.607
OR4D6	0.2785
ZNF544	-0.0745
D2HGDH	-0.000874999999999997
RPL18A	-0.8338
HEL308	0.01825
MPP6	-2.43225
TCERG1	-1.5475
KRT16	-1.51483333333333
KLF17	-0.604
KLF5	-0.270125
CDR1	3.1235
VCX3A	-4.258
FBLN2	2.304875
C14orf104	-0.35525
