Hybridization REF	TCGA-BH-A0BM-11A-12R-A089-07
IFNAR2	-0.0105
CYB5A	1.5561
TLOC1	1.27825
NXF5	-0.669166666666667
NRBF2	0.7175
KCTD3	0.87375
ITGAE	-1.21433333333333
SLC30A3	-1.92766666666667
ZRF1	-1.124
IFRD2	-0.473375
XAB1	-0.201
PYCR2	-0.846833333333333
SERPINB3	-3.8635
TMLHE	0.3925
GEFT	-0.616
ABCA5	1.383625
EMR4	0.313
TSFM	-0.64225
HIST3H2BB	-1.77425
ARHGEF19	0.6985
TSPAN17	-0.893166666666667
ABCC8	2.271
MAP1S	-0.0933333333333333
C22orf36	1.091
BNC2	-1.27814285714286
HIST1H4A	-1.16375
NDUFS3	-0.511
WDR3	-0.371333333333333
XKR4	-0.301
TTC33	0.674714285714286
STMN2	2.35775
CPN2	-0.211333333333333
HSPC105	1.1395
PCOLCE2	-0.851
C3orf55	1.835
KLHDC9	1.09033333333333
TBC1D23	0.23225
ATXN2L	-1.2465
MAP2K3	0.40825
SCAP	0.0055
ZNF486	0.806333333333333
C20orf96	0.695
NARS	-0.32475
ADAMTSL1	-0.697071428571428
PRCC	-0.0663333333333333
CCDC126	1.69883333333333
ZNF675	0.82875
CALCOCO1	1.1325
ANKRD43	1.63425
CWF19L2	1.10766666666667
ZBTB32	-0.104166666666667
BRAF	0.42325
ODF4	0.106
MGC14376	-0.011
HORMAD1	-2.03716666666667
AAK1	0.238916666666667
PEBP1	0.7415
TNFSF5IP1	0.3455
DKFZp564N2472	0.3945
RMND1	-0.05
IGKV1-5	2.90075
COL1A2	-1.78408333333333
SERPINA5	-1.4935
AANAT	0.096
C19orf21	-2.11683333333333
GEMIN5	-0.1445
UBR4	-0.236333333333333
LTBP3	0.966666666666667
AMHR2	-2.09616666666667
PROCR	-0.5215
MYBBP1A	-0.92525
C20orf39	-3.11266666666667
ZNF697	-0.644375
PASK	-1.1267
ZNF776	0.642666666666667
RFXDC2	0.1545
KIAA0467	0.5615
C10orf96	-1.173
ZNF503	0.9935
GULP1	0.469
KCNE4	-2.36666666666667
DKFZp434K191	0.171125
LOC196913	0.0755
BHLHB4	-0.668
CH25H	-0.24225
LOC81691	-1.51733333333333
ALPL	0.872357142857143
COL12A1	0.26875
FOLR3	-0.691833333333333
GPR123	-0.268375
TRIM62	-0.171642857142857
ABLIM1	1.607
MAST3	-0.1
RHBDD1	0.323666666666667
LOC338809	0.3035
RYBP	0.72125
TTC26	-0.920375
ZNF22	1.3555
ISCA2	-0.24175
RDM1	-3.0625
PIGM	0.564
GNB3	-1.331
ACTR2	-0.0107
HMGB1	0.61315
EDG1	3.425
SOAT2	-3.49475
OR10AD1	0.231
RAP1GDS1	0.200083333333333
LCE1F	-0.024
ESM1	-1.821125
RCN3	-0.257
CREBL1	-0.96525
DBNL	-1.16083333333333
PTGER3	1.545375
USP30	-0.284166666666667
BCL2L12	-1.094
KIF26B	0.817
ZNF416	0.83425
ZNF225	0.6595
C17orf70	-0.93
ZNF554	0.9895
RAE1	-1.3735
TNIK	0.992833333333333
ACTN3	1.3225
MGC45922	-1.11
CCNA1	1.6815
RYK	1.58166666666667
IL26	-0.2755
LRP3	-0.526
QARS	-0.16275
SOX7	1.35285714285714
BID	-0.636
OR2S2	0.41
CXCL14	4.866
C11orf47	-0.4365
MGC29891	-0.467833333333333
HSPB8	1.7032
PRDM14	-0.945
NUFIP2	0.19125
MNAT1	-0.24625
ZDHHC2	-0.0736666666666666
MBNL2	1.389875
ADD3	0.4045
CSNK2A1P	-0.876
KLK6	2.3455
TMEM111	0.0365
KIAA1279	0.54075
NUBP2	-0.722833333333333
RAB42	-2.27325
ID3	-1.5335
TM9SF1	-0.118
MDP-1	-0.4155
POU4F2	0.55
IQCK	1.28475
C16orf14	-1.5485
CAPN3	-0.6595
FAM43B	-1.195125
RECQL	-0.7255
AP1G1	0.0557142857142857
CTNNBL1	-0.262333333333333
ECHDC1	-0.016
SMARCC1	0.0305
FOXQ1	-1.680375
GNAI3	0.305666666666667
POLG2	-1.5035
CD4	0.456375
ITLN1	-0.64125
EBI2	2.578
IRF1	0.141
PTPRE	2.3215
PTK2B	-0.2845
NXNL2	0.0105
SOX4	0.901722222222222
TSPAN3	0.2775
SH2D1A	-2.47883333333333
C8orf58	0.0243333333333333
USP20	-0.96425
DUSP22	-0.0348333333333333
CALB1	-1.97866666666667
L3MBTL2	0.897083333333333
MCRS1	-0.68825
TMEM118	-2.56233333333333
C18orf8	0.2175
FLJ10241	0.015875
GJA12	0.25
PKD1	-0.572833333333333
ZFP3	0.912
JAM3	0.468625
LAPTM4A	1.0212
DIRC2	0.18825
KIAA2022	0.794333333333333
MYOM1	2.184
TRPM8	-1.70133333333333
MOP-1	-0.5415
PHKG2	-1.417
ZNF650	0.7255
KIAA1522	1.377625
PSG8	-0.924
DDX19B	-0.3105
MOBKL1B	-0.21975
DIAPH2	0.188333333333333
PTPN12	0.00575
CLN8	0.0913
CRYZL1	0.3605
CRY2	0.873583333333333
FCGR2B	1.97016666666667
PNPLA4	1.526375
ZNF454	1.282
DKFZp434B1231	-0.36775
CLDN11	0.9945
RFWD2	0.177333333333333
CIB2	-0.660166666666667
MXRA8	2.6495
HRK	-0.80575
MAML2	1.24125
C4orf31	0.53075
C6orf192	0.566
COG6	0.292875
FAM5B	1.73025
NFATC1	1.2089
SEPT10	0.66925
SCYL1	-0.6196
RPP40	-1.24925
SCOC	1.2336
KIAA1450	0.7825
CTDSPL2	-0.43425
TBX5	0.906666666666667
NAPG	-0.478375
RHD	-4.008
C14orf45	1.71866666666667
ZBTB22	1.404
PLCG1	-1.154
ANKRD10	-0.53675
AQP7P2	2.4165
TAGLN2	-0.235166666666667
HTR2C	-0.851166666666667
SLC16A7	1.187
C17orf83	0.053
TSGA14	-0.50725
MDH1	-0.77475
PPP3R2	-0.192666666666667
DCBLD2	-1.05521428571429
RBM33	-1.018625
DPH3	-1.97175
SYT10	-0.346166666666667
FMO4	2.0395
THYN1	0.1115
DRD5	-0.7695
OTOR	0.312
PGRMC2	0.2466
KATNAL1	0.680625
PAQR6	-1.99825
UBE2I	-0.86625
C14orf28	1.04725
C8orf70	2.4645
FLYWCH1	-0.90975
ANGPTL3	-0.442
GLRX2	-0.6975
ATP11A	-0.781571428571429
ARL5B	-0.27725
MUC16	-1.53
SLC25A5	-1.26864285714286
ACRC	-0.14375
MYO1C	-0.051
FAM89B	0.821
FAS	1.57275
KIFAP3	0.70925
GLRA2	0.7115
BTN3A2	0.293
CNKSR3	0.421875
CSTF3	-1.49033333333333
ARPM1	1.1205
KIAA1530	-1.4555
C9orf150	1.49316666666667
PRKCI	0.63425
tcag7.1015	-1.5015
SOD3	1.485
ZNF574	0.37175
CYP21A2	0.28075
RPL12	0.95275
COMMD2	-0.2735
WIZ	0.17775
LOC344405	-1.39575
ALDH4A1	-0.839823529411765
CRYAB	4.13075
COPA	-0.282633333333333
PCDHGA7	-0.270833333333333
KIF11	-2.16433333333333
RASD2	0.318375
SLC26A3	1.755
ZNF175	0.901
JAKMIP2	-2.07975
C8orf4	0.399
PTHLH	1.7155
SLC40A1	2.522
OR7D4	0.3145
PCDHB17	-0.1775
CD36	4.59607142857143
C6orf203	0.7413
PRKG2	0.517
LOC400566	1.75175
ANAPC13	0.40675
SLCO3A1	0.44925
ZNF692	-1.794
FANCL	-0.786
SH3GLB1	0.535
C12orf61	0.4895
KBTBD6	1.33025
SUPT5H	0.111875
XRCC6	-0.6403
HUS1B	-0.1849
FAM133B	0.362214285714286
LOC728276	-0.1325
KCTD18	1.49225
SOS2	1.274
CCDC99	-1.65925
C1QTNF5	1.2565
NNAT	1.71033333333333
USP16	0.17525
LARS	-0.29125
ZBTB2	0.562
ABO	0.0115
TRAF3	-0.53825
GALNT5	-2.319
NAP5	1.672625
ALG14	0.239
KIAA0515	-0.305846153846154
WDR75	-0.5875
TEX261	-0.239
LY86	0.4735
LOC389072	0.0965
FLJ13611	-0.23975
MRGPRX2	0.1775
SNRPA	-0.779625
OR2G2	-0.035
GPRASP2	2.3915
C7orf42	0.5571
C9orf163	-0.5
CYP11B2	-0.014
FCRL3	0.141833333333333
PRDX1	-0.83125
FGB	-5.10616666666667
COX17	-0.454166666666667
C16orf33	-1.5035
PIWIL1	0.0875
FOLR1	0.284166666666667
KIAA0082	-1.67925
FREQ	-0.379166666666667
TMCC2	-0.687
TCF12	0.70575
ZNF721	0.761
FAM130A2	1.991
POU4F1	-2.08925
SNRPF	-1.496
SGIP1	1.77366666666667
ZNF641	0.850666666666667
EMG1	-0.13075
PRRG4	1.867
HIRA	-2.148
MYNN	0.624166666666667
AEBP2	0.269166666666667
TBXA2R	-0.459166666666667
ISL2	-1.29933333333333
PCDHB11	0.969
RNF144A	-0.325375
MARCH5	0.386625
DULLARD	-0.04
DCLRE1B	-0.139333333333333
ITGA8	-0.00325
TP73	0.328
PRKCD	0.78875
NDUFB4	-0.477
ATP13A4	2.0305
ANTXR2	-0.327333333333333
COL4A3	0.147666666666667
MYO10	-1.2788
SLC6A18	-0.18075
PEX1	0.16725
TMEM74	0.0118333333333333
RBM19	-0.1245
TAPBP	0.00895000000000002
RUNX1	1.267125
MID1	1.41408333333333
GPR64	0.320666666666667
RASEF	1.92025
GABRG1	0.117
MYO16	-0.27125
DBF4	-1.92083333333333
TSHZ2	4.628
RIPK2	-0.045
PPTC7	0.588
KIF4B	-2.066
LRRC31	0.079125
ZNF540	2.69625
EFNB3	0.438666666666667
LOH12CR1	0.14975
STON2	0.304333333333333
GLP1R	0.156
CSTF2T	1.140875
IREB2	-0.796875
GRSF1	-0.09775
PDCD7	0.212666666666667
LRRC43	0.476
CNR1	1.31933333333333
IL1F7	-0.231
C12orf64	0.088
FAM69B	-1.151
NR2E1	-1.51083333333333
MS4A6A	2.5116
FTL	-1.2023
C7orf36	0.20925
PCLO	1.3009
DYRK2	0.8675
ARIH2	0.24475
SAMD7	0.7745
SCNN1D	-0.745
SLC32A1	-0.528
C22orf25	-0.887333333333333
MRPS18A	-0.3385
GPR112	0.403
EARS2	-0.22525
ERN2	-0.548
ATPBD3	-0.310833333333333
PRH2	-0.03
CDKN2D	-0.889833333333333
PGLYRP2	0.102
TRIM40	0.0695
SEC14L3	0.5835
SLC22A1	0.21625
BTN2A3	-0.3395
RASA4	0.1915
CCNL2	-1.10366666666667
MYBPC3	0.069
GJA4	2.7695
CDC42SE1	0.025
TRPV2	-2.232
MYPN	-3.2515
SIM1	-0.031
CDADC1	0.8335
ZFHX4	0.28775
NIBP	0.1855
ADAMTS19	-1.8575
ABTB2	-1.1065
TSPYL2	0.26475
EIF2S3	-0.1342
SOX30	-0.1505
AP2A1	-1.031
DKFZP564O0523	1.44833333333333
LOC285398	0.1515
CDH18	-4.3915
CHL1	4.16775
GATS	-0.2322
TBC1D2B	-0.171666666666667
OR1J1	-1.0455
GSN	3.09233333333333
DPCR1	0.210125
GARNL4	-0.291333333333333
SMARCA5	-0.50725
PLEKHG3	1.1845
ZBTB45	0.544
FRMD6	1.60383333333333
PLS1	0.297
DGKZ	-0.160166666666667
EFNA1	1.5439
WDR85	-0.793375
ANK2	0.3045
PAGE4	-0.760166666666667
SENP6	1.60583333333333
AKR7A2	-0.119333333333333
FKBP10	-2.87725
VEGFC	-1.854
LARP1	-0.37075
SRBD1	0.3235
ITGB6	3.30525
SLC1A2	-0.863214285714286
INVS	-0.881166666666667
MPO	0.62025
MOBKL3	0.2303
CUTL2	0.8345
KLK2	0.148
VIM	0.22675
REG1B	-0.2224
PCDHGC4	0.72825
C3orf34	-0.298833333333333
SUMO3	-0.0298333333333333
CST9L	1.433
MLL4	-0.47875
SPR	0.728
SAMD9L	0.5395
ABCE1	0.00224999999999999
SUPT3H	-0.100333333333333
ACTBL1	-1.04325
ADAMTS4	-0.1995
SLIT3	2.66625
RHEBL1	-1.213
NPM2	0.277
MAN1C1	0.158875
KIAA1856	-0.130416666666667
HSPA6	0.5235
LOC388152	-0.1215
C10orf140	2.52425
ZDHHC12	-1.2405
LIN7A	-0.181
PHC2	0.342
SPHK1	-0.00275
TRIM26	0.4465625
FAM83E	-0.299
C18orf24	-2.25716666666667
ZNF578	0.462166666666667
ORAI1	-0.7295
RUVBL1	-0.889583333333333
C7orf20	-0.904666666666667
APAF1	-0.4015
SLC36A4	-1.1765
MYH11	4.49016666666667
NEK1	0.7655
MPP2	-0.227
C12orf24	-2.393
TNK2	-0.0845
ZNF289	-0.46375
MATN3	-2.59871428571429
IFNGR2	0.855833333333333
ITPR1	2.358875
EBF3	3.2526
TBC1D20	-0.6164
OR10P1	0.056
DDAH2	1.325
SHPRH	0.768625
STX7	-0.064
LOC554248	-1.891
BCAR1	-0.112
ATXN3	0.1265
TRIM27	-0.77075
CDC42EP2	0.2925
CHP	0.170071428571429
SOX17	1.302875
ZNF259	-0.845333333333333
CHCHD1	-0.068
ZDHHC19	0.267
GBP2	3.568
GARNL3	1.363125
MRC2	-0.4415
C1orf52	0.10225
AOF2	-0.077
LRPPRC	-0.522
ACVR1C	2.662
TM4SF18	3.84533333333333
TMEM169	-0.136833333333333
PPP1R16A	-0.1855
EBF1	1.58233333333333
RRS1	-0.174666666666667
SNX2	0.02025
OR2T2	0.5945
RBX1	-0.36425
ANKRD54	-0.105166666666667
TSNAX	0.0586666666666666
TMEM83	-1.4975
ZBTB7A	0.733
ATM	-0.4095
LOC338328	2.53166666666667
TIE1	0.855666666666667
HIST1H3G	-0.166833333333333
PASD1	-4.17966666666667
TINAG	-0.01725
PCDHAC2	0.0735
LRRC15	-2.117375
WBSCR17	-0.009
TFF2	-0.695
PARP2	-0.65325
NDFIP2	-0.390375
PCDHGB2	0.6525
WDR60	0.054
MAP7D2	-1.1947
USP45	-1.29125
GSDML	-0.20975
TNS1	0.5547
PLCD4	0.099
IQCD	-0.4515
SMPX	1.00275
CD9	1.16916666666667
SRGN	0.2815
CASP7	1.239375
INOC1	0.3375
DKFZp451M2119	-0.322875
VMAC	1.226
USP53	1.278
CAMK1G	-0.543875
TMEM106A	-0.2005
CDC20	-3.0701
ACSL5	0.563166666666667
CBWD5	-0.154875
C1orf87	-0.661666666666667
KIAA1274	1.11225
PRUNE2	0.192071428571429
LYPLA2	-0.977666666666667
DOK6	-2.58133333333333
GPR149	0.08525
FAM30A	0.8835
TMEM129	0.32175
SLC35B3	0.79525
ACPP	0.1598
LOC200261	-0.374
SLC4A7	1.7125
CCDC40	1.3775
GART	-1.344375
THOP1	-1.67775
SCARB1	-0.87025
CACNA1F	-0.26275
TRIAP1	-0.2155
SYT14L	-0.4105
SFRS8	-0.0273333333333333
PBOV1	0.25725
GOLSYN	2.2455
GJB7	-0.2845
CAMK2N1	0.36925
GREM1	0.396083333333333
FLJ20433	0.5595
QPCT	-3.90875
PRKAG2	1.58466666666667
H2AFX	-1.906125
C6orf154	0.459
PLOD3	-1.4335
ZBTB39	0.2425
WASF3	0.785583333333333
DRG1	-0.0515
PRR4	0.4475
SPCS1	-0.9285
KDELR3	-1.44066666666667
SRP19	-0.439166666666667
GABRA6	0.18175
MFSD1	0.72525
MMEL1	0.4505
PDXDC2	-0.2599
BUB1	-5.34566666666667
RNF138	-0.164375
MYLPF	-0.415666666666667
AIF1	0.638666666666667
DYNLRB1	-0.2649
HCN3	-1.768
HIST1H2AI	-1.5405
MAP4K5	0.932833333333334
LASP1	0.340125
LOC130951	0.536
PLAA	0.791375
KRT6A	2.016
C6orf117	1.0025
ARHGAP23	-0.282
PTF1A	0.4845
GPHA2	-0.48
LCE3B	-0.2525
MCL1	-0.0126428571428571
EHBP1	-0.343916666666667
PRNP	0.546625
ZSCAN1	0.05875
C1orf113	-0.910333333333333
FOXA3	-2.318125
NEB	1.21875
ASGR1	-4.87766666666667
CTGF	0.504833333333333
RAB17	0.175333333333333
MST101	0.917
JARID1B	1.1861
USP37	0.4021
PTBP1	-1.27283333333333
PTPN7	-1.36516666666667
CDC7	-2.11866666666667
SNX7	0.609
ZNF335	-0.39575
CPT2	-0.994
HEATR1	-1.055
HSPC152	-0.326125
C5orf40	-0.00975000000000001
PSME1	-0.0641666666666667
STAG3	-2.19275
TMEM154	1.0435
KLHL32	0.258333333333333
TSGA10IP	-0.644
SUV420H2	-1.0305
SF1	0.0674
2'-PDE	0.2339375
PNLIPRP2	-0.613
TRSPAP1	-0.26775
NUP210	-2.144
ANP32C	-0.112833333333333
RAB11B	0.164166666666667
ASB15	-0.0505
ITGB3BP	-1.49525
UBASH3A	-0.7215
YWHAB	-0.161875
TPRX1	-0.38425
LY6G5C	-0.0605
SLC7A2	-1.2695
CLK1	1.2247
HSD3B7	-0.508
VDR	3.05875
C16orf74	-0.26
ACE	0.247
PSMA2	-0.288
CCDC131	0.107125
ZNF213	0.308333333333333
EML2	-0.1465
ALS2CR13	-0.109666666666667
GLYATL1	0.471
DSPP	-0.253
DHFRL1	-0.74325
C10orf30	1.12333333333333
SH3RF2	0.7845
LOC197322	-0.716166666666667
DLL3	-1.377
TIGD7	0.936
GFRA3	0.2655
CPA1	1.1695
RTN4	0.343166666666667
PPT2	-1.28533333333333
FASLG	2.58508333333333
FOXP4	0.447375
RPL26	1.0173
GNL3L	-1.36966666666667
FMR1NB	1.8095
CD163	4.069
SGPP2	1.8235
GIMAP2	1.61925
CD37	0.0901666666666667
DPT	3.86016666666667
NBLA00301	1.167
RGS5	2.91633333333333
C9orf4	-0.541
ACTL8	-3.84016666666667
PRKAR2B	-0.271625
OPLAH	-0.192166666666667
C20orf134	1.29375
SPACA5	-0.14
TBL1X	-0.6405
TSPYL3	0.032
CHCHD3	-1.33275
CRKRS	-0.449666666666667
GPR65	3.4705
DFFA	-0.60325
FUT1	0.75425
C6orf204	0.843833333333333
TMEM51	0.55325
ZNF580	-0.16325
CMTM2	-0.07975
C20orf200	-0.151
EZH1	1.01733333333333
FDX1L	-0.622875
MRPL32	-0.12575
PCAF	-0.1461
ALOX15B	2.199
CD59	1.5395
CDK9	0.132625
ERP29	0.512166666666667
TTR	-6.1425
BCMO1	-0.324
DDIT4	-1.9224
PTGDS	2.15125
C3orf63	0.143
BST2	0.693125
CYP1A2	-0.34
C5orf25	-0.033
STX1A	-1.36852941176471
OR2A12	-0.3615
SH3BP5L	-0.4945
SERINC5	-0.610625
USP6	-0.6805
MRPL3	-0.361166666666667
POMP	-1.124875
INPP4B	0.37425
GMPPB	-0.6965
EAPP	0.927
AHSA1	-0.2375
ABCA11	0.8715
SLC5A6	-0.076
HIVEP2	1.03725
SUMO2	0.538125
KIAA1822L	-1.732
C11orf67	0.9475
TXK	-0.502875
PHCA	0.3489375
ICAM4	-2.39233333333333
FPGS	-0.661166666666667
SNRPA1	-1.77925
KCNJ4	-0.6155
KIF6	0.4148
HIST1H2BG	-2.1085
SLC5A5	-0.00199999999999997
ZNF354B	0.0695
IL12RB2	0.59975
C11orf76	-0.361666666666667
GAL3ST2	0.0095
AIFM2	-0.142375
SYNC1	-0.145
UBL3	0.610625
PIK3CG	-1.5285
NLN	-0.6406
BCORL1	0.75075
CD5L	0.06825
ZNF238	0.6595
KIAA1394	-0.39825
C16orf55	-1.106
CYP3A7	-1.3585
KRTAP3-1	-1.5115
TFDP1	-0.918833333333333
MND1	-4.06225
NODAL	0.265
GTPBP4	-0.95125
TUBGCP2	0.20325
SLITRK5	-0.7455
CIC	0.90675
CD79A	-0.2475
SAMD14	-0.445666666666667
TNPO3	-0.7275
OR10G3	1.526
OR10G8	-0.0125
CCDC111	-0.1525
HOXC9	0.53575
DCUN1D1	0.656416666666667
CYB5R1	1.24325
TSR2	0.3565
DAB2IP	1.446
SLC6A5	-0.121
RAB3D	0.142
DCUN1D4	-0.439833333333333
ERBB3	0.1885
SDC1	0.734333333333333
ATP6V1H	0.101666666666667
SYK	0.643
ST20	-0.888
C13orf30	4.6065
WDR40A	0.503
ADMR	0.4245
LOC388335	2.77275
ACSM1	1.835
TDG	-0.348416666666667
FLJ11235	-0.06225
MRPS5	-0.544
AGPAT2	-0.404833333333333
SLC12A1	0.36525
CYP27A1	-0.32625
THAP7	-1.2825
XPO1	-1.06941666666667
ALMS1L	0.464166666666667
C1orf2	-0.360875
ZNF777	0.168333333333333
CAMK2A	-0.0786666666666667
SMC1B	-0.144625
IHPK2	0.876666666666667
LEMD1	0.03125
NKD2	-1.1425
CLU	1.42878571428571
ARMETL1	1.351
PABPC4	-0.65775
CXCL12	2.41833333333333
TFAP2C	2.7501
TTTY8	-0.062
ABCB10	-0.9144
ENDOD1	1.66833333333333
IDI1	-1.59
KCTD6	0.684166666666667
CCDC105	0.5115
ULBP2	-1.49333333333333
ZDHHC5	0.0535
WNT8A	0.2165
COMMD10	-0.1955
KLHL12	-0.295125
GPR50	0.1445
NR5A2	0.120625
OXGR1	2.19933333333333
EHD3	1.5775
CAPRIN2	-0.631375
KLRC3	-3.4595
SF3B1	0.117285714285714
IPO7	-0.7505
ALDH1A1	0.627333333333333
ANKRD5	-0.091375
TSNARE1	0.125
DDEFL1	1.365
RNASEL	1.3855
DNAH9	0.24075
HELLS	-2.2205
TNS4	3.7015
NAV1	-0.6959
KIAA1409	0.587
C20orf26	1.03166666666667
TUBG1	-1.8595
IRX2	4.50575
CNGA4	-0.363
MGC50559	1.03866666666667
OR4K17	0.154166666666667
TM2D2	0.670333333333333
FAM32A	-0.2015
TXNDC14	-0.39125
CCBL1	-1.4885
ANK1	-2.5653
PRSS23	-2.364125
PPM1L	0.1575
SPATA20	-0.2715
APCS	0.0205
C14orf122	-1.74516666666667
PSMB5	-0.7105
C6orf10	-0.059
SETDB2	0.799333333333333
SPNS3	-0.79325
SGMS2	0.916333333333333
MXD3	-1.7835
MON2	0.4014
CARTPT	0.27525
HNF4A	-1.02833333333333
RABEP1	0.6132
TNFRSF10B	-1.11825
USH1G	-0.204
PPAP2B	0.000166666666666664
TMEM16K	-0.138
CTDSP1	1.17716666666667
CDK5R1	-0.5845
GABRR1	-0.198
OPN1LW	-0.2475
FAM98C	0.527375
DBN1	-0.83475
ACAD10	-0.80275
QTRTD1	-0.44125
WNK3	1.107
RPS19	0.1835
C1QB	2.19625
OTUD5	-0.39975
SLC41A2	-0.0978333333333333
TMEM22	-1.28666666666667
KHSRP	-1.1565
TNFRSF11A	-0.283333333333333
FBL	0.282833333333333
IBTK	0.069
OXER1	-0.082
CBLN4	0.259375
GPR172B	0.709666666666667
CFTR	-0.00125000000000001
VSX1	3.7165
CAMK1D	0.068
LOXL3	-3.0275
RTP4	2.224
SLFNL1	0.0925
KIAA0828	-0.65525
PAR5	-0.762
LOC723972	-0.05825
GDI2	0.35525
CEBPA	0.0488
MLF2	-0.3765
AFMID	-0.03425
ALOX12B	-0.25225
BPHL	-0.0915
COX5B	-0.477
S100A10	-0.6582
THOC6	0.31475
NHN1	-0.71275
RRP12	-0.749833333333333
ARID3B	-2.30175
CD3G	-0.719333333333333
KIAA0133	-0.349
NAT11	-1.26383333333333
PPAT	-1.073
SIRT3	0.5762
TCERG1L	0.17175
NIPA1	-0.3333
DPP8	0.3085
IL7R	1.99016666666667
ZFP64	-0.0575833333333333
DMAP1	-0.0443
TRMT12	0.66025
TLR4	1.8215
WFIKKN2	-0.0855
RAB12	0.0248333333333333
DDX51	-0.277166666666667
KIAA1086	-1.93925
ZNF295	0.315666666666667
ACVR2B	-0.394928571428571
LOC494150	-1.068375
ZNF517	-0.4455
DNASE1L2	-2.42716666666667
SUFU	0.491083333333333
LOC283677	-0.134
LMO3	0.810833333333333
PPP2R5D	-0.418
ZNF587	-0.866
HIST4H4	-0.07825
CYP2C8	0.47375
C1orf80	0.510666666666667
DOCK5	-1.13166666666667
C9orf24	0.478
OR5AR1	0.3645
C11orf24	-1.244
UNQ1940	-0.39525
CAP2	0.857666666666667
TIMM44	-1.55325
DSEL	-0.1234
ROM1	1.233
FBXO4	0.538
MYLC2PL	-1.71175
MLH3	0.7251
NOX1	0.295833333333333
DPEP2	0.57625
DNAJB5	-0.30625
RLTPR	-0.219
MBIP	0.751166666666667
COPB1	-0.205166666666667
SFTPA1B	-0.516
C10orf4	0.499
PRELID1	-1.1025
NOLA1	0.039
C19orf24	-0.8665
TLR9	-1.434
HLA-DMA	2.48858333333333
HCRP1	-1.3375
GPR137	-0.622666666666667
ITGA11	-1.05333333333333
PHF13	1.09033333333333
MARK4	0.266333333333333
METTL4	-0.41675
MBD3	-0.8774
LOC134145	-0.234125
FGF3	0.15325
SLC35A3	0.3685
CLEC16A	0.322
AMOTL1	0.184666666666667
FLJ31438	-0.00999999999999999
PAICS	-1.577375
TOMM40L	-0.167666666666667
MMD	-0.62025
KLK10	2.8409
NIT2	-0.43
SERPINB10	0.62
KLF15	0.3117
CCDC5	-1.19275
WSB2	-0.23825
ME3	1.139875
CACYBP	-0.885916666666667
TCTN2	0.8325
JAK1	1.1655
C2orf25	-0.1045
GPD2	1.3155
FBXL11	0.530166666666667
CDV3	-0.316166666666667
GALNT11	0.821125
NDUFA12L	-0.8378
FLOT1	-0.849642857142857
TOR1AIP2	-0.3585
MMP25	-0.247
C1orf164	0.4277
CHST5	-0.048
LYRM4	-0.02205
GPER	-0.54775
HIPK2	1.2555
DAP	-0.4407
ZMIZ1	0.496666666666667
DDX58	0.570125
DCC1	-1.86525
AKT1	-0.656375
ENPP6	1.83233333333333
ERVWE1	-0.504166666666667
CDC34	-0.96825
RNF125	0.571
CASC1	2.599
SHROOM2	-0.212
RRM2B	0.0461666666666667
COL6A3	-1.0915
TMEFF1	-1.61875
PLEKHA4	2.1956
LYSMD1	0.764666666666667
SEPT1	-0.704166666666667
AOF1	0.051
GNPAT	-0.38225
WDR18	-0.72075
HSD17B12	-0.3105
HIST1H2BM	-1.55966666666667
INDOL1	-0.333
SUDS3	1.0585
C1orf192	-0.549
CYP2B6	-0.544
TBC1D2	1.73283333333333
SLC25A12	0.356375
ERCC6L	-2.92083333333333
MGC10814	-0.729666666666667
POLR2C	-0.708
ZNF77	0.0933333333333333
EIF3K	0.4624
HPX	0.3095
ANKRD27	0.082875
MALAT1	-0.778875
PLB1	1.47033333333333
HRNBP3	-1.106
CPSF4	-0.609
OR52N2	0.131
PIP5KL1	0.14025
GH1	0.18275
HPS5	0.88075
SLFN5	1.33175
POP5	-0.465166666666667
OVOS2	-3.05366666666667
C20orf108	0.501125
MARS	-1.76575
CLRN3	1.075
ARSE	-1.00166666666667
PPIE	0.308
PHACS	0.917
GP5	0.3805
IL8RB	0.829666666666667
FCRLA	-1.672625
ARRDC1	-0.4047
KRTAP9-4	-0.274
ZNF613	1.048
OR11A1	-0.045
TMEM132B	-2.1675
PGLS	-0.1935
BSND	-2.12783333333333
KCNK18	0.1095
FOXD4	-0.068
SV2C	1.817
LCN2	2.14383333333333
ZNF490	0.7127
C3orf15	2.3299
CACNA2D4	-1.22333333333333
CBX5	-0.88175
MAGEB4	0.4135
BOLA1	0.3885
PPP2R5E	0.12775
COL5A1	-1.73975
ASB7	-0.4105
SFT2D1	-0.43925
DERL1	-0.5472
RABL2A	0.903833333333333
MOAP1	0.29425
KIAA1545	0.1265
F3	2.54575
PLEKHM2	-0.85625
CCDC89	1.88333333333333
EFCAB1	3.997125
TMEM48	-2.13225
SEPHS2	-0.52875
PYGM	0.1455
PRICKLE1	1.6245
WNT5B	0.57425
TAS2R38	0.399
IMP5	-0.26525
KHDRBS1	0.0409
LARS2	-0.806666666666667
C3orf28	-1.505
FTCD	-3.8815
C10orf68	0.176333333333333
DGAT2L3	-0.022
PSEN1	0.28475
MGC33657	0.168333333333333
PLA2G4B	0.916833333333333
CDKN2A	-2.82816666666667
DLX1	-2.67825
TSHB	-0.526
C18orf37	0.449
MEX3C	0.88475
MAMDC2	3.2145
PDIA4	-0.954583333333333
ATP5E	-0.64925
CASP2	-0.0859285714285714
