Hybridization REF	TCGA-AN-A04D-01A-21R-A034-07
SH2D1A	-4.55816666666667
C8orf58	-0.5135
USP20	-1.30875
DUSP22	-0.33825
CALB1	-2.71266666666667
L3MBTL2	2.08925
MCRS1	0.263
TMEM118	-0.291666666666667
C18orf8	1.083
FLJ10241	-0.195875
GJA12	0.89175
PKD1	-0.292333333333333
ZFP3	0.3745
JAM3	-2.54325
LAPTM4A	1.3537
DIRC2	1.29575
KIAA2022	3.363
MYOM1	-0.755333333333333
TRPM8	-2.563
MOP-1	0.933
PHKG2	-0.506875
ZNF650	0.916
KIAA1522	2.22325
PSG8	-1.58083333333333
DDX19B	0.288
MOBKL1B	-0.7365
DIAPH2	-0.946
PTPN12	-0.57425
CLN8	-0.8127
CRYZL1	-0.583166666666667
CRY2	-0.23775
FCGR2B	1.793
PNPLA4	-1.59875
ZNF454	2.1755
DKFZp434B1231	-0.25125
CLDN11	-0.118
RFWD2	1.803
CIB2	1.32083333333333
MXRA8	0.51375
HRK	1.08525
MAML2	1.266
C4orf31	-2.428
C6orf192	-3.29175
COG6	0.224375
FAM5B	-0.25
NFATC1	-1.9947
SEPT10	-0.7175
SCYL1	-0.3722
RPP40	-0.33875
SCOC	0.3644
KIAA1450	1.0285
CTDSPL2	-0.88175
TBX5	0.779833333333333
NAPG	-0.011875
RHD	-5.5075
C14orf45	-0.2185
ZBTB22	0.5165
PLCG1	0.034
ANKRD10	-0.808
AQP7P2	0.236
TAGLN2	0.7875
HTR2C	-1.6405
SLC16A7	-1.75516666666667
C17orf83	0.065
TSGA14	-0.549666666666667
MDH1	0.19725
PPP3R2	0.0676666666666667
DCBLD2	-0.921357142857143
RBM33	-0.7365
DPH3	-2.047
SYT10	-0.8535
FMO4	2.415875
THYN1	-0.10725
DRD5	-1.573
OTOR	0.5465
PGRMC2	0.1242
KATNAL1	0.79975
PAQR6	-0.40925
UBE2I	0.37775
C14orf28	-0.1395
C8orf70	1.6525
FLYWCH1	0.016875
ANGPTL3	-1.21675
GLRX2	0.671833333333333
ATP11A	0.887214285714286
ARL5B	0.8485
MUC16	-1.231
SLC25A5	-0.725142857142857
ACRC	-1.103
MYO1C	-0.4705
FAM89B	2.07583333333333
FAS	-0.40725
KIFAP3	1.81675
GLRA2	0.0940000000000001
BTN3A2	-1.0254
CNKSR3	0.437625
CSTF3	-0.195666666666667
ARPM1	1.6475
KIAA1530	-1.7535
C9orf150	1.93966666666667
PRKCI	1.128
tcag7.1015	-1.25025
SOD3	-0.75775
ZNF574	0.80725
CYP21A2	-0.92475
RPL12	-1.03375
COMMD2	0.10475
WIZ	0.75225
LOC344405	-2.407
ALDH4A1	-1.49317647058823
CRYAB	3.4865
COPA	0.6968
PCDHGA7	0.744166666666667
KIF11	0.383666666666667
RASD2	3.339125
SLC26A3	-0.3335
ZNF175	-0.0295
JAKMIP2	-3.55275
C8orf4	-0.671166666666667
PTHLH	-1.063
SLC40A1	1.2035
OR7D4	0.664666666666667
PCDHB17	2.1115
CD36	0.0152142857142857
C6orf203	0.6466
PRKG2	-0.056
LOC400566	-0.218
ANAPC13	0.35075
SLCO3A1	-0.56025
ZNF692	-0.3495
FANCL	0.1205
SH3GLB1	1.05725
C12orf61	-0.118
KBTBD6	0.492
SUPT5H	0.352125
XRCC6	-0.2269
HUS1B	-0.0138
FAM133B	0.394357142857143
LOC728276	-0.669
KCTD18	0.637
SOS2	1.15466666666667
CCDC99	0.1015
C1QTNF5	2.196
NNAT	0.0491666666666667
USP16	-0.333
LARS	-0.126875
ZBTB2	1.167125
ABO	0.0868333333333333
TRAF3	-0.7035
GALNT5	-3.5035
NAP5	-1.430625
ALG14	0.174666666666667
KIAA0515	-0.223423076923077
WDR75	-0.255666666666667
TEX261	0.433583333333333
LY86	-1.1825
LOC389072	0.6305
FLJ13611	-0.93175
MRGPRX2	0.3315
SNRPA	0.121
OR2G2	0.331
GPRASP2	0.13725
C7orf42	0.5266
C9orf163	-0.117
CYP11B2	-0.0685
FCRL3	0.5715
PRDX1	0.8815
FGB	-7.36766666666667
COX17	1.04033333333333
C16orf33	0.03
PIWIL1	-0.0801666666666667
FOLR1	-1.56766666666667
KIAA0082	-0.19325
FREQ	0.385666666666667
TMCC2	1.948
TCF12	0.170333333333333
ZNF721	-0.5575
FAM130A2	0.65975
POU4F1	-2.1915
SNRPF	0.2565
SGIP1	0.5865
ZNF641	1.755
EMG1	-1.00625
PRRG4	1.572
HIRA	-2.693
MYNN	1.1135
AEBP2	-0.243166666666667
TBXA2R	0.148333333333333
ISL2	-1.5375
PCDHB11	2.5895
RNF144A	0.539625
MARCH5	1.478125
DULLARD	-0.923833333333333
DCLRE1B	0.234833333333333
ITGA8	-0.1045
TP73	0.562
PRKCD	0.37625
NDUFB4	1.33875
ATP13A4	1.014
ANTXR2	-2.3745
COL4A3	-0.546166666666667
MYO10	-1.377
SLC6A18	0.4785
PEX1	0.20725
TMEM74	2.136
RBM19	-0.0725
TAPBP	-0.7124
RUNX1	-0.922125
MID1	0.540333333333333
GPR64	4.4055
RASEF	2.16275
GABRG1	-0.242875
MYO16	-1.20625
DBF4	-0.499
TSHZ2	1.36575
RIPK2	0.538
PPTC7	-0.079
KIF4B	0.163
LRRC31	0.17175
ZNF540	1.07525
EFNB3	-0.521333333333333
LOH12CR1	-0.406625
STON2	-0.494166666666667
GLP1R	0.77975
CSTF2T	0.255625
IREB2	-0.853625
GRSF1	0.30675
PDCD7	0.722833333333333
LRRC43	0.7825
CNR1	-0.487333333333333
IL1F7	-0.499
C12orf64	-0.98175
FAM69B	-0.26025
NR2E1	-2.0685
MS4A6A	1.0275
FTL	-1.4215
C7orf36	0.26725
PCLO	1.0078
DYRK2	0.567583333333333
ARIH2	-0.8025
SAMD7	0.9015
SCNN1D	-1.27975
SLC32A1	-1.3295
C22orf25	-0.645166666666667
MRPS18A	-0.1617
GPR112	-0.2735
EARS2	-0.19725
ERN2	0.751
ATPBD3	0.457166666666667
PRH2	-0.037
CDKN2D	1.07016666666667
PGLYRP2	2.2065
TRIM40	0.63925
SEC14L3	-0.2335
SLC22A1	-0.13875
BTN2A3	0.3825
RASA4	-0.69625
CCNL2	-1.88733333333333
MYBPC3	0.551
GJA4	3.50375
CDC42SE1	1.91375
TRPV2	-2.502
MYPN	-4.6277
SIM1	2.59
CDADC1	-2.819
ZFHX4	-1.2395
NIBP	1.26916666666667
ADAMTS19	0.384
ABTB2	1.3555
TSPYL2	-0.141875
EIF2S3	-0.716
SOX30	0.92925
AP2A1	0.2755
DKFZP564O0523	-0.077
LOC285398	0.329
CDH18	-5.24075
CHL1	0.661625
GATS	0.0801
TBC1D2B	-0.350166666666667
OR1J1	0.085
GSN	-0.00900000000000001
DPCR1	0.332
GARNL4	-0.768833333333333
SMARCA5	0.321
PLEKHG3	-0.203166666666667
ZBTB45	0.3755
FRMD6	-0.658833333333333
PLS1	0.3775
DGKZ	1.06083333333333
EFNA1	2.1302
WDR85	-0.832125
ANK2	-1.048
PAGE4	-0.997
SENP6	0.749166666666667
AKR7A2	-1.10533333333333
FKBP10	-3.1055
VEGFC	-2.3135
LARP1	0.4155
SRBD1	-0.57475
ITGB6	2.627
SLC1A2	-0.6095
INVS	-1.45766666666667
MPO	1.68025
MOBKL3	-0.1474
CUTL2	-2.903375
KLK2	-0.115
VIM	-1.98725
REG1B	0.0596666666666667
PCDHGC4	0.30575
C3orf34	0.489833333333333
SUMO3	0.261833333333333
CST9L	-0.95175
MLL4	0.12075
SPR	-1.624
SAMD9L	-1.8335
ABCE1	-0.44875
SUPT3H	-0.595166666666667
ACTBL1	-2.29525
ADAMTS4	1.25133333333333
SLIT3	2.38025
RHEBL1	0.17375
NPM2	1.00225
MAN1C1	-0.757875
KIAA1856	0.821083333333333
HSPA6	-0.79375
LOC388152	0.6435
C10orf140	1.0775
ZDHHC12	-0.7145
LIN7A	-1.1044
PHC2	1.16991666666667
SPHK1	2.88775
TRIM26	0.3565625
FAM83E	-0.2405
C18orf24	-0.1505
ZNF578	0.103666666666667
ORAI1	0.66775
RUVBL1	-0.531416666666667
C7orf20	-0.272166666666667
APAF1	0.4745
SLC36A4	0.669
MYH11	4.4725
NEK1	1.0344
MPP2	1.0405
C12orf24	-3.177
TNK2	0.5976875
ZNF289	-0.5665
MATN3	-4.53342857142857
IFNGR2	-0.201333333333333
ITPR1	-2.549
EBF3	2.1383
TBC1D20	0.0612
OR10P1	0.562
DDAH2	2.05075
SHPRH	0.92325
STX7	-1.4925
LOC554248	-1.36125
BCAR1	0.3915
ATXN3	-0.423333333333333
TRIM27	-1.04025
CDC42EP2	-0.132
CHP	-0.509571428571428
SOX17	1.783
ZNF259	-0.5305
CHCHD1	0.807125
ZDHHC19	0.341
GBP2	-0.2555
GARNL3	1.683875
MRC2	-0.83575
C1orf52	0.497
AOF2	-0.9185
LRPPRC	-0.154
ACVR1C	-1.1135
TM4SF18	1.723
TMEM169	0.844166666666667
PPP1R16A	1.4305
EBF1	-0.381333333333333
RRS1	0.461333333333333
SNX2	-0.6815
OR2T2	-0.2375
RBX1	0.482
ANKRD54	1.0035
TSNAX	0.352666666666667
TMEM83	-2.156
ZBTB7A	0.55925
ATM	-1.33825
LOC338328	2.62766666666667
TIE1	1.5825
HIST1H3G	0.685333333333333
PASD1	-4.62983333333333
TINAG	0.9735
PCDHAC2	-0.042
LRRC15	-1.76075
WBSCR17	0.90875
TFF2	-0.1985
PARP2	-0.58525
NDFIP2	-0.393
PCDHGB2	1.275
WDR60	-0.08325
MAP7D2	2.0863
USP45	-1.69175
GSDML	-0.18175
TNS1	0.2316
PLCD4	-1.56625
IQCD	0.165833333333333
SMPX	-2.87966666666667
CD9	0.3995
SRGN	-0.777625
CASP7	-0.85175
INOC1	-0.0481666666666667
DKFZp451M2119	-1.838625
VMAC	0.9855
USP53	0.5337
CAMK1G	0.05825
TMEM106A	0.284
CDC20	0.1021
ACSL5	-1.06766666666667
CBWD5	-1.225
C1orf87	-1.669
KIAA1274	-0.69125
PRUNE2	-1.74057142857143
LYPLA2	-0.962333333333333
DOK6	-3.20666666666667
GPR149	-0.25975
FAM30A	0.7055
TMEM129	-0.6855
SLC35B3	0.52975
ACPP	-0.9629
LOC200261	-1.174
SLC4A7	-1.1449
CCDC40	1.50925
GART	-1.67575
THOP1	-0.235
SCARB1	-0.60525
CACNA1F	-0.302
TRIAP1	0.0196666666666667
SYT14L	0.0465
SFRS8	0.5465
PBOV1	0.179
GOLSYN	-2.34475
GJB7	-1.572
CAMK2N1	0.80025
GREM1	1.21183333333333
FLJ20433	0.094
QPCT	-5.318625
PRKAG2	1.4535
H2AFX	0.269875
C6orf154	0.136
PLOD3	-0.71525
ZBTB39	0.997
WASF3	1.62225
DRG1	-0.01775
PRR4	0.7405
SPCS1	-1.4005
KDELR3	1.21633333333333
SRP19	0.414
GABRA6	0.316
MFSD1	-0.19175
MMEL1	1.39225
PDXDC2	0.4185
BUB1	-0.891
RNF138	-0.1625
MYLPF	-0.593666666666667
AIF1	-1.6135
DYNLRB1	0.4784
HCN3	-0.461
HIST1H2AI	-0.78
MAP4K5	0.4635
LASP1	0.286875
LOC130951	-0.1625
PLAA	1.41025
KRT6A	1.8405
C6orf117	-3.19725
ARHGAP23	-0.5225
PTF1A	-0.908
GPHA2	-0.55925
LCE3B	0.426
MCL1	0.468071428571429
EHBP1	-0.168416666666667
PRNP	-0.7375
ZSCAN1	0.53825
C1orf113	-0.712833333333333
FOXA3	-3.738
NEB	0.88975
ASGR1	-5.48216666666667
CTGF	-0.315
RAB17	-3.342
MST101	-0.561
JARID1B	2.2828
USP37	1.5257
PTBP1	0.441166666666667
PTPN7	-1.51266666666667
CDC7	0.822
SNX7	-3.577
ZNF335	0.5545
CPT2	0.71675
HEATR1	0.067125
HSPC152	0.439375
C5orf40	-0.00575000000000002
PSME1	-0.959833333333333
STAG3	-2.58075
TMEM154	0.763833333333333
KLHL32	-0.500833333333333
TSGA10IP	-1.556
SUV420H2	0.348833333333333
SF1	-0.4941
2'-PDE	-0.2948125
PNLIPRP2	-2.4405
TRSPAP1	0.232
NUP210	-0.649833333333333
ANP32C	-1.19466666666667
RAB11B	1.06133333333333
ASB15	0.1035
ITGB3BP	0.53625
UBASH3A	-2.81625
YWHAB	-0.12
TPRX1	0.23575
LY6G5C	0.045375
SLC7A2	-3.13725
CLK1	-0.4742
HSD3B7	-0.297833333333333
VDR	0.47075
C16orf74	-3.3065
ACE	0.4675
PSMA2	-0.689666666666667
CCDC131	-0.000249999999999986
ZNF213	1.43533333333333
EML2	0.214
ALS2CR13	1.50783333333333
GLYATL1	-0.8205
DSPP	0.531
DHFRL1	-0.732
C10orf30	2.36983333333333
SH3RF2	0.8225
LOC197322	-0.0225
DLL3	-0.921875
TIGD7	0.839
GFRA3	2.4075
CPA1	0.108333333333333
RTN4	-0.507833333333333
PPT2	-1.8755
FASLG	0.535583333333333
FOXP4	1.753625
RPL26	-1.3776
GNL3L	-1.75983333333333
FMR1NB	0.409666666666667
CD163	5.99325
SGPP2	4.24225
GIMAP2	-0.465
CD37	-0.3405
DPT	1.29333333333333
NBLA00301	0.76625
RGS5	1.52983333333333
C9orf4	1.7415
ACTL8	-4.176
PRKAR2B	1.240875
OPLAH	1.85733333333333
C20orf134	1.2035
SPACA5	0.2435
TBL1X	-0.989833333333333
TSPYL3	-0.1505
CHCHD3	-0.9675
CRKRS	0.4435
GPR65	2.579
DFFA	-1.136625
FUT1	0.89325
C6orf204	0.480333333333333
TMEM51	-1.198
ZNF580	0.12475
CMTM2	0.63525
C20orf200	-0.876
EZH1	-0.125166666666667
FDX1L	-0.389375
MRPL32	-0.06225
PCAF	-1.1589
ALOX15B	0.521833333333333
CD59	0.596041666666667
CDK9	-0.77775
ERP29	-0.439833333333333
TTR	-6.451
BCMO1	-0.0815
DDIT4	-0.8069
PTGDS	1.51575
C3orf63	-0.768666666666667
BST2	-3.278
CYP1A2	-0.282
C5orf25	0.443
STX1A	-0.949823529411765
OR2A12	0.5125
SH3BP5L	1.58075
SERINC5	0.232125
USP6	-0.8283
MRPL3	0.144666666666667
POMP	0.30275
INPP4B	-3.25342857142857
GMPPB	-0.39025
EAPP	-0.058
AHSA1	-1.11775
ABCA11	0.787
SLC5A6	-0.229
HIVEP2	1.55975
SUMO2	1.16925
KIAA1822L	-0.0976666666666667
C11orf67	1.03425
TXK	-0.761625
PHCA	-0.1051875
ICAM4	-2.909
FPGS	-0.851
SNRPA1	-0.4415
KCNJ4	-1.05525
KIF6	-0.7255
HIST1H2BG	-1.7745
SLC5A5	0.4465
ZNF354B	0.486166666666667
IL12RB2	4.11025
C11orf76	0.0666666666666667
GAL3ST2	-0.2595
AIFM2	0.45325
SYNC1	0.4105
UBL3	-0.97675
PIK3CG	-2.875
NLN	-0.6733
BCORL1	0.96
CD5L	0.1275
ZNF238	-1.39716666666667
KIAA1394	-0.50225
C16orf55	0.5602
CYP3A7	0.69575
KRTAP3-1	-2.505
TFDP1	1.578
MND1	-0.4175
NODAL	-0.0268333333333333
GTPBP4	0.05925
TUBGCP2	-0.90675
SLITRK5	-3.31133333333333
CIC	0.97375
CD79A	0.65
SAMD14	0.608333333333333
TNPO3	0.04
OR10G3	0.3755
OR10G8	0.491
CCDC111	-0.59
HOXC9	2.44325
DCUN1D1	0.765583333333333
CYB5R1	0.9515
TSR2	-0.24525
DAB2IP	0.6936
SLC6A5	0.2385
RAB3D	1.55925
DCUN1D4	-0.048
ERBB3	1.82591666666667
SDC1	1.70841666666667
ATP6V1H	-0.180333333333333
SYK	2.67
ST20	0.6905
C13orf30	0.149
WDR40A	1.04966666666667
ADMR	0.2285
LOC388335	2.29975
ACSM1	0.732
TDG	1.02308333333333
FLJ11235	0.79075
MRPS5	-1.043
AGPAT2	-0.949833333333333
SLC12A1	1.865125
CYP27A1	0.8535
THAP7	0.2375
XPO1	0.0605
ALMS1L	0.869166666666667
C1orf2	0.892875
ZNF777	0.467666666666667
CAMK2A	0.00883333333333332
SMC1B	3.742375
IHPK2	-0.487
LEMD1	-3.75425
NKD2	-1.3623
CLU	-1.20021428571429
ARMETL1	-0.4355
PABPC4	-0.11425
CXCL12	0.8855
TFAP2C	2.7373
TTTY8	-0.8095
ABCB10	-0.1185
ENDOD1	0.226166666666667
IDI1	-2.3385
KCTD6	-0.2965
CCDC105	0.668
ULBP2	-1.29983333333333
ZDHHC5	0.76725
WNT8A	-1.09275
COMMD10	-0.58725
KLHL12	0.689375
GPR50	0.336
NR5A2	-0.071875
OXGR1	7.32966666666667
EHD3	-0.83325
CAPRIN2	-0.595125
KLRC3	-5.2525
SF3B1	0.2605
IPO7	0.1595
ALDH1A1	-2.616
ANKRD5	0.00412500000000001
TSNARE1	0.112
DDEFL1	0.505
RNASEL	1.06316666666667
DNAH9	-1.39075
HELLS	-0.441
TNS4	2.0525
NAV1	-1.7991
KIAA1409	-1.5595
C20orf26	0.973333333333333
TUBG1	-0.531
IRX2	-2.92925
CNGA4	0.3745
MGC50559	0.176666666666667
OR4K17	0.584666666666667
TM2D2	-0.0360833333333333
FAM32A	0.099
TXNDC14	-0.68775
CCBL1	-1.8795
ANK1	-3.385
PRSS23	-3.29225
PPM1L	1.3805
SPATA20	-1.00175
APCS	0.3225
C14orf122	-0.0356666666666667
PSMB5	0.416625
C6orf10	-0.161
SETDB2	-3.4025
SPNS3	-1.716
SGMS2	1.01766666666667
MXD3	0.390833333333333
MON2	0.2579
CARTPT	0.3105
HNF4A	-0.992666666666667
RABEP1	-0.4328
TNFRSF10B	-0.4145
USH1G	1.8065
PPAP2B	-1.6095
TMEM16K	-0.51575
CTDSP1	0.720666666666667
CDK5R1	0.768833333333333
GABRR1	-0.6895
OPN1LW	0.0565
FAM98C	0.954625
DBN1	0.973
ACAD10	-0.801083333333333
QTRTD1	1.34075
WNK3	0.923166666666667
RPS19	0.15025
C1QB	2.31425
OTUD5	-0.555625
SLC41A2	-0.064
TMEM22	-3.06433333333333
KHSRP	0.0148333333333333
TNFRSF11A	-0.157
FBL	-0.360833333333333
IBTK	-0.494333333333333
OXER1	-0.21
CBLN4	-0.359125
GPR172B	2.28816666666667
CFTR	0.17
VSX1	4.241
CAMK1D	1.2445
LOXL3	-2.844
RTP4	-0.94325
SLFNL1	1.9985
KIAA0828	-0.076625
PAR5	-0.4635
LOC723972	-1.2035
GDI2	0.257625
CEBPA	0.9139
MLF2	0.337833333333333
AFMID	-0.20675
ALOX12B	0.02825
BPHL	0.2305
COX5B	0.5725
S100A10	-0.4383
THOC6	-0.157
NHN1	0.496
RRP12	0.150166666666667
ARID3B	-1.35425
CD3G	-4.0615
KIAA0133	0.9175
NAT11	0.0475
PPAT	0.217666666666667
SIRT3	-0.2541
TCERG1L	-2.113
NIPA1	-0.9696
DPP8	-0.3229
IL7R	-1.82683333333333
ZFP64	0.362333333333333
DMAP1	1.0534
TRMT12	0.6395
TLR4	0.071
WFIKKN2	0.202
RAB12	-0.109166666666667
DDX51	-0.432
KIAA1086	-2.0255
ZNF295	-0.216333333333333
ACVR2B	-1.45771428571429
LOC494150	-0.120125
ZNF517	0.5845
DNASE1L2	-2.004
SUFU	1.37916666666667
LOC283677	0.0455
LMO3	1.27266666666667
PPP2R5D	0.3245
ZNF587	0.2849
HIST4H4	-0.2115
CYP2C8	1.89725
C1orf80	-0.252
DOCK5	-3.00416666666667
C9orf24	-0.13175
OR5AR1	0.7395
C11orf24	-0.378
UNQ1940	-0.56125
CAP2	-1.01933333333333
TIMM44	-0.57425
DSEL	-2.3399
ROM1	-0.7105
FBXO4	-0.31825
MYLC2PL	-1.82325
MLH3	0.328
NOX1	1.53
DPEP2	0.50675
DNAJB5	-0.41975
RLTPR	1.11
MBIP	-0.527833333333333
COPB1	-0.0458333333333333
SFTPA1B	0.0155
C10orf4	0.4621
PRELID1	-0.34625
NOLA1	1.73975
C19orf24	-0.0205
TLR9	-1.7795
HLA-DMA	1.20441666666667
HCRP1	-2.343
GPR137	-0.07
ITGA11	-1.972
PHF13	0.564166666666667
MARK4	0.9525
METTL4	-0.0795
MBD3	-0.2059
LOC134145	-0.93975
FGF3	0.22425
SLC35A3	-0.3985
CLEC16A	0.28575
AMOTL1	0.0147500000000001
FLJ31438	-1.21375
PAICS	-0.973375
TOMM40L	0.974
MMD	-0.5015
KLK10	3.5375
NIT2	0.5955
SERPINB10	0.699
KLF15	-0.4118
CCDC5	0.178
WSB2	0.532875
ME3	-0.183
CACYBP	0.524333333333333
TCTN2	0.7525
JAK1	1.268125
C2orf25	-0.83575
GPD2	1.82725
FBXL11	0.795333333333333
CDV3	-0.64675
GALNT11	0.669625
NDUFA12L	-1.8304
FLOT1	-0.856928571428571
TOR1AIP2	1.072
MMP25	1.65275
C1orf164	0.8409
CHST5	0.25675
LYRM4	-0.49665
GPER	-3.96175
HIPK2	0.518416666666667
DAP	-0.6627
ZMIZ1	1.0545
DDX58	1.121875
DCC1	0.27475
AKT1	-0.7745
ENPP6	1.2885
ERVWE1	0.0261666666666667
CDC34	0.45425
RNF125	-2.9975
CASC1	1.3955
SHROOM2	1.42775
RRM2B	1.10383333333333
COL6A3	-0.260125
TMEFF1	-0.40675
PLEKHA4	-1.0283
LYSMD1	2.03633333333333
SEPT1	-1.02383333333333
AOF1	0.4015
GNPAT	0.7475
WDR18	-0.358
HSD17B12	0.5735
HIST1H2BM	-1.4285
INDOL1	-1.2805
SUDS3	1.68575
C1orf192	-0.317
CYP2B6	-0.5615
TBC1D2	-0.214
SLC25A12	0.00875
ERCC6L	-0.309833333333333
MGC10814	-0.964
POLR2C	-1.02116666666667
ZNF77	1.68833333333333
EIF3K	-0.3041
HPX	0.7115
ANKRD27	0.10475
MALAT1	-0.7521875
PLB1	-0.148666666666667
HRNBP3	-0.77475
CPSF4	-0.20925
OR52N2	0.9045
PIP5KL1	0.0385
GH1	0.29725
HPS5	0.49025
SLFN5	0.489
POP5	-0.4175
OVOS2	-3.44816666666667
C20orf108	1.15675
MARS	-1.771
CLRN3	0.611
ARSE	-2.18966666666667
PPIE	0.399666666666667
PHACS	-0.825666666666666
GP5	-0.116
IL8RB	0.125333333333333
FCRLA	-2.151375
ARRDC1	-0.7275
KRTAP9-4	0.58975
ZNF613	0.828
OR11A1	0.264
TMEM132B	-2.009875
PGLS	-0.29975
BSND	-1.77883333333333
KCNK18	0.09
FOXD4	1.05575
SV2C	0.825
LCN2	0.665
ZNF490	1.0927
C3orf15	3.897
CACNA2D4	-2.52433333333333
CBX5	0.17375
MAGEB4	0.6185
BOLA1	1.3495
PPP2R5E	-0.6655
COL5A1	-1.07458333333333
ASB7	0.420166666666667
SFT2D1	-0.77575
DERL1	0.8912
RABL2A	0.878333333333333
MOAP1	-1.5135
KIAA1545	0.506333333333333
F3	-1.0505
PLEKHM2	-1.02
CCDC89	-0.412833333333333
EFCAB1	1.12725
TMEM48	0.13975
SEPHS2	0.19675
PYGM	-0.211
PRICKLE1	3.38275
WNT5B	-2.74825
TAS2R38	-0.2935
IMP5	-0.2895
KHDRBS1	1.1609
LARS2	-1.37416666666667
C3orf28	-0.38625
FTCD	-3.5795
C10orf68	1.451
DGAT2L3	0.0895
PSEN1	-0.322166666666667
MGC33657	1.26625
PLA2G4B	-0.780333333333333
CDKN2A	1.56725
DLX1	-2.52975
TSHB	-0.1505
C18orf37	0.5415
MEX3C	1.21075
MAMDC2	-0.768
PDIA4	0.115833333333333
ATP5E	0.28975
CASP2	1.296
SERBP1	0.947846153846154
ZNF341	0.529
TESC	-3.3705
TMEM31	-0.498
OR51I2	0.5875
YTHDC1	0.703571428571428
JUN	1.36633333333333
AGMAT	-4.19416666666667
PCNXL2	0.64325
ATAD5	-0.307875
STK38	0.869
AZI1	1.267125
RBP1	3.996
C4orf26	-1.33225
KIAA1026	1.881375
TMEM101	0.33125
HSFX1	-0.0885
TREX1	0.18
C18orf10	-0.0727
TRIM15	-3.862625
CA6	4.047625
CEP57	-0.292875
AR	-0.700833333333333
SESN2	0.1935
KIF3C	1.66
EPB41L5	0.26725
ARHGEF10	-1.00395454545455
POLR3D	-0.036
INDO	-2.9915
GABRA3	-0.2195
SCG5	-1.2349
E2F3	1.1328
TIGD5	1.45
FGD6	1.41683333333333
KLHL3	-0.660875
SCGB3A2	-0.747
URP2	-0.669833333333333
ATP6V1B1	2.3356
CALML6	-0.64
LOC100049076	-1.132
TMF1	-0.34475
LOC388503	-0.2015
CDH5	3.087625
RPS6KC1	1.62016666666667
DAAM1	0.7243
TNFRSF10D	-1.12675
GSTT1	-2.621
INPP5A	-0.464
TRAF3IP1	0.2693
SMARCE1	0.897642857142857
VRK1	-1.597
TTC16	-0.39175
AARS	-0.442333333333333
ARHGAP27	0.206166666666667
ZAK	0.181214285714286
ACSM2B	-2.6905
TRAP1	-0.879333333333333
MRPL53	0.024125
RNF44	0.39525
NPTXR	1.91275
DPYSL3	1.28983333333333
APP	-0.5479
GLS2	-1.05933333333333
MNX1	-0.103166666666667
CMTM7	2.19375
OR10A7	-0.2975
NYD-SP21	1.80866666666667
ORC5L	-1.12625
SLC16A10	0.453625
TMEM178	-1.295
LOC441601	-4.50175
PTGIS	1.4195
KBTBD7	1.018
C19orf41	-0.2115
CEACAM3	-0.000166666666666667
KRT23	-2.03
SERHL	1.6205
PNKD	0.5861875
UBC	1.02675
ATRN	0.632125
HAPLN1	-2.1015
RANGAP1	-0.57775
C10orf26	0.774666666666667
KCNA7	-0.754
SRY	-0.317
LOC376693	-1.153
HIST1H2BF	-1.61475
CDCA8	0.798333333333333
MLC1	0.379
TNIP3	0.0105
OR4D1	0.582
IFT52	-0.583666666666667
GOLT1A	1.557
UTP20	1.195
RP3-402G11.5	-0.5185
PRSS33	1.58175
PMPCA	-1.14625
APOB48R	0.706
GLTP	1.16875
MPL	0.78325
C9orf78	-1.173
ADAM12	-1.5185
CSPG4	-1.8475
LOC144305	0.621
KRTAP4-10	-0.575
PAK1	0.385
ADCY7	-1.5624
TAS2R43	-0.5635
FRAS1	-3.51135714285714
PPP1R14A	-0.0359999999999999
OR2B6	-1.08175
ATP13A1	-0.304666666666667
SIDT1	-2.9325
C1RL	-0.167666666666667
PRKRA	0.192
TLN1	0.4478
RP11-50D16.3	-1.66075
MITF	-3.73633333333333
GYS1	-0.88275
LYG1	-0.619
NSMCE4A	0.0844
DNAI1	-0.13875
HOXD11	-2.0815
FNBP1L	2.9105
DHX35	0.00199999999999999
LCE3E	0.025125
SLC33A1	1.0715
DCLK3	0.728833333333333
TRIM33	0.477
TMCC3	2.14216666666667
FBXO42	0.275
C1orf27	0.6232
C17orf50	0.81
RNF14	0.421416666666667
SLC4A8	-1.5985
RAB3IP	1.6771
COX6C	1.06157142857143
PCSK1	-2.5024
SLC13A1	0.32425
ARF6	0.809
KIAA1009	0.751625
HOXA13	-2.6885
HMGN1	-0.032625
CXADR	1.84983333333333
MGC14436	0.245
UTF1	0.6155
TSC22D1	-0.3188
BZRAP1	2.877
PUF60	1.24208333333333
SHC1	-0.170625
HOOK3	1.1086
LIMS2	0.92
BAHCC1	0.391333333333333
CLCC1	1.21566666666667
ENTPD3	2.42866666666667
SMO	1.5255
PIK3R5	-0.2055
CDC14A	-0.311416666666667
KRT1	-0.76275
ENOX2	0.620833333333333
FLJ22655	2.8475
FPRL1	0.5595
INTS6	-0.0664
ZCCHC5	-0.1545
SMC3	0.35875
C6orf123	0.563666666666667
FLJ20160	3.509
LOC653391	-0.858166666666667
GSS	-0.498
NT5M	-0.117
SIX5	1.02625
TAF5	0.6685
KCNA1	0.322166666666667
ANLN	-0.384166666666667
MGC45491	-1.5095
SSTR2	1.6495
LYPD4	-0.06275
TH1L	-0.154
CHRNA5	0.717
PNMA6A	-0.28075
FLJ16369	-0.1455
DLX2	-0.8649
