Hybridization REF	TCGA-AO-A0JG-01A-31R-A084-07
MYO15B	1.098375
SPZ1	-0.37925
KIAA1324	3.89066666666667
PLCL2	0.428875
C4orf29	-0.253
WDFY2	-0.73875
ZNF284	-0.537
NAALADL1	0.343
DUSP5	0.661333333333333
PXDN	0.443625
SLMO1	-0.81625
TNXB	0.6036
BIRC7	-0.98
A4GALT	0.1985
TIMM22	-0.086
FAM110C	1.2855
TOMM34	-1.13425
ABHD9	0.096
ADAM32	0.6445
CRHBP	1.03525
AQP2	0.225125
LOC130355	1.563
ZNF187	1.38666666666667
ZNF816A	1.0975
F7	-0.3135
CNOT1	-0.145
SLC13A4	-0.614
ZBTB11	0.454
B3GALT5	-0.282
EXOC2	0.794
IRS1	0.696
TMEM1	0.633833333333333
MRPL34	-0.125
SAMM50	-0.52575
CDC42EP3	-0.333
HSF2	-1.101
MFN2	-0.40875
TSPAN7	-0.351
NUCB1	-0.280083333333333
RHOH	-0.09125
ARL16	-0.03
TACR1	-0.24075
SFRS5	-0.0875
SNX25	1.04225
RHBDF1	0.810666666666667
PCDH18	3.083
HMG1L1	-0.6685
MYO5C	1.313875
MAPK10	0.673
LDHAL6A	-0.167333333333333
NUDT12	0.949166666666667
NCAM1	-0.454375
GLIS2	0.536
GGTL4	-1.245
DAPP1	0.059
ATF7	0.82325
KIAA0748	0.29625
NFIL3	-1.279
TM6SF1	1.5705
SEZ6	0.451375
NANOS3	-0.448
DNAJA3	-0.114
CLDN6	-3.451
CIITA	2.7689
EPHA4	-0.595083333333333
FANCC	-0.05
CMTM3	0.38875
PSG3	-0.197625
MRPL15	-1.29375
C21orf59	-0.18675
PLCXD2	0.23325
C2orf34	0.27575
UBE2L6	1.51025
MED14	-0.0508333333333334
HP1BP3	-0.622
C6orf208	-0.0785
TPBG	-0.15825
OSR2	0.059625
XPC	-0.194333333333333
KLHL7	-0.862833333333333
CCR3	-0.1762
AGTPBP1	-0.426166666666667
PCSK6	3.15746666666667
STAT5A	-1.5638
FAM18B	-0.2015
LONRF2	0.382
PTPN2	-0.625875
SF3A3	-0.784666666666667
EFCBP2	-0.641
HCFC1	-0.481333333333333
AHNAK	0.8074
ACTR5	-0.01475
KIF14	-4.152
TENC1	1.75425
HEATR5B	1.554
YIPF2	0.101333333333333
MYEOV2	0.6345
DUSP18	1.01225
KIAA1012	0.69675
AHR	0.134333333333333
C17orf53	-2.483
PTPRH	-4.2495
ATP6V1C1	0.0548
TAS2R3	-0.378
LOC440356	-2.00125
COQ10B	0.945
PSMF1	0.590333333333333
SORBS2	3.44175
NFE2L2	0.32775
TMCO7	-0.54
SH3PXD2A	0.1323
SH2D2A	-0.427
SPINK5	0.014
MRPS24	-0.577
OPA3	0.205625
TRAF7	-0.7795
C4orf35	0.215166666666667
MT1G	0.341875
MGC39545	0.284
HS1BP3	0.4302
OR2B2	0.125
CHRM4	-0.1095
SFRP2	3.98675
RIC3	2.79425
ART1	0.042
C6orf1	0.90975
DUS4L	-0.74725
C10orf104	0.51525
TNFAIP6	2.98625
RTEL1	-0.91575
CCT4	-0.5212
ZNF709	1.007
CHMP6	0.284166666666667
UPP2	1.6755
CYP19A1	-2.071875
CD151	-1.067
NDUFA13	-0.0286666666666667
ARFRP1	-1.1045
FAM26B	2.17325
CRYBA1	-0.666
MRPL41	0.312
NPFFR2	-1.454
HRH2	0.1435
SCAMP3	0.115333333333333
MTMR6	0.4936
MTG1	-0.838333333333333
UBTD1	0.75525
CRABP1	-2.729
FLJ33790	-0.0356
KIAA1908	-0.687833333333333
GPR158	-1.5215
PACSIN3	-1.39316666666667
OMD	3.88866666666667
CATSPER1	-1.08566666666667
HOXB8	-1.0645
FBXO46	0.5685
OAS1	0.926666666666667
SVIL	0.66325
PHB2	-0.771
ADCY3	-0.2445
NDRG2	2.14816666666667
ERMAP	0.7766
APBA2	-1.226
IGSF9	2.0135
WNT6	-0.012
MYCBPAP	3.11675
ATP2B2	0.14
CPVL	-0.1119
TRAM2	-0.867833333333333
NOP5/NOP58	-0.62425
ZNRF4	-0.0275
TLK1	0.577
MTMR12	0.534071428571429
ZNF384	0.0631666666666667
FAM9B	-2.99075
RPN1	0.502
PMVK	0.478
EIF3D	-0.1407
SIX2	-1.003
HPS1	0.495
RNF7	0.61525
PSKH2	0.788
KCTD13	-0.3345
CSMD3	-0.3509
FBF1	-0.0765
IL8	-5.009125
SERPINB13	0.178416666666667
FBXL20	-0.52675
BLR1	0.45125
SH2B1	-0.130166666666667
RFNG	-0.269
RAB20	0.753666666666667
RBM7	-1.15
POLR1A	-0.625833333333333
TMPRSS4	-2.02275
TAF9	-0.569625
TERF2	0.4315
TNFRSF1A	0.480583333333333
ACADVL	-1.44633333333333
GTF2H5	-0.084
EDG8	0.566166666666667
C9orf140	-2.092875
UST6	-0.151
ZBTB8OS	-0.59925
ZNF710	1.365
GPR174	0.281
ATP6V0A2	-0.3705
KIAA0319L	1.48925
XKRX	-0.0795
DOPEY2	1.0791
SDHD	-0.573416666666667
SUMF1	2.12375
OSM	1.99125
OPN3	-0.62725
DAGLB	-0.239
PPFIBP1	0.0813
TRIM63	-2.9305
C10orf53	0.1515
LYPD3	1.706
BCL7A	0.38325
AGER	-1.04916666666667
TCF19	-1.73825
SAT2	-0.3925
PFTK1	0.383333333333333
GABRE	-3.032
C15orf38	-0.2038
FIS1	-0.0115
KCNV2	0.24025
CLPS	0.42525
PPCDC	-0.856875
FOXN2	0.589166666666667
NT5E	-2.739
CD83	0.9395
IL18	0.674
VPS16	0.471
IGFBP2	-0.591
NOTCH2	0.37925
SIGLEC1	2.562375
CD93	5.363
SULF2	-0.6165
CEP164	-0.519125
P53AIP1	0.246
TOR2A	-0.086
ZNF136	0.73025
MGP	3.2043
CCDC144A	-0.639166666666667
TRPC1	-0.1515
SMS	-1.001
MAPK7	-0.648833333333333
RRAGC	0.66325
PARD6A	0.739166666666667
NUB1	0.902
SYNGR4	0.46625
OR11H12	-0.007
WIF1	1.034
GCH1	-0.027
OR11H4	0.1435
SLC44A5	1.523
GPRIN2	0.714166666666667
LOC401431	0.1655
CPA4	-2.8333
MELK	-3.817
IL15RA	0.46925
CUL3	1.55675
HMBOX1	-1.26175
PODXL	-0.90025
CCT6B	1.93233333333333
COMTD1	0.3215
MUC20	-0.430833333333333
GPX2	-3.405875
ITK	0.696125
FBXL5	2.0245
C13orf27	-1.4225
DEFA5	0.5735
TRHDE	0.744
MTP18	-2.0995
UQCRQ	0.0464
ITGB2	2.11875
CSRP2BP	0.47
TAS2R44	-0.008
PHPT1	-0.081
FAM44C	-0.298
ERH	0.3395
MPHOSPH1	-1.79866666666667
MORC1	-0.455
PARVB	-1.65825
LAMA1	-2.35466666666667
PGBD3	0.1195
GIMAP6	4.337
AREG	-3.08566666666667
LIPT1	0.7415
MGC99813	-1.21475
C1orf201	-0.849666666666667
GRIN2A	-0.6307
MAN2C1	-0.8615
NSUN5	-0.67325
SF3B5	-0.23225
MYC	-1.46775
NRXN1	1.5955
ZNF18	0.40925
SPDYA	-0.644625
SLC37A1	1.371
DECR2	-0.29875
ANKRD38	-0.28475
SPTLC3	-0.801333333333333
SUPT16H	-0.15225
DTWD2	0.60825
ULBP1	-0.9625
ZADH1	0.339
OIP5	-4.0445
IL10RB	0.0396666666666667
OTUB2	0.100875
VWA3A	-0.0955
SPIC	1.1745
OR6C4	-0.1495
PSCD4	1.41816666666667
DPY19L2P2	-1.0735
TRAPPC6A	0.501
C21orf2	-0.35
CEMP1	-0.31425
LIN7B	0.359
E2F7	-3.13716666666667
VCP	-0.0975625
LAMA3	1.806
BGN	1.4435
GPR160	2.465
COCH	-4.21
GPR81	2.47783333333333
APOBEC3F	-1.50625
tcag7.1017	-0.707
C1orf32	0.3595
SCGB1D2	5.8065
FLJ43987	-0.2095
C6orf170	-0.021
KLK9	0.3225
GPD1L	-0.23725
VPS37B	0.06775
ATG3	0.0901666666666667
ADAMTS17	-0.2175
KLHDC2	0.853166666666667
NDUFV2	-0.5905
BLK	-0.69575
MATN4	-0.82
GPM6A	0.583375
GBP4	4.82583333333333
TMEM162	0.250166666666667
PKP2	-0.7895
HRASLS	-2.39588888888889
MMP1	-5.661
SFXN3	-0.1127
FSD1	-1.93383333333333
ST6GALNAC3	-0.652166666666667
CA12	0.5194
NCOA6	0.53825
C19orf58	-0.3016
PPP4R1	-0.394333333333333
MAN1A2	0.903833333333333
IKBKAP	-0.6985
UPF1	0.331166666666667
KIAA1219	0.75475
WNT16	0.2004
SNW1	0.28025
IL18RAP	3.87675
RPP30	-0.32825
CDC40	0.0365
SETD3	0.307833333333333
SLAMF6	1.44975
ELK4	-0.418
TRIM47	0.311333333333333
ACOX3	2.751375
TRIM6	0.775
KIAA0372	-0.163833333333333
TP53AP1	1.621625
SMURF2	0.49425
ADAD1	0.20675
EBP	-1.7079
KRTAP13-2	0.1035
FLJ36874	-1.41183333333333
TOR1A	0.0215
P2RY4	0.591
GPBP1	0.5555
TRPV1	0.4675
ADAMTS12	0.306333333333333
PES1	-1.1742
ATG4A	0.934666666666667
MAGEA10	-4.616
WFS1	1.75875
CC2D1B	-0.3335
PABPN1	-0.67125
SLC25A30	-0.16525
SLCO1C1	0.761166666666667
SLC22A5	1.90725
KIF23	-3.51833333333333
SYN2	-0.144166666666667
ASPN	7.92133333333333
CENTG2	0.13675
QSOX2	-2.1843
FLJ10815	0.0546666666666667
STK24	-0.083875
SPEG	0.4421
STK10	0.487
DACT2	0.072
AAAS	-1.12725
SSX3	-1.618625
ABCD3	0.5185
C4orf12	1.891125
PARVG	1.13233333333333
FIG4	0.48425
C9orf46	1.27775
TMCO6	-0.6795
IGHMBP2	-0.978
DUS2L	-0.886333333333333
FAM3C	-0.1881875
TMEM16D	-1.398625
DCTN4	0.78025
KCNH3	-0.15275
EIF2AK2	0.6075
AP1S3	-0.443
CST4	1.8775
PAM	0.7276875
NUTF2	-0.40325
CITED2	0.6041
SLC39A4	-1.013
C2orf52	-1.397
GRM3	0.468
C12orf49	0.21275
CCDC49	-0.5036
GRAMD1B	-1.504125
FNDC4	-0.411
SIAH2	0.043375
GDPD4	0.38875
C21orf87	0.282125
ATP5A1	0.255666666666667
C16orf63	-0.812375
LOC388135	-0.205166666666667
ATP5J2	-0.6675
MMP3	-2.3115
EMID2	-0.385
CRHR1	-0.03125
WDR70	-0.23125
C13orf31	1.64925
ZFAND1	0.17525
CCL18	4.16066666666667
C3orf49	0.2535
RINT1	-0.757
KIAA0408	-1.62766666666667
F13A1	4.4437
SLC10A1	0.00883333333333335
OGN	3.40525
GIPC2	-0.875166666666667
XPO6	-0.899666666666667
LCE1A	0.383
FMR1	-0.4076
LOC374920	-0.29375
DUSP3	-0.252
ANKMY1	0.28975
C7orf50	-0.59575
BBS9	0.4035
UNC119B	-0.467625
C9orf72	0.803625
MGC35440	-0.38725
ENTPD6	0.201
PPP1R2P9	0.32625
ERCC4	0.163
FAHD2B	0.0945
HMHA1	0.296
HACL1	-0.84425
RAD23A	-0.525
FAM83B	2.0085
PPP5C	-1.16533333333333
RNASEH2C	-0.663
C9orf153	-0.077
SCAMP4	0.281375
GHITM	0.6507
NDUFB7	0.140875
ADCYAP1	0.533333333333333
SP110	2.03833333333333
MAP3K7IP2	0.08225
DHH	-0.238
AGRN	-0.814
WDR33	0.0778333333333333
CEP290	0.7845
PRPS1L1	-2.67466666666667
KLRA1	-0.02
GPR97	-0.393
CHD7	-2.34341666666667
TLR10	2.06375
SLC30A8	-0.23
HIC1	1.44616666666667
IAPP	-0.22
RXFP4	0.19775
GP1BB	0.899
SHQ1	-0.251
NKX2-3	0.1245
API5	-0.068
FTHP1	-0.069
MOV10L1	0.724666666666667
TRIM6-TRIM34	2.6435
ADHFE1	0.5645
FAM117A	0.98025
DDI1	0.059
CDON	0.528166666666667
TRIM73	-0.593
IGKC	4.643
MMP14	-0.786166666666667
DYNC1LI1	-0.523625
C11orf66	0.07975
TRBV3-1	-0.656
FASTKD5	-0.2395
BIVM	-1.6465
LHX4	-0.35
CXCL2	-0.2246
RAB2B	0.0931666666666667
IZUMO1	-0.59975
MAP3K15	-1.8925
FAM19A2	0.892333333333333
ZC3H8	0.153166666666667
ZMAT1	2.460625
SPINK5L3	-2.58075
SLC10A6	1.158
APPL2	0.402625
CARD10	-0.259833333333333
LOC402176	-0.7515
EEF1D	0.2113
RAB6A	1.8154
C12orf5	0.233375
PAPOLG	0.84575
MSRB2	0.9215
BCR	0.134222222222222
PUS3	-0.65575
TIAM2	-0.19075
ZNF317	0.101833333333333
CHD2	-0.135428571428571
FZD5	-1.81386363636364
NUDT8	-1.83375
ZNF763	0.6555
PRC1	-2.75844444444444
ABCB9	0.171333333333333
SPATA3	-0.0415
TRAK2	2.38925
STAB1	2.827375
LRRTM2	0.418
psiTPTE22	1.0355
DBI	0.45275
SERPINA11	-0.9545
NAT5	0.03375
C20orf58	-2.2265
RPS6KA4	-0.566
FLJ90650	-0.72475
TGFBRAP1	0.36675
CHRDL2	-0.9485
FAHD2A	-0.181666666666667
CNTN1	-0.00125000000000001
BBS4	0.5617
TMEM181	0.32725
MINPP1	0.82
MPHOSPH6	0.148583333333333
HOXC10	-1.5201
ITPKB	0.820375
CLPTM1L	-0.27325
MEOX2	1.6535
ATP6V0C	0.392
PRPF8	0.181833333333333
TMC5	1.09375
FKBP3	-0.084
PLEKHB2	-0.084375
OR4D6	-0.4565
ZNF544	-0.4039
D2HGDH	-0.709
RPL18A	-0.6605
HEL308	0.397
MPP6	-3.99025
TCERG1	-1.31975
KRT16	-1.3455
KLF17	-1.014
KLF5	-0.5235
CDR1	2.193
VCX3A	-4.2005
FBLN2	1.986375
C14orf104	0.473
HBE1	-5.0108
OR4S2	0.622
C1orf108	-0.475833333333333
ROBO4	4.08566666666667
CPEB4	0.945875
C11orf80	-0.976666666666667
BCKDHA	0.948666666666667
MYOC	1.947
GIF	0.4765
CKMT1A	2.0025
RPL3	-0.1789
THBS1	2.47675
APOO	-0.5275
ARMCX1	1.38375
HSZFP36	1.26425
SNAPC5	-0.3485
EIF4ENIF1	0.47025
ZNF433	1.4695
TNFRSF21	-0.9275
TMPRSS7	-0.3865
SPATA18	0.5578
HPDL	-3.6065
MKL2	1.5945
TBX3	3.02592307692308
C21orf93	0.3795
DAXX	0.87225
ELMO1	0.587
RGS13	2.03166666666667
TAF11	-1.4015
UNC13A	-2.263125
LOC653314	-0.4286
ORC3L	-0.645
IMAA	-3.266
TARBP2	-0.70925
CABIN1	-0.8183
TRIOBP	-0.266625
HIST1H2AC	2.491375
RGS22	-1.487
NCOA1	1.23283333333333
IL25	0.345
SNCG	0.0355
GPR6	0.3165
AMDHD1	-0.1355
CHEK2	-1.94625
C6orf142	-0.33975
DRD4	0.60375
C14orf68	-1.2295
GDF11	-1.87725
SEMG2	0.3065
CD247	0.98425
CDAN1	-0.12075
RBMX2	0.400833333333333
TGS1	-0.78725
OIT3	1.14475
SYF2	0.576
MCM4	-3.462125
PKHD1L1	1.07625
CEP192	-0.819
IFT88	-0.019
RPL9	0.201357142857143
RAB32	-0.078375
DDX43	-2.9925
P2RX2	0.150666666666667
OR5D18	-0.1155
UBE1	-0.459583333333333
SLC24A1	0.8995
ARHGAP5	-0.12825
CETP	0.8265
KIAA1731	-0.992833333333333
SLC9A4	0.4165
PTPN6	0.94375
BAHD1	0.50375
GRIK3	0.7045
CACNB2	0.3838
PDE10A	-0.25525
DGCR14	-0.66925
PCDHB9	0.802666666666667
RHOQ	0.402666666666667
MAP3K4	-0.117
KTI12	0.129833333333333
RPL23AP13	-1.02025
GNG11	0.18425
CLCN3	1.849
GPAM	-0.691375
VSTM2A	1.007
SLAMF7	3.74133333333333
INTS2	0.273
PPP2CA	0.0233
LRP12	-0.283466666666667
SEC14L2	0.228444444444444
DKFZP586H2123	3.6285
MC3R	0.2975
CIRH1A	-1.32233333333333
HIST1H2AB	1.76983333333333
POLH	-0.272125
MGC16703	-2.3175
SNAPC2	0.1695
FILIP1L	1.3985
RASGRP4	0.3915
LRRC1	3.3815
GAS1	1.17625
PRAC	-0.65175
DGKA	-0.206333333333333
NT5C3	-0.444
PEG3	-2.62358333333333
NADK	-1.37175
PRR17	-0.03975
LOC374569	-0.68875
SGSH	0.913333333333333
NLRP8	0.5415
GALT	-0.6927
MCF2	-0.8145
ZNF263	0.312
TACSTD1	1.40666666666667
TYR	-6.8338
ATP6AP2	0.27675
RNUXA	-0.09025
ABHD10	-0.2722
GDPD2	-1.1855
SLC35C1	0.0185
UBE2A	0.256
HERC5	-0.464
FAM112B	-4.47183333333333
FBXL16	1.5025
DKFZP434A0131	-0.729
ELA3A	-2.426
RBM41	-1.318375
HAO2	4.5915
RNH1	0.275375
SHANK2	1.54866666666667
OSBP2	-1.345375
DAK	-1.103
C3orf58	0.726416666666667
TCL1B	1.4495
KBTBD2	-0.2025
SUGT1L1	1.3155
UBE2E2	-0.00650000000000001
MYL9	1.82425
CDC23	-0.5215
PBXIP1	1.3508
CXorf40B	1.082
NBL1	0.281
RTBDN	0.0725
RAB11FIP5	0.29
TTTY13	-0.419
SCOTIN	-0.27575
SOHLH1	-0.710166666666667
CDKN1A	-1.08092857142857
NCK1	0.5555
ZNF550	0.851
SAPS3	-0.0145833333333333
SPIN3	0.359333333333333
MAGEE2	-0.06375
MIS12	-0.105166666666667
OR8H2	0.4215
KIAA0774	0.220166666666667
UNC5D	-1.8645
CUL7	-1.15916666666667
LIPC	-3.06983333333333
DIO1	0.7555
C20orf11	0.0068
CTRL	-0.72125
HS3ST2	2.39175
PAK4	0.770333333333333
CCRL1	3.2
RNF10	0.357125
ZNF567	0.6835
ZNF660	-0.3325
TCEAL3	2.29675
MAGOH	-0.910166666666667
CENPB	-0.0918333333333333
C19orf7	1.023125
LOC388965	0.29725
ZCCHC13	-0.371
JMJD1A	-0.0119
HIST1H4H	1.3385
TBRG1	-0.7754
GPC3	-4.186
TAF1C	-0.319
EBNA1BP2	-1.072
CIAPIN1	-0.23475
PDGFRA	-0.366666666666667
CSTB	-0.032375
CENPI	-3.22166666666667
GTF2E2	-1.06716666666667
RPP21	0.454
CCNF	-0.823833333333333
KCNQ3	0.4125
FAM79A	0.776
SLC22A12	0.354
NOVA1	0.8665
FZD3	-1.2111
AKAP8	-0.37825
SOCS5	0.45625
CFDP1	-0.5525
DLG5	0.5995
PGM5	1.05925
C1orf144	-0.410666666666667
HDAC10	-1.5035
RND2	-1.08625
C20orf199	-1.12475
RNMT	-0.900625
SLURP1	0.259375
ASTN1	-0.044875
SH3BGR	1.67275
MYCL1	0.268875
ZHX1	-0.367
CENPK	-3.98
FOSB	2.5212
LOC643406	0.054
C2orf59	-0.866625
TMEM135	-0.961375
SLC27A2	-0.953
KRT33A	1.112
OVOL1	0.841
PAMCI	-1.27183333333333
S100A7	-1.4525
ZNF789	-1.611
HARS2	0.2535
RPL23A	-0.838833333333334
TCF23	0.7475
UPF3B	-1.238625
C17orf78	-0.059
HLA-DOB	1.44216666666667
C14orf142	0.541666666666667
TEKT5	0.0441666666666667
DMWD	-0.027
POLD1	-2.377
GSCL	0.3005
CALD1	0.4336
SCRT1	0.332333333333333
AIG1	0.7725
UNC84B	-0.4255
ZNF404	0.979
TMED6	-2.5035
KIAA1462	0.7695
LRRC27	1.09933333333333
PYGO1	0.4745
PIGU	-0.891833333333333
ALAS2	-3.80633333333333
WRNIP1	-0.299875
CNNM3	1.1515
ZNF2	0.8895
ST3GAL5	0.18575
MRPL23	-0.416
TSSK6	0.005
PSMA6	-0.39475
C16orf70	0.336
KIAA1602	-0.3565
ALMS1	0.000499999999999999
DCN	3.075375
TMEM132D	-0.57975
SUCLG2	-0.08175
ABHD14A	-0.5115
DEXI	-0.178666666666667
AMPD2	-1.18366666666667
IFNAR2	-0.202666666666667
CYB5A	1.6601
TLOC1	1.29835
NXF5	-0.7605
NRBF2	0.223625
KCTD3	1.68375
ITGAE	-0.4955
SLC30A3	-1.97333333333333
ZRF1	-0.6735
IFRD2	-1.19
XAB1	0.063
PYCR2	-0.188
SERPINB3	-4.446
TMLHE	0.0969
GEFT	-1.430625
ABCA5	-0.047
EMR4	0.428
TSFM	0.14875
HIST3H2BB	0.81875
ARHGEF19	-0.0535
TSPAN17	-0.4195
ABCC8	4.93925
MAP1S	0.105833333333333
C22orf36	-0.23825
BNC2	0.0452142857142857
HIST1H4A	-0.6975
NDUFS3	0.102666666666667
WDR3	-0.5875
XKR4	0.19475
TTC33	0.153928571428571
STMN2	2.763
CPN2	-0.7935
HSPC105	1.473125
PCOLCE2	-3.20125
C3orf55	0.818
KLHDC9	1.61783333333333
TBC1D23	0.714875
ATXN2L	-1.24758333333333
MAP2K3	-0.0399166666666667
SCAP	-0.723
ZNF486	0.503833333333333
C20orf96	0.15925
NARS	-0.0435
ADAMTSL1	-0.687571428571429
PRCC	0.734
CCDC126	3.06158333333333
ZNF675	0.16775
CALCOCO1	0.815
ANKRD43	1.26675
CWF19L2	0.282666666666667
ZBTB32	1.9975
BRAF	0.2855
ODF4	0.13675
MGC14376	0.402
HORMAD1	-1.53816666666667
AAK1	0.1615
PEBP1	0.75825
TNFSF5IP1	-0.426
DKFZp564N2472	0.211
RMND1	0.007125
IGKV1-5	4.441
COL1A2	2.86483333333333
SERPINA5	-0.830375
AANAT	0.113
C19orf21	0.862166666666667
GEMIN5	-0.09725
UBR4	-0.471833333333333
LTBP3	0.784166666666667
AMHR2	-2.63316666666667
PROCR	-0.8205
MYBBP1A	-0.7295
C20orf39	-0.972333333333333
ZNF697	0.193625
PASK	-0.1285
ZNF776	0.798833333333333
RFXDC2	0.112875
KIAA0467	0.01075
C10orf96	-1.489
ZNF503	-1.17275
GULP1	-0.926416666666667
KCNE4	2.1785
DKFZp434K191	-0.945875
LOC196913	0.293
BHLHB4	0.691
CH25H	1.57025
LOC81691	-1.6295
ALPL	0.417857142857143
COL12A1	1.556
FOLR3	-2.568
GPR123	-0.115
TRIM62	0.667642857142857
ABLIM1	0.999666666666667
MAST3	-0.42225
RHBDD1	0.857666666666667
LOC338809	-0.506
RYBP	0.47625
TTC26	-0.888125
ZNF22	0.877666666666667
ISCA2	0.305
RDM1	-2.66475
PIGM	1.29725
GNB3	-1.8865
ACTR2	0.3335
HMGB1	-0.0258
EDG1	3.91
SOAT2	-1.914
OR10AD1	0.8935
RAP1GDS1	0.478583333333333
LCE1F	0.00899999999999999
ESM1	1.308625
RCN3	0.97475
CREBL1	-0.13225
DBNL	-0.718333333333333
PTGER3	1.125875
USP30	0.0535
BCL2L12	-1.67333333333333
KIF26B	1.90675
ZNF416	1.21675
ZNF225	0.535
C17orf70	0.15575
ZNF554	0.96425
RAE1	-0.964666666666667
TNIK	1.06366666666667
ACTN3	-0.13
MGC45922	0.7495
CCNA1	-0.925833333333333
RYK	0.633333333333333
IL26	-0.3445
LRP3	1.01483333333333
QARS	-0.9085
SOX7	1.40335714285714
BID	-0.795625
OR2S2	0.8395
CXCL14	4.37625
C11orf47	-0.7225
MGC29891	0.160666666666667
HSPB8	1.1504
PRDM14	-1.428
NUFIP2	0.62025
MNAT1	0.123
ZDHHC2	0.692666666666666
MBNL2	1.0615
ADD3	0.05925
CSNK2A1P	-0.46625
KLK6	-0.086
TMEM111	0.3171
KIAA1279	1.42125
NUBP2	-0.151
RAB42	-0.95525
ID3	-0.5257
TM9SF1	0.436
MDP-1	0.407
POU4F2	0.1825
IQCK	0.43925
C16orf14	-0.737
CAPN3	-1.39075
FAM43B	0.451625
RECQL	-0.97425
AP1G1	0.178428571428571
CTNNBL1	-0.540666666666667
ECHDC1	-0.615666666666667
SMARCC1	-0.6441
FOXQ1	-1.58525
GNAI3	0.323166666666667
POLG2	-0.16875
CD4	1.066
ITLN1	1.03325
EBI2	4.6555
IRF1	1.065
PTPRE	1.9552
PTK2B	-0.58
NXNL2	-0.8055
SOX4	1.23094444444444
TSPAN3	-1.14466666666667
SH2D1A	-0.33
C8orf58	-0.378833333333333
USP20	-0.60875
DUSP22	-0.736
CALB1	-2.35033333333333
L3MBTL2	0.30675
MCRS1	-0.48
TMEM118	-1.93066666666667
C18orf8	0.8605
FLJ10241	-0.238125
GJA12	0.94225
PKD1	-0.874166666666667
ZFP3	1.238
JAM3	-0.195375
LAPTM4A	1.514
DIRC2	1.015
KIAA2022	1.52766666666667
MYOM1	0.841166666666667
TRPM8	-2.3845
MOP-1	1.00175
PHKG2	-0.2605
ZNF650	0.87125
KIAA1522	1.72075
PSG8	-1.04533333333333
DDX19B	0.04
MOBKL1B	-0.32375
DIAPH2	-0.597916666666667
PTPN12	0.044
CLN8	-0.9997
CRYZL1	-0.558666666666667
CRY2	1.23808333333333
FCGR2B	3.79766666666667
PNPLA4	1.528
ZNF454	-0.225
DKFZp434B1231	0.537
CLDN11	0.3497
RFWD2	0.568666666666667
CIB2	-1.3805
MXRA8	2.855
HRK	-0.594125
MAML2	0.10175
C4orf31	0.056
C6orf192	0.15925
COG6	0.467625
FAM5B	2.84325
NFATC1	1.6625
SEPT10	-0.7625
SCYL1	-0.6342
RPP40	-1.16825
SCOC	0.4249
KIAA1450	0.04175
CTDSPL2	0.193
TBX5	1.6265
NAPG	-0.59475
RHD	-4.62475
C14orf45	0.902166666666667
ZBTB22	0.8635
PLCG1	-1.009
ANKRD10	-0.828125
AQP7P2	0.401
TAGLN2	-0.715166666666667
HTR2C	-1.23966666666667
SLC16A7	-0.0951666666666667
C17orf83	-0.244
TSGA14	-0.963416666666667
MDH1	0.08
PPP3R2	0.269666666666667
DCBLD2	-1.35414285714286
RBM33	-0.66875
DPH3	-1.99375
SYT10	-0.977166666666667
FMO4	1.594375
THYN1	-0.679
DRD5	-0.262
OTOR	0.51725
PGRMC2	0.6499
KATNAL1	-0.18575
PAQR6	-0.7985
UBE2I	-0.63475
C14orf28	0.3045
C8orf70	1.6275
FLYWCH1	-0.767
ANGPTL3	-0.66925
GLRX2	0.252333333333333
ATP11A	-0.876857142857143
ARL5B	-0.00525000000000001
MUC16	-2.1295
SLC25A5	-1.18185714285714
ACRC	-0.72225
MYO1C	0.15
FAM89B	0.7325
FAS	0.55475
KIFAP3	1.461
GLRA2	0.4145
BTN3A2	1.2148
CNKSR3	-0.181375
CSTF3	-0.488166666666667
ARPM1	0.51575
KIAA1530	0.1805
C9orf150	1.80166666666667
PRKCI	0.642
tcag7.1015	-1.466
SOD3	0.4295
ZNF574	0.51075
CYP21A2	1.821
RPL12	0.049
COMMD2	-0.78675
WIZ	0.206
LOC344405	-0.511
ALDH4A1	-2.52588235294118
CRYAB	2.36575
COPA	0.8771
PCDHGA7	0.632666666666667
KIF11	-2.02083333333333
RASD2	0.00850000000000001
SLC26A3	0.975
ZNF175	-0.173
JAKMIP2	0.807875
C8orf4	2.45016666666667
PTHLH	0.68525
SLC40A1	2.665
OR7D4	0.451333333333333
PCDHB17	0.386
CD36	2.88764285714286
C6orf203	0.5594
PRKG2	0.3475
LOC400566	1.87
ANAPC13	0.799
SLCO3A1	-0.7015
ZNF692	-1.315
FANCL	-0.576
SH3GLB1	0.7075
C12orf61	-0.4395
KBTBD6	0.58775
SUPT5H	0.160125
XRCC6	-0.7401
HUS1B	-0.2381
FAM133B	-0.0703571428571429
LOC728276	0.548
KCTD18	0.9815
SOS2	1.37416666666667
CCDC99	-2.2655
C1QTNF5	3.131
NNAT	0.559833333333333
USP16	0.4295
LARS	-0.461875
ZBTB2	0.284125
ABO	0.970333333333333
TRAF3	-0.27
GALNT5	-2.573
NAP5	1.361125
ALG14	1.34283333333333
KIAA0515	0.180807692307692
WDR75	-0.494833333333333
TEX261	-0.298916666666667
LY86	1.12175
LOC389072	0.3055
FLJ13611	0.54775
MRGPRX2	0.2165
SNRPA	-1.23375
OR2G2	0.142
GPRASP2	1.9215
