Hybridization REF	TCGA-AQ-A04L-01B-21R-A10J-07
FLJ36070	0.417
PSME4	0.1995
TFG	0.5928
EPHX2	-1.05125
ANXA5	0.406875
KRTAP1-1	-0.1105
BATF	1.73125
KARS	-1.0565
MSTP9	-0.378
GPR26	0.103375
CCDC72	-0.13325
TEF	0.905666666666667
FOXK1	-0.5021
PRLHR	0.402
EMX1	0.44575
C11orf30	-0.040875
ICK	1.9315
THSD7B	0.00625000000000001
C21orf100	0.017
DUOX1	0.6345
EFCAB4B	-0.2415
UBE2G2	-0.508
C3orf54	0.0085
PARP1	-1.3725
FAM60A	-0.335
C6orf146	0.16975
OR9K2	0.3645
DDX55	-1.42633333333333
RPS15	0.247333333333333
ZNF618	1.0735625
DKFZp686D0972	0.24825
SSPO	-0.5905
SHFM3P1	0.796833333333333
CPA6	-0.531
JAG2	0.65875
DEFA3	0.3975
PPBPL2	0.102666666666667
CD34	3.788375
SLCO4A1	-3.1075
AFG3L1	-1.212
SHD	-0.89725
RP13-122B23.3	-0.0613333333333333
PRKCSH	-0.581833333333333
DPH5	0.359166666666667
HLA-F	0.977625
TBC1D4	-0.88725
RIG	-0.014
GLUD1	1.18383333333333
HNRPCL1	-0.148125
HBXIP	-0.10125
RNF207	-0.1315
APIP	0.05375
PLA2G3	-2.741
CCDC84	-1.08
MYLIP	0.529923076923077
PHIP	-0.9795
AARS2	-0.899666666666667
DHX32	0.39875
SCAPER	-0.751833333333333
MEN1	0.2685
NIP7	-0.82575
FLJ25404	1.0155
FASTKD3	-0.86125
TMEM158	-1.05491666666667
RARA	0.7595
BDH1	0.958
ANKRD16	0.56525
CARM1	0.3
SS18	0.0138333333333333
IKZF2	-0.885416666666667
MYD88	-0.183
PML	0.0139
TAF1A	-1.545
CBFB	-0.013
HIST1H3H	-1.1825
C7orf29	-1.19225
COMMD4	-0.482666666666667
DPP3	0.07875
DAB2	-0.0155
LOC388882	0.1075
YPEL4	-1.162
AGBL3	1.301
LRP6	-0.2078
SERPINH1	0.507
TLE1	-0.82625
CD244	-0.0268333333333333
ZDHHC15	-1.187
MGLL	0.4168
PLDN	0.0543333333333333
LOC654346	1.0615
FAP	3.44825
GPR37	-2.05666666666667
SCARA5	-0.931833333333333
EBF4	2.82554545454545
LSM6	-0.2625
MLLT1	1.0081875
SLC5A12	0.12225
A2BP1	-1.164
COPS5	-0.163833333333333
TPM4	0.122142857142857
TNFSF4	1.427
ACADSB	0.389777777777778
HERPUD1	0.2665
BCL2L11	0.0472222222222222
CEP78	-2.131875
CDCA3	-1.260375
WBSCR19	-0.1054
MYO1A	-1.4085
PPEF1	3.72616666666667
LOC440348	-0.7525
CPEB2	0.624625
BPTF	-0.374166666666667
RPL21	-0.5224375
GSX2	-0.562
ADPRH	1.11783333333333
C17orf68	-0.834166666666667
KCNS1	0.475166666666667
MLLT6	0.012
PIWIL4	-0.5235
RNF26	-1.013
RAP1B	0.15
ADAMTS1	-0.3652
ZNF571	1.79625
P2RY6	0.69225
TRIM21	0.780666666666667
CADM3	0.41375
NLRC5	0.390666666666667
ADRA2B	-0.346166666666667
LOC90835	-0.0195
PCF11	0.09175
LOC400451	3.176
GLTSCR1	0.825
C17orf88	-0.287166666666667
CDH16	-1.062
FGF7	1.13375
PCSK4	-0.149666666666667
NPC1L1	-0.255666666666667
TAT	0.475625
TBCA	-1.43875
MGC33407	-0.11475
GPR115	-1.18075
CYGB	-0.1445
FNBP4	-0.383833333333333
C12orf43	-0.14525
CBL	-0.7136
CLECL1	0.2725
PPAPDC1A	4.1565
WDR25	-0.0946666666666667
SGCA	0.0415
C22orf29	0.346833333333333
YIPF1	1.7865
GALK2	-0.81975
RAB3B	0.73725
LOC440087	-0.928
UCP1	-0.1795
REEP5	1.610125
FADD	1.0549
FOXA1	3.210375
CACNA1A	0.549166666666667
ABI1	0.272833333333333
GRIN2D	1.248
SLC1A4	-0.354833333333333
LOC401127	0.017
HINT2	0.648
PLD4	0.194166666666667
ZNF286A	-1.395
ENY2	-0.485
IL1F6	0.113
PXDNL	2.3825
C20orf79	-0.487
TNFSF13B	2.65983333333333
DENND3	0.296125
JARID1D	-2.904
HIST1H2AK	0.259875
LOC93349	-0.7841
SSH1	-0.5029
ENSA	0.43425
LOC219854	-0.401333333333333
CKAP2	-1.8668
DKFZP564J102	-0.423666666666667
MGC87315	0.198666666666667
HNRPAB	-0.38675
AMH	-1.781
ZNF526	0.1315
BRUNOL5	0.3384
CACNG3	0.123333333333333
TRPM1	-2.3395
PPP2R1A	0.21675
COL2A1	-1.891
DDN	-0.1185
FLJ25770	1.32
HK2	-1.02807142857143
ELOVL6	-0.4215
MDK	-2.06975
EPHX1	1.44775
RASSF2	0.5365
DKFZP434B0335	0.579
DLX3	-0.02525
PRTN3	-0.594
AVPR1A	-0.609
C21orf125	-1.38425
TNFAIP8	-1.00633333333333
GNB2L1	-0.93725
CALCRL	1.36175
SCGB2A2	7.6295
UBXD7	0.18625
ZNF674	-0.225
TMEM35	-0.35225
BRSK2	-0.979875
HECTD3	0.386333333333333
TMEM188	-0.53525
LGALS9	1.1665
SCARB2	0.562666666666667
USP34	-0.320916666666667
C17orf28	1.69383333333333
ZDHHC23	-0.23375
AQP12B	-0.0635
SLC16A3	-1.661875
APLP2	1.45225
ITIH2	-4.737
MICAL3	0.06725
TNNI3K	0.00269999999999999
HDAC2	0.1165
PRR7	0.3125
THBS2	0.90175
LOC751071	0.736
CA2	-1.42933333333333
RANBP17	-2.111
RLN3	0.13425
CRYZ	-0.381833333333333
GBAS	0.023
TAS1R1	0.51
MPZL3	0.939
PCDH8	-1.41575
HSP90B1	-0.590666666666667
KCNK15	-0.478
TNIP2	-0.287166666666667
GPR146	-0.963
NOL6	-0.385625
SPC25	-3.51777777777778
STEAP2	3.93807142857143
VAMP3	-0.0693333333333333
TCIRG1	-0.1265
ZP4	-0.513
PARL	-0.089
TRIM39	-0.392833333333333
KIAA1305	1.548
CRNN	0.057
GRN	-0.16225
HSH2D	-2.8055
SCAMP1	0.306375
KIAA1913	1.24025
PTS	-0.6755
BANP	1.34807142857143
PRKACG	0.34825
ADCY6	0.117
C16orf46	-0.183
CYP51A1	1.37725
DDC	-0.02075
ANPEP	-1.32766666666667
PROM1	5.57383333333333
SIGLEC10	1.3815
COPG	1.126
FAM26E	1.3985
TRIP4	0.2335
SNX3	0.219
C1orf175	0.693
PPY2	0.199
C14orf152	0.71625
FTSJ1	-0.492833333333333
DST	-0.8352
LOC554235	0.2175
GLRX5	-1.3355
C20orf12	1.2254
CAB39	0.4425
MSH2	-1.86183333333333
PIP4K2C	3.0085
CYLD	1.121875
WTAP	0.551
MGAT4A	2.54966666666667
TSC22D4	0.1117
CHRM2	-2.016
PPYR1	0.335166666666667
CCNH	-1.05816666666667
RRM1	-1.005
ECAT8	-3.0425
LOC400120	-0.07125
GABRA4	-0.222142857142857
C14orf4	1.47833333333333
C1orf59	1.455
CTDSPL	0.672916666666667
NHEDC2	-0.853
PDE11A	-0.5775
KLHL29	-1.635
CD5	-1.3309
TSPAN9	1.9368125
WDR67	-1.548
THUMPD1	0.8475
C18orf17	-0.4425
CLYBL	-0.472833333333333
FLJ13231	-1.09825
CMBL	1.534
LECT2	-0.06425
NKAPL	1.231
LOC654780	-0.0135
OR4C6	-0.1055
RAB30	-0.6965
TSSK4	-0.17
TMEM163	0.2505
OSBPL11	-0.422916666666667
GNB5	-0.689666666666667
CCL21	1.119
C1orf121	0.039
FMO2	1.06883333333333
RPTN	0.1795
MSTN	0.467
VCL	0.257714285714286
FYTTD1	0.783
C11orf1	1.106
CCDC88C	0.135625
HFE	-0.461833333333333
MOGAT1	0.7055
FAM125B	0.0973333333333333
IRGQ	0.1555
RAVER2	0.34875
AKAP5	-1.3425
SSSCA1	-0.2455
C11orf63	1.08875
ACTG2	-0.0607
PORCN	-0.6285
DTL	-1.96318181818182
TMEM151	0.88
FAM122C	-1.3275
RSAD2	1.7989
BAT4	-1.6035
KRTDAP	-0.462833333333333
MYH8	0.33475
CRTC3	0.50725
LRRFIP2	0.4319
INTS4	-0.17
TTN	-1.54983333333333
SLC26A5	-0.0805
PLLP	-0.667
RGS6	-0.119125
SRGAP3	-0.339
ZNF525	-0.363666666666667
NBR2	-0.492833333333333
C13orf1	-0.5199
ZNF137	-0.3895
CEP27	-1.14525
BEST2	0.135
RNF121	1.14275
DMRTC2	2.345
C8orf76	-0.1795
BCCIP	-0.12725
MEST	-0.825
HTRA2	-0.589
ANGPTL2	1.001
ILKAP	-0.0803333333333333
ERAS	0.0905
HBS1L	0.1905
CPA5	0.206
TMEM30A	-0.121833333333333
CD300LF	1.724
WISP3	1.6735
CRK	0.647214285714286
PDS5A	-1.229
BRPF3	-0.00650000000000002
NEDD9	-0.857375
SMPDL3B	0.67075
PSG6	-2.068
PSMD13	0.78525
ETV5	-0.75325
OR51A4	0.263
BTBD7	0.515333333333333
GSTO1	-1.0745
hCG_16001	0.5985
MAD2L1BP	-1.3475
COX6A2	1.298
SCNN1A	3.24166666666667
LSM1	0.3505
UGT2B11	-3.60025
IDUA	0.403
PPP2R3C	-0.803833333333333
COX11	-0.3365
PDZK1	-4.08725
ZNF443	0.451333333333333
MGC21874	1.174
ZNF323	-0.3964
KRTAP10-10	0.463
CXCL6	-0.48125
SLC34A2	0.0889
LOC284402	1.045
NPTN	1.07216666666667
UPP1	-1.74566666666667
SLC6A9	1.001
OR7G3	0.04575
CISD1	-0.213666666666667
ZNF545	-0.3855
SYT14	-0.366
NT5C3L	-0.5725
ZNHIT3	-0.720833333333333
SNRPD3	-0.12725
KIAA0701	0.178625
UNC93B1	1.28183333333333
GMNN	-2.840125
SPCS2	0.915333333333333
LOC388524	-0.309
NAPRT1	-2.135
PNLIPRP1	0.481
OR6V1	0.568
PRKAB1	-1.537
EYA4	-1.89733333333333
KIF20A	-3.227
ALG10	0.968
ITPKC	0.668333333333333
LMX1B	2.3665
RPUSD4	-0.852833333333333
C7orf34	0.4415
DLGAP2	0.328125
PFN1	-0.7079
MICALL2	-1.04908333333333
ZNF654	0.5635
SS18L1	0.124875
SLC16A8	0.532
MKI67IP	0.0231666666666667
ITGB3	-0.62075
TCEA3	2.90333333333333
CEP152	-2.451625
CLIP1	1.039875
ZNF75	-0.126375
ATP5C1	0.0675
NUDT5	-0.393
PSCDBP	0.46775
UBP1	-0.72425
RBM27	-0.592
C13orf15	2.25825
ZNF282	-0.463833333333333
ZNF222	-1.2218
COL10A1	6.672
PRDM15	-0.588375
TTTY5	-0.397
FAM9C	-0.462
C20orf67	0.317
GNG13	0.5695
F12	0.971
C1orf41	-0.34825
CPXCR1	-0.436
GSK3A	-0.52425
SUPT6H	-0.248
PI16	-2.17233333333333
ELL2	-1.13858333333333
C9orf167	-1.581
PVRL3	-2.4226
FLJ38596	1.53
ADAM20	0.08125
GPR89A	0.6365
GPR87	-4.208
ZNF30	-0.13575
SMR3B	0.109
ZNF770	0.399375
TRPC4AP	0.097
DKFZP686E2158	0.132833333333333
C2orf28	0.542
FREM1	-3.21
LAMA4	0.542166666666667
ADPRHL2	0.63675
EIF4G2	0.447833333333333
GUCA1A	-0.17
CTNNA2	1.19275
NUDT15	-1.41333333333333
CEPT1	0.245333333333333
ZNFX1	0.6599
CCDC92	0.72575
TDRD1	2.0195
KCNK5	-1.8275
ETNK1	0.0535
LTA	0.3045
TTPA	-0.115333333333333
B3GALNT2	0.059625
SC65	0.198666666666667
PEX5L	-1.32775
EPS15L1	-0.5355
MGEA5	-0.592875
HIST1H3A	0.219
ING1	-0.266125
BCAT1	-2.629375
ORC6L	-2.646
KLK11	-5.34616666666667
C19orf28	-0.063875
DNER	-4.992625
MED22	-0.483571428571429
ETV6	1.77791666666667
CHAC2	-0.495
CD300E	-0.005
CEBPB	1.39158333333333
ZNF398	-0.41275
LRCH3	0.00650000000000001
HMGA1	-1.591
CAPN7	-0.175666666666667
MGC5566	-3.3565
CCL3	2.625625
NANOS1	1.386375
ZFYVE19	0.98625
APITD1	-0.356333333333333
PARD3	0.559
IRAK4	-0.170333333333333
SERPINI2	-0.813
CEP170L	-1.211
TTC9	2.77975
MYOM3	-1.60425
MLPH	0.267
LOC222699	-0.0365
NRG1	0.660666666666667
TBC1D9	2.30781818181818
TTK	-3.353
ZNF557	1.6672
DDX41	-0.8115
FANK1	0.762
UBE2D2	-0.575125
PSMB10	0.083375
MYH7B	0.709
GABARAPL2	-0.267875
MARVELD2	1.20966666666667
DGCR2	1.09983333333333
UNC45A	0.1605
C6orf72	2.401
ZNF683	2.31975
GIT2	-0.577375
CASK	0.411166666666667
C14orf161	1.3195
LRRC44	1.71775
TIFA	-0.33325
UTP11L	0.216625
C6orf65	-0.6475
FDPS	-0.64875
DUSP9	-1.7876
SLC17A8	0.206333333333333
OR51G1	0.447833333333333
NANS	0.1555
OLFML1	1.744
ATP10B	-0.93525
NPAS3	-0.89675
PRKCA	-2.4774
GGA2	-0.306375
LCE4A	0.3405
SPANXN3	0.553
CCDC115	1.124875
SDCCAG3	-0.57075
GLIPR1L1	0.28325
TTC1	-0.8285
C17orf76	0.5355
MAD2L2	-1.0025
HIPK1	-0.0722
LRRC3B	-0.638
CLN3	0.190136363636364
C17orf47	0.1335
FMN2	-1.12375
TUBB1	-0.769
WAPAL	-0.180833333333333
C3orf21	-0.114375
SCN5A	-0.4377
SMYD1	0.144
BEX5	1.222
ZNF192	-0.299
SEC22A	-0.8745
GRIA2	-0.107571428571429
KIAA0825	-1.572
NUSAP1	-2.37363636363636
LANCL1	-0.43275
C15orf40	0.0114
ZNF645	0.1065
GPR61	0.2715
NLRP14	0.001
SNX21	0.719
C1QTNF8	-0.05
C17orf46	0.242
IFNA8	0.263
SPRR1B	-1.42133333333333
FLRT1	-0.91325
SNX17	-0.269333333333333
ASB2	0.458333333333333
HBG1	-5.1535
RPRML	3.9185
JOSD2	0.107666666666667
PLSCR3	0.0475
SPOCD1	0.802666666666667
RAB39	-0.1355
GHRH	0.199166666666667
ITIH5L	0.17925
C17orf37	0.09825
SMCR8	0.413
DPY19L2P3	-0.117166666666667
IL11RA	-0.8205
GDF3	-3.62316666666667
RPS6KB1	-1.27533333333333
DNAJC19	0.9165
TOP1	-0.045
CRCT1	0.309125
MPST	0.592625
DPM2	0.024375
FAM38B	-2.83716666666667
SLC18A1	-2.4915
FARP1	0.847
PAX7	3.719
TUBD1	-1.12425
GNL3	-0.492375
BTG2	1.2008
NDUFS6	-1.11775
C1orf79	-0.3935
ERAL1	-0.257
ECHS1	0.35775
VPS4A	0.0341666666666667
CYP11A1	-0.937125
ABCC6	-1.44264285714286
PBX4	-2.001
MOSC1	-0.836
NCF4	-0.04325
HYMAI	0.3915
NAGPA	-0.61225
OTOP2	0.3085
ACOT12	-0.22325
MTHFD2L	-1.585125
LOC441376	3.502
C19orf34	0.057
RAB1B	-0.0005
ALDOAP2	-0.451
NTRK1	-1.981
ARTS-1	-0.5639
SLC6A11	-0.077
NAP1L2	-3.473
CNGB1	-0.166333333333333
EPB41L4B	1.71508333333333
FAM134B	-0.914875
HS3ST3A1	-0.472666666666667
CPXM2	4.21975
SIRPB2	0.2615
CHORDC1	-2.2235
TRIB3	-0.231
SLC2A5	0.772
C2orf49	-1.45516666666667
DDX5	-0.411
OR5L1	0.524
ANAPC4	-1.42183333333333
ZSWIM1	0.76775
LOC93622	-0.695285714285714
KCNK3	-0.6433
RP11-35N6.1	-1.78025
ZFP161	0.363166666666667
AQP9	3.39725
SLC15A2	-0.381333333333333
MREG	0.1235
OR9I1	0.0295
PDLIM2	0.153375
ADAM7	0.4285
GSTCD	-0.469833333333333
WDR21A	-0.26025
SLC12A8	2.47833333333333
TMEM174	0.189
IGSF3	0.37475
LRRN1	-2.15675
LOC402117	-0.2635
SRPK1	-1.939
LY6K	1.94625
NFIA	3.042
PTCD3	-0.29375
LEP	-0.140333333333333
PCDH21	-1.0365
MAPKAPK2	0.839285714285714
NMNAT1	0.0933333333333333
LHFPL2	0.636625
C9orf43	2.61375
DIP2A	-0.9545
ACTR8	-0.593125
CCDC34	-0.616
PTPN22	-1.509625
ITGA3	-1.2805
FAM129C	-0.1135
RABGGTA	-0.009
UNC45B	0.09325
KIAA1033	0.162875
ZNF510	-0.270666666666667
CYP2D6	0.3515
SLC26A10	0.384
STX8	-0.51
LUZP1	-0.022875
WDR89	-0.351833333333333
EIF4G3	0.4442
C5AR1	0.872625
ZNF623	0.2975
A2M	-0.0155
TGM7	0.372
GRPEL1	-0.497166666666667
LMNB2	-1.5861
ROCK2	-0.3315
SNX16	-0.109375
CCDC66	-0.75
ANXA3	-0.07275
KIAA1609	1.114375
EED	-2.00725
RNF32	0.792166666666667
HES1	1.0165
CLC	0.439833333333333
ISL1	-0.317833333333333
KIAA0528	-0.154375
MANEA	-0.6385
C1orf61	-2.322
hCG_2001000	0.53825
RAPGEF6	-0.8151
KIAA0020	-0.658166666666667
NEIL1	1.787
C16orf45	0.880875
RBM10	-0.740166666666667
C10orf125	-0.940625
MRS2L	-0.8425
DNAH17	-1.484
C19orf10	0.61625
C1orf160	1.20225
SLFN12	-0.456
EXOC3	-0.873166666666667
HIST3H3	-0.5085
NCOR2	0.27
TNFRSF9	0.27075
MFSD8	0.84325
ALX1	-3.67233333333333
NOL1	-0.274
PODN	3.208
TIAL1	-0.8555
HIST1H1E	-0.2185
NPY6R	0.386
TM4SF4	-0.5695
CORO2A	1.391
ETNK2	2.102
APOE	0.8442
ANGPT4	0.457
HDGF2	0.36325
G30	0.2895
ST8SIA4	-0.53075
F2RL1	-0.648625
FAM19A4	-2.5585
CCAR1	-0.34
B3GNT7	0.24825
OPHN1	-0.4513
DSCR6	1.3725
C21orf13	0.738
GAS2L1	0.96425
RFX3	-1.184
COPS4	-0.786875
BCHE	-4.29266666666667
BCL2	-0.20375
HBZ	-2.745
ARL13B	0.188375
MAPBPIP	0.2565
MYO15B	0.99125
SPZ1	0.0295
KIAA1324	3.41077777777778
PLCL2	-1.498375
C4orf29	-1.09325
WDFY2	-0.69775
ZNF284	-1.32
NAALADL1	0.134
DUSP5	1.1925
PXDN	-0.119875
SLMO1	-0.60675
TNXB	0.3763
BIRC7	-0.9835
A4GALT	0.219833333333333
TIMM22	0.22925
FAM110C	-0.94
TOMM34	-0.61775
ABHD9	0.423
ADAM32	0.9945
CRHBP	-0.86475
AQP2	0.571625
LOC130355	1.3095
ZNF187	-1.001
ZNF816A	-0.2755
F7	-0.693375
CNOT1	-0.5914
SLC13A4	-1.342
ZBTB11	0.39125
B3GALT5	0.05325
EXOC2	-0.342333333333333
IRS1	-0.4722
TMEM1	-0.401666666666667
MRPL34	0.439
SAMM50	-0.00725
CDC42EP3	-1.070875
HSF2	-0.7295
MFN2	0.572
TSPAN7	-2.53866666666667
NUCB1	0.2705
RHOH	-1.8005
ARL16	-0.1775
TACR1	0.212
SFRS5	-0.696166666666667
SNX25	0.5935
RHBDF1	0.774166666666667
PCDH18	1.11083333333333
HMG1L1	-0.5915
MYO5C	1.34375
MAPK10	-0.266
LDHAL6A	0.0223333333333333
NUDT12	0.0951666666666667
NCAM1	-0.224
GLIS2	0.4945
GGTL4	3.01225
DAPP1	-1.56425
ATF7	1.2495
KIAA0748	-1.50225
NFIL3	1.592
TM6SF1	0.6925
SEZ6	0.111375
NANOS3	0.637166666666667
DNAJA3	-0.0495
CLDN6	-2.308
CIITA	2.7352
EPHA4	-2.64841666666667
FANCC	-0.4655
CMTM3	0.574375
PSG3	-0.687875
MRPL15	-0.2405
C21orf59	-0.1755
PLCXD2	-0.117
C2orf34	-0.6245
UBE2L6	0.81375
MED14	-0.402166666666667
HP1BP3	-0.1792
C6orf208	-0.1695
TPBG	-0.7705
OSR2	0.111625
XPC	-0.806333333333333
KLHL7	2.559
CCR3	-0.568666666666667
AGTPBP1	-0.840166666666667
PCSK6	-2.4738
STAT5A	-1.0201
FAM18B	0.30875
LONRF2	-0.769333333333333
PTPN2	-0.352125
SF3A3	-0.148166666666667
EFCBP2	-0.3555
HCFC1	-0.834333333333333
AHNAK	1.11325
ACTR5	0.148
KIF14	-2.93742857142857
TENC1	0.47725
HEATR5B	1.012
YIPF2	0.713833333333333
MYEOV2	0.931166666666667
DUSP18	1.14025
KIAA1012	0.0375
AHR	-2.162
C17orf53	-1.64366666666667
PTPRH	-3.87575
ATP6V1C1	0.1934
TAS2R3	-0.1575
LOC440356	-0.62525
COQ10B	0.67
PSMF1	0.448916666666667
SORBS2	3.74216666666667
NFE2L2	-0.67675
TMCO7	-0.7925
SH3PXD2A	0.1359
SH2D2A	-2.17
SPINK5	-3.81575
MRPS24	-0.816
OPA3	0.3765
TRAF7	-0.0191666666666667
C4orf35	0.6475
MT1G	2.20125
MGC39545	-0.00900000000000001
HS1BP3	0.4849
OR2B2	0.428
CHRM4	0.006
SFRP2	2.6025
RIC3	-1.7195
ART1	0.223
C6orf1	-0.055625
DUS4L	-1.21225
C10orf104	1.1795
TNFAIP6	2.7575
RTEL1	-0.35475
CCT4	-0.9235
ZNF709	-0.00275
CHMP6	0.595833333333333
UPP2	0.0825
CYP19A1	-2.39225
CD151	0.187833333333333
NDUFA13	-0.921333333333333
ARFRP1	-0.370166666666667
FAM26B	1.53875
CRYBA1	-1.4015
MRPL41	1.019
NPFFR2	4.005875
HRH2	0.3395
SCAMP3	-0.329
MTMR6	-0.23
MTG1	-1.062
UBTD1	1.826
CRABP1	1.9455
FLJ33790	1.6935
KIAA1908	-0.570833333333333
GPR158	-2.955
PACSIN3	0.417166666666667
OMD	2.48566666666667
CATSPER1	-0.3525
HOXB8	-0.697
FBXO46	0.664
OAS1	-0.079
SVIL	-0.7985
PHB2	0.30075
ADCY3	0.399
NDRG2	0.413833333333333
ERMAP	1.177
APBA2	-1.0635
IGSF9	2.1245
WNT6	0.129
MYCBPAP	0.66975
ATP2B2	0.0334
CPVL	-1.2405
TRAM2	0.00516666666666666
NOP5/NOP58	-0.316
ZNRF4	0.26525
TLK1	-0.15
MTMR12	0.250714285714286
ZNF384	0.131166666666667
FAM9B	-2.7095
RPN1	0.8075
PMVK	0.3395
EIF3D	0.2079
SIX2	0.867
HPS1	0.510785714285714
RNF7	0.3175
PSKH2	0.053
KCTD13	-0.0645
CSMD3	-0.6994
FBF1	-0.021
IL8	-1.492625
SERPINB13	0.277166666666667
FBXL20	-0.32475
BLR1	0.394
SH2B1	-0.285166666666667
RFNG	0.306625
RAB20	0.8715
RBM7	-0.816
POLR1A	-0.5375
TMPRSS4	-3.101
TAF9	-1.52425
TERF2	-0.264666666666667
TNFRSF1A	1.26025
ACADVL	-0.7715
GTF2H5	-0.1515
EDG8	-0.408166666666667
C9orf140	-0.176125
UST6	0.4655
ZBTB8OS	0.1485
ZNF710	2.4615
GPR174	-1.758
ATP6V0A2	-0.88425
KIAA0319L	0.555333333333333
XKRX	-0.5005
DOPEY2	2.029
SDHD	-0.262833333333333
SUMF1	1.671
OSM	2.5415
OPN3	-0.29775
DAGLB	-0.830333333333333
PPFIBP1	0.00639999999999999
TRIM63	-3.43625
C10orf53	-0.331
LYPD3	0.651166666666667
BCL7A	-0.141625
AGER	-1.16183333333333
TCF19	-1.687625
SAT2	0.00625
PFTK1	0.6765
GABRE	0.9185
C15orf38	1.3166
FIS1	-0.484
KCNV2	0.1055
CLPS	0.7595
PPCDC	-0.385
FOXN2	-0.324166666666667
NT5E	-2.539
CD83	0.959
IL18	-0.383875
VPS16	0.10575
IGFBP2	-1.89866666666667
NOTCH2	0.6215
SIGLEC1	2.37175
CD93	4.6105
SULF2	-0.77825
CEP164	-0.078625
P53AIP1	0.255166666666667
TOR2A	0.0855
ZNF136	0.6815
MGP	2.3608
CCDC144A	0.111833333333333
TRPC1	-1.058
SMS	-1.259
MAPK7	-0.364666666666667
RRAGC	1.18125
PARD6A	0.815166666666667
NUB1	-0.278166666666667
SYNGR4	0.7215
OR11H12	0.305
WIF1	0.2095
GCH1	0.5475
OR11H4	0.14
SLC44A5	2.918
GPRIN2	2.13916666666667
LOC401431	0.143
CPA4	-0.77
MELK	-2.455
IL15RA	-0.66325
CUL3	0.514375
HMBOX1	-1.176
PODXL	-2.64375
CCT6B	2.82016666666667
COMTD1	2.174
MUC20	-0.489166666666667
GPX2	-3.455875
ITK	-1.77875
FBXL5	1.54375
C13orf27	-1.8075
DEFA5	0.129
TRHDE	0.4675
MTP18	-0.215833333333333
UQCRQ	-0.4887
ITGB2	1.40958333333333
CSRP2BP	-0.1335
TAS2R44	0.381
PHPT1	0.11525
FAM44C	-0.8495
ERH	-0.528
MPHOSPH1	-1.92916666666667
MORC1	-0.5965
PARVB	-0.101
LAMA1	-1.63833333333333
PGBD3	1.098
GIMAP6	3.2295
AREG	-3.00083333333333
LIPT1	-0.35525
MGC99813	0.4045
C1orf201	-0.0676666666666667
GRIN2A	-0.4707
MAN2C1	-0.549375
NSUN5	-1.073
SF3B5	0.0265
MYC	-1.7735
NRXN1	2.31291666666667
ZNF18	-0.2055
SPDYA	-0.109875
SLC37A1	0.699
DECR2	-0.47925
ANKRD38	0.32425
SPTLC3	-2.88533333333333
SUPT16H	-0.85675
DTWD2	1.05725
ULBP1	-0.273
ZADH1	-0.703166666666667
OIP5	-1.777
IL10RB	-0.0803333333333333
OTUB2	-0.2035
VWA3A	-0.206333333333333
SPIC	-0.0403333333333333
OR6C4	0.1825
PSCD4	0.999333333333333
DPY19L2P2	-0.849
TRAPPC6A	-0.0986666666666667
C21orf2	-0.973666666666667
CEMP1	0.48225
LIN7B	0.3555
E2F7	-2.737
VCP	-0.247625
LAMA3	-1.28425
BGN	2.13225
GPR160	0.681166666666667
COCH	-4.89116666666667
GPR81	2.2205
APOBEC3F	-1.95075
tcag7.1017	-0.4555
C1orf32	0.3425
SCGB1D2	3.40975
FLJ43987	0.2
C6orf170	0.61725
KLK9	0.5665
GPD1L	0.088625
VPS37B	0.7635
ATG3	-0.330166666666667
ADAMTS17	-0.59
KLHDC2	0.663166666666667
NDUFV2	0.028
BLK	-2.8885
MATN4	0.712
GPM6A	-0.453125
GBP4	1.924
TMEM162	0.0531666666666667
PKP2	1.35
HRASLS	0.0656666666666667
MMP1	-2.30625
SFXN3	-0.0648
FSD1	-1.75683333333333
ST6GALNAC3	-2.52433333333333
CA12	3.2225
NCOA6	0.71625
C19orf58	0.6194
PPP4R1	-0.128666666666667
MAN1A2	0.7105
IKBKAP	-1.333
UPF1	-0.3445
KIAA1219	0.526
WNT16	0.049
SNW1	-0.787
IL18RAP	0.41525
RPP30	-0.7125
CDC40	-0.0458571428571429
SETD3	0.432166666666667
SLAMF6	-0.44425
ELK4	-0.2855
TRIM47	0.407833333333333
ACOX3	0.952375
TRIM6	0.084625
KIAA0372	-0.685333333333333
TP53AP1	2.303125
SMURF2	-0.99925
ADAD1	0.09625
EBP	-0.5768
KRTAP13-2	-0.025
FLJ36874	-0.384
TOR1A	0.463
P2RY4	0.9935
GPBP1	-0.4185
TRPV1	0.033875
ADAMTS12	1.2525
PES1	0.0927
ATG4A	0.332833333333333
MAGEA10	-3.84875
WFS1	0.57975
CC2D1B	0.151166666666667
PABPN1	-0.1765
SLC25A30	0.5645
SLCO1C1	-0.0456666666666667
SLC22A5	1.202
KIF23	-2.35333333333333
SYN2	-0.852666666666667
ASPN	8.02633333333333
CENTG2	0.44425
QSOX2	-1.6026
FLJ10815	0.206833333333333
STK24	-0.5848125
SPEG	-0.1566
STK10	-0.204
DACT2	-3.215
AAAS	-0.594
SSX3	-1.5105
ABCD3	0.3472
C4orf12	0.449
PARVG	0.471
FIG4	0.26575
C9orf46	0.9845
TMCO6	-1.2145
IGHMBP2	-0.0925
DUS2L	-0.117333333333333
FAM3C	-0.6830625
TMEM16D	-2.629875
DCTN4	-0.52825
KCNH3	-0.3725
