Hybridization REF	TCGA-A1-A0SP-01A-11R-A084-07
WRNIP1	0.427375
CNNM3	0.1715
ZNF2	0.0985
ST3GAL5	-1.264
MRPL23	0.164
TSSK6	-0.198
PSMA6	-0.6945
C16orf70	0.1415
KIAA1602	0.04625
ALMS1	0.432666666666667
DCN	1.012
TMEM132D	-0.601
SUCLG2	-0.67675
ABHD14A	-0.46925
DEXI	-0.0781666666666667
AMPD2	-1.021
IFNAR2	0.4565
CYB5A	0.7836
TLOC1	-0.2431
NXF5	-0.818833333333333
NRBF2	0.08025
KCTD3	-0.3265
ITGAE	-0.125166666666667
SLC30A3	-1.76333333333333
ZRF1	-0.448
IFRD2	1.016625
XAB1	0.6825
PYCR2	-0.8605
SERPINB3	-0.9695
TMLHE	-0.1658
GEFT	-0.95325
ABCA5	-1.974625
EMR4	0.212666666666667
TSFM	-0.1795
HIST3H2BB	-1.19125
ARHGEF19	2.1825
TSPAN17	-0.276
ABCC8	0.8415
MAP1S	0.385333333333333
C22orf36	-0.00975
BNC2	-0.931785714285714
HIST1H4A	-0.0065
NDUFS3	-0.0406666666666667
WDR3	0.0165
XKR4	-0.19
TTC33	0.295785714285714
STMN2	3.2055
CPN2	-0.943
HSPC105	1.97
PCOLCE2	-1.76725
C3orf55	0.309
KLHDC9	1.64816666666667
TBC1D23	0.606375
ATXN2L	-1.02583333333333
MAP2K3	-0.08625
SCAP	-0.57425
ZNF486	-0.577666666666667
C20orf96	0.4545
NARS	0.371
ADAMTSL1	-1.25971428571429
PRCC	0.5475
CCDC126	0.280916666666667
ZNF675	-1.18375
CALCOCO1	-0.38825
ANKRD43	3.29925
CWF19L2	-0.1635
ZBTB32	1.1185
BRAF	0.6095
ODF4	0.71525
MGC14376	-0.1925
HORMAD1	1.64183333333333
AAK1	-0.28875
PEBP1	-0.109083333333333
TNFSF5IP1	0.129666666666667
DKFZp564N2472	0.419
RMND1	0.423125
IGKV1-5	5.0015
COL1A2	2.132
SERPINA5	-3.85925
AANAT	0.5075
C19orf21	-0.725333333333333
GEMIN5	-0.80275
UBR4	-0.116333333333333
LTBP3	0.5415
AMHR2	-2.405
PROCR	-0.97875
MYBBP1A	-0.57425
C20orf39	-0.352833333333333
ZNF697	-0.356625
PASK	0.2095
ZNF776	0.370166666666667
RFXDC2	-0.622625
KIAA0467	0.21275
C10orf96	-1.259
ZNF503	1.127
GULP1	-0.184833333333333
KCNE4	0.286166666666667
DKFZp434K191	-1.558625
LOC196913	-0.324
BHLHB4	0.594
CH25H	0.546
LOC81691	-1.19633333333333
ALPL	0.739571428571429
COL12A1	1.613125
FOLR3	-0.799166666666667
GPR123	0.019875
TRIM62	-0.235142857142857
ABLIM1	0.530833333333333
MAST3	-0.58625
RHBDD1	0.615333333333333
LOC338809	-0.067
RYBP	0.0515
TTC26	0.13125
ZNF22	0.516
ISCA2	-1.2235
RDM1	-1.403
PIGM	-0.11825
GNB3	-0.3795
ACTR2	0.2284
HMGB1	0.1219
EDG1	2.53633333333333
SOAT2	-1.00775
OR10AD1	0.587
RAP1GDS1	0.7805
LCE1F	0.044
ESM1	-1.65375
RCN3	1.61375
CREBL1	-1.213
DBNL	-0.895
PTGER3	1.0385
USP30	-0.325
BCL2L12	-0.106833333333333
KIF26B	2.001
ZNF416	1.123
ZNF225	-0.2115
C17orf70	0.313
ZNF554	0.13025
RAE1	-0.522
TNIK	0.448666666666667
ACTN3	0.758
MGC45922	0.616
CCNA1	4.89083333333333
RYK	0.971666666666667
IL26	-0.49
LRP3	0.234666666666667
QARS	0.7445
SOX7	0.714
BID	1.351
OR2S2	-0.1045
CXCL14	1.569
C11orf47	-0.1075
MGC29891	-0.595
HSPB8	-0.5979
PRDM14	-1.776
NUFIP2	-0.45125
MNAT1	-0.774625
ZDHHC2	1.50875
MBNL2	0.517375
ADD3	-0.28925
CSNK2A1P	0.408
KLK6	0.560166666666667
TMEM111	-0.7961
KIAA1279	-0.32675
NUBP2	0.0445
RAB42	0.41625
ID3	-0.3547
TM9SF1	-0.5485
MDP-1	-1.014
POU4F2	0.30525
IQCK	1.38875
C16orf14	-0.242
CAPN3	-1.69475
FAM43B	-0.5495
RECQL	0.6915
AP1G1	0.1355
CTNNBL1	0.148333333333333
ECHDC1	0.2935
SMARCC1	0.4766
FOXQ1	0.344625
GNAI3	0.214333333333333
POLG2	-2.27625
CD4	1.189125
ITLN1	0.503
EBI2	4.09625
IRF1	0.794
PTPRE	1.6697
PTK2B	-0.5495
NXNL2	-1.0075
SOX4	1.8875
TSPAN3	-0.535666666666667
SH2D1A	-2.53033333333333
C8orf58	0.022
USP20	-1.14375
DUSP22	-0.208333333333333
CALB1	0.471833333333333
L3MBTL2	0.686416666666667
MCRS1	-0.12325
TMEM118	-0.470833333333333
C18orf8	0.361166666666667
FLJ10241	0.04775
GJA12	1.44475
PKD1	-0.613166666666667
ZFP3	0.3545
JAM3	-1.750625
LAPTM4A	0.5111
DIRC2	-0.3675
KIAA2022	0.170333333333333
MYOM1	2.10933333333333
TRPM8	-1.46383333333333
MOP-1	0.93775
PHKG2	-0.605625
ZNF650	-0.539
KIAA1522	0.646
PSG8	-1.48683333333333
DDX19B	0.3755
MOBKL1B	-0.096
DIAPH2	0.37075
PTPN12	0.234
CLN8	-0.2623
CRYZL1	-0.668333333333333
CRY2	-0.2255
FCGR2B	3.964
PNPLA4	0.477125
ZNF454	1.3705
DKFZp434B1231	-0.19275
CLDN11	0.2156
RFWD2	1.0985
CIB2	0.335166666666667
MXRA8	1.674125
HRK	1.281375
MAML2	0.4125
C4orf31	-1.708
C6orf192	1.39075
COG6	0.162375
FAM5B	-0.22325
NFATC1	1.5296
SEPT10	-0.10175
SCYL1	-0.1929
RPP40	0.24825
SCOC	0.0489
KIAA1450	0.3905
CTDSPL2	-0.443
TBX5	0.518833333333333
NAPG	0.135875
RHD	-3.99975
C14orf45	0.797833333333334
ZBTB22	1.1655
PLCG1	-0.7575
ANKRD10	-1.49575
AQP7P2	0.5495
TAGLN2	0.952666666666667
HTR2C	-0.768
SLC16A7	-1.282
C17orf83	-0.12525
TSGA14	-0.460916666666667
MDH1	-0.05975
PPP3R2	0.128833333333333
DCBLD2	-0.9045
RBM33	-0.667125
DPH3	-1.448
SYT10	-0.841833333333333
FMO4	1.25525
THYN1	-0.4235
DRD5	-2.1345
OTOR	0.0395
PGRMC2	-0.1869
KATNAL1	-0.353
PAQR6	0.62225
UBE2I	-0.0745
C14orf28	-0.5815
C8orf70	0.58775
FLYWCH1	-1.134375
ANGPTL3	-1.057
GLRX2	-0.426833333333333
ATP11A	-0.691142857142857
ARL5B	-0.024125
MUC16	-1.79125
SLC25A5	-0.568714285714286
ACRC	-1.03825
MYO1C	-1.667
FAM89B	1.38733333333333
FAS	1.075625
KIFAP3	1.2095
GLRA2	0.6005
BTN3A2	0.1073
CNKSR3	1.95025
CSTF3	0.0931666666666667
ARPM1	0.77175
KIAA1530	-1.3815
C9orf150	0.883166666666667
PRKCI	1.49725
tcag7.1015	1.06475
SOD3	0.0225
ZNF574	0.45975
CYP21A2	-0.6405
RPL12	0.56975
COMMD2	0.44175
WIZ	0.37075
LOC344405	-1.985
ALDH4A1	-0.840352941176471
CRYAB	3.128
COPA	0.311566666666667
PCDHGA7	0.548833333333333
KIF11	-0.95375
RASD2	1.977625
SLC26A3	-0.402
ZNF175	-0.4975
JAKMIP2	-1.533625
C8orf4	1.25616666666667
PTHLH	0.6555
SLC40A1	1.11658333333333
OR7D4	0.394166666666667
PCDHB17	1.258
CD36	2.09328571428571
C6orf203	0.9747
PRKG2	-0.2045
LOC400566	0.36625
ANAPC13	-0.95275
SLCO3A1	0.14675
ZNF692	-2.2575
FANCL	0.0005
SH3GLB1	0.43475
C12orf61	0.7895
KBTBD6	0.51225
SUPT5H	0.538
XRCC6	0.3739
HUS1B	-0.1978
FAM133B	-0.0462857142857143
LOC728276	-0.396
KCTD18	0.723
SOS2	0.477
CCDC99	-1.18275
C1QTNF5	2.643
NNAT	0.498166666666667
USP16	0.134
LARS	0.037625
ZBTB2	0.889125
ABO	0.0225
TRAF3	0.9645
GALNT5	-2.9455
NAP5	1.98875
ALG14	0.346833333333333
KIAA0515	0.0873846153846154
WDR75	-0.1505
TEX261	0.256
LY86	0.69325
LOC389072	-0.4675
FLJ13611	-0.36625
MRGPRX2	0.226
SNRPA	-0.31175
OR2G2	0.464
GPRASP2	-0.46875
C7orf42	0.452
C9orf163	-0.0415
CYP11B2	0.135
FCRL3	1.71133333333333
PRDX1	-0.05175
FGB	-6.2905
COX17	-0.0505
C16orf33	-0.20875
PIWIL1	0.0525
FOLR1	-1.35583333333333
KIAA0082	-0.692
FREQ	0.372166666666667
TMCC2	0.290666666666667
TCF12	-0.425166666666667
ZNF721	0.104
FAM130A2	0.4885
POU4F1	0.201
SNRPF	-0.613
SGIP1	0.229
ZNF641	0.925
EMG1	1.68825
PRRG4	1.0815
HIRA	-1.0695
MYNN	0.357166666666667
AEBP2	1.32925
TBXA2R	0.0403333333333333
ISL2	-0.661833333333333
PCDHB11	0.89
RNF144A	0.408125
MARCH5	-0.155125
DULLARD	-0.445
DCLRE1B	0.0695
ITGA8	0.914
TP73	0.173
PRKCD	0.984
NDUFB4	-0.01675
ATP13A4	1.59825
ANTXR2	-0.390333333333333
COL4A3	0.309333333333333
MYO10	0.6923
SLC6A18	0.36625
PEX1	0.09
TMEM74	0.4625
RBM19	0.317
TAPBP	0.33065
RUNX1	0.371375
MID1	0.53325
GPR64	1.381
RASEF	2.4335
GABRG1	0.05375
MYO16	0.20325
DBF4	-0.644
TSHZ2	2.269
RIPK2	0.94725
PPTC7	0.872833333333333
KIF4B	-0.351
LRRC31	0.2895
ZNF540	0.47525
EFNB3	0.464666666666667
LOH12CR1	1.96225
STON2	-0.027
GLP1R	0.497
CSTF2T	0.2285
IREB2	-1.1315
GRSF1	0.2035
PDCD7	-0.963166666666667
LRRC43	-0.0505
CNR1	-0.1535
IL1F7	3.7545
C12orf64	-0.40675
FAM69B	-1.269
NR2E1	-1.115
MS4A6A	2.4891
FTL	-0.2655
C7orf36	0.254
PCLO	1.248
DYRK2	1.15641666666667
ARIH2	0.868625
SAMD7	0.22
SCNN1D	-1.30725
SLC32A1	-0.382375
C22orf25	-0.638166666666667
MRPS18A	-0.7775
GPR112	0.3905
EARS2	-0.26375
ERN2	0.7125
ATPBD3	0.132666666666667
PRH2	1.189
CDKN2D	0.1115
PGLYRP2	-0.78625
TRIM40	0.06325
SEC14L3	-0.190166666666667
SLC22A1	0.59725
BTN2A3	-0.345
RASA4	-0.04075
CCNL2	-0.97025
MYBPC3	0.496
GJA4	2.93475
CDC42SE1	0.571
TRPV2	-0.33325
MYPN	-3.2688
SIM1	2.828
CDADC1	0.0456666666666667
ZFHX4	0.127
NIBP	0.6145
ADAMTS19	-2.117
ABTB2	0.89875
TSPYL2	-1.05025
EIF2S3	-1.5778
SOX30	0.01675
AP2A1	-0.255833333333333
DKFZP564O0523	0.216
LOC285398	0.1565
CDH18	-4.31925
CHL1	1.2635
GATS	-0.1286
TBC1D2B	-0.136166666666667
OR1J1	0.1085
GSN	1.84
DPCR1	-0.07125
GARNL4	-0.845666666666667
SMARCA5	0.15825
PLEKHG3	0.340833333333333
ZBTB45	0.7155
FRMD6	-0.678
PLS1	0.2805
DGKZ	0.8
EFNA1	0.7002
WDR85	0.07675
ANK2	0.07575
PAGE4	-0.954833333333333
SENP6	1.57716666666667
AKR7A2	0.054
FKBP10	-1.9125
VEGFC	-1.16166666666667
LARP1	-0.3575625
SRBD1	-0.2235
ITGB6	2.815
SLC1A2	-0.00907142857142854
INVS	-0.738166666666667
MPO	0.177
MOBKL3	0.0296
CUTL2	-1.180625
KLK2	0.0758333333333333
VIM	-0.67375
REG1B	0.400166666666667
PCDHGC4	0.29725
C3orf34	-0.248666666666667
SUMO3	0.0498333333333333
CST9L	-0.662
MLL4	-0.348
SPR	-0.0315
SAMD9L	0.74925
ABCE1	0.465
SUPT3H	-0.781666666666667
ACTBL1	-1.811
ADAMTS4	0.688
SLIT3	2.491
RHEBL1	0.45775
NPM2	0.57475
MAN1C1	0.526
KIAA1856	0.505166666666667
HSPA6	1.77575
LOC388152	-0.477
C10orf140	-0.58525
ZDHHC12	0.2655
LIN7A	-1.1296
PHC2	0.366333333333333
SPHK1	-0.437
TRIM26	0.0865
FAM83E	-0.6965
C18orf24	-0.399166666666667
ZNF578	0.241
ORAI1	-0.07025
RUVBL1	0.12625
C7orf20	-0.904666666666667
APAF1	-2.1305
SLC36A4	-0.738
MYH11	4.67383333333333
NEK1	0.9435
MPP2	-1.42575
C12orf24	-1.24775
TNK2	0.2474
ZNF289	-0.97975
MATN3	-2.69242857142857
IFNGR2	1.394
ITPR1	-0.956875
EBF3	3.6895
TBC1D20	0.2133
OR10P1	0.22925
DDAH2	0.358
SHPRH	0.19825
STX7	0.4575
LOC554248	-1.18625
BCAR1	-0.09225
ATXN3	-0.05475
TRIM27	-0.6285
CDC42EP2	0.1065
CHP	-0.512571428571429
SOX17	1.45525
ZNF259	-0.240833333333333
CHCHD1	-0.453625
ZDHHC19	0.1625
GBP2	1.6025
GARNL3	0.857375
MRC2	-0.09925
C1orf52	0.25175
AOF2	0.276666666666667
LRPPRC	0.2298
ACVR1C	0.269666666666667
TM4SF18	4.40166666666667
TMEM169	0.362166666666667
PPP1R16A	-0.15175
EBF1	0.315333333333333
RRS1	0.189
SNX2	-0.503
OR2T2	-0.107
RBX1	0.10075
ANKRD54	0.1955
TSNAX	-0.117333333333333
TMEM83	-1.93725
ZBTB7A	0.5525
ATM	-2.07091666666667
LOC338328	1.5655
TIE1	0.791
HIST1H3G	-0.0743333333333333
PASD1	-4.48716666666667
TINAG	0.39525
PCDHAC2	0.119
LRRC15	0.034625
WBSCR17	-1.40925
TFF2	1.253
PARP2	-1.21825
NDFIP2	-0.4625
PCDHGB2	0.475
WDR60	-0.795
MAP7D2	-1.6911
USP45	-0.03225
GSDML	-1.504
TNS1	-0.0293
PLCD4	-1.43475
IQCD	-0.124166666666667
SMPX	-0.104
CD9	2.77916666666667
SRGN	1.49575
CASP7	0.06275
INOC1	0.028
DKFZp451M2119	-0.118625
VMAC	0.4095
USP53	-0.1033
CAMK1G	0.511625
TMEM106A	-0.7925
CDC20	0.231
ACSL5	-0.6215
CBWD5	-1.513375
C1orf87	-0.8105
KIAA1274	0.513
PRUNE2	-1.88707142857143
LYPLA2	-0.328
DOK6	-1.18583333333333
GPR149	-0.201
FAM30A	3.3825
TMEM129	-0.30225
SLC35B3	0.74525
ACPP	-0.2537
LOC200261	-0.6155
SLC4A7	0.7136
CCDC40	1.22275
GART	-0.4975
THOP1	-0.18825
SCARB1	-0.30175
CACNA1F	-0.25775
TRIAP1	0.0606666666666667
SYT14L	-0.0535
SFRS8	-0.298
PBOV1	0.163
GOLSYN	0.41025
GJB7	1.0765
CAMK2N1	-1.02591666666667
GREM1	3.27791666666667
FLJ20433	0.1155
QPCT	-1.432875
PRKAG2	1.42833333333333
H2AFX	-0.88425
C6orf154	0.8505
PLOD3	-0.4985
ZBTB39	0.230333333333333
WASF3	-1.15541666666667
DRG1	0.04375
PRR4	2.9155
SPCS1	-1.07875
KDELR3	0.959
SRP19	-0.395833333333333
GABRA6	-0.2435
MFSD1	0.03825
MMEL1	-0.965
PDXDC2	-0.7474
BUB1	-1.55322222222222
RNF138	0.648625
MYLPF	-0.753666666666667
AIF1	1.20966666666667
DYNLRB1	0.1255
HCN3	-1.2465
HIST1H2AI	-0.00275
MAP4K5	-0.2885
LASP1	-0.052875
LOC130951	0.301
PLAA	1.14525
KRT6A	3.8045
C6orf117	-2.2625
ARHGAP23	-0.1475
PTF1A	0.0555
GPHA2	-0.68225
LCE3B	0.35775
MCL1	0.413857142857143
EHBP1	-0.4745
PRNP	0.1778125
ZSCAN1	0.438
C1orf113	-0.609
FOXA3	-3.75975
NEB	5.2515
ASGR1	-4.0795
CTGF	1.16283333333333
RAB17	-2.83333333333333
MST101	-0.59675
JARID1B	0.578
USP37	0.6719
PTBP1	-0.199833333333333
PTPN7	-0.365666666666667
CDC7	0.2055
SNX7	1.004
ZNF335	-0.25125
CPT2	0.246
HEATR1	-0.334
HSPC152	-0.31525
C5orf40	0.2625
PSME1	-0.804666666666667
STAG3	-1.74775
TMEM154	-0.253666666666667
KLHL32	0.221833333333333
TSGA10IP	-0.6695
SUV420H2	-0.477666666666667
SF1	-0.5865
2'-PDE	-0.328733333333333
PNLIPRP2	-1.683
TRSPAP1	0.0961666666666667
NUP210	-0.724666666666667
ANP32C	-0.8945
RAB11B	0.305166666666667
ASB15	-0.2195
ITGB3BP	-0.89275
UBASH3A	-0.28225
YWHAB	0.014375
TPRX1	0.13275
LY6G5C	-0.489375
SLC7A2	-2.191375
CLK1	-0.6855
HSD3B7	-0.306333333333333
VDR	1.60475
C16orf74	-0.91775
ACE	0.074
PSMA2	-0.191833333333333
CCDC131	-0.983
ZNF213	0.132166666666667
EML2	-1.80625
ALS2CR13	1.089
GLYATL1	2.22825
DSPP	-0.6665
DHFRL1	-0.573125
C10orf30	-0.0318333333333333
SH3RF2	-0.369
LOC197322	-0.0221666666666667
DLL3	0.609875
TIGD7	0.044
GFRA3	0.689
CPA1	0.455333333333333
RTN4	-0.4685
PPT2	-2.30466666666667
FASLG	1.40475
FOXP4	0.32175
RPL26	-0.1243
GNL3L	-1.9885
FMR1NB	-0.00316666666666666
CD163	7.09775
SGPP2	3.61225
GIMAP2	0.213
CD37	1.59366666666667
DPT	3.44891666666667
NBLA00301	3.00725
RGS5	0.832333333333333
C9orf4	-0.116
ACTL8	-1.3875
PRKAR2B	-0.1415
OPLAH	-0.945
C20orf134	1.5605
SPACA5	0.113
TBL1X	-0.373333333333333
TSPYL3	0.3
CHCHD3	0.0505
CRKRS	-0.173833333333333
GPR65	3.71725
DFFA	0.360125
FUT1	1.0875
C6orf204	-0.0225
TMEM51	1.624
ZNF580	-0.20875
CMTM2	0.52925
C20orf200	-0.5765
EZH1	-0.7775
FDX1L	0.674125
MRPL32	-0.28975
PCAF	-1.4831
ALOX15B	0.775666666666667
CD59	0.689708333333333
CDK9	-0.408875
ERP29	0.2585
TTR	-6.2235
BCMO1	0.9305
DDIT4	-1.1722
PTGDS	3.10225
C3orf63	-0.279333333333333
BST2	-1.643
CYP1A2	-0.672166666666667
C5orf25	0.21875
STX1A	-0.898058823529412
OR2A12	-0.219
SH3BP5L	-0.07275
SERINC5	-0.04875
USP6	-1.3116
MRPL3	0.493666666666667
POMP	-0.057
INPP4B	-2.31
GMPPB	0.0155
EAPP	-0.638
AHSA1	-0.66125
ABCA11	1.264
SLC5A6	0.57475
HIVEP2	1.253
SUMO2	0.1185
KIAA1822L	-1.5735
C11orf67	0.42575
TXK	-0.188
PHCA	0.262375
ICAM4	-1.14633333333333
FPGS	0.549666666666667
SNRPA1	-0.78425
KCNJ4	-0.14
KIF6	0.2144
HIST1H2BG	-1.848
SLC5A5	0.2575
ZNF354B	-1.3905
IL12RB2	4.15975
C11orf76	0.144333333333333
GAL3ST2	0.1815
AIFM2	-0.633125
SYNC1	-0.609
UBL3	-0.82675
PIK3CG	-0.915166666666667
NLN	0.3617
BCORL1	0.067
CD5L	0.322
ZNF238	1.296
KIAA1394	-0.7275
C16orf55	1.076
CYP3A7	-0.817
KRTAP3-1	-2.146
TFDP1	-0.1705
MND1	-0.811
NODAL	-0.101
GTPBP4	-0.98275
TUBGCP2	0.232
SLITRK5	0.00225
CIC	0.88975
CD79A	1.45083333333333
SAMD14	0.364833333333333
TNPO3	-0.5005
OR10G3	0.5565
OR10G8	0.4095
CCDC111	-0.2035
HOXC9	0.22275
DCUN1D1	0.777
CYB5R1	-1.711
TSR2	0.12125
DAB2IP	0.2295
SLC6A5	0.1155
RAB3D	0.41775
DCUN1D4	-0.822666666666667
ERBB3	0.4105
SDC1	0.529333333333333
ATP6V1H	-0.0761666666666667
SYK	2.469
ST20	0.59275
C13orf30	0.5435
WDR40A	0.692166666666667
ADMR	0.392
LOC388335	0.78375
ACSM1	1.497
TDG	0.187166666666667
FLJ11235	0.48
MRPS5	-0.212666666666667
AGPAT2	-0.490333333333333
SLC12A1	0.2405
CYP27A1	0.59625
THAP7	-0.45525
XPO1	-0.4395
ALMS1L	0.738
C1orf2	0.006875
ZNF777	0.340666666666667
CAMK2A	-0.172833333333333
SMC1B	5.2085
IHPK2	0.766733333333333
LEMD1	2.176
NKD2	0.3775
CLU	-1.51485714285714
ARMETL1	-1.125
PABPC4	-0.70925
CXCL12	1.29083333333333
TFAP2C	0.1519
TTTY8	0.1745
ABCB10	-1.1964
ENDOD1	0.177666666666667
IDI1	-2.3535
KCTD6	-0.605
CCDC105	-0.7385
ULBP2	2.1985
ZDHHC5	0.75575
WNT8A	-0.124
COMMD10	-0.65025
KLHL12	0.272875
GPR50	0.4445
NR5A2	0.028375
OXGR1	3.32583333333333
EHD3	-0.57875
CAPRIN2	-0.458375
KLRC3	-1.1235
SF3B1	0.274214285714286
IPO7	0.6915
ALDH1A1	-0.5205
ANKRD5	1.304625
TSNARE1	0.155
DDEFL1	1.72475
RNASEL	0.173
DNAH9	-1.0165
HELLS	-1.58525
TNS4	-1.6155
NAV1	0.7089
KIAA1409	0.24975
C20orf26	1.24383333333333
TUBG1	-1.08025
IRX2	0.0915
CNGA4	-0.249
MGC50559	0.879166666666667
OR4K17	0.333
TM2D2	0.411916666666667
FAM32A	-0.02375
TXNDC14	0.3175
CCBL1	-1.2985
ANK1	-2.422
PRSS23	-1.7035
PPM1L	0.82
SPATA20	-1.34625
APCS	0.0285
C14orf122	-0.763666666666667
PSMB5	-0.3935
C6orf10	-0.1372
SETDB2	-0.0936666666666667
SPNS3	-1.062
SGMS2	0.853833333333333
MXD3	-1.02483333333333
MON2	-0.8739
CARTPT	-0.2075
HNF4A	-1.035
RABEP1	-1.0031
TNFRSF10B	-0.887875
USH1G	0.13
PPAP2B	-1.8195
TMEM16K	-1.00275
CTDSP1	0.147833333333333
CDK5R1	0.538333333333333
GABRR1	0.358
OPN1LW	-0.093
FAM98C	-0.0365
DBN1	0.6125
ACAD10	-0.455916666666667
QTRTD1	0.2365
WNK3	0.104833333333333
RPS19	0.57425
C1QB	3.314125
OTUD5	-0.748875
SLC41A2	0.787
TMEM22	-2.64616666666667
KHSRP	-0.20275
TNFRSF11A	-0.634666666666667
FBL	0.145666666666667
IBTK	-0.0583333333333333
OXER1	0.085
CBLN4	-0.11825
GPR172B	2.0485
CFTR	1.25875
VSX1	0.315
CAMK1D	0.22825
LOXL3	-1.52175
RTP4	3.06525
SLFNL1	0.013
KIAA0828	-0.332
PAR5	-0.2355
LOC723972	-0.71775
GDI2	0.124875
CEBPA	0.6778
MLF2	1.25566666666667
AFMID	-0.29375
ALOX12B	0.257
BPHL	-0.615375
COX5B	-0.29375
S100A10	1.2071
THOC6	0.489
NHN1	0.5185
RRP12	-0.2725
ARID3B	-2.63025
CD3G	-1.19333333333333
KIAA0133	0.63325
NAT11	-1.32516666666667
PPAT	0.373833333333333
SIRT3	-0.3185
TCERG1L	-2.0705
NIPA1	0.0148
DPP8	-0.7394
IL7R	2.23316666666667
ZFP64	0.65275
DMAP1	0.0362
TRMT12	0.47075
TLR4	1.4705
WFIKKN2	0.256
RAB12	0.666166666666667
DDX51	0.364666666666667
KIAA1086	-2.592
ZNF295	-0.687
ACVR2B	-0.967357142857143
LOC494150	-0.858375
ZNF517	-0.022
DNASE1L2	-2.41233333333333
SUFU	0.09875
LOC283677	-0.275
LMO3	3.917
PPP2R5D	-0.316666666666667
ZNF587	-0.1651
HIST4H4	0.2625
CYP2C8	0.33875
C1orf80	0.5585
DOCK5	-0.676666666666667
C9orf24	-0.774
OR5AR1	-0.00649999999999999
C11orf24	-0.21825
UNQ1940	-0.34675
CAP2	-0.744666666666667
TIMM44	0.1425
DSEL	-0.8921
ROM1	0.22225
FBXO4	0.557625
MYLC2PL	-1.31375
MLH3	0.4447
NOX1	0.306666666666667
DPEP2	2.113
DNAJB5	-0.909
RLTPR	0.217
MBIP	-1.3005
COPB1	-0.0315
SFTPA1B	-0.064
C10orf4	-0.3837
PRELID1	-0.64125
NOLA1	-0.06275
C19orf24	0.426
TLR9	-1.2935
HLA-DMA	3.17866666666667
HCRP1	-2.4845
GPR137	-0.106666666666667
ITGA11	-0.844333333333333
PHF13	0.506333333333333
MARK4	0.234333333333333
METTL4	-0.1325
MBD3	-0.5004
LOC134145	0.7495
FGF3	0.24025
SLC35A3	0.557125
CLEC16A	-0.375
AMOTL1	-0.632083333333333
FLJ31438	-0.67675
PAICS	-0.7145
TOMM40L	-0.682833333333333
MMD	-0.3365
KLK10	-0.7569
NIT2	0.669833333333333
SERPINB10	1.43875
KLF15	-0.8688
CCDC5	0.17475
WSB2	0.863375
ME3	1.558
CACYBP	0.12125
TCTN2	0.443
JAK1	1.432375
C2orf25	0.33375
GPD2	0.802
FBXL11	0.1705
CDV3	0.0615
GALNT11	0.534625
NDUFA12L	-1.1563
FLOT1	-0.924071428571429
TOR1AIP2	0.1235
MMP25	0.75575
C1orf164	0.6075
CHST5	0.05475
LYRM4	0.20565
GPER	-2.87475
HIPK2	1.90708333333333
DAP	0.0539
ZMIZ1	0.126666666666667
DDX58	0.9325
DCC1	0.081
AKT1	-0.664875
ENPP6	3.10466666666667
ERVWE1	-0.776666666666667
CDC34	0.4025
RNF125	-1.9035
CASC1	3.14025
SHROOM2	0.077
RRM2B	-0.4595
COL6A3	0.750125
TMEFF1	-0.41375
PLEKHA4	-0.4052
LYSMD1	0.811166666666667
SEPT1	-0.484333333333333
AOF1	0.9945
GNPAT	0.54725
WDR18	0.254
HSD17B12	-0.229166666666667
HIST1H2BM	-1.0575
INDOL1	0.461333333333333
SUDS3	0.57425
C1orf192	0.36
CYP2B6	-0.87775
TBC1D2	1.4785
SLC25A12	-0.163125
ERCC6L	-0.766166666666667
MGC10814	-1.93333333333333
POLR2C	-1.36733333333333
ZNF77	-0.0243333333333333
EIF3K	0.203
HPX	-0.84425
ANKRD27	0.66575
MALAT1	-1.365125
PLB1	0.407333333333333
HRNBP3	-0.89875
CPSF4	-0.12625
OR52N2	0.6325
PIP5KL1	-0.518
GH1	0.37425
HPS5	-0.13125
SLFN5	0.770625
POP5	-0.231166666666667
OVOS2	4.001
C20orf108	0.276875
MARS	-0.4195
CLRN3	0.556
ARSE	-1.3
PPIE	0.816
PHACS	-0.477666666666667
GP5	-1.226
IL8RB	1.178
FCRLA	-0.7125
ARRDC1	-0.1969
KRTAP9-4	0.213
ZNF613	1.0205
OR11A1	0.3765
TMEM132B	-2.208
PGLS	0.39575
BSND	-1.18716666666667
KCNK18	0.215
FOXD4	0.5465
SV2C	-0.01425
LCN2	2.42416666666667
ZNF490	0.4193
C3orf15	2.2439
CACNA2D4	-1.61566666666667
CBX5	0.26925
MAGEB4	0.16125
BOLA1	0.574
PPP2R5E	-0.1755
COL5A1	0.362333333333333
ASB7	0.145833333333333
SFT2D1	0.011875
DERL1	0.3982
RABL2A	1.14516666666667
MOAP1	-1.23825
KIAA1545	0.497
F3	-0.0655
PLEKHM2	0.088
CCDC89	0.448
EFCAB1	0.51975
TMEM48	0.05475
SEPHS2	-0.7135
PYGM	-0.45325
PRICKLE1	2.85275
WNT5B	3.2685
TAS2R38	0.196
IMP5	0.28875
KHDRBS1	0.1882
LARS2	-0.919
C3orf28	-1.17425
FTCD	-3.4045
C10orf68	-0.496833333333333
DGAT2L3	-0.05325
PSEN1	0.368666666666667
MGC33657	-0.07825
PLA2G4B	-0.1635
CDKN2A	2.6545
DLX1	-1.847
TSHB	0.266
C18orf37	0.16875
MEX3C	0.8785
MAMDC2	-0.9855
PDIA4	-0.387583333333333
