Hybridization REF	TCGA-AN-A0FK-01A-11R-A034-07
LANCL1	-0.343
C15orf40	-1.174
ZNF645	0.0118571428571429
GPR61	0.2175
NLRP14	-0.8085
SNX21	0.2389
C1QTNF8	0.7765
C17orf46	-0.0575
IFNA8	-0.628
SPRR1B	-1.032
FLRT1	-0.27425
SNX17	-1.1545
ASB2	-0.985333333333333
HBG1	-5.9645
RPRML	-2.02775
JOSD2	0.138666666666667
PLSCR3	-0.1535
SPOCD1	-0.374833333333333
RAB39	0.1375
GHRH	1.405
ITIH5L	0.7705
C17orf37	0.94775
SMCR8	-0.20525
DPY19L2P3	0.0305
IL11RA	-0.581
GDF3	-3.64133333333333
RPS6KB1	-1.11433333333333
DNAJC19	1.4379
TOP1	-0.93275
CRCT1	-0.326
MPST	-0.128375
DPM2	0.4565
FAM38B	-1.12983333333333
SLC18A1	-2.89716666666667
FARP1	0.353833333333333
PAX7	0.065
TUBD1	-0.527
GNL3	-0.64575
BTG2	1.70966666666667
NDUFS6	0.10225
C1orf79	-2.07525
ERAL1	-0.7945
ECHS1	0.33775
VPS4A	-0.4625
CYP11A1	-1.004875
ABCC6	-1.27192857142857
PBX4	-2.1535
MOSC1	-0.548
NCF4	-0.707
HYMAI	2.113
NAGPA	-0.5515
OTOP2	-0.19375
ACOT12	-0.514
MTHFD2L	-0.374875
LOC441376	3.1135
C19orf34	-0.64
RAB1B	-0.3785
ALDOAP2	0.129
NTRK1	-1.88283333333333
ARTS-1	0.5885
SLC6A11	-3.481
NAP1L2	0.4035
CNGB1	0.0553333333333333
EPB41L4B	0.904636363636364
FAM134B	3.843
HS3ST3A1	-1.76533333333333
CPXM2	4.44125
SIRPB2	0.913
CHORDC1	0.201333333333333
TRIB3	-1.04266666666667
SLC2A5	0.62875
C2orf49	-0.202833333333333
DDX5	-1.04475
OR5L1	-0.136
ANAPC4	-0.759666666666667
ZSWIM1	0.622375
LOC93622	-1.49675
KCNK3	-0.4865
RP11-35N6.1	-1.3335
ZFP161	0.205333333333333
AQP9	-0.42225
SLC15A2	-0.909666666666667
MREG	0.111
OR9I1	0.1105
PDLIM2	-0.27825
ADAM7	1.0965
GSTCD	-0.2265
WDR21A	0.065
SLC12A8	1.89816666666667
TMEM174	-0.23175
IGSF3	-1.04483333333333
LRRN1	0.50125
LOC402117	0.1735
SRPK1	-0.354
LY6K	-0.963866666666667
NFIA	2.939
PTCD3	-0.967
LEP	0.075
PCDH21	-0.634166666666667
MAPKAPK2	1.24457142857143
NMNAT1	-1.1295
LHFPL2	0.416125
C9orf43	-0.98425
DIP2A	-0.899333333333333
ACTR8	0.038875
CCDC34	-0.10275
PTPN22	-1.856125
ITGA3	-1.58275
FAM129C	0.188
RABGGTA	0.814333333333333
UNC45B	0.01775
KIAA1033	-0.438125
ZNF510	-0.564833333333333
CYP2D6	-0.834
SLC26A10	-2.0795
STX8	0.9095
LUZP1	-0.71025
WDR89	0.212333333333333
EIF4G3	-0.5397
C5AR1	0.312125
ZNF623	-0.018
A2M	-0.2205
TGM7	0.096
GRPEL1	-0.718833333333333
LMNB2	-1.7094
ROCK2	0.314666666666667
SNX16	1.2335
CCDC66	0.004
ANXA3	-1.036
KIAA1609	-1.048875
EED	-0.45025
RNF32	0.489333333333333
HES1	1.1704
CLC	-0.1905
ISL1	-0.418
KIAA0528	0.625375
MANEA	1.065875
C1orf61	-1.6395
hCG_2001000	1.177
RAPGEF6	0.668
KIAA0020	-0.00616666666666667
NEIL1	1.02875
C16orf45	1.966875
RBM10	-0.146666666666667
C10orf125	-1.629625
MRS2L	-0.087
DNAH17	-1.65425
C19orf10	-0.19575
C1orf160	0.14475
SLFN12	-0.0165
EXOC3	-0.411
HIST3H3	0.78225
NCOR2	0.0973333333333333
TNFRSF9	0.36425
MFSD8	-0.206
ALX1	-3.62
NOL1	-1.174
PODN	2.51875
TIAL1	-0.84975
HIST1H1E	-0.19075
NPY6R	0.31275
TM4SF4	-0.42475
CORO2A	1.18075
ETNK2	0.2995
APOE	0.6233
ANGPT4	0.145
HDGF2	-0.84775
G30	0.9405
ST8SIA4	-0.452
F2RL1	-1.1115
FAM19A4	-1.85
CCAR1	-0.35075
B3GNT7	-0.361
OPHN1	-0.1539
DSCR6	2.1895
C21orf13	1.73
GAS2L1	0.249083333333333
RFX3	-0.826833333333333
COPS4	-0.093
BCHE	-4.4595
BCL2	3.187125
HBZ	-3.218
ARL13B	-0.081
MAPBPIP	1.776875
MYO15B	-0.333625
SPZ1	0.34
KIAA1324	3.65111111111111
PLCL2	-1.578
C4orf29	-1.229
WDFY2	-1.4865
ZNF284	0.5065
NAALADL1	-0.6485
DUSP5	1.09166666666667
PXDN	0.151125
SLMO1	0.06225
TNXB	0.4812
BIRC7	-0.882
A4GALT	0.535166666666667
TIMM22	-0.0385
FAM110C	1.7085
TOMM34	-0.69525
ABHD9	-0.031
ADAM32	2.734
CRHBP	0.2755
AQP2	0.460625
LOC130355	1.07075
ZNF187	0.632333333333333
ZNF816A	1.3425
F7	1.79425
CNOT1	-0.6681
SLC13A4	0.3885
ZBTB11	-0.039
B3GALT5	0.4165
EXOC2	0.953666666666667
IRS1	0.3803
TMEM1	-0.175666666666667
MRPL34	-0.028
SAMM50	-0.98225
CDC42EP3	-0.844375
HSF2	-0.6459
MFN2	-0.8705
TSPAN7	-2.8615
NUCB1	0.896416666666667
RHOH	-0.676
ARL16	-0.918
TACR1	-0.60075
SFRS5	-0.881666666666667
SNX25	0.729
RHBDF1	0.762333333333333
PCDH18	2.1105
HMG1L1	-0.463
MYO5C	1.292625
MAPK10	0.2915
LDHAL6A	0.478333333333333
NUDT12	1.038
NCAM1	0.00837499999999994
GLIS2	1.4335
GGTL4	0.66525
DAPP1	0.88675
ATF7	1.0905
KIAA0748	-1.20225
NFIL3	-1.794
TM6SF1	-0.5448
SEZ6	-0.304625
NANOS3	-0.3115
DNAJA3	-0.0961666666666667
CLDN6	-2.191
CIITA	2.0812
EPHA4	-1.34066666666667
FANCC	0.14975
CMTM3	-0.468625
PSG3	-1.24266666666667
MRPL15	-0.3335
C21orf59	0.212
PLCXD2	-0.60175
C2orf34	-0.518
UBE2L6	0.998375
MED14	0.231666666666667
HP1BP3	-0.000200000000000067
C6orf208	-0.528
TPBG	1.351
OSR2	0.48725
XPC	-0.472
KLHL7	-1.35175
CCR3	-0.171166666666667
AGTPBP1	-0.803333333333333
PCSK6	-0.270333333333333
STAT5A	-1.6303
FAM18B	0.902
LONRF2	-0.24
PTPN2	-0.72075
SF3A3	-1.16533333333333
EFCBP2	0.114
HCFC1	-1.05033333333333
AHNAK	0.9765
ACTR5	-0.29675
KIF14	-1.85785714285714
TENC1	2.0075
HEATR5B	0.7135
YIPF2	1.21266666666667
MYEOV2	0.827666666666667
DUSP18	1.0465
KIAA1012	0.66525
AHR	0.059
C17orf53	-1.677
PTPRH	-3.532
ATP6V1C1	0.1732
TAS2R3	0.24
LOC440356	-0.6525
COQ10B	-0.059
PSMF1	0.13025
SORBS2	3.36358333333333
NFE2L2	-1.13025
TMCO7	-0.74025
SH3PXD2A	-0.4647
SH2D2A	-1.346
SPINK5	-4.28675
MRPS24	-0.63625
OPA3	0.43525
TRAF7	-0.886333333333333
C4orf35	0.4002
MT1G	-0.78375
MGC39545	0.711
HS1BP3	-0.105555555555556
OR2B2	0.5445
CHRM4	-1.0855
SFRP2	2.49058333333333
RIC3	0.83275
ART1	1.0365
C6orf1	1.3795
DUS4L	-0.768
C10orf104	0.2325
TNFAIP6	2.86525
RTEL1	-1.50875
CCT4	-0.9419
ZNF709	0.40025
CHMP6	0.0521666666666667
UPP2	-0.083
CYP19A1	-1.579125
CD151	-0.1225
NDUFA13	0.331833333333333
ARFRP1	-1.3755
FAM26B	2.38675
CRYBA1	-0.1465
MRPL41	1.07416666666667
NPFFR2	1.062625
HRH2	0.026
SCAMP3	0.828833333333333
MTMR6	1.2016
MTG1	-1.046
UBTD1	1.5605
CRABP1	1.427
FLJ33790	1.5465
KIAA1908	-1.61616666666667
GPR158	-2.80975
PACSIN3	-0.0698333333333333
OMD	2.7055
CATSPER1	-0.599833333333333
HOXB8	-0.0747499999999999
FBXO46	0.99
OAS1	2.08816666666667
SVIL	-0.26575
PHB2	-0.81575
ADCY3	-0.677
NDRG2	0.900833333333333
ERMAP	-0.1437
APBA2	-1.74583333333333
IGSF9	2.32825
WNT6	-0.468357142857143
MYCBPAP	1.62175
ATP2B2	-0.96025
CPVL	-2.0627
TRAM2	-1.19818181818182
NOP5/NOP58	-0.42675
ZNRF4	-0.13225
TLK1	-0.081125
MTMR12	0.155071428571429
ZNF384	-0.316833333333333
FAM9B	-2.76425
RPN1	0.4932
PMVK	0.98475
EIF3D	-0.1845
SIX2	1.01125
HPS1	1.03442857142857
RNF7	-0.28325
PSKH2	0.416
KCTD13	-0.355166666666667
CSMD3	-0.598333333333333
FBF1	0.5045
IL8	-6.33285714285714
SERPINB13	0.553181818181818
FBXL20	0.05475
BLR1	0.14125
SH2B1	-0.749833333333333
RFNG	-0.706875
RAB20	0.488
RBM7	-0.1655
POLR1A	-1.046
TMPRSS4	-3.23675
TAF9	-0.272875
TERF2	-0.367166666666667
TNFRSF1A	0.0115
ACADVL	-0.7155
GTF2H5	1.652
EDG8	-1.76283333333333
C9orf140	-0.95325
UST6	1.12675
ZBTB8OS	-0.46425
ZNF710	0.3935
GPR174	-3.608
ATP6V0A2	-0.5285
KIAA0319L	-0.350083333333333
XKRX	-0.7875
DOPEY2	2.0125
SDHD	-0.0216666666666667
SUMF1	1.78475
OSM	0.94375
OPN3	-1.695
DAGLB	-0.162333333333333
PPFIBP1	0.481
TRIM63	-3.8715
C10orf53	2.497
LYPD3	-0.033
BCL7A	-0.53525
AGER	-3.6135
TCF19	-0.92375
SAT2	-0.0205
PFTK1	2.497
GABRE	-3.4595
C15orf38	0.9795
FIS1	-0.086
KCNV2	-0.766
CLPS	0.32825
PPCDC	-1.125125
FOXN2	-0.423
NT5E	-3.106
CD83	-0.232
IL18	-0.734625
VPS16	0.36025
IGFBP2	0.684666666666667
NOTCH2	-0.153
SIGLEC1	3.07825
CD93	5.114
SULF2	-0.81875
CEP164	-0.15075
P53AIP1	-0.263166666666667
TOR2A	0.0485
ZNF136	0.84925
MGP	3.5127
CCDC144A	-1.51716666666667
TRPC1	-1.97366666666667
SMS	-1.46666666666667
MAPK7	-0.579
RRAGC	0.02425
PARD6A	-0.223166666666667
NUB1	0.484333333333333
SYNGR4	0.89725
OR11H12	0.2085
WIF1	0.110875
GCH1	1.301
OR11H4	-0.1075
SLC44A5	2.3525
GPRIN2	-0.351833333333333
LOC401431	-0.9775
CPA4	-3.3719
MELK	-1.77588888888889
IL15RA	-0.148
CUL3	0.481625
HMBOX1	0.09525
PODXL	-2.51425
CCT6B	1.428
COMTD1	-0.053
MUC20	1.80333333333333
GPX2	-2.3755
ITK	-1.915875
FBXL5	1.11275
C13orf27	-1.21125
DEFA5	0.7855
TRHDE	-0.209
MTP18	-1.13433333333333
UQCRQ	1.0826
ITGB2	0.606083333333333
CSRP2BP	0.4725
TAS2R44	0.5795
PHPT1	0.302125
FAM44C	-0.21675
ERH	1.26325
MPHOSPH1	-1.73083333333333
MORC1	-0.6505
PARVB	-1.27225
LAMA1	-1.1155
PGBD3	0.64525
GIMAP6	3.485
AREG	-3.78166666666667
LIPT1	-0.48475
MGC99813	-1.22
C1orf201	-0.5575
GRIN2A	-0.5079
MAN2C1	-1.56125
NSUN5	-0.70325
SF3B5	0.587
MYC	-1.6098125
NRXN1	-0.762727272727273
ZNF18	0.7405
SPDYA	-0.70325
SLC37A1	0.9905
DECR2	0.0455
ANKRD38	0.667714285714286
SPTLC3	-0.89975
SUPT16H	-0.799625
DTWD2	1.423
ULBP1	-0.8355
ZADH1	0.362666666666667
OIP5	-2.6635
IL10RB	0.223666666666667
OTUB2	-0.806625
VWA3A	0.636666666666667
SPIC	1.306
OR6C4	0.5885
PSCD4	0.939333333333333
DPY19L2P2	0.746
TRAPPC6A	1.35383333333333
C21orf2	-0.3895
CEMP1	-0.565
LIN7B	0.1455
E2F7	-1.724
VCP	0.014875
LAMA3	1.4595
BGN	1.4585
GPR160	1.51933333333333
COCH	-4.34733333333333
GPR81	2.55583333333333
APOBEC3F	-1.9375
tcag7.1017	-0.69675
C1orf32	0.5315
SCGB1D2	6.5535
FLJ43987	0.8395
C6orf170	-0.2085
KLK9	0.5735
GPD1L	1.005
VPS37B	-0.624
ATG3	-0.183
ADAMTS17	-0.269
KLHDC2	1.0855
NDUFV2	0.648
BLK	-2.76425
MATN4	-1.1375
GPM6A	0.357142857142857
GBP4	3.1965
TMEM162	0.1785
PKP2	0.801
HRASLS	-0.032
MMP1	-4.12425
SFXN3	-0.4407
FSD1	-1.79833333333333
ST6GALNAC3	-1.31783333333333
CA12	3.1936
NCOA6	0.216
C19orf58	0.1592
PPP4R1	-0.643666666666667
MAN1A2	0.9175
IKBKAP	-0.7735
UPF1	0.393333333333333
KIAA1219	0.524
WNT16	-0.3448
SNW1	-0.021375
IL18RAP	-0.27925
RPP30	-0.47225
CDC40	0.5905
SETD3	0.118833333333333
SLAMF6	0.00850000000000001
ELK4	-1.3695
TRIM47	-0.321
ACOX3	0.8255
TRIM6	0.58025
KIAA0372	0.355
TP53AP1	1.181
SMURF2	-0.691
ADAD1	0.8005
EBP	-0.6384
KRTAP13-2	-0.498
FLJ36874	-0.840833333333333
TOR1A	0.05
P2RY4	1.3725
GPBP1	0.39325
TRPV1	-0.134875
ADAMTS12	0.1108
PES1	-0.9486
ATG4A	0.554666666666667
MAGEA10	-3.6815
WFS1	1.48675
CC2D1B	-0.92375
PABPN1	0.041625
SLC25A30	-0.5595
SLCO1C1	0.5134
SLC22A5	1.02725
KIF23	-2.91216666666667
SYN2	-1.6012
ASPN	8.05316666666667
CENTG2	-0.9725
QSOX2	-1.1824
FLJ10815	-0.5375
STK24	-0.0508125
SPEG	0.235
STK10	-0.100333333333333
DACT2	-2.9265
AAAS	-0.4065
SSX3	-1.50357142857143
ABCD3	0.319
C4orf12	-1.163125
PARVG	-0.0965
FIG4	1.2425
C9orf46	1.74325
TMCO6	-0.4965
IGHMBP2	-0.9425
DUS2L	-0.9885
FAM3C	-0.396125
TMEM16D	-3.034375
DCTN4	1.28125
KCNH3	-0.61775
EIF2AK2	0.35025
AP1S3	-0.7075
CST4	2.0515
PAM	-0.9593125
NUTF2	-0.99775
CITED2	2.2055
SLC39A4	0.29625
C2orf52	-0.8855
GRM3	0.116
C12orf49	0.184625
CCDC49	-0.3906
GRAMD1B	-1.19175
FNDC4	-0.9395
SIAH2	0.453375
GDPD4	0.3575
C21orf87	0.334625
ATP5A1	-0.696
C16orf63	0.053375
LOC388135	-0.7635
ATP5J2	-0.3255
MMP3	-2.04075
EMID2	-0.2575
CRHR1	0.1225
WDR70	-0.167
C13orf31	1.6955
ZFAND1	0.0585
CCL18	3.5655
C3orf49	0.163
RINT1	0.368
KIAA0408	-2.3505
F13A1	3.8074
SLC10A1	0.114
OGN	1.705
GIPC2	-1.70266666666667
XPO6	-0.141833333333333
LCE1A	0.605
FMR1	1.1352
LOC374920	0.306
DUSP3	0.040375
ANKMY1	0.0285
C7orf50	-0.47525
BBS9	-1.5166
UNC119B	-0.980375
C9orf72	0.0475
MGC35440	0.03075
ENTPD6	-0.045625
PPP1R2P9	0.0195
ERCC4	0.568
FAHD2B	-0.371
HMHA1	-0.3175
HACL1	0.0625
RAD23A	-0.0213333333333333
FAM83B	0.37875
PPP5C	-0.8065
RNASEH2C	0.2115
C9orf153	0.34075
SCAMP4	0.95825
GHITM	0.5428
NDUFB7	0.674
ADCYAP1	-0.538666666666667
SP110	1.09
MAP3K7IP2	0.273
DHH	0.2545
AGRN	-0.504071428571429
WDR33	-0.156
CEP290	-0.268833333333333
PRPS1L1	-2.3645
KLRA1	-2.082
GPR97	-0.0875
CHD7	-0.515
TLR10	-0.398
SLC30A8	4.8735
HIC1	0.9505
IAPP	0.9725
RXFP4	0.52875
GP1BB	1.51925
SHQ1	0.342
NKX2-3	0.368833333333333
API5	0.013
FTHP1	0.0695
MOV10L1	0.226166666666667
TRIM6-TRIM34	2.50083333333333
ADHFE1	-0.60775
FAM117A	-0.14775
DDI1	0.431
CDON	1.2685
TRIM73	-0.2085
IGKC	2.5795
MMP14	-0.845833333333333
DYNC1LI1	0.14325
C11orf66	0.9495
TRBV3-1	-0.90725
FASTKD5	0.63275
BIVM	-0.85625
LHX4	0.790666666666667
CXCL2	-2.5222
RAB2B	-0.4295
IZUMO1	-0.8685
MAP3K15	-1.405125
FAM19A2	0.458833333333333
ZC3H8	-0.541
ZMAT1	2.452375
SPINK5L3	-2.58175
SLC10A6	0.396
APPL2	0.145125
CARD10	0.251333333333333
LOC402176	-0.673375
EEF1D	-0.0122
RAB6A	0.4722
C12orf5	0.00962499999999998
PAPOLG	0.1135
MSRB2	0.43725
BCR	-0.192166666666667
PUS3	0.535
TIAM2	-0.40425
ZNF317	0.231
CHD2	-0.490846153846154
FZD5	-1.3305
NUDT8	1.76875
ZNF763	0.16
PRC1	-2.15655555555555
ABCB9	-0.557166666666667
SPATA3	0.09
TRAK2	-0.20825
STAB1	3.103
LRRTM2	-0.234166666666667
psiTPTE22	1.47325
DBI	0.83175
SERPINA11	1.4745
NAT5	0.361
C20orf58	-2.097
RPS6KA4	0.0956666666666667
FLJ90650	-1.77375
TGFBRAP1	-0.41075
CHRDL2	0.64825
FAHD2A	-0.754166666666667
CNTN1	0.2725
BBS4	-0.4561
TMEM181	1.791
MINPP1	-0.13975
MPHOSPH6	0.0594166666666667
HOXC10	-1.5747
ITPKB	-0.013875
CLPTM1L	-0.10775
MEOX2	-0.500333333333333
ATP6V0C	0.855875
PRPF8	-0.3805
TMC5	3.645
FKBP3	-0.16625
PLEKHB2	-0.409875
OR4D6	0.0225
ZNF544	-0.636
D2HGDH	-0.242375
RPL18A	-0.3777
HEL308	-0.794
MPP6	-3.03775
TCERG1	-1.5375
KRT16	-2.07133333333333
KLF17	-0.450333333333333
KLF5	-0.890875
CDR1	1.89125
VCX3A	-4.91
FBLN2	0.8265
C14orf104	-0.2395
HBE1	-5.0256
OR4S2	0.672
C1orf108	-1.10933333333333
ROBO4	3.70383333333333
CPEB4	-0.1775
C11orf80	-0.0856666666666667
BCKDHA	0.376
MYOC	0.2405
GIF	1.2265
CKMT1A	1.255
RPL3	-0.2675
THBS1	2.505875
APOO	0.3305
ARMCX1	1.44825
HSZFP36	1.43125
SNAPC5	-0.88825
EIF4ENIF1	0.61375
ZNF433	0.938
TNFRSF21	-0.779375
TMPRSS7	-0.94
SPATA18	2.2139
HPDL	-3.3465
MKL2	1.5113
TBX3	0.609461538461538
C21orf93	0.6115
DAXX	0.6245
ELMO1	-0.145125
RGS13	0.177
TAF11	-1.12825
UNC13A	-2.61314285714286
LOC653314	-0.3922
ORC3L	0.48725
IMAA	-3.4165
TARBP2	-0.32125
CABIN1	-0.6705
TRIOBP	-0.312625
HIST1H2AC	1.91825
RGS22	0.534
NCOA1	0.796166666666667
IL25	2.0165
SNCG	1.1235
GPR6	0.1645
AMDHD1	-2.20333333333333
CHEK2	-0.869125
C6orf142	0.245
DRD4	0.44575
C14orf68	-1.332
GDF11	-1.5855
SEMG2	0.673
CD247	-1.71625
CDAN1	0.046
RBMX2	-0.1025
TGS1	-1.1295
OIT3	0.378
SYF2	-0.189
MCM4	-1.83575
PKHD1L1	-0.60475
CEP192	-0.6605
IFT88	2.1245
RPL9	-0.376071428571429
RAB32	0.07275
DDX43	-2.54725
P2RX2	0.342666666666667
OR5D18	0.64
UBE1	0.0824166666666667
SLC24A1	0.7715
ARHGAP5	0.43775
CETP	0.17325
KIAA1731	0.0751666666666666
SLC9A4	-0.375
PTPN6	0.77
BAHD1	-0.34925
GRIK3	0.309
CACNB2	-0.2674
PDE10A	-0.8405
DGCR14	-0.86625
PCDHB9	-0.935666666666667
RHOQ	0.230666666666667
MAP3K4	-0.53375
KTI12	-0.15
RPL23AP13	-1.74225
GNG11	-0.589
CLCN3	1.08033333333333
GPAM	-1.307125
VSTM2A	0.1895
SLAMF7	2.85416666666667
INTS2	-0.92875
PPP2CA	-0.1193
LRP12	-0.602266666666667
SEC14L2	2.42633333333333
DKFZP586H2123	2.612
MC3R	-0.4695
CIRH1A	-1.94416666666667
HIST1H2AB	0.8315
POLH	-0.26275
MGC16703	-1.14383333333333
SNAPC2	0.8735
FILIP1L	0.71975
RASGRP4	0.878
LRRC1	1.72
GAS1	-0.899
PRAC	-0.7705
DGKA	-1.58183333333333
NT5C3	-0.53125
PEG3	-3.08558333333333
NADK	-1.748
PRR17	0.63675
LOC374569	-0.18575
SGSH	-0.0461666666666667
NLRP8	1.989
GALT	-1.0979
MCF2	-1.3155
ZNF263	0.118
TACSTD1	0.901833333333333
TYR	-6.36722222222222
ATP6AP2	0.48675
RNUXA	0.12575
ABHD10	0.2441
GDPD2	-1.128
SLC35C1	-0.07025
UBE2A	0.755375
HERC5	-0.837666666666667
FAM112B	-4.437
FBXL16	1.6305
DKFZP434A0131	-0.7655
ELA3A	-2.593
RBM41	-0.479125
HAO2	0.383
RNH1	0.099375
SHANK2	2.15083333333333
OSBP2	-2.206625
DAK	-0.1825
C3orf58	-0.599
TCL1B	-0.3935
KBTBD2	-0.632375
SUGT1L1	0.4355
UBE2E2	-1.39866666666667
MYL9	2.041
CDC23	0.0341666666666667
PBXIP1	2.1008
CXorf40B	0.9685
NBL1	0.54725
RTBDN	0.5425
RAB11FIP5	-0.244
TTTY13	-0.34
SCOTIN	-0.193166666666667
SOHLH1	-0.15575
CDKN1A	-0.202857142857143
NCK1	-0.61825
ZNF550	0.22825
SAPS3	1.26116666666667
SPIN3	-0.093
MAGEE2	0.10875
MIS12	0.0443333333333333
OR8H2	0.3085
KIAA0774	-1.71666666666667
UNC5D	-2.005
CUL7	-0.120166666666667
LIPC	-3.984
DIO1	-0.8745
C20orf11	-0.7284
CTRL	-0.74225
HS3ST2	0.9645
PAK4	1.11266666666667
CCRL1	3.0185
RNF10	-0.1735
ZNF567	0.3775
ZNF660	-1.447
TCEAL3	2.132
MAGOH	0.0756666666666667
CENPB	-0.1395
C19orf7	0.93725
LOC388965	0.69825
ZCCHC13	0.2795
JMJD1A	-0.9322
HIST1H4H	0.448
TBRG1	0.3478
GPC3	-0.03175
TAF1C	-1.243125
EBNA1BP2	-0.752333333333333
CIAPIN1	-1.087
PDGFRA	-1.3145
CSTB	-0.343875
CENPI	-1.442
GTF2E2	-0.6495
RPP21	0.5035
CCNF	-1.17283333333333
KCNQ3	0.904
FAM79A	0.68625
SLC22A12	0.905
NOVA1	-0.724666666666667
FZD3	2.2477
AKAP8	-0.64675
SOCS5	-0.429
CFDP1	-1.47775
DLG5	0.963
PGM5	0.105
C1orf144	-0.233
HDAC10	-2.0665
RND2	-1.10575
C20orf199	-1.12675
RNMT	-0.657625
SLURP1	0.37375
ASTN1	-0.593375
SH3BGR	-0.33825
MYCL1	-1.18
ZHX1	0.0791666666666667
CENPK	-2.7145
FOSB	0.6946
LOC643406	1.4665
C2orf59	-1.272625
TMEM135	0.138625
SLC27A2	-1.6735
KRT33A	0.837
OVOL1	2.438375
PAMCI	-2.89316666666667
S100A7	4.4185
ZNF789	-1.465
HARS2	0.111
RPL23A	-0.583166666666667
TCF23	-0.73225
UPF3B	-1.8215
C17orf78	0.8255
HLA-DOB	-0.0233333333333334
C14orf142	0.760166666666667
TEKT5	1.51883333333333
DMWD	0.3095
POLD1	-1.68066666666667
GSCL	-0.25
CALD1	-0.3891
SCRT1	0.465166666666667
AIG1	1.146
UNC84B	-0.926
ZNF404	0.61425
TMED6	-3.602
KIAA1462	-0.1335
LRRC27	1.93666666666667
PYGO1	0.3585
PIGU	-0.913833333333333
ALAS2	-3.64983333333333
WRNIP1	0.060875
CNNM3	-0.4155
ZNF2	-0.0925
ST3GAL5	-1.855
MRPL23	0.18225
TSSK6	-0.485
PSMA6	0.04325
C16orf70	-0.11225
KIAA1602	-0.20525
ALMS1	-0.2005
DCN	1.783375
TMEM132D	-1.97666666666667
SUCLG2	0.204
ABHD14A	0.60425
DEXI	0.992
AMPD2	-1.59466666666667
IFNAR2	-1.05066666666667
CYB5A	3.3682
TLOC1	0.0573
NXF5	-0.572833333333333
NRBF2	-0.277125
KCTD3	2.34425
ITGAE	-1.00216666666667
SLC30A3	-1.9645
ZRF1	-0.8345
IFRD2	-0.578125
XAB1	-1.00525
PYCR2	0.488
SERPINB3	-3.881
TMLHE	0.3035
GEFT	-0.78025
ABCA5	-1.0135
EMR4	-0.244833333333333
TSFM	0.4885
HIST3H2BB	0.28625
ARHGEF19	-0.589
TSPAN17	-0.188666666666667
ABCC8	4.42325
MAP1S	0.436666666666667
C22orf36	0.15825
BNC2	-1.38085714285714
HIST1H4A	-0.05
NDUFS3	0.369833333333333
WDR3	-0.795666666666667
XKR4	0.092
TTC33	-0.120153846153846
STMN2	2.33025
CPN2	-1.305
HSPC105	1.6825
PCOLCE2	-3.73575
C3orf55	-0.4025
KLHDC9	3.99133333333333
TBC1D23	0.196125
ATXN2L	-1.3695
MAP2K3	-0.500666666666667
SCAP	-0.8525
ZNF486	1.3965
C20orf96	1.449
NARS	-0.18025
ADAMTSL1	-0.723428571428571
PRCC	0.732333333333333
CCDC126	2.07133333333333
ZNF675	0.0205
CALCOCO1	0.612
ANKRD43	0.7535
CWF19L2	0.701333333333333
ZBTB32	0.893
BRAF	0.00349999999999999
ODF4	0.453
MGC14376	0.1355
HORMAD1	-2.57716666666667
AAK1	0.318583333333333
PEBP1	0.0909166666666667
TNFSF5IP1	0.200333333333333
DKFZp564N2472	0.639
RMND1	1.218625
IGKV1-5	4.3725
COL1A2	2.96133333333333
SERPINA5	-2.816375
AANAT	0.5315
C19orf21	-0.550166666666667
GEMIN5	-0.21475
UBR4	-1.31183333333333
LTBP3	0.740333333333333
AMHR2	-2.8155
PROCR	-1.2695
MYBBP1A	-0.00924999999999999
C20orf39	-0.528
ZNF697	0.39275
PASK	-0.7807
ZNF776	0.6525
RFXDC2	-0.44525
KIAA0467	-0.4685
C10orf96	-1.4
ZNF503	-1.22075
GULP1	-1.76358333333333
KCNE4	4.13583333333333
DKFZp434K191	-1.1025
LOC196913	-0.3115
BHLHB4	1.235
CH25H	-0.40775
LOC81691	-0.611166666666667
ALPL	0.000785714285714271
COL12A1	3.44125
FOLR3	-2.717
GPR123	0.406714285714286
TRIM62	0.0633571428571428
ABLIM1	1.182
MAST3	-0.938
RHBDD1	1.39116666666667
LOC338809	0.576
RYBP	0.92775
TTC26	0.049625
ZNF22	-0.0965
ISCA2	0.12775
RDM1	-2.091
PIGM	1.58025
GNB3	-1.932
ACTR2	0.0311
HMGB1	0.3027
EDG1	2.57866666666667
SOAT2	-3.6105
OR10AD1	-0.2485
RAP1GDS1	0.330916666666667
LCE1F	0.711
ESM1	-0.20425
RCN3	1.6635
CREBL1	-0.308
DBNL	-0.946833333333333
PTGER3	1.711125
USP30	0.0575
BCL2L12	-0.284333333333333
KIF26B	3.653
ZNF416	0.83775
ZNF225	0.024
C17orf70	0.06725
ZNF554	1.097
RAE1	-0.990833333333333
TNIK	1.34316666666667
ACTN3	-0.1355
MGC45922	1.2175
CCNA1	-1.25533333333333
RYK	0.452333333333333
IL26	0.1775
LRP3	0.9985
QARS	-0.76
SOX7	0.054
BID	-0.37125
OR2S2	0.4275
CXCL14	4.85375
C11orf47	-0.3385
MGC29891	2.15783333333333
HSPB8	2.2948
PRDM14	0.029
NUFIP2	0.8085
MNAT1	-0.424375
ZDHHC2	1.26316666666667
MBNL2	0.6725
ADD3	-1.232125
CSNK2A1P	-0.75625
KLK6	-2.68916666666667
