Hybridization REF	TCGA-E2-A10E-01A-21R-A10J-07
CRHR1	0.384
WDR70	-0.41525
C13orf31	1.461
ZFAND1	-0.4455
CCL18	2.773
C3orf49	-0.2415
RINT1	-0.932
KIAA0408	-1.35083333333333
F13A1	4.2554
SLC10A1	-0.11
OGN	0.49625
GIPC2	-1.44133333333333
XPO6	-0.680166666666667
LCE1A	0.8985
FMR1	-0.0121
LOC374920	-0.13525
DUSP3	0.452375
ANKMY1	0.853
C7orf50	0.49275
BBS9	-0.1507
UNC119B	-0.33675
C9orf72	-0.1725
MGC35440	-0.04125
ENTPD6	0.171875
PPP1R2P9	0.19325
ERCC4	-0.07825
FAHD2B	0.2975
HMHA1	-0.3445
HACL1	-0.176
RAD23A	-0.281
FAM83B	-0.779
PPP5C	-0.995833333333333
RNASEH2C	0.659375
C9orf153	-0.162
SCAMP4	0.945875
GHITM	0.4312
NDUFB7	0.127625
ADCYAP1	0.034
SP110	0.685833333333333
MAP3K7IP2	0.88175
DHH	-0.1105
AGRN	-0.168571428571429
WDR33	0.266666666666667
CEP290	0.203
PRPS1L1	-1.2825
KLRA1	0.26
GPR97	-0.349
CHD7	-1.13775
TLR10	0.423
SLC30A8	1.484
HIC1	0.924666666666667
IAPP	-0.143
RXFP4	0.05675
GP1BB	1.2
SHQ1	0.875
NKX2-3	0.181666666666667
API5	-0.1755
FTHP1	0.7695
MOV10L1	1.0695
TRIM6-TRIM34	1.31833333333333
ADHFE1	1.25175
FAM117A	-0.69575
DDI1	0.184333333333333
CDON	0.319333333333333
TRIM73	-0.66
IGKC	1.7415
MMP14	0.4005
DYNC1LI1	0.284125
C11orf66	0.45725
TRBV3-1	-1.2835
FASTKD5	-0.72175
BIVM	-3.0925
LHX4	0.29675
CXCL2	-1.0166
RAB2B	-0.184166666666667
IZUMO1	-0.84125
MAP3K15	-1.264125
FAM19A2	0.135833333333333
ZC3H8	-0.378333333333333
ZMAT1	2.659875
SPINK5L3	-1.98175
SLC10A6	0.386
APPL2	-0.08975
CARD10	0.590166666666667
LOC402176	-0.9545
EEF1D	0.5947
RAB6A	1.3058
C12orf5	-0.060875
PAPOLG	0.02575
MSRB2	0.90775
BCR	0.827611111111111
PUS3	-0.60125
TIAM2	-0.0985
ZNF317	0.223833333333333
CHD2	0.00792857142857144
FZD5	-1.62263636363636
NUDT8	0.884
ZNF763	-0.3635
PRC1	-1.56433333333333
ABCB9	0.304333333333333
SPATA3	0.12125
TRAK2	0.630125
STAB1	2.368875
LRRTM2	-0.178666666666667
psiTPTE22	1.408
DBI	0.8385
SERPINA11	1.3475
NAT5	0.09
C20orf58	-2.04075
RPS6KA4	0.0736666666666667
FLJ90650	0.4025
TGFBRAP1	0.703666666666667
CHRDL2	-0.126625
FAHD2A	-0.0641666666666667
CNTN1	0.3225
BBS4	0.2514
TMEM181	0.9435
MINPP1	-0.17225
MPHOSPH6	-1.004
HOXC10	2.0949
ITPKB	0.678625
CLPTM1L	-0.0635
MEOX2	-0.410166666666667
ATP6V0C	0.134125
PRPF8	0.0715
TMC5	2.863
FKBP3	-0.19275
PLEKHB2	0.35175
OR4D6	-0.453
ZNF544	-1.0553
D2HGDH	-0.170875
RPL18A	-0.8015
HEL308	-0.416625
MPP6	-3.34975
TCERG1	-1.5955
KRT16	-0.177333333333333
KLF17	-0.55025
KLF5	-1.789
CDR1	2.148875
VCX3A	-3.8285
FBLN2	1.519125
C14orf104	-0.53775
HBE1	-5.2908
OR4S2	0.201
C1orf108	-1.2595
ROBO4	3.10216666666667
CPEB4	1.076
C11orf80	0.2065
BCKDHA	0.537
MYOC	0.28175
GIF	-0.2155
CKMT1A	1.6655
RPL3	0.4916
THBS1	2.9175
APOO	-0.664
ARMCX1	1.94325
HSZFP36	0.573
SNAPC5	-0.21975
EIF4ENIF1	0.7835
ZNF433	0.47225
TNFRSF21	0.900875
TMPRSS7	0.2195
SPATA18	0.3289
HPDL	-3.5095
MKL2	1.1879
TBX3	0.994923076923077
C21orf93	0.3125
DAXX	0.13675
ELMO1	-0.328125
RGS13	0.675
TAF11	-1.21275
UNC13A	-1.82525
LOC653314	-0.1932
ORC3L	0.09625
IMAA	-2.878
TARBP2	-0.47575
CABIN1	0.3142
TRIOBP	0.386375
HIST1H2AC	0.886375
RGS22	0.3095
NCOA1	1.97633333333333
IL25	0.26
SNCG	0.6935
GPR6	-0.046
AMDHD1	0.527
CHEK2	-0.824875
C6orf142	-0.16375
DRD4	0.73975
C14orf68	-0.78425
GDF11	-1.634
SEMG2	0.3145
CD247	-1.115
CDAN1	-0.44925
RBMX2	0.158833333333333
TGS1	-0.54475
OIT3	0.01375
SYF2	-0.45625
MCM4	-2.06075
PKHD1L1	-0.00425000000000001
CEP192	-1.46
IFT88	0.84475
RPL9	0.0388571428571429
RAB32	0.179375
DDX43	-2.7275
P2RX2	0.416333333333333
OR5D18	0.3085
UBE1	0.424083333333333
SLC24A1	1.144125
ARHGAP5	-0.56825
CETP	-0.8555
KIAA1731	-0.949833333333333
SLC9A4	0.424
PTPN6	1.29025
BAHD1	0.5315
GRIK3	0.1015
CACNB2	-0.6276
PDE10A	-0.5895
DGCR14	0.23675
PCDHB9	0.714333333333333
RHOQ	0.550666666666667
MAP3K4	-0.000750000000000002
KTI12	-0.625
RPL23AP13	-0.71925
GNG11	-1.275
CLCN3	0.487333333333333
GPAM	-0.27875
VSTM2A	0.835
SLAMF7	2.0835
INTS2	-1.51525
PPP2CA	0.4056
LRP12	-0.369533333333333
SEC14L2	2.435
DKFZP586H2123	2.23625
MC3R	-0.1455
CIRH1A	-1.61366666666667
HIST1H2AB	-0.067
POLH	0.004625
MGC16703	-2.10866666666667
SNAPC2	0.3775
FILIP1L	1.03075
RASGRP4	0.1975
LRRC1	2.368
GAS1	0.2045
PRAC	-0.3545
DGKA	-0.193166666666667
NT5C3	-0.8155
PEG3	-3.338
NADK	-1.17375
PRR17	0.44075
LOC374569	0.817
SGSH	0.991
NLRP8	0.878
GALT	-0.1648
MCF2	-0.118
ZNF263	0.04
TACSTD1	1.39433333333333
TYR	-6.9762
ATP6AP2	-0.075
RNUXA	-0.212
ABHD10	-0.3087
GDPD2	-0.90025
SLC35C1	-0.42175
UBE2A	0.19375
HERC5	-0.458833333333333
FAM112B	-5.44983333333333
FBXL16	-1.36375
DKFZP434A0131	-0.15575
ELA3A	-2.2835
RBM41	-0.61725
HAO2	0.05675
RNH1	0.63675
SHANK2	1.8565
OSBP2	-0.086625
DAK	0.416333333333333
C3orf58	-1.17208333333333
TCL1B	0.335
KBTBD2	-0.42475
SUGT1L1	0.88125
UBE2E2	0.0625
MYL9	2.063875
CDC23	-0.824833333333333
PBXIP1	1.6739
CXorf40B	0.67
NBL1	-0.053
RTBDN	-0.056
RAB11FIP5	0.674
TTTY13	-0.54
SCOTIN	0.232166666666667
SOHLH1	-0.181333333333333
CDKN1A	-0.0159285714285714
NCK1	-0.18125
ZNF550	-0.87675
SAPS3	0.952916666666667
SPIN3	0.743333333333333
MAGEE2	-0.098
MIS12	-0.752
OR8H2	0.526
KIAA0774	0.291
UNC5D	-1.823
CUL7	0.0408333333333333
LIPC	-3.89383333333333
DIO1	-2.755
C20orf11	-0.2269
CTRL	-0.728
HS3ST2	1.66725
PAK4	0.758833333333333
CCRL1	2.97375
RNF10	0.336
ZNF567	-0.339
ZNF660	0.1315
TCEAL3	3.2655
MAGOH	-1.50533333333333
CENPB	-0.298
C19orf7	0.41725
LOC388965	0.11225
ZCCHC13	0.095
JMJD1A	-0.9304
HIST1H4H	0.3875
TBRG1	-0.839
GPC3	-4.18025
TAF1C	-0.629125
EBNA1BP2	-1.19366666666667
CIAPIN1	-0.88825
PDGFRA	-0.985277777777778
CSTB	-0.896875
CENPI	-2.05083333333333
GTF2E2	-0.690333333333333
RPP21	-0.167
CCNF	-1.6345
KCNQ3	1.3055
FAM79A	0.35625
SLC22A12	0.3725
NOVA1	2.832
FZD3	0.2196
AKAP8	-0.42575
SOCS5	0.148625
CFDP1	-1.03675
DLG5	1.155
PGM5	0.106166666666667
C1orf144	0.0554166666666667
HDAC10	-0.519
RND2	0.036
C20orf199	-1.707
RNMT	-1.0855
SLURP1	0.093
ASTN1	-0.361375
SH3BGR	0.422
MYCL1	-0.948
ZHX1	0.2435
CENPK	-2.671
FOSB	2.1498
LOC643406	0.478125
C2orf59	0.052875
TMEM135	0.76275
SLC27A2	-2.42025
KRT33A	2.622
OVOL1	-0.003
PAMCI	-2.958
S100A7	-1.571
ZNF789	-0.9055
HARS2	0.29975
RPL23A	-0.763166666666667
TCF23	0.3715
UPF3B	-1.718375
C17orf78	0.1615
HLA-DOB	0.221
C14orf142	0.120333333333333
TEKT5	1.3955
DMWD	0.2705
POLD1	-1.73316666666667
GSCL	-0.4645
CALD1	0.3155
SCRT1	0.403833333333333
AIG1	1.4665
UNC84B	0.198
ZNF404	0.084
TMED6	-2.6925
KIAA1462	0.16
LRRC27	1.7075
PYGO1	0.188
PIGU	-0.509333333333333
ALAS2	-4.1095
WRNIP1	0.204125
CNNM3	0.7945
ZNF2	0.398
ST3GAL5	-1.09233333333333
MRPL23	0.08625
TSSK6	0.0395
PSMA6	-0.1345
C16orf70	-0.853
KIAA1602	0.1605
ALMS1	0.405166666666667
DCN	1.59575
TMEM132D	-0.62625
SUCLG2	0.279
ABHD14A	0.90525
DEXI	0.1335
AMPD2	-1.0305
IFNAR2	-0.227666666666667
CYB5A	2.2213
TLOC1	0.81265
NXF5	-0.405333333333333
NRBF2	-0.12575
KCTD3	1.991
ITGAE	-0.153833333333333
SLC30A3	-2.173
ZRF1	-0.98
IFRD2	-0.32375
XAB1	-0.35875
PYCR2	0.118333333333333
SERPINB3	-3.8465
TMLHE	-0.00379999999999999
GEFT	-1.439125
ABCA5	-0.820625
EMR4	-0.0218333333333333
TSFM	-0.10625
HIST3H2BB	-0.956
ARHGEF19	0.83025
TSPAN17	0.334
ABCC8	4.55225
MAP1S	0.2225
C22orf36	1.1925
BNC2	0.118142857142857
HIST1H4A	-0.7785
NDUFS3	-0.109833333333333
WDR3	-0.398833333333333
XKR4	0.197
TTC33	-0.494
STMN2	3.22475
CPN2	-1.01066666666667
HSPC105	1.086625
PCOLCE2	-2.05475
C3orf55	1.7725
KLHDC9	2.8085
TBC1D23	0.101
ATXN2L	-1.19341666666667
MAP2K3	0.137583333333333
SCAP	0.22125
ZNF486	-0.0876666666666667
C20orf96	1.1225
NARS	-1.103
ADAMTSL1	-0.441428571428571
PRCC	0.8945
CCDC126	2.28733333333333
ZNF675	-0.3695
CALCOCO1	0.591
ANKRD43	4.10625
CWF19L2	-0.237333333333333
ZBTB32	0.935
BRAF	0.74375
ODF4	0.41125
MGC14376	0.695
HORMAD1	-1.61366666666667
AAK1	0.131416666666667
PEBP1	1.0635
TNFSF5IP1	-0.752833333333333
DKFZp564N2472	0.43075
RMND1	0.261125
IGKV1-5	4.21
COL1A2	2.84016666666667
SERPINA5	-0.38
AANAT	0.282
C19orf21	0.911833333333333
GEMIN5	-0.04275
UBR4	-0.343666666666667
LTBP3	1.1165
AMHR2	-2.69433333333333
PROCR	-1.52175
MYBBP1A	-0.30275
C20orf39	1.22383333333333
ZNF697	-0.38175
PASK	-0.31
ZNF776	0.3065
RFXDC2	0.079625
KIAA0467	-0.30475
C10orf96	-0.909
ZNF503	-0.89075
GULP1	-1.14625
KCNE4	-0.416833333333333
DKFZp434K191	-0.2025
LOC196913	0.0615
BHLHB4	1.054
CH25H	-0.4125
LOC81691	-1.17216666666667
ALPL	0.655928571428571
COL12A1	3.515
FOLR3	-1.65983333333333
GPR123	-0.176625
TRIM62	0.0802857142857143
ABLIM1	0.462
MAST3	-0.0405
RHBDD1	0.663
LOC338809	0.0295
RYBP	1.388
TTC26	-0.00124999999999999
ZNF22	0.0803333333333333
ISCA2	0.314
RDM1	-1.67425
PIGM	0.8705
GNB3	-1.5365
ACTR2	0.1918
HMGB1	0.31245
EDG1	1.872
SOAT2	-3.57025
OR10AD1	-0.1125
RAP1GDS1	0.487333333333333
LCE1F	0.227
ESM1	-0.21925
RCN3	1.72375
CREBL1	-0.3885
DBNL	0.0996666666666667
PTGER3	1.012
USP30	0.285666666666667
BCL2L12	-1.11016666666667
KIF26B	1.9985
ZNF416	0.388
ZNF225	-0.0955
C17orf70	0.3005
ZNF554	0.825
RAE1	-0.980833333333333
TNIK	1.3755
ACTN3	0.4645
MGC45922	1.0985
CCNA1	-0.228166666666667
RYK	0.268833333333333
IL26	-1.1335
LRP3	1.36716666666667
QARS	-0.26375
SOX7	0.300428571428571
BID	0.000500000000000007
OR2S2	-0.0715
CXCL14	2.07425
C11orf47	-0.28
MGC29891	1.398
HSPB8	0.2665
PRDM14	-1.243
NUFIP2	0.24825
MNAT1	-0.1425
ZDHHC2	-1.99733333333333
MBNL2	0.693
ADD3	-1.456125
CSNK2A1P	-0.48
KLK6	-1.508
TMEM111	0.4682
KIAA1279	0.81075
NUBP2	0.258833333333333
RAB42	-0.95325
ID3	-0.9645
TM9SF1	0.69025
MDP-1	0.01725
POU4F2	0.438
IQCK	1.17325
C16orf14	-0.7885
CAPN3	-1.485125
FAM43B	-1.023625
RECQL	-1.2145
AP1G1	-0.4515
CTNNBL1	-0.0748333333333333
ECHDC1	-1.002
SMARCC1	0.0359
FOXQ1	-1.14125
GNAI3	-0.707333333333333
POLG2	-2.0375
CD4	0.916875
ITLN1	-0.000250000000000007
EBI2	3.1755
IRF1	1.60025
PTPRE	2.5258
PTK2B	-0.061
NXNL2	-0.878
SOX4	1.54688888888889
TSPAN3	0.593833333333333
SH2D1A	-2.68766666666667
C8orf58	-0.315
USP20	-0.64525
DUSP22	-0.9765
CALB1	-2.06316666666667
L3MBTL2	1.38608333333333
MCRS1	-0.29325
TMEM118	-1.02833333333333
C18orf8	0.0673333333333333
FLJ10241	-0.014625
GJA12	0.3515
PKD1	-0.434166666666667
ZFP3	0.467
JAM3	-1.3465
LAPTM4A	1.5268
DIRC2	0.86275
KIAA2022	0.127666666666667
MYOM1	-0.0508333333333333
TRPM8	-1.83166666666667
MOP-1	1.397
PHKG2	-0.667
ZNF650	0.43025
KIAA1522	1.001625
PSG8	-1.105
DDX19B	-0.4625
MOBKL1B	-0.08775
DIAPH2	-0.924916666666667
PTPN12	0.26225
CLN8	0.0926
CRYZL1	0.0775
CRY2	0.64675
FCGR2B	2.92116666666667
PNPLA4	1.526625
ZNF454	-0.3535
DKFZp434B1231	0.11425
CLDN11	0.1452
RFWD2	0.332333333333333
CIB2	0.8335
MXRA8	2.646625
HRK	-0.293125
MAML2	-0.1975
C4orf31	2.1355
C6orf192	0.115
COG6	0.59675
FAM5B	-0.165
NFATC1	0.2752
SEPT10	-0.02875
SCYL1	0.3007
RPP40	-0.6215
SCOC	0.3491
KIAA1450	0.854
CTDSPL2	-0.04
TBX5	0.96
NAPG	-0.49225
RHD	-4.33775
C14orf45	3.22283333333333
ZBTB22	0.907
PLCG1	-1.01
ANKRD10	-0.68575
AQP7P2	1.32325
TAGLN2	0.437
HTR2C	-0.869
SLC16A7	-0.402
C17orf83	-0.02425
TSGA14	-0.164416666666667
MDH1	-0.5125
PPP3R2	0.00999999999999999
DCBLD2	-2.12164285714286
RBM33	-0.61425
DPH3	-1.79225
SYT10	-0.338833333333333
FMO4	1.73
THYN1	-1.241
DRD5	-1.5525
OTOR	0.75625
PGRMC2	1.4092
KATNAL1	-0.48875
PAQR6	-0.432
UBE2I	-0.361
C14orf28	0.4575
C8orf70	-0.95025
FLYWCH1	-0.244875
ANGPTL3	-0.669
GLRX2	0.0471666666666667
ATP11A	-0.825357142857143
ARL5B	-0.2015
MUC16	-2.363
SLC25A5	-0.986785714285714
ACRC	-1.18575
MYO1C	0.7795
FAM89B	1.2235
FAS	-0.3565
KIFAP3	1.113
GLRA2	-0.26
BTN3A2	-0.7481
CNKSR3	-1.593375
CSTF3	-0.3435
ARPM1	0.60625
KIAA1530	0.175
C9orf150	1.76033333333333
PRKCI	0.6
tcag7.1015	-1.173
SOD3	-0.11825
ZNF574	0.50275
CYP21A2	2.639
RPL12	0.202
COMMD2	-0.61425
WIZ	0.21025
LOC344405	-0.91525
ALDH4A1	-0.769352941176471
CRYAB	2.333
COPA	0.782533333333333
PCDHGA7	0.808
KIF11	-1.25408333333333
RASD2	0.779
SLC26A3	0.038
ZNF175	-0.6835
JAKMIP2	-1.829375
C8orf4	3.20083333333333
PTHLH	-0.116
SLC40A1	2.39383333333333
OR7D4	0.358166666666667
PCDHB17	0.7895
CD36	3.66028571428571
C6orf203	0.7798
PRKG2	0.244
LOC400566	2.072
ANAPC13	0.47125
SLCO3A1	-1.0545
ZNF692	-1.024
FANCL	-0.821
SH3GLB1	0.2425
C12orf61	-0.2095
KBTBD6	-0.0845
SUPT5H	0.386375
XRCC6	0.1134
HUS1B	-1.2172
FAM133B	-0.278142857142857
LOC728276	-0.174
KCTD18	0.72175
SOS2	0.518
CCDC99	-2.17125
C1QTNF5	2.8525
NNAT	1.141
USP16	0.50275
LARS	-0.563125
ZBTB2	0.322625
ABO	-0.122
TRAF3	0.11225
GALNT5	-0.5905
NAP5	1.42225
ALG14	0.689333333333333
KIAA0515	0.263846153846154
WDR75	-1.2155
TEX261	0.096
LY86	0.36075
LOC389072	-0.95
FLJ13611	0.27075
MRGPRX2	0.34
SNRPA	-1.066625
OR2G2	0.5315
GPRASP2	1.67375
C7orf42	0.3906
C9orf163	-0.704
CYP11B2	0.1605
FCRL3	0.640333333333333
PRDX1	-1.31475
FGB	-5.21083333333333
COX17	0.3025
C16orf33	-0.487
PIWIL1	-0.1465
FOLR1	-2.93933333333333
KIAA0082	-0.20875
FREQ	-0.714
TMCC2	-1.40816666666667
TCF12	0.274083333333333
ZNF721	0.0425
FAM130A2	0.00175
POU4F1	-2.46025
SNRPF	-0.933875
SGIP1	1.00183333333333
ZNF641	0.9095
EMG1	-0.675625
PRRG4	1.5885
HIRA	-3.63925
MYNN	0.419666666666667
AEBP2	-0.1475
TBXA2R	-0.0145
ISL2	-1.2195
PCDHB11	0.991
RNF144A	-0.49325
MARCH5	0.77225
DULLARD	-0.178166666666667
DCLRE1B	-0.204333333333333
ITGA8	0.299
TP73	0.032125
PRKCD	2.0635
NDUFB4	0.45925
ATP13A4	2.0075
ANTXR2	-0.317833333333333
COL4A3	-0.3075
MYO10	-0.861
SLC6A18	0.41825
PEX1	0.13725
TMEM74	-0.645166666666667
RBM19	0.2275
TAPBP	0.96065
RUNX1	1.318625
MID1	-2.33241666666667
GPR64	-0.729666666666667
RASEF	2.80825
GABRG1	-0.055375
MYO16	-0.37125
DBF4	-2.33883333333333
TSHZ2	2.05425
RIPK2	-0.072625
PPTC7	0.127166666666667
KIF4B	-1.083
LRRC31	4.040125
ZNF540	1.1995
EFNB3	0.707666666666667
LOH12CR1	-0.11125
STON2	1.35866666666667
GLP1R	0.436
CSTF2T	-0.401125
IREB2	-0.91125
GRSF1	0.2295
PDCD7	-0.812833333333333
LRRC43	-0.1795
CNR1	2.09416666666667
IL1F7	-0.6
C12orf64	0.2525
FAM69B	0.133
NR2E1	-2.24533333333333
MS4A6A	1.6254
FTL	-0.5842
C7orf36	0.24525
PCLO	1.8948
DYRK2	0.376083333333333
ARIH2	-0.120875
SAMD7	0.672
SCNN1D	-0.63175
SLC32A1	-0.516142857142857
C22orf25	0.664
MRPS18A	-0.0371
GPR112	-0.018
EARS2	-0.99625
ERN2	0.669
ATPBD3	0.122
PRH2	0.1315
CDKN2D	-0.313833333333333
PGLYRP2	2.11125
TRIM40	0.12325
SEC14L3	0.0576666666666667
SLC22A1	-0.13575
BTN2A3	-0.2825
RASA4	-0.50275
CCNL2	-1.0505
MYBPC3	-0.964
GJA4	2.6015
CDC42SE1	1.51325
TRPV2	-1.408
MYPN	-3.4638
SIM1	-0.1355
CDADC1	0.255083333333333
ZFHX4	0.91
NIBP	0.930666666666667
ADAMTS19	0.2855
ABTB2	-1.92675
TSPYL2	-0.206375
EIF2S3	-1.202
SOX30	-0.16525
AP2A1	-0.252333333333333
DKFZP564O0523	-0.290666666666667
LOC285398	-0.03025
CDH18	-4.43925
CHL1	0.784375
GATS	-0.4234
TBC1D2B	0.242333333333333
OR1J1	0.2305
GSN	0.925833333333333
DPCR1	0.046375
GARNL4	-0.3265
SMARCA5	-0.07325
PLEKHG3	1.28966666666667
ZBTB45	0.8185
FRMD6	0.37
PLS1	0.436333333333333
DGKZ	0.143166666666667
EFNA1	1.76
WDR85	-0.15975
ANK2	0.0975
PAGE4	-0.719166666666667
SENP6	0.5855
AKR7A2	-0.393833333333333
FKBP10	-1.58825
VEGFC	-1.67533333333333
LARP1	0.0500625
SRBD1	0.1895
ITGB6	3.93625
SLC1A2	-0.337357142857143
INVS	-0.134166666666667
MPO	0.29225
MOBKL3	-0.099
CUTL2	-0.88425
KLK2	-0.0614166666666667
VIM	-1.02
REG1B	0.2085
PCDHGC4	0.9205
C3orf34	-0.362833333333333
SUMO3	-0.158833333333333
CST9L	0.87425
MLL4	-0.2735
SPR	2.28333333333333
SAMD9L	1.16775
ABCE1	-0.50125
SUPT3H	-0.345833333333333
ACTBL1	-0.348
ADAMTS4	0.744666666666667
SLIT3	3.315
RHEBL1	-1.5475
NPM2	-2.0055
MAN1C1	1.444875
KIAA1856	1.08916666666667
HSPA6	1.37975
LOC388152	-0.072
C10orf140	-1.611
ZDHHC12	-0.266
LIN7A	-1.4656
PHC2	0.164333333333333
SPHK1	0.0925
TRIM26	0.6019375
FAM83E	-0.0985
C18orf24	-1.6555
ZNF578	0.179333333333333
ORAI1	-0.50475
RUVBL1	-0.3425
C7orf20	-1.16266666666667
APAF1	-1.0205
SLC36A4	-2.38916666666667
MYH11	4.1645
NEK1	0.6546
MPP2	-0.795875
C12orf24	-3.40825
TNK2	0.89125
ZNF289	-0.36
MATN3	0.142142857142857
IFNGR2	0.865
ITPR1	0.8285
EBF3	1.977
TBC1D20	0.4859
OR10P1	0.463
DDAH2	1.68
SHPRH	-0.132875
STX7	-0.2805
LOC554248	-0.45125
BCAR1	-0.18375
ATXN3	0.0911666666666667
TRIM27	-0.15975
CDC42EP2	1.2325
CHP	0.173857142857143
SOX17	1.62575
ZNF259	-1.532
CHCHD1	0.6505
ZDHHC19	-0.212
GBP2	2.534
GARNL3	2.503375
MRC2	0.1525
C1orf52	-1.19825
AOF2	-1.1485
LRPPRC	-0.2189
ACVR1C	1.01683333333333
TM4SF18	2.195
TMEM169	-0.220166666666667
PPP1R16A	0.161625
EBF1	0.572166666666667
RRS1	-0.6505
SNX2	0.11025
OR2T2	-0.098
RBX1	-0.0925
ANKRD54	0.708
TSNAX	0.211666666666667
TMEM83	-2.257
ZBTB7A	0.9475
ATM	-1.61675
LOC338328	1.63466666666667
TIE1	0.979166666666667
HIST1H3G	0.126333333333333
PASD1	-4.68933333333333
TINAG	0.3635
PCDHAC2	0.316
LRRC15	0.2565
WBSCR17	-0.88875
TFF2	-0.334
PARP2	-0.622
NDFIP2	-0.11525
PCDHGB2	0.416
WDR60	0.30475
MAP7D2	-1.2805
USP45	-1.32175
GSDML	-1.46675
TNS1	0.4108
PLCD4	1.04925
IQCD	0.933666666666667
SMPX	-1.523
CD9	1.2505
SRGN	0.7055
CASP7	1.076375
INOC1	0.4285
DKFZp451M2119	-0.6355
VMAC	1.829
USP53	0.4342
CAMK1G	-0.450625
TMEM106A	0.8905
CDC20	-2.7914
ACSL5	-0.9385
CBWD5	-0.2825
C1orf87	-0.523666666666667
KIAA1274	0.118
PRUNE2	-1.90442857142857
LYPLA2	-0.664333333333333
DOK6	-1.206
GPR149	0.2075
FAM30A	1.09525
TMEM129	0.41575
SLC35B3	1.255
ACPP	0.2897
LOC200261	-0.257
SLC4A7	0.7901
CCDC40	2.4695
GART	-1.170625
THOP1	-1.3515
SCARB1	-0.77525
CACNA1F	0.3775
TRIAP1	-0.281666666666667
SYT14L	-0.2785
SFRS8	-0.031
PBOV1	0.0535
GOLSYN	1.45225
GJB7	-1.229
CAMK2N1	0.238916666666667
GREM1	2.47883333333333
FLJ20433	0.958
QPCT	-1.604875
PRKAG2	0.948833333333333
H2AFX	-1.833125
C6orf154	1.6445
PLOD3	-1.28675
ZBTB39	-0.6825
WASF3	-0.7675
DRG1	-0.21325
PRR4	-0.166
SPCS1	-0.28575
KDELR3	1.63016666666667
SRP19	0.174333333333333
GABRA6	-0.052
MFSD1	0.467
MMEL1	2.1515
PDXDC2	0.1062
BUB1	-3.05233333333333
RNF138	-1.643
MYLPF	-0.627833333333333
AIF1	-0.0735
DYNLRB1	0.6398
HCN3	-1.268
HIST1H2AI	-0.5565
MAP4K5	0.111083333333333
LASP1	1.53375
LOC130951	0.2825
PLAA	0.76025
KRT6A	-1.2565
C6orf117	-2.40925
ARHGAP23	-0.642
PTF1A	-0.004
GPHA2	-0.657
LCE3B	0.06625
MCL1	1.30114285714286
EHBP1	-0.839333333333333
PRNP	-0.9194375
ZSCAN1	0.4185
C1orf113	0.923333333333333
FOXA3	-3.371
NEB	0.28075
ASGR1	-5.22116666666667
CTGF	1.26516666666667
RAB17	1.212
MST101	-0.1145
JARID1B	1.267
USP37	0.4134
PTBP1	-0.1925
PTPN7	-0.445166666666667
CDC7	-3.02433333333333
SNX7	-1.9145
ZNF335	0.35725
CPT2	-0.46
HEATR1	-0.527875
HSPC152	0.189625
C5orf40	0.30875
PSME1	0.522666666666667
STAG3	-2.4075
TMEM154	1.3525
KLHL32	-0.0805
TSGA10IP	-0.9395
SUV420H2	-0.456
SF1	-0.2653
2'-PDE	0.204375
PNLIPRP2	1.643
TRSPAP1	-0.741666666666667
NUP210	-0.108
ANP32C	-0.496666666666667
RAB11B	0.574833333333333
ASB15	0.3235
ITGB3BP	-2.4145
UBASH3A	-0.988
YWHAB	0.932375
TPRX1	-0.23475
LY6G5C	0.31575
SLC7A2	-0.36925
CLK1	0.1199
HSD3B7	-0.136166666666667
VDR	2.32025
C16orf74	0.98975
ACE	0.288
PSMA2	-0.4955
CCDC131	-0.596375
ZNF213	0.0778333333333333
EML2	0.58625
ALS2CR13	0.00416666666666666
GLYATL1	5.786
DSPP	0.1685
DHFRL1	-0.475875
C10orf30	-2.05966666666667
SH3RF2	1.30633333333333
LOC197322	-0.6285
DLL3	-1.585
TIGD7	-0.29225
GFRA3	0.039
CPA1	0.435
RTN4	0.289
PPT2	-1.83416666666667
FASLG	1.791
FOXP4	0.6035
RPL26	0.3775
GNL3L	-1.52833333333333
FMR1NB	0.078
CD163	5.82025
SGPP2	1.195
GIMAP2	-0.127
CD37	0.612333333333333
DPT	3.15041666666667
NBLA00301	1.04075
RGS5	1.012
C9orf4	0.1845
ACTL8	-3.79116666666667
PRKAR2B	1.444625
OPLAH	1.05566666666667
C20orf134	1.22975
SPACA5	-0.01575
TBL1X	-0.071
TSPYL3	0.481
CHCHD3	-0.9995
CRKRS	-0.337833333333333
GPR65	3.24875
DFFA	-0.707
FUT1	0.81975
C6orf204	-0.658
TMEM51	-0.31025
ZNF580	0.16475
CMTM2	-0.0135
C20orf200	-0.7435
EZH1	0.342166666666667
FDX1L	0.112875
MRPL32	-0.308
PCAF	0.3001
ALOX15B	0.619333333333333
CD59	0.531166666666667
CDK9	0.429875
ERP29	-0.633666666666667
TTR	-6.49425
BCMO1	-0.1295
DDIT4	-0.0737
PTGDS	2.76925
C3orf63	0.158166666666667
BST2	1.21875
CYP1A2	-0.309333333333333
C5orf25	-0.5555
STX1A	-1.04288235294118
OR2A12	0.1715
SH3BP5L	0.4855
SERINC5	-0.013375
USP6	-0.5246
MRPL3	-0.264333333333333
POMP	0.328125
INPP4B	1.620375
GMPPB	1.2665
EAPP	0.79625
AHSA1	-0.4355
ABCA11	-0.657
SLC5A6	-0.30675
