Hybridization REF	TCGA-A7-A0CE-01A-11R-A00Z-07
EPS15L1	-0.07275
MGEA5	-0.20575
HIST1H3A	0.75275
ING1	1.062125
BCAT1	-3.35525
ORC6L	-2.23145454545455
KLK11	-0.820666666666667
C19orf28	-0.728125
DNER	-2.313625
MED22	-0.725928571428571
ETV6	1.38416666666667
CHAC2	-1.59275
CD300E	0.134
CEBPB	0.886083333333333
ZNF398	0.49775
LRCH3	-0.179
HMGA1	-1.75083333333333
CAPN7	-0.884666666666667
MGC5566	-1.993
CCL3	2.47057142857143
NANOS1	-0.6885
ZFYVE19	-1.18325
APITD1	0.347833333333333
PARD3	1.222625
IRAK4	-0.3565
SERPINI2	0.072
CEP170L	-0.99
TTC9	0.74825
MYOM3	-1.60425
MLPH	-2.511125
LOC222699	0.1205
NRG1	-1.34683333333333
TBC1D9	0.647545454545455
TTK	-0.305
ZNF557	-0.00639999999999998
DDX41	-1.36166666666667
FANK1	1.05
UBE2D2	0.307
PSMB10	0.359875
MYH7B	-1.9455
GABARAPL2	-0.232125
MARVELD2	1.46416666666667
DGCR2	0.0806666666666667
UNC45A	0.1035
C6orf72	0.495
ZNF683	2.8395
GIT2	-0.71525
CASK	-0.174666666666667
C14orf161	3.43833333333333
LRRC44	0.70675
TIFA	0.302125
UTP11L	-0.376625
C6orf65	-0.9315
FDPS	0.51225
DUSP9	-1.1566
SLC17A8	0.615166666666667
OR51G1	-0.423
NANS	-0.85175
OLFML1	0.43875
ATP10B	-0.603375
NPAS3	0.25675
PRKCA	-2.154
GGA2	0.08825
LCE4A	1.2085
SPANXN3	1.16775
CCDC115	0.607125
SDCCAG3	-0.966
GLIPR1L1	0.61325
TTC1	-1.015
C17orf76	0.12925
MAD2L2	-0.682
HIPK1	-0.348
LRRC3B	0.295166666666667
CLN3	-0.254863636363636
C17orf47	-0.07
FMN2	-2.317375
TUBB1	-0.10125
WAPAL	0.301666666666667
C3orf21	-0.213625
SCN5A	0.0757
SMYD1	0.488
BEX5	-2.35275
ZNF192	0.4575
SEC22A	0.1955
GRIA2	0.664357142857143
KIAA0825	-2.3785
NUSAP1	-2.10263636363636
LANCL1	-1.001
C15orf40	-0.6075
ZNF645	1.08425
GPR61	0.76925
NLRP14	0.2095
SNX21	-0.8939
C1QTNF8	-0.127
C17orf46	-0.148
IFNA8	-0.669
SPRR1B	-0.887
FLRT1	-0.80325
SNX17	-0.0983333333333333
ASB2	-0.303333333333333
HBG1	-5.6845
RPRML	-2.32975
JOSD2	0.526333333333333
PLSCR3	0.18575
SPOCD1	-0.956666666666667
RAB39	-0.676
GHRH	0.1275
ITIH5L	0.673
C17orf37	0.46475
SMCR8	-0.084
DPY19L2P3	-1.0725
IL11RA	1.9555
GDF3	-3.41766666666667
RPS6KB1	-1.32733333333333
DNAJC19	0.6257
TOP1	-0.7295
CRCT1	-1.295375
MPST	0.004625
DPM2	-0.603
FAM38B	-1.23216666666667
SLC18A1	-2.4795
FARP1	0.794666666666667
PAX7	-0.34325
TUBD1	-1.315
GNL3	-0.589375
BTG2	0.951533333333333
NDUFS6	-0.16525
C1orf79	-0.8155
ERAL1	0.38175
ECHS1	1.1055
VPS4A	-0.1655
CYP11A1	1.357
ABCC6	-0.393571428571429
PBX4	-1.2615
MOSC1	2.06825
NCF4	-1.24475
HYMAI	-0.0165
NAGPA	-0.858
OTOP2	-0.07125
ACOT12	-0.40875
MTHFD2L	0.54225
LOC441376	4.949
C19orf34	1.241
RAB1B	-1.31325
ALDOAP2	0.054
NTRK1	-1.60116666666667
ARTS-1	0.5298
SLC6A11	0.13
NAP1L2	-3.01525
CNGB1	-0.152
EPB41L4B	0.45275
FAM134B	2.905625
HS3ST3A1	-2.29516666666667
CPXM2	6.87875
SIRPB2	1.0795
CHORDC1	-0.6645
TRIB3	-2.23833333333333
SLC2A5	0.3595
C2orf49	-0.778
DDX5	-0.467
OR5L1	-0.312
ANAPC4	-0.357333333333333
ZSWIM1	-0.55975
LOC93622	-0.678125
KCNK3	0.3753
RP11-35N6.1	-0.977375
ZFP161	-0.00616666666666667
AQP9	3.97375
SLC15A2	1.99766666666667
MREG	-2.44783333333333
OR9I1	0.1625
PDLIM2	0.034875
ADAM7	0.2735
GSTCD	0.192333333333333
WDR21A	-0.49175
SLC12A8	1.05883333333333
TMEM174	-0.345
IGSF3	0.586333333333333
LRRN1	-0.75825
LOC402117	0.56325
SRPK1	0.00433333333333333
LY6K	0.968625
NFIA	3.047
PTCD3	-0.526625
LEP	2.05933333333333
PCDH21	-0.508166666666667
MAPKAPK2	0.6315
NMNAT1	-0.319666666666667
LHFPL2	-0.27675
C9orf43	-0.848
DIP2A	-0.316166666666667
ACTR8	0.0745
CCDC34	-0.872
PTPN22	-1.76
ITGA3	-0.2965
FAM129C	0.23525
RABGGTA	0.236166666666667
UNC45B	0.72975
KIAA1033	-0.63075
ZNF510	-0.782166666666667
CYP2D6	-1.37933333333333
SLC26A10	-1.8865
STX8	0.29975
LUZP1	0.5565
WDR89	-0.714
EIF4G3	0.3301
C5AR1	1.078125
ZNF623	-0.048
A2M	0.196
TGM7	0.012
GRPEL1	-0.6595
LMNB2	-0.4441
ROCK2	0.5725
SNX16	-0.60375
CCDC66	-0.90525
ANXA3	2.108
KIAA1609	0.80675
EED	-0.5525
RNF32	0.7185
HES1	-0.6569
CLC	1.238
ISL1	-0.607833333333333
KIAA0528	0.456875
MANEA	0.45675
C1orf61	-0.5155
hCG_2001000	-0.628
RAPGEF6	-0.4252
KIAA0020	0.556833333333333
NEIL1	0.26125
C16orf45	-1.522125
RBM10	0.2635
C10orf125	-0.725375
MRS2L	-0.006
DNAH17	-1.0755
C19orf10	-0.499
C1orf160	0.35975
SLFN12	0.5955
EXOC3	-0.473
HIST3H3	-0.01375
NCOR2	-0.336
TNFRSF9	0.29975
MFSD8	0.6845
ALX1	0.522166666666667
NOL1	0.03975
PODN	0.83825
TIAL1	-0.807
HIST1H1E	-1.57675
NPY6R	0.40075
TM4SF4	-0.5755
CORO2A	-0.475
ETNK2	-0.995166666666667
APOE	0.3444
ANGPT4	1.632
HDGF2	-0.482
G30	3.8715
ST8SIA4	-0.707625
F2RL1	0.383
FAM19A4	-2.125
CCAR1	-0.109
B3GNT7	0.63825
OPHN1	-0.6514
DSCR6	-0.125
C21orf13	-0.563166666666667
GAS2L1	0.04425
RFX3	0.207
COPS4	-0.101875
BCHE	-1.45816666666667
BCL2	-0.69875
HBZ	-3.17133333333333
ARL13B	-0.980125
MAPBPIP	0.683875
MYO15B	-0.212
SPZ1	1.27925
KIAA1324	-0.567
PLCL2	1.43075
C4orf29	-0.23825
WDFY2	-1.09975
ZNF284	-1.3215
NAALADL1	-1.523
DUSP5	-0.274333333333333
PXDN	-0.81275
SLMO1	-0.49375
TNXB	0.5587
BIRC7	-0.646
A4GALT	0.490833333333333
TIMM22	1.137
FAM110C	0.5725
TOMM34	-1.1905
ABHD9	0.6035
ADAM32	1.457
CRHBP	-0.264
AQP2	0.66425
LOC130355	0.6355
ZNF187	-0.646833333333333
ZNF816A	0.415
F7	-0.069375
CNOT1	-0.351
SLC13A4	0.08625
ZBTB11	-1.1175
B3GALT5	-0.30275
EXOC2	0.545666666666667
IRS1	-1.9913
TMEM1	-0.234166666666667
MRPL34	0.6245
SAMM50	-0.34675
CDC42EP3	-0.762875
HSF2	0.0137
MFN2	0.5175
TSPAN7	-2.96383333333333
NUCB1	1.024
RHOH	-2.818
ARL16	-0.334
TACR1	-0.32175
SFRS5	-1.1545
SNX25	-1.167125
RHBDF1	-0.146333333333333
PCDH18	1.53783333333333
HMG1L1	-0.10175
MYO5C	0.451625
MAPK10	-0.537
LDHAL6A	1.49333333333333
NUDT12	0.135333333333333
NCAM1	-0.270875
GLIS2	0.3875
GGTL4	0.03625
DAPP1	1.0015
ATF7	0.787375
KIAA0748	-0.426
NFIL3	0.7925
TM6SF1	-0.3507
SEZ6	-0.025375
NANOS3	1.48066666666667
DNAJA3	-0.686333333333333
CLDN6	-2.5235
CIITA	1.6566
EPHA4	-1.64575
FANCC	0.16975
CMTM3	0.02075
PSG3	-0.13425
MRPL15	1.57875
C21orf59	-0.667
PLCXD2	0.3965
C2orf34	0.0875
UBE2L6	0.323375
MED14	-1.0445
HP1BP3	0.226
C6orf208	-0.4555
TPBG	-0.26125
OSR2	-1.4285
XPC	-1.20266666666667
KLHL7	0.2715
CCR3	0.750166666666667
AGTPBP1	-0.489333333333333
PCSK6	-1.69666666666667
STAT5A	-0.521
FAM18B	-0.0475
LONRF2	-3.11816666666667
PTPN2	-0.0115
SF3A3	-0.270666666666667
EFCBP2	-0.789
HCFC1	-0.464333333333333
AHNAK	-1.0583
ACTR5	-0.241
KIF14	-0.944857142857143
TENC1	0.51575
HEATR5B	0.348
YIPF2	1.111
MYEOV2	0.6445
DUSP18	0.28
KIAA1012	-0.07825
AHR	-0.766333333333333
C17orf53	-0.824333333333333
PTPRH	-3.5855
ATP6V1C1	-0.2926
TAS2R3	0.6715
LOC440356	-0.49025
COQ10B	-0.9885
PSMF1	-0.292333333333333
SORBS2	2.43716666666667
NFE2L2	-0.02325
TMCO7	-0.65325
SH3PXD2A	0.9271
SH2D2A	0.51025
SPINK5	0.413
MRPS24	-0.44975
OPA3	0.168
TRAF7	-0.908
C4orf35	0.5455
MT1G	0.302125
MGC39545	0.181
HS1BP3	0.0093
OR2B2	0.2645
CHRM4	-0.128
SFRP2	1.57283333333333
RIC3	0.7835
ART1	-0.6825
C6orf1	-0.90125
DUS4L	-0.18275
C10orf104	0.585
TNFAIP6	0.85225
RTEL1	-1.632
CCT4	-0.5994
ZNF709	0.50325
CHMP6	-0.0523333333333333
UPP2	-0.094
CYP19A1	-1.702625
CD151	-0.484833333333333
NDUFA13	0.607
ARFRP1	-1.1465
FAM26B	0.89125
CRYBA1	-1.2325
MRPL41	-0.0548333333333333
NPFFR2	-1.04725
HRH2	1.4745
SCAMP3	0.891
MTMR6	0.3871
MTG1	-0.893166666666667
UBTD1	0.48375
CRABP1	2.042
FLJ33790	-0.5879
KIAA1908	-0.257666666666667
GPR158	2.09325
PACSIN3	-0.612166666666667
OMD	0.341
CATSPER1	-0.754166666666667
HOXB8	-0.837375
FBXO46	0.239
OAS1	0.907166666666667
SVIL	0.44775
PHB2	0.1345
ADCY3	0.8535
NDRG2	1.39483333333333
ERMAP	-0.6186
APBA2	0.0156666666666667
IGSF9	2.53075
WNT6	0.124357142857143
MYCBPAP	-0.48325
ATP2B2	1.1484
CPVL	-0.1323
TRAM2	-0.382083333333333
NOP5/NOP58	-0.4715
ZNRF4	0.1465
TLK1	-0.75875
MTMR12	0.381571428571429
ZNF384	0.517166666666667
FAM9B	-2.76175
RPN1	0.7642
PMVK	0.97225
EIF3D	-0.182
SIX2	-1.0595
HPS1	0.399785714285714
RNF7	-0.30725
PSKH2	-0.201
KCTD13	0.462333333333333
CSMD3	-1.14
FBF1	0.367
IL8	-2.041625
SERPINB13	0.949916666666667
FBXL20	0.0645
BLR1	-0.164
SH2B1	0.126166666666667
RFNG	-0.35475
RAB20	2.5955
RBM7	-0.24175
POLR1A	-0.8015
TMPRSS4	-2.56
TAF9	-1.0905
TERF2	-0.0943333333333333
TNFRSF1A	0.867
ACADVL	0.134166666666667
GTF2H5	0.29725
EDG8	-0.119666666666667
C9orf140	-0.632125
UST6	-0.87875
ZBTB8OS	-0.839
ZNF710	0.391
GPR174	-0.753
ATP6V0A2	-0.09025
KIAA0319L	0.135583333333333
XKRX	0.363
DOPEY2	0.2013
SDHD	-0.358333333333333
SUMF1	1.077
OSM	0.4855
OPN3	1.55375
DAGLB	0.155166666666667
PPFIBP1	-0.0314
TRIM63	-3.13425
C10orf53	-0.7865
LYPD3	0.3435
BCL7A	-0.433375
AGER	-0.228333333333333
TCF19	-0.22925
SAT2	0.007
PFTK1	1.34783333333333
GABRE	-0.766375
C15orf38	0.6524
FIS1	0.0245
KCNV2	1.63775
CLPS	0.48375
PPCDC	-0.86275
FOXN2	0.3575
NT5E	-3.2168
CD83	1.9405
IL18	1.759375
VPS16	-0.1655
IGFBP2	-1.735
NOTCH2	0.8595
SIGLEC1	2.083125
CD93	4.774
SULF2	-1.199
CEP164	-0.33775
P53AIP1	-0.0583333333333333
TOR2A	-0.470333333333333
ZNF136	-0.095
MGP	3.4697
CCDC144A	-0.0401666666666666
TRPC1	-0.104
SMS	-1.14083333333333
MAPK7	0.0296666666666667
RRAGC	0.89675
PARD6A	0.880833333333333
NUB1	0.874833333333333
SYNGR4	0.8005
OR11H12	-0.335
WIF1	1.322625
GCH1	0.2985
OR11H4	-0.5435
SLC44A5	0.037
GPRIN2	2.757
LOC401431	1.817
CPA4	0.9852
MELK	0.0778888888888889
IL15RA	-0.203
CUL3	-0.696375
HMBOX1	0.93875
PODXL	-0.44475
CCT6B	0.641333333333333
COMTD1	0.6285
MUC20	1.72616666666667
GPX2	-3.297625
ITK	-1.04875
FBXL5	0.31
C13orf27	0.3095
DEFA5	-0.1505
TRHDE	-1.157
MTP18	-0.0898333333333333
UQCRQ	0.4011
ITGB2	0.655
CSRP2BP	-0.7725
TAS2R44	-0.053
PHPT1	-1.145375
FAM44C	-1.0785
ERH	-0.155
MPHOSPH1	-0.757833333333333
MORC1	1.015
PARVB	-0.68775
LAMA1	-2.15916666666667
PGBD3	-0.26175
GIMAP6	3.047
AREG	-0.254666666666667
LIPT1	-0.8365
MGC99813	-0.9125
C1orf201	0.498833333333333
GRIN2A	-0.634
MAN2C1	-1.316125
NSUN5	-0.068
SF3B5	0.35625
MYC	-0.73575
NRXN1	1.3075
ZNF18	0.17975
SPDYA	0.21875
SLC37A1	0.856
DECR2	-0.58625
ANKRD38	3.31375
SPTLC3	-0.842333333333333
SUPT16H	-0.308125
DTWD2	-0.327
ULBP1	1.664
ZADH1	-0.048
OIP5	-2.59275
IL10RB	0.304166666666667
OTUB2	0.194875
VWA3A	1.10616666666667
SPIC	0.927833333333333
OR6C4	-0.303
PSCD4	0.717833333333333
DPY19L2P2	-1.1865
TRAPPC6A	-0.272833333333333
C21orf2	-1.2025
CEMP1	-1.0935
LIN7B	-0.9575
E2F7	-1.32533333333333
VCP	0.064375
LAMA3	2.06025
BGN	0.897
GPR160	-0.114666666666667
COCH	0.0585
GPR81	-0.7735
APOBEC3F	-1.203
tcag7.1017	-0.451
C1orf32	0.267
SCGB1D2	2.8675
FLJ43987	0.7685
C6orf170	0.04025
KLK9	-0.046
GPD1L	-0.935375
VPS37B	-0.15975
ATG3	-0.168666666666667
ADAMTS17	0.5455
KLHDC2	-0.542166666666667
NDUFV2	-0.1095
BLK	-2.8815
MATN4	0.093
GPM6A	0.59625
GBP4	2.59216666666667
TMEM162	-0.0623333333333334
PKP2	0.3665
HRASLS	0.609666666666667
MMP1	-2.065
SFXN3	-0.5641
FSD1	-1.50016666666667
ST6GALNAC3	-2.39266666666667
CA12	-1.9805
NCOA6	-0.0035
C19orf58	0.2145
PPP4R1	0.311666666666667
MAN1A2	0.111
IKBKAP	-1.31575
UPF1	-0.299833333333333
KIAA1219	-0.284
WNT16	0.485666666666667
SNW1	0.290875
IL18RAP	1.5825
RPP30	-0.118
CDC40	0.394571428571429
SETD3	0.0888333333333333
SLAMF6	-0.63875
ELK4	-0.5485
TRIM47	1.12433333333333
ACOX3	-0.153625
TRIM6	-0.303125
KIAA0372	-0.117333333333333
TP53AP1	-0.00762500000000001
SMURF2	0.62625
ADAD1	-0.1495
EBP	0.3353
KRTAP13-2	-0.765
FLJ36874	-0.171833333333333
TOR1A	-0.253166666666667
P2RY4	0.6125
GPBP1	-0.10075
TRPV1	-0.09
ADAMTS12	-0.420333333333333
PES1	-0.1832
ATG4A	1.08283333333333
MAGEA10	-4.272
WFS1	-0.2775
CC2D1B	-0.3705
PABPN1	-0.609
SLC25A30	0.063
SLCO1C1	0.951
SLC22A5	1.6035
KIF23	-0.582166666666667
SYN2	0.448166666666667
ASPN	4.80733333333333
CENTG2	-0.59775
QSOX2	-1.2752
FLJ10815	0.4155
STK24	1.0605625
SPEG	-0.3202
STK10	-0.809166666666667
DACT2	1.1515
AAAS	-0.694
SSX3	-0.670375
ABCD3	0.8893
C4orf12	0.41025
PARVG	-0.2925
FIG4	1.1155
C9orf46	1.57675
TMCO6	-0.342
IGHMBP2	-1.625
DUS2L	-0.396166666666667
FAM3C	0.4340625
TMEM16D	-2.22075
DCTN4	0.00125
KCNH3	-0.26825
EIF2AK2	1.7665
AP1S3	-0.8095
CST4	0.9825
PAM	0.576875
NUTF2	0.07
CITED2	0.8179
SLC39A4	-0.44425
C2orf52	-0.5265
GRM3	0.37375
C12orf49	0.421875
CCDC49	-0.203
GRAMD1B	-0.497875
FNDC4	0.884
SIAH2	-0.4895
GDPD4	0.77575
C21orf87	0.171125
ATP5A1	0.923166666666667
C16orf63	-0.669125
LOC388135	-1.10333333333333
ATP5J2	0.391
MMP3	-1.039
EMID2	0.14225
CRHR1	0.0405
WDR70	0.08725
C13orf31	1.696
ZFAND1	0.2145
CCL18	4.47666666666667
C3orf49	-0.34
RINT1	-0.549
KIAA0408	-0.883666666666667
F13A1	2.8725
SLC10A1	0.145833333333333
OGN	-2.7345
GIPC2	-1.943
XPO6	0.05
LCE1A	0.9255
FMR1	1.0077
LOC374920	0.6825
DUSP3	0.143625
ANKMY1	-1.1435
C7orf50	0.5525
BBS9	-0.5002
UNC119B	-0.13725
C9orf72	0.024875
MGC35440	-0.667666666666667
ENTPD6	0.74725
PPP1R2P9	0.524
ERCC4	0.446
FAHD2B	-0.936
HMHA1	-2.0465
HACL1	-2.11125
RAD23A	0.449333333333333
FAM83B	0.8515
PPP5C	-0.1965
RNASEH2C	-1.351625
C9orf153	0.49125
SCAMP4	-0.02575
GHITM	0.5705
NDUFB7	0.599875
ADCYAP1	0.332666666666667
SP110	0.634166666666667
MAP3K7IP2	0.158
DHH	-0.1225
AGRN	1.27278571428571
WDR33	0.122166666666667
CEP290	-0.237666666666667
PRPS1L1	-1.92733333333333
KLRA1	-0.1995
GPR97	0.215
CHD7	1.11125
TLR10	0.3715
SLC30A8	-1.0675
HIC1	-0.263166666666667
IAPP	0.439
RXFP4	-0.13675
GP1BB	1.02725
SHQ1	-0.053
NKX2-3	0.715833333333333
API5	-0.344
FTHP1	-0.4325
MOV10L1	0.6355
TRIM6-TRIM34	0.503166666666667
ADHFE1	-0.7395
FAM117A	-1.50575
DDI1	0.2795
CDON	0.552666666666667
TRIM73	-0.149
IGKC	2.8075
MMP14	0.0215833333333333
DYNC1LI1	-0.593625
C11orf66	0.028
TRBV3-1	-1.47625
FASTKD5	-0.236
BIVM	-0.3985
LHX4	0.8985
CXCL2	1.0127
RAB2B	-1.26766666666667
IZUMO1	-0.84125
MAP3K15	-2.088375
FAM19A2	0.8715
ZC3H8	-1.01816666666667
ZMAT1	0.45725
SPINK5L3	-1.7705
SLC10A6	0.483
APPL2	-0.74775
CARD10	-0.845666666666667
LOC402176	0.005125
EEF1D	-0.2472
RAB6A	-0.2937
C12orf5	0.30125
PAPOLG	0.2595
MSRB2	1.809
BCR	0.393111111111111
PUS3	-0.44175
TIAM2	0.2635
ZNF317	0.500666666666667
CHD2	-0.164142857142857
FZD5	-2.26872727272727
NUDT8	-1.30025
ZNF763	0.57
PRC1	-0.688111111111111
ABCB9	0.102666666666667
SPATA3	0.77675
TRAK2	-0.2735
STAB1	2.49275
LRRTM2	0.0213333333333333
psiTPTE22	1.13725
DBI	0.345
SERPINA11	-3.191
NAT5	-0.4055
C20orf58	-2.272
RPS6KA4	-0.247833333333333
FLJ90650	-0.1425
TGFBRAP1	0.32125
CHRDL2	3.25075
FAHD2A	-1.19583333333333
CNTN1	0.6615
BBS4	-1.1846
TMEM181	0.41275
MINPP1	-0.6225
MPHOSPH6	0.624916666666667
HOXC10	1.0437
ITPKB	-0.072375
CLPTM1L	-0.19275
MEOX2	-0.936166666666667
ATP6V0C	-0.1265
PRPF8	0.533833333333333
TMC5	0.3925
FKBP3	-0.51375
PLEKHB2	-0.057875
OR4D6	-0.00650000000000001
ZNF544	-0.382
D2HGDH	-0.725375
RPL18A	0.1125
HEL308	-0.101125
MPP6	-1.09675
TCERG1	-0.7025
KRT16	2.07133333333333
KLF17	0.6585
KLF5	3.106875
CDR1	1.220625
VCX3A	-2.6795
FBLN2	0.85325
C14orf104	0.01425
HBE1	-4.8236
OR4S2	0.3215
C1orf108	-0.924
ROBO4	3.09266666666667
CPEB4	-1.27725
C11orf80	-0.623166666666667
BCKDHA	0.206666666666667
MYOC	-0.12025
GIF	0.474
CKMT1A	2.944
RPL3	-0.0867
THBS1	1.63425
APOO	-0.83825
ARMCX1	1.26675
HSZFP36	0.13775
SNAPC5	0.05925
EIF4ENIF1	0.0145
ZNF433	-0.65725
TNFRSF21	-0.500625
TMPRSS7	1.9805
SPATA18	0.6066
HPDL	-0.1345
MKL2	1.221
TBX3	-2.76015384615385
C21orf93	0.387166666666667
DAXX	0.138
ELMO1	0.225375
RGS13	1.30183333333333
TAF11	-0.92325
UNC13A	-2.273
LOC653314	-0.4015
ORC3L	0.171
IMAA	-1.5785
TARBP2	-0.41625
CABIN1	-0.1732
TRIOBP	0.3524375
HIST1H2AC	-0.719875
RGS22	-2.40883333333333
NCOA1	0.809166666666667
IL25	0.653
SNCG	0.7165
GPR6	-0.57
AMDHD1	-3.2185
CHEK2	-0.0215
C6orf142	0.2495
DRD4	0.30625
C14orf68	-1.17875
GDF11	-2.48525
SEMG2	1.369
CD247	-1.9255
CDAN1	-0.723
RBMX2	0.421833333333333
TGS1	0.70675
OIT3	2.399
SYF2	0.1855
MCM4	-0.64775
PKHD1L1	-0.00750000000000002
CEP192	-0.1745
IFT88	-1.37525
RPL9	-0.348285714285714
RAB32	0.598625
DDX43	-1.33325
P2RX2	0.228833333333333
OR5D18	-0.6365
UBE1	0.36925
SLC24A1	0.789625
ARHGAP5	-0.37275
CETP	-1.19625
KIAA1731	-0.889666666666666
SLC9A4	0.1015
PTPN6	1.148
BAHD1	-0.89575
GRIK3	0.8045
CACNB2	1.6322
PDE10A	3.942
DGCR14	-0.29625
PCDHB9	-0.0165
RHOQ	0.355666666666667
MAP3K4	1.10425
KTI12	0.00583333333333334
RPL23AP13	-1.71175
GNG11	-0.629
CLCN3	-0.0201666666666667
GPAM	-0.391375
VSTM2A	1.7035
SLAMF7	1.3295
INTS2	-0.8515
PPP2CA	0.2996
LRP12	0.703133333333333
SEC14L2	0.775111111111111
DKFZP586H2123	1.48
MC3R	-0.2535
CIRH1A	-0.5115
HIST1H2AB	-0.760833333333333
POLH	-1.37375
MGC16703	-1.49533333333333
SNAPC2	-0.1715
FILIP1L	0.22675
RASGRP4	-0.5095
LRRC1	1.20475
GAS1	2.007
PRAC	0.2735
DGKA	0.764833333333333
NT5C3	0.07475
PEG3	1.27175
NADK	-0.631
PRR17	-0.3055
LOC374569	-0.076
SGSH	-0.559
NLRP8	0.824
GALT	-0.1695
MCF2	0.806
ZNF263	-0.4445
TACSTD1	2.2865
TYR	-5.8851
ATP6AP2	-0.11825
RNUXA	-0.07
ABHD10	-0.6514
GDPD2	0.44775
SLC35C1	0.63975
UBE2A	0.603625
HERC5	1.03883333333333
FAM112B	-4.27033333333333
FBXL16	-0.574
DKFZP434A0131	-0.757
ELA3A	-2.4195
RBM41	-0.3845
HAO2	0.727
RNH1	-0.407
SHANK2	1.53416666666667
OSBP2	-1.794375
DAK	-1.40316666666667
C3orf58	1.61591666666667
TCL1B	-1.595
KBTBD2	-0.220625
SUGT1L1	-0.4665
UBE2E2	-0.485833333333333
MYL9	1.418
CDC23	-0.5865
PBXIP1	1.5156
CXorf40B	0.175
NBL1	0.01275
RTBDN	0.434
RAB11FIP5	-0.63225
TTTY13	-0.691
SCOTIN	-0.543916666666666
SOHLH1	-0.267666666666667
CDKN1A	-0.151714285714286
NCK1	0.7635
ZNF550	-0.77275
SAPS3	-0.495916666666667
SPIN3	-0.209166666666667
MAGEE2	0.62925
MIS12	-0.402
OR8H2	-0.00399999999999999
KIAA0774	-2.58983333333333
UNC5D	-2.4135
CUL7	-0.212666666666667
LIPC	-3.1345
DIO1	-3.444
C20orf11	-0.1026
CTRL	-0.52075
HS3ST2	2.2675
PAK4	0.680166666666667
CCRL1	1.261
RNF10	-0.243125
ZNF567	0.366
ZNF660	0.218
TCEAL3	0.19825
MAGOH	0.0823333333333333
CENPB	-0.246
C19orf7	0.571875
LOC388965	0.3225
ZCCHC13	1.197
JMJD1A	-0.7467
HIST1H4H	-1.242
TBRG1	-1.4048
GPC3	-0.679875
TAF1C	-0.52025
EBNA1BP2	-0.699166666666667
CIAPIN1	0.363
PDGFRA	-0.741888888888889
CSTB	0.830625
CENPI	-0.0845
GTF2E2	-0.271
RPP21	-0.06175
CCNF	-1.2665
KCNQ3	-0.071
FAM79A	0.9675
SLC22A12	-0.5315
NOVA1	-0.909833333333333
FZD3	1.0444
AKAP8	0.2675
SOCS5	-0.30875
CFDP1	-0.05075
DLG5	1.40825
PGM5	-0.12475
C1orf144	0.0791666666666667
HDAC10	-1.5055
RND2	-0.032
C20orf199	-1.757
RNMT	-0.691625
SLURP1	0.637625
ASTN1	-0.467375
SH3BGR	1.82125
MYCL1	-0.143375
ZHX1	1.1775
CENPK	-1.21625
FOSB	-0.2791
LOC643406	0.477125
C2orf59	-1.901875
TMEM135	-0.70025
SLC27A2	-2.69725
KRT33A	2.4425
OVOL1	0.714125
PAMCI	-1.13816666666667
S100A7	4.47
ZNF789	-0.9905
HARS2	0.55575
RPL23A	-0.42
TCF23	-0.2585
UPF3B	-0.653625
C17orf78	-0.0915
HLA-DOB	2.7615
C14orf142	0.791
TEKT5	-0.237
DMWD	0.22
POLD1	-0.861666666666667
GSCL	-1.1765
CALD1	0.9805
SCRT1	0.501666666666667
AIG1	0.64025
UNC84B	0.19375
ZNF404	-2.24925
TMED6	-2.605
KIAA1462	-0.15
LRRC27	1.1375
PYGO1	0.727
PIGU	-0.756666666666667
ALAS2	-3.76483333333333
WRNIP1	0.818625
CNNM3	-0.3155
ZNF2	-0.948
ST3GAL5	-1.82591666666667
MRPL23	0.009
TSSK6	0.419
PSMA6	-0.81425
C16orf70	-1.027
KIAA1602	0.229
ALMS1	0.313
DCN	0.389875
TMEM132D	-0.16175
SUCLG2	-0.364
ABHD14A	-0.55475
DEXI	0.191666666666667
AMPD2	-1.19133333333333
IFNAR2	-0.120333333333333
CYB5A	1.1216
TLOC1	0.0561
NXF5	-0.2665
NRBF2	0.320125
KCTD3	0.66925
ITGAE	-0.2175
SLC30A3	-1.756
ZRF1	-0.2665
IFRD2	-0.04675
XAB1	0.24675
PYCR2	-0.212333333333333
SERPINB3	-1.9135
TMLHE	0.4171
GEFT	-1.318125
ABCA5	-0.19575
EMR4	0.653666666666667
TSFM	0.436
HIST3H2BB	-1.522
ARHGEF19	1.1475
TSPAN17	-0.801333333333333
ABCC8	0.05125
MAP1S	0.712333333333333
C22orf36	0.52875
BNC2	-0.725642857142857
HIST1H4A	-0.7085
NDUFS3	0.229666666666667
WDR3	-0.280666666666667
XKR4	-0.6085
TTC33	-0.251071428571429
STMN2	3.617
CPN2	-1.172
HSPC105	1.85275
PCOLCE2	0.05175
C3orf55	2.526
KLHDC9	2.54166666666667
TBC1D23	-0.281875
ATXN2L	-1.05091666666667
MAP2K3	1.04533333333333
SCAP	-0.17425
ZNF486	-0.212166666666667
C20orf96	-0.83325
NARS	0.3915
ADAMTSL1	-0.477571428571429
PRCC	1.17183333333333
CCDC126	0.965083333333333
ZNF675	0.10925
CALCOCO1	0.46325
ANKRD43	-1.031
CWF19L2	-0.793166666666667
ZBTB32	1.27983333333333
BRAF	-0.1155
ODF4	0.24725
MGC14376	0.212166666666667
