Hybridization REF	TCGA-B6-A0IO-01A-11R-A034-07
C11orf63	2.180125
ACTG2	-0.6581
PORCN	-1.406
DTL	-1.43118181818182
TMEM151	0.9895
FAM122C	0.0535
RSAD2	2.0719
BAT4	-0.2865
KRTDAP	-0.656666666666667
MYH8	-0.44525
CRTC3	1.36275
LRRFIP2	1.6168
INTS4	-0.182166666666667
TTN	-1.64516666666667
SLC26A5	0.453
PLLP	0.89925
RGS6	-1.577125
SRGAP3	1.375
ZNF525	0.5335
NBR2	-0.486833333333333
C13orf1	0.7002
ZNF137	0.814
CEP27	-1.92525
BEST2	-0.2165
RNF121	-0.29825
DMRTC2	0.189
C8orf76	-0.41
BCCIP	-0.387625
MEST	-0.372
HTRA2	-0.665
ANGPTL2	-0.59975
ILKAP	-0.00483333333333335
ERAS	0.1415
HBS1L	-0.21875
CPA5	-0.4445
TMEM30A	0.393833333333333
CD300LF	1.55933333333333
WISP3	1
CRK	0.043
PDS5A	0.1797
BRPF3	0.168666666666667
NEDD9	-0.686285714285714
SMPDL3B	0.93775
PSG6	1.06566666666667
PSMD13	0.2255
ETV5	-2.4569375
OR51A4	-0.6135
BTBD7	0.889
GSTO1	-1.863375
hCG_16001	-0.017
MAD2L1BP	-0.200166666666667
COX6A2	1.8845
SCNN1A	2.5845
LSM1	0.339333333333333
UGT2B11	-2.6735
IDUA	1.1645
PPP2R3C	-1.2065
COX11	-0.476666666666667
PDZK1	-0.12375
ZNF443	1.45433333333333
MGC21874	1.08816666666667
ZNF323	3.138
KRTAP10-10	0.123
CXCL6	-0.329666666666667
SLC34A2	3.6465
LOC284402	1.4085
NPTN	1.01058333333333
UPP1	-2.5585
SLC6A9	-2.3485
OR7G3	0.4455
CISD1	-1.396
ZNF545	0.2715
SYT14	-0.6775
NT5C3L	-0.264166666666667
ZNHIT3	-0.2145
SNRPD3	-0.00175000000000001
KIAA0701	0.516875
UNC93B1	0.00333333333333333
GMNN	-0.919125
SPCS2	1.09183333333333
LOC388524	-0.197
NAPRT1	0.044625
PNLIPRP1	-1.44
OR6V1	0.7235
PRKAB1	-0.0715
EYA4	-1.40616666666667
KIF20A	-1.61825
ALG10	0.26725
ITPKC	1.75683333333333
LMX1B	1.0485
RPUSD4	-0.307666666666667
C7orf34	0.173833333333333
DLGAP2	0.183375
PFN1	-0.6436
MICALL2	-0.464416666666667
ZNF654	0.513
SS18L1	-0.64875
SLC16A8	-0.57475
MKI67IP	0.388666666666667
ITGB3	-2.00275
TCEA3	2.98558333333333
CEP152	-2.0251875
CLIP1	1.2085
ZNF75	1.3148125
ATP5C1	-0.5155
NUDT5	-0.525333333333333
PSCDBP	0.07875
UBP1	-0.00700000000000001
RBM27	0.14625
C13orf15	2.2695
ZNF282	-0.857166666666667
ZNF222	0.311
COL10A1	6.17275
PRDM15	-1.031
TTTY5	-0.993
FAM9C	-0.792666666666667
C20orf67	0.09525
GNG13	1.418
F12	-0.5675
C1orf41	-1.13775
CPXCR1	1.345
GSK3A	0.6215
SUPT6H	-0.0676666666666667
PI16	-1.2245
ELL2	-1.81466666666667
C9orf167	-2.43016666666667
PVRL3	-2.2499
FLJ38596	0.32575
ADAM20	-0.320666666666667
GPR89A	0.5775
GPR87	-1.688
ZNF30	0.9915
SMR3B	0.29325
ZNF770	0.11875
TRPC4AP	-0.458333333333333
DKFZP686E2158	-0.208
C2orf28	-0.433333333333333
FREM1	-1.70833333333333
LAMA4	-0.621666666666667
ADPRHL2	0.18675
EIF4G2	0.440166666666667
GUCA1A	-1.167
CTNNA2	-1.9505
NUDT15	-0.673833333333333
CEPT1	-0.452
ZNFX1	0.0899
CCDC92	1.82175
TDRD1	-0.7365
KCNK5	-2.364
ETNK1	0.7515
LTA	0.113
TTPA	1.0886
B3GALNT2	0.5525
SC65	-0.201833333333333
PEX5L	0.274125
EPS15L1	0.1025
MGEA5	0.245375
HIST1H3A	1.33875
ING1	1.012375
BCAT1	-4.237125
ORC6L	-2.77763636363636
KLK11	-5.37166666666667
C19orf28	-2.1155
DNER	-5.54375
MED22	-1.606
ETV6	1.69233333333333
CHAC2	-2.38675
CD300E	0.258
CEBPB	0.39825
ZNF398	-0.61275
LRCH3	-0.0965
HMGA1	-2.196
CAPN7	0.311333333333333
MGC5566	-3.1565
CCL3	2.61266666666667
NANOS1	-0.3415
ZFYVE19	-1.0115
APITD1	-0.576833333333333
PARD3	-0.414625
IRAK4	-0.0978333333333333
SERPINI2	-0.891
CEP170L	-1.1775
TTC9	2.5065
MYOM3	-2.605
MLPH	0.49325
LOC222699	0.4485
NRG1	-2.37263636363636
TBC1D9	3.72309090909091
TTK	-1.68916666666667
ZNF557	0.7257
DDX41	-0.121333333333333
FANK1	2.3825
UBE2D2	-0.52825
PSMB10	1.133
MYH7B	-2.4265
GABARAPL2	0.09975
MARVELD2	1.64133333333333
DGCR2	0.825666666666667
UNC45A	0.0466666666666666
C6orf72	0.5
ZNF683	5.13225
GIT2	0.175
CASK	-2.214
C14orf161	1.74683333333333
LRRC44	1.32375
TIFA	-0.781875
UTP11L	-0.55525
C6orf65	-2.64125
FDPS	-0.78675
DUSP9	-2.0082
SLC17A8	0.11575
OR51G1	0.837833333333333
NANS	-0.557
OLFML1	1.588
ATP10B	-1.52271428571429
NPAS3	0.66375
PRKCA	-2.9987
GGA2	-0.3058125
LCE4A	0.8545
SPANXN3	0.397333333333333
CCDC115	1.725875
SDCCAG3	-1.41075
GLIPR1L1	0.95
TTC1	0.58925
C17orf76	0.55625
MAD2L2	-1.6895
HIPK1	0.2483
LRRC3B	-0.891
CLN3	-0.755727272727273
C17orf47	0.435
FMN2	-3.115875
TUBB1	-1.98857142857143
WAPAL	-0.117166666666667
C3orf21	-0.911625
SCN5A	-0.392666666666667
SMYD1	0.690333333333333
BEX5	3.528
ZNF192	-0.898
SEC22A	0.228333333333333
GRIA2	3.01718181818182
KIAA0825	-1.5375
NUSAP1	-2.34327272727273
LANCL1	-0.316125
C15orf40	-0.6864
ZNF645	0.445571428571429
GPR61	0.19525
NLRP14	-0.67
SNX21	-0.3775
C1QTNF8	0.269
C17orf46	0.1075
IFNA8	-3.286
SPRR1B	-1.82266666666667
FLRT1	-0.466
SNX17	-0.967166666666667
ASB2	0.203
HBG1	-5.8035
RPRML	-2.1095
JOSD2	0.666333333333333
PLSCR3	-0.22875
SPOCD1	-1.138
RAB39	0.699
GHRH	-0.328333333333333
ITIH5L	2.1905
C17orf37	0.22875
SMCR8	1.10575
DPY19L2P3	0.8985
IL11RA	-0.506666666666667
GDF3	-3.73816666666667
RPS6KB1	-0.484583333333333
DNAJC19	-0.0957
TOP1	0.31475
CRCT1	0.00785714285714286
MPST	0.18425
DPM2	-0.6155
FAM38B	-2.89633333333333
SLC18A1	-2.98766666666667
FARP1	0.491
PAX7	-0.29825
TUBD1	-1.08225
GNL3	-0.089375
BTG2	1.97893333333333
NDUFS6	-0.6215
C1orf79	-1.20125
ERAL1	-0.41
ECHS1	0.846
VPS4A	-0.160166666666667
CYP11A1	-0.7835
ABCC6	-0.733571428571429
PBX4	-0.872
MOSC1	-0.434125
NCF4	-0.96725
HYMAI	1.578
NAGPA	-0.31875
OTOP2	0.3745
ACOT12	-0.046
MTHFD2L	-1.2445
LOC441376	4.6005
C19orf34	-0.087
RAB1B	-0.681
ALDOAP2	-0.8105
NTRK1	-2.22316666666667
ARTS-1	0.4036
SLC6A11	-1.6105
NAP1L2	2.6215
CNGB1	-0.0933333333333333
EPB41L4B	-0.343
FAM134B	4.027
HS3ST3A1	-1.67683333333333
CPXM2	3.61925
SIRPB2	1.2565
CHORDC1	-0.234333333333333
TRIB3	-0.529
SLC2A5	0.17225
C2orf49	-0.6695
DDX5	0.22775
OR5L1	1.315
ANAPC4	-0.113166666666667
ZSWIM1	0.988375
LOC93622	-0.24325
KCNK3	-0.615
RP11-35N6.1	-2.234875
ZFP161	0.140833333333333
AQP9	2.72975
SLC15A2	1.666
MREG	0.4325
OR9I1	1.46
PDLIM2	-0.4385
ADAM7	0.731
GSTCD	-0.402166666666667
WDR21A	-0.374375
SLC12A8	1.39983333333333
TMEM174	-0.31325
IGSF3	0.66025
LRRN1	1.46475
LOC402117	0.377666666666667
SRPK1	-0.88
LY6K	-2.5093125
NFIA	2.6225
PTCD3	-0.18325
LEP	0.0944
PCDH21	-1.24166666666667
MAPKAPK2	0.422428571428571
NMNAT1	-0.608666666666667
LHFPL2	0.167625
C9orf43	0.16
DIP2A	-0.675666666666667
ACTR8	0.411125
CCDC34	-0.87525
PTPN22	-1.69775
ITGA3	0.688625
FAM129C	0.36175
RABGGTA	-0.490166666666667
UNC45B	0.154
KIAA1033	0.22725
ZNF510	-1.61216666666667
CYP2D6	-0.0248333333333333
SLC26A10	-1.7925
STX8	-0.27325
LUZP1	-0.683
WDR89	0.0958333333333333
EIF4G3	0.2025
C5AR1	0.121125
ZNF623	-0.35
A2M	-0.26825
TGM7	0.496
GRPEL1	-0.562
LMNB2	-1.2078
ROCK2	-0.0518333333333333
SNX16	-0.094375
CCDC66	0.389
ANXA3	-0.65625
KIAA1609	0.590625
EED	-0.314
RNF32	0.279166666666667
HES1	2.5559
CLC	1.95166666666667
ISL1	-0.386333333333333
KIAA0528	0.378625
MANEA	0.470875
C1orf61	-2.6935
hCG_2001000	0.46125
RAPGEF6	-0.2507
KIAA0020	-0.963666666666667
NEIL1	1.908
C16orf45	-1.4935
RBM10	0.167
C10orf125	-2.252375
MRS2L	-0.1375
DNAH17	-1.441
C19orf10	-0.421
C1orf160	0.251
SLFN12	1.566
EXOC3	-0.257666666666667
HIST3H3	0.32825
NCOR2	0.795666666666667
TNFRSF9	0.80775
MFSD8	0.0365
ALX1	-4.0196
NOL1	-0.463
PODN	2.69625
TIAL1	-0.761
HIST1H1E	-0.59225
NPY6R	0.182
TM4SF4	0.078
CORO2A	-0.75525
ETNK2	0.245166666666667
APOE	0.3689
ANGPT4	0.371
HDGF2	-0.23175
G30	1.339
ST8SIA4	-1.39614285714286
F2RL1	0.220375
FAM19A4	-2.7655
CCAR1	-0.44975
B3GNT7	-0.15825
OPHN1	-0.08
DSCR6	1.0405
C21orf13	1.62766666666667
GAS2L1	-0.0105833333333333
RFX3	0.0178333333333333
COPS4	-0.60075
BCHE	-4.25866666666667
BCL2	2.240875
HBZ	-2.8225
ARL13B	0.2025
MAPBPIP	0.8515
MYO15B	0.49325
SPZ1	2.47475
KIAA1324	3.63122222222222
PLCL2	-0.5875
C4orf29	-0.866
WDFY2	0.09975
ZNF284	0.7245
NAALADL1	-0.932
DUSP5	1.46166666666667
PXDN	0.068375
SLMO1	-1.21275
TNXB	0.5706
BIRC7	-1.297
A4GALT	1.47933333333333
TIMM22	-0.36475
FAM110C	1.65225
TOMM34	-0.549375
ABHD9	0.0235
ADAM32	2.4415
CRHBP	-0.92175
AQP2	0.464625
LOC130355	0.7085
ZNF187	0.637
ZNF816A	1.246
F7	-0.916875
CNOT1	0.0279
SLC13A4	-0.2935
ZBTB11	-0.528
B3GALT5	1.30975
EXOC2	1.186
IRS1	0.3583
TMEM1	-0.234
MRPL34	-0.264333333333333
SAMM50	-0.62975
CDC42EP3	-1.05225
HSF2	0.0257
MFN2	-0.59625
TSPAN7	-2.59233333333333
NUCB1	1.11925
RHOH	2.61875
ARL16	-0.214
TACR1	1.2395
SFRS5	-0.811166666666667
SNX25	-0.154375
RHBDF1	0.886833333333333
PCDH18	0.384333333333333
HMG1L1	-0.1415
MYO5C	1.350625
MAPK10	0.9215
LDHAL6A	-0.430333333333333
NUDT12	1.594
NCAM1	-0.349625
GLIS2	0.5245
GGTL4	-0.1895
DAPP1	0.44025
ATF7	1.255125
KIAA0748	-1.6405
NFIL3	-2.20725
TM6SF1	0.0572
SEZ6	0.46575
NANOS3	-0.539833333333333
DNAJA3	-0.4435
CLDN6	-3.4555
CIITA	2.9971
EPHA4	-2.502
FANCC	-0.39825
CMTM3	-0.8145
PSG3	-1.05042857142857
MRPL15	-1.0915
C21orf59	0.09675
PLCXD2	-1.43325
C2orf34	-0.301375
UBE2L6	0.916625
MED14	-0.3005
HP1BP3	-0.8863
C6orf208	-0.444
TPBG	1.074
OSR2	0.76075
XPC	-0.137
KLHL7	-0.181166666666667
CCR3	-0.1188
AGTPBP1	-0.914
PCSK6	0.769933333333333
STAT5A	-0.7476
FAM18B	-0.74925
LONRF2	-0.670833333333333
PTPN2	-0.226375
SF3A3	-1.08016666666667
EFCBP2	-1.2345
HCFC1	-0.782
AHNAK	0.6747
ACTR5	0.22
KIF14	-2.214
TENC1	0.83525
HEATR5B	1.139
YIPF2	1.121
MYEOV2	0.844833333333333
DUSP18	1.42775
KIAA1012	-0.3685
AHR	-0.878
C17orf53	-1.0765
PTPRH	-3.72825
ATP6V1C1	-0.228
TAS2R3	-1.727
LOC440356	-1.247
COQ10B	0.25375
PSMF1	0.741666666666667
SORBS2	1.27416666666667
NFE2L2	-0.0525
TMCO7	-0.23025
SH3PXD2A	-0.9313
SH2D2A	-1.57625
SPINK5	-3.38
MRPS24	-0.844
OPA3	0.412875
TRAF7	-0.0765
C4orf35	-0.3925
MT1G	-0.43275
MGC39545	0.675
HS1BP3	0.3594
OR2B2	0.16
CHRM4	0.0610000000000001
SFRP2	2.18075
RIC3	2.334
ART1	-1.082
C6orf1	0.444625
DUS4L	-1.59175
C10orf104	0.92325
TNFAIP6	1.534
RTEL1	-1.5105
CCT4	-0.915
ZNF709	0.557
CHMP6	0.744
UPP2	0.01725
CYP19A1	-2.7745
CD151	-0.391666666666667
NDUFA13	-0.603
ARFRP1	-0.863666666666667
FAM26B	0.90525
CRYBA1	-6.9695
MRPL41	-0.677833333333333
NPFFR2	-2.113125
HRH2	0.3055
SCAMP3	-0.0438333333333333
MTMR6	0.7723
MTG1	-0.6525
UBTD1	1.2385
CRABP1	-3.0545
FLJ33790	1.3856
KIAA1908	-1.04733333333333
GPR158	-2.80125
PACSIN3	-0.7545
OMD	2.45166666666667
CATSPER1	-0.7215
HOXB8	-0.746375
FBXO46	1.631
OAS1	-0.305333333333333
SVIL	-0.8505
PHB2	-0.72975
ADCY3	-1.3235
NDRG2	0.0616666666666667
ERMAP	0.7124
APBA2	-0.605333333333333
IGSF9	2.1165
WNT6	-0.273714285714286
MYCBPAP	1.16975
ATP2B2	-0.316111111111111
CPVL	-2.0709
TRAM2	-1.18058333333333
NOP5/NOP58	-0.12525
ZNRF4	0.4115
TLK1	0.974625
MTMR12	0.648285714285714
ZNF384	-0.0866666666666667
FAM9B	-2.4235
RPN1	0.9185
PMVK	0.63325
EIF3D	0.0223
SIX2	-0.23975
HPS1	1.35707142857143
RNF7	0.7885
PSKH2	0.4975
KCTD13	-0.2885
CSMD3	-1.4
FBF1	0.083
IL8	-4.982625
SERPINB13	0.019625
FBXL20	-0.00375
BLR1	0.402
SH2B1	-0.197
RFNG	-0.07925
RAB20	1.24766666666667
RBM7	-1.006
POLR1A	-0.651833333333333
TMPRSS4	-3.16925
TAF9	-1.461
TERF2	0.13
TNFRSF1A	1.282
ACADVL	-0.676166666666667
GTF2H5	1.016
EDG8	-1.54566666666667
C9orf140	-1.819125
UST6	-1.031
ZBTB8OS	-0.3435
ZNF710	1.5645
GPR174	-1.888
ATP6V0A2	0.30375
KIAA0319L	0.342583333333333
XKRX	-0.175
DOPEY2	0.8438
SDHD	-0.69875
SUMF1	2.02075
OSM	3.30175
OPN3	-0.96025
DAGLB	-0.343166666666667
PPFIBP1	0.5594
TRIM63	-4.175
C10orf53	-1.55
LYPD3	0.425
BCL7A	-0.020875
AGER	-1.97683333333333
TCF19	-1.024
SAT2	-0.373
PFTK1	-0.532166666666667
GABRE	-3.41
C15orf38	0.9649
FIS1	-0.0525
KCNV2	-0.495666666666667
CLPS	0.02575
PPCDC	-0.64875
FOXN2	0.373666666666667
NT5E	-4.2703
CD83	0.41725
IL18	-0.48875
VPS16	0.4105
IGFBP2	-0.3095
NOTCH2	0.6005
SIGLEC1	2.66428571428571
CD93	4.742
SULF2	1.26725
CEP164	-0.153125
P53AIP1	0.177333333333333
TOR2A	0.015
ZNF136	0.6855
MGP	4.5221
CCDC144A	1.7204
TRPC1	-0.878666666666667
SMS	-0.129333333333333
MAPK7	-0.532
RRAGC	0.9745
PARD6A	0.425166666666667
NUB1	0.475166666666667
SYNGR4	1.329
OR11H12	0.2135
WIF1	1.348
GCH1	0.18325
OR11H4	0.082
SLC44A5	-0.671
GPRIN2	-1.06833333333333
LOC401431	-0.015
CPA4	-2.8038
MELK	-2.49655555555556
IL15RA	-0.31525
CUL3	0.00599999999999999
HMBOX1	-0.25175
PODXL	-2.053
CCT6B	1.04633333333333
COMTD1	-0.53725
MUC20	1.08466666666667
GPX2	-3.41625
ITK	-1.698375
FBXL5	1.49425
C13orf27	-1.71425
DEFA5	0.841
TRHDE	0.354
MTP18	-0.6655
UQCRQ	-0.0762
ITGB2	0.709166666666667
CSRP2BP	0.981
TAS2R44	0.7075
PHPT1	-0.392
FAM44C	0.94025
ERH	-0.31825
MPHOSPH1	-2.75266666666667
MORC1	-1.9645
PARVB	-0.5475
LAMA1	-2.63125
PGBD3	0.06575
GIMAP6	3.58625
AREG	-5.124
LIPT1	-0.14
MGC99813	-0.82025
C1orf201	0.2925
GRIN2A	-1.50844444444444
MAN2C1	-1.396
NSUN5	-0.5125
SF3B5	0.57725
MYC	-0.828875
NRXN1	0.3761
ZNF18	0.35425
SPDYA	-1.6768
SLC37A1	1.6635
DECR2	-0.24575
ANKRD38	0.862142857142857
SPTLC3	-0.413166666666667
SUPT16H	-0.4325
DTWD2	-0.4495
ULBP1	1.456
ZADH1	-0.66
OIP5	-3.0085
IL10RB	-0.1515
OTUB2	0.878125
VWA3A	0.9454
SPIC	-2.9645
OR6C4	-0.5825
PSCD4	-0.4445
DPY19L2P2	-0.623
TRAPPC6A	1.44116666666667
C21orf2	-0.239333333333333
CEMP1	-0.3475
LIN7B	-0.4505
E2F7	-1.8455
VCP	-0.233
LAMA3	-1.31891666666667
BGN	0.82275
GPR160	0.642333333333333
COCH	-2.85516666666667
GPR81	2.16766666666667
APOBEC3F	-2.6655
tcag7.1017	0.26075
C1orf32	0.496
SCGB1D2	3.91975
FLJ43987	-4.5415
C6orf170	0.6215
KLK9	0.277
GPD1L	1.46675
VPS37B	0.3515
ATG3	-0.676
ADAMTS17	-0.7755
KLHDC2	-0.582166666666667
NDUFV2	-0.9975
BLK	-2.80675
MATN4	-1.228
GPM6A	-1.77083333333333
GBP4	4.09633333333333
TMEM162	-0.0814
PKP2	1.9235
HRASLS	2.01366666666667
MMP1	-3.758
SFXN3	-0.3363
FSD1	-1.711
ST6GALNAC3	-2.21916666666667
CA12	3.7435
NCOA6	1.0285
C19orf58	-0.6567
PPP4R1	-0.788333333333333
MAN1A2	0.932166666666666
IKBKAP	-1.943
UPF1	0.242
KIAA1219	0.74675
WNT16	-2.603
SNW1	-0.319625
IL18RAP	1.91025
RPP30	-1.193375
CDC40	0.682571428571428
SETD3	0.317
SLAMF6	-0.0415
ELK4	-0.402
TRIM47	0.0128333333333333
ACOX3	2.474625
TRIM6	-0.866875
KIAA0372	0.0683333333333333
TP53AP1	0.996375
SMURF2	-0.153
ADAD1	-0.435333333333333
EBP	-0.7988
KRTAP13-2	-2.9
FLJ36874	-0.492333333333333
TOR1A	-1.02916666666667
P2RY4	1.112
GPBP1	0.77625
TRPV1	0.081125
ADAMTS12	-0.0841666666666667
PES1	-0.7116
ATG4A	1.08483333333333
MAGEA10	-4.386
WFS1	1.18
CC2D1B	-0.117833333333333
PABPN1	-0.352375
SLC25A30	-0.2755
SLCO1C1	-0.507666666666667
SLC22A5	1.80825
KIF23	-1.95116666666667
SYN2	-0.559166666666667
ASPN	8.59
CENTG2	-0.44425
QSOX2	-1.7293
FLJ10815	0.0166666666666667
STK24	0.583625
SPEG	0.1682
STK10	0.168166666666667
DACT2	-3.413
AAAS	-0.869
SSX3	-1.963375
ABCD3	0.8726
C4orf12	0.3775
PARVG	-0.191
FIG4	1.086
C9orf46	0.315
TMCO6	-1.022
IGHMBP2	-0.284
DUS2L	-0.407833333333333
FAM3C	-0.3566875
TMEM16D	-2.4215
DCTN4	0.8855
KCNH3	-0.8905
EIF2AK2	0.2225
AP1S3	-1.023
CST4	2.5245
PAM	-0.208625
NUTF2	0.52675
CITED2	2.0173
SLC39A4	-0.462
C2orf52	-0.582
GRM3	-1.55225
C12orf49	0.8175
CCDC49	-0.3918
GRAMD1B	-1.168875
FNDC4	-0.8915
SIAH2	0.42325
GDPD4	-2.37333333333333
C21orf87	0.5265
ATP5A1	-1.59466666666667
C16orf63	-0.438625
LOC388135	0.99
ATP5J2	0.15875
MMP3	-2.17825
EMID2	-1.023
CRHR1	-0.005
WDR70	-0.04675
C13orf31	1.9185
ZFAND1	-0.6695
CCL18	4.2014
C3orf49	-1.582
RINT1	0.9075
KIAA0408	-1.57533333333333
F13A1	3.8054
SLC10A1	0.5615
OGN	0.09925
GIPC2	-1.67633333333333
XPO6	-0.611333333333333
LCE1A	0.832
FMR1	0.7154
LOC374920	0.77075
DUSP3	0.0355
ANKMY1	0.16425
C7orf50	-0.263
BBS9	0.3061
UNC119B	-1.358625
C9orf72	-2.170875
MGC35440	0.71825
ENTPD6	0.19675
PPP1R2P9	-0.31675
ERCC4	-0.12525
FAHD2B	-1.097
HMHA1	-0.6685
HACL1	-0.36725
RAD23A	-0.679333333333333
FAM83B	0.236
PPP5C	-1.2915
RNASEH2C	-0.041625
C9orf153	-0.92575
SCAMP4	0.646125
GHITM	-0.2167
NDUFB7	-0.129
ADCYAP1	-1.85016666666667
SP110	-0.256833333333333
MAP3K7IP2	1.34525
DHH	0.00599999999999999
AGRN	-0.1935
WDR33	0.636333333333333
CEP290	0.643333333333333
PRPS1L1	-1.38183333333333
KLRA1	0.552
GPR97	-1.226
CHD7	0.128083333333333
TLR10	0.773333333333333
SLC30A8	-0.8585
HIC1	0.804166666666667
IAPP	0.0325
RXFP4	-0.29125
GP1BB	1.6615
SHQ1	0.5895
NKX2-3	0.4715
API5	-0.1265
FTHP1	0.5115
MOV10L1	0.2584
TRIM6-TRIM34	2.427
ADHFE1	1.02075
FAM117A	1.11575
DDI1	-0.349666666666667
CDON	0.958333333333333
TRIM73	0.59
IGKC	2.805
MMP14	-0.63225
DYNC1LI1	0.082125
C11orf66	0.288
TRBV3-1	-2.5035
FASTKD5	0.3215
BIVM	-0.529
LHX4	-0.18675
CXCL2	-2.1402
RAB2B	-0.553833333333333
IZUMO1	-1.419
MAP3K15	-3.579125
FAM19A2	0.345666666666667
ZC3H8	-0.430666666666667
ZMAT1	3.756
SPINK5L3	-1.8535
SLC10A6	-0.254
APPL2	-0.093875
CARD10	-0.132166666666667
LOC402176	-1.132625
EEF1D	0.0751
RAB6A	0.7644
C12orf5	-0.101625
PAPOLG	0.75375
MSRB2	0.077
BCR	0.1934375
PUS3	0.06275
TIAM2	-0.372
ZNF317	0.313833333333333
CHD2	0.413928571428571
FZD5	-1.55577272727273
NUDT8	-1.754
ZNF763	-0.5235
PRC1	-1.41222222222222
ABCB9	0.316
SPATA3	-0.26675
TRAK2	0.41125
STAB1	2.519875
LRRTM2	-0.0696666666666667
psiTPTE22	1.7015
DBI	0.53625
SERPINA11	0.65925
NAT5	0.684
C20orf58	-2.27825
RPS6KA4	-0.3145
FLJ90650	-0.75125
TGFBRAP1	0.50375
CHRDL2	-0.076875
FAHD2A	-1.505
CNTN1	-0.198333333333333
BBS4	0.000499999999999978
TMEM181	0.0295
MINPP1	-1.2035
MPHOSPH6	-0.36525
HOXC10	1.8139
ITPKB	0.0428571428571429
CLPTM1L	0.158625
MEOX2	-1.329
ATP6V0C	0.29425
PRPF8	-1.01633333333333
TMC5	3.335
FKBP3	-0.9795
PLEKHB2	-0.403
OR4D6	-0.5685
ZNF544	-0.6365
D2HGDH	-0.13
RPL18A	-0.9651
HEL308	-0.45675
MPP6	-2.9835
TCERG1	-1.2895
KRT16	-1.9905
KLF17	-1.2175
KLF5	-1.1445
CDR1	4.2755
VCX3A	-3.802
FBLN2	1.394375
C14orf104	-0.509
HBE1	-4.8699
OR4S2	-1.671
C1orf108	-1.29266666666667
ROBO4	2.98966666666667
CPEB4	0.998
C11orf80	-0.839333333333333
BCKDHA	0.573
MYOC	0.145666666666667
GIF	-0.189
CKMT1A	0.7295
RPL3	0.0555
THBS1	3.232375
APOO	-0.47025
ARMCX1	2.35325
HSZFP36	0.96225
SNAPC5	-0.45675
EIF4ENIF1	1.212
ZNF433	-1.0655
TNFRSF21	-1.883625
TMPRSS7	-1.931
SPATA18	2.1285
HPDL	-2.869
MKL2	1.1026
TBX3	2.45838461538462
C21orf93	0.407666666666667
DAXX	0.3495
ELMO1	-0.28575
RGS13	-0.8098
TAF11	-0.4835
UNC13A	-2.687875
LOC653314	-0.7499
ORC3L	0.31675
IMAA	-1.901
TARBP2	-0.62525
CABIN1	-0.3069
TRIOBP	0.1073125
HIST1H2AC	1.42575
RGS22	-0.9675
NCOA1	1.62216666666667
IL25	0.595
SNCG	-0.411
GPR6	-0.6615
AMDHD1	0.620833333333333
CHEK2	-0.58925
C6orf142	-2.96033333333333
DRD4	0.141
C14orf68	-1.119
GDF11	-0.9595
SEMG2	0.814
CD247	-1.095
CDAN1	-0.38325
RBMX2	0.822166666666667
TGS1	-0.65525
OIT3	-0.26
SYF2	0.03025
MCM4	-2.381875
PKHD1L1	-0.369
CEP192	-0.0475
IFT88	0.818
RPL9	0.185214285714286
RAB32	-0.379625
DDX43	-1.986
P2RX2	0.1305
OR5D18	-1.528
UBE1	-0.015
SLC24A1	0.793375
ARHGAP5	0.1405
CETP	-1.714
KIAA1731	-0.136833333333333
SLC9A4	0.3975
PTPN6	1.69
BAHD1	0.02225
GRIK3	0.612
CACNB2	-0.2173
PDE10A	-2.02325
DGCR14	-0.14475
PCDHB9	-0.3065
RHOQ	0.530166666666667
MAP3K4	-0.14625
KTI12	0.2385
RPL23AP13	-0.18225
GNG11	-1.4325
CLCN3	1.854
GPAM	-0.519875
VSTM2A	-0.1705
SLAMF7	2.40916666666667
INTS2	-0.9165
PPP2CA	-0.4343
LRP12	-0.136133333333333
SEC14L2	2.80333333333333
DKFZP586H2123	1.213
MC3R	-1.06
CIRH1A	-1.24766666666667
HIST1H2AB	1.14383333333333
POLH	-0.352375
MGC16703	-2.035
SNAPC2	-0.215
FILIP1L	0.24075
RASGRP4	0.7945
LRRC1	3.043
GAS1	-0.80725
PRAC	-0.881
DGKA	-1.17966666666667
NT5C3	-0.88625
PEG3	-3.35933333333333
NADK	-0.60325
PRR17	0.436
LOC374569	-0.11575
SGSH	1.19316666666667
NLRP8	1.5075
GALT	-1.0521
MCF2	0.377
ZNF263	0.53225
TACSTD1	1.88283333333333
TYR	-6.3775
ATP6AP2	0.903
RNUXA	-0.734
ABHD10	0.385555555555556
GDPD2	-0.898333333333333
SLC35C1	-0.449
UBE2A	0.647125
HERC5	-0.418333333333333
FAM112B	-4.8065
FBXL16	0.3615
DKFZP434A0131	-0.36325
ELA3A	-2.056
RBM41	0.216375
HAO2	1.9705
RNH1	-0.322
SHANK2	1.54716666666667
OSBP2	-0.894875
DAK	-0.0518333333333333
C3orf58	0.228666666666667
TCL1B	-0.3815
KBTBD2	-0.184625
SUGT1L1	-1.1715
UBE2E2	0.190166666666667
MYL9	2.1765
CDC23	-1.16866666666667
PBXIP1	1.6011
CXorf40B	1.559
NBL1	1.08125
RTBDN	0.9465
RAB11FIP5	-0.46075
TTTY13	-0.975
SCOTIN	-0.297083333333333
SOHLH1	-1.1098
CDKN1A	0.660357142857143
NCK1	0.01025
ZNF550	0.5475
SAPS3	0.950666666666667
SPIN3	1.17216666666667
MAGEE2	-0.0293333333333333
