Hybridization REF	TCGA-A7-A0DC-11A-41R-A089-07
QARS	0.15975
SOX7	1.05671428571429
BID	-0.7965
OR2S2	0.322
CXCL14	4.67975
C11orf47	-0.0505
MGC29891	0.596833333333333
HSPB8	2.7306
PRDM14	-0.23
NUFIP2	-0.171
MNAT1	-0.534
ZDHHC2	0.405
MBNL2	1.325
ADD3	0.743375
CSNK2A1P	-0.49325
KLK6	1.48466666666667
TMEM111	0.8559
KIAA1279	1.06675
NUBP2	-0.0975
RAB42	-1.736
ID3	-1.2212
TM9SF1	0.415
MDP-1	-0.53175
POU4F2	0.30525
IQCK	1.20225
C16orf14	-1.06125
CAPN3	-0.959125
FAM43B	0.098125
RECQL	-0.58575
AP1G1	-0.6875
CTNNBL1	-0.0796666666666667
ECHDC1	0.873666666666667
SMARCC1	-0.5267
FOXQ1	-2.579
GNAI3	-0.253333333333333
POLG2	-2.12375
CD4	0.712625
ITLN1	3.51
EBI2	3.7935
IRF1	-0.27325
PTPRE	1.6265
PTK2B	-0.197
NXNL2	1.101
SOX4	-0.068
TSPAN3	1.60783333333333
SH2D1A	-3.27666666666667
C8orf58	-0.517
USP20	-0.9915
DUSP22	0.0758333333333333
CALB1	-1.88783333333333
L3MBTL2	0.964666666666667
MCRS1	-0.3305
TMEM118	-1.60833333333333
C18orf8	0.25
FLJ10241	0.05225
GJA12	1.33825
PKD1	-0.0681666666666667
ZFP3	1.093
JAM3	0.085125
LAPTM4A	1.2096
DIRC2	0.18575
KIAA2022	0.0941666666666667
MYOM1	1.99916666666667
TRPM8	-2.22983333333333
MOP-1	-0.29825
PHKG2	-0.645125
ZNF650	0.453125
KIAA1522	0.958875
PSG8	-0.249166666666667
DDX19B	0.44
MOBKL1B	-0.75325
DIAPH2	1.13683333333333
PTPN12	0.00575
CLN8	0.4904
CRYZL1	0.7725
CRY2	1.45983333333333
FCGR2B	4.06266666666667
PNPLA4	1.76525
ZNF454	0.7245
DKFZp434B1231	0.002
CLDN11	0.7416
RFWD2	-0.072
CIB2	-0.0418333333333333
MXRA8	3.411625
HRK	-0.93925
MAML2	1.11225
C4orf31	0.60925
C6orf192	0.02325
COG6	0.146625
FAM5B	0.34325
NFATC1	1.3702
SEPT10	0.55325
SCYL1	-0.2206
RPP40	-1.27025
SCOC	0.8472
KIAA1450	1.3795
CTDSPL2	-0.88575
TBX5	2.19566666666667
NAPG	-1.013
RHD	-4.74775
C14orf45	1.776
ZBTB22	1.2835
PLCG1	-0.5435
ANKRD10	-1.03625
AQP7P2	4.24825
TAGLN2	0.572666666666667
HTR2C	-1.3065
SLC16A7	2.83866666666667
C17orf83	-0.00500000000000002
TSGA14	-0.827166666666667
MDH1	0.9895
PPP3R2	0.0748333333333333
DCBLD2	-1.31407142857143
RBM33	-0.603875
DPH3	-1.4905
SYT10	-0.824166666666667
FMO4	1.817875
THYN1	-0.15775
DRD5	-0.7165
OTOR	0.41525
PGRMC2	1.027
KATNAL1	0.834125
PAQR6	-2.4905
UBE2I	-0.49525
C14orf28	0.797
C8orf70	1.036
FLYWCH1	-0.519375
ANGPTL3	-0.895
GLRX2	-0.6935
ATP11A	-0.520357142857143
ARL5B	-0.5005
MUC16	-1.47525
SLC25A5	-1.20428571428571
ACRC	-0.95325
MYO1C	0.97875
FAM89B	0.252833333333333
FAS	0.53475
KIFAP3	0.34875
GLRA2	-0.00349999999999998
BTN3A2	0.3
CNKSR3	0.426375
CSTF3	-1.08716666666667
ARPM1	0.86975
KIAA1530	-1.2115
C9orf150	1.454
PRKCI	-0.17525
tcag7.1015	-1.21825
SOD3	2.707
ZNF574	0.034
CYP21A2	0.75075
RPL12	0.31325
COMMD2	-0.31825
WIZ	0.3145
LOC344405	-0.49075
ALDH4A1	1.56711764705882
CRYAB	4.081
COPA	0.411833333333333
PCDHGA7	-0.112333333333333
KIF11	-2.69491666666667
RASD2	0.406
SLC26A3	0.9495
ZNF175	0.1465
JAKMIP2	-2.500625
C8orf4	1.75633333333333
PTHLH	2.2735
SLC40A1	2.83333333333333
OR7D4	0.210333333333333
PCDHB17	0.7285
CD36	4.82035714285714
C6orf203	0.6125
PRKG2	-0.1565
LOC400566	1.68675
ANAPC13	0.4845
SLCO3A1	0.139
ZNF692	-2.442
FANCL	-1.933
SH3GLB1	1.26275
C12orf61	0.3785
KBTBD6	0.4605
SUPT5H	-0.029625
XRCC6	-0.4541
HUS1B	-0.6474
FAM133B	-0.518071428571429
LOC728276	-0.176
KCTD18	1.299
SOS2	0.896333333333333
CCDC99	-2.30925
C1QTNF5	2.6905
NNAT	3.36216666666667
USP16	0.41325
LARS	-0.81625
ZBTB2	0.467625
ABO	0.0633333333333334
TRAF3	-0.39675
GALNT5	-3.6755
NAP5	-0.0485
ALG14	1.12783333333333
KIAA0515	-0.267
WDR75	-1.108
TEX261	0.4405
LY86	-0.04225
LOC389072	0.352
FLJ13611	-0.149
MRGPRX2	0.149
SNRPA	-0.728375
OR2G2	-0.0135
GPRASP2	1.36825
C7orf42	0.5
C9orf163	-0.474
CYP11B2	0.174
FCRL3	0.0166666666666667
PRDX1	-0.469
FGB	-5.64316666666667
COX17	-0.187833333333333
C16orf33	-0.479
PIWIL1	-0.450333333333333
FOLR1	-1.10233333333333
KIAA0082	-0.3175
FREQ	-0.588166666666667
TMCC2	-1.26416666666667
TCF12	-0.182833333333333
ZNF721	0.081
FAM130A2	0.682
POU4F1	-2.011
SNRPF	-1.723375
SGIP1	0.6975
ZNF641	0.797666666666667
EMG1	-0.596375
PRRG4	0.918
HIRA	-1.63425
MYNN	0.21
AEBP2	-0.261666666666667
TBXA2R	0.470333333333333
ISL2	-1.13916666666667
PCDHB11	0.5905
RNF144A	-0.478
MARCH5	0.50175
DULLARD	0.29
DCLRE1B	-0.768
ITGA8	1.18675
TP73	-0.28125
PRKCD	1.6585
NDUFB4	-0.31125
ATP13A4	0.534875
ANTXR2	0.939166666666667
COL4A3	-0.328
MYO10	-1.4713
SLC6A18	0.0745
PEX1	-0.21475
TMEM74	-0.2415
RBM19	-0.16475
TAPBP	0.1668
RUNX1	0.142875
MID1	0.669
GPR64	1.36216666666667
RASEF	1.32875
GABRG1	-0.023375
MYO16	0.7475
DBF4	-2.57433333333333
TSHZ2	3.56975
RIPK2	-0.07825
PPTC7	0.864666666666667
KIF4B	-1.7945
LRRC31	0.88275
ZNF540	1.543
EFNB3	0.316833333333333
LOH12CR1	-0.023
STON2	0.530333333333333
GLP1R	0.00224999999999999
CSTF2T	0.343625
IREB2	-1.2015
GRSF1	-0.034
PDCD7	-0.360333333333333
LRRC43	0.6035
CNR1	1.8665
IL1F7	-0.5825
C12orf64	-0.16075
FAM69B	-0.32125
NR2E1	-1.5225
MS4A6A	2.8245
FTL	0.8848
C7orf36	-0.1185
PCLO	1.3428
DYRK2	0.228083333333333
ARIH2	0.00475000000000001
SAMD7	0.0865
SCNN1D	-0.86625
SLC32A1	-0.647875
C22orf25	0.478666666666667
MRPS18A	-0.5043
GPR112	0.4585
EARS2	-0.66425
ERN2	-0.1855
ATPBD3	-0.546666666666667
PRH2	-0.197
CDKN2D	-0.894666666666667
PGLYRP2	1.4775
TRIM40	-0.227
SEC14L3	0.304833333333333
SLC22A1	0.01325
BTN2A3	-0.3105
RASA4	0.70875
CCNL2	-0.811583333333333
MYBPC3	0.187
GJA4	3.2765
CDC42SE1	0.137875
TRPV2	-0.93725
MYPN	-3.1365
SIM1	0.8325
CDADC1	0.717
ZFHX4	1.96
NIBP	0.548833333333333
ADAMTS19	-0.484
ABTB2	-0.72325
TSPYL2	0.236
EIF2S3	-0.4803
SOX30	-0.15975
AP2A1	-0.043
DKFZP564O0523	1.03116666666667
LOC285398	0.0575
CDH18	-4.9235
CHL1	3.285
GATS	-0.0739
TBC1D2B	1.10766666666667
OR1J1	-1.019
GSN	4.09133333333333
DPCR1	0.21675
GARNL4	-0.0468333333333333
SMARCA5	-1.30425
PLEKHG3	0.783666666666667
ZBTB45	0.275
FRMD6	0.645833333333333
PLS1	-1.19916666666667
DGKZ	0.0843333333333333
EFNA1	0.6602
WDR85	-0.81475
ANK2	2.15225
PAGE4	-0.640166666666667
SENP6	0.936833333333333
AKR7A2	0.0215
FKBP10	-2.0555
VEGFC	-1.049
LARP1	-0.0760625
SRBD1	-0.2065
ITGB6	2.4305
SLC1A2	0.759071428571429
INVS	-0.985
MPO	0.448
MOBKL3	-0.1476
CUTL2	-1.343125
KLK2	-0.037
VIM	1.37025
REG1B	0.249333333333333
PCDHGC4	0.20725
C3orf34	-1.13466666666667
SUMO3	0.494833333333333
CST9L	5.33575
MLL4	-0.4865
SPR	0.716833333333333
SAMD9L	-0.08625
ABCE1	-0.476
SUPT3H	-0.984166666666667
ACTBL1	0.3935
ADAMTS4	0.5775
SLIT3	3.56425
RHEBL1	-1.57175
NPM2	-0.68125
MAN1C1	1.94375
KIAA1856	0.139833333333333
HSPA6	0.61725
LOC388152	-1.052
C10orf140	0.61625
ZDHHC12	-0.8035
LIN7A	-0.4082
PHC2	0.647916666666667
SPHK1	-1.0495
TRIM26	0.0105
FAM83E	0.5635
C18orf24	-2.30733333333333
ZNF578	-0.0808333333333334
ORAI1	-0.473
RUVBL1	-0.51475
C7orf20	-0.5735
APAF1	-0.334
SLC36A4	-1.31683333333333
MYH11	4.3005
NEK1	0.3957
MPP2	-0.61125
C12orf24	-2.63125
TNK2	-0.0952500000000001
ZNF289	0.2895
MATN3	-0.319142857142857
IFNGR2	1.22633333333333
ITPR1	1.587125
EBF3	4.2825
TBC1D20	0.1362
OR10P1	0.05375
DDAH2	1.58725
SHPRH	0.102
STX7	0.448
LOC554248	-1.54725
BCAR1	-0.63375
ATXN3	-0.0190833333333333
TRIM27	-0.6275
CDC42EP2	1.6225
CHP	0.860214285714286
SOX17	2.0625
ZNF259	-0.774666666666667
CHCHD1	-0.194
ZDHHC19	-0.041
GBP2	2.724
GARNL3	1.225625
MRC2	0.52625
C1orf52	-0.32175
AOF2	-0.373333333333333
LRPPRC	-0.607
ACVR1C	5.19433333333333
TM4SF18	3.59
TMEM169	0.0968333333333333
PPP1R16A	0.095875
EBF1	4.29633333333333
RRS1	-0.225166666666667
SNX2	0.23575
OR2T2	0.425
RBX1	0.0065
ANKRD54	-0.193666666666667
TSNAX	0.061
TMEM83	-1.97275
ZBTB7A	0.4615
ATM	-0.709166666666667
LOC338328	3.06816666666667
TIE1	2.087
HIST1H3G	-0.477
PASD1	-4.67316666666667
TINAG	0.1385
PCDHAC2	1.129
LRRC15	-0.750375
WBSCR17	-0.10975
TFF2	-0.5065
PARP2	-1.055
NDFIP2	-0.42625
PCDHGB2	0.329
WDR60	0.3005
MAP7D2	-1.3011
USP45	-1.31425
GSDML	-0.116
TNS1	1.6923
PLCD4	0.7
IQCD	-0.252166666666667
SMPX	-1.468
CD9	0.614333333333333
SRGN	1.667
CASP7	1.08925
INOC1	0.134666666666667
DKFZp451M2119	0.029
VMAC	1.2125
USP53	1.6135
CAMK1G	-0.56575
TMEM106A	0.129333333333333
CDC20	-3.2963
ACSL5	0.460833333333333
CBWD5	0.041375
C1orf87	-1.0105
KIAA1274	1.25475
PRUNE2	-0.475428571428571
LYPLA2	-0.5985
DOK6	-0.329833333333333
GPR149	-0.08425
FAM30A	1.5325
TMEM129	0.486
SLC35B3	1.38475
ACPP	-0.2757
LOC200261	-0.26
SLC4A7	0.6758
CCDC40	1.19125
GART	-1.452875
THOP1	-1.23575
SCARB1	-0.34825
CACNA1F	0.27425
TRIAP1	-0.389333333333333
SYT14L	-1.611
SFRS8	-0.4525
PBOV1	-0.0025
GOLSYN	3.0575
GJB7	-0.3765
CAMK2N1	0.680583333333333
GREM1	0.9905
FLJ20433	0.6275
QPCT	-3.46225
PRKAG2	1.43866666666667
H2AFX	-2.28
C6orf154	-0.214
PLOD3	-1.17875
ZBTB39	-0.194833333333333
WASF3	1.71683333333333
DRG1	0.3415
PRR4	0.1035
SPCS1	-0.2205
KDELR3	0.472666666666667
SRP19	-0.3935
GABRA6	0.1605
MFSD1	0.67975
MMEL1	0.86475
PDXDC2	0.0139
BUB1	-5.90855555555556
RNF138	-0.848375
MYLPF	-0.149
AIF1	0.960666666666667
DYNLRB1	0.2632
HCN3	-2.06683333333333
HIST1H2AI	-0.80225
MAP4K5	0.381916666666667
LASP1	1.073875
LOC130951	0.5395
PLAA	0.515
KRT6A	0.575
C6orf117	-0.9825
ARHGAP23	-0.4585
PTF1A	0.302
GPHA2	-0.42775
LCE3B	-0.12075
MCL1	0.925214285714286
EHBP1	0.482166666666667
PRNP	-0.0769375
ZSCAN1	0.268
C1orf113	-0.261833333333333
FOXA3	-3.264625
NEB	0.49125
ASGR1	-4.86466666666667
CTGF	1.83983333333333
RAB17	-0.361333333333333
MST101	0.03625
JARID1B	-0.4672
USP37	-0.742
PTBP1	-0.739333333333333
PTPN7	-1.2975
CDC7	-4.21283333333333
SNX7	0.26175
ZNF335	-0.43725
CPT2	-0.11025
HEATR1	-1.41775
HSPC152	-0.537375
C5orf40	0.1795
PSME1	-0.0335
STAG3	-2.33775
TMEM154	0.546166666666667
KLHL32	-0.238
TSGA10IP	-1.063
SUV420H2	-1.35916666666667
SF1	-0.0288
2'-PDE	0.5080625
PNLIPRP2	0.926
TRSPAP1	-0.124083333333333
NUP210	-1.72533333333333
ANP32C	0.416166666666667
RAB11B	0.659
ASB15	0.5575
ITGB3BP	-1.9065
UBASH3A	-1.57
YWHAB	0.631625
TPRX1	-0.20825
LY6G5C	-0.155125
SLC7A2	-1.316125
CLK1	0.6474
HSD3B7	0.837666666666667
VDR	1.50825
C16orf74	0.1565
ACE	-0.54075
PSMA2	-0.331333333333333
CCDC131	-0.7085
ZNF213	0.542833333333333
EML2	0.508
ALS2CR13	-0.148333333333333
GLYATL1	0.64725
DSPP	-0.8135
DHFRL1	-0.01325
C10orf30	0.6005
SH3RF2	0.151166666666667
LOC197322	-0.807333333333333
DLL3	-1.525375
TIGD7	-0.24975
GFRA3	0.20825
CPA1	2.62166666666667
RTN4	1.7795
PPT2	-1.33883333333333
FASLG	0.873583333333333
FOXP4	0.248875
RPL26	0.4573
GNL3L	-0.632
FMR1NB	-0.331833333333333
CD163	6.37525
SGPP2	0.763
GIMAP2	1.132
CD37	0.257166666666667
DPT	5.16933333333333
NBLA00301	1.82225
RGS5	3.03483333333333
C9orf4	-0.137
ACTL8	-3.62816666666667
PRKAR2B	2.991375
OPLAH	0.798833333333333
C20orf134	0.41475
SPACA5	0.2505
TBL1X	-0.880833333333333
TSPYL3	0.2255
CHCHD3	-0.50175
CRKRS	-0.143166666666667
GPR65	2.74275
DFFA	-0.543875
FUT1	0.635
C6orf204	0.362833333333333
TMEM51	-1.07725
ZNF580	-0.17175
CMTM2	0.519
C20orf200	-0.169
EZH1	1.07416666666667
FDX1L	-0.624625
MRPL32	-0.6755
PCAF	0.2465
ALOX15B	3.08433333333333
CD59	1.5155
CDK9	0.18375
ERP29	-0.191333333333333
TTR	-5.768
BCMO1	0.1385
DDIT4	-0.3091
PTGDS	3.2835
C3orf63	-0.316166666666667
BST2	0.45625
CYP1A2	-0.0713333333333334
C5orf25	-0.937
STX1A	-1.46123529411765
OR2A12	0.00849999999999999
SH3BP5L	-0.55675
SERINC5	-0.354125
USP6	-0.6268
MRPL3	-0.4125
POMP	-0.387
INPP4B	0.440625
GMPPB	0.062
EAPP	0.5015
AHSA1	-0.4435
ABCA11	0.47
SLC5A6	-0.0151666666666667
HIVEP2	0.954
SUMO2	-0.12875
KIAA1822L	-1.65266666666667
C11orf67	1.7415
TXK	0.220625
PHCA	0.326125
ICAM4	-2.25966666666667
FPGS	0.0713333333333333
SNRPA1	-1.687
KCNJ4	-0.6245
KIF6	0.6981
HIST1H2BG	-2.38516666666667
SLC5A5	0.205
ZNF354B	-0.177166666666667
IL12RB2	1.72175
C11orf76	-0.205333333333333
GAL3ST2	0.2775
AIFM2	2.234375
SYNC1	-0.095625
UBL3	0.765
PIK3CG	-1.497
NLN	-0.8962
BCORL1	-0.06775
CD5L	0.08075
ZNF238	1.2655
KIAA1394	-0.01175
C16orf55	-1.1454
CYP3A7	-0.82925
KRTAP3-1	-1.9735
TFDP1	-0.592833333333333
MND1	-4.90525
NODAL	0.142166666666667
GTPBP4	-0.888
TUBGCP2	0.401
SLITRK5	-1.87325
CIC	0.413
CD79A	0.293833333333333
SAMD14	-0.6055
TNPO3	-0.452
OR10G3	0.5415
OR10G8	-0.109
CCDC111	-0.044
HOXC9	0.55075
DCUN1D1	0.479916666666667
CYB5R1	1.41475
TSR2	0.70825
DAB2IP	1.2118
SLC6A5	-0.0115
RAB3D	0.75375
DCUN1D4	-0.3815
ERBB3	0.645916666666667
SDC1	0.1295
ATP6V1H	0.6995
SYK	0.414
ST20	-1.4015
C13orf30	0.746
WDR40A	0.279333333333333
ADMR	0.4225
LOC388335	3.3555
ACSM1	0.1
TDG	-0.86575
FLJ11235	0.1095
MRPS5	-0.793666666666667
AGPAT2	2.632
SLC12A1	0.151
CYP27A1	0.30525
THAP7	-0.82675
XPO1	-1.20466666666667
ALMS1L	0.405666666666667
C1orf2	-0.8165
ZNF777	-0.3435
CAMK2A	-0.0401666666666667
SMC1B	-0.145375
IHPK2	0.120866666666667
LEMD1	-1.19525
NKD2	-1.0111
CLU	1.5295
ARMETL1	1.0785
PABPC4	-0.1505
CXCL12	4.13
TFAP2C	0.0591
TTTY8	0.2815
ABCB10	-0.9181
ENDOD1	0.6255
IDI1	-1.3015
KCTD6	0.376333333333333
CCDC105	-0.8995
ULBP2	-1.052
ZDHHC5	0.322
WNT8A	-0.52625
COMMD10	0.1685
KLHL12	-0.51475
GPR50	0.502
NR5A2	0.444625
OXGR1	1.924
EHD3	0.60475
CAPRIN2	-0.412875
KLRC3	-3.386
SF3B1	-0.0662857142857143
IPO7	-1.12275
ALDH1A1	2.46966666666667
ANKRD5	0.011125
TSNARE1	0.1455
DDEFL1	1.16
RNASEL	1.103
DNAH9	0.06875
HELLS	-3.24125
TNS4	2.3315
NAV1	0.3664
KIAA1409	-0.736
C20orf26	2.98216666666667
TUBG1	-1.04975
IRX2	2.973
CNGA4	0.006
MGC50559	1.2245
OR4K17	0.157166666666667
TM2D2	0.77825
FAM32A	0.38875
TXNDC14	-0.192
CCBL1	-1.58
ANK1	-2.0255
PRSS23	-0.858875
PPM1L	0.019
SPATA20	-0.226
APCS	0.071
C14orf122	-1.33716666666667
PSMB5	-0.4625
C6orf10	-0.0999
SETDB2	-0.0836666666666667
SPNS3	-1.14925
SGMS2	0.795833333333333
MXD3	-1.6205
MON2	0.2141
CARTPT	3.50875
HNF4A	-1.07183333333333
RABEP1	0.70565
TNFRSF10B	-1.458125
USH1G	0.003
PPAP2B	1.1095
TMEM16K	0.23725
CTDSP1	1.29416666666667
CDK5R1	-0.512
GABRR1	-0.764
OPN1LW	-0.093
FAM98C	0.569375
DBN1	0.449875
ACAD10	-0.226916666666667
QTRTD1	-0.93375
WNK3	-0.0323333333333333
RPS19	-0.6625
C1QB	2.690125
OTUD5	-0.08675
SLC41A2	0.360833333333333
TMEM22	0.9145
KHSRP	-0.526083333333333
TNFRSF11A	0.0181666666666667
FBL	-0.732666666666667
IBTK	0.304166666666667
OXER1	-0.5385
CBLN4	1.890125
GPR172B	0.8675
CFTR	-0.333
VSX1	2.6665
CAMK1D	0.25525
LOXL3	-1.8205
RTP4	1.368
SLFNL1	-0.54375
KIAA0828	-0.390125
PAR5	0.004
LOC723972	0.30175
GDI2	0.037625
CEBPA	1.8864
MLF2	0.0206666666666667
AFMID	-0.1355
ALOX12B	-0.0105
BPHL	0.293625
COX5B	0.016
S100A10	0.7109
THOC6	0.40575
NHN1	-0.80725
RRP12	-1.08266666666667
ARID3B	-2.76375
CD3G	-2.74133333333333
KIAA0133	-0.534
NAT11	-1.44716666666667
PPAT	-2.34716666666667
SIRT3	0.5896
TCERG1L	0.9965
NIPA1	-0.2172
DPP8	0.617
IL7R	1.00066666666667
ZFP64	-0.214083333333333
DMAP1	0.3204
TRMT12	0.49375
TLR4	2.537
WFIKKN2	0.398
RAB12	0.276
DDX51	-0.452833333333333
KIAA1086	-2.40825
ZNF295	-0.106
ACVR2B	-1.34071428571429
LOC494150	-0.873
ZNF517	-0.2135
DNASE1L2	-1.93933333333333
SUFU	0.370416666666667
LOC283677	-0.179
LMO3	2.94166666666667
PPP2R5D	-0.130666666666667
ZNF587	-0.1275
HIST4H4	-0.24175
CYP2C8	0.595
C1orf80	0.946333333333333
DOCK5	-1.18666666666667
C9orf24	1.16875
OR5AR1	0.066
C11orf24	-0.2685
UNQ1940	-0.40625
CAP2	1.50766666666667
TIMM44	-1.0405
DSEL	0.5302
ROM1	0.86725
FBXO4	0.862875
MYLC2PL	-1.70175
MLH3	0.5562
NOX1	0.065
DPEP2	1.483
DNAJB5	0.268
RLTPR	0.189
MBIP	0.332833333333333
COPB1	-0.016
SFTPA1B	0
C10orf4	0.7241
PRELID1	-0.81625
NOLA1	-0.59275
C19orf24	-0.3265
TLR9	-1.6355
HLA-DMA	2.98066666666667
HCRP1	-0.407
GPR137	-0.168333333333333
ITGA11	-0.6785
PHF13	-0.0666666666666667
MARK4	0.2465
METTL4	-0.92575
MBD3	-0.5048
LOC134145	0.538125
FGF3	0.1775
SLC35A3	0.671625
CLEC16A	-0.03325
AMOTL1	-0.331833333333333
FLJ31438	-0.66725
PAICS	-1.67375
TOMM40L	-0.3535
MMD	2.91775
KLK10	1.7702
NIT2	-0.1625
SERPINB10	-0.2305
KLF15	1.1631
CCDC5	-0.80575
WSB2	0.30375
ME3	1.904875
CACYBP	-1.14783333333333
TCTN2	1.043
JAK1	1.275625
C2orf25	-0.21225
GPD2	0.796
FBXL11	0.86
CDV3	0.18275
GALNT11	1.079375
NDUFA12L	-0.9319
FLOT1	0.351285714285714
TOR1AIP2	0.01475
MMP25	0.094
C1orf164	0.2825
CHST5	0.0155
LYRM4	-0.2487
GPER	1.08475
HIPK2	0.97475
DAP	0.0867
ZMIZ1	0.8375
DDX58	0.87675
DCC1	-2.392
AKT1	0.034
ENPP6	0.747833333333333
ERVWE1	-0.137
CDC34	-0.35375
RNF125	1.95875
CASC1	2.6685
SHROOM2	-0.5165
RRM2B	0.272
COL6A3	1.536375
TMEFF1	-2.61725
PLEKHA4	1.6792
LYSMD1	0.504666666666667
SEPT1	-0.707
AOF1	-0.382
GNPAT	-0.4015
WDR18	-0.623
HSD17B12	-0.3805
HIST1H2BM	-1.35183333333333
INDOL1	-0.385333333333333
SUDS3	0.1035
C1orf192	-0.1915
CYP2B6	-0.38075
TBC1D2	0.489
SLC25A12	0.05725
ERCC6L	-3.3515
MGC10814	-0.260666666666667
POLR2C	-0.5945
ZNF77	-0.188833333333333
EIF3K	0.4415
HPX	1.2825
ANKRD27	-0.16925
MALAT1	0.063125
PLB1	1.95166666666667
HRNBP3	-0.8335
CPSF4	-0.5805
OR52N2	0.3185
PIP5KL1	0.216
GH1	0.17975
HPS5	0.341
SLFN5	1.009875
POP5	-0.155333333333333
OVOS2	-2.03483333333333
C20orf108	0.022375
MARS	-0.815
CLRN3	1.50366666666667
ARSE	-2.10116666666667
PPIE	0.043
PHACS	0.211333333333333
GP5	-0.022
IL8RB	1.61816666666667
FCRLA	-1.77475
ARRDC1	-0.2641
KRTAP9-4	0.013
ZNF613	1.043
OR11A1	-0.1025
TMEM132B	-2.07875
PGLS	0.062
BSND	-2.17616666666667
KCNK18	-0.517
FOXD4	-0.085
SV2C	0.9915
LCN2	2.10316666666667
ZNF490	0.64
C3orf15	1.621
CACNA2D4	-0.559666666666667
CBX5	-1.6995
MAGEB4	0.00125000000000003
BOLA1	-0.17275
PPP2R5E	-0.42275
COL5A1	0.38925
ASB7	-0.409166666666667
SFT2D1	-0.099875
DERL1	-0.0284
RABL2A	0.823333333333333
MOAP1	1.11825
KIAA1545	0.104333333333333
F3	3.613
PLEKHM2	-0.3155
CCDC89	0.849166666666667
EFCAB1	2.344375
TMEM48	-2.0785
SEPHS2	-0.1045
PYGM	1.844
PRICKLE1	1.145
WNT5B	0.10325
TAS2R38	-0.335
IMP5	0.0725
KHDRBS1	-0.2195
LARS2	-1.0535
C3orf28	-1.29125
FTCD	-3.69
C10orf68	1.20716666666667
DGAT2L3	-0.294
PSEN1	0.65075
MGC33657	0.328
PLA2G4B	0.543333333333333
CDKN2A	-1.70533333333333
DLX1	-3.206
TSHB	-0.3775
C18orf37	0.4005
MEX3C	0.098125
MAMDC2	3.226
PDIA4	-1.13491666666667
ATP5E	0.1245
CASP2	-0.456928571428571
SERBP1	-0.0940769230769231
ZNF341	0.143
TESC	-0.847
TMEM31	-0.4175
OR51I2	0.402
YTHDC1	0.420714285714286
JUN	2.3435
AGMAT	-3.57416666666667
PCNXL2	-0.10025
ATAD5	-2.79625
STK38	-0.246
AZI1	-0.949375
RBP1	1.404
C4orf26	-0.62125
KIAA1026	0.90625
TMEM101	0.675
HSFX1	0.1045
TREX1	0.366
C18orf10	-0.1096
TRIM15	-3.200875
CA6	-0.0262857142857143
CEP57	-1.2645
AR	3.16866666666667
SESN2	-0.7785
KIF3C	-0.2635
EPB41L5	0.555
ARHGEF10	-0.0167727272727273
POLR3D	-1.48275
INDO	0.0685
GABRA3	-0.3425
SCG5	-1.6374
E2F3	-0.9716
TIGD5	-0.0515
FGD6	0.978916666666667
KLHL3	0.843625
SCGB3A2	-1.354
URP2	0.0205
ATP6V1B1	0.5482
CALML6	-0.6205
LOC100049076	-0.1625
TMF1	-0.23225
LOC388503	-0.53875
CDH5	2.93875
RPS6KC1	-0.156666666666667
DAAM1	1.5342
TNFRSF10D	-0.46325
GSTT1	-2.9087
INPP5A	1.1175
TRAF3IP1	1.1993
SMARCE1	-0.043
VRK1	-1.75425
TTC16	-0.449
AARS	-0.648
ARHGAP27	-0.119833333333333
ZAK	1.33821428571429
ACSM2B	-1.76325
TRAP1	-0.950166666666667
MRPL53	0.372375
RNF44	-0.68425
NPTXR	0.3915
DPYSL3	0.940333333333333
APP	-0.434
GLS2	-1.209
MNX1	-3.2545
CMTM7	1.2745
OR10A7	-0.5855
NYD-SP21	2.0865
ORC5L	-0.9915
SLC16A10	-1.928625
TMEM178	1.7195
LOC441601	-4.07425
PTGIS	3.8375
KBTBD7	0.6765
C19orf41	0.237
CEACAM3	0.178583333333333
KRT23	3.0665
SERHL	1.8895
PNKD	-0.2286875
UBC	1.24125
ATRN	-0.2665
HAPLN1	-1.1435
RANGAP1	-0.81075
C10orf26	1.83533333333333
KCNA7	-0.351
SRY	-1.148
LOC376693	-0.488
HIST1H2BF	-1.1895
CDCA8	-4.0455
MLC1	-2.24825
TNIP3	0.06725
OR4D1	0.1605
IFT52	0.751666666666667
GOLT1A	-0.758
UTP20	-0.867125
RP3-402G11.5	-0.470875
PRSS33	-1.41075
PMPCA	-1.05525
APOB48R	0.780833333333333
GLTP	0.65125
MPL	1.258
C9orf78	0.19525
ADAM12	0.14475
CSPG4	-0.2035
LOC144305	0.011
KRTAP4-10	-0.3981
PAK1	0.458
ADCY7	-0.5576
TAS2R43	0.182
FRAS1	-1.166
PPP1R14A	1.817
OR2B6	-1.22375
ATP13A1	-0.562333333333333
SIDT1	1.56425
C1RL	1.97
PRKRA	0.193
TLN1	1.1557
RP11-50D16.3	0.582333333333333
MITF	-1.17033333333333
GYS1	0.002
LYG1	-1.37183333333333
NSMCE4A	0.0228
DNAI1	0.44325
HOXD11	-0.3325
FNBP1L	0.9463
DHX35	-0.2545
LCE3E	-0.286375
SLC33A1	0.16425
DCLK3	0.246666666666667
TRIM33	-0.687166666666667
TMCC3	2.2255
FBXO42	0.133166666666667
C1orf27	-0.3336
C17orf50	0.5065
RNF14	1.28908333333333
SLC4A8	0.207625
