Hybridization REF	TCGA-A2-A0CZ-01A-11R-A034-07
RPN1	0.2297
PMVK	0.83275
EIF3D	0.268
SIX2	-0.782
HPS1	0.382428571428571
RNF7	0.685
PSKH2	0.286
KCTD13	-0.555333333333333
CSMD3	-0.413
FBF1	-0.9755
IL8	-4.8405
SERPINB13	0.9965
FBXL20	-0.625
BLR1	0.40025
SH2B1	-0.823833333333333
RFNG	-0.611875
RAB20	1.067
RBM7	-0.547
POLR1A	-1.1495
TMPRSS4	-3.295
TAF9	-1.2335
TERF2	-0.147
TNFRSF1A	0.59325
ACADVL	-0.539666666666667
GTF2H5	-0.2365
EDG8	-0.232166666666667
C9orf140	-1.503
UST6	0.20975
ZBTB8OS	-0.60875
ZNF710	0.193
GPR174	-1.18
ATP6V0A2	-1.2005
KIAA0319L	0.998583333333333
XKRX	-0.332
DOPEY2	0.6716
SDHD	-0.478583333333333
SUMF1	1.2035
OSM	2.47025
OPN3	-1.6735
DAGLB	-0.199666666666667
PPFIBP1	0.8914
TRIM63	-0.66375
C10orf53	0.0015
LYPD3	0.794
BCL7A	-0.199
AGER	-1.61783333333333
TCF19	-2.1905
SAT2	0.73225
PFTK1	1.312
GABRE	-2.07525
C15orf38	0.6593
FIS1	0.277
KCNV2	-0.17175
CLPS	0.4035
PPCDC	-0.880875
FOXN2	0.651666666666667
NT5E	-2.2544
CD83	1.2015
IL18	0.292625
VPS16	0.31075
IGFBP2	-0.411833333333333
NOTCH2	0.8365
SIGLEC1	2.64525
CD93	6.2485
SULF2	0.914
CEP164	-0.448875
P53AIP1	0.9645
TOR2A	-0.2625
ZNF136	0.61575
MGP	3.3433
CCDC144A	0.910166666666667
TRPC1	-0.0771666666666667
SMS	-1.02616666666667
MAPK7	-0.0218333333333333
RRAGC	1.10475
PARD6A	-0.115833333333333
NUB1	0.508
SYNGR4	0.4425
OR11H12	0.2405
WIF1	2.5345
GCH1	-0.44225
OR11H4	-0.2615
SLC44A5	-0.961
GPRIN2	1.591
LOC401431	0.31125
CPA4	-2.5907
MELK	-3.91922222222222
IL15RA	1.21925
CUL3	0.91125
HMBOX1	0.7045
PODXL	-1.125
CCT6B	1.3955
COMTD1	-1.12375
MUC20	-0.262
GPX2	-3.564875
ITK	-0.1485
FBXL5	1.7
C13orf27	-1.37025
DEFA5	0.976
TRHDE	-0.212
MTP18	-1.2175
UQCRQ	-0.4793
ITGB2	1.41983333333333
CSRP2BP	0.213
TAS2R44	0.571
PHPT1	0.4675
FAM44C	0.0895
ERH	0.0475
MPHOSPH1	-2.6285
MORC1	0.1045
PARVB	-0.75725
LAMA1	-1.65866666666667
PGBD3	-0.09225
GIMAP6	4.4505
AREG	-0.860333333333333
LIPT1	0.26
MGC99813	-1.30875
C1orf201	-0.0361666666666667
GRIN2A	-0.8561
MAN2C1	-1.027125
NSUN5	-1.0415
SF3B5	0.14075
MYC	-1.2283125
NRXN1	0.212
ZNF18	0.4785
SPDYA	-1.092125
SLC37A1	0.6375
DECR2	-0.99475
ANKRD38	2.451875
SPTLC3	-1.12758333333333
SUPT16H	-0.401625
DTWD2	-0.3325
ULBP1	-0.7105
ZADH1	-1.28133333333333
OIP5	-4.0345
IL10RB	0.0166666666666667
OTUB2	-0.04075
VWA3A	-0.129666666666667
SPIC	0.246833333333333
OR6C4	-0.00949999999999998
PSCD4	1.11466666666667
DPY19L2P2	-1.5545
TRAPPC6A	0.8075
C21orf2	-0.181333333333333
CEMP1	-0.44875
LIN7B	0.59
E2F7	-3.12816666666667
VCP	-0.3281875
LAMA3	2.08558333333333
BGN	2.62975
GPR160	0.762833333333333
COCH	-3.8365
GPR81	1.93366666666667
APOBEC3F	-1.25425
tcag7.1017	-0.7125
C1orf32	0.1885
SCGB1D2	7.25375
FLJ43987	0.341
C6orf170	-0.0125
KLK9	0.358
GPD1L	0.437125
VPS37B	-0.125
ATG3	-0.674333333333333
ADAMTS17	-0.194
KLHDC2	-0.1665
NDUFV2	-0.14975
BLK	-1.881
MATN4	-1.023
GPM6A	0.202714285714286
GBP4	3.70033333333333
TMEM162	0.302833333333333
PKP2	-0.1055
HRASLS	0.361777777777778
MMP1	-0.31175
SFXN3	-0.1556
FSD1	-2.0625
ST6GALNAC3	-1.35216666666667
CA12	2.8652
NCOA6	0.3115
C19orf58	-0.5513
PPP4R1	-0.1385
MAN1A2	1.092
IKBKAP	-1.091
UPF1	-0.283666666666667
KIAA1219	0.21725
WNT16	0.475833333333333
SNW1	-0.13
IL18RAP	3.558
RPP30	-0.474125
CDC40	-0.328714285714286
SETD3	0.26
SLAMF6	0.73775
ELK4	-1.042
TRIM47	0.137333333333333
ACOX3	1.148875
TRIM6	0.1375
KIAA0372	-0.429833333333333
TP53AP1	1.184125
SMURF2	-0.04175
ADAD1	0.5295
EBP	-1.7637
KRTAP13-2	-0.0275
FLJ36874	-1.32
TOR1A	-0.208833333333333
P2RY4	1.0785
GPBP1	0.028
TRPV1	-0.229875
ADAMTS12	1.7025
PES1	-0.9518
ATG4A	0.471666666666667
MAGEA10	-4.328
WFS1	1.327
CC2D1B	-0.757333333333333
PABPN1	-0.69425
SLC25A30	1.1135
SLCO1C1	0.266666666666667
SLC22A5	0.8605
KIF23	-3.31283333333333
SYN2	0.589333333333333
ASPN	9.67866666666667
CENTG2	-0.15275
QSOX2	-1.4572
FLJ10815	-0.2065
STK24	-0.261875
SPEG	-0.4681
STK10	0.0883333333333333
DACT2	1.5275
AAAS	-1.31875
SSX3	-1.57875
ABCD3	0.0762
C4orf12	0.559375
PARVG	0.927333333333333
FIG4	-0.10175
C9orf46	1.466
TMCO6	-0.827
IGHMBP2	-1.03175
DUS2L	-1.05533333333333
FAM3C	-0.1109375
TMEM16D	-2.546875
DCTN4	0.173
KCNH3	-0.18125
EIF2AK2	0.58975
AP1S3	-0.385
CST4	0.44
PAM	0.5295625
NUTF2	-0.66275
CITED2	0.4092
SLC39A4	-1.0005
C2orf52	-1.5685
GRM3	-0.0543333333333333
C12orf49	0.280375
CCDC49	-0.5304
GRAMD1B	-1.71171428571429
FNDC4	1.10675
SIAH2	-0.48
GDPD4	-0.312
C21orf87	-0.045375
ATP5A1	-0.6265
C16orf63	-1.104375
LOC388135	1.925
ATP5J2	-0.50175
MMP3	1.6855
EMID2	-0.22725
CRHR1	0.43775
WDR70	-0.19975
C13orf31	2.1735
ZFAND1	-0.1255
CCL18	4.65383333333333
C3orf49	-0.143
RINT1	-1.3215
KIAA0408	-0.9956
F13A1	5.4147
SLC10A1	-0.0293333333333334
OGN	4.18375
GIPC2	-0.653666666666667
XPO6	-0.939166666666667
LCE1A	1.163
FMR1	0.1412
LOC374920	0.452
DUSP3	1.447125
ANKMY1	0.12675
C7orf50	-0.60975
BBS9	-0.0589
UNC119B	-0.269125
C9orf72	0.0375
MGC35440	-0.75075
ENTPD6	-0.39425
PPP1R2P9	0.579
ERCC4	0.0945
FAHD2B	0.1625
HMHA1	0.286
HACL1	-0.48225
RAD23A	-0.261
FAM83B	-0.5125
PPP5C	-1.5795
RNASEH2C	-0.881
C9orf153	-0.687
SCAMP4	0.29075
GHITM	0.3396
NDUFB7	0.089625
ADCYAP1	3.321
SP110	1.812
MAP3K7IP2	0.3845
DHH	0.09
AGRN	0.424571428571429
WDR33	-0.129333333333333
CEP290	1.47433333333333
PRPS1L1	-1.86316666666667
KLRA1	-0.412
GPR97	-0.244
CHD7	-0.707666666666667
TLR10	1.14425
SLC30A8	-0.9295
HIC1	2.2065
IAPP	0.3315
RXFP4	0.06475
GP1BB	0.8295
SHQ1	0.0725
NKX2-3	0.2615
API5	-0.82
FTHP1	0.4705
MOV10L1	0.294333333333333
TRIM6-TRIM34	2.01466666666667
ADHFE1	1.65625
FAM117A	-0.0735
DDI1	0.898166666666667
CDON	-0.457
TRIM73	-1.3115
IGKC	5.5625
MMP14	1.23333333333333
DYNC1LI1	-0.015875
C11orf66	0.5805
TRBV3-1	-1.17425
FASTKD5	-0.12425
BIVM	-1.1605
LHX4	-0.3735
CXCL2	1.4288
RAB2B	-0.416666666666667
IZUMO1	-0.99125
MAP3K15	-1.896125
FAM19A2	0.335666666666667
ZC3H8	-0.788833333333333
ZMAT1	1.88025
SPINK5L3	-3.876
SLC10A6	-0.3205
APPL2	-0.202375
CARD10	-0.6855
LOC402176	0.267625
EEF1D	0.7924
RAB6A	0.3385
C12orf5	-0.353125
PAPOLG	0.51225
MSRB2	0.737
BCR	0.0225555555555556
PUS3	-0.2125
TIAM2	1.61175
ZNF317	0.155
CHD2	0.0523076923076923
FZD5	-0.827181818181818
NUDT8	-1.34275
ZNF763	-0.3015
PRC1	-2.89755555555556
ABCB9	-0.426
SPATA3	-0.0755
TRAK2	1.7285
STAB1	3.17175
LRRTM2	0.380666666666667
psiTPTE22	1.0145
DBI	0.247
SERPINA11	-1.7475
NAT5	-0.06525
C20orf58	-1.233
RPS6KA4	0.1935
FLJ90650	0.7195
TGFBRAP1	0.57675
CHRDL2	0.936375
FAHD2A	-0.192666666666667
CNTN1	0.6205
BBS4	0.4553
TMEM181	-0.25175
MINPP1	-0.606
MPHOSPH6	-0.417166666666667
HOXC10	-0.9257
ITPKB	0.016
CLPTM1L	-0.200625
MEOX2	1.4175
ATP6V0C	0.143
PRPF8	-0.2945
TMC5	1.674
FKBP3	-0.44775
PLEKHB2	-0.54075
OR4D6	-0.0355
ZNF544	-0.3848
D2HGDH	-0.502125
RPL18A	0.2046
HEL308	0.03375
MPP6	-2.72175
TCERG1	-1.9225
KRT16	-0.761166666666667
KLF17	-1.203
KLF5	0.620375
CDR1	3.82825
VCX3A	-3.567
FBLN2	2.545
C14orf104	-0.38325
HBE1	-4.6809
OR4S2	1.3765
C1orf108	-0.659166666666667
ROBO4	4.044
CPEB4	1.006875
C11orf80	-1.10033333333333
BCKDHA	0.611333333333333
MYOC	1.628
GIF	0.158
CKMT1A	0.9705
RPL3	0.9116
THBS1	2.982625
APOO	-1.086
ARMCX1	2.0165
HSZFP36	0.07825
SNAPC5	-0.28975
EIF4ENIF1	0.68475
ZNF433	0.05525
TNFRSF21	-0.528625
TMPRSS7	0.2635
SPATA18	1.8961
HPDL	-2.5905
MKL2	1.0302
TBX3	0.764
C21orf93	0.142833333333333
DAXX	0.04425
ELMO1	0.5355
RGS13	3.645
TAF11	-0.76125
UNC13A	-2.616375
LOC653314	-0.1802
ORC3L	-0.81075
IMAA	-3.617
TARBP2	-0.71975
CABIN1	-0.4618
TRIOBP	-0.126625
HIST1H2AC	1.5955
RGS22	-1.40866666666667
NCOA1	1.28233333333333
IL25	1.217
SNCG	0.427
GPR6	0.025
AMDHD1	-1.38666666666667
CHEK2	-1.66925
C6orf142	0.0225
DRD4	0.52075
C14orf68	-1.32725
GDF11	-1.4745
SEMG2	0.2285
CD247	0.03975
CDAN1	-0.414
RBMX2	-0.111
TGS1	-1.0885
OIT3	0.8955
SYF2	0.43425
MCM4	-3.394375
PKHD1L1	0.81475
CEP192	-0.918166666666667
IFT88	0.3105
RPL9	1.03957142857143
RAB32	0.375875
DDX43	0.4
P2RX2	0.421166666666667
OR5D18	-0.3965
UBE1	-0.39325
SLC24A1	0.780375
ARHGAP5	0.1055
CETP	-0.0475
KIAA1731	-0.773666666666667
SLC9A4	0.327
PTPN6	0.7095
BAHD1	0.099
GRIK3	-0.076
CACNB2	0.417
PDE10A	0.4195
DGCR14	-0.3325
PCDHB9	-0.458
RHOQ	1.09733333333333
MAP3K4	0.01525
KTI12	-0.1035
RPL23AP13	-0.8215
GNG11	0.39725
CLCN3	1.435
GPAM	0.4725
VSTM2A	1.0485
SLAMF7	3.57616666666667
INTS2	-1.26575
PPP2CA	-0.6458
LRP12	0.388466666666667
SEC14L2	0.931777777777778
DKFZP586H2123	3.9385
MC3R	0.3515
CIRH1A	-1.77333333333333
HIST1H2AB	1.12733333333333
POLH	-0.629375
MGC16703	-2.643
SNAPC2	0.765
FILIP1L	2.42025
RASGRP4	0.94
LRRC1	2.1705
GAS1	2.71325
PRAC	-1.13575
DGKA	-0.789666666666667
NT5C3	-0.70075
PEG3	-1.5755
NADK	-1.359
PRR17	0.07775
LOC374569	0.0335
SGSH	0.196333333333333
NLRP8	0.403
GALT	-0.5516
MCF2	-1.4855
ZNF263	-0.2885
TACSTD1	1.118
TYR	-6.6515
ATP6AP2	0.30575
RNUXA	-0.58875
ABHD10	-0.296777777777778
GDPD2	-2.0825
SLC35C1	-0.29325
UBE2A	0.121625
HERC5	-0.0343333333333333
FAM112B	-4.29816666666667
FBXL16	1.40175
DKFZP434A0131	-0.9295
ELA3A	-2.8755
RBM41	-1.431
HAO2	-0.3085
RNH1	-0.1135
SHANK2	2.3235
OSBP2	-1.9375
DAK	-0.389666666666667
C3orf58	0.48475
TCL1B	-1.304
KBTBD2	-0.6335
SUGT1L1	1.1825
UBE2E2	1.25983333333333
MYL9	3.170875
CDC23	-1.11666666666667
PBXIP1	1.3041
CXorf40B	0.529
NBL1	2.13475
RTBDN	0.394
RAB11FIP5	0.5005
TTTY13	-1.0205
SCOTIN	-0.0910833333333333
SOHLH1	-0.466
CDKN1A	0.117142857142857
NCK1	0.2855
ZNF550	-0.11625
SAPS3	0.00616666666666666
SPIN3	0.3665
MAGEE2	0.814
MIS12	-0.671166666666667
OR8H2	0.2965
KIAA0774	-0.622833333333333
UNC5D	-3.811
CUL7	-0.2445
LIPC	-2.76866666666667
DIO1	2.9705
C20orf11	-0.0214
CTRL	-1.18025
HS3ST2	2.627
PAK4	0.516
CCRL1	5.18225
RNF10	-0.007
ZNF567	-0.1765
ZNF660	0.3435
TCEAL3	1.95775
MAGOH	-0.0856666666666667
CENPB	-0.3495
C19orf7	0.572875
LOC388965	0.425
ZCCHC13	0.2495
JMJD1A	-0.941
HIST1H4H	0.3225
TBRG1	-0.8302
GPC3	-2.85425
TAF1C	-0.9485
EBNA1BP2	-0.854333333333333
CIAPIN1	-0.77975
PDGFRA	0.981444444444444
CSTB	-0.262625
CENPI	-3.2995
GTF2E2	-0.843
RPP21	-0.37725
CCNF	-1.868
KCNQ3	0.3405
FAM79A	1.36975
SLC22A12	0.692
NOVA1	0.026
FZD3	0.2783
AKAP8	-0.93825
SOCS5	0.620625
CFDP1	-0.7175
DLG5	0.34975
PGM5	3.19408333333333
C1orf144	0.0650833333333333
HDAC10	-1.8635
RND2	-0.8345
C20orf199	-0.438
RNMT	-0.63625
SLURP1	0.41625
ASTN1	0.1035
SH3BGR	1.40425
MYCL1	-0.918625
ZHX1	0.0655
CENPK	-4.64875
FOSB	2.565
LOC643406	0.25775
C2orf59	-1.224625
TMEM135	-0.347375
SLC27A2	0.22225
KRT33A	2.3275
OVOL1	0.20125
PAMCI	-1.145
S100A7	-2.0705
ZNF789	-1.496
HARS2	-0.2225
RPL23A	-0.350666666666667
TCF23	-0.0965
UPF3B	-0.9715
C17orf78	-0.605
HLA-DOB	1.12616666666667
C14orf142	0.228666666666667
TEKT5	0.652833333333333
DMWD	0.1385
POLD1	-2.19433333333333
GSCL	-0.4055
CALD1	1.2776
SCRT1	0.410333333333333
AIG1	0.40275
UNC84B	-0.385
ZNF404	0.63075
TMED6	-3.21875
KIAA1462	1.2275
LRRC27	1.52683333333333
PYGO1	-0.116
PIGU	-0.805166666666667
ALAS2	-3.48783333333333
WRNIP1	0.165625
CNNM3	0.3495
ZNF2	0.591
ST3GAL5	0.466416666666667
MRPL23	-0.86825
TSSK6	-0.568
PSMA6	-1.0145
C16orf70	-0.5545
KIAA1602	0.28225
ALMS1	0.255
DCN	3.9375
TMEM132D	-1.50375
SUCLG2	-0.12475
ABHD14A	0.45275
DEXI	0.203833333333333
AMPD2	-0.852166666666667
IFNAR2	-0.123666666666667
CYB5A	2.1999
TLOC1	0.8692
NXF5	-0.956333333333333
NRBF2	0.4635
KCTD3	0.5825
ITGAE	-0.1845
SLC30A3	-1.91333333333333
ZRF1	-1.497
IFRD2	-1.581875
XAB1	-0.182
PYCR2	-0.928833333333334
SERPINB3	-5.649
TMLHE	0.0069
GEFT	-0.40825
ABCA5	0.414125
EMR4	0.159666666666667
TSFM	-1.024
HIST3H2BB	0.7895
ARHGEF19	0.441
TSPAN17	-0.0453333333333333
ABCC8	0.89825
MAP1S	0.171166666666667
C22orf36	0.4045
BNC2	1.93457142857143
HIST1H4A	-1.5565
NDUFS3	-0.426833333333333
WDR3	-0.681833333333333
XKR4	-0.944
TTC33	-0.0744285714285714
STMN2	4.046
CPN2	-0.869333333333333
HSPC105	0.4885
PCOLCE2	-0.8635
C3orf55	2.2735
KLHDC9	1.42216666666667
TBC1D23	0.203
ATXN2L	-1.5975
MAP2K3	-0.176083333333333
SCAP	-0.156
ZNF486	-0.546
C20orf96	0.247
NARS	-0.93675
ADAMTSL1	-0.712285714285714
PRCC	-0.00116666666666666
CCDC126	1.23958333333333
ZNF675	-0.85975
CALCOCO1	0.31775
ANKRD43	0.29925
CWF19L2	0.174
ZBTB32	2.64516666666667
BRAF	-0.4905
ODF4	0.4225
MGC14376	0.854833333333333
HORMAD1	-3.357
AAK1	0.0749166666666667
PEBP1	0.648083333333333
TNFSF5IP1	0.4065
DKFZp564N2472	0.639
RMND1	0.023
IGKV1-5	5.2165
COL1A2	3.93433333333333
SERPINA5	-2.822625
AANAT	0.677
C19orf21	-1.80083333333333
GEMIN5	-0.1615
UBR4	-0.3625
LTBP3	1.29966666666667
AMHR2	-2.15133333333333
PROCR	-0.295
MYBBP1A	-0.568
C20orf39	3.13516666666667
ZNF697	0.200875
PASK	-0.7814
ZNF776	0.791
RFXDC2	-0.369875
KIAA0467	0.044
C10orf96	-2.31075
ZNF503	-0.498
GULP1	0.271
KCNE4	0.8785
DKFZp434K191	0.713375
LOC196913	-0.4805
BHLHB4	0.825
CH25H	1.723
LOC81691	-2.38483333333333
ALPL	0.752928571428572
COL12A1	3.212875
FOLR3	-1.961
GPR123	0.14325
TRIM62	-0.0911428571428572
ABLIM1	0.844333333333333
MAST3	-0.63075
RHBDD1	0.1095
LOC338809	0.025
RYBP	0.6215
TTC26	-1.214
ZNF22	0.603833333333333
ISCA2	-0.1725
RDM1	-2.89525
PIGM	0.19
GNB3	-1.7115
ACTR2	0.2095
HMGB1	0.23785
EDG1	3.73566666666667
SOAT2	-3.11
OR10AD1	-0.808
RAP1GDS1	0.387916666666667
LCE1F	-0.00849999999999999
ESM1	-0.872875
RCN3	2.87475
CREBL1	-0.7155
DBNL	-0.575666666666667
PTGER3	2.992
USP30	-0.251
BCL2L12	-0.8165
KIF26B	2.97075
ZNF416	0.5265
ZNF225	-0.416
C17orf70	0.1165
ZNF554	0.5595
RAE1	-1.38166666666667
TNIK	0.1185
ACTN3	1.0055
MGC45922	0.868
CCNA1	0.435166666666667
RYK	0.607333333333333
IL26	0.3345
LRP3	0.799833333333333
QARS	-0.2315
SOX7	1.53321428571429
BID	-1.009
OR2S2	0.047
CXCL14	4.26825
C11orf47	-1.082
MGC29891	-0.672333333333333
HSPB8	0.2098
PRDM14	-1.8865
NUFIP2	0.30525
MNAT1	-1.13275
ZDHHC2	-0.17475
MBNL2	0.65275
ADD3	0.294625
CSNK2A1P	-1.15725
KLK6	0.156666666666667
TMEM111	0.2498
KIAA1279	0.37425
NUBP2	-0.122833333333333
RAB42	-0.31925
ID3	-0.6216
TM9SF1	0.3775
MDP-1	0.22875
POU4F2	0.2235
IQCK	0.93225
C16orf14	-0.85
CAPN3	-1.665875
FAM43B	0.464625
RECQL	-0.177
AP1G1	-0.467857142857143
CTNNBL1	-0.610833333333333
ECHDC1	-0.439833333333333
SMARCC1	-0.0406
FOXQ1	-0.944625
GNAI3	0.054
POLG2	-1.454
CD4	1.29325
ITLN1	-1.1585
EBI2	4.94175
IRF1	0.26575
PTPRE	2.3836
PTK2B	-0.80575
NXNL2	-0.8135
SOX4	0.416
TSPAN3	-0.1685
SH2D1A	-1.79383333333333
C8orf58	-0.292666666666667
USP20	-1.14975
DUSP22	-0.458166666666667
CALB1	-3.048
L3MBTL2	0.517666666666667
MCRS1	-0.7245
TMEM118	-2.21733333333333
C18orf8	0.749
FLJ10241	-0.30975
GJA12	0.97675
PKD1	-0.3675
ZFP3	0.5355
JAM3	0.11625
LAPTM4A	1.4537
DIRC2	-0.179
KIAA2022	0.346333333333333
MYOM1	1.19166666666667
TRPM8	-2.7925
MOP-1	1.23575
PHKG2	-0.0605
ZNF650	0.405875
KIAA1522	1.11525
PSG8	-0.0326666666666667
DDX19B	-0.575
MOBKL1B	-0.448
DIAPH2	-0.146333333333333
PTPN12	0.00175
CLN8	-0.3487
CRYZL1	-0.184166666666667
CRY2	0.691833333333333
FCGR2B	4.2095
PNPLA4	2.152375
ZNF454	0.1725
DKFZp434B1231	-0.25675
CLDN11	1.3557
RFWD2	0.0943333333333333
CIB2	0.402
MXRA8	3.75025
HRK	-0.584375
MAML2	0.441
C4orf31	0.4975
C6orf192	-0.003
COG6	1.3815
FAM5B	-6.93889390390723e-18
NFATC1	1.4666
SEPT10	-0.276
SCYL1	-0.1523
RPP40	-0.98225
SCOC	0.3234
KIAA1450	0.6225
CTDSPL2	-0.30025
TBX5	2.739
NAPG	0.35475
RHD	-4.59925
C14orf45	1.615
ZBTB22	0.9915
PLCG1	-1.4135
ANKRD10	-0.875125
AQP7P2	2.7815
TAGLN2	-0.0205
HTR2C	-1.122
SLC16A7	0.897166666666667
C17orf83	0.44
TSGA14	-0.702416666666667
MDH1	-0.351
PPP3R2	0.464166666666667
DCBLD2	-1.539
RBM33	-0.359375
DPH3	-1.6255
SYT10	-0.755166666666667
FMO4	2.0595
THYN1	-0.56975
DRD5	-1.91
OTOR	3.509
PGRMC2	0.5816
KATNAL1	0.329625
PAQR6	-2.46025
UBE2I	-0.69575
C14orf28	0.6775
C8orf70	1.37825
FLYWCH1	-0.606625
ANGPTL3	-1.42275
GLRX2	-0.221166666666667
ATP11A	-0.985571428571429
ARL5B	-0.615125
MUC16	-2.73475
SLC25A5	-1.12942857142857
ACRC	-1.161
MYO1C	-0.143125
FAM89B	1.1085
FAS	1.34675
KIFAP3	1.496
GLRA2	0.6805
BTN3A2	0.1572
CNKSR3	-0.705
CSTF3	-0.949333333333333
ARPM1	1.28825
KIAA1530	-1.3855
C9orf150	2.01666666666667
PRKCI	0.47475
tcag7.1015	-1.27225
SOD3	1.05925
ZNF574	0.3655
CYP21A2	0.65725
RPL12	0.75575
COMMD2	-0.572
WIZ	0.05575
LOC344405	-1.4145
ALDH4A1	-0.498529411764706
CRYAB	3.722
COPA	0.536066666666667
PCDHGA7	0.88
KIF11	-2.4135
RASD2	0.19575
SLC26A3	1.6635
ZNF175	-0.797
JAKMIP2	-1.845875
C8orf4	1.31983333333333
PTHLH	2.77875
SLC40A1	3.94833333333333
OR7D4	0.685333333333333
PCDHB17	-0.134
CD36	5.17228571428571
C6orf203	0.1449
PRKG2	0.323
LOC400566	1.8875
ANAPC13	0.449
SLCO3A1	0.093
ZNF692	-2.031
FANCL	-1.5335
SH3GLB1	0.75725
C12orf61	-0.1095
KBTBD6	0.912
SUPT5H	0.32825
XRCC6	-0.8717
HUS1B	-0.5056
FAM133B	-0.0813571428571429
LOC728276	-1.161
KCTD18	1.07725
SOS2	1.11666666666667
CCDC99	-2.1475
C1QTNF5	4.2665
NNAT	1.69216666666667
USP16	-0.0785
LARS	-1.0065
ZBTB2	-0.10025
ABO	0.0358333333333333
TRAF3	-0.27625
GALNT5	-0.8785
NAP5	1.761
ALG14	1.39566666666667
KIAA0515	0.197076923076923
WDR75	-0.5725
TEX261	-0.0820833333333333
LY86	1.0805
LOC389072	-0.648
FLJ13611	-0.51275
MRGPRX2	0.805
SNRPA	-1.278625
OR2G2	0.233
GPRASP2	1.79975
C7orf42	0.6557
C9orf163	-0.4695
CYP11B2	-0.2225
FCRL3	1.83566666666667
PRDX1	-0.532
FGB	-5.64933333333333
COX17	-0.00400000000000003
C16orf33	-0.3435
PIWIL1	0.472666666666667
FOLR1	-1.03783333333333
KIAA0082	-0.412
FREQ	-0.5145
TMCC2	-1.26
TCF12	0.342166666666667
ZNF721	0.25975
FAM130A2	1.5055
POU4F1	-3.0015
SNRPF	-0.1445
SGIP1	2.5945
ZNF641	0.445
EMG1	-0.56825
PRRG4	-0.053
HIRA	-3.65225
MYNN	0.193666666666667
AEBP2	-0.346
TBXA2R	0.585666666666667
ISL2	-1.89533333333333
PCDHB11	0.337
RNF144A	0.564
MARCH5	0.398875
DULLARD	0.141
DCLRE1B	-0.318833333333333
ITGA8	2.62275
TP73	-0.294
PRKCD	0.92125
NDUFB4	-0.4065
ATP13A4	3.002625
ANTXR2	0.167666666666667
COL4A3	-0.72
MYO10	-1.5001
SLC6A18	0.564
PEX1	-0.09425
TMEM74	-1.262
RBM19	0.07
TAPBP	0.34485
RUNX1	2.065875
MID1	-0.588166666666667
GPR64	0.4915
RASEF	1.7835
GABRG1	-0.326625
MYO16	-1.19125
DBF4	-2.40166666666667
TSHZ2	4.151
RIPK2	1.215375
PPTC7	-0.140166666666667
KIF4B	-2.0285
LRRC31	0.37875
ZNF540	2.11225
EFNB3	0.787333333333333
LOH12CR1	0.14725
STON2	0.5625
GLP1R	0.778
CSTF2T	-0.464125
IREB2	-1.507875
GRSF1	-0.15925
PDCD7	-0.275833333333333
LRRC43	-0.611
CNR1	0.919333333333333
IL1F7	-0.253
C12orf64	0.016
FAM69B	-0.75425
NR2E1	-1.90933333333333
MS4A6A	2.7556
FTL	-0.3382
C7orf36	0.2435
PCLO	1.9278
DYRK2	1.355
ARIH2	0.110625
SAMD7	-0.2895
SCNN1D	-1.2515
SLC32A1	-1.323125
C22orf25	-0.770833333333333
MRPS18A	-0.203
GPR112	0.4185
EARS2	-0.6985
ERN2	0.499
ATPBD3	-0.1595
PRH2	-0.1975
CDKN2D	-0.4725
PGLYRP2	1.298
TRIM40	-0.08125
SEC14L3	0.510166666666667
SLC22A1	0.967
BTN2A3	0.01925
RASA4	0.585
CCNL2	-0.965583333333333
MYBPC3	0.588
GJA4	4.047
CDC42SE1	0.452
TRPV2	-0.46275
MYPN	-4.0886
SIM1	0.675
CDADC1	0.57575
ZFHX4	2.9395
NIBP	0.732833333333333
ADAMTS19	-1.3235
ABTB2	-1.296
TSPYL2	-0.579375
EIF2S3	-0.4511
SOX30	-0.11725
AP2A1	-0.807333333333333
DKFZP564O0523	0.0498333333333333
LOC285398	-0.39375
CDH18	-0.91275
CHL1	3.7265
GATS	-0.2651
TBC1D2B	0.459833333333333
OR1J1	-1.6925
GSN	2.32583333333333
DPCR1	0.096
GARNL4	-1.66566666666667
SMARCA5	-0.4885
PLEKHG3	0.388
ZBTB45	0.8175
FRMD6	0.575166666666667
PLS1	-0.119666666666667
DGKZ	0.027
EFNA1	0.5925
WDR85	-1.13075
ANK2	1.0545
PAGE4	-1.297
SENP6	0.514333333333333
AKR7A2	0.576166666666667
FKBP10	-1.199
VEGFC	-0.874
LARP1	-0.165625
SRBD1	0.632
ITGB6	4.66175
SLC1A2	-0.9685
INVS	-0.822333333333333
MPO	1.09225
MOBKL3	-0.1398
CUTL2	-1.37675
KLK2	0.0843333333333333
VIM	-0.13025
REG1B	0.387
PCDHGC4	-0.478
C3orf34	-0.0541666666666667
SUMO3	-0.192166666666667
CST9L	4.874
MLL4	-0.84275
SPR	0.6595
SAMD9L	0.39725
ABCE1	-0.43275
SUPT3H	-0.384
ACTBL1	-1.03575
ADAMTS4	1.31683333333333
SLIT3	3.60575
RHEBL1	-1.69725
NPM2	-0.926
MAN1C1	0.504875
KIAA1856	1.04825
HSPA6	0.6115
LOC388152	-0.439
C10orf140	-0.81475
ZDHHC12	-0.4475
LIN7A	1.8428
PHC2	-0.122833333333333
SPHK1	0.67975
TRIM26	0.04925
FAM83E	-0.754
C18orf24	-2.49583333333333
