Hybridization REF	TCGA-B6-A0RV-01A-11R-A084-07
ZNF571	0.78075
P2RY6	-0.0145
TRIM21	1.18583333333333
CADM3	0.10075
NLRC5	0.227833333333333
ADRA2B	-0.00749999999999999
LOC90835	-0.330625
PCF11	0.40475
LOC400451	2.031
GLTSCR1	0.3712
C17orf88	-0.963833333333333
CDH16	-1.6035
FGF7	2.39075
PCSK4	-0.0756666666666667
NPC1L1	-1.3765
TAT	0.526
TBCA	-0.65
MGC33407	-0.14225
GPR115	-1.073125
CYGB	0.4225
FNBP4	-0.970666666666667
C12orf43	-0.8905
CBL	-0.4644
CLECL1	2.099
PPAPDC1A	0.0325
WDR25	0.375833333333333
SGCA	0.1195
C22orf29	0.464166666666667
YIPF1	1.9525
GALK2	-0.848
RAB3B	-1.19408333333333
LOC440087	-0.1915
UCP1	-0.0915
REEP5	1.541625
FADD	-0.6978
FOXA1	3.64625
CACNA1A	0.1465
ABI1	0.1825
GRIN2D	0.52075
SLC1A4	1.60783333333333
LOC401127	-0.78625
HINT2	0.38775
PLD4	0.22
ZNF286A	-1.05775
ENY2	-0.5045
IL1F6	-0.328
PXDNL	0.77775
C20orf79	-0.1795
TNFSF13B	2.88083333333333
DENND3	0.09675
JARID1D	-3.20225
HIST1H2AK	-0.225375
LOC93349	0.1936
SSH1	-0.8158
ENSA	-1.693
LOC219854	0.110666666666667
CKAP2	-0.7514
DKFZP564J102	-0.1025
MGC87315	0.836833333333333
HNRPAB	-1.1775
AMH	-2.28
ZNF526	0.471
BRUNOL5	-0.2026
CACNG3	0.0373333333333333
TRPM1	-1.831
PPP2R1A	0.078875
COL2A1	-1.27375
DDN	-0.268666666666667
FLJ25770	0.838916666666667
HK2	-0.664428571428571
ELOVL6	-1.773375
MDK	-0.64
EPHX1	0.42975
RASSF2	0.58575
DKFZP434B0335	0.28675
DLX3	0.26025
PRTN3	-0.07575
AVPR1A	0.6855
C21orf125	-2.743
TNFAIP8	-0.363333333333333
GNB2L1	0.2455
CALCRL	2.8925
SCGB2A2	9.49433333333334
UBXD7	0.14375
ZNF674	-0.712
TMEM35	0.079875
BRSK2	-1.295625
HECTD3	-0.218666666666667
TMEM188	-0.186166666666667
LGALS9	2.592375
SCARB2	0.969833333333333
USP34	-0.23575
C17orf28	0.92325
ZDHHC23	-0.29825
AQP12B	-0.0945
SLC16A3	-2.888375
APLP2	-0.632
ITIH2	-5.00475
MICAL3	-0.12
TNNI3K	1.323
HDAC2	0.085625
PRR7	-0.7521
THBS2	-0.99925
LOC751071	0.174
CA2	0.896666666666667
RANBP17	0.20275
RLN3	0.002
CRYZ	0.221333333333333
GBAS	-0.333166666666667
TAS1R1	-0.336
MPZL3	0.2465
PCDH8	-1.1845
HSP90B1	-0.0523333333333333
KCNK15	1.2375
TNIP2	-0.0706666666666667
GPR146	0.88025
NOL6	-0.42275
SPC25	-2.37388888888889
STEAP2	0.4865
VAMP3	-0.254833333333333
TCIRG1	-0.155
ZP4	0.1005
PARL	-0.1835
TRIM39	0.117333333333333
KIAA1305	1.88375
CRNN	-0.103
GRN	-0.443
HSH2D	-1.2355
SCAMP1	0.9740625
KIAA1913	0.56
PTS	-0.678
BANP	0.2915
PRKACG	-0.13275
ADCY6	0.579333333333333
C16orf46	0.8835
CYP51A1	0.370375
DDC	-6.90225
ANPEP	-0.648333333333333
PROM1	1.30466666666667
SIGLEC10	1.121
COPG	0.957
FAM26E	0.561875
TRIP4	0.52125
SNX3	0.224666666666667
C1orf175	0.209833333333333
PPY2	0.099
C14orf152	0.383
FTSJ1	-0.828666666666667
DST	0.691
LOC554235	-0.03775
GLRX5	-0.3515
C20orf12	1.2107
CAB39	0.0508333333333333
MSH2	-1.24183333333333
PIP4K2C	0.556875
CYLD	0.690125
WTAP	0.542
MGAT4A	2.89022222222222
TSC22D4	0.0492
CHRM2	-1.1755
PPYR1	-0.125833333333333
CCNH	-0.4815
RRM1	-0.79025
ECAT8	-3.52325
LOC400120	0.1775
GABRA4	-0.252625
C14orf4	1.367
C1orf59	-0.4575
CTDSPL	0.96025
NHEDC2	-1.1025
PDE11A	-0.0129375
KLHL29	-0.424
CD5	0.2831
TSPAN9	1.2979375
WDR67	-0.83075
THUMPD1	0.3183
C18orf17	0.817
CLYBL	0.336166666666667
FLJ13231	-0.4155
CMBL	1.14025
LECT2	-0.011
NKAPL	1.17016666666667
LOC654780	0.5815
OR4C6	0.0455
RAB30	0.0173333333333333
TSSK4	0.0625
TMEM163	0.7595
OSBPL11	0.315333333333333
GNB5	-0.2595
CCL21	1.77925
C1orf121	-0.569333333333333
FMO2	3.09766666666667
RPTN	0.6985
MSTN	0.385
VCL	-0.475642857142857
FYTTD1	0.11325
C11orf1	-0.83525
CCDC88C	0.765875
HFE	-0.274111111111111
MOGAT1	-0.2
FAM125B	0.7945
IRGQ	0.402
RAVER2	0.1585
AKAP5	-0.6975
SSSCA1	-0.3045
C11orf63	0.540375
ACTG2	0.2805
PORCN	-0.858
DTL	-1.86390909090909
TMEM151	0.36075
FAM122C	-0.76125
RSAD2	3.3409
BAT4	-0.2935
KRTDAP	-0.406
MYH8	-0.021625
CRTC3	0.65725
LRRFIP2	-0.1765
INTS4	-0.4415
TTN	-0.9466
SLC26A5	0.4425
PLLP	-0.54875
RGS6	-0.58875
SRGAP3	0.751875
ZNF525	0.2315
NBR2	-0.9415
C13orf1	-0.2773
ZNF137	0.301
CEP27	-1.2585
BEST2	0.2365
RNF121	0.1335
DMRTC2	0.0505
C8orf76	-0.2775
BCCIP	0.013875
MEST	-1.07425
HTRA2	-0.195
ANGPTL2	-0.12025
ILKAP	0.245666666666667
ERAS	0.1175
HBS1L	0.18525
CPA5	-0.3755
TMEM30A	0.644166666666667
CD300LF	1.732
WISP3	2.501
CRK	1.05078571428571
PDS5A	-0.2854
BRPF3	0.247666666666667
NEDD9	0.15225
SMPDL3B	1.93375
PSG6	-1.08275
PSMD13	0.24475
ETV5	-1.655125
OR51A4	0.042
BTBD7	0.771916666666667
GSTO1	-1.359625
hCG_16001	1.343
MAD2L1BP	0.0856666666666667
COX6A2	0.692
SCNN1A	1.94466666666667
LSM1	2.23683333333333
UGT2B11	-3.48
IDUA	1.14775
PPP2R3C	-0.653666666666667
COX11	-0.701
PDZK1	1.57525
ZNF443	0.813333333333333
MGC21874	1.31216666666667
ZNF323	1.4009
KRTAP10-10	0.01
CXCL6	0.2065
SLC34A2	1.7968
LOC284402	0.3675
NPTN	0.479
UPP1	-2.18733333333333
SLC6A9	-0.1205
OR7G3	0.0235
CISD1	-0.931166666666667
ZNF545	0.296166666666667
SYT14	-0.4665
NT5C3L	-0.666166666666667
ZNHIT3	-0.829666666666667
SNRPD3	-0.3785
KIAA0701	0.263
UNC93B1	0.768166666666667
GMNN	-1.4685
SPCS2	0.735
LOC388524	0.2525
NAPRT1	-2.1235
PNLIPRP1	0.36325
OR6V1	0.511
PRKAB1	-0.739
EYA4	-3.54333333333333
KIF20A	-2.05875
ALG10	-0.56825
ITPKC	0.475333333333333
LMX1B	0.7425
RPUSD4	-0.743666666666667
C7orf34	0.403333333333333
DLGAP2	0.2025
PFN1	-0.8096
MICALL2	0.0393333333333333
ZNF654	0.2625
SS18L1	-0.87675
SLC16A8	0.43525
MKI67IP	-0.0796666666666667
ITGB3	-1.038
TCEA3	3.11125
CEP152	-1.942875
CLIP1	0.015375
ZNF75	0.408875
ATP5C1	-0.786
NUDT5	-0.751
PSCDBP	1.01375
UBP1	-0.51
RBM27	0.35575
C13orf15	2.15375
ZNF282	0.0371666666666667
ZNF222	0.6841
COL10A1	5.03075
PRDM15	-0.802625
TTTY5	0.4135
FAM9C	-0.5645
C20orf67	-0.21625
GNG13	-0.5985
F12	0.39575
C1orf41	-1.07125
CPXCR1	0.2095
GSK3A	0.128375
SUPT6H	0.441666666666667
PI16	1.33916666666667
ELL2	-0.354
C9orf167	-1.813
PVRL3	-1.8658
FLJ38596	0.3405
ADAM20	0.758
GPR89A	0.391
GPR87	-1.721
ZNF30	1.25675
SMR3B	0.60975
ZNF770	0.7115
TRPC4AP	-0.803
DKFZP686E2158	0.341333333333333
C2orf28	0.0595
FREM1	0.535333333333333
LAMA4	-0.209
ADPRHL2	0.18125
EIF4G2	0.673666666666667
GUCA1A	-0.1365
CTNNA2	-0.53475
NUDT15	-0.00733333333333332
CEPT1	0.560333333333333
ZNFX1	0.3902
CCDC92	0.67675
TDRD1	-1.0375
KCNK5	-1.40366666666667
ETNK1	-0.416166666666667
LTA	0.6945
TTPA	1.06716666666667
B3GALNT2	-0.1385
SC65	-1.65133333333333
PEX5L	-1.057875
EPS15L1	0.502
MGEA5	-0.048375
HIST1H3A	0.37575
ING1	0.469375
BCAT1	-3.9485
ORC6L	-3.59663636363636
KLK11	-3.6825
C19orf28	-1.172
DNER	-3.39375
MED22	-0.557857142857143
ETV6	1.18358333333333
CHAC2	-1.21675
CD300E	-0.056
CEBPB	0.267333333333333
ZNF398	0.0855
LRCH3	0.0955
HMGA1	-1.9985
CAPN7	0.105
MGC5566	-3.43875
CCL3	1.406375
NANOS1	-0.285625
ZFYVE19	0.203
APITD1	-0.175
PARD3	1.101875
IRAK4	-0.2835
SERPINI2	-0.1675
CEP170L	-0.64525
TTC9	2.256
MYOM3	-1.82125
MLPH	1.94975
LOC222699	0.0605
NRG1	-1.09316666666667
TBC1D9	4.01827272727273
TTK	-1.89133333333333
ZNF557	0.57
DDX41	-0.455333333333333
FANK1	2.563
UBE2D2	-0.057625
PSMB10	0.06975
MYH7B	0.02
GABARAPL2	-0.8095
MARVELD2	1.97783333333333
DGCR2	0.923166666666667
UNC45A	0.0406666666666667
C6orf72	0.6395
ZNF683	4.831
GIT2	-0.026125
CASK	0.830166666666667
C14orf161	2.76766666666667
LRRC44	2.6535
TIFA	1.489
UTP11L	-0.543875
C6orf65	-0.69375
FDPS	-0.78275
DUSP9	-2.111
SLC17A8	0.2218
OR51G1	0.1595
NANS	0.52
OLFML1	1.51975
ATP10B	-0.95675
NPAS3	0.44075
PRKCA	-1.9298
GGA2	-0.2349375
LCE4A	0.63
SPANXN3	-0.078
CCDC115	1.1365
SDCCAG3	-0.6255
GLIPR1L1	-0.0295
TTC1	-0.233
C17orf76	1.2505
MAD2L2	-0.40225
HIPK1	-0.0168
LRRC3B	1.10483333333333
CLN3	0.0268181818181818
C17orf47	0.4895
FMN2	-1.856625
TUBB1	-1.12185714285714
WAPAL	0.225
C3orf21	-1.015875
SCN5A	-0.4647
SMYD1	0.0825
BEX5	0.99325
ZNF192	0.001
SEC22A	-0.251666666666667
GRIA2	0.379
KIAA0825	-1.434
NUSAP1	-2.02736363636364
LANCL1	-0.263625
C15orf40	-0.4174
ZNF645	0.07075
GPR61	0.26
NLRP14	0.6325
SNX21	0.0286
C1QTNF8	-0.086
C17orf46	-0.002
IFNA8	0.1415
SPRR1B	-1.45166666666667
FLRT1	-1.04775
SNX17	-0.00316666666666668
ASB2	0.0971666666666667
HBG1	-5.826
RPRML	-2.34275
JOSD2	0.138333333333333
PLSCR3	0.12525
SPOCD1	-1.1845
RAB39	0.2925
GHRH	0.6705
ITIH5L	0.993
C17orf37	-0.1675
SMCR8	0.71875
DPY19L2P3	-0.3705
IL11RA	0.835333333333333
GDF3	-3.7285
RPS6KB1	0.521666666666667
DNAJC19	-0.185
TOP1	-0.14775
CRCT1	0.60675
MPST	0.616125
DPM2	-0.046
FAM38B	1.335
SLC18A1	-1.98733333333333
FARP1	1.38983333333333
PAX7	0.015
TUBD1	0.2225
GNL3	-0.201125
BTG2	2.4114
NDUFS6	-0.8185
C1orf79	-1.82775
ERAL1	0.1705
ECHS1	0.63525
VPS4A	-0.836
CYP11A1	-0.658125
ABCC6	-1.83542857142857
PBX4	-2.2595
MOSC1	0.026375
NCF4	0.544
HYMAI	-1.0575
NAGPA	-0.6135
OTOP2	0.2745
ACOT12	-0.044
MTHFD2L	-0.282125
LOC441376	2.55525
C19orf34	-0.2535
RAB1B	0.004
ALDOAP2	-1.757
NTRK1	-1.07483333333333
ARTS-1	0.8294
SLC6A11	-1.1745
NAP1L2	0.01075
CNGB1	-0.074
EPB41L4B	0.370916666666667
FAM134B	1.204875
HS3ST3A1	-1.24483333333333
CPXM2	5.06125
SIRPB2	-0.0475
CHORDC1	-1.111
TRIB3	-0.890166666666667
SLC2A5	-0.07
C2orf49	0.0231666666666667
DDX5	-0.589
OR5L1	-0.1725
ANAPC4	-0.3135
ZSWIM1	-0.043625
LOC93622	0.056625
KCNK3	-0.2549
RP11-35N6.1	-0.93575
ZFP161	0.308666666666667
AQP9	0.41625
SLC15A2	-0.821166666666667
MREG	0.323833333333333
OR9I1	-0.012
PDLIM2	0.02375
ADAM7	0.0825
GSTCD	-0.0296666666666667
WDR21A	-0.046125
SLC12A8	0.788166666666667
TMEM174	-0.37225
IGSF3	0.866333333333333
LRRN1	2.20175
LOC402117	-0.162
SRPK1	-1.163
LY6K	-1.5306875
NFIA	3.143
PTCD3	-0.504125
LEP	1.2845
PCDH21	-0.5695
MAPKAPK2	0.307071428571429
NMNAT1	-0.618666666666667
LHFPL2	0.749125
C9orf43	0.4125
DIP2A	-0.608333333333333
ACTR8	0.137
CCDC34	0.219
PTPN22	-1.213625
ITGA3	-0.696125
FAM129C	1.48825
RABGGTA	0.235833333333333
UNC45B	0.2125
KIAA1033	0.087
ZNF510	0.285833333333333
CYP2D6	-0.971333333333333
SLC26A10	-2.0675
STX8	0.0615
LUZP1	-0.203375
WDR89	-0.117666666666667
EIF4G3	0.116
C5AR1	0.6775
ZNF623	-0.028
A2M	1.04225
TGM7	-0.1815
GRPEL1	-0.453166666666667
LMNB2	-1.0142
ROCK2	0.0795
SNX16	0.743125
CCDC66	0.3315
ANXA3	1.53825
KIAA1609	-0.4335
EED	-0.98
RNF32	0.2425
HES1	0.7574
CLC	0.337166666666667
ISL1	0.8065
KIAA0528	-0.1815
MANEA	0.859125
C1orf61	-2.3515
hCG_2001000	1.131
RAPGEF6	-0.0578
KIAA0020	-0.5495
NEIL1	0.79975
C16orf45	0.14875
RBM10	-0.157
C10orf125	-0.6175
MRS2L	-0.6
DNAH17	-1.493625
C19orf10	-0.43875
C1orf160	0.518
SLFN12	0.13075
EXOC3	-0.262333333333333
HIST3H3	0.00575
NCOR2	-0.357666666666667
TNFRSF9	-0.10525
MFSD8	0.775
ALX1	-3.72216666666667
NOL1	-1.95525
PODN	2.31375
TIAL1	-0.8755
HIST1H1E	-1.246
NPY6R	0.50675
TM4SF4	0.543
CORO2A	0.795
ETNK2	0.976333333333333
APOE	-0.2305
ANGPT4	-0.1405
HDGF2	-0.3615
G30	-1.5605
ST8SIA4	-0.368625
F2RL1	-0.2315
FAM19A4	-2.73575
CCAR1	-0.68
B3GNT7	-0.2115
OPHN1	-0.1145
DSCR6	-0.1585
C21orf13	0.677333333333333
GAS2L1	0.412333333333333
RFX3	0.800333333333333
COPS4	-0.054625
BCHE	-4.7985
BCL2	2.314875
HBZ	-3.09916666666667
ARL13B	0.192125
MAPBPIP	0.779625
MYO15B	-0.78825
SPZ1	0.22675
KIAA1324	3.27577777777778
PLCL2	-0.5375
C4orf29	-0.452
WDFY2	-0.180125
ZNF284	-0.472
NAALADL1	0.397
DUSP5	1.37616666666667
PXDN	-0.256875
SLMO1	-0.779
TNXB	0.3196
BIRC7	-1.432
A4GALT	1.523
TIMM22	0.79025
FAM110C	1.8485
TOMM34	-0.9895
ABHD9	-0.1825
ADAM32	1.0305
CRHBP	0.42275
AQP2	0.276625
LOC130355	0.73975
ZNF187	0.513666666666667
ZNF816A	0.564
F7	0.285625
CNOT1	-0.9327
SLC13A4	-0.99525
ZBTB11	-0.4095
B3GALT5	0.12625
EXOC2	1.07816666666667
IRS1	0.6261
TMEM1	-0.117
MRPL34	-0.297666666666667
SAMM50	-0.48575
CDC42EP3	-0.095875
HSF2	-0.6286
MFN2	-0.158
TSPAN7	-0.079
NUCB1	0.256833333333333
RHOH	0.00025
ARL16	-1.289
TACR1	0.32475
SFRS5	-0.207333333333333
SNX25	-0.54125
RHBDF1	0.4905
PCDH18	2.64066666666667
HMG1L1	0.17675
MYO5C	1.8695
MAPK10	1.874
LDHAL6A	-0.328333333333333
NUDT12	0.799666666666667
NCAM1	-0.331875
GLIS2	-0.002
GGTL4	-0.627
DAPP1	0.45775
ATF7	0.394625
KIAA0748	-0.21275
NFIL3	-0.368
TM6SF1	0.489
SEZ6	0.077125
NANOS3	0.554666666666667
DNAJA3	-0.619666666666667
CLDN6	-3.547
CIITA	2.4351
EPHA4	-0.436333333333333
FANCC	0.39075
CMTM3	-0.23575
PSG3	-0.593875
MRPL15	-0.33325
C21orf59	0.251
PLCXD2	-0.22825
C2orf34	-0.28175
UBE2L6	1.70875
MED14	-0.234333333333333
HP1BP3	0.0769
C6orf208	-0.134
TPBG	1.5305
OSR2	0.341125
XPC	-0.0598333333333333
KLHL7	0.0794166666666667
CCR3	-0.360166666666667
AGTPBP1	-0.739
PCSK6	0.808866666666667
STAT5A	-1.3723
FAM18B	0.266
LONRF2	-0.211333333333333
PTPN2	-0.453875
SF3A3	-0.8365
EFCBP2	-0.587
HCFC1	-0.725
AHNAK	0.752
ACTR5	-0.197
KIF14	-2.46771428571429
TENC1	0.927
HEATR5B	0.8285
YIPF2	0.66
MYEOV2	1.076
DUSP18	1.2035
KIAA1012	0.47125
AHR	0.6795
C17orf53	-1.9875
PTPRH	-3.594
ATP6V1C1	-0.0145
TAS2R3	0.3665
LOC440356	-1.032
COQ10B	0.2235
PSMF1	0.326916666666667
SORBS2	3.02116666666667
NFE2L2	0.2795
TMCO7	-0.6415
SH3PXD2A	-0.1033
SH2D2A	-0.843
SPINK5	-3.3605
MRPS24	-0.42925
OPA3	0.1465
TRAF7	-0.0608333333333333
C4orf35	0.2015
MT1G	-0.082
MGC39545	0.08925
HS1BP3	-0.0628
OR2B2	0.0855
CHRM4	0.189
SFRP2	2.24125
RIC3	1.4695
ART1	0.334
C6orf1	-0.02375
DUS4L	-0.83925
C10orf104	0.48175
TNFAIP6	1.8945
RTEL1	-0.39825
CCT4	-0.5368
ZNF709	0.23925
CHMP6	-0.212166666666667
UPP2	1.309
CYP19A1	-2.13175
CD151	-0.886333333333333
NDUFA13	-0.362166666666667
ARFRP1	-0.7805
FAM26B	2.3975
CRYBA1	-0.7525
MRPL41	-0.0558333333333333
NPFFR2	-0.900875
HRH2	0.0235
SCAMP3	-0.319166666666667
MTMR6	1.0551
MTG1	-0.892166666666667
UBTD1	0.31675
CRABP1	-1.456
FLJ33790	0.5498
KIAA1908	0.246833333333333
GPR158	-1.7915
PACSIN3	0.920666666666667
OMD	2.58066666666667
CATSPER1	-0.47
HOXB8	-1.035875
FBXO46	0.696
OAS1	2.91416666666667
SVIL	0.34325
PHB2	-1.03375
ADCY3	0.0195
NDRG2	1.45816666666667
ERMAP	0.6562
APBA2	-1.9105
IGSF9	2.3805
WNT6	0.156214285714286
MYCBPAP	0.15175
ATP2B2	-0.1357
CPVL	-0.3294
TRAM2	-0.786833333333333
NOP5/NOP58	-0.686
ZNRF4	-0.308
TLK1	0.3175
MTMR12	0.454357142857143
ZNF384	-0.537833333333333
FAM9B	-2.70775
RPN1	1.108
PMVK	0.93325
EIF3D	0.6018
SIX2	-0.8445
HPS1	-0.620857142857143
RNF7	0.5605
PSKH2	0.0635
KCTD13	-0.664833333333333
CSMD3	-0.3873
FBF1	0.0175
IL8	-0.130125
SERPINB13	0.104916666666667
FBXL20	-0.60975
BLR1	0.14475
SH2B1	-0.654
RFNG	-0.6915
RAB20	1.63716666666667
RBM7	-0.18025
POLR1A	-0.656333333333333
TMPRSS4	-1.71825
TAF9	-0.657875
TERF2	-0.427333333333333
TNFRSF1A	0.335416666666667
ACADVL	-0.896833333333333
GTF2H5	0.06825
EDG8	0.327666666666667
C9orf140	-1.102625
UST6	0.2025
ZBTB8OS	-0.734
ZNF710	-0.2315
GPR174	-0.5575
ATP6V0A2	-1.014
KIAA0319L	0.334
XKRX	0.4145
DOPEY2	1.4818
SDHD	-0.771833333333333
SUMF1	0.912
OSM	2.58175
OPN3	-0.753
DAGLB	0.438166666666667
PPFIBP1	0.1361
TRIM63	-3.18
C10orf53	0.261
LYPD3	0.831166666666667
BCL7A	-0.46075
AGER	-1.45083333333333
TCF19	-0.872875
SAT2	-0.1165
PFTK1	1.2365
GABRE	-3.003875
C15orf38	1.6804
FIS1	0.7845
KCNV2	0.14325
CLPS	0.3345
PPCDC	-0.535125
FOXN2	0.280166666666667
NT5E	-3.1049
CD83	0.4355
IL18	-0.425625
VPS16	0.29375
IGFBP2	0.747833333333333
NOTCH2	0.3495
SIGLEC1	2.5615
CD93	4.853
SULF2	0.3955
CEP164	-0.693375
P53AIP1	0.410666666666667
TOR2A	-0.0436666666666667
ZNF136	0.55025
MGP	3.5792
CCDC144A	0.848833333333333
TRPC1	-1.08683333333333
SMS	-0.156666666666667
MAPK7	-0.0571666666666667
RRAGC	0.44475
PARD6A	0.138833333333333
NUB1	0.640666666666667
SYNGR4	0.22525
OR11H12	0.066
WIF1	2.61125
GCH1	0.3625
OR11H4	-0.1315
SLC44A5	1.235
GPRIN2	1.049
LOC401431	0.655
CPA4	-2.8806
MELK	-1.72966666666667
IL15RA	0.345
CUL3	0.568375
HMBOX1	0.39375
PODXL	-0.968
CCT6B	-0.164333333333333
COMTD1	-0.2085
MUC20	-0.735333333333334
GPX2	-3.045625
ITK	-0.143
FBXL5	1.74225
C13orf27	-1.2495
DEFA5	0.232
TRHDE	-0.1915
MTP18	-0.278833333333333
UQCRQ	0.0991
ITGB2	1.48316666666667
CSRP2BP	0.17975
TAS2R44	0.2905
PHPT1	0.289875
FAM44C	0.3705
ERH	0.09225
MPHOSPH1	-1.43216666666667
MORC1	-0.5295
PARVB	-0.94825
LAMA1	-1.94141666666667
PGBD3	0.4685
GIMAP6	4.192
AREG	1.074
LIPT1	0.344
MGC99813	-1.62825
C1orf201	0.155333333333333
GRIN2A	-0.5793
MAN2C1	-1.282125
NSUN5	-0.608
SF3B5	0.2955
MYC	-1.2738125
NRXN1	-0.109833333333333
ZNF18	-0.17925
SPDYA	-0.569375
SLC37A1	1.696
DECR2	-0.3275
ANKRD38	-0.01325
SPTLC3	-0.46
SUPT16H	-0.339625
DTWD2	0.68925
ULBP1	-0.886
ZADH1	-0.330333333333333
OIP5	-2.12175
IL10RB	0.146833333333333
OTUB2	0.47675
VWA3A	0.181166666666667
SPIC	0.267833333333333
OR6C4	0.1735
PSCD4	1.15533333333333
DPY19L2P2	-0.973
TRAPPC6A	0.876333333333333
C21orf2	-0.603833333333333
CEMP1	-0.733
LIN7B	-0.356
E2F7	-2.34533333333333
VCP	0.0701875
LAMA3	2.40275
BGN	0.65625
GPR160	1.57283333333333
COCH	-4.61583333333333
GPR81	2.07483333333333
APOBEC3F	-2.2635
tcag7.1017	-0.3965
C1orf32	-0.0485
SCGB1D2	7.26625
FLJ43987	-0.051
C6orf170	0.356
KLK9	0.1735
GPD1L	1.679625
VPS37B	-0.37225
ATG3	-0.355166666666667
ADAMTS17	0.0685
KLHDC2	0.789666666666667
NDUFV2	-0.426
BLK	-1.66975
MATN4	-1.477
GPM6A	-0.019
GBP4	4.20316666666667
TMEM162	0.0733333333333333
PKP2	0.9455
HRASLS	0.360111111111111
MMP1	-4.67225
SFXN3	-0.4851
FSD1	-1.95
ST6GALNAC3	-1.581
CA12	3.1695
NCOA6	0.02075
C19orf58	-0.3589
PPP4R1	0.447
MAN1A2	0.812333333333333
IKBKAP	-1.0085
UPF1	-0.0461666666666667
KIAA1219	0.54
WNT16	0.331
SNW1	0.028
IL18RAP	2.92175
RPP30	-0.184375
CDC40	0.172214285714286
SETD3	0.253666666666667
SLAMF6	0.41775
ELK4	-0.5295
TRIM47	-0.0818333333333333
ACOX3	1.72925
TRIM6	1.553875
KIAA0372	-0.358166666666667
TP53AP1	2.07275
SMURF2	-0.99775
ADAD1	0.26875
EBP	-0.7136
KRTAP13-2	-0.439
FLJ36874	-1.1095
TOR1A	0.0391666666666667
P2RY4	0.521
GPBP1	0.11125
TRPV1	-0.279
ADAMTS12	-0.0933333333333333
PES1	-0.6347
ATG4A	0.5045
MAGEA10	-4.29975
WFS1	1.4345
CC2D1B	-0.346833333333333
PABPN1	-0.17625
SLC25A30	0.78775
SLCO1C1	0.416833333333333
SLC22A5	1.8605
KIF23	-1.99183333333333
SYN2	-0.139833333333333
ASPN	6.02183333333333
CENTG2	0.7335
QSOX2	-1.8113
FLJ10815	-0.379
STK24	0.070125
SPEG	-0.0644
STK10	-0.2915
DACT2	1.2615
AAAS	-0.863
SSX3	-1.8355
ABCD3	1.0534
C4orf12	0.436875
PARVG	0.671333333333333
FIG4	1.02025
C9orf46	1.14725
TMCO6	-0.5685
IGHMBP2	-0.786
DUS2L	-1.21683333333333
FAM3C	-0.01
TMEM16D	-1.83875
DCTN4	0.4185
KCNH3	-0.35075
EIF2AK2	1.3085
AP1S3	0.6495
CST4	1.694
PAM	-0.14725
NUTF2	-1.007
CITED2	0.286
SLC39A4	-0.1565
C2orf52	-0.7525
GRM3	0.353
C12orf49	-0.076
CCDC49	-0.6058
GRAMD1B	-1.423
FNDC4	0.566
SIAH2	1.333625
GDPD4	0.48975
C21orf87	0.146125
ATP5A1	-0.1455
C16orf63	-0.64025
LOC388135	-1.28583333333333
ATP5J2	-0.245625
MMP3	0.7225
EMID2	-0.3395
CRHR1	0.10875
WDR70	-0.0735
C13orf31	1.8525
ZFAND1	0.57325
CCL18	3.29916666666667
C3orf49	-0.578
RINT1	-0.2215
KIAA0408	-1.5
F13A1	4.157
SLC10A1	-0.0188333333333333
OGN	2.17325
GIPC2	-0.4885
XPO6	-0.712833333333333
LCE1A	0.8425
FMR1	0.043
LOC374920	-0.56875
DUSP3	-0.283375
ANKMY1	0.56075
C7orf50	0.7995
BBS9	0.4033
UNC119B	-0.0775
C9orf72	0.45725
MGC35440	0.171
ENTPD6	0.125875
PPP1R2P9	-0.36
ERCC4	0.00974999999999999
FAHD2B	0.018
HMHA1	-0.007
HACL1	-0.24025
RAD23A	-0.413666666666667
FAM83B	-1.799
PPP5C	-0.727666666666667
RNASEH2C	-0.039875
C9orf153	-0.793
SCAMP4	0.574125
GHITM	-0.00639999999999997
NDUFB7	0.261625
ADCYAP1	-0.292666666666667
SP110	1.9235
MAP3K7IP2	-0.6025
DHH	0.028
AGRN	0.856428571428572
WDR33	0.158666666666667
CEP290	0.263
PRPS1L1	-2.39683333333333
KLRA1	-0.4565
GPR97	0.025
CHD7	-0.711583333333333
TLR10	1.204
SLC30A8	-1.14
HIC1	1.11766666666667
IAPP	0.2225
RXFP4	0.17025
GP1BB	0.5565
SHQ1	0.3805
NKX2-3	-0.494833333333333
API5	-0.2325
FTHP1	0.3435
MOV10L1	0.217166666666667
TRIM6-TRIM34	2.2725
ADHFE1	1.11225
FAM117A	-0.115
DDI1	0.407833333333333
CDON	0.457
TRIM73	-0.7415
IGKC	4.599
MMP14	-0.319916666666667
DYNC1LI1	-0.254
C11orf66	0.17475
TRBV3-1	-0.8775
FASTKD5	-0.62625
BIVM	-1.512
LHX4	-0.42325
CXCL2	0.2603
RAB2B	-0.3965
IZUMO1	-0.785
MAP3K15	-1.722125
FAM19A2	0.422833333333333
ZC3H8	-0.235833333333333
ZMAT1	2.12525
SPINK5L3	-3.069
SLC10A6	0.2935
APPL2	0.7775
CARD10	0.382666666666667
LOC402176	0.252125
EEF1D	0.5485
RAB6A	0.7367
C12orf5	-1.0645
PAPOLG	0.7225
MSRB2	0.82075
BCR	0.646777777777778
PUS3	-0.8935
TIAM2	0.01175
ZNF317	0.018
CHD2	0.121928571428571
FZD5	-1.961
NUDT8	-1.79575
ZNF763	0.339
