Hybridization REF	TCGA-A7-A0DA-01A-31R-A115-07
CPA1	0.130833333333333
RTN4	0.490833333333333
PPT2	-1.45133333333333
FASLG	2.28733333333333
FOXP4	1.236875
RPL26	-0.9729
GNL3L	-0.430333333333333
FMR1NB	-0.921
CD163	5.8275
SGPP2	1.0255
GIMAP2	-0.80075
CD37	1.26933333333333
DPT	3.36416666666667
NBLA00301	1.62525
RGS5	1.29691666666667
C9orf4	-0.7555
ACTL8	-1.4045
PRKAR2B	-1.071625
OPLAH	1.06183333333333
C20orf134	0.6145
SPACA5	0.48225
TBL1X	0.928833333333333
TSPYL3	0.3805
CHCHD3	-0.11475
CRKRS	0.0156666666666667
GPR65	5.31875
DFFA	-0.894
FUT1	1.07075
C6orf204	-0.4075
TMEM51	-0.067
ZNF580	0.5255
CMTM2	0.73075
C20orf200	-0.4235
EZH1	0.102833333333333
FDX1L	-0.55275
MRPL32	-1.242
PCAF	-1.3617
ALOX15B	1.79183333333333
CD59	1.592375
CDK9	-0.355125
ERP29	-0.279
TTR	-5.283
BCMO1	-0.059
DDIT4	-0.3379
PTGDS	2.20325
C3orf63	-0.815166666666667
BST2	0.267
CYP1A2	-0.210166666666667
C5orf25	-0.0475
STX1A	-0.314470588235294
OR2A12	-0.186
SH3BP5L	0.9405
SERINC5	0.219125
USP6	-0.7687
MRPL3	0.201666666666667
POMP	-0.48675
INPP4B	-2.10171428571429
GMPPB	-0.000500000000000001
EAPP	0.36675
AHSA1	-0.05775
ABCA11	0.7795
SLC5A6	2.00525
HIVEP2	1.165
SUMO2	0.363625
KIAA1822L	-1.57433333333333
C11orf67	0.17725
TXK	-0.895
PHCA	-0.2518125
ICAM4	-2.56383333333333
FPGS	-0.353166666666667
SNRPA1	0.15775
KCNJ4	-0.397
KIF6	-0.3762
HIST1H2BG	-1.023
SLC5A5	0.367
ZNF354B	-0.130333333333333
IL12RB2	4.409
C11orf76	-0.4255
GAL3ST2	0.715
AIFM2	-0.73575
SYNC1	-0.824875
UBL3	0.444375
PIK3CG	-1.68733333333333
NLN	-1.2049
BCORL1	0.4735
CD5L	-0.59325
ZNF238	3.20716666666667
KIAA1394	-0.0715
C16orf55	-0.4023
CYP3A7	-2.66325
KRTAP3-1	-2.0965
TFDP1	1.30216666666667
MND1	-4.58825
NODAL	0.180833333333333
GTPBP4	1.02075
TUBGCP2	-0.61425
SLITRK5	-1.996
CIC	1.64125
CD79A	0.399
SAMD14	0.669
TNPO3	0.3075
OR10G3	-0.2185
OR10G8	0.5875
CCDC111	-1.183
HOXC9	0.85975
DCUN1D1	0.600083333333333
CYB5R1	1.1765
TSR2	1.3775
DAB2IP	0.8656
SLC6A5	-0.0065
RAB3D	0.915
DCUN1D4	-0.688666666666666
ERBB3	0.24025
SDC1	2.94725
ATP6V1H	0.489666666666667
SYK	0.627
ST20	-0.176
C13orf30	-1.6835
WDR40A	1.14416666666667
ADMR	0.091
LOC388335	0.00699999999999998
ACSM1	-1.658
TDG	-0.187583333333333
FLJ11235	0.61125
MRPS5	0.081
AGPAT2	0.851833333333333
SLC12A1	1.642375
CYP27A1	0.7795
THAP7	-0.92025
XPO1	-1.16466666666667
ALMS1L	0.0143333333333333
C1orf2	0.711
ZNF777	0.241333333333333
CAMK2A	0.428833333333333
SMC1B	1.01225
IHPK2	-0.3332
LEMD1	1.543
NKD2	-0.6741
CLU	0.718785714285714
ARMETL1	-0.478
PABPC4	1.35475
CXCL12	2.9845
TFAP2C	1.5881
TTTY8	1.5405
ABCB10	0.681
ENDOD1	2.66666666666667
IDI1	0.9985
KCTD6	0.272833333333333
CCDC105	-0.1375
ULBP2	1.203
ZDHHC5	1.2585
WNT8A	-1.28966666666667
COMMD10	-1.5495
KLHL12	0.169375
GPR50	0.3165
NR5A2	0.132375
OXGR1	6.4865
EHD3	0.303
CAPRIN2	-0.54175
KLRC3	-4.97825
SF3B1	-0.114285714285714
IPO7	-2.831
ALDH1A1	-2.14383333333333
ANKRD5	0.868375
TSNARE1	-0.066
DDEFL1	1.5
RNASEL	0.569
DNAH9	-0.93325
HELLS	-2.062
TNS4	2.5895
NAV1	0.3097
KIAA1409	-0.21025
C20orf26	0.699166666666667
TUBG1	-1.38775
IRX2	2.065
CNGA4	-0.5065
MGC50559	0.269
OR4K17	-0.285666666666667
TM2D2	0.2845
FAM32A	-0.10375
TXNDC14	0.6565
CCBL1	-1.9505
ANK1	-3.0774
PRSS23	-0.657
PPM1L	0.5755
SPATA20	-0.21
APCS	0.17625
C14orf122	-0.252166666666667
PSMB5	0.866
C6orf10	-0.275
SETDB2	0.038
SPNS3	-0.7975
SGMS2	0.45
MXD3	-1.7065
MON2	-0.6544
CARTPT	-0.07125
HNF4A	-1.15466666666667
RABEP1	0.0886
TNFRSF10B	-1.45275
USH1G	0.5765
PPAP2B	-1.4275
TMEM16K	1.093
CTDSP1	0.262
CDK5R1	0.374666666666667
GABRR1	0.023
OPN1LW	-0.5815
FAM98C	0.732125
DBN1	0.324125
ACAD10	-0.469333333333333
QTRTD1	0.2115
WNK3	-0.588333333333333
RPS19	-0.122875
C1QB	1.941375
OTUD5	0.493375
SLC41A2	1.822
TMEM22	-2.59916666666667
KHSRP	-0.5605
TNFRSF11A	-0.758333333333333
FBL	-0.0578333333333333
IBTK	-0.266
OXER1	-0.507
CBLN4	1.693625
GPR172B	1.51116666666667
CFTR	3.054
VSX1	2.3345
CAMK1D	1.2465
LOXL3	-1.34875
RTP4	2.19025
SLFNL1	0.85925
KIAA0828	-0.255125
PAR5	0.137
LOC723972	-1.534
GDI2	1.135
CEBPA	-0.4827
MLF2	0.2045
AFMID	-0.06125
ALOX12B	0.601
BPHL	-0.416375
COX5B	-0.24825
S100A10	0.7046
THOC6	0.55625
NHN1	-0.50425
RRP12	-0.272
ARID3B	-0.5475
CD3G	-3.71933333333333
KIAA0133	0.5985
NAT11	-0.298
PPAT	-2.1
SIRT3	-1.0281
TCERG1L	-0.87925
NIPA1	0.4229
DPP8	0.8082
IL7R	-2.2295
ZFP64	0.504
DMAP1	-0.5087
TRMT12	1.4555
TLR4	1.3449
WFIKKN2	-0.11275
RAB12	0.540333333333333
DDX51	-0.609833333333333
KIAA1086	-1.64175
ZNF295	-0.0171666666666667
ACVR2B	-1.2335
LOC494150	-1.103125
ZNF517	-1.2305
DNASE1L2	-2.55266666666667
SUFU	0.583916666666667
LOC283677	0.307
LMO3	2.215
PPP2R5D	0.560166666666667
ZNF587	-0.4497
HIST4H4	-0.266
CYP2C8	-0.3135
C1orf80	0.628166666666667
DOCK5	0.486166666666667
C9orf24	1.23075
OR5AR1	1.757
C11orf24	0.29075
UNQ1940	0.3655
CAP2	0.103833333333333
TIMM44	-0.58225
DSEL	-1.5305
ROM1	-0.35675
FBXO4	-0.26325
MYLC2PL	-1.70775
MLH3	0.9531
NOX1	0.263
DPEP2	1.18325
DNAJB5	0.1985
RLTPR	-0.2005
MBIP	0.720333333333333
COPB1	-0.240666666666667
SFTPA1B	-0.238
C10orf4	-0.6487
PRELID1	-0.78925
NOLA1	-0.1135
C19orf24	-0.808
TLR9	-1.068
HLA-DMA	1.83016666666667
HCRP1	-1.415
GPR137	0.0691666666666667
ITGA11	1.87816666666667
PHF13	0.478333333333333
MARK4	0.753
METTL4	-0.08225
MBD3	-0.1748
LOC134145	-0.9355
FGF3	-0.0145
SLC35A3	0.985
CLEC16A	0.184
AMOTL1	-0.519
FLJ31438	-1.42
PAICS	-2.00625
TOMM40L	0.717166666666667
MMD	-1.91675
KLK10	3.3736
NIT2	-0.036
SERPINB10	-0.1555
KLF15	-0.2618
CCDC5	-2.76725
WSB2	1.459125
ME3	0.998625
CACYBP	-0.385166666666667
TCTN2	1.0795
JAK1	0.82975
C2orf25	-1.385
GPD2	0.572
FBXL11	0.947
CDV3	-0.262416666666667
GALNT11	1.66
NDUFA12L	-1.964
FLOT1	0.951785714285714
TOR1AIP2	-0.328
MMP25	0.69575
C1orf164	0.6291
CHST5	0.084
LYRM4	0.1401
GPER	-2.3325
HIPK2	0.519416666666667
DAP	0.4931
ZMIZ1	0.704666666666667
DDX58	2.988625
DCC1	-0.795
AKT1	0.501125
ENPP6	2.14466666666667
ERVWE1	-0.161666666666667
CDC34	-0.46025
RNF125	-1.53275
CASC1	0.108
SHROOM2	0.48375
RRM2B	0.977833333333333
COL6A3	2.49325
TMEFF1	-1.58225
PLEKHA4	0.207
LYSMD1	0.863166666666667
SEPT1	-0.956166666666667
AOF1	0.91075
GNPAT	1.23925
WDR18	-0.54725
HSD17B12	-0.756333333333333
HIST1H2BM	-0.776833333333333
INDOL1	-1.245
SUDS3	0.80475
C1orf192	-0.043
CYP2B6	-0.60975
TBC1D2	1.34
SLC25A12	0.0505
ERCC6L	-1.0845
MGC10814	-0.7755
POLR2C	0.0335
ZNF77	0.284833333333333
EIF3K	0.1961
HPX	0.1105
ANKRD27	1.20775
MALAT1	-1.7950625
PLB1	3.33683333333333
HRNBP3	-1.1325
CPSF4	-0.0455
OR52N2	0.147
PIP5KL1	-0.3165
GH1	0.2995
HPS5	-0.399
SLFN5	0.23
POP5	-1.02533333333333
OVOS2	0.884833333333333
C20orf108	0.52625
MARS	-0.322
CLRN3	1.20066666666667
ARSE	-0.449833333333333
PPIE	0.1915
PHACS	-0.256833333333333
GP5	0.5895
IL8RB	0.458166666666667
FCRLA	-1.750625
ARRDC1	-0.0635
KRTAP9-4	0.50225
ZNF613	0.8795
OR11A1	0.188
TMEM132B	-3.55725
PGLS	0.34925
BSND	-0.649833333333333
KCNK18	-0.817
FOXD4	0.69925
SV2C	-0.34675
LCN2	3.942
ZNF490	0.5352
C3orf15	0.587444444444445
CACNA2D4	-0.952333333333333
CBX5	-0.92975
MAGEB4	5.737
BOLA1	0.80875
PPP2R5E	-0.145
COL5A1	1.852
ASB7	0.0208333333333333
SFT2D1	-0.23775
DERL1	0.9935
RABL2A	1.02816666666667
MOAP1	0.4305
KIAA1545	-0.822
F3	2.3415
PLEKHM2	0.1745
CCDC89	1.74283333333333
EFCAB1	1.79525
TMEM48	-1.017
SEPHS2	-0.57225
PYGM	-0.137
PRICKLE1	2.958
WNT5B	0.471
TAS2R38	-1.529
IMP5	-0.62975
KHDRBS1	-0.2744
LARS2	-1.402
C3orf28	-0.52825
FTCD	-0.314
C10orf68	1.5715
DGAT2L3	-0.77175
PSEN1	0.820333333333333
MGC33657	0.951
PLA2G4B	-0.616666666666667
CDKN2A	-0.177333333333333
DLX1	-2.246
TSHB	0.009
C18orf37	-0.18925
MEX3C	0.491125
MAMDC2	0.23375
PDIA4	-0.362916666666667
ATP5E	-0.64825
CASP2	0.347714285714286
SERBP1	0.891230769230769
ZNF341	0.4005
TESC	-3.1875
TMEM31	0.0195
OR51I2	0.362
YTHDC1	0.558428571428571
JUN	0.494833333333333
AGMAT	-3.67016666666667
PCNXL2	1.55275
ATAD5	-2.30075
STK38	1.2865
AZI1	-0.799125
RBP1	1.3065
C4orf26	0.72525
KIAA1026	1.3365
TMEM101	0.13475
HSFX1	0.0345
TREX1	0.26
C18orf10	-0.8725
TRIM15	-3.14875
CA6	2.325125
CEP57	-0.455625
AR	-0.946833333333333
SESN2	-0.894666666666667
KIF3C	1.615
EPB41L5	0.420625
ARHGEF10	0.358181818181818
POLR3D	0.082
INDO	-1.63283333333333
GABRA3	-0.389
SCG5	-0.6965
E2F3	-0.6583
TIGD5	0.99125
FGD6	1.00733333333333
KLHL3	0.6885
SCGB3A2	-1.272
URP2	-0.0963333333333333
ATP6V1B1	2.3097
CALML6	-0.256
LOC100049076	-1.92
TMF1	0.02875
LOC388503	-0.24725
CDH5	2.545
RPS6KC1	1.263
DAAM1	1.7704
TNFRSF10D	-0.6495
GSTT1	0.2222
INPP5A	0.435
TRAF3IP1	-0.0588
SMARCE1	-0.0299285714285714
VRK1	-0.8935
TTC16	-0.36675
AARS	-0.349
ARHGAP27	0.841666666666667
ZAK	0.179928571428571
ACSM2B	-2.53075
TRAP1	-0.944333333333333
MRPL53	-1.051625
RNF44	-0.216
NPTXR	1.10525
DPYSL3	1.27266666666667
APP	1.3016
GLS2	-2.35366666666667
MNX1	-3.21316666666667
CMTM7	1.7695
OR10A7	-0.6975
NYD-SP21	2.64216666666667
ORC5L	-0.005
SLC16A10	-1.786
TMEM178	0.07
LOC441601	-4.197
PTGIS	1.89525
KBTBD7	2.0095
C19orf41	-0.550333333333333
CEACAM3	1.13983333333333
KRT23	3.97175
SERHL	1.6885
PNKD	0.05225
UBC	1.1915
ATRN	0.415375
HAPLN1	1.1545
RANGAP1	0.9205
C10orf26	1.60183333333333
KCNA7	-0.09425
SRY	-0.251
LOC376693	-0.24925
HIST1H2BF	-0.78775
CDCA8	-0.550666666666667
MLC1	0.859
TNIP3	0.826
OR4D1	0.397
IFT52	0.652333333333333
GOLT1A	1.97266666666667
UTP20	-0.898375
RP3-402G11.5	-0.302875
PRSS33	1.43175
PMPCA	-0.71975
APOB48R	1.569
GLTP	1.25
MPL	0.55575
C9orf78	0.206
ADAM12	1.949375
CSPG4	0.964
LOC144305	-1.4225
KRTAP4-10	-1.5354
PAK1	0.34125
ADCY7	0.5542
TAS2R43	-0.326
FRAS1	-2.23064285714286
PPP1R14A	-0.137333333333333
OR2B6	-0.288
ATP13A1	0.158333333333333
SIDT1	-2.5875
C1RL	0.934333333333333
PRKRA	-0.1705
TLN1	1.5111
RP11-50D16.3	-0.65125
MITF	-1.71175
GYS1	-0.39175
LYG1	0.327666666666667
NSMCE4A	-0.0739
DNAI1	-0.07125
HOXD11	-0.2465
FNBP1L	1.6787
DHX35	-0.85725
LCE3E	-0.102875
SLC33A1	0.59975
DCLK3	1.597
TRIM33	0.186166666666667
TMCC3	1.41116666666667
FBXO42	0.160666666666667
C1orf27	-1.3797
C17orf50	0.2115
RNF14	-0.00633333333333332
SLC4A8	-1.1095
RAB3IP	-0.1414
COX6C	-0.834071428571429
PCSK1	-4.508
SLC13A1	-0.405571428571429
ARF6	1.147
KIAA1009	-0.116125
HOXA13	-4.15475
HMGN1	0.216375
CXADR	0.900666666666667
MGC14436	0.2585
UTF1	-0.252
TSC22D1	0.7684
BZRAP1	2.46
PUF60	1.52491666666667
SHC1	0.491125
HOOK3	0.4196
LIMS2	2.63233333333333
BAHCC1	-0.0398333333333333
CLCC1	0.833333333333333
ENTPD3	2.065
SMO	0.76525
PIK3R5	0.51675
CDC14A	-1.27958333333333
KRT1	-0.87475
ENOX2	0.334833333333333
FLJ22655	-2.061
FPRL1	0.842
INTS6	0.8611
ZCCHC5	1.925
SMC3	-0.31075
C6orf123	3.2
FLJ20160	2.1135
LOC653391	-1.92433333333333
GSS	-1.05975
NT5M	-0.21325
SIX5	0.94
TAF5	-0.0395
KCNA1	0.296666666666667
ANLN	0.0663333333333333
MGC45491	-0.774
SSTR2	1.28
LYPD4	-0.2105
TH1L	-0.1725
CHRNA5	-1.334
PNMA6A	2.09075
FLJ16369	0.331
DLX2	-2.3475
C6orf108	-0.0740833333333333
ALDH3A2	0.396833333333333
CLEC1B	0.7115
LEPREL2	-0.10425
FOXJ1	-0.7557
OR1D4	0.233
PPIL4	-0.0135
MTRR	-1.2385
SLC27A3	-0.0155
HTR7	-0.933
MIB2	0.00675
BHMT	-2.27716666666667
A2ML1	1.96
MSMB	-3.305
KIAA1383	1.747
TRUB2	-0.42575
PF4	0.254333333333333
IL1F5	2.906
LRRC37B2	0.0205
IPO4	-0.154
FIGF	-0.07025
QDPR	0.04575
ZNF598	0.16225
BOP1	-0.045125
MAPK12	-1.52883333333333
POLR1E	-0.453625
CEECAM1	1.074
INSRR	0.0106666666666667
SIPA1	0.79675
ULK4	0.213333333333333
BTN3A1	0.2423
FABP5	0.8446
KBTBD3	0.7305
SORT1	1.34683333333333
YWHAQ	0.6203125
LRIT1	-0.004
KIAA1704	0.00999999999999998
MEIS2	-0.4056
ENOSF1	-1.14416666666667
PCDH7	0.4295
FZD9	1.22516666666667
RPLP1	-0.322666666666667
ZNF75A	0.8885
P4HA3	3.349875
NKX6-1	0.54825
CTA-216E10.6	0.3295
IFT140	1.0845
DENND1A	-0.736583333333333
ALCAM	-1.5608
ABHD2	1.06213636363636
QPRT	-1.73416666666667
TRAM1	1.31571428571429
ATP1B4	0.16525
NUP37	-1.74275
SAA3P	0.3135
SLC22A6	0.17425
KIAA0265	-0.18825
ZNF41	0.704
ADAM19	0.6404
ERAF	-0.88325
DEFB119	0.149833333333333
DNMT3B	-2.94816666666667
SNF1LK2	0.2075
MGC24039	-2.675
TAS2R48	-0.729166666666667
PNLDC1	1.6805
ADAMTS16	2.70825
TMEM92	-1.4245
CCT8	-0.428833333333333
POGZ	0.2705
N-PAC	0.519
GUCA1B	-0.489833333333333
ZZEF1	0.161166666666667
OR2C3	-0.0565
ZNF334	0.7305
RANBP6	1.74125
LDHB	-1.97366666666667
BAMBI	0.508
RAB5B	1.314
FOXB1	-0.81525
MRPS12	-0.516
MRGPRF	0.388625
CRIPT	-0.377
CYP2D7P1	-0.5375
RYR1	1.372875
NDUFA2	-1.391375
TRIP12	0.401166666666667
KCNE3	2.64616666666667
MOBKL2B	1.6132
MIOX	-0.087
ACOT7	-0.85575
FGF6	0.482
RASSF5	-0.8308
ATAD3B	-0.937166666666667
IKZF3	-1.7595
H3F3B	0.329214285714286
C6orf91	0.9775
SEC11C	-1.7815
TMEM14C	-0.12625
KIAA1632	-0.766875
SLC38A4	-0.71025
FGFR3	0.999833333333333
HES7	-1.8295
HINT3	0.39825
ARIH1	1.1275
FLJ35880	-2.22075
C1orf129	2.172
POU6F1	0.7425
RPL32	-0.567
BBS1	0.752666666666667
RGPD5	0.12
SULT1C2	-1.76775
KDELC1	-0.56325
PIP5K3	-0.659166666666667
CHI3L1	2.9699
CSDA	0.267833333333333
VTCN1	4.20925
WDR62	-0.73625
TMEM170	-0.79775
KIF2A	-1.21625
C6orf182	-1.1635
ARL6IP6	-0.95
ZCCHC9	-1.54475
RARB	2.11016666666667
ZNF320	0.911125
DHX15	-0.162375
PICALM	0.8245
CNOT6	-0.155583333333333
HIST1H1A	-0.3665
ZNF702	1.43966666666667
OR1E2	0.2935
HLF	-2.3356
LOC442582	-0.9665
KIAA0494	1.040875
TCF4	-0.1333
APOBEC3B	-4.4555
FAM54B	0.216
MYH2	-2.41875
FXN	-1.1355
C12orf59	0.5385
PAEP	-0.81375
SPG11	-0.292875
VN1R4	0.9145
KCNJ13	-0.8845
NOC3L	-0.93375
C5orf36	0.6575
CPAMD8	1.9325
MLN	-0.3633
FLJ11184	-0.48875
TIAM1	-0.916833333333333
OR10J3	0.215
OR52E2	-0.83
PBX1	2.118
UBL7	0.452833333333333
PXMP2	-1.40775
SYTL1	-0.1685
FAM126B	-0.20875
ZNF711	-2.036375
GGA1	-0.429666666666667
VAMP4	0.908166666666666
BCAP29	-0.1326
C20orf19	-1.11275
ZNF275	-0.289375
NEK6	1.09425
SETD8	-0.271166666666667
HEXIM1	0.0926666666666667
SULT1A2	-1.899375
KLHL9	1.95025
SLC39A12	3.898
ARHGEF16	-0.1805
SCN1A	0.636
HNRPH1	-0.2505
C9orf103	-1.17275
ECE1	0.230333333333333
MED18	-1.63025
TEX13B	0.1055
SNN	0.3255
C6orf62	1.17455555555556
WNT3A	-0.0405
IL22RA2	3.9575
MGC21881	-0.575875
GABBR1	1.0425
YIPF6	-0.022
PROX1	-0.736833333333333
PPP1R1B	3.14525
LANCL2	1.1401
SCN3A	-1.70066666666667
SSRP1	-0.241166666666667
ASXL2	-0.85875
RPE65	3.305
SNAI1	-0.713
EFNA2	0.28975
CLDN9	0.346125
TP53I13	-0.250875
LOC375748	-0.44675
C9orf7	0.71125
C14orf178	-0.5685
GC	-0.6715
IER3	0.446333333333333
KCTD10	0.757125
FLJ45717	-0.94025
ADC	1.58383333333333
LOC285908	-1.37741666666667
MLL3	0.344375
KIAA1787	-0.56425
MGC31957	-0.5765
MUC5B	-0.22725
ZNF193	0.11975
CSRP1	2.424
MOSPD1	-0.455
C21orf49	0.9895
RAD1	0.1995
ANKRD34	0.07875
NFRKB	-0.513
FANCA	-3.56625
VTI1A	-0.504214285714286
PCBP3	2.1095
BFSP2	-1.828
ZNF354C	0.000750000000000015
FRMPD4	-1.045
IKBKG	0.0475
LOC441046	-1.133
UNQ9438	0.335333333333333
TM4SF20	-2.954
MAGEC1	-6.30325
AMMECR1	-1.22675
GLDN	-2.991
TTC30B	0.26475
SEC13	0.582
EGF	1.55775
HAGH	-0.001
VSIG1	0.2198
NHLH2	0.5565
NCAPD3	-1.446625
MGC16121	-2.92125
HIATL2	0.02825
BRCC3	-0.0413333333333333
LCE2D	-1.6055
TMEM79	2.75625
GTF3C5	0.22825
AKR1C4	-0.627333333333333
C3orf59	0.93075
RBM26	0.337625
DUSP14	-0.0143333333333333
AP4M1	0.238166666666667
RIMBP2	0.0398333333333333
ABCC2	-3.55316666666667
DNAJC16	0.277
TTC12	-0.4885
SNX13	-1.11566666666667
C6orf168	1.74625
C1orf100	-0.73725
CSPP1	0.384333333333333
LRRC56	-0.39675
OR1J2	0.366
THY1	1.0576
KIT	2.762
TBC1D8	0.98575
EPHA7	0.36175
SOLH	-0.145875
SVIP	-0.8385
ZNF294	0.88325
HAND2	2.00233333333333
CENTB2	0.720666666666667
MARVELD3	2.522625
CREB3	1.19466666666667
KRTAP1-5	-3.728
OR8K1	0.744
MED25	0.779166666666667
FDX1	-0.39
FAM19A1	0.75
IL13RA1	-0.2102
ZNF627	0.406666666666667
NHP2L1	0.111875
EIF2B2	-0.5855
ZNF593	-0.86175
WIPI2	0.101583333333333
RANBP1	-0.5965
TAS2R7	1.815
LOC283514	-2.938
CSNK2B	0.0742
CFHR1	0.607
DKFZP434O047	0.100166666666667
WBP11	-0.65475
TEX2	1.62525
GALNT2	-0.0728333333333334
FLJ33360	0.3745
WNT9A	1.6505
IL29	-0.2475
STK3	2.19477777777778
REPS2	0.887625
FAM78A	-1.3215
MGC3207	-0.2655
FCGR3A	6.011
H2AFY2	-0.586
RNF150	-0.11975
CCNK	-0.655
VEZT	0.760333333333333
FSHR	0.054
C1orf66	-0.295166666666667
LCE2B	0.4703
CD200	-0.61925
ORMDL1	-0.743625
OR51S1	0.51
KRT83	0.21625
COL19A1	-0.746
POL3S	0.41275
ZNF468	1.2095
BAG3	0.604625
C1GALT1	-1.543
CA5A	-4.533
DKK4	-0.2005
SGK2	-0.547375
PIK3C2G	2.372
USP11	-0.29375
IMPA2	1.98325
PRKDC	-0.6595
MSR1	3.95825
PDCD6IP	1.038
FAM122A	-0.68
ZNF740	0.264
ATXN2	0.324666666666667
SLC17A4	0.409333333333333
RAXL1	-0.604
RS1	-0.0333333333333333
NET1	0.887666666666667
NPY1R	-2.6655
MVD	-0.57875
C11orf61	-1.020875
CHDH	0.536
GCNT2	2.82514285714286
LGALS12	-1.5675
IK	-0.6275
C7orf41	0.194833333333333
SURF4	0.375333333333333
C1orf91	0.012
BCS1L	-1.501
C20orf141	0.317666666666667
BCAS2	-0.6705
ACE2	2.33875
ICT1	-0.351
CD79B	2.80775
MRPS9	-0.1415
AADACL1	-1.1515
IRS2	1.072375
LUZP2	-3.505
TMEM148	0.3375
ZNF514	0.887333333333333
ADCK2	0.6052
ZKSCAN1	-0.0885714285714286
FASTKD2	-0.161
KCNMB3	0.112333333333333
POFUT2	0.9687
GNG2	-1.17
OR6Y1	0.4125
FAM26A	-0.99525
CAND2	1.22025
FLYWCH2	0.045125
BCL6	1.46125
MDH2	-0.631857142857143
DRP2	-0.158
TPD52L1	0.734375
TXNL4A	-1.1695
OR3A1	-0.078
C22orf9	1.40942857142857
RAB25	3.1975
PCTK3	0.618
POR	-0.198333333333333
ARPP-19	-1.13216666666667
SREBF2	1.016125
ZWINT	-3.2735
TRUB1	-0.244625
ENPP2	0.0565
UXT	0.613
ALG11	-0.3185
SMCR7	0.35875
SLC31A2	0.783
USMG5	-1.5375
ZNF780B	-1.474
APEX1	-0.41975
THSD3	-2.65125
CEP68	0.0254
NY-SAR-48	-0.47575
ZIC3	-4.59066666666667
LPAL2	0.0548
MRPL11	-0.339666666666667
VPS53	0.214666666666667
MPDU1	-0.357
UBL4B	-0.1235
LASS3	-0.5345
GAST	-0.768666666666667
SPERT	-0.542
UBE2L3	-0.5075
MLSTD2	-1.32591666666667
ADRA1D	-0.1105
FZD10	-0.765166666666667
ATP6V1E1	0.86275
SAR1A	0.5851875
MCTP2	-0.322833333333333
TMEM5	-0.706
BIRC2	0.1005
TMEFF2	-3.36833333333333
NLGN3	-0.120166666666667
LMX1A	0.26
C19orf51	-1.05025
LOH3CR2A	2.31116666666667
SLC9A3R2	1.87033333333333
TIMP1	-0.0318333333333333
PFN4	-0.68075
UCK1	-0.7395
TPST2	0.9405
AQP6	0.856
OR1N2	0.24275
KCNIP1	-0.519
SFTPG	2.33133333333333
KIAA0087	-1.113
UBXD3	0.4461
ABT1	0.7185
RIPK5	0.868642857142857
SMG1	-0.8041
BTBD8	-0.305
PIP5K1C	-0.09
POU2F2	1.021
C17orf57	0.406666666666667
TSPAN14	0.3496
NUDT16	-0.502166666666667
GPT	1.02625
PDK4	-3.8322
ELL3	1.99475
NNMT	1.3055
NUFIP1	0.208375
RHBDL1	0.322
FILIP1	1.2453
C17orf56	-0.58425
C8orf73	-0.229
FLJ21438	-0.22675
TBC1D10A	0.603
ERGIC3	0.0451666666666667
CREB3L4	0.755
TARBP1	1.34975
C1orf9	0.0235
COLEC12	-2.7085
FBXO30	0.0185
TNFRSF25	-1.0915
UBE2T	-1.83116666666667
SLC2A1	0.2889
RPH3A	-0.945
LSAMP	-3.468
CER1	-0.21775
ATP2A3	-0.8834
SGK	-1.34675
CCR7	0.609
ZIK1	0.32225
RECQL5	-0.931625
HSD17B7P2	-0.64175
MTERFD1	0.517125
ANGPTL1	0.5795
NLRX1	0.213166666666667
FHOD3	0.84
PSG7	-0.05525
ARHGEF5	2.29275
C14orf21	0.380166666666667
FGD2	0.96175
OR5T2	0.4355
P2RY14	2.204
PPP1CA	-0.103166666666667
ZNF33B	-0.22275
MOCS1	-0.269833333333333
NAP1L1	-1.005
IGSF21	0.548
PTDSS1	0.694153846153846
SLC38A6	-0.707
GLCCI1	-1.537
CCR4	0.613
OLFM2	1.91375
COX6A1	-0.084
B3GALT2	0.0561666666666666
BEST3	-0.883
CD14	3.513875
ABCC9	1.036875
SNAP29	-0.295875
HMGCR	-0.69925
IFT74	0.205333333333333
CNTROB	0.209
ZNF548	0.5115
INSL6	-0.1755
HERC1	1.0695
HOXB1	0.3415
EMCN	3.178
BLNK	2.278
SKP1A	-0.849142857142857
IL19	-0.2555
DOC2A	-1.118625
COPB2	1.01866666666667
CDC27	-0.17
LECT1	-1.0325
UBR1	-0.834166666666667
COPS6	-0.7545
MCCC1	0.907777777777778
C12orf33	1.1695
POM121L1	-0.42125
GPC4	0.5295
ZNF664	0.6635
VAC14	0.640333333333333
PPY	-0.1785
SRCAP	0.899625
PPP1R13L	1.4875
BPGM	0.911
HMOX1	-0.686
MC4R	-0.527
FAM126A	-0.8135
PRR13	-0.5915
INS	0.269
FLT1	0.08225
FEM1C	-0.1785
SLC25A2	0.44325
TMED3	1.8755
SPIN2A	-0.009
EXT1	1.20977777777778
CLEC4D	-3.07675
GALNTL4	0.922
RCOR1	-0.142625
SMAD2	0.111444444444444
ODZ3	-0.83488
TMEM68	-0.164125
POLS	0.195166666666667
PPIH	-1.01666666666667
FLJ25439	0.18675
C21orf77	1.005
C20orf121	-0.8975
CENPE	-1.274875
IFNA7	0.445
CRABP2	2.2102
LOC57228	1.0475
CXorf15	0.5285
ASL	-0.33925
SLC2A14	-0.20275
GATA3	-1.06175
OR52B2	0.22925
PCDHA5	0.5395
PIGH	-0.219
