Hybridization REF	TCGA-BH-A0B4-01A-11R-A00Z-07
NUB1	0.8155
SYNGR4	0.6325
OR11H12	0.1225
WIF1	0.96075
GCH1	0.669
OR11H4	0.4595
SLC44A5	0.287
GPRIN2	1.10966666666667
LOC401431	0.95275
CPA4	-2.9272
MELK	-1.54
IL15RA	0.62525
CUL3	0.74125
HMBOX1	-0.284
PODXL	-1.00275
CCT6B	0.848333333333333
COMTD1	0.3375
MUC20	3.1595
GPX2	-3.029
ITK	-1.096625
FBXL5	0.9565
C13orf27	-2.027
DEFA5	0.1515
TRHDE	0.092
MTP18	-0.994666666666667
UQCRQ	-0.0715
ITGB2	1.30316666666667
CSRP2BP	-0.54275
TAS2R44	0.3835
PHPT1	0.490625
FAM44C	0.2635
ERH	0.48625
MPHOSPH1	-1.71566666666667
MORC1	-0.476
PARVB	-0.77775
LAMA1	-2.00141666666667
PGBD3	-0.39525
GIMAP6	4.625
AREG	1.67
LIPT1	-0.35825
MGC99813	0.044
C1orf201	-0.544
GRIN2A	-0.8394
MAN2C1	-1.29325
NSUN5	-1.32775
SF3B5	0.553
MYC	-0.8304375
NRXN1	-0.0903333333333333
ZNF18	-0.366
SPDYA	-0.52875
SLC37A1	1.168
DECR2	-0.82425
ANKRD38	1.678
SPTLC3	-1.50216666666667
SUPT16H	-0.288
DTWD2	-0.2995
ULBP1	-0.413
ZADH1	-0.0908333333333333
OIP5	-2.56975
IL10RB	0.00266666666666667
OTUB2	-0.153
VWA3A	0.0676666666666667
SPIC	0.467
OR6C4	0.508
PSCD4	1.0255
DPY19L2P2	-0.9065
TRAPPC6A	1.09683333333333
C21orf2	-0.466333333333333
CEMP1	0.15325
LIN7B	0.8765
E2F7	-1.14066666666667
VCP	0.1429375
LAMA3	1.38308333333333
BGN	2.55475
GPR160	2.07133333333333
COCH	0.121166666666667
GPR81	2.34666666666667
APOBEC3F	-1.97525
tcag7.1017	-1.31475
C1orf32	0.305
SCGB1D2	4.88825
FLJ43987	0.062
C6orf170	0.13975
KLK9	0.7485
GPD1L	1.18925
VPS37B	0.62675
ATG3	-0.625333333333333
ADAMTS17	-0.835
KLHDC2	0.521
NDUFV2	0.149
BLK	-2.64775
MATN4	-1.1725
GPM6A	0.6745
GBP4	4.17883333333333
TMEM162	0.479166666666667
PKP2	-0.665
HRASLS	-1.72433333333333
MMP1	-1.6705
SFXN3	0.2225
FSD1	-1.79633333333333
ST6GALNAC3	-0.871166666666667
CA12	3.0454
NCOA6	0.22025
C19orf58	-0.1479
PPP4R1	-0.218
MAN1A2	0.886166666666667
IKBKAP	-1.12125
UPF1	0.250333333333333
KIAA1219	0.08575
WNT16	0.012
SNW1	-0.173375
IL18RAP	2.4815
RPP30	-0.496875
CDC40	-0.201642857142857
SETD3	0.360166666666667
SLAMF6	-0.12625
ELK4	-0.3715
TRIM47	0.671833333333333
ACOX3	0.61825
TRIM6	-0.639
KIAA0372	-0.698833333333333
TP53AP1	0.869625
SMURF2	0.04075
ADAD1	0.3605
EBP	-1.0843
KRTAP13-2	-0.377
FLJ36874	-0.811333333333333
TOR1A	0.392166666666667
P2RY4	1.323
GPBP1	0.05975
TRPV1	-0.85675
ADAMTS12	0.8895
PES1	-0.6517
ATG4A	0.401666666666667
MAGEA10	-4.224
WFS1	0.75325
CC2D1B	-0.286
PABPN1	-0.2865
SLC25A30	0.8135
SLCO1C1	0.288333333333333
SLC22A5	0.911
KIF23	-1.72383333333333
SYN2	-0.440333333333333
ASPN	8.45466666666667
CENTG2	0.56725
QSOX2	-1.5892
FLJ10815	-0.0256666666666667
STK24	-0.592
SPEG	0.613
STK10	0.335
DACT2	-2.0665
AAAS	-1.05725
SSX3	-1.666125
ABCD3	1.5172
C4orf12	0.1735
PARVG	0.7325
FIG4	1.7455
C9orf46	0.99425
TMCO6	-0.7645
IGHMBP2	-0.66475
DUS2L	-0.735833333333333
FAM3C	-0.028125
TMEM16D	-1.2595
DCTN4	0.04775
KCNH3	-0.32375
EIF2AK2	1.192
AP1S3	0.645125
CST4	0.533
PAM	0.3175625
NUTF2	-0.6925
CITED2	-0.0482
SLC39A4	0.70075
C2orf52	-0.349
GRM3	-0.011
C12orf49	0.68325
CCDC49	0.3163
GRAMD1B	-1.5035
FNDC4	0.915
SIAH2	2.087
GDPD4	0.466
C21orf87	0.615125
ATP5A1	-0.3585
C16orf63	-0.559625
LOC388135	1.35583333333333
ATP5J2	-1.207125
MMP3	0.07025
EMID2	-0.3405
CRHR1	0.35775
WDR70	-0.81075
C13orf31	1.30825
ZFAND1	1.28175
CCL18	3.68
C3orf49	-0.2945
RINT1	-1.3085
KIAA0408	-1.96516666666667
F13A1	4.9004
SLC10A1	0.192166666666667
OGN	2.307
GIPC2	-0.493166666666667
XPO6	-0.528166666666667
LCE1A	1.158
FMR1	0.2856
LOC374920	0.15475
DUSP3	1.05675
ANKMY1	0.02775
C7orf50	0.8195
BBS9	-0.0282
UNC119B	-0.553125
C9orf72	-0.78825
MGC35440	-0.43925
ENTPD6	0.275125
PPP1R2P9	0.28575
ERCC4	0.055
FAHD2B	-0.298
HMHA1	0.6795
HACL1	-0.4715
RAD23A	0.118666666666667
FAM83B	-1.80675
PPP5C	-0.9575
RNASEH2C	-0.221875
C9orf153	-0.651
SCAMP4	1.055875
GHITM	0.4598
NDUFB7	0.690625
ADCYAP1	1.11933333333333
SP110	2.57866666666667
MAP3K7IP2	0.94
DHH	0.2325
AGRN	0.154071428571429
WDR33	0.359666666666667
CEP290	0.585333333333333
PRPS1L1	-1.92866666666667
KLRA1	-0.7615
GPR97	-0.199
CHD7	-1.81508333333333
TLR10	0.73175
SLC30A8	0.1185
HIC1	2.11933333333333
IAPP	0.4695
RXFP4	0.39825
GP1BB	1.23675
SHQ1	-0.267
NKX2-3	0.3815
API5	-0.00925
FTHP1	0.117
MOV10L1	0.7066
TRIM6-TRIM34	1.2215
ADHFE1	0.17825
FAM117A	-0.17025
DDI1	0.441333333333333
CDON	1.12616666666667
TRIM73	-1.027
IGKC	2.4615
MMP14	-0.0394166666666667
DYNC1LI1	-0.31675
C11orf66	-0.27275
TRBV3-1	-1.446
FASTKD5	-0.865
BIVM	-1.62975
LHX4	0.2575
CXCL2	-1.2224
RAB2B	-0.633
IZUMO1	-1.107
MAP3K15	-2.334375
FAM19A2	0.3025
ZC3H8	-0.387
ZMAT1	1.144375
SPINK5L3	-2.3745
SLC10A6	0.5195
APPL2	0.08975
CARD10	-0.4725
LOC402176	-0.484625
EEF1D	2.224
RAB6A	0.6292
C12orf5	-1.0015
PAPOLG	0.726
MSRB2	0.81975
BCR	0.565111111111111
PUS3	0.01325
TIAM2	0.5455
ZNF317	0.0631666666666667
CHD2	-0.0928571428571429
FZD5	-1.18286363636364
NUDT8	-1.19375
ZNF763	0.116
PRC1	-1.26133333333333
ABCB9	0.631833333333333
SPATA3	0.6125
TRAK2	1.71425
STAB1	3.381125
LRRTM2	-0.0836666666666667
psiTPTE22	1.374
DBI	1.454
SERPINA11	-3.09125
NAT5	-0.49025
C20orf58	-1.68
RPS6KA4	0.6635
FLJ90650	-0.69675
TGFBRAP1	0.37825
CHRDL2	-0.09075
FAHD2A	-0.404333333333333
CNTN1	-0.01725
BBS4	-0.2154
TMEM181	0.44175
MINPP1	-0.132
MPHOSPH6	-1.14141666666667
HOXC10	0.5428
ITPKB	0.184375
CLPTM1L	-0.765375
MEOX2	0.155166666666667
ATP6V0C	0.38975
PRPF8	-0.8205
TMC5	2.79625
FKBP3	0.51325
PLEKHB2	0.1365
OR4D6	-0.127
ZNF544	-0.5341
D2HGDH	-0.272
RPL18A	-0.317
HEL308	-0.296375
MPP6	-3.80625
TCERG1	-2.01225
KRT16	-0.754166666666667
KLF17	-1.05225
KLF5	0.827625
CDR1	1.713
VCX3A	-4.708
FBLN2	2.575375
C14orf104	0.28175
HBE1	-4.783
OR4S2	1.846
C1orf108	-1.409
ROBO4	4.18416666666667
CPEB4	0.812
C11orf80	-0.504333333333333
BCKDHA	0.122833333333333
MYOC	0.30325
GIF	0.232
CKMT1A	-0.033
RPL3	-0.1852
THBS1	3.541375
APOO	-0.94875
ARMCX1	2.48875
HSZFP36	0.54525
SNAPC5	-0.33575
EIF4ENIF1	0.67175
ZNF433	-0.1295
TNFRSF21	-0.5665
TMPRSS7	0.4095
SPATA18	0.1339
HPDL	-1.115
MKL2	1.2252
TBX3	1.25923076923077
C21orf93	0.555666666666667
DAXX	-0.01225
ELMO1	0.059
RGS13	1.63416666666667
TAF11	-0.87475
UNC13A	-1.838
LOC653314	-0.00850000000000001
ORC3L	-1.1645
IMAA	-2.7535
TARBP2	-0.27725
CABIN1	-0.1569
TRIOBP	0.15075
HIST1H2AC	0.69125
RGS22	-1.96883333333333
NCOA1	1.23583333333333
IL25	0.6735
SNCG	1.0735
GPR6	1.9965
AMDHD1	-0.943166666666667
CHEK2	-1.220625
C6orf142	-1.506
DRD4	0.81225
C14orf68	-1.17175
GDF11	-1.2345
SEMG2	-0.00499999999999999
CD247	-0.481
CDAN1	0.1525
RBMX2	-0.118
TGS1	-0.77825
OIT3	0.69725
SYF2	-0.13875
MCM4	-2.187375
PKHD1L1	0.277142857142857
CEP192	-1.04433333333333
IFT88	0.3935
RPL9	0.293071428571429
RAB32	0.309375
DDX43	-0.60625
P2RX2	0.268333333333333
OR5D18	0.14
UBE1	-0.72225
SLC24A1	0.885125
ARHGAP5	0.5215
CETP	-0.315
KIAA1731	-0.8895
SLC9A4	0.797
PTPN6	0.91325
BAHD1	0.3145
GRIK3	-0.5885
CACNB2	-0.851
PDE10A	-0.087
DGCR14	0.1345
PCDHB9	-0.0221666666666667
RHOQ	0.834833333333333
MAP3K4	0.02925
KTI12	-0.250833333333333
RPL23AP13	-1.0075
GNG11	0.14725
CLCN3	0.969
GPAM	-0.96675
VSTM2A	4.1765
SLAMF7	2.375
INTS2	0.90275
PPP2CA	-0.2299
LRP12	-0.0662666666666667
SEC14L2	2.381
DKFZP586H2123	2.69175
MC3R	-0.645
CIRH1A	-1.73
HIST1H2AB	1.15
POLH	-0.801875
MGC16703	-1.374
SNAPC2	0.668
FILIP1L	1.6765
RASGRP4	0.3765
LRRC1	2.3455
GAS1	1.09475
PRAC	-1.125
DGKA	-0.293166666666667
NT5C3	0.21575
PEG3	-2.85908333333333
NADK	-1.04475
PRR17	0.6035
LOC374569	-0.48525
SGSH	1.03733333333333
NLRP8	0.2605
GALT	-0.1057
MCF2	-1.1085
ZNF263	0.2875
TACSTD1	0.795333333333333
TYR	-6.4801
ATP6AP2	0.043
RNUXA	-0.696
ABHD10	-0.122
GDPD2	0.74225
SLC35C1	1.489
UBE2A	0.465375
HERC5	0.515
FAM112B	-4.35033333333333
FBXL16	1.02525
DKFZP434A0131	-0.97575
ELA3A	-2.7135
RBM41	-1.5455
HAO2	0.153
RNH1	-0.095125
SHANK2	0.7205
OSBP2	-1.657375
DAK	-0.336666666666667
C3orf58	0.902
TCL1B	-0.922
KBTBD2	-0.168875
SUGT1L1	0.11075
UBE2E2	1.914
MYL9	3.0615
CDC23	-0.9425
PBXIP1	1.2142
CXorf40B	0.639
NBL1	1.61125
RTBDN	1.0005
RAB11FIP5	0.674125
TTTY13	-0.805
SCOTIN	-0.00291666666666667
SOHLH1	-0.576833333333333
CDKN1A	1.15257142857143
NCK1	0.47225
ZNF550	-0.39975
SAPS3	0.36475
SPIN3	0.674166666666667
MAGEE2	0.10375
MIS12	-0.941333333333333
OR8H2	-0.1525
KIAA0774	-1.84033333333333
UNC5D	-2.262
CUL7	-0.6845
LIPC	-3.38866666666667
DIO1	2.3705
C20orf11	0.7195
CTRL	-0.62225
HS3ST2	1.96525
PAK4	0.686333333333333
CCRL1	3.0755
RNF10	0.229625
ZNF567	-0.05475
ZNF660	-0.694
TCEAL3	1.54525
MAGOH	-0.3655
CENPB	-0.570166666666667
C19orf7	0.922125
LOC388965	0.12025
ZCCHC13	0.434
JMJD1A	-1.1076
HIST1H4H	0.5965
TBRG1	-0.8028
GPC3	-3.812
TAF1C	-1.16675
EBNA1BP2	-0.972666666666667
CIAPIN1	-0.0635
PDGFRA	0.600722222222222
CSTB	-0.80825
CENPI	-1.838
GTF2E2	-0.279833333333333
RPP21	0.03075
CCNF	-1.10783333333333
KCNQ3	0.7415
FAM79A	0.9145
SLC22A12	0.66
NOVA1	0.237
FZD3	0.5763
AKAP8	-0.6315
SOCS5	0.39925
CFDP1	-0.9275
DLG5	1.489
PGM5	1.33216666666667
C1orf144	0.0140833333333333
HDAC10	-1.6065
RND2	-0.2985
C20orf199	0.22825
RNMT	-0.6325
SLURP1	0.597
ASTN1	0.376125
SH3BGR	0.102
MYCL1	-0.469
ZHX1	1.07466666666667
CENPK	-2.5685
FOSB	0.9449
LOC643406	0.368375
C2orf59	-0.365375
TMEM135	0.055
SLC27A2	-1.74725
KRT33A	3.0255
OVOL1	1.486
PAMCI	-1.77316666666667
S100A7	-1.5055
ZNF789	-2.2515
HARS2	-0.3335
RPL23A	-0.185166666666667
TCF23	0.1285
UPF3B	-1.718875
C17orf78	0.228
HLA-DOB	0.642833333333333
C14orf142	-0.400333333333333
TEKT5	1.28566666666667
DMWD	0.5445
POLD1	-1.688
GSCL	0.112
CALD1	1.0065
SCRT1	0.632166666666667
AIG1	1.19575
UNC84B	-0.19975
ZNF404	0.3405
TMED6	-4.2625
KIAA1462	0.5605
LRRC27	1.06683333333333
PYGO1	0.105
PIGU	-0.529
ALAS2	-3.77966666666667
WRNIP1	-0.032
CNNM3	0.447
ZNF2	0.79375
ST3GAL5	-0.752583333333333
MRPL23	-1.00475
TSSK6	0.01725
PSMA6	0.585
C16orf70	-0.44075
KIAA1602	0.134
ALMS1	0.500166666666667
DCN	3.26
TMEM132D	-0.93725
SUCLG2	-0.2575
ABHD14A	-0.2505
DEXI	0.0223333333333333
AMPD2	-0.772666666666667
IFNAR2	0.00883333333333335
CYB5A	1.1334
TLOC1	0.96705
NXF5	-1.24316666666667
NRBF2	0.255375
KCTD3	1.574
ITGAE	-1.26883333333333
SLC30A3	-2.0115
ZRF1	-1.6855
IFRD2	-0.72775
XAB1	-0.176
PYCR2	-0.699333333333333
SERPINB3	-3.687
TMLHE	0.0234
GEFT	-0.557
ABCA5	0.2625
EMR4	0.4952
TSFM	-0.1085
HIST3H2BB	0.86325
ARHGEF19	-0.30275
TSPAN17	0.406833333333333
ABCC8	1.98025
MAP1S	0.495
C22orf36	1.25
BNC2	0.495785714285714
HIST1H4A	-0.41825
NDUFS3	0.0783333333333333
WDR3	-0.393166666666667
XKR4	-0.24975
TTC33	0.286857142857143
STMN2	4.3845
CPN2	-1.12666666666667
HSPC105	0.75575
PCOLCE2	-5.68275
C3orf55	-0.6515
KLHDC9	2.01583333333333
TBC1D23	0.1585
ATXN2L	-1.31533333333333
MAP2K3	0.44975
SCAP	-0.74175
ZNF486	1.18533333333333
C20orf96	-0.5255
NARS	-0.414
ADAMTSL1	-0.560214285714286
PRCC	0.215166666666667
CCDC126	2.45466666666667
ZNF675	-0.911
CALCOCO1	0.2905
ANKRD43	3.89
CWF19L2	0.1585
ZBTB32	1.15066666666667
BRAF	-0.171
ODF4	0.33525
MGC14376	0.840833333333333
HORMAD1	-2.24916666666667
AAK1	-0.0439166666666667
PEBP1	1.03033333333333
TNFSF5IP1	0.0211666666666667
DKFZp564N2472	0.66175
RMND1	0.29925
IGKV1-5	4.47725
COL1A2	3.575
SERPINA5	-1.5615
AANAT	0.5285
C19orf21	1.5815
GEMIN5	-0.668
UBR4	-0.407166666666667
LTBP3	0.927666666666667
AMHR2	-2.24966666666667
PROCR	-0.275
MYBBP1A	-1.3305
C20orf39	1.40466666666667
ZNF697	-0.18575
PASK	-1.1068
ZNF776	0.539666666666667
RFXDC2	-0.02125
KIAA0467	-0.52375
C10orf96	-1.25733333333333
ZNF503	-1.04875
GULP1	0.246666666666667
KCNE4	1.88933333333333
DKFZp434K191	-0.708875
LOC196913	-0.141
BHLHB4	1.246
CH25H	1.51175
LOC81691	-0.827666666666667
ALPL	0.0214285714285714
COL12A1	3.585875
FOLR3	-2.4055
GPR123	0.346625
TRIM62	0.370428571428571
ABLIM1	0.6015
MAST3	-0.66425
RHBDD1	-0.129333333333333
LOC338809	0.234
RYBP	-0.0525
TTC26	0.194625
ZNF22	0.0815
ISCA2	0.10225
RDM1	-0.8145
PIGM	0.5305
GNB3	-1.744
ACTR2	0.3647
HMGB1	0.5956
EDG1	3.776
SOAT2	-2.99825
OR10AD1	0.249
RAP1GDS1	0.980583333333333
LCE1F	0.236
ESM1	-0.158625
RCN3	2.5815
CREBL1	-0.61
DBNL	0.186
PTGER3	2.546625
USP30	0.558666666666667
BCL2L12	-0.137166666666667
KIF26B	2.31175
ZNF416	0.819
ZNF225	-0.1225
C17orf70	0.97075
ZNF554	0.65125
RAE1	-0.131666666666667
TNIK	0.683666666666667
ACTN3	1.271
MGC45922	1.0705
CCNA1	-0.484333333333333
RYK	0.84
IL26	0.074
LRP3	0.979
QARS	-0.91075
SOX7	1.32585714285714
BID	0.267625
OR2S2	-0.111
CXCL14	5.05175
C11orf47	-0.639
MGC29891	-0.809833333333333
HSPB8	0.834
PRDM14	-1.486
NUFIP2	0.47225
MNAT1	0.28275
ZDHHC2	-0.59375
MBNL2	0.216375
ADD3	-0.034375
CSNK2A1P	-1.18375
KLK6	-1.046
TMEM111	0.3905
KIAA1279	0.65175
NUBP2	0.129166666666667
RAB42	-1.08225
ID3	0.0697
TM9SF1	0.13125
MDP-1	0.28825
POU4F2	0.12475
IQCK	0.33675
C16orf14	-0.18575
CAPN3	-1.897125
FAM43B	0.73575
RECQL	-0.78875
AP1G1	-0.384857142857143
CTNNBL1	-0.340333333333333
ECHDC1	-0.335
SMARCC1	-0.9533
FOXQ1	-0.76975
GNAI3	0.558166666666667
POLG2	-1.29725
CD4	0.8915
ITLN1	0.282
EBI2	2.823
IRF1	0.772
PTPRE	2.1758
PTK2B	-0.81875
NXNL2	0.097
SOX4	1.0105
TSPAN3	0.593
SH2D1A	-1.876
C8orf58	-0.173166666666667
USP20	-0.3985
DUSP22	-0.87575
CALB1	-2.047
L3MBTL2	0.460333333333333
MCRS1	-0.446
TMEM118	0.115
C18orf8	0.78
FLJ10241	-0.08275
GJA12	1.78475
PKD1	-0.698333333333333
ZFP3	0.1025
JAM3	-0.40075
LAPTM4A	1.4838
DIRC2	0.777
KIAA2022	0.8315
MYOM1	1.01033333333333
TRPM8	-1.80266666666667
MOP-1	1.3915
PHKG2	-0.17525
ZNF650	0.98775
KIAA1522	0.576375
PSG8	3.56316666666667
DDX19B	-0.418
MOBKL1B	-0.15775
DIAPH2	0.04275
PTPN12	-0.66
CLN8	-0.8636
CRYZL1	-0.393166666666667
CRY2	1.45041666666667
FCGR2B	3.02583333333333
PNPLA4	1.067375
ZNF454	0.4555
DKFZp434B1231	-0.039
CLDN11	0.5524
RFWD2	0.829333333333333
CIB2	-0.262166666666667
MXRA8	3.35625
HRK	-0.37825
MAML2	-0.32525
C4orf31	-0.7345
C6orf192	-0.68
COG6	-0.000875000000000008
FAM5B	2.15375
NFATC1	0.1815
SEPT10	-0.5195
SCYL1	-0.0412
RPP40	-1.6575
SCOC	0.9785
KIAA1450	0.6975
CTDSPL2	-0.233
TBX5	1.74966666666667
NAPG	-0.157
RHD	-4.19875
C14orf45	0.953666666666667
ZBTB22	1.261
PLCG1	-1.255
ANKRD10	-1.830875
AQP7P2	-0.7055
TAGLN2	0.167833333333333
HTR2C	-1.64566666666667
SLC16A7	-0.285333333333333
C17orf83	0.221
TSGA14	-0.314166666666667
MDH1	-0.574
PPP3R2	0.0986666666666667
DCBLD2	-2.12485714285714
RBM33	0.478125
DPH3	-1.44425
SYT10	-1.813
FMO4	1.30325
THYN1	-0.638
DRD5	-2.9295
OTOR	0.231875
PGRMC2	0.6331
KATNAL1	0.787375
PAQR6	-2.9225
UBE2I	-0.7205
C14orf28	1.05575
C8orf70	1.1985
FLYWCH1	-0.381625
ANGPTL3	-0.86175
GLRX2	0.1735
ATP11A	-0.846928571428571
ARL5B	0.17625
MUC16	-1.60675
SLC25A5	-0.734428571428571
ACRC	-1.8225
MYO1C	-0.55825
FAM89B	1.336
FAS	0.56775
KIFAP3	1.0995
GLRA2	0.7255
BTN3A2	-0.0557
CNKSR3	0.197375
CSTF3	-0.6185
ARPM1	0.832
KIAA1530	-1.4845
C9orf150	2.155
PRKCI	0.97675
tcag7.1015	-1.05975
SOD3	-0.01725
ZNF574	0.24525
CYP21A2	-0.25
RPL12	-0.16475
COMMD2	-0.6125
WIZ	0.46225
LOC344405	-1.74925
ALDH4A1	0.247
CRYAB	2.23
COPA	0.0813
PCDHGA7	0.599166666666667
KIF11	-0.998416666666667
RASD2	-0.16275
SLC26A3	-0.205
ZNF175	-0.2915
JAKMIP2	-1.870375
C8orf4	1.815
PTHLH	1.57175
SLC40A1	2.98683333333333
OR7D4	0.123166666666667
PCDHB17	0.1165
CD36	1.66628571428571
C6orf203	-0.1306
PRKG2	0.3145
LOC400566	0.4725
ANAPC13	0.74775
SLCO3A1	-0.80075
ZNF692	-2.3715
FANCL	-1.336
SH3GLB1	0.77375
C12orf61	-0.3835
KBTBD6	-0.32175
SUPT5H	-0.06275
XRCC6	-0.5612
HUS1B	-1.0415
FAM133B	-0.671357142857143
LOC728276	0.043
KCTD18	1.27425
SOS2	1.27833333333333
CCDC99	-1.957
C1QTNF5	4.3155
NNAT	0.299166666666667
USP16	-0.07075
LARS	-1.582
ZBTB2	0.73125
ABO	0.069
TRAF3	-0.367
GALNT5	-2.072
NAP5	2.03075
ALG14	0.858833333333333
KIAA0515	0.252461538461539
WDR75	-0.7065
TEX261	0.138666666666667
LY86	1.16625
LOC389072	-0.064
FLJ13611	0.16475
MRGPRX2	0.8415
SNRPA	-0.847875
OR2G2	0.1435
GPRASP2	1.02375
C7orf42	0.181
C9orf163	-0.3365
CYP11B2	-0.504
FCRL3	0.777833333333333
PRDX1	-0.3
FGB	-6.8368
COX17	0.242333333333333
C16orf33	0.1165
PIWIL1	0.903833333333333
FOLR1	-2.683
KIAA0082	-0.176
FREQ	-0.309333333333333
TMCC2	-1.20083333333333
TCF12	-0.0279166666666666
ZNF721	-0.75675
FAM130A2	0.5335
POU4F1	-2.69975
SNRPF	-0.159375
SGIP1	1.7775
ZNF641	0.578166666666667
EMG1	0.132
PRRG4	1.5195
HIRA	-3.965
MYNN	0.651833333333333
AEBP2	-0.065
TBXA2R	0.9015
ISL2	-1.43533333333333
PCDHB11	0.7505
RNF144A	-0.173125
MARCH5	0.428
DULLARD	-0.581833333333333
DCLRE1B	0.1955
ITGA8	0.65775
TP73	-0.48125
PRKCD	1.879
NDUFB4	0.281
ATP13A4	0.179875
ANTXR2	-0.449666666666667
COL4A3	-0.954166666666667
MYO10	-2.1944
SLC6A18	0.46675
PEX1	-1.0005
TMEM74	-1.04166666666667
RBM19	0.299
TAPBP	0.17255
RUNX1	0.579
MID1	-1.93308333333333
GPR64	-1.12866666666667
RASEF	2.713
GABRG1	0.21225
MYO16	-0.8105
DBF4	-2.47166666666667
TSHZ2	3.354
RIPK2	1.338125
PPTC7	0.746166666666667
KIF4B	-1.065
LRRC31	0.213875
ZNF540	0.69325
EFNB3	0.275833333333333
LOH12CR1	-0.1065
STON2	0.891333333333333
GLP1R	-0.047
CSTF2T	-1.175375
IREB2	-0.70925
GRSF1	0.43825
PDCD7	-0.302666666666667
LRRC43	0.0115
CNR1	0.0766666666666667
IL1F7	-0.665
C12orf64	-0.322
FAM69B	0.10975
NR2E1	-1.67966666666667
MS4A6A	2.776
FTL	-0.5673
C7orf36	-0.0655
PCLO	1.0132
DYRK2	1.34716666666667
ARIH2	-0.7655
SAMD7	0.3645
SCNN1D	-1.2385
SLC32A1	-1.106375
C22orf25	-0.0908333333333333
MRPS18A	0.1323
GPR112	0.362
EARS2	-0.51325
ERN2	0.551
ATPBD3	0.564833333333333
PRH2	-0.2655
CDKN2D	0.7355
PGLYRP2	1.57475
TRIM40	0.207
SEC14L3	-0.137666666666667
SLC22A1	-0.465
BTN2A3	0.2305
RASA4	0.0885
CCNL2	-1.17708333333333
MYBPC3	0.5475
GJA4	4.347
CDC42SE1	0.291
TRPV2	-0.9735
MYPN	-2.2193
SIM1	0.4255
CDADC1	0.122916666666667
ZFHX4	2.642
NIBP	2.05333333333333
ADAMTS19	0.1845
ABTB2	0.00600000000000001
TSPYL2	-0.70075
EIF2S3	-1.2043
SOX30	-0.07375
AP2A1	0.0926666666666667
DKFZP564O0523	-0.582833333333333
LOC285398	-0.16225
CDH18	2.808
CHL1	1.054875
GATS	-0.8245
TBC1D2B	0.3855
OR1J1	0.1925
GSN	2.15083333333333
DPCR1	0.28475
GARNL4	-1.45066666666667
SMARCA5	-0.15875
PLEKHG3	0.0606666666666666
ZBTB45	0.9675
FRMD6	-0.135333333333333
PLS1	1.75933333333333
DGKZ	0.775166666666667
EFNA1	1.3898
WDR85	-0.282125
ANK2	-0.27825
PAGE4	-0.430666666666667
SENP6	0.629166666666667
AKR7A2	-0.124833333333333
FKBP10	-1.76575
VEGFC	-0.618666666666667
LARP1	-0.4215
SRBD1	0.40025
ITGB6	4.58625
SLC1A2	-0.183714285714286
INVS	-0.214333333333333
MPO	0.42475
MOBKL3	0.2491
CUTL2	-0.1275
KLK2	-0.00425
VIM	-1.01225
REG1B	-0.116666666666667
PCDHGC4	0.432
C3orf34	-0.171333333333333
SUMO3	-0.138166666666667
CST9L	0.51625
MLL4	-0.72775
SPR	1.74516666666667
SAMD9L	0.957
ABCE1	0.00799999999999999
SUPT3H	-0.6645
ACTBL1	0.473
ADAMTS4	0.602833333333333
SLIT3	3.602
RHEBL1	-1.2205
NPM2	-0.51075
MAN1C1	0.6705
KIAA1856	1.11208333333333
HSPA6	0.8485
LOC388152	-0.835
C10orf140	-0.12625
ZDHHC12	0.3235
LIN7A	2.489
PHC2	0.162333333333333
SPHK1	0.70575
TRIM26	0.1753125
FAM83E	0.2695
C18orf24	-1.32333333333333
ZNF578	0.002
ORAI1	-0.42825
RUVBL1	-0.434
C7orf20	1.01083333333333
APAF1	-0.5925
SLC36A4	-1.17383333333333
MYH11	5.03533333333333
NEK1	-0.0377
MPP2	0.17225
C12orf24	-1.46525
TNK2	0.7709375
ZNF289	-0.31875
MATN3	-0.18
IFNGR2	0.796166666666667
ITPR1	0.876375
EBF3	3.4483
TBC1D20	-0.2997
OR10P1	0.3135
DDAH2	1.02
SHPRH	-0.355125
STX7	-0.4235
LOC554248	-2.48475
BCAR1	0.26825
ATXN3	-0.194333333333333
TRIM27	-0.22925
CDC42EP2	1.0105
CHP	0.391928571428571
SOX17	3.017
ZNF259	-0.719
CHCHD1	0.584875
ZDHHC19	0.711
GBP2	2.3065
GARNL3	0.504125
MRC2	0.6935
C1orf52	-0.13025
AOF2	-0.937333333333333
LRPPRC	-0.2511
ACVR1C	-1.2515
TM4SF18	2.93116666666667
TMEM169	-0.648833333333333
PPP1R16A	1.027375
EBF1	1.98833333333333
RRS1	1.36083333333333
SNX2	-0.58075
OR2T2	0.0665
RBX1	-0.432
ANKRD54	-0.0803333333333333
TSNAX	0.355166666666667
TMEM83	-1.726
ZBTB7A	0.9175
ATM	-1.78983333333333
LOC338328	2.68216666666667
TIE1	2.11283333333333
HIST1H3G	0.5545
PASD1	-4.59766666666667
TINAG	0.4985
PCDHAC2	1.0565
LRRC15	0.6125
WBSCR17	-0.59225
TFF2	-0.2285
PARP2	-0.76275
NDFIP2	0.161875
PCDHGB2	-0.084
WDR60	-0.014
MAP7D2	-2.0113
USP45	-2.15075
GSDML	-1.5875
TNS1	0.1215
PLCD4	-1.004
IQCD	0.428166666666667
SMPX	-2.47925
CD9	1.0895
