Hybridization REF	TCGA-A1-A0SE-01A-11R-A084-07
PASK	-0.9576
ZNF776	0.766
RFXDC2	0.001875
KIAA0467	-0.0925
C10orf96	-1.46775
ZNF503	-0.48275
GULP1	-0.470833333333333
KCNE4	1.6095
DKFZp434K191	-0.2255
LOC196913	0.144
BHLHB4	0.7845
CH25H	1.51975
LOC81691	-1.08716666666667
ALPL	0.499214285714286
COL12A1	2.835875
FOLR3	-1.85216666666667
GPR123	0.231
TRIM62	0.336857142857143
ABLIM1	0.754666666666667
MAST3	-0.1325
RHBDD1	1.20083333333333
LOC338809	0.021
RYBP	0.68525
TTC26	-0.11875
ZNF22	0.255666666666667
ISCA2	-0.0425
RDM1	-1.8845
PIGM	0.866
GNB3	-1.272
ACTR2	0.327
HMGB1	0.10595
EDG1	3.05116666666667
SOAT2	-2.92125
OR10AD1	0.4585
RAP1GDS1	0.774833333333334
LCE1F	0.1345
ESM1	-0.844625
RCN3	2.226
CREBL1	-0.67225
DBNL	-0.4605
PTGER3	3.042
USP30	-0.103
BCL2L12	-0.725833333333333
KIF26B	2.3025
ZNF416	0.2115
ZNF225	0.06
C17orf70	-0.151
ZNF554	0.6435
RAE1	-0.9125
TNIK	0.129666666666667
ACTN3	0.7755
MGC45922	0.8715
CCNA1	0.294166666666667
RYK	0.8
IL26	-0.261
LRP3	0.802333333333333
QARS	0.504
SOX7	1.17614285714286
BID	-0.34675
OR2S2	0.1365
CXCL14	4.69625
C11orf47	-0.627
MGC29891	0.6485
HSPB8	-0.2721
PRDM14	-1.671
NUFIP2	0.388
MNAT1	-0.52825
ZDHHC2	-1.04408333333333
MBNL2	0.092
ADD3	0.567
CSNK2A1P	-0.5045
KLK6	0.2835
TMEM111	0.2236
KIAA1279	0.62325
NUBP2	0.604666666666667
RAB42	-1.684
ID3	-0.8682
TM9SF1	0.579
MDP-1	-0.277
POU4F2	-0.1135
IQCK	1.57725
C16orf14	-0.43375
CAPN3	-1.748625
FAM43B	-0.0317499999999999
RECQL	-0.67325
AP1G1	-0.0990714285714286
CTNNBL1	-0.4165
ECHDC1	-1.485
SMARCC1	0.2283
FOXQ1	-1.174125
GNAI3	0.271166666666667
POLG2	-2.062
CD4	0.901375
ITLN1	-0.6595
EBI2	2.88875
IRF1	0.47625
PTPRE	1.8771
PTK2B	-0.7585
NXNL2	1.2495
SOX4	1.25016666666667
TSPAN3	-0.382666666666667
SH2D1A	-2.99266666666667
C8orf58	0.108
USP20	-0.79
DUSP22	-0.451833333333333
CALB1	-2.453
L3MBTL2	1.02908333333333
MCRS1	-0.5385
TMEM118	-1.511
C18orf8	0.428833333333333
FLJ10241	0.226125
GJA12	0.76525
PKD1	-0.302166666666667
ZFP3	0.1005
JAM3	-0.2775
LAPTM4A	1.6295
DIRC2	0.778
KIAA2022	0.801666666666667
MYOM1	0.676833333333333
TRPM8	-2.736
MOP-1	1.14425
PHKG2	0.1955
ZNF650	0.114875
KIAA1522	1.723125
PSG8	-1.08083333333333
DDX19B	-0.3065
MOBKL1B	0.0335
DIAPH2	-0.168666666666667
PTPN12	-0.07775
CLN8	-0.3303
CRYZL1	-0.0611666666666667
CRY2	1.15208333333333
FCGR2B	2.98216666666667
PNPLA4	2.09825
ZNF454	0.3095
DKFZp434B1231	-0.169
CLDN11	0.8177
RFWD2	0.593333333333333
CIB2	-0.246
MXRA8	3.062875
HRK	-0.926625
MAML2	0.1875
C4orf31	0.4395
C6orf192	-1.0505
COG6	0.201375
FAM5B	1.43775
NFATC1	0.7711
SEPT10	0.2645
SCYL1	-0.7098
RPP40	-1.101
SCOC	0.5706
KIAA1450	0.38275
CTDSPL2	-0.20925
TBX5	1.6215
NAPG	-0.114125
RHD	-4.67125
C14orf45	2.59366666666667
ZBTB22	1.083
PLCG1	-0.944
ANKRD10	-1.67275
AQP7P2	0.026
TAGLN2	0.141166666666667
HTR2C	-1.41916666666667
SLC16A7	-0.508833333333333
C17orf83	-0.0985
TSGA14	-0.0354166666666667
MDH1	-0.601
PPP3R2	-0.0121666666666667
DCBLD2	-2.01485714285714
RBM33	-0.84625
DPH3	-1.87525
SYT10	-0.826
FMO4	2.259375
THYN1	-1.014
DRD5	-1.903
OTOR	0.842
PGRMC2	0.7329
KATNAL1	-0.05375
PAQR6	-1.80875
UBE2I	-0.16425
C14orf28	0.45075
C8orf70	0.8155
FLYWCH1	-0.44225
ANGPTL3	-1.331
GLRX2	-0.0705
ATP11A	-1.24542857142857
ARL5B	0.714625
MUC16	-2.87325
SLC25A5	-0.763714285714286
ACRC	-1.9365
MYO1C	-0.572625
FAM89B	1.15183333333333
FAS	0.324625
KIFAP3	1.53575
GLRA2	0.278
BTN3A2	-0.2356
CNKSR3	1.048875
CSTF3	-0.691166666666667
ARPM1	0.863
KIAA1530	-1.2655
C9orf150	2.59216666666667
PRKCI	0.44375
tcag7.1015	-1.17775
SOD3	-0.27075
ZNF574	0.432
CYP21A2	2.03275
RPL12	0.50375
COMMD2	-0.45
WIZ	0.554
LOC344405	-1.80275
ALDH4A1	-1.00594117647059
CRYAB	2.97975
COPA	0.828733333333333
PCDHGA7	0.8385
KIF11	-1.24991666666667
RASD2	0.443375
SLC26A3	1.9135
ZNF175	-0.3085
JAKMIP2	-2.487875
C8orf4	2.3045
PTHLH	2.06025
SLC40A1	3.50333333333333
OR7D4	0.324
PCDHB17	0.154
CD36	2.64564285714286
C6orf203	0.0971
PRKG2	0.1905
LOC400566	1.0875
ANAPC13	0.2165
SLCO3A1	-0.5565
ZNF692	-1.5475
FANCL	-1.8035
SH3GLB1	0.49875
C12orf61	-0.0515
KBTBD6	0.3425
SUPT5H	0.140875
XRCC6	-0.0916
HUS1B	-0.2014
FAM133B	-0.361428571428571
LOC728276	-0.1565
KCTD18	0.97375
SOS2	0.829833333333333
CCDC99	-1.728
C1QTNF5	3.299
NNAT	0.259333333333333
USP16	-0.1215
LARS	-0.905125
ZBTB2	0.156875
ABO	-0.09
TRAF3	-0.0645
GALNT5	-1.7145
NAP5	0.47025
ALG14	0.440666666666667
KIAA0515	0.127807692307692
WDR75	-0.770666666666667
TEX261	-0.036
LY86	0.3405
LOC389072	-0.6905
FLJ13611	-0.0845
MRGPRX2	0.757
SNRPA	-0.83375
OR2G2	0.0955
GPRASP2	1.784
C7orf42	0.5029
C9orf163	-0.416
CYP11B2	0.2675
FCRL3	0.353333333333333
PRDX1	-0.26875
FGB	-1.1365
COX17	0.07
C16orf33	0.10525
PIWIL1	-0.1365
FOLR1	-1.624
KIAA0082	-0.673
FREQ	-0.544666666666667
TMCC2	-1.43433333333333
TCF12	0.13475
ZNF721	-0.06025
FAM130A2	1.9145
POU4F1	-2.73425
SNRPF	-1.180125
SGIP1	1.16166666666667
ZNF641	0.902833333333333
EMG1	-0.630625
PRRG4	1.3945
HIRA	-3.7305
MYNN	0.312833333333333
AEBP2	-0.16775
TBXA2R	0.199166666666667
ISL2	-1.81366666666667
PCDHB11	0.045
RNF144A	-0.165875
MARCH5	0.59175
DULLARD	-0.259666666666667
DCLRE1B	-0.5495
ITGA8	0.6135
TP73	0.644375
PRKCD	1.71125
NDUFB4	-0.1755
ATP13A4	1.953625
ANTXR2	-0.291
COL4A3	-0.29
MYO10	-1.4568
SLC6A18	0.65
PEX1	-0.11375
TMEM74	-1.2
RBM19	-0.6685
TAPBP	0.40135
RUNX1	1.128375
MID1	-0.88475
GPR64	-1.21666666666667
RASEF	4.594
GABRG1	-0.201375
MYO16	-1.07725
DBF4	-1.83183333333333
TSHZ2	3.8745
RIPK2	0.1625
PPTC7	-0.399666666666667
KIF4B	-0.7365
LRRC31	2.77775
ZNF540	1.38275
EFNB3	0.214166666666667
LOH12CR1	0.148625
STON2	0.466166666666667
GLP1R	0.838
CSTF2T	0.046625
IREB2	-1.04225
GRSF1	-0.27975
PDCD7	-0.495333333333333
LRRC43	0.7545
CNR1	0.349666666666667
IL1F7	-0.643
C12orf64	0.16925
FAM69B	-1.27475
NR2E1	-2.57483333333333
MS4A6A	2.1358
FTL	-1.2664
C7orf36	-0.22125
PCLO	1.6714
DYRK2	0.451333333333333
ARIH2	-0.579625
SAMD7	0.2675
SCNN1D	-1.1745
SLC32A1	-0.755
C22orf25	0.131166666666667
MRPS18A	-0.2525
GPR112	0.434
EARS2	-0.09875
ERN2	0.99
ATPBD3	-0.000166666666666674
PRH2	-0.946
CDKN2D	0.0835
PGLYRP2	3.50825
TRIM40	0.391
SEC14L3	-0.134833333333333
SLC22A1	-0.311
BTN2A3	-0.4665
RASA4	-0.04325
CCNL2	-1.28441666666667
MYBPC3	0.1895
GJA4	3.57375
CDC42SE1	1.5435
TRPV2	-1.876
MYPN	-4.4377
SIM1	0.371
CDADC1	0.220916666666667
ZFHX4	1.46425
NIBP	0.999833333333333
ADAMTS19	-0.38925
ABTB2	-1.56475
TSPYL2	-0.327
EIF2S3	-0.2194
SOX30	0.023
AP2A1	-0.276166666666667
DKFZP564O0523	0.3955
LOC285398	0.0415
CDH18	-5.1415
CHL1	2.1485
GATS	-0.599
TBC1D2B	0.152666666666667
OR1J1	-0.271
GSN	2.047
DPCR1	-0.15875
GARNL4	-0.651333333333333
SMARCA5	-0.554
PLEKHG3	0.811
ZBTB45	0.997
FRMD6	0.355666666666667
PLS1	-0.553666666666667
DGKZ	0.417166666666667
EFNA1	1.5566
WDR85	-1.00925
ANK2	0.3715
PAGE4	-1.18383333333333
SENP6	0.262333333333333
AKR7A2	0.627333333333333
FKBP10	-1.2315
VEGFC	-1.52233333333333
LARP1	-0.3681875
SRBD1	0.22275
ITGB6	2.714
SLC1A2	-0.242642857142857
INVS	-0.872666666666667
MPO	0.6305
MOBKL3	-0.1054
CUTL2	-1.930125
KLK2	0.016
VIM	-0.89475
REG1B	0.116
PCDHGC4	0.6045
C3orf34	-0.0305
SUMO3	-0.1295
CST9L	3.818
MLL4	-0.28675
SPR	0.924166666666667
SAMD9L	-0.0105
ABCE1	-0.3515
SUPT3H	-0.509166666666667
ACTBL1	0.12325
ADAMTS4	0.939666666666667
SLIT3	2.9495
RHEBL1	-1.5135
NPM2	-0.85125
MAN1C1	1.07875
KIAA1856	0.860083333333333
HSPA6	-0.0925
LOC388152	-0.502
C10orf140	-0.6525
ZDHHC12	-0.124
LIN7A	0.6213
PHC2	0.392166666666667
SPHK1	-0.4485
TRIM26	0.2785
FAM83E	0.9745
C18orf24	-1.30116666666667
ZNF578	0.0235
ORAI1	-0.8445
RUVBL1	-0.0739166666666667
C7orf20	-0.786
APAF1	-0.9645
SLC36A4	-1.79116666666667
MYH11	4.64366666666667
NEK1	0.4653
MPP2	0.84675
C12orf24	-3.1125
TNK2	0.6205625
ZNF289	-0.05725
MATN3	0.703142857142857
IFNGR2	0.7095
ITPR1	1.458
EBF3	2.9774
TBC1D20	0.2534
OR10P1	0.15725
DDAH2	1.9015
SHPRH	-0.73025
STX7	-0.8745
LOC554248	-2.217
BCAR1	-0.21475
ATXN3	0.00616666666666666
TRIM27	-0.1165
CDC42EP2	0.2485
CHP	0.352642857142857
SOX17	2.273375
ZNF259	-1.35916666666667
CHCHD1	0.578625
ZDHHC19	0.449
GBP2	2.8425
GARNL3	1.23775
MRC2	0.7475
C1orf52	-0.60425
AOF2	-0.1125
LRPPRC	-0.3516
ACVR1C	-1.18383333333333
TM4SF18	2.70916666666667
TMEM169	-0.482
PPP1R16A	0.222375
EBF1	1.03016666666667
RRS1	-0.403
SNX2	-0.37075
OR2T2	0.25
RBX1	-0.2055
ANKRD54	0.3385
TSNAX	0.759
TMEM83	-2.27875
ZBTB7A	0.834
ATM	-1.92183333333333
LOC338328	2.74216666666667
TIE1	1.37416666666667
HIST1H3G	-0.820833333333333
PASD1	-4.786
TINAG	0.39975
PCDHAC2	0.341
LRRC15	1.0115
WBSCR17	-1.016
TFF2	0.777
PARP2	-0.7885
NDFIP2	-0.515
PCDHGB2	-0.026
WDR60	0.22275
MAP7D2	-1.4798
USP45	-1.71975
GSDML	-1.3545
TNS1	0.39
PLCD4	1.23625
IQCD	0.655833333333333
SMPX	-2.679
CD9	1.42616666666667
SRGN	0.3935
CASP7	0.6325
INOC1	0.313833333333333
DKFZp451M2119	-1.753875
VMAC	1.777
USP53	0.7184
CAMK1G	-0.634375
TMEM106A	0.0906666666666667
CDC20	-1.5682
ACSL5	-0.833166666666667
CBWD5	-0.567125
C1orf87	-1.07633333333333
KIAA1274	0.903
PRUNE2	-2.29171428571429
LYPLA2	-0.103833333333333
DOK6	-1.28583333333333
GPR149	-0.084
FAM30A	2.3935
TMEM129	0.53525
SLC35B3	1.2195
ACPP	-0.4155
LOC200261	-1.257
SLC4A7	0.5742
CCDC40	2.29125
GART	-1.11725
THOP1	-1.204
SCARB1	-1.191625
CACNA1F	0.485
TRIAP1	-1.02066666666667
SYT14L	0.4325
SFRS8	-0.656333333333333
PBOV1	0.08
GOLSYN	2.35925
GJB7	-1.951
CAMK2N1	1.41966666666667
GREM1	2.90483333333333
FLJ20433	0.625
QPCT	-3.164
PRKAG2	1.25166666666667
H2AFX	-1.4405
C6orf154	2.33175
PLOD3	-1.176
ZBTB39	-0.449833333333333
WASF3	-0.232
DRG1	-0.187
PRR4	1.541
SPCS1	-0.1365
KDELR3	1.05233333333333
SRP19	-0.336166666666667
GABRA6	-0.344
MFSD1	-0.03275
MMEL1	2.42325
PDXDC2	-0.0904
BUB1	-2.86555555555556
RNF138	-0.825625
MYLPF	-0.626
AIF1	0.100166666666667
DYNLRB1	0.4395
HCN3	-1.58616666666667
HIST1H2AI	-0.112
MAP4K5	0.09925
LASP1	1.59325
LOC130951	1.9395
PLAA	0.4435
KRT6A	-0.751
C6orf117	-0.637
ARHGAP23	-0.6745
PTF1A	-0.378
GPHA2	-0.78075
LCE3B	0.1385
MCL1	0.565714285714286
EHBP1	-0.534666666666667
PRNP	-0.4755
ZSCAN1	0.64875
C1orf113	0.982333333333333
FOXA3	-3.31525
NEB	-0.51025
ASGR1	-5.24016666666667
CTGF	1.82483333333333
RAB17	0.360666666666667
MST101	-0.19725
JARID1B	1.5581
USP37	0.3944
PTBP1	-0.1325
PTPN7	-0.878833333333333
CDC7	-1.83216666666667
SNX7	0.0945
ZNF335	-0.2325
CPT2	0.09
HEATR1	-0.211375
HSPC152	-0.624875
C5orf40	0.381
PSME1	0.3335
STAG3	-2.2385
TMEM154	0.679833333333333
KLHL32	-0.492
TSGA10IP	-1.7955
SUV420H2	-0.775666666666667
SF1	-1.1238
2'-PDE	0.4669375
PNLIPRP2	-0.63
TRSPAP1	-0.18875
NUP210	-0.911333333333333
ANP32C	-1.6125
RAB11B	0.570333333333333
ASB15	0.1305
ITGB3BP	-1.49425
UBASH3A	-0.9155
YWHAB	-0.20825
TPRX1	-0.2645
LY6G5C	-0.32825
SLC7A2	1.52275
CLK1	-0.5341
HSD3B7	0.716666666666667
VDR	2.43525
C16orf74	0.10625
ACE	0.2255
PSMA2	-0.278333333333333
CCDC131	-0.849375
ZNF213	0.993333333333333
EML2	0.1265
ALS2CR13	0.55
GLYATL1	1.52825
DSPP	0.315
DHFRL1	-0.361625
C10orf30	-0.561833333333333
SH3RF2	0.9455
LOC197322	-0.7085
DLL3	-1.8395
TIGD7	0.09275
GFRA3	0.0315
CPA1	0.845166666666667
RTN4	0.355666666666667
PPT2	-2.08816666666667
FASLG	2.4205
FOXP4	0.546125
RPL26	-0.00610000000000001
GNL3L	-1.76383333333333
FMR1NB	-0.294833333333333
CD163	5.724
SGPP2	1.82525
GIMAP2	0.72225
CD37	0.633833333333333
DPT	4.43708333333333
NBLA00301	2.03425
RGS5	2.63058333333333
C9orf4	0.33
ACTL8	-3.70183333333333
PRKAR2B	1.549875
OPLAH	0.6965
C20orf134	0.81475
SPACA5	0.54525
TBL1X	-0.0408333333333333
TSPYL3	0.921
CHCHD3	-0.32475
CRKRS	0.279166666666667
GPR65	3.73675
DFFA	-0.442625
FUT1	0.50625
C6orf204	-0.643666666666667
TMEM51	-0.155
ZNF580	0.18875
CMTM2	0.1895
C20orf200	-0.6245
EZH1	0.373666666666667
FDX1L	-0.182125
MRPL32	-0.57425
PCAF	-1.149
ALOX15B	1.82566666666667
CD59	1.22404166666667
CDK9	0.445625
ERP29	-0.512333333333333
TTR	-5.84375
BCMO1	-0.1455
DDIT4	-1.1938
PTGDS	2.70475
C3orf63	0.127333333333333
BST2	0.64675
CYP1A2	-0.354166666666667
C5orf25	-0.68175
STX1A	-1.40229411764706
OR2A12	0.128
SH3BP5L	0.75875
SERINC5	0.287875
USP6	-0.4233
MRPL3	-0.265833333333333
POMP	-0.352125
INPP4B	1.6775
GMPPB	0.81275
EAPP	0.57425
AHSA1	-0.57975
ABCA11	-0.1105
SLC5A6	0.100416666666667
HIVEP2	0.13325
SUMO2	-0.12775
KIAA1822L	-2.09666666666667
C11orf67	1.25875
TXK	-0.666
PHCA	-1.4046875
ICAM4	-2.54216666666667
FPGS	-0.0355
SNRPA1	-1.363
KCNJ4	-1.004
KIF6	-0.5728
HIST1H2BG	-1.48033333333333
SLC5A5	0.669
ZNF354B	-0.440833333333333
IL12RB2	-0.24325
C11orf76	0.387333333333333
GAL3ST2	0.09
AIFM2	-1.664
SYNC1	-0.2625
UBL3	0.45325
PIK3CG	-1.5875
NLN	-0.4466
BCORL1	0.8145
CD5L	0.29075
ZNF238	3.16983333333333
KIAA1394	-0.7125
C16orf55	-0.6492
CYP3A7	-2.9625
KRTAP3-1	-2.431
TFDP1	-0.725333333333333
MND1	-3.3165
NODAL	-0.1055
GTPBP4	-0.15025
TUBGCP2	0.72075
SLITRK5	-1.361
CIC	0.60275
CD79A	0.7515
SAMD14	0.343166666666667
TNPO3	-0.3295
OR10G3	-0.1215
OR10G8	0.0605
CCDC111	-0.1575
HOXC9	1.26425
DCUN1D1	0.3585
CYB5R1	1.79225
TSR2	0.57475
DAB2IP	0.9956
SLC6A5	0.1245
RAB3D	1.717
DCUN1D4	-0.977833333333333
ERBB3	1.71125
SDC1	1.52908333333333
ATP6V1H	0.477
SYK	0.507
ST20	-0.85275
C13orf30	-0.1305
WDR40A	0.625833333333333
ADMR	-0.016
LOC388335	1.58175
ACSM1	3.1195
TDG	-1.18658333333333
FLJ11235	-0.0445
MRPS5	-0.9125
AGPAT2	-0.226
SLC12A1	0.404875
CYP27A1	0.1225
THAP7	-0.71925
XPO1	-0.595416666666667
ALMS1L	0.428833333333333
C1orf2	0.624125
ZNF777	0.163333333333333
CAMK2A	0.224833333333333
SMC1B	-0.675875
IHPK2	0.289133333333333
LEMD1	-1.7625
NKD2	0.1999
CLU	0.820857142857143
ARMETL1	0.699
PABPC4	-0.68675
CXCL12	3.20783333333333
TFAP2C	1.5882
TTTY8	-0.27
ABCB10	-0.642
ENDOD1	0.177
IDI1	-0.5875
KCTD6	1.23316666666667
CCDC105	-0.2035
ULBP2	-1.824
ZDHHC5	-0.042
WNT8A	0.19
COMMD10	-0.27325
KLHL12	0.490625
GPR50	0.355
NR5A2	0.082875
OXGR1	1.98033333333333
EHD3	0.358
CAPRIN2	-0.805
KLRC3	-3.15375
SF3B1	0.247142857142857
IPO7	0.0115
ALDH1A1	-0.41
ANKRD5	1.561625
TSNARE1	0.2415
DDEFL1	1.561
RNASEL	0.912833333333333
DNAH9	-0.40925
HELLS	-1.8735
TNS4	2.791
NAV1	1.0118
KIAA1409	0.0325
C20orf26	3.07083333333333
TUBG1	-0.5765
IRX2	2.76025
CNGA4	0.1085
MGC50559	1.698
OR4K17	0.4315
TM2D2	1.08033333333333
FAM32A	0.225
TXNDC14	-0.90275
CCBL1	-0.9295
ANK1	-2.8431
PRSS23	0.571125
PPM1L	-0.079
SPATA20	-0.2945
APCS	-0.23275
C14orf122	-0.410666666666667
PSMB5	-0.114125
C6orf10	0.0526
SETDB2	0.0866666666666667
SPNS3	-1.117
SGMS2	-0.362833333333333
MXD3	-1.039
MON2	-0.0984
CARTPT	0.031
HNF4A	-0.905166666666667
RABEP1	0.1963
TNFRSF10B	-1.293875
USH1G	0.0665
PPAP2B	-0.651166666666667
TMEM16K	0.03825
CTDSP1	0.9875
CDK5R1	-0.383166666666667
GABRR1	-0.2325
OPN1LW	-0.1325
FAM98C	0.84075
DBN1	0.732125
ACAD10	-0.653
QTRTD1	-0.42025
WNK3	0.119166666666667
RPS19	-0.1235
C1QB	2.63175
OTUD5	-0.17525
SLC41A2	0.3775
TMEM22	-2.25116666666667
KHSRP	-0.776583333333333
TNFRSF11A	-0.484333333333333
FBL	-0.3145
IBTK	-0.268666666666667
OXER1	0.218
CBLN4	0.722625
GPR172B	1.398
CFTR	-1.65525
VSX1	2.3635
CAMK1D	-0.516
LOXL3	-2.27175
RTP4	0.42025
SLFNL1	0.03425
KIAA0828	-0.037375
PAR5	-0.068
LOC723972	-1.69625
GDI2	0.877375
CEBPA	0.3292
MLF2	0.0991666666666667
AFMID	-0.3605
ALOX12B	-0.104
BPHL	0.802375
COX5B	-0.6805
S100A10	-0.3698
THOC6	0.57175
NHN1	-0.07625
RRP12	-0.215333333333333
ARID3B	-1.778
CD3G	-1.5465
KIAA0133	0.39575
NAT11	-1.66866666666667
PPAT	-0.671166666666667
SIRT3	0.783
TCERG1L	-1.80875
NIPA1	0.1984
DPP8	0.043
IL7R	1.55383333333333
ZFP64	0.106
DMAP1	-0.2954
TRMT12	0.4945
TLR4	1.1358
WFIKKN2	0.0835
RAB12	-0.327333333333333
DDX51	-0.701833333333333
KIAA1086	-2.59675
ZNF295	-0.519666666666667
ACVR2B	-0.721857142857143
LOC494150	-0.809125
ZNF517	0.1665
DNASE1L2	-2.0945
SUFU	0.791666666666667
LOC283677	-1.087
LMO3	1.75266666666667
PPP2R5D	-0.0351666666666667
ZNF587	0.0353
HIST4H4	-0.0015
CYP2C8	0.324
C1orf80	0.828166666666667
DOCK5	-0.964833333333333
C9orf24	0.558
OR5AR1	-0.137
C11orf24	0.1665
UNQ1940	-0.51
CAP2	1.28466666666667
TIMM44	-0.841
DSEL	-0.7061
ROM1	-0.0045
FBXO4	0.833375
MYLC2PL	-1.828
MLH3	0.9695
NOX1	0.449833333333333
DPEP2	1.15925
DNAJB5	-0.18225
RLTPR	0.4455
MBIP	-0.4765
COPB1	0.315333333333333
SFTPA1B	0.1465
C10orf4	0.2498
PRELID1	-0.44825
NOLA1	-0.395
C19orf24	-0.19025
TLR9	-1.8605
HLA-DMA	2.41583333333333
HCRP1	-0.7635
GPR137	-0.264166666666667
ITGA11	-0.224666666666667
PHF13	0.971833333333333
MARK4	0.439333333333333
METTL4	-0.487
MBD3	-0.4809
LOC134145	0.315125
FGF3	0.47875
SLC35A3	0.780125
CLEC16A	0.12425
AMOTL1	-0.951833333333333
FLJ31438	-0.33175
PAICS	-1.511875
TOMM40L	-0.0883333333333333
MMD	-2.15025
KLK10	0.8541
NIT2	-0.0631666666666667
SERPINB10	0.29925
KLF15	-0.2045
CCDC5	-0.499
WSB2	-0.47325
ME3	1.372375
CACYBP	-0.515166666666667
TCTN2	0.9085
JAK1	1.73425
C2orf25	-0.46925
GPD2	1.4285
FBXL11	0.764666666666666
CDV3	-0.199
GALNT11	0.812125
NDUFA12L	-1.244
FLOT1	-0.0648571428571428
TOR1AIP2	0.56775
MMP25	-0.16
C1orf164	-0.2023
CHST5	-0.04675
LYRM4	-0.39455
GPER	-1.9545
HIPK2	0.204333333333333
DAP	0.2043
ZMIZ1	0.764333333333333
DDX58	1.452125
DCC1	-2.21375
AKT1	-0.24375
ENPP6	1.41133333333333
ERVWE1	-0.634
CDC34	-0.263
RNF125	-1.858
CASC1	3.612
SHROOM2	0.7805
RRM2B	0.0713333333333333
COL6A3	2.418625
TMEFF1	-2.26275
PLEKHA4	1.3306
LYSMD1	1.2435
SEPT1	-0.5935
AOF1	-0.231
GNPAT	0.38175
WDR18	-0.2185
HSD17B12	-0.66
HIST1H2BM	-0.644833333333333
INDOL1	-0.0175
SUDS3	0.05275
C1orf192	0.9975
CYP2B6	-0.81075
TBC1D2	1.799
SLC25A12	0.192
ERCC6L	-1.41633333333333
MGC10814	-1.69966666666667
POLR2C	-1.44333333333333
ZNF77	-0.357
EIF3K	-0.1079
HPX	4.91475
ANKRD27	-0.436625
MALAT1	-1.2798125
PLB1	1.30316666666667
HRNBP3	-1.32625
CPSF4	-0.70575
OR52N2	0.442
PIP5KL1	0.90725
GH1	0.336
HPS5	-0.19225
SLFN5	0.054
POP5	-1.27416666666667
OVOS2	-2.2285
C20orf108	0.41275
MARS	-0.5515
CLRN3	2.12016666666667
ARSE	-0.8595
PPIE	-0.1635
PHACS	0.113833333333333
GP5	-1.149
IL8RB	0.6975
FCRLA	-1.906125
ARRDC1	0.1302
KRTAP9-4	0.242
ZNF613	0.89
OR11A1	0.202
TMEM132B	-2.58975
PGLS	0.511
BSND	-2.623
KCNK18	0.031
FOXD4	0.8905
SV2C	0.33225
LCN2	1.62383333333333
ZNF490	1.0496
C3orf15	2.4838
CACNA2D4	-1.1945
CBX5	-1.0665
MAGEB4	0.30775
BOLA1	1.2435
PPP2R5E	-0.15475
COL5A1	1.74225
ASB7	0.1355
SFT2D1	-0.627625
DERL1	0.0186
RABL2A	1.1505
MOAP1	0.8795
KIAA1545	0.719833333333333
F3	1.47675
PLEKHM2	-0.4725
CCDC89	1.30716666666667
EFCAB1	2.889625
TMEM48	-0.97825
SEPHS2	0.35425
PYGM	-0.122
PRICKLE1	2.331
WNT5B	0.1085
TAS2R38	0.1485
IMP5	0.424
KHDRBS1	0.1007
LARS2	-0.981
C3orf28	-0.5885
FTCD	-3.43475
C10orf68	1.67866666666667
DGAT2L3	-0.00374999999999998
PSEN1	0.9775
MGC33657	0.61775
PLA2G4B	0.4195
CDKN2A	-1.09366666666667
DLX1	-2.62475
TSHB	-0.0745
C18orf37	-0.014
MEX3C	0.635
MAMDC2	1.4865
PDIA4	-0.22175
ATP5E	-0.28025
CASP2	0.160571428571429
SERBP1	-0.153923076923077
ZNF341	0.315
TESC	-1.66775
TMEM31	-0.215
OR51I2	0.486
YTHDC1	0.689642857142857
JUN	0.901166666666667
AGMAT	-3.46966666666667
PCNXL2	0.10925
ATAD5	-2.077875
STK38	-0.0335
AZI1	-0.405625
RBP1	2.922
C4orf26	-0.809
KIAA1026	1.3855
TMEM101	1.43425
HSFX1	0.5175
TREX1	0.80575
C18orf10	-0.6188
TRIM15	-3.603125
CA6	0.539714285714286
CEP57	-1.294375
AR	3.8695
SESN2	-0.325833333333333
KIF3C	0.880875
EPB41L5	0.6405
ARHGEF10	-0.938681818181818
POLR3D	-0.013
INDO	-1.0385
GABRA3	-0.5165
SCG5	-1.1133
E2F3	-0.7041
TIGD5	0.86425
FGD6	0.965083333333333
KLHL3	-0.2305
SCGB3A2	-1.3805
URP2	-0.561666666666667
ATP6V1B1	1.454
CALML6	-0.568
LOC100049076	0.1055
TMF1	0.3425
LOC388503	-0.235
CDH5	3.08775
RPS6KC1	0.542333333333333
DAAM1	0.7637
TNFRSF10D	-0.9555
GSTT1	0.905
INPP5A	0.52
TRAF3IP1	1.5315
SMARCE1	0.281571428571429
VRK1	-1.31175
TTC16	1.5835
AARS	-1.24133333333333
ARHGAP27	0.0766666666666667
ZAK	0.516928571428571
ACSM2B	-2.6835
TRAP1	-0.689666666666667
MRPL53	0.393625
RNF44	-0.3015
NPTXR	0.056
DPYSL3	0.8335
APP	1.6735
GLS2	-0.124
MNX1	-3.1735
CMTM7	0.3845
OR10A7	0.401
NYD-SP21	2.60733333333333
ORC5L	-0.23725
SLC16A10	-1.9655
TMEM178	0.983
LOC441601	-4.76125
PTGIS	0.48125
KBTBD7	1.19925
C19orf41	0.1095
CEACAM3	0.151833333333333
KRT23	0.01775
SERHL	2.388
PNKD	0.6391875
UBC	0.1135
ATRN	0.17675
HAPLN1	-1.59375
