Hybridization REF	TCGA-A2-A0EN-01A-13R-A084-07
CEP152	-2.2681875
CLIP1	1.078375
ZNF75	0.71075
ATP5C1	-0.456833333333333
NUDT5	-0.9855
PSCDBP	2.04825
UBP1	-0.3585
RBM27	0.44925
C13orf15	3.1755
ZNF282	-0.271166666666667
ZNF222	-0.1222
COL10A1	6.27225
PRDM15	-0.701625
TTTY5	-0.3985
FAM9C	-0.204636363636364
C20orf67	-0.34425
GNG13	-0.339
F12	-0.29875
C1orf41	-1.7715
CPXCR1	0.157
GSK3A	0.03025
SUPT6H	-0.027
PI16	1.99666666666667
ELL2	-0.00758333333333334
C9orf167	-0.8275
PVRL3	-1.4127
FLJ38596	0.519
ADAM20	0.1485
GPR89A	0.5875
GPR87	-1.1385
ZNF30	0.248
SMR3B	0.11225
ZNF770	-0.608125
TRPC4AP	-0.435166666666667
DKFZP686E2158	0.849333333333333
C2orf28	-0.139333333333333
FREM1	0.078
LAMA4	1.23016666666667
ADPRHL2	-0.198
EIF4G2	0.3805
GUCA1A	-0.5285
CTNNA2	-1.53857142857143
NUDT15	-0.571333333333333
CEPT1	1.10833333333333
ZNFX1	1.2075
CCDC92	1.09075
TDRD1	-0.447
KCNK5	-1.3085
ETNK1	-0.0625833333333333
LTA	1.663
TTPA	0.6475
B3GALNT2	0.532125
SC65	-0.812666666666667
PEX5L	-1.4875
EPS15L1	0.23525
MGEA5	0.01825
HIST1H3A	0.50975
ING1	-0.241375
BCAT1	-2.434125
ORC6L	-3.73536363636364
KLK11	0.101
C19orf28	-1.435125
DNER	-4.7715
MED22	-0.616428571428571
ETV6	1.40375
CHAC2	-2.42725
CD300E	0.1895
CEBPB	0.519
ZNF398	-0.23
LRCH3	-0.099
HMGA1	-1.94716666666667
CAPN7	-0.202
MGC5566	-3.17125
CCL3	2.652375
NANOS1	0.062625
ZFYVE19	-0.92275
APITD1	-1.3555
PARD3	0.0055
IRAK4	0.1645
SERPINI2	0.6845
CEP170L	-0.02225
TTC9	2.513
MYOM3	-1.01875
MLPH	1.725625
LOC222699	-0.0395
NRG1	-0.734416666666667
TBC1D9	3.07272727272727
TTK	-2.96116666666667
ZNF557	0.4056
DDX41	-0.339833333333333
FANK1	2.1705
UBE2D2	0.11275
PSMB10	1.31725
MYH7B	0.2365
GABARAPL2	-0.205625
MARVELD2	1.708
DGCR2	0.0948333333333334
UNC45A	-0.625666666666667
C6orf72	0.5245
ZNF683	5.0135
GIT2	0.62025
CASK	0.1205
C14orf161	4.451
LRRC44	0.173
TIFA	1.083875
UTP11L	-0.579875
C6orf65	-0.815
FDPS	-0.69175
DUSP9	-2.245
SLC17A8	0.0523333333333333
OR51G1	0.289166666666667
NANS	0.4755
OLFML1	2.1465
ATP10B	-1.426125
NPAS3	0.703
PRKCA	-2.1675
GGA2	-0.2508125
LCE4A	0.067
SPANXN3	0.1975
CCDC115	1.515375
SDCCAG3	-1.07375
GLIPR1L1	0.34075
TTC1	0.309
C17orf76	-0.11875
MAD2L2	-1.7745
HIPK1	0.396
LRRC3B	-0.109166666666667
CLN3	-0.638045454545455
C17orf47	-0.027
FMN2	-2.802625
TUBB1	-1.8125
WAPAL	0.271166666666667
C3orf21	-0.70175
SCN5A	-0.614
SMYD1	-0.1775
BEX5	1.64075
ZNF192	-0.132
SEC22A	0.213
GRIA2	1.57838461538462
KIAA0825	0.02225
NUSAP1	-3.33336363636364
LANCL1	-0.00675000000000002
C15orf40	-1.3034
ZNF645	0.296125
GPR61	0.004
NLRP14	0.0595
SNX21	0.068
C1QTNF8	-0.04
C17orf46	0.34675
IFNA8	0.089
SPRR1B	-1.91733333333333
FLRT1	-0.65475
SNX17	0.350833333333333
ASB2	1.1075
HBG1	-5.444
RPRML	-2.1145
JOSD2	0.166333333333333
PLSCR3	0.44
SPOCD1	-0.933
RAB39	0.0565
GHRH	4.62366666666667
ITIH5L	0.18425
C17orf37	0.03925
SMCR8	0.50975
DPY19L2P3	-0.563666666666667
IL11RA	1.1095
GDF3	-3.76966666666667
RPS6KB1	-1.01758333333333
DNAJC19	-0.00569999999999999
TOP1	-0.0745
CRCT1	-0.704857142857143
MPST	-0.325625
DPM2	-0.198375
FAM38B	-2.192
SLC18A1	-2.32766666666667
FARP1	0.659833333333333
PAX7	-0.13775
TUBD1	-1.2045
GNL3	-0.504625
BTG2	1.8634
NDUFS6	-0.133
C1orf79	-1.94975
ERAL1	-0.87175
ECHS1	0.5855
VPS4A	-0.443833333333333
CYP11A1	-0.0495
ABCC6	-1.12535714285714
PBX4	-0.907
MOSC1	0.720625
NCF4	1.67975
HYMAI	-0.19
NAGPA	-0.692375
OTOP2	0.0425
ACOT12	-0.14075
MTHFD2L	-0.576375
LOC441376	1.48175
C19orf34	-0.204
RAB1B	0.24475
ALDOAP2	-0.1105
NTRK1	-1.43216666666667
ARTS-1	1.6091
SLC6A11	-0.9255
NAP1L2	0.21225
CNGB1	-0.173833333333333
EPB41L4B	0.874583333333333
FAM134B	1.8895
HS3ST3A1	-0.2635
CPXM2	5.2225
SIRPB2	0.4135
CHORDC1	-0.6565
TRIB3	-1.9165
SLC2A5	0.83025
C2orf49	-0.246833333333333
DDX5	0.0125
OR5L1	0.6905
ANAPC4	-0.658666666666667
ZSWIM1	0.25875
LOC93622	-0.05225
KCNK3	0.185
RP11-35N6.1	-1.66525
ZFP161	0.00549999999999999
AQP9	3.07075
SLC15A2	0.123833333333333
MREG	0.212
OR9I1	-0.0675
PDLIM2	0.314125
ADAM7	0.422
GSTCD	0.275
WDR21A	-0.06525
SLC12A8	2.22016666666667
TMEM174	0.032
IGSF3	0.915666666666667
LRRN1	2.62225
LOC402117	-0.193
SRPK1	-1.41683333333333
LY6K	-1.68825
NFIA	2.723
PTCD3	-0.89125
LEP	3.1235
PCDH21	-0.7035
MAPKAPK2	0.719571428571429
NMNAT1	-0.554166666666667
LHFPL2	1.328625
C9orf43	-0.19375
DIP2A	-0.566833333333333
ACTR8	0.268375
CCDC34	-1.21725
PTPN22	0.724
ITGA3	-1.16275
FAM129C	1.0685
RABGGTA	-0.0688333333333333
UNC45B	0.92825
KIAA1033	0.11875
ZNF510	0.16
CYP2D6	-0.9725
SLC26A10	-2.2095
STX8	0.176
LUZP1	0.416125
WDR89	-0.0298333333333333
EIF4G3	-0.7149
C5AR1	1.3075
ZNF623	0.1465
A2M	2.017
TGM7	0.392
GRPEL1	-0.434833333333333
LMNB2	-1.6407
ROCK2	-0.27
SNX16	0.91525
CCDC66	-0.04575
ANXA3	0.51675
KIAA1609	-0.419875
EED	-0.8865
RNF32	-0.117
HES1	0.4596
CLC	0.919166666666667
ISL1	0.0588333333333333
KIAA0528	-0.057
MANEA	0.517
C1orf61	-2.287
hCG_2001000	-0.011
RAPGEF6	0.3173
KIAA0020	-0.649
NEIL1	0.3265
C16orf45	-0.578
RBM10	-0.557166666666667
C10orf125	-0.857875
MRS2L	-0.62725
DNAH17	-0.242375
C19orf10	-0.4505
C1orf160	0.137
SLFN12	1.8055
EXOC3	0.079
HIST3H3	0.3345
NCOR2	0.2395
TNFRSF9	2.05675
MFSD8	0.7365
ALX1	-3.55166666666667
NOL1	-0.87625
PODN	3.11375
TIAL1	-0.94575
HIST1H1E	-2.682
NPY6R	0.55425
TM4SF4	-0.67875
CORO2A	-0.22225
ETNK2	1.32266666666667
APOE	0.6626
ANGPT4	0.0815
HDGF2	-0.47875
G30	0.6045
ST8SIA4	0.515875
F2RL1	0.862
FAM19A4	-4.15175
CCAR1	-0.67025
B3GNT7	-0.2175
OPHN1	-0.3299
DSCR6	0.18
C21orf13	0.936
GAS2L1	-0.0608333333333333
RFX3	0.4705
COPS4	0.231625
BCHE	-4.77133333333333
BCL2	1.151625
HBZ	-3.1245
ARL13B	0.491125
MAPBPIP	1.04525
MYO15B	-0.51225
SPZ1	0.1315
KIAA1324	2.36922222222222
PLCL2	0.482125
C4orf29	-0.11575
WDFY2	-0.086
ZNF284	0.531
NAALADL1	0.594
DUSP5	0.274
PXDN	0.98625
SLMO1	-1.0725
TNXB	0.3407
BIRC7	-1.63325
A4GALT	1.06033333333333
TIMM22	-0.0825
FAM110C	0.852
TOMM34	-0.683125
ABHD9	0.413
ADAM32	0.8295
CRHBP	1.1035
AQP2	0.319375
LOC130355	0.59075
ZNF187	0.289666666666667
ZNF816A	0.7425
F7	1.131125
CNOT1	-0.5212
SLC13A4	-1.027
ZBTB11	-0.07
B3GALT5	0.11125
EXOC2	1.0605
IRS1	-0.2665
TMEM1	0.135833333333333
MRPL34	-0.558666666666667
SAMM50	-0.64575
CDC42EP3	0.4535
HSF2	-0.6033
MFN2	-0.38
TSPAN7	0.377666666666667
NUCB1	0.409583333333333
RHOH	-0.45225
ARL16	-0.0485
TACR1	0.328
SFRS5	-0.353
SNX25	0.024
RHBDF1	0.341666666666667
PCDH18	2.81166666666667
HMG1L1	-0.25375
MYO5C	0.347375
MAPK10	0.319
LDHAL6A	0.0196
NUDT12	1.09316666666667
NCAM1	-0.3025
GLIS2	0.463
GGTL4	-0.1555
DAPP1	1.72375
ATF7	0.864125
KIAA0748	0.7845
NFIL3	-0.2185
TM6SF1	0.8507
SEZ6	-0.08075
NANOS3	-0.350333333333333
DNAJA3	-0.820333333333333
CLDN6	-2.935
CIITA	3.461
EPHA4	-0.265416666666667
FANCC	-0.78325
CMTM3	1.5085
PSG3	-0.528125
MRPL15	-0.35975
C21orf59	-0.05575
PLCXD2	0.11975
C2orf34	-0.388875
UBE2L6	1.803625
MED14	0.160666666666667
HP1BP3	-0.717
C6orf208	-0.42
TPBG	1.40525
OSR2	-0.579875
XPC	-0.0625
KLHL7	-0.905083333333333
CCR3	-0.3295
AGTPBP1	-0.523833333333333
PCSK6	1.4522
STAT5A	0.0649
FAM18B	0.3315
LONRF2	1.23
PTPN2	-0.268625
SF3A3	-0.946333333333333
EFCBP2	-0.444
HCFC1	-0.447166666666667
AHNAK	0.47635
ACTR5	-0.3155
KIF14	-3.21014285714286
TENC1	1.40125
HEATR5B	0.673
YIPF2	0.629166666666667
MYEOV2	0.6594
DUSP18	1.099
KIAA1012	-0.31425
AHR	0.992333333333333
C17orf53	-2.00733333333333
PTPRH	-4.10025
ATP6V1C1	-0.0475
TAS2R3	0.433
LOC440356	-1.2535
COQ10B	1.02
PSMF1	0.464583333333333
SORBS2	1.40566666666667
NFE2L2	0.34775
TMCO7	-0.7275
SH3PXD2A	0.4917
SH2D2A	0.8955
SPINK5	-2.84025
MRPS24	-1.00925
OPA3	0.256625
TRAF7	-0.4825
C4orf35	0.3185
MT1G	-1.795375
MGC39545	0.714
HS1BP3	0.1309
OR2B2	0.3525
CHRM4	0.56
SFRP2	4.24333333333333
RIC3	-0.548
ART1	-0.0495
C6orf1	0.48575
DUS4L	-0.94275
C10orf104	0.654
TNFAIP6	3.65775
RTEL1	-1.82625
CCT4	-1.0433
ZNF709	0.181
CHMP6	-0.131666666666667
UPP2	0.3505
CYP19A1	-1.447
CD151	-0.868666666666667
NDUFA13	-0.0635
ARFRP1	-0.985333333333333
FAM26B	2.05325
CRYBA1	-1.5035
MRPL41	-0.0508333333333333
NPFFR2	-1.459375
HRH2	-0.038
SCAMP3	-0.0438333333333333
MTMR6	0.7987
MTG1	-0.873166666666667
UBTD1	1.26675
CRABP1	-3.158
FLJ33790	1.2597
KIAA1908	-0.308333333333333
GPR158	-2.373
PACSIN3	-0.7915
OMD	3.944
CATSPER1	0.1105
HOXB8	-0.6255
FBXO46	0.6585
OAS1	1.621
SVIL	0.446
PHB2	-0.876
ADCY3	-0.119
NDRG2	1.95433333333333
ERMAP	0.6455
APBA2	-1.61933333333333
IGSF9	1.29225
WNT6	-0.5285
MYCBPAP	0.692
ATP2B2	-0.3311
CPVL	0.0654
TRAM2	-0.760166666666667
NOP5/NOP58	-0.5565
ZNRF4	-0.235
TLK1	0.07825
MTMR12	0.558214285714286
ZNF384	-0.151
FAM9B	-2.93125
RPN1	0.8519
PMVK	0.90725
EIF3D	-0.4107
SIX2	1.02175
HPS1	0.687928571428571
RNF7	0.23125
PSKH2	0.2185
KCTD13	-0.577333333333333
CSMD3	-0.569
FBF1	-0.4525
IL8	-5.9695
SERPINB13	0.116272727272727
FBXL20	-0.159
BLR1	0.08875
SH2B1	-0.396166666666667
RFNG	-0.2345
RAB20	1.0675
RBM7	-0.04125
POLR1A	-0.441666666666667
TMPRSS4	-2.54625
TAF9	-0.5715
TERF2	-0.0446666666666667
TNFRSF1A	1.182
ACADVL	-0.616166666666667
GTF2H5	0.1525
EDG8	-0.627
C9orf140	-2.668375
UST6	-0.0015
ZBTB8OS	-1.14325
ZNF710	0.497
GPR174	-0.3055
ATP6V0A2	0.122
KIAA0319L	-0.24625
XKRX	0.0965
DOPEY2	1.6603
SDHD	-0.174333333333333
SUMF1	1.696
OSM	2.50525
OPN3	-0.987
DAGLB	-0.364333333333333
PPFIBP1	0.4913
TRIM63	-2.405
C10orf53	1.1255
LYPD3	0.117
BCL7A	-0.3335
AGER	-1.45983333333333
TCF19	-1.5795
SAT2	-0.099
PFTK1	0.672333333333333
GABRE	-1.6625
C15orf38	1.1741
FIS1	0.2305
KCNV2	-0.171
CLPS	0.1895
PPCDC	-1.173125
FOXN2	0.633833333333333
NT5E	-2.9898
CD83	1.95175
IL18	2.11625
VPS16	0.19825
IGFBP2	-0.6255
NOTCH2	1.147
SIGLEC1	2.882
CD93	6.2805
SULF2	0.40775
CEP164	-0.49075
P53AIP1	0.782333333333333
TOR2A	0.0533333333333333
ZNF136	0.55425
MGP	3.9628
CCDC144A	0.00983333333333334
TRPC1	-0.450833333333333
SMS	-0.44
MAPK7	-0.195333333333333
RRAGC	0.90625
PARD6A	-0.807333333333333
NUB1	0.764666666666667
SYNGR4	0.25875
OR11H12	-0.4635
WIF1	0.20825
GCH1	0.731
OR11H4	-0.025
SLC44A5	0.067
GPRIN2	1.2135
LOC401431	0.584
CPA4	-2.2296
MELK	-3.06688888888889
IL15RA	1.227
CUL3	0.27125
HMBOX1	0.26825
PODXL	-0.821
CCT6B	0.6935
COMTD1	-0.06775
MUC20	1.09133333333333
GPX2	-4.03625
ITK	1.024125
FBXL5	1.9175
C13orf27	-1.5875
DEFA5	0.5395
TRHDE	0.5385
MTP18	-1.49783333333333
UQCRQ	1.1181
ITGB2	2.7705
CSRP2BP	0.07175
TAS2R44	0.445
PHPT1	0.277125
FAM44C	0.819
ERH	0.0145
MPHOSPH1	-1.88383333333333
MORC1	-0.278
PARVB	-0.59
LAMA1	-2.42233333333333
PGBD3	0.13025
GIMAP6	4.4785
AREG	-2.1155
LIPT1	0.17875
MGC99813	-1.93825
C1orf201	-0.496
GRIN2A	-0.816888888888889
MAN2C1	-1.27475
NSUN5	-0.88425
SF3B5	0.534
MYC	-2.1365
NRXN1	-0.837833333333333
ZNF18	0.2045
SPDYA	0.068
SLC37A1	1.049
DECR2	0.0575
ANKRD38	1.678125
SPTLC3	-0.613583333333333
SUPT16H	-0.62475
DTWD2	1.22975
ULBP1	0.346
ZADH1	0.00983333333333334
OIP5	-4.38425
IL10RB	0.553666666666667
OTUB2	-0.154375
VWA3A	0.0423333333333333
SPIC	0.567
OR6C4	-0.2665
PSCD4	2.02566666666667
DPY19L2P2	-1.0305
TRAPPC6A	0.881666666666666
C21orf2	-0.0938333333333333
CEMP1	-0.79375
LIN7B	-0.8755
E2F7	-2.65283333333333
VCP	0.1984375
LAMA3	0.75375
BGN	2.4615
GPR160	0.8005
COCH	-3.852
GPR81	1.76066666666667
APOBEC3F	-0.685
tcag7.1017	-0.49975
C1orf32	0.045
SCGB1D2	6.8025
FLJ43987	-0.0885
C6orf170	0.70125
KLK9	0.083
GPD1L	1.011375
VPS37B	0.3175
ATG3	0.117666666666667
ADAMTS17	-0.106
KLHDC2	-0.188666666666667
NDUFV2	-0.69325
BLK	-1.27925
MATN4	-1.9775
GPM6A	-0.087125
GBP4	4.73866666666667
TMEM162	-0.0206666666666667
PKP2	0.7655
HRASLS	1.06633333333333
MMP1	-3.84875
SFXN3	0.0767
FSD1	-2.09716666666667
ST6GALNAC3	-0.952833333333333
CA12	2.2173
NCOA6	0.1185
C19orf58	-0.4009
PPP4R1	0.4025
MAN1A2	1.24566666666667
IKBKAP	-0.97225
UPF1	0.164833333333333
KIAA1219	0.60175
WNT16	0.184
SNW1	-0.092625
IL18RAP	3.6375
RPP30	-0.296625
CDC40	0.0722142857142857
SETD3	0.729333333333333
SLAMF6	1.26175
ELK4	-0.269
TRIM47	0.0776666666666667
ACOX3	1.422125
TRIM6	1.18125
KIAA0372	-0.191833333333333
TP53AP1	1.33275
SMURF2	-0.27325
ADAD1	0.193
EBP	-1.256
KRTAP13-2	-0.085
FLJ36874	-0.404333333333333
TOR1A	0.0538333333333333
P2RY4	0.562
GPBP1	0.71375
TRPV1	-0.113375
ADAMTS12	1.1255
PES1	-0.5526
ATG4A	1.04033333333333
MAGEA10	-5.02775
WFS1	1.756
CC2D1B	-0.703166666666667
PABPN1	-0.537
SLC25A30	0.07925
SLCO1C1	1.05516666666667
SLC22A5	2.00575
KIF23	-3.651
SYN2	-0.459666666666667
ASPN	8.7025
CENTG2	-0.0035
QSOX2	-1.959
FLJ10815	-0.103166666666667
STK24	-0.0213125
SPEG	-0.217
STK10	0.865666666666667
DACT2	-2.492
AAAS	-0.97525
SSX3	-1.49525
ABCD3	-0.1991
C4orf12	-0.65025
PARVG	2.0425
FIG4	1.16675
C9orf46	0.94325
TMCO6	-0.872
IGHMBP2	-0.95475
DUS2L	-0.946666666666667
FAM3C	0.3126875
TMEM16D	-1.433875
DCTN4	0.851
KCNH3	-0.33075
EIF2AK2	0.81325
AP1S3	0.136125
CST4	3.8065
PAM	0.9605625
NUTF2	-0.30275
CITED2	0.3816
SLC39A4	-0.52075
C2orf52	-0.722
GRM3	0.14275
C12orf49	0.60975
CCDC49	0.3041
GRAMD1B	-1.1585
FNDC4	1.62425
SIAH2	0.13075
GDPD4	0.3815
C21orf87	-0.131
ATP5A1	-0.6875
C16orf63	-0.979375
LOC388135	-0.397333333333333
ATP5J2	-0.49975
MMP3	0.024
EMID2	-0.45125
CRHR1	0.3075
WDR70	-0.34625
C13orf31	1.34
ZFAND1	-0.19675
CCL18	4.05833333333333
C3orf49	-0.098
RINT1	-1.3265
KIAA0408	-0.863666666666667
F13A1	5.3242
SLC10A1	-0.0151666666666667
OGN	3.18725
GIPC2	-0.382
XPO6	-0.6795
LCE1A	1.0845
FMR1	0.0691
LOC374920	-0.337
DUSP3	0.5105
ANKMY1	0.802
C7orf50	-0.13725
BBS9	-0.1718
UNC119B	-0.2515
C9orf72	0.261125
MGC35440	-0.707
ENTPD6	-0.076
PPP1R2P9	0.4635
ERCC4	0.045
FAHD2B	0.15
HMHA1	0.796
HACL1	-0.57525
RAD23A	-0.850333333333333
FAM83B	0.04225
PPP5C	-1.08716666666667
RNASEH2C	-0.048875
C9orf153	-0.483
SCAMP4	0.67825
GHITM	0.2628
NDUFB7	0.0435
ADCYAP1	0.857333333333333
SP110	1.9245
MAP3K7IP2	0.63675
DHH	-0.1305
AGRN	-0.126642857142857
WDR33	0.0573333333333333
CEP290	-0.308833333333333
PRPS1L1	-1.49316666666667
KLRA1	0.4355
GPR97	-0.017
CHD7	-0.475583333333333
TLR10	2.0835
SLC30A8	1.328
HIC1	1.68166666666667
IAPP	0.0275
RXFP4	0.2
GP1BB	0.648
SHQ1	0.771
NKX2-3	0.643166666666667
API5	0.028
FTHP1	0.979
MOV10L1	0.548666666666667
TRIM6-TRIM34	2.437
ADHFE1	1.08975
FAM117A	-0.1785
DDI1	-0.0216666666666667
CDON	-0.2285
TRIM73	-0.4045
IGKC	3.9495
MMP14	0.259
DYNC1LI1	0.15775
C11orf66	-0.07825
TRBV3-1	-0.177
FASTKD5	-0.05875
BIVM	-0.55875
LHX4	-0.27725
CXCL2	-1.1684
RAB2B	-0.234833333333333
IZUMO1	-1.265
MAP3K15	-2.02625
FAM19A2	0.1075
ZC3H8	-0.576
ZMAT1	2.063625
SPINK5L3	-2.591
SLC10A6	0.8985
APPL2	0.081625
CARD10	-0.204166666666667
LOC402176	-0.523125
EEF1D	0.4431
RAB6A	0.7724
C12orf5	0.0306250000000001
PAPOLG	0.68275
MSRB2	0.852
BCR	0.246055555555556
PUS3	-0.08325
TIAM2	0.429
ZNF317	0.190333333333333
CHD2	0.0935714285714285
FZD5	-1.46645454545455
NUDT8	-1.8935
ZNF763	0.314
PRC1	-3.13222222222222
ABCB9	-0.407166666666667
SPATA3	-0.2035
TRAK2	0.926875
STAB1	3.095625
LRRTM2	-0.106833333333333
psiTPTE22	0.985
DBI	1.0225
SERPINA11	-0.11175
NAT5	0.00725
C20orf58	-1.97
RPS6KA4	0.5635
FLJ90650	1.73225
TGFBRAP1	0.13125
CHRDL2	0.037125
FAHD2A	-0.276166666666667
CNTN1	0.64875
BBS4	-0.6795
TMEM181	-0.3765
MINPP1	-0.44875
MPHOSPH6	-0.3755
HOXC10	1.1383
ITPKB	0.147875
CLPTM1L	-0.021375
MEOX2	1.26166666666667
ATP6V0C	0.342875
PRPF8	-0.672
TMC5	3.73625
FKBP3	-0.698
PLEKHB2	-0.06525
OR4D6	-0.138
ZNF544	-0.7127
D2HGDH	-0.31475
RPL18A	-0.6758
HEL308	-0.134625
MPP6	-2.911
TCERG1	-0.80125
KRT16	0.0321666666666667
KLF17	-0.6805
KLF5	0.58
CDR1	3.506875
VCX3A	-4.941
FBLN2	2.508875
C14orf104	-0.4295
HBE1	-4.9347
OR4S2	0.581
C1orf108	-0.994833333333333
ROBO4	3.988
CPEB4	1.218625
C11orf80	-0.0931666666666667
BCKDHA	0.362333333333333
MYOC	0.99575
GIF	0.25
CKMT1A	-0.6165
RPL3	0.0245
THBS1	2.132375
APOO	-1.31275
ARMCX1	2.24125
HSZFP36	0.72375
SNAPC5	-0.68575
EIF4ENIF1	0.4785
ZNF433	0.224
TNFRSF21	0.603875
TMPRSS7	0.792
SPATA18	1.2074
HPDL	-3.5025
MKL2	0.7459
TBX3	-0.0837692307692307
C21orf93	0.0196666666666667
DAXX	-0.099
ELMO1	1.011875
RGS13	2.0725
TAF11	-0.3745
UNC13A	-2.32775
LOC653314	-0.6281
ORC3L	-0.124
IMAA	-1.8145
TARBP2	-0.72175
CABIN1	-0.6448
TRIOBP	-0.0604375
HIST1H2AC	-0.3065
RGS22	-1.85183333333333
NCOA1	1.40433333333333
IL25	0.8645
SNCG	0.386
GPR6	-0.171
AMDHD1	-2.12816666666667
CHEK2	-1.4975
C6orf142	0.1945
DRD4	0.6115
C14orf68	-1.26875
GDF11	-1.9405
SEMG2	0.277
CD247	1.13775
CDAN1	-1.1645
RBMX2	-0.163166666666667
TGS1	-0.19175
OIT3	0.2955
SYF2	-0.09925
MCM4	-2.363875
PKHD1L1	0.44925
CEP192	-1.45183333333333
IFT88	0.81625
RPL9	-0.296071428571429
RAB32	0.692375
DDX43	-2.11625
P2RX2	0.261
OR5D18	0.2595
UBE1	-0.107833333333333
SLC24A1	-0.052375
ARHGAP5	0.5425
CETP	0.2355
KIAA1731	-0.717333333333333
SLC9A4	0.332
PTPN6	1.44075
BAHD1	0.11875
GRIK3	0.1335
CACNB2	-0.4251
PDE10A	0.33125
DGCR14	-0.33675
PCDHB9	1.003
RHOQ	0.5535
MAP3K4	0.46025
KTI12	-0.5535
RPL23AP13	-0.1345
GNG11	0.195
CLCN3	0.715833333333333
GPAM	0.96275
VSTM2A	-0.226
SLAMF7	3.66016666666667
INTS2	-1.193
PPP2CA	0.5959
LRP12	0.298333333333333
SEC14L2	2.99166666666667
DKFZP586H2123	1.9245
MC3R	-0.2325
CIRH1A	-1.34266666666667
HIST1H2AB	-0.688833333333333
POLH	-0.3735
MGC16703	-1.15483333333333
SNAPC2	-0.259
FILIP1L	1.8755
RASGRP4	0.558
LRRC1	1.36925
GAS1	0.5925
PRAC	-0.7545
DGKA	0.219666666666667
NT5C3	-0.8445
PEG3	-3.68
NADK	-0.9215
PRR17	-0.06425
LOC374569	-0.123
SGSH	0.733333333333333
NLRP8	0.453
GALT	-0.3846
MCF2	-1.018
ZNF263	0.491
TACSTD1	0.4415
TYR	-6.9981
ATP6AP2	0.71
RNUXA	0.06875
ABHD10	-0.0732
GDPD2	-1.217
SLC35C1	-0.12675
UBE2A	0.10475
HERC5	-0.543666666666667
FAM112B	-3.873
FBXL16	-1.63275
DKFZP434A0131	-0.34725
ELA3A	-2.818
RBM41	-0.82175
HAO2	0.69
RNH1	0.273125
SHANK2	1.225
OSBP2	-1.853875
DAK	-0.567166666666667
C3orf58	-0.068
TCL1B	2.4325
KBTBD2	0.012375
SUGT1L1	0.92675
UBE2E2	0.551333333333333
MYL9	2.694125
CDC23	-0.633166666666667
PBXIP1	1.3752
CXorf40B	1.141
NBL1	1.4485
RTBDN	0.1085
RAB11FIP5	0.870875
TTTY13	-0.858
SCOTIN	0.74175
SOHLH1	-0.920833333333333
CDKN1A	0.517285714285714
NCK1	0.3435
ZNF550	-0.65725
SAPS3	-0.02725
SPIN3	0.339666666666667
MAGEE2	0.0715
MIS12	-0.858666666666667
OR8H2	0.2715
KIAA0774	-0.806833333333333
UNC5D	-3.938
CUL7	-0.929
LIPC	-3.42983333333333
DIO1	-2.517
C20orf11	0.00790000000000001
CTRL	-0.67075
HS3ST2	1.93875
PAK4	0.392166666666667
CCRL1	3.43175
RNF10	0.52225
ZNF567	0.25825
ZNF660	-0.538
TCEAL3	1.539
MAGOH	-0.0445
CENPB	-0.2525
C19orf7	0.39525
LOC388965	0.265
ZCCHC13	-0.075
JMJD1A	-0.6949
HIST1H4H	-1.4625
TBRG1	-0.0279
GPC3	-2.722375
TAF1C	-0.780625
EBNA1BP2	-1.2745
CIAPIN1	-0.519
PDGFRA	-0.398277777777778
CSTB	-0.426375
CENPI	-2.46166666666667
GTF2E2	-0.249166666666667
RPP21	-0.5485
CCNF	-1.58816666666667
KCNQ3	0.747
FAM79A	1.041
SLC22A12	0.2645
NOVA1	-0.6275
FZD3	0.5104
AKAP8	-0.3025
SOCS5	0.697125
CFDP1	-0.63525
DLG5	0.36125
PGM5	1.04291666666667
C1orf144	0.0798333333333333
HDAC10	-2.0405
RND2	-1.1055
C20orf199	-1.07025
RNMT	-0.804375
SLURP1	0.060625
ASTN1	0.05475
SH3BGR	1.125
MYCL1	-0.361375
ZHX1	0.121833333333333
CENPK	-3.1525
FOSB	1.3547
LOC643406	0.22025
C2orf59	-0.520875
TMEM135	0.217
SLC27A2	-2.875
KRT33A	1.5785
OVOL1	0.679
PAMCI	-1.993
S100A7	7.982
ZNF789	-1.2535
HARS2	0.3575
RPL23A	-0.838
TCF23	-0.20625
UPF3B	-1.2815
C17orf78	-0.5955
HLA-DOB	1.875
C14orf142	-0.312333333333333
TEKT5	1.39566666666667
DMWD	-0.043
POLD1	-2.27466666666667
GSCL	-0.0145
CALD1	1.195
SCRT1	0.155666666666667
AIG1	1.35075
UNC84B	0.762
ZNF404	-0.01525
TMED6	-4.0125
KIAA1462	0.9445
LRRC27	1.55533333333333
PYGO1	-0.1345
PIGU	-0.678166666666667
ALAS2	-3.81216666666667
WRNIP1	0.071375
CNNM3	-0.1515
ZNF2	0.39275
ST3GAL5	0.0336666666666667
MRPL23	0.02225
TSSK6	-0.5465
PSMA6	-0.47475
C16orf70	-0.72225
KIAA1602	0.24425
ALMS1	0.196333333333333
DCN	3.43675
TMEM132D	-1.0005
SUCLG2	0.58575
ABHD14A	-0.24375
DEXI	0.19
AMPD2	-1.19633333333333
IFNAR2	0.5805
CYB5A	2.3266
TLOC1	0.8462
NXF5	-0.718
NRBF2	0.56025
KCTD3	1.0565
ITGAE	-1.02483333333333
SLC30A3	-1.9355
ZRF1	-0.927
