Hybridization REF	TCGA-C8-A12V-01A-11R-A115-07
TMLHE	1.1379
GEFT	-1.30525
ABCA5	0.6555
EMR4	-0.113333333333333
TSFM	-0.69375
HIST3H2BB	1.44075
ARHGEF19	0.38175
TSPAN17	0.317833333333333
ABCC8	-0.6935
MAP1S	-0.123333333333333
C22orf36	-0.3405
BNC2	-1.35646153846154
HIST1H4A	0.19
NDUFS3	-0.303666666666667
WDR3	0.567333333333333
XKR4	-0.49475
TTC33	-0.239
STMN2	4.275
CPN2	-0.708333333333333
HSPC105	1.672625
PCOLCE2	-1.10325
C3orf55	3.069
KLHDC9	0.5735
TBC1D23	0.028875
ATXN2L	-1.25083333333333
MAP2K3	0.218583333333333
SCAP	-0.64825
ZNF486	0.0616666666666667
C20orf96	0.962
NARS	-0.1475
ADAMTSL1	-0.672714285714286
PRCC	0.109
CCDC126	2.56133333333333
ZNF675	-0.01675
CALCOCO1	0.466
ANKRD43	0.207
CWF19L2	0.395166666666667
ZBTB32	3.8575
BRAF	0.665
ODF4	0.13825
MGC14376	0.360333333333333
HORMAD1	4.30033333333333
AAK1	0.227833333333333
PEBP1	0.513416666666667
TNFSF5IP1	0.137166666666667
DKFZp564N2472	0.43125
RMND1	-0.694625
IGKV1-5	4.7365
COL1A2	1.43
SERPINA5	-1.746875
AANAT	0.727
C19orf21	-3.29816666666667
GEMIN5	-0.55275
UBR4	-0.055
LTBP3	0.245666666666667
AMHR2	-2.54116666666667
PROCR	-0.06375
MYBBP1A	-1.707
C20orf39	-0.969833333333333
ZNF697	0.223375
PASK	-0.2184
ZNF776	0.405166666666667
RFXDC2	-0.20475
KIAA0467	0.55075
C10orf96	-2.811
ZNF503	-1.14175
GULP1	-1.40225
KCNE4	-1.94933333333333
DKFZp434K191	-1.060125
LOC196913	0.2115
BHLHB4	-2.1695
CH25H	1.36725
LOC81691	-1.43166666666667
ALPL	0.141
COL12A1	0.5125
FOLR3	-2.45683333333333
GPR123	0.51925
TRIM62	-0.29
ABLIM1	1.23233333333333
MAST3	0.131
RHBDD1	0.902
LOC338809	-1.3225
RYBP	-0.274
TTC26	-0.454
ZNF22	0.642833333333333
ISCA2	-0.08225
RDM1	-1.5995
PIGM	0.78075
GNB3	-0.978
ACTR2	0.827
HMGB1	0.44585
EDG1	3.73716666666667
SOAT2	-3.51125
OR10AD1	1.0145
RAP1GDS1	-0.0571666666666667
LCE1F	0.544
ESM1	-0.834125
RCN3	2.4085
CREBL1	-0.50475
DBNL	-0.6305
PTGER3	0.8185
USP30	-0.201333333333333
BCL2L12	-0.104333333333333
KIF26B	2.027
ZNF416	0.9475
ZNF225	0.7005
C17orf70	-0.49975
ZNF554	1.02325
RAE1	-1.27683333333333
TNIK	1.86633333333333
ACTN3	-0.297
MGC45922	-0.511
CCNA1	0.617
RYK	0.8035
IL26	0.0275
LRP3	0.0951666666666667
QARS	-1.09625
SOX7	1.01714285714286
BID	0.178625
OR2S2	0.513
CXCL14	3.4825
C11orf47	-0.413
MGC29891	0.366
HSPB8	-0.4553
PRDM14	-1.8615
NUFIP2	0.2645
MNAT1	-0.33425
ZDHHC2	-0.5355
MBNL2	0.766375
ADD3	0.744375
CSNK2A1P	-0.297
KLK6	-0.742
TMEM111	-0.1079
KIAA1279	0.35075
NUBP2	-1.03183333333333
RAB42	-0.7055
ID3	-1.183
TM9SF1	0.1075
MDP-1	-0.73725
POU4F2	0.5335
IQCK	0.977
C16orf14	-0.77525
CAPN3	-1.0735
FAM43B	-0.886625
RECQL	-0.03075
AP1G1	-0.0813571428571429
CTNNBL1	0.565333333333333
ECHDC1	0.242333333333333
SMARCC1	-0.498
FOXQ1	-2.073375
GNAI3	0.705
POLG2	-1.432
CD4	2.52675
ITLN1	0.392
EBI2	5.34975
IRF1	1.9055
PTPRE	2.3952
PTK2B	0.87775
NXNL2	-2.0415
SOX4	1.4005
TSPAN3	-0.304166666666667
SH2D1A	0.899833333333333
C8orf58	-0.313
USP20	-1.10675
DUSP22	0.135083333333333
CALB1	-2.97833333333333
L3MBTL2	0.843416666666667
MCRS1	-0.839
TMEM118	0.757666666666667
C18orf8	1.11916666666667
FLJ10241	-0.659875
GJA12	1.09275
PKD1	-1.01883333333333
ZFP3	0.2915
JAM3	-1.603375
LAPTM4A	1.8438
DIRC2	0.8
KIAA2022	-1.15866666666667
MYOM1	0.915666666666667
TRPM8	-1.48283333333333
MOP-1	0.22525
PHKG2	-0.69475
ZNF650	1.185875
KIAA1522	0.18225
PSG8	-1.47083333333333
DDX19B	-0.3985
MOBKL1B	1.42925
DIAPH2	0.288583333333333
PTPN12	1.32825
CLN8	-0.0698
CRYZL1	-0.458833333333333
CRY2	0.4235
FCGR2B	5.10883333333333
PNPLA4	0.614625
ZNF454	1.9635
DKFZp434B1231	0.3135
CLDN11	0.6044
RFWD2	0.518833333333333
CIB2	-0.277
MXRA8	1.1385
HRK	-1.74625
MAML2	1.159
C4orf31	-1.66925
C6orf192	0.825
COG6	1.20975
FAM5B	-0.728
NFATC1	1.3002
SEPT10	0.06925
SCYL1	-0.4407
RPP40	-0.7045
SCOC	-0.0704
KIAA1450	0.92875
CTDSPL2	-0.4295
TBX5	1.5965
NAPG	-0.124875
RHD	-4.82325
C14orf45	0.417333333333333
ZBTB22	0.5565
PLCG1	-1.4105
ANKRD10	-0.718625
AQP7P2	0.165
TAGLN2	-0.0703333333333333
HTR2C	-1.0825
SLC16A7	-0.319666666666667
C17orf83	-0.433
TSGA14	-0.4475
MDH1	0.325
PPP3R2	0.484833333333333
DCBLD2	-1.75207142857143
RBM33	-0.50925
DPH3	0.056
SYT10	-1.7594
FMO4	2.55025
THYN1	-0.32225
DRD5	-2.909
OTOR	0.13525
PGRMC2	0.1123
KATNAL1	-0.34875
PAQR6	-2.52875
UBE2I	-0.20175
C14orf28	0.364
C8orf70	-0.90775
FLYWCH1	-0.64325
ANGPTL3	-1.37366666666667
GLRX2	-0.0211666666666667
ATP11A	0.154
ARL5B	1.024625
MUC16	-0.65625
SLC25A5	-0.424071428571429
ACRC	0.45425
MYO1C	-0.750625
FAM89B	0.999333333333333
FAS	2.556875
KIFAP3	0.60925
GLRA2	1.0525
BTN3A2	2.2191
CNKSR3	0.365
CSTF3	0.248333333333333
ARPM1	3.4515
KIAA1530	-1.057
C9orf150	1.747
PRKCI	0.88225
tcag7.1015	-1.5
SOD3	0.2955
ZNF574	0.49775
CYP21A2	-0.22825
RPL12	0.0255
COMMD2	0.59525
WIZ	-0.38525
LOC344405	-0.62425
ALDH4A1	-0.754823529411765
CRYAB	2.89425
COPA	0.265166666666667
PCDHGA7	0.351333333333333
KIF11	-0.970916666666667
RASD2	1.657
SLC26A3	-0.307
ZNF175	0.3925
JAKMIP2	-0.4225
C8orf4	3.247
PTHLH	0.71775
SLC40A1	2.442
OR7D4	0.402333333333333
PCDHB17	3.2895
CD36	1.96842857142857
C6orf203	0.4796
PRKG2	null
LOC400566	1.18475
ANAPC13	0.434
SLCO3A1	-0.803
ZNF692	-1.7355
FANCL	-0.3325
SH3GLB1	1.63275
C12orf61	0.1835
KBTBD6	1.446
SUPT5H	0.497875
XRCC6	-0.129
HUS1B	-0.0503
FAM133B	-0.156857142857143
LOC728276	-1.02
KCTD18	1.31775
SOS2	1.29816666666667
CCDC99	-1.10525
C1QTNF5	2.821
NNAT	-0.0893333333333333
USP16	0.05475
LARS	-0.449875
ZBTB2	0.81325
ABO	0.361166666666667
TRAF3	1.2995
GALNT5	-2.675
NAP5	1.5975
ALG14	0.520666666666667
KIAA0515	-0.525576923076923
WDR75	0.152333333333333
TEX261	0.00575
LY86	2.02675
LOC389072	0.8245
FLJ13611	0.39425
MRGPRX2	0.3025
SNRPA	-0.919625
OR2G2	0.326
GPRASP2	0.816
C7orf42	0.7505
C9orf163	-0.3545
CYP11B2	-0.002
FCRL3	3.793
PRDX1	0.4355
FGB	-6.991
COX17	0.068
C16orf33	-0.54225
PIWIL1	-0.0236666666666667
FOLR1	-2.47983333333333
KIAA0082	0.0565
FREQ	-0.9405
TMCC2	-0.176
TCF12	0.271833333333333
ZNF721	0.34675
FAM130A2	0.57825
POU4F1	-2.29
SNRPF	-1.215875
SGIP1	1.44216666666667
ZNF641	1.41066666666667
EMG1	-1.14525
PRRG4	2.27
HIRA	-1.97525
MYNN	1.65616666666667
AEBP2	0.187583333333333
TBXA2R	-0.0601666666666667
ISL2	-1.42616666666667
PCDHB11	1.9215
RNF144A	0.220625
MARCH5	0.355625
DULLARD	-0.613333333333333
DCLRE1B	0.247833333333333
ITGA8	1.15675
TP73	-0.49375
PRKCD	0.97725
NDUFB4	0.1685
ATP13A4	1.2795
ANTXR2	-0.542833333333333
COL4A3	0.8485
MYO10	-0.4177
SLC6A18	-0.064
PEX1	0.00325
TMEM74	-1.00316666666667
RBM19	-0.303
TAPBP	0.83645
RUNX1	-0.363875
MID1	2.04575
GPR64	-0.409333333333333
RASEF	2.19975
GABRG1	0.25925
MYO16	-0.031
DBF4	-0.379333333333333
TSHZ2	2.7265
RIPK2	1.990875
PPTC7	0.378333333333333
KIF4B	-1.0025
LRRC31	0.154375
ZNF540	1.15
EFNB3	-0.234
LOH12CR1	-0.121
STON2	-0.766166666666667
GLP1R	0.41475
CSTF2T	-1.89225
IREB2	-0.670625
GRSF1	0.02425
PDCD7	-0.7865
LRRC43	0.217
CNR1	1.01733333333333
IL1F7	-0.8295
C12orf64	-0.677
FAM69B	-1.4315
NR2E1	-2.33133333333333
MS4A6A	4.737
FTL	0.2345
C7orf36	0.91
PCLO	1.1255
DYRK2	1.07358333333333
ARIH2	-0.47
SAMD7	0.3595
SCNN1D	-0.86275
SLC32A1	-0.754625
C22orf25	-0.913333333333333
MRPS18A	-0.4349
GPR112	0.472
EARS2	-0.44675
ERN2	-0.0705
ATPBD3	-0.4755
PRH2	-0.704
CDKN2D	0.0261666666666667
PGLYRP2	-0.48625
TRIM40	0.39525
SEC14L3	0.335
SLC22A1	0.25425
BTN2A3	0.285
RASA4	0.03125
CCNL2	-0.57575
MYBPC3	1.0755
GJA4	3.32025
CDC42SE1	0.165375
TRPV2	0.363
MYPN	-4.3539
SIM1	0.4525
CDADC1	0.85175
ZFHX4	-0.30525
NIBP	0.860333333333333
ADAMTS19	-0.864
ABTB2	0.835
TSPYL2	-0.26875
EIF2S3	-0.7256
SOX30	0.2615
AP2A1	-0.746333333333333
DKFZP564O0523	0.221666666666667
LOC285398	0.39225
CDH18	-5.4225
CHL1	1.95475
GATS	-0.6489
TBC1D2B	0.634166666666667
OR1J1	-0.238
GSN	1.83766666666667
DPCR1	0.16725
GARNL4	-0.276333333333333
SMARCA5	0.01325
PLEKHG3	-0.0713333333333333
ZBTB45	0.397
FRMD6	0.0868333333333333
PLS1	-0.622
DGKZ	-0.0708333333333333
EFNA1	1.0043
WDR85	-0.928
ANK2	-0.013
PAGE4	-1.24416666666667
SENP6	1.38933333333333
AKR7A2	0.473666666666667
FKBP10	-1.725
VEGFC	-1.332
LARP1	-0.7264375
SRBD1	0.416
ITGB6	4.1815
SLC1A2	0.586571428571429
INVS	-0.0246666666666667
MPO	1.30525
MOBKL3	0.3012
CUTL2	-0.71175
KLK2	-0.00241666666666666
VIM	-0.35175
REG1B	0.224833333333333
PCDHGC4	0.0775
C3orf34	-0.341666666666667
SUMO3	0.158333333333333
CST9L	-1.5445
MLL4	-0.841
SPR	0.4015
SAMD9L	3.96025
ABCE1	-0.1745
SUPT3H	-0.542666666666667
ACTBL1	-2.02925
ADAMTS4	1.14933333333333
SLIT3	2.86625
RHEBL1	-0.45825
NPM2	1.1845
MAN1C1	0.53925
KIAA1856	-0.957833333333333
HSPA6	2.05275
LOC388152	-1.029
C10orf140	-0.1545
ZDHHC12	-0.9765
LIN7A	-1.7999
PHC2	-0.555333333333333
SPHK1	1.17725
TRIM26	0.4001875
FAM83E	-0.678
C18orf24	-1.24633333333333
ZNF578	1.24783333333333
ORAI1	0.6705
RUVBL1	-0.849666666666667
C7orf20	-0.6455
APAF1	-0.0765
SLC36A4	-1.32366666666667
MYH11	4.4445
NEK1	0.3101
MPP2	-1.73275
C12orf24	-2.55875
TNK2	0.1199375
ZNF289	-1.01725
MATN3	-3.17185714285714
IFNGR2	1.3315
ITPR1	0.6585
EBF3	2.9939
TBC1D20	0.7991
OR10P1	0.39
DDAH2	0.681
SHPRH	-0.504375
STX7	0.5045
LOC554248	-1.17325
BCAR1	-0.649
ATXN3	0.306416666666667
TRIM27	-0.00599999999999999
CDC42EP2	-0.0225
CHP	-0.0730714285714286
SOX17	0.965
ZNF259	-0.444833333333333
CHCHD1	-0.0805
ZDHHC19	0.5575
GBP2	3.4535
GARNL3	0.17525
MRC2	-1.17525
C1orf52	-0.082
AOF2	-0.1135
LRPPRC	0.2371
ACVR1C	0.255333333333333
TM4SF18	4.28066666666667
TMEM169	0.215166666666667
PPP1R16A	-0.343
EBF1	-0.955833333333333
RRS1	1.85516666666667
SNX2	0.46425
OR2T2	1.483
RBX1	0.06125
ANKRD54	0.0301666666666667
TSNAX	0.121833333333333
TMEM83	-2.57375
ZBTB7A	-0.28625
ATM	-0.6535
LOC338328	1.775
TIE1	1.46316666666667
HIST1H3G	1.4125
PASD1	-4.7205
TINAG	0.22175
PCDHAC2	0.327
LRRC15	-0.0915
WBSCR17	-1.18175
TFF2	-0.2085
PARP2	-0.39225
NDFIP2	-0.065875
PCDHGB2	0.238
WDR60	-0.56825
MAP7D2	-1.871
USP45	-0.98125
GSDML	-0.15775
TNS1	0.0747000000000001
PLCD4	-1.20225
IQCD	0.0441666666666667
SMPX	1.51125
CD9	-0.433333333333333
SRGN	3.07525
CASP7	1.690625
INOC1	0.3665
DKFZp451M2119	-0.65775
VMAC	1.2885
USP53	-0.3306
CAMK1G	0.425875
TMEM106A	1.06716666666667
CDC20	-0.4729
ACSL5	1.7045
CBWD5	-1.01625
C1orf87	-0.6685
KIAA1274	1.14875
PRUNE2	-2.61342857142857
LYPLA2	-0.755333333333333
DOK6	-2.31466666666667
GPR149	-0.35325
FAM30A	4.986
TMEM129	-0.83175
SLC35B3	1.204
ACPP	-0.2672
LOC200261	-1.482
SLC4A7	-0.0756
CCDC40	1.914
GART	-1.082
THOP1	-0.863
SCARB1	-0.80125
CACNA1F	0.012
TRIAP1	0.0633333333333333
SYT14L	0.383
SFRS8	-0.265833333333333
PBOV1	0.36475
GOLSYN	0.86425
GJB7	-1.6455
CAMK2N1	-1.55225
GREM1	2.72908333333333
FLJ20433	-0.1215
QPCT	-0.30025
PRKAG2	1.93266666666667
H2AFX	-0.59825
C6orf154	-0.7705
PLOD3	-0.70825
ZBTB39	0.0495
WASF3	-0.572333333333333
DRG1	0.3815
PRR4	0.0005
SPCS1	-0.3555
KDELR3	0.848166666666667
SRP19	0.2145
GABRA6	0.312
MFSD1	1.611
MMEL1	-1.125
PDXDC2	-1.1225
BUB1	-1.33377777777778
RNF138	0.633875
MYLPF	-0.836166666666667
AIF1	2.49133333333333
DYNLRB1	0.5036
HCN3	-1.7865
HIST1H2AI	0.85375
MAP4K5	0.09475
LASP1	0.3905
LOC130951	1.9325
PLAA	1.11675
KRT6A	0.045
C6orf117	-0.87425
ARHGAP23	-0.947
PTF1A	0.139
GPHA2	-0.144
LCE3B	0.09475
MCL1	1.42207142857143
EHBP1	-0.560916666666667
PRNP	1.181125
ZSCAN1	0.59275
C1orf113	-1.87166666666667
FOXA3	0.4265
NEB	2.258
ASGR1	-4.55766666666667
CTGF	0.901666666666667
RAB17	-0.424833333333333
MST101	0.513
JARID1B	0.5976
USP37	0.0506
PTBP1	-1.01083333333333
PTPN7	1.06516666666667
CDC7	-0.4475
SNX7	1.119
ZNF335	-0.59675
CPT2	-0.10325
HEATR1	-0.380125
HSPC152	0.221625
C5orf40	0.39925
PSME1	0.718166666666667
STAG3	-0.191
TMEM154	1.57716666666667
KLHL32	-0.2835
TSGA10IP	-1.01
SUV420H2	-1.5685
SF1	-0.2011
2'-PDE	0.2674375
PNLIPRP2	-2.566
TRSPAP1	-0.368333333333333
NUP210	-0.370333333333333
ANP32C	-1.11866666666667
RAB11B	-0.316333333333333
ASB15	0.333
ITGB3BP	-1.926
UBASH3A	1.54925
YWHAB	0.04075
TPRX1	-0.02875
LY6G5C	0.064125
SLC7A2	-3.091875
CLK1	1.0956
HSD3B7	0.280833333333333
VDR	2.96125
C16orf74	-1.465
ACE	0.26175
PSMA2	0.2745
CCDC131	-0.47975
ZNF213	0.204
EML2	-0.2825
ALS2CR13	0.1595
GLYATL1	-1.3905
DSPP	0.0015
DHFRL1	-0.04725
C10orf30	-1.3555
SH3RF2	-1.3685
LOC197322	-0.456666666666667
DLL3	-1.036875
TIGD7	1.03025
GFRA3	0.13275
CPA1	0.0818333333333333
RTN4	-0.258833333333333
PPT2	-1.354
FASLG	5.3855
FOXP4	0.124
RPL26	0.0963
GNL3L	-1.62766666666667
FMR1NB	0.085
CD163	7.65925
SGPP2	3.3975
GIMAP2	2.98825
CD37	2.71233333333333
DPT	3.63316666666667
NBLA00301	3.23225
RGS5	1.01333333333333
C9orf4	-1.0515
ACTL8	-0.5555
PRKAR2B	1.18025
OPLAH	0.628666666666667
C20orf134	1.74825
SPACA5	-0.3505
TBL1X	-0.691666666666667
TSPYL3	0.034
CHCHD3	-0.6435
CRKRS	-0.0015
GPR65	6.89975
DFFA	-0.188375
FUT1	0.71275
C6orf204	0.784166666666667
TMEM51	1.43925
ZNF580	-0.339
CMTM2	0.1995
C20orf200	-0.255
EZH1	-0.466833333333333
FDX1L	-0.60625
MRPL32	0.65375
PCAF	0.3352
ALOX15B	0.902666666666667
CD59	2.22158333333333
CDK9	-0.5345
ERP29	-0.299833333333333
TTR	-5.75675
BCMO1	-0.143
DDIT4	-0.6202
PTGDS	3.968
C3orf63	0.0565
BST2	1.8475
CYP1A2	-0.355833333333333
C5orf25	-1.587
STX1A	-1.25247058823529
OR2A12	0.771
SH3BP5L	-0.03725
SERINC5	-1.24775
USP6	-0.7089
MRPL3	0.190333333333333
POMP	0.31325
INPP4B	-1.32825
GMPPB	-0.02375
EAPP	0.28325
AHSA1	-0.709
ABCA11	0.1715
SLC5A6	1.97958333333333
HIVEP2	0.78175
SUMO2	0.59625
KIAA1822L	-1.34566666666667
C11orf67	-0.082
TXK	1.463125
PHCA	0.6329375
ICAM4	-2.1055
FPGS	-0.2575
SNRPA1	-1.06425
KCNJ4	-0.63525
KIF6	-0.4364
HIST1H2BG	1.528
SLC5A5	0.37575
ZNF354B	-0.031
IL12RB2	3.491
C11orf76	0.5585
GAL3ST2	0.181
AIFM2	-1.399625
SYNC1	-1.35275
UBL3	0.39125
PIK3CG	1.29383333333333
NLN	0.187
BCORL1	0.27225
CD5L	0.31075
ZNF238	0.776833333333333
KIAA1394	-0.16
C16orf55	-0.6888
CYP3A7	-2.7585
KRTAP3-1	-2.6015
TFDP1	-0.131
MND1	-2.30325
NODAL	0.1015
GTPBP4	-1.14625
TUBGCP2	-0.23975
SLITRK5	-2.673
CIC	0.149
CD79A	2.95133333333333
SAMD14	0.293166666666667
TNPO3	-0.8295
OR10G3	1.4645
OR10G8	0.703
CCDC111	-0.1
HOXC9	-2.0915
DCUN1D1	0.3425
CYB5R1	1.3645
TSR2	-0.37675
DAB2IP	0.1999
SLC6A5	0.113
RAB3D	0.17475
DCUN1D4	-0.474833333333333
ERBB3	-1.09475
SDC1	-0.166583333333333
ATP6V1H	0.148166666666667
SYK	3.0075
ST20	1.0485
C13orf30	0.103
WDR40A	0.382166666666667
ADMR	0.296
LOC388335	2.6795
ACSM1	-0.0975
TDG	-0.108083333333333
FLJ11235	0.323
MRPS5	-0.692166666666667
AGPAT2	-1.91833333333333
SLC12A1	0.6115
CYP27A1	0.471
THAP7	-0.96925
XPO1	-0.407083333333333
ALMS1L	0.411333333333333
C1orf2	-0.415625
ZNF777	-0.328833333333333
CAMK2A	-0.6028
SMC1B	1.575375
IHPK2	-0.1814
LEMD1	-1.496
NKD2	-0.9064
CLU	2.06864285714286
ARMETL1	-0.4265
PABPC4	0.711
CXCL12	2.74733333333333
TFAP2C	-0.4063
TTTY8	-0.0115
ABCB10	-0.1834
ENDOD1	0.407333333333333
IDI1	-2.2355
KCTD6	-0.292333333333333
CCDC105	0.037
ULBP2	-1.656
ZDHHC5	0.443
WNT8A	-0.238
COMMD10	-0.0425
KLHL12	0.245375
GPR50	0.108
NR5A2	0.347875
OXGR1	3.35166666666667
EHD3	0.6705
CAPRIN2	-0.969125
KLRC3	0.51125
SF3B1	0.154
IPO7	-0.97625
ALDH1A1	0.114333333333333
ANKRD5	1.60725
TSNARE1	0.313
DDEFL1	1.29275
RNASEL	1.59583333333333
DNAH9	-0.80475
HELLS	-1.18425
TNS4	0.507
NAV1	0.1828
KIAA1409	-0.55375
C20orf26	3.02816666666667
TUBG1	-1.99375
IRX2	1.2515
CNGA4	-0.581
MGC50559	0.578666666666667
OR4K17	0.0811666666666667
TM2D2	1.411
FAM32A	0.268
TXNDC14	-0.11975
CCBL1	-2.065
ANK1	-1.8828
PRSS23	-2.05825
PPM1L	-0.388
SPATA20	-0.6985
APCS	0.247333333333333
C14orf122	-0.889333333333333
PSMB5	0.120625
C6orf10	-0.0451
SETDB2	1.13516666666667
SPNS3	-0.10025
SGMS2	-0.265666666666667
MXD3	-1.22866666666667
MON2	-0.1875
CARTPT	0.36025
HNF4A	-0.973
RABEP1	-0.4507
TNFRSF10B	0.4345
USH1G	0.127
PPAP2B	0.0453333333333333
TMEM16K	-0.59225
CTDSP1	0.322833333333333
CDK5R1	-0.370333333333333
GABRR1	-0.5175
OPN1LW	-0.0305
FAM98C	-0.00212499999999999
DBN1	-0.512125
ACAD10	-1.16233333333333
QTRTD1	0.87525
WNK3	0.238166666666667
RPS19	0.675
C1QB	4.27175
OTUD5	-0.13475
SLC41A2	1.78016666666667
TMEM22	-1.5565
KHSRP	-0.276916666666667
TNFRSF11A	0.2575
FBL	-0.429833333333333
IBTK	-0.0196666666666667
OXER1	0.3035
CBLN4	0.144625
GPR172B	1.733
CFTR	-0.76775
VSX1	2.658
CAMK1D	-0.025
LOXL3	-1.61225
RTP4	4.25475
SLFNL1	0.71775
KIAA0828	0.914125
PAR5	-0.0725
LOC723972	-1.1645
GDI2	0.30875
CEBPA	-0.3279
MLF2	-0.920833333333333
AFMID	-1.74575
ALOX12B	0.1015
BPHL	-0.61675
COX5B	-0.1095
S100A10	-0.5933
THOC6	-0.87475
NHN1	-0.48075
RRP12	-1.03433333333333
ARID3B	-1.00675
CD3G	1.96866666666667
KIAA0133	0.41525
NAT11	-0.867166666666667
PPAT	-0.889333333333333
SIRT3	-0.5693
TCERG1L	-2.00775
NIPA1	-0.0841
DPP8	-0.0629
IL7R	3.11083333333333
ZFP64	0.255666666666667
DMAP1	-0.4243
TRMT12	1.14375
TLR4	3.3878
WFIKKN2	0.50475
RAB12	0.226666666666667
DDX51	-0.452833333333333
KIAA1086	-3.31475
ZNF295	-0.1805
ACVR2B	-2.08528571428571
LOC494150	-1.191375
ZNF517	-0.3
DNASE1L2	-2.30916666666667
SUFU	0.476833333333333
LOC283677	-0.2995
LMO3	-0.429166666666667
PPP2R5D	-0.654
ZNF587	-0.1867
HIST4H4	0.239
CYP2C8	0.557
C1orf80	0.951666666666667
DOCK5	0.8915
C9orf24	0.512
OR5AR1	0.3615
C11orf24	-0.382
UNQ1940	-0.36775
CAP2	-0.0593333333333333
TIMM44	-1.355
DSEL	-2.3326
ROM1	0.40875
FBXO4	0.21325
MYLC2PL	-2.44875
MLH3	0.3584
NOX1	0.628333333333333
DPEP2	2.76675
DNAJB5	-0.468
RLTPR	0.061
MBIP	0.0543333333333333
COPB1	0.268166666666667
SFTPA1B	0.4135
C10orf4	0.2018
PRELID1	-0.88775
NOLA1	-0.06375
C19orf24	0.02325
TLR9	-0.3495
HLA-DMA	4.4565
HCRP1	-0.337
GPR137	-0.473333333333333
ITGA11	-0.815833333333333
PHF13	0.177666666666667
MARK4	0.133833333333333
METTL4	0.482
MBD3	-1.0124
LOC134145	0.865625
FGF3	-0.14825
SLC35A3	-0.029375
CLEC16A	0.2895
AMOTL1	-0.968083333333333
FLJ31438	-1.29625
PAICS	-1.932
TOMM40L	0.938666666666667
MMD	-1.00725
KLK10	0.2936
NIT2	-0.0716666666666667
SERPINB10	0.336
KLF15	0.2709
CCDC5	-0.86625
WSB2	-0.159875
ME3	0.547625
CACYBP	-0.442083333333333
TCTN2	-0.9185
JAK1	0.95225
C2orf25	0.24725
GPD2	0.77025
FBXL11	0.773833333333333
CDV3	0.13675
GALNT11	0.250125
NDUFA12L	-0.7973
FLOT1	-1.05828571428571
TOR1AIP2	0.73225
MMP25	1.66825
C1orf164	0.2449
CHST5	0.2665
LYRM4	-1.1997
GPER	-2.23425
HIPK2	1.15533333333333
DAP	0.2302
ZMIZ1	0.211833333333333
DDX58	3.133875
DCC1	-0.39875
AKT1	-1.150125
ENPP6	2.08283333333333
ERVWE1	-0.505333333333333
CDC34	-0.9185
RNF125	-0.60325
CASC1	0.4235
SHROOM2	0.09875
RRM2B	0.4295
COL6A3	0.609
TMEFF1	-1.6835
PLEKHA4	1.5114
LYSMD1	-0.0413333333333333
SEPT1	0.985666666666667
AOF1	0.773
GNPAT	0.35575
WDR18	-0.756
HSD17B12	-0.253166666666667
HIST1H2BM	1.3255
INDOL1	3.54283333333333
SUDS3	0.11425
C1orf192	1.019
CYP2B6	-0.48975
TBC1D2	0.513
SLC25A12	0.650875
ERCC6L	-0.396
MGC10814	-1.113
POLR2C	-0.387
ZNF77	0.338333333333333
EIF3K	0.3027
HPX	-0.45125
ANKRD27	0.376375
MALAT1	-1.0084375
PLB1	1.32283333333333
HRNBP3	-0.827375
CPSF4	-0.34425
OR52N2	0.718
PIP5KL1	-0.51575
GH1	0.678
HPS5	1.2375
SLFN5	2.174125
POP5	-0.0133333333333333
OVOS2	-0.0201666666666666
C20orf108	-0.58225
MARS	-1.799
CLRN3	1.05516666666667
ARSE	-2.14616666666667
PPIE	0.464166666666667
PHACS	0.7885
GP5	0.0685
IL8RB	2.49283333333333
FCRLA	1.363625
ARRDC1	-0.7248
KRTAP9-4	-0.173
ZNF613	1.828
OR11A1	0.338
TMEM132B	-2.72175
PGLS	-0.22825
BSND	-2.9215
KCNK18	0.0695
FOXD4	0.32
SV2C	0.12375
LCN2	1.21533333333333
ZNF490	0.6719
C3orf15	1.9687
CACNA2D4	-0.758
CBX5	-0.39925
MAGEB4	2.2325
BOLA1	0.311
PPP2R5E	0.46325
COL5A1	-0.42025
ASB7	-0.416833333333333
SFT2D1	0.11025
DERL1	0.7778
RABL2A	1.20666666666667
MOAP1	-0.4675
KIAA1545	-1.51216666666667
F3	1.33675
PLEKHM2	-0.6705
CCDC89	1.76383333333333
EFCAB1	2.4115
TMEM48	-0.56275
SEPHS2	0.23725
PYGM	-0.18225
PRICKLE1	1.5405
WNT5B	0.8625
TAS2R38	0.627
IMP5	-0.37
KHDRBS1	-0.0226
LARS2	-0.8935
C3orf28	-1.06775
FTCD	-3.03325
C10orf68	1.09083333333333
DGAT2L3	0.046
PSEN1	0.273
MGC33657	0.05925
PLA2G4B	-0.207666666666667
CDKN2A	-1.69283333333333
DLX1	-3.201
TSHB	0.174
C18orf37	0.406
MEX3C	1.208375
MAMDC2	0.02725
PDIA4	-0.169583333333333
ATP5E	0.0905
CASP2	0.163785714285714
SERBP1	0.180153846153846
ZNF341	-0.445833333333333
TESC	-1.65875
TMEM31	-0.92475
OR51I2	0.424
YTHDC1	0.688428571428571
JUN	1.18
AGMAT	-2.01833333333333
PCNXL2	0.58875
ATAD5	-1.470375
STK38	0.801
AZI1	0.303375
RBP1	1.775
C4orf26	-0.52
KIAA1026	0.807875
TMEM101	-0.1405
