Hybridization REF	TCGA-C8-A12O-01A-11R-A115-07
GREM1	3.90808333333333
FLJ20433	-0.0385
QPCT	-2.392
PRKAG2	1.49366666666667
H2AFX	-1.017375
C6orf154	1.13725
PLOD3	-0.64525
ZBTB39	-0.646666666666667
WASF3	0.5865
DRG1	0.47625
PRR4	-0.808
SPCS1	0.385
KDELR3	1.74766666666667
SRP19	-0.176
GABRA6	0.32
MFSD1	0.587
MMEL1	2.61375
PDXDC2	-0.5376
BUB1	-2.50977777777778
RNF138	-0.622125
MYLPF	0.358833333333333
AIF1	0.894333333333333
DYNLRB1	0.9297
HCN3	-1.014
HIST1H2AI	0.41
MAP4K5	0.135166666666667
LASP1	0.40175
LOC130951	0.1115
PLAA	-0.259375
KRT6A	-0.8015
C6orf117	-1.9525
ARHGAP23	0.157
PTF1A	-0.339
GPHA2	-0.3775
LCE3B	0.45025
MCL1	0.204642857142857
EHBP1	-0.768083333333333
PRNP	0.2480625
ZSCAN1	0.72175
C1orf113	0.458833333333333
FOXA3	-2.519
NEB	0.43725
ASGR1	-4.0435
CTGF	1.95966666666667
RAB17	0.985
MST101	-0.49
JARID1B	-0.0961
USP37	-0.3791
PTBP1	-0.522166666666667
PTPN7	-0.13
CDC7	-1.564
SNX7	0.7945
ZNF335	-0.449
CPT2	0.38
HEATR1	-1.023875
HSPC152	0.210375
C5orf40	0.37775
PSME1	0.192833333333333
STAG3	-1.027
TMEM154	0.727833333333333
KLHL32	-0.2095
TSGA10IP	-1.142
SUV420H2	-0.9225
SF1	-1.234
2'-PDE	0.1728125
PNLIPRP2	-0.822
TRSPAP1	-0.0223333333333333
NUP210	-0.909333333333333
ANP32C	-1.42783333333333
RAB11B	0.521833333333333
ASB15	0.737
ITGB3BP	-2.01325
UBASH3A	-0.733
YWHAB	0.23
TPRX1	0.33225
LY6G5C	0.22
SLC7A2	-0.512
CLK1	0.072
HSD3B7	1.19516666666667
VDR	2.88725
C16orf74	0.15075
ACE	0.17475
PSMA2	-0.853833333333333
CCDC131	-0.944625
ZNF213	1.68
EML2	-1.65675
ALS2CR13	-0.372166666666667
GLYATL1	3.55125
DSPP	0.813
DHFRL1	-0.460875
C10orf30	-0.545
SH3RF2	0.573833333333333
LOC197322	-0.0678333333333334
DLL3	-1.583
TIGD7	-0.4455
GFRA3	0.2735
CPA1	0.256666666666667
RTN4	-0.149666666666667
PPT2	-1.4205
FASLG	2.92325
FOXP4	0.017875
RPL26	-0.1573
GNL3L	-1.5075
FMR1NB	-0.290666666666667
CD163	6.16325
SGPP2	1.108
GIMAP2	1.14575
CD37	1.90516666666667
DPT	3.50841666666667
NBLA00301	1.8235
RGS5	2.8875
C9orf4	-0.3105
ACTL8	-2.1955
PRKAR2B	-1.220375
OPLAH	1.24783333333333
C20orf134	2.547
SPACA5	0.1575
TBL1X	0.694
TSPYL3	0.276
CHCHD3	-0.83325
CRKRS	-0.0551666666666667
GPR65	5.57425
DFFA	-0.830625
FUT1	0.3825
C6orf204	-1.22483333333333
TMEM51	0.59575
ZNF580	0.88775
CMTM2	0.293
C20orf200	-0.3355
EZH1	-0.562833333333333
FDX1L	-0.163875
MRPL32	-0.30425
PCAF	-0.6822
ALOX15B	3.50916666666667
CD59	1.64241666666667
CDK9	-0.317875
ERP29	0.432166666666667
TTR	-4.95675
BCMO1	0.1645
DDIT4	-0.2495
PTGDS	1.405
C3orf63	0.292333333333333
BST2	0.771125
CYP1A2	-0.513666666666667
C5orf25	-0.176
STX1A	-0.465
OR2A12	0.4885
SH3BP5L	-0.00325
SERINC5	0.2415
USP6	-0.8521
MRPL3	-0.407
POMP	-0.255625
INPP4B	0.282625
GMPPB	1.40275
EAPP	0.12925
AHSA1	-0.245
ABCA11	-0.838
SLC5A6	0.136416666666667
HIVEP2	0.694
SUMO2	-0.5195
KIAA1822L	1.92683333333333
C11orf67	0.33
TXK	-0.129875
PHCA	0.025
ICAM4	-2.17966666666667
FPGS	-0.0316666666666667
SNRPA1	-1.18825
KCNJ4	-0.291
KIF6	-0.7856
HIST1H2BG	-0.899666666666667
SLC5A5	0.25725
ZNF354B	-0.460333333333333
IL12RB2	2.6315
C11orf76	0.3906
GAL3ST2	0.691
AIFM2	-0.35675
SYNC1	-0.393125
UBL3	0.137875
PIK3CG	-0.356333333333333
NLN	-0.331
BCORL1	-0.1515
CD5L	0.2475
ZNF238	1.36866666666667
KIAA1394	-0.2565
C16orf55	-0.713
CYP3A7	-2.01925
KRTAP3-1	-1.591
TFDP1	-0.619666666666667
MND1	-3.68
NODAL	-0.0258333333333333
GTPBP4	-0.60675
TUBGCP2	0.02875
SLITRK5	-1.79975
CIC	0.50275
CD79A	1.55583333333333
SAMD14	0.673666666666667
TNPO3	-0.831
OR10G3	0.388
OR10G8	0.577
CCDC111	-0.424
HOXC9	0.53925
DCUN1D1	0.305166666666667
CYB5R1	0.999
TSR2	0.33775
DAB2IP	0.7764
SLC6A5	0.429
RAB3D	1.75925
DCUN1D4	-0.782833333333333
ERBB3	0.555916666666667
SDC1	2.25416666666667
ATP6V1H	0.448833333333333
SYK	1.1615
ST20	-0.7525
C13orf30	0.105
WDR40A	0.360166666666667
ADMR	0.392
LOC388335	1.90525
ACSM1	3.1205
TDG	-0.48725
FLJ11235	0.35875
MRPS5	-0.93
AGPAT2	-1.16816666666667
SLC12A1	0.196625
CYP27A1	-0.6175
THAP7	0.0755
XPO1	-0.61125
ALMS1L	-0.347
C1orf2	0.15575
ZNF777	0.538666666666667
CAMK2A	0.2945
SMC1B	0.328
IHPK2	0.109066666666667
LEMD1	-3.2395
NKD2	0.2055
CLU	0.0296428571428572
ARMETL1	0.3755
PABPC4	-0.704
CXCL12	3.31516666666667
TFAP2C	1.4466
TTTY8	-0.295
ABCB10	-0.2459
ENDOD1	0.759833333333333
IDI1	-1.175
KCTD6	0.135666666666667
CCDC105	-0.216
ULBP2	-0.6425
ZDHHC5	0.9745
WNT8A	-0.1145
COMMD10	-0.22475
KLHL12	0.352
GPR50	0.259
NR5A2	0.24425
OXGR1	1.061
EHD3	0.53825
CAPRIN2	-0.656
KLRC3	-1.97525
SF3B1	-0.299142857142857
IPO7	0.375
ALDH1A1	-0.866
ANKRD5	0.1795
TSNARE1	0.6685
DDEFL1	1.2145
RNASEL	1.30216666666667
DNAH9	-0.99175
HELLS	-1.49925
TNS4	2.931
NAV1	-0.4358
KIAA1409	-0.3255
C20orf26	0.87
TUBG1	-0.45725
IRX2	0.8875
CNGA4	-0.7455
MGC50559	1.60316666666667
OR4K17	0.272166666666667
TM2D2	2.018
FAM32A	-0.26975
TXNDC14	0.63775
CCBL1	-1.9
ANK1	-1.8996
PRSS23	0.684875
PPM1L	0.4115
SPATA20	0.4445
APCS	-0.248
C14orf122	0.106666666666667
PSMB5	-0.446625
C6orf10	-0.0484
SETDB2	-0.160666666666667
SPNS3	-0.711
SGMS2	1.6845
MXD3	-0.739333333333333
MON2	-0.1884
CARTPT	0.55825
HNF4A	-0.842333333333333
RABEP1	1.4778
TNFRSF10B	-1.43425
USH1G	0.046
PPAP2B	-0.933833333333333
TMEM16K	0.46975
CTDSP1	0.792166666666667
CDK5R1	-0.179833333333333
GABRR1	-0.29
OPN1LW	-0.215
FAM98C	1.02775
DBN1	-0.123375
ACAD10	0.178916666666667
QTRTD1	-0.28925
WNK3	-1.715
RPS19	0.047875
C1QB	2.754375
OTUD5	0.032125
SLC41A2	1.559
TMEM22	-2.22933333333333
KHSRP	-1.17316666666667
TNFRSF11A	0.643333333333333
FBL	-1.091
IBTK	-0.203833333333333
OXER1	0.4825
CBLN4	0.674375
GPR172B	1.6385
CFTR	-1.0425
VSX1	1.006
CAMK1D	-0.22925
LOXL3	-1.6575
RTP4	1.4605
SLFNL1	0.457
KIAA0828	-0.304625
PAR5	-1.004
LOC723972	-1.5245
GDI2	0.253875
CEBPA	0.8369
MLF2	0.496166666666667
AFMID	0.28275
ALOX12B	0.274
BPHL	0.1355
COX5B	-0.327
S100A10	0.4466
THOC6	0.68775
NHN1	0.00125
RRP12	0.342833333333333
ARID3B	-1.7775
CD3G	-2.13433333333333
KIAA0133	0.10325
NAT11	-1.80266666666667
PPAT	-1.66283333333333
SIRT3	0.4566
TCERG1L	-0.205
NIPA1	0.0256
DPP8	0.1084
IL7R	0.1455
ZFP64	0.296416666666667
DMAP1	-0.5762
TRMT12	1.05525
TLR4	2.1269
WFIKKN2	0.10575
RAB12	-1.36416666666667
DDX51	-0.467
KIAA1086	-2.4795
ZNF295	-0.355166666666667
ACVR2B	-1.64
LOC494150	-0.348375
ZNF517	0.00499999999999999
DNASE1L2	-0.427333333333333
SUFU	0.497916666666667
LOC283677	0.277
LMO3	-0.115833333333333
PPP2R5D	-0.838
ZNF587	-0.592
HIST4H4	0.09675
CYP2C8	0.142
C1orf80	0.502666666666667
DOCK5	-0.655166666666667
C9orf24	1.1675
OR5AR1	-0.223
C11orf24	1.33175
UNQ1940	-0.474
CAP2	-0.8275
TIMM44	-0.57525
DSEL	-1.3572
ROM1	1.375
FBXO4	0.82825
MYLC2PL	-1.967
MLH3	0.7988
NOX1	0.394333333333333
DPEP2	1.9235
DNAJB5	0.3215
RLTPR	0.259
MBIP	-0.739666666666667
COPB1	0.151333333333333
SFTPA1B	0.456
C10orf4	0.0749
PRELID1	-0.05275
NOLA1	-0.90825
C19orf24	0.4855
TLR9	-1.179
HLA-DMA	3.36625
HCRP1	-1.6095
GPR137	0.278833333333333
ITGA11	2.25733333333333
PHF13	0.402333333333333
MARK4	0.160833333333333
METTL4	-0.887
MBD3	-0.5981
LOC134145	1.7455
FGF3	0.19325
SLC35A3	0.830375
CLEC16A	0.97975
AMOTL1	-1.42141666666667
FLJ31438	-0.8015
PAICS	-1.248375
TOMM40L	-0.258666666666667
MMD	-1.0555
KLK10	-0.2436
NIT2	-0.629
SERPINB10	0.39575
KLF15	-1.3373
CCDC5	-0.97175
WSB2	0.099875
ME3	1.473125
CACYBP	-0.679083333333333
TCTN2	0.5875
JAK1	0.9895
C2orf25	-0.506
GPD2	0.66575
FBXL11	0.262166666666667
CDV3	-1.04075
GALNT11	-0.044125
NDUFA12L	-1.7245
FLOT1	-0.526428571428571
TOR1AIP2	0.32225
MMP25	1.58775
C1orf164	-0.4046
CHST5	0.18775
LYRM4	-0.71295
GPER	-1.24925
HIPK2	1.51491666666667
DAP	0.9445
ZMIZ1	1.08116666666667
DDX58	2.03625
DCC1	-0.71525
AKT1	-0.284375
ENPP6	1.296
ERVWE1	-0.881333333333333
CDC34	-0.58975
RNF125	-1.18
CASC1	1.93425
SHROOM2	2.5375
RRM2B	1.06116666666667
COL6A3	1.856625
TMEFF1	-1.7045
PLEKHA4	-0.1754
LYSMD1	0.123166666666667
SEPT1	-0.446333333333333
AOF1	-0.5115
GNPAT	-0.3395
WDR18	-0.25475
HSD17B12	-0.0665
HIST1H2BM	-0.5235
INDOL1	-0.725833333333333
SUDS3	0.4955
C1orf192	-0.0275
CYP2B6	-0.85975
TBC1D2	1.62683333333333
SLC25A12	0.064125
ERCC6L	-1.05533333333333
MGC10814	-1.57766666666667
POLR2C	-0.568333333333333
ZNF77	-0.429166666666667
EIF3K	-0.1165
HPX	2.04675
ANKRD27	-0.253125
MALAT1	-1.7466875
PLB1	0.984833333333333
HRNBP3	-1.210625
CPSF4	-1
OR52N2	0.2425
PIP5KL1	0.14575
GH1	0.4845
HPS5	-0.24875
SLFN5	-1.218
POP5	-0.059
OVOS2	-2.69833333333333
C20orf108	0.513625
MARS	-1.02825
CLRN3	1.31183333333333
ARSE	-0.538
PPIE	-0.396166666666667
PHACS	-0.0431666666666667
GP5	-0.4575
IL8RB	0.957666666666667
FCRLA	-1.233
ARRDC1	0.5892
KRTAP9-4	0.2085
ZNF613	0.6545
OR11A1	0.4685
TMEM132B	-3.113875
PGLS	0.297
BSND	-2.453
KCNK18	0.199
FOXD4	0.02175
SV2C	-0.14425
LCN2	0.782833333333333
ZNF490	0.3538
C3orf15	1.8702
CACNA2D4	-0.213
CBX5	-1.21775
MAGEB4	-0.004
BOLA1	0.79825
PPP2R5E	-0.04975
COL5A1	1.67791666666667
ASB7	0.451666666666667
SFT2D1	-0.17
DERL1	1.2037
RABL2A	0.736166666666667
MOAP1	-0.76475
KIAA1545	0.757666666666667
F3	0.3695
PLEKHM2	-0.373
CCDC89	0.56
EFCAB1	1.64025
TMEM48	-0.082
SEPHS2	1.3765
PYGM	-0.272
PRICKLE1	2.05075
WNT5B	0.4755
TAS2R38	-0.8825
IMP5	0.07725
KHDRBS1	-0.4804
LARS2	-0.0661666666666667
C3orf28	-0.6805
FTCD	-2.9495
C10orf68	0.0176666666666667
DGAT2L3	-0.0975
PSEN1	0.495583333333333
MGC33657	-0.29775
PLA2G4B	0.438
CDKN2A	0.00933333333333335
DLX1	-2.32975
TSHB	0.538
C18orf37	-0.25125
MEX3C	0.205375
MAMDC2	0.76075
PDIA4	0.362916666666667
ATP5E	0.07925
CASP2	-0.279642857142857
SERBP1	-0.302230769230769
ZNF341	-0.1565
TESC	-2.43375
TMEM31	-0.51725
OR51I2	1.347
YTHDC1	0.325285714285714
JUN	-0.175666666666667
AGMAT	-2.515
PCNXL2	0.03775
ATAD5	-1.9735
STK38	-0.22975
AZI1	-0.5365
RBP1	1.8265
C4orf26	-0.007
KIAA1026	0.4685
TMEM101	0.60375
HSFX1	-0.1245
TREX1	1.33
C18orf10	-0.2094
TRIM15	-2.8515
CA6	0.098
CEP57	-1.29875
AR	2.92116666666667
SESN2	-1.024
KIF3C	0.02825
EPB41L5	-0.06425
ARHGEF10	-1.53581818181818
POLR3D	-0.850125
INDO	0.311833333333333
GABRA3	-0.93
SCG5	-0.3308
E2F3	-1.1035
TIGD5	1.283
FGD6	1.743
KLHL3	-0.0605
SCGB3A2	-0.9735
URP2	0.939333333333333
ATP6V1B1	-0.3317
CALML6	0.316
LOC100049076	-1.893
TMF1	0.491
LOC388503	0.0245
CDH5	2.37475
RPS6KC1	0.1445
DAAM1	0.7189
TNFRSF10D	-0.66375
GSTT1	-2.2248
INPP5A	0.2035
TRAF3IP1	0.6776
SMARCE1	0.0169285714285714
VRK1	-1.5065
TTC16	0.17175
AARS	-0.438333333333333
ARHGAP27	0.244
ZAK	-0.146714285714286
ACSM2B	-1.89475
TRAP1	-0.265166666666667
MRPL53	-0.162125
RNF44	-0.191
NPTXR	1.5395
DPYSL3	1.69116666666667
APP	1.232
GLS2	-0.155166666666667
MNX1	-1.17533333333333
CMTM7	-0.31825
OR10A7	0.479
NYD-SP21	3.703
ORC5L	-0.345
SLC16A10	-1.523125
TMEM178	-0.451
LOC441601	-4.089
PTGIS	1.18225
KBTBD7	0.12125
C19orf41	0.00900000000000001
CEACAM3	2.233
KRT23	1.987
SERHL	2.666
PNKD	-0.0583125
UBC	1.054
ATRN	-0.009125
HAPLN1	-1.2555
RANGAP1	-0.01925
C10orf26	0.9445
KCNA7	0.0925
SRY	-0.7185
LOC376693	-0.8735
HIST1H2BF	-0.4685
CDCA8	-1.5665
MLC1	-1.72875
TNIP3	0.91025
OR4D1	0.325
IFT52	-0.00633333333333334
GOLT1A	0.0315
UTP20	-0.378375
RP3-402G11.5	0.6175
PRSS33	-0.63525
PMPCA	-1.1785
APOB48R	2.72633333333333
GLTP	0.01575
MPL	0.694
C9orf78	-0.93125
ADAM12	1.911
CSPG4	-1.0625
LOC144305	0.5495
KRTAP4-10	0.3773
PAK1	-1.099
ADCY7	0.7239
TAS2R43	0.4095
FRAS1	-1.5925
PPP1R14A	0.5665
OR2B6	-1.11175
ATP13A1	0.1305
SIDT1	1.24
C1RL	1.274
PRKRA	0.658
TLN1	0.5194
RP11-50D16.3	0.1955
MITF	-1.154
GYS1	-0.38575
LYG1	-0.856166666666667
NSMCE4A	-0.7189
DNAI1	0.17275
HOXD11	-1.2925
FNBP1L	0.9996
DHX35	-0.356
LCE3E	0.28175
SLC33A1	1.418
DCLK3	0.0621666666666667
TRIM33	-1.528
TMCC3	1.87033333333333
FBXO42	0.157333333333333
C1orf27	-0.0958
C17orf50	0.8345
RNF14	0.442666666666667
SLC4A8	0.024
RAB3IP	1.6159
COX6C	1.19678571428571
PCSK1	-3.7228
SLC13A1	-0.025125
ARF6	0.172833333333333
KIAA1009	0.012
HOXA13	-3.14975
HMGN1	-0.9595
CXADR	-1.26466666666667
MGC14436	0.0975
UTF1	0.5715
TSC22D1	-0.0992
BZRAP1	1.0335
PUF60	1.03483333333333
SHC1	-0.228125
HOOK3	1.5443
LIMS2	2.08416666666667
BAHCC1	-0.487833333333333
CLCC1	0.0513333333333333
ENTPD3	3.72516666666667
SMO	0.2475
PIK3R5	0.477
CDC14A	-0.655833333333333
KRT1	0.4085
ENOX2	-0.506833333333333
FLJ22655	0.1965
FPRL1	0.6245
INTS6	-0.0904
ZCCHC5	1.9495
SMC3	-1.2825
C6orf123	0.945
FLJ20160	-0.1735
LOC653391	-1.30016666666667
GSS	-0.03075
NT5M	-0.57425
SIX5	0.131
TAF5	-0.565
KCNA1	0.452666666666667
ANLN	-1.82066666666667
MGC45491	-0.9273
SSTR2	2.31175
LYPD4	0.6895
TH1L	-0.552625
CHRNA5	0.775
PNMA6A	-0.886
FLJ16369	0.0355
DLX2	-1.5525
C6orf108	0.194416666666667
ALDH3A2	0.188666666666667
CLEC1B	0.684333333333333
LEPREL2	0.50225
FOXJ1	-0.1083
OR1D4	0.5635
PPIL4	-0.53175
MTRR	0.26
SLC27A3	0.396
HTR7	-1.05333333333333
MIB2	0.16225
BHMT	-1.63483333333333
A2ML1	0.011
MSMB	1.36175
KIAA1383	-0.109875
TRUB2	-0.9375
PF4	0.331166666666667
IL1F5	0.661833333333333
LRRC37B2	-0.139
IPO4	-0.296
FIGF	0.484
QDPR	-0.22
ZNF598	-0.54575
BOP1	0.55275
MAPK12	-0.2405
POLR1E	-1.39025
CEECAM1	1.23733333333333
INSRR	0.287333333333333
SIPA1	1.0175
ULK4	-0.188166666666667
BTN3A1	0.5112
FABP5	-0.0204
KBTBD3	0.834
SORT1	0.178833333333333
YWHAQ	-0.2371875
LRIT1	-0.144
KIAA1704	-0.8034
MEIS2	-1.5014
ENOSF1	-1.18316666666667
PCDH7	1.25914285714286
FZD9	-0.610833333333333
RPLP1	0.848166666666667
ZNF75A	-0.46875
P4HA3	3.2825
NKX6-1	-0.04775
CTA-216E10.6	-0.4565
IFT140	1.24575
DENND1A	-0.84225
ALCAM	0.785
ABHD2	-0.106772727272727
QPRT	-1.9705
TRAM1	1.64271428571429
ATP1B4	0.2505
NUP37	-0.91975
SAA3P	-0.6285
SLC22A6	0.21775
KIAA0265	-0.117125
ZNF41	0.0155
ADAM19	1.2203
ERAF	-0.24975
DEFB119	0.339916666666667
DNMT3B	-3.672
SNF1LK2	-0.71975
MGC24039	-1.0925
TAS2R48	-0.668166666666667
PNLDC1	0.737
ADAMTS16	1.227
TMEM92	-0.790333333333333
CCT8	-1.454
POGZ	-0.55175
N-PAC	-0.0505
GUCA1B	0.615333333333333
ZZEF1	-0.0648333333333333
OR2C3	0.183
ZNF334	-1.41483333333333
RANBP6	-0.60225
LDHB	-1.23008333333333
BAMBI	-1.286
RAB5B	0.9465
FOXB1	1.05725
MRPS12	0.38225
MRGPRF	1.11525
CRIPT	-0.591
CYP2D7P1	-0.2885
RYR1	-0.0855
NDUFA2	0.365625
TRIP12	-0.0908333333333333
KCNE3	2.7995
MOBKL2B	-0.5783
MIOX	0.162
ACOT7	-0.9185
FGF6	0.3375
RASSF5	-0.4923
ATAD3B	-1.60116666666667
IKZF3	-0.0745
H3F3B	-0.359285714285714
C6orf91	0.6135
SEC11C	0.80375
TMEM14C	-0.75275
KIAA1632	-0.32875
SLC38A4	0.49425
FGFR3	-2.22991666666667
HES7	1.11525
HINT3	0.3125
ARIH1	-0.154
FLJ35880	-1.671
C1orf129	0.6385
POU6F1	-0.1525
RPL32	-0.04025
BBS1	0.869333333333333
RGPD5	-0.074
SULT1C2	-1.4305
KDELC1	-0.53425
PIP5K3	-0.6495
CHI3L1	1.5204
CSDA	-0.186083333333333
VTCN1	3.7505
WDR62	-1.07925
TMEM170	-0.98475
KIF2A	-1.65775
C6orf182	-1.423
ARL6IP6	-1.034
ZCCHC9	-0.89075
RARB	1.1795
ZNF320	-0.132857142857143
DHX15	0.135375
PICALM	-0.3
CNOT6	-0.0994166666666667
HIST1H1A	-0.63375
ZNF702	-0.589166666666667
OR1E2	0.452
HLF	-1.6719
LOC442582	-2.724
KIAA0494	0.5625
TCF4	0.8614
APOBEC3B	-1.552
FAM54B	0.03375
MYH2	-2.06475
FXN	-0.741333333333333
C12orf59	0.764
PAEP	-0.512
SPG11	0.34075
VN1R4	0.212
KCNJ13	-0.73675
NOC3L	0.233
C5orf36	1.4515
CPAMD8	1.143
MLN	-0.0755
FLJ11184	-0.917
TIAM1	0.168666666666667
OR10J3	0.2105
OR52E2	0.2665
PBX1	1.6516
UBL7	-0.0231666666666667
PXMP2	0.48625
SYTL1	1.11966666666667
FAM126B	0.4915
ZNF711	-2.061375
GGA1	-0.111333333333333
VAMP4	0.4075
BCAP29	-0.029
C20orf19	-1.589875
ZNF275	0.138875
NEK6	0.672
SETD8	-0.04875
HEXIM1	1.19641666666667
SULT1A2	0.015375
KLHL9	0.63375
SLC39A12	0.2695
ARHGEF16	0.707833333333333
SCN1A	-1.20016666666667
HNRPH1	-1.05575
C9orf103	0.31825
ECE1	0.077
MED18	-2.332
TEX13B	0.2485
SNN	0.13225
C6orf62	-0.157722222222222
WNT3A	0.5356
IL22RA2	0.356
MGC21881	0.518375
GABBR1	0.036
YIPF6	0.437
PROX1	-2.45283333333333
PPP1R1B	3.0375
LANCL2	-0.1228
SCN3A	-1.50716666666667
SSRP1	-0.176333333333333
ASXL2	-0.84675
RPE65	0.713
SNAI1	0.682
EFNA2	0.22125
CLDN9	0.257625
TP53I13	0.462
LOC375748	-1.48875
C9orf7	0.3815
C14orf178	-0.5845
GC	-0.92225
IER3	0.172166666666667
KCTD10	1.03
FLJ45717	0.71725
ADC	1.3515
LOC285908	-1.1495
MLL3	-0.39925
KIAA1787	-0.59125
MGC31957	-1.093
MUC5B	0.0494166666666667
ZNF193	-0.6865
CSRP1	0.508
MOSPD1	-0.376166666666667
C21orf49	-0.479
RAD1	-0.51525
ANKRD34	-1.89375
NFRKB	-1.0425
FANCA	-2.59925
VTI1A	-0.534714285714286
PCBP3	-0.145666666666667
BFSP2	-1.194
ZNF354C	-0.0735
FRMPD4	-1.091
IKBKG	-0.253666666666667
LOC441046	0.091
UNQ9438	0.1775
TM4SF20	-0.444
MAGEC1	-5.64125
AMMECR1	0.462625
GLDN	-0.28475
TTC30B	0.2385
SEC13	0.2145
EGF	1.510375
HAGH	0.524625
VSIG1	-0.0295
NHLH2	0.3885
NCAPD3	-1.10775
MGC16121	-0.5715
HIATL2	-1.15675
BRCC3	0.708333333333333
LCE2D	0.9455
TMEM79	0.975
GTF3C5	-0.9815
AKR1C4	-0.7215
C3orf59	-0.107375
RBM26	-0.5895
DUSP14	0.2325
AP4M1	-0.259666666666667
RIMBP2	-0.545833333333333
ABCC2	-2.99516666666667
DNAJC16	0.708333333333333
TTC12	1.05766666666667
SNX13	-0.148166666666667
C6orf168	0.5805
C1orf100	-1.03425
CSPP1	-0.328166666666667
LRRC56	0.645
OR1J2	0.206
THY1	1.5349
KIT	2.1445
TBC1D8	0.98925
EPHA7	-1.125
SOLH	-0.082625
SVIP	0.534
ZNF294	-0.94625
HAND2	1.96616666666667
CENTB2	-0.316666666666667
MARVELD3	2.520375
CREB3	0.553333333333333
KRTAP1-5	-2.95625
OR8K1	0.719
MED25	0.518166666666667
FDX1	-0.2995
FAM19A1	0.619333333333333
IL13RA1	1.5502
ZNF627	0.253833333333333
NHP2L1	0.459
EIF2B2	0.139375
ZNF593	0.805
WIPI2	-0.0509166666666667
RANBP1	-0.67375
TAS2R7	0.4765
LOC283514	0.2875
CSNK2B	-0.9545
CFHR1	0.562
DKFZP434O047	-0.132333333333333
WBP11	0.11125
TEX2	0.69125
GALNT2	-0.119333333333333
FLJ33360	0.6955
WNT9A	0.0475
IL29	1.43125
STK3	0.957888888888889
REPS2	1.141125
FAM78A	0.056
MGC3207	-0.646
FCGR3A	6.4445
H2AFY2	0.9105
RNF150	-1.38825
CCNK	-0.358875
VEZT	1.1
FSHR	0.1055
C1orf66	-0.429666666666667
LCE2B	0.385
CD200	-0.1275
ORMDL1	-0.414
OR51S1	0.2325
KRT83	-0.55225
COL19A1	-0.7195
POL3S	-0.1225
ZNF468	0.118166666666667
BAG3	0.670625
C1GALT1	-0.60375
CA5A	-3.78525
DKK4	-1.4425
SGK2	-1.737125
PIK3C2G	1.421
USP11	-0.325875
IMPA2	0.6815
PRKDC	-0.487571428571429
MSR1	5.24375
PDCD6IP	0.69125
FAM122A	-0.15675
ZNF740	0.31725
ATXN2	-0.0806666666666667
SLC17A4	0.242166666666667
RAXL1	-1.25416666666667
RS1	0.552333333333333
NET1	0.806166666666667
NPY1R	0.221
MVD	-0.8905
C11orf61	-0.297
CHDH	2.0645
GCNT2	-1.977
LGALS12	-0.89625
IK	-0.701
C7orf41	-0.104555555555556
SURF4	-0.0486666666666667
C1orf91	-0.032
BCS1L	0.1
C20orf141	0.538
BCAS2	-0.70475
ACE2	-0.2855
ICT1	0.54325
CD79B	1.2045
MRPS9	-0.78
AADACL1	-0.05625
IRS2	-1.07
LUZP2	-2.5385
TMEM148	0.312
ZNF514	-0.845666666666667
ADCK2	0.6089
ZKSCAN1	0.196071428571429
FASTKD2	-0.498125
KCNMB3	-0.876166666666667
POFUT2	0.0197
GNG2	-0.4064
OR6Y1	2.253
FAM26A	-1.14375
CAND2	-1.795
FLYWCH2	1.306375
BCL6	2.176
MDH2	0.227714285714286
DRP2	-0.3475
TPD52L1	1.34925
TXNL4A	0.28975
OR3A1	-0.19375
C22orf9	0.748857142857143
RAB25	1.75216666666667
PCTK3	0.62375
POR	0.0836666666666667
ARPP-19	0.870916666666667
SREBF2	0.299625
ZWINT	-0.537
TRUB1	0.11275
ENPP2	0.00616666666666666
UXT	0.290666666666667
ALG11	0.0595
SMCR7	-0.0855
SLC31A2	2.8585
USMG5	0.3405
ZNF780B	0.02025
APEX1	0.263125
THSD3	-2.1935
CEP68	-0.1187
NY-SAR-48	-0.95775
ZIC3	-3.87316666666667
LPAL2	-0.269111111111111
MRPL11	-0.822333333333333
VPS53	-0.9065
MPDU1	-0.463375
UBL4B	0.1845
LASS3	0.881
GAST	-0.128166666666667
SPERT	-0.46
UBE2L3	0.740625
MLSTD2	0.957166666666667
ADRA1D	0.111
FZD10	-1.52583333333333
ATP6V1E1	0.843
SAR1A	1.0695
MCTP2	-1.554
TMEM5	-0.701
BIRC2	-0.5285
TMEFF2	-2.617
NLGN3	-0.6382
LMX1A	0.6475
C19orf51	-0.3055
LOH3CR2A	0.957
SLC9A3R2	1.11566666666667
TIMP1	0.653166666666667
PFN4	-0.08875
UCK1	-0.85375
TPST2	1.028
AQP6	0.6455
OR1N2	0.23475
KCNIP1	-0.5395
SFTPG	-0.0546666666666667
KIAA0087	-0.2865
UBXD3	1.937
ABT1	0.182
RIPK5	-0.659571428571429
SMG1	-1.3555
BTBD8	-1.1595
PIP5K1C	1.0171
POU2F2	0.9485
C17orf57	-0.4115
TSPAN14	0.0457
NUDT16	-0.000333333333333343
GPT	-0.3075
PDK4	-1.9389
ELL3	3.287
NNMT	1.30183333333333
NUFIP1	-0.407
RHBDL1	0.9815
FILIP1	1.8208
C17orf56	-0.547
C8orf73	1.58125
FLJ21438	1.42925
TBC1D10A	0.32875
ERGIC3	0.282
CREB3L4	2.722
TARBP1	-1.546
C1orf9	0.68025
COLEC12	-0.7805
FBXO30	0.55425
