Hybridization REF	TCGA-AN-A0FF-01A-11R-A034-07
MEST	-1.23225
HTRA2	-0.673
ANGPTL2	0.53725
ILKAP	-0.097
ERAS	-0.5835
HBS1L	-0.98125
CPA5	-0.653
TMEM30A	0.150166666666667
CD300LF	2.17166666666667
WISP3	-0.1955
CRK	0.589071428571429
PDS5A	-0.2076
BRPF3	0.516666666666667
NEDD9	-1.7425
SMPDL3B	1.613
PSG6	-0.9635
PSMD13	0.26775
ETV5	-1.48975
OR51A4	0.0515
BTBD7	0.637583333333333
GSTO1	-0.36575
hCG_16001	-0.1775
MAD2L1BP	0.3775
COX6A2	2.059
SCNN1A	1.49416666666667
LSM1	0.0493333333333333
UGT2B11	-2.8225
IDUA	1.42525
PPP2R3C	-0.731666666666667
COX11	-1.2075
PDZK1	2.40325
ZNF443	1.29516666666667
MGC21874	1.18066666666667
ZNF323	0.3817
KRTAP10-10	0.462
CXCL6	-0.89075
SLC34A2	0.2294
LOC284402	-0.1475
NPTN	0.626166666666667
UPP1	-2.06408333333333
SLC6A9	-1.6815
OR7G3	-1.039
CISD1	-0.8535
ZNF545	0.0635
SYT14	-0.505
NT5C3L	-0.308166666666667
ZNHIT3	-0.482
SNRPD3	-0.47975
KIAA0701	0.2855
UNC93B1	0.67
GMNN	-2.562375
SPCS2	0.402333333333333
LOC388524	-0.139
NAPRT1	0.816125
PNLIPRP1	0.138
OR6V1	0.596
PRKAB1	0.2675
EYA4	-2.73266666666667
KIF20A	-1.456
ALG10	0.2445
ITPKC	0.561833333333333
LMX1B	1.25166666666667
RPUSD4	-0.75
C7orf34	-0.731
DLGAP2	0.43425
PFN1	-0.4592
MICALL2	0.172166666666667
ZNF654	0.5475
SS18L1	-1.49525
SLC16A8	0.3405
MKI67IP	-0.3275
ITGB3	1.97325
TCEA3	3.09925
CEP152	-1.9155625
CLIP1	1.475
ZNF75	0.1456875
ATP5C1	-0.570833333333333
NUDT5	-0.0181666666666667
PSCDBP	1.41025
UBP1	0.22675
RBM27	0.47875
C13orf15	1.792
ZNF282	-0.0108333333333333
ZNF222	0.2744
COL10A1	5.5215
PRDM15	-0.679
TTTY5	-0.814
FAM9C	-0.2402
C20orf67	-0.44075
GNG13	1.334
F12	0.843
C1orf41	-0.2325
CPXCR1	-0.8355
GSK3A	0.0175
SUPT6H	0.0386666666666667
PI16	3.14516666666667
ELL2	-0.554
C9orf167	-1.75816666666667
PVRL3	-2.629
FLJ38596	0.87725
ADAM20	-0.26925
GPR89A	0.392
GPR87	-3.4875
ZNF30	1.56525
SMR3B	0.288
ZNF770	0.294125
TRPC4AP	-0.813333333333333
DKFZP686E2158	0.510333333333333
C2orf28	0.0311666666666667
FREM1	-1.83166666666667
LAMA4	0.395666666666667
ADPRHL2	0.001
EIF4G2	-0.078
GUCA1A	-0.55
CTNNA2	-0.049
NUDT15	-1.4185
CEPT1	0.0926666666666667
ZNFX1	1.2107
CCDC92	1.044
TDRD1	-1.574
KCNK5	-3.14383333333333
ETNK1	-0.133
LTA	0.301
TTPA	-0.0126666666666666
B3GALNT2	0.538125
SC65	-0.505
PEX5L	-0.0255
EPS15L1	0.3975
MGEA5	0.027125
HIST1H3A	1.87875
ING1	-0.065125
BCAT1	-2.18425
ORC6L	-2.75854545454545
KLK11	-1.43183333333333
C19orf28	-1.638125
DNER	-4.42
MED22	-1.09171428571429
ETV6	0.944916666666667
CHAC2	-1.96825
CD300E	-1.6235
CEBPB	0.308166666666667
ZNF398	-0.078
LRCH3	0.2515
HMGA1	-1.33066666666667
CAPN7	-0.1175
MGC5566	-2.61925
CCL3	3.7805
NANOS1	-1.10625
ZFYVE19	0.36475
APITD1	0.252666666666667
PARD3	0.215375
IRAK4	0.0565
SERPINI2	-2.1575
CEP170L	0.14025
TTC9	1.741875
MYOM3	-1.44525
MLPH	2.166875
LOC222699	-0.565
NRG1	-1.74766666666667
TBC1D9	4.40090909090909
TTK	-2.4035
ZNF557	1.0578
DDX41	-0.539666666666667
FANK1	2.459
UBE2D2	-0.03625
PSMB10	1.148375
MYH7B	-1.5765
GABARAPL2	0.2705
MARVELD2	2.26633333333333
DGCR2	-0.296666666666667
UNC45A	0.0771666666666667
C6orf72	-0.019
ZNF683	4.5735
GIT2	0.217875
CASK	-0.419333333333333
C14orf161	2.933
LRRC44	0.46125
TIFA	0.120125
UTP11L	-0.689375
C6orf65	-1.1045
FDPS	-0.38575
DUSP9	-1.9292
SLC17A8	4.0745
OR51G1	0.202333333333333
NANS	0.747
OLFML1	1.8945
ATP10B	-0.784875
NPAS3	-0.59825
PRKCA	-2.4888
GGA2	-0.1673125
LCE4A	0.354
SPANXN3	-0.133333333333333
CCDC115	1.323875
SDCCAG3	-0.8915
GLIPR1L1	0.4255
TTC1	-0.137
C17orf76	1.0665
MAD2L2	-1.89725
HIPK1	-0.0662
LRRC3B	0.339666666666667
CLN3	-0.771545454545454
C17orf47	0.517
FMN2	-1.223
TUBB1	-1.532
WAPAL	0.247666666666667
C3orf21	-0.254
SCN5A	-0.602111111111111
SMYD1	-0.05125
BEX5	1.579
ZNF192	0.471
SEC22A	-0.265
GRIA2	6.43521428571429
KIAA0825	-1.05675
NUSAP1	-1.58654545454545
LANCL1	-0.012875
C15orf40	-0.6896
ZNF645	0.427875
GPR61	-0.2295
NLRP14	0.197
SNX21	0.0412
C1QTNF8	0.109
C17orf46	0.52925
IFNA8	1.162
SPRR1B	-0.7225
FLRT1	-0.8675
SNX17	-0.278166666666667
ASB2	-0.132666666666667
HBG1	-5.452
RPRML	-1.39975
JOSD2	0.134166666666667
PLSCR3	0.39275
SPOCD1	0.620166666666667
RAB39	0.2255
GHRH	0.206166666666667
ITIH5L	0.37025
C17orf37	0.99925
SMCR8	1.6565
DPY19L2P3	0.694833333333333
IL11RA	0.14
GDF3	-3.412
RPS6KB1	-1.06466666666667
DNAJC19	0.8787
TOP1	-0.43425
CRCT1	0.012625
MPST	-0.1985
DPM2	0.01775
FAM38B	-0.0388333333333333
SLC18A1	-1.9455
FARP1	-0.0626666666666667
PAX7	-0.44825
TUBD1	-1.23525
GNL3	-1.134875
BTG2	2.95213333333333
NDUFS6	-0.1585
C1orf79	-1.25075
ERAL1	-0.46125
ECHS1	0.87975
VPS4A	0.133166666666667
CYP11A1	-1.1275
ABCC6	-0.759428571428572
PBX4	-1.976
MOSC1	-0.08775
NCF4	0.74325
HYMAI	-0.1945
NAGPA	-0.51375
OTOP2	0.121
ACOT12	-0.0345
MTHFD2L	0.14775
LOC441376	6.75725
C19orf34	0.6845
RAB1B	-0.4835
ALDOAP2	0.592
NTRK1	-2.312
ARTS-1	-0.5948
SLC6A11	-1.735
NAP1L2	-2.05075
CNGB1	-0.0896
EPB41L4B	-0.545416666666667
FAM134B	3.516625
HS3ST3A1	-2.11733333333333
CPXM2	3.8175
SIRPB2	0.5155
CHORDC1	-0.858333333333333
TRIB3	-1.24533333333333
SLC2A5	0.7595
C2orf49	-0.107333333333333
DDX5	-0.24825
OR5L1	0.1495
ANAPC4	-0.107666666666667
ZSWIM1	0.483375
LOC93622	-0.30825
KCNK3	-0.2734
RP11-35N6.1	-1.988625
ZFP161	0.121333333333333
AQP9	1.3065
SLC15A2	-1.59333333333333
MREG	0.851
OR9I1	0.257
PDLIM2	0.14875
ADAM7	0.1355
GSTCD	-0.369833333333333
WDR21A	-0.373375
SLC12A8	1.21916666666667
TMEM174	0.113
IGSF3	0.236083333333333
LRRN1	-3.4635
LOC402117	-0.0703333333333333
SRPK1	-1.058
LY6K	0.3594375
NFIA	2.6945
PTCD3	-0.8495
LEP	2.42833333333333
PCDH21	-0.555833333333333
MAPKAPK2	1.26571428571429
NMNAT1	-0.0815
LHFPL2	0.62625
C9orf43	-0.02675
DIP2A	-0.693166666666667
ACTR8	0.033375
CCDC34	-0.685
PTPN22	0.32525
ITGA3	-0.76825
FAM129C	0.8585
RABGGTA	0.306666666666667
UNC45B	0.03925
KIAA1033	0.217625
ZNF510	-0.2065
CYP2D6	-0.933
SLC26A10	-2.025
STX8	0.24875
LUZP1	-0.303125
WDR89	-0.6005
EIF4G3	0.0516
C5AR1	1.1915
ZNF623	-0.432
A2M	0.805
TGM7	-0.096
GRPEL1	-0.379833333333333
LMNB2	-1.2927
ROCK2	-0.905166666666667
SNX16	0.2285
CCDC66	0.76125
ANXA3	-1.452
KIAA1609	-1.05125
EED	-0.67225
RNF32	0.6108
HES1	0.2421
CLC	0.1688
ISL1	-0.199833333333333
KIAA0528	-0.412625
MANEA	0.327
C1orf61	-2.28
hCG_2001000	0.3735
RAPGEF6	-0.1672
KIAA0020	-0.998833333333333
NEIL1	1.84475
C16orf45	-1.2195
RBM10	-0.173
C10orf125	-1.126
MRS2L	-0.6875
DNAH17	-1.237875
C19orf10	-0.37925
C1orf160	0.678
SLFN12	-0.3665
EXOC3	-0.214
HIST3H3	1.00825
NCOR2	0.563166666666667
TNFRSF9	1.03525
MFSD8	0.21975
ALX1	-3.06766666666667
NOL1	-1.5335
PODN	2.68975
TIAL1	-0.636
HIST1H1E	1.7315
NPY6R	0.4485
TM4SF4	0.09175
CORO2A	0.58525
ETNK2	0.217666666666667
APOE	1.2461
ANGPT4	0.504
HDGF2	-0.52675
G30	0.8985
ST8SIA4	-0.226
F2RL1	-0.774375
FAM19A4	-1.81
CCAR1	-0.419
B3GNT7	0.27325
OPHN1	0.00119999999999999
DSCR6	2.869
C21orf13	1.63133333333333
GAS2L1	0.0661666666666667
RFX3	-0.440833333333333
COPS4	0.129375
BCHE	-3.90866666666667
BCL2	2.87575
HBZ	-2.90366666666667
ARL13B	0.302375
MAPBPIP	1.805875
MYO15B	-0.09675
SPZ1	1.212
KIAA1324	3.81466666666667
PLCL2	-0.65425
C4orf29	-0.87075
WDFY2	-0.962875
ZNF284	-1.0435
NAALADL1	-0.00649999999999999
DUSP5	-0.545166666666667
PXDN	0.52325
SLMO1	-0.02325
TNXB	0.629
BIRC7	-0.986
A4GALT	1.02133333333333
TIMM22	0.22175
FAM110C	1.993
TOMM34	-0.856
ABHD9	0.217
ADAM32	2.2055
CRHBP	0.4365
AQP2	0.708125
LOC130355	1.20125
ZNF187	0.237
ZNF816A	0.7055
F7	0.982375
CNOT1	-0.3025
SLC13A4	1.974
ZBTB11	-0.23
B3GALT5	1.4005
EXOC2	0.422
IRS1	0.5708
TMEM1	-0.221333333333333
MRPL34	0.195166666666667
SAMM50	-0.75025
CDC42EP3	0.03775
HSF2	-1.7218
MFN2	-0.2665
TSPAN7	-1.641
NUCB1	0.594333333333333
RHOH	1.27225
ARL16	-0.671
TACR1	-0.48725
SFRS5	-0.7255
SNX25	-0.036625
RHBDF1	0.543
PCDH18	1.95916666666667
HMG1L1	-0.03025
MYO5C	1.431375
MAPK10	-0.6035
LDHAL6A	-0.193
NUDT12	1.5685
NCAM1	-0.7955
GLIS2	1.261
GGTL4	-0.20975
DAPP1	0.5295
ATF7	0.778875
KIAA0748	-0.80475
NFIL3	-2.36625
TM6SF1	0.706111111111111
SEZ6	0.15075
NANOS3	-0.494666666666667
DNAJA3	-0.594
CLDN6	-2.9855
CIITA	2.1016
EPHA4	-0.48575
FANCC	-0.36875
CMTM3	-0.235375
PSG3	-1.127375
MRPL15	-0.67375
C21orf59	0.0235
PLCXD2	-0.22675
C2orf34	-0.075
UBE2L6	1.56825
MED14	-0.918166666666667
HP1BP3	0.6979
C6orf208	-0.3665
TPBG	0.9445
OSR2	1.752125
XPC	0.219333333333333
KLHL7	-1.48325
CCR3	-0.186666666666667
AGTPBP1	-0.837166666666667
PCSK6	0.705733333333333
STAT5A	-1.055
FAM18B	0.42425
LONRF2	0.407
PTPN2	-0.87425
SF3A3	-0.856
EFCBP2	-0.44525
HCFC1	-1.1965
AHNAK	0.2102
ACTR5	-0.34875
KIF14	-0.808
TENC1	2.139
HEATR5B	1.1535
YIPF2	0.459333333333333
MYEOV2	0.663666666666667
DUSP18	1.233
KIAA1012	0.42975
AHR	-0.707666666666667
C17orf53	-1.583
PTPRH	-3.3375
ATP6V1C1	-0.112
TAS2R3	-0.386
LOC440356	-0.7265
COQ10B	0.469
PSMF1	0.268666666666667
SORBS2	2.78875
NFE2L2	-0.029
TMCO7	0.17175
SH3PXD2A	0.3655
SH2D2A	-1.4605
SPINK5	-2.68175
MRPS24	-0.5885
OPA3	0.7385
TRAF7	-0.385166666666667
C4orf35	0.186833333333333
MT1G	-1.29675
MGC39545	-0.017
HS1BP3	0.2108
OR2B2	0.595
CHRM4	-0.698
SFRP2	2.36275
RIC3	-0.3265
ART1	0.152
C6orf1	0.67
DUS4L	-1.43125
C10orf104	0.554
TNFAIP6	1.80425
RTEL1	-1.56075
CCT4	-0.8697
ZNF709	0.5535
CHMP6	-0.315
UPP2	-0.04025
CYP19A1	-1.213625
CD151	0.261666666666667
NDUFA13	0.304166666666667
ARFRP1	-1.17116666666667
FAM26B	2.29275
CRYBA1	-2.072
MRPL41	0.409166666666667
NPFFR2	1.559125
HRH2	0.363
SCAMP3	0.525166666666667
MTMR6	0.6531
MTG1	-1.19216666666667
UBTD1	0.9875
CRABP1	-3.0945
FLJ33790	0.9468
KIAA1908	-0.975833333333333
GPR158	-1.776
PACSIN3	0.0481666666666667
OMD	3.49183333333333
CATSPER1	0.512333333333333
HOXB8	-0.448428571428571
FBXO46	0.9825
OAS1	2.57016666666667
SVIL	0.668
PHB2	-1.295
ADCY3	-0.0925
NDRG2	0.393166666666667
ERMAP	0.3261
APBA2	-2.00333333333333
IGSF9	1.9925
WNT6	-0.531142857142857
MYCBPAP	1.30325
ATP2B2	0.147444444444444
CPVL	-0.5597
TRAM2	-0.9925
NOP5/NOP58	-0.245
ZNRF4	-0.26675
TLK1	0.2045
MTMR12	0.0711428571428571
ZNF384	-0.765833333333333
FAM9B	-2.271
RPN1	-0.0149
PMVK	0.84875
EIF3D	-0.6874
SIX2	1.453
HPS1	0.420357142857143
RNF7	0.81475
PSKH2	0.301
KCTD13	0.0271666666666667
CSMD3	-0.300375
FBF1	0.5765
IL8	-5.0175
SERPINB13	0.5706
FBXL20	-0.065
BLR1	0.339
SH2B1	-0.616333333333333
RFNG	-0.1915
RAB20	0.812333333333333
RBM7	-0.59775
POLR1A	-0.829833333333333
TMPRSS4	-3.051
TAF9	-0.54525
TERF2	0.0213333333333334
TNFRSF1A	-0.31175
ACADVL	-0.683333333333333
GTF2H5	-0.234
EDG8	-0.231166666666667
C9orf140	-1.027875
UST6	0.262
ZBTB8OS	-0.3795
ZNF710	0.471
GPR174	-0.938
ATP6V0A2	-0.4825
KIAA0319L	0.239416666666667
XKRX	-0.9635
DOPEY2	1.3482
SDHD	-0.563916666666667
SUMF1	1.66275
OSM	2.214
OPN3	-1.73475
DAGLB	-0.261833333333333
PPFIBP1	0.143
TRIM63	-3.34475
C10orf53	1.313
LYPD3	-0.235
BCL7A	-0.26275
AGER	-0.8735
TCF19	-0.9255
SAT2	0.47075
PFTK1	1.16816666666667
GABRE	-3.04425
C15orf38	0.0834
FIS1	-0.0045
KCNV2	0.2485
CLPS	0.494
PPCDC	-0.65
FOXN2	0.271
NT5E	-3.2706
CD83	0.662
IL18	0.398875
VPS16	0.09175
IGFBP2	-1.1165
NOTCH2	0.31975
SIGLEC1	3.139
CD93	5.337
SULF2	1.676
CEP164	-0.42875
P53AIP1	-0.984166666666667
TOR2A	-0.0233333333333333
ZNF136	0.65825
MGP	2.0753
CCDC144A	0.2046
TRPC1	-1.49
SMS	-0.824333333333333
MAPK7	-0.242333333333333
RRAGC	0.38
PARD6A	1.70316666666667
NUB1	0.8815
SYNGR4	1.32225
OR11H12	0.182
WIF1	0.128375
GCH1	0.29
OR11H4	-0.2005
SLC44A5	0.249
GPRIN2	0.791166666666667
LOC401431	-0.343
CPA4	-2.7989
MELK	-1.45377777777778
IL15RA	0.307
CUL3	0.522
HMBOX1	0.90775
PODXL	-2.45725
CCT6B	0.844166666666667
COMTD1	-0.25375
MUC20	4.4445
GPX2	-3.5475
ITK	-1.01875
FBXL5	2.0475
C13orf27	-1.248
DEFA5	-0.5835
TRHDE	0.848
MTP18	-0.926333333333333
UQCRQ	1.5349
ITGB2	1.66425
CSRP2BP	0.346
TAS2R44	0.5095
PHPT1	0.248
FAM44C	-0.02025
ERH	0.827
MPHOSPH1	-1.25166666666667
MORC1	-0.1155
PARVB	-0.9485
LAMA1	-2.766
PGBD3	0.0895
GIMAP6	4.2545
AREG	-4.97766666666667
LIPT1	0.03375
MGC99813	-1.1385
C1orf201	0.319333333333333
GRIN2A	-1.5555
MAN2C1	-0.99425
NSUN5	-0.79475
SF3B5	-0.55275
MYC	-2.4459375
NRXN1	-0.740090909090909
ZNF18	1.12025
SPDYA	-0.4835
SLC37A1	1.2245
DECR2	0.90275
ANKRD38	0.683375
SPTLC3	-1.39325
SUPT16H	-0.460625
DTWD2	1.0495
ULBP1	-1.51
ZADH1	0.520166666666667
OIP5	-2.21275
IL10RB	0.075
OTUB2	0.79775
VWA3A	0.162666666666667
SPIC	0.288666666666667
OR6C4	-0.0135
PSCD4	1.3325
DPY19L2P2	-2.939
TRAPPC6A	0.464166666666667
C21orf2	-0.416666666666667
CEMP1	-0.15575
LIN7B	0.3445
E2F7	-1.17966666666667
VCP	-0.1635
LAMA3	0.9955
BGN	1.409
GPR160	1.83116666666667
COCH	-4.5135
GPR81	1.94033333333333
APOBEC3F	-1.363
tcag7.1017	-0.34575
C1orf32	0.2315
SCGB1D2	0.912
FLJ43987	0.715
C6orf170	-0.5055
KLK9	0.3495
GPD1L	1.208625
VPS37B	0.20325
ATG3	-0.403333333333333
ADAMTS17	-0.081
KLHDC2	0.239166666666667
NDUFV2	0.04075
BLK	-2.0905
MATN4	-2.1695
GPM6A	-0.512571428571429
GBP4	2.8465
TMEM162	0.520666666666667
PKP2	-0.95
HRASLS	0.0425555555555556
MMP1	-0.84775
SFXN3	0.184
FSD1	-1.64616666666667
ST6GALNAC3	-1.55933333333333
CA12	3.4482
NCOA6	0.6985
C19orf58	-0.0566
PPP4R1	-0.513833333333333
MAN1A2	1.43916666666667
IKBKAP	-0.706
UPF1	0.266666666666667
KIAA1219	0.186
WNT16	-0.418
SNW1	-0.195125
IL18RAP	2.38625
RPP30	-0.13825
CDC40	-0.585571428571429
SETD3	-0.0328333333333333
SLAMF6	0.252
ELK4	0.317
TRIM47	0.889833333333333
ACOX3	1.0775
TRIM6	0.0135
KIAA0372	0.262333333333333
TP53AP1	1.39525
SMURF2	-0.9795
ADAD1	0.66775
EBP	-0.7924
KRTAP13-2	-0.025
FLJ36874	-0.7855
TOR1A	-0.0323333333333333
P2RY4	1.2665
GPBP1	0.109
TRPV1	0.944125
ADAMTS12	-0.241
PES1	-1.0759
ATG4A	0.4805
MAGEA10	-4.421
WFS1	1.74175
CC2D1B	-0.367833333333333
PABPN1	-0.230625
SLC25A30	-0.46875
SLCO1C1	0.833333333333333
SLC22A5	1.35325
KIF23	-1.40266666666667
SYN2	-0.949166666666667
ASPN	8.65783333333333
CENTG2	0.085
QSOX2	-1.8945
FLJ10815	0.0473333333333333
STK24	-0.296875
SPEG	0.00810000000000001
STK10	0.380833333333333
DACT2	-3.359
AAAS	-0.415
SSX3	-1.41625
ABCD3	1.0963
C4orf12	0.25625
PARVG	1.281
FIG4	-0.0445
C9orf46	1.5215
TMCO6	-0.556
IGHMBP2	-1.3415
DUS2L	-0.336333333333333
FAM3C	-0.494375
TMEM16D	-1.74825
DCTN4	0.9885
KCNH3	-0.23925
EIF2AK2	1.81275
AP1S3	-0.580875
CST4	1.666
PAM	-0.8201875
NUTF2	-0.35525
CITED2	-0.1303
SLC39A4	-0.491
C2orf52	-0.157
GRM3	1.06775
C12orf49	0.543875
CCDC49	-0.4179
GRAMD1B	-1.368125
FNDC4	-0.58925
SIAH2	2.125375
GDPD4	0.48675
C21orf87	0.124
ATP5A1	-0.0473333333333333
C16orf63	-0.770125
LOC388135	-0.485666666666667
ATP5J2	-0.217125
MMP3	-1.0965
EMID2	-0.461
CRHR1	0.10225
WDR70	-0.56425
C13orf31	2.54725
ZFAND1	-0.343
CCL18	3.75983333333333
C3orf49	-0.116
RINT1	-0.1835
KIAA0408	-2.50066666666667
F13A1	3.5952
SLC10A1	0.862166666666667
OGN	2.08575
GIPC2	-1.4705
XPO6	-0.958166666666667
LCE1A	0.5605
FMR1	0.84
LOC374920	0.209
DUSP3	0.24975
ANKMY1	0.24575
C7orf50	-0.30475
BBS9	0.1444
UNC119B	-0.554125
C9orf72	-0.369125
MGC35440	0.47
ENTPD6	0.029375
PPP1R2P9	-0.7
ERCC4	0.26375
FAHD2B	-0.5145
HMHA1	0.0655
HACL1	-0.998
RAD23A	-0.29
FAM83B	-1.5245
PPP5C	-0.940166666666666
RNASEH2C	-0.11325
C9orf153	-0.59425
SCAMP4	0.787375
GHITM	0.3051
NDUFB7	0.225125
ADCYAP1	0.583166666666667
SP110	2.3665
MAP3K7IP2	0.1135
DHH	0.1885
AGRN	0.569214285714286
WDR33	0.582666666666667
CEP290	1.01316666666667
PRPS1L1	-1.99516666666667
KLRA1	-0.182
GPR97	0.0855
CHD7	-1.37108333333333
TLR10	1.2995
SLC30A8	-0.0215
HIC1	1.01966666666667
IAPP	0.041
RXFP4	0.31625
GP1BB	1.59
SHQ1	-0.0855
NKX2-3	-0.173833333333333
API5	-0.2265
FTHP1	0.349
MOV10L1	-0.6738
TRIM6-TRIM34	3.067
ADHFE1	1.55925
FAM117A	-0.2795
DDI1	-0.225333333333333
CDON	1.01883333333333
TRIM73	-0.6685
IGKC	4.163
MMP14	-0.281916666666667
DYNC1LI1	0.18725
C11orf66	0.45975
TRBV3-1	-1.367
FASTKD5	0.4215
BIVM	-0.1495
LHX4	0.04975
CXCL2	-0.7498
RAB2B	0.0938333333333333
IZUMO1	-1.76566666666667
MAP3K15	-2.67975
FAM19A2	-0.148
ZC3H8	-0.530666666666667
ZMAT1	2.298
SPINK5L3	-2.136
SLC10A6	0.2185
APPL2	-0.023375
CARD10	0.1685
LOC402176	-0.5565
EEF1D	0.4144
RAB6A	1.12
C12orf5	0.446375
PAPOLG	0.48325
MSRB2	1.4145
BCR	-0.311833333333333
PUS3	0.28925
TIAM2	-0.8425
ZNF317	-0.075
CHD2	-0.114785714285714
FZD5	-1.58345454545455
NUDT8	-1.86375
ZNF763	0.622
PRC1	-0.951111111111111
ABCB9	1.3305
SPATA3	-0.04575
TRAK2	0.338125
STAB1	2.9355
LRRTM2	0.148
psiTPTE22	1.258
DBI	-0.0035
SERPINA11	-0.79025
NAT5	0.1895
C20orf58	-2.633
RPS6KA4	0.24
FLJ90650	-0.26025
TGFBRAP1	-0.02425
CHRDL2	-0.871375
FAHD2A	-0.817833333333333
CNTN1	0.095
BBS4	0.3242
TMEM181	-0.559
MINPP1	-0.55925
MPHOSPH6	-1.49166666666667
HOXC10	1.4226
ITPKB	0.8575
CLPTM1L	0.127625
MEOX2	0.807833333333333
ATP6V0C	0.9135
PRPF8	-0.239833333333333
TMC5	2.7905
FKBP3	0.1435
PLEKHB2	0.27275
OR4D6	0.1455
ZNF544	-0.3059
D2HGDH	-0.105
RPL18A	-0.7682
HEL308	0.011375
MPP6	-3.749
TCERG1	-1.597
KRT16	-1.76016666666667
KLF17	-0.68025
KLF5	-1.675625
CDR1	2.568125
VCX3A	-4.944
FBLN2	1.416375
C14orf104	-0.6575
HBE1	-4.7747
OR4S2	5.555
C1orf108	-0.248333333333333
ROBO4	3.35383333333333
CPEB4	0.190875
C11orf80	-0.887666666666667
BCKDHA	0.7425
MYOC	0.75325
GIF	2.0425
CKMT1A	-0.654
RPL3	-0.4052
THBS1	3.48775
APOO	-0.26675
ARMCX1	2.1195
HSZFP36	1.149
SNAPC5	-0.4245
EIF4ENIF1	-0.05225
ZNF433	0.66625
TNFRSF21	-1.663625
TMPRSS7	0.7995
SPATA18	3.0028
HPDL	-3.3995
MKL2	1.231
TBX3	0.298
C21orf93	0.131333333333333
DAXX	0.18975
ELMO1	0.0045
RGS13	1.6702
TAF11	-1.1325
UNC13A	-2.523125
LOC653314	-0.3703
ORC3L	-1.20475
IMAA	-2.5135
TARBP2	-0.4525
CABIN1	-0.7065
TRIOBP	-0.2689375
HIST1H2AC	2.802625
RGS22	2.38233333333333
NCOA1	1.42166666666667
IL25	1.042
SNCG	-0.6505
GPR6	0.473
AMDHD1	-0.871
CHEK2	-1.18625
C6orf142	-1.00725
DRD4	1.03975
C14orf68	-0.98175
GDF11	-2.314
SEMG2	0.881
CD247	-0.56425
CDAN1	0.34375
RBMX2	-0.0975
TGS1	-0.87725
OIT3	1.4715
SYF2	0.16575
MCM4	-2.014375
PKHD1L1	0.2735
CEP192	-0.51
IFT88	1.2905
RPL9	-0.34
RAB32	-0.18025
DDX43	-3.2005
P2RX2	0.0931666666666667
OR5D18	0.933
UBE1	-0.21675
SLC24A1	0.40925
ARHGAP5	0.03625
CETP	-0.0545
KIAA1731	-0.205166666666667
SLC9A4	0.0375
PTPN6	0.857
BAHD1	0.2455
GRIK3	1.0435
CACNB2	-0.8531
PDE10A	-0.96625
DGCR14	-0.7295
PCDHB9	-0.179666666666667
RHOQ	0.128
MAP3K4	-1.11275
KTI12	-0.303
RPL23AP13	-2.52875
GNG11	-0.10525
CLCN3	1.32683333333333
GPAM	-0.639125
VSTM2A	-0.228
SLAMF7	2.73983333333333
INTS2	-1.247
PPP2CA	-0.0972
LRP12	-0.656533333333333
SEC14L2	1.68077777777778
DKFZP586H2123	1.59375
MC3R	-0.952
CIRH1A	-1.40633333333333
HIST1H2AB	1.721
POLH	-0.179375
MGC16703	-1.2345
SNAPC2	0.3255
FILIP1L	0.96675
RASGRP4	0.4335
LRRC1	1.2445
GAS1	-0.32825
PRAC	-0.1315
DGKA	0.161
NT5C3	-0.63375
PEG3	-2.33666666666667
NADK	-0.24975
PRR17	1.36975
LOC374569	-0.424
SGSH	0.2255
NLRP8	1.1815
GALT	-0.7759
MCF2	-0.439
ZNF263	-0.306
TACSTD1	1.4555
TYR	-5.8658
ATP6AP2	0.39875
RNUXA	0.04225
ABHD10	0.1142
GDPD2	-0.75625
SLC35C1	0.17175
UBE2A	0.33625
HERC5	1.65266666666667
FAM112B	-3.65416666666667
FBXL16	1.56175
DKFZP434A0131	-0.54725
ELA3A	-2.638
RBM41	-1.1435
HAO2	0.317333333333333
RNH1	0.085375
SHANK2	1.44733333333333
OSBP2	-1.3155
DAK	-0.162333333333333
C3orf58	0.766916666666667
TCL1B	-0.4355
KBTBD2	-0.67525
SUGT1L1	1.8415
UBE2E2	-0.790666666666667
MYL9	2.0855
CDC23	-0.528
PBXIP1	1.6733
CXorf40B	0.3005
NBL1	0.3645
RTBDN	0.265
RAB11FIP5	0.269875
TTTY13	0.354
SCOTIN	0.531583333333333
SOHLH1	-0.873
CDKN1A	0.130142857142857
NCK1	0.383
ZNF550	0.25275
SAPS3	0.614
SPIN3	0.157166666666667
MAGEE2	0.111
MIS12	-0.5535
OR8H2	0.3665
KIAA0774	-1.66733333333333
UNC5D	-1.4685
CUL7	-0.444833333333333
LIPC	-2.321
DIO1	0.2405
C20orf11	-0.7849
CTRL	-0.83625
HS3ST2	1.253
PAK4	0.882333333333333
CCRL1	2.938
RNF10	0.90125
ZNF567	0.4115
ZNF660	-1.1455
TCEAL3	2.491
MAGOH	0.151166666666667
CENPB	-0.0723333333333333
C19orf7	0.9
LOC388965	0.46
ZCCHC13	1.2185
JMJD1A	-0.6892
HIST1H4H	2.8005
TBRG1	-0.4424
GPC3	-3.62725
TAF1C	-0.459625
EBNA1BP2	-0.749666666666667
CIAPIN1	-0.736
PDGFRA	-0.111777777777778
CSTB	0.170625
CENPI	-1.4195
GTF2E2	-0.603
RPP21	-0.219
CCNF	-0.777166666666667
KCNQ3	1.1985
