Hybridization REF	TCGA-BH-A0BP-01A-11R-A115-07
COMMD2	-0.5895
WIZ	-0.214
LOC344405	-0.341
ALDH4A1	-0.481705882352941
CRYAB	3.6345
COPA	0.224166666666667
PCDHGA7	0.2565
KIF11	-2.07958333333333
RASD2	-0.237
SLC26A3	0.1405
ZNF175	-0.6435
JAKMIP2	-2.844375
C8orf4	2.91183333333333
PTHLH	1.66075
SLC40A1	4.734
OR7D4	0.359
PCDHB17	0.114
CD36	5.7575
C6orf203	0.7958
PRKG2	-0.5105
LOC400566	0.8485
ANAPC13	-0.1175
SLCO3A1	-0.26975
ZNF692	-2.047
FANCL	-0.968
SH3GLB1	1.325
C12orf61	0.083
KBTBD6	0.14875
SUPT5H	-0.289625
XRCC6	-0.3733
HUS1B	-1.2379
FAM133B	0.137
LOC728276	1.737
KCTD18	0.53975
SOS2	0.5875
CCDC99	-2.607
C1QTNF5	3.7125
NNAT	2.82833333333333
USP16	-0.092
LARS	-0.896625
ZBTB2	0.253875
ABO	0.1295
TRAF3	0.33825
GALNT5	-1.5145
NAP5	1.3305
ALG14	0.995666666666667
KIAA0515	0.368884615384615
WDR75	0.181166666666667
TEX261	0.408583333333333
LY86	1.0995
LOC389072	-0.8185
FLJ13611	-0.3185
MRGPRX2	0.619
SNRPA	-1.339125
OR2G2	0.0475
GPRASP2	1.97325
C7orf42	0.5596
C9orf163	-0.7395
CYP11B2	0.047
FCRL3	1.14666666666667
PRDX1	-0.1515
FGB	-2.71133333333333
COX17	0.452333333333333
C16orf33	-0.08525
PIWIL1	-0.0596666666666667
FOLR1	-2.27633333333333
KIAA0082	-1.45475
FREQ	0.208666666666667
TMCC2	-1.02466666666667
TCF12	0.259166666666667
ZNF721	1.81725
FAM130A2	0.7315
POU4F1	-1.8325
SNRPF	-0.834875
SGIP1	2.27033333333333
ZNF641	1.63583333333333
EMG1	-1.43625
PRRG4	2.273
HIRA	-2.4525
MYNN	0.766166666666667
AEBP2	-0.796916666666667
TBXA2R	0.388
ISL2	-1.67833333333333
PCDHB11	1.092
RNF144A	-0.40325
MARCH5	0.33
DULLARD	-0.789333333333333
DCLRE1B	-0.331666666666667
ITGA8	0.74075
TP73	-0.274375
PRKCD	1.78225
NDUFB4	0.1875
ATP13A4	3.13525
ANTXR2	-0.362666666666667
COL4A3	-0.945666666666667
MYO10	-0.7796
SLC6A18	0.28575
PEX1	-0.0995
TMEM74	-1.15533333333333
RBM19	-0.77825
TAPBP	-0.0737
RUNX1	1.332875
MID1	-0.4705
GPR64	0.658833333333333
RASEF	2.29075
GABRG1	0.255375
MYO16	0.082
DBF4	-1.21933333333333
TSHZ2	3.635
RIPK2	1.06375
PPTC7	0.3795
KIF4B	-1.9065
LRRC31	4.091625
ZNF540	0.84225
EFNB3	-0.214
LOH12CR1	-0.685125
STON2	0.881166666666667
GLP1R	0.22025
CSTF2T	-0.932
IREB2	-0.804625
GRSF1	-0.62075
PDCD7	0.0913333333333333
LRRC43	0.0965
CNR1	0.216833333333333
IL1F7	-0.4795
C12orf64	-0.6705
FAM69B	-1.6865
NR2E1	-1.88433333333333
MS4A6A	2.6463
FTL	-0.5137
C7orf36	0.1475
PCLO	2.0562
DYRK2	2.09316666666667
ARIH2	-0.39025
SAMD7	0.168
SCNN1D	-0.94325
SLC32A1	-1.155375
C22orf25	-0.324833333333333
MRPS18A	-0.8398
GPR112	1.029
EARS2	-0.5895
ERN2	-0.45
ATPBD3	-0.0176666666666667
PRH2	-0.913
CDKN2D	0.208666666666667
PGLYRP2	1.07075
TRIM40	-0.0275
SEC14L3	0.0581666666666667
SLC22A1	0.112
BTN2A3	-0.1865
RASA4	0.49825
CCNL2	-1.44383333333333
MYBPC3	0.227
GJA4	3.49775
CDC42SE1	0.10975
TRPV2	-1.06425
MYPN	-3.962
SIM1	0.132
CDADC1	0.58425
ZFHX4	2.46975
NIBP	0.273333333333333
ADAMTS19	-1.87075
ABTB2	0.4225
TSPYL2	-0.740375
EIF2S3	-0.0994
SOX30	-0.125
AP2A1	-0.763666666666667
DKFZP564O0523	0.208833333333333
LOC285398	0.10975
CDH18	-5.1005
CHL1	2.9185
GATS	-0.4606
TBC1D2B	1
OR1J1	-0.343
GSN	1.687
DPCR1	-0.279375
GARNL4	0.244833333333333
SMARCA5	-0.01075
PLEKHG3	0.5575
ZBTB45	0.0055
FRMD6	0.221
PLS1	-0.182
DGKZ	-0.603333333333333
EFNA1	1.4166
WDR85	-1.112125
ANK2	1.2745
PAGE4	-0.338666666666667
SENP6	0.829333333333333
AKR7A2	-0.210333333333333
FKBP10	-2.0745
VEGFC	-0.8885
LARP1	-0.3898125
SRBD1	-0.00475
ITGB6	4.3485
SLC1A2	-1.07038461538462
INVS	-0.965333333333333
MPO	0.347
MOBKL3	0.0958
CUTL2	-1.538625
KLK2	-0.129916666666667
VIM	0.24275
REG1B	0.2055
PCDHGC4	0.012
C3orf34	-0.710166666666667
SUMO3	-0.3695
CST9L	-1.262
MLL4	-0.69425
SPR	1.53666666666667
SAMD9L	0.53
ABCE1	-0.55675
SUPT3H	-1.31166666666667
ACTBL1	1.6195
ADAMTS4	1.8325
SLIT3	3.495
RHEBL1	-1.8185
NPM2	-0.8155
MAN1C1	1.350625
KIAA1856	0.0920833333333333
HSPA6	2.14275
LOC388152	0.9215
C10orf140	-0.40925
ZDHHC12	0.082
LIN7A	-0.4238
PHC2	-0.137416666666667
SPHK1	-0.000999999999999999
TRIM26	0.282375
FAM83E	-0.536
C18orf24	-2.04383333333333
ZNF578	0.342333333333333
ORAI1	-0.633
RUVBL1	-1.4845
C7orf20	-0.295666666666667
APAF1	-1.7245
SLC36A4	-0.845333333333333
MYH11	4.4355
NEK1	0.1536
MPP2	-1.313
C12orf24	-2.889
TNK2	0.135875
ZNF289	-1.65875
MATN3	0.248571428571429
IFNGR2	0.851333333333333
ITPR1	0.858375
EBF3	3.5048
TBC1D20	-0.0241
OR10P1	0.30125
DDAH2	1.215
SHPRH	-0.321125
STX7	0.896
LOC554248	-2.62575
BCAR1	0.15575
ATXN3	0.333416666666667
TRIM27	-0.2055
CDC42EP2	1.0075
CHP	0.244214285714286
SOX17	1.933875
ZNF259	-1.24066666666667
CHCHD1	-0.017125
ZDHHC19	0.1675
GBP2	2.817
GARNL3	1.684375
MRC2	0.3545
C1orf52	-0.41175
AOF2	-1.21633333333333
LRPPRC	-0.3376
ACVR1C	3.73883333333333
TM4SF18	3.39366666666667
TMEM169	-0.233166666666667
PPP1R16A	0.2305
EBF1	2.73416666666667
RRS1	0.2815
SNX2	0.1475
OR2T2	0.1435
RBX1	-0.033
ANKRD54	-0.0451666666666667
TSNAX	-0.125666666666667
TMEM83	-1.86175
ZBTB7A	1.29075
ATM	-2.04416666666667
LOC338328	2.52483333333333
TIE1	1.579
HIST1H3G	0.616
PASD1	-4.38333333333333
TINAG	0.328
PCDHAC2	1.1215
LRRC15	1.426875
WBSCR17	-0.74225
TFF2	-0.3105
PARP2	-1.12525
NDFIP2	-0.194375
PCDHGB2	-0.2535
WDR60	-0.267
MAP7D2	-1.4739
USP45	-1.527
GSDML	-1.58325
TNS1	0.8785
PLCD4	1.431
IQCD	-0.100666666666667
SMPX	-0.824
CD9	-0.304166666666667
SRGN	0.9105
CASP7	0.773375
INOC1	0.100333333333333
DKFZp451M2119	-0.76575
VMAC	1.464
USP53	0.5639
CAMK1G	-0.664125
TMEM106A	-0.124166666666667
CDC20	-2.542
ACSL5	-0.332333333333333
CBWD5	-0.948
C1orf87	-1.084
KIAA1274	0.94075
PRUNE2	-1.13521428571429
LYPLA2	-0.815666666666667
DOK6	-1.057
GPR149	-0.048
FAM30A	1.1315
TMEM129	1.86525
SLC35B3	1.21675
ACPP	1.6672
LOC200261	-1.0925
SLC4A7	2.0486
CCDC40	2.6855
GART	-1.890875
THOP1	-1.39825
SCARB1	-1.15275
CACNA1F	-0.0655
TRIAP1	-0.319833333333333
SYT14L	0.0735
SFRS8	0.037
PBOV1	0.3085
GOLSYN	2.84875
GJB7	-1.763
CAMK2N1	0.397416666666667
GREM1	2.05775
FLJ20433	0.59175
QPCT	-2.921125
PRKAG2	1.01933333333333
H2AFX	-1.855625
C6orf154	-0.43725
PLOD3	-1.06
ZBTB39	-0.697333333333333
WASF3	0.844166666666667
DRG1	-0.223
PRR4	-0.7625
SPCS1	-0.234
KDELR3	1.97316666666667
SRP19	-0.00299999999999999
GABRA6	0.43775
MFSD1	0.321
MMEL1	1.259
PDXDC2	0.4487
BUB1	-3.67555555555556
RNF138	-1.72225
MYLPF	-0.2135
AIF1	0.957333333333333
DYNLRB1	0.3642
HCN3	-1.744
HIST1H2AI	0.51075
MAP4K5	0.535083333333333
LASP1	0.23425
LOC130951	0.5795
PLAA	0.836
KRT6A	0.4105
C6orf117	-2.247
ARHGAP23	-0.082
PTF1A	0.154
GPHA2	-0.47075
LCE3B	0.04225
MCL1	0.421214285714286
EHBP1	-0.00716666666666665
PRNP	-0.4020625
ZSCAN1	0.56575
C1orf113	-0.58
FOXA3	-2.655625
NEB	-0.057
ASGR1	-4.13533333333333
CTGF	2.171
RAB17	0.895666666666667
MST101	0.2105
JARID1B	0.3729
USP37	-0.0203
PTBP1	-0.71
PTPN7	-0.936333333333333
CDC7	-2.83483333333333
SNX7	-0.08175
ZNF335	-0.419
CPT2	-0.625
HEATR1	-0.432
HSPC152	0.041625
C5orf40	0.458
PSME1	-0.617666666666667
STAG3	-1.70375
TMEM154	0.435166666666667
KLHL32	-0.4975
TSGA10IP	-1.283
SUV420H2	-0.629666666666667
SF1	-0.456
2'-PDE	0.2383125
PNLIPRP2	-2.4315
TRSPAP1	-0.466666666666667
NUP210	-2.00016666666667
ANP32C	-1.32866666666667
RAB11B	0.6055
ASB15	0.638
ITGB3BP	-0.79375
UBASH3A	-1.522
YWHAB	0.779125
TPRX1	0.0415
LY6G5C	0.000125000000000007
SLC7A2	0.248875
CLK1	0.4858
HSD3B7	0.278666666666667
VDR	2.8455
C16orf74	-0.93875
ACE	0.0615
PSMA2	-0.236833333333333
CCDC131	-0.216625
ZNF213	1.18766666666667
EML2	-2.29025
ALS2CR13	0.403166666666667
GLYATL1	1.26675
DSPP	0.0505
DHFRL1	-0.778875
C10orf30	0.5435
SH3RF2	-0.551333333333333
LOC197322	-0.694833333333333
DLL3	-1.87625
TIGD7	-0.19975
GFRA3	-0.25625
CPA1	1.64766666666667
RTN4	0.918166666666667
PPT2	-1.6295
FASLG	2.14533333333333
FOXP4	-0.2615
RPL26	-0.2305
GNL3L	-1.09183333333333
FMR1NB	-0.237166666666667
CD163	6.914
SGPP2	3.60175
GIMAP2	0.42275
CD37	0.751
DPT	4.27533333333333
NBLA00301	2.12775
RGS5	2.87591666666667
C9orf4	-0.5025
ACTL8	-2.98683333333333
PRKAR2B	1.642875
OPLAH	0.454833333333333
C20orf134	0.97525
SPACA5	-0.0735
TBL1X	0.417666666666667
TSPYL3	0.151
CHCHD3	-1.1705
CRKRS	-0.9285
GPR65	4.584
DFFA	-1.100875
FUT1	0.56975
C6orf204	0.619
TMEM51	0.70125
ZNF580	0.3685
CMTM2	0.96075
C20orf200	-0.594
EZH1	-0.242
FDX1L	-0.767625
MRPL32	0.59325
PCAF	-0.4306
ALOX15B	0.603
CD59	1.87125
CDK9	0.55625
ERP29	-0.888
TTR	-5.17575
BCMO1	0.022
DDIT4	-0.8597
PTGDS	3.107
C3orf63	0.0708333333333333
BST2	-1.391
CYP1A2	-0.515833333333333
C5orf25	0.95475
STX1A	-0.659647058823529
OR2A12	0.2525
SH3BP5L	-0.5905
SERINC5	0.1585
USP6	-0.8593
MRPL3	-0.4445
POMP	-0.163125
INPP4B	1.45975
GMPPB	0.4595
EAPP	0.03525
AHSA1	-0.27575
ABCA11	1.687
SLC5A6	0.0856666666666667
HIVEP2	1.738
SUMO2	0.454375
KIAA1822L	1.803
C11orf67	0.87125
TXK	-0.112625
PHCA	0.2445
ICAM4	-2.52383333333333
FPGS	0.436666666666667
SNRPA1	-0.54575
KCNJ4	-0.603
KIF6	0.0481999999999999
HIST1H2BG	2.32483333333333
SLC5A5	0.32975
ZNF354B	-0.251666666666667
IL12RB2	0.5805
C11orf76	-0.0948333333333333
GAL3ST2	-0.037
AIFM2	1.2455
SYNC1	0.3775
UBL3	0.724625
PIK3CG	-0.8915
NLN	-0.3394
BCORL1	0.5235
CD5L	0.00125
ZNF238	0.838833333333333
KIAA1394	-0.77825
C16orf55	-0.5882
CYP3A7	-1.27175
KRTAP3-1	-2.727
TFDP1	-1.43033333333333
MND1	-3.8085
NODAL	-0.058
GTPBP4	-1.028
TUBGCP2	-0.10525
SLITRK5	-2.82025
CIC	0.08225
CD79A	0.369166666666667
SAMD14	1.323
TNPO3	-0.685
OR10G3	0.54
OR10G8	0.2535
CCDC111	-0.7985
HOXC9	1.927
DCUN1D1	0.1365
CYB5R1	1.298
TSR2	0.1905
DAB2IP	0.6532
SLC6A5	0.064
RAB3D	1.597
DCUN1D4	-0.884
ERBB3	1.1955
SDC1	1.24683333333333
ATP6V1H	0.481333333333333
SYK	1.3625
ST20	0.51175
C13orf30	0.295
WDR40A	-0.1335
ADMR	-0.117
LOC388335	2.42025
ACSM1	2.319
TDG	-0.229166666666667
FLJ11235	0.80925
MRPS5	-1.044
AGPAT2	0.783166666666667
SLC12A1	0.917
CYP27A1	-1.4575
THAP7	-1.2275
XPO1	-0.903666666666667
ALMS1L	0.473833333333333
C1orf2	-1.26175
ZNF777	0.176
CAMK2A	-0.025
SMC1B	-0.45175
IHPK2	-0.0489333333333333
LEMD1	-2.56575
NKD2	-0.5631
CLU	1.16507142857143
ARMETL1	0.001
PABPC4	-1.0615
CXCL12	3.39533333333333
TFAP2C	0.9155
TTTY8	0.569
ABCB10	-1.0915
ENDOD1	1.93783333333333
IDI1	-1.8515
KCTD6	1.0065
CCDC105	-1.1245
ULBP2	-0.846833333333333
ZDHHC5	0.227
WNT8A	-0.15125
COMMD10	-0.14225
KLHL12	-0.106375
GPR50	0.017
NR5A2	0.2705
OXGR1	1.20983333333333
EHD3	0.5055
CAPRIN2	-0.726
KLRC3	-4.496
SF3B1	0.426857142857143
IPO7	-0.4705
ALDH1A1	-0.418666666666667
ANKRD5	0.7835
TSNARE1	0.317
DDEFL1	1.0695
RNASEL	1.65716666666667
DNAH9	0.1635
HELLS	-2.67
TNS4	1.2235
NAV1	0.6843
KIAA1409	0.025
C20orf26	2.16266666666667
TUBG1	-1.86125
IRX2	2.9115
CNGA4	-0.3955
MGC50559	1.20933333333333
OR4K17	0.114666666666667
TM2D2	0.862833333333333
FAM32A	0.18225
TXNDC14	-0.0785
CCBL1	-1.753
ANK1	-2.6594
PRSS23	-1.17975
PPM1L	0.6435
SPATA20	0.86725
APCS	-0.14175
C14orf122	-1.29833333333333
PSMB5	-0.376875
C6orf10	-0.2359
SETDB2	0.116833333333333
SPNS3	-1.2525
SGMS2	0.584666666666667
MXD3	-0.991833333333333
MON2	0.8326
CARTPT	0.26175
HNF4A	-1.05433333333333
RABEP1	2.05365
TNFRSF10B	-1.255875
USH1G	-0.2245
PPAP2B	-0.1745
TMEM16K	-0.1455
CTDSP1	0.947333333333333
CDK5R1	-0.612
GABRR1	-0.074
OPN1LW	-0.157
FAM98C	0.5955
DBN1	0.75975
ACAD10	-0.9715
QTRTD1	-0.52825
WNK3	-0.872833333333333
RPS19	-0.616125
C1QB	3.1405
OTUD5	-0.207
SLC41A2	1.01
TMEM22	-0.587833333333333
KHSRP	-0.615
TNFRSF11A	-0.259166666666667
FBL	-1.09683333333333
IBTK	0.174
OXER1	-0.071
CBLN4	1.697625
GPR172B	0.649
CFTR	-0.769
VSX1	0.9795
CAMK1D	0.78675
LOXL3	-2.0855
RTP4	1.1105
SLFNL1	0.94725
KIAA0828	0.000999999999999973
PAR5	0.0845
LOC723972	-1.28525
GDI2	0.176125
CEBPA	0.9711
MLF2	-0.978
AFMID	-1.066
ALOX12B	-0.0175
BPHL	0.14
COX5B	-0.13075
S100A10	0.3443
THOC6	0.08925
NHN1	-0.42625
RRP12	-0.765333333333333
ARID3B	-2.33675
CD3G	-1.59366666666667
KIAA0133	-0.48725
NAT11	-1.56
PPAT	-1.38116666666667
SIRT3	-0.1349
TCERG1L	0.5625
NIPA1	-0.9663
DPP8	-0.149
IL7R	0.432333333333333
ZFP64	0.12925
DMAP1	-0.5816
TRMT12	0.3675
TLR4	1.8517
WFIKKN2	0.58825
RAB12	-0.885833333333333
DDX51	-0.443833333333333
KIAA1086	3.33375
ZNF295	0.303666666666667
ACVR2B	0.100928571428571
LOC494150	0.063
ZNF517	-0.5085
DNASE1L2	-1.3025
SUFU	0.111916666666667
LOC283677	0.0845
LMO3	0.4755
PPP2R5D	-1.1385
ZNF587	0.0328
HIST4H4	-0.03225
CYP2C8	0.566
C1orf80	0.023
DOCK5	-0.8685
C9orf24	1.45275
OR5AR1	0.4
C11orf24	-0.17425
UNQ1940	-0.74025
CAP2	-0.296666666666667
TIMM44	-1.4415
DSEL	0.362
ROM1	0.86325
FBXO4	1.037375
MYLC2PL	-1.315
MLH3	0.472
NOX1	0.369833333333333
DPEP2	1.2755
DNAJB5	0.14925
RLTPR	0.108
MBIP	-0.243166666666667
COPB1	-0.096
SFTPA1B	0.1135
C10orf4	0.0255
PRELID1	0.06975
NOLA1	-0.262
C19orf24	-0.0225
TLR9	-1.59
HLA-DMA	2.89641666666667
HCRP1	-0.705
GPR137	-0.270833333333333
ITGA11	0.949
PHF13	0.545166666666667
MARK4	-0.0338333333333333
METTL4	-1.39425
MBD3	-1.4724
LOC134145	1.16
FGF3	0.2065
SLC35A3	2.033625
CLEC16A	0.5775
AMOTL1	-0.335
FLJ31438	0.02775
PAICS	-2.326875
TOMM40L	1.2305
MMD	1.015
KLK10	0.7004
NIT2	-0.260333333333333
SERPINB10	-0.6435
KLF15	0.2371
CCDC5	-1.5675
WSB2	-0.188875
ME3	1.0595
CACYBP	0.360083333333333
TCTN2	0.27
JAK1	1.794625
C2orf25	-0.45525
GPD2	0.661
FBXL11	0.625
CDV3	0.329166666666667
GALNT11	0.690125
NDUFA12L	-0.7482
FLOT1	0.257428571428571
TOR1AIP2	0.3475
MMP25	-0.05225
C1orf164	-0.1223
CHST5	-0.32825
LYRM4	-0.33015
GPER	0.75325
HIPK2	1.44125
DAP	0.5834
ZMIZ1	0.760666666666667
DDX58	1.34875
DCC1	-1.863
AKT1	-0.191625
ENPP6	1.51983333333333
ERVWE1	-0.0505
CDC34	-0.674
RNF125	-2.0605
CASC1	1.77675
SHROOM2	0.2755
RRM2B	0.434166666666667
COL6A3	2.356375
TMEFF1	-2.50075
PLEKHA4	0.8771
LYSMD1	-0.0606666666666667
SEPT1	-1.134
AOF1	0.23525
GNPAT	-0.0265
WDR18	-1.15975
HSD17B12	-0.6085
HIST1H2BM	1.12616666666667
INDOL1	-0.0885
SUDS3	-0.09125
C1orf192	1.7855
CYP2B6	-0.16825
TBC1D2	0.829833333333333
SLC25A12	-0.449
ERCC6L	-3.07466666666667
MGC10814	-0.8705
POLR2C	-0.7035
ZNF77	-0.650666666666667
EIF3K	-0.00669999999999999
HPX	0.35075
ANKRD27	-0.981875
MALAT1	0.8739375
PLB1	1.75916666666667
HRNBP3	-0.744125
CPSF4	-1.32375
OR52N2	-0.0345
PIP5KL1	-0.1445
GH1	-0.07825
HPS5	-0.28775
SLFN5	2.000125
POP5	-0.331333333333333
OVOS2	-3.34133333333333
C20orf108	-0.03525
MARS	-1.15375
CLRN3	3.32166666666667
ARSE	-1.6925
PPIE	-0.1985
PHACS	-0.801166666666667
GP5	-0.558
IL8RB	0.925
FCRLA	-1.851625
ARRDC1	0.1872
KRTAP9-4	0.6535
ZNF613	1.3765
OR11A1	0.229
TMEM132B	-2.09
PGLS	-0.2405
BSND	-2.739
KCNK18	-0.246
FOXD4	-0.16725
SV2C	1.201
LCN2	2.18183333333333
ZNF490	1.3791
C3orf15	1.0023
CACNA2D4	-0.9545
CBX5	-0.6565
MAGEB4	0.03825
BOLA1	0.11975
PPP2R5E	0.24525
COL5A1	1.47808333333333
ASB7	1.0085
SFT2D1	-0.537
DERL1	0.7959
RABL2A	0.477
MOAP1	-0.39375
KIAA1545	-0.0318333333333333
F3	0.342
PLEKHM2	-0.90975
CCDC89	1.26233333333333
EFCAB1	3.09875
TMEM48	-1.74475
SEPHS2	0.95
PYGM	0.12475
PRICKLE1	2.54775
WNT5B	-1.121
TAS2R38	0.1465
IMP5	-0.03975
KHDRBS1	-0.0399
LARS2	-0.961333333333333
C3orf28	-1.171
FTCD	-3.224
C10orf68	0.995333333333333
DGAT2L3	-0.343
PSEN1	0.01075
MGC33657	0.68725
PLA2G4B	-0.480833333333333
CDKN2A	-1.04183333333333
DLX1	-1.89825
TSHB	-0.041
C18orf37	-0.704
MEX3C	0.91525
MAMDC2	1.462
PDIA4	-0.972333333333333
ATP5E	0.40175
CASP2	-0.414642857142857
SERBP1	-0.362692307692308
ZNF341	-0.318666666666667
TESC	-1.65475
TMEM31	-1.072
OR51I2	0.5915
YTHDC1	0.646357142857143
JUN	2.52133333333333
AGMAT	-3.24433333333333
PCNXL2	0.01725
ATAD5	-2.9265
STK38	-0.733875
AZI1	-0.56625
RBP1	1.6195
C4orf26	-0.56825
KIAA1026	0.93225
TMEM101	-1.30825
HSFX1	0.101
TREX1	0.47825
C18orf10	-1.3317
TRIM15	-3.118375
CA6	0.0285
CEP57	-0.9935
AR	3.421
SESN2	-0.910833333333333
KIF3C	0.787875
EPB41L5	0.08875
ARHGEF10	-0.316863636363636
POLR3D	-0.837125
INDO	-0.729666666666667
GABRA3	-0.293
SCG5	-0.0485
E2F3	-0.3802
TIGD5	-0.219
FGD6	1.92266666666667
KLHL3	0.183
SCGB3A2	-1.3855
URP2	-0.152833333333333
ATP6V1B1	1.6392
CALML6	-0.4705
LOC100049076	0.4305
TMF1	0.72825
LOC388503	0.0855
CDH5	2.933125
RPS6KC1	-0.1825
DAAM1	1.3889
TNFRSF10D	-0.46825
GSTT1	0.6302
INPP5A	-0.01625
TRAF3IP1	1.4118
SMARCE1	-0.507857142857143
VRK1	-1.34575
TTC16	1.404
AARS	-1.54
ARHGAP27	-0.758166666666667
ZAK	1.13557142857143
ACSM2B	-2.867
TRAP1	-0.925666666666667
MRPL53	0.628375
RNF44	1.128
NPTXR	0.861
DPYSL3	1.342
APP	-0.8075
GLS2	-0.366
MNX1	-2.19066666666667
CMTM7	-0.82775
OR10A7	-0.0755
NYD-SP21	3.523
ORC5L	-0.349
SLC16A10	-1.4535
TMEM178	0.5975
LOC441601	-3.363
PTGIS	3.39775
KBTBD7	0.27025
C19orf41	0.00699999999999999
CEACAM3	0.0155833333333333
KRT23	-0.09775
SERHL	1.499
PNKD	0.5960625
UBC	0.8345
ATRN	-0.634875
HAPLN1	-0.60625
RANGAP1	-1.34925
C10orf26	1.1805
KCNA7	-0.41175
SRY	0.308
LOC376693	-0.7185
HIST1H2BF	1.569
CDCA8	-2.32516666666667
MLC1	-0.165
TNIP3	1.22525
OR4D1	0.205
IFT52	0.0746666666666667
GOLT1A	-0.811
UTP20	0.00387500000000001
RP3-402G11.5	-0.7725
PRSS33	-1.26175
PMPCA	-1.052
APOB48R	3.5
GLTP	0.269
MPL	1.0485
C9orf78	0.72225
ADAM12	1.918625
CSPG4	-0.4095
LOC144305	0.0095
KRTAP4-10	-0.4967
PAK1	-0.1145
ADCY7	-0.6127
TAS2R43	-0.012
FRAS1	-1.11707142857143
PPP1R14A	0.0498333333333333
OR2B6	-0.19525
ATP13A1	-0.591166666666667
SIDT1	2.84625
C1RL	1.03816666666667
PRKRA	-0.015
TLN1	0.0498
RP11-50D16.3	0.702666666666667
MITF	-0.982333333333333
GYS1	-1.071
LYG1	-1.19483333333333
NSMCE4A	-0.5353
DNAI1	-0.10875
HOXD11	-1.348
FNBP1L	2.1859
DHX35	-0.56225
LCE3E	-0.054625
SLC33A1	0.7335
DCLK3	1.1945
TRIM33	-0.6435
TMCC3	1.14366666666667
FBXO42	-0.0343333333333333
C1orf27	0.1606
C17orf50	0.298
RNF14	0.512583333333333
SLC4A8	0.882125
RAB3IP	0.3428
COX6C	1.20035714285714
PCSK1	-2.8731
SLC13A1	0.2465
ARF6	0.115
KIAA1009	0.21775
HOXA13	0.29
HMGN1	-1.035625
CXADR	-0.684333333333333
MGC14436	0.126
UTF1	0.0825
TSC22D1	0.9102
BZRAP1	0.471
PUF60	-0.291166666666667
SHC1	-0.445125
HOOK3	1.2649
LIMS2	1.25133333333333
BAHCC1	-0.464
CLCC1	0.5855
ENTPD3	2.42316666666667
SMO	-1.135
PIK3R5	0.209
CDC14A	-0.0238333333333333
KRT1	1.82625
ENOX2	1.104
FLJ22655	1.39775
FPRL1	0.7725
INTS6	0.568
ZCCHC5	1.4735
SMC3	-1.055
C6orf123	1.1635
FLJ20160	2.1785
LOC653391	0.582333333333333
GSS	-0.91175
NT5M	-1.1865
SIX5	-0.388
TAF5	-1.379
KCNA1	1.534
ANLN	-3.3955
MGC45491	-1.3449
SSTR2	3.038
LYPD4	1.13925
TH1L	-0.81525
CHRNA5	-1.2415
PNMA6A	-0.10925
FLJ16369	-0.17
DLX2	-0.8494
C6orf108	-0.936333333333333
ALDH3A2	-0.0265
CLEC1B	0.650166666666667
LEPREL2	-0.57125
FOXJ1	0.8789
OR1D4	0.3785
PPIL4	0.18625
MTRR	-0.48675
SLC27A3	1.15766666666667
HTR7	-1.01233333333333
MIB2	-0.649375
BHMT	-0.432166666666667
A2ML1	0.6295
MSMB	3.81725
KIAA1383	0.826875
TRUB2	0.71825
PF4	0.795333333333334
IL1F5	0.662
LRRC37B2	-0.67375
IPO4	-1.3985
FIGF	3.72575
QDPR	-0.76275
ZNF598	-0.5495
BOP1	-1.0265
MAPK12	-2.1765
POLR1E	-1.458375
CEECAM1	-0.325
INSRR	0.0573333333333333
SIPA1	0.14725
ULK4	0.746666666666667
BTN3A1	-0.0369
FABP5	0.6156
KBTBD3	1.41616666666667
SORT1	-0.182166666666667
YWHAQ	-0.3100625
LRIT1	-0.01
KIAA1704	-0.1158
MEIS2	-0.42
ENOSF1	-0.146333333333333
PCDH7	0.486214285714286
FZD9	-1.222
RPLP1	0.131166666666667
ZNF75A	0.576
P4HA3	3.257125
NKX6-1	0.89125
CTA-216E10.6	-0.776333333333333
IFT140	0.619
DENND1A	-0.400083333333333
ALCAM	1.826
ABHD2	0.680727272727273
QPRT	-3.26716666666667
TRAM1	0.469285714285714
ATP1B4	0.013
NUP37	-1.79175
SAA3P	1.931
SLC22A6	-0.0285
KIAA0265	0.0185
ZNF41	-0.16675
ADAM19	0.1546
ERAF	-0.61425
DEFB119	0.165818181818182
DNMT3B	-4.8985
SNF1LK2	0.7055
MGC24039	-0.745083333333333
TAS2R48	-0.681833333333333
PNLDC1	0.107
ADAMTS16	1.361
TMEM92	-1.27266666666667
CCT8	-1.04466666666667
POGZ	0.7115
N-PAC	0.3155
GUCA1B	-1.342
ZZEF1	0.282666666666667
OR2C3	0.44325
ZNF334	0.1195
RANBP6	0.2665
LDHB	-1.77758333333333
BAMBI	1.647125
RAB5B	0.49925
FOXB1	0.04875
MRPS12	-0.89325
MRGPRF	0.61325
CRIPT	0.7495
CYP2D7P1	-0.854
RYR1	0.396
NDUFA2	-0.04825
TRIP12	0.242083333333333
KCNE3	2.73466666666667
MOBKL2B	-0.6243
MIOX	-0.28425
ACOT7	-1.653
FGF6	0.4045
RASSF5	-0.8427
ATAD3B	-1.9255
IKZF3	-0.0385
H3F3B	0.925428571428571
C6orf91	0.955
SEC11C	-0.00675
TMEM14C	0.0775
KIAA1632	-0.6425
SLC38A4	-1.166
FGFR3	0.309916666666667
HES7	-0.111
HINT3	1.138
