Hybridization REF	TCGA-A2-A0YK-01A-22R-A109-07
C6orf117	-0.695875
ARHGAP23	-0.153
PTF1A	-0.2625
GPHA2	-0.85525
LCE3B	-0.48575
MCL1	0.6605
EHBP1	-0.795083333333333
PRNP	0.167
ZSCAN1	0.3525
C1orf113	-1.39366666666667
FOXA3	-0.7115
NEB	0.8325
ASGR1	-4.35416666666667
CTGF	2.2405
RAB17	-0.276833333333333
MST101	0.57525
JARID1B	0.5879
USP37	-0.1202
PTBP1	-0.532166666666667
PTPN7	1.01916666666667
CDC7	-2.31883333333333
SNX7	-0.09
ZNF335	0.1245
CPT2	0.59625
HEATR1	-0.98125
HSPC152	-0.2465
C5orf40	0.47
PSME1	0.482666666666667
STAG3	-0.93275
TMEM154	1.0485
KLHL32	-0.390333333333333
TSGA10IP	-1.376
SUV420H2	-1.36133333333333
SF1	-0.0816
2'-PDE	0.1655
PNLIPRP2	-1.213
TRSPAP1	-0.219416666666667
NUP210	-0.795
ANP32C	-2.78633333333333
RAB11B	0.684166666666667
ASB15	0.191
ITGB3BP	-1.724
UBASH3A	1.46825
YWHAB	0.277
TPRX1	-0.3795
LY6G5C	0.30025
SLC7A2	-1.348125
CLK1	0.4664
HSD3B7	0.258833333333333
VDR	2.261
C16orf74	-0.000750000000000001
ACE	0.626
PSMA2	-0.296
CCDC131	-0.79975
ZNF213	0.8455
EML2	-0.912
ALS2CR13	0.0733333333333333
GLYATL1	-0.717
DSPP	-0.4305
DHFRL1	-0.554375
C10orf30	0.423333333333333
SH3RF2	-0.264166666666667
LOC197322	-0.141
DLL3	-1.935
TIGD7	-0.0825
GFRA3	0.477
CPA1	1.1685
RTN4	0.478
PPT2	-1.243
FASLG	4.51341666666667
FOXP4	0.50075
RPL26	0.1548
GNL3L	-1.59816666666667
FMR1NB	-0.648166666666667
CD163	6.574
SGPP2	2.07375
GIMAP2	2.48525
CD37	2.50766666666667
DPT	5.06725
NBLA00301	2.798
RGS5	2.95716666666667
C9orf4	-0.403
ACTL8	-4.10783333333333
PRKAR2B	1.545875
OPLAH	-0.00683333333333333
C20orf134	1.12225
SPACA5	0.11425
TBL1X	-0.466166666666667
TSPYL3	0.399
CHCHD3	-0.8215
CRKRS	-0.435666666666667
GPR65	5.8785
DFFA	-0.81725
FUT1	0.274
C6orf204	0.425666666666667
TMEM51	0.552
ZNF580	0.3075
CMTM2	0.62875
C20orf200	-0.7285
EZH1	0.386166666666667
FDX1L	-0.59425
MRPL32	-0.64175
PCAF	0.1888
ALOX15B	3.18766666666667
CD59	1.336875
CDK9	0.455
ERP29	0.0128333333333333
TTR	-5.8985
BCMO1	0.0815
DDIT4	-1.2056
PTGDS	3.71375
C3orf63	0.107
BST2	0.948125
CYP1A2	-0.102166666666667
C5orf25	-0.93375
STX1A	-1.16494117647059
OR2A12	0.402
SH3BP5L	-0.34725
SERINC5	-0.17225
USP6	-1.2039
MRPL3	-0.653833333333333
POMP	-0.34475
INPP4B	-0.281875
GMPPB	0.61125
EAPP	0.4345
AHSA1	-0.695
ABCA11	0.144
SLC5A6	0.18975
HIVEP2	1.1495
SUMO2	-0.5935
KIAA1822L	0.226
C11orf67	0.419
TXK	1.42725
PHCA	-0.756625
ICAM4	-2.22816666666667
FPGS	-0.0203333333333333
SNRPA1	-1.69
KCNJ4	-1.006
KIF6	0.3516
HIST1H2BG	-1.528
SLC5A5	0.46875
ZNF354B	-0.249166666666667
IL12RB2	2.0255
C11orf76	0.512666666666667
GAL3ST2	0.329
AIFM2	-0.402125
SYNC1	-0.421625
UBL3	0.70025
PIK3CG	0.165333333333333
NLN	-1.254
BCORL1	0.236
CD5L	-0.18525
ZNF238	1.14916666666667
KIAA1394	0.111
C16orf55	-1.0463
CYP3A7	-2.10275
KRTAP3-1	-2.713
TFDP1	-0.901
MND1	-3.8715
NODAL	-0.0196666666666666
GTPBP4	-1.00675
TUBGCP2	0.569
SLITRK5	-1.24575
CIC	0.70975
CD79A	2.81766666666667
SAMD14	0.375333333333333
TNPO3	-0.2395
OR10G3	0.3265
OR10G8	0.159
CCDC111	-0.011
HOXC9	0.281
DCUN1D1	-0.0186666666666667
CYB5R1	1.7635
TSR2	-0.0845
DAB2IP	1.0619
SLC6A5	0.00699999999999999
RAB3D	1.37525
DCUN1D4	-0.707833333333333
ERBB3	1.16341666666667
SDC1	1.4375
ATP6V1H	0.345
SYK	1.969
ST20	-0.63025
C13orf30	0.734
WDR40A	0.408
ADMR	0.298
LOC388335	2.4695
ACSM1	0.3205
TDG	-0.681416666666667
FLJ11235	0.17125
MRPS5	-0.694166666666667
AGPAT2	0.666666666666667
SLC12A1	0.507375
CYP27A1	-0.152
THAP7	-0.56
XPO1	-0.560181818181818
ALMS1L	0.431833333333333
C1orf2	-0.63625
ZNF777	-0.00433333333333333
CAMK2A	0.247
SMC1B	1.424125
IHPK2	0.3968
LEMD1	-2.7715
NKD2	-0.6066
CLU	1.34064285714286
ARMETL1	-0.2425
PABPC4	-0.02175
CXCL12	3.92366666666667
TFAP2C	1.2893
TTTY8	0.9985
ABCB10	-0.8026
ENDOD1	0.872
IDI1	-1.2995
KCTD6	1.79733333333333
CCDC105	-0.572
ULBP2	-1.6565
ZDHHC5	0.2455
WNT8A	-0.40325
COMMD10	-0.21225
KLHL12	-0.18725
GPR50	0.1655
NR5A2	0.524625
OXGR1	2.39133333333333
EHD3	0.834
CAPRIN2	-0.764875
KLRC3	-2.817
SF3B1	0.380214285714286
IPO7	-0.20725
ALDH1A1	0.683166666666667
ANKRD5	0.7785
TSNARE1	0.3805
DDEFL1	1.77175
RNASEL	1.26416666666667
DNAH9	-0.193
HELLS	-2.3835
TNS4	2.1525
NAV1	-0.2929
KIAA1409	0.144
C20orf26	2.44566666666667
TUBG1	-1.74
IRX2	2.395
CNGA4	1.0275
MGC50559	1
OR4K17	0.394166666666667
TM2D2	1.53758333333333
FAM32A	0.28425
TXNDC14	-0.48275
CCBL1	-1.46
ANK1	-1.6065
PRSS23	-1.296375
PPM1L	0.36
SPATA20	-0.36775
APCS	0.00925
C14orf122	-0.927166666666667
PSMB5	-0.525
C6orf10	-0.1413
SETDB2	0.360833333333333
SPNS3	0.04625
SGMS2	-0.00666666666666667
MXD3	-1.21183333333333
MON2	0.1624
CARTPT	0.798
HNF4A	-1.31133333333333
RABEP1	0.0903
TNFRSF10B	-1.329625
USH1G	-0.5495
PPAP2B	0.368
TMEM16K	0.14425
CTDSP1	1.4045
CDK5R1	-0.157666666666667
GABRR1	0.1915
OPN1LW	0.052
FAM98C	0.6955
DBN1	-0.479375
ACAD10	-0.37525
QTRTD1	-0.58275
WNK3	-0.859166666666667
RPS19	0.26225
C1QB	3.2355
OTUD5	-0.04625
SLC41A2	0.866166666666667
TMEM22	-0.912166666666667
KHSRP	-0.936166666666666
TNFRSF11A	-0.200833333333333
FBL	-0.535333333333333
IBTK	0.372833333333333
OXER1	-0.147
CBLN4	1.76125
GPR172B	0.862333333333333
CFTR	-1.0465
VSX1	2.801
CAMK1D	0.29925
LOXL3	-2.457
RTP4	1.722
SLFNL1	0.3185
KIAA0828	-0.08825
PAR5	3.659
LOC723972	-2.631
GDI2	0.500875
CEBPA	1.351
MLF2	-0.289833333333333
AFMID	-0.4805
ALOX12B	-0.36925
BPHL	-0.159875
COX5B	-0.35375
S100A10	-0.6568
THOC6	0.15075
NHN1	0.05375
RRP12	-0.604
ARID3B	-1.7385
CD3G	0.473166666666667
KIAA0133	-0.64225
NAT11	-1.18583333333333
PPAT	-0.896833333333333
SIRT3	0.6506
TCERG1L	-1.9025
NIPA1	-0.3834
DPP8	0.5204
IL7R	3.0165
ZFP64	-0.278
DMAP1	0.2576
TRMT12	0.27425
TLR4	2.3471
WFIKKN2	0.4005
RAB12	-0.6095
DDX51	-0.467
KIAA1086	-2.926
ZNF295	-0.267833333333333
ACVR2B	-1.46714285714286
LOC494150	-0.755625
ZNF517	-0.33
DNASE1L2	-1.56333333333333
SUFU	0.640833333333333
LOC283677	-0.0955
LMO3	1.01716666666667
PPP2R5D	-0.3445
ZNF587	-0.4618
HIST4H4	-0.14925
CYP2C8	0.9055
C1orf80	0.419666666666667
DOCK5	-1.179
C9orf24	0.45625
OR5AR1	-0.311
C11orf24	-0.241
UNQ1940	-0.4545
CAP2	0.0696666666666667
TIMM44	-0.53925
DSEL	-0.8774
ROM1	0.3935
FBXO4	0.2575
MYLC2PL	-1.99425
MLH3	0.8128
NOX1	0.200166666666667
DPEP2	2.46225
DNAJB5	0.39125
RLTPR	0.1555
MBIP	-0.447166666666667
COPB1	0.464
SFTPA1B	0.175
C10orf4	0.1613
PRELID1	-0.4835
NOLA1	-0.84025
C19orf24	-0.00475
TLR9	-0.365
HLA-DMA	3.84816666666667
HCRP1	0.1145
GPR137	-0.135166666666667
ITGA11	-0.8625
PHF13	0.641
MARK4	0.428333333333333
METTL4	-0.53275
MBD3	-0.279
LOC134145	-0.188875
FGF3	0.373
SLC35A3	1.8935
CLEC16A	0.45
AMOTL1	-0.302416666666667
FLJ31438	-1.10425
PAICS	-1.67375
TOMM40L	0.0858333333333333
MMD	-0.90025
KLK10	1.6735
NIT2	-0.5375
SERPINB10	0.1665
KLF15	0.3766
CCDC5	-1.415
WSB2	0.241875
ME3	1.261125
CACYBP	-1.26791666666667
TCTN2	1.137
JAK1	1.65575
C2orf25	-0.2435
GPD2	1.12925
FBXL11	1.224
CDV3	-0.35075
GALNT11	0.520625
NDUFA12L	-1.5532
FLOT1	-0.259785714285714
TOR1AIP2	-0.05625
MMP25	0.712
C1orf164	0.0427
CHST5	-0.2135
LYRM4	-0.2605
GPER	-1.2825
HIPK2	0.308333333333333
DAP	0.4692
ZMIZ1	0.714
DDX58	1.89325
DCC1	-2.7845
AKT1	0.124
ENPP6	2.4956
ERVWE1	-0.235
CDC34	-0.53125
RNF125	-0.648
CASC1	2.58125
SHROOM2	0.223
RRM2B	0.0256666666666667
COL6A3	1.899875
TMEFF1	-2.677
PLEKHA4	1.3885
LYSMD1	0.183166666666667
SEPT1	0.967833333333333
AOF1	0.01625
GNPAT	-0.1405
WDR18	-0.4145
HSD17B12	-0.815833333333333
HIST1H2BM	-0.780833333333333
INDOL1	1.93516666666667
SUDS3	0.30675
C1orf192	-0.2035
CYP2B6	-0.40975
TBC1D2	1.0455
SLC25A12	0.289125
ERCC6L	-2.4225
MGC10814	-0.792
POLR2C	-1.17566666666667
ZNF77	-0.101
EIF3K	0.3304
HPX	1.193
ANKRD27	-0.210125
MALAT1	-0.4406875
PLB1	2.07366666666667
HRNBP3	-1.58575
CPSF4	-0.70625
OR52N2	0.2645
PIP5KL1	-0.033
GH1	0.56225
HPS5	0.3975
SLFN5	0.9955
POP5	-0.531166666666667
OVOS2	-2.86966666666667
C20orf108	0.425375
MARS	-0.97775
CLRN3	1.00466666666667
ARSE	-1.66566666666667
PPIE	0.141833333333333
PHACS	0.1175
GP5	-0.569
IL8RB	1.37266666666667
FCRLA	1.996875
ARRDC1	0.5585
KRTAP9-4	0.273
ZNF613	1.6515
OR11A1	-0.052
TMEM132B	-2.555125
PGLS	0.5265
BSND	-2.68033333333333
KCNK18	-1.641
FOXD4	0.92275
SV2C	0.79325
LCN2	1.7525
ZNF490	1.0451
C3orf15	1.5641
CACNA2D4	-1.22683333333333
CBX5	-1.84925
MAGEB4	-0.20725
BOLA1	0.3285
PPP2R5E	-0.38475
COL5A1	0.734
ASB7	-0.2975
SFT2D1	0.00100000000000001
DERL1	-0.1906
RABL2A	0.7645
MOAP1	0.88775
KIAA1545	0.511
F3	2.4625
PLEKHM2	-0.164
CCDC89	1.06966666666667
EFCAB1	2.694375
TMEM48	-1.50675
SEPHS2	0.03225
PYGM	1.43175
PRICKLE1	2.20125
WNT5B	-0.0895
TAS2R38	-1.389
IMP5	0.23
KHDRBS1	0.1045
LARS2	-0.671833333333333
C3orf28	-0.61275
FTCD	-3.40225
C10orf68	0.470333333333333
DGAT2L3	0.2165
PSEN1	0.70575
MGC33657	-0.351
PLA2G4B	0.427166666666667
CDKN2A	-1.87391666666667
DLX1	-1.313
TSHB	-0.073
C18orf37	-0.14275
MEX3C	-0.029625
MAMDC2	1.62375
PDIA4	-0.90925
ATP5E	-0.168
CASP2	-0.168642857142857
SERBP1	-0.136961538461538
ZNF341	0.257166666666667
TESC	-0.59
TMEM31	0.33925
OR51I2	1.1955
YTHDC1	0.937928571428571
JUN	1.4835
AGMAT	-3.483
PCNXL2	0.22825
ATAD5	-2.666375
STK38	0.16625
AZI1	-0.4495
RBP1	2.7715
C4orf26	-0.1255
KIAA1026	0.576625
TMEM101	0.097
HSFX1	0.1175
TREX1	1.22
C18orf10	-1.2682
TRIM15	-3.726875
CA6	2.031
CEP57	-1.034875
AR	2.93316666666667
SESN2	-0.4505
KIF3C	-0.604875
EPB41L5	0.4385
ARHGEF10	-0.899909090909091
POLR3D	-1.004375
INDO	1.8255
GABRA3	-0.682
SCG5	-1.2517
E2F3	-0.9261
TIGD5	0.1475
FGD6	0.889083333333333
KLHL3	1.104
SCGB3A2	-1.1825
URP2	1.18816666666667
ATP6V1B1	1.2221
CALML6	-0.887
LOC100049076	-0.124
TMF1	0.224
LOC388503	-0.45925
CDH5	3.32625
RPS6KC1	-0.0308333333333333
DAAM1	0.6366
TNFRSF10D	-0.20525
GSTT1	0.6789
INPP5A	0.79525
TRAF3IP1	0.9508
SMARCE1	-0.165071428571429
VRK1	-1.84475
TTC16	1.262
AARS	-1.087
ARHGAP27	1.03916666666667
ZAK	0.459142857142857
ACSM2B	-2.49775
TRAP1	-1.165
MRPL53	0.182125
RNF44	-0.334
NPTXR	-0.05575
DPYSL3	0.716
APP	0.8054
GLS2	-0.616166666666667
MNX1	-1.13983333333333
CMTM7	1.58175
OR10A7	-0.217
NYD-SP21	3.66283333333333
ORC5L	-0.35125
SLC16A10	-2.582375
TMEM178	1.096
LOC441601	-4.612
PTGIS	1.1705
KBTBD7	0.99
C19orf41	-0.611
CEACAM3	0.804
KRT23	0.52125
SERHL	2.1765
PNKD	0.94575
UBC	1.0225
ATRN	-0.36475
HAPLN1	-2.6105
RANGAP1	-1.009
C10orf26	1.39783333333333
KCNA7	-0.5275
SRY	-1.1005
LOC376693	-0.26275
HIST1H2BF	-0.543
CDCA8	-2.75433333333333
MLC1	-1.522
TNIP3	1.17725
OR4D1	0.307
IFT52	0.262333333333333
GOLT1A	0.774166666666667
UTP20	-0.63325
RP3-402G11.5	-0.4305
PRSS33	-1.33725
PMPCA	-0.64225
APOB48R	2.30216666666667
GLTP	0.74225
MPL	1.064
C9orf78	0.31775
ADAM12	1.14025
CSPG4	-1.0505
LOC144305	-0.6245
KRTAP4-10	-0.336
PAK1	-0.2005
ADCY7	0.0395
TAS2R43	-0.126
FRAS1	-1.70571428571429
PPP1R14A	0.927833333333333
OR2B6	-1.086
ATP13A1	-0.0705
SIDT1	2.133
C1RL	1.42633333333333
PRKRA	-0.396
TLN1	0.3529
RP11-50D16.3	0.27625
MITF	-1.19941666666667
GYS1	-0.417
LYG1	-0.434
NSMCE4A	-0.2994
DNAI1	0.1685
HOXD11	-1.487
FNBP1L	1.2228
DHX35	-0.05625
LCE3E	0.0145
SLC33A1	0.22375
DCLK3	0.344166666666667
TRIM33	-0.616833333333333
TMCC3	2.13666666666667
FBXO42	0.163166666666667
C1orf27	-0.1757
C17orf50	0.3555
RNF14	0.46975
SLC4A8	0.970875
RAB3IP	0.5615
COX6C	-0.772642857142857
PCSK1	-3.1585
SLC13A1	-0.00725000000000002
ARF6	0.5675
KIAA1009	0.652375
HOXA13	-2.45525
HMGN1	-0.254125
CXADR	-0.787916666666666
MGC14436	-0.36
UTF1	0.0845
TSC22D1	1.037
BZRAP1	1.33916666666667
PUF60	0.06725
SHC1	-0.126375
HOOK3	0.6685
LIMS2	2.61866666666667
BAHCC1	-0.618
CLCC1	0.284333333333333
ENTPD3	4.69083333333333
SMO	-0.68525
PIK3R5	1.7385
CDC14A	-0.10625
KRT1	2.72275
ENOX2	0.218166666666667
FLJ22655	4.40225
FPRL1	0.661
INTS6	0.7485
ZCCHC5	2.0775
SMC3	-0.52275
C6orf123	2.19316666666667
FLJ20160	1.209
LOC653391	-0.249333333333333
GSS	-0.51375
NT5M	-1.25375
SIX5	0.041
TAF5	-0.979
KCNA1	0.283833333333333
ANLN	-3.88266666666667
MGC45491	-1.2769
SSTR2	2.2465
LYPD4	0.36175
TH1L	-0.554
CHRNA5	-2.7545
PNMA6A	-0.334
FLJ16369	0.0115
DLX2	0.5674
C6orf108	-0.54275
ALDH3A2	0.5375
CLEC1B	-0.1225
LEPREL2	-0.63125
FOXJ1	-0.6232
OR1D4	0.157
PPIL4	0.165
MTRR	-0.30225
SLC27A3	0.774
HTR7	-0.844333333333333
MIB2	-0.169125
BHMT	-1.6095
A2ML1	-0.2895
MSMB	-1.22475
KIAA1383	1.18142857142857
TRUB2	-0.6785
PF4	1.53166666666667
IL1F5	0.915166666666666
LRRC37B2	-0.96
IPO4	-0.813
FIGF	4.80975
QDPR	0.327
ZNF598	-1.02725
BOP1	-1.209625
MAPK12	-1.79316666666667
POLR1E	-0.42025
CEECAM1	-0.100666666666667
INSRR	0.245333333333333
SIPA1	1.51575
ULK4	0.587666666666667
BTN3A1	1.5644
FABP5	-0.3896
KBTBD3	1.52933333333333
SORT1	-0.180583333333333
YWHAQ	0.01525
LRIT1	0.067
KIAA1704	-0.568
MEIS2	-0.3651
ENOSF1	-0.847
PCDH7	-0.493071428571429
FZD9	-1.67733333333333
RPLP1	0.218
ZNF75A	0.40375
P4HA3	2.9885
NKX6-1	2.03125
CTA-216E10.6	-0.163
IFT140	0.42675
DENND1A	-0.228
ALCAM	0.6887
ABHD2	-0.259681818181818
QPRT	-2.66566666666667
TRAM1	0.5865
ATP1B4	0.516875
NUP37	-1.49275
SAA3P	0.3935
SLC22A6	0.19675
KIAA0265	-0.496875
ZNF41	0.277
ADAM19	0.6239
ERAF	-0.195
DEFB119	0.0845454545454545
DNMT3B	-4.50883333333333
SNF1LK2	0.415
MGC24039	-0.70875
TAS2R48	0.03
PNLDC1	0.77825
ADAMTS16	1.341
TMEM92	-1.583
CCT8	-0.881
POGZ	0.335916666666667
N-PAC	0.34025
GUCA1B	-0.797166666666667
ZZEF1	0.2835
OR2C3	0.64875
ZNF334	-0.439333333333333
RANBP6	0.79375
LDHB	-1.69616666666667
BAMBI	-0.75425
RAB5B	0.94975
FOXB1	0.462
MRPS12	-0.426
MRGPRF	0.985625
CRIPT	-0.874
CYP2D7P1	-0.718
RYR1	0.802625
NDUFA2	0.214875
TRIP12	0.447833333333333
KCNE3	2.256
MOBKL2B	0.7425
MIOX	-0.2475
ACOT7	-1.70775
FGF6	0.33
RASSF5	0.9421
ATAD3B	-1.16616666666667
IKZF3	1.6795
H3F3B	0.282214285714286
C6orf91	3.588
SEC11C	-0.32475
TMEM14C	-0.51825
KIAA1632	-0.43075
SLC38A4	0.0645
FGFR3	-1.2145
HES7	0.59675
HINT3	-0.5115
ARIH1	-0.2965
FLJ35880	-2.04025
C1orf129	0.1865
POU6F1	0.542375
RPL32	0.289625
BBS1	1.60366666666667
RGPD5	-0.094
SULT1C2	-2.74475
KDELC1	-1.6125
PIP5K3	-0.0776666666666667
CHI3L1	2.44
CSDA	-0.190166666666667
VTCN1	4.37375
WDR62	-2.17625
TMEM170	-0.87025
KIF2A	-1.00975
C6orf182	-1.80066666666667
ARL6IP6	-1.4025
ZCCHC9	-0.795
RARB	1.58783333333333
ZNF320	0.48875
DHX15	-0.055875
PICALM	0.0973333333333333
CNOT6	0.0641666666666667
HIST1H1A	-0.1185
ZNF702	0.913333333333333
OR1E2	0.952
HLF	-0.2051
LOC442582	-1.5175
KIAA0494	1.44475
TCF4	1.5399
APOBEC3B	-1.5215
FAM54B	0.498
MYH2	-2.2575
FXN	-0.570166666666667
C12orf59	0.769
PAEP	-1.6785
SPG11	0.5305
VN1R4	-0.1815
KCNJ13	-0.198
NOC3L	-0.5295
C5orf36	0.538
CPAMD8	2.58375
MLN	-0.593
FLJ11184	-0.61525
TIAM1	0.513
OR10J3	0.466
OR52E2	0.4915
PBX1	2.2999
UBL7	-0.690833333333333
PXMP2	-0.9235
SYTL1	0.102833333333333
FAM126B	0.956
ZNF711	-0.407
GGA1	-0.264
VAMP4	0.2145
BCAP29	-0.2051
C20orf19	-0.856875
ZNF275	-0.0125
NEK6	-0.101
SETD8	-0.549083333333333
HEXIM1	0.633083333333333
SULT1A2	-0.43725
KLHL9	1.27425
SLC39A12	0.97975
ARHGEF16	0.612333333333333
SCN1A	-0.288833333333333
HNRPH1	-0.363833333333333
C9orf103	0.60125
ECE1	0.438
MED18	-2.764
TEX13B	0.091
SNN	0.4135
C6orf62	0.269388888888889
WNT3A	0.0191
IL22RA2	4.0865
MGC21881	1.267625
GABBR1	-0.67025
YIPF6	0.15375
PROX1	-0.11
PPP1R1B	3.441
LANCL2	0.4717
SCN3A	-0.159
SSRP1	-0.960833333333333
ASXL2	0.32525
RPE65	0.4265
SNAI1	-0.584
EFNA2	-0.093
CLDN9	-0.25475
TP53I13	-0.43875
LOC375748	0.158
C9orf7	0.79275
C14orf178	-0.1575
GC	-1.048
IER3	0.414333333333333
KCTD10	0.717125
FLJ45717	0.41275
ADC	1.37833333333333
LOC285908	-1.20616666666667
MLL3	-0.080125
KIAA1787	-0.6245
MGC31957	-1.3935
MUC5B	1.33583333333333
ZNF193	0.2045
CSRP1	1.977875
MOSPD1	-0.836166666666667
C21orf49	0.2
RAD1	-1.235
ANKRD34	-1.01025
NFRKB	-0.3595
FANCA	-3.22975
VTI1A	-0.134785714285714
PCBP3	-0.574833333333333
BFSP2	0.3755
ZNF354C	-0.00950000000000001
FRMPD4	-0.28825
IKBKG	-0.612666666666667
LOC441046	0.14
UNQ9438	-0.09
TM4SF20	0.15
MAGEC1	-7.1345
AMMECR1	-0.462625
GLDN	1.70375
TTC30B	0.576
SEC13	-0.3695
EGF	2.943375
HAGH	-0.33775
VSIG1	0.2834
NHLH2	-0.228
NCAPD3	-1.46975
MGC16121	-2.266
HIATL2	-0.81875
BRCC3	-0.442
LCE2D	0.3475
TMEM79	1.0295
GTF3C5	-0.39675
AKR1C4	-0.424
C3orf59	0.619625
RBM26	-0.337875
DUSP14	-0.655166666666667
AP4M1	-0.092
RIMBP2	-0.350333333333333
ABCC2	-4.2915
DNAJC16	0.922666666666667
TTC12	1.08683333333333
SNX13	-0.114666666666667
C6orf168	0.01375
C1orf100	-0.819
CSPP1	-0.709833333333333
LRRC56	1.2095
OR1J2	0.429
THY1	0.6994
KIT	4.39483333333333
TBC1D8	0.57625
EPHA7	0.02375
SOLH	-0.237625
SVIP	0.47475
ZNF294	-0.1165
HAND2	2.691
CENTB2	0.944333333333333
MARVELD3	1.400375
CREB3	0.922666666666667
KRTAP1-5	-3.42225
OR8K1	0.102
MED25	-0.184833333333333
FDX1	-0.925166666666667
FAM19A1	0.3585
IL13RA1	0.8412
ZNF627	0.662333333333333
NHP2L1	-0.143375
EIF2B2	-0.2595
ZNF593	-0.1295
WIPI2	0.187916666666667
RANBP1	-1.47475
TAS2R7	0.0645
LOC283514	-0.416
CSNK2B	-0.3408
CFHR1	-0.8145
DKFZP434O047	0.433833333333333
WBP11	-0.50625
TEX2	0.51875
GALNT2	-0.741833333333333
FLJ33360	0.91325
WNT9A	0.09025
IL29	0.18275
STK3	0.826777777777778
REPS2	0.979375
FAM78A	0.821
MGC3207	-0.6455
FCGR3A	7.04725
H2AFY2	1.16575
RNF150	0.5685
CCNK	-0.099
VEZT	0.586833333333333
FSHR	-0.155
C1orf66	-0.163
LCE2B	0.2795
CD200	0.5155
ORMDL1	-0.207875
OR51S1	0.2645
KRT83	-0.43775
COL19A1	0.4205
POL3S	-0.382
ZNF468	0.710666666666667
BAG3	0.299
C1GALT1	-0.82675
CA5A	-4.3615
DKK4	-0.724
SGK2	0.568
PIK3C2G	4.455
USP11	0.038125
IMPA2	-1.59775
PRKDC	-0.978857142857143
MSR1	3.279
PDCD6IP	0.123666666666667
FAM122A	0.33
ZNF740	0.19825
ATXN2	0.0491666666666667
SLC17A4	0.249333333333333
RAXL1	-0.637833333333333
RS1	-0.01225
NET1	0.239333333333333
NPY1R	-0.429666666666667
MVD	-1.49825
C11orf61	-0.604375
CHDH	0.3465
GCNT2	-0.1135
LGALS12	2.092
IK	0.260666666666667
C7orf41	0.740333333333333
SURF4	-0.7625
C1orf91	-0.219833333333333
BCS1L	-0.516833333333333
C20orf141	0.181166666666667
BCAS2	-0.83525
ACE2	0.467
ICT1	-0.78125
CD79B	3.71575
MRPS9	-0.76025
AADACL1	-0.32325
IRS2	0.00387500000000001
LUZP2	-0.3815
TMEM148	0.094
ZNF514	0.147
ADCK2	0.2455
ZKSCAN1	0.526785714285714
FASTKD2	-0.26225
KCNMB3	0.25
POFUT2	-0.5188
GNG2	-0.2735
OR6Y1	0.1965
FAM26A	-1.9585
CAND2	-0.18425
FLYWCH2	0.2055
BCL6	1.821
MDH2	-0.572142857142857
DRP2	0.15
TPD52L1	1.740875
TXNL4A	-0.77225
OR3A1	0.158
C22orf9	0.720142857142857
RAB25	1.63366666666667
PCTK3	-0.42875
POR	-0.3435
ARPP-19	0.18325
SREBF2	-0.665
ZWINT	-1.91733333333333
TRUB1	0.254375
ENPP2	3.179
UXT	-0.0716666666666667
ALG11	-0.208
SMCR7	0.52525
SLC31A2	3.89
USMG5	-0.4965
ZNF780B	-0.26425
APEX1	-0.138875
THSD3	-3.14975
CEP68	0.9844
NY-SAR-48	-0.802
ZIC3	-4.60733333333333
LPAL2	-0.3056
MRPL11	0.0456666666666667
VPS53	-0.804
MPDU1	-0.31125
UBL4B	0.439
LASS3	0.15625
GAST	0.0765
SPERT	-0.290166666666667
UBE2L3	0.0855
MLSTD2	-0.68025
ADRA1D	0.102
FZD10	-0.7175
ATP6V1E1	0.643
SAR1A	0.2639375
MCTP2	-0.738166666666667
TMEM5	-0.354
BIRC2	-0.749333333333333
TMEFF2	-2.562
NLGN3	-0.119666666666667
LMX1A	0.34725
C19orf51	-1.16025
LOH3CR2A	2.06133333333333
SLC9A3R2	2.47266666666667
TIMP1	0.825666666666667
PFN4	-0.26
UCK1	-0.184
TPST2	0.636
AQP6	0.676666666666667
OR1N2	0.21725
KCNIP1	1.23675
SFTPG	0.508666666666667
KIAA0087	0.388
UBXD3	2.9354
ABT1	0.4065
RIPK5	0.168357142857143
SMG1	-0.2681
BTBD8	0.1935
PIP5K1C	0.6151
POU2F2	1.6549
C17orf57	0.353
TSPAN14	0.0617
NUDT16	0.695166666666667
GPT	0.27825
PDK4	0.9352
ELL3	1.350375
NNMT	1.51816666666667
NUFIP1	-0.4795
RHBDL1	1.2305
FILIP1	2.1515
C17orf56	-0.72725
C8orf73	-0.1195
FLJ21438	2.51425
TBC1D10A	0.7055
ERGIC3	-0.09
CREB3L4	2.6615
TARBP1	0.1715
C1orf9	0.69375
COLEC12	-1.30566666666667
FBXO30	0.1675
TNFRSF25	0.2845
UBE2T	-2.90816666666667
SLC2A1	-1.3954
RPH3A	0.05125
LSAMP	-2.8175
CER1	-0.287
ATP2A3	0.9129
SGK	-0.04925
CCR7	4.71425
ZIK1	-0.5275
RECQL5	-0.991125
HSD17B7P2	-1.204
MTERFD1	-1.295125
ANGPTL1	2.89383333333333
NLRX1	0.1115
FHOD3	1.0945
PSG7	-0.757666666666667
ARHGEF5	1.5685
C14orf21	-0.508666666666667
FGD2	1.806875
OR5T2	0.55475
P2RY14	4.57183333333333
PPP1CA	0.924333333333333
ZNF33B	0.28125
MOCS1	0.546666666666667
NAP1L1	-0.649875
IGSF21	2.18766666666667
PTDSS1	-0.521307692307692
SLC38A6	-0.1505
