Hybridization REF	TCGA-BH-A0BV-11A-31R-A089-07
TYR	-7.1579
ATP6AP2	0.50375
RNUXA	0.071
ABHD10	-0.1064
GDPD2	-1.5405
SLC35C1	0.39175
UBE2A	-0.21525
HERC5	-0.198
FAM112B	-5.21466666666667
FBXL16	0.062
DKFZP434A0131	-0.7795
ELA3A	-3.1935
RBM41	-1.06325
HAO2	0.646
RNH1	-0.075875
SHANK2	2.18316666666667
OSBP2	-1.456625
DAK	-0.755333333333333
C3orf58	1.4925
TCL1B	-1.208
KBTBD2	0.159875
SUGT1L1	1.725
UBE2E2	1.02816666666667
MYL9	2.9015
CDC23	-0.535333333333333
PBXIP1	1.2824
CXorf40B	-0.051
NBL1	0.99075
RTBDN	-0.2945
RAB11FIP5	0.356875
TTTY13	-0.788
SCOTIN	-0.219
SOHLH1	-1.3055
CDKN1A	1.16157142857143
NCK1	0.61425
ZNF550	0.44075
SAPS3	-0.00683333333333333
SPIN3	0.419833333333333
MAGEE2	0.63475
MIS12	-0.265333333333333
OR8H2	0.081
KIAA0774	-0.552166666666667
UNC5D	-1.263
CUL7	-0.273333333333333
LIPC	-1.803
DIO1	-0.69925
C20orf11	0.162
CTRL	-1.27
HS3ST2	1.9205
PAK4	0.164166666666667
CCRL1	4.36425
RNF10	0.05125
ZNF567	0.79175
ZNF660	0.653
TCEAL3	0.913
MAGOH	-0.452833333333333
CENPB	-0.535
C19orf7	0.5695
LOC388965	0.05125
ZCCHC13	-0.3065
JMJD1A	-0.4299
HIST1H4H	-1.6355
TBRG1	-0.1758
GPC3	-1.559
TAF1C	-0.519375
EBNA1BP2	-1.073
CIAPIN1	-0.458
PDGFRA	0.913722222222222
CSTB	-0.717125
CENPI	-3.0275
GTF2E2	-0.404833333333333
RPP21	-0.88825
CCNF	-1.6495
KCNQ3	0.4135
FAM79A	1.449
SLC22A12	0.161
NOVA1	1.50166666666667
FZD3	1.4115
AKAP8	-0.76475
SOCS5	1.28575
CFDP1	0.1205
DLG5	0.9895
PGM5	1.62325
C1orf144	-0.0800833333333333
HDAC10	-1.903
RND2	-0.66375
C20orf199	-0.79175
RNMT	-0.609625
SLURP1	0.788125
ASTN1	1.54275
SH3BGR	2.15975
MYCL1	-0.854
ZHX1	0.74
CENPK	-4.0195
FOSB	3.7147
LOC643406	0.356875
C2orf59	-1.47
TMEM135	0.534125
SLC27A2	-2.001
KRT33A	2.8845
OVOL1	0.680875
PAMCI	-1.04166666666667
S100A7	-0.5995
ZNF789	-0.8915
HARS2	-0.20225
RPL23A	-0.359166666666667
TCF23	-0.41625
UPF3B	-1.51125
C17orf78	0.2685
HLA-DOB	0.797333333333333
C14orf142	-0.2005
TEKT5	0.429666666666667
DMWD	-0.156
POLD1	-2.11216666666667
GSCL	-0.421
CALD1	1.4784
SCRT1	-0.399333333333333
AIG1	1.56025
UNC84B	1.2255
ZNF404	0.74625
TMED6	-1.84625
KIAA1462	0.75
LRRC27	1.69016666666667
PYGO1	0.444
PIGU	-0.882
ALAS2	-3.9595
WRNIP1	0.04625
CNNM3	0.026
ZNF2	0.5505
ST3GAL5	-0.304333333333333
MRPL23	-0.54675
TSSK6	-0.1305
PSMA6	-1.2045
C16orf70	-0.2325
KIAA1602	0.29625
ALMS1	-0.124166666666667
DCN	4.072375
TMEM132D	-0.8325
SUCLG2	0.934
ABHD14A	-0.00475
DEXI	-0.226166666666667
AMPD2	-0.781833333333333
IFNAR2	-0.2275
CYB5A	1.5241
TLOC1	1.33995
NXF5	-0.876666666666666
NRBF2	0.807375
KCTD3	0.82175
ITGAE	-0.784333333333333
SLC30A3	-2.21533333333333
ZRF1	-1.1195
IFRD2	-0.75525
XAB1	-0.3315
PYCR2	-0.647333333333333
SERPINB3	-4.8665
TMLHE	0.6087
GEFT	-0.57175
ABCA5	0.921375
EMR4	0.0903333333333333
TSFM	-0.7585
HIST3H2BB	-1.75325
ARHGEF19	0.75275
TSPAN17	-0.82
ABCC8	3.482
MAP1S	0.149
C22orf36	1.068
BNC2	0.409642857142857
HIST1H4A	-1.44475
NDUFS3	-0.644166666666667
WDR3	-0.553166666666667
XKR4	-0.43975
TTC33	0.413428571428571
STMN2	2.93075
CPN2	-0.705833333333333
HSPC105	1.273625
PCOLCE2	1.0675
C3orf55	2.9475
KLHDC9	1.23983333333333
TBC1D23	0.231875
ATXN2L	-1.24191666666667
MAP2K3	0.914416666666667
SCAP	0.1245
ZNF486	0.755333333333333
C20orf96	-0.77775
NARS	-0.475
ADAMTSL1	-0.446928571428572
PRCC	0.169833333333333
CCDC126	1.927
ZNF675	0.57025
CALCOCO1	1.6735
ANKRD43	1.0375
CWF19L2	0.316333333333333
ZBTB32	0.169333333333333
BRAF	0.377
ODF4	0.21925
MGC14376	0.791666666666667
HORMAD1	-2.5125
AAK1	0.02025
PEBP1	0.35425
TNFSF5IP1	0.456166666666667
DKFZp564N2472	0.5235
RMND1	0.20225
IGKV1-5	4.5755
COL1A2	2.55533333333333
SERPINA5	0.853375
AANAT	0.0425
C19orf21	-1.40333333333333
GEMIN5	-0.4645
UBR4	-0.3255
LTBP3	1.00133333333333
AMHR2	-3.12416666666667
PROCR	-0.84025
MYBBP1A	-0.95925
C20orf39	-2.64766666666667
ZNF697	-0.39425
PASK	-1.2704
ZNF776	0.711833333333333
RFXDC2	-0.233375
KIAA0467	0.58675
C10orf96	-1.3885
ZNF503	0.06025
GULP1	0.411833333333333
KCNE4	0.515666666666667
DKFZp434K191	0.247625
LOC196913	0.071
BHLHB4	-0.219
CH25H	3.54525
LOC81691	-1.36233333333333
ALPL	1.96278571428571
COL12A1	0.7875
FOLR3	-0.878
GPR123	-0.223
TRIM62	-0.0622857142857143
ABLIM1	1.184
MAST3	-0.035
RHBDD1	0.451166666666667
LOC338809	-0.1815
RYBP	0.42425
TTC26	-0.977
ZNF22	0.749333333333333
ISCA2	-0.135
RDM1	-2.66475
PIGM	0.28
GNB3	-1.584
ACTR2	-0.053
HMGB1	-0.21115
EDG1	3.78466666666667
SOAT2	-2.7495
OR10AD1	0.202
RAP1GDS1	0.221
LCE1F	-0.1135
ESM1	-1.05425
RCN3	1.646
CREBL1	-0.8195
DBNL	-0.330833333333333
PTGER3	2.92275
USP30	0.062
BCL2L12	-1.37
KIF26B	0.86425
ZNF416	0.525
ZNF225	0.462
C17orf70	-0.50475
ZNF554	0.5825
RAE1	-1.34916666666667
TNIK	-0.218666666666667
ACTN3	0.566
MGC45922	-0.4605
CCNA1	0.157
RYK	1.31716666666667
IL26	-0.317
LRP3	0.124833333333333
QARS	0.579
SOX7	2.1785
BID	-0.46775
OR2S2	0.397
CXCL14	4.53775
C11orf47	-0.6275
MGC29891	-0.514166666666667
HSPB8	2.6361
PRDM14	-1.738
NUFIP2	0.51275
MNAT1	-0.483875
ZDHHC2	0.0501666666666667
MBNL2	1.401375
ADD3	1.534625
CSNK2A1P	-0.859
KLK6	3.23416666666667
TMEM111	0.2491
KIAA1279	0.90025
NUBP2	-0.655166666666667
RAB42	-1.704
ID3	-1.1578
TM9SF1	0.3625
MDP-1	-0.49
POU4F2	0.63325
IQCK	1.37575
C16orf14	-1.40725
CAPN3	-0.82275
FAM43B	-0.07525
RECQL	-0.93525
AP1G1	-0.0863571428571429
CTNNBL1	-0.559166666666667
ECHDC1	0.2195
SMARCC1	-0.2807
FOXQ1	-2.034375
GNAI3	-0.0111666666666667
POLG2	-1.1815
CD4	0.60275
ITLN1	-0.195
EBI2	3.07125
IRF1	-0.0675
PTPRE	1.7497
PTK2B	-0.29225
NXNL2	1.156
SOX4	1.13527777777778
TSPAN3	0.444166666666667
SH2D1A	-4.137
C8orf58	0.199666666666667
USP20	-0.812
DUSP22	-0.3655
CALB1	-2.4945
L3MBTL2	1.11958333333333
MCRS1	-0.6115
TMEM118	-2.772
C18orf8	0.145166666666667
FLJ10241	0.111125
GJA12	0.90725
PKD1	-0.2175
ZFP3	0.818
JAM3	0.428875
LAPTM4A	1.1132
DIRC2	0.17375
KIAA2022	0.591333333333333
MYOM1	2.1185
TRPM8	-1.61266666666667
MOP-1	-0.2695
PHKG2	-0.992625
ZNF650	0.834625
KIAA1522	1.5405
PSG8	-2.0805
DDX19B	-0.1345
MOBKL1B	-0.55675
DIAPH2	0.52275
PTPN12	0.096
CLN8	0.1967
CRYZL1	0.365333333333333
CRY2	1.41841666666667
FCGR2B	3.10566666666667
PNPLA4	1.559625
ZNF454	1.985
DKFZp434B1231	0.56625
CLDN11	1.4333
RFWD2	0.054
CIB2	-0.412
MXRA8	3.161375
HRK	-0.958625
MAML2	1.71975
C4orf31	0.5415
C6orf192	0.68775
COG6	0.75625
FAM5B	1.3595
NFATC1	0.5882
SEPT10	0.6995
SCYL1	-0.267
RPP40	-1.0935
SCOC	0.9647
KIAA1450	0.49525
CTDSPL2	-0.6795
TBX5	2.43466666666667
NAPG	-0.99875
RHD	-4.6655
C14orf45	2.12966666666667
ZBTB22	1.4
PLCG1	-0.8165
ANKRD10	-0.729625
AQP7P2	3.73025
TAGLN2	-0.537333333333333
HTR2C	-0.928833333333333
SLC16A7	1.23216666666667
C17orf83	0.1305
TSGA14	-0.239083333333333
MDH1	-0.0185
PPP3R2	-0.889333333333333
DCBLD2	-0.920285714285714
RBM33	-1.218
DPH3	-1.5245
SYT10	-1.02516666666667
FMO4	2.63575
THYN1	-0.05925
DRD5	-0.699
OTOR	0.495
PGRMC2	0.2772
KATNAL1	0.3255
PAQR6	-1.89925
UBE2I	-0.6505
C14orf28	0.76475
C8orf70	1.04925
FLYWCH1	-0.72625
ANGPTL3	-1.07525
GLRX2	-0.840666666666667
ATP11A	-0.6505
ARL5B	0.2005
MUC16	-2.48725
SLC25A5	-1.09785714285714
ACRC	-0.7115
MYO1C	0.144625
FAM89B	0.597666666666667
FAS	1.17475
KIFAP3	0.727
GLRA2	0.523
BTN3A2	0.4453
CNKSR3	0.997875
CSTF3	-0.866333333333333
ARPM1	0.94925
KIAA1530	-1.07
C9orf150	1.96016666666667
PRKCI	0.33725
tcag7.1015	-1.60425
SOD3	1.7175
ZNF574	0.174
CYP21A2	0.56825
RPL12	1.03275
COMMD2	-0.21275
WIZ	0.12025
LOC344405	-1.0805
ALDH4A1	-0.240823529411765
CRYAB	4.081
COPA	0.0589666666666667
PCDHGA7	0.054
KIF11	-2.58691666666667
RASD2	0.84475
SLC26A3	1.5305
ZNF175	-0.0045
JAKMIP2	-3.290125
C8orf4	2.49633333333333
PTHLH	4.39225
SLC40A1	2.8155
OR7D4	0.164666666666667
PCDHB17	0.6555
CD36	5.57664285714286
C6orf203	0.6317
PRKG2	0.4975
LOC400566	1.7025
ANAPC13	0.516
SLCO3A1	-0.26375
ZNF692	-1.2625
FANCL	-0.834
SH3GLB1	0.8845
C12orf61	-0.056
KBTBD6	0.79925
SUPT5H	-0.020375
XRCC6	-0.6967
HUS1B	1.0418
FAM133B	-0.173071428571429
LOC728276	-0.317
KCTD18	1.4105
SOS2	1.28333333333333
CCDC99	-1.79075
C1QTNF5	2.3285
NNAT	2.46333333333333
USP16	0.24325
LARS	-0.451
ZBTB2	0.274625
ABO	0.331666666666667
TRAF3	-0.8815
GALNT5	-2.298
NAP5	0.856375
ALG14	0.466166666666667
KIAA0515	-0.140769230769231
WDR75	-0.726166666666667
TEX261	0.119916666666667
LY86	-0.05075
LOC389072	-0.3935
FLJ13611	-0.1645
MRGPRX2	0.287
SNRPA	-0.498125
OR2G2	-0.043
GPRASP2	2.277
C7orf42	0.4306
C9orf163	-0.9035
CYP11B2	0.5715
FCRL3	0.257666666666667
PRDX1	-0.91675
FGB	-2.70333333333333
COX17	-0.246333333333333
C16orf33	-1.15975
PIWIL1	0.00166666666666667
FOLR1	0.183333333333333
KIAA0082	-0.78775
FREQ	-0.893
TMCC2	-0.838333333333333
TCF12	0.477833333333333
ZNF721	0.5855
FAM130A2	2.123
POU4F1	-2.47175
SNRPF	-1.67525
SGIP1	1.39666666666667
ZNF641	1.0325
EMG1	-0.598875
PRRG4	0.8005
HIRA	-3.289
MYNN	0.431833333333333
AEBP2	0.39425
TBXA2R	0.0628333333333333
ISL2	-1.59633333333333
PCDHB11	1.165
RNF144A	-0.648
MARCH5	0.813375
DULLARD	-0.0165
DCLRE1B	-0.6035
ITGA8	0.44375
TP73	-0.428
PRKCD	0.54575
NDUFB4	-0.51575
ATP13A4	4.021375
ANTXR2	0.6105
COL4A3	-0.772166666666667
MYO10	-1.2321
SLC6A18	0.075
PEX1	0.0475
TMEM74	-0.817333333333333
RBM19	-0.2425
TAPBP	0.1169
RUNX1	1.412125
MID1	0.8035
GPR64	0.509
RASEF	1.6415
GABRG1	0.23875
MYO16	-0.05825
DBF4	-1.985
TSHZ2	4.23825
RIPK2	0.015375
PPTC7	0.654166666666667
KIF4B	-2.1865
LRRC31	0.6035
ZNF540	2.26875
EFNB3	0.402333333333333
LOH12CR1	-0.020875
STON2	0.2835
GLP1R	1.05525
CSTF2T	0.25875
IREB2	-0.854625
GRSF1	0.163
PDCD7	-0.0361666666666667
LRRC43	0.483
CNR1	1.20683333333333
IL1F7	-1.245
C12orf64	0.17975
FAM69B	-0.81725
NR2E1	-2.14616666666667
MS4A6A	2.1044
FTL	-0.5082
C7orf36	-0.09825
PCLO	1.2992
DYRK2	0.1845
ARIH2	-0.092875
SAMD7	-0.2465
SCNN1D	-1.06825
SLC32A1	-1.01625
C22orf25	-0.403333333333333
MRPS18A	-0.4146
GPR112	0.6645
EARS2	-0.481
ERN2	-0.4265
ATPBD3	-0.374666666666667
PRH2	-0.279
CDKN2D	-1.06566666666667
PGLYRP2	2.84825
TRIM40	-0.068
SEC14L3	0.71
SLC22A1	-0.467
BTN2A3	-0.242
RASA4	0.364
CCNL2	-0.834416666666667
MYBPC3	-0.13
GJA4	3.49975
CDC42SE1	0.647375
TRPV2	-1.909
MYPN	-3.5677
SIM1	0.2365
CDADC1	0.688083333333333
ZFHX4	1.70975
NIBP	0.112
ADAMTS19	-0.0215
ABTB2	-0.7585
TSPYL2	0.186375
EIF2S3	-0.1805
SOX30	0.07625
AP2A1	-0.3935
DKFZP564O0523	0.933333333333333
LOC285398	-0.0505
CDH18	-4.3585
CHL1	3.96175
GATS	-0.0984
TBC1D2B	0.575
OR1J1	-0.653
GSN	3.36883333333333
DPCR1	0.131375
GARNL4	0.253
SMARCA5	-0.495
PLEKHG3	1.21766666666667
ZBTB45	0.6525
FRMD6	1.35616666666667
PLS1	0.467666666666667
DGKZ	0.133666666666667
EFNA1	1.3494
WDR85	-0.63275
ANK2	1.47975
PAGE4	-0.730333333333333
SENP6	1.578
AKR7A2	0.172
FKBP10	-2.00175
VEGFC	-0.917666666666667
LARP1	-0.4088125
SRBD1	0.024
ITGB6	4.329
SLC1A2	-0.793214285714286
INVS	-0.785333333333333
MPO	1.26575
MOBKL3	0.1508
CUTL2	-0.898625
KLK2	0.00658333333333337
VIM	0.46425
REG1B	0.0271666666666667
PCDHGC4	0.33725
C3orf34	-0.703333333333333
SUMO3	0.182333333333333
CST9L	3.8085
MLL4	-0.08425
SPR	0.244166666666667
SAMD9L	0.246
ABCE1	-0.37
SUPT3H	-0.661166666666667
ACTBL1	-0.44425
ADAMTS4	1.37116666666667
SLIT3	3.44475
RHEBL1	-1.9485
NPM2	0.2855
MAN1C1	1.457125
KIAA1856	0.140083333333333
HSPA6	0.10625
LOC388152	-0.9295
C10orf140	1.7545
ZDHHC12	-0.8095
LIN7A	-1.0745
PHC2	0.397166666666667
SPHK1	-0.56
TRIM26	0.2434375
FAM83E	1.078
C18orf24	-2.515
ZNF578	0.278333333333333
ORAI1	-0.376
RUVBL1	-0.95625
C7orf20	-0.669833333333333
APAF1	-0.7735
SLC36A4	-1.73416666666667
MYH11	4.57933333333333
NEK1	0.6299
MPP2	-0.44825
C12orf24	-2.2295
TNK2	-0.13825
ZNF289	0.0075
MATN3	-1.841
IFNGR2	0.970166666666667
ITPR1	1.9475
EBF3	4.188
TBC1D20	-0.3457
OR10P1	-0.22325
DDAH2	1.28325
SHPRH	0.534625
STX7	-0.1925
LOC554248	-1.49375
BCAR1	0.15625
ATXN3	-0.0898333333333334
TRIM27	-0.54
CDC42EP2	1.5335
CHP	0.372571428571429
SOX17	2.57875
ZNF259	-0.718
CHCHD1	-0.14
ZDHHC19	-0.2625
GBP2	3.241
GARNL3	1.842875
MRC2	0.67975
C1orf52	0.07675
AOF2	-0.32
LRPPRC	-0.569
ACVR1C	3.41983333333333
TM4SF18	3.95833333333333
TMEM169	-0.0818333333333334
PPP1R16A	0.05525
EBF1	3.32016666666667
RRS1	-0.867
SNX2	0.0065
OR2T2	0.527
RBX1	-0.50325
ANKRD54	-0.119666666666667
TSNAX	0.0275
TMEM83	-2.634
ZBTB7A	0.40975
ATM	-0.668
LOC338328	2.755
TIE1	1.97883333333333
HIST1H3G	-0.0653333333333333
PASD1	-5.29516666666667
TINAG	-0.0105
PCDHAC2	0.1465
LRRC15	-1.764125
WBSCR17	0.60025
TFF2	0.8045
PARP2	-0.85275
NDFIP2	-0.07575
PCDHGB2	0.2415
WDR60	0.28625
MAP7D2	-1.427
USP45	-1.218
GSDML	0.06075
TNS1	0.5974
PLCD4	0.09675
IQCD	-0.051
SMPX	-1.27825
CD9	0.847166666666667
SRGN	0.63275
CASP7	1.011375
INOC1	0.160833333333333
DKFZp451M2119	-0.275125
VMAC	1.255
USP53	1.5902
CAMK1G	-0.5635
TMEM106A	-0.389
CDC20	-3.1706
ACSL5	0.491166666666667
CBWD5	-0.373
C1orf87	-1.046
KIAA1274	1.1
PRUNE2	-1.79542857142857
LYPLA2	-0.419333333333333
DOK6	-1.1855
GPR149	-0.41825
FAM30A	2.3525
TMEM129	0.4135
SLC35B3	1.575
ACPP	-0.1718
LOC200261	-1.3705
SLC4A7	1.1473
CCDC40	1.77425
GART	-1.312375
THOP1	-1.297
SCARB1	-0.492
CACNA1F	0.175
TRIAP1	-0.0778333333333334
SYT14L	-0.4125
SFRS8	-0.435833333333333
PBOV1	-0.062
GOLSYN	1.93025
GJB7	-0.683
CAMK2N1	0.261833333333333
GREM1	1.67316666666667
FLJ20433	0.69425
QPCT	-2.379875
PRKAG2	1.46116666666667
H2AFX	-2.040875
C6orf154	-0.2085
PLOD3	-1.437
ZBTB39	-0.198166666666667
WASF3	1.07616666666667
DRG1	0.1555
PRR4	1.7175
SPCS1	-0.67975
KDELR3	-0.178
SRP19	-0.234666666666667
GABRA6	1.009
MFSD1	0.5755
MMEL1	1.3035
PDXDC2	0.0485
BUB1	-5.10755555555556
RNF138	-0.064875
MYLPF	-0.264333333333333
AIF1	0.260833333333333
DYNLRB1	-0.225
HCN3	-1.34933333333333
HIST1H2AI	-1.685
MAP4K5	0.48675
LASP1	0.60325
LOC130951	0.674
PLAA	0.401
KRT6A	1.4635
C6orf117	-1.2535
ARHGAP23	-0.5815
PTF1A	0.171
GPHA2	-0.879
LCE3B	-0.3995
MCL1	1.42442857142857
EHBP1	-0.1485
PRNP	0.2461875
ZSCAN1	0.20075
C1orf113	0.0441666666666667
FOXA3	-2.08125
NEB	0.922
ASGR1	-4.28516666666667
CTGF	2.47133333333333
RAB17	0.00750000000000001
MST101	0.8245
JARID1B	0.5202
USP37	-0.0957
PTBP1	-0.646666666666667
PTPN7	-1.79066666666667
CDC7	-3.46166666666667
SNX7	0.71875
ZNF335	-0.41575
CPT2	-0.22625
HEATR1	-1.243125
HSPC152	-0.495875
C5orf40	0.444
PSME1	-0.32
STAG3	-2.631
TMEM154	1.08866666666667
KLHL32	0.162
TSGA10IP	-1.776
SUV420H2	-0.840833333333333
SF1	-0.0626
2'-PDE	0.32525
PNLIPRP2	-1.083
TRSPAP1	-0.345333333333333
NUP210	-1.97216666666667
ANP32C	-2.27033333333333
RAB11B	0.731333333333333
ASB15	0.7415
ITGB3BP	-1.99025
UBASH3A	-2.21625
YWHAB	-0.313375
TPRX1	-0.376
LY6G5C	0.057
SLC7A2	-0.245625
CLK1	1.4058
HSD3B7	-0.0511666666666667
VDR	1.983
C16orf74	0.01175
ACE	0.417
PSMA2	-0.442166666666667
CCDC131	-0.392125
ZNF213	0.497
EML2	-0.161
ALS2CR13	0.497833333333333
GLYATL1	1.7585
DSPP	-0.677
DHFRL1	-0.588375
C10orf30	1.04133333333333
SH3RF2	1.20066666666667
LOC197322	-0.433166666666667
DLL3	-1.718875
TIGD7	0.315
GFRA3	0.69
CPA1	1.734
RTN4	1.18616666666667
PPT2	-1.00316666666667
FASLG	1.53925
FOXP4	0.48875
RPL26	0.8093
GNL3L	-1.71433333333333
FMR1NB	-0.0583333333333333
CD163	6.34025
SGPP2	2.239
GIMAP2	0.96725
CD37	-0.0353333333333333
DPT	4.48183333333333
NBLA00301	2.671
RGS5	2.87475
C9orf4	0.598
ACTL8	-4.45133333333333
PRKAR2B	1.422
OPLAH	0.136333333333333
C20orf134	0.54025
SPACA5	0.08925
TBL1X	-1.0025
TSPYL3	0.6775
CHCHD3	-1.138
CRKRS	-0.255666666666667
GPR65	3.28275
DFFA	-0.739875
FUT1	0.51725
C6orf204	0.192833333333333
TMEM51	0.2205
ZNF580	0.23675
CMTM2	0.183
C20orf200	-0.2735
EZH1	0.3845
FDX1L	-0.786125
MRPL32	-0.3635
PCAF	0.1826
ALOX15B	2.6705
CD59	1.79441666666667
CDK9	0.223
ERP29	-0.078
TTR	-7.06625
BCMO1	-0.219
DDIT4	-0.6722
PTGDS	3.259
C3orf63	0.0545
BST2	-0.142875
CYP1A2	-0.645833333333333
C5orf25	-0.66525
STX1A	-1.128
OR2A12	-0.288
SH3BP5L	-0.338
SERINC5	-0.02375
USP6	-0.7004
MRPL3	-0.4175
POMP	-0.905375
INPP4B	0.82675
GMPPB	-0.183
EAPP	0.63075
AHSA1	-0.24075
ABCA11	0.7705
SLC5A6	-0.069
HIVEP2	1.102
SUMO2	-0.06525
KIAA1822L	-1.18083333333333
C11orf67	0.92125
TXK	-0.021
PHCA	-0.719625
ICAM4	-2.65216666666667
FPGS	-0.432333333333333
SNRPA1	-1.95
KCNJ4	-0.7835
KIF6	0.6957
HIST1H2BG	-2.15183333333333
SLC5A5	0.2855
ZNF354B	0.1
IL12RB2	1.30225
C11orf76	0.00433333333333333
GAL3ST2	0.039
AIFM2	0.738
SYNC1	-0.352125
UBL3	0.620875
PIK3CG	-1.83616666666667
NLN	-0.673
BCORL1	0.6425
CD5L	-0.03625
ZNF238	1.78633333333333
KIAA1394	-0.5475
C16orf55	-1.0084
CYP3A7	-1.40925
KRTAP3-1	-2.733
TFDP1	-0.624
MND1	-4.052
NODAL	-0.265833333333333
GTPBP4	-1.03175
TUBGCP2	0.484
SLITRK5	-1.11825
CIC	0.6305
CD79A	0.476166666666667
SAMD14	-0.3745
TNPO3	-0.5705
OR10G3	0.308
OR10G8	0.308
CCDC111	0.3155
HOXC9	0.219
DCUN1D1	0.50875
CYB5R1	0.97675
TSR2	0.04
DAB2IP	1.437
SLC6A5	-0.258
RAB3D	0.844
DCUN1D4	-0.6128
ERBB3	0.735416666666667
SDC1	0.737666666666667
ATP6V1H	0.382666666666667
SYK	0.6675
ST20	-0.78475
C13orf30	0.1995
WDR40A	0.602166666666667
ADMR	0.2965
LOC388335	3.6355
ACSM1	1.322
TDG	-0.311333333333333
FLJ11235	-0.334
MRPS5	-0.660166666666667
AGPAT2	0.805333333333333
SLC12A1	0.63575
CYP27A1	-0.2695
THAP7	-0.9005
XPO1	-1.0535
ALMS1L	0.0621666666666667
C1orf2	-0.49925
ZNF777	0.0228333333333333
CAMK2A	-0.0856666666666667
SMC1B	0.823
IHPK2	0.7044
LEMD1	-1.92775
NKD2	-0.578
CLU	1.27578571428571
ARMETL1	1.0665
PABPC4	-0.21775
CXCL12	3.705
TFAP2C	2.4606
TTTY8	0.00700000000000001
ABCB10	-0.9809
ENDOD1	0.9565
IDI1	-1.091
KCTD6	0.330833333333333
CCDC105	-0.7755
ULBP2	-1.92383333333333
ZDHHC5	0.27625
WNT8A	-0.166
COMMD10	0.14325
KLHL12	-0.150125
GPR50	-0.027
NR5A2	0.3795
OXGR1	5.1905
EHD3	1.25725
CAPRIN2	-0.7745
KLRC3	-4.27325
SF3B1	0.194642857142857
IPO7	-0.24525
ALDH1A1	1.082
ANKRD5	0.349
TSNARE1	-0.0395
DDEFL1	1.03375
RNASEL	1.60016666666667
DNAH9	-0.09675
HELLS	-2.78375
TNS4	2.911
NAV1	-0.308
KIAA1409	0.93875
C20orf26	2.58716666666667
TUBG1	-1.64375
IRX2	3.633
CNGA4	-0.215
MGC50559	1.32566666666667
OR4K17	0.178
TM2D2	0.50525
FAM32A	0.10775
TXNDC14	-0.278
CCBL1	-1.6015
ANK1	-2.9607
PRSS23	0.14375
PPM1L	-0.11
SPATA20	0.07375
APCS	0.34775
C14orf122	-1.32366666666667
PSMB5	-0.78075
C6orf10	0.1575
SETDB2	0.849
SPNS3	-1.4965
SGMS2	0.681666666666667
MXD3	-1.9695
MON2	0.4417
CARTPT	2.72725
HNF4A	-1.6315
RABEP1	0.99525
TNFRSF10B	-0.7375
USH1G	0.104
PPAP2B	0.8495
TMEM16K	0.424
CTDSP1	1.048
CDK5R1	-0.675833333333333
GABRR1	1.939
OPN1LW	-0.257
FAM98C	0.708
DBN1	-0.16675
ACAD10	-0.25475
QTRTD1	-0.20175
WNK3	0.320333333333333
RPS19	0.55875
C1QB	2.474125
OTUD5	-0.151375
SLC41A2	0.887833333333333
TMEM22	-0.272666666666667
KHSRP	-1.07116666666667
TNFRSF11A	0.327833333333333
FBL	0.00633333333333334
IBTK	0.171666666666667
OXER1	-0.086
CBLN4	1.185
GPR172B	0.926833333333333
CFTR	0.85775
VSX1	3.5465
CAMK1D	-0.769
LOXL3	-2.01425
RTP4	0.9435
SLFNL1	0.409
KIAA0828	-0.4215
PAR5	-1.529
LOC723972	-2.03625
GDI2	-0.112125
CEBPA	0.9902
MLF2	-0.183666666666667
AFMID	-0.02775
ALOX12B	0.18325
BPHL	0.191
COX5B	-0.46175
S100A10	-0.7102
THOC6	-0.11275
NHN1	-0.3845
RRP12	-0.977333333333333
ARID3B	-2.014
CD3G	-3.76266666666667
KIAA0133	-0.30225
NAT11	-1.20566666666667
PPAT	-1.4265
SIRT3	0.7123
TCERG1L	-1.57475
NIPA1	0.0714
DPP8	0.3966
IL7R	-1.22183333333333
ZFP64	0.005
DMAP1	-0.0446
TRMT12	0.30075
TLR4	2.0741
WFIKKN2	0.871
RAB12	-0.106833333333333
DDX51	-0.6555
KIAA1086	-2.766
ZNF295	0.740166666666667
ACVR2B	-1.31707142857143
LOC494150	-0.87025
ZNF517	-0.233
DNASE1L2	-2.47316666666667
SUFU	0.889666666666667
LOC283677	-0.043
LMO3	2.449
PPP2R5D	-0.342
ZNF587	-0.6399
HIST4H4	-0.591
CYP2C8	0.8595
C1orf80	0.0118333333333333
DOCK5	-1.39466666666667
C9orf24	0.80125
OR5AR1	0.513
C11orf24	-0.60125
UNQ1940	-0.812
CAP2	0.162666666666667
TIMM44	-1.0325
DSEL	0.1235
ROM1	0.38375
FBXO4	0.856375
MYLC2PL	-2.2655
MLH3	0.9205
NOX1	0.0371666666666667
DPEP2	1.2065
DNAJB5	0.50075
RLTPR	0.014
MBIP	0.5185
COPB1	0.00866666666666667
SFTPA1B	-0.357
C10orf4	0.6349
PRELID1	-0.97025
NOLA1	0.001
C19orf24	-0.63675
TLR9	-2.077
HLA-DMA	2.34891666666667
HCRP1	-0.86
GPR137	-0.241333333333333
ITGA11	-0.351833333333333
PHF13	1.18933333333333
MARK4	0.305166666666667
METTL4	-0.32975
MBD3	-0.71
LOC134145	0.3035
FGF3	0.03025
SLC35A3	0.880375
CLEC16A	0.265
AMOTL1	-0.680833333333333
FLJ31438	-0.2835
