Hybridization REF	TCGA-A8-A09E-01A-11R-A00Z-07
LGALS9	2.262375
SCARB2	0.988666666666667
USP34	-0.281333333333333
C17orf28	2.62616666666667
ZDHHC23	0.0685
AQP12B	0.072
SLC16A3	-2.90475
APLP2	-0.396625
ITIH2	-4.945
MICAL3	-0.021375
TNNI3K	0.3128
HDAC2	-0.57725
PRR7	-0.4456
THBS2	-0.318625
LOC751071	-2.4135
CA2	-1.37966666666667
RANBP17	0.15425
RLN3	0.35225
CRYZ	0.373333333333333
GBAS	-0.0615
TAS1R1	-0.2765
MPZL3	0.2355
PCDH8	2.88125
HSP90B1	0.490833333333333
KCNK15	1.2885
TNIP2	-0.0776666666666667
GPR146	-0.3295
NOL6	0.086875
SPC25	-1.49455555555556
STEAP2	2.74721428571429
VAMP3	-0.1155
TCIRG1	-0.948
ZP4	0.309
PARL	0.20925
TRIM39	0.645833333333333
KIAA1305	0.9825
CRNN	0.486833333333333
GRN	0.95025
HSH2D	2.045
SCAMP1	1.344375
KIAA1913	-0.18075
PTS	-1.0695
BANP	0.162571428571429
PRKACG	0.4935
ADCY6	0.352666666666667
C16orf46	0.688
CYP51A1	0.228375
DDC	-5.14475
ANPEP	-1.365
PROM1	-2.67133333333333
SIGLEC10	1.54925
COPG	1.373
FAM26E	1.101125
TRIP4	0.66075
SNX3	-0.0955
C1orf175	0.428833333333333
PPY2	0.231
C14orf152	0.219
FTSJ1	-0.437333333333333
DST	-0.81585
LOC554235	0.20225
GLRX5	-0.127
C20orf12	1.4652
CAB39	0.234166666666667
MSH2	-0.775666666666667
PIP4K2C	1.166125
CYLD	1.239375
WTAP	-0.4511875
MGAT4A	0.273333333333333
TSC22D4	-0.3311
CHRM2	-2.031
PPYR1	0.343166666666667
CCNH	-0.348833333333333
RRM1	-0.02375
ECAT8	2.1675
LOC400120	-0.2995
GABRA4	-0.0285714285714286
C14orf4	1.214
C1orf59	-3.621
CTDSPL	0.83325
NHEDC2	-0.9265
PDE11A	0.0330666666666667
KLHL29	-2.67775
CD5	-1.2526
TSPAN9	1.0574375
WDR67	-0.507
THUMPD1	0.0421
C18orf17	-0.20275
CLYBL	0.338
FLJ13231	0.02525
CMBL	1.054375
LECT2	-1.165
NKAPL	0.981
LOC654780	0.843
OR4C6	0.2475
RAB30	1.81066666666667
TSSK4	-0.2855
TMEM163	-0.1365
OSBPL11	0.835583333333333
GNB5	-1.047
CCL21	0.5935
C1orf121	0.253333333333333
FMO2	2.17883333333333
RPTN	1.3125
MSTN	0.268
VCL	-0.433142857142857
FYTTD1	0.318
C11orf1	-0.94075
CCDC88C	0.8899375
HFE	0.812666666666667
MOGAT1	-0.193
FAM125B	1.01083333333333
IRGQ	0.6405
RAVER2	0.95475
AKAP5	-1.145
SSSCA1	-1.7005
C11orf63	1.047625
ACTG2	-1.2814
PORCN	-1.1205
DTL	0.123363636363636
TMEM151	0.75125
FAM122C	-0.22175
RSAD2	4.5566
BAT4	-0.464
KRTDAP	-0.624666666666667
MYH8	0.21125
CRTC3	0.8945
LRRFIP2	0.9196
INTS4	-0.0616666666666667
TTN	-1.576
SLC26A5	0.7995
PLLP	-0.397
RGS6	1.57875
SRGAP3	1.490375
ZNF525	-0.255666666666667
NBR2	-0.604666666666667
C13orf1	0.8192
ZNF137	-0.0925
CEP27	-0.94325
BEST2	0.488
RNF121	-1.65175
DMRTC2	1.15825
C8orf76	0.36775
BCCIP	-0.54625
MEST	-3.3845
HTRA2	-0.2705
ANGPTL2	-0.268
ILKAP	0.1825
ERAS	-0.229
HBS1L	-1.193375
CPA5	-0.1025
TMEM30A	-0.134
CD300LF	1.94416666666667
WISP3	0.235
CRK	0.7385
PDS5A	-0.4365
BRPF3	0.325166666666667
NEDD9	1.1075
SMPDL3B	1.73425
PSG6	0.2945
PSMD13	0.4195
ETV5	-3.06925
OR51A4	0.613
BTBD7	0.130916666666667
GSTO1	-0.997375
hCG_16001	0.549
MAD2L1BP	0.654166666666667
COX6A2	0.9435
SCNN1A	2.70733333333333
LSM1	0.328333333333333
UGT2B11	-3.09275
IDUA	1.53025
PPP2R3C	-0.937166666666667
COX11	-0.617666666666667
PDZK1	-2.34675
ZNF443	0.644166666666667
MGC21874	0.536166666666667
ZNF323	0.8405
KRTAP10-10	0.6365
CXCL6	-0.54525
SLC34A2	1.0465
LOC284402	0.071
NPTN	1.36116666666667
UPP1	-1.99216666666667
SLC6A9	0.103
OR7G3	0.665
CISD1	-1.85766666666667
ZNF545	-2.966
SYT14	-1.1745
NT5C3L	0.874
ZNHIT3	0.0205
SNRPD3	-0.0775
KIAA0701	0.34775
UNC93B1	-0.829833333333333
GMNN	-1.01225
SPCS2	1.4675
LOC388524	0.1955
NAPRT1	0.917875
PNLIPRP1	-0.1775
OR6V1	0.6795
PRKAB1	-0.01725
EYA4	-3.28983333333333
KIF20A	-1.10325
ALG10	0.74325
ITPKC	1.749
LMX1B	1.08516666666667
RPUSD4	-1.87883333333333
C7orf34	0.3255
DLGAP2	0.35375
PFN1	0.0506
MICALL2	0.0805833333333334
ZNF654	1.0655
SS18L1	-1.060375
SLC16A8	0.231
MKI67IP	0.793166666666667
ITGB3	-1.4755
TCEA3	2.87858333333333
CEP152	-1.790625
CLIP1	1.801875
ZNF75	0.1585625
ATP5C1	0.191666666666667
NUDT5	-0.439
PSCDBP	-1.0615
UBP1	0.692
RBM27	-0.29625
C13orf15	1.6215
ZNF282	0.365
ZNF222	-0.8769
COL10A1	5.82275
PRDM15	-0.8565
TTTY5	-0.3155
FAM9C	0.0513333333333333
C20orf67	0.3205
GNG13	0.728
F12	-0.62775
C1orf41	-0.432
CPXCR1	-0.0195
GSK3A	0.84975
SUPT6H	0.527833333333333
PI16	1.621
ELL2	0.122333333333333
C9orf167	-2.77233333333333
PVRL3	-3.2571
FLJ38596	2.11025
ADAM20	0.22325
GPR89A	1.334
GPR87	-1.2215
ZNF30	0.086
SMR3B	0.272
ZNF770	0.749625
TRPC4AP	0.106
DKFZP686E2158	0.135166666666667
C2orf28	-0.211333333333333
FREM1	-2.46583333333333
LAMA4	0.0443333333333333
ADPRHL2	-0.1095
EIF4G2	0.262166666666667
GUCA1A	-0.147
CTNNA2	-1.907875
NUDT15	-0.6905
CEPT1	-0.2285
ZNFX1	1.7442
CCDC92	0.98925
TDRD1	-0.8705
KCNK5	-0.5965
ETNK1	0.06925
LTA	0.732
TTPA	-0.8084
B3GALNT2	0.74875
SC65	1.465
PEX5L	-1.338875
EPS15L1	-0.153
MGEA5	-0.882625
HIST1H3A	1.33675
ING1	0.119375
BCAT1	-3.5135
ORC6L	-2.00345454545455
KLK11	-5.1415
C19orf28	-1.546
DNER	-4.23525
MED22	-0.663071428571429
ETV6	0.409083333333333
CHAC2	-2.19
CD300E	-0.1465
CEBPB	0.334916666666667
ZNF398	0.1095
LRCH3	0.4675
HMGA1	-1.99233333333333
CAPN7	0.966833333333333
MGC5566	-2.63925
CCL3	2.382375
NANOS1	-0.5095
ZFYVE19	0.51125
APITD1	-0.941333333333333
PARD3	-0.918875
IRAK4	0.541
SERPINI2	-0.4465
CEP170L	-1.0685
TTC9	2.6065
MYOM3	-1.1705
MLPH	2.311625
LOC222699	1.0385
NRG1	-1.73383333333333
TBC1D9	4.23890909090909
TTK	-1.75416666666667
ZNF557	0.6279
DDX41	-0.670833333333333
FANK1	1.3565
UBE2D2	-0.08225
PSMB10	0.05325
MYH7B	0.169
GABARAPL2	0.36475
MARVELD2	2.364
DGCR2	0.796833333333333
UNC45A	1.17183333333333
C6orf72	0.085
ZNF683	2.39125
GIT2	0.148625
CASK	0.274666666666667
C14orf161	1.69033333333333
LRRC44	-0.7485
TIFA	0.337125
UTP11L	-0.99425
C6orf65	-1.44825
FDPS	0.4275
DUSP9	-1.8498
SLC17A8	5.42666666666667
OR51G1	0.498333333333333
NANS	0.83925
OLFML1	1.59325
ATP10B	-1.585125
NPAS3	-1.14025
PRKCA	-2.747
GGA2	-0.0010625
LCE4A	0.6935
SPANXN3	-0.24075
CCDC115	1.80975
SDCCAG3	-0.984
GLIPR1L1	0.1595
TTC1	0.198
C17orf76	-0.05425
MAD2L2	-1.847
HIPK1	-0.4878
LRRC3B	-0.596666666666667
CLN3	-0.225363636363636
C17orf47	0.372
FMN2	-3.067375
TUBB1	-1.30675
WAPAL	-0.584333333333333
C3orf21	0.0475
SCN5A	-0.3338
SMYD1	-0.1915
BEX5	2.22525
ZNF192	0.189
SEC22A	0.446166666666667
GRIA2	6.16064285714286
KIAA0825	-1.50575
NUSAP1	-0.576727272727273
LANCL1	0.014125
C15orf40	-0.6856
ZNF645	0.477625
GPR61	-0.00850000000000001
NLRP14	-0.7035
SNX21	0.7035
C1QTNF8	0.1595
C17orf46	1.11075
IFNA8	0.8305
SPRR1B	-2.06466666666667
FLRT1	-1.081
SNX17	0.659333333333333
ASB2	-1.56916666666667
HBG1	-4.9275
RPRML	-2.987
JOSD2	0.493
PLSCR3	0.09125
SPOCD1	-0.097
RAB39	-0.8805
GHRH	-0.307333333333333
ITIH5L	1.4345
C17orf37	1.284
SMCR8	0.597
DPY19L2P3	-1.28016666666667
IL11RA	0.287666666666667
GDF3	-3.6415
RPS6KB1	-0.731916666666667
DNAJC19	1.0419
TOP1	-0.525
CRCT1	-0.39625
MPST	0.185625
DPM2	0.132375
FAM38B	-3.43233333333333
SLC18A1	-2.8565
FARP1	0.396
PAX7	0.17825
TUBD1	-0.678
GNL3	-0.188125
BTG2	2.34513333333333
NDUFS6	-0.139
C1orf79	-2.58475
ERAL1	0.57875
ECHS1	0.52875
VPS4A	-0.1575
CYP11A1	-0.91975
ABCC6	-0.240142857142857
PBX4	-2.9125
MOSC1	1.24125
NCF4	-0.37225
HYMAI	-0.433
NAGPA	-0.233125
OTOP2	0.32425
ACOT12	-0.103
MTHFD2L	-0.798625
LOC441376	4.80025
C19orf34	0.0475
RAB1B	-0.797
ALDOAP2	-0.3535
NTRK1	-1.94766666666667
ARTS-1	0.0439
SLC6A11	-1.8275
NAP1L2	-0.538
CNGB1	0.247
EPB41L4B	0.472166666666667
FAM134B	4.376875
HS3ST3A1	-2.24416666666667
CPXM2	3.8515
SIRPB2	-0.1695
CHORDC1	-1.91366666666667
TRIB3	-0.867833333333333
SLC2A5	2.1925
C2orf49	-1.00533333333333
DDX5	-0.1325
OR5L1	0.312
ANAPC4	-0.693333333333333
ZSWIM1	0.5625
LOC93622	-0.803875
KCNK3	-0.0867
RP11-35N6.1	-2.131
ZFP161	-0.377333333333333
AQP9	4.08375
SLC15A2	-0.132
MREG	0.496166666666667
OR9I1	0.887
PDLIM2	0.681
ADAM7	0.6495
GSTCD	-0.2315
WDR21A	0.36225
SLC12A8	2.82083333333333
TMEM174	0.109
IGSF3	-0.131833333333333
LRRN1	-3.17275
LOC402117	-0.0845
SRPK1	-0.369
LY6K	-1.9249375
NFIA	2.499
PTCD3	-0.46175
LEP	2.0615
PCDH21	-0.954166666666667
MAPKAPK2	0.619
NMNAT1	-2.095
LHFPL2	0.41275
C9orf43	0.572
DIP2A	-0.0863333333333333
ACTR8	0.39625
CCDC34	-0.07375
PTPN22	-1.65
ITGA3	-1.62925
FAM129C	0.32725
RABGGTA	0.656
UNC45B	0.07125
KIAA1033	-0.257375
ZNF510	-0.313333333333333
CYP2D6	-0.6595
SLC26A10	-1.8345
STX8	0.67675
LUZP1	-0.573875
WDR89	-0.228
EIF4G3	-0.8697
C5AR1	1.08475
ZNF623	0.8215
A2M	-0.71325
TGM7	0.224
GRPEL1	-0.719
LMNB2	-1.4691
ROCK2	0.117166666666667
SNX16	0.199625
CCDC66	0.28775
ANXA3	0.29575
KIAA1609	0.499625
EED	-1.96075
RNF32	0.147833333333333
HES1	1.0276
CLC	0.384166666666667
ISL1	-0.732333333333333
KIAA0528	0.127875
MANEA	0.686375
C1orf61	-2.4505
hCG_2001000	0.751
RAPGEF6	0.1349
KIAA0020	-0.794333333333333
NEIL1	1.68625
C16orf45	-2.316125
RBM10	0.134166666666667
C10orf125	-2.65
MRS2L	-0.2325
DNAH17	-0.79375
C19orf10	0.34375
C1orf160	-0.17175
SLFN12	0.7935
EXOC3	-0.1135
HIST3H3	0.9735
NCOR2	0.124666666666667
TNFRSF9	-0.90725
MFSD8	0.5675
ALX1	-3.332
NOL1	-0.81975
PODN	2.81125
TIAL1	-1.2845
HIST1H1E	0.7675
NPY6R	0.74425
TM4SF4	-0.3065
CORO2A	0.44075
ETNK2	2.54966666666667
APOE	0.3919
ANGPT4	0.701
HDGF2	0.00975
G30	-0.7185
ST8SIA4	-1.01625
F2RL1	-0.87525
FAM19A4	-2.536
CCAR1	-0.47275
B3GNT7	0.719
OPHN1	-0.0462
DSCR6	3.26
C21orf13	1.1215
GAS2L1	0.770083333333333
RFX3	-0.880833333333333
COPS4	0.45025
BCHE	2.7825
BCL2	1.647125
HBZ	-3.013
ARL13B	-0.11675
MAPBPIP	1.616
MYO15B	-0.683375
SPZ1	0.36175
KIAA1324	3.20455555555556
PLCL2	-0.307875
C4orf29	-0.83775
WDFY2	-0.344625
ZNF284	-0.3265
NAALADL1	-0.4145
DUSP5	-1.72783333333333
PXDN	0.80725
SLMO1	-0.4065
TNXB	0.3351
BIRC7	-0.9325
A4GALT	-0.0378333333333333
TIMM22	0.4175
FAM110C	1.607
TOMM34	0.196375
ABHD9	-0.012
ADAM32	-0.287
CRHBP	0.194
AQP2	0.4045
LOC130355	1.523
ZNF187	0.676
ZNF816A	-0.7105
F7	0.166125
CNOT1	0.0319
SLC13A4	0.11675
ZBTB11	-0.016
B3GALT5	0.66325
EXOC2	1.2795
IRS1	0.8847
TMEM1	-0.0175
MRPL34	-0.2045
SAMM50	0.1115
CDC42EP3	-0.937875
HSF2	-0.8288
MFN2	-0.98025
TSPAN7	-2.2675
NUCB1	0.972666666666667
RHOH	-0.23825
ARL16	-0.1085
TACR1	0.3845
SFRS5	-0.635166666666667
SNX25	-0.364875
RHBDF1	1.1045
PCDH18	1.60633333333333
HMG1L1	-0.428
MYO5C	1.9235
MAPK10	0.867
LDHAL6A	-0.465166666666667
NUDT12	1.21433333333333
NCAM1	-0.306
GLIS2	0.7235
GGTL4	0.53875
DAPP1	-1.2235
ATF7	1.086625
KIAA0748	-1.6635
NFIL3	-1.48425
TM6SF1	0.8511
SEZ6	0.267125
NANOS3	0.620666666666667
DNAJA3	0.0921666666666667
CLDN6	-2.451
CIITA	1.7115
EPHA4	-2.10166666666667
FANCC	-0.25575
CMTM3	-0.771
PSG3	-0.276375
MRPL15	-0.36425
C21orf59	0.37025
PLCXD2	0.20675
C2orf34	0.238
UBE2L6	2.306125
MED14	-0.0831666666666667
HP1BP3	-0.5701
C6orf208	0.0605
TPBG	1.05075
OSR2	-0.01075
XPC	0.879333333333333
KLHL7	-0.409666666666667
CCR3	-0.223166666666667
AGTPBP1	-2.19616666666667
PCSK6	1.07893333333333
STAT5A	-0.5263
FAM18B	0.71125
LONRF2	-0.1985
PTPN2	-1.184375
SF3A3	-0.851
EFCBP2	-0.2025
HCFC1	-0.429166666666667
AHNAK	2.35795
ACTR5	0.198
KIF14	-1.36014285714286
TENC1	1.2095
HEATR5B	1.33
YIPF2	0.613333333333333
MYEOV2	1.09416666666667
DUSP18	0.77825
KIAA1012	-0.20725
AHR	-0.687833333333333
C17orf53	-0.559
PTPRH	-3.2425
ATP6V1C1	0.8279
TAS2R3	0.1495
LOC440356	-1.55175
COQ10B	0.61825
PSMF1	1.00641666666667
SORBS2	1.742
NFE2L2	-0.28075
TMCO7	0.63025
SH3PXD2A	-0.647
SH2D2A	-2.20225
SPINK5	-3.729
MRPS24	-0.50875
OPA3	0.288
TRAF7	-0.510166666666667
C4orf35	0.126
MT1G	0.1265
MGC39545	0.23125
HS1BP3	0.7592
OR2B2	0.6815
CHRM4	-0.02
SFRP2	2.70141666666667
RIC3	-1.43825
ART1	0.0525
C6orf1	0.93225
DUS4L	-0.86025
C10orf104	0.0975
TNFAIP6	1.58675
RTEL1	-1.7205
CCT4	-0.1108
ZNF709	-0.25625
CHMP6	-0.176166666666667
UPP2	0.32025
CYP19A1	-1.54542857142857
CD151	-0.232166666666667
NDUFA13	0.916666666666667
ARFRP1	-0.908333333333333
FAM26B	0.971
CRYBA1	-2.6105
MRPL41	0.281833333333333
NPFFR2	-1.21075
HRH2	0.2465
SCAMP3	0.998333333333333
MTMR6	0.9895
MTG1	-1.4985
UBTD1	0.53175
CRABP1	1.0825
FLJ33790	-0.9685
KIAA1908	-0.1565
GPR158	-3.653
PACSIN3	-0.754833333333333
OMD	3.31616666666667
CATSPER1	-1.10783333333333
HOXB8	-1.17
FBXO46	0.9165
OAS1	3.31283333333333
SVIL	0.725
PHB2	-1.0885
ADCY3	-0.049
NDRG2	2.71466666666667
ERMAP	-0.5202
APBA2	-2.00416666666667
IGSF9	2.00975
WNT6	-0.697571428571429
MYCBPAP	1.44025
ATP2B2	-0.2176
CPVL	-1.0763
TRAM2	-1.3985
NOP5/NOP58	-0.665
ZNRF4	0.21
TLK1	-0.204875
MTMR12	0.752428571428571
ZNF384	-0.297333333333333
FAM9B	-2.96775
RPN1	0.8118
PMVK	1.3575
EIF3D	-0.097
SIX2	0.4995
HPS1	0.428
RNF7	0.41625
PSKH2	0.7165
KCTD13	0.376
CSMD3	-0.9319
FBF1	0.272
IL8	-5.788125
SERPINB13	0.000499999999999982
FBXL20	0.138
BLR1	0.55775
SH2B1	-0.149833333333333
RFNG	0.37125
RAB20	0.707833333333333
RBM7	-1.83575
POLR1A	0.0105
TMPRSS4	-1.21725
TAF9	-0.63725
TERF2	0.8365
TNFRSF1A	0.10225
ACADVL	0.0721666666666667
GTF2H5	0.4585
EDG8	-1.85066666666667
C9orf140	-0.99675
UST6	0.6275
ZBTB8OS	-0.69625
ZNF710	1.038
GPR174	-1.629
ATP6V0A2	-0.9085
KIAA0319L	0.277583333333333
XKRX	0.0765
DOPEY2	1.7506
SDHD	-1.38208333333333
SUMF1	1.8845
OSM	2.74075
OPN3	-2.5545
DAGLB	-0.202166666666667
PPFIBP1	0.0894
TRIM63	-4.108
C10orf53	0.36
LYPD3	2.8475
BCL7A	-0.00925000000000001
AGER	-1.20766666666667
TCF19	-0.052
SAT2	1.01175
PFTK1	0.3715
GABRE	-3.358625
C15orf38	0.7739
FIS1	0.077
KCNV2	-0.195
CLPS	0.477
PPCDC	-0.12
FOXN2	-0.105833333333333
NT5E	-3.5804
CD83	0.4635
IL18	-0.496
VPS16	0.711
IGFBP2	-1.60733333333333
NOTCH2	-0.64625
SIGLEC1	2.634875
CD93	4.8565
SULF2	-0.00475
CEP164	-1.140625
P53AIP1	-0.388333333333333
TOR2A	-0.0583333333333333
ZNF136	0.28
MGP	4.0759
CCDC144A	-0.883833333333333
TRPC1	-1.7085
SMS	-0.106166666666667
MAPK7	-0.107166666666667
RRAGC	0.32
PARD6A	1.4365
NUB1	1.07133333333333
SYNGR4	1.08575
OR11H12	-0.2295
WIF1	0.2845
GCH1	1.1085
OR11H4	0.386
SLC44A5	0.52
GPRIN2	0.6455
LOC401431	-0.52775
CPA4	-2.8918
MELK	-2.05222222222222
IL15RA	0.1605
CUL3	1.62175
HMBOX1	0.95325
PODXL	-3.119
CCT6B	2.30283333333333
COMTD1	-0.721
MUC20	1.98266666666667
GPX2	-3.6275
ITK	-1.697
FBXL5	2.064
C13orf27	-1.18575
DEFA5	-0.465
TRHDE	-1.301
MTP18	-0.435333333333333
UQCRQ	0.7284
ITGB2	0.68075
CSRP2BP	0.52525
TAS2R44	0.5745
PHPT1	0.19025
FAM44C	0.90325
ERH	0.42825
MPHOSPH1	-1.327
MORC1	-0.749
PARVB	0.36675
LAMA1	-2.27281818181818
PGBD3	-0.4425
GIMAP6	3.4965
AREG	-4.417
LIPT1	-0.3115
MGC99813	0.465
C1orf201	-0.031
GRIN2A	-0.8275
MAN2C1	-0.48625
NSUN5	-0.36725
SF3B5	-0.30425
MYC	-1.31275
NRXN1	-0.496166666666667
ZNF18	1.06675
SPDYA	-0.235625
SLC37A1	1.7575
DECR2	0.5625
ANKRD38	0.696125
SPTLC3	0.542333333333333
SUPT16H	-0.240875
DTWD2	1.4725
ULBP1	0.0985
ZADH1	-0.2855
OIP5	-1.44825
IL10RB	0.378666666666667
OTUB2	0.78275
VWA3A	0.366833333333333
SPIC	-0.275166666666667
OR6C4	0.1275
PSCD4	0.245166666666667
DPY19L2P2	-0.443
TRAPPC6A	1.98166666666667
C21orf2	-0.0795
CEMP1	-1.2595
LIN7B	0.962
E2F7	-1.90783333333333
VCP	0.2654375
LAMA3	0.496083333333333
BGN	1.17625
GPR160	2.2925
COCH	-5.347
GPR81	0.729833333333333
APOBEC3F	-2.646
tcag7.1017	-0.47425
C1orf32	0.404
SCGB1D2	6.7895
FLJ43987	-1.5935
C6orf170	-0.98175
KLK9	0.508
GPD1L	-0.135375
VPS37B	-0.37975
ATG3	0.179
ADAMTS17	0.346
KLHDC2	0.160833333333333
NDUFV2	-0.25825
BLK	-3.148
MATN4	-1.6495
GPM6A	0.884125
GBP4	2.95083333333333
TMEM162	0.446166666666667
PKP2	0.7515
HRASLS	-1.88277777777778
MMP1	-0.64025
SFXN3	-0.5175
FSD1	-1.99633333333333
ST6GALNAC3	-2.4475
CA12	3.7365
NCOA6	0.50375
C19orf58	0.3125
PPP4R1	-0.00866666666666667
MAN1A2	0.354833333333333
IKBKAP	-0.68175
UPF1	0.150666666666667
KIAA1219	0.736
WNT16	-0.1202
SNW1	0.111875
IL18RAP	1.38275
RPP30	-0.845
CDC40	-0.482428571428571
SETD3	0.0521666666666667
SLAMF6	0.20475
ELK4	0.426
TRIM47	-0.665166666666667
ACOX3	0.525375
TRIM6	0.75275
KIAA0372	-0.0331666666666667
TP53AP1	1.05575
SMURF2	-0.5515
ADAD1	0.39125
EBP	-0.9592
KRTAP13-2	0.246
FLJ36874	-1.648
TOR1A	-0.113666666666667
P2RY4	0.9615
GPBP1	-0.08025
TRPV1	0.130125
ADAMTS12	-0.209833333333333
PES1	-0.0688
ATG4A	0.950666666666667
MAGEA10	-4.71575
WFS1	1.18
CC2D1B	-0.798333333333333
PABPN1	-0.438375
SLC25A30	0.527
SLCO1C1	-0.470166666666667
SLC22A5	1.63825
KIF23	-0.8925
SYN2	-0.659333333333333
ASPN	7.74733333333333
CENTG2	0.448
QSOX2	-1.5791
FLJ10815	0.6115
STK24	0.5604375
SPEG	1.016
STK10	-0.443833333333333
DACT2	-2.6815
AAAS	-1.08325
SSX3	-1.952125
ABCD3	0.198
C4orf12	-0.165125
PARVG	-0.00216666666666666
FIG4	1.01425
C9orf46	0.108
TMCO6	-0.311
IGHMBP2	-1.30425
DUS2L	0.145833333333333
FAM3C	-0.032125
TMEM16D	-2.463375
DCTN4	0.444
KCNH3	-0.4315
EIF2AK2	2.01875
AP1S3	-0.62275
CST4	0.816
PAM	-0.47775
NUTF2	0.10375
CITED2	0.9209
SLC39A4	-1.423
C2orf52	-1.3785
GRM3	-0.06525
C12orf49	1.01225
CCDC49	0.2261
GRAMD1B	-1.91475
FNDC4	0.15575
SIAH2	2.3555
GDPD4	-0.115
C21orf87	0.89775
ATP5A1	-0.489166666666667
C16orf63	-0.272625
LOC388135	-1.39666666666667
ATP5J2	-0.221875
MMP3	-0.2765
EMID2	0.0725
CRHR1	0.61825
WDR70	-0.448
C13orf31	0.9565
ZFAND1	0.00425
CCL18	4.1345
C3orf49	0.115
RINT1	0.158
KIAA0408	-2.103
F13A1	4.2785
SLC10A1	0.131666666666667
OGN	0.4965
GIPC2	-1.56883333333333
XPO6	-0.278833333333333
LCE1A	0.4765
FMR1	0.9765
LOC374920	-0.1355
DUSP3	0.469
ANKMY1	0.78325
C7orf50	0.04975
BBS9	-0.3293
UNC119B	-0.99925
C9orf72	-0.258375
MGC35440	0.04425
ENTPD6	0.96525
PPP1R2P9	-0.00649999999999999
ERCC4	0.30125
FAHD2B	0.2315
HMHA1	0.0605
HACL1	0.22625
RAD23A	0.325666666666667
FAM83B	-2.4535
PPP5C	0.101
RNASEH2C	-1.109625
C9orf153	-1.05725
SCAMP4	0.768875
GHITM	0.6324
NDUFB7	0.56575
ADCYAP1	-0.0466666666666667
SP110	1.72733333333333
MAP3K7IP2	-0.3415
DHH	0.1455
AGRN	-0.0760714285714286
WDR33	0.255666666666667
CEP290	0.407666666666667
PRPS1L1	-1.13083333333333
KLRA1	-0.4395
GPR97	-0.072
CHD7	-4.06708333333333
TLR10	0.127
SLC30A8	-0.831
HIC1	0.7945
IAPP	0.6525
RXFP4	0.335
GP1BB	0.7465
SHQ1	1.0355
NKX2-3	0.607166666666667
API5	0.184
FTHP1	-1.284
MOV10L1	0.557
TRIM6-TRIM34	2.755
ADHFE1	-0.007
FAM117A	-0.73725
DDI1	0.179166666666667
CDON	-0.746666666666667
TRIM73	-1.857
IGKC	1.3255
MMP14	-0.60575
DYNC1LI1	0.486
C11orf66	-0.393
TRBV3-1	-2.649
FASTKD5	0.66425
BIVM	-1.1135
LHX4	0.6185
CXCL2	-1.8822
RAB2B	-0.0945
IZUMO1	-0.4805
MAP3K15	-2.141125
FAM19A2	1.9975
ZC3H8	0.615166666666667
ZMAT1	1.651
SPINK5L3	-2.7005
SLC10A6	0.6405
APPL2	-0.20575
CARD10	0.536333333333333
LOC402176	-1.023625
EEF1D	0.4021
RAB6A	-0.7868
C12orf5	-0.055875
PAPOLG	-0.4685
MSRB2	1.56
BCR	0.293888888888889
PUS3	-1.544
TIAM2	-1.29625
ZNF317	0.3725
CHD2	-0.170214285714286
FZD5	-1.82945454545455
NUDT8	-2.169
ZNF763	0.5195
PRC1	-0.646777777777778
ABCB9	0.735666666666667
SPATA3	0.211
TRAK2	0.307625
STAB1	2.594
LRRTM2	-0.413166666666667
psiTPTE22	0.88575
DBI	1.98025
SERPINA11	0.24475
NAT5	0.82475
C20orf58	-1.9385
RPS6KA4	-0.486666666666667
FLJ90650	-0.30375
TGFBRAP1	0.619
CHRDL2	1.298375
FAHD2A	0.0866666666666667
CNTN1	0.29975
BBS4	0.4565
TMEM181	-0.373
MINPP1	-0.21525
MPHOSPH6	-0.0445833333333333
HOXC10	1.6419
ITPKB	1.229125
CLPTM1L	0.0895
MEOX2	-0.25
ATP6V0C	0.403875
PRPF8	0.2225
TMC5	1.066
FKBP3	0.2875
PLEKHB2	-0.324375
OR4D6	0.298
ZNF544	-2.8979
D2HGDH	-0.15475
RPL18A	-0.6912
HEL308	-0.577625
MPP6	-4.1745
TCERG1	-1.40575
KRT16	-1.6085
KLF17	-1.24175
KLF5	-2.375625
CDR1	2.6245
VCX3A	-5.2795
FBLN2	1.5835
C14orf104	-0.939
HBE1	-4.5833
OR4S2	0.4295
C1orf108	-1.28733333333333
ROBO4	3.03166666666667
CPEB4	1.104125
C11orf80	2.63883333333333
BCKDHA	0.673833333333333
MYOC	-0.37975
GIF	0.0135
CKMT1A	2.773
RPL3	-0.1513
THBS1	2.20975
APOO	0.50125
ARMCX1	0.073
HSZFP36	0.78825
SNAPC5	0.2425
EIF4ENIF1	0.80825
ZNF433	1.30325
TNFRSF21	0.120125
TMPRSS7	0.129
SPATA18	-0.0815
HPDL	-3.801
MKL2	1.1407
TBX3	1.53330769230769
C21orf93	0.307333333333333
DAXX	0.501
ELMO1	-0.903
RGS13	1.23316666666667
TAF11	-0.56975
UNC13A	-2.606875
LOC653314	-0.1034
ORC3L	-0.54125
IMAA	-3.421
TARBP2	-1.06325
CABIN1	-0.5785
TRIOBP	0.111125
HIST1H2AC	2.140875
RGS22	2.64083333333333
NCOA1	0.91
IL25	0.9115
SNCG	1.935
GPR6	1.07
AMDHD1	-3.093
CHEK2	-0.56875
C6orf142	-0.9455
DRD4	0.65075
C14orf68	-0.583
GDF11	-2.305
