Hybridization REF	TCGA-AN-A0AL-01A-11R-A00Z-07
NXNL2	-0.3805
SOX4	1.718
TSPAN3	0.731
SH2D1A	-1.72666666666667
C8orf58	-0.359166666666667
USP20	-0.65075
DUSP22	-1.22525
CALB1	-1.322
L3MBTL2	2.40816666666667
MCRS1	-0.50625
TMEM118	0.5465
C18orf8	0.663
FLJ10241	-0.232125
GJA12	0.318
PKD1	-0.852166666666667
ZFP3	-0.1825
JAM3	-1.051375
LAPTM4A	1.0918
DIRC2	0.99875
KIAA2022	-1.9546
MYOM1	-0.242
TRPM8	-1.33133333333333
MOP-1	2.742
PHKG2	-0.501875
ZNF650	0.325875
KIAA1522	1.531625
PSG8	-1.874
DDX19B	-0.581
MOBKL1B	0.17825
DIAPH2	-0.30525
PTPN12	-0.14325
CLN8	-0.8366
CRYZL1	-0.4945
CRY2	0.418083333333333
FCGR2B	3.32133333333333
PNPLA4	1.697
ZNF454	-0.29
DKFZp434B1231	0.2025
CLDN11	0.109
RFWD2	1.163
CIB2	0.720333333333333
MXRA8	2.312
HRK	2.375
MAML2	1.027
C4orf31	-1.609
C6orf192	0.01775
COG6	0.039875
FAM5B	-0.3685
NFATC1	1.0024
SEPT10	-0.29425
SCYL1	0.7259
RPP40	-1.0365
SCOC	-0.4845
KIAA1450	0.40625
CTDSPL2	0.206
TBX5	2.1275
NAPG	1.143875
RHD	-4.076
C14orf45	-0.152666666666667
ZBTB22	0.463
PLCG1	-1.194
ANKRD10	-1.13975
AQP7P2	0.023
TAGLN2	0.918
HTR2C	1.06866666666667
SLC16A7	-0.486
C17orf83	-0.551666666666667
TSGA14	-0.87425
MDH1	0.384
PPP3R2	0.293666666666667
DCBLD2	-0.607214285714286
RBM33	-0.187125
DPH3	-1.69725
SYT10	-0.439
FMO4	1.276125
THYN1	-0.62175
DRD5	-2.477
OTOR	0.038
PGRMC2	-0.6964
KATNAL1	-0.228125
PAQR6	-3.0995
UBE2I	-0.72325
C14orf28	0.277
C8orf70	-0.64925
FLYWCH1	-0.817875
ANGPTL3	-0.394
GLRX2	0.534333333333333
ATP11A	1.89007142857143
ARL5B	1.4075
MUC16	-0.213
SLC25A5	-0.0273571428571429
ACRC	-1.625
MYO1C	0.103875
FAM89B	2.16683333333333
FAS	0.529375
KIFAP3	0.73725
GLRA2	0.823
BTN3A2	0.2799
CNKSR3	1.165625
CSTF3	-0.441666666666667
ARPM1	0.98825
KIAA1530	1.21
C9orf150	2.46816666666667
PRKCI	2.244
tcag7.1015	-1.05525
SOD3	-0.026
ZNF574	0.05975
CYP21A2	2.44475
RPL12	-0.56
COMMD2	-0.117
WIZ	0.2425
LOC344405	-1.73525
ALDH4A1	-1.80752941176471
CRYAB	2.78375
COPA	0.733966666666667
PCDHGA7	1.43216666666667
KIF11	-0.656818181818182
RASD2	0.758875
SLC26A3	-0.7925
ZNF175	-1.156
JAKMIP2	-1.5385
C8orf4	1.4635
PTHLH	3.999
SLC40A1	2.51991666666667
OR7D4	0.2225
PCDHB17	0.6755
CD36	2.53642857142857
C6orf203	0.2568
PRKG2	-0.577
LOC400566	-1.278
ANAPC13	-0.19375
SLCO3A1	1.25775
ZNF692	-1.8695
FANCL	-1.6615
SH3GLB1	1.6535
C12orf61	-0.123
KBTBD6	1.31025
SUPT5H	0.298
XRCC6	0.9899
HUS1B	-0.2666
FAM133B	0.0376428571428572
LOC728276	-0.005
KCTD18	1.24
SOS2	0.806333333333333
CCDC99	-1.77025
C1QTNF5	3.957
NNAT	0.334333333333333
USP16	0.515
LARS	-1.06775
ZBTB2	0.464875
ABO	0.0493333333333333
TRAF3	0.851
GALNT5	-1.97
NAP5	1.974625
ALG14	0.792333333333333
KIAA0515	-0.868653846153846
WDR75	0.207833333333333
TEX261	0.395416666666667
LY86	1.0965
LOC389072	-0.5265
FLJ13611	-0.4285
MRGPRX2	-0.3855
SNRPA	-0.469625
OR2G2	0.873
GPRASP2	0.0935
C7orf42	0.8521
C9orf163	-0.5025
CYP11B2	3.6285
FCRL3	0.858
PRDX1	-0.30675
FGB	-6.8742
COX17	0.178166666666667
C16orf33	-1.0455
PIWIL1	0.147
FOLR1	-2.5585
KIAA0082	-0.93475
FREQ	-0.609
TMCC2	-0.944
TCF12	0.882
ZNF721	0.20625
FAM130A2	0.86025
POU4F1	0.791
SNRPF	-0.035
SGIP1	1.90166666666667
ZNF641	-0.285166666666667
EMG1	-0.9095
PRRG4	2.222
HIRA	-2.62975
MYNN	0.649166666666667
AEBP2	-0.732416666666667
TBXA2R	0.528666666666667
ISL2	-0.894833333333333
PCDHB11	1.1445
RNF144A	0.431125
MARCH5	-0.274375
DULLARD	-0.348833333333333
DCLRE1B	-0.0116666666666667
ITGA8	1.65475
TP73	-0.079625
PRKCD	1.17675
NDUFB4	0.1605
ATP13A4	2.66375
ANTXR2	-0.319833333333333
COL4A3	-0.0236666666666667
MYO10	0.1736
SLC6A18	0.97475
PEX1	-0.535
TMEM74	0.6835
RBM19	0.208
TAPBP	0.57365
RUNX1	1.102125
MID1	1.98825
GPR64	2.79033333333333
RASEF	2.99225
GABRG1	-0.171375
MYO16	0.07925
DBF4	-0.819666666666667
TSHZ2	3.66775
RIPK2	0.541375
PPTC7	1.19416666666667
KIF4B	-0.4775
LRRC31	0.305857142857143
ZNF540	-0.99525
EFNB3	-0.0836666666666667
LOH12CR1	-0.093625
STON2	-0.435
GLP1R	0.66925
CSTF2T	-1.318
IREB2	-0.7085
GRSF1	0.05275
PDCD7	-0.3765
LRRC43	1.0185
CNR1	0.275833333333333
IL1F7	0.142
C12orf64	-0.5055
FAM69B	-0.595
NR2E1	-1.67483333333333
MS4A6A	2.8441
FTL	0.2046
C7orf36	0.01325
PCLO	-0.4964
DYRK2	2.22266666666667
ARIH2	-0.572375
SAMD7	0.534
SCNN1D	-0.774
SLC32A1	-0.583125
C22orf25	-0.357833333333333
MRPS18A	0.8877
GPR112	0.343
EARS2	-1.51825
ERN2	1.2275
ATPBD3	0.614833333333333
PRH2	-0.294
CDKN2D	0.145333333333333
PGLYRP2	-0.538666666666667
TRIM40	0.24275
SEC14L3	0.6705
SLC22A1	0.452
BTN2A3	0.412
RASA4	-0.29725
CCNL2	-1.01916666666667
MYBPC3	0.496
GJA4	3.7465
CDC42SE1	0.861625
TRPV2	-0.39025
MYPN	-4.09844444444444
SIM1	0.4825
CDADC1	-0.316
ZFHX4	0.80625
NIBP	0.638833333333333
ADAMTS19	0.23225
ABTB2	0.933
TSPYL2	-0.237625
EIF2S3	-0.5054
SOX30	-0.455
AP2A1	-0.475833333333333
DKFZP564O0523	-0.114166666666667
LOC285398	0.315
CDH18	-4.9955
CHL1	2.32525
GATS	-0.667
TBC1D2B	-0.133833333333333
OR1J1	-0.292
GSN	1.40516666666667
DPCR1	0.255285714285714
GARNL4	-0.5835
SMARCA5	-0.44925
PLEKHG3	0.989
ZBTB45	1.161
FRMD6	0.000666666666666667
PLS1	1.4615
DGKZ	0.800833333333333
EFNA1	1.9984
WDR85	-1.019375
ANK2	-0.044
PAGE4	-1.3272
SENP6	-0.0228333333333333
AKR7A2	-0.109666666666667
FKBP10	-2.37625
VEGFC	-0.974166666666667
LARP1	-0.1919375
SRBD1	0.54975
ITGB6	2.31925
SLC1A2	-0.105230769230769
INVS	-0.0993333333333333
MPO	0.32775
MOBKL3	0.7321
CUTL2	-1.20925
KLK2	-0.095
VIM	-0.18325
REG1B	0.213
PCDHGC4	0.73175
C3orf34	0.326833333333333
SUMO3	0.233166666666667
CST9L	-0.20075
MLL4	-0.46775
SPR	1.08066666666667
SAMD9L	0.87
ABCE1	-0.69225
SUPT3H	-0.427833333333333
ACTBL1	-1.70375
ADAMTS4	1.16733333333333
SLIT3	3.13125
RHEBL1	-1.52425
NPM2	-0.00675000000000001
MAN1C1	0.011625
KIAA1856	1.88858333333333
HSPA6	1.88375
LOC388152	1.243
C10orf140	0.57
ZDHHC12	0.073
LIN7A	-1.3218
PHC2	1.00283333333333
SPHK1	0.6755
TRIM26	0.0968125
FAM83E	1.6105
C18orf24	-0.793666666666667
ZNF578	-0.172333333333333
ORAI1	0.56575
RUVBL1	-0.76225
C7orf20	0.7105
APAF1	-0.849
SLC36A4	-0.441833333333333
MYH11	3.638
NEK1	0.0349
MPP2	-1.2595
C12orf24	-3.0915
TNK2	0.7875625
ZNF289	-0.588
MATN3	-2.21571428571429
IFNGR2	2.1785
ITPR1	-0.623875
EBF3	4.1627
TBC1D20	0.2214
OR10P1	0.7125
DDAH2	0.07
SHPRH	-0.425
STX7	-0.5395
LOC554248	-2.453
BCAR1	0.45725
ATXN3	0.0484166666666667
TRIM27	-0.6965
CDC42EP2	0.5015
CHP	0.536285714285714
SOX17	3.084
ZNF259	-0.148
CHCHD1	-0.064
ZDHHC19	1.213
GBP2	2.337
GARNL3	0.017375
MRC2	0.38025
C1orf52	-0.15625
AOF2	-0.541833333333333
LRPPRC	-0.3379
ACVR1C	0.278666666666667
TM4SF18	3.51116666666667
TMEM169	-0.774333333333333
PPP1R16A	0.1015
EBF1	2.146
RRS1	-0.4435
SNX2	-0.38925
OR2T2	0.4585
RBX1	0.894
ANKRD54	1.4045
TSNAX	-0.791166666666667
TMEM83	-1.335
ZBTB7A	1.17025
ATM	-0.5775
LOC338328	2.12483333333333
TIE1	1.685
HIST1H3G	0.677666666666667
PASD1	-4.16316666666667
TINAG	0.793
PCDHAC2	0.52
LRRC15	0.37775
WBSCR17	-1.55775
TFF2	3.808
PARP2	-0.709
NDFIP2	-0.246625
PCDHGB2	0.126
WDR60	-0.62425
MAP7D2	-1.7382
USP45	-1.631
GSDML	-1.264
TNS1	1.745
PLCD4	-1.02725
IQCD	-0.227333333333333
SMPX	4.761
CD9	1.1015
SRGN	1.940875
CASP7	1.800375
INOC1	0.122833333333333
DKFZp451M2119	-0.74075
VMAC	0.5635
USP53	-0.6368
CAMK1G	-0.034625
TMEM106A	-0.170666666666667
CDC20	-0.0145
ACSL5	0.333333333333333
CBWD5	-1.32775
C1orf87	-0.815166666666667
KIAA1274	0.105
PRUNE2	-1.99069230769231
LYPLA2	0.240666666666667
DOK6	-2.07866666666667
GPR149	0.0735
FAM30A	4.64625
TMEM129	0.52325
SLC35B3	0.9875
ACPP	-0.448
LOC200261	-0.504
SLC4A7	-0.0447
CCDC40	0.2775
GART	-1.27425
THOP1	-1.23175
SCARB1	0.411375
CACNA1F	0.206333333333333
TRIAP1	-0.0813333333333333
SYT14L	0.57
SFRS8	-0.198166666666667
PBOV1	0.369
GOLSYN	1.6885
GJB7	-0.916
CAMK2N1	0.62275
GREM1	2.70483333333333
FLJ20433	0.09075
QPCT	-1.16925
PRKAG2	1.758
H2AFX	0.524375
C6orf154	0.4645
PLOD3	-0.01025
ZBTB39	-1.12883333333333
WASF3	-1.21983333333333
DRG1	0.20475
PRR4	3.456
SPCS1	-1.037
KDELR3	1.946
SRP19	0.554333333333333
GABRA6	0.566
MFSD1	0.369
MMEL1	0.7765
PDXDC2	0.2516
BUB1	-1.76288888888889
RNF138	-1.038625
MYLPF	-0.450833333333333
AIF1	0.7245
DYNLRB1	-0.1511
HCN3	-1.64066666666667
HIST1H2AI	0.21675
MAP4K5	0.760833333333333
LASP1	0.23775
LOC130951	0.4755
PLAA	0.3045
KRT6A	1.9105
C6orf117	-2.63575
ARHGAP23	-0.101
PTF1A	0.267
GPHA2	-0.25125
LCE3B	0.39925
MCL1	0.521714285714286
EHBP1	0.172
PRNP	0.062
ZSCAN1	0.65825
C1orf113	-1.14283333333333
FOXA3	-3.091875
NEB	-0.2265
ASGR1	-4.30183333333333
CTGF	1.782
RAB17	-0.0571666666666666
MST101	-0.44
JARID1B	-0.0561
USP37	1.1057
PTBP1	-0.297666666666667
PTPN7	-0.154666666666667
CDC7	-1.21983333333333
SNX7	-1.2175
ZNF335	-0.33225
CPT2	0.64075
HEATR1	-1.063625
HSPC152	0.41075
C5orf40	0.23925
PSME1	0.116333333333333
STAG3	-0.676
TMEM154	1.79683333333333
KLHL32	-0.6545
TSGA10IP	-0.959
SUV420H2	-0.6515
SF1	-0.6033
2'-PDE	-0.000187499999999997
PNLIPRP2	-2.459
TRSPAP1	0.0513333333333333
NUP210	-1.0995
ANP32C	-2.6035
RAB11B	-0.111166666666667
ASB15	0.6625
ITGB3BP	-2.02975
UBASH3A	-0.61175
YWHAB	0.484375
TPRX1	0.1985
LY6G5C	0.968625
SLC7A2	-2.910875
CLK1	-0.295
HSD3B7	-0.514833333333333
VDR	2.1075
C16orf74	-1.1635
ACE	0.25925
PSMA2	-0.8595
CCDC131	-0.499875
ZNF213	0.448333333333333
EML2	-1.84325
ALS2CR13	0.422333333333333
GLYATL1	-2.17275
DSPP	-0.4585
DHFRL1	-0.7805
C10orf30	1.40533333333333
SH3RF2	-2.1695
LOC197322	-0.0955
DLL3	-1.252625
TIGD7	-0.317
GFRA3	0.8255
CPA1	0.255
RTN4	-1.221
PPT2	-2.5995
FASLG	1.91716666666667
FOXP4	1.031625
RPL26	-1.2075
GNL3L	-1.26066666666667
FMR1NB	1.08366666666667
CD163	7.5745
SGPP2	5.03925
GIMAP2	0.61225
CD37	1.712
DPT	3.06716666666667
NBLA00301	1.37125
RGS5	1.96516666666667
C9orf4	1.009
ACTL8	-3.46616666666667
PRKAR2B	-0.751
OPLAH	0.984166666666667
C20orf134	2.38775
SPACA5	0.287666666666667
TBL1X	1.4345
TSPYL3	-0.2615
CHCHD3	-0.66325
CRKRS	-0.434666666666667
GPR65	4.59425
DFFA	-1.000125
FUT1	0.58975
C6orf204	0.8645
TMEM51	1.386
ZNF580	-0.682
CMTM2	0.3145
C20orf200	-0.29
EZH1	-0.552833333333333
FDX1L	-0.8155
MRPL32	-0.06325
PCAF	0.0187
ALOX15B	0.786833333333333
CD59	1.52266666666667
CDK9	0.6815
ERP29	0.6235
TTR	-5.59775
BCMO1	0.1095
DDIT4	-0.1313
PTGDS	3.57125
C3orf63	-0.559833333333333
BST2	-1.053125
CYP1A2	0.207666666666667
C5orf25	-2.11975
STX1A	-1.11976470588235
OR2A12	0.3885
SH3BP5L	-0.28
SERINC5	0.647125
USP6	-1.0023
MRPL3	-0.2125
POMP	0.63125
INPP4B	-0.393375
GMPPB	0.94525
EAPP	-0.0395
AHSA1	-0.41225
ABCA11	-0.964
SLC5A6	-0.565583333333333
HIVEP2	1.08725
SUMO2	0.321375
KIAA1822L	-2.53883333333333
C11orf67	1.09925
TXK	-0.269375
PHCA	0.4696875
ICAM4	-1.75833333333333
FPGS	0.6105
SNRPA1	1.8305
KCNJ4	-1.3125
KIF6	-0.6539
HIST1H2BG	-0.5215
SLC5A5	0.483666666666667
ZNF354B	-1.4685
IL12RB2	-0.13075
C11orf76	0.5485
GAL3ST2	0.5825
AIFM2	-0.69225
SYNC1	-0.872875
UBL3	0.23625
PIK3CG	-0.505333333333333
NLN	-0.8244
BCORL1	0.04625
CD5L	-0.281
ZNF238	-0.0161666666666667
KIAA1394	-0.73875
C16orf55	-0.7627
CYP3A7	-1.5565
KRTAP3-1	-3.1065
TFDP1	0.148833333333333
MND1	-1.359
NODAL	-0.107
GTPBP4	-0.3175
TUBGCP2	0.197
SLITRK5	-3.11675
CIC	0.7615
CD79A	2.3225
SAMD14	1.085
TNPO3	-0.7035
OR10G3	0.0305
OR10G8	0.485
CCDC111	-1.2945
HOXC9	-0.53225
DCUN1D1	1.35683333333333
CYB5R1	0.2835
TSR2	-0.282
DAB2IP	1.9113
SLC6A5	0.6385
RAB3D	-0.024
DCUN1D4	-1.324
ERBB3	-0.0190833333333333
SDC1	2.15608333333333
ATP6V1H	0.0476666666666667
SYK	2.1495
ST20	0.03275
C13orf30	1.391
WDR40A	-0.143
ADMR	0.4015
LOC388335	1.4935
ACSM1	-1.069
TDG	1.3935
FLJ11235	0.7635
MRPS5	-0.161666666666667
AGPAT2	0.344833333333333
SLC12A1	1.101375
CYP27A1	0.8455
THAP7	-0.06425
XPO1	-0.282
ALMS1L	0.3545
C1orf2	-0.83725
ZNF777	0.120333333333333
CAMK2A	0.2095
SMC1B	1.936125
IHPK2	-1.08326666666667
LEMD1	0.79525
NKD2	0.5005
CLU	0.235571428571429
ARMETL1	-1.003
PABPC4	-1.2775
CXCL12	2.10566666666667
TFAP2C	0.4682
TTTY8	0.326
ABCB10	-1.2435
ENDOD1	1.09766666666667
IDI1	-1.172
KCTD6	-0.753833333333333
CCDC105	0.7845
ULBP2	1.73233333333333
ZDHHC5	1.41475
WNT8A	-0.135
COMMD10	-1.13925
KLHL12	-0.824125
GPR50	0.939
NR5A2	-0.120285714285714
OXGR1	4.755
EHD3	0.35075
CAPRIN2	-1.178125
KLRC3	-3.51875
SF3B1	1.43264285714286
IPO7	-0.60325
ALDH1A1	0.399
ANKRD5	0.849375
TSNARE1	0.1785
DDEFL1	0.6295
RNASEL	0.811333333333333
DNAH9	-1.093
HELLS	-1.48375
TNS4	1.71
NAV1	0.1168
KIAA1409	-0.65075
C20orf26	0.124666666666667
TUBG1	-1.1825
IRX2	1.60825
CNGA4	0.097
MGC50559	0.22
OR4K17	0.74
TM2D2	0.42575
FAM32A	0.1275
TXNDC14	0.265
CCBL1	-1.9965
ANK1	-2.2742
PRSS23	-1.01075
PPM1L	1.594
SPATA20	-1.4145
APCS	0.124333333333333
C14orf122	-0.794
PSMB5	0.32175
C6orf10	-0.0722222222222222
SETDB2	-0.00133333333333334
SPNS3	-0.064
SGMS2	2.00933333333333
MXD3	-0.5715
MON2	-0.989
CARTPT	-0.5145
HNF4A	-0.964
RABEP1	0.0278
TNFRSF10B	0.00862500000000002
USH1G	0.108
PPAP2B	-0.424333333333333
TMEM16K	-1.2895
CTDSP1	1.62633333333333
CDK5R1	-0.284
GABRR1	-0.6125
OPN1LW	0.0915
FAM98C	0.509875
DBN1	-0.324125
ACAD10	-0.222166666666667
QTRTD1	-0.58675
WNK3	-2.21
RPS19	-0.5065
C1QB	4.10425
OTUD5	-0.63525
SLC41A2	2.55533333333333
TMEM22	-0.998166666666667
KHSRP	-0.456333333333333
TNFRSF11A	1.64183333333333
FBL	-1.31066666666667
IBTK	-0.279166666666667
OXER1	-0.069
CBLN4	0.363875
GPR172B	0.749333333333333
CFTR	0.31525
VSX1	4.0365
CAMK1D	-1.046
LOXL3	-2.18225
RTP4	3.54125
SLFNL1	0.1815
KIAA0828	0.988
PAR5	-0.406
LOC723972	-2.22375
GDI2	0.460625
CEBPA	0.458
MLF2	-0.507166666666667
AFMID	-0.3715
ALOX12B	0.08
BPHL	-0.261625
COX5B	-0.178
S100A10	0.3924
THOC6	-0.0885
NHN1	0.887
RRP12	-0.843166666666667
ARID3B	-1.733
CD3G	-0.961833333333333
KIAA0133	-1.1145
NAT11	-0.877333333333333
PPAT	-1.34483333333333
SIRT3	-0.5875
TCERG1L	-1.80275
NIPA1	-0.5251
DPP8	-0.3553
IL7R	2.26233333333333
ZFP64	0.419083333333333
DMAP1	-0.2893
TRMT12	-0.334
TLR4	1.8052
WFIKKN2	0.29825
RAB12	-0.306166666666667
DDX51	-0.1395
KIAA1086	-2.61275
ZNF295	-0.353
ACVR2B	-1.7775
LOC494150	-1.21042857142857
ZNF517	0.283
DNASE1L2	-2.34383333333333
SUFU	0.22175
LOC283677	0.514
LMO3	-1.60216666666667
PPP2R5D	0.275
ZNF587	0.3384
HIST4H4	0.071
CYP2C8	-0.32775
C1orf80	-0.353833333333333
DOCK5	0.0541666666666667
C9orf24	1.66675
OR5AR1	0.085
C11orf24	1.00675
UNQ1940	-0.69875
CAP2	-3.86583333333333
TIMM44	-0.58875
DSEL	-1.6181
ROM1	0.18425
FBXO4	0.05075
MYLC2PL	-1.6835
MLH3	0.5442
NOX1	0.027
DPEP2	1.69
DNAJB5	0.2865
RLTPR	0.928
MBIP	-0.367333333333333
COPB1	-0.458
SFTPA1B	-0.031
C10orf4	-0.9586
PRELID1	0.08875
NOLA1	-0.48425
C19orf24	0.27025
TLR9	-1.2395
HLA-DMA	2.6575
HCRP1	-3.2
GPR137	0.536833333333333
ITGA11	-0.0751666666666667
PHF13	-0.318833333333333
MARK4	0.467333333333333
METTL4	0.4595
MBD3	-0.1498
LOC134145	0.288375
FGF3	0.29625
SLC35A3	0.967375
CLEC16A	-0.5205
AMOTL1	-0.538166666666667
FLJ31438	-1.72975
PAICS	-1.32525
TOMM40L	0.8295
MMD	-0.83425
KLK10	-1.38688888888889
NIT2	-0.421166666666667
SERPINB10	1.10766666666667
KLF15	0.00590000000000002
CCDC5	-1.225
WSB2	1.48725
ME3	1.47125
CACYBP	-0.366666666666667
TCTN2	0.629
JAK1	1.2225
C2orf25	-0.2735
GPD2	1.7695
FBXL11	1.08966666666667
CDV3	0.424916666666667
GALNT11	0.078375
NDUFA12L	-1.6347
FLOT1	-0.664714285714286
TOR1AIP2	1.395
MMP25	-0.06325
C1orf164	-0.1725
CHST5	-0.084
LYRM4	-0.7973
GPER	-2.67075
HIPK2	1.7205
DAP	1.1611
ZMIZ1	-0.130666666666667
DDX58	2.236375
DCC1	-0.66275
AKT1	0.41775
ENPP6	0.799333333333333
ERVWE1	-0.495833333333333
CDC34	-0.0685
RNF125	-0.8305
CASC1	0.1625
SHROOM2	1.34375
RRM2B	0.637833333333333
COL6A3	2.153
TMEFF1	-1.5955
PLEKHA4	0.8947
LYSMD1	0.523833333333333
SEPT1	-0.239
AOF1	0.22425
GNPAT	-0.82925
WDR18	-0.26
HSD17B12	-0.3795
HIST1H2BM	-0.447666666666667
INDOL1	-0.3015
SUDS3	0.22425
C1orf192	-0.328
CYP2B6	-0.0365
TBC1D2	1.575
SLC25A12	-0.086
ERCC6L	-1.179
MGC10814	-0.3325
POLR2C	-1.09766666666667
ZNF77	-0.548333333333333
EIF3K	-0.1797
HPX	-0.9315
ANKRD27	-0.45525
MALAT1	-0.6816875
PLB1	0.841
HRNBP3	-0.748375
CPSF4	-0.646
OR52N2	0.4935
PIP5KL1	0.422
GH1	0.556
HPS5	0.22875
SLFN5	2.24125
POP5	-0.0963333333333333
OVOS2	-3.83166666666667
C20orf108	-0.419375
MARS	-1.213
CLRN3	1.23783333333333
ARSE	0.949166666666667
PPIE	-0.0686666666666667
PHACS	-1.13116666666667
GP5	-0.513
IL8RB	1.2245
FCRLA	1.248875
ARRDC1	0.1845
KRTAP9-4	1.2105
ZNF613	1.233
OR11A1	0.4835
TMEM132B	-3.027
PGLS	0.69075
BSND	-2.1055
KCNK18	-0.4775
FOXD4	0.12325
SV2C	1.6895
LCN2	6.59666666666667
ZNF490	-0.0272
C3orf15	-0.432333333333333
CACNA2D4	-0.977833333333333
CBX5	-0.1075
MAGEB4	0.08375
BOLA1	0.2445
PPP2R5E	0.5225
COL5A1	1.81983333333333
ASB7	1.06083333333333
SFT2D1	0.020125
DERL1	0.4089
RABL2A	-0.779833333333333
MOAP1	-1.31325
KIAA1545	1.23166666666667
F3	1.446
PLEKHM2	-0.39975
CCDC89	0.230166666666667
EFCAB1	0.902
TMEM48	0.0225
SEPHS2	-0.18875
PYGM	-0.6595
PRICKLE1	3.11625
WNT5B	2.183
TAS2R38	-0.149
IMP5	0.255
KHDRBS1	0.0488
LARS2	-1.23283333333333
C3orf28	-0.8205
FTCD	-2.8945
C10orf68	-0.496166666666667
DGAT2L3	-0.156
PSEN1	0.436916666666667
MGC33657	0.193
PLA2G4B	0.6915
CDKN2A	-3.03766666666667
DLX1	-1.96775
TSHB	0.805
C18orf37	-0.01225
MEX3C	-0.34375
MAMDC2	-1.5415
PDIA4	0.444916666666667
ATP5E	0.3825
CASP2	0.155642857142857
SERBP1	-0.307461538461538
ZNF341	0.206
TESC	0.09225
TMEM31	-0.24775
OR51I2	0.632
YTHDC1	0.171714285714286
JUN	2.40933333333333
AGMAT	-2.496
PCNXL2	-0.23075
ATAD5	-1.53075
STK38	0.386
AZI1	1.38777878078145e-17
RBP1	4.7705
C4orf26	-0.30525
KIAA1026	0.791875
TMEM101	-0.543
HSFX1	-0.487
TREX1	1.1265
C18orf10	-1.1129
TRIM15	-2.92925
CA6	1.852
CEP57	-0.621125
AR	-0.323
SESN2	-0.496166666666667
KIF3C	-0.40475
EPB41L5	-0.223875
ARHGEF10	-1.16542857142857
POLR3D	-0.182625
INDO	3.96516666666667
GABRA3	-0.1725
SCG5	-0.6184
E2F3	0.00270000000000001
TIGD5	0.6095
FGD6	1.83233333333333
KLHL3	-0.178857142857143
SCGB3A2	-1.281
URP2	0.869666666666667
ATP6V1B1	0.3949
CALML6	-0.7405
LOC100049076	-1.7095
TMF1	1.106
LOC388503	-0.211
CDH5	3.392
RPS6KC1	-0.531833333333333
DAAM1	0.7985
TNFRSF10D	-0.283
GSTT1	1.4983
INPP5A	-0.16075
TRAF3IP1	0.3683
SMARCE1	-0.601076923076923
VRK1	-0.92075
TTC16	0.324333333333333
AARS	-0.440833333333333
ARHGAP27	0.365666666666667
ZAK	0.435214285714286
ACSM2B	-2.2185
TRAP1	-1.42833333333333
MRPL53	0.303875
RNF44	-1.50566666666667
NPTXR	1.443
DPYSL3	0.421166666666667
APP	1.3862
GLS2	-1.80966666666667
MNX1	-1.24466666666667
CMTM7	1.36775
OR10A7	-0.3355
NYD-SP21	1.90733333333333
ORC5L	-0.64375
SLC16A10	-0.533625
TMEM178	-1.379
LOC441601	-4.021
PTGIS	0.8635
KBTBD7	1.501
C19orf41	0.354
CEACAM3	2.098
KRT23	4.041
SERHL	0.8975
PNKD	1.0598125
UBC	0.77825
ATRN	-0.74375
HAPLN1	2.24325
RANGAP1	-0.0695
C10orf26	0.825666666666667
KCNA7	-0.4105
SRY	0.26
LOC376693	-1.019
HIST1H2BF	-0.24125
CDCA8	-0.784833333333333
MLC1	-2.29225
TNIP3	1.06325
OR4D1	0.982
IFT52	-1.01266666666667
GOLT1A	0.952166666666667
UTP20	2.71525
RP3-402G11.5	-0.434125
PRSS33	0.1835
PMPCA	-1.0715
APOB48R	2.19066666666667
GLTP	0.8335
MPL	0.4055
C9orf78	-0.4175
ADAM12	1.328875
CSPG4	-1.5335
LOC144305	-0.0525
KRTAP4-10	2.1375
PAK1	0.949
ADCY7	-0.3263
TAS2R43	-0.3555
FRAS1	-0.0330714285714286
PPP1R14A	0.978666666666667
OR2B6	-1.2245
ATP13A1	-0.2375
SIDT1	0.91175
C1RL	0.853666666666667
PRKRA	0.9885
TLN1	0.7081
RP11-50D16.3	-0.537333333333333
MITF	-0.82575
GYS1	-0.51675
LYG1	-0.136666666666667
NSMCE4A	0.3049
DNAI1	0.1375
HOXD11	-0.115
FNBP1L	2.0007
DHX35	-0.8245
LCE3E	1.118625
SLC33A1	1.35
DCLK3	1.01083333333333
TRIM33	-0.443333333333333
TMCC3	0.898833333333333
FBXO42	0.2215
C1orf27	-0.4961
C17orf50	0.2195
RNF14	-0.1595
SLC4A8	-1.105
RAB3IP	0.8962
COX6C	-0.0342142857142857
PCSK1	-3.2183
SLC13A1	0.274857142857143
ARF6	1.10733333333333
KIAA1009	-1.02575
HOXA13	2.6605
HMGN1	0.2475
CXADR	1.20791666666667
MGC14436	0.6275
UTF1	2.0155
TSC22D1	-0.0503
BZRAP1	-0.919833333333333
PUF60	0.2065
SHC1	-0.21675
HOOK3	1.7492
LIMS2	1.797
BAHCC1	-0.084
CLCC1	0.982
ENTPD3	3.482
SMO	0.34025
PIK3R5	1.58075
CDC14A	-0.123833333333333
KRT1	-0.34875
ENOX2	0.982
FLJ22655	-1.71625
FPRL1	1.331
INTS6	0.00850000000000001
ZCCHC5	-0.889
SMC3	-0.54175
C6orf123	-0.0248333333333333
FLJ20160	4.47275
LOC653391	-1.10666666666667
GSS	-0.298
NT5M	-0.5195
SIX5	0.2065
TAF5	-1.004
KCNA1	2.30633333333333
ANLN	-0.693
MGC45491	-0.7826
