Hybridization REF	TCGA-E2-A10F-01A-11R-A10J-07
CDCA3	-1.480125
WBSCR19	0.3001
MYO1A	-1.977
PPEF1	2.579
LOC440348	-0.58625
CPEB2	1.309375
BPTF	-0.2605
RPL21	0.259
GSX2	-0.317
ADPRH	1.38166666666667
C17orf68	0.0366666666666667
KCNS1	-0.695333333333333
MLLT6	0.3098
PIWIL4	0.41875
RNF26	-0.52675
RAP1B	1.045875
ADAMTS1	-0.0746
ZNF571	0.77075
P2RY6	0.2165
TRIM21	1.57083333333333
CADM3	0.31275
NLRC5	0.8385
ADRA2B	-0.511
LOC90835	-0.10175
PCF11	0.00624999999999999
LOC400451	0.82525
GLTSCR1	0.7061
C17orf88	-0.5515
CDH16	-1.726
FGF7	2.277375
PCSK4	0.273833333333333
NPC1L1	-1.301
TAT	-0.037
TBCA	-0.42925
MGC33407	-0.49125
GPR115	-0.408875
CYGB	0.314
FNBP4	-0.8975
C12orf43	0.0505
CBL	-0.0467
CLECL1	1.60975
PPAPDC1A	2.41725
WDR25	0.539666666666667
SGCA	2.281
C22orf29	-0.0806666666666667
YIPF1	1.11425
GALK2	-1.08125
RAB3B	-2.65116666666667
LOC440087	1.089
UCP1	-0.199
REEP5	1.14625
FADD	0.2682
FOXA1	3.17625
CACNA1A	0.412333333333333
ABI1	0.505666666666667
GRIN2D	1.14275
SLC1A4	-0.5095
LOC401127	-0.85975
HINT2	0.1685
PLD4	1.01916666666667
ZNF286A	-1.09225
ENY2	-0.791
IL1F6	-0.2795
PXDNL	0.93425
C20orf79	0.4085
TNFSF13B	3.83983333333333
DENND3	0.7005
JARID1D	-3.654
HIST1H2AK	0.392375
LOC93349	0.4016
SSH1	-0.3719
ENSA	0.3725
LOC219854	0.516833333333333
CKAP2	-0.9375
DKFZP564J102	0.612333333333333
MGC87315	0.239333333333333
HNRPAB	-0.59275
AMH	-1.7815
ZNF526	0.7215
BRUNOL5	-0.018
CACNG3	0.0653333333333333
TRPM1	-1.226
PPP2R1A	0.23025
COL2A1	-1.326
DDN	-0.390666666666667
FLJ25770	0.842916666666667
HK2	-0.543142857142857
ELOVL6	-1.702875
MDK	-0.80925
EPHX1	0.13325
RASSF2	0.999125
DKFZP434B0335	-0.1775
DLX3	0.174125
PRTN3	-0.427
AVPR1A	0.76675
C21orf125	-1.74625
TNFAIP8	-0.287333333333333
GNB2L1	-0.10225
CALCRL	2.634
SCGB2A2	6.93116666666667
UBXD7	-0.35475
ZNF674	-0.098
TMEM35	0.141875
BRSK2	-0.58675
HECTD3	0.254166666666667
TMEM188	-0.133666666666667
LGALS9	2.235375
SCARB2	0.75
USP34	0.055
C17orf28	1.27391666666667
ZDHHC23	-0.96575
AQP12B	-0.096
SLC16A3	-2.139
APLP2	0.60975
ITIH2	-6.4145
MICAL3	-0.943625
TNNI3K	0.5835
HDAC2	-0.648875
PRR7	-0.1374
THBS2	1.979
LOC751071	-0.727333333333333
CA2	5.49283333333333
RANBP17	-0.00725
RLN3	0.014
CRYZ	1.0355
GBAS	-0.225666666666667
TAS1R1	-0.4745
MPZL3	0.4855
PCDH8	-0.93125
HSP90B1	-0.399083333333333
KCNK15	2.2555
TNIP2	0.664833333333333
GPR146	-0.171
NOL6	-0.042125
SPC25	-3.02655555555556
STEAP2	2.2995
VAMP3	0.263666666666667
TCIRG1	0.602
ZP4	0.0715
PARL	0.215625
TRIM39	0.331
KIAA1305	1.6075
CRNN	0.204833333333333
GRN	1.01375
HSH2D	-0.6915
SCAMP1	0.9315
KIAA1913	1.52775
PTS	-0.51675
BANP	0.0815
PRKACG	0.67875
ADCY6	0.437666666666667
C16orf46	0.2105
CYP51A1	0.00775000000000003
DDC	-5.441
ANPEP	-0.161666666666667
PROM1	1.5885
SIGLEC10	2.4725
COPG	0.3695
FAM26E	1.971
TRIP4	0.37825
SNX3	0.183166666666667
C1orf175	0.859666666666667
PPY2	-0.338
C14orf152	0.20925
FTSJ1	-0.478
DST	0.44695
LOC554235	-0.07425
GLRX5	-0.17325
C20orf12	1.4794
CAB39	0.382333333333333
MSH2	-1.3935
PIP4K2C	0.463
CYLD	0.847375
WTAP	-0.0980625
MGAT4A	0.868444444444445
TSC22D4	-0.5697
CHRM2	-2.402
PPYR1	0.384333333333333
CCNH	-0.3115
RRM1	-0.72325
ECAT8	-3.4995
LOC400120	-0.06275
GABRA4	0.24775
C14orf4	0.762333333333333
C1orf59	-0.4245
CTDSPL	0.661666666666667
NHEDC2	-0.441
PDE11A	0.095875
KLHL29	-0.96075
CD5	-0.1599
TSPAN9	1.329875
WDR67	-1.45925
THUMPD1	0.4737
C18orf17	0.3605
CLYBL	0.145666666666667
FLJ13231	-0.495375
CMBL	0.67375
LECT2	0.10225
NKAPL	2.00983333333333
LOC654780	0.576
OR4C6	-0.1875
RAB30	1.4435
TSSK4	-0.087
TMEM163	0.421
OSBPL11	0.276916666666667
GNB5	-0.374666666666667
CCL21	0.89375
C1orf121	0.379166666666667
FMO2	1.80066666666667
RPTN	0.369
MSTN	0.4965
VCL	0.429142857142857
FYTTD1	0.0685
C11orf1	0.47225
CCDC88C	-0.041875
HFE	-0.0522777777777778
MOGAT1	0.0315
FAM125B	0.381666666666667
IRGQ	0.076
RAVER2	-0.25825
AKAP5	-0.0515
SSSCA1	-0.2725
C11orf63	0.74025
ACTG2	1.8161
PORCN	-1.2025
DTL	-1.232
TMEM151	0.348
FAM122C	-0.535
RSAD2	3.2428
BAT4	-0.416
KRTDAP	-0.314
MYH8	0.03275
CRTC3	0.98825
LRRFIP2	0.9815
INTS4	-0.0075
TTN	-0.969333333333333
SLC26A5	0.297
PLLP	-0.9
RGS6	0.1805
SRGAP3	0.921125
ZNF525	0.148166666666667
NBR2	-0.514833333333333
C13orf1	0.1383
ZNF137	0.4515
CEP27	-1.51675
BEST2	-0.087
RNF121	-0.646
DMRTC2	0.35525
C8orf76	-0.62925
BCCIP	-0.3195
MEST	-1.031
HTRA2	-0.0145
ANGPTL2	1.3235
ILKAP	-0.304333333333333
ERAS	0.537
HBS1L	-0.77
CPA5	-0.1685
TMEM30A	0.611333333333333
CD300LF	2.136
WISP3	0.9145
CRK	0.0121428571428571
PDS5A	-0.2296
BRPF3	-0.0925
NEDD9	0.176375
SMPDL3B	1.91875
PSG6	-0.7295
PSMD13	0.25675
ETV5	-0.850125
OR51A4	0.107
BTBD7	0.45725
GSTO1	-0.695125
hCG_16001	0.4085
MAD2L1BP	-0.048
COX6A2	1.1845
SCNN1A	2.303
LSM1	0.2155
UGT2B11	-4.23975
IDUA	0.48225
PPP2R3C	-0.4985
COX11	-0.9665
PDZK1	0.63625
ZNF443	0.166666666666667
MGC21874	1.46933333333333
ZNF323	0.9104
KRTAP10-10	-0.051
CXCL6	-0.417
SLC34A2	0.4639
LOC284402	0.374
NPTN	1.30391666666667
UPP1	-1.47683333333333
SLC6A9	-0.316
OR7G3	0.384
CISD1	-0.658
ZNF545	-0.0146666666666667
SYT14	-0.5195
NT5C3L	-0.0185
ZNHIT3	-0.238833333333333
SNRPD3	-1.111
KIAA0701	0.340875
UNC93B1	0.412833333333333
GMNN	-1.704625
SPCS2	-0.137
LOC388524	0.015
NAPRT1	-0.1
PNLIPRP1	0.08825
OR6V1	0.558
PRKAB1	0.48575
EYA4	-3.14933333333333
KIF20A	-2.29
ALG10	0.21275
ITPKC	1.08516666666667
LMX1B	0.984
RPUSD4	-0.0746666666666667
C7orf34	0.451166666666667
DLGAP2	0.217875
PFN1	-0.5449
MICALL2	0.247083333333333
ZNF654	0.5355
SS18L1	-1.14875
SLC16A8	0.34275
MKI67IP	0.176833333333333
ITGB3	0.19475
TCEA3	2.13558333333333
CEP152	-1.87875
CLIP1	0.85175
ZNF75	0.2764375
ATP5C1	-0.5135
NUDT5	-0.910333333333333
PSCDBP	0.9195
UBP1	-0.00875
RBM27	0.14675
C13orf15	2.40025
ZNF282	0.169666666666667
ZNF222	-0.4153
COL10A1	6.03425
PRDM15	-0.540375
TTTY5	-0.519
FAM9C	-0.379909090909091
C20orf67	-0.1
GNG13	-0.043
F12	0.6515
C1orf41	-0.57625
CPXCR1	-0.1475
GSK3A	0.188
SUPT6H	0.108833333333333
PI16	1.77316666666667
ELL2	-0.281
C9orf167	-1.10733333333333
PVRL3	-1.619
FLJ38596	0.7035
ADAM20	-0.18925
GPR89A	0.3525
GPR87	-0.3925
ZNF30	0.534
SMR3B	-0.09075
ZNF770	-0.028
TRPC4AP	-0.471833333333333
DKFZP686E2158	0.394833333333333
C2orf28	0.165166666666667
FREM1	-0.637833333333333
LAMA4	0.783333333333333
ADPRHL2	0.4705
EIF4G2	0.655333333333333
GUCA1A	-0.588
CTNNA2	-0.86
NUDT15	-1.21583333333333
CEPT1	-0.0351666666666667
ZNFX1	1.3623
CCDC92	1.4
TDRD1	-0.3245
KCNK5	-2.48766666666667
ETNK1	0.122416666666667
LTA	0.4785
TTPA	0.163166666666667
B3GALNT2	0.11125
SC65	0.938
PEX5L	-0.859
EPS15L1	0.1735
MGEA5	-0.123
HIST1H3A	0.80325
ING1	0.271625
BCAT1	-2.018
ORC6L	-3.53190909090909
KLK11	-2.69016666666667
C19orf28	-0.915625
DNER	-5.005875
MED22	-0.381142857142857
ETV6	1.28691666666667
CHAC2	-1.80525
CD300E	0.1475
CEBPB	0.667583333333333
ZNF398	-0.584
LRCH3	0.1765
HMGA1	-2.16933333333333
CAPN7	-0.0271666666666667
MGC5566	-2.616
CCL3	3.198875
NANOS1	-0.642625
ZFYVE19	-0.50475
APITD1	-0.322166666666667
PARD3	-0.517125
IRAK4	-0.138666666666667
SERPINI2	-0.174
CEP170L	-0.188
TTC9	1.308375
MYOM3	-0.593
MLPH	1.47375
LOC222699	0.3725
NRG1	-0.50575
TBC1D9	3.36263636363636
TTK	-2.89016666666667
ZNF557	0.4587
DDX41	-0.171166666666667
FANK1	2.074
UBE2D2	0.029125
PSMB10	0.60475
MYH7B	0.1235
GABARAPL2	-0.240375
MARVELD2	1.576
DGCR2	0.2665
UNC45A	0.333666666666667
C6orf72	0.158
ZNF683	3.94925
GIT2	0.3995
CASK	0.327666666666667
C14orf161	0.902833333333333
LRRC44	0.1205
TIFA	0.088875
UTP11L	-0.537375
C6orf65	0.05425
FDPS	-0.44425
DUSP9	-2.4175
SLC17A8	0.4175
OR51G1	0.3475
NANS	-0.0415
OLFML1	1.7695
ATP10B	-0.73375
NPAS3	0.03875
PRKCA	-2.2552
GGA2	-0.14475
LCE4A	0.365
SPANXN3	0.3755
CCDC115	2.015375
SDCCAG3	-0.46
GLIPR1L1	-0.30525
TTC1	0.21175
C17orf76	0.33575
MAD2L2	-1.24525
HIPK1	-0.1588
LRRC3B	-0.3855
CLN3	-0.565454545454545
C17orf47	0.422
FMN2	-2.1115
TUBB1	-1.7095
WAPAL	0.1955
C3orf21	-0.094625
SCN5A	-0.1327
SMYD1	0.15025
BEX5	0.87675
ZNF192	-0.089
SEC22A	0.2295
GRIA2	0.0353571428571429
KIAA0825	-1.10925
NUSAP1	-1.90054545454545
LANCL1	0.09625
C15orf40	-0.8271
ZNF645	-0.02675
GPR61	-0.0155
NLRP14	-0.015
SNX21	0.0826
C1QTNF8	-0.2125
C17orf46	0.5785
IFNA8	0.0905
SPRR1B	-0.993833333333333
FLRT1	-0.9045
SNX17	0.0246666666666667
ASB2	0.1665
HBG1	-6.372
RPRML	-2.2805
JOSD2	0.260333333333333
PLSCR3	0.5855
SPOCD1	0.317166666666667
RAB39	-0.0295
GHRH	-0.177833333333333
ITIH5L	0.22075
C17orf37	0.123
SMCR8	0.06475
DPY19L2P3	-0.9945
IL11RA	0.747333333333333
GDF3	-4.4825
RPS6KB1	-0.903083333333333
DNAJC19	-0.0177
TOP1	-0.22425
CRCT1	-0.270875
MPST	-0.297625
DPM2	-0.000874999999999989
FAM38B	-2.85233333333333
SLC18A1	-1.90133333333333
FARP1	0.988166666666667
PAX7	0.2455
TUBD1	-1.441
GNL3	-0.657
BTG2	1.78266666666667
NDUFS6	-0.7905
C1orf79	-1.15675
ERAL1	-0.31925
ECHS1	0.507
VPS4A	-0.608166666666667
CYP11A1	0.059125
ABCC6	-1.62914285714286
PBX4	-1.0475
MOSC1	-0.170375
NCF4	1.362
HYMAI	0.623
NAGPA	-0.079875
OTOP2	0.08975
ACOT12	0.02325
MTHFD2L	-0.16775
LOC441376	3.4245
C19orf34	0.0235
RAB1B	-0.31575
ALDOAP2	-0.661
NTRK1	0.635166666666667
ARTS-1	0.7713
SLC6A11	-0.884
NAP1L2	0.64875
CNGB1	-0.00899999999999999
EPB41L4B	-0.1935
FAM134B	2.487625
HS3ST3A1	-0.652833333333333
CPXM2	5.774
SIRPB2	0.3475
CHORDC1	-1.37966666666667
TRIB3	-1.50583333333333
SLC2A5	1.1895
C2orf49	-0.460333333333333
DDX5	0.047
OR5L1	0.2755
ANAPC4	-0.250666666666667
ZSWIM1	0.047
LOC93622	-0.038875
KCNK3	0.532
RP11-35N6.1	-0.9225
ZFP161	0.374666666666667
AQP9	3.8775
SLC15A2	-1.21816666666667
MREG	1.1375
OR9I1	-0.3
PDLIM2	0.8145
ADAM7	0.256
GSTCD	0.470333333333333
WDR21A	-0.579125
SLC12A8	1.5275
TMEM174	0.32475
IGSF3	0.561333333333333
LRRN1	0.41
LOC402117	0.256
SRPK1	-1.39833333333333
LY6K	-1.84925
NFIA	2.531
PTCD3	-0.50675
LEP	1.88166666666667
PCDH21	-0.396166666666667
MAPKAPK2	1.15192857142857
NMNAT1	-0.620333333333333
LHFPL2	1.377375
C9orf43	-0.5415
DIP2A	-0.39
ACTR8	0.066
CCDC34	-0.21675
PTPN22	-0.117875
ITGA3	-0.52925
FAM129C	0.116
RABGGTA	0.2405
UNC45B	0.313
KIAA1033	0.1015
ZNF510	0.172
CYP2D6	-0.712833333333333
SLC26A10	-1.4715
STX8	-0.303
LUZP1	0.076
WDR89	-0.0235
EIF4G3	-0.2096
C5AR1	1.480125
ZNF623	0.134
A2M	1.3195
TGM7	0.1075
GRPEL1	-0.701833333333333
LMNB2	-1.0932
ROCK2	0.133
SNX16	-0.604
CCDC66	-0.1005
ANXA3	1.11625
KIAA1609	-0.364875
EED	-0.668
RNF32	0.726666666666667
HES1	0.1302
CLC	0.229666666666667
ISL1	-0.169666666666667
KIAA0528	0.280375
MANEA	-0.021375
C1orf61	-1.778
hCG_2001000	0.43025
RAPGEF6	-0.0734
KIAA0020	-0.316
NEIL1	0.954
C16orf45	2.040625
RBM10	-0.0438333333333333
C10orf125	-1.047375
MRS2L	-0.91225
DNAH17	-0.96775
C19orf10	-0.3075
C1orf160	0.394
SLFN12	1.9975
EXOC3	0.0486666666666667
HIST3H3	0.681
NCOR2	0.441666666666667
TNFRSF9	0.89525
MFSD8	0.11075
ALX1	-3.66133333333333
NOL1	-0.91225
PODN	2.6275
TIAL1	-1.14125
HIST1H1E	0.19825
NPY6R	0.44625
TM4SF4	-0.3335
CORO2A	0.9315
ETNK2	1.264
APOE	1.3093
ANGPT4	-0.236
HDGF2	-0.2
G30	0.5235
ST8SIA4	0.49225
F2RL1	0.735625
FAM19A4	-2.54625
CCAR1	-0.74375
B3GNT7	0.0855
OPHN1	-0.1372
DSCR6	1.6085
C21orf13	1.00683333333333
GAS2L1	0.182833333333333
RFX3	0.364
COPS4	0.08175
BCHE	-5.01616666666667
BCL2	2.38525
HBZ	-4.12083333333333
ARL13B	0.715625
MAPBPIP	1.000125
MYO15B	-0.0655
SPZ1	-0.376
KIAA1324	2.17455555555556
PLCL2	-0.1135
C4orf29	-0.6705
WDFY2	-0.4895
ZNF284	0.28
NAALADL1	0.781
DUSP5	0.0971666666666667
PXDN	1.16125
SLMO1	-0.0665
TNXB	0.3544
BIRC7	-1.076
A4GALT	0.725833333333333
TIMM22	-0.04875
FAM110C	0.95175
TOMM34	-1.036125
ABHD9	0.3505
ADAM32	0.0495
CRHBP	0.4865
AQP2	0.417625
LOC130355	0.82625
ZNF187	0.2835
ZNF816A	0.5885
F7	0.205125
CNOT1	-0.78
SLC13A4	-0.72625
ZBTB11	-0.324
B3GALT5	1.6425
EXOC2	0.549666666666667
IRS1	0.5862
TMEM1	-0.0641666666666667
MRPL34	-0.424166666666667
SAMM50	-0.759
CDC42EP3	-0.200375
HSF2	-1.2029
MFN2	0.14425
TSPAN7	-1.64233333333333
NUCB1	0.688416666666667
RHOH	-1.00175
ARL16	-0.0955
TACR1	0.022
SFRS5	-1.1475
SNX25	-0.361875
RHBDF1	1.134
PCDH18	2.23766666666667
HMG1L1	-0.0935
MYO5C	0.991375
MAPK10	1.05
LDHAL6A	-0.364
NUDT12	1.0855
NCAM1	-0.156875
GLIS2	0.276
GGTL4	-0.78625
DAPP1	0.81975
ATF7	0.83125
KIAA0748	-0.07825
NFIL3	-0.565
TM6SF1	0.7285
SEZ6	-0.0085
NANOS3	0.127333333333333
DNAJA3	0.115166666666667
CLDN6	-3.0565
CIITA	2.7951
EPHA4	-0.0301666666666667
FANCC	-0.08275
CMTM3	1.60425
PSG3	-0.2285
MRPL15	-0.694
C21orf59	-0.6965
PLCXD2	0.06975
C2orf34	-0.172875
UBE2L6	1.4745
MED14	-0.353666666666667
HP1BP3	-0.0744
C6orf208	-0.4745
TPBG	0.43775
OSR2	0.4265
XPC	0.575166666666667
KLHL7	-1.0465
CCR3	-0.292166666666667
AGTPBP1	-0.757166666666667
PCSK6	1.30526666666667
STAT5A	-0.0195
FAM18B	-0.4505
LONRF2	0.8335
PTPN2	-0.569875
SF3A3	-0.74
EFCBP2	-0.16875
HCFC1	-0.440333333333333
AHNAK	0.47045
ACTR5	0.06875
KIF14	-2.38171428571429
TENC1	1.71925
HEATR5B	0.653
YIPF2	0.346
MYEOV2	0.512666666666667
DUSP18	1.015
KIAA1012	0.08375
AHR	-0.045
C17orf53	-1.241
PTPRH	-4.355
ATP6V1C1	0.3369
TAS2R3	0.0105
LOC440356	0.82175
COQ10B	0.50225
PSMF1	0.555166666666667
SORBS2	2.02808333333333
NFE2L2	0.17225
TMCO7	-0.4905
SH3PXD2A	0.312
SH2D2A	0.08225
SPINK5	-3.62725
MRPS24	-1.1035
OPA3	0.38275
TRAF7	0.364166666666667
C4orf35	0.097
MT1G	-1.29425
MGC39545	0.11325
HS1BP3	0.5717
OR2B2	0.4085
CHRM4	0.1575
SFRP2	4.82966666666667
RIC3	-0.2925
ART1	-0.0185
C6orf1	0.6595
DUS4L	-1.04675
C10orf104	0.42025
TNFAIP6	2.959
RTEL1	-1.2335
CCT4	-0.3028
ZNF709	-0.21675
CHMP6	0.4805
UPP2	0.51975
CYP19A1	-1.564375
CD151	0.186333333333333
NDUFA13	0.326666666666667
ARFRP1	-0.992833333333333
FAM26B	2.19125
CRYBA1	-1.1085
MRPL41	-0.0773333333333333
NPFFR2	0.5585
HRH2	0.246
SCAMP3	0.8355
MTMR6	0.5394
MTG1	-1.15216666666667
UBTD1	1.45725
CRABP1	-3.445
FLJ33790	0.733
KIAA1908	-0.2115
GPR158	-2.095
PACSIN3	-0.1335
OMD	3.8475
CATSPER1	0.4995
HOXB8	-0.58625
FBXO46	0.86
OAS1	1.97183333333333
SVIL	0.3295
PHB2	-0.66675
ADCY3	0.0265
NDRG2	0.772
ERMAP	0.7563
APBA2	-0.866333333333333
IGSF9	2.1535
WNT6	-0.669428571428571
MYCBPAP	2.57875
ATP2B2	0.0176
CPVL	0.3261
TRAM2	-1.071
NOP5/NOP58	-0.55075
ZNRF4	-0.55125
TLK1	0.207125
MTMR12	0.178714285714286
ZNF384	-0.095
FAM9B	-2.624
RPN1	0.1766
PMVK	1.5295
EIF3D	-0.23
SIX2	-1.142
HPS1	0.0959285714285714
RNF7	0.20825
PSKH2	0.3815
KCTD13	0.315
CSMD3	-0.5919
FBF1	-0.307
IL8	-3.51275
SERPINB13	0.031
FBXL20	0.066
BLR1	0.127
SH2B1	-0.170833333333333
RFNG	0.018625
RAB20	1.378
RBM7	0.019
POLR1A	-0.221
TMPRSS4	-1.9245
TAF9	-0.788875
TERF2	0.0353333333333333
TNFRSF1A	0.87275
ACADVL	-0.5715
GTF2H5	-0.26925
EDG8	-0.0931666666666667
C9orf140	-1.140125
UST6	0.35975
ZBTB8OS	-0.8025
ZNF710	1.154
GPR174	-0.6605
ATP6V0A2	-0.337
KIAA0319L	0.513166666666667
XKRX	-0.1595
DOPEY2	0.9883
SDHD	-0.301583333333333
SUMF1	1.45675
OSM	2.908
OPN3	-0.0445
DAGLB	-0.261
PPFIBP1	0.7622
TRIM63	-3.07775
C10orf53	-0.4545
LYPD3	0.956666666666667
BCL7A	-0.010375
AGER	-1.4085
TCF19	-1.124
SAT2	-0.3
PFTK1	0.768333333333333
GABRE	-2.841875
C15orf38	1.3723
FIS1	-0.5205
KCNV2	0.08375
CLPS	0.439
PPCDC	-0.545125
FOXN2	0.346666666666667
NT5E	-2.2597
CD83	1.60725
IL18	0.761375
VPS16	0.66725
IGFBP2	-1.0935
NOTCH2	0.74525
SIGLEC1	2.686375
CD93	4.5075
SULF2	2.20475
CEP164	0.202125
P53AIP1	0.0963333333333333
TOR2A	0.025
ZNF136	0.30775
MGP	2.4843
CCDC144A	0.1075
TRPC1	-0.0666666666666667
SMS	-0.607166666666667
MAPK7	-0.327
RRAGC	0.94925
PARD6A	0.272166666666667
NUB1	0.742833333333333
SYNGR4	0.8315
OR11H12	0.2155
WIF1	0.2105
GCH1	-0.06675
OR11H4	-0.013
SLC44A5	0.112
GPRIN2	0.985
LOC401431	0.1745
CPA4	-3.3277
MELK	-2.122
IL15RA	0.44
CUL3	0.555125
HMBOX1	1.23175
PODXL	-1.75275
CCT6B	0.613666666666667
COMTD1	-1.00275
MUC20	0.934666666666667
GPX2	-4.46425
ITK	-0.380375
FBXL5	1.6645
C13orf27	-1.69025
DEFA5	-0.366
TRHDE	0.2555
MTP18	-1.17483333333333
UQCRQ	-0.0519
ITGB2	2.80033333333333
CSRP2BP	0.083
TAS2R44	0.3305
PHPT1	0.578875
FAM44C	0.20525
ERH	-0.7645
MPHOSPH1	-1.53916666666667
MORC1	-0.271
PARVB	-0.69925
LAMA1	-1.79675
PGBD3	0.06425
GIMAP6	3.62075
AREG	0.289166666666667
LIPT1	-0.023
MGC99813	-0.66225
C1orf201	0.09
GRIN2A	-0.3607
MAN2C1	-0.73175
NSUN5	-0.569
SF3B5	-0.23175
MYC	-0.60325
NRXN1	-0.428166666666667
ZNF18	0.39725
SPDYA	0.115875
SLC37A1	1.276
DECR2	1.18075
ANKRD38	0.92825
SPTLC3	-0.639916666666667
SUPT16H	-0.2655
DTWD2	0.84075
ULBP1	-0.042
ZADH1	-0.402666666666667
OIP5	-2.47975
IL10RB	0.155666666666667
OTUB2	0.198875
VWA3A	0.528666666666667
SPIC	0.277333333333333
OR6C4	0.2995
PSCD4	1.70166666666667
DPY19L2P2	-0.114
TRAPPC6A	0.541333333333333
C21orf2	-0.2745
CEMP1	0.06325
LIN7B	-0.4135
E2F7	-1.92016666666667
VCP	0.0479375
LAMA3	1.72041666666667
BGN	2.2585
GPR160	0.867333333333333
COCH	-1.81333333333333
GPR81	0.647166666666667
APOBEC3F	-0.33925
tcag7.1017	-0.64875
C1orf32	0.155
SCGB1D2	3.703
FLJ43987	0.2625
C6orf170	-0.49
KLK9	0.3795
GPD1L	0.321125
VPS37B	-0.217
ATG3	-0.127
ADAMTS17	-0.407
KLHDC2	-0.0378333333333333
NDUFV2	-0.33375
BLK	-3.17675
MATN4	-1.7285
GPM6A	0.319625
GBP4	4.04866666666667
TMEM162	0.173166666666667
PKP2	0.2515
HRASLS	0.311
MMP1	-3.7685
SFXN3	0.3082
FSD1	-2.04816666666667
ST6GALNAC3	-2.18966666666667
CA12	3.249
NCOA6	0.155
C19orf58	0.138
PPP4R1	0.345333333333333
MAN1A2	0.666166666666667
IKBKAP	-1.066
UPF1	0.117
KIAA1219	0.28975
WNT16	0.210833333333333
SNW1	-0.87525
IL18RAP	2.5255
RPP30	-0.32725
CDC40	-0.401642857142857
SETD3	0.134333333333333
SLAMF6	1.1255
ELK4	0.1085
TRIM47	1.08016666666667
ACOX3	1.009875
TRIM6	1.044375
KIAA0372	-0.0973333333333333
TP53AP1	0.798375
SMURF2	-0.531
ADAD1	0.37
EBP	-1.4446
KRTAP13-2	0.43
FLJ36874	-0.642333333333333
TOR1A	0.138666666666667
P2RY4	0.3905
GPBP1	0.1525
TRPV1	0.040125
ADAMTS12	0.803666666666667
PES1	-0.7813
ATG4A	0.634166666666667
MAGEA10	-5.33625
WFS1	1.26175
CC2D1B	-0.170333333333333
PABPN1	-0.65425
SLC25A30	0.0985
SLCO1C1	0.202
SLC22A5	0.732
KIF23	-1.87633333333333
SYN2	-0.499333333333333
ASPN	7.931
CENTG2	0.61775
QSOX2	-1.8501
FLJ10815	0.187333333333333
STK24	0.427
SPEG	1.0657
STK10	0.658333333333333
DACT2	-1.44
AAAS	-0.91075
SSX3	-1.474
ABCD3	0.7385
C4orf12	0.0245
PARVG	1.50316666666667
FIG4	-0.20075
C9orf46	1.302
TMCO6	-0.413
IGHMBP2	-0.77175
DUS2L	-0.771833333333333
FAM3C	-0.14625
TMEM16D	-1.76375
DCTN4	0.7195
KCNH3	-0.067
EIF2AK2	1.24775
AP1S3	0.622125
CST4	1.7215
PAM	1.15175
NUTF2	-0.805
CITED2	-0.3003
SLC39A4	-0.312
C2orf52	-1.0435
GRM3	-0.07325
C12orf49	0.424375
CCDC49	0.0783
GRAMD1B	-1.0855
FNDC4	0.6375
SIAH2	2.151625
GDPD4	0.19525
C21orf87	-0.09525
ATP5A1	-0.201
C16orf63	-0.063875
LOC388135	0.174833333333333
ATP5J2	-0.877375
MMP3	-0.24425
EMID2	-0.33375
CRHR1	0.23025
WDR70	-0.502
C13orf31	2.21825
ZFAND1	-0.458
CCL18	3.42616666666667
C3orf49	-0.037
RINT1	-0.5115
KIAA0408	-1.4765
F13A1	5.268
SLC10A1	0.108833333333333
OGN	2.296
GIPC2	-0.980166666666667
XPO6	-0.155
LCE1A	0.9315
FMR1	0.0898
LOC374920	0.02925
DUSP3	0.565375
ANKMY1	1.2645
C7orf50	0.0595
BBS9	0.2134
UNC119B	-0.11975
C9orf72	-0.045625
MGC35440	0.0545
ENTPD6	-0.229625
PPP1R2P9	1.01
ERCC4	0.43775
FAHD2B	-0.6445
HMHA1	0.2015
HACL1	-0.95875
RAD23A	-0.2145
FAM83B	-0.5545
PPP5C	-0.958333333333333
RNASEH2C	-0.098625
C9orf153	-0.39725
SCAMP4	0.657375
GHITM	0.2453
NDUFB7	-0.112
ADCYAP1	1.002
SP110	1.90883333333333
MAP3K7IP2	0.642
DHH	-0.175
AGRN	0.690571428571429
WDR33	0.00833333333333333
CEP290	0.3215
PRPS1L1	-1.47883333333333
KLRA1	-0.0165
GPR97	-0.272
CHD7	-1.9435
TLR10	0.78875
SLC30A8	-0.335
HIC1	1.18816666666667
IAPP	-0.182
RXFP4	0.1245
GP1BB	0.9405
SHQ1	0.3735
NKX2-3	0.113
API5	-0.09
FTHP1	0.4425
MOV10L1	0.121666666666667
TRIM6-TRIM34	2.341
ADHFE1	0.68275
FAM117A	-0.33075
DDI1	0.138333333333333
CDON	0.698833333333333
TRIM73	-0.887
IGKC	3.635
MMP14	0.261
DYNC1LI1	-0.021375
C11orf66	0.067
TRBV3-1	-1.22425
FASTKD5	-0.23625
BIVM	-0.79275
LHX4	-0.2375
CXCL2	-1.1774
RAB2B	-0.1195
IZUMO1	-0.492
MAP3K15	-1.9805
FAM19A2	0.331333333333333
ZC3H8	-0.354166666666667
ZMAT1	1.224875
SPINK5L3	-2.33975
SLC10A6	0.445
APPL2	0.053875
CARD10	-0.615666666666667
LOC402176	-0.327375
EEF1D	0.7193
RAB6A	0.2686
