Hybridization REF	TCGA-BH-A0E9-01B-11R-A115-07
PES1	-0.0585
ATG4A	0.556
MAGEA10	-4.91375
WFS1	1.252
CC2D1B	-0.149666666666667
PABPN1	-1.099625
SLC25A30	0.104
SLCO1C1	1.14466666666667
SLC22A5	1.13525
KIF23	-2.573
SYN2	0.685666666666667
ASPN	6.77333333333333
CENTG2	0.8725
QSOX2	-1.4341
FLJ10815	0.0431666666666667
STK24	0.38825
SPEG	0.843
STK10	0.0643333333333333
DACT2	0.939
AAAS	-0.8045
SSX3	-0.904875
ABCD3	0.4543
C4orf12	0.17825
PARVG	1.056
FIG4	1.81
C9orf46	1.17475
TMCO6	-0.7825
IGHMBP2	0.582
DUS2L	-0.609333333333333
FAM3C	1.104625
TMEM16D	-0.53825
DCTN4	0.785
KCNH3	0.25725
EIF2AK2	1.264
AP1S3	0.21725
CST4	2.877
PAM	0.4436875
NUTF2	-0.66475
CITED2	2.1362
SLC39A4	-2.3435
C2orf52	-1.3955
GRM3	-0.37925
C12orf49	-0.026125
CCDC49	0.1494
GRAMD1B	-1.461375
FNDC4	1.153
SIAH2	1.655375
GDPD4	0.08425
C21orf87	0.145625
ATP5A1	0.344
C16orf63	-0.010625
LOC388135	-0.0643333333333333
ATP5J2	-0.64
MMP3	0.59175
EMID2	-0.388
CRHR1	-0.18375
WDR70	-0.544
C13orf31	0.64775
ZFAND1	0.07275
CCL18	4.02383333333333
C3orf49	0.3395
RINT1	-0.1565
KIAA0408	-0.994
F13A1	4.596
SLC10A1	0.182
OGN	3.2475
GIPC2	0.26
XPO6	-0.562
LCE1A	0.192
FMR1	-0.2059
LOC374920	0.29
DUSP3	-0.189
ANKMY1	1.28625
C7orf50	-0.0985
BBS9	0.1388
UNC119B	-0.481625
C9orf72	0.331625
MGC35440	-0.3465
ENTPD6	0.660875
PPP1R2P9	0.832
ERCC4	0.564
FAHD2B	0.933
HMHA1	0.109
HACL1	0.0565
RAD23A	-0.898166666666667
FAM83B	-0.302
PPP5C	0.2145
RNASEH2C	-1.071875
C9orf153	-0.9015
SCAMP4	0.604
GHITM	0.0725
NDUFB7	-0.083125
ADCYAP1	2.53633333333333
SP110	1.75683333333333
MAP3K7IP2	0.67725
DHH	-0.622
AGRN	0.609857142857143
WDR33	0.325166666666667
CEP290	-0.581166666666667
PRPS1L1	-1.93566666666667
KLRA1	-0.2955
GPR97	-0.0085
CHD7	-1.25383333333333
TLR10	1.79225
SLC30A8	1.315
HIC1	0.798666666666667
IAPP	-0.894
RXFP4	0.16225
GP1BB	-1.5855
SHQ1	0.6615
NKX2-3	-0.062
API5	-0.05225
FTHP1	0.128
MOV10L1	0.2535
TRIM6-TRIM34	1.42466666666667
ADHFE1	1.68375
FAM117A	0.391
DDI1	0.355166666666667
CDON	0.868833333333333
TRIM73	-1.07
IGKC	4.063
MMP14	-0.2955
DYNC1LI1	1.029875
C11orf66	0.497
TRBV3-1	-0.81225
FASTKD5	0.34375
BIVM	-1.64875
LHX4	-0.683333333333333
CXCL2	0.211111111111111
RAB2B	-0.590666666666667
IZUMO1	-0.8665
MAP3K15	-1.074375
FAM19A2	0.4445
ZC3H8	0.203833333333333
ZMAT1	1.88375
SPINK5L3	-3.10975
SLC10A6	0.7595
APPL2	0.679125
CARD10	0.335
LOC402176	-1.0845
EEF1D	0.7011
RAB6A	1.2119
C12orf5	-0.707875
PAPOLG	0.927
MSRB2	1.1495
BCR	1.27433333333333
PUS3	0.06525
TIAM2	0.1315
ZNF317	0.395833333333333
CHD2	0.122
FZD5	-2.473
NUDT8	-2.6225
ZNF763	1.1205
PRC1	-2.24911111111111
ABCB9	0.297
SPATA3	-0.065
TRAK2	0.795875
STAB1	2.2065
LRRTM2	0.878333333333333
psiTPTE22	-0.94975
DBI	0.93075
SERPINA11	0.1315
NAT5	0.22225
C20orf58	-2.40925
RPS6KA4	-0.789
FLJ90650	-0.662
TGFBRAP1	0.40375
CHRDL2	0.05925
FAHD2A	0.2815
CNTN1	1.15175
BBS4	-0.0514
TMEM181	0.1255
MINPP1	-0.50525
MPHOSPH6	-0.292416666666667
HOXC10	0.4266
ITPKB	1.135625
CLPTM1L	-0.619875
MEOX2	2.55983333333333
ATP6V0C	-0.045875
PRPF8	-0.570833333333333
TMC5	1.81925
FKBP3	-0.17825
PLEKHB2	-0.313375
OR4D6	0.0685
ZNF544	-0.3246
D2HGDH	0.15
RPL18A	-1.1207
HEL308	0.023875
MPP6	-2.9875
TCERG1	-1.34
KRT16	-0.279333333333333
KLF17	-1.2385
KLF5	0.93825
CDR1	1.0255
VCX3A	-3.5995
FBLN2	2.1855
C14orf104	0.546
HBE1	-4.5048
OR4S2	-0.3155
C1orf108	-0.728833333333333
ROBO4	3.25016666666667
CPEB4	0.75825
C11orf80	0.0781666666666667
BCKDHA	0.323
MYOC	3.835
GIF	0.06
CKMT1A	1.015
RPL3	0.7432
THBS1	0.791125
APOO	-1.126
ARMCX1	2.97775
HSZFP36	2.40675
SNAPC5	0.1755
EIF4ENIF1	0.66525
ZNF433	1.23475
TNFRSF21	-0.02125
TMPRSS7	-0.041
SPATA18	1.7907
HPDL	-3.3065
MKL2	1.4204
TBX3	1.64346153846154
C21orf93	-0.0821666666666667
DAXX	0.34825
ELMO1	0.28975
RGS13	2.535
TAF11	-0.08325
UNC13A	-2.080625
LOC653314	-0.7054
ORC3L	-0.04125
IMAA	-2.7525
TARBP2	-1.27625
CABIN1	-0.3624
TRIOBP	0.2983125
HIST1H2AC	1.216625
RGS22	-0.397166666666667
NCOA1	1.66383333333333
IL25	2.7195
SNCG	2.13
GPR6	0.2075
AMDHD1	-2.15466666666667
CHEK2	-0.999375
C6orf142	0.65125
DRD4	-0.5285
C14orf68	-1.247
GDF11	-2.796
SEMG2	0.057
CD247	-0.60025
CDAN1	-0.037
RBMX2	0.300333333333333
TGS1	0.19275
OIT3	1.05
SYF2	0.47825
MCM4	-1.863
PKHD1L1	0.778875
CEP192	0.107833333333333
IFT88	1.3165
RPL9	-0.394
RAB32	-0.40075
DDX43	-0.86275
P2RX2	-0.261333333333333
OR5D18	0.7195
UBE1	0.45625
SLC24A1	0.735625
ARHGAP5	0.78975
CETP	-0.38925
KIAA1731	-0.381
SLC9A4	0.308
PTPN6	1.09425
BAHD1	0.2965
GRIK3	0.2415
CACNB2	0.3476
PDE10A	-0.66375
DGCR14	-0.0255
PCDHB9	0.820666666666667
RHOQ	0.494
MAP3K4	0.6365
KTI12	-0.535833333333333
RPL23AP13	0.151
GNG11	-0.07
CLCN3	0.0828333333333333
GPAM	-0.382875
VSTM2A	1.187
SLAMF7	1.99233333333333
INTS2	-0.798
PPP2CA	-0.1748
LRP12	0.480133333333333
SEC14L2	2.88788888888889
DKFZP586H2123	3.762
MC3R	-0.2225
CIRH1A	-1.43216666666667
HIST1H2AB	0.281333333333333
POLH	-0.14525
MGC16703	-1.155
SNAPC2	0.099
FILIP1L	1.9255
RASGRP4	0.036
LRRC1	1.41825
GAS1	1.89825
PRAC	-0.703
DGKA	0.4895
NT5C3	-0.9725
PEG3	-1.60125
NADK	-0.5655
PRR17	-1.84575
LOC374569	-0.2135
SGSH	0.081
NLRP8	0.2035
GALT	-0.5276
MCF2	-1.2325
ZNF263	1.4725
TACSTD1	2.294
TYR	-6.4458
ATP6AP2	1.518
RNUXA	0.00525
ABHD10	0.1753
GDPD2	-0.862
SLC35C1	-0.69225
UBE2A	0.0655
HERC5	-0.479666666666667
FAM112B	-4.77866666666667
FBXL16	0.04325
DKFZP434A0131	-0.63075
ELA3A	-2.357
RBM41	-0.397125
HAO2	-0.20675
RNH1	-0.164
SHANK2	1.4045
OSBP2	0.1215
DAK	-0.458
C3orf58	0.675333333333333
TCL1B	-1.1245
KBTBD2	0.12725
SUGT1L1	1.29425
UBE2E2	0.8445
MYL9	2.26825
CDC23	-0.8665
PBXIP1	1.423
CXorf40B	0.218
NBL1	0.54325
RTBDN	-0.564
RAB11FIP5	1.0375
TTTY13	-0.2505
SCOTIN	0.0549166666666667
SOHLH1	-0.692666666666667
CDKN1A	0.784428571428571
NCK1	0.6135
ZNF550	0.748
SAPS3	-0.362166666666667
SPIN3	1.35966666666667
MAGEE2	0.70325
MIS12	-0.4225
OR8H2	0.215
KIAA0774	-0.0851666666666667
UNC5D	-2.0025
CUL7	-0.484666666666667
LIPC	-3.93316666666667
DIO1	-2.32025
C20orf11	0.5189
CTRL	-0.71075
HS3ST2	2.77925
PAK4	0.604166666666667
CCRL1	2.08925
RNF10	-0.089125
ZNF567	0.81425
ZNF660	0.1795
TCEAL3	2.375
MAGOH	-1.74866666666667
CENPB	-0.0608333333333334
C19orf7	0.4655
LOC388965	-0.000750000000000001
ZCCHC13	-0.197
JMJD1A	-0.3237
HIST1H4H	-0.2
TBRG1	-0.3102
GPC3	0.00575000000000001
TAF1C	-0.782125
EBNA1BP2	-1.12733333333333
CIAPIN1	-0.45875
PDGFRA	0.475333333333333
CSTB	-1.048875
CENPI	-1.93116666666667
GTF2E2	-0.420166666666667
RPP21	-1.0675
CCNF	-0.540166666666667
KCNQ3	0.519
FAM79A	1.34675
SLC22A12	-0.408
NOVA1	0.241
FZD3	1.3162
AKAP8	-0.0135
SOCS5	1.320375
CFDP1	-0.43425
DLG5	1.275
PGM5	1.17283333333333
C1orf144	-0.134083333333333
HDAC10	-1.0145
RND2	-0.3675
C20orf199	-1.2565
RNMT	-0.079
SLURP1	-0.02775
ASTN1	1.005625
SH3BGR	1.26575
MYCL1	0.696
ZHX1	0.299666666666667
CENPK	-3.8415
FOSB	2.0621
LOC643406	0.303125
C2orf59	-1.831375
TMEM135	0.116625
SLC27A2	-3.79675
KRT33A	2.196
OVOL1	1.661875
PAMCI	-0.965666666666667
S100A7	1.839
ZNF789	-0.677
HARS2	0.03025
RPL23A	-0.994333333333333
TCF23	-0.175
UPF3B	-1.15525
C17orf78	-0.049
HLA-DOB	0.565833333333333
C14orf142	0.284333333333333
TEKT5	1.2845
DMWD	-0.284
POLD1	-2.09033333333333
GSCL	-0.951
CALD1	1.2169
SCRT1	-0.924166666666667
AIG1	1.70425
UNC84B	2.0485
ZNF404	1.10075
TMED6	-3.341
KIAA1462	1.2045
LRRC27	1.89483333333333
PYGO1	0.1145
PIGU	-0.3665
ALAS2	-4.017
WRNIP1	0.441875
CNNM3	0.731
ZNF2	1.37975
ST3GAL5	-0.462416666666667
MRPL23	-1.0115
TSSK6	0.399
PSMA6	-0.4
C16orf70	-0.4755
KIAA1602	-0.35175
ALMS1	0.757833333333333
DCN	3.0775
TMEM132D	-0.491
SUCLG2	1.13925
ABHD14A	-0.6115
DEXI	-0.3325
AMPD2	-0.927
IFNAR2	-0.0716666666666667
CYB5A	2.1892
TLOC1	1.02715
NXF5	-0.587333333333333
NRBF2	0.077
KCTD3	1.9815
ITGAE	-1.4275
SLC30A3	-0.687833333333333
ZRF1	-0.4475
IFRD2	-1.191625
XAB1	-0.151
PYCR2	0.302166666666667
SERPINB3	-4.2605
TMLHE	0.2782
GEFT	0.15675
ABCA5	-0.185
EMR4	0.281833333333333
TSFM	-0.28125
HIST3H2BB	0.05575
ARHGEF19	0.3465
TSPAN17	0.108666666666667
ABCC8	3.9405
MAP1S	0.2475
C22orf36	1.11475
BNC2	0.0247857142857143
HIST1H4A	-1.01375
NDUFS3	-0.689833333333333
WDR3	-1.02583333333333
XKR4	-0.176
TTC33	0.0932857142857143
STMN2	3.7385
CPN2	-0.672166666666667
HSPC105	1.5395
PCOLCE2	-3.033
C3orf55	1.572
KLHDC9	2.86583333333333
TBC1D23	0.288125
ATXN2L	-1.0855
MAP2K3	0.254833333333333
SCAP	-0.15
ZNF486	0.526
C20orf96	0.344
NARS	0.302
ADAMTSL1	-0.815285714285714
PRCC	1.126
CCDC126	2.46458333333333
ZNF675	0.77075
CALCOCO1	1.5675
ANKRD43	5.246
CWF19L2	0.757166666666667
ZBTB32	1.0115
BRAF	0.76475
ODF4	0.33975
MGC14376	0.313666666666667
HORMAD1	-2.21633333333333
AAK1	-0.10275
PEBP1	0.557166666666667
TNFSF5IP1	0.5255
DKFZp564N2472	0.55775
RMND1	-0.497875
IGKV1-5	4.139
COL1A2	1.21466666666667
SERPINA5	0.824375
AANAT	-0.168
C19orf21	0.764333333333333
GEMIN5	-0.147
UBR4	-0.2555
LTBP3	0.719833333333333
AMHR2	-2.31533333333333
PROCR	-0.908
MYBBP1A	-0.78475
C20orf39	-0.4885
ZNF697	-0.85625
PASK	-0.0391
ZNF776	0.6705
RFXDC2	-0.492
KIAA0467	-0.11075
C10orf96	-2.49775
ZNF503	1.58925
GULP1	-0.323666666666667
KCNE4	1.71083333333333
DKFZp434K191	-0.901125
LOC196913	-0.034
BHLHB4	-0.9375
CH25H	1.664
LOC81691	-0.8265
ALPL	1.11007142857143
COL12A1	0.674625
FOLR3	-1.98166666666667
GPR123	-0.204375
TRIM62	0.434214285714286
ABLIM1	1.279
MAST3	0.70075
RHBDD1	1.21883333333333
LOC338809	-0.276
RYBP	0.123
TTC26	-0.37125
ZNF22	0.561666666666667
ISCA2	0.21625
RDM1	-2.129
PIGM	1.009
GNB3	-1.4995
ACTR2	0.2901
HMGB1	0.0476
EDG1	4.53966666666667
SOAT2	-3.592
OR10AD1	0.278
RAP1GDS1	0.10325
LCE1F	0.14
ESM1	-2.222625
RCN3	1.35375
CREBL1	-0.449
DBNL	0.502833333333333
PTGER3	1.886375
USP30	0.349
BCL2L12	-1.7065
KIF26B	1.35625
ZNF416	0.635
ZNF225	1.08
C17orf70	-0.86475
ZNF554	1.105
RAE1	-0.753833333333333
TNIK	0.916833333333333
ACTN3	0.9825
MGC45922	-0.68
CCNA1	1.07933333333333
RYK	0.8295
IL26	-0.8255
LRP3	0.0823333333333334
QARS	0.04825
SOX7	1.32335714285714
BID	-0.26225
OR2S2	0.3785
CXCL14	4.689
C11orf47	-0.3725
MGC29891	1.67733333333333
HSPB8	1.3535
PRDM14	-2.217
NUFIP2	0.049
MNAT1	-0.2505
ZDHHC2	-0.978666666666667
MBNL2	0.19
ADD3	-0.084375
CSNK2A1P	0.3965
KLK6	0.949833333333333
TMEM111	0.76
KIAA1279	1.95
NUBP2	-0.463333333333333
RAB42	-2.151
ID3	-1.6677
TM9SF1	1.049
MDP-1	-0.72175
POU4F2	0.05525
IQCK	2.148
C16orf14	-1.17925
CAPN3	-1.1835
FAM43B	-0.545375
RECQL	-0.6575
AP1G1	-0.240928571428571
CTNNBL1	0.00816666666666667
ECHDC1	-1.1345
SMARCC1	-0.7341
FOXQ1	-1.7
GNAI3	-0.738166666666667
POLG2	-1.797
CD4	0.591125
ITLN1	-0.41325
EBI2	4.242
IRF1	0.50025
PTPRE	1.2323
PTK2B	0.33
NXNL2	1.559
SOX4	0.325722222222222
TSPAN3	0.177833333333333
SH2D1A	-2.49583333333333
C8orf58	-0.2885
USP20	-0.14675
DUSP22	-0.249166666666667
CALB1	-3.33166666666667
L3MBTL2	1.10175
MCRS1	-0.575
TMEM118	-1.89216666666667
C18orf8	0.771333333333333
FLJ10241	0.2375
GJA12	0.7005
PKD1	-0.0958333333333333
ZFP3	0.475
JAM3	0.18375
LAPTM4A	1.4096
DIRC2	1.0885
KIAA2022	1.2215
MYOM1	0.884666666666667
TRPM8	-1.159
MOP-1	-0.035
PHKG2	-0.34875
ZNF650	1.085875
KIAA1522	1.171
PSG8	-0.920166666666667
DDX19B	-0.1365
MOBKL1B	0.1245
DIAPH2	-0.710083333333333
PTPN12	0.6025
CLN8	-0.5145
CRYZL1	-0.602666666666667
CRY2	1.28858333333333
FCGR2B	4.0245
PNPLA4	2.086125
ZNF454	2.0635
DKFZp434B1231	0.76325
CLDN11	0.9274
RFWD2	0.935666666666667
CIB2	-0.212
MXRA8	3.20125
HRK	-1.959125
MAML2	1.06275
C4orf31	0.5315
C6orf192	-0.67125
COG6	-0.371625
FAM5B	-0.09275
NFATC1	0.8591
SEPT10	0.34075
SCYL1	-0.1969
RPP40	-1.05575
SCOC	0.2866
KIAA1450	0.581
CTDSPL2	-0.454
TBX5	1.045
NAPG	-0.236625
RHD	-4.94125
C14orf45	2.76883333333333
ZBTB22	1.372
PLCG1	-0.751
ANKRD10	-1.0925
AQP7P2	1.079
TAGLN2	0.528166666666667
HTR2C	-1.26283333333333
SLC16A7	-0.554833333333333
C17orf83	0.11
TSGA14	-0.380833333333333
MDH1	-0.38125
PPP3R2	-0.257333333333333
DCBLD2	-1.64278571428571
RBM33	-0.332125
DPH3	-1.53
SYT10	-1.32616666666667
FMO4	2.60875
THYN1	0.08725
DRD5	-0.906
OTOR	1.630625
PGRMC2	0.3601
KATNAL1	-0.431875
PAQR6	-0.996
UBE2I	-0.28775
C14orf28	0.61575
C8orf70	1.0735
FLYWCH1	-0.47875
ANGPTL3	-1.77775
GLRX2	-0.711666666666667
ATP11A	-0.442857142857143
ARL5B	0.38025
MUC16	-1.48225
SLC25A5	-0.7475
ACRC	-0.9085
MYO1C	0.041375
FAM89B	0.348666666666667
FAS	0.82375
KIFAP3	1.88875
GLRA2	-0.7185
BTN3A2	-0.184
CNKSR3	0.79525
CSTF3	-1.081
ARPM1	1.257
KIAA1530	-0.9565
C9orf150	2.15633333333333
PRKCI	0.67825
tcag7.1015	-1.56475
SOD3	0.89
ZNF574	0.43175
CYP21A2	0.7885
RPL12	0.559
COMMD2	-0.26875
WIZ	0.36025
LOC344405	-0.82775
ALDH4A1	-0.590294117647059
CRYAB	3.004
COPA	1.0208
PCDHGA7	0.437833333333333
KIF11	-1.65275
RASD2	0.8055
SLC26A3	1.9175
ZNF175	0.821
JAKMIP2	-1.852125
C8orf4	1.55733333333333
PTHLH	1.79725
SLC40A1	4.38891666666667
OR7D4	0.173166666666667
PCDHB17	0.711
CD36	3.60171428571429
C6orf203	0.7274
PRKG2	0.2215
LOC400566	1.4875
ANAPC13	0.3115
SLCO3A1	0.079
ZNF692	-0.8415
FANCL	-0.8725
SH3GLB1	0.20675
C12orf61	1.7545
KBTBD6	0.7095
SUPT5H	0.219125
XRCC6	-0.3967
HUS1B	1.0093
FAM133B	-0.292571428571429
LOC728276	-0.568
KCTD18	1.563
SOS2	1.01483333333333
CCDC99	-1.502
C1QTNF5	2.717
NNAT	1.46866666666667
USP16	-0.272
LARS	-0.856375
ZBTB2	0.71475
ABO	0.351
TRAF3	-0.51025
GALNT5	-0.099
NAP5	0.85875
ALG14	0.128833333333333
KIAA0515	-0.368692307692308
WDR75	-0.2155
TEX261	0.434166666666667
LY86	-0.26325
LOC389072	0.035
FLJ13611	0.048
MRGPRX2	0.316
SNRPA	-0.849375
OR2G2	0.2365
GPRASP2	2.01025
C7orf42	0.7094
C9orf163	-0.7305
CYP11B2	0.339
FCRL3	1.3635
PRDX1	-0.52025
FGB	-6.01533333333333
COX17	-0.442666666666667
C16orf33	-0.4295
PIWIL1	-0.2892
FOLR1	-2.07716666666667
KIAA0082	-0.736
FREQ	-0.614666666666667
TMCC2	-1.10316666666667
TCF12	-0.0984166666666667
ZNF721	0.35575
FAM130A2	1.9
POU4F1	-2.6825
SNRPF	-1.479875
SGIP1	1.70666666666667
ZNF641	1.21783333333333
EMG1	-0.68875
PRRG4	0.866
HIRA	-2.49275
MYNN	0.937
AEBP2	-0.528916666666667
TBXA2R	-0.303333333333333
ISL2	-1.42916666666667
PCDHB11	0.862
RNF144A	-0.4345
MARCH5	0.404875
DULLARD	-0.188166666666667
DCLRE1B	-1.146
ITGA8	0.27975
TP73	0.46125
PRKCD	1.40825
NDUFB4	-0.04625
ATP13A4	3.425375
ANTXR2	-0.265333333333333
COL4A3	-0.217166666666667
MYO10	-0.7477
SLC6A18	-0.07025
PEX1	0.5065
TMEM74	-1.304
RBM19	-0.58475
TAPBP	0.48995
RUNX1	1.1505
MID1	-0.16875
GPR64	-1.72666666666667
RASEF	2.77475
GABRG1	0.598125
MYO16	-0.46125
DBF4	-1.32716666666667
TSHZ2	3.65
RIPK2	-0.08575
PPTC7	-0.074
KIF4B	-1.613
LRRC31	3.622
ZNF540	2.00925
EFNB3	-0.0353333333333333
LOH12CR1	0.02075
STON2	0.394666666666667
GLP1R	0.27975
CSTF2T	0.23575
IREB2	-0.998875
GRSF1	-0.17075
PDCD7	-0.302833333333333
LRRC43	1.548
CNR1	2.09016666666667
IL1F7	-1.2775
C12orf64	-0.49275
FAM69B	-0.7045
NR2E1	-2.37533333333333
MS4A6A	2.5369
FTL	-0.7281
C7orf36	0.0795
PCLO	2.2454
DYRK2	0.38075
ARIH2	-1.026125
SAMD7	0.16
SCNN1D	-0.78275
SLC32A1	-1.26385714285714
C22orf25	0.774833333333333
MRPS18A	-0.5543
GPR112	0.2535
EARS2	-0.499
ERN2	-0.056
ATPBD3	-0.813
PRH2	-0.1565
CDKN2D	-0.650666666666667
PGLYRP2	2.44225
TRIM40	-0.05675
SEC14L3	0.0336666666666666
SLC22A1	-0.346
BTN2A3	-0.38275
RASA4	0.1575
CCNL2	-1.151
MYBPC3	0.0405
GJA4	2.96875
CDC42SE1	1.812375
TRPV2	-1.75375
MYPN	-4.2115
SIM1	-0.0465
CDADC1	0.109916666666667
ZFHX4	0.994
NIBP	-0.215166666666667
ADAMTS19	-0.1625
ABTB2	-2.08725
TSPYL2	0.540625
EIF2S3	0.1612
SOX30	0.338
AP2A1	-0.0275
DKFZP564O0523	0.979833333333333
LOC285398	0.13175
CDH18	-5.6115
CHL1	4.7965
GATS	-0.2654
TBC1D2B	0.407833333333333
OR1J1	-0.7325
GSN	2.64433333333333
DPCR1	0.0625
GARNL4	0.283166666666667
SMARCA5	-0.49625
PLEKHG3	1.1985
ZBTB45	0.7115
FRMD6	1.21816666666667
PLS1	-1.48583333333333
DGKZ	0.277166666666667
EFNA1	2.5841
WDR85	-0.466875
ANK2	1.108
PAGE4	-1.66516666666667
SENP6	1.281
AKR7A2	-0.454666666666667
FKBP10	-2.563
VEGFC	-1.46883333333333
LARP1	-0.0813125
SRBD1	0.283
ITGB6	3.7205
SLC1A2	0.114928571428571
INVS	-0.4625
MPO	0.341
MOBKL3	0.3023
CUTL2	1.80125
KLK2	-0.06025
VIM	0.1575
REG1B	0.0793333333333334
PCDHGC4	0.103
C3orf34	-0.143
SUMO3	0.479
CST9L	0.2235
MLL4	0.6155
SPR	1.08033333333333
SAMD9L	1.4655
ABCE1	-0.599
SUPT3H	-1.14766666666667
ACTBL1	-0.21675
ADAMTS4	1.04783333333333
SLIT3	2.8785
RHEBL1	-1.72475
NPM2	-1.164
MAN1C1	1.686875
KIAA1856	-0.0783333333333334
HSPA6	2.43075
LOC388152	-1.01
C10orf140	-0.23775
ZDHHC12	-0.7055
LIN7A	-0.4592
PHC2	0.57825
SPHK1	-1.092
TRIM26	0.5421875
FAM83E	2.0095
C18orf24	-1.96016666666667
ZNF578	0.912333333333333
ORAI1	-0.38225
RUVBL1	-0.155666666666667
C7orf20	-0.383833333333333
APAF1	-0.689
SLC36A4	-2.03683333333333
MYH11	4.07316666666667
NEK1	0.1609
MPP2	0.561875
C12orf24	-3.44225
TNK2	0.13925
ZNF289	0.51275
MATN3	1.37328571428571
IFNGR2	0.932333333333333
ITPR1	2.083875
EBF3	3.5408
TBC1D20	0.7738
OR10P1	-0.0185
DDAH2	1.2875
SHPRH	0.162125
STX7	-0.269
LOC554248	-1.90875
BCAR1	-0.40025
ATXN3	0.475583333333333
TRIM27	0.01275
CDC42EP2	0.1295
CHP	0.263785714285714
SOX17	1.608125
ZNF259	-0.802166666666667
CHCHD1	0.136875
ZDHHC19	0.1045
GBP2	2.7355
GARNL3	2.16125
MRC2	0.61475
C1orf52	-0.73275
AOF2	-0.525333333333333
LRPPRC	0.1716
ACVR1C	0.4285
TM4SF18	3.0345
TMEM169	-0.0475
PPP1R16A	-0.44375
EBF1	1.37633333333333
RRS1	-0.06
SNX2	0.073
OR2T2	0.695
RBX1	-0.3165
ANKRD54	0.0856666666666667
TSNAX	0.436833333333333
TMEM83	-2.006
ZBTB7A	0.6835
ATM	-0.664416666666667
LOC338328	2.39433333333333
TIE1	2.081
HIST1H3G	-0.6025
PASD1	-4.92116666666667
TINAG	-0.1855
PCDHAC2	0.279
LRRC15	-0.423875
WBSCR17	-0.55025
TFF2	-0.007
PARP2	-0.4475
NDFIP2	-0.60825
PCDHGB2	0.4175
WDR60	0.3605
MAP7D2	-1.6894
USP45	-0.50575
GSDML	-0.1575
TNS1	0.6016
PLCD4	-0.5785
IQCD	0.497833333333333
SMPX	-2.16375
CD9	1.53066666666667
SRGN	0.970625
CASP7	0.7215
INOC1	0.6185
DKFZp451M2119	-1.83825
VMAC	2.277
USP53	2.0188
CAMK1G	-0.542
TMEM106A	-0.34
CDC20	-2.988
ACSL5	0.223333333333333
CBWD5	0.72275
C1orf87	-0.944333333333333
KIAA1274	1.35575
PRUNE2	-1.04492857142857
LYPLA2	-0.0926666666666667
DOK6	-1.3755
GPR149	-0.26775
FAM30A	2.43175
TMEM129	0.0085
SLC35B3	1.22475
ACPP	0.545
LOC200261	-1.2045
SLC4A7	0.2717
CCDC40	2.10925
GART	-1.40925
THOP1	-1.18275
SCARB1	-0.74275
CACNA1F	0.67975
TRIAP1	-0.472333333333333
SYT14L	0.2235
SFRS8	-0.416333333333333
PBOV1	-0.046
GOLSYN	1.6315
GJB7	-1.998
CAMK2N1	0.38925
GREM1	2.26791666666667
FLJ20433	1.0695
QPCT	-2.701625
PRKAG2	1.508
H2AFX	-1.964625
C6orf154	0.972
PLOD3	-1.09775
ZBTB39	-0.1235
WASF3	-0.266833333333333
DRG1	0.0965
PRR4	-0.078
SPCS1	-0.9985
KDELR3	0.207
SRP19	-0.264333333333333
GABRA6	0.0615
MFSD1	1.13075
MMEL1	1.14075
PDXDC2	0.0917
BUB1	-3.25266666666667
RNF138	-0.39725
MYLPF	-0.396833333333333
AIF1	0.410666666666667
DYNLRB1	-0.3884
HCN3	-1.04883333333333
HIST1H2AI	-0.83625
MAP4K5	0.361166666666667
LASP1	1.02825
LOC130951	0.8345
PLAA	0.350375
KRT6A	1.2
C6orf117	0.298375
ARHGAP23	-0.5075
PTF1A	-0.0565000000000001
GPHA2	-0.47575
LCE3B	-0.24575
MCL1	1.2395
EHBP1	-0.922
PRNP	-0.218375
ZSCAN1	0.28175
C1orf113	0.3675
FOXA3	-3.263625
NEB	0.637
ASGR1	-4.3985
CTGF	2.20266666666667
RAB17	0.6745
MST101	0.21025
JARID1B	1.4529
USP37	0.3679
PTBP1	0.3425
PTPN7	-0.447166666666667
CDC7	-2.57
SNX7	0.32725
ZNF335	0.05875
CPT2	-0.60675
HEATR1	-0.25975
HSPC152	-0.553
C5orf40	0.28375
PSME1	0.642666666666667
STAG3	-2.27325
TMEM154	0.445666666666667
KLHL32	-0.118833333333333
TSGA10IP	-0.906
SUV420H2	-0.523833333333333
SF1	-0.4694
2'-PDE	0.0425
PNLIPRP2	2.07
TRSPAP1	-0.635166666666667
NUP210	-0.1045
ANP32C	-1.15983333333333
RAB11B	0.6735
ASB15	0.3895
ITGB3BP	-1.56375
UBASH3A	-0.2345
YWHAB	0.701125
TPRX1	-0.328
LY6G5C	-0.358
SLC7A2	-0.192875
CLK1	1.5466
HSD3B7	1.11283333333333
VDR	2.209
C16orf74	0.3395
ACE	0.54125
PSMA2	-0.00399999999999999
CCDC131	-1.048375
ZNF213	0.368166666666667
EML2	0.21525
ALS2CR13	1.14933333333333
GLYATL1	-0.71125
DSPP	-0.8415
DHFRL1	-0.136875
C10orf30	1.07033333333333
SH3RF2	0.400333333333333
LOC197322	-0.636833333333333
DLL3	-1.609625
TIGD7	0.58825
GFRA3	-0.157
CPA1	0.380833333333333
RTN4	0.945666666666667
PPT2	-1.693
FASLG	2.57025
FOXP4	0.492875
RPL26	0.0829
GNL3L	-1.13366666666667
