Hybridization REF	TCGA-A7-A0CG-01A-12R-A056-07
RPS6KB1	-1.74766666666667
DNAJC19	0.5904
TOP1	-0.1895
CRCT1	1.442625
MPST	-0.13375
DPM2	-0.0605
FAM38B	-0.703833333333333
SLC18A1	-1.83966666666667
FARP1	-0.234166666666667
PAX7	-0.0655
TUBD1	-1.756
GNL3	-0.30975
BTG2	2.62833333333333
NDUFS6	-0.21725
C1orf79	-2.081
ERAL1	-1.08075
ECHS1	0.83
VPS4A	-0.725833333333333
CYP11A1	-0.135375
ABCC6	-0.1525
PBX4	-1.7225
MOSC1	0.990375
NCF4	0.63075
HYMAI	-0.8195
NAGPA	-0.76875
OTOP2	0.335
ACOT12	-0.11625
MTHFD2L	-0.477875
LOC441376	1.61825
C19orf34	0.608
RAB1B	0.41775
ALDOAP2	-0.7325
NTRK1	-1.24333333333333
ARTS-1	1.306
SLC6A11	-2.088
NAP1L2	1.2345
CNGB1	-0.499
EPB41L4B	0.260666666666667
FAM134B	2.522
HS3ST3A1	-1.10433333333333
CPXM2	6.226
SIRPB2	-0.135
CHORDC1	-0.894
TRIB3	-1.2615
SLC2A5	0.85825
C2orf49	-0.0973333333333333
DDX5	-0.8545
OR5L1	0.532
ANAPC4	-0.542166666666667
ZSWIM1	0.049625
LOC93622	0.14775
KCNK3	-0.1111
RP11-35N6.1	-1.080625
ZFP161	0.727666666666667
AQP9	3.52275
SLC15A2	1.61983333333333
MREG	0.770666666666667
OR9I1	0.464
PDLIM2	1.003
ADAM7	0.518
GSTCD	-0.0501666666666667
WDR21A	0.33875
SLC12A8	1.58183333333333
TMEM174	-0.2455
IGSF3	0.958166666666667
LRRN1	0.339
LOC402117	0.00575000000000003
SRPK1	-1.14716666666667
LY6K	-1.356
NFIA	2.9065
PTCD3	-0.523
LEP	3.33216666666667
PCDH21	0.00483333333333334
MAPKAPK2	0.733214285714286
NMNAT1	-0.7935
LHFPL2	0.5135
C9orf43	-0.25775
DIP2A	-1.113
ACTR8	0.355875
CCDC34	-1.1605
PTPN22	-0.45925
ITGA3	-1.390125
FAM129C	1.46825
RABGGTA	-0.0898333333333333
UNC45B	0.0905
KIAA1033	0.012375
ZNF510	0.0658333333333333
CYP2D6	-0.373166666666667
SLC26A10	-1.858
STX8	0.089
LUZP1	0.042125
WDR89	-0.0828333333333333
EIF4G3	-0.4603
C5AR1	0.73225
ZNF623	-0.339
A2M	1.4045
TGM7	-0.096
GRPEL1	-0.446166666666667
LMNB2	-1.7517
ROCK2	0.12
SNX16	0.912125
CCDC66	-0.33625
ANXA3	0.15475
KIAA1609	-0.40975
EED	-0.6445
RNF32	0.618666666666667
HES1	1.245
CLC	1.61166666666667
ISL1	-0.176
KIAA0528	0.24225
MANEA	0.699875
C1orf61	-1.862
hCG_2001000	1.212
RAPGEF6	-0.0612
KIAA0020	-0.196
NEIL1	1.44825
C16orf45	0.9675
RBM10	-0.390666666666667
C10orf125	-0.900125
MRS2L	-0.22725
DNAH17	-0.63425
C19orf10	-0.7135
C1orf160	0.43975
SLFN12	1.5015
EXOC3	-0.525666666666667
HIST3H3	0.336
NCOR2	-0.2865
TNFRSF9	-0.256
MFSD8	0.637
ALX1	-2.75866666666667
NOL1	-1.7705
PODN	3.288
TIAL1	-0.5895
HIST1H1E	-1.32025
NPY6R	0.09575
TM4SF4	0.91725
CORO2A	-0.62875
ETNK2	0.5165
APOE	0.7299
ANGPT4	0.348
HDGF2	-0.83275
G30	0.737
ST8SIA4	0.32775
F2RL1	0.321
FAM19A4	-3.2705
CCAR1	-0.955
B3GNT7	0.38025
OPHN1	-0.2341
DSCR6	-0.573
C21orf13	0.6585
GAS2L1	0.17975
RFX3	0.0846666666666667
COPS4	0.548625
BCHE	-1.9595
BCL2	1.733125
HBZ	-3.24466666666667
ARL13B	-0.071125
MAPBPIP	1.11925
MYO15B	-0.672625
SPZ1	0.0309999999999999
KIAA1324	3.36555555555556
PLCL2	0.381375
C4orf29	-0.42325
WDFY2	-0.23025
ZNF284	-0.3415
NAALADL1	1.148
DUSP5	1.6945
PXDN	0.43175
SLMO1	-1.87625
TNXB	0.2299
BIRC7	-1.019
A4GALT	0.106
TIMM22	-0.12075
FAM110C	1.8595
TOMM34	-1.317375
ABHD9	-0.019
ADAM32	-0.438
CRHBP	1.4415
AQP2	0.376875
LOC130355	1.10225
ZNF187	0.366666666666667
ZNF816A	0.86
F7	0.604125
CNOT1	-0.9127
SLC13A4	-1.7255
ZBTB11	-0.5165
B3GALT5	1.8625
EXOC2	0.838833333333333
IRS1	0.4577
TMEM1	-0.176
MRPL34	-0.4775
SAMM50	-0.6425
CDC42EP3	0.752
HSF2	-0.5509
MFN2	0.40025
TSPAN7	0.362333333333333
NUCB1	0.400833333333333
RHOH	0.3655
ARL16	-0.8225
TACR1	-0.08625
SFRS5	-0.546166666666667
SNX25	-0.09575
RHBDF1	0.201
PCDH18	3.323
HMG1L1	-0.2235
MYO5C	1.480625
MAPK10	0.44
LDHAL6A	0.1094
NUDT12	1.36283333333333
NCAM1	-0.239625
GLIS2	-0.3025
GGTL4	0.212
DAPP1	0.7325
ATF7	1.10575
KIAA0748	0.3835
NFIL3	-0.25375
TM6SF1	0.5532
SEZ6	-0.035375
NANOS3	0.172833333333333
DNAJA3	-1.015
CLDN6	-3.0125
CIITA	3.0365
EPHA4	2.13241666666667
FANCC	-0.408
CMTM3	-0.078625
PSG3	-0.2865
MRPL15	-0.2945
C21orf59	0.23875
PLCXD2	-0.19
C2orf34	-0.25525
UBE2L6	1.79375
MED14	-0.2915
HP1BP3	-0.258
C6orf208	-0.6135
TPBG	0.34225
OSR2	2.816125
XPC	-0.623333333333333
KLHL7	-1.02633333333333
CCR3	-0.588333333333333
AGTPBP1	-0.409666666666667
PCSK6	-1.19193333333333
STAT5A	-1.0955
FAM18B	0.4055
LONRF2	-0.779833333333333
PTPN2	-0.490125
SF3A3	-0.7015
EFCBP2	-0.3705
HCFC1	-1.00466666666667
AHNAK	0.07905
ACTR5	-0.8875
KIF14	-2.95171428571429
TENC1	0.7005
HEATR5B	1.037
YIPF2	0.477666666666667
MYEOV2	0.831833333333333
DUSP18	0.609
KIAA1012	-0.0015
AHR	-0.0228333333333333
C17orf53	-2.17033333333333
PTPRH	-3.74075
ATP6V1C1	-0.5392
TAS2R3	-0.9575
LOC440356	-0.98075
COQ10B	0.42875
PSMF1	0.357333333333333
SORBS2	2.70216666666667
NFE2L2	-0.10425
TMCO7	-0.43975
SH3PXD2A	0.7857
SH2D2A	-0.01275
SPINK5	-2.47625
MRPS24	-0.76575
OPA3	0.150875
TRAF7	-0.910833333333333
C4orf35	0.181
MT1G	-0.312625
MGC39545	0.651
HS1BP3	0.2077
OR2B2	0.58
CHRM4	-0.53
SFRP2	4.2505
RIC3	0.17775
ART1	0.7395
C6orf1	0.2805
DUS4L	-0.6655
C10orf104	0.69475
TNFAIP6	2.935
RTEL1	-1.4955
CCT4	-0.3894
ZNF709	0.08875
CHMP6	-0.2265
UPP2	0.75675
CYP19A1	-0.9765
CD151	-0.466666666666667
NDUFA13	0.371666666666667
ARFRP1	-1.04416666666667
FAM26B	1.7745
CRYBA1	-1.597
MRPL41	0.497166666666667
NPFFR2	-0.497125
HRH2	0.2315
SCAMP3	-0.2875
MTMR6	0.9944
MTG1	-1.19683333333333
UBTD1	1.0305
CRABP1	-2.4135
FLJ33790	0.2362
KIAA1908	-0.2715
GPR158	-2.2185
PACSIN3	0.142
OMD	3.91383333333333
CATSPER1	-0.087
HOXB8	0.062375
FBXO46	1.177
OAS1	0.642166666666667
SVIL	0.461
PHB2	-0.73525
ADCY3	-0.3225
NDRG2	1.81916666666667
ERMAP	1.2018
APBA2	-1.78633333333333
IGSF9	2.50975
WNT6	-0.164714285714286
MYCBPAP	-0.3765
ATP2B2	-0.189777777777778
CPVL	0.6334
TRAM2	-1.30225
NOP5/NOP58	-0.735
ZNRF4	0.24325
TLK1	0.32575
MTMR12	0.573214285714286
ZNF384	-0.555333333333333
FAM9B	-2.7645
RPN1	0.6685
PMVK	0.75175
EIF3D	0.1559
SIX2	1.828
HPS1	0.761857142857143
RNF7	0.519
PSKH2	0.764
KCTD13	-1.19983333333333
CSMD3	-0.6937
FBF1	0.3295
IL8	-5.398
SERPINB13	0.5676
FBXL20	-0.641
BLR1	0.1835
SH2B1	-1.05083333333333
RFNG	-0.892875
RAB20	1.11133333333333
RBM7	0.4605
POLR1A	-1.01433333333333
TMPRSS4	-2.6935
TAF9	-0.324625
TERF2	-0.618666666666667
TNFRSF1A	0.225583333333333
ACADVL	-0.878666666666667
GTF2H5	0.51325
EDG8	0.100833333333333
C9orf140	-1.735875
UST6	0.315
ZBTB8OS	-0.12825
ZNF710	0.8835
GPR174	-0.228
ATP6V0A2	-0.81675
KIAA0319L	-0.316333333333333
XKRX	-1.6435
DOPEY2	1.3197
SDHD	0.420083333333333
SUMF1	1.5105
OSM	2.48475
OPN3	-0.45525
DAGLB	-0.545166666666667
PPFIBP1	0.2092
TRIM63	-0.5015
C10orf53	-0.6735
LYPD3	0.231333333333333
BCL7A	-0.586375
AGER	-1.6155
TCF19	-1.392375
SAT2	0.33675
PFTK1	1.07716666666667
GABRE	-2.2485
C15orf38	1.9808
FIS1	0.7665
KCNV2	-0.50175
CLPS	0.56725
PPCDC	-0.696625
FOXN2	0.561833333333333
NT5E	-2.6016
CD83	1.2805
IL18	1.024125
VPS16	-0.0575
IGFBP2	-1.95283333333333
NOTCH2	1.04375
SIGLEC1	2.741375
CD93	5.73
SULF2	-0.0865
CEP164	-0.240125
P53AIP1	0.102166666666667
TOR2A	-0.00883333333333332
ZNF136	0.5185
MGP	4.5133
CCDC144A	-0.2045
TRPC1	0.0905
SMS	-0.369666666666667
MAPK7	-0.590666666666667
RRAGC	0.78025
PARD6A	-0.0651666666666667
NUB1	0.316666666666667
SYNGR4	-0.236
OR11H12	0.2415
WIF1	3.57025
GCH1	0.0255
OR11H4	0.7405
SLC44A5	-1.3345
GPRIN2	3.022
LOC401431	0.7895
CPA4	-1.0497
MELK	-1.65
IL15RA	0.5375
CUL3	0.277875
HMBOX1	0.98175
PODXL	-1.23975
CCT6B	1.31966666666667
COMTD1	-0.4905
MUC20	3.13166666666667
GPX2	-2.418625
ITK	0.29775
FBXL5	1.548
C13orf27	-0.87775
DEFA5	-0.2335
TRHDE	0.686
MTP18	-1.24066666666667
UQCRQ	1.5533
ITGB2	1.747
CSRP2BP	0.367
TAS2R44	0.142
PHPT1	0.24975
FAM44C	-0.23025
ERH	0.48275
MPHOSPH1	-2.05283333333333
MORC1	0.0455
PARVB	-1.41475
LAMA1	-2.22925
PGBD3	0.643
GIMAP6	4.51475
AREG	-0.347333333333333
LIPT1	0.5055
MGC99813	-1.269
C1orf201	-0.133166666666667
GRIN2A	-1.237125
MAN2C1	-1.2105
NSUN5	-1.2345
SF3B5	0.3205
MYC	-2.1876875
NRXN1	0.360416666666667
ZNF18	0.0835
SPDYA	-0.0824285714285714
SLC37A1	1.348
DECR2	-0.85425
ANKRD38	0.320142857142857
SPTLC3	-0.976
SUPT16H	-0.584375
DTWD2	1.17425
ULBP1	0.3555
ZADH1	0.156333333333333
OIP5	-2.36925
IL10RB	-0.134666666666667
OTUB2	-0.440625
VWA3A	-0.182166666666667
SPIC	1.07216666666667
OR6C4	-0.3095
PSCD4	1.51416666666667
DPY19L2P2	-2.117
TRAPPC6A	0.742
C21orf2	-0.423333333333333
CEMP1	-0.6485
LIN7B	-0.257
E2F7	-2.75033333333333
VCP	-0.065375
LAMA3	1.24258333333333
BGN	2.0025
GPR160	2.5165
COCH	-3.92816666666667
GPR81	2.07
APOBEC3F	-1.38925
tcag7.1017	-0.5365
C1orf32	0.2785
SCGB1D2	6.92475
FLJ43987	-0.1305
C6orf170	-0.08
KLK9	0.1955
GPD1L	1.23025
VPS37B	0.034
ATG3	0.0266666666666667
ADAMTS17	0.862
KLHDC2	0.387333333333333
NDUFV2	-0.4135
BLK	-1.22875
MATN4	-1.3335
GPM6A	0.0363333333333333
GBP4	4.07433333333333
TMEM162	-0.430833333333333
PKP2	-0.277
HRASLS	0.994666666666667
MMP1	-3.40275
SFXN3	-0.6011
FSD1	-1.96366666666667
ST6GALNAC3	-1.00666666666667
CA12	2.6852
NCOA6	-0.096
C19orf58	-0.5569
PPP4R1	-0.877166666666667
MAN1A2	1.0635
IKBKAP	-1.038
UPF1	-0.256333333333333
KIAA1219	0.01475
WNT16	1.00716666666667
SNW1	0.003625
IL18RAP	3.66275
RPP30	-0.113125
CDC40	0.1165
SETD3	-0.0653333333333333
SLAMF6	0.536
ELK4	-0.5385
TRIM47	-0.215833333333333
ACOX3	1.63025
TRIM6	0.769625
KIAA0372	-0.0948333333333333
TP53AP1	1.091375
SMURF2	-0.5675
ADAD1	-0.331
EBP	-1.3517
KRTAP13-2	-0.3085
FLJ36874	-1.2385
TOR1A	-0.310166666666667
P2RY4	0.522
GPBP1	0.24475
TRPV1	-0.5155
ADAMTS12	0.0971666666666667
PES1	-1.2674
ATG4A	1.00883333333333
MAGEA10	-4.30925
WFS1	0.971
CC2D1B	-0.723666666666667
PABPN1	-0.126125
SLC25A30	1.106
SLCO1C1	0.964833333333333
SLC22A5	2.4125
KIF23	-2.69716666666667
SYN2	-0.206666666666667
ASPN	9.06333333333333
CENTG2	-0.10925
QSOX2	-1.9504
FLJ10815	-0.2858
STK24	-0.2330625
SPEG	-0.1452
STK10	0.18
DACT2	1.3305
AAAS	-1.0865
SSX3	-1.61233333333333
ABCD3	0.3498
C4orf12	0.00225000000000002
PARVG	1.32666666666667
FIG4	1.23075
C9orf46	2.134
TMCO6	-1.159
IGHMBP2	-1.268
DUS2L	-1.24166666666667
FAM3C	0.00300000000000001
TMEM16D	-2.559
DCTN4	0.544
KCNH3	-0.4985
EIF2AK2	0.73625
AP1S3	0.28525
CST4	1.337
PAM	0.1140625
NUTF2	-0.8125
CITED2	1.3513
SLC39A4	-0.7165
C2orf52	-1.711
GRM3	0.498666666666667
C12orf49	0.521125
CCDC49	-0.6372
GRAMD1B	-1.524125
FNDC4	1.1185
SIAH2	-0.01175
GDPD4	-0.72325
C21orf87	0.0645
ATP5A1	-0.391833333333333
C16orf63	-0.694625
LOC388135	0.874833333333333
ATP5J2	-0.609125
MMP3	1.19375
EMID2	-0.19
CRHR1	0.50225
WDR70	0.15125
C13orf31	1.66675
ZFAND1	0.27875
CCL18	4.5785
C3orf49	-0.447
RINT1	-0.9815
KIAA0408	-0.975
F13A1	5.3397
SLC10A1	0.0656666666666666
OGN	4.6195
GIPC2	0.391166666666667
XPO6	-0.786166666666667
LCE1A	0.465
FMR1	0.2927
LOC374920	-0.09825
DUSP3	-0.0295
ANKMY1	-0.0235
C7orf50	-0.24075
BBS9	-0.1131
UNC119B	-0.49075
C9orf72	-0.188375
MGC35440	-0.370333333333333
ENTPD6	0.02925
PPP1R2P9	0.48925
ERCC4	0.13575
FAHD2B	0.4165
HMHA1	0.542
HACL1	-0.465
RAD23A	-0.676333333333333
FAM83B	-0.98175
PPP5C	-1.42266666666667
RNASEH2C	-0.415625
C9orf153	0.36825
SCAMP4	0.459625
GHITM	0.8188
NDUFB7	0.082
ADCYAP1	1.062
SP110	1.87983333333333
MAP3K7IP2	1.189
DHH	0.1815
AGRN	-0.419071428571429
WDR33	0.101166666666667
CEP290	-0.0906666666666667
PRPS1L1	-1.95733333333333
KLRA1	-0.2085
GPR97	-0.396
CHD7	-0.748333333333333
TLR10	2.391
SLC30A8	0.07
HIC1	1.52916666666667
IAPP	0.627
RXFP4	0.5845
GP1BB	-0.01625
SHQ1	0.552
NKX2-3	0.373666666666667
API5	-0.24625
FTHP1	0.999
MOV10L1	-0.119
TRIM6-TRIM34	2.34716666666667
ADHFE1	2.23225
FAM117A	-0.17875
DDI1	-0.345
CDON	-0.2315
TRIM73	-0.8
IGKC	5.5805
MMP14	-0.53125
DYNC1LI1	-0.4145
C11orf66	0.18975
TRBV3-1	-0.3055
FASTKD5	0.244
BIVM	-1.19875
LHX4	-0.70125
CXCL2	0.2695
RAB2B	-1.14183333333333
IZUMO1	-0.6295
MAP3K15	-1.659
FAM19A2	0.69
ZC3H8	-0.627333333333333
ZMAT1	1.439125
SPINK5L3	-2.42166666666667
SLC10A6	0.6115
APPL2	-0.088
CARD10	-0.782666666666667
LOC402176	0.734375
EEF1D	0.5001
RAB6A	1.6071
C12orf5	-0.86
PAPOLG	-0.05
MSRB2	1.23
BCR	-0.0362777777777778
PUS3	0.1595
TIAM2	0.638
ZNF317	-0.268833333333333
CHD2	-0.357153846153846
FZD5	-1.64909090909091
NUDT8	0.19
ZNF763	-0.1425
PRC1	-2.00833333333333
ABCB9	-0.808833333333333
SPATA3	-0.1375
TRAK2	2.06425
STAB1	3.44925
LRRTM2	0.0596666666666667
psiTPTE22	-0.0155
DBI	1.827
SERPINA11	-0.7715
NAT5	0.17725
C20orf58	-2.3915
RPS6KA4	0.271333333333333
FLJ90650	1.14475
TGFBRAP1	-0.12
CHRDL2	2.831625
FAHD2A	0.0798333333333333
CNTN1	0.70275
BBS4	-0.4253
TMEM181	0.12525
MINPP1	-0.29975
MPHOSPH6	0.831916666666667
HOXC10	2.2874
ITPKB	0.6565
CLPTM1L	-0.472625
MEOX2	1.96066666666667
ATP6V0C	0.016375
PRPF8	-0.8295
TMC5	3.03625
FKBP3	-0.23425
PLEKHB2	0.35225
OR4D6	0.4155
ZNF544	-0.4509
D2HGDH	-0.376875
RPL18A	0.1909
HEL308	0.104
MPP6	-3.1755
TCERG1	-1.6315
KRT16	1.09983333333333
KLF17	-0.897
KLF5	0.7165
CDR1	3.367375
VCX3A	-3.8545
FBLN2	2.458
C14orf104	-0.42325
HBE1	-4.782
OR4S2	-0.14
C1orf108	-0.978666666666667
ROBO4	4.10616666666667
CPEB4	0.59125
C11orf80	-0.0118333333333333
BCKDHA	0.52
MYOC	2.2185
GIF	0.3485
CKMT1A	0.9425
RPL3	1.1115
THBS1	2.359125
APOO	-0.40875
ARMCX1	2.2415
HSZFP36	1.193
SNAPC5	-0.45725
EIF4ENIF1	0.818
ZNF433	0.01875
TNFRSF21	-0.347
TMPRSS7	-0.3845
SPATA18	1.4451
HPDL	-2.6455
MKL2	1.4981
TBX3	-0.572
C21orf93	0.333666666666667
DAXX	-0.122
ELMO1	0.639625
RGS13	4.174
TAF11	-0.773
UNC13A	-2.174125
LOC653314	-0.1401
ORC3L	-0.508
IMAA	-3.4195
TARBP2	-0.27225
CABIN1	-0.7288
TRIOBP	-0.5239375
HIST1H2AC	0.948375
RGS22	-1.81583333333333
NCOA1	1.647
IL25	1.9315
SNCG	0.9505
GPR6	0.426
AMDHD1	-2.45316666666667
CHEK2	-1.248625
C6orf142	0.1285
DRD4	-0.6745
C14orf68	-1.137
GDF11	-1.9095
SEMG2	0.6605
CD247	0.9685
CDAN1	-0.462
RBMX2	0.255666666666667
TGS1	-0.69925
OIT3	1.12175
SYF2	0.6915
MCM4	-2.887875
PKHD1L1	0.724
CEP192	-1.37216666666667
IFT88	0.65875
RPL9	1.41307142857143
RAB32	0.427625
DDX43	-1.624
P2RX2	0.372333333333333
OR5D18	3.336
UBE1	-0.341583333333333
SLC24A1	1.07525
ARHGAP5	0.54075
CETP	0.1645
KIAA1731	-0.770833333333333
SLC9A4	0.913
PTPN6	0.86425
BAHD1	1.12825
GRIK3	0.4745
CACNB2	-0.284
PDE10A	-0.4405
DGCR14	-0.5935
PCDHB9	-0.628166666666667
RHOQ	0.694833333333333
MAP3K4	-0.1985
KTI12	-0.428666666666667
RPL23AP13	-1.35075
GNG11	-0.0865
CLCN3	1.22566666666667
GPAM	0.5265
VSTM2A	0.1545
SLAMF7	3.48133333333333
INTS2	-1.35975
PPP2CA	0.2525
LRP12	-0.0484
SEC14L2	2.33388888888889
DKFZP586H2123	3.277
MC3R	0.563
CIRH1A	-2.179
HIST1H2AB	0.0773333333333333
POLH	-0.8315
MGC16703	-1.914
SNAPC2	0.0955
FILIP1L	1.1805
RASGRP4	0.044
LRRC1	1.911
GAS1	1.7965
PRAC	-1.3765
DGKA	-0.835166666666667
NT5C3	-0.68575
PEG3	-2.16575
NADK	-1.6655
PRR17	-0.2025
LOC374569	0.44925
SGSH	-0.0358333333333333
NLRP8	1.0575
GALT	0.5563
MCF2	-0.9935
ZNF263	-0.2845
TACSTD1	1.45216666666667
TYR	-6.1401
ATP6AP2	0.659
RNUXA	0.0165
ABHD10	0.0855555555555556
GDPD2	-2.2535
SLC35C1	0.37575
UBE2A	0.135125
HERC5	-0.68
FAM112B	-4.16666666666667
FBXL16	1.3665
DKFZP434A0131	-0.69825
ELA3A	-2.655
RBM41	-0.790875
HAO2	0.0233333333333333
RNH1	0.142
SHANK2	1.3615
OSBP2	-2.332125
DAK	-0.397166666666667
C3orf58	0.0890833333333333
TCL1B	-0.4635
KBTBD2	-0.622625
SUGT1L1	0.36275
UBE2E2	0.4525
MYL9	2.529375
CDC23	-0.518666666666667
PBXIP1	1.1722
CXorf40B	1.732
NBL1	1.0755
RTBDN	0.1005
RAB11FIP5	0.398375
TTTY13	-0.983
SCOTIN	-0.118083333333333
SOHLH1	-0.289833333333333
CDKN1A	-0.464214285714286
NCK1	0.422
ZNF550	-0.12425
SAPS3	0.510666666666667
SPIN3	0.349166666666667
MAGEE2	0.536
MIS12	-0.872166666666667
OR8H2	-0.175
KIAA0774	-0.518833333333333
UNC5D	-1.754
CUL7	-0.485333333333333
LIPC	-2.93683333333333
DIO1	1.55075
C20orf11	0.1342
CTRL	-0.96775
HS3ST2	2.80275
PAK4	0.578
CCRL1	3.00625
RNF10	-0.013375
ZNF567	0.54825
ZNF660	-0.753
TCEAL3	0.906
MAGOH	0.579
CENPB	-0.328833333333333
C19orf7	0.70025
LOC388965	0.67575
ZCCHC13	0.034
JMJD1A	-0.9956
HIST1H4H	-0.0535
TBRG1	-0.638
GPC3	-3.549875
TAF1C	-1.2765
EBNA1BP2	-0.861333333333333
CIAPIN1	-0.88025
PDGFRA	0.591055555555556
CSTB	-0.669375
CENPI	-2.05966666666667
GTF2E2	-0.138166666666667
RPP21	-0.33
CCNF	-1.65316666666667
KCNQ3	0.4765
FAM79A	1.2755
SLC22A12	0.7105
NOVA1	0.566
FZD3	0.2404
AKAP8	-0.58725
SOCS5	0.984375
CFDP1	-0.65325
DLG5	0.17475
PGM5	1.0255
C1orf144	0.08725
HDAC10	-2.5635
RND2	-1.13
C20orf199	-0.086
RNMT	-0.8925
SLURP1	0.513375
ASTN1	0.245875
SH3BGR	2.33175
MYCL1	-0.683857142857143
ZHX1	-0.0313333333333333
CENPK	-3.09575
FOSB	2.8291
LOC643406	0.014625
C2orf59	-0.993375
TMEM135	0.37375
SLC27A2	-3.592
KRT33A	0.79
OVOL1	1.302125
PAMCI	-1.16033333333333
S100A7	4.954
ZNF789	-0.6705
HARS2	0.36825
RPL23A	-0.248833333333333
TCF23	0.19475
UPF3B	-1.43125
C17orf78	0.352
HLA-DOB	1.468
C14orf142	0.688333333333333
TEKT5	2.17033333333333
DMWD	0.213
POLD1	-2.15416666666667
GSCL	0.2915
CALD1	0.4449
SCRT1	0.391166666666667
AIG1	1.60175
UNC84B	-1.037
ZNF404	0.53275
TMED6	-3.06325
KIAA1462	0.1345
LRRC27	1.4035
PYGO1	0.1495
PIGU	-0.5125
ALAS2	-3.53933333333333
WRNIP1	0.30975
CNNM3	0.1025
ZNF2	0.496
ST3GAL5	-0.0785
MRPL23	0.27275
TSSK6	-1.569
PSMA6	0.058
C16orf70	-1.215
KIAA1602	-0.42875
ALMS1	-0.0185
DCN	3.802
TMEM132D	-1.1075
SUCLG2	0.98775
ABHD14A	0.273
DEXI	0.2245
AMPD2	-1.1945
IFNAR2	-0.5495
CYB5A	2.7812
TLOC1	0.8653
NXF5	0.43
NRBF2	0.41675
KCTD3	0.81875
ITGAE	-1.07066666666667
SLC30A3	-1.56066666666667
ZRF1	-1.2145
IFRD2	-0.3135
XAB1	-0.15375
PYCR2	-0.7965
SERPINB3	-3.813
TMLHE	0.1783
GEFT	-0.878375
ABCA5	-0.223875
EMR4	-1.0095
TSFM	-0.28975
HIST3H2BB	-0.78525
ARHGEF19	-0.2255
TSPAN17	0.0235
ABCC8	1.9145
MAP1S	-0.0946666666666667
C22orf36	0.424
BNC2	0.294
HIST1H4A	-0.86775
NDUFS3	-0.0898333333333333
WDR3	-0.832833333333333
XKR4	-0.251
TTC33	0.294642857142857
STMN2	2.42375
CPN2	-0.941
HSPC105	1.3895
PCOLCE2	-0.226
C3orf55	2.3495
KLHDC9	2.13833333333333
TBC1D23	0.07525
ATXN2L	-1.96466666666667
MAP2K3	-0.289833333333333
SCAP	-0.176
ZNF486	0.553833333333333
C20orf96	0.862
NARS	-1.15175
ADAMTSL1	-0.0137857142857143
PRCC	0.0283333333333333
CCDC126	2.69733333333333
ZNF675	-0.0275
CALCOCO1	0.1845
ANKRD43	5.18325
CWF19L2	0.224166666666667
ZBTB32	1.89833333333333
BRAF	0.613
ODF4	0.075
MGC14376	0.593666666666667
HORMAD1	-2.64383333333333
AAK1	0.0141818181818182
PEBP1	0.670916666666666
TNFSF5IP1	-0.125833333333333
DKFZp564N2472	-0.06775
RMND1	-0.508
IGKV1-5	5.26
COL1A2	3.72758333333333
SERPINA5	-0.90725
AANAT	0.5495
C19orf21	-2.03
GEMIN5	-0.97825
UBR4	-1.26166666666667
LTBP3	0.762666666666667
AMHR2	-2.32316666666667
PROCR	-0.75475
MYBBP1A	-1.79075
C20orf39	1.318
ZNF697	0.2715
PASK	-0.8526
ZNF776	0.316166666666667
RFXDC2	0.17425
KIAA0467	-0.084
C10orf96	-1.527
ZNF503	1.139
GULP1	-0.479
KCNE4	0.285333333333333
DKFZp434K191	-1.108
LOC196913	0.425
BHLHB4	0.0805
CH25H	1.89125
LOC81691	-1.167
ALPL	0.523142857142857
COL12A1	2.078625
FOLR3	-1.9565
GPR123	-0.369875
TRIM62	0.174071428571429
ABLIM1	1.4435
MAST3	-0.43575
RHBDD1	0.591833333333333
LOC338809	-1.4005
RYBP	0.486
TTC26	-0.114875
ZNF22	0.261333333333333
ISCA2	-0.0825
RDM1	-2.448
PIGM	0.44475
GNB3	-1.586
ACTR2	0.2197
HMGB1	0.52855
EDG1	4.22433333333333
SOAT2	-3.4745
OR10AD1	-1.2165
RAP1GDS1	0.47775
LCE1F	0.3735
ESM1	-1.302375
RCN3	2.28375
CREBL1	-0.88675
DBNL	-0.733333333333333
PTGER3	2.46425
USP30	0.156166666666667
BCL2L12	-0.448333333333333
KIF26B	1.80825
ZNF416	0.86875
ZNF225	0.374
C17orf70	-0.69525
ZNF554	0.67625
RAE1	-1.10633333333333
TNIK	1.23683333333333
ACTN3	-0.174
MGC45922	-0.137
CCNA1	-0.238333333333333
RYK	0.644833333333333
IL26	-0.438
LRP3	0.402666666666667
QARS	-0.03425
SOX7	0.963357142857143
BID	-0.641125
OR2S2	1.177
CXCL14	4.0855
C11orf47	-0.8615
MGC29891	0.893333333333333
HSPB8	0.1834
PRDM14	-1.06
NUFIP2	-0.19525
MNAT1	-0.101125
ZDHHC2	-0.103416666666667
MBNL2	0.1765
ADD3	-0.058875
CSNK2A1P	-0.61925
KLK6	0.573833333333333
TMEM111	0.3218
KIAA1279	0.4875
NUBP2	-0.3555
RAB42	-1.14025
ID3	-0.6384
TM9SF1	-0.0365
MDP-1	-0.149
POU4F2	0.492333333333333
IQCK	1.166
C16orf14	-0.5185
CAPN3	-1.538125
FAM43B	0.004375
RECQL	-0.742
AP1G1	-0.139
CTNNBL1	-0.134
ECHDC1	-0.732333333333333
SMARCC1	-0.1945
FOXQ1	-2.450125
GNAI3	0.3155
POLG2	-2.234
CD4	1.098
ITLN1	-0.599
