Hybridization REF	TCGA-A2-A0CL-01A-11R-A115-07
OR5L1	-0.142
ANAPC4	-0.719
ZSWIM1	0.22125
LOC93622	-0.98725
KCNK3	0.7776
RP11-35N6.1	-2.5485
ZFP161	-0.239666666666667
AQP9	2.8255
SLC15A2	0.458666666666667
MREG	0.860333333333334
OR9I1	-0.0785
PDLIM2	0.34275
ADAM7	0.276
GSTCD	0.107666666666667
WDR21A	0.23525
SLC12A8	1.51883333333333
TMEM174	-0.04425
IGSF3	0.00850000000000001
LRRN1	1.359
LOC402117	-0.3865
SRPK1	-0.987833333333333
LY6K	-2.005125
NFIA	1.747
PTCD3	-0.6715
LEP	2.19283333333333
PCDH21	-0.227
MAPKAPK2	0.298285714285714
NMNAT1	-0.63
LHFPL2	1.074125
C9orf43	-0.3275
DIP2A	-0.814833333333333
ACTR8	-0.249625
CCDC34	0.25075
PTPN22	1.51375
ITGA3	-0.8285
FAM129C	2.742
RABGGTA	0.034
UNC45B	0.46125
KIAA1033	1.256625
ZNF510	0.118666666666667
CYP2D6	-0.601166666666667
SLC26A10	-1.141
STX8	0.098
LUZP1	0.226125
WDR89	-0.2425
EIF4G3	0.042
C5AR1	2.2265
ZNF623	-0.1755
A2M	1.68125
TGM7	-0.185
GRPEL1	-0.495333333333333
LMNB2	-1.3484
ROCK2	0.202166666666667
SNX16	0.784875
CCDC66	0.199
ANXA3	0.95925
KIAA1609	-0.056625
EED	0.085
RNF32	0.435333333333333
HES1	1.2702
CLC	1.00333333333333
ISL1	-1.215
KIAA0528	0.00312500000000001
MANEA	0.832
C1orf61	-1.2485
hCG_2001000	-0.302
RAPGEF6	0.5451
KIAA0020	-1.223
NEIL1	-0.9115
C16orf45	-1.5045
RBM10	-0.585
C10orf125	0.311625
MRS2L	0.089
DNAH17	-0.84975
C19orf10	-0.25325
C1orf160	0.0785
SLFN12	1.40925
EXOC3	-0.4135
HIST3H3	0.43275
NCOR2	0.018
TNFRSF9	2.72275
MFSD8	1.04525
ALX1	-3.65266666666667
NOL1	-0.82875
PODN	2.21325
TIAL1	-0.56675
HIST1H1E	-1.651
NPY6R	-0.113
TM4SF4	0.24575
CORO2A	-0.417
ETNK2	1.24083333333333
APOE	0.9944
ANGPT4	-0.3995
HDGF2	-0.8735
G30	0.176
ST8SIA4	1.239125
F2RL1	-0.14025
FAM19A4	-4.75475
CCAR1	-0.361
B3GNT7	-0.13025
OPHN1	-0.1828
DSCR6	3.8675
C21orf13	-0.320166666666667
GAS2L1	0.182916666666667
RFX3	0.120166666666667
COPS4	0.10175
BCHE	-4.50283333333333
BCL2	1.200625
HBZ	-2.1925
ARL13B	0.280375
MAPBPIP	0.39475
MYO15B	0.158875
SPZ1	0.19525
KIAA1324	1.45888888888889
PLCL2	1.197375
C4orf29	0.38975
WDFY2	0.1555
ZNF284	0.092
NAALADL1	1.012
DUSP5	1.28766666666667
PXDN	0.01875
SLMO1	-0.97775
TNXB	-0.0229
BIRC7	-1.4355
A4GALT	1.13
TIMM22	0.13225
FAM110C	0.2755
TOMM34	-0.224375
ABHD9	0.064
ADAM32	1.3225
CRHBP	1.198
AQP2	0.159625
LOC130355	0.85275
ZNF187	0.0553333333333333
ZNF816A	0.7325
F7	-0.277
CNOT1	0.2799
SLC13A4	-1.0245
ZBTB11	-0.0665
B3GALT5	1.635
EXOC2	0.151
IRS1	0.0651
TMEM1	0.212166666666667
MRPL34	-0.329833333333333
SAMM50	0.13475
CDC42EP3	0.16275
HSF2	-0.4675
MFN2	-0.1495
TSPAN7	-0.034
NUCB1	0.112083333333333
RHOH	0.8945
ARL16	-0.544
TACR1	0.116
SFRS5	0.284
SNX25	-0.214625
RHBDF1	-0.297333333333333
PCDH18	2.81033333333333
HMG1L1	0.5265
MYO5C	-0.0595
MAPK10	2.194
LDHAL6A	0.326166666666667
NUDT12	0.584
NCAM1	-0.450375
GLIS2	-0.0285
GGTL4	0.0745
DAPP1	1.86275
ATF7	0.239625
KIAA0748	1.6
NFIL3	0.11775
TM6SF1	0.9376
SEZ6	-0.162125
NANOS3	0.145833333333333
DNAJA3	-0.550166666666667
CLDN6	-3.274
CIITA	2.966
EPHA4	0.160916666666667
FANCC	-0.64175
CMTM3	0.649375
PSG3	-0.64025
MRPL15	-0.7385
C21orf59	0.19525
PLCXD2	0.405
C2orf34	0.264375
UBE2L6	1.493375
MED14	0.871333333333333
HP1BP3	-0.2194
C6orf208	-0.826
TPBG	-1.03625
OSR2	-1.317625
XPC	-0.266
KLHL7	1.77425
CCR3	0.414666666666667
AGTPBP1	-0.477333333333333
PCSK6	-0.968066666666667
STAT5A	-0.778
FAM18B	0.41725
LONRF2	-3.63683333333333
PTPN2	-0.048875
SF3A3	-0.608166666666667
EFCBP2	-0.2845
HCFC1	-0.487333333333333
AHNAK	0.83185
ACTR5	0.32275
KIF14	-1.14528571428571
TENC1	0.45075
HEATR5B	0.693
YIPF2	-0.014
MYEOV2	0.688
DUSP18	1.06025
KIAA1012	0.708
AHR	0.5125
C17orf53	-1.1075
PTPRH	-2.47825
ATP6V1C1	0.1416
TAS2R3	0.069
LOC440356	-1.4015
COQ10B	0.80875
PSMF1	0.5575
SORBS2	-0.0770833333333333
NFE2L2	0.86075
TMCO7	-0.01
SH3PXD2A	-0.4218
SH2D2A	1.9455
SPINK5	-3.38
MRPS24	-1.04625
OPA3	-0.13175
TRAF7	-0.0701666666666667
C4orf35	0.305166666666667
MT1G	0.421375
MGC39545	0.3725
HS1BP3	0.3505
OR2B2	-0.2785
CHRM4	-0.152
SFRP2	2.83033333333333
RIC3	1.08825
ART1	-0.045
C6orf1	-0.107375
DUS4L	-0.39575
C10orf104	1.138
TNFAIP6	2.81375
RTEL1	-0.3105
CCT4	-0.7636
ZNF709	0.77
CHMP6	0.278333333333333
UPP2	0.157
CYP19A1	-1.419
CD151	-0.815333333333333
NDUFA13	0.226333333333333
ARFRP1	0.0783333333333333
FAM26B	1.73825
CRYBA1	-2.271
MRPL41	-0.183333333333333
NPFFR2	-1.91825
HRH2	-0.1075
SCAMP3	-0.3905
MTMR6	1.2193
MTG1	0.235
UBTD1	0.14025
CRABP1	-1.54
FLJ33790	0.3514
KIAA1908	-1.31216666666667
GPR158	3.7955
PACSIN3	0.73
OMD	2.917
CATSPER1	0.493666666666667
HOXB8	-0.994
FBXO46	-0.0235
OAS1	2.34933333333333
SVIL	0.09775
PHB2	-0.21675
ADCY3	0.568
NDRG2	0.962333333333333
ERMAP	0.3403
APBA2	-0.669333333333333
IGSF9	1.638
WNT6	-0.253857142857143
MYCBPAP	-0.2775
ATP2B2	0.1223
CPVL	0.7453
TRAM2	0.0536666666666666
NOP5/NOP58	-0.16225
ZNRF4	0.06375
TLK1	0.39975
MTMR12	0.228
ZNF384	-0.393666666666667
FAM9B	-3.571
RPN1	0.7439
PMVK	0.449
EIF3D	0.2034
SIX2	-1.50975
HPS1	0.423357142857143
RNF7	1.099
PSKH2	0.1835
KCTD13	-0.3485
CSMD3	-0.9026
FBF1	-0.131
IL8	-4.3075
SERPINB13	0.08875
FBXL20	-0.018
BLR1	0.66275
SH2B1	-0.412666666666667
RFNG	-0.08725
RAB20	0.4775
RBM7	-0.205
POLR1A	-0.645
TMPRSS4	1.81625
TAF9	-0.882125
TERF2	0.0336666666666667
TNFRSF1A	0.299833333333333
ACADVL	-0.678833333333333
GTF2H5	0.41125
EDG8	1.243
C9orf140	-0.919625
UST6	-0.15
ZBTB8OS	-0.091
ZNF710	0.042
GPR174	0.987
ATP6V0A2	0.19175
KIAA0319L	0.0415
XKRX	0.1185
DOPEY2	1.6548
SDHD	-0.314583333333333
SUMF1	0.755
OSM	3.27825
OPN3	-0.8545
DAGLB	-0.527333333333333
PPFIBP1	0.4848
TRIM63	-2.35725
C10orf53	0.98
LYPD3	1.19866666666667
BCL7A	-0.03325
AGER	-0.743333333333333
TCF19	-0.673625
SAT2	0.262
PFTK1	0.247333333333333
GABRE	-0.428
C15orf38	0.1054
FIS1	0.6765
KCNV2	-0.2985
CLPS	0.60425
PPCDC	-0.510625
FOXN2	0.676833333333333
NT5E	-1.8065
CD83	2.144
IL18	2.41925
VPS16	0.6945
IGFBP2	0.0766666666666667
NOTCH2	0.619
SIGLEC1	3.162875
CD93	5.46
SULF2	-0.60475
CEP164	-0.54275
P53AIP1	0.110333333333333
TOR2A	0.0716666666666667
ZNF136	0.94425
MGP	1.9949
CCDC144A	-0.349666666666667
TRPC1	-1.23983333333333
SMS	-0.3105
MAPK7	-0.159166666666667
RRAGC	0.81525
PARD6A	0.447833333333333
NUB1	0.857833333333333
SYNGR4	0.38475
OR11H12	-0.00749999999999999
WIF1	0.596375
GCH1	1.32875
OR11H4	-0.227
SLC44A5	-0.594
GPRIN2	0.0566666666666667
LOC401431	0.04375
CPA4	-2.1973
MELK	-0.670666666666667
IL15RA	1.62975
CUL3	0.6255
HMBOX1	-0.183
PODXL	-1.75525
CCT6B	0.276666666666667
COMTD1	0.2475
MUC20	-0.611833333333333
GPX2	-3.3505
ITK	2.3175
FBXL5	1.42125
C13orf27	-1.5775
DEFA5	0.4375
TRHDE	-0.009
MTP18	-0.099
UQCRQ	-0.7022
ITGB2	2.42108333333333
CSRP2BP	0.1295
TAS2R44	0.0015
PHPT1	-0.059125
FAM44C	0.04275
ERH	-0.2915
MPHOSPH1	-0.333
MORC1	-1.335
PARVB	0.60075
LAMA1	-1.67141666666667
PGBD3	-0.48925
GIMAP6	3.66325
AREG	-0.254833333333333
LIPT1	0.04175
MGC99813	0.31475
C1orf201	-0.562166666666667
GRIN2A	-1.0632
MAN2C1	-1.128625
NSUN5	-0.36725
SF3B5	0.304
MYC	-0.9725625
NRXN1	-1.079
ZNF18	0.06625
SPDYA	-1.061
SLC37A1	1.1685
DECR2	-0.1695
ANKRD38	0.410375
SPTLC3	-0.0882500000000001
SUPT16H	-0.521625
DTWD2	0.55225
ULBP1	0.058
ZADH1	-0.706333333333333
OIP5	-1.666
IL10RB	0.9095
OTUB2	-0.160625
VWA3A	-0.0711666666666667
SPIC	2.99233333333333
OR6C4	-0.0145
PSCD4	2.29866666666667
DPY19L2P2	-1.9715
TRAPPC6A	0.548666666666667
C21orf2	-0.505166666666667
CEMP1	-0.43475
LIN7B	0.3495
E2F7	-3.09483333333333
VCP	0.0731875
LAMA3	0.222333333333333
BGN	1.5315
GPR160	1.117
COCH	-2.66066666666667
GPR81	1.93116666666667
APOBEC3F	0.43725
tcag7.1017	-0.61675
C1orf32	0.625
SCGB1D2	2.2645
FLJ43987	-0.773
C6orf170	0.235
KLK9	-0.0705
GPD1L	0.3315
VPS37B	0.534
ATG3	0.287666666666667
ADAMTS17	-1.038
KLHDC2	-0.0195
NDUFV2	-0.4685
BLK	0.979
MATN4	-1.475
GPM6A	0.53125
GBP4	3.77
TMEM162	0.038
PKP2	-0.117
HRASLS	-3.38122222222222
MMP1	-3.6285
SFXN3	-0.1707
FSD1	-1.94983333333333
ST6GALNAC3	-1.21383333333333
CA12	1.5129
NCOA6	0.577
C19orf58	0.1109
PPP4R1	-0.092
MAN1A2	1.3115
IKBKAP	-1.35925
UPF1	0.0133333333333333
KIAA1219	0.924
WNT16	0.695833333333333
SNW1	-0.3265
IL18RAP	4.13075
RPP30	-0.954
CDC40	0.489428571428571
SETD3	0.0291666666666667
SLAMF6	3.06975
ELK4	-0.044
TRIM47	0.0745
ACOX3	0.422875
TRIM6	1.33775
KIAA0372	-0.208333333333333
TP53AP1	0.15275
SMURF2	0.128
ADAD1	0.34325
EBP	-0.8722
KRTAP13-2	0.1195
FLJ36874	-0.2975
TOR1A	-0.0216666666666667
P2RY4	-0.125
GPBP1	0.22025
TRPV1	-0.209125
ADAMTS12	0.977333333333333
PES1	0.104
ATG4A	0.698166666666667
MAGEA10	-4.21725
WFS1	0.436
CC2D1B	-0.433166666666667
PABPN1	-0.363875
SLC25A30	0.16225
SLCO1C1	1.35116666666667
SLC22A5	-0.19525
KIF23	-1.4255
SYN2	-0.4375
ASPN	7.15216666666667
CENTG2	0.31925
QSOX2	-1.2697
FLJ10815	0.796166666666667
STK24	-0.25925
SPEG	0.316
STK10	0.839666666666667
DACT2	-0.5225
AAAS	-0.8785
SSX3	-2.118125
ABCD3	1.4588
C4orf12	-0.29325
PARVG	2.17283333333333
FIG4	1.0505
C9orf46	1.102
TMCO6	-0.704
IGHMBP2	-0.268
DUS2L	0.117166666666667
FAM3C	0.7934375
TMEM16D	-1.401
DCTN4	0.17
KCNH3	0.0045
EIF2AK2	2.39675
AP1S3	0.97
CST4	1.479
PAM	-0.413
NUTF2	-0.0255
CITED2	-0.6571
SLC39A4	-1.14375
C2orf52	-0.0845
GRM3	-0.481
C12orf49	0.31875
CCDC49	-0.1474
GRAMD1B	-0.916625
FNDC4	0.1935
SIAH2	1.212625
GDPD4	0.22675
C21orf87	0.09625
ATP5A1	0.196166666666667
C16orf63	-0.5215
LOC388135	-0.703
ATP5J2	-0.086375
MMP3	0.27925
EMID2	-0.24825
CRHR1	0.1665
WDR70	-0.36725
C13orf31	2.11625
ZFAND1	0.27825
CCL18	3.10133333333333
C3orf49	-0.134
RINT1	-1.7685
KIAA0408	-0.665
F13A1	4.2545
SLC10A1	-0.119333333333333
OGN	1.72025
GIPC2	-0.721333333333333
XPO6	-0.645166666666667
LCE1A	0.2705
FMR1	0.8434
LOC374920	-0.48675
DUSP3	0.134
ANKMY1	-0.061
C7orf50	-0.57225
BBS9	-0.0263
UNC119B	-0.4175
C9orf72	1.2985
MGC35440	0.73125
ENTPD6	0.427375
PPP1R2P9	2.08075
ERCC4	0.179
FAHD2B	-0.3865
HMHA1	1.0925
HACL1	-0.633
RAD23A	-0.1815
FAM83B	-2.849
PPP5C	0.0653333333333333
RNASEH2C	-0.279125
C9orf153	-0.241
SCAMP4	0.484875
GHITM	1.243
NDUFB7	0.595875
ADCYAP1	0.0951666666666667
SP110	3.18416666666667
MAP3K7IP2	0.445
DHH	-0.0535
AGRN	-0.0432857142857143
WDR33	0.1005
CEP290	1.33883333333333
PRPS1L1	-2.074
KLRA1	-0.352
GPR97	-0.0875
CHD7	-0.158666666666667
TLR10	4.01775
SLC30A8	-1.5365
HIC1	1.63633333333333
IAPP	-0.6505
RXFP4	-0.18575
GP1BB	-0.73275
SHQ1	-0.334
NKX2-3	-0.101666666666667
API5	0.15625
FTHP1	1.3105
MOV10L1	1.08983333333333
TRIM6-TRIM34	2.65316666666667
ADHFE1	0.847
FAM117A	0.20275
DDI1	0.007
CDON	-0.9065
TRIM73	-0.733
IGKC	3.962
MMP14	-0.245416666666667
DYNC1LI1	-0.13
C11orf66	0.84325
TRBV3-1	1.31475
FASTKD5	0.51825
BIVM	-0.809
LHX4	-0.477
CXCL2	-0.8917
RAB2B	-0.151166666666667
IZUMO1	-0.92525
MAP3K15	-2.31425
FAM19A2	0.148833333333333
ZC3H8	0.431666666666667
ZMAT1	2.24275
SPINK5L3	-3.625
SLC10A6	0.9345
APPL2	0.74725
CARD10	-0.4505
LOC402176	-0.455875
EEF1D	0.8239
RAB6A	0.1761
C12orf5	0.26575
PAPOLG	1.01175
MSRB2	1.417
BCR	0.0373333333333333
PUS3	-0.1745
TIAM2	0.14025
ZNF317	-0.0998333333333333
CHD2	0.298928571428571
FZD5	-1.63804545454545
NUDT8	-0.2835
ZNF763	0.7335
PRC1	-1.60266666666667
ABCB9	0.0903333333333333
SPATA3	-0.15275
TRAK2	0.565125
STAB1	2.2275
LRRTM2	1.25416666666667
psiTPTE22	-0.51325
DBI	0.6545
SERPINA11	-2.61425
NAT5	0.236
C20orf58	-2.254
RPS6KA4	0.606
FLJ90650	0.24375
TGFBRAP1	0.6225
CHRDL2	1.022125
FAHD2A	-0.563
CNTN1	0.04975
BBS4	-0.3964
TMEM181	0.31
MINPP1	0.0545
MPHOSPH6	-0.6645
HOXC10	0.4127
ITPKB	0.611875
CLPTM1L	-0.669
MEOX2	1.7445
ATP6V0C	0.376625
PRPF8	-0.659166666666667
TMC5	2.06175
FKBP3	-0.50925
PLEKHB2	0.28775
OR4D6	0.6935
ZNF544	-0.6148
D2HGDH	-0.47625
RPL18A	-0.4683
HEL308	-0.031375
MPP6	-3.058
TCERG1	-0.964
KRT16	-0.994
KLF17	-1.42175
KLF5	-0.963875
CDR1	2.598375
VCX3A	-1.946
FBLN2	1.66375
C14orf104	-1.04525
HBE1	-3.6571
OR4S2	0.346
C1orf108	-0.151
ROBO4	2.92066666666667
CPEB4	0.694
C11orf80	1.5635
BCKDHA	0.311666666666667
MYOC	1.9485
GIF	0.0215
CKMT1A	1.213
RPL3	0.1788
THBS1	1.32575
APOO	-0.581
ARMCX1	1.95975
HSZFP36	0.98075
SNAPC5	0.101
EIF4ENIF1	0.20675
ZNF433	0.81575
TNFRSF21	-0.33925
TMPRSS7	0.3685
SPATA18	0.291
HPDL	-2.9985
MKL2	1.0569
TBX3	1.32538461538462
C21orf93	-0.200166666666667
DAXX	-0.28125
ELMO1	1.532625
RGS13	3.1775
TAF11	-0.324
UNC13A	-1.39625
LOC653314	-0.3147
ORC3L	0.3275
IMAA	-1.8445
TARBP2	-0.83425
CABIN1	0.0647
TRIOBP	0.1245625
HIST1H2AC	-0.504
RGS22	-0.260666666666667
NCOA1	1.167
IL25	1.1075
SNCG	0.674
GPR6	0.22
AMDHD1	0.449833333333333
CHEK2	-0.61225
C6orf142	-1.41075
DRD4	-0.2195
C14orf68	-1.96425
GDF11	-1.5575
SEMG2	-0.0825
CD247	2.19425
CDAN1	-0.344
RBMX2	-0.0948333333333333
TGS1	-0.17075
OIT3	1.43225
SYF2	0.074
MCM4	-1.171
PKHD1L1	1.854375
CEP192	-0.460166666666667
IFT88	0.63575
RPL9	-1.00671428571429
RAB32	-0.45575
DDX43	1.646
P2RX2	0.174
OR5D18	0.264
UBE1	0.269333333333333
SLC24A1	0.127
ARHGAP5	0.2845
CETP	0.84775
KIAA1731	-0.152666666666667
SLC9A4	0.345
PTPN6	1.57375
BAHD1	0.54675
GRIK3	-0.262
CACNB2	-0.8308
PDE10A	0.21825
DGCR14	-0.25025
PCDHB9	-1.25466666666667
RHOQ	0.837666666666667
MAP3K4	-0.086
KTI12	0.0185
RPL23AP13	-0.803
GNG11	-0.10625
CLCN3	0.204
GPAM	0.06775
VSTM2A	-0.1115
SLAMF7	3.77066666666667
INTS2	-1.00625
PPP2CA	-0.0206
LRP12	-0.512333333333333
SEC14L2	1.42022222222222
DKFZP586H2123	2.21
MC3R	0.465
CIRH1A	-0.8235
HIST1H2AB	-0.491
POLH	-0.325
MGC16703	-1.88233333333333
SNAPC2	-0.0915
FILIP1L	1.69975
RASGRP4	0.623
LRRC1	1.793
GAS1	0.957
PRAC	-1.02575
DGKA	1.06383333333333
NT5C3	0.602
PEG3	-3.85833333333333
NADK	-0.16775
PRR17	-0.5635
LOC374569	-0.40375
SGSH	0.304666666666667
NLRP8	-0.0875
GALT	0.276
MCF2	-0.2835
ZNF263	-0.3175
TACSTD1	0.477166666666667
TYR	-5.7686
ATP6AP2	0.91975
RNUXA	-0.0925
ABHD10	-0.7137
GDPD2	1.792
SLC35C1	0.81775
UBE2A	0.096125
HERC5	2.47466666666667
FAM112B	-3.178
FBXL16	-2.25375
DKFZP434A0131	-0.2365
ELA3A	-2.5255
RBM41	-0.653125
HAO2	0.46525
RNH1	-0.1405
SHANK2	0.553166666666667
OSBP2	-0.874875
DAK	0.3195
C3orf58	-0.467666666666667
TCL1B	0.315
KBTBD2	0.081
SUGT1L1	1.30275
UBE2E2	0.966166666666667
MYL9	1.545375
CDC23	-0.4415
PBXIP1	1.0024
CXorf40B	0.68
NBL1	0.79775
RTBDN	0.1945
RAB11FIP5	0.04825
TTTY13	-0.65
SCOTIN	0.494666666666667
SOHLH1	-0.709
CDKN1A	0.740785714285714
NCK1	0.4365
ZNF550	-0.45175
SAPS3	-0.396
SPIN3	0.372
MAGEE2	0.5155
MIS12	-0.0266666666666667
OR8H2	0.3345
KIAA0774	-2.58
UNC5D	-2.447
CUL7	-0.7515
LIPC	-2.18116666666667
DIO1	-3.321
C20orf11	0.7932
CTRL	0.0265
HS3ST2	1.20375
PAK4	0.379666666666667
CCRL1	2.81725
RNF10	0.040125
ZNF567	-0.034
ZNF660	0.4295
TCEAL3	1.1575
MAGOH	0.279666666666667
CENPB	0.0848333333333333
C19orf7	-0.336875
LOC388965	0.32425
ZCCHC13	0.393
JMJD1A	-0.499
HIST1H4H	-0.294
TBRG1	-0.2259
GPC3	-3.3245
TAF1C	-0.87
EBNA1BP2	-0.301333333333333
CIAPIN1	-0.22275
PDGFRA	0.951888888888889
CSTB	-0.421
CENPI	-0.934833333333333
GTF2E2	-0.292166666666667
RPP21	-0.46925
CCNF	-0.97
KCNQ3	0.1275
FAM79A	0.817
SLC22A12	-0.1065
NOVA1	-0.804333333333333
FZD3	0.3747
AKAP8	-0.239
SOCS5	0.094375
CFDP1	0.16675
DLG5	1.62525
PGM5	0.74625
C1orf144	0.552083333333333
HDAC10	-0.886
RND2	0.31225
C20orf199	-0.88775
RNMT	-0.225375
SLURP1	1.651375
ASTN1	-0.244125
SH3BGR	0.17325
MYCL1	-0.8335
ZHX1	-0.151166666666667
CENPK	-2.31725
FOSB	2.1378
LOC643406	0.462
C2orf59	0.10825
TMEM135	0.216
SLC27A2	-1.86275
KRT33A	0.5565
OVOL1	-1.4085
PAMCI	-2.16316666666667
S100A7	-1.476
ZNF789	-1.157
HARS2	-0.3255
RPL23A	-0.385333333333333
TCF23	0.12675
UPF3B	-1.036375
C17orf78	-0.819
HLA-DOB	2.10183333333333
C14orf142	-0.332833333333333
TEKT5	-0.352833333333333
DMWD	0.415
POLD1	-1.2325
GSCL	-0.578
CALD1	0.6799
SCRT1	-0.1815
AIG1	0.65975
UNC84B	0.54075
ZNF404	-0.89275
TMED6	-2.58125
KIAA1462	0.5155
LRRC27	0.953166666666667
PYGO1	-0.513
PIGU	0.144166666666667
ALAS2	-3.34
WRNIP1	-0.07725
CNNM3	-0.4295
ZNF2	0.11025
ST3GAL5	0.89625
MRPL23	-0.143
TSSK6	-0.00425
PSMA6	0.03275
C16orf70	-0.4165
KIAA1602	-0.1445
ALMS1	-0.175166666666667
DCN	2.572625
TMEM132D	-1.54575
SUCLG2	0.02525
ABHD14A	-0.04775
DEXI	-0.0113333333333333
AMPD2	-0.793
IFNAR2	0.967333333333333
CYB5A	1.4551
TLOC1	0.2662
NXF5	-1.12916666666667
NRBF2	1.916875
KCTD3	0.204
ITGAE	-0.5655
SLC30A3	-0.967
ZRF1	-1.1105
IFRD2	-0.953875
XAB1	-0.165
PYCR2	-0.382333333333333
SERPINB3	-4.28
TMLHE	0.4805
GEFT	-1.2375
ABCA5	-0.877875
EMR4	0.153
TSFM	-0.04075
HIST3H2BB	-1.303
ARHGEF19	0.5675
TSPAN17	0.460333333333333
ABCC8	0.89975
MAP1S	0.0623333333333333
C22orf36	0.804
BNC2	-0.141214285714286
HIST1H4A	-0.982
NDUFS3	-0.583166666666667
WDR3	-0.612833333333333
XKR4	-1.372
TTC33	-0.199285714285714
STMN2	2.1855
CPN2	-0.967666666666667
HSPC105	1.707875
PCOLCE2	1.33775
C3orf55	0.686
KLHDC9	1.13166666666667
TBC1D23	0.2205
ATXN2L	-1.02933333333333
MAP2K3	0.341416666666667
SCAP	-0.454
ZNF486	1.31516666666667
C20orf96	0.45425
NARS	0.1255
ADAMTSL1	-0.748428571428571
PRCC	0.2885
CCDC126	3.45383333333333
ZNF675	0.88975
CALCOCO1	0.77725
ANKRD43	4.493
CWF19L2	0.224333333333333
ZBTB32	3.23133333333333
BRAF	-0.33625
ODF4	0.39125
MGC14376	1.7685
HORMAD1	-1.604
AAK1	0.47075
PEBP1	0.180416666666667
TNFSF5IP1	-0.00333333333333334
DKFZp564N2472	0.4115
RMND1	-0.636875
IGKV1-5	3.42725
COL1A2	2.11825
SERPINA5	-2.787125
AANAT	0.3205
C19orf21	0.366666666666667
GEMIN5	-0.3765
UBR4	-0.472
LTBP3	0.184
AMHR2	-2.28833333333333
PROCR	-1.1875
MYBBP1A	-0.93025
C20orf39	-1.33266666666667
ZNF697	-0.5355
PASK	0.4681
ZNF776	0.485166666666667
RFXDC2	-0.040125
KIAA0467	0.3985
C10orf96	-2.78725
ZNF503	-0.72375
GULP1	-0.940166666666667
KCNE4	1.98
DKFZp434K191	-0.58525
LOC196913	-0.004
BHLHB4	-0.42
CH25H	2.342
LOC81691	-0.347
ALPL	0.799357142857143
COL12A1	2.981375
FOLR3	-2.85833333333333
GPR123	0.0955
TRIM62	-0.0376428571428571
ABLIM1	0.585666666666667
MAST3	0.526
RHBDD1	1.02466666666667
LOC338809	1.0385
RYBP	0.32425
TTC26	0.43425
ZNF22	-0.0413333333333333
ISCA2	-0.37075
RDM1	-0.98525
PIGM	0.6
GNB3	-1.4955
ACTR2	0.7952
HMGB1	0.3218
EDG1	4.39733333333333
SOAT2	-2.89125
OR10AD1	-0.1005
RAP1GDS1	0.137916666666667
LCE1F	0.5265
ESM1	-1.913375
RCN3	1.815
CREBL1	-0.27125
DBNL	-0.0605
PTGER3	2.149375
USP30	0.298
BCL2L12	-0.4985
KIF26B	1.23425
ZNF416	0.09525
ZNF225	0.348
C17orf70	-0.32275
ZNF554	-0.16375
RAE1	-0.164333333333333
TNIK	1.685
ACTN3	-0.268
MGC45922	-0.4655
CCNA1	0.884
RYK	0.647333333333333
IL26	0.158
LRP3	-0.00250000000000002
QARS	-0.61675
SOX7	1.20821428571429
BID	0.320875
OR2S2	0.0895
CXCL14	3.13375
C11orf47	-0.5855
MGC29891	-0.0685
HSPB8	3.1216
PRDM14	-2.0765
NUFIP2	0.2195
MNAT1	-0.673625
ZDHHC2	-0.467583333333333
MBNL2	0.669875
ADD3	0.832375
CSNK2A1P	0.3775
KLK6	-2.19116666666667
TMEM111	0.1466
KIAA1279	0.5215
NUBP2	-0.348166666666667
RAB42	-0.5235
ID3	-0.8001
TM9SF1	0.10275
MDP-1	-0.05325
POU4F2	0.244
IQCK	0.3935
C16orf14	-0.80625
CAPN3	-1.007875
FAM43B	0.22425
RECQL	-0.10425
AP1G1	0.237142857142857
CTNNBL1	0.214833333333333
ECHDC1	-0.937666666666667
SMARCC1	-0.6498
FOXQ1	-1.78875
GNAI3	0.789
POLG2	-1.46925
CD4	1.7805
ITLN1	-0.71625
EBI2	6.199
IRF1	1.50575
PTPRE	2.3438
PTK2B	0.55425
NXNL2	-1.5715
SOX4	-0.443888888888889
TSPAN3	0.417833333333333
SH2D1A	0.926666666666667
C8orf58	-0.705666666666667
USP20	-0.70375
DUSP22	0.0535833333333333
CALB1	-3.4985
L3MBTL2	0.7095
MCRS1	-0.52925
TMEM118	-0.759333333333333
C18orf8	0.602
FLJ10241	-0.201875
GJA12	0.57
PKD1	-0.760333333333333
ZFP3	1.1875
JAM3	-0.753
LAPTM4A	0.9432
DIRC2	0.9625
KIAA2022	1.9755
MYOM1	0.312833333333333
TRPM8	-3.12233333333333
MOP-1	0.16725
PHKG2	-0.0865
ZNF650	0.718875
KIAA1522	-0.003
PSG8	-1.62933333333333
DDX19B	0.196
MOBKL1B	1.00625
DIAPH2	0.516916666666667
PTPN12	-0.06375
CLN8	-0.5769
CRYZL1	0.294333333333333
CRY2	0.963583333333333
FCGR2B	3.704
PNPLA4	1.553625
ZNF454	0.3615
DKFZp434B1231	-0.456
CLDN11	0.3562
RFWD2	0.377833333333333
CIB2	1.01816666666667
MXRA8	2.84625
HRK	-0.950375
MAML2	0.96925
C4orf31	-2.35575
C6orf192	-0.345
COG6	0.387625
FAM5B	3.37075
NFATC1	1.1701
SEPT10	0.31175
SCYL1	-0.3749
RPP40	-0.402
SCOC	0.2451
KIAA1450	0.46525
CTDSPL2	-0.24625
