Hybridization REF	TCGA-E2-A15F-01A-11R-A115-07
UGT2B11	-3.72425
IDUA	1.0285
PPP2R3C	-0.981333333333333
COX11	-0.756333333333333
PDZK1	4.13225
ZNF443	0.769833333333333
MGC21874	1.15416666666667
ZNF323	0.182
KRTAP10-10	0.5565
CXCL6	-0.4395
SLC34A2	2.8435
LOC284402	0.4575
NPTN	1.12725
UPP1	-0.861416666666667
SLC6A9	-0.8055
OR7G3	0.51925
CISD1	-0.462833333333333
ZNF545	1.173
SYT14	-1.3935
NT5C3L	-0.151333333333333
ZNHIT3	0.458333333333333
SNRPD3	0.021
KIAA0701	1.45425
UNC93B1	-0.103
GMNN	-1.875875
SPCS2	1.47
LOC388524	0.918
NAPRT1	0.157125
PNLIPRP1	0.7
OR6V1	0.7125
PRKAB1	-0.235
EYA4	-3.88316666666667
KIF20A	-1.84
ALG10	0.162
ITPKC	1.65833333333333
LMX1B	-0.0865
RPUSD4	-1.4
C7orf34	0.1585
DLGAP2	0.641875
PFN1	-0.4545
MICALL2	-0.318
ZNF654	-0.879
SS18L1	-0.506125
SLC16A8	0.0485
MKI67IP	0.7735
ITGB3	-0.5825
TCEA3	2.98633333333333
CEP152	-3.097125
CLIP1	-0.119125
ZNF75	0.8436875
ATP5C1	-0.254
NUDT5	-0.696333333333333
PSCDBP	1.2305
UBP1	0.59525
RBM27	0.65625
C13orf15	2.04875
ZNF282	0.132833333333333
ZNF222	0.2839
COL10A1	5.16675
PRDM15	-0.851
TTTY5	-0.12
FAM9C	-1.31091666666667
C20orf67	-0.5475
GNG13	0.2675
F12	-1.0055
C1orf41	0.1735
CPXCR1	-0.2945
GSK3A	0.96775
SUPT6H	-0.0163333333333333
PI16	-0.464833333333333
ELL2	-0.6445
C9orf167	-2.2455
PVRL3	-3.1782
FLJ38596	0.8155
ADAM20	-0.1235
GPR89A	0.8635
GPR87	0.663
ZNF30	1.8665
SMR3B	0.0875
ZNF770	0.326625
TRPC4AP	-0.215666666666667
DKFZP686E2158	0.975
C2orf28	0.9245
FREM1	-0.401333333333333
LAMA4	-0.236333333333333
ADPRHL2	0.20825
EIF4G2	1.108
GUCA1A	0.2365
CTNNA2	-1.116875
NUDT15	-0.584833333333333
CEPT1	0.488333333333333
ZNFX1	0.1156
CCDC92	0.574
TDRD1	-3.5005
KCNK5	-2.26766666666667
ETNK1	1.00625
LTA	0.4655
TTPA	0.813166666666667
B3GALNT2	-0.604625
SC65	-1.284
PEX5L	-0.913625
EPS15L1	0.195
MGEA5	0.38925
HIST1H3A	0.6485
ING1	0.7345
BCAT1	-3.585
ORC6L	-1.11927272727273
KLK11	-4.083
C19orf28	-0.87875
DNER	-3.641375
MED22	-1.15492857142857
ETV6	0.8205
CHAC2	-1.3195
CD300E	0.1505
CEBPB	0.943
ZNF398	0.59925
LRCH3	-0.1775
HMGA1	-2.30766666666667
CAPN7	0.832166666666667
MGC5566	-2.5815
CCL3	3.280875
NANOS1	-0.564125
ZFYVE19	-0.28875
APITD1	-0.183
PARD3	0.56975
IRAK4	0.164666666666667
SERPINI2	0.941
CEP170L	-0.95725
TTC9	2.634375
MYOM3	-2.0535
MLPH	1.3165
LOC222699	-0.177
NRG1	-1.49341666666667
TBC1D9	4.63972727272727
TTK	-2.32583333333333
ZNF557	1.3088
DDX41	-0.469666666666667
FANK1	1.9865
UBE2D2	0.30025
PSMB10	0.152625
MYH7B	0.62
GABARAPL2	0.2895
MARVELD2	1.62216666666667
DGCR2	0.528
UNC45A	0.159833333333333
C6orf72	0.0525
ZNF683	4.00375
GIT2	0.239
CASK	1.19466666666667
C14orf161	3.863
LRRC44	0.06975
TIFA	0.846625
UTP11L	-0.179875
C6orf65	-0.74925
FDPS	-1.3365
DUSP9	-1.8108
SLC17A8	2.195
OR51G1	0.671166666666667
NANS	-0.43675
OLFML1	1.39275
ATP10B	0.945125
NPAS3	-1.452
PRKCA	-2.4224
GGA2	0.6038125
LCE4A	0.6795
SPANXN3	-0.433
CCDC115	2.1985
SDCCAG3	-1.5875
GLIPR1L1	0.89675
TTC1	-0.17
C17orf76	1.41175
MAD2L2	-0.8495
HIPK1	0.045
LRRC3B	-0.796666666666667
CLN3	-0.953227272727273
C17orf47	0.696
FMN2	-0.3645
TUBB1	-0.253125
WAPAL	0.334833333333333
C3orf21	-0.558625
SCN5A	-0.6663
SMYD1	0.80725
BEX5	2.71275
ZNF192	-0.307
SEC22A	0.383166666666667
GRIA2	0.701357142857143
KIAA0825	-0.40125
NUSAP1	-1.92018181818182
LANCL1	0.563375
C15orf40	-0.7623
ZNF645	0.342375
GPR61	0.04875
NLRP14	-0.217
SNX21	-0.0468000000000001
C1QTNF8	0.2625
C17orf46	0.17025
IFNA8	-0.046
SPRR1B	0.166666666666667
FLRT1	-1.57025
SNX17	-0.729
ASB2	-0.0696666666666667
HBG1	-4.786
RPRML	-2.30225
JOSD2	1.27083333333333
PLSCR3	0.38525
SPOCD1	-0.583666666666667
RAB39	-0.0625
GHRH	0.835
ITIH5L	0.282
C17orf37	0.94525
SMCR8	1.43425
DPY19L2P3	0.612333333333333
IL11RA	-0.8285
GDF3	-3.56866666666667
RPS6KB1	-1.18525
DNAJC19	1.0462
TOP1	-0.381
CRCT1	0.21275
MPST	-0.10375
DPM2	-0.4565
FAM38B	1.395
SLC18A1	-2.736
FARP1	-0.558833333333333
PAX7	0.3255
TUBD1	-1.259
GNL3	-0.223625
BTG2	2.20813333333333
NDUFS6	0.099
C1orf79	-0.51875
ERAL1	0.173
ECHS1	0.782
VPS4A	-0.774666666666667
CYP11A1	-0.766
ABCC6	-1.10285714285714
PBX4	-1.7375
MOSC1	-0.985625
NCF4	-0.14025
HYMAI	0.5325
NAGPA	-0.655625
OTOP2	0.42975
ACOT12	0.1945
MTHFD2L	1.114875
LOC441376	5.79525
C19orf34	-0.457
RAB1B	-0.19525
ALDOAP2	-0.036
NTRK1	-1.148
ARTS-1	-0.1675
SLC6A11	0.074
NAP1L2	1.47525
CNGB1	0.226
EPB41L4B	-0.538666666666667
FAM134B	3.5615
HS3ST3A1	-0.3895
CPXM2	4.27175
SIRPB2	-0.299
CHORDC1	-0.174833333333333
TRIB3	-1.76783333333333
SLC2A5	0.65
C2orf49	-0.401166666666667
DDX5	-0.01425
OR5L1	0.042
ANAPC4	0.00283333333333333
ZSWIM1	0.554875
LOC93622	-0.21225
KCNK3	-0.0415
RP11-35N6.1	-1.71325
ZFP161	0.743666666666667
AQP9	3.58725
SLC15A2	-1.3945
MREG	1.077
OR9I1	0.501
PDLIM2	-0.182875
ADAM7	0.377
GSTCD	-0.946833333333333
WDR21A	-0.041625
SLC12A8	0.669166666666667
TMEM174	-0.08875
IGSF3	-0.759583333333333
LRRN1	2.708
LOC402117	-0.60425
SRPK1	-0.846166666666667
LY6K	-1.487125
NFIA	2.15
PTCD3	0.671625
LEP	2.991
PCDH21	-0.947166666666667
MAPKAPK2	0.157714285714286
NMNAT1	-0.871666666666667
LHFPL2	0.02075
C9orf43	1.3435
DIP2A	-1.18516666666667
ACTR8	0.818
CCDC34	0.29875
PTPN22	-0.87375
ITGA3	-0.271875
FAM129C	1.70575
RABGGTA	-0.5125
UNC45B	-0.169
KIAA1033	-0.727875
ZNF510	-0.2375
CYP2D6	-0.643666666666667
SLC26A10	-1.876
STX8	0.7705
LUZP1	-0.13125
WDR89	-0.236166666666667
EIF4G3	-0.9054
C5AR1	0.307375
ZNF623	1.159
A2M	-0.1025
TGM7	0.3085
GRPEL1	0.282333333333333
LMNB2	-1.6041
ROCK2	0.00600000000000002
SNX16	0.998125
CCDC66	0.777
ANXA3	-0.61075
KIAA1609	-0.046
EED	-0.00325000000000001
RNF32	0.907666666666667
HES1	1.1336
CLC	1.89983333333333
ISL1	-0.275666666666667
KIAA0528	0.005625
MANEA	-0.3175
C1orf61	-2.3205
hCG_2001000	1.88675
RAPGEF6	0.479
KIAA0020	-0.326166666666667
NEIL1	1.38425
C16orf45	-0.399375
RBM10	-0.4465
C10orf125	-1.494625
MRS2L	-0.74
DNAH17	-0.6415
C19orf10	0.442
C1orf160	0.58325
SLFN12	1.499
EXOC3	-0.943166666666666
HIST3H3	0.3255
NCOR2	0.0926666666666667
TNFRSF9	0.48025
MFSD8	1.4155
ALX1	-4.116
NOL1	-1.16675
PODN	1.95
TIAL1	-0.87
HIST1H1E	-1.049
NPY6R	0.57575
TM4SF4	-0.41125
CORO2A	-1.429
ETNK2	0.604666666666667
APOE	0.6447
ANGPT4	-0.086
HDGF2	-1.4375
G30	2.6335
ST8SIA4	-0.598857142857143
F2RL1	0.504
FAM19A4	-2.465
CCAR1	-0.275
B3GNT7	-0.01925
OPHN1	-0.4346
DSCR6	2.2055
C21orf13	1.61533333333333
GAS2L1	-0.255833333333333
RFX3	-1.08183333333333
COPS4	0.819625
BCHE	-4.86666666666667
BCL2	3.421875
HBZ	-3.32633333333333
ARL13B	-0.452375
MAPBPIP	1.53975
MYO15B	-0.599375
SPZ1	0.4855
KIAA1324	3.217
PLCL2	-0.136875
C4orf29	-0.3255
WDFY2	-1.238
ZNF284	-0.413
NAALADL1	-0.7005
DUSP5	2.121
PXDN	0.902875
SLMO1	0.12225
TNXB	-0.0486
BIRC7	-1.02
A4GALT	0.388333333333333
TIMM22	0.59125
FAM110C	1.5985
TOMM34	-1.203125
ABHD9	0.067
ADAM32	4.429
CRHBP	0.822
AQP2	0.420625
LOC130355	2.2945
ZNF187	0.130833333333333
ZNF816A	1.3925
F7	-0.36275
CNOT1	0.2233
SLC13A4	-0.424
ZBTB11	-0.1475
B3GALT5	0.01675
EXOC2	0.295666666666667
IRS1	0.8591
TMEM1	0.1225
MRPL34	-0.506
SAMM50	-0.35
CDC42EP3	1.83575
HSF2	-0.3688
MFN2	0.21025
TSPAN7	-1.73233333333333
NUCB1	1.34416666666667
RHOH	-0.248
ARL16	-0.144
TACR1	0.303
SFRS5	-1.197
SNX25	0.200875
RHBDF1	0.416166666666667
PCDH18	1.04733333333333
HMG1L1	-0.85825
MYO5C	1.29075
MAPK10	1.3625
LDHAL6A	-0.2315
NUDT12	1.73116666666667
NCAM1	-0.394625
GLIS2	-0.2455
GGTL4	-0.71725
DAPP1	0.0945
ATF7	0.3045
KIAA0748	-1.093
NFIL3	-0.8735
TM6SF1	0.1893
SEZ6	0.15625
NANOS3	0.716833333333333
DNAJA3	-0.235333333333333
CLDN6	-2.273
CIITA	2.8322
EPHA4	-1.33766666666667
FANCC	-0.3815
CMTM3	-0.913125
PSG3	-0.498142857142857
MRPL15	-0.05575
C21orf59	0.5325
PLCXD2	-0.13025
C2orf34	-0.220875
UBE2L6	2.8155
MED14	0.366333333333333
HP1BP3	-0.0355
C6orf208	1.346
TPBG	1.1025
OSR2	-1.117125
XPC	-0.753166666666667
KLHL7	-0.492416666666667
CCR3	0.0132
AGTPBP1	-0.876833333333333
PCSK6	0.126266666666667
STAT5A	-0.3788
FAM18B	1.251
LONRF2	2.26083333333333
PTPN2	0.459
SF3A3	-0.932666666666667
EFCBP2	-0.219
HCFC1	-1.2945
AHNAK	-0.5609
ACTR5	-0.58375
KIF14	-3.33828571428571
TENC1	0.0705
HEATR5B	1.7755
YIPF2	0.0731666666666667
MYEOV2	1.6825
DUSP18	0.62025
KIAA1012	0.43625
AHR	0.856
C17orf53	-1.104
PTPRH	-3.0305
ATP6V1C1	1.1389
TAS2R3	0.156
LOC440356	0.24175
COQ10B	0.99825
PSMF1	-0.23875
SORBS2	-0.395083333333333
NFE2L2	-0.12375
TMCO7	0.30975
SH3PXD2A	-0.4269
SH2D2A	-1.34025
SPINK5	-2.95075
MRPS24	-0.6635
OPA3	0.217625
TRAF7	-0.693
C4orf35	0.1608
MT1G	0.07625
MGC39545	-0.2175
HS1BP3	-0.3329
OR2B2	0.628
CHRM4	-0.1355
SFRP2	2.68958333333333
RIC3	3.3365
ART1	-0.658
C6orf1	0.525875
DUS4L	0.08325
C10orf104	0.562
TNFAIP6	2.91275
RTEL1	-0.01725
CCT4	0.0793
ZNF709	0.04625
CHMP6	-0.454
UPP2	1.1425
CYP19A1	-2.5915
CD151	-0.661333333333333
NDUFA13	1.18116666666667
ARFRP1	-0.28
FAM26B	2.451
CRYBA1	-3.053
MRPL41	-0.56
NPFFR2	-0.5285
HRH2	0.3645
SCAMP3	0.01
MTMR6	1.2084
MTG1	-1.31766666666667
UBTD1	0.89225
CRABP1	-2.0855
FLJ33790	0.7346
KIAA1908	0.168166666666667
GPR158	2.68125
PACSIN3	-0.6705
OMD	3.3765
CATSPER1	0.491833333333333
HOXB8	-2.19775
FBXO46	1.056
OAS1	2.31116666666667
SVIL	0.43175
PHB2	-1.15375
ADCY3	0.381
NDRG2	1.025
ERMAP	0.3799
APBA2	-0.622333333333333
IGSF9	0.44275
WNT6	-1.20042857142857
MYCBPAP	2.35825
ATP2B2	-0.397
CPVL	-0.7476
TRAM2	-1.15833333333333
NOP5/NOP58	-0.4195
ZNRF4	0.05375
TLK1	-0.31375
MTMR12	0.274357142857143
ZNF384	-0.170333333333333
FAM9B	-2.8425
RPN1	0.8475
PMVK	0.7815
EIF3D	-0.1331
SIX2	-0.10025
HPS1	0.0361428571428572
RNF7	1.22325
PSKH2	0.602
KCTD13	-0.687666666666667
CSMD3	0.7458
FBF1	-0.142
IL8	-4.338875
SERPINB13	0.319916666666667
FBXL20	-0.4485
BLR1	0.57125
SH2B1	-0.809833333333333
RFNG	-1.179375
RAB20	0.5615
RBM7	-0.7315
POLR1A	-0.783166666666667
TMPRSS4	0.65225
TAF9	0.04475
TERF2	-0.0343333333333333
TNFRSF1A	0.239
ACADVL	-0.660666666666667
GTF2H5	0.796
EDG8	-0.162166666666667
C9orf140	-2.108625
UST6	0.3835
ZBTB8OS	0.5425
ZNF710	-0.2375
GPR174	-2.1395
ATP6V0A2	-0.46
KIAA0319L	-0.65
XKRX	0.8185
DOPEY2	0.7727
SDHD	0.03675
SUMF1	1.77475
OSM	3.2925
OPN3	-1.5135
DAGLB	-0.849666666666667
PPFIBP1	-0.4937
TRIM63	-1.50925
C10orf53	-0.256
LYPD3	0.723166666666667
BCL7A	-0.5675
AGER	-1.35516666666667
TCF19	-1.948
SAT2	0.78975
PFTK1	0.00366666666666667
GABRE	-2.703
C15orf38	-0.1861
FIS1	0.8975
KCNV2	0.2815
CLPS	0.99775
PPCDC	-0.713
FOXN2	-0.575666666666667
NT5E	-3.2146
CD83	1.14075
IL18	-0.15975
VPS16	-0.956
IGFBP2	-1.66333333333333
NOTCH2	0.0445
SIGLEC1	3.157875
CD93	5.3185
SULF2	1.0825
CEP164	-0.131375
P53AIP1	0.476166666666667
TOR2A	0.00549999999999999
ZNF136	0.60125
MGP	4.0121
CCDC144A	-0.133166666666667
TRPC1	-0.0285
SMS	-0.2015
MAPK7	0.0508333333333333
RRAGC	1.15375
PARD6A	0.7805
NUB1	0.6585
SYNGR4	-0.27825
OR11H12	-0.1165
WIF1	1.1095
GCH1	1.1555
OR11H4	0.411
SLC44A5	-0.5505
GPRIN2	0.221666666666667
LOC401431	1.21425
CPA4	-1.3298
MELK	-1.69655555555556
IL15RA	0.65425
CUL3	1.554875
HMBOX1	-0.88925
PODXL	-0.9435
CCT6B	1.87416666666667
COMTD1	-0.3335
MUC20	0.559
GPX2	-3.07225
ITK	-1.106
FBXL5	1.982
C13orf27	-1.17825
DEFA5	0.918
TRHDE	-0.5785
MTP18	-0.862166666666667
UQCRQ	1.229
ITGB2	0.58425
CSRP2BP	1.1475
TAS2R44	-0.288
PHPT1	-0.872
FAM44C	0.97175
ERH	0.3075
MPHOSPH1	-1.39083333333333
MORC1	-1.0685
PARVB	-0.748
LAMA1	-2.40163636363636
PGBD3	0.16275
GIMAP6	4.2025
AREG	-0.507333333333333
LIPT1	0.34875
MGC99813	1.13025
C1orf201	-0.112
GRIN2A	-0.8347
MAN2C1	-1.75625
NSUN5	-0.76825
SF3B5	-0.00075
MYC	-1.344
NRXN1	-0.548416666666667
ZNF18	0.64325
SPDYA	-0.468125
SLC37A1	0.9
DECR2	-0.3315
ANKRD38	0.918375
SPTLC3	-1.36783333333333
SUPT16H	-1.603875
DTWD2	-0.58075
ULBP1	-0.03
ZADH1	-0.0438333333333333
OIP5	-1.91475
IL10RB	-0.270833333333333
OTUB2	-1.085375
VWA3A	0.725166666666667
SPIC	0.692833333333333
OR6C4	-0.29
PSCD4	1.01283333333333
DPY19L2P2	-1.1795
TRAPPC6A	1.207
C21orf2	-0.534833333333333
CEMP1	-0.354
LIN7B	1.2025
E2F7	-1.3395
VCP	-0.457625
LAMA3	2.712
BGN	0.49175
GPR160	1.433
COCH	-2.80966666666667
GPR81	1.76866666666667
APOBEC3F	-1.9255
tcag7.1017	-0.45325
C1orf32	0.481
SCGB1D2	5.307
FLJ43987	-1.639
C6orf170	-0.317
KLK9	0.4645
GPD1L	1.457125
VPS37B	-0.75875
ATG3	0.0915
ADAMTS17	-0.181
KLHDC2	-0.275333333333333
NDUFV2	0.51525
BLK	-1.91875
MATN4	-1.5155
GPM6A	1.13925
GBP4	2.35133333333333
TMEM162	-0.655333333333333
PKP2	-0.3835
HRASLS	1.52522222222222
MMP1	-3.7765
SFXN3	0.0509
FSD1	-1.915
ST6GALNAC3	-1.106
CA12	3.7956
NCOA6	1.57675
C19orf58	0.6279
PPP4R1	-0.0253333333333333
MAN1A2	-0.3075
IKBKAP	-1.2415
UPF1	-0.0121666666666666
KIAA1219	0.77425
WNT16	1.105
SNW1	-0.40525
IL18RAP	3.704
RPP30	-0.0305
CDC40	-0.334928571428571
SETD3	0.0125
SLAMF6	-0.188
ELK4	-1.318
TRIM47	0.443833333333333
ACOX3	1.584375
TRIM6	0.076
KIAA0372	-0.3555
TP53AP1	0.871875
SMURF2	-1.63675
ADAD1	0.796
EBP	-1.2835
KRTAP13-2	-0.7165
FLJ36874	-0.455666666666667
TOR1A	-0.422666666666667
P2RY4	0.112
GPBP1	0.73475
TRPV1	1.019375
ADAMTS12	1.067
PES1	-1.4927
ATG4A	1.27416666666667
MAGEA10	-4.361
WFS1	1.904
CC2D1B	-0.184
PABPN1	-0.634
SLC25A30	0.64625
SLCO1C1	0.324833333333333
SLC22A5	2.675
KIF23	-1.75166666666667
SYN2	-0.787833333333333
ASPN	8.32866666666667
CENTG2	0.26175
QSOX2	-2.5227
FLJ10815	0.0751666666666666
STK24	0.5288125
SPEG	0.404
STK10	0.237
DACT2	-0.9535
AAAS	-0.5865
SSX3	-1.36325
ABCD3	2.8555
C4orf12	1.151375
PARVG	0.622666666666667
FIG4	0.02925
C9orf46	1.681
TMCO6	-0.464
IGHMBP2	-1.1015
DUS2L	-1.267
FAM3C	1.0530625
TMEM16D	-1.510375
DCTN4	0.91675
KCNH3	1.03725
EIF2AK2	0.20925
AP1S3	0.466875
CST4	0.7145
PAM	-0.107375
NUTF2	-1.35675
CITED2	0.5779
SLC39A4	0.5785
C2orf52	-1.969
GRM3	0.2565
C12orf49	0.1845
CCDC49	-0.3832
GRAMD1B	-1.511875
FNDC4	0.7655
SIAH2	1.56075
GDPD4	-0.077
C21orf87	0.49225
ATP5A1	0.561166666666667
C16orf63	-0.464
LOC388135	-0.245166666666667
ATP5J2	-0.04875
MMP3	1.1045
EMID2	-0.0425
CRHR1	0.47775
WDR70	-0.058
C13orf31	1.08
ZFAND1	0.23475
CCL18	4.26233333333333
C3orf49	0.381
RINT1	-0.154
KIAA0408	-2.3292
F13A1	4.6307
SLC10A1	-0.853333333333333
OGN	2.334
GIPC2	-1.6935
XPO6	-0.741
LCE1A	0.1565
FMR1	0.199
LOC374920	0.86725
DUSP3	0.26775
ANKMY1	-0.875
C7orf50	-0.06575
BBS9	-0.5498
UNC119B	0.046375
C9orf72	1.262625
MGC35440	1.294
ENTPD6	-0.000874999999999976
PPP1R2P9	1.3715
ERCC4	-0.54925
FAHD2B	-0.4225
HMHA1	1.214
HACL1	-0.40825
RAD23A	-1.0785
FAM83B	-3.53225
PPP5C	-0.667166666666667
RNASEH2C	0.530875
C9orf153	-1.21775
SCAMP4	0.567375
GHITM	1.8759
NDUFB7	0.563
ADCYAP1	0.720833333333333
SP110	2.10066666666667
MAP3K7IP2	0.3745
DHH	0.39
AGRN	-0.4715
WDR33	0.0195
CEP290	-0.897333333333333
PRPS1L1	-1.97033333333333
KLRA1	0.016
GPR97	-0.25
CHD7	-0.680416666666667
TLR10	2.22925
SLC30A8	-1.6135
HIC1	0.279666666666667
IAPP	-0.3605
RXFP4	0.6595
GP1BB	-0.597
SHQ1	0.7045
NKX2-3	0.3715
API5	0.351
FTHP1	0.8225
MOV10L1	0.444833333333333
TRIM6-TRIM34	1.5875
ADHFE1	1.57975
FAM117A	-1.0335
DDI1	0.228666666666667
CDON	0.353
TRIM73	-0.4585
IGKC	4.371
MMP14	-1.47766666666667
DYNC1LI1	0.349125
C11orf66	1.306
TRBV3-1	-0.939
FASTKD5	-0.7655
BIVM	-1.87125
LHX4	0.05
CXCL2	-0.9873
RAB2B	-0.666833333333333
IZUMO1	-0.4195
MAP3K15	-1.4715
FAM19A2	0.448166666666667
ZC3H8	0.705
ZMAT1	2.008625
SPINK5L3	-2.4115
SLC10A6	0.1105
APPL2	-0.26425
CARD10	0.0156666666666667
LOC402176	-0.339125
EEF1D	0.9058
RAB6A	0.6914
C12orf5	-0.136375
PAPOLG	0.22175
MSRB2	1.62
BCR	-0.365444444444445
PUS3	-0.28975
TIAM2	-0.2235
ZNF317	0.235833333333333
CHD2	-0.153857142857143
FZD5	-0.759227272727273
NUDT8	-2.2325
ZNF763	-0.6395
PRC1	-1.35733333333333
ABCB9	-0.543166666666667
SPATA3	0.4225
TRAK2	-0.15125
STAB1	2.656125
LRRTM2	-0.472
psiTPTE22	-1.74425
DBI	1.2455
SERPINA11	-2.58825
NAT5	1.143
C20orf58	-2.016
RPS6KA4	0.423666666666667
FLJ90650	-0.343
TGFBRAP1	-0.6635
CHRDL2	1.471375
FAHD2A	-0.7065
CNTN1	0.292
BBS4	-0.2357
TMEM181	0.09375
MINPP1	0.34775
MPHOSPH6	0.581083333333333
HOXC10	-1.5656
ITPKB	-0.254875
CLPTM1L	0.76075
MEOX2	-0.2335
ATP6V0C	0.5525
PRPF8	-0.243666666666667
TMC5	1.799
FKBP3	-0.42675
PLEKHB2	-0.5415
OR4D6	0.6875
ZNF544	0.0195
D2HGDH	-0.778125
RPL18A	-0.2704
HEL308	-0.00125000000000001
MPP6	-3.716
TCERG1	-1.165
KRT16	-0.109666666666667
KLF17	-1.78925
KLF5	-1.641875
CDR1	5.9905
VCX3A	-1.8885
FBLN2	1.514875
C14orf104	-1.52
HBE1	-4.5385
OR4S2	1.517
C1orf108	-0.596333333333333
ROBO4	3.05233333333333
CPEB4	1.118375
C11orf80	-0.950333333333333
BCKDHA	0.733
MYOC	0.84
GIF	0.3845
CKMT1A	2.065
RPL3	-0.2052
THBS1	2.673875
APOO	0.042
ARMCX1	2.51075
HSZFP36	0.851
SNAPC5	0.10175
EIF4ENIF1	1.29725
ZNF433	0.27275
TNFRSF21	-1.18825
TMPRSS7	-0.3995
SPATA18	2.5849
HPDL	-3.1095
MKL2	2.1534
TBX3	1.98376923076923
C21orf93	0.496
DAXX	-0.32725
ELMO1	-0.3725
RGS13	4.38433333333333
TAF11	-0.87375
UNC13A	-1.90375
LOC653314	-0.2102
ORC3L	-0.44125
IMAA	-2.554
TARBP2	-0.2655
CABIN1	-1.5263
TRIOBP	-0.453375
HIST1H2AC	0.211125
RGS22	1.3075
NCOA1	1.57316666666667
IL25	0.134
SNCG	-0.282
GPR6	0.2965
AMDHD1	-0.184666666666667
CHEK2	-0.054625
C6orf142	-0.27225
DRD4	-0.98875
C14orf68	-0.92175
GDF11	-2.22875
SEMG2	0.2435
CD247	-0.797
CDAN1	-0.86825
RBMX2	0.1465
TGS1	-0.159
OIT3	-0.18525
SYF2	1.08875
MCM4	-2.043375
PKHD1L1	0.7115
CEP192	-0.274666666666667
IFT88	1.147
RPL9	0.354857142857143
RAB32	0.434125
DDX43	-3.553
P2RX2	0.614
OR5D18	0.549
UBE1	-0.204833333333333
SLC24A1	1.374625
ARHGAP5	-1.30725
CETP	-1.09375
KIAA1731	-0.544166666666667
SLC9A4	0.691
PTPN6	1.0435
BAHD1	0.5545
GRIK3	0.1665
CACNB2	0.3463
PDE10A	-1.38725
DGCR14	-0.37175
PCDHB9	-1.22
RHOQ	-0.221833333333333
MAP3K4	0.0485
KTI12	-0.0281666666666667
RPL23AP13	-0.48625
GNG11	-1.281
CLCN3	0.832333333333333
GPAM	-0.028375
VSTM2A	1.9245
SLAMF7	2.56266666666667
INTS2	-0.26625
PPP2CA	0.9149
LRP12	0.901666666666667
SEC14L2	1.61677777777778
DKFZP586H2123	2.86475
MC3R	-0.16
CIRH1A	-1.66216666666667
HIST1H2AB	1.06883333333333
POLH	-2.07875
MGC16703	-0.997166666666667
SNAPC2	0.813
FILIP1L	-0.22775
RASGRP4	0.4715
LRRC1	1.344
GAS1	0.35525
PRAC	-0.8895
DGKA	-1.0745
NT5C3	-0.32175
PEG3	2.19566666666667
NADK	-0.9285
PRR17	-0.154
LOC374569	0.18425
SGSH	-0.286333333333333
NLRP8	0.501
GALT	-0.8613
MCF2	2.6535
ZNF263	0.5165
TACSTD1	1.41033333333333
TYR	-5.8318
ATP6AP2	1.7145
RNUXA	0.13
ABHD10	0.4791
GDPD2	-0.53425
SLC35C1	0.27625
UBE2A	0.74925
HERC5	1.977
FAM112B	-4.161
FBXL16	1.1705
DKFZP434A0131	-0.73925
ELA3A	-2.64
RBM41	-0.71125
HAO2	0.63075
RNH1	-0.07075
SHANK2	1.52133333333333
OSBP2	-1.7405
DAK	-0.291166666666667
C3orf58	2.06416666666667
TCL1B	0.433
KBTBD2	-0.201125
SUGT1L1	2.24025
UBE2E2	1.51883333333333
MYL9	2.416375
CDC23	0.264666666666667
PBXIP1	1.4054
CXorf40B	1.618
NBL1	0.82625
RTBDN	0.0165
RAB11FIP5	0.9595
TTTY13	-0.4
SCOTIN	0.49975
SOHLH1	-0.292833333333333
CDKN1A	0.735714285714286
NCK1	0.3195
ZNF550	1.353
SAPS3	0.979166666666667
SPIN3	1.543
MAGEE2	0.48175
MIS12	0.159666666666667
OR8H2	0.8935
KIAA0774	-0.0508333333333333
UNC5D	-4.131
CUL7	-1.46983333333333
LIPC	-3.14566666666667
DIO1	4.1075
C20orf11	0.2874
CTRL	-0.9425
HS3ST2	1.1845
PAK4	0.350333333333333
CCRL1	4.71225
RNF10	0.078375
ZNF567	1.45175
ZNF660	-1.7865
TCEAL3	2.8975
MAGOH	2.64616666666667
CENPB	-1.18183333333333
C19orf7	1.02425
LOC388965	0.85475
ZCCHC13	0.195
JMJD1A	-0.8081
HIST1H4H	-0.4365
TBRG1	-0.7033
GPC3	-2.323375
TAF1C	-1.039375
EBNA1BP2	-0.155833333333333
CIAPIN1	-0.07025
PDGFRA	-0.713166666666667
CSTB	0.4475
CENPI	-1.7115
GTF2E2	-0.639833333333333
RPP21	-0.60725
CCNF	-1.52166666666667
KCNQ3	2.1865
FAM79A	0.6915
SLC22A12	1.0185
NOVA1	0.202333333333333
FZD3	-0.0209
AKAP8	-0.122
SOCS5	0.06175
CFDP1	-1.1645
DLG5	1.5025
PGM5	0.209916666666667
C1orf144	-0.209583333333333
HDAC10	-1.695
RND2	-0.43375
C20orf199	-0.96675
RNMT	-0.803875
SLURP1	-0.06725
ASTN1	-0.991875
SH3BGR	2.95525
MYCL1	-1.186375
ZHX1	0.793666666666667
CENPK	-1.9365
FOSB	0.7526
LOC643406	0.30775
C2orf59	-0.999375
TMEM135	0.287625
SLC27A2	-0.28825
KRT33A	1.951
OVOL1	1.92142857142857
PAMCI	-2.35916666666667
S100A7	1.726
