Hybridization REF	TCGA-A8-A09D-01A-11R-A00Z-07
DAXX	-0.116
ELMO1	0.2825
RGS13	1.1235
TAF11	-0.78375
UNC13A	-2.09542857142857
LOC653314	-0.7803
ORC3L	-0.65425
IMAA	-2.1005
TARBP2	-0.1185
CABIN1	0.4816
TRIOBP	0.14625
HIST1H2AC	1.521875
RGS22	-1.80883333333333
NCOA1	1.61633333333333
IL25	-0.0215
SNCG	1.82
GPR6	0.5385
AMDHD1	-1.74383333333333
CHEK2	-1.61875
C6orf142	0.15975
DRD4	0.93425
C14orf68	-1.278
GDF11	-1.81975
SEMG2	0.277
CD247	-0.7885
CDAN1	-0.06
RBMX2	-0.2
TGS1	-1.06025
OIT3	1.758
SYF2	-0.23675
MCM4	-2.195875
PKHD1L1	0.339
CEP192	-0.647833333333333
IFT88	-0.01075
RPL9	0.415642857142857
RAB32	0.432875
DDX43	-1.978
P2RX2	0.6495
OR5D18	-0.376
UBE1	0.117666666666667
SLC24A1	-0.10275
ARHGAP5	0.272
CETP	1.313
KIAA1731	-1.279
SLC9A4	0.4925
PTPN6	0.56825
BAHD1	0.636
GRIK3	0.851
CACNB2	-0.6239
PDE10A	-0.2895
DGCR14	0.5065
PCDHB9	-0.596333333333333
RHOQ	1.3085
MAP3K4	-0.175
KTI12	-0.207
RPL23AP13	0.14275
GNG11	-0.0105
CLCN3	1.1785
GPAM	0.93075
VSTM2A	0.7455
SLAMF7	2.4745
INTS2	-0.2995
PPP2CA	0.21
LRP12	0.256933333333333
SEC14L2	-0.142444444444444
DKFZP586H2123	1.169
MC3R	-0.54
CIRH1A	-0.999
HIST1H2AB	0.677833333333333
POLH	-0.53975
MGC16703	-2.54533333333333
SNAPC2	0.291
FILIP1L	1.59625
RASGRP4	0.6825
LRRC1	1.80075
GAS1	0.516
PRAC	-1.00775
DGKA	-1.46766666666667
NT5C3	-0.43775
PEG3	-3.28558333333333
NADK	-0.9115
PRR17	0.526
LOC374569	1.5425
SGSH	0.9085
NLRP8	0.048
GALT	-0.5736
MCF2	-1.0735
ZNF263	0.191
TACSTD1	0.999166666666667
TYR	-6.6892
ATP6AP2	0.12025
RNUXA	-0.5095
ABHD10	-0.3449
GDPD2	-0.50425
SLC35C1	1.79925
UBE2A	0.044875
HERC5	0.384833333333333
FAM112B	-4.12966666666667
FBXL16	-0.49125
DKFZP434A0131	-0.40175
ELA3A	-2.572
RBM41	-1.84725
HAO2	-0.39375
RNH1	0.42925
SHANK2	1.48816666666667
OSBP2	-0.666
DAK	-0.808
C3orf58	0.00116666666666665
TCL1B	1.2705
KBTBD2	-0.5695
SUGT1L1	-0.50075
UBE2E2	1.2465
MYL9	3.094625
CDC23	-0.787166666666667
PBXIP1	0.4367
CXorf40B	1.59
NBL1	1.5075
RTBDN	0.406
RAB11FIP5	0.377375
TTTY13	-0.504
SCOTIN	0.00283333333333332
SOHLH1	3.69716666666667
CDKN1A	0.558928571428571
NCK1	0.0765
ZNF550	-0.13
SAPS3	0.368583333333333
SPIN3	-0.2405
MAGEE2	0.03875
MIS12	-0.477333333333333
OR8H2	0.491
KIAA0774	0.252333333333333
UNC5D	-1.3815
CUL7	-0.704666666666667
LIPC	-3.30066666666667
DIO1	-2.994
C20orf11	0.7995
CTRL	-1.09475
HS3ST2	4.78175
PAK4	1.21483333333333
CCRL1	2.831
RNF10	-0.541375
ZNF567	-0.256
ZNF660	0.0875
TCEAL3	-0.3465
MAGOH	0.326666666666667
CENPB	0.394333333333333
C19orf7	0.538
LOC388965	-0.271
ZCCHC13	0.839
JMJD1A	-1.4036
HIST1H4H	0.7795
TBRG1	-1.1466
GPC3	-3.319
TAF1C	-0.4825
EBNA1BP2	-0.724666666666667
CIAPIN1	0.11
PDGFRA	0.327058823529412
CSTB	-0.33275
CENPI	-1.8905
GTF2E2	-0.371333333333333
RPP21	0.414
CCNF	-0.401333333333333
KCNQ3	0.525
FAM79A	1.62825
SLC22A12	0.3585
NOVA1	-0.3025
FZD3	1.5098
AKAP8	-0.4125
SOCS5	0.37625
CFDP1	-0.94625
DLG5	0.29075
PGM5	0.563916666666667
C1orf144	0.293083333333333
HDAC10	-1.516
RND2	-1.3065
C20orf199	0.6905
RNMT	-0.484625
SLURP1	0.819625
ASTN1	-1.492625
SH3BGR	0.819
MYCL1	-0.920625
ZHX1	-0.207166666666667
CENPK	-3.4195
FOSB	-0.3555
LOC643406	0.926125
C2orf59	-1.569375
TMEM135	-0.519875
SLC27A2	-2.23525
KRT33A	2.4755
OVOL1	1.962125
PAMCI	-2.72633333333333
S100A7	-0.9075
ZNF789	-1.5805
HARS2	-0.17425
RPL23A	-0.316666666666667
TCF23	0.127
UPF3B	-1.866125
C17orf78	0.059
HLA-DOB	-0.103
C14orf142	-0.790833333333333
TEKT5	0.127833333333333
DMWD	0.3405
POLD1	-1.80683333333333
GSCL	0.781
CALD1	0.4905
SCRT1	0.442166666666667
AIG1	1.4695
UNC84B	-0.216
ZNF404	-0.617
TMED6	-3.77175
KIAA1462	0.9565
LRRC27	0.744333333333333
PYGO1	0.0465
PIGU	-0.572333333333333
ALAS2	-3.57766666666667
WRNIP1	0.044
CNNM3	0.0585
ZNF2	-0.06725
ST3GAL5	-0.585083333333333
MRPL23	-0.03275
TSSK6	-1.32975
PSMA6	-0.159
C16orf70	-0.02475
KIAA1602	0.3065
ALMS1	0.679
DCN	3.412625
TMEM132D	-1.94925
SUCLG2	-0.14075
ABHD14A	-0.28825
DEXI	0.0633333333333334
AMPD2	-1.37883333333333
IFNAR2	0.0953333333333333
CYB5A	0.3611
TLOC1	0.8244
NXF5	-1.02033333333333
NRBF2	0.27525
KCTD3	-0.111
ITGAE	-0.0825
SLC30A3	-1.66033333333333
ZRF1	-1.663
IFRD2	-0.996
XAB1	-0.1955
PYCR2	-0.857166666666667
SERPINB3	-5.3035
TMLHE	-0.3772
GEFT	-1.39775
ABCA5	0.9185
EMR4	0.115666666666667
TSFM	1.22075
HIST3H2BB	0.906
ARHGEF19	-0.191
TSPAN17	0.00850000000000002
ABCC8	-0.23725
MAP1S	0.369166666666667
C22orf36	1.5235
BNC2	0.410857142857143
HIST1H4A	-0.07575
NDUFS3	0.0351666666666667
WDR3	-1.32466666666667
XKR4	-1.83675
TTC33	-0.6185
STMN2	4.96
CPN2	-0.999666666666667
HSPC105	2.14075
PCOLCE2	0.717
C3orf55	2.2875
KLHDC9	0.559333333333333
TBC1D23	0.341625
ATXN2L	-1.44066666666667
MAP2K3	0.301333333333333
SCAP	-0.5235
ZNF486	1.54116666666667
C20orf96	0.08725
NARS	-0.77775
ADAMTSL1	-0.5195
PRCC	-0.163666666666667
CCDC126	1.43483333333333
ZNF675	0.71425
CALCOCO1	0.06925
ANKRD43	4.949
CWF19L2	-0.851666666666667
ZBTB32	0.869666666666667
BRAF	0.239
ODF4	0.44075
MGC14376	1.18966666666667
HORMAD1	-2.15433333333333
AAK1	0.43825
PEBP1	-0.160916666666667
TNFSF5IP1	0.175333333333333
DKFZp564N2472	-0.20175
RMND1	1.35425
IGKV1-5	2.878
COL1A2	3.00833333333333
SERPINA5	-3.68
AANAT	0.3855
C19orf21	1.7905
GEMIN5	-0.348
UBR4	-0.4885
LTBP3	1.1845
AMHR2	-2.9565
PROCR	-1.19125
MYBBP1A	-0.38375
C20orf39	0.885
ZNF697	-0.60975
PASK	-0.7192
ZNF776	0.629666666666667
RFXDC2	-0.2775
KIAA0467	-0.18525
C10orf96	-2.18325
ZNF503	-0.22375
GULP1	-0.379833333333333
KCNE4	0.223833333333333
DKFZp434K191	-1.29325
LOC196913	-0.698
BHLHB4	1.5065
CH25H	-0.192
LOC81691	-0.777833333333333
ALPL	0.434571428571429
COL12A1	2.99275
FOLR3	-2.87983333333333
GPR123	0.11575
TRIM62	0.965857142857143
ABLIM1	0.119833333333333
MAST3	-0.0435
RHBDD1	0.602666666666667
LOC338809	0.1505
RYBP	0.5425
TTC26	-0.55675
ZNF22	0.522333333333333
ISCA2	-0.8385
RDM1	-3.2825
PIGM	0.2225
GNB3	-1.5055
ACTR2	0.5839
HMGB1	0.50695
EDG1	2.95233333333333
SOAT2	-3.2485
OR10AD1	-1
RAP1GDS1	0.6725
LCE1F	0.322
ESM1	-1.446875
RCN3	2.70225
CREBL1	-0.52
DBNL	-0.2105
PTGER3	2.832375
USP30	-0.223833333333333
BCL2L12	-0.786
KIF26B	2.48175
ZNF416	0.3975
ZNF225	-0.5605
C17orf70	1.1955
ZNF554	0.79275
RAE1	2.34833333333333
TNIK	-1.50983333333333
ACTN3	0.3755
MGC45922	1.373
CCNA1	-0.794333333333333
RYK	0.5595
IL26	0.2485
LRP3	1.272
QARS	0.15275
SOX7	1.68592857142857
BID	0.27575
OR2S2	0.2175
CXCL14	4.5645
C11orf47	-1.498
MGC29891	-0.535833333333333
HSPB8	0.7949
PRDM14	-3.495
NUFIP2	-0.03725
MNAT1	0.515875
ZDHHC2	-0.4965
MBNL2	1.152
ADD3	-0.400375
CSNK2A1P	-0.67175
KLK6	-3.00316666666667
TMEM111	0.8932
KIAA1279	0.84925
NUBP2	0.305166666666667
RAB42	0.53875
ID3	-0.6357
TM9SF1	1.01325
MDP-1	0.43825
POU4F2	0.50825
IQCK	0.34975
C16orf14	-0.70125
CAPN3	-2.0535
FAM43B	0.5885
RECQL	-0.853
AP1G1	0.0675
CTNNBL1	-0.424833333333333
ECHDC1	-0.335166666666667
SMARCC1	-0.5834
FOXQ1	-1.414625
GNAI3	0.108166666666667
POLG2	-1.4265
CD4	1.53225
ITLN1	1.29725
EBI2	3.40675
IRF1	-0.321
PTPRE	2.209
PTK2B	-0.75125
NXNL2	-0.7835
SOX4	0.560777777777778
TSPAN3	0.562333333333333
SH2D1A	-2.96066666666667
C8orf58	-0.253
USP20	-0.824
DUSP22	-0.459166666666667
CALB1	-1.72483333333333
L3MBTL2	0.464916666666667
MCRS1	-0.50575
TMEM118	-2.1915
C18orf8	0.2505
FLJ10241	-0.21825
GJA12	1.2595
PKD1	0.155333333333333
ZFP3	0.589
JAM3	-0.6655
LAPTM4A	1.2107
DIRC2	0.24525
KIAA2022	1.44033333333333
MYOM1	1.20433333333333
TRPM8	-3.4235
MOP-1	1.73125
PHKG2	0.000625000000000004
ZNF650	0.591875
KIAA1522	0.5425
PSG8	-1.56383333333333
DDX19B	0.0175
MOBKL1B	0.81425
DIAPH2	-0.202833333333333
PTPN12	0.07675
CLN8	0.6445
CRYZL1	-0.249833333333333
CRY2	2.33858333333333
FCGR2B	4.57716666666667
PNPLA4	1.15375
ZNF454	-0.1645
DKFZp434B1231	-0.31525
CLDN11	0.1546
RFWD2	-0.167833333333333
CIB2	-0.114166666666667
MXRA8	3.168375
HRK	0.469625
MAML2	-0.66975
C4orf31	-0.801
C6orf192	-1.05625
COG6	0.890875
FAM5B	-1.13
NFATC1	0.3661
SEPT10	-0.71625
SCYL1	-0.1055
RPP40	-0.2015
SCOC	0.3456
KIAA1450	1.24825
CTDSPL2	-0.192
TBX5	3.015
NAPG	-0.289375
RHD	-5.152
C14orf45	0.986
ZBTB22	0.3385
PLCG1	-1.425
ANKRD10	-1.09375
AQP7P2	3.9025
TAGLN2	-0.3245
HTR2C	-2.035
SLC16A7	0.908666666666667
C17orf83	0.5775
TSGA14	-0.824916666666667
MDH1	-0.50475
PPP3R2	0.440333333333333
DCBLD2	-1.82821428571429
RBM33	-1.19375
DPH3	-0.52025
SYT10	-2.04116666666667
FMO4	1.41125
THYN1	-1.36075
DRD5	-1.793
OTOR	1.06185714285714
PGRMC2	0.2122
KATNAL1	0.454
PAQR6	-3.3245
UBE2I	-0.4985
C14orf28	0.877
C8orf70	1.16325
FLYWCH1	-0.436
ANGPTL3	-0.906666666666667
GLRX2	-0.0238333333333333
ATP11A	-0.713428571428571
ARL5B	0.4125
MUC16	-3.1745
SLC25A5	-0.611857142857143
ACRC	-1.61875
MYO1C	0.174125
FAM89B	1.28383333333333
FAS	-0.080875
KIFAP3	0.422
GLRA2	0.142
BTN3A2	-0.2824
CNKSR3	-0.881625
CSTF3	-0.860333333333333
ARPM1	0.69
KIAA1530	-1.2215
C9orf150	0.786
PRKCI	1.307
tcag7.1015	-1.0275
SOD3	0.84175
ZNF574	0.96975
CYP21A2	1.00675
RPL12	-0.4145
COMMD2	-1.1015
WIZ	-0.11375
LOC344405	-2.37625
ALDH4A1	-0.145176470588235
CRYAB	4.128
COPA	0.320266666666667
PCDHGA7	0.844166666666667
KIF11	-1.24216666666667
RASD2	-0.373
SLC26A3	-0.556
ZNF175	-0.079
JAKMIP2	-2.040875
C8orf4	-0.301833333333333
PTHLH	0.516
SLC40A1	2.32275
OR7D4	0.555166666666667
PCDHB17	1.7625
CD36	6.35985714285714
C6orf203	0.4087
PRKG2	0.8875
LOC400566	1.04025
ANAPC13	0.4235
SLCO3A1	-0.84625
ZNF692	-2.3035
FANCL	-2.0695
SH3GLB1	0.5005
C12orf61	0.7225
KBTBD6	0.645
SUPT5H	-0.060375
XRCC6	-0.8035
HUS1B	-1.0019
FAM133B	0.0852857142857143
LOC728276	0.351
KCTD18	0.6705
SOS2	0.200166666666667
CCDC99	-1.79525
C1QTNF5	4.1865
NNAT	3.33683333333333
USP16	2.094
LARS	-0.8765
ZBTB2	0.364875
ABO	0.186833333333333
TRAF3	-0.39775
GALNT5	-2.2765
NAP5	-0.206375
ALG14	0.222
KIAA0515	0.275038461538462
WDR75	-1.25516666666667
TEX261	0.63575
LY86	1.59825
LOC389072	-0.903
FLJ13611	-0.30025
MRGPRX2	0.672
SNRPA	-0.869125
OR2G2	-0.1005
GPRASP2	0.52625
C7orf42	0.1784
C9orf163	-0.3675
CYP11B2	-0.7015
FCRL3	1.26416666666667
PRDX1	-0.18275
FGB	-7.34025
COX17	0.314666666666667
C16orf33	-0.65775
PIWIL1	-0.2082
FOLR1	-2.71716666666667
KIAA0082	-1.19525
FREQ	-0.209833333333333
TMCC2	-1.1925
TCF12	0.36075
ZNF721	0.2075
FAM130A2	0.2365
POU4F1	-3.17775
SNRPF	-1.674375
SGIP1	2.61083333333333
ZNF641	1.28933333333333
EMG1	-0.699125
PRRG4	1.84
HIRA	-1.53
MYNN	0.550666666666667
AEBP2	-0.640916666666667
TBXA2R	0.491166666666667
ISL2	-2.9135
PCDHB11	0.238
RNF144A	-0.283125
MARCH5	0.737125
DULLARD	-0.556166666666667
DCLRE1B	0.344833333333333
ITGA8	0.5085
TP73	0.23
PRKCD	1.34175
NDUFB4	0.3235
ATP13A4	0.222
ANTXR2	-0.178833333333333
COL4A3	-0.563166666666667
MYO10	-1.8194
SLC6A18	0.65825
PEX1	-0.2605
TMEM74	-1.23983333333333
RBM19	0.0415
TAPBP	0.18745
RUNX1	-0.219625
MID1	-1.90025
GPR64	-0.982833333333333
RASEF	5.4295
GABRG1	0.3495
MYO16	-0.308
DBF4	-0.964833333333333
TSHZ2	4.80725
RIPK2	1.64175
PPTC7	0.201333333333333
KIF4B	-1.245
LRRC31	2.27475
ZNF540	1.818
EFNB3	-0.344166666666667
LOH12CR1	-0.149
STON2	0.0718333333333333
GLP1R	0.58925
CSTF2T	0.192875
IREB2	-0.69275
GRSF1	-0.4815
PDCD7	-0.228666666666667
LRRC43	-0.3295
CNR1	0.666
IL1F7	-0.3495
C12orf64	0.511666666666667
FAM69B	-0.35075
NR2E1	-2.14216666666667
MS4A6A	3.7314
FTL	0.3612
C7orf36	-0.404
PCLO	1.743
DYRK2	1.82183333333333
ARIH2	-0.03075
SAMD7	-0.016
SCNN1D	-1.26
SLC32A1	-1.074
C22orf25	0.366666666666667
MRPS18A	0.122
GPR112	0.679
EARS2	-1.03525
ERN2	0.673
ATPBD3	0.394166666666667
PRH2	-0.178
CDKN2D	0.832166666666667
PGLYRP2	-0.506
TRIM40	0.3825
SEC14L3	0.216333333333333
SLC22A1	-0.233
BTN2A3	-0.25075
RASA4	0.25525
CCNL2	-1.273
MYBPC3	0.1865
GJA4	4.10925
CDC42SE1	0.78025
TRPV2	-0.0175
MYPN	-4.1472
SIM1	0.55
CDADC1	0.357083333333333
ZFHX4	1.67225
NIBP	-0.299666666666667
ADAMTS19	-2.1725
ABTB2	-0.3235
TSPYL2	-1.005375
EIF2S3	-0.5778
SOX30	-0.069
AP2A1	-0.14
DKFZP564O0523	0.0408333333333333
LOC285398	-0.273
CDH18	-5.36225
CHL1	2.58325
GATS	-0.4571
TBC1D2B	0.6355
OR1J1	-0.972
GSN	2.1035
DPCR1	0.394
GARNL4	-0.2825
SMARCA5	-0.5725
PLEKHG3	0.515166666666667
ZBTB45	0.7405
FRMD6	-0.0725
PLS1	-2.65566666666667
DGKZ	3.07666666666667
EFNA1	0.9327
WDR85	-0.555125
ANK2	0.5575
PAGE4	-0.881
SENP6	1.05383333333333
AKR7A2	0.491833333333333
FKBP10	-2.47125
VEGFC	-1.5295
LARP1	-0.1493125
SRBD1	-0.082
ITGB6	0.167
SLC1A2	-0.310214285714286
INVS	-1.07583333333333
MPO	1.5625
MOBKL3	0.5601
CUTL2	-1.13475
KLK2	0.293083333333333
VIM	0.1275
REG1B	-0.219833333333333
PCDHGC4	-0.20775
C3orf34	-0.907833333333333
SUMO3	0.0286666666666666
CST9L	0.12275
MLL4	-0.176
SPR	1.3255
SAMD9L	1.016
ABCE1	-0.1135
SUPT3H	-0.265666666666667
ACTBL1	2.203
ADAMTS4	0.7465
SLIT3	3.54675
RHEBL1	-1.70825
NPM2	-2.38375
MAN1C1	1.391375
KIAA1856	0.9695
HSPA6	1.5825
LOC388152	-0.325
C10orf140	1.1
ZDHHC12	0.0315
LIN7A	1.7691
PHC2	-0.147583333333333
SPHK1	0.25875
TRIM26	0.392625
FAM83E	-0.511
C18orf24	-1.99766666666667
ZNF578	0.569833333333333
ORAI1	-0.42475
RUVBL1	-1.065
C7orf20	0.037
APAF1	-2.2165
SLC36A4	-0.800666666666667
MYH11	4.90016666666667
NEK1	0.6771
MPP2	-1.4675
C12orf24	-3.1925
TNK2	1.0345625
ZNF289	1.1905
MATN3	-1.13114285714286
IFNGR2	1.0255
ITPR1	0.44775
EBF3	4.2792
TBC1D20	0.3321
OR10P1	0.331
DDAH2	1.12125
SHPRH	0.228125
STX7	0.3435
LOC554248	-1.893
BCAR1	0.43325
ATXN3	-0.43225
TRIM27	-0.12125
CDC42EP2	0.9855
CHP	0.202142857142857
SOX17	2.38525
ZNF259	-1.24016666666667
CHCHD1	-0.221875
ZDHHC19	0.3485
GBP2	1.8245
GARNL3	0.70275
MRC2	0.27475
C1orf52	-0.55125
AOF2	-0.9425
LRPPRC	-0.4309
ACVR1C	2.60416666666667
TM4SF18	2.7805
TMEM169	-0.192666666666667
PPP1R16A	-0.277375
EBF1	2.68733333333333
RRS1	1.87833333333333
SNX2	-0.17825
OR2T2	0.239
RBX1	-0.706
ANKRD54	-0.205666666666667
TSNAX	0.181833333333333
TMEM83	-1.958
ZBTB7A	2.0835
ATM	-2.37125
LOC338328	2.99383333333333
TIE1	1.78216666666667
HIST1H3G	1.18483333333333
PASD1	-4.66583333333333
TINAG	0.00975000000000001
PCDHAC2	-0.1835
LRRC15	1.31125
WBSCR17	-0.84325
TFF2	0.368
PARP2	-0.85025
NDFIP2	-0.383125
PCDHGB2	-0.335
WDR60	-0.39825
MAP7D2	-2.0013
USP45	-1.4235
GSDML	-1.4315
TNS1	0.784
PLCD4	-0.21525
IQCD	-0.0981666666666667
SMPX	-2.0265
CD9	0.582333333333333
SRGN	1.1985
CASP7	0.61325
INOC1	-0.0121666666666667
DKFZp451M2119	-1.141875
VMAC	1.4335
USP53	0.8786
CAMK1G	-0.2365
TMEM106A	-0.183666666666667
CDC20	-1.4891
ACSL5	-0.165333333333333
CBWD5	-0.627625
C1orf87	-1.496
KIAA1274	1.6685
PRUNE2	-1.85683333333333
LYPLA2	-0.849833333333333
DOK6	-1.168
GPR149	0.0145
FAM30A	0.37
TMEM129	0.5535
SLC35B3	0.85625
ACPP	-0.2015
LOC200261	-0.756
SLC4A7	-0.481
CCDC40	1.236
GART	-1.592875
THOP1	-0.492
SCARB1	-1.352375
CACNA1F	-0.45825
TRIAP1	-0.585666666666667
SYT14L	-0.1695
SFRS8	-0.535333333333333
PBOV1	0.207
GOLSYN	-1.0265
GJB7	3.3835
CAMK2N1	1.46475
GREM1	2.90083333333333
FLJ20433	0.64625
QPCT	-2.524125
PRKAG2	1.13166666666667
H2AFX	-0.62675
C6orf154	1.97725
PLOD3	-0.8545
ZBTB39	-0.344333333333333
WASF3	0.900916666666667
DRG1	0.383
PRR4	-1.089
SPCS1	-1.3715
KDELR3	0.466
SRP19	-0.492
GABRA6	-0.00224999999999997
MFSD1	0.9435
MMEL1	1.78975
PDXDC2	-0.026
BUB1	-3.35511111111111
RNF138	-1.2125
MYLPF	-0.8575
AIF1	1.22266666666667
DYNLRB1	0.3063
HCN3	-1.7745
HIST1H2AI	0.44125
MAP4K5	0.203666666666667
LASP1	1.182
LOC130951	2.121
PLAA	1.455
KRT6A	-3.6505
C6orf117	-3.54075
ARHGAP23	-0.2785
PTF1A	-0.091
GPHA2	-0.34675
LCE3B	0.5005
MCL1	-0.135142857142857
EHBP1	-0.42
PRNP	-0.2356875
ZSCAN1	0.598
C1orf113	0.419333333333333
FOXA3	-2.01575
NEB	0.991
ASGR1	-4.6545
CTGF	1.5045
RAB17	-0.762166666666667
MST101	0.5525
JARID1B	0.5498
USP37	0.2949
PTBP1	-0.533833333333333
PTPN7	-0.861
CDC7	-2.2865
SNX7	0.05375
ZNF335	0.1065
CPT2	-0.0825
HEATR1	-1.11275
HSPC152	-0.174
C5orf40	0.204
PSME1	0.767
STAG3	-1.825
TMEM154	-0.156333333333333
KLHL32	-0.496
TSGA10IP	-1.388
SUV420H2	-0.709833333333333
SF1	-0.4289
2'-PDE	-0.0800625
PNLIPRP2	0.3085
TRSPAP1	-0.593083333333333
NUP210	-0.9745
ANP32C	-1.3125
RAB11B	0.253666666666667
ASB15	0.7115
ITGB3BP	-2.41275
UBASH3A	-1.174
YWHAB	0.2325
TPRX1	-0.27775
LY6G5C	0.412125
SLC7A2	1.38425
CLK1	-0.2763
HSD3B7	0.322166666666667
VDR	1.93425
C16orf74	1.254
ACE	0.8005
PSMA2	-0.5975
CCDC131	0.996125
ZNF213	0.7625
EML2	-0.857
ALS2CR13	0.0925
GLYATL1	-0.80825
DSPP	-0.341
DHFRL1	-0.693
C10orf30	2.49466666666667
SH3RF2	-1.59283333333333
LOC197322	0.059
DLL3	-1.1825
TIGD7	-1.286
GFRA3	0.8185
CPA1	1.41833333333333
RTN4	-0.0275
PPT2	-2.11383333333333
FASLG	2.856
FOXP4	0.66825
RPL26	0.0644
GNL3L	-1.85383333333333
FMR1NB	-0.2425
CD163	7.9825
SGPP2	1.6505
GIMAP2	1.31575
CD37	1.25483333333333
DPT	4.96808333333333
NBLA00301	1.963
RGS5	2.6275
C9orf4	0.256
ACTL8	-2.10666666666667
PRKAR2B	2.057375
OPLAH	0.775
C20orf134	1.27225
SPACA5	-0.6975
TBL1X	0.726666666666667
TSPYL3	-0.06
CHCHD3	-0.80325
CRKRS	-0.4175
GPR65	6.1015
DFFA	-0.664375
FUT1	1.94025
C6orf204	0.437
TMEM51	1.12475
ZNF580	-0.40475
CMTM2	1.1845
C20orf200	-0.6105
EZH1	0.120833333333333
FDX1L	-0.12075
MRPL32	-0.2535
PCAF	-0.053
ALOX15B	4.40333333333333
CD59	0.258208333333333
CDK9	0.458375
ERP29	-0.834166666666667
TTR	-6.4475
BCMO1	0.0295
DDIT4	-1.4395
PTGDS	2.78175
C3orf63	-0.763666666666667
BST2	0.380875
CYP1A2	-0.3972
C5orf25	-0.41025
STX1A	-1.02623529411765
OR2A12	0.0385
SH3BP5L	-0.2395
SERINC5	1.238375
USP6	-0.6698
MRPL3	-0.430833333333333
POMP	0.361375
INPP4B	-0.0893750000000001
GMPPB	0.05025
EAPP	0.16275
AHSA1	-1.24975
ABCA11	0.48
SLC5A6	0.786666666666667
HIVEP2	1.08525
SUMO2	0.179375
KIAA1822L	-1.60133333333333
C11orf67	0.527
TXK	-0.099
PHCA	-0.3886875
ICAM4	-2.77466666666667
FPGS	0.343
SNRPA1	-1.05975
KCNJ4	-1.89125
KIF6	1.3008
HIST1H2BG	0.999
SLC5A5	0.40375
ZNF354B	-0.333166666666667
IL12RB2	-0.133
C11orf76	0.809
GAL3ST2	0.4085
AIFM2	0.700625
SYNC1	-0.758875
UBL3	1.11
PIK3CG	-0.356166666666667
NLN	-0.5392
BCORL1	1.08375
CD5L	-0.243
ZNF238	-0.873
KIAA1394	-0.77125
C16orf55	0.1955
CYP3A7	-2.803
KRTAP3-1	-1.785
TFDP1	-0.443833333333333
MND1	-2.64475
NODAL	-0.505
GTPBP4	-1.58825
TUBGCP2	0.43925
SLITRK5	-3.602
CIC	0.3155
CD79A	0.571166666666667
SAMD14	0.683666666666667
TNPO3	-0.2255
OR10G3	1.2405
OR10G8	0.3995
CCDC111	-1.1325
HOXC9	1.16025
DCUN1D1	0.371166666666667
CYB5R1	1.4795
TSR2	0.18425
DAB2IP	0.7221
SLC6A5	0.2915
RAB3D	1.59125
DCUN1D4	-0.480666666666667
ERBB3	1.04833333333333
SDC1	2.06675
ATP6V1H	0.0443333333333333
SYK	2.2545
ST20	-0.56625
C13orf30	1.546
WDR40A	0.5255
ADMR	0.00349999999999999
LOC388335	2.817
ACSM1	-1.5
TDG	-0.574583333333333
FLJ11235	1.54525
MRPS5	-1.219
AGPAT2	0.9945
SLC12A1	0.400875
CYP27A1	-0.4125
THAP7	-0.342
XPO1	-0.612416666666667
ALMS1L	0.958333333333333
C1orf2	-0.728625
ZNF777	0.235833333333333
CAMK2A	0.0971666666666667
SMC1B	-1.1295
IHPK2	-0.298
LEMD1	-4.6995
NKD2	0.4364
CLU	0.754285714285714
ARMETL1	-0.556
PABPC4	-1.1105
CXCL12	3.28433333333333
TFAP2C	2.6117
TTTY8	0.002
ABCB10	-0.7847
ENDOD1	-0.0246666666666667
IDI1	-1.7205
KCTD6	1.13216666666667
CCDC105	-1.492
ULBP2	-0.701833333333333
ZDHHC5	0.83775
WNT8A	-0.345
COMMD10	-0.308
KLHL12	-0.654875
GPR50	0.421
NR5A2	0.364285714285714
OXGR1	0.1018
EHD3	-0.15675
CAPRIN2	-0.98575
KLRC3	-4.73825
SF3B1	0.322428571428571
IPO7	0.625
ALDH1A1	0.288166666666667
ANKRD5	1.234375
TSNARE1	0.517
DDEFL1	1.07575
RNASEL	1.09266666666667
DNAH9	-1.376
HELLS	-1.99575
TNS4	-2.4255
NAV1	0.0568
KIAA1409	-1.05125
C20orf26	3.41883333333333
TUBG1	-1.5545
IRX2	1.1505
CNGA4	-1.9545
MGC50559	0.919
OR4K17	0.379833333333333
TM2D2	0.874
FAM32A	-0.14525
TXNDC14	-0.2675
CCBL1	-1.8945
ANK1	-1.1618
PRSS23	-0.969
PPM1L	0.2615
SPATA20	0.694
APCS	0.5135
C14orf122	0.875166666666667
PSMB5	0.7755
C6orf10	-0.0614444444444445
SETDB2	0.311166666666667
SPNS3	-1.508
SGMS2	0.503166666666667
MXD3	-1.2485
MON2	-0.2107
CARTPT	1.56175
HNF4A	-1.3435
RABEP1	0.68185
TNFRSF10B	-1.163875
USH1G	0.1445
PPAP2B	-0.5425
TMEM16K	-0.25675
CTDSP1	0.918166666666667
CDK5R1	0.465166666666667
GABRR1	-0.4145
OPN1LW	0.1025
FAM98C	1.243125
DBN1	-0.436625
ACAD10	-1.475
QTRTD1	-0.22
WNK3	-1.60466666666667
RPS19	-0.3295
C1QB	3.973
OTUD5	-0.659375
SLC41A2	0.9035
TMEM22	-1.31683333333333
KHSRP	-0.75325
TNFRSF11A	-0.4645
FBL	-0.788
