Hybridization REF	TCGA-AN-A0XS-01A-22R-A109-07
CDON	0.708666666666667
TRIM73	-0.3825
IGKC	5.0855
MMP14	0.339666666666667
DYNC1LI1	-0.581
C11orf66	0.41675
TRBV3-1	-0.9005
FASTKD5	-0.07325
BIVM	-0.2135
LHX4	-0.25475
CXCL2	-1.4653
RAB2B	0.0833333333333333
IZUMO1	-0.6225
MAP3K15	-2.33825
FAM19A2	0.237166666666667
ZC3H8	-0.901333333333333
ZMAT1	1.96925
SPINK5L3	-2.549
SLC10A6	0.734
APPL2	0.4385
CARD10	-0.8355
LOC402176	-0.78575
EEF1D	1.3119
RAB6A	0.3037
C12orf5	-0.189375
PAPOLG	0.8285
MSRB2	0.61
BCR	0.340166666666667
PUS3	-0.529
TIAM2	0.99575
ZNF317	0.276
CHD2	-0.200857142857143
FZD5	-2.37977272727273
NUDT8	-1.36275
ZNF763	-0.4385
PRC1	-2.51144444444444
ABCB9	0.213666666666667
SPATA3	0.26725
TRAK2	1.17675
STAB1	3.368625
LRRTM2	-0.00133333333333333
psiTPTE22	2.20725
DBI	0.627
SERPINA11	1.90225
NAT5	-0.0055
C20orf58	-1.57825
RPS6KA4	0.4115
FLJ90650	0.61575
TGFBRAP1	0.0355
CHRDL2	0.12025
FAHD2A	0.129
CNTN1	-0.299
BBS4	0.1838
TMEM181	0.3105
MINPP1	-1.25975
MPHOSPH6	-0.969166666666666
HOXC10	1.9035
ITPKB	0.187625
CLPTM1L	0.362125
MEOX2	0.889666666666667
ATP6V0C	1.3455
PRPF8	0.161333333333333
TMC5	2.37325
FKBP3	-0.353
PLEKHB2	-0.431
OR4D6	0.233
ZNF544	-0.3544
D2HGDH	-0.055875
RPL18A	-0.4789
HEL308	-0.0105
MPP6	-3.8895
TCERG1	-2.0365
KRT16	-1.312
KLF17	-0.38975
KLF5	-0.21175
CDR1	2.9075
VCX3A	-2.785
FBLN2	2.21975
C14orf104	-0.26175
HBE1	-4.7859
OR4S2	0.4265
C1orf108	-1.315
ROBO4	3.95116666666667
CPEB4	0.941375
C11orf80	0.951333333333333
BCKDHA	0.984833333333333
MYOC	1.14775
GIF	0.261
CKMT1A	0.6645
RPL3	0.5294
THBS1	3.16925
APOO	-0.72625
ARMCX1	0.93775
HSZFP36	1.19175
SNAPC5	-0.4095
EIF4ENIF1	0.736
ZNF433	0.12725
TNFRSF21	-1.631125
TMPRSS7	0.1685
SPATA18	0.595
HPDL	-3.737
MKL2	2.7384
TBX3	0.577692307692308
C21orf93	0.477333333333333
DAXX	0.454
ELMO1	0.386
RGS13	1.93566666666667
TAF11	-0.8985
UNC13A	-2.329
LOC653314	0.145
ORC3L	-0.156
IMAA	-2.911
TARBP2	-0.23425
CABIN1	-0.2286
TRIOBP	-0.123875
HIST1H2AC	-0.141
RGS22	-1.373
NCOA1	1.29866666666667
IL25	0.9995
SNCG	0.8475
GPR6	0.0155
AMDHD1	-1.842
CHEK2	-1.079
C6orf142	-0.962
DRD4	1.35675
C14orf68	-1.122
GDF11	-1.558
SEMG2	-0.077
CD247	0.22175
CDAN1	0.0355
RBMX2	-0.458
TGS1	-0.46
OIT3	0.778
SYF2	-0.0015
MCM4	-1.941125
PKHD1L1	1.65775
CEP192	-0.555833333333333
IFT88	1.0005
RPL9	-0.154857142857143
RAB32	0.149875
DDX43	-2.83525
P2RX2	0.552833333333333
OR5D18	0.391
UBE1	-0.0504166666666667
SLC24A1	0.701
ARHGAP5	-0.45175
CETP	-0.498
KIAA1731	-0.855
SLC9A4	0.5525
PTPN6	1.508
BAHD1	0.0775
GRIK3	1.4065
CACNB2	-0.6139
PDE10A	2.99725
DGCR14	-0.17875
PCDHB9	-1.03166666666667
RHOQ	0.700166666666667
MAP3K4	0.22875
KTI12	-0.2295
RPL23AP13	-0.84425
GNG11	0.2145
CLCN3	0.668
GPAM	-0.154
VSTM2A	0.212
SLAMF7	4.30366666666667
INTS2	-1.25325
PPP2CA	-0.2438
LRP12	-0.656
SEC14L2	3.013
DKFZP586H2123	2.59125
MC3R	-0.42
CIRH1A	-1.82983333333333
HIST1H2AB	0.611333333333333
POLH	-0.557625
MGC16703	-2.299
SNAPC2	1.049
FILIP1L	1.653
RASGRP4	0.5615
LRRC1	1.68525
GAS1	1.403
PRAC	-0.962
DGKA	0.0545
NT5C3	-1.4325
PEG3	-2.59025
NADK	-1.0865
PRR17	0.63375
LOC374569	0.26775
SGSH	0.381333333333333
NLRP8	0.716
GALT	-0.1867
MCF2	-0.8815
ZNF263	0.83
TACSTD1	0.804333333333333
TYR	-6.6213
ATP6AP2	-0.128
RNUXA	-0.1115
ABHD10	-0.4616
GDPD2	-1.2475
SLC35C1	-0.24575
UBE2A	0.33225
HERC5	-0.729
FAM112B	-4.1335
FBXL16	2.70825
DKFZP434A0131	-0.747
ELA3A	-2.633
RBM41	-1.611625
HAO2	-0.16675
RNH1	0.52225
SHANK2	1.64816666666667
OSBP2	-1.901875
DAK	-0.36
C3orf58	-0.361333333333333
TCL1B	-0.223
KBTBD2	-0.40225
SUGT1L1	1.32475
UBE2E2	-0.4045
MYL9	3.173
CDC23	-0.517
PBXIP1	1.4832
CXorf40B	1.6505
NBL1	2.365
RTBDN	0.362
RAB11FIP5	0.657125
TTTY13	-0.9205
SCOTIN	-0.0628333333333333
SOHLH1	-0.618833333333333
CDKN1A	0.169857142857143
NCK1	-0.0485
ZNF550	-0.573
SAPS3	0.07475
SPIN3	0.388833333333333
MAGEE2	0.1415
MIS12	-0.2615
OR8H2	0.362
KIAA0774	-0.993166666666667
UNC5D	-2.0145
CUL7	-0.464
LIPC	-2.59433333333333
DIO1	4.048
C20orf11	-0.2098
CTRL	-0.8245
HS3ST2	2.5665
PAK4	1.33466666666667
CCRL1	4.206
RNF10	0.377875
ZNF567	-0.44975
ZNF660	-0.764
TCEAL3	0.24525
MAGOH	0.166833333333333
CENPB	0.204333333333333
C19orf7	0.624875
LOC388965	0.563
ZCCHC13	0.313
JMJD1A	-0.5178
HIST1H4H	0.7125
TBRG1	-0.4577
GPC3	-4.63775
TAF1C	-0.98925
EBNA1BP2	-0.459166666666667
CIAPIN1	-0.89425
PDGFRA	0.817555555555555
CSTB	-0.53025
CENPI	-2.71683333333333
GTF2E2	-1.0825
RPP21	0.18675
CCNF	-0.9815
KCNQ3	1.0235
FAM79A	0.17325
SLC22A12	0.458
NOVA1	0.1065
FZD3	0.7953
AKAP8	-0.534
SOCS5	0.00225
CFDP1	-1.6405
DLG5	0.1985
PGM5	1.01916666666667
C1orf144	-0.07425
HDAC10	-1.033
RND2	-1.0575
C20orf199	-1.45425
RNMT	-0.362875
SLURP1	0.292875
ASTN1	-1.317875
SH3BGR	1.7075
MYCL1	0.309125
ZHX1	1.04466666666667
CENPK	-3.38225
FOSB	0.715
LOC643406	0.380125
C2orf59	0.096
TMEM135	0.08125
SLC27A2	-4.30875
KRT33A	2.3115
OVOL1	1.247
PAMCI	-2.307
S100A7	-1.2575
ZNF789	-1.174
HARS2	0.5525
RPL23A	-0.753166666666667
TCF23	0.00774999999999999
UPF3B	-1.834125
C17orf78	-0.6325
HLA-DOB	1.76116666666667
C14orf142	0.4785
TEKT5	2.5925
DMWD	0.414
POLD1	-1.66116666666667
GSCL	-0.4045
CALD1	0.6524
SCRT1	0.808166666666667
AIG1	0.73225
UNC84B	-0.452
ZNF404	-1.51225
TMED6	-3.3305
KIAA1462	0.911
LRRC27	2.00033333333333
PYGO1	-0.527
PIGU	-0.756166666666667
ALAS2	-3.7945
WRNIP1	0.119375
CNNM3	0.4975
ZNF2	0.54525
ST3GAL5	-0.276166666666667
MRPL23	-0.3725
TSSK6	-0.295
PSMA6	-0.173
C16orf70	-0.582
KIAA1602	0.1515
ALMS1	0.5765
DCN	3.53075
TMEM132D	-1.3035
SUCLG2	-0.16075
ABHD14A	0.88925
DEXI	1.11766666666667
AMPD2	-1.46416666666667
IFNAR2	-0.57
CYB5A	2.5515
TLOC1	0.1621
NXF5	-1.00333333333333
NRBF2	0.02525
KCTD3	0.92625
ITGAE	-0.3815
SLC30A3	-2.19566666666667
ZRF1	-1.4835
IFRD2	-0.98925
XAB1	-0.2535
PYCR2	-0.987
SERPINB3	-5.36
TMLHE	0.2056
GEFT	-1.299375
ABCA5	-1.500625
EMR4	0.0628333333333333
TSFM	0.09
HIST3H2BB	-1.079
ARHGEF19	0.75625
TSPAN17	-0.103166666666667
ABCC8	4.4015
MAP1S	0.344833333333333
C22orf36	1.23325
BNC2	0.290928571428571
HIST1H4A	-0.78025
NDUFS3	-0.336833333333333
WDR3	-1.1765
XKR4	-0.65225
TTC33	-0.486928571428571
STMN2	4.9535
CPN2	-1.3055
HSPC105	0.421375
PCOLCE2	-0.424
C3orf55	1.0595
KLHDC9	2.28016666666667
TBC1D23	0.441625
ATXN2L	-0.771333333333333
MAP2K3	-0.04675
SCAP	0.1205
ZNF486	1.31083333333333
C20orf96	0.50675
NARS	0.16575
ADAMTSL1	-0.322071428571429
PRCC	-0.176833333333333
CCDC126	0.471
ZNF675	-0.629
CALCOCO1	1.211
ANKRD43	4.1075
CWF19L2	0.0163333333333333
ZBTB32	2.13483333333333
BRAF	0.7195
ODF4	0.76075
MGC14376	0.542166666666667
HORMAD1	-2.209
AAK1	0.09525
PEBP1	0.9055
TNFSF5IP1	-0.141
DKFZp564N2472	0.1985
RMND1	0.53725
IGKV1-5	4.927
COL1A2	3.45658333333333
SERPINA5	-1.064875
AANAT	0.458
C19orf21	0.001
GEMIN5	-0.53775
UBR4	-0.0868333333333333
LTBP3	1.05366666666667
AMHR2	-2.33066666666667
PROCR	-0.66275
MYBBP1A	-0.753
C20orf39	2.46233333333333
ZNF697	-0.2245
PASK	-0.2971
ZNF776	0.746666666666667
RFXDC2	0.108625
KIAA0467	0.31675
C10orf96	-1.1775
ZNF503	-0.294
GULP1	-0.82975
KCNE4	0.0331666666666667
DKFZp434K191	-0.668625
LOC196913	-0.063
BHLHB4	1.8705
CH25H	-0.04175
LOC81691	-0.7285
ALPL	0.467428571428571
COL12A1	3.894375
FOLR3	-2.60083333333333
GPR123	-0.039375
TRIM62	0.383071428571429
ABLIM1	-0.763
MAST3	-0.08125
RHBDD1	0.398
LOC338809	0.258
RYBP	0.83925
TTC26	-0.5365
ZNF22	-0.392166666666667
ISCA2	0.1985
RDM1	-3.1335
PIGM	0.24925
GNB3	-1.424
ACTR2	-0.0646
HMGB1	0.4632
EDG1	3.02566666666667
SOAT2	-1.14175
OR10AD1	0.07
RAP1GDS1	0.130833333333333
LCE1F	0.287
ESM1	-1.46175
RCN3	2.8
CREBL1	-0.388
DBNL	-0.385
PTGER3	3.062625
USP30	0.0761666666666667
BCL2L12	-0.0628333333333334
KIF26B	2.3845
ZNF416	0.38325
ZNF225	-0.0025
C17orf70	0.1885
ZNF554	0.70775
RAE1	-0.842333333333333
TNIK	-0.712166666666667
ACTN3	0.4305
MGC45922	1.775
CCNA1	-0.447333333333333
RYK	0.5265
IL26	-0.419
LRP3	1.3475
QARS	-0.00925000000000001
SOX7	1.26014285714286
BID	-0.701
OR2S2	-0.095
CXCL14	4.48375
C11orf47	-1.232
MGC29891	-0.269833333333333
HSPB8	0.0584
PRDM14	-1.6655
NUFIP2	0.2215
MNAT1	-0.013625
ZDHHC2	-0.70675
MBNL2	-0.467875
ADD3	-0.455125
CSNK2A1P	-0.86225
KLK6	-1.57566666666667
TMEM111	0.3583
KIAA1279	0.463
NUBP2	0.9405
RAB42	-0.77875
ID3	-0.1038
TM9SF1	-0.06425
MDP-1	0.20725
POU4F2	0.25075
IQCK	2.3135
C16orf14	-0.0165
CAPN3	-1.38175
FAM43B	0.477375
RECQL	-1.08875
AP1G1	-0.216071428571429
CTNNBL1	-0.280333333333333
ECHDC1	-1.59583333333333
SMARCC1	-0.3008
FOXQ1	-1.39725
GNAI3	0.121166666666667
POLG2	-1.445
CD4	1.696625
ITLN1	-0.0065
EBI2	4.524
IRF1	0.5665
PTPRE	1.7739
PTK2B	-0.64075
NXNL2	1.507
SOX4	1.54044444444444
TSPAN3	-0.752
SH2D1A	-1.572
C8orf58	-0.0873333333333333
USP20	-0.97975
DUSP22	-0.0243333333333333
CALB1	-2.85283333333333
L3MBTL2	0.896333333333334
MCRS1	0.033
TMEM118	-1.21183333333333
C18orf8	0.768166666666667
FLJ10241	0.096625
GJA12	1.21925
PKD1	0.476
ZFP3	0.5505
JAM3	-0.433875
LAPTM4A	1.4825
DIRC2	-0.64925
KIAA2022	-1.1345
MYOM1	0.925
TRPM8	-2.322
MOP-1	2.25675
PHKG2	1.085
ZNF650	0.57225
KIAA1522	0.9075
PSG8	-0.484333333333333
DDX19B	-0.478
MOBKL1B	-0.3245
DIAPH2	-0.643
PTPN12	-0.1115
CLN8	-0.3651
CRYZL1	-0.632166666666667
CRY2	0.538416666666667
FCGR2B	4.5355
PNPLA4	1.636
ZNF454	-0.328
DKFZp434B1231	-0.2755
CLDN11	0.3209
RFWD2	0.132
CIB2	-0.761833333333333
MXRA8	3.62725
HRK	-0.0867499999999999
MAML2	-0.4735
C4orf31	-0.73875
C6orf192	0.29425
COG6	0.8305
FAM5B	-1.014
NFATC1	1.1769
SEPT10	0.1665
SCYL1	-0.3244
RPP40	-1.22125
SCOC	-0.2736
KIAA1450	0.43475
CTDSPL2	-0.38125
TBX5	2.092
NAPG	-0.474375
RHD	-4.3985
C14orf45	1.92683333333333
ZBTB22	0.931
PLCG1	-1.2915
ANKRD10	-0.415625
AQP7P2	2.18575
TAGLN2	-0.446333333333333
HTR2C	-1.2805
SLC16A7	-0.747333333333333
C17orf83	-0.06475
TSGA14	-0.4815
MDH1	-0.153
PPP3R2	0.356
DCBLD2	-1.22707142857143
RBM33	-0.7575
DPH3	-1.629
SYT10	-1.89966666666667
FMO4	2.42575
THYN1	-0.734
DRD5	-2.1425
OTOR	1.443875
PGRMC2	0.0385
KATNAL1	-0.149125
PAQR6	-2.49925
UBE2I	0.458
C14orf28	0.571
C8orf70	-0.0945
FLYWCH1	0.4095
ANGPTL3	-1.15925
GLRX2	-0.5395
ATP11A	-1.36878571428571
ARL5B	-0.908625
MUC16	-1.4265
SLC25A5	-1.22007142857143
ACRC	-0.826
MYO1C	-0.081875
FAM89B	1.23266666666667
FAS	0.50875
KIFAP3	0.8515
GLRA2	0.349
BTN3A2	0.8329
CNKSR3	-2.01375
CSTF3	-0.543833333333333
ARPM1	0.54525
KIAA1530	-0.7795
C9orf150	2.8275
PRKCI	-0.189
tcag7.1015	-1.329
SOD3	0.47725
ZNF574	0.647
CYP21A2	2.68075
RPL12	0.08725
COMMD2	-0.78825
WIZ	-0.00975000000000001
LOC344405	-1.45725
ALDH4A1	-0.859647058823529
CRYAB	3.51025
COPA	0.0679333333333333
PCDHGA7	1.05283333333333
KIF11	-1.83183333333333
RASD2	-0.211375
SLC26A3	-0.8055
ZNF175	-0.282
JAKMIP2	-2.15125
C8orf4	0
PTHLH	1.221
SLC40A1	5.18266666666667
OR7D4	0.297333333333333
PCDHB17	-0.0995
CD36	4.74842857142857
C6orf203	0.5996
PRKG2	-0.3245
LOC400566	1.635
ANAPC13	0.288
SLCO3A1	-1.0535
ZNF692	-1.736
FANCL	-1.0645
SH3GLB1	0.30225
C12orf61	0.0785
KBTBD6	0.5295
SUPT5H	0.299
XRCC6	-0.284
HUS1B	-0.3155
FAM133B	-0.330285714285714
LOC728276	-0.348
KCTD18	0.48
SOS2	1.03066666666667
CCDC99	-1.96
C1QTNF5	4.718
NNAT	1.99016666666667
USP16	-0.1665
LARS	-0.959625
ZBTB2	0.508625
ABO	-0.0655
TRAF3	-0.3815
GALNT5	-1.633
NAP5	2.11775
ALG14	0.376833333333333
KIAA0515	0.2855
WDR75	-0.7255
TEX261	0.0335
LY86	1.44675
LOC389072	-1.122
FLJ13611	0.077
MRGPRX2	-0.061
SNRPA	-1.1265
OR2G2	0.1915
GPRASP2	0.69625
C7orf42	0.3419
C9orf163	-0.724
CYP11B2	0.709
FCRL3	1.34683333333333
PRDX1	0.2065
FGB	-7.2645
COX17	0.681
C16orf33	0.68425
PIWIL1	0.0738333333333333
FOLR1	-2.73533333333333
KIAA0082	-0.687
FREQ	-1.07733333333333
TMCC2	-1.373
TCF12	-0.0158333333333334
ZNF721	-0.0965
FAM130A2	0.2125
POU4F1	-2.455
SNRPF	-1.18225
SGIP1	2.8875
ZNF641	1.154
EMG1	-0.34475
PRRG4	0.4255
HIRA	-3.504
MYNN	0.038
AEBP2	-0.307666666666667
TBXA2R	0.314166666666667
ISL2	-1.39416666666667
PCDHB11	-0.434
RNF144A	-0.15825
MARCH5	0.362
DULLARD	0.00866666666666667
DCLRE1B	-0.6095
ITGA8	0.75225
TP73	-0.025625
PRKCD	1.888
NDUFB4	0.621
ATP13A4	1.388
ANTXR2	-0.429833333333333
COL4A3	-0.670333333333333
MYO10	-2.658
SLC6A18	0.753
PEX1	-0.3565
TMEM74	-1.31083333333333
RBM19	0.53125
TAPBP	0.6109
RUNX1	2.84925
MID1	-1.7795
GPR64	0.3325
RASEF	2.714
GABRG1	-0.173875
MYO16	-1.55425
DBF4	-2.4805
TSHZ2	3.42375
RIPK2	0.216125
PPTC7	-0.0446666666666667
KIF4B	-1.5115
LRRC31	0.26625
ZNF540	1.86
EFNB3	0.512166666666667
LOH12CR1	0.87075
STON2	0.738833333333333
GLP1R	-0.15
CSTF2T	0.798125
IREB2	-1.25625
GRSF1	-0.22275
PDCD7	-0.7525
LRRC43	-0.165
CNR1	0.857166666666667
IL1F7	-1.0995
C12orf64	-0.319
FAM69B	-1.5725
NR2E1	-2.1975
MS4A6A	2.4928
FTL	0.1633
C7orf36	-0.26625
PCLO	2.0389
DYRK2	0.86625
ARIH2	-0.3675
SAMD7	0.223
SCNN1D	-0.40175
SLC32A1	-0.685625
C22orf25	-0.175666666666667
MRPS18A	0.093
GPR112	0.5805
EARS2	0.43725
ERN2	1.055
ATPBD3	0.426666666666667
PRH2	0.1235
CDKN2D	-0.224833333333333
PGLYRP2	2.83125
TRIM40	-0.052
SEC14L3	0.151166666666667
SLC22A1	0.0175
BTN2A3	0.04825
RASA4	0.92625
CCNL2	-0.767
MYBPC3	0.505
GJA4	3.96975
CDC42SE1	0.0705
TRPV2	-0.49975
MYPN	-4.1328
SIM1	0.1545
CDADC1	0.6555
ZFHX4	1.841
NIBP	2.00683333333333
ADAMTS19	-1.55475
ABTB2	-0.854
TSPYL2	-0.637625
EIF2S3	-1.1473
SOX30	-0.441
AP2A1	-0.435833333333333
DKFZP564O0523	-0.542333333333333
LOC285398	0.18
CDH18	-4.76475
CHL1	1.74375
GATS	0.1382
TBC1D2B	0.673166666666667
OR1J1	0.301
GSN	0.980666666666667
DPCR1	0.3
GARNL4	-0.572833333333333
SMARCA5	-0.76075
PLEKHG3	0.5975
ZBTB45	0.9765
FRMD6	-0.131666666666667
PLS1	1.23033333333333
DGKZ	0.0358333333333333
EFNA1	0.5433
WDR85	-0.949875
ANK2	0.194
PAGE4	-0.9295
SENP6	0.997333333333333
AKR7A2	1.35133333333333
FKBP10	-2.17025
VEGFC	-0.645166666666667
LARP1	-0.76225
SRBD1	-0.14125
ITGB6	2.5155
SLC1A2	-0.906214285714286
INVS	-1.37533333333333
MPO	0.46975
MOBKL3	0.1191
CUTL2	-0.953875
KLK2	-0.0506666666666667
VIM	-0.40875
REG1B	0.348
PCDHGC4	0.38025
C3orf34	0.2435
SUMO3	-0.378833333333333
CST9L	6.10175
MLL4	-0.37025
SPR	2.10216666666667
SAMD9L	1.18575
ABCE1	-0.828
SUPT3H	-0.807833333333333
ACTBL1	1.97075
ADAMTS4	1.22166666666667
SLIT3	3.5685
RHEBL1	-1.05875
NPM2	-1.8225
MAN1C1	1.70775
KIAA1856	1.41083333333333
HSPA6	1.07225
LOC388152	-1.2075
C10orf140	-2.285
ZDHHC12	-0.394
LIN7A	-0.7436
PHC2	0.1295
SPHK1	0.46025
TRIM26	0.5535625
FAM83E	-0.9735
C18orf24	-2.42116666666667
ZNF578	0.232166666666667
ORAI1	-0.4615
RUVBL1	-0.898083333333333
C7orf20	-0.590333333333333
APAF1	-1.527
SLC36A4	-1.9785
MYH11	4.875
NEK1	0.2816
MPP2	-0.293375
C12orf24	-3.09725
TNK2	1.2755
ZNF289	-0.6325
MATN3	-0.00457142857142857
IFNGR2	1.22283333333333
ITPR1	1.425875
EBF3	3.6822
TBC1D20	0.3472
OR10P1	0.446
DDAH2	1.14025
SHPRH	-0.11475
STX7	-0.2545
LOC554248	-2.2555
BCAR1	0.21375
ATXN3	0.161583333333333
TRIM27	-0.14575
CDC42EP2	0.478
CHP	0.0711428571428571
SOX17	2.897375
ZNF259	-0.794
CHCHD1	0.12375
ZDHHC19	-0.015
GBP2	3.1635
GARNL3	0.73025
MRC2	0.462
C1orf52	-1.17175
AOF2	-0.926
LRPPRC	-0.2871
ACVR1C	1.2115
TM4SF18	2.3875
TMEM169	-0.309
PPP1R16A	0.573875
EBF1	1.99616666666667
RRS1	0.5295
SNX2	-1.19375
OR2T2	0.1395
RBX1	-0.00425
ANKRD54	0.167166666666667
TSNAX	-0.244666666666667
TMEM83	-2.17275
ZBTB7A	1.102
ATM	-1.25033333333333
LOC338328	2.71166666666667
TIE1	1.45216666666667
HIST1H3G	0.3305
PASD1	-4.3495
TINAG	0.37825
PCDHAC2	0.122
LRRC15	2.152125
WBSCR17	-1.33675
TFF2	-0.2465
PARP2	-0.89525
NDFIP2	-0.431
PCDHGB2	-0.236
WDR60	0.03375
MAP7D2	-2.4582
USP45	-1.2885
GSDML	-0.987
TNS1	0.4619
PLCD4	0.35275
IQCD	1.54833333333333
SMPX	-2.207
CD9	0.914
SRGN	1.545875
CASP7	0.97175
INOC1	-0.241
DKFZp451M2119	-0.665
VMAC	1.612
USP53	1.0662
CAMK1G	-0.688125
TMEM106A	0.327166666666667
CDC20	-2.3594
ACSL5	1.11516666666667
CBWD5	-0.138625
C1orf87	-0.9815
KIAA1274	0.8765
PRUNE2	-1.81235714285714
LYPLA2	-0.368
DOK6	-0.989166666666667
GPR149	-0.1325
FAM30A	4.998
TMEM129	0.35675
SLC35B3	0.072
ACPP	0.1813
LOC200261	-1.6805
SLC4A7	3.021
CCDC40	2.74
GART	-2.060375
THOP1	-0.91825
SCARB1	-0.6405
CACNA1F	0.231
TRIAP1	-0.0515
SYT14L	0.414
SFRS8	-0.369166666666667
PBOV1	0.0805
GOLSYN	3.14325
GJB7	-1.0575
CAMK2N1	1.47825
GREM1	2.68383333333333
FLJ20433	0.90825
QPCT	-3.0325
PRKAG2	0.7955
H2AFX	-1.62975
C6orf154	0.2235
PLOD3	-1.49775
ZBTB39	-0.498166666666667
WASF3	-0.275416666666667
DRG1	-0.76675
PRR4	-0.639
SPCS1	-0.00025
KDELR3	0.0728333333333333
SRP19	-0.246833333333333
GABRA6	-0.7605
MFSD1	0.3915
MMEL1	2.52525
PDXDC2	0.0645
BUB1	-3.73377777777778
RNF138	-1.64325
MYLPF	-0.6875
AIF1	1.28533333333333
DYNLRB1	0.5515
HCN3	-1.04716666666667
HIST1H2AI	0.06525
MAP4K5	0.128
LASP1	0.349625
LOC130951	0.7045
PLAA	-0.31075
KRT6A	-2.024
C6orf117	-2.60125
ARHGAP23	-0.039
PTF1A	-0.1135
GPHA2	-0.9065
LCE3B	0.093
MCL1	0.0187142857142857
EHBP1	-1.04583333333333
PRNP	-0.5828125
ZSCAN1	0.49025
C1orf113	1.75416666666667
FOXA3	-3.691625
NEB	1.25275
ASGR1	-4.79083333333333
CTGF	2.67266666666667
RAB17	0.867166666666667
MST101	-0.35425
JARID1B	0.6755
USP37	-0.1073
PTBP1	-0.703
PTPN7	0.114833333333333
CDC7	-3.35366666666667
SNX7	-0.64975
ZNF335	-0.16075
CPT2	0.4775
HEATR1	-0.91275
HSPC152	0.2075
C5orf40	-0.01925
PSME1	0.322
STAG3	-1.848
TMEM154	1.15916666666667
KLHL32	-0.436333333333333
TSGA10IP	-1.441
SUV420H2	-0.551833333333333
SF1	-0.707
2'-PDE	-0.235375
PNLIPRP2	-1.621
TRSPAP1	-0.02225
NUP210	-0.838833333333333
ANP32C	-3.2405
RAB11B	0.832166666666667
ASB15	1.2665
ITGB3BP	-1.3015
UBASH3A	0.04925
YWHAB	0.633625
TPRX1	-0.1045
LY6G5C	0.15175
SLC7A2	-3.00125
CLK1	0.4844
HSD3B7	0.4825
VDR	2.7275
C16orf74	1.133
ACE	0.0195
PSMA2	-0.3985
CCDC131	-0.836375
ZNF213	2.03933333333333
EML2	-0.276
ALS2CR13	0.555166666666667
GLYATL1	-2.6835
DSPP	0.4435
DHFRL1	-0.6575
C10orf30	0.415333333333333
SH3RF2	-1.238
LOC197322	-0.228166666666667
DLL3	-2.491
TIGD7	0.87575
GFRA3	-0.10925
CPA1	0.810166666666667
RTN4	0.167
PPT2	-1.443
FASLG	3.09
FOXP4	0.25425
RPL26	0.0157
GNL3L	-1.5875
FMR1NB	-0.525
CD163	7.32475
SGPP2	0.35825
GIMAP2	1.0255
CD37	1.846
DPT	5.44041666666666
NBLA00301	2.26725
RGS5	1.92433333333333
C9orf4	0.1455
ACTL8	-3.5655
PRKAR2B	1.959875
OPLAH	1.36266666666667
C20orf134	1.64625
SPACA5	0.46475
TBL1X	-0.392166666666667
TSPYL3	0.6975
CHCHD3	-1.0225
CRKRS	-0.300333333333333
GPR65	5.095
DFFA	-0.861
FUT1	0.913
C6orf204	-0.903333333333333
TMEM51	0.17825
ZNF580	0.74575
CMTM2	0.34925
C20orf200	-0.7955
EZH1	0.0533333333333333
FDX1L	0.035875
MRPL32	-0.614
PCAF	-0.7161
ALOX15B	1.4545
CD59	0.624875
CDK9	-0.2255
ERP29	-0.201833333333333
TTR	-6.07975
BCMO1	-0.099
DDIT4	-0.8565
PTGDS	3.24275
C3orf63	-0.104333333333333
BST2	0.711
CYP1A2	-0.137
C5orf25	-2.203
STX1A	-1.07670588235294
OR2A12	0.587
SH3BP5L	-0.18275
SERINC5	0.977
USP6	-0.9617
MRPL3	-0.872166666666667
POMP	0.281125
INPP4B	1.55425
GMPPB	0.51475
EAPP	0.576
AHSA1	-0.793
ABCA11	-0.7455
SLC5A6	-0.632583333333333
HIVEP2	0.77725
SUMO2	-0.676875
KIAA1822L	-1.7365
C11orf67	1.4075
TXK	-0.0025
PHCA	-0.340125
ICAM4	-1.924
FPGS	0.329
SNRPA1	-2.0365
KCNJ4	-1.05675
KIF6	-1.1138
HIST1H2BG	-1.37416666666667
SLC5A5	0.472
ZNF354B	-0.2945
IL12RB2	0.64525
C11orf76	0.414666666666667
GAL3ST2	-0.043
AIFM2	-0.645875
SYNC1	-0.13625
UBL3	0.948125
PIK3CG	-0.818166666666667
NLN	-0.7834
BCORL1	0.69525
CD5L	-0.1395
ZNF238	3.05916666666667
KIAA1394	-1.064
C16orf55	-0.2371
CYP3A7	-2.44125
KRTAP3-1	-2.49
TFDP1	-1.30616666666667
MND1	-4.1985
NODAL	-0.315166666666667
GTPBP4	-1.41
TUBGCP2	0.37375
SLITRK5	-0.41775
CIC	0.782
CD79A	2.9095
SAMD14	0.912833333333333
TNPO3	-1.5
OR10G3	-0.00600000000000001
OR10G8	0.2395
CCDC111	-0.5545
HOXC9	1.4935
DCUN1D1	-0.0404166666666666
CYB5R1	1.33675
TSR2	0.28725
DAB2IP	0.2667
SLC6A5	0.4395
RAB3D	1.2495
DCUN1D4	-0.94
ERBB3	1.48241666666667
SDC1	2.37675
ATP6V1H	1.36266666666667
SYK	1.5265
ST20	-1.598
C13orf30	-0.1725
WDR40A	-0.0335
ADMR	0.2255
LOC388335	2.0945
ACSM1	1.626
TDG	-0.458083333333333
FLJ11235	0.77075
MRPS5	-0.8895
AGPAT2	-0.2275
