Hybridization REF	TCGA-A2-A04Y-01A-21R-A034-07
ITGB6	1.4765
SLC1A2	0.407428571428571
INVS	-1.14933333333333
MPO	0.97775
MOBKL3	-0.6136
CUTL2	-1.553375
KLK2	0.155833333333333
VIM	-1.4005
REG1B	0.0173333333333333
PCDHGC4	0.413
C3orf34	-1.118
SUMO3	-0.416833333333333
CST9L	-0.89625
MLL4	-0.4145
SPR	1.99683333333333
SAMD9L	1.6215
ABCE1	-0.51
SUPT3H	-1.34733333333333
ACTBL1	1.38425
ADAMTS4	0.789
SLIT3	2.898
RHEBL1	-1.839
NPM2	-1.7185
MAN1C1	0.220875
KIAA1856	1.68783333333333
HSPA6	2.83625
LOC388152	0.7785
C10orf140	-1.963
ZDHHC12	-0.3945
LIN7A	2.6161
PHC2	-0.233833333333333
SPHK1	-0.259
TRIM26	0.601875
FAM83E	1.4245
C18orf24	-1.22333333333333
ZNF578	0.044
ORAI1	-0.0565
RUVBL1	-1.22108333333333
C7orf20	-0.0531666666666667
APAF1	-0.851
SLC36A4	-0.603333333333333
MYH11	4.6865
NEK1	0.0443
MPP2	-1.545125
C12orf24	-2.24825
TNK2	1.1015
ZNF289	-1.30675
MATN3	-2.007
IFNGR2	0.648666666666667
ITPR1	-0.07675
EBF3	2.5154
TBC1D20	0.6716
OR10P1	0.92775
DDAH2	0.56
SHPRH	-0.0425
STX7	-0.276
LOC554248	-1.6545
BCAR1	0.4765
ATXN3	0.444333333333333
TRIM27	-0.48675
CDC42EP2	-0.084
CHP	0.487357142857143
SOX17	2.596125
ZNF259	-0.550666666666667
CHCHD1	0.325625
ZDHHC19	0.183
GBP2	2.7805
GARNL3	0.597625
MRC2	-0.552
C1orf52	-0.75525
AOF2	-1.178
LRPPRC	-0.0777
ACVR1C	1.04533333333333
TM4SF18	2.2275
TMEM169	-0.358666666666667
PPP1R16A	0.210625
EBF1	1.30183333333333
RRS1	1.02583333333333
SNX2	-0.176
OR2T2	-0.081
RBX1	-1.106
ANKRD54	0.257166666666667
TSNAX	-1.1025
TMEM83	-1.90975
ZBTB7A	2.37575
ATM	-1.38608333333333
LOC338328	2.57283333333333
TIE1	1.2215
HIST1H3G	-0.170333333333333
PASD1	-4.292
TINAG	0.67725
PCDHAC2	0.4095
LRRC15	-0.618625
WBSCR17	-1.173
TFF2	1.226
PARP2	-0.85925
NDFIP2	-0.446625
PCDHGB2	-0.2835
WDR60	0.24025
MAP7D2	-1.312
USP45	-1.69825
GSDML	-0.77925
TNS1	0.1929
PLCD4	1.18925
IQCD	0.961166666666667
SMPX	-2.43175
CD9	0.384
SRGN	1.93225
CASP7	1.28875
INOC1	0.238
DKFZp451M2119	-1.2695
VMAC	1.2755
USP53	0.8174
CAMK1G	-0.433
TMEM106A	-0.278166666666667
CDC20	-1.276
ACSL5	0.5665
CBWD5	-0.738
C1orf87	-1.021
KIAA1274	1.251
PRUNE2	-2.14164285714286
LYPLA2	-0.938
DOK6	-2.1005
GPR149	-0.077
FAM30A	2.34475
TMEM129	0.835
SLC35B3	-0.467
ACPP	-0.5511
LOC200261	-0.6495
SLC4A7	1.1312
CCDC40	2.381
GART	-1.955375
THOP1	0.33375
SCARB1	-1.077875
CACNA1F	-0.67275
TRIAP1	-0.417666666666667
SYT14L	0.261
SFRS8	0.402666666666667
PBOV1	0.49525
GOLSYN	1.65975
GJB7	-1.4415
CAMK2N1	1.84441666666667
GREM1	2.29008333333333
FLJ20433	0.91725
QPCT	-4.203125
PRKAG2	1.38
H2AFX	-0.365875
C6orf154	0.5975
PLOD3	-0.9305
ZBTB39	-0.512
WASF3	0.571333333333333
DRG1	-1.64775
PRR4	-0.094
SPCS1	-0.6955
KDELR3	-1.52566666666667
SRP19	0.442333333333333
GABRA6	0.02475
MFSD1	0.64325
MMEL1	2.89675
PDXDC2	0.3554
BUB1	-2.41744444444444
RNF138	-1.32925
MYLPF	-1.0658
AIF1	1.217
DYNLRB1	0.4855
HCN3	-0.379666666666667
HIST1H2AI	0.644
MAP4K5	0.111083333333333
LASP1	0.732
LOC130951	-0.402
PLAA	1.080125
KRT6A	-3.1205
C6orf117	-3.009125
ARHGAP23	-0.7345
PTF1A	-0.3205
GPHA2	-0.6265
LCE3B	0.11775
MCL1	0.385642857142857
EHBP1	-0.393666666666667
PRNP	-0.85225
ZSCAN1	0.347
C1orf113	1.26516666666667
FOXA3	-3.327375
NEB	1.83725
ASGR1	-4.632
CTGF	1.24383333333333
RAB17	-0.275
MST101	-0.727
JARID1B	0.9924
USP37	0.407
PTBP1	-0.309833333333333
PTPN7	-0.0415
CDC7	-2.15766666666667
SNX7	-1.09325
ZNF335	0.298
CPT2	0.02325
HEATR1	-0.365125
HSPC152	0.32225
C5orf40	0.0415
PSME1	0.633
STAG3	-1.6415
TMEM154	1.77766666666667
KLHL32	-0.817833333333333
TSGA10IP	-0.6585
SUV420H2	0.167333333333333
SF1	0.2139
2'-PDE	0.25375
PNLIPRP2	-1.4135
TRSPAP1	-0.407416666666667
NUP210	-0.2435
ANP32C	-3.19166666666667
RAB11B	0.275333333333333
ASB15	0.0835
ITGB3BP	-1.76375
UBASH3A	-0.585
YWHAB	0.582125
TPRX1	0.0315
LY6G5C	0.16025
SLC7A2	1.282625
CLK1	0.6514
HSD3B7	-0.243
VDR	3.15625
C16orf74	2.3375
ACE	0.625
PSMA2	-1.063
CCDC131	0.14
ZNF213	0.7665
EML2	1.29225
ALS2CR13	-0.118166666666667
GLYATL1	-3.34175
DSPP	0.67
DHFRL1	-0.688875
C10orf30	1.01
SH3RF2	-1.60416666666667
LOC197322	-0.075
DLL3	-1.207375
TIGD7	-0.71425
GFRA3	0.02
CPA1	0.497
RTN4	-1.18283333333333
PPT2	-2.05633333333333
FASLG	2.26716666666667
FOXP4	0.279375
RPL26	-0.8794
GNL3L	-1.32833333333333
FMR1NB	0.153
CD163	7.45875
SGPP2	-0.0365
GIMAP2	1.26975
CD37	1.46483333333333
DPT	3.52783333333333
NBLA00301	1.078
RGS5	1.94683333333333
C9orf4	0.8315
ACTL8	-2.88116666666667
PRKAR2B	0.551
OPLAH	0.5125
C20orf134	2.82525
SPACA5	0.035
TBL1X	-1.00366666666667
TSPYL3	-0.026
CHCHD3	-1.30725
CRKRS	-0.0415
GPR65	5.199
DFFA	-0.27525
FUT1	1.40325
C6orf204	-0.182666666666667
TMEM51	0.99875
ZNF580	0.19775
CMTM2	0.182
C20orf200	-0.0325
EZH1	0.148
FDX1L	-0.428125
MRPL32	-0.07025
PCAF	-0.9152
ALOX15B	1.45933333333333
CD59	-0.475083333333333
CDK9	0.166125
ERP29	-0.0431666666666667
TTR	-5.87375
BCMO1	0.284
DDIT4	-0.812
PTGDS	1.625
C3orf63	0.109
BST2	0.70575
CYP1A2	-0.439
C5orf25	-0.4285
STX1A	-0.609352941176471
OR2A12	0.3165
SH3BP5L	0.6585
SERINC5	0.18425
USP6	-0.4729
MRPL3	-0.748333333333333
POMP	0.10825
INPP4B	1.222625
GMPPB	-0.04475
EAPP	0.29
AHSA1	-1.19225
ABCA11	0.187
SLC5A6	0.5315
HIVEP2	1.28375
SUMO2	0.144
KIAA1822L	1.32716666666667
C11orf67	-0.12125
TXK	-0.427625
PHCA	-0.9295
ICAM4	-2.44583333333333
FPGS	0.464833333333333
SNRPA1	-1.04925
KCNJ4	-1.01575
KIF6	-0.2833
HIST1H2BG	-1.16083333333333
SLC5A5	0.20025
ZNF354B	0.171833333333333
IL12RB2	0.5145
C11orf76	0.820333333333333
GAL3ST2	0.042
AIFM2	-0.0555
SYNC1	-0.32575
UBL3	1.51
PIK3CG	-0.765166666666667
NLN	-0.4685
BCORL1	0.89675
CD5L	-0.1235
ZNF238	-0.222166666666667
KIAA1394	-0.80325
C16orf55	0.2332
CYP3A7	-3.25775
KRTAP3-1	-2.2895
TFDP1	-0.269833333333333
MND1	-1.87875
NODAL	0.217666666666667
GTPBP4	-0.431
TUBGCP2	0.3695
SLITRK5	-3.74375
CIC	0.53675
CD79A	0.9455
SAMD14	0.548833333333333
TNPO3	-1.312
OR10G3	-0.5805
OR10G8	0.476
CCDC111	-0.5825
HOXC9	1.24
DCUN1D1	0.0411666666666667
CYB5R1	2.13825
TSR2	-0.28325
DAB2IP	0.9135
SLC6A5	0.1195
RAB3D	1.60775
DCUN1D4	-0.7095
ERBB3	1.27633333333333
SDC1	2.06175
ATP6V1H	0.429833333333333
SYK	2.049
ST20	-0.937
C13orf30	1.564
WDR40A	0.707666666666667
ADMR	0.3575
LOC388335	1.75875
ACSM1	2.591
TDG	0.216
FLJ11235	1.2335
MRPS5	-0.889166666666667
AGPAT2	0.249666666666667
SLC12A1	0.111125
CYP27A1	-2.08925
THAP7	-0.817
XPO1	-0.5105
ALMS1L	0.8735
C1orf2	-0.14175
ZNF777	0.586833333333333
CAMK2A	0.248666666666667
SMC1B	-0.51125
IHPK2	0.442066666666667
LEMD1	-4.022
NKD2	0.3757
CLU	-0.155357142857143
ARMETL1	-0.435
PABPC4	-1.582
CXCL12	2.06066666666667
TFAP2C	1.0683
TTTY8	0.854
ABCB10	-1.8884
ENDOD1	1.44883333333333
IDI1	-2.3255
KCTD6	1.08633333333333
CCDC105	-0.509
ULBP2	-1.95033333333333
ZDHHC5	1.598
WNT8A	0.0305
COMMD10	-1.2125
KLHL12	-0.267875
GPR50	0.4255
NR5A2	0.507428571428571
OXGR1	0.976833333333333
EHD3	-0.7135
CAPRIN2	-0.8685
KLRC3	-3.787
SF3B1	0.0574285714285714
IPO7	-0.30325
ALDH1A1	-1.24733333333333
ANKRD5	1.432375
TSNARE1	0.4115
DDEFL1	0.7465
RNASEL	0.898333333333333
DNAH9	-1.374
HELLS	-1.95025
TNS4	0.3285
NAV1	-0.1192
KIAA1409	-0.336
C20orf26	0.234833333333333
TUBG1	-1.16425
IRX2	1.11875
CNGA4	-0.337
MGC50559	1.175
OR4K17	0.367166666666667
TM2D2	-0.763
FAM32A	-0.6035
TXNDC14	-0.8355
CCBL1	-1.899
ANK1	-2.664
PRSS23	-2.41925
PPM1L	-0.2625
SPATA20	0.103
APCS	-0.4495
C14orf122	-0.322
PSMB5	0.263625
C6orf10	-0.4128
SETDB2	0.236333333333333
SPNS3	-0.6915
SGMS2	-0.111333333333333
MXD3	-0.261
MON2	-0.1413
CARTPT	0.2955
HNF4A	-1.20283333333333
RABEP1	-0.3128
TNFRSF10B	-0.955625
USH1G	0.428
PPAP2B	-2.007
TMEM16K	-0.013
CTDSP1	0.998666666666667
CDK5R1	-0.235
GABRR1	-0.2845
OPN1LW	0.325
FAM98C	1.512625
DBN1	-1.821875
ACAD10	-0.522166666666667
QTRTD1	-0.257
WNK3	-1.92466666666667
RPS19	-0.011375
C1QB	3.7835
OTUD5	-0.652125
SLC41A2	0.946333333333333
TMEM22	-2.48833333333333
KHSRP	0.113916666666667
TNFRSF11A	0.0978333333333333
FBL	-1.447
IBTK	0.731166666666667
OXER1	-0.0635
CBLN4	0.185
GPR172B	1.60616666666667
CFTR	-1.44475
VSX1	0.981
CAMK1D	0.91775
LOXL3	-3.1205
RTP4	3.274
SLFNL1	-0.12175
KIAA0828	-0.202625
PAR5	0.418
LOC723972	-3.1245
GDI2	-0.273
CEBPA	1.5135
MLF2	0.150166666666667
AFMID	-1.122
ALOX12B	-0.2195
BPHL	-0.524
COX5B	0.442
S100A10	-0.3741
THOC6	-0.16075
NHN1	0.51775
RRP12	-0.1815
ARID3B	-1.965
CD3G	-1.04716666666667
KIAA0133	-1.63525
NAT11	-0.986166666666667
PPAT	-0.0173333333333333
SIRT3	0.0653
TCERG1L	2.09625
NIPA1	-0.4974
DPP8	-0.3947
IL7R	1.8405
ZFP64	-0.231
DMAP1	-0.4005
TRMT12	3.6355
TLR4	1.6148
WFIKKN2	0.429
RAB12	-0.862333333333333
DDX51	-0.00583333333333333
KIAA1086	-2.53325
ZNF295	-0.14
ACVR2B	-1.05992857142857
LOC494150	-1.6355
ZNF517	0.4025
DNASE1L2	-0.858
SUFU	0.71575
LOC283677	0.049
LMO3	-0.415666666666667
PPP2R5D	-0.161
ZNF587	0.8053
HIST4H4	0.84225
CYP2C8	0.83175
C1orf80	-0.188166666666667
DOCK5	-0.864833333333333
C9orf24	0.33
OR5AR1	-0.8185
C11orf24	-0.70725
UNQ1940	-0.39075
CAP2	1.559
TIMM44	-0.61075
DSEL	-2.2745
ROM1	1.55925
FBXO4	-0.86025
MYLC2PL	-1.66025
MLH3	0.4338
NOX1	0.232666666666667
DPEP2	2.2685
DNAJB5	0.13375
RLTPR	0.1165
MBIP	-0.8455
COPB1	-0.524666666666667
SFTPA1B	-0.3095
C10orf4	-0.4111
PRELID1	-0.81025
NOLA1	-0.668
C19orf24	0.404
TLR9	-1.685
HLA-DMA	3.1735
HCRP1	0.418
GPR137	-0.0986666666666667
ITGA11	-0.919333333333333
PHF13	1.07433333333333
MARK4	0.698666666666667
METTL4	-0.90625
MBD3	-0.1981
LOC134145	0.224875
FGF3	0.76575
SLC35A3	-0.118625
CLEC16A	-0.19725
AMOTL1	-0.257083333333333
FLJ31438	-0.24375
PAICS	-1.080125
TOMM40L	0.0475
MMD	-1.4795
KLK10	-1.223
NIT2	0.284333333333333
SERPINB10	0.444
KLF15	-0.098
CCDC5	-0.10075
WSB2	-0.468125
ME3	0.350125
CACYBP	-0.773666666666667
TCTN2	-1.045
JAK1	1.129375
C2orf25	-0.74875
GPD2	2.618
FBXL11	0.5815
CDV3	-0.544083333333333
GALNT11	0.02925
NDUFA12L	-0.4867
FLOT1	-0.937714285714286
TOR1AIP2	0.322
MMP25	1.9155
C1orf164	-0.0455
CHST5	0.2505
LYRM4	-1.138
GPER	-2.5285
HIPK2	1.02875
DAP	-0.3599
ZMIZ1	1.18416666666667
DDX58	2.18225
DCC1	-2.03475
AKT1	-0.045875
ENPP6	0.887166666666667
ERVWE1	-0.695166666666667
CDC34	-0.4185
RNF125	-1.4125
CASC1	1.531
SHROOM2	0.04525
RRM2B	3.342
COL6A3	0.687125
TMEFF1	-3.6175
PLEKHA4	-0.7742
LYSMD1	0.519833333333333
SEPT1	-0.541
AOF1	-0.403
GNPAT	-1.2245
WDR18	-0.429
HSD17B12	-0.675333333333333
HIST1H2BM	-0.692166666666667
INDOL1	-0.5286
SUDS3	1.02825
C1orf192	-0.501
CYP2B6	0.07225
TBC1D2	0.208
SLC25A12	-1.134
ERCC6L	-1.78583333333333
MGC10814	-0.456
POLR2C	-0.745333333333333
ZNF77	-0.1295
EIF3K	-0.6685
HPX	0.5465
ANKRD27	-0.017
MALAT1	1.8648125
PLB1	0.462833333333333
HRNBP3	-0.74075
CPSF4	-1.0515
OR52N2	-0.043
PIP5KL1	0.46475
GH1	0.03825
HPS5	-0.84425
SLFN5	0.981
POP5	-0.553
OVOS2	-2.15583333333333
C20orf108	0.01775
MARS	-1.97575
CLRN3	1.61633333333333
ARSE	-1.12666666666667
PPIE	-0.677333333333333
PHACS	0.357666666666667
GP5	-1.003
IL8RB	1.40083333333333
FCRLA	-1.641625
ARRDC1	1.6687
KRTAP9-4	-0.08475
ZNF613	1.72
OR11A1	0.465
TMEM132B	-2.685625
PGLS	0.39575
BSND	-2.54433333333333
KCNK18	0.747
FOXD4	1.14375
SV2C	-0.74875
LCN2	3.2445
ZNF490	0.4351
C3orf15	0.1762
CACNA2D4	-0.1375
CBX5	-0.46425
MAGEB4	1.14733333333333
BOLA1	0.93
PPP2R5E	0.0775
COL5A1	0.227083333333333
ASB7	-0.1815
SFT2D1	-0.774125
DERL1	2.4121
RABL2A	-0.00416666666666668
MOAP1	-0.88575
KIAA1545	1.37116666666667
F3	-0.11125
PLEKHM2	-0.611
CCDC89	0.133666666666667
EFCAB1	0.936
TMEM48	-0.81825
SEPHS2	0.71025
PYGM	-0.55275
PRICKLE1	0.73625
WNT5B	-1.9345
TAS2R38	-0.678
IMP5	0.022
KHDRBS1	0.1217
LARS2	-0.961333333333333
C3orf28	-1.023
FTCD	-3.077
C10orf68	2.237
DGAT2L3	-0.36
PSEN1	0.330083333333333
MGC33657	0.2865
PLA2G4B	1.61183333333333
CDKN2A	-1.2415
DLX1	-2.824
TSHB	0.3825
C18orf37	0.52875
MEX3C	-0.12
MAMDC2	-1.117
PDIA4	-0.247333333333333
ATP5E	2.34375
CASP2	-0.240642857142857
SERBP1	-0.651730769230769
ZNF341	0.302333333333333
TESC	-2.53625
TMEM31	-1.0005
OR51I2	0.148
YTHDC1	0.660928571428571
JUN	2.67
AGMAT	-2.47033333333333
PCNXL2	0.14325
ATAD5	-1.736625
STK38	-0.729875
AZI1	0.46625
RBP1	1.1125
C4orf26	-0.45575
KIAA1026	2.294
TMEM101	0.58275
HSFX1	-0.03
TREX1	1.869
C18orf10	-1.1501
TRIM15	-3.32075
CA6	0.267
CEP57	-1.551125
AR	2.71166666666667
SESN2	-0.178833333333333
KIF3C	-0.339375
EPB41L5	0.733375
ARHGEF10	-1.57954545454545
POLR3D	-1.429875
INDO	-0.0185
GABRA3	-0.417
SCG5	-1.8473
E2F3	-0.3508
TIGD5	0.7205
FGD6	0.484833333333333
KLHL3	0.022
SCGB3A2	-0.692
URP2	0.687666666666667
ATP6V1B1	2.3832
CALML6	1.579
LOC100049076	0.5525
TMF1	0.38725
LOC388503	-0.4345
CDH5	2.862125
RPS6KC1	0.5555
DAAM1	1.3208
TNFRSF10D	-0.72425
GSTT1	-1.2342
INPP5A	0.51625
TRAF3IP1	0.8127
SMARCE1	0.245428571428571
VRK1	-1.48225
TTC16	0.823
AARS	-0.716166666666667
ARHGAP27	0.744
ZAK	-0.309
ACSM2B	-2.43125
TRAP1	-1.09933333333333
MRPL53	0.303
RNF44	-0.59375
NPTXR	0.61025
DPYSL3	0.0551666666666667
APP	0.795
GLS2	0.182833333333333
MNX1	1.29966666666667
CMTM7	-0.093
OR10A7	-0.347
NYD-SP21	2.76416666666667
ORC5L	-1.36225
SLC16A10	-0.7105
TMEM178	-0.934
LOC441601	-5.10725
PTGIS	-0.13075
KBTBD7	0.65425
C19orf41	-0.09675
CEACAM3	-0.85125
KRT23	-0.837
SERHL	3.8005
PNKD	-0.105125
UBC	0.89225
ATRN	-0.302875
HAPLN1	-0.015
RANGAP1	-1.16525
C10orf26	0.787
KCNA7	-0.17575
SRY	0.26
LOC376693	-1.15225
HIST1H2BF	-0.5855
CDCA8	-1.73383333333333
MLC1	-2.33175
TNIP3	0.53
OR4D1	0.5685
IFT52	-1.59083333333333
GOLT1A	0.5015
UTP20	0.635875
RP3-402G11.5	-0.56925
PRSS33	-1.3275
PMPCA	-1.22625
APOB48R	4.42233333333333
GLTP	0.3595
MPL	0.2185
C9orf78	-0.3705
ADAM12	0.199
CSPG4	-1.525
LOC144305	1.173
KRTAP4-10	0.0704
PAK1	-0.71
ADCY7	-0.5618
TAS2R43	-0.0045
FRAS1	-2.04714285714286
PPP1R14A	-0.166833333333333
OR2B6	-1.411
ATP13A1	0.459
SIDT1	1.28125
C1RL	1.192
PRKRA	-0.081
TLN1	-0.1172
RP11-50D16.3	-0.206666666666667
MITF	-1.8985
GYS1	0.131
LYG1	0.00333333333333335
NSMCE4A	-0.3276
DNAI1	0.03025
HOXD11	-1.427
FNBP1L	1.1512
DHX35	-0.6745
LCE3E	0.803375
SLC33A1	1.12325
DCLK3	0.589
TRIM33	0.136666666666667
TMCC3	1.31066666666667
FBXO42	0.624333333333333
C1orf27	0.0024
C17orf50	0.2635
RNF14	0.3835
SLC4A8	0.626
RAB3IP	0.4787
COX6C	5.04507142857143
PCSK1	-3.8054
SLC13A1	0.314875
ARF6	0.752833333333333
KIAA1009	-0.457
HOXA13	-3.3895
HMGN1	-0.831875
CXADR	-3.1255
MGC14436	0.1265
UTF1	1.905
TSC22D1	-0.0526
BZRAP1	2.5345
PUF60	0.155916666666667
SHC1	-0.2365
HOOK3	0.5527
LIMS2	0.712333333333333
BAHCC1	0.331666666666667
CLCC1	1.51783333333333
ENTPD3	0.913666666666667
SMO	-0.9655
PIK3R5	1.151
CDC14A	2.12225
KRT1	2.1015
ENOX2	0.473333333333333
FLJ22655	-0.01775
FPRL1	0.457
INTS6	0.5994
ZCCHC5	-0.221
SMC3	-0.66575
C6orf123	0.900833333333333
FLJ20160	3.00175
LOC653391	0.678
GSS	0.09725
NT5M	-1.31825
SIX5	-0.32025
TAF5	-0.999
KCNA1	0.1535
ANLN	-2.29683333333333
MGC45491	-1.6643
SSTR2	1.54075
LYPD4	-0.138
TH1L	1.42775
CHRNA5	-1.466
PNMA6A	-0.47225
FLJ16369	-0.4175
DLX2	-3.3896
C6orf108	0.418916666666667
ALDH3A2	0.3405
CLEC1B	0.0426666666666667
LEPREL2	-1.648
FOXJ1	0.7511
OR1D4	0.312
PPIL4	-0.211
MTRR	-0.5495
SLC27A3	1.81816666666667
HTR7	0.0501666666666667
MIB2	0.365125
BHMT	-1.3765
A2ML1	0.6145
MSMB	-1.218875
KIAA1383	0.380714285714286
TRUB2	0.23175
PF4	-0.166333333333333
IL1F5	-0.689
LRRC37B2	0.451
IPO4	-0.372
FIGF	3.25825
QDPR	-0.832
ZNF598	-0.706
BOP1	-0.495125
MAPK12	-1.6565
POLR1E	-1.36775
CEECAM1	-0.8635
INSRR	0.187833333333333
SIPA1	1.33975
ULK4	-0.124166666666667
BTN3A1	-0.5695
FABP5	-1.0586
KBTBD3	-0.0966666666666667
SORT1	0.2645
YWHAQ	-1.12775
LRIT1	0.1195
KIAA1704	-0.5221
MEIS2	-2.2506
ENOSF1	-0.559666666666667
PCDH7	0.735928571428571
FZD9	-1.91866666666667
RPLP1	0.689
ZNF75A	0.8535
P4HA3	1.919875
NKX6-1	0.279
CTA-216E10.6	-0.608166666666667
IFT140	0.7475
DENND1A	-0.35625
ALCAM	1.3065
ABHD2	-0.0580909090909091
QPRT	-0.1695
TRAM1	0.57
ATP1B4	0.16875
NUP37	-1.983
SAA3P	-0.0605
SLC22A6	-0.0105
KIAA0265	0.896
ZNF41	-0.041
ADAM19	0.2506
ERAF	-0.941
DEFB119	0.278545454545454
DNMT3B	-3.1225
SNF1LK2	0.068
MGC24039	-0.605666666666667
TAS2R48	-0.794333333333333
PNLDC1	0.10025
ADAMTS16	0.26475
TMEM92	-1.97583333333333
CCT8	-0.46325
POGZ	1.01925
N-PAC	0.4375
GUCA1B	-1.39183333333333
ZZEF1	0.404333333333333
OR2C3	0.02675
ZNF334	-0.814333333333333
RANBP6	-1.34375
LDHB	-3.1145
BAMBI	1.759875
RAB5B	1.293
FOXB1	1.7995
MRPS12	0.0395
MRGPRF	0.280125
CRIPT	-0.9565
CYP2D7P1	-0.0965
RYR1	0.815375
NDUFA2	0.932
TRIP12	-0.765583333333333
KCNE3	2.028
MOBKL2B	-1.1602
MIOX	-0.32725
ACOT7	-1.083
FGF6	0.068
RASSF5	0.1559
ATAD3B	-0.172
IKZF3	0.3235
H3F3B	-0.206214285714286
C6orf91	0.6515
SEC11C	0.167
TMEM14C	-1.26125
KIAA1632	-0.264
SLC38A4	-0.45825
FGFR3	-0.959833333333333
HES7	1.79175
HINT3	-0.59825
ARIH1	-0.934
FLJ35880	-1.552
C1orf129	0.38
POU6F1	-0.70425
RPL32	-0.378875
BBS1	0.4105
RGPD5	0.1505
SULT1C2	-1.8795
KDELC1	-2.511
PIP5K3	-0.578
CHI3L1	0.5332
CSDA	-0.886583333333333
VTCN1	4.82425
WDR62	-1.09575
TMEM170	-0.70375
KIF2A	-2.2285
C6orf182	-1.653
ARL6IP6	-1.837
ZCCHC9	-1.25
RARB	-0.5485
ZNF320	0.58875
DHX15	-0.00337499999999998
PICALM	-0.288666666666667
CNOT6	0.083
HIST1H1A	2.6215
ZNF702	-0.301833333333333
OR1E2	0.7205
HLF	-1.0437
LOC442582	-1.0695
KIAA0494	1.104625
TCF4	0.68
APOBEC3B	-1.4835
FAM54B	0.0735
MYH2	-2.51825
FXN	-0.44
C12orf59	0.3555
PAEP	0.461
SPG11	0.06175
VN1R4	-0.00575000000000001
KCNJ13	-0.76875
NOC3L	-0.8235
C5orf36	0.1165
CPAMD8	3.968
MLN	-0.5365
FLJ11184	-0.5885
TIAM1	-0.1305
OR10J3	0.0965
OR52E2	0.3715
PBX1	2.3656
UBL7	-1.08583333333333
PXMP2	-0.70475
SYTL1	1.24033333333333
FAM126B	0.32225
ZNF711	-1.528
GGA1	-0.496833333333333
VAMP4	-0.300166666666667
BCAP29	0.0328
C20orf19	-1.189375
ZNF275	-0.04925
NEK6	-0.4145
SETD8	0.161166666666667
HEXIM1	1.38466666666667
SULT1A2	-0.47075
KLHL9	0.356
SLC39A12	0.12925
ARHGEF16	1.597
SCN1A	-0.530833333333333
HNRPH1	-0.36175
C9orf103	-0.4835
ECE1	0.274
MED18	-2.2495
TEX13B	0.5705
SNN	0.14375
C6orf62	-0.1285
WNT3A	1.655
IL22RA2	0.5635
MGC21881	-0.482
GABBR1	0.07575
YIPF6	-0.37025
PROX1	-1.642
PPP1R1B	1.10425
LANCL2	0.3712
SCN3A	-1.07666666666667
SSRP1	-1.16816666666667
ASXL2	0.08225
RPE65	0.4745
SNAI1	0.81975
EFNA2	-0.054
CLDN9	0.25575
TP53I13	0.61575
LOC375748	0.4145
C9orf7	0.92175
C14orf178	-0.4415
GC	-0.435666666666667
IER3	2.6135
KCTD10	0.31725
FLJ45717	1.6935
ADC	0.2335
LOC285908	0.0635
MLL3	0.67475
KIAA1787	-0.54
MGC31957	-1.39025
MUC5B	0.0226666666666667
ZNF193	0.20875
CSRP1	0.140875
MOSPD1	-1.06666666666667
C21orf49	-0.3055
RAD1	-0.93675
ANKRD34	-1.29425
NFRKB	-0.1045
FANCA	-0.69275
VTI1A	0.807642857142857
PCBP3	0.1025
BFSP2	-0.59125
ZNF354C	0.4295
FRMPD4	-0.1715
IKBKG	-0.509
LOC441046	-0.1105
UNQ9438	0.457
TM4SF20	-0.423
MAGEC1	-6.35275
AMMECR1	-0.672125
GLDN	0.84425
TTC30B	0.79025
SEC13	-0.2737
EGF	1.733125
HAGH	0.71425
VSIG1	0.229
NHLH2	0.37725
NCAPD3	-1.112875
MGC16121	-2.03125
HIATL2	-0.33775
BRCC3	0.4655
LCE2D	1.062
TMEM79	1.3755
GTF3C5	-0.507
AKR1C4	-0.499666666666667
C3orf59	0.272
RBM26	-0.219375
DUSP14	0.107833333333333
AP4M1	-0.160166666666667
RIMBP2	-0.500666666666667
ABCC2	-4.487
DNAJC16	0.459333333333333
TTC12	1.58533333333333
SNX13	-0.383666666666667
C6orf168	0.98825
C1orf100	-0.894
CSPP1	0.557
LRRC56	2.92775
OR1J2	0.0385
THY1	0.2352
KIT	1.10266666666667
TBC1D8	0.26125
EPHA7	-0.146
SOLH	0.364875
SVIP	-0.599
ZNF294	-0.85
HAND2	0.790666666666667
CENTB2	0.603833333333333
MARVELD3	2.735
CREB3	0.149833333333333
KRTAP1-5	-3.3685
OR8K1	0.5045
MED25	0.502166666666667
FDX1	-0.650166666666667
FAM19A1	0.166333333333333
IL13RA1	-0.205
ZNF627	-0.0245
NHP2L1	-0.875125
EIF2B2	-0.8705
ZNF593	0.274
WIPI2	0.529583333333333
RANBP1	-1.25625
TAS2R7	0.963
LOC283514	-0.1225
CSNK2B	-0.5744
CFHR1	0.1715
DKFZP434O047	0.345166666666667
WBP11	-0.4955
TEX2	1.05875
GALNT2	-1.28266666666667
FLJ33360	0.49275
WNT9A	-0.073
IL29	0.10625
STK3	1.59155555555556
REPS2	2.065125
FAM78A	-0.02775
MGC3207	0.09
FCGR3A	7.2655
H2AFY2	1.382
RNF150	-0.6305
CCNK	0.252125
VEZT	0.2525
FSHR	-0.069
C1orf66	0.053
LCE2B	0.1775
CD200	-0.23825
ORMDL1	-0.62175
OR51S1	0.2985
KRT83	0.69
