Hybridization REF	TCGA-BH-A0HU-01A-11R-A034-07
PIGM	1.049
GNB3	-1.5655
ACTR2	-0.1007
HMGB1	0.54515
EDG1	2.15566666666667
SOAT2	-3.5
OR10AD1	-0.268
RAP1GDS1	0.159166666666667
LCE1F	1.379
ESM1	-0.801125
RCN3	0.8065
CREBL1	-0.158
DBNL	-1.26783333333333
PTGER3	2.926375
USP30	0.559166666666667
BCL2L12	-0.612
KIF26B	1.967
ZNF416	0.53175
ZNF225	-0.4135
C17orf70	0.57825
ZNF554	1.208
RAE1	-0.451833333333333
TNIK	1.16066666666667
ACTN3	0.9645
MGC45922	1.003
CCNA1	-2.29666666666667
RYK	0.925
IL26	1.31
LRP3	0.971666666666667
QARS	-0.9575
SOX7	0.5875
BID	0.098875
OR2S2	0.7195
CXCL14	3.18625
C11orf47	-0.2125
MGC29891	1
HSPB8	1.4276
PRDM14	-0.961
NUFIP2	0.06625
MNAT1	-0.526
ZDHHC2	-2.61508333333333
MBNL2	-1.621
ADD3	-0.00575000000000001
CSNK2A1P	-0.7105
KLK6	-2.48466666666667
TMEM111	0.1124
KIAA1279	-0.4815
NUBP2	0.357166666666667
RAB42	-0.64425
ID3	-1.3985
TM9SF1	0.04775
MDP-1	-0.07725
POU4F2	0.457
IQCK	1.1225
C16orf14	0.031
CAPN3	-1.9695
FAM43B	-0.0299999999999999
RECQL	-0.81525
AP1G1	-0.0234285714285714
CTNNBL1	-0.7395
ECHDC1	-1.64866666666667
SMARCC1	-0.0241
FOXQ1	-1.128
GNAI3	0.100333333333333
POLG2	-1.0575
CD4	0.65475
ITLN1	0.707333333333333
EBI2	1.59425
IRF1	0.045
PTPRE	0.1666
PTK2B	-1.197
NXNL2	0.7005
SOX4	0.582666666666667
TSPAN3	0.0495
SH2D1A	-3.187
C8orf58	-1.57733333333333
USP20	-1.1075
DUSP22	-0.502333333333333
CALB1	-1.8036
L3MBTL2	0.274416666666667
MCRS1	-0.041
TMEM118	0.144666666666667
C18orf8	1.17483333333333
FLJ10241	-0.181625
GJA12	0.4605
PKD1	0.0623333333333333
ZFP3	0.861
JAM3	-1.60725
LAPTM4A	0.8463
DIRC2	1.23675
KIAA2022	1.21616666666667
MYOM1	0.136833333333333
TRPM8	-1.4
MOP-1	1.68675
PHKG2	0.3285
ZNF650	-0.36425
KIAA1522	1.987625
PSG8	-1.5392
DDX19B	-0.3825
MOBKL1B	-0.01025
DIAPH2	-0.700333333333333
PTPN12	0.10425
CLN8	-1.4086
CRYZL1	-1.61933333333333
CRY2	-0.274916666666667
FCGR2B	2.7995
PNPLA4	0.1915
ZNF454	0.8095
DKFZp434B1231	0.35075
CLDN11	0.5122
RFWD2	1.02333333333333
CIB2	-1.41683333333333
MXRA8	1.612875
HRK	-0.253625
MAML2	-1.36075
C4orf31	-0.592
C6orf192	-0.411
COG6	-0.355125
FAM5B	-1.324
NFATC1	-0.2286
SEPT10	-0.2385
SCYL1	-0.6163
RPP40	-0.109
SCOC	-0.4419
KIAA1450	-0.1705
CTDSPL2	-0.37225
TBX5	1.7532
NAPG	0.60975
RHD	-3.543
C14orf45	2.2955
ZBTB22	0.333
PLCG1	-1.55
ANKRD10	-1.54475
AQP7P2	0.652333333333333
TAGLN2	0.716333333333333
HTR2C	0.239
SLC16A7	-1.63883333333333
C17orf83	0.4115
TSGA14	-0.127916666666667
MDH1	-0.684
PPP3R2	0.601333333333333
DCBLD2	-0.760428571428571
RBM33	0.598
DPH3	-0.703
SYT10	-2.6498
FMO4	1.667125
THYN1	-0.8285
DRD5	-2.68
OTOR	2.019
PGRMC2	-0.1977
KATNAL1	0.675875
PAQR6	-0.556
UBE2I	-0.6855
C14orf28	0.9065
C8orf70	0.93975
FLYWCH1	-0.797875
ANGPTL3	-0.71325
GLRX2	0.960833333333333
ATP11A	-0.788214285714286
ARL5B	0.98175
MUC16	-2.1105
SLC25A5	-1.11507142857143
ACRC	0.13175
MYO1C	-0.942
FAM89B	1.30533333333333
FAS	-0.0565
KIFAP3	0.75175
GLRA2	0.074
BTN3A2	0.5641
CNKSR3	-1.551125
CSTF3	-0.553333333333333
ARPM1	0.845
KIAA1530	-0.2745
C9orf150	0.0515
PRKCI	0.97675
tcag7.1015	-1
SOD3	-1.06925
ZNF574	1.10325
CYP21A2	3.352
RPL12	-0.342
COMMD2	-0.60875
WIZ	0.5265
LOC344405	-1.34925
ALDH4A1	-0.766470588235294
CRYAB	1.6955
COPA	0.707133333333333
PCDHGA7	1.221
KIF11	-0.39325
RASD2	-0.040875
SLC26A3	-0.2565
ZNF175	-2.667
JAKMIP2	-1.593625
C8orf4	-0.352833333333333
PTHLH	-0.355
SLC40A1	3.28875
OR7D4	0.0230000000000001
PCDHB17	0.8425
CD36	3.4965
C6orf203	1.1891
PRKG2	null
LOC400566	0.8965
ANAPC13	-0.4555
SLCO3A1	-1.7375
ZNF692	-0.779
FANCL	-0.599
SH3GLB1	-0.557
C12orf61	-1.1145
KBTBD6	-0.079
SUPT5H	0.0105
XRCC6	-0.65
HUS1B	0.4729
FAM133B	-0.454428571428572
LOC728276	-0.406
KCTD18	0.36975
SOS2	0.7945
CCDC99	-0.92575
C1QTNF5	3.6115
NNAT	1.312
USP16	-1.08375
LARS	-0.769375
ZBTB2	0.551
ABO	0.186166666666667
TRAF3	1.31575
GALNT5	-1.9395
NAP5	-1.248375
ALG14	1.00716666666667
KIAA0515	0.641230769230769
WDR75	-0.489833333333333
TEX261	-0.405416666666667
LY86	0.63775
LOC389072	-2.0645
FLJ13611	0.126
MRGPRX2	1.2535
SNRPA	-0.784125
OR2G2	-0.503
GPRASP2	0.347
C7orf42	0.9181
C9orf163	0.5695
CYP11B2	-0.892
FCRL3	0.59825
PRDX1	0.42125
FGB	-2.44633333333333
COX17	1.384
C16orf33	0.172
PIWIL1	0.3575
FOLR1	-3.36733333333333
KIAA0082	-0.30825
FREQ	-0.0468333333333334
TMCC2	-1.12133333333333
TCF12	-1.0215
ZNF721	0.39025
FAM130A2	0.5505
POU4F1	-4.34225
SNRPF	-0.13775
SGIP1	0.667166666666667
ZNF641	0.628166666666667
EMG1	-0.4085
PRRG4	2.5335
HIRA	-1.91
MYNN	1.39816666666667
AEBP2	-0.25175
TBXA2R	0.455
ISL2	-1.84883333333333
PCDHB11	1.3955
RNF144A	-2.13675
MARCH5	0.656375
DULLARD	-1.121
DCLRE1B	0.408333333333333
ITGA8	0.0345
TP73	-0.30175
PRKCD	1.732
NDUFB4	0.754
ATP13A4	1.33483333333333
ANTXR2	-1.4805
COL4A3	-2.0004
MYO10	-1.2595
SLC6A18	0.719
PEX1	-0.46775
TMEM74	0.551666666666667
RBM19	0.2325
TAPBP	0.363
RUNX1	-0.0845
MID1	-2.777
GPR64	-2.38966666666667
RASEF	5.21725
GABRG1	1.755
MYO16	-0.248
DBF4	-2.15916666666667
TSHZ2	1.374
RIPK2	0.6195
PPTC7	0.0125
KIF4B	-0.2765
LRRC31	6.467
ZNF540	-0.5395
EFNB3	-0.508166666666667
LOH12CR1	0.67075
STON2	-1.11716666666667
GLP1R	0.6165
CSTF2T	-0.6065
IREB2	-0.964875
GRSF1	-0.416
PDCD7	-1.83933333333333
LRRC43	-2.0065
CNR1	-0.5465
IL1F7	0.244
C12orf64	-1.50775
FAM69B	-0.9405
NR2E1	-2.0618
MS4A6A	2.0259
FTL	-1.3468
C7orf36	-0.102
PCLO	1.8451
DYRK2	0.896416666666667
ARIH2	-0.283375
SAMD7	2.055
SCNN1D	-0.9395
SLC32A1	-1.000375
C22orf25	-1.10783333333333
MRPS18A	0.2543
GPR112	-0.07
EARS2	0.0485
ERN2	0.343
ATPBD3	0.391333333333333
PRH2	-1.1305
CDKN2D	0.812666666666667
PGLYRP2	1.097
TRIM40	1.03
SEC14L3	-1.941
SLC22A1	0.1945
BTN2A3	-0.1305
RASA4	-0.36275
CCNL2	-1.54116666666667
MYBPC3	1.0215
GJA4	3.6345
CDC42SE1	0.76575
TRPV2	-1.5555
MYPN	-3.43166666666667
SIM1	2.0385
CDADC1	0.25225
ZFHX4	0.037
NIBP	0.9545
ADAMTS19	-1.872
ABTB2	-0.92875
TSPYL2	-0.667625
EIF2S3	-0.2705
SOX30	0.5585
AP2A1	-0.722833333333333
DKFZP564O0523	-0.914833333333333
LOC285398	0.553666666666667
CDH18	-4.52266666666667
CHL1	0.0821666666666667
GATS	-1.09222222222222
TBC1D2B	-0.395
OR1J1	-1.361
GSN	-0.231166666666667
DPCR1	-2.65583333333333
GARNL4	-1.2175
SMARCA5	-0.427
PLEKHG3	0.979
ZBTB45	1.495
FRMD6	-0.577166666666667
PLS1	-1.13266666666667
DGKZ	0.00233333333333332
EFNA1	2.0694
WDR85	-0.446875
ANK2	0.22325
PAGE4	-0.914666666666667
SENP6	-0.407333333333333
AKR7A2	-0.315
FKBP10	-2.93775
VEGFC	-2.44133333333333
LARP1	-0.1283125
SRBD1	0.112
ITGB6	2.861
SLC1A2	-0.33725
INVS	-0.117
MPO	1.62725
MOBKL3	-0.5684
CUTL2	1.8435
KLK2	0.0729166666666667
VIM	-2.48625
REG1B	-0.1668
PCDHGC4	0.78025
C3orf34	-0.429666666666667
SUMO3	-0.786833333333333
CST9L	0.982
MLL4	-0.3585
SPR	0.0901666666666667
SAMD9L	1.20475
ABCE1	-0.766
SUPT3H	-0.7355
ACTBL1	1.70775
ADAMTS4	0.687
SLIT3	2.896
RHEBL1	-0.2605
NPM2	-2.3035
MAN1C1	-0.33675
KIAA1856	1.03058333333333
HSPA6	0.634
LOC388152	-2.074
C10orf140	-1.99025
ZDHHC12	1.245
LIN7A	-0.0264
PHC2	-0.161916666666667
SPHK1	-1.0795
TRIM26	0.4005625
FAM83E	-0.3365
C18orf24	-0.952833333333333
ZNF578	0.356
ORAI1	0.05975
RUVBL1	-1.02975
C7orf20	0.0116666666666666
APAF1	0.9755
SLC36A4	-1.5015
MYH11	4.1325
NEK1	-0.6357
MPP2	-0.171125
C12orf24	-1.9135
TNK2	0.63
ZNF289	-0.97575
MATN3	-1.76142857142857
IFNGR2	-0.0148333333333333
ITPR1	-0.394125
EBF3	2.4782
TBC1D20	0.0482
OR10P1	0.726
DDAH2	1.822
SHPRH	-0.010625
STX7	-0.077
LOC554248	-0.84875
BCAR1	-0.37625
ATXN3	0.762833333333333
TRIM27	-0.626
CDC42EP2	1.202
CHP	-0.079
SOX17	2.25175
ZNF259	-1.09116666666667
CHCHD1	1.489125
ZDHHC19	0.4995
GBP2	1.505
GARNL3	0.089125
MRC2	-1.34725
C1orf52	-0.686
AOF2	-0.956333333333333
LRPPRC	-0.0745
ACVR1C	-2.122
TM4SF18	1.24
TMEM169	-1.41
PPP1R16A	0.931375
EBF1	0.385
RRS1	0.277833333333333
SNX2	-0.56475
OR2T2	-0.261
RBX1	-0.39875
ANKRD54	0.122333333333333
TSNAX	0.3675
TMEM83	-1.88625
ZBTB7A	-0.303
ATM	-2.43516666666667
LOC338328	2.486
TIE1	0.822833333333333
HIST1H3G	-0.676833333333333
PASD1	-4.07716666666667
TINAG	0.6105
PCDHAC2	-0.5235
LRRC15	-0.22025
WBSCR17	-1.657
TFF2	0.167
PARP2	-0.171
NDFIP2	-0.982
PCDHGB2	-0.208
WDR60	-0.11775
MAP7D2	-0.475
USP45	-1.2995
GSDML	-0.81325
TNS1	0.214444444444444
PLCD4	-0.35725
IQCD	1.77083333333333
SMPX	-1.88375
CD9	0.915166666666667
SRGN	0.176125
CASP7	1.567
INOC1	-0.329333333333333
DKFZp451M2119	-2.68171428571429
VMAC	0.2485
USP53	-0.3526
CAMK1G	-1.112125
TMEM106A	-0.570166666666667
CDC20	0.2561
ACSL5	0.35
CBWD5	-0.00724999999999999
C1orf87	-2.742
KIAA1274	0.34675
PRUNE2	-1.71546153846154
LYPLA2	-1.38166666666667
DOK6	-2.40616666666667
GPR149	0.56875
FAM30A	1.661
TMEM129	0.32075
SLC35B3	-0.559
ACPP	-0.523
LOC200261	-2.156
SLC4A7	2.1404
CCDC40	3.16375
GART	-1.842125
THOP1	-1.187
SCARB1	-1.388625
CACNA1F	0.076
TRIAP1	-0.00633333333333336
SYT14L	1.35
SFRS8	0.00616666666666666
PBOV1	-0.03675
GOLSYN	1.9865
GJB7	-1.9315
CAMK2N1	-0.434166666666667
GREM1	2.63211111111111
FLJ20433	0.5355
QPCT	-4.06275
PRKAG2	1.14816666666667
H2AFX	-0.874
C6orf154	1.79625
PLOD3	-0.83975
ZBTB39	-0.179833333333333
WASF3	0.45025
DRG1	-1.0135
PRR4	-1.307
SPCS1	-0.78725
KDELR3	-0.614166666666667
SRP19	0.8185
GABRA6	-0.889666666666667
MFSD1	0.41275
MMEL1	2.20125
PDXDC2	-0.2038
BUB1	-1.99688888888889
RNF138	-1.54175
MYLPF	-1.12
AIF1	-0.401166666666667
DYNLRB1	0.8614
HCN3	-0.368666666666667
HIST1H2AI	-0.04575
MAP4K5	-0.07975
LASP1	0.524125
LOC130951	0.4845
PLAA	0.6685
KRT6A	-2.2855
C6orf117	-2.738875
ARHGAP23	-2.337
PTF1A	-0.847
GPHA2	-0.61175
LCE3B	0.229
MCL1	0.247928571428571
EHBP1	-0.09425
PRNP	-1.56593333333333
ZSCAN1	-0.4415
C1orf113	2.05316666666667
FOXA3	-3.2295
NEB	-0.884
ASGR1	-5.26316666666667
CTGF	0.588833333333333
RAB17	0.3575
MST101	-0.2955
JARID1B	1.5396
USP37	0.3861
PTBP1	-0.921166666666667
PTPN7	-0.8925
CDC7	-0.684
SNX7	-0.05875
ZNF335	0.155
CPT2	0.8705
HEATR1	-0.26
HSPC152	0.4385
C5orf40	0.1675
PSME1	0.404666666666667
STAG3	-0.41925
TMEM154	0.027
KLHL32	0.159666666666667
TSGA10IP	-1.3465
SUV420H2	0.153666666666667
SF1	-0.599
2'-PDE	0.078
PNLIPRP2	0.7265
TRSPAP1	-0.2
NUP210	-0.5045
ANP32C	-1.54466666666667
RAB11B	-0.0375
ASB15	0.6545
ITGB3BP	-0.75175
UBASH3A	-1.55175
YWHAB	0.248
TPRX1	-0.30925
LY6G5C	-0.511375
SLC7A2	0.1615
CLK1	0.3482
HSD3B7	-0.2145
VDR	2.2165
C16orf74	1.12275
ACE	-1.4685
PSMA2	-0.7865
CCDC131	-0.809875
ZNF213	1.1165
EML2	-0.525
ALS2CR13	0.00300000000000001
GLYATL1	4.618
DSPP	-1.0775
DHFRL1	-0.029375
C10orf30	-1.14166666666667
SH3RF2	1.03333333333333
LOC197322	-0.449333333333333
DLL3	-1.439875
TIGD7	0.8185
GFRA3	1.05375
CPA1	-0.716166666666667
RTN4	-1.6525
PPT2	-1.4705
FASLG	3.35554545454545
FOXP4	0.620375
RPL26	-0.0681
GNL3L	-1.87483333333333
FMR1NB	-2.1288
CD163	7.5175
SGPP2	2.26725
GIMAP2	-0.00950000000000001
CD37	0.357333333333333
DPT	2.8255
NBLA00301	2.50633333333333
RGS5	1.54691666666667
C9orf4	-0.1575
ACTL8	-0.916666666666667
PRKAR2B	-0.098875
OPLAH	1.49933333333333
C20orf134	1.138
SPACA5	0.9215
TBL1X	0.4595
TSPYL3	0.402
CHCHD3	-0.603
CRKRS	-0.128833333333333
GPR65	3.84675
DFFA	-0.516625
FUT1	1.12375
C6orf204	-1.32466666666667
TMEM51	0.62625
ZNF580	-0.1945
CMTM2	-0.88525
C20orf200	-0.11
EZH1	-0.412666666666667
FDX1L	0.768625
MRPL32	-0.68425
PCAF	-1.8165
ALOX15B	0.952833333333333
CD59	-0.249208333333333
CDK9	0.000625000000000028
ERP29	-0.227
TTR	-6.14875
BCMO1	0.078
DDIT4	-1.2442
PTGDS	2.0535
C3orf63	0.0441666666666666
BST2	-0.663375
CYP1A2	-0.0948
C5orf25	-0.50325
STX1A	-0.437117647058824
OR2A12	0.6215
SH3BP5L	1.21625
SERINC5	1.458375
USP6	-0.8595
MRPL3	-0.688833333333333
POMP	0.539625
INPP4B	-0.37325
GMPPB	-0.38175
EAPP	0.84975
AHSA1	-0.8755
ABCA11	0.2045
SLC5A6	0.425416666666667
HIVEP2	0.3105
SUMO2	-0.2085
KIAA1822L	-2.19016666666667
C11orf67	0.81825
TXK	-1.67616666666667
PHCA	-0.39125
ICAM4	-3.32133333333333
FPGS	0.7005
SNRPA1	-0.6085
KCNJ4	-2.05175
KIF6	-0.9178
HIST1H2BG	-1.93133333333333
SLC5A5	0.0430000000000001
ZNF354B	0.2715
IL12RB2	0.27875
C11orf76	0.3306
GAL3ST2	-0.1735
AIFM2	-0.849
SYNC1	0.133625
UBL3	-0.77175
PIK3CG	-2.3056
NLN	-0.212333333333333
BCORL1	0.4275
CD5L	-4.36233333333333
ZNF238	4.01283333333333
KIAA1394	-1.97033333333333
C16orf55	0.1014
CYP3A7	-3.13225
KRTAP3-1	-1.9355
TFDP1	-1.33516666666667
MND1	-2.76775
NODAL	-0.0488333333333334
GTPBP4	-0.5735
TUBGCP2	0.15625
SLITRK5	-3.905
CIC	0.73375
CD79A	0.304
SAMD14	-0.353833333333333
TNPO3	-0.852
OR10G3	0.939
OR10G8	-0.058
CCDC111	-1.013
HOXC9	2.0225
DCUN1D1	1.54458333333333
CYB5R1	1.32025
TSR2	0.5945
DAB2IP	0.3386
SLC6A5	0.219
RAB3D	2.84875
DCUN1D4	-0.369
ERBB3	0.855083333333333
SDC1	1.37041666666667
ATP6V1H	0.266166666666667
SYK	1.696
ST20	-0.8915
C13orf30	null
WDR40A	0.862333333333333
ADMR	1.224
LOC388335	1.69175
ACSM1	2.1075
TDG	-0.0689166666666667
FLJ11235	0.93325
MRPS5	-0.744666666666667
AGPAT2	0.491333333333333
SLC12A1	0.175714285714286
CYP27A1	-1.06175
THAP7	-1.344
XPO1	-0.6635
ALMS1L	0.598
C1orf2	0.8785
ZNF777	0.354833333333333
CAMK2A	0.4555
SMC1B	3.81875
IHPK2	0.254933333333333
LEMD1	-3.62575
NKD2	-0.5006
CLU	-1.15021428571429
ARMETL1	-1.3495
PABPC4	-1.08325
CXCL12	1.08233333333333
TFAP2C	1.9383
TTTY8	-0.002
ABCB10	-0.2612
ENDOD1	-0.926
IDI1	-2.0185
KCTD6	0.445
CCDC105	null
ULBP2	-1.77383333333333
ZDHHC5	1.89825
WNT8A	-0.394666666666667
COMMD10	-0.5985
KLHL12	0.512625
GPR50	-0.0795
NR5A2	-0.545142857142857
OXGR1	1.2002
EHD3	-0.86025
CAPRIN2	-1.48725
KLRC3	-4.266
SF3B1	0.0902857142857143
IPO7	0.85925
ALDH1A1	-2.01933333333333
ANKRD5	1.3215
TSNARE1	0.705
DDEFL1	0.63525
RNASEL	1.36733333333333
DNAH9	-1.6565
HELLS	-0.493
TNS4	0.0905
NAV1	-1.1642
KIAA1409	-0.477
C20orf26	1.35416666666667
TUBG1	-0.9525
IRX2	1.9125
CNGA4	0.364
MGC50559	2.004
OR4K17	0.586
TM2D2	-0.205916666666667
FAM32A	-0.209
TXNDC14	-0.118
CCBL1	-1.3735
ANK1	-3.136
PRSS23	-2.153
PPM1L	0.278
SPATA20	-1.48825
APCS	0.852666666666667
C14orf122	0.29
PSMB5	-0.12975
C6orf10	0.124833333333333
SETDB2	-0.904
SPNS3	-1.6875
SGMS2	0.566166666666667
MXD3	0.664333333333333
MON2	-0.0199
CARTPT	4.03525
HNF4A	-1.664
RABEP1	1.919
TNFRSF10B	-1.2805
USH1G	-1.2675
PPAP2B	-2.15333333333333
TMEM16K	-0.0875
CTDSP1	0.259333333333333
CDK5R1	-0.270333333333333
GABRR1	-1.204
OPN1LW	0.5245
FAM98C	1.2295
DBN1	0.230875
ACAD10	-0.573583333333333
QTRTD1	0.33325
WNK3	-0.909666666666667
RPS19	0.181
C1QB	3.97871428571429
OTUD5	-0.534875
SLC41A2	-0.4585
TMEM22	-2.89183333333333
KHSRP	-0.484416666666667
TNFRSF11A	-0.7405
FBL	-0.397666666666667
IBTK	0.261333333333333
OXER1	0.4215
CBLN4	1.27125
GPR172B	2.625
CFTR	-0.17875
VSX1	2.672
CAMK1D	0.815
LOXL3	-3.76475
RTP4	2.83525
SLFNL1	0.50525
KIAA0828	0.030875
PAR5	0.6815
LOC723972	-1.97325
GDI2	0.17825
CEBPA	0.1904
MLF2	-0.522833333333333
AFMID	-0.8405
ALOX12B	0.17
BPHL	0.5055
COX5B	0.0155
S100A10	-0.4318
THOC6	-0.258
NHN1	-0.27
RRP12	0.268833333333333
ARID3B	-1.73775
CD3G	-2.2475
KIAA0133	0.834
NAT11	-0.829333333333333
PPAT	0.3215
SIRT3	0.6792
TCERG1L	-1.66875
NIPA1	-0.9306
DPP8	-0.9102
IL7R	-0.434833333333333
ZFP64	-0.350083333333333
DMAP1	0.8348
TRMT12	0.61825
TLR4	0.4179
WFIKKN2	0.22
RAB12	-0.188
DDX51	0.4365
KIAA1086	-3.01525
ZNF295	-0.580333333333333
ACVR2B	-0.754714285714286
LOC494150	0.02125
ZNF517	-0.169
DNASE1L2	-0.769333333333333
SUFU	0.551583333333333
LOC283677	-1.939
LMO3	-1.59216666666667
PPP2R5D	0.204333333333333
ZNF587	0.8862
HIST4H4	0.7605
CYP2C8	1.12833333333333
C1orf80	0.19
DOCK5	-2.09066666666667
C9orf24	-3.761
OR5AR1	2.637
C11orf24	0.06475
UNQ1940	-0.676
CAP2	1.1995
TIMM44	-0.1815
DSEL	-1.6692
ROM1	0.2915
FBXO4	0.272875
MYLC2PL	-2.10525
MLH3	1.2055
NOX1	0.486
DPEP2	1.6355
DNAJB5	-0.5415
RLTPR	0.6555
MBIP	-0.564333333333333
COPB1	-0.348166666666667
SFTPA1B	0.185
C10orf4	0.4296
PRELID1	-0.62625
NOLA1	-0.143
C19orf24	-0.4575
TLR9	-1.661
HLA-DMA	3.26833333333333
HCRP1	0.335
GPR137	0.428166666666667
ITGA11	0.777333333333333
PHF13	0.401666666666667
MARK4	0.566166666666667
METTL4	0.3375
MBD3	-0.9938
LOC134145	0.198
FGF3	-0.838
SLC35A3	-0.75925
CLEC16A	-0.16525
AMOTL1	-1.64566666666667
FLJ31438	-1.14175
PAICS	-0.284875
TOMM40L	1.60933333333333
MMD	0.15575
KLK10	2.5379
NIT2	0.147666666666667
SERPINB10	1.143
KLF15	-0.7722
CCDC5	-1.022
WSB2	1.042125
ME3	0.26325
CACYBP	-0.371083333333333
TCTN2	1.463
JAK1	0.955125
C2orf25	-1.26
GPD2	1.475
FBXL11	-0.0276666666666667
CDV3	-0.32375
GALNT11	0.295125
NDUFA12L	-0.2427
FLOT1	-0.658642857142857
TOR1AIP2	0.746
MMP25	-0.42775
C1orf164	0.6034
CHST5	-0.3665
LYRM4	0.2486
GPER	-0.305
HIPK2	1.84808333333333
DAP	-0.3607
ZMIZ1	0.409166666666667
DDX58	1.59
DCC1	-0.99325
AKT1	-0.542625
ENPP6	0.447
ERVWE1	-0.0955
CDC34	-0.77175
RNF125	-1.93425
CASC1	3.3535
SHROOM2	1.42825
RRM2B	-0.386833333333333
COL6A3	0.782
TMEFF1	-2.4575
PLEKHA4	-0.335
LYSMD1	2.101
SEPT1	-1.484
AOF1	-1.69775
GNPAT	0.669
WDR18	-0.03525
HSD17B12	-0.5368
HIST1H2BM	-0.851
INDOL1	-1.2912
SUDS3	1.48325
C1orf192	0.364
CYP2B6	-0.1025
TBC1D2	1.80833333333333
SLC25A12	-0.43925
ERCC6L	0.234166666666667
MGC10814	-1.21333333333333
POLR2C	-0.348333333333333
ZNF77	-0.412833333333333
EIF3K	-0.0604
HPX	3.36375
ANKRD27	0.451625
MALAT1	-0.403875
PLB1	0.472333333333333
HRNBP3	-1.250125
CPSF4	0.0665
OR52N2	0.102
PIP5KL1	-0.49975
GH1	-0.62175
HPS5	-0.29675
SLFN5	-0.100875
POP5	-0.134833333333333
OVOS2	-2.951
C20orf108	-0.330125
MARS	-1.9695
CLRN3	1.30066666666667
ARSE	-1.87683333333333
PPIE	0.655333333333333
PHACS	-1.00416666666667
GP5	-1.6315
IL8RB	-0.10925
FCRLA	-1.971625
ARRDC1	0.574
KRTAP9-4	0.064
ZNF613	2.3985
OR11A1	0.6765
TMEM132B	-2.08371428571429
PGLS	1.31275
BSND	-2.53916666666667
KCNK18	-0.723
FOXD4	0.499
SV2C	-0.50925
LCN2	-0.094
ZNF490	0.9336
C3orf15	3.50757142857143
CACNA2D4	-2.102
CBX5	-0.902
MAGEB4	0.992
BOLA1	0.92625
PPP2R5E	0.193
COL5A1	0.104833333333333
ASB7	-0.298666666666667
SFT2D1	0.242
DERL1	1.1631
RABL2A	0.826
MOAP1	-0.63725
KIAA1545	0.294166666666667
F3	-0.949
PLEKHM2	-1.18175
CCDC89	2.10133333333333
EFCAB1	0.180666666666667
TMEM48	0.19925
SEPHS2	0.30575
PYGM	-1.296
PRICKLE1	1.0015
WNT5B	-1.627
TAS2R38	null
IMP5	0.624
KHDRBS1	0.3816
LARS2	0.0515
C3orf28	0.07475
FTCD	-3.18425
C10orf68	0.764333333333333
DGAT2L3	1.42375
PSEN1	0.69825
MGC33657	-1.21
PLA2G4B	0.4405
CDKN2A	1.23241666666667
DLX1	-2.56675
TSHB	-0.0175
C18orf37	-0.34575
MEX3C	-0.679625
MAMDC2	-1.322
PDIA4	-0.120666666666667
ATP5E	-0.01
CASP2	0.509214285714286
SERBP1	1.0185
ZNF341	0.272666666666667
TESC	-2.92475
TMEM31	-0.73925
OR51I2	1.3825
YTHDC1	1.01128571428571
JUN	1.66583333333333
AGMAT	-3.07966666666667
PCNXL2	0.837
ATAD5	-1.205375
STK38	-0.49475
AZI1	0.28375
RBP1	-0.042
C4orf26	-0.644
KIAA1026	1.02225
TMEM101	1.51
HSFX1	0.3085
TREX1	-0.1345
C18orf10	-0.9926
TRIM15	-3.0195
CA6	1.60866666666667
CEP57	-1.260875
AR	3.88583333333333
SESN2	-1.674
KIF3C	-0.015125
EPB41L5	-0.1665
ARHGEF10	-1.85340909090909
POLR3D	-1.4725
INDO	-0.902666666666667
GABRA3	-1.096
SCG5	-1.5348
E2F3	0.2866
TIGD5	1.7165
FGD6	2.00158333333333
KLHL3	-0.70675
SCGB3A2	-0.7935
URP2	-0.394833333333333
ATP6V1B1	0.4394
CALML6	-0.493
LOC100049076	1.1395
TMF1	-0.51225
LOC388503	-0.328333333333333
CDH5	2.17525
RPS6KC1	1.43366666666667
DAAM1	1.3889
TNFRSF10D	-1.68075
GSTT1	0.4235
INPP5A	0.4715
TRAF3IP1	1.8317
SMARCE1	0.505928571428571
VRK1	-0.879
TTC16	1.566
AARS	-1.4285
ARHGAP27	-0.0943333333333333
ZAK	-0.316142857142857
ACSM2B	-2.24275
TRAP1	-1.03816666666667
MRPL53	0.01875
RNF44	0.00399999999999998
NPTXR	-1.12075
DPYSL3	1.00116666666667
APP	-0.0742
GLS2	-1.08916666666667
MNX1	-2.81833333333333
CMTM7	-1.16125
OR10A7	1.0585
NYD-SP21	4.94083333333333
ORC5L	-0.60175
SLC16A10	-2.817875
TMEM178	-0.6535
LOC441601	-4.07375
PTGIS	2.03025
KBTBD7	0.82175
C19orf41	-1.694
CEACAM3	-1.11541666666667
KRT23	1.11625
SERHL	0.8965
PNKD	-0.1025
UBC	0.09175
ATRN	0.253125
HAPLN1	-1.7655
RANGAP1	-1.43425
C10orf26	1.4795
KCNA7	0.541
SRY	1.721
LOC376693	-0.47575
HIST1H2BF	-1.60125
CDCA8	0.0983333333333333
MLC1	-1.21075
TNIP3	0.637
OR4D1	1.085
IFT52	-0.2015
GOLT1A	0.811833333333333
UTP20	0.453875
RP3-402G11.5	-0.198
PRSS33	-1.09225
PMPCA	-0.16875
APOB48R	1.97133333333333
GLTP	0.81825
MPL	0.96775
C9orf78	-0.54925
ADAM12	0.155375
CSPG4	-2.389
LOC144305	1.5155
