Hybridization REF	TCGA-BH-A0EA-01A-11R-A115-07
SMARCC1	-0.4364
FOXQ1	-0.872
GNAI3	-0.5645
POLG2	-1.72425
CD4	1.33375
ITLN1	3.836
EBI2	3.68175
IRF1	-0.128
PTPRE	2.8202
PTK2B	0.06175
NXNL2	-2.028
SOX4	0.326611111111111
TSPAN3	0.463333333333333
SH2D1A	-3.46316666666667
C8orf58	0.2945
USP20	-0.684
DUSP22	-0.511833333333333
CALB1	-3.10066666666667
L3MBTL2	1.6665
MCRS1	-0.344
TMEM118	-1.3595
C18orf8	-0.0763333333333333
FLJ10241	-0.2175
GJA12	1.29175
PKD1	0.119333333333333
ZFP3	0.439
JAM3	-0.640125
LAPTM4A	1.3144
DIRC2	0.36925
KIAA2022	0.9865
MYOM1	1.81866666666667
TRPM8	-3.58716666666667
MOP-1	0.73675
PHKG2	-0.014125
ZNF650	1.10725
KIAA1522	1.515875
PSG8	-1.31616666666667
DDX19B	-1.157
MOBKL1B	-0.64425
DIAPH2	0.000250000000000021
PTPN12	0.02375
CLN8	0.1854
CRYZL1	-0.167666666666667
CRY2	1.06475
FCGR2B	3.925
PNPLA4	2.065625
ZNF454	0.901
DKFZp434B1231	-0.18
CLDN11	0.7374
RFWD2	0.7285
CIB2	0.241666666666667
MXRA8	3.84925
HRK	0.442625
MAML2	-0.45625
C4orf31	-0.08225
C6orf192	-0.7495
COG6	0.767875
FAM5B	0.012
NFATC1	0.4582
SEPT10	0.3625
SCYL1	-0.0587
RPP40	-1.6135
SCOC	0.095
KIAA1450	1.28425
CTDSPL2	-1.05025
TBX5	2.53216666666667
NAPG	-0.323
RHD	-5.29475
C14orf45	2.26633333333333
ZBTB22	0.4205
PLCG1	-1.7205
ANKRD10	-0.976875
AQP7P2	3.492
TAGLN2	0.498333333333333
HTR2C	-1.34066666666667
SLC16A7	1.469
C17orf83	0.084
TSGA14	-0.015
MDH1	-0.20425
PPP3R2	-0.205833333333333
DCBLD2	-1.41028571428571
RBM33	-1.239625
DPH3	-1.05675
SYT10	-1.3506
FMO4	3.40825
THYN1	-1.24425
DRD5	-1.862
OTOR	1.005875
PGRMC2	-0.8918
KATNAL1	0.514875
PAQR6	-2.3165
UBE2I	-0.6595
C14orf28	0.094
C8orf70	1.094
FLYWCH1	0.27925
ANGPTL3	-1.773
GLRX2	0.021
ATP11A	-0.772714285714286
ARL5B	-0.65
MUC16	-2.875
SLC25A5	-1.05264285714286
ACRC	-1.18625
MYO1C	0.668125
FAM89B	0.833
FAS	1.16325
KIFAP3	0.713
GLRA2	-0.169
BTN3A2	-0.0139
CNKSR3	0.265
CSTF3	-0.717
ARPM1	1.29625
KIAA1530	-1.629
C9orf150	2.08116666666667
PRKCI	0.418
tcag7.1015	-1.3175
SOD3	1.62475
ZNF574	0.44575
CYP21A2	1.85025
RPL12	0.6245
COMMD2	-0.81525
WIZ	-0.51875
LOC344405	-1.06325
ALDH4A1	-0.00223529411764704
CRYAB	3.9025
COPA	0.520533333333333
PCDHGA7	9.25185853854297e-18
KIF11	-2.74716666666667
RASD2	0.913625
SLC26A3	1.1335
ZNF175	0.1805
JAKMIP2	-2.00575
C8orf4	3.65133333333333
PTHLH	2.7795
SLC40A1	3.63008333333333
OR7D4	0.0741666666666667
PCDHB17	1.5645
CD36	5.4535
C6orf203	0.3345
PRKG2	-1.2065
LOC400566	2.6795
ANAPC13	0.53425
SLCO3A1	-0.3375
ZNF692	-0.9855
FANCL	-1.7895
SH3GLB1	0.433
C12orf61	-0.063
KBTBD6	1.21125
SUPT5H	0.05225
XRCC6	-1.0091
HUS1B	-1.1416
FAM133B	0.0760714285714286
LOC728276	1.5485
KCTD18	0.725
SOS2	1.16983333333333
CCDC99	-2.36225
C1QTNF5	4.2255
NNAT	3.15283333333333
USP16	0.02475
LARS	-0.335375
ZBTB2	-0.240875
ABO	0.0715
TRAF3	-0.0215
GALNT5	-1.1325
NAP5	1.027625
ALG14	0.5965
KIAA0515	0.848846153846154
WDR75	-0.742166666666667
TEX261	0.247666666666667
LY86	1.00425
LOC389072	-0.6885
FLJ13611	-0.31
MRGPRX2	0.339
SNRPA	-0.894
OR2G2	0.1095
GPRASP2	1.79475
C7orf42	0.4847
C9orf163	-0.692
CYP11B2	0.572
FCRL3	1.43916666666667
PRDX1	-1.16025
FGB	-7.27633333333333
COX17	0.511166666666667
C16orf33	-0.72325
PIWIL1	-0.167166666666667
FOLR1	-2.37616666666667
KIAA0082	-0.67125
FREQ	-1.34083333333333
TMCC2	-1.15333333333333
TCF12	1.2725
ZNF721	0.56175
FAM130A2	0.94775
POU4F1	-2.8535
SNRPF	-0.954
SGIP1	3.14166666666667
ZNF641	0.7635
EMG1	-1.752375
PRRG4	0.392
HIRA	-1.513
MYNN	0.176666666666667
AEBP2	0.0665
TBXA2R	0.390833333333333
ISL2	-2.15216666666667
PCDHB11	-0.11
RNF144A	-0.247125
MARCH5	0.555625
DULLARD	-0.0251666666666667
DCLRE1B	-1.54633333333333
ITGA8	3.04925
TP73	-0.178625
PRKCD	0.46275
NDUFB4	0.60775
ATP13A4	-0.179
ANTXR2	-0.097
COL4A3	-0.669333333333333
MYO10	-2.3067
SLC6A18	0.076
PEX1	-0.255
TMEM74	-1.04416666666667
RBM19	-0.59125
TAPBP	0.52015
RUNX1	1.635
MID1	-0.849083333333333
GPR64	-0.487833333333333
RASEF	4.59325
GABRG1	-0.00487500000000005
MYO16	0.749
DBF4	-2.04016666666667
TSHZ2	3.433
RIPK2	-0.329375
PPTC7	0.4975
KIF4B	-2.6045
LRRC31	2.782625
ZNF540	2.195
EFNB3	0.173
LOH12CR1	-0.037375
STON2	0.9475
GLP1R	1.5955
CSTF2T	-0.930875
IREB2	-1.3895
GRSF1	-0.272
PDCD7	0.0973333333333333
LRRC43	2.5605
CNR1	1.451
IL1F7	-0.5285
C12orf64	-0.58475
FAM69B	-0.50325
NR2E1	-2.91933333333333
MS4A6A	2.8909
FTL	-0.282
C7orf36	0.268
PCLO	1.8696
DYRK2	0.568583333333333
ARIH2	-0.289
SAMD7	0.612
SCNN1D	-0.9205
SLC32A1	-1.432125
C22orf25	-0.436333333333333
MRPS18A	-0.5359
GPR112	-0.1485
EARS2	0.085
ERN2	0.285
ATPBD3	0.00816666666666666
PRH2	-0.1475
CDKN2D	-0.946333333333333
PGLYRP2	2.474
TRIM40	1.614
SEC14L3	0.405666666666667
SLC22A1	-0.30775
BTN2A3	-0.0125
RASA4	1.13275
CCNL2	-1.36758333333333
MYBPC3	0.3955
GJA4	3.804
CDC42SE1	1.14875
TRPV2	-0.92425
MYPN	-4.94244444444444
SIM1	0.092
CDADC1	0.608833333333333
ZFHX4	2.40875
NIBP	1.10466666666667
ADAMTS19	-2.13166666666667
ABTB2	-0.26325
TSPYL2	0.458125
EIF2S3	-0.7073
SOX30	-0.35775
AP2A1	0.202333333333333
DKFZP564O0523	-0.736666666666667
LOC285398	0.05125
CDH18	-1.039
CHL1	2.936875
GATS	-0.2846
TBC1D2B	0.7195
OR1J1	-1.773
GSN	1.908
DPCR1	0.047375
GARNL4	0.328
SMARCA5	-0.335
PLEKHG3	1.5035
ZBTB45	1.184
FRMD6	1.25266666666667
PLS1	-0.8495
DGKZ	-0.115
EFNA1	1.5771
WDR85	-1.172625
ANK2	0.083
PAGE4	-1.4445
SENP6	1.41516666666667
AKR7A2	0.251333333333333
FKBP10	-1.89
VEGFC	-0.9
LARP1	-0.4156875
SRBD1	-0.949
ITGB6	3.9225
SLC1A2	0.407428571428571
INVS	-0.599833333333333
MPO	0.29
MOBKL3	0.0417
CUTL2	-1.950375
KLK2	-0.01875
VIM	0.933
REG1B	0.196
PCDHGC4	0.573
C3orf34	-0.204
SUMO3	-0.158666666666667
CST9L	1.04925
MLL4	-0.53425
SPR	1.11066666666667
SAMD9L	0.77675
ABCE1	-1.02725
SUPT3H	-0.536166666666667
ACTBL1	0.9095
ADAMTS4	1.122
SLIT3	3.52625
RHEBL1	-2.3375
NPM2	-1.24325
MAN1C1	1.382625
KIAA1856	1.31508333333333
HSPA6	1.11325
LOC388152	-0.537
C10orf140	-0.649
ZDHHC12	-0.1705
LIN7A	-1.3037
PHC2	0.134083333333333
SPHK1	-0.62975
TRIM26	-0.282
FAM83E	1.5675
C18orf24	-3.83
ZNF578	0.2405
ORAI1	0.05775
RUVBL1	-1.089
C7orf20	-0.7235
APAF1	-1.927
SLC36A4	-1.63566666666667
MYH11	4.4485
NEK1	0.7413
MPP2	-0.14875
C12orf24	-3.2755
TNK2	0.4725
ZNF289	-0.32
MATN3	0.749428571428571
IFNGR2	1.03533333333333
ITPR1	1.225125
EBF3	4.0969
TBC1D20	-0.3577
OR10P1	-0.00525
DDAH2	1.496
SHPRH	0.285625
STX7	-0.691
LOC554248	-1.922
BCAR1	0.401
ATXN3	-0.325583333333333
TRIM27	-1.101
CDC42EP2	1.401
CHP	0.00378571428571428
SOX17	3.643125
ZNF259	-1.29483333333333
CHCHD1	-0.45725
ZDHHC19	0.543
GBP2	1.7745
GARNL3	2.02775
MRC2	0.57825
C1orf52	-1.0005
AOF2	-1.25883333333333
LRPPRC	-0.9859
ACVR1C	3.83983333333333
TM4SF18	3.0615
TMEM169	0.101
PPP1R16A	-0.02
EBF1	2.74766666666667
RRS1	-0.5165
SNX2	-0.50075
OR2T2	0.426
RBX1	-0.2765
ANKRD54	0.0856666666666667
TSNAX	0.245166666666667
TMEM83	-1.1635
ZBTB7A	1.411
ATM	-1.18416666666667
LOC338328	2.66866666666667
TIE1	2.08316666666667
HIST1H3G	-0.421666666666667
PASD1	-4.68766666666667
TINAG	0.7445
PCDHAC2	0.428
LRRC15	1.223875
WBSCR17	0.4
TFF2	-0.072
PARP2	-1.39375
NDFIP2	-0.517
PCDHGB2	-0.8755
WDR60	0.1825
MAP7D2	-2.1458
USP45	-1.6765
GSDML	-0.97925
TNS1	0.8306
PLCD4	2.3465
IQCD	0.303666666666667
SMPX	-2.5695
CD9	0.335833333333333
SRGN	0.780625
CASP7	0.66175
INOC1	-0.00133333333333333
DKFZp451M2119	0.018875
VMAC	1.5055
USP53	0.9067
CAMK1G	-0.234625
TMEM106A	0.571333333333333
CDC20	-3.737
ACSL5	1.13633333333333
CBWD5	-0.316375
C1orf87	-1.41
KIAA1274	-0.19975
PRUNE2	-0.887
LYPLA2	-0.531333333333333
DOK6	-1.43716666666667
GPR149	0.1675
FAM30A	2.4865
TMEM129	0.3725
SLC35B3	0.54025
ACPP	-0.6461
LOC200261	-1.5865
SLC4A7	1.3753
CCDC40	2.85725
GART	-1.98925
THOP1	-1.6945
SCARB1	-0.82175
CACNA1F	0.537
TRIAP1	-0.507
SYT14L	0.1455
SFRS8	0.170166666666667
PBOV1	0.286
GOLSYN	2.343
GJB7	-2.235
CAMK2N1	0.489833333333333
GREM1	2.35258333333333
FLJ20433	0.78325
QPCT	-2.718125
PRKAG2	1.01716666666667
H2AFX	-1.371
C6orf154	1.94525
PLOD3	-0.86975
ZBTB39	-0.4005
WASF3	0.274166666666667
DRG1	-0.61975
PRR4	0.2105
SPCS1	-0.067
KDELR3	0.3825
SRP19	-0.446333333333333
GABRA6	0.28925
MFSD1	0.34775
MMEL1	1.7995
PDXDC2	0.054
BUB1	-5.73211111111111
RNF138	-1.255
MYLPF	0.503833333333333
AIF1	1.3
DYNLRB1	0.4449
HCN3	-1.08933333333333
HIST1H2AI	-0.1875
MAP4K5	0.626666666666667
LASP1	0.058375
LOC130951	1.814
PLAA	0.34725
KRT6A	0.902
C6orf117	-1.71725
ARHGAP23	-0.23
PTF1A	0.1685
GPHA2	-0.57525
LCE3B	-0.04575
MCL1	1.048
EHBP1	-0.751666666666666
PRNP	-0.41425
ZSCAN1	0.256
C1orf113	-0.0273333333333333
FOXA3	-1.324125
NEB	-0.27225
ASGR1	-4.05216666666667
CTGF	2.27983333333333
RAB17	0.268333333333333
MST101	0.724
JARID1B	1.1677
USP37	0.3462
PTBP1	-0.9445
PTPN7	-1.19866666666667
CDC7	-3.42616666666667
SNX7	0.335
ZNF335	-0.549
CPT2	0.84825
HEATR1	-0.7365
HSPC152	0.062
C5orf40	0.36975
PSME1	-0.346
STAG3	-2.41975
TMEM154	1.406
KLHL32	-0.423666666666667
TSGA10IP	-1.786
SUV420H2	-0.863
SF1	0.4966
2'-PDE	-0.1314375
PNLIPRP2	2.3335
TRSPAP1	-0.442666666666667
NUP210	-1.5755
ANP32C	-2.006
RAB11B	1.22016666666667
ASB15	0.405
ITGB3BP	-2.1605
UBASH3A	-1.238
YWHAB	-0.05125
TPRX1	-0.31175
LY6G5C	0.55825
SLC7A2	0.276875
CLK1	-0.1868
HSD3B7	1.0145
VDR	2.14125
C16orf74	-0.273
ACE	0.29625
PSMA2	-0.550166666666667
CCDC131	-0.43925
ZNF213	1.86633333333333
EML2	-0.71075
ALS2CR13	-0.202333333333333
GLYATL1	2.992
DSPP	0.208
DHFRL1	-1.258125
C10orf30	0.469666666666667
SH3RF2	0.0998333333333333
LOC197322	-0.500833333333333
DLL3	-1.9005
TIGD7	-0.5285
GFRA3	-0.00325
CPA1	1.1685
RTN4	1.23383333333333
PPT2	-0.851333333333333
FASLG	2.33308333333333
FOXP4	0.832875
RPL26	0.0223
GNL3L	-1.22533333333333
FMR1NB	0.00816666666666667
CD163	6.812
SGPP2	2.1475
GIMAP2	1.205
CD37	1.81033333333333
DPT	4.03941666666667
NBLA00301	2.21875
RGS5	5.49758333333333
C9orf4	0.1575
ACTL8	-4.30966666666667
PRKAR2B	2.6735
OPLAH	0.3935
C20orf134	1.75425
SPACA5	0.23025
TBL1X	1.21483333333333
TSPYL3	0.722
CHCHD3	-1.433
CRKRS	-0.856666666666667
GPR65	3.74225
DFFA	-1.260375
FUT1	0.58975
C6orf204	0.303166666666667
TMEM51	-0.6005
ZNF580	1.89975
CMTM2	0.16275
C20orf200	-0.3935
EZH1	0.428833333333333
FDX1L	-0.649
MRPL32	-0.14525
PCAF	0.0174
ALOX15B	2.78433333333333
CD59	1.54791666666667
CDK9	-0.074
ERP29	-0.603333333333333
TTR	-5.5595
BCMO1	-0.1385
DDIT4	-0.7962
PTGDS	3.86275
C3orf63	0.0178333333333333
BST2	-0.03675
CYP1A2	-0.297
C5orf25	-1.176
STX1A	-0.776941176470588
OR2A12	0.1705
SH3BP5L	0.00900000000000001
SERINC5	-0.024875
USP6	-0.7207
MRPL3	-0.9335
POMP	-0.41075
INPP4B	-0.785
GMPPB	-0.5055
EAPP	0.217
AHSA1	-1.09725
ABCA11	0.286
SLC5A6	-0.493833333333333
HIVEP2	0.6825
SUMO2	-0.87325
KIAA1822L	-0.3475
C11orf67	0.98675
TXK	-0.015
PHCA	0.841375
ICAM4	-2.699
FPGS	-0.0285
SNRPA1	-2.245
KCNJ4	-0.37075
KIF6	2.1624
HIST1H2BG	-0.359333333333333
SLC5A5	0.2705
ZNF354B	-0.405833333333333
IL12RB2	0.92325
C11orf76	0.326666666666667
GAL3ST2	-0.11
AIFM2	0.268125
SYNC1	-0.024375
UBL3	0.4275
PIK3CG	-0.815166666666667
NLN	-1.2457
BCORL1	1.6615
CD5L	0.68775
ZNF238	2.5335
KIAA1394	-0.27675
C16orf55	-0.801
CYP3A7	-0.3725
KRTAP3-1	-1.8295
TFDP1	-0.932333333333333
MND1	-5.2145
NODAL	-0.444
GTPBP4	-1.41825
TUBGCP2	0.20575
SLITRK5	-2.84675
CIC	1.37725
CD79A	1.55716666666667
SAMD14	1.055
TNPO3	-1.064
OR10G3	-0.1625
OR10G8	0.111
CCDC111	0.189
HOXC9	1.02975
DCUN1D1	-0.541166666666667
CYB5R1	2.10775
TSR2	0.5725
DAB2IP	1.286
SLC6A5	-0.1135
RAB3D	1.74475
DCUN1D4	-0.1875
ERBB3	1.01175
SDC1	1.03541666666667
ATP6V1H	0.184
SYK	2.031
ST20	-0.368
C13orf30	1.3225
WDR40A	-0.0696666666666667
ADMR	0.5605
LOC388335	2.82475
ACSM1	2.6665
TDG	-0.488666666666667
FLJ11235	0.522
MRPS5	-1.41133333333333
AGPAT2	0.725833333333333
SLC12A1	0.374875
CYP27A1	0.357
THAP7	-0.3555
XPO1	-1.02816666666667
ALMS1L	0.735333333333333
C1orf2	0.329125
ZNF777	0.3
CAMK2A	-0.0983333333333333
SMC1B	-0.12525
IHPK2	-0.443
LEMD1	-3.8965
NKD2	0.293
CLU	1.33814285714286
ARMETL1	-0.3175
PABPC4	-1.27675
CXCL12	3.74416666666667
TFAP2C	-1.2885
TTTY8	0.2295
ABCB10	-0.5098
ENDOD1	0.645333333333333
IDI1	-2.0585
KCTD6	0.37
CCDC105	0.126
ULBP2	-1.47783333333333
ZDHHC5	0.3175
WNT8A	-0.913
COMMD10	-0.448
KLHL12	0.129375
GPR50	-0.067
NR5A2	0.77075
OXGR1	2.12283333333333
EHD3	0.3045
CAPRIN2	-0.823625
KLRC3	-4.332
SF3B1	0.2005
IPO7	-0.02275
ALDH1A1	0.230333333333333
ANKRD5	0.592
TSNARE1	-0.187
DDEFL1	1.73275
RNASEL	1.86966666666667
DNAH9	1.65925
HELLS	-2.923
TNS4	2.1375
NAV1	1.0737
KIAA1409	-0.44375
C20orf26	4.17216666666667
TUBG1	-1.34875
IRX2	2.83925
CNGA4	-0.427
MGC50559	1.29233333333333
OR4K17	0.111833333333333
TM2D2	0.363583333333333
FAM32A	-0.9625
TXNDC14	-0.108
CCBL1	-1.333
ANK1	-2.864
PRSS23	-0.752375
PPM1L	-0.1895
SPATA20	0.512
APCS	-0.73125
C14orf122	-1.23516666666667
PSMB5	-1.222375
C6orf10	-0.1937
SETDB2	0.823333333333333
SPNS3	-1.02725
SGMS2	0.327833333333333
MXD3	-1.941
MON2	0.0617
CARTPT	4.4295
HNF4A	-1.15116666666667
RABEP1	1.19395
TNFRSF10B	-1.265875
USH1G	-0.1955
PPAP2B	-0.133166666666667
TMEM16K	0.34575
CTDSP1	1.4085
CDK5R1	-0.6118
GABRR1	-0.749
OPN1LW	-0.392
FAM98C	0.912625
DBN1	-0.28075
ACAD10	-0.564416666666667
QTRTD1	-0.3885
WNK3	-1.17116666666667
RPS19	0.406625
C1QB	3.469
OTUD5	0.231625
SLC41A2	0.2045
TMEM22	-1.18916666666667
KHSRP	-0.916083333333333
TNFRSF11A	0.367
FBL	-1.22966666666667
IBTK	0.0743333333333334
OXER1	-0.2135
CBLN4	2.222125
GPR172B	1.30133333333333
CFTR	-2.135
VSX1	0.751
CAMK1D	0.597
LOXL3	-1.5285
RTP4	1.23025
SLFNL1	0.23525
KIAA0828	-0.29925
PAR5	0.825
LOC723972	-2.05775
GDI2	-0.653875
CEBPA	1.8067
MLF2	-0.3605
AFMID	-1.195
ALOX12B	-0.25975
BPHL	-0.1715
COX5B	0.14825
S100A10	0.268
THOC6	-0.736
NHN1	-0.29125
RRP12	-0.5285
ARID3B	-1.742
CD3G	-2.0355
KIAA0133	-0.15175
NAT11	-1.08733333333333
PPAT	-1.69566666666667
SIRT3	0.9759
TCERG1L	0.1725
NIPA1	-1.0827
DPP8	0.2208
IL7R	0.740666666666666
ZFP64	-0.196166666666667
DMAP1	-0.5543
TRMT12	-0.10075
TLR4	1.8418
WFIKKN2	0.1055
RAB12	-1.34666666666667
DDX51	-0.554
KIAA1086	-3.70125
ZNF295	-0.137
ACVR2B	-0.280785714285714
LOC494150	-1.431875
ZNF517	-0.0815
DNASE1L2	-1.536
SUFU	0.65775
LOC283677	0.5665
LMO3	2.40116666666667
PPP2R5D	-0.785
ZNF587	-0.5478
HIST4H4	-0.063
CYP2C8	3.3665
C1orf80	0.199833333333333
DOCK5	-0.674666666666667
C9orf24	1.59925
OR5AR1	-0.51
C11orf24	-0.25125
UNQ1940	-0.762
CAP2	0.656166666666667
TIMM44	-1.64475
DSEL	-0.7923
ROM1	1.0165
FBXO4	-0.176625
MYLC2PL	-2.14275
MLH3	0.1161
NOX1	0.253666666666667
DPEP2	2.20975
DNAJB5	0.31575
RLTPR	0.104
MBIP	-0.438333333333333
COPB1	0.150166666666667
SFTPA1B	-0.041
C10orf4	0.0883
PRELID1	-0.7095
NOLA1	-0.7465
C19orf24	0.34575
TLR9	-1.06
HLA-DMA	3.54891666666667
HCRP1	0.395
GPR137	0.462166666666667
ITGA11	0.780833333333333
PHF13	0.176666666666667
MARK4	0.36
METTL4	-1.45125
MBD3	-0.2947
LOC134145	0.00175
FGF3	-0.20325
SLC35A3	0.92225
CLEC16A	1.468
AMOTL1	-0.57575
FLJ31438	0.11025
PAICS	-2.277125
TOMM40L	0.581666666666667
MMD	0.16725
KLK10	1.4619
NIT2	-0.101333333333333
SERPINB10	0.416
KLF15	0.499
CCDC5	-0.9555
WSB2	-1.201875
ME3	1.147
CACYBP	-0.713416666666667
TCTN2	0.3745
JAK1	1.25425
C2orf25	-0.471
GPD2	0.10475
FBXL11	-0.414833333333333
CDV3	-0.456333333333333
GALNT11	0.957375
NDUFA12L	-0.9607
FLOT1	0.578
TOR1AIP2	0.22375
MMP25	0.856
C1orf164	-0.0654
CHST5	-0.6495
LYRM4	-0.45785
GPER	-0.3495
HIPK2	1.17725
DAP	-0.4285
ZMIZ1	0.653
DDX58	0.451875
DCC1	-3.30275
AKT1	-0.35575
ENPP6	1.72883333333333
ERVWE1	0.027
CDC34	-1.12
RNF125	-1.292
CASC1	4.00825
SHROOM2	1.3545
RRM2B	0.552833333333333
COL6A3	1.775625
TMEFF1	-3.09925
PLEKHA4	1.2082
LYSMD1	0.2895
SEPT1	-0.2545
AOF1	-0.32225
GNPAT	-0.079
WDR18	-1.16925
HSD17B12	-0.909
HIST1H2BM	-0.00883333333333335
INDOL1	1.13083333333333
SUDS3	0.1415
C1orf192	2.511
CYP2B6	-0.382
TBC1D2	1.59133333333333
SLC25A12	0.2795
ERCC6L	-4.19133333333333
MGC10814	-0.641833333333333
POLR2C	-1.15916666666667
ZNF77	-0.6135
EIF3K	-0.062
HPX	2.45225
ANKRD27	-0.85225
MALAT1	-0.592
PLB1	1.76016666666667
HRNBP3	-0.971625
CPSF4	-0.66925
OR52N2	-0.067
PIP5KL1	0.344
GH1	0.24575
HPS5	-0.21425
SLFN5	1.84925
POP5	-0.409166666666667
OVOS2	-3.60516666666667
C20orf108	0.05175
MARS	-2.18325
CLRN3	3.394
ARSE	-1.10333333333333
PPIE	-0.626
PHACS	-0.025
GP5	-1.225
IL8RB	0.738666666666667
FCRLA	-1.191375
ARRDC1	0.4067
KRTAP9-4	-0.14
ZNF613	1.045
OR11A1	-0.029
TMEM132B	-2.909125
PGLS	0.243
BSND	-3.248
KCNK18	-0.583
FOXD4	1.104
SV2C	2.18125
LCN2	-0.4895
ZNF490	0.399
C3orf15	3.8586
CACNA2D4	-0.858833333333333
CBX5	-0.7755
MAGEB4	0.13025
BOLA1	1.439
PPP2R5E	-0.2235
COL5A1	1.33058333333333
ASB7	-0.539833333333333
SFT2D1	-0.3065
DERL1	-0.7272
RABL2A	1.11683333333333
MOAP1	0.01925
KIAA1545	1.502
F3	2.26575
PLEKHM2	-0.7835
CCDC89	0.298
EFCAB1	2.71125
TMEM48	-1.81025
SEPHS2	0.4055
PYGM	2.32
PRICKLE1	2.74075
WNT5B	-0.565
TAS2R38	-0.6345
IMP5	-0.45875
KHDRBS1	-0.5041
LARS2	-0.939833333333333
C3orf28	-0.1015
FTCD	-3.44925
C10orf68	1.95183333333333
DGAT2L3	-0.216
PSEN1	-0.128833333333333
MGC33657	1.99225
PLA2G4B	0.729333333333333
CDKN2A	-0.889416666666667
DLX1	-3.06575
TSHB	-0.176
C18orf37	-0.6265
MEX3C	0.542125
MAMDC2	1.383
PDIA4	-1.16216666666667
ATP5E	0.65075
CASP2	-0.294285714285714
SERBP1	-0.8015
ZNF341	-0.102333333333333
TESC	-2.01525
TMEM31	-0.96675
OR51I2	0.2755
YTHDC1	0.204857142857143
JUN	2.68316666666667
AGMAT	-3.37516666666667
PCNXL2	0.5755
ATAD5	-2.896375
STK38	-1.581875
AZI1	-0.633625
RBP1	2.614
C4orf26	-0.6275
KIAA1026	0.9955
TMEM101	0.5855
HSFX1	0.351
TREX1	0.85
C18orf10	-0.8451
TRIM15	-3.720625
CA6	0.29025
CEP57	-1.742625
AR	2.98983333333333
SESN2	-0.417666666666667
KIF3C	0.03325
EPB41L5	1.05425
ARHGEF10	-0.343
POLR3D	-1.380125
INDO	-0.689333333333333
GABRA3	-0.2345
SCG5	-1.6475
E2F3	-0.8399
TIGD5	0.345
FGD6	1.49833333333333
KLHL3	1.171375
SCGB3A2	-1.7085
URP2	-0.299166666666667
ATP6V1B1	0.5167
CALML6	-0.4805
LOC100049076	2.7345
TMF1	0.42975
LOC388503	-0.3955
CDH5	3.12275
RPS6KC1	0.5285
DAAM1	0.795
TNFRSF10D	-0.91075
GSTT1	1.8919
INPP5A	-0.32125
TRAF3IP1	0.998
SMARCE1	-0.368071428571429
VRK1	-2.333
TTC16	1.4565
AARS	-1.5595
ARHGAP27	0.175666666666667
ZAK	0.987357142857143
ACSM2B	-2.7685
TRAP1	-1.31366666666667
MRPL53	0.742875
RNF44	-0.63525
NPTXR	0.35675
DPYSL3	0.346
APP	-0.8635
GLS2	-0.121833333333333
MNX1	-3.37916666666667
CMTM7	-0.142
OR10A7	0.1335
NYD-SP21	3.25716666666667
ORC5L	-0.479
SLC16A10	-1.833625
TMEM178	-0.074
LOC441601	-5.1775
PTGIS	1.83875
KBTBD7	1.02825
C19orf41	0.12175
CEACAM3	1.63875
KRT23	-1.556
SERHL	2.422
PNKD	0.828375
UBC	0.57175
ATRN	-0.282875
HAPLN1	1.11025
RANGAP1	-0.96925
C10orf26	1.34933333333333
KCNA7	-0.29175
SRY	-0.101
LOC376693	-0.1075
HIST1H2BF	0.34425
CDCA8	-3.43583333333333
MLC1	1.50275
TNIP3	0.579
OR4D1	-0.018
IFT52	-0.84
GOLT1A	1.57166666666667
UTP20	0.027625
RP3-402G11.5	-0.567125
PRSS33	-1.14075
PMPCA	-0.74725
APOB48R	2.56133333333333
GLTP	0.5135
MPL	0.91075
C9orf78	-0.371
ADAM12	0.9435
CSPG4	0.19
LOC144305	-1.196
KRTAP4-10	0.2121
PAK1	-1.02925
ADCY7	-0.9759
TAS2R43	0.031
FRAS1	-1.07142857142857
PPP1R14A	2.46116666666667
OR2B6	-1.15075
ATP13A1	-0.204
SIDT1	2.5055
C1RL	2.15933333333333
PRKRA	0.151
TLN1	0.9363
RP11-50D16.3	0.591333333333333
MITF	-1.35583333333333
GYS1	-0.11775
LYG1	-1.28866666666667
NSMCE4A	-0.5408
DNAI1	-0.4045
HOXD11	-1.3255
FNBP1L	1.8581
DHX35	-0.78375
LCE3E	0.4705
SLC33A1	0.08725
DCLK3	-0.265
TRIM33	-0.712833333333333
TMCC3	1.98133333333333
FBXO42	0.399166666666667
C1orf27	0.5964
C17orf50	0.025
RNF14	0.175083333333333
SLC4A8	0.98625
RAB3IP	0.4838
COX6C	1.44792857142857
PCSK1	-1.4444
SLC13A1	0.13675
ARF6	-0.323666666666667
KIAA1009	0.444625
HOXA13	-1.61825
HMGN1	-1.680875
CXADR	-0.0185833333333333
MGC14436	-0.0215
UTF1	0.4445
TSC22D1	0.032
BZRAP1	2.12166666666667
PUF60	-0.107166666666667
SHC1	0.0149999999999999
HOOK3	1.0099
LIMS2	2.73433333333333
BAHCC1	-0.113
CLCC1	0.0328333333333333
ENTPD3	3.69133333333333
SMO	-0.25725
PIK3R5	0.85825
CDC14A	-0.592833333333333
KRT1	-0.448
ENOX2	1.12
FLJ22655	3.64675
FPRL1	-0.1905
INTS6	0.5624
ZCCHC5	1.178
SMC3	-0.96575
C6orf123	1.01566666666667
FLJ20160	2.269
LOC653391	2.3685
GSS	-1.02125
NT5M	-0.502
SIX5	0.386
