Hybridization REF	TCGA-A1-A0SD-01A-11R-A115-07
NR2E1	-2.65416666666667
MS4A6A	2.2238
FTL	-0.4909
C7orf36	0.2465
PCLO	1.9051
DYRK2	0.751416666666667
ARIH2	0.106125
SAMD7	-0.1845
SCNN1D	-0.889
SLC32A1	-1.198
C22orf25	-0.836166666666667
MRPS18A	-0.4351
GPR112	1.791
EARS2	-0.49575
ERN2	-0.0305
ATPBD3	-0.545666666666667
PRH2	0.344
CDKN2D	0.233
PGLYRP2	3.5505
TRIM40	0.0503333333333333
SEC14L3	-0.1635
SLC22A1	-0.12725
BTN2A3	-0.27675
RASA4	0.88025
CCNL2	-1.1705
MYBPC3	0.451
GJA4	3.571
CDC42SE1	-0.319375
TRPV2	-1.558
MYPN	-4.4204
SIM1	0.525
CDADC1	0.857083333333333
ZFHX4	1.78225
NIBP	0.829333333333333
ADAMTS19	-2.552
ABTB2	-1.0975
TSPYL2	0.73375
EIF2S3	-0.7167
SOX30	-0.38875
AP2A1	-0.383833333333333
DKFZP564O0523	0.139166666666667
LOC285398	-0.1455
CDH18	1.388
CHL1	1.311
GATS	0.4982
TBC1D2B	0.256
OR1J1	-0.174
GSN	1.46266666666667
DPCR1	0.352875
GARNL4	-1.42416666666667
SMARCA5	-0.2935
PLEKHG3	0.569333333333333
ZBTB45	0.991
FRMD6	3.08
PLS1	1.06366666666667
DGKZ	-0.0671666666666667
EFNA1	0.6172
WDR85	-1.330875
ANK2	0.53525
PAGE4	-1.873
SENP6	0.946666666666667
AKR7A2	0.464833333333333
FKBP10	-1.9505
VEGFC	-0.536
LARP1	-0.9083125
SRBD1	0.471
ITGB6	3.1115
SLC1A2	0.0876923076923077
INVS	-0.716666666666667
MPO	0.32875
MOBKL3	0.3683
CUTL2	-2.26575
KLK2	-0.150333333333333
VIM	-0.11825
REG1B	0.4764
PCDHGC4	0.5715
C3orf34	0.138666666666667
SUMO3	0.330666666666667
CST9L	5.9285
MLL4	-1.129
SPR	0.704833333333333
SAMD9L	-0.21925
ABCE1	-0.59625
SUPT3H	-0.3115
ACTBL1	-2.6145
ADAMTS4	0.270166666666667
SLIT3	3.681
RHEBL1	0.2205
NPM2	-1.53675
MAN1C1	1.2885
KIAA1856	0.0335000000000001
HSPA6	1.31225
LOC388152	-1.929
C10orf140	-1.273
ZDHHC12	-0.746
LIN7A	0.7439
PHC2	-0.209916666666667
SPHK1	-0.257
TRIM26	-0.48025
FAM83E	0.052
C18orf24	-2.13483333333333
ZNF578	0.528666666666667
ORAI1	-0.65175
RUVBL1	-0.954083333333333
C7orf20	-0.852
APAF1	-0.099
SLC36A4	-0.952
MYH11	4.31016666666667
NEK1	1.2031
MPP2	-0.75825
C12orf24	-1.406
TNK2	0.0853125
ZNF289	-0.329
MATN3	1.41042857142857
IFNGR2	0.393
ITPR1	0.33725
EBF3	3.017
TBC1D20	-0.1265
OR10P1	0.3875
DDAH2	1.427
SHPRH	-0.490375
STX7	-0.37
LOC554248	-1.932
BCAR1	-0.52925
ATXN3	-0.377916666666667
TRIM27	-1.02275
CDC42EP2	0.482
CHP	0.313714285714286
SOX17	1.767125
ZNF259	-1.4915
CHCHD1	0.135625
ZDHHC19	0.063
GBP2	2.38
GARNL3	1.073375
MRC2	0.066
C1orf52	-0.5325
AOF2	-0.720833333333333
LRPPRC	-1.2428
ACVR1C	0.955166666666667
TM4SF18	2.80233333333333
TMEM169	0.306833333333333
PPP1R16A	-0.7525
EBF1	0.999166666666667
RRS1	-0.182333333333333
SNX2	0.4335
OR2T2	0.3195
RBX1	0.61525
ANKRD54	-0.202
TSNAX	0.414
TMEM83	-1.488
ZBTB7A	0.347
ATM	-1.50341666666667
LOC338328	2.4385
TIE1	1.07016666666667
HIST1H3G	-0.413
PASD1	-4.59216666666667
TINAG	-0.016
PCDHAC2	1.3965
LRRC15	1.549375
WBSCR17	-1.117
TFF2	-0.0515
PARP2	-0.32475
NDFIP2	0.696625
PCDHGB2	-0.332
WDR60	-0.44925
MAP7D2	-1.477
USP45	-1.65125
GSDML	-1.4255
TNS1	-0.3211
PLCD4	2.198
IQCD	1.19716666666667
SMPX	-2.80975
CD9	1.67433333333333
SRGN	0.321625
CASP7	1.191125
INOC1	0.00950000000000001
DKFZp451M2119	0.87025
VMAC	0.4555
USP53	-0.6034
CAMK1G	-0.13725
TMEM106A	0.0933333333333333
CDC20	-2.8664
ACSL5	-1.8115
CBWD5	-0.367
C1orf87	-1.20833333333333
KIAA1274	0.55525
PRUNE2	-0.303571428571429
LYPLA2	-0.8255
DOK6	0.102166666666667
GPR149	-0.575
FAM30A	0.8145
TMEM129	0.607
SLC35B3	1.416
ACPP	-0.734
LOC200261	null
SLC4A7	-0.4949
CCDC40	3.24825
GART	-1.763875
THOP1	-1.084
SCARB1	-1.805125
CACNA1F	0.3775
TRIAP1	-0.444833333333333
SYT14L	0.7295
SFRS8	-0.9775
PBOV1	0.158
GOLSYN	2.7485
GJB7	-0.9895
CAMK2N1	1.17591666666667
GREM1	3.32258333333333
FLJ20433	0.69425
QPCT	-0.3555
PRKAG2	1.822
H2AFX	-1.824625
C6orf154	1.1235
PLOD3	-1.61775
ZBTB39	-0.2735
WASF3	-0.724583333333333
DRG1	0.159
PRR4	0.62
SPCS1	0.08675
KDELR3	1.09016666666667
SRP19	-0.02
GABRA6	0.21575
MFSD1	0.9775
MMEL1	0.99825
PDXDC2	-0.45
BUB1	-3.34755555555556
RNF138	-0.60975
MYLPF	-0.462
AIF1	0.675333333333333
DYNLRB1	0.9859
HCN3	-1.16266666666667
HIST1H2AI	0.78175
MAP4K5	0.39725
LASP1	0.206875
LOC130951	0.6575
PLAA	0.452125
KRT6A	-2.2215
C6orf117	-2.256375
ARHGAP23	-1.07
PTF1A	-0.1575
GPHA2	-0.622
LCE3B	0.04675
MCL1	0.0792142857142857
EHBP1	-0.5345
PRNP	-0.4765
ZSCAN1	0.49525
C1orf113	0.383
FOXA3	-3.336
NEB	0.05625
ASGR1	-4.547
CTGF	1.31733333333333
RAB17	0.942333333333333
MST101	0.37125
JARID1B	0.1077
USP37	-0.1723
PTBP1	-1.249
PTPN7	-1.462
CDC7	-1.63
SNX7	1.6125
ZNF335	-0.609
CPT2	-1.04575
HEATR1	-1.19625
HSPC152	-0.566875
C5orf40	0.477
PSME1	0.0336666666666667
STAG3	-2.331
TMEM154	2.70983333333333
KLHL32	-0.2495
TSGA10IP	-0.782
SUV420H2	-1.0585
SF1	-0.7914
2'-PDE	0.015375
PNLIPRP2	2.7435
TRSPAP1	-0.0648333333333334
NUP210	-1.4715
ANP32C	-1.51566666666667
RAB11B	0.219833333333333
ASB15	0.846
ITGB3BP	-0.8465
UBASH3A	-2.773
YWHAB	0.534875
TPRX1	0.069
LY6G5C	0.000749999999999994
SLC7A2	-0.70725
CLK1	1.0343
HSD3B7	0.5325
VDR	2.93025
C16orf74	0.4575
ACE	-0.17325
PSMA2	-0.1055
CCDC131	-0.387
ZNF213	0.248666666666667
EML2	0.17775
ALS2CR13	-0.3025
GLYATL1	2.571
DSPP	0.6625
DHFRL1	-0.316
C10orf30	-1.5055
SH3RF2	-0.194666666666667
LOC197322	-0.569166666666667
DLL3	-0.699875
TIGD7	0.22175
GFRA3	-0.085
CPA1	0.149333333333333
RTN4	-0.685166666666667
PPT2	-1.2155
FASLG	1.42133333333333
FOXP4	0.118125
RPL26	0.3416
GNL3L	-1.29783333333333
FMR1NB	0.1815
CD163	6.76725
SGPP2	-0.135
GIMAP2	1.41425
CD37	0.626833333333333
DPT	3.868
NBLA00301	2.4625
RGS5	4.23008333333333
C9orf4	-0.667
ACTL8	-3.9245
PRKAR2B	0.69025
OPLAH	-0.0731666666666667
C20orf134	1.9475
SPACA5	0.19175
TBL1X	-0.702166666666667
TSPYL3	0.281
CHCHD3	-0.954
CRKRS	-0.616
GPR65	4.965
DFFA	-0.9005
FUT1	1.2305
C6orf204	0.00466666666666667
TMEM51	0.74925
ZNF580	0.68375
CMTM2	1.35875
C20orf200	-1.283
EZH1	-0.334333333333333
FDX1L	0.16825
MRPL32	-0.2635
PCAF	-0.5389
ALOX15B	2.31183333333333
CD59	1.596
CDK9	-0.46975
ERP29	-0.0581666666666667
TTR	-5.29625
BCMO1	0.6665
DDIT4	-1.6157
PTGDS	3.4665
C3orf63	0.406666666666667
BST2	0.276875
CYP1A2	-0.246333333333333
C5orf25	-1.98775
STX1A	-0.772823529411765
OR2A12	0.222
SH3BP5L	-0.64425
SERINC5	-0.37825
USP6	-0.0657
MRPL3	-0.222166666666667
POMP	-0.27725
INPP4B	2.90175
GMPPB	-0.62825
EAPP	1.1475
AHSA1	-1.2505
ABCA11	0.1245
SLC5A6	-1.2925
HIVEP2	0.96975
SUMO2	0.84675
KIAA1822L	-1.64233333333333
C11orf67	2.09425
TXK	-1.034875
PHCA	0.7979375
ICAM4	-2.20083333333333
FPGS	-0.435166666666667
SNRPA1	-1.6595
KCNJ4	-0.22075
KIF6	0.4724
HIST1H2BG	-1.1955
SLC5A5	0.27625
ZNF354B	-0.158666666666667
IL12RB2	-0.9525
C11orf76	0.1155
GAL3ST2	-0.34
AIFM2	-0.097375
SYNC1	0.40575
UBL3	0.968875
PIK3CG	-1.52766666666667
NLN	-0.9925
BCORL1	1.37225
CD5L	-0.1605
ZNF238	-0.601166666666667
KIAA1394	-0.345
C16orf55	-0.0302
CYP3A7	-2.32875
KRTAP3-1	-2.3245
TFDP1	-1.4655
MND1	-2.19625
NODAL	0.0191666666666667
GTPBP4	-1.232
TUBGCP2	-0.27725
SLITRK5	-1.6815
CIC	0.21725
CD79A	0.204333333333333
SAMD14	0.483166666666667
TNPO3	-1.538
OR10G3	2.191
OR10G8	0.447
CCDC111	0.8915
HOXC9	0.0415
DCUN1D1	0.4795
CYB5R1	1.804
TSR2	0.65775
DAB2IP	1.6613
SLC6A5	0.1325
RAB3D	0.5895
DCUN1D4	-0.601166666666667
ERBB3	0.461833333333333
SDC1	1.60191666666667
ATP6V1H	0.469333333333333
SYK	1.146
ST20	-0.087
C13orf30	-1.147
WDR40A	0.632333333333333
ADMR	0.2685
LOC388335	1.88125
ACSM1	1.362
TDG	-0.782583333333333
FLJ11235	-0.4525
MRPS5	-1.29916666666667
AGPAT2	-0.886333333333333
SLC12A1	0.423875
CYP27A1	-0.90925
THAP7	-0.7845
XPO1	-0.957916666666667
ALMS1L	0.514
C1orf2	-0.654875
ZNF777	0.344
CAMK2A	-0.1725
SMC1B	-0.795625
IHPK2	0.4766
LEMD1	-3.10925
NKD2	-0.2595
CLU	0.257142857142857
ARMETL1	0.952
PABPC4	-1.587
CXCL12	3.9215
TFAP2C	0.5104
TTTY8	-0.4395
ABCB10	-1.0477
ENDOD1	-0.0181666666666667
IDI1	-1.68
KCTD6	1.07033333333333
CCDC105	0.962
ULBP2	-1.71866666666667
ZDHHC5	-0.36275
WNT8A	0.2765
COMMD10	0.5575
KLHL12	-0.03075
GPR50	-0.152
NR5A2	-0.181875
OXGR1	4.41283333333333
EHD3	0.531
CAPRIN2	-0.2365
KLRC3	-0.3915
SF3B1	-0.00657142857142858
IPO7	-0.3045
ALDH1A1	0.122
ANKRD5	0.798
TSNARE1	0.8185
DDEFL1	0.8585
RNASEL	1.8095
DNAH9	-0.76175
HELLS	-0.88825
TNS4	0.4305
NAV1	0.7855
KIAA1409	0.503
C20orf26	4.21516666666667
TUBG1	-1.7035
IRX2	-0.1625
CNGA4	0.0235
MGC50559	2.13483333333333
OR4K17	0.332333333333333
TM2D2	4.13416666666667
FAM32A	-0.45025
TXNDC14	-0.98
CCBL1	-1.4935
ANK1	-2.9214
PRSS23	2.071
PPM1L	0.5295
SPATA20	-0.13575
APCS	0.01575
C14orf122	-0.8635
PSMB5	-0.743125
C6orf10	-0.1884
SETDB2	1.36566666666667
SPNS3	-1.4595
SGMS2	-0.0703333333333333
MXD3	-1.38316666666667
MON2	0.138
CARTPT	1.43025
HNF4A	-0.9475
RABEP1	-0.59385
TNFRSF10B	-1.768125
USH1G	-0.541
PPAP2B	-0.758166666666667
TMEM16K	-0.203
CTDSP1	1.00866666666667
CDK5R1	0.271833333333333
GABRR1	-4.4835
OPN1LW	0.612
FAM98C	0.6845
DBN1	0.180375
ACAD10	-1.113
QTRTD1	0.02875
WNK3	1.403
RPS19	0.022
C1QB	2.838375
OTUD5	0.228375
SLC41A2	1.991
TMEM22	-2.114
KHSRP	-1.11225
TNFRSF11A	-0.287
FBL	-1.153
IBTK	-0.139666666666667
OXER1	0.22
CBLN4	1.105625
GPR172B	0.2
CFTR	-1.585
VSX1	1.0465
CAMK1D	-0.374
LOXL3	-2.824
RTP4	1.56375
SLFNL1	0.281
KIAA0828	-0.187875
PAR5	-0.309
LOC723972	-1.481
GDI2	-0.100375
CEBPA	-0.6241
MLF2	-0.541833333333333
AFMID	-0.822
ALOX12B	-0.03625
BPHL	0.603375
COX5B	-0.405
S100A10	0.3366
THOC6	-0.69175
NHN1	-0.79775
RRP12	-1.20333333333333
ARID3B	-2.11825
CD3G	-3.6025
KIAA0133	-0.7505
NAT11	-2.1505
PPAT	-0.847833333333333
SIRT3	0.82
TCERG1L	-0.54025
NIPA1	-0.2758
DPP8	0.4933
IL7R	-1.81716666666667
ZFP64	0.2175
DMAP1	-0.2359
TRMT12	0.2385
TLR4	0.9106
WFIKKN2	-0.03525
RAB12	-0.8265
DDX51	-0.566166666666667
KIAA1086	1.62125
ZNF295	0.0305
ACVR2B	-1.01642857142857
LOC494150	-1.154125
ZNF517	-0.261
DNASE1L2	-1.60016666666667
SUFU	0.28725
LOC283677	-0.2215
LMO3	4.838
PPP2R5D	-0.713
ZNF587	-0.2098
HIST4H4	0.0895
CYP2C8	-0.478333333333333
C1orf80	0.408
DOCK5	-0.991666666666667
C9orf24	-0.274
OR5AR1	0.936
C11orf24	-0.30975
UNQ1940	-0.376
CAP2	-0.421333333333333
TIMM44	-1.76425
DSEL	1.8901
ROM1	1.1745
FBXO4	1.875375
MYLC2PL	-2.0115
MLH3	0.5995
NOX1	0.0388333333333334
DPEP2	1.9245
DNAJB5	-0.065
RLTPR	-0.0575
MBIP	-0.110666666666667
COPB1	0.150833333333333
SFTPA1B	0.2025
C10orf4	0.9312
PRELID1	-1.43575
NOLA1	-0.61425
C19orf24	-0.2145
TLR9	-1.728
HLA-DMA	2.50975
HCRP1	-0.1085
GPR137	-0.372333333333333
ITGA11	1.663
PHF13	0.6195
MARK4	0.433833333333333
METTL4	0.006
MBD3	-0.9545
LOC134145	1.0675
FGF3	0.3625
SLC35A3	0.445875
CLEC16A	0.07375
AMOTL1	-1.181
FLJ31438	-0.35925
PAICS	-1.901
TOMM40L	0.0966666666666667
MMD	-1.3255
KLK10	-1.1602
NIT2	0.0985
SERPINB10	0.709
KLF15	-0.6929
CCDC5	1.44575
WSB2	-0.368125
ME3	1.81175
CACYBP	-0.581
TCTN2	0.044
JAK1	0.718875
C2orf25	0.2245
GPD2	1.373
FBXL11	0.0741666666666667
CDV3	-0.534083333333333
GALNT11	0.472375
NDUFA12L	-0.357
FLOT1	-0.275357142857143
TOR1AIP2	0.0515
MMP25	1.64575
C1orf164	-0.257
CHST5	0.1025
LYRM4	-0.1318
GPER	-0.44125
HIPK2	1.57325
DAP	-0.1893
ZMIZ1	0.458833333333333
DDX58	1.12175
DCC1	-1.59425
AKT1	-1.102375
ENPP6	2.316
ERVWE1	-0.566833333333333
CDC34	-1.365
RNF125	-0.59275
CASC1	3.8155
SHROOM2	0.51875
RRM2B	1.20983333333333
COL6A3	2.584875
TMEFF1	-1.58675
PLEKHA4	0.7344
LYSMD1	0.767
SEPT1	-1.10216666666667
AOF1	-0.085
GNPAT	-0.4895
WDR18	-0.9045
HSD17B12	0.2225
HIST1H2BM	0.474166666666667
INDOL1	-0.7915
SUDS3	0.9105
C1orf192	0.042
CYP2B6	-0.79675
TBC1D2	1.115
SLC25A12	-0.16425
ERCC6L	-1.64666666666667
MGC10814	-1.16483333333333
POLR2C	-0.749166666666667
ZNF77	-0.144833333333333
EIF3K	0.2695
HPX	-0.65075
ANKRD27	-0.965625
MALAT1	-1.7896875
PLB1	1.1395
HRNBP3	-1.204625
CPSF4	-1.463
OR52N2	0.0335
PIP5KL1	0.0285
GH1	-0.0825
HPS5	-0.28575
SLFN5	0.646625
POP5	0.466833333333333
OVOS2	-3.998
C20orf108	-0.155875
MARS	-2.22325
CLRN3	3.70633333333333
ARSE	0.404666666666667
PPIE	-0.806166666666667
PHACS	0.102
GP5	0.175
IL8RB	0.8645
FCRLA	-2.338125
ARRDC1	-0.322
KRTAP9-4	0.1565
ZNF613	1.332
OR11A1	0.2335
TMEM132B	-2.606
PGLS	-0.19075
BSND	-2.90566666666667
KCNK18	0.956
FOXD4	0.8885
SV2C	1.1575
LCN2	-1.25133333333333
ZNF490	0.9906
C3orf15	3.7699
CACNA2D4	-1.22683333333333
CBX5	-1.2345
MAGEB4	0.22125
BOLA1	0.18675
PPP2R5E	0.0035
COL5A1	1.91641666666667
ASB7	-0.240333333333333
SFT2D1	0.06625
DERL1	-0.5358
RABL2A	1.05966666666667
MOAP1	-0.37275
KIAA1545	0.0851666666666667
F3	1.022
PLEKHM2	-0.993
CCDC89	1.35266666666667
EFCAB1	1.713125
TMEM48	-1.0815
SEPHS2	-0.922
PYGM	-0.33075
PRICKLE1	2.507
WNT5B	-0.86725
TAS2R38	-0.7025
IMP5	1.79525
KHDRBS1	-0.1766
LARS2	-0.8165
C3orf28	-0.901
FTCD	-3.59
C10orf68	0.909833333333333
DGAT2L3	-0.0205
PSEN1	0.245333333333333
MGC33657	-0.06025
PLA2G4B	0.699333333333333
CDKN2A	-0.61275
DLX1	-2.74
TSHB	-0.0665
C18orf37	0.28625
MEX3C	0.79825
MAMDC2	1.764
PDIA4	-0.796666666666667
ATP5E	0.23675
CASP2	-0.3995
SERBP1	-0.0596153846153846
ZNF341	-0.481166666666667
TESC	-3.0685
TMEM31	0.904
OR51I2	0.761
YTHDC1	0.902142857142857
JUN	-0.89
AGMAT	-4.02133333333333
PCNXL2	0.413
ATAD5	-2.172125
STK38	-0.622125
AZI1	-0.797625
RBP1	3.4565
C4orf26	-0.055
KIAA1026	-0.57225
TMEM101	2.372
HSFX1	0.556
TREX1	0.9895
C18orf10	-0.5531
TRIM15	-3.429375
CA6	0.691571428571429
CEP57	-0.900875
AR	3.972
SESN2	-0.623833333333333
KIF3C	-0.132
EPB41L5	1.271
ARHGEF10	-1.03163636363636
POLR3D	-1.62275
INDO	4.97583333333333
GABRA3	-0.149
SCG5	-0.8768
E2F3	-0.3383
TIGD5	-0.112
FGD6	2.20266666666667
KLHL3	0.63425
SCGB3A2	-1.91
URP2	-0.872666666666667
ATP6V1B1	1.5083
CALML6	-1.045
LOC100049076	-0.5935
TMF1	0.1255
LOC388503	-0.04275
CDH5	2.39175
RPS6KC1	0.0831666666666667
DAAM1	0.8051
TNFRSF10D	-0.75225
GSTT1	1.4544
INPP5A	-0.295
TRAF3IP1	0.9393
SMARCE1	0.246714285714286
VRK1	-0.88575
TTC16	-1.40725
AARS	-1.4755
ARHGAP27	-0.5595
ZAK	-1.33757142857143
ACSM2B	-3.31425
TRAP1	-2.0445
MRPL53	0.110125
RNF44	-0.71575
NPTXR	0.595
DPYSL3	2.08683333333333
APP	0.0384
GLS2	1.60333333333333
MNX1	-4.23633333333333
CMTM7	2.3205
OR10A7	0.44
NYD-SP21	4.07233333333333
ORC5L	-0.246
SLC16A10	-1.61325
TMEM178	0.171
LOC441601	-4.72925
PTGIS	2.48175
KBTBD7	1.51375
C19orf41	0.30475
CEACAM3	0.32825
KRT23	-0.11875
SERHL	3.36
PNKD	0.0495
UBC	0.7835
ATRN	0.0485
HAPLN1	1.3435
RANGAP1	-1.66075
C10orf26	1.48733333333333
KCNA7	-0.99
SRY	-0.161
LOC376693	0.1375
HIST1H2BF	0.616
CDCA8	-2.39466666666667
MLC1	-1.08825
TNIP3	-0.18025
OR4D1	-0.037
IFT52	0.979833333333333
GOLT1A	1.20766666666667
UTP20	-1.054
RP3-402G11.5	-0.4295
PRSS33	-0.9545
PMPCA	-1.95975
APOB48R	1.4885
GLTP	-0.2065
MPL	1.3095
C9orf78	-0.48175
ADAM12	2.678125
CSPG4	-1.183
LOC144305	-0.8705
KRTAP4-10	-0.736
PAK1	-0.64275
ADCY7	-0.9999
TAS2R43	-0.5395
FRAS1	-0.648142857142857
PPP1R14A	-0.519666666666667
OR2B6	-1.04775
ATP13A1	-0.702833333333333
SIDT1	1.069
C1RL	1.99383333333333
PRKRA	0.3125
TLN1	0.2506
RP11-50D16.3	0.586166666666667
MITF	-1.33991666666667
GYS1	-1.00225
LYG1	-0.709
NSMCE4A	0.0267
DNAI1	0.533
HOXD11	-0.9255
FNBP1L	1.5156
DHX35	0.3395
LCE3E	0.36375
SLC33A1	0.114
DCLK3	0.951666666666667
TRIM33	-0.940666666666667
TMCC3	1.20183333333333
FBXO42	0.546333333333333
C1orf27	-0.1218
C17orf50	0.1975
RNF14	1.0835
SLC4A8	2.420125
RAB3IP	0.6461
COX6C	2.56185714285714
PCSK1	-3.6132
SLC13A1	-0.245875
ARF6	0.443666666666667
KIAA1009	0.633625
HOXA13	-3.70975
HMGN1	-0.048
CXADR	0.466416666666667
MGC14436	0.566
UTF1	0.156
TSC22D1	0.9049
BZRAP1	1.83316666666667
PUF60	-0.467
SHC1	-0.4285
HOOK3	0.5829
LIMS2	1.033
BAHCC1	-0.142166666666667
CLCC1	0.46
ENTPD3	3.44233333333333
SMO	-0.3695
PIK3R5	-0.343
CDC14A	1.61716666666667
KRT1	0.42475
ENOX2	0.597833333333333
FLJ22655	-1.0765
FPRL1	0.3535
INTS6	0.4929
ZCCHC5	0.576
SMC3	-0.615
C6orf123	0.609166666666667
FLJ20160	1.351
LOC653391	0.011
GSS	-0.393
NT5M	-0.853
SIX5	-0.088
TAF5	-1.165
KCNA1	0.0101666666666667
ANLN	-3.14
MGC45491	-1.1714
SSTR2	1.79425
LYPD4	0.07625
TH1L	-1.280625
CHRNA5	-2.022
PNMA6A	-0.7945
FLJ16369	0.3575
DLX2	-0.5311
C6orf108	-1.12741666666667
ALDH3A2	0.121166666666667
CLEC1B	2.78333333333333
LEPREL2	-0.48125
FOXJ1	-0.2213
OR1D4	0.3645
PPIL4	0.01975
MTRR	-0.66025
SLC27A3	0.767166666666667
HTR7	0.4015
MIB2	-0.251875
BHMT	-1.69633333333333
A2ML1	0.4235
MSMB	-2.799875
KIAA1383	-0.341625
TRUB2	-0.62325
PF4	-0.136
IL1F5	0.6185
LRRC37B2	-1.076
IPO4	-1.8725
FIGF	-0.18125
QDPR	-0.461
ZNF598	-1.90925
BOP1	-2.192375
MAPK12	-1.50616666666667
POLR1E	-0.986
CEECAM1	0.358666666666667
INSRR	-0.123833333333333
SIPA1	-0.1335
ULK4	0.213333333333333
BTN3A1	-0.5556
FABP5	0.4133
KBTBD3	2.1715
SORT1	0.502666666666667
YWHAQ	0.10175
LRIT1	0.5275
KIAA1704	0.5851
MEIS2	-0.1712
ENOSF1	-0.944333333333333
PCDH7	1.13942857142857
FZD9	-1.83516666666667
RPLP1	0.401333333333333
ZNF75A	-0.05675
P4HA3	3.7675
NKX6-1	0.68925
CTA-216E10.6	-0.597333333333333
IFT140	-0.00475000000000001
DENND1A	-0.840166666666667
ALCAM	2.1887
ABHD2	0.261409090909091
QPRT	-2.16666666666667
TRAM1	0.635
ATP1B4	-0.147625
NUP37	-0.90425
SAA3P	-0.5215
SLC22A6	0.2885
KIAA0265	-0.54525
ZNF41	0.24575
ADAM19	0.1954
ERAF	-1.60525
DEFB119	0.436666666666667
DNMT3B	-3.90383333333333
SNF1LK2	-0.39675
MGC24039	-0.433
TAS2R48	-1.182
PNLDC1	0.35875
ADAMTS16	2.033375
TMEM92	-0.615333333333333
CCT8	-0.810416666666666
POGZ	0.542833333333333
N-PAC	-0.5495
GUCA1B	-0.4845
ZZEF1	-0.135333333333333
OR2C3	0.13475
ZNF334	-0.223
RANBP6	0.023
LDHB	-1.59508333333333
BAMBI	-0.205375
RAB5B	0.8565
FOXB1	0.27225
MRPS12	-1.084
MRGPRF	0.816125
CRIPT	0.0215
CYP2D7P1	-0.6925
RYR1	0.53225
NDUFA2	0.354375
TRIP12	-0.17125
KCNE3	2.66
MOBKL2B	0.7786
MIOX	0.16225
ACOT7	-1.183625
FGF6	0.052
RASSF5	-1.6848
ATAD3B	-2.08283333333333
IKZF3	-0.1085
H3F3B	0.539214285714286
C6orf91	-1.8315
SEC11C	0.32825
TMEM14C	0.56175
KIAA1632	-0.048375
SLC38A4	-0.19325
FGFR3	-0.648333333333333
HES7	-0.57425
HINT3	-1.096
ARIH1	-0.6835
FLJ35880	-2.035
C1orf129	0.6395
POU6F1	0.513125
RPL32	0.341
BBS1	1.70466666666667
RGPD5	0.7235
SULT1C2	-1.908
KDELC1	-0.03075
PIP5K3	-0.257
CHI3L1	0.3785
CSDA	-1.88216666666667
VTCN1	0.66025
WDR62	-1.5645
TMEM170	-0.40175
KIF2A	-1.1515
C6orf182	-1.449
ARL6IP6	-0.663
ZCCHC9	-0.31525
RARB	1.175
ZNF320	0.44175
DHX15	-0.686
PICALM	-0.835666666666667
CNOT6	-0.00300000000000001
HIST1H1A	-0.17575
ZNF702	0.8045
OR1E2	0.215
HLF	-1.6669
LOC442582	-2.3425
KIAA0494	1.293
TCF4	1.8585
APOBEC3B	-2.068
FAM54B	0.01525
MYH2	-2.764
FXN	-0.682166666666667
C12orf59	0.3695
PAEP	-0.84775
SPG11	0.161125
VN1R4	0.10225
KCNJ13	2.10825
NOC3L	0.0735
C5orf36	1.78
CPAMD8	0.87025
MLN	-0.4026
FLJ11184	0.05575
TIAM1	0.674833333333333
OR10J3	0.4355
OR52E2	-0.081
PBX1	1.2099
UBL7	-0.613166666666667
PXMP2	-0.2455
SYTL1	0.366833333333333
FAM126B	0.6525
ZNF711	-0.319375
GGA1	-0.687
VAMP4	0.714166666666667
BCAP29	0.0389
C20orf19	-0.4025
ZNF275	-0.27475
NEK6	-0.818
SETD8	-1.25966666666667
HEXIM1	1.72375
SULT1A2	-1.51725
KLHL9	1.18275
SLC39A12	0.58125
ARHGEF16	0.2715
SCN1A	-0.0295
HNRPH1	-0.769833333333333
C9orf103	0.88125
ECE1	-0.105666666666667
MED18	-2.5515
TEX13B	-0.112
SNN	-0.5215
C6orf62	0.908388888888889
WNT3A	0.1963
IL22RA2	-0.0205
MGC21881	0.57575
GABBR1	-0.173
YIPF6	1.353
PROX1	-0.889333333333333
PPP1R1B	3.44075
LANCL2	-0.3543
SCN3A	-0.452166666666667
SSRP1	-1.69416666666667
ASXL2	-0.0685
RPE65	0.4505
SNAI1	0.04175
EFNA2	-0.072
CLDN9	-0.07175
TP53I13	-0.667
LOC375748	-0.2825
C9orf7	0.63375
C14orf178	0.1165
GC	-0.544
IER3	0.0428333333333333
KCTD10	1.03875
FLJ45717	-0.24075
ADC	1.9105
LOC285908	-0.950833333333334
MLL3	-0.475875
KIAA1787	-1.253
MGC31957	-1.5705
MUC5B	-0.560916666666667
ZNF193	0.38925
CSRP1	0.17325
MOSPD1	0.726666666666667
C21orf49	1.9795
RAD1	-0.33725
ANKRD34	-2.535
NFRKB	-1.36
FANCA	-3.30025
VTI1A	0.0870714285714286
PCBP3	-0.590666666666667
BFSP2	-1.81725
ZNF354C	-0.301125
FRMPD4	-0.31025
IKBKG	-0.467
LOC441046	0.198
UNQ9438	0.577666666666667
TM4SF20	-0.541
MAGEC1	-5.9415
AMMECR1	-0.20425
GLDN	4.65075
TTC30B	1.314
SEC13	-0.6753
EGF	0.222875
HAGH	-0.31225
VSIG1	0.699333333333333
NHLH2	0.26225
NCAPD3	-2.19925
