Hybridization REF	TCGA-B6-A0WY-01A-11R-A109-07
B3GNT7	0.39525
OPHN1	-0.6572
DSCR6	0.563
C21orf13	1.15783333333333
GAS2L1	0.0175833333333333
RFX3	-0.161666666666667
COPS4	-0.148375
BCHE	-4.67366666666667
BCL2	1.63075
HBZ	-2.74116666666667
ARL13B	0.54575
MAPBPIP	0.296625
MYO15B	-0.81525
SPZ1	1.7975
KIAA1324	2.78933333333333
PLCL2	-0.812875
C4orf29	-1.78625
WDFY2	-0.513
ZNF284	-0.883
NAALADL1	1.2
DUSP5	0.569833333333333
PXDN	0.42575
SLMO1	-0.86775
TNXB	0.5957
BIRC7	-1.02175
A4GALT	1.042
TIMM22	0.17725
FAM110C	1.86425
TOMM34	-0.337625
ABHD9	0.579
ADAM32	0.811
CRHBP	0.21325
AQP2	0.7105
LOC130355	0.74575
ZNF187	0.409666666666667
ZNF816A	0.1715
F7	0.783625
CNOT1	-0.499
SLC13A4	-0.65325
ZBTB11	-0.416
B3GALT5	0.3195
EXOC2	0.475666666666667
IRS1	0.7664
TMEM1	-0.194
MRPL34	-0.153166666666667
SAMM50	-0.21525
CDC42EP3	0.3455
HSF2	-1.1952
MFN2	-0.4925
TSPAN7	-1.90516666666667
NUCB1	0.691416666666667
RHOH	-0.821
ARL16	-0.5665
TACR1	-0.12725
SFRS5	-1.365
SNX25	-0.455625
RHBDF1	0.183333333333333
PCDH18	2.34366666666667
HMG1L1	-0.4385
MYO5C	0.2375
MAPK10	1.409
LDHAL6A	0.068
NUDT12	0.635
NCAM1	-0.394125
GLIS2	0.17
GGTL4	0.2195
DAPP1	-0.78875
ATF7	0.93325
KIAA0748	-0.864
NFIL3	-0.283
TM6SF1	0.278
SEZ6	0.00662500000000001
NANOS3	0.315333333333333
DNAJA3	-0.5375
CLDN6	-2.711
CIITA	2.5963
EPHA4	-1.52316666666667
FANCC	-0.68175
CMTM3	0.719625
PSG3	-0.070625
MRPL15	-0.095
C21orf59	-0.096
PLCXD2	-0.12325
C2orf34	-0.395125
UBE2L6	2.433625
MED14	-0.500833333333333
HP1BP3	-0.2992
C6orf208	-0.3815
TPBG	0.701
OSR2	0.278
XPC	-0.5355
KLHL7	-0.780916666666667
CCR3	-0.422
AGTPBP1	-0.769166666666667
PCSK6	-0.818266666666667
STAT5A	-0.1888
FAM18B	-0.06925
LONRF2	-2.12383333333333
PTPN2	-0.435875
SF3A3	-0.589833333333333
EFCBP2	0.45025
HCFC1	-1.019
AHNAK	-0.099
ACTR5	0.197
KIF14	-2.76228571428571
TENC1	0.90725
HEATR5B	0.1815
YIPF2	1.13066666666667
MYEOV2	0.905333333333333
DUSP18	1.20475
KIAA1012	-0.138
AHR	0.0761666666666667
C17orf53	-1.27733333333333
PTPRH	-3.03875
ATP6V1C1	0.2945
TAS2R3	0.487
LOC440356	-1.63225
COQ10B	-0.091
PSMF1	0.52875
SORBS2	1.863
NFE2L2	0.21425
TMCO7	0.2995
SH3PXD2A	-0.2509
SH2D2A	-1.31375
SPINK5	-2.699
MRPS24	-0.87825
OPA3	0.601375
TRAF7	0.314
C4orf35	0.154666666666667
MT1G	1.16425
MGC39545	0.44925
HS1BP3	-0.016
OR2B2	0.1975
CHRM4	0.1555
SFRP2	3.51466666666667
RIC3	1.47125
ART1	-0.0615
C6orf1	0.939875
DUS4L	-1.38825
C10orf104	-0.0975
TNFAIP6	3.1775
RTEL1	-0.7695
CCT4	-0.6042
ZNF709	-0.11175
CHMP6	0.5605
UPP2	0.665
CYP19A1	-2.25525
CD151	0.336833333333333
NDUFA13	0.419
ARFRP1	-0.131
FAM26B	2.12375
CRYBA1	-0.7325
MRPL41	0.462833333333333
NPFFR2	-1.208375
HRH2	0.455
SCAMP3	-0.143166666666667
MTMR6	0.5563
MTG1	-0.998833333333333
UBTD1	1.31125
CRABP1	-2.666
FLJ33790	1.0254
KIAA1908	-1.10216666666667
GPR158	-0.8855
PACSIN3	0.1225
OMD	2.05333333333333
CATSPER1	-0.529
HOXB8	-0.31475
FBXO46	0.468
OAS1	3.29683333333333
SVIL	0.57675
PHB2	-0.45725
ADCY3	-0.0375
NDRG2	1.61916666666667
ERMAP	0.0182
APBA2	-1.32216666666667
IGSF9	2.531
WNT6	0.671142857142857
MYCBPAP	-0.32825
ATP2B2	-0.1075
CPVL	-1.019
TRAM2	-0.211666666666667
NOP5/NOP58	-0.5545
ZNRF4	0.226
TLK1	-0.313
MTMR12	-0.0655714285714286
ZNF384	-0.560666666666667
FAM9B	-2.353
RPN1	0.1895
PMVK	0.36675
EIF3D	0.6777
SIX2	-1.02175
HPS1	0.553071428571429
RNF7	0.34725
PSKH2	0.537
KCTD13	-0.315833333333333
CSMD3	-0.3981
FBF1	-0.2795
IL8	-5.20275
SERPINB13	0.453833333333333
FBXL20	0.12775
BLR1	0.01775
SH2B1	-0.656
RFNG	-0.4345
RAB20	1.06583333333333
RBM7	-0.7485
POLR1A	-0.776333333333333
TMPRSS4	0.98375
TAF9	-0.932375
TERF2	-0.0176666666666667
TNFRSF1A	0.73775
ACADVL	-0.240833333333333
GTF2H5	-0.0055
EDG8	1.86583333333333
C9orf140	-1.49
UST6	0.1755
ZBTB8OS	-0.472
ZNF710	0.229
GPR174	-1.18
ATP6V0A2	-0.1105
KIAA0319L	-0.26425
XKRX	-0.949
DOPEY2	1.0913
SDHD	-0.476333333333333
SUMF1	1.65
OSM	1.7955
OPN3	-1.57
DAGLB	-0.277833333333333
PPFIBP1	0.2648
TRIM63	-3.13625
C10orf53	0.6985
LYPD3	0.777
BCL7A	-0.249875
AGER	-1.3625
TCF19	-1.4405
SAT2	0.22075
PFTK1	1.19016666666667
GABRE	-3.2515
C15orf38	1.0348
FIS1	0.2015
KCNV2	-0.81975
CLPS	0.312
PPCDC	-0.3075
FOXN2	0.568666666666667
NT5E	-2.3151
CD83	0.4715
IL18	0.295125
VPS16	0.6535
IGFBP2	-0.0541666666666667
NOTCH2	0.44675
SIGLEC1	2.912125
CD93	5.343
SULF2	0.60925
CEP164	-0.409
P53AIP1	0.367833333333333
TOR2A	0.0658333333333333
ZNF136	0.2945
MGP	3.8674
CCDC144A	-0.627333333333333
TRPC1	-0.439833333333333
SMS	-0.5825
MAPK7	-0.299833333333333
RRAGC	0.3215
PARD6A	1.75083333333333
NUB1	0.281666666666667
SYNGR4	1.035
OR11H12	0.266
WIF1	5.65525
GCH1	0.4985
OR11H4	-0.109
SLC44A5	-0.518
GPRIN2	1.92216666666667
LOC401431	-0.18875
CPA4	-2.7507
MELK	-2.45588888888889
IL15RA	0.43225
CUL3	0.396125
HMBOX1	-0.37175
PODXL	-1.7815
CCT6B	1.08966666666667
COMTD1	0.4115
MUC20	0.679333333333333
GPX2	1.413375
ITK	-1.081375
FBXL5	1.39975
C13orf27	-1.33375
DEFA5	0.308
TRHDE	-0.651
MTP18	-0.496666666666667
UQCRQ	0.5856
ITGB2	1.01858333333333
CSRP2BP	0.2125
TAS2R44	0.37
PHPT1	0.368
FAM44C	0.16825
ERH	0.442
MPHOSPH1	-2.10933333333333
MORC1	-0.107
PARVB	-1.01575
LAMA1	-1.14175
PGBD3	0.39225
GIMAP6	4.19675
AREG	1.38566666666667
LIPT1	-0.2125
MGC99813	-0.10825
C1orf201	-0.1815
GRIN2A	-0.3183
MAN2C1	-0.857
NSUN5	-0.89925
SF3B5	0.2645
MYC	-1.1185625
NRXN1	-0.145833333333333
ZNF18	0.41575
SPDYA	-1.590625
SLC37A1	1.2625
DECR2	-0.5425
ANKRD38	1.17575
SPTLC3	-1.09375
SUPT16H	-0.547375
DTWD2	0.17525
ULBP1	-1.011
ZADH1	-0.207333333333333
OIP5	-3.04975
IL10RB	0.123166666666667
OTUB2	0.138125
VWA3A	-0.0603333333333334
SPIC	0.630666666666667
OR6C4	0.042
PSCD4	0.801
DPY19L2P2	-1.734
TRAPPC6A	0.636
C21orf2	-0.460333333333333
CEMP1	-0.4415
LIN7B	0.386
E2F7	-2.21783333333333
VCP	-0.1241875
LAMA3	2.56033333333333
BGN	2.12325
GPR160	1.24883333333333
COCH	-3.477
GPR81	2.27366666666667
APOBEC3F	-0.43825
tcag7.1017	-0.78875
C1orf32	0.1975
SCGB1D2	6.29025
FLJ43987	0.38
C6orf170	-0.0085
KLK9	0.4565
GPD1L	0.370375
VPS37B	0.3685
ATG3	-0.465
ADAMTS17	-0.2865
KLHDC2	0.545
NDUFV2	-0.13625
BLK	-1.81575
MATN4	-1.4945
GPM6A	-0.4825
GBP4	4.16966666666667
TMEM162	0.362833333333333
PKP2	0.349
HRASLS	1.51333333333333
MMP1	-2.113
SFXN3	0.0958
FSD1	-1.42433333333333
ST6GALNAC3	-1.46133333333333
CA12	2.8782
NCOA6	0.20825
C19orf58	0.3886
PPP4R1	-0.503666666666667
MAN1A2	0.297666666666667
IKBKAP	-1.41175
UPF1	0.301
KIAA1219	0.332
WNT16	0.123
SNW1	-0.57175
IL18RAP	1.74875
RPP30	-0.071375
CDC40	-0.203357142857143
SETD3	-0.285166666666667
SLAMF6	0.152
ELK4	-0.836
TRIM47	1.1375
ACOX3	1.82025
TRIM6	1.402125
KIAA0372	-0.350666666666667
TP53AP1	1.031625
SMURF2	-0.66475
ADAD1	0.2625
EBP	-1.6589
KRTAP13-2	0.185
FLJ36874	-0.817
TOR1A	0.281666666666667
P2RY4	1.6255
GPBP1	0.09225
TRPV1	-0.3105
ADAMTS12	0.683833333333333
PES1	-0.374
ATG4A	0.633666666666667
MAGEA10	-4.124
WFS1	1.16975
CC2D1B	-0.826666666666667
PABPN1	0.306375
SLC25A30	0.49725
SLCO1C1	0.485833333333333
SLC22A5	1.43525
KIF23	-2.8065
SYN2	0.904833333333333
ASPN	7.99383333333333
CENTG2	-0.27325
QSOX2	-1.3234
FLJ10815	0.507833333333333
STK24	-0.043
SPEG	1.2332
STK10	0.428833333333333
DACT2	-0.252
AAAS	-0.63125
SSX3	-1.7075
ABCD3	0.4101
C4orf12	0.3245
PARVG	0.547666666666667
FIG4	0.5445
C9orf46	0.8905
TMCO6	-0.182
IGHMBP2	-0.801
DUS2L	-0.0783333333333333
FAM3C	-0.546875
TMEM16D	-2.036375
DCTN4	0.99275
KCNH3	-0.2335
EIF2AK2	0.84175
AP1S3	-0.652625
CST4	0.7085
PAM	0.5243125
NUTF2	-0.0535
CITED2	-0.359
SLC39A4	-1.5445
C2orf52	-0.7065
GRM3	0.22725
C12orf49	1.071375
CCDC49	-0.1925
GRAMD1B	-0.58175
FNDC4	1.71675
SIAH2	0.06125
GDPD4	0.777
C21orf87	0.51925
ATP5A1	-0.4205
C16orf63	-0.487125
LOC388135	0.2665
ATP5J2	-0.839875
MMP3	0.09325
EMID2	-0.17175
CRHR1	0.3575
WDR70	-0.31275
C13orf31	2.2615
ZFAND1	0.14475
CCL18	3.1615
C3orf49	0.022
RINT1	-0.9435
KIAA0408	-1.45666666666667
F13A1	4.5097
SLC10A1	0.586
OGN	0.6575
GIPC2	-1.32433333333333
XPO6	-0.725833333333333
LCE1A	0.7015
FMR1	0.4667
LOC374920	-0.19725
DUSP3	0.374625
ANKMY1	-0.26475
C7orf50	-0.18375
BBS9	-0.0371000000000001
UNC119B	-0.254875
C9orf72	-0.2575
MGC35440	-0.4745
ENTPD6	0.106625
PPP1R2P9	0.277666666666667
ERCC4	-0.021
FAHD2B	0.9465
HMHA1	-0.7105
HACL1	-0.71375
RAD23A	-0.210333333333333
FAM83B	-0.13625
PPP5C	-0.890166666666667
RNASEH2C	0.995625
C9orf153	-0.16925
SCAMP4	0.5995
GHITM	0.2246
NDUFB7	0.67525
ADCYAP1	0.498666666666667
SP110	2.62366666666667
MAP3K7IP2	0.46575
DHH	0.359
AGRN	0.924642857142857
WDR33	0.849666666666667
CEP290	0.0701666666666667
PRPS1L1	-2.2765
KLRA1	-0.709
GPR97	-0.223
CHD7	0.02275
TLR10	1.2935
SLC30A8	-0.319
HIC1	1.63183333333333
IAPP	0.6515
RXFP4	0.14625
GP1BB	2.06125
SHQ1	-0.286
NKX2-3	0.3685
API5	-0.39675
FTHP1	0.209
MOV10L1	-0.0115
TRIM6-TRIM34	2.32266666666667
ADHFE1	0.114
FAM117A	-0.144
DDI1	0.0861666666666667
CDON	-0.325333333333333
TRIM73	0.398
IGKC	2.3695
MMP14	0.0403333333333333
DYNC1LI1	-0.4675
C11orf66	0.53425
TRBV3-1	-0.98575
FASTKD5	0.3395
BIVM	-0.90025
LHX4	-0.7045
CXCL2	-1.3937
RAB2B	-0.5775
IZUMO1	-0.75925
MAP3K15	-1.473
FAM19A2	0.034
ZC3H8	-0.5785
ZMAT1	0.935625
SPINK5L3	-2.442
SLC10A6	0.3645
APPL2	-0.164625
CARD10	0.302
LOC402176	-0.4445
EEF1D	1.1471
RAB6A	0.6846
C12orf5	-0.035375
PAPOLG	0.59475
MSRB2	0.81875
BCR	0.424
PUS3	-0.1455
TIAM2	0.6465
ZNF317	-0.0506666666666667
CHD2	-0.111071428571429
FZD5	-2.09722727272727
NUDT8	-1.50775
ZNF763	-0.5785
PRC1	-2.183
ABCB9	-0.0466666666666667
SPATA3	-0.071
TRAK2	0.12025
STAB1	3.251
LRRTM2	0.617666666666667
psiTPTE22	2.003
DBI	0.19475
SERPINA11	-1.58775
NAT5	0.24675
C20orf58	-1.67625
RPS6KA4	0.539166666666667
FLJ90650	-1.198
TGFBRAP1	-0.1145
CHRDL2	1.1395
FAHD2A	0.565666666666667
CNTN1	-0.21275
BBS4	-0.2821
TMEM181	-0.18075
MINPP1	-0.8715
MPHOSPH6	0.277833333333333
HOXC10	1.9627
ITPKB	-0.053625
CLPTM1L	-0.06425
MEOX2	-0.0788333333333333
ATP6V0C	0.535
PRPF8	-0.448833333333333
TMC5	3.08375
FKBP3	-0.1975
PLEKHB2	-0.36025
OR4D6	-0.0435
ZNF544	-0.4993
D2HGDH	0.0185
RPL18A	0.3354
HEL308	-0.071625
MPP6	-3.48475
TCERG1	-1.7465
KRT16	0.614
KLF17	-1.376
KLF5	0.604
CDR1	1.718
VCX3A	-3.326
FBLN2	1.98025
C14orf104	-0.113
HBE1	-4.7031
OR4S2	0.0675
C1orf108	-0.742
ROBO4	3.93866666666667
CPEB4	0.40825
C11orf80	-0.323666666666667
BCKDHA	0.884333333333333
MYOC	0.20475
GIF	0.6275
CKMT1A	1.7455
RPL3	1.181
THBS1	3.22525
APOO	-1.10875
ARMCX1	1.3585
HSZFP36	1.17
SNAPC5	-0.2705
EIF4ENIF1	0.63975
ZNF433	0.05725
TNFRSF21	0.312
TMPRSS7	0.0205
SPATA18	1.385
HPDL	-2.4365
MKL2	1.2766
TBX3	1.21561538461538
C21orf93	0.473333333333333
DAXX	0.11075
ELMO1	-0.088625
RGS13	0.946666666666667
TAF11	-0.549
UNC13A	-1.92925
LOC653314	0.3859
ORC3L	-0.59675
IMAA	-3.4905
TARBP2	0.28475
CABIN1	-0.3075
TRIOBP	0.2035
HIST1H2AC	1.602
RGS22	-1.35116666666667
NCOA1	1.064
IL25	0.7745
SNCG	3.248
GPR6	0.518
AMDHD1	-0.740333333333333
CHEK2	-1.203375
C6orf142	-0.86075
DRD4	1.1765
C14orf68	-1.11325
GDF11	-0.88575
SEMG2	0.4895
CD247	-0.686
CDAN1	-0.68625
RBMX2	-0.269
TGS1	-0.6965
OIT3	0.48775
SYF2	0.00425
MCM4	-1.967
PKHD1L1	-0.167125
CEP192	-1.47233333333333
IFT88	0.367
RPL9	0.332357142857143
RAB32	0.05825
DDX43	-3.33025
P2RX2	0.411333333333333
OR5D18	0.669
UBE1	-0.373166666666667
SLC24A1	0.572
ARHGAP5	-0.227
CETP	-0.36625
KIAA1731	-0.877666666666667
SLC9A4	0.537
PTPN6	1.18075
BAHD1	0.113
GRIK3	1.273
CACNB2	-0.3654
PDE10A	-0.69725
DGCR14	0.005
PCDHB9	0.00200000000000001
RHOQ	0.4595
MAP3K4	0.196
KTI12	-0.2335
RPL23AP13	-0.0985
GNG11	0.354
CLCN3	0.615166666666667
GPAM	-0.895
VSTM2A	-0.212
SLAMF7	2.94983333333333
INTS2	-1.0435
PPP2CA	-0.1779
LRP12	0.766333333333333
SEC14L2	2.62033333333333
DKFZP586H2123	3.64125
MC3R	0.6225
CIRH1A	-0.870666666666667
HIST1H2AB	2.08116666666667
POLH	-0.938
MGC16703	-2.1765
SNAPC2	0.15
FILIP1L	0.1565
RASGRP4	0.281
LRRC1	1.482
GAS1	1.86125
PRAC	-1.71725
DGKA	-0.182833333333333
NT5C3	-0.53875
PEG3	-2.61091666666667
NADK	-1.1025
PRR17	0.52475
LOC374569	-0.5115
SGSH	0.711333333333333
NLRP8	0.178
GALT	-0.0397
MCF2	-1.0485
ZNF263	-0.13925
TACSTD1	1.051
TYR	-6.3593
ATP6AP2	-0.06975
RNUXA	-0.08
ABHD10	0.00490000000000001
GDPD2	0.0325
SLC35C1	0.34275
UBE2A	0.22725
HERC5	1.15933333333333
FAM112B	-4.43633333333333
FBXL16	-1.42525
DKFZP434A0131	-0.88825
ELA3A	-2.2515
RBM41	-0.919125
HAO2	-0.49575
RNH1	0.15475
SHANK2	1.24016666666667
OSBP2	-1.61925
DAK	0.128666666666667
C3orf58	0.583083333333333
TCL1B	-0.7765
KBTBD2	-0.577375
SUGT1L1	0.855
UBE2E2	-0.150333333333333
MYL9	3.258
CDC23	-0.607166666666667
PBXIP1	1.6772
CXorf40B	0.462
NBL1	1.04625
RTBDN	0.63
RAB11FIP5	0.234375
TTTY13	-0.3455
SCOTIN	0.4705
SOHLH1	-0.246333333333333
CDKN1A	0.439214285714286
NCK1	-0.03425
ZNF550	-0.4825
SAPS3	0.60025
SPIN3	-0.3485
MAGEE2	0.34675
MIS12	-0.606666666666667
OR8H2	-0.0335
KIAA0774	-0.724666666666667
UNC5D	-1.9995
CUL7	-0.2325
LIPC	-3.30783333333333
DIO1	-0.3275
C20orf11	0.2987
CTRL	-0.90075
HS3ST2	0.5375
PAK4	1.2085
CCRL1	3.1195
RNF10	0.263
ZNF567	0.31175
ZNF660	-0.84
TCEAL3	0.6485
MAGOH	0.222333333333333
CENPB	0.383166666666667
C19orf7	0.40075
LOC388965	0.37075
ZCCHC13	-0.236
JMJD1A	-1.0829
HIST1H4H	1.9915
TBRG1	-0.9656
GPC3	-4.594875
TAF1C	-0.825375
EBNA1BP2	-0.7835
CIAPIN1	-0.0635
PDGFRA	0.0738333333333334
CSTB	-0.3995
CENPI	-2.05
GTF2E2	-0.7225
RPP21	0.2075
CCNF	-1.23133333333333
KCNQ3	1.0515
FAM79A	0.943
SLC22A12	0.6335
NOVA1	0.277833333333333
FZD3	0.8451
AKAP8	-0.256
SOCS5	0.726
CFDP1	-0.747
DLG5	1.57525
PGM5	0.420666666666667
C1orf144	0.207
HDAC10	-1.2865
RND2	-0.75575
C20orf199	-0.15925
RNMT	-0.87
SLURP1	0.377625
ASTN1	0.581625
SH3BGR	3.062
MYCL1	-0.263875
ZHX1	0.286833333333333
CENPK	-2.27775
FOSB	0.5788
LOC643406	0.311
C2orf59	-0.95425
TMEM135	0.1355
SLC27A2	-2.47325
KRT33A	2.676
OVOL1	1.176875
PAMCI	-1.48316666666667
S100A7	-1.04
ZNF789	-1.823
HARS2	0.62625
RPL23A	0.0261666666666667
TCF23	-0.358
UPF3B	-1.485875
C17orf78	-0.116
HLA-DOB	1.2315
C14orf142	-0.224666666666667
TEKT5	0.831333333333333
DMWD	0.386
POLD1	-1.939
GSCL	0.6475
CALD1	0.95
SCRT1	0.9745
AIG1	1.16575
UNC84B	-0.047
ZNF404	-1.292
TMED6	-3.09675
KIAA1462	-0.3395
LRRC27	1.70983333333333
PYGO1	-0.04
PIGU	-0.624
ALAS2	-3.64616666666667
WRNIP1	0.296125
CNNM3	0.028
ZNF2	0.55175
ST3GAL5	-1.08466666666667
MRPL23	0.2575
TSSK6	-0.43975
PSMA6	0.357
C16orf70	-0.04075
KIAA1602	0.15825
ALMS1	0.0645
DCN	1.855875
TMEM132D	-0.73325
SUCLG2	-0.64025
ABHD14A	0.3355
DEXI	0.209166666666667
AMPD2	-1.2
IFNAR2	-0.154833333333333
CYB5A	1.4296
TLOC1	0.39325
NXF5	-0.916833333333333
NRBF2	0.063625
KCTD3	0.69725
ITGAE	-1.1105
SLC30A3	-2.18766666666667
ZRF1	-1.4235
IFRD2	-0.574625
XAB1	-0.3105
PYCR2	-0.925
SERPINB3	-5.3125
TMLHE	-0.1898
GEFT	-0.813625
ABCA5	-0.11175
EMR4	0.153333333333333
TSFM	-0.16325
HIST3H2BB	0.83625
ARHGEF19	0.42725
TSPAN17	0.208833333333333
ABCC8	5.21025
MAP1S	0.164666666666667
C22orf36	1.1435
BNC2	-0.733642857142857
HIST1H4A	-1.065
NDUFS3	-0.1285
WDR3	-0.711166666666667
XKR4	-0.12675
TTC33	-0.300857142857143
STMN2	4.872
CPN2	-1.063
HSPC105	1.8265
PCOLCE2	-5.32625
C3orf55	0.3685
KLHDC9	2.025
TBC1D23	0.29525
ATXN2L	-1.32516666666667
MAP2K3	0.19725
SCAP	-0.0575
ZNF486	0.475
C20orf96	0.37275
NARS	-0.48625
ADAMTSL1	-1.23657142857143
PRCC	0.209666666666667
CCDC126	0.52325
ZNF675	-0.73425
CALCOCO1	0.73425
ANKRD43	0.7325
CWF19L2	-0.109833333333333
ZBTB32	0.773333333333333
BRAF	-0.04975
ODF4	0.347
MGC14376	0.7575
HORMAD1	-2.2178
AAK1	-0.179666666666667
PEBP1	0.7885
TNFSF5IP1	-0.3165
DKFZp564N2472	0.4865
RMND1	-0.2125
IGKV1-5	4.31725
COL1A2	3.01191666666667
SERPINA5	1.956375
AANAT	0.6315
C19orf21	0.662166666666667
GEMIN5	-0.4435
UBR4	-0.471333333333333
LTBP3	1.25583333333333
AMHR2	-1.79383333333333
PROCR	-0.0205
MYBBP1A	-0.7695
C20orf39	0.00866666666666666
ZNF697	-0.211
PASK	-0.7801
ZNF776	0.374166666666667
RFXDC2	-0.218625
KIAA0467	0.000750000000000004
C10orf96	-1.6035
ZNF503	-0.03875
GULP1	-0.728583333333333
KCNE4	-0.4205
DKFZp434K191	-1.37625
LOC196913	-0.00599999999999999
BHLHB4	1.906
CH25H	1.99275
LOC81691	-1.3945
ALPL	0.148714285714286
COL12A1	1.392875
FOLR3	-1.67416666666667
GPR123	0.091375
TRIM62	0.167428571428571
ABLIM1	0.701
MAST3	-0.65425
RHBDD1	0.525666666666667
LOC338809	0.458
RYBP	0.088
TTC26	-0.731875
ZNF22	0.126833333333333
ISCA2	-0.292
RDM1	-1.026
PIGM	0.3275
GNB3	-1.6575
ACTR2	-0.0429
HMGB1	0.17325
EDG1	2.7815
SOAT2	-2.04075
OR10AD1	-0.0205
RAP1GDS1	0.919
LCE1F	0.386
ESM1	-1.7555
RCN3	2.238
CREBL1	-0.59675
DBNL	-0.5395
PTGER3	0.947125
USP30	0.663333333333333
BCL2L12	-0.854333333333333
KIF26B	1.6395
ZNF416	0.5605
ZNF225	-0.4945
C17orf70	-0.1095
ZNF554	0.30975
RAE1	-0.1975
TNIK	0.0678333333333333
ACTN3	0.9925
MGC45922	1.697
CCNA1	0.546333333333333
RYK	0.406666666666667
IL26	0.366
LRP3	1.3155
QARS	-0.25825
SOX7	0.948285714285714
BID	0.081125
OR2S2	0.6575
CXCL14	4.43875
C11orf47	-0.8295
MGC29891	-0.245833333333333
HSPB8	1.8883
PRDM14	-1.8055
NUFIP2	0.46825
MNAT1	0.03225
ZDHHC2	-0.59625
MBNL2	0.668625
ADD3	-0.202
CSNK2A1P	-0.45675
KLK6	2.91266666666667
TMEM111	-0.0528
KIAA1279	0.3495
NUBP2	0.371833333333333
RAB42	-1.16425
ID3	-0.3624
TM9SF1	0.389
MDP-1	0.54025
POU4F2	0.00275000000000002
IQCK	1.17125
C16orf14	-0.50875
CAPN3	-1.90475
FAM43B	0.4905
RECQL	-1.09875
AP1G1	0.277357142857143
CTNNBL1	0.817
ECHDC1	-0.240833333333333
SMARCC1	-0.2669
FOXQ1	-0.59175
GNAI3	0.0163333333333333
POLG2	-1.7395
CD4	1.193
ITLN1	-0.82675
EBI2	3.4515
IRF1	0.7695
PTPRE	2.5665
PTK2B	-0.6645
NXNL2	-1.6155
SOX4	1.58927777777778
TSPAN3	-0.119
SH2D1A	-2.32383333333333
C8orf58	-0.294
USP20	-0.8015
DUSP22	-0.173166666666667
CALB1	-2.08483333333333
L3MBTL2	0.953583333333333
MCRS1	-0.11675
TMEM118	-0.288166666666667
C18orf8	0.194666666666667
FLJ10241	-0.026625
GJA12	0.979
PKD1	-0.671666666666667
ZFP3	-0.059
JAM3	0.429625
LAPTM4A	1.4477
DIRC2	0.60575
KIAA2022	-0.608
MYOM1	0.11
TRPM8	-1.58616666666667
MOP-1	1.93025
PHKG2	-0.009375
ZNF650	0.23725
KIAA1522	0.54475
PSG8	-1.51716666666667
DDX19B	0.2455
MOBKL1B	-0.07075
DIAPH2	-0.0253333333333333
PTPN12	-0.174
CLN8	-0.8898
CRYZL1	-0.242333333333333
CRY2	0.424083333333333
FCGR2B	2.3355
PNPLA4	1.4665
ZNF454	1.036
DKFZp434B1231	-0.62675
CLDN11	1.4356
RFWD2	0.253833333333333
CIB2	-0.0661666666666667
MXRA8	4.055875
HRK	2.481375
MAML2	-0.1875
C4orf31	-0.69
C6orf192	0.03025
COG6	0.694875
FAM5B	0.71525
NFATC1	0.4353
SEPT10	-0.0335
SCYL1	-0.2653
RPP40	-0.3435
SCOC	-0.3015
KIAA1450	0.611
CTDSPL2	-0.37175
TBX5	1.226
NAPG	-0.207875
RHD	-3.64525
C14orf45	1.33133333333333
ZBTB22	0.65
PLCG1	-1.1375
ANKRD10	-1.118
AQP7P2	-0.592
TAGLN2	0.127666666666667
HTR2C	-0.787
SLC16A7	-1.05183333333333
C17orf83	0.62
TSGA14	-0.362333333333333
MDH1	-0.4205
PPP3R2	0.199166666666667
DCBLD2	-1.92321428571429
RBM33	-0.695125
DPH3	-1.52225
SYT10	-1.512
FMO4	2.17175
THYN1	-0.52175
DRD5	-1.9965
OTOR	0.71375
PGRMC2	-0.00490000000000002
KATNAL1	0.09625
PAQR6	-3.196
UBE2I	-0.347
C14orf28	0.803
C8orf70	0.48425
FLYWCH1	-0.348
ANGPTL3	-0.60175
GLRX2	-0.157666666666667
ATP11A	-1.07221428571429
ARL5B	-0.152625
MUC16	-2.44775
SLC25A5	-0.6505
ACRC	-1.51825
MYO1C	-0.570125
FAM89B	1.24166666666667
FAS	0.67475
KIFAP3	0.783
GLRA2	-0.0435
BTN3A2	-0.3664
CNKSR3	-0.73475
CSTF3	-0.612833333333333
ARPM1	1.33875
KIAA1530	-1.4395
C9orf150	1.70833333333333
PRKCI	0.3095
tcag7.1015	-1.05925
SOD3	-0.081
ZNF574	0.4385
CYP21A2	1.6625
RPL12	0.47975
COMMD2	-0.6915
WIZ	0.191
LOC344405	-1.9485
ALDH4A1	0.646529411764706
CRYAB	3.8795
COPA	-0.0544666666666667
PCDHGA7	0.725166666666667
KIF11	-1.55141666666667
RASD2	-0.295
SLC26A3	2.652
ZNF175	-0.352
JAKMIP2	-2.63775
C8orf4	2.38733333333333
PTHLH	4.533
SLC40A1	2.95525
OR7D4	0.103166666666667
PCDHB17	0.181
CD36	2.72528571428571
C6orf203	0.4308
PRKG2	0.1995
LOC400566	1.1325
ANAPC13	-0.28775
SLCO3A1	-0.28025
ZNF692	-2.101
FANCL	-1.454
SH3GLB1	0.467
C12orf61	-0.958
KBTBD6	0.51975
SUPT5H	0.305625
XRCC6	-0.4587
HUS1B	-0.1272
FAM133B	-0.393857142857143
LOC728276	-0.2845
KCTD18	0.38825
SOS2	0.987166666666667
CCDC99	-2.10025
C1QTNF5	3.863
NNAT	2.206
