Hybridization REF	TCGA-E2-A15S-01A-11R-A115-07
TNFSF13B	1.04966666666667
DENND3	-0.486875
JARID1D	-2.94175
HIST1H2AK	1.28875
LOC93349	-1.8306
SSH1	-0.0346
ENSA	0.3325
LOC219854	-0.400333333333333
CKAP2	-0.0685
DKFZP564J102	0.462666666666667
MGC87315	0.137833333333333
HNRPAB	0.4455
AMH	-1.411
ZNF526	0.927
BRUNOL5	0.4327
CACNG3	0.159833333333333
TRPM1	-1.988
PPP2R1A	0.3055
COL2A1	1.52125
DDN	-0.455833333333333
FLJ25770	0.875333333333333
HK2	-0.211357142857143
ELOVL6	-1.623
MDK	1.1155
EPHX1	1.08325
RASSF2	-0.512375
DKFZP434B0335	0.933
DLX3	0.24875
PRTN3	0.0965
AVPR1A	1.2915
C21orf125	-1.971
TNFAIP8	-1.21133333333333
GNB2L1	-0.35975
CALCRL	3.4005
SCGB2A2	3.91316666666667
UBXD7	0.13125
ZNF674	-0.0015
TMEM35	-0.6485
BRSK2	1.11675
HECTD3	-0.133333333333333
TMEM188	-0.973416666666667
LGALS9	0.4955
SCARB2	0.883916666666667
USP34	0.22875
C17orf28	2.12808333333333
ZDHHC23	-0.6705
AQP12B	-0.053
SLC16A3	-1.554125
APLP2	-0.2555
ITIH2	-4.841
MICAL3	-0.492375
TNNI3K	0.1362
HDAC2	-0.4085
PRR7	-0.8746
THBS2	-2.64675
LOC751071	0.00816666666666666
CA2	1.76383333333333
RANBP17	1.25475
RLN3	0.1975
CRYZ	-1.242
GBAS	-0.267833333333333
TAS1R1	-0.94125
MPZL3	-0.497
PCDH8	-1.59375
HSP90B1	-0.289916666666667
KCNK15	0.718
TNIP2	-0.097
GPR146	-0.14275
NOL6	-0.47925
SPC25	-1.33355555555556
STEAP2	1.69707142857143
VAMP3	-0.769833333333333
TCIRG1	-0.06925
ZP4	-0.1865
PARL	-0.73875
TRIM39	0.662833333333333
KIAA1305	2.19625
CRNN	0.445666666666667
GRN	0.1675
HSH2D	-0.29925
SCAMP1	1.0059375
KIAA1913	-0.4695
PTS	-0.95425
BANP	-0.027
PRKACG	0.535
ADCY6	1.33083333333333
C16orf46	0.0535
CYP51A1	0.03775
DDC	0.37475
ANPEP	-1.39333333333333
PROM1	-1.59283333333333
SIGLEC10	0.561
COPG	0.1595
FAM26E	0.20175
TRIP4	0.67325
SNX3	0.470666666666667
C1orf175	0.591666666666667
PPY2	-0.44375
C14orf152	-0.14325
FTSJ1	-0.853
DST	0.01615
LOC554235	0.10225
GLRX5	-0.80175
C20orf12	1.2767
CAB39	-0.393333333333333
MSH2	-0.178833333333333
PIP4K2C	1.224
CYLD	0.109875
WTAP	-1.034625
MGAT4A	2.46011111111111
TSC22D4	-0.0995
CHRM2	-1.376
PPYR1	-0.00816666666666667
CCNH	-0.160666666666667
RRM1	-0.04625
ECAT8	-3.4605
LOC400120	0.31875
GABRA4	-0.08025
C14orf4	0.596833333333333
C1orf59	-3.7835
CTDSPL	0.477333333333333
NHEDC2	-1.3185
PDE11A	-0.6174375
KLHL29	-1.02675
CD5	-1.9351
TSPAN9	0.3805
WDR67	0.39225
THUMPD1	0.0829
C18orf17	0.07925
CLYBL	-2.81983333333333
FLJ13231	0.45075
CMBL	1.363875
LECT2	-0.53175
NKAPL	1.87066666666667
LOC654780	-0.0885
OR4C6	0.6315
RAB30	2.69266666666667
TSSK4	-0.443
TMEM163	0.47
OSBPL11	-0.288833333333333
GNB5	-0.8225
CCL21	0.28875
C1orf121	-0.427666666666667
FMO2	2.36333333333333
RPTN	0.11
MSTN	-0.2385
VCL	-1.09614285714286
FYTTD1	0.403
C11orf1	-1.18325
CCDC88C	0.977
HFE	-0.975944444444445
MOGAT1	-0.6525
FAM125B	0.902333333333333
IRGQ	0.372
RAVER2	1.76525
AKAP5	0.2935
SSSCA1	-0.05225
C11orf63	1.630875
ACTG2	-0.4435
PORCN	-0.65
DTL	-1.05409090909091
TMEM151	0.2525
FAM122C	-1.69175
RSAD2	1.8074
BAT4	0.7515
KRTDAP	-2.00733333333333
MYH8	0.084
CRTC3	-0.166
LRRFIP2	0.2773
INTS4	0.405333333333333
TTN	-1.4815
SLC26A5	0.1795
PLLP	-1.796
RGS6	-0.826125
SRGAP3	0.596875
ZNF525	1.09383333333333
NBR2	-0.659833333333333
C13orf1	-0.2476
ZNF137	1.602
CEP27	-0.64025
BEST2	0.1005
RNF121	-0.096
DMRTC2	-0.09225
C8orf76	1.1945
BCCIP	-0.8245
MEST	-1.302
HTRA2	-0.641
ANGPTL2	-0.91875
ILKAP	0.0743333333333333
ERAS	0.1995
HBS1L	-0.1805
CPA5	0.2795
TMEM30A	-0.077
CD300LF	1.19233333333333
WISP3	0.577
CRK	-0.318928571428571
PDS5A	0.3863
BRPF3	1.48516666666667
NEDD9	-1.44075
SMPDL3B	-0.53575
PSG6	-0.68275
PSMD13	0.52
ETV5	-1.624
OR51A4	0.2945
BTBD7	0.683833333333333
GSTO1	-0.135875
hCG_16001	-0.903
MAD2L1BP	1.006
COX6A2	-0.324
SCNN1A	1.16316666666667
LSM1	0.485
UGT2B11	1.9015
IDUA	1.272
PPP2R3C	-0.588666666666667
COX11	-0.6845
PDZK1	-3.52125
ZNF443	1.06183333333333
MGC21874	1.66133333333333
ZNF323	1.8895
KRTAP10-10	0.3585
CXCL6	-0.5655
SLC34A2	1.2947
LOC284402	0.0775
NPTN	0.273166666666667
UPP1	-2.72875
SLC6A9	-0.4415
OR7G3	0.0585
CISD1	0.207666666666667
ZNF545	0.768166666666667
SYT14	-0.821
NT5C3L	0.128666666666667
ZNHIT3	0.359666666666667
SNRPD3	0.65425
KIAA0701	0.96125
UNC93B1	-0.4295
GMNN	-1.346875
SPCS2	-0.00816666666666667
LOC388524	-0.7965
NAPRT1	-0.807875
PNLIPRP1	-0.0776666666666667
OR6V1	-0.161
PRKAB1	0.15275
EYA4	-2.622
KIF20A	-0.8755
ALG10	0.2395
ITPKC	1.17133333333333
LMX1B	1.29483333333333
RPUSD4	-1.3755
C7orf34	-0.0246666666666667
DLGAP2	-0.01975
PFN1	-0.9196
MICALL2	-1.00233333333333
ZNF654	1.428
SS18L1	1.17725
SLC16A8	0.29025
MKI67IP	-0.3795
ITGB3	-1.1815
TCEA3	2.04816666666667
CEP152	-0.5798125
CLIP1	1.35825
ZNF75	0.6646875
ATP5C1	0.576
NUDT5	-1.82283333333333
PSCDBP	-1.88225
UBP1	-0.0185
RBM27	0.612
C13orf15	1.813125
ZNF282	-0.503166666666667
ZNF222	0.5006
COL10A1	3.90475
PRDM15	-1.120875
TTTY5	0.166
FAM9C	-0.618
C20orf67	0.18875
GNG13	0.984
F12	-0.00925
C1orf41	0.68375
CPXCR1	0.1825
GSK3A	1.13875
SUPT6H	0.466333333333333
PI16	0.625833333333333
ELL2	-1.22791666666667
C9orf167	-2.59333333333333
PVRL3	-2.562
FLJ38596	0.964
ADAM20	0.53175
GPR89A	-0.2515
GPR87	-2.3565
ZNF30	1.655
SMR3B	0.421
ZNF770	0.955375
TRPC4AP	0.155833333333333
DKFZP686E2158	0.748
C2orf28	0.677833333333333
FREM1	-0.745666666666667
LAMA4	-0.264333333333333
ADPRHL2	-1.0285
EIF4G2	-0.444833333333333
GUCA1A	0.0055
CTNNA2	-0.046125
NUDT15	-0.629833333333333
CEPT1	-1.65783333333333
ZNFX1	0.3822
CCDC92	0.44425
TDRD1	-0.6165
KCNK5	-2.81
ETNK1	1.00991666666667
LTA	0.0105
TTPA	0.981166666666667
B3GALNT2	0.145375
SC65	-0.338333333333333
PEX5L	-1.740625
EPS15L1	-0.01425
MGEA5	0.68475
HIST1H3A	1.09975
ING1	2.832125
BCAT1	-3.861875
ORC6L	-0.414727272727273
KLK11	-5.13983333333333
C19orf28	-2.034375
DNER	-3.64
MED22	-0.632428571428571
ETV6	0.361166666666667
CHAC2	-1.9905
CD300E	0.1605
CEBPB	-0.720166666666667
ZNF398	-0.38425
LRCH3	-0.2945
HMGA1	-1.611
CAPN7	0.842333333333333
MGC5566	-2.8055
CCL3	1.576625
NANOS1	0.069125
ZFYVE19	1.04925
APITD1	-0.00383333333333334
PARD3	1.22325
IRAK4	0.897833333333333
SERPINI2	-0.2075
CEP170L	-0.63625
TTC9	2.4645
MYOM3	-1.5245
MLPH	1.0555
LOC222699	1.757
NRG1	-2.02333333333333
TBC1D9	2.57663636363636
TTK	-0.387666666666667
ZNF557	0.2049
DDX41	0.111
FANK1	-1.6255
UBE2D2	0.3125
PSMB10	-0.510875
MYH7B	-0.017
GABARAPL2	0.209
MARVELD2	1.334
DGCR2	0.479
UNC45A	-0.137166666666667
C6orf72	-0.2015
ZNF683	2.96725
GIT2	-0.136375
CASK	0.488833333333333
C14orf161	0.7065
LRRC44	2.648
TIFA	-1.44525
UTP11L	-0.527125
C6orf65	-1.25275
FDPS	-1.0445
DUSP9	-2.2118
SLC17A8	0.990833333333333
OR51G1	0.2315
NANS	-0.0475
OLFML1	1.101
ATP10B	-1.284625
NPAS3	-0.87125
PRKCA	-2.6166
GGA2	-1.0314375
LCE4A	0.519
SPANXN3	0.241333333333333
CCDC115	0.638125
SDCCAG3	-0.9095
GLIPR1L1	1.112
TTC1	-0.02075
C17orf76	0.2595
MAD2L2	-1.5145
HIPK1	0.2607
LRRC3B	0.690166666666667
CLN3	-0.739227272727273
C17orf47	0.248
FMN2	2.83725
TUBB1	-1.107625
WAPAL	1.1245
C3orf21	-1.4235
SCN5A	-0.4271
SMYD1	-0.00550000000000002
BEX5	0.98325
ZNF192	0.179
SEC22A	-0.139333333333333
GRIA2	0.969785714285714
KIAA0825	-1.8025
NUSAP1	-0.294454545454545
LANCL1	-0.20975
C15orf40	-0.0618
ZNF645	0.305375
GPR61	0.03775
NLRP14	-0.024
SNX21	-0.8701
C1QTNF8	-0.1885
C17orf46	0.19675
IFNA8	0.161
SPRR1B	-1.3335
FLRT1	-0.68325
SNX17	-0.219833333333333
ASB2	-1.67366666666667
HBG1	-4.3885
RPRML	-1.77775
JOSD2	0.349833333333333
PLSCR3	-0.55525
SPOCD1	-1.753
RAB39	-0.434
GHRH	0.00400000000000001
ITIH5L	1.50675
C17orf37	1.172
SMCR8	0.328
DPY19L2P3	0.805
IL11RA	0.406666666666667
GDF3	-3.80583333333333
RPS6KB1	0.0849166666666667
DNAJC19	0.4298
TOP1	-0.69325
CRCT1	-0.83775
MPST	-0.445125
DPM2	0.237375
FAM38B	-1.73383333333333
SLC18A1	-1.41333333333333
FARP1	-0.8585
PAX7	0.22175
TUBD1	-0.21925
GNL3	0.0345
BTG2	2.02126666666667
NDUFS6	0.5365
C1orf79	0.31975
ERAL1	0.60175
ECHS1	-0.47825
VPS4A	-0.537666666666667
CYP11A1	-1.21725
ABCC6	-2.09057142857143
PBX4	-1.6815
MOSC1	-0.2365
NCF4	-0.85075
HYMAI	-0.0915
NAGPA	-1.361
OTOP2	0.18225
ACOT12	0.08675
MTHFD2L	-0.772875
LOC441376	0.3075
C19orf34	-0.00800000000000001
RAB1B	-0.35375
ALDOAP2	-1.129
NTRK1	-0.448166666666667
ARTS-1	-0.9047
SLC6A11	-1.3905
NAP1L2	1.58525
CNGB1	0.119
EPB41L4B	0.15
FAM134B	1.2975
HS3ST3A1	-3.3275
CPXM2	3.59825
SIRPB2	0.11
CHORDC1	-0.171666666666667
TRIB3	-1.614
SLC2A5	-0.27875
C2orf49	-0.313
DDX5	0.2265
OR5L1	0.097
ANAPC4	0.0476666666666667
ZSWIM1	0.12975
LOC93622	0.67425
KCNK3	1.7895
RP11-35N6.1	-2.103125
ZFP161	0.727833333333333
AQP9	3.22375
SLC15A2	0.3345
MREG	0.132
OR9I1	0.051
PDLIM2	-0.730625
ADAM7	0.357
GSTCD	-0.104166666666667
WDR21A	-1.62325
SLC12A8	0.2475
TMEM174	0.12975
IGSF3	-0.605166666666667
LRRN1	-2.54075
LOC402117	0.09575
SRPK1	-0.717
LY6K	-1.940625
NFIA	0.927
PTCD3	-0.871
LEP	0.838
PCDH21	-0.262833333333333
MAPKAPK2	-0.480928571428571
NMNAT1	0.0708333333333333
LHFPL2	0.2925
C9orf43	1.416
DIP2A	-0.775666666666667
ACTR8	0.333375
CCDC34	0.48375
PTPN22	-1.700375
ITGA3	-0.942875
FAM129C	0.032
RABGGTA	0.0451666666666667
UNC45B	0.80725
KIAA1033	0.36425
ZNF510	0.546166666666667
CYP2D6	-0.352166666666667
SLC26A10	-0.3755
STX8	-0.85125
LUZP1	-1.15125
WDR89	0.467833333333333
EIF4G3	-0.2677
C5AR1	1.171125
ZNF623	1.284
A2M	-0.0855
TGM7	0.483
GRPEL1	0.3655
LMNB2	-1.5072
ROCK2	0.115166666666667
SNX16	1.73175
CCDC66	1.282
ANXA3	-2.47725
KIAA1609	-1.2445
EED	-0.7415
RNF32	-0.097
HES1	1.7535
CLC	0.502
ISL1	0.563333333333333
KIAA0528	0.824125
MANEA	0.877875
C1orf61	-2.143
hCG_2001000	-0.28625
RAPGEF6	1.0774
KIAA0020	-1.64283333333333
NEIL1	1.9735
C16orf45	0.533375
RBM10	-0.362
C10orf125	-1.228375
MRS2L	0.559
DNAH17	-0.3975
C19orf10	-1.534
C1orf160	-0.0375
SLFN12	-1.08575
EXOC3	0.670333333333333
HIST3H3	0.6905
NCOR2	0.200666666666667
TNFRSF9	-1.06025
MFSD8	-0.65325
ALX1	-3.467
NOL1	-0.6885
PODN	2.0475
TIAL1	-0.784
HIST1H1E	-0.13225
NPY6R	0.27475
TM4SF4	0.98575
CORO2A	1.3535
ETNK2	0.576833333333333
APOE	-0.8266
ANGPT4	-0.0145
HDGF2	-1.52425
G30	-0.111
ST8SIA4	-1.246
F2RL1	-1.090375
FAM19A4	-0.92675
CCAR1	-0.00875
B3GNT7	0.0945
OPHN1	0.3559
DSCR6	3.207
C21orf13	1.4165
GAS2L1	0.128
RFX3	-0.451833333333333
COPS4	0.09375
BCHE	-5.49316666666667
BCL2	3.727875
HBZ	-2.80816666666667
ARL13B	0.936375
MAPBPIP	0.814375
MYO15B	-0.10475
SPZ1	0.16625
KIAA1324	2.16922222222222
PLCL2	-1.377125
C4orf29	-0.0775
WDFY2	-0.642875
ZNF284	-0.2435
NAALADL1	0.00850000000000001
DUSP5	1.76183333333333
PXDN	-1.53525
SLMO1	0.60325
TNXB	-0.0394
BIRC7	-1.455
A4GALT	1.39283333333333
TIMM22	-0.62525
FAM110C	2.21325
TOMM34	-0.59475
ABHD9	-0.0315
ADAM32	1.718
CRHBP	0.733
AQP2	0.176
LOC130355	1.109
ZNF187	1.38016666666667
ZNF816A	1.243
F7	0.819875
CNOT1	-0.6055
SLC13A4	-0.96525
ZBTB11	-0.05475
B3GALT5	-0.18025
EXOC2	2.52883333333333
IRS1	-0.3602
TMEM1	-0.0495
MRPL34	-0.731666666666667
SAMM50	-0.3345
CDC42EP3	-0.43175
HSF2	-0.9279
MFN2	-0.45025
TSPAN7	-2.10433333333333
NUCB1	-0.0425
RHOH	0.7285
ARL16	0.1095
TACR1	0.302
SFRS5	0.22
SNX25	-0.088125
RHBDF1	-0.639666666666667
PCDH18	2.75333333333333
HMG1L1	-0.452
MYO5C	1.414875
MAPK10	0.3745
LDHAL6A	-0.148833333333333
NUDT12	1.85933333333333
NCAM1	-0.286625
GLIS2	0.0595
GGTL4	0.9505
DAPP1	-2.51525
ATF7	0.529625
KIAA0748	-1.64325
NFIL3	-1.6845
TM6SF1	0.9659
SEZ6	0.31625
NANOS3	-0.312833333333333
DNAJA3	-0.375333333333333
CLDN6	-1.881
CIITA	0.9511
EPHA4	-1.52941666666667
FANCC	-0.07825
CMTM3	-0.91525
PSG3	-0.541
MRPL15	-0.5355
C21orf59	0.454
PLCXD2	-0.15025
C2orf34	-0.797
UBE2L6	0.478
MED14	0.1925
HP1BP3	-0.011
C6orf208	0.2045
TPBG	0.795
OSR2	0.456125
XPC	0.165666666666667
KLHL7	-0.850416666666666
CCR3	-0.603333333333333
AGTPBP1	-0.392833333333333
PCSK6	-0.7856
STAT5A	-1.9231
FAM18B	-0.07025
LONRF2	1.81866666666667
PTPN2	-0.233375
SF3A3	-0.414166666666667
EFCBP2	-0.4155
HCFC1	-0.029
AHNAK	1.21025
ACTR5	0.0145
KIF14	-0.613714285714286
TENC1	1.0575
HEATR5B	1.841
YIPF2	0.0991666666666667
MYEOV2	0.424
DUSP18	0.89825
KIAA1012	1.2435
AHR	-1.2435
C17orf53	-0.627
PTPRH	-3.04525
ATP6V1C1	1.6699
TAS2R3	-0.198
LOC440356	-0.5415
COQ10B	0.12025
PSMF1	-0.170333333333333
SORBS2	-0.787833333333333
NFE2L2	-0.03475
TMCO7	0.7335
SH3PXD2A	0.359
SH2D2A	-2.77375
SPINK5	-1.54875
MRPS24	-0.8695
OPA3	-0.319625
TRAF7	-0.283833333333333
C4orf35	0.0926666666666667
MT1G	-0.37125
MGC39545	0.244
HS1BP3	1.1841
OR2B2	0.291
CHRM4	-0.0075
SFRP2	1.434
RIC3	1.96375
ART1	0.1565
C6orf1	0.862875
DUS4L	-0.10775
C10orf104	0.51825
TNFAIP6	1.151
RTEL1	-0.27775
CCT4	-0.7875
ZNF709	0.7635
CHMP6	0.5685
UPP2	0.1635
CYP19A1	-2.857875
CD151	-0.4335
NDUFA13	-0.236833333333333
ARFRP1	0.832166666666667
FAM26B	1.89075
CRYBA1	-0.083
MRPL41	0.685166666666667
NPFFR2	-1.5795
HRH2	0.0925
SCAMP3	-0.595166666666667
MTMR6	0.6549
MTG1	-0.993166666666667
UBTD1	0.191
CRABP1	-2.6445
FLJ33790	-1.0745
KIAA1908	-0.353333333333333
GPR158	0.034
PACSIN3	0.0855
OMD	1.7085
CATSPER1	-0.859833333333333
HOXB8	-2.44875
FBXO46	0.424
OAS1	0.889
SVIL	-0.7525
PHB2	-0.16125
ADCY3	0.7715
NDRG2	0.634833333333333
ERMAP	1.146
APBA2	-0.300333333333333
IGSF9	1.88225
WNT6	-0.5855
MYCBPAP	0.5775
ATP2B2	-0.0993
CPVL	-2.5491
TRAM2	-0.473333333333333
NOP5/NOP58	0.019
ZNRF4	-0.07125
TLK1	-0.37825
MTMR12	-0.0848571428571428
ZNF384	-0.00433333333333335
FAM9B	-3.11225
RPN1	0.0928
PMVK	-0.2705
EIF3D	0.3297
SIX2	1.6855
HPS1	0.569428571428571
RNF7	-0.10825
PSKH2	-0.2275
KCTD13	0.153
CSMD3	0.2023
FBF1	0.1065
IL8	-5.16075
SERPINB13	0.10725
FBXL20	0.2935
BLR1	0.23275
SH2B1	-0.207666666666667
RFNG	0.22025
RAB20	-0.930333333333333
RBM7	-1.30225
POLR1A	-0.323166666666667
TMPRSS4	-2.58625
TAF9	-0.011625
TERF2	-0.136166666666667
TNFRSF1A	-0.10775
ACADVL	-1.214
GTF2H5	0.32225
EDG8	0.442
C9orf140	-0.269625
UST6	0.466
ZBTB8OS	0.19725
ZNF710	-0.2495
GPR174	-1.911
ATP6V0A2	-0.37075
KIAA0319L	1.00383333333333
XKRX	0.9885
DOPEY2	1.4221
SDHD	-1.01716666666667
SUMF1	1.57225
OSM	0.17525
OPN3	-2.7065
DAGLB	-0.69
PPFIBP1	-1.2808
TRIM63	-4.07225
C10orf53	-1.177
LYPD3	1.21633333333333
BCL7A	1.37125
AGER	-0.738166666666667
TCF19	-0.144875
SAT2	0.46475
PFTK1	-0.6285
GABRE	-3.297625
C15orf38	0.8469
FIS1	0.1645
KCNV2	-0.1575
CLPS	0.327
PPCDC	0.70325
FOXN2	0.874833333333333
NT5E	-3.5952
CD83	-0.143
IL18	-1.3535
VPS16	-0.87275
IGFBP2	-0.613
NOTCH2	-0.491
SIGLEC1	1.87525
CD93	4.3575
SULF2	-2.2125
CEP164	-0.576125
P53AIP1	0.252
TOR2A	0.099
ZNF136	0.15075
MGP	1.744
CCDC144A	-0.338666666666667
TRPC1	-0.356833333333333
SMS	-1.63983333333333
MAPK7	-0.991333333333333
RRAGC	0.5935
PARD6A	0.3475
NUB1	0.682833333333333
SYNGR4	-0.22125
OR11H12	-0.3375
WIF1	0.375625
GCH1	0.06525
OR11H4	0.263
SLC44A5	0.783
GPRIN2	-0.606
LOC401431	0.9855
CPA4	-2.9345
MELK	-0.429
IL15RA	-0.939
CUL3	0.771125
HMBOX1	-0.02
PODXL	-1.45975
CCT6B	0.357666666666667
COMTD1	0.61775
MUC20	-1.0285
GPX2	0.39175
ITK	-2.255
FBXL5	2.37375
C13orf27	-1.44775
DEFA5	0.1815
TRHDE	-0.3935
MTP18	-1.413
UQCRQ	0.2155
ITGB2	0.0865
CSRP2BP	0.57275
TAS2R44	0.6595
PHPT1	0.365
FAM44C	-0.07725
ERH	0.456
MPHOSPH1	0.528166666666667
MORC1	-0.648
PARVB	-1.4235
LAMA1	-2.58708333333333
PGBD3	0.809
GIMAP6	3.53625
AREG	-3.374
LIPT1	-0.1835
MGC99813	-0.71175
C1orf201	-0.0571666666666667
GRIN2A	-0.8905
MAN2C1	-0.977375
NSUN5	-0.4205
SF3B5	-0.8035
MYC	-0.65625
NRXN1	3.55075
ZNF18	-0.261
SPDYA	-0.02525
SLC37A1	0.771
DECR2	-0.536
ANKRD38	-1.518375
SPTLC3	-2.82091666666667
SUPT16H	0.43475
DTWD2	1.09825
ULBP1	-0.372
ZADH1	0.417
OIP5	-0.66175
IL10RB	-0.390833333333333
OTUB2	-0.37275
VWA3A	0.749333333333333
SPIC	0.748333333333333
OR6C4	0.052
PSCD4	-0.0795
DPY19L2P2	-0.121
TRAPPC6A	-0.232833333333333
C21orf2	-0.6095
CEMP1	-0.135
LIN7B	0.5215
E2F7	-0.862666666666667
VCP	0.1485625
LAMA3	3.12825
BGN	0.4335
GPR160	3.032
COCH	-2.06316666666667
GPR81	1.85216666666667
APOBEC3F	-1.987
tcag7.1017	-0.08725
C1orf32	0.3185
SCGB1D2	2.84075
FLJ43987	-0.9545
C6orf170	0.3735
KLK9	0.2665
GPD1L	0.548
VPS37B	-0.37625
ATG3	-0.254166666666667
ADAMTS17	-0.2065
KLHDC2	0.9895
NDUFV2	0.28125
BLK	-3.17025
MATN4	-1.586
GPM6A	-0.606375
GBP4	1.99616666666667
TMEM162	0.0326666666666667
PKP2	1.1845
HRASLS	0.799888888888889
MMP1	-3.70925
SFXN3	0.5422
FSD1	-1.06333333333333
ST6GALNAC3	-1.88
CA12	1.2448
NCOA6	0.32825
C19orf58	0.1765
PPP4R1	-0.224
MAN1A2	0.706666666666667
IKBKAP	-0.05925
UPF1	-0.355666666666667
KIAA1219	0.7745
WNT16	0.0711666666666666
SNW1	-0.62625
IL18RAP	2.01475
RPP30	0.216125
CDC40	0.430928571428571
SETD3	-0.131333333333333
SLAMF6	-0.249
ELK4	-0.605
TRIM47	0.0245
ACOX3	0.89975
TRIM6	0.345
KIAA0372	-0.0201666666666667
TP53AP1	0.404125
SMURF2	-0.18275
ADAD1	0.40325
EBP	-0.7664
KRTAP13-2	0.128
FLJ36874	-0.681333333333333
TOR1A	0.364166666666667
P2RY4	-0.0355
GPBP1	0.36075
TRPV1	-0.42625
ADAMTS12	-0.743666666666667
PES1	-0.3944
ATG4A	0.0261666666666667
MAGEA10	-4.649
WFS1	0.97525
CC2D1B	-0.00466666666666667
PABPN1	0.2325
SLC25A30	0.29675
SLCO1C1	0.771
SLC22A5	2.557
KIF23	-0.369833333333333
SYN2	0.00733333333333333
ASPN	5.98533333333333
CENTG2	0.3855
QSOX2	-0.543888888888889
FLJ10815	0.4015
STK24	-1.045
SPEG	0.3464
STK10	-0.0383333333333333
DACT2	-1.01
AAAS	0.062
SSX3	-1.326
ABCD3	-0.4249
C4orf12	0.5815
PARVG	-0.697333333333333
FIG4	0.7855
C9orf46	-1.0575
TMCO6	0.48
IGHMBP2	-0.69675
DUS2L	-1.04916666666667
FAM3C	-0.328
TMEM16D	-0.56525
DCTN4	1.90425
KCNH3	2.05275
EIF2AK2	1.53775
AP1S3	-0.739875
CST4	0.655
PAM	-1.48525
NUTF2	-1.30075
CITED2	-1.47
SLC39A4	0.3235
C2orf52	-1.05
GRM3	0.31975
C12orf49	1.47225
CCDC49	0.1632
GRAMD1B	-1.692625
FNDC4	-1.0555
SIAH2	-0.8285
GDPD4	-0.1615
C21orf87	0.68475
ATP5A1	-0.1605
C16orf63	-0.361375
LOC388135	2.08883333333333
ATP5J2	0.04275
MMP3	-2.98575
EMID2	-0.1755
CRHR1	0.09075
WDR70	-0.2555
C13orf31	1.14175
ZFAND1	0.7675
CCL18	3.816
C3orf49	-0.382
RINT1	0.0205
KIAA0408	-1.973
F13A1	3.2987
SLC10A1	0.169
OGN	0.92425
GIPC2	-2.11433333333333
XPO6	-0.842
LCE1A	-0.824
FMR1	1.2176
LOC374920	-0.53525
DUSP3	-0.51075
ANKMY1	-0.78825
C7orf50	-1.098
BBS9	-0.8243
UNC119B	0.498375
C9orf72	0.319875
MGC35440	0.8435
ENTPD6	-0.151625
PPP1R2P9	0.328
ERCC4	0.60425
FAHD2B	-1.209
HMHA1	-0.167
HACL1	0.29475
RAD23A	-0.171666666666667
FAM83B	-2.5575
PPP5C	-0.0121666666666667
RNASEH2C	0.84825
C9orf153	-0.20575
SCAMP4	0.271
GHITM	0.6518
NDUFB7	-0.3775
ADCYAP1	-0.34
SP110	-0.514833333333333
MAP3K7IP2	-0.14625
DHH	-0.273
AGRN	-0.307142857142857
WDR33	0.355833333333333
CEP290	1.68083333333333
PRPS1L1	-2.28383333333333
KLRA1	0.527
GPR97	-0.185
CHD7	-0.24925
TLR10	-0.01325
SLC30A8	-1.3235
HIC1	0.7705
IAPP	-0.3535
RXFP4	0.531
GP1BB	-0.46275
SHQ1	-0.183
NKX2-3	0.368333333333333
API5	0.67425
FTHP1	-0.7255
MOV10L1	2.0185
TRIM6-TRIM34	0.878333333333333
ADHFE1	-0.20225
FAM117A	0.21925
DDI1	0.401
CDON	0.0723333333333333
TRIM73	-0.0635
IGKC	2.049
MMP14	-1.62416666666667
DYNC1LI1	0.504
C11orf66	0.40825
TRBV3-1	-1.57275
FASTKD5	-0.7005
BIVM	-0.8215
LHX4	0.23475
CXCL2	-2.0907
RAB2B	-0.121333333333333
IZUMO1	-0.632
MAP3K15	-1.805625
FAM19A2	-0.309333333333333
ZC3H8	0.0396666666666667
ZMAT1	2.403
SPINK5L3	-3.767
SLC10A6	1.145
APPL2	0.9785
CARD10	0.1425
LOC402176	-0.76425
EEF1D	1.0403
RAB6A	0.4816
C12orf5	-1.499375
PAPOLG	-0.20275
MSRB2	-0.4545
BCR	0.450833333333333
PUS3	-1.2615
TIAM2	-0.113
ZNF317	-0.451833333333333
CHD2	-0.0252857142857143
FZD5	-1.96318181818182
NUDT8	-1.91475
ZNF763	0.8155
PRC1	-0.154777777777778
ABCB9	1.38833333333333
SPATA3	-0.222
TRAK2	-0.251875
STAB1	2.241
LRRTM2	0.406666666666667
psiTPTE22	-0.38925
DBI	-0.69575
SERPINA11	-1.24025
NAT5	1.347
C20orf58	-2.2145
RPS6KA4	-0.491166666666667
FLJ90650	-0.8525
TGFBRAP1	0.0335
CHRDL2	-1.136125
FAHD2A	-1.32
CNTN1	-0.02325
BBS4	0.3316
TMEM181	0.28675
MINPP1	1.144
MPHOSPH6	-0.79275
HOXC10	1.9908
ITPKB	-0.780625
CLPTM1L	-0.204625
MEOX2	0.541833333333333
ATP6V0C	0.962
PRPF8	-0.550666666666667
TMC5	3.238
FKBP3	-0.63675
PLEKHB2	1.402625
OR4D6	0.1655
ZNF544	0.5723
D2HGDH	-0.54325
RPL18A	-1.6023
HEL308	-0.0525
MPP6	-2.86875
TCERG1	-0.34375
KRT16	-2.053
KLF17	-1.40125
KLF5	0.483625
CDR1	1.33875
VCX3A	-2.403
FBLN2	-0.107
