Hybridization REF	TCGA-A2-A04W-01A-31R-A115-07
ZNF641	0.318666666666667
EMG1	-0.695375
PRRG4	2.25
HIRA	-2.58175
MYNN	0.2985
AEBP2	-0.548083333333333
TBXA2R	0.789
ISL2	-0.6675
PCDHB11	1.5975
RNF144A	0.1985
MARCH5	0.723875
DULLARD	-0.189
DCLRE1B	0.2485
ITGA8	1.20075
TP73	-0.182375
PRKCD	2.37225
NDUFB4	-0.41
ATP13A4	5.14075
ANTXR2	-0.115
COL4A3	-0.1815
MYO10	-0.1548
SLC6A18	0.60575
PEX1	0.127
TMEM74	-1.7618
RBM19	0.297
TAPBP	-0.215
RUNX1	1.95275
MID1	1.50083333333333
GPR64	-1.20916666666667
RASEF	3.91725
GABRG1	-0.066125
MYO16	-1.391
DBF4	-0.441833333333333
TSHZ2	2.88775
RIPK2	0.747875
PPTC7	0.249833333333333
KIF4B	-1.0045
LRRC31	5.01675
ZNF540	0.2035
EFNB3	0.143833333333333
LOH12CR1	0.078875
STON2	-0.0701666666666667
GLP1R	0.06575
CSTF2T	-0.20725
IREB2	-1.09175
GRSF1	3.12075
PDCD7	-0.768166666666667
LRRC43	1.569
CNR1	-0.198666666666667
IL1F7	-0.8585
C12orf64	-0.24025
FAM69B	-0.1135
NR2E1	-1.98666666666667
MS4A6A	1.6577
FTL	-0.0573
C7orf36	0.68475
PCLO	1.1171
DYRK2	1.18383333333333
ARIH2	-0.1645
SAMD7	-0.098
SCNN1D	-1.20875
SLC32A1	-0.4975
C22orf25	0.683333333333333
MRPS18A	-0.6789
GPR112	0.7065
EARS2	-0.68325
ERN2	0.1385
ATPBD3	0.0746666666666667
PRH2	-0.7555
CDKN2D	0.226833333333333
PGLYRP2	-0.08825
TRIM40	-0.067
SEC14L3	0.389
SLC22A1	0.65525
BTN2A3	-0.3395
RASA4	-0.10475
CCNL2	-1.47541666666667
MYBPC3	1.185
GJA4	2.73375
CDC42SE1	1.75775
TRPV2	-1.3525
MYPN	-3.1457
SIM1	0.5455
CDADC1	0.0675833333333333
ZFHX4	2.4505
NIBP	0.569833333333333
ADAMTS19	-1.846
ABTB2	-0.66275
TSPYL2	-0.06
EIF2S3	0.5688
SOX30	0.19275
AP2A1	-0.268166666666667
DKFZP564O0523	-0.451833333333333
LOC285398	0.178
CDH18	-4.398
CHL1	1.372875
GATS	-0.5528
TBC1D2B	0.304833333333333
OR1J1	-0.00950000000000001
GSN	1.91966666666667
DPCR1	0.499125
GARNL4	-0.470666666666667
SMARCA5	0.378
PLEKHG3	0.625
ZBTB45	0.067
FRMD6	0.889166666666667
PLS1	0.0828333333333333
DGKZ	0.821333333333333
EFNA1	1.4834
WDR85	-0.60075
ANK2	-0.1345
PAGE4	-1.06716666666667
SENP6	0.0446666666666667
AKR7A2	-1.01216666666667
FKBP10	-1.74125
VEGFC	-1.46083333333333
LARP1	0.0081875
SRBD1	0.4515
ITGB6	4.3105
SLC1A2	-0.728285714285714
INVS	-1.2435
MPO	0.297
MOBKL3	0.8318
CUTL2	-2.06775
KLK2	0.143333333333333
VIM	-0.64925
REG1B	0.486666666666667
PCDHGC4	0.0405
C3orf34	-0.374666666666667
SUMO3	0.2155
CST9L	-0.95875
MLL4	-0.70225
SPR	0.496333333333333
SAMD9L	2.16
ABCE1	-0.28325
SUPT3H	-1.6285
ACTBL1	-1.865
ADAMTS4	1.0745
SLIT3	3.554
RHEBL1	-2.01175
NPM2	-1.30825
MAN1C1	2.785
KIAA1856	-0.275416666666667
HSPA6	1.23975
LOC388152	-1.589
C10orf140	-0.5615
ZDHHC12	-0.2765
LIN7A	-1.3609
PHC2	0.2205
SPHK1	0.3315
TRIM26	0.3894375
FAM83E	-0.213
C18orf24	-1.25866666666667
ZNF578	0.8765
ORAI1	-0.74925
RUVBL1	-1.0455
C7orf20	-0.462
APAF1	0.2945
SLC36A4	-0.645666666666667
MYH11	4.70483333333333
NEK1	-0.621
MPP2	-0.961875
C12orf24	-3.45375
TNK2	-0.1241875
ZNF289	-0.83125
MATN3	1.76842857142857
IFNGR2	1.223
ITPR1	0.111125
EBF3	2.4739
TBC1D20	0.8881
OR10P1	0.457
DDAH2	0.55325
SHPRH	0.796625
STX7	1.973
LOC554248	-2.189
BCAR1	0.5425
ATXN3	-0.692416666666667
TRIM27	-0.76025
CDC42EP2	-0.558
CHP	0.516428571428571
SOX17	0.873125
ZNF259	-0.231333333333333
CHCHD1	0.249625
ZDHHC19	0.284
GBP2	2.374
GARNL3	0.99575
MRC2	0.5455
C1orf52	0.0145
AOF2	-0.815833333333333
LRPPRC	-0.1421
ACVR1C	-1.26816666666667
TM4SF18	1.98383333333333
TMEM169	-0.5995
PPP1R16A	0.074625
EBF1	0.944833333333333
RRS1	-0.613666666666667
SNX2	-0.722
OR2T2	0.4795
RBX1	0.354
ANKRD54	0.5075
TSNAX	-0.0935
TMEM83	-2.00725
ZBTB7A	1.1675
ATM	-1.48683333333333
LOC338328	2.024
TIE1	1.3795
HIST1H3G	-0.267833333333333
PASD1	-4.155
TINAG	-0.11
PCDHAC2	1.041
LRRC15	1.389625
WBSCR17	-0.61225
TFF2	2.739
PARP2	-1.65825
NDFIP2	0.2865
PCDHGB2	0.332
WDR60	0.3385
MAP7D2	-0.9891
USP45	-1.27475
GSDML	1.29825
TNS1	1.0916
PLCD4	0.35325
IQCD	1.955
SMPX	-0.58225
CD9	1.73833333333333
SRGN	0.545
CASP7	1.8795
INOC1	-0.0453333333333333
DKFZp451M2119	-1.83475
VMAC	1.7215
USP53	0.6102
CAMK1G	-0.134
TMEM106A	0.604666666666667
CDC20	-0.9468
ACSL5	-0.38
CBWD5	-0.9445
C1orf87	-1.19866666666667
KIAA1274	0.2955
PRUNE2	-1.44814285714286
LYPLA2	0.551333333333333
DOK6	-0.9625
GPR149	-0.1855
FAM30A	2.01525
TMEM129	0.17875
SLC35B3	1.16825
ACPP	0.415
LOC200261	-1.379
SLC4A7	-0.9629
CCDC40	1.9195
GART	-1.943875
THOP1	-1.32275
SCARB1	-1.507375
CACNA1F	0.327
TRIAP1	-0.372666666666667
SYT14L	-0.763
SFRS8	-0.7715
PBOV1	0.35425
GOLSYN	1.24525
GJB7	-1.6165
CAMK2N1	1.2435
GREM1	4.06333333333333
FLJ20433	0.08625
QPCT	-3.065375
PRKAG2	1.765
H2AFX	-1.006
C6orf154	0.362
PLOD3	-0.39325
ZBTB39	-0.162
WASF3	0.425916666666667
DRG1	0.065
PRR4	-1.381
SPCS1	-0.46725
KDELR3	3.36466666666667
SRP19	0.568
GABRA6	0.504
MFSD1	1.06125
MMEL1	3.082
PDXDC2	-0.0949
BUB1	-1.93011111111111
RNF138	-0.804625
MYLPF	-0.451833333333333
AIF1	0.394333333333333
DYNLRB1	-0.068
HCN3	-1.60316666666667
HIST1H2AI	-0.4535
MAP4K5	1.03166666666667
LASP1	0.51325
LOC130951	0.28
PLAA	2.276
KRT6A	-2.7305
C6orf117	-2.268875
ARHGAP23	0.545
PTF1A	-0.1195
GPHA2	-0.37325
LCE3B	0.17825
MCL1	1.05285714285714
EHBP1	-0.510416666666667
PRNP	0.138125
ZSCAN1	0.98775
C1orf113	-0.454333333333333
FOXA3	-2.32425
NEB	1.8705
ASGR1	-4.313
CTGF	2.39183333333333
RAB17	0.619333333333333
MST101	-0.69375
JARID1B	0.8204
USP37	-0.2801
PTBP1	-0.226166666666667
PTPN7	-0.976
CDC7	-1.43666666666667
SNX7	-1.2245
ZNF335	-0.4385
CPT2	0.59575
HEATR1	-1.3835
HSPC152	-0.077375
C5orf40	0.62125
PSME1	-0.141333333333333
STAG3	-1.57175
TMEM154	-0.204666666666667
KLHL32	-0.355
TSGA10IP	-1.011
SUV420H2	-0.0483333333333333
SF1	-1.2996
2'-PDE	0.4400625
PNLIPRP2	-2.695
TRSPAP1	-0.771583333333333
NUP210	-1.6795
ANP32C	-2.16283333333333
RAB11B	0.178166666666667
ASB15	0.5085
ITGB3BP	-1.99725
UBASH3A	-1.20625
YWHAB	0.943875
TPRX1	0.461
LY6G5C	-0.2115
SLC7A2	-1.52225
CLK1	0.7133
HSD3B7	-0.736666666666667
VDR	2.807
C16orf74	-1.0775
ACE	0.377
PSMA2	-0.0708333333333333
CCDC131	-0.759875
ZNF213	0.1575
EML2	-0.4925
ALS2CR13	-0.433666666666667
GLYATL1	4.41325
DSPP	0.1565
DHFRL1	-0.661125
C10orf30	0.156333333333333
SH3RF2	0.7155
LOC197322	-0.709666666666667
DLL3	-1.333
TIGD7	1.34575
GFRA3	0.11275
CPA1	-0.0706666666666667
RTN4	-0.304833333333333
PPT2	-2.474
FASLG	1.76408333333333
FOXP4	0.656125
RPL26	-0.7364
GNL3L	-1.41666666666667
FMR1NB	0.0263333333333333
CD163	6.699
SGPP2	4.74425
GIMAP2	-0.64225
CD37	0.656
DPT	3.96125
NBLA00301	1.65175
RGS5	1.67141666666667
C9orf4	-0.3805
ACTL8	-1.41616666666667
PRKAR2B	-0.04975
OPLAH	0.4065
C20orf134	1.33925
SPACA5	0.132
TBL1X	-1.50666666666667
TSPYL3	0.1805
CHCHD3	-0.6865
CRKRS	2.7355
GPR65	3.9655
DFFA	0.19275
FUT1	0.78375
C6orf204	1.27983333333333
TMEM51	-0.18425
ZNF580	0.29025
CMTM2	0.232
C20orf200	-0.2355
EZH1	-0.860833333333333
FDX1L	-0.6215
MRPL32	0.20175
PCAF	-0.9597
ALOX15B	3.53283333333333
CD59	1.86925
CDK9	0.14525
ERP29	0.563166666666667
TTR	-4.96425
BCMO1	1.3865
DDIT4	1.3202
PTGDS	2.25325
C3orf63	-0.174666666666667
BST2	-2.4535
CYP1A2	-0.374333333333333
C5orf25	-0.504
STX1A	-0.0766470588235294
OR2A12	0.518
SH3BP5L	-0.33575
SERINC5	0.277
USP6	-0.9807
MRPL3	0.117666666666667
POMP	0.039625
INPP4B	-1.1735
GMPPB	-0.33675
EAPP	-0.08225
AHSA1	-0.3455
ABCA11	0.044
SLC5A6	-0.363083333333333
HIVEP2	2.83925
SUMO2	-0.1955
KIAA1822L	5.0135
C11orf67	0.838
TXK	-0.420125
PHCA	1.637875
ICAM4	-2.26316666666667
FPGS	0.287666666666667
SNRPA1	-1.05225
KCNJ4	-0.48325
KIF6	-0.3123
HIST1H2BG	-0.7115
SLC5A5	0.506
ZNF354B	-0.7435
IL12RB2	0.4325
C11orf76	0.105666666666667
GAL3ST2	0.67
AIFM2	-1.453125
SYNC1	0.313875
UBL3	0.7835
PIK3CG	-1.46
NLN	0.1319
BCORL1	0.25075
CD5L	0.0285
ZNF238	1.50616666666667
KIAA1394	-0.36675
C16orf55	0.3646
CYP3A7	-0.6985
KRTAP3-1	-1.976
TFDP1	-0.1525
MND1	-2.87875
NODAL	0.489
GTPBP4	-0.44975
TUBGCP2	0.17425
SLITRK5	-2.734
CIC	0.3155
CD79A	0.654
SAMD14	1.0185
TNPO3	-0.6635
OR10G3	0.494
OR10G8	0.5985
CCDC111	-1.153
HOXC9	0.84325
DCUN1D1	0.423416666666667
CYB5R1	1.55925
TSR2	0.8635
DAB2IP	1.395
SLC6A5	0.3985
RAB3D	1.1015
DCUN1D4	-0.588166666666667
ERBB3	-0.0531666666666667
SDC1	2.72575
ATP6V1H	0.941333333333333
SYK	1.197
ST20	-0.61325
C13orf30	0.5825
WDR40A	0.973666666666667
ADMR	0.281
LOC388335	0.363
ACSM1	1.357
TDG	0.308666666666667
FLJ11235	1.401
MRPS5	-0.490166666666667
AGPAT2	0.4055
SLC12A1	0.6525
CYP27A1	-0.52075
THAP7	-1.009
XPO1	-0.970583333333333
ALMS1L	0.7455
C1orf2	-1.188875
ZNF777	0.457
CAMK2A	0.023
SMC1B	-0.03825
IHPK2	0.0202666666666667
LEMD1	-4.061
NKD2	-0.2765
CLU	-0.302071428571429
ARMETL1	-1.1005
PABPC4	0.87325
CXCL12	2.28766666666667
TFAP2C	1.4004
TTTY8	-0.4765
ABCB10	-0.4491
ENDOD1	0.771
IDI1	-0.4925
KCTD6	0.5815
CCDC105	-0.2345
ULBP2	1.21316666666667
ZDHHC5	1.352
WNT8A	-0.164
COMMD10	-0.54475
KLHL12	-0.407125
GPR50	0.454
NR5A2	-0.035125
OXGR1	-0.11
EHD3	0.9145
CAPRIN2	-0.82375
KLRC3	-4.00725
SF3B1	0.207285714285714
IPO7	-1.258
ALDH1A1	0.2135
ANKRD5	1.277375
TSNARE1	0.472
DDEFL1	1.31925
RNASEL	1.16216666666667
DNAH9	-0.18875
HELLS	-2.12325
TNS4	4.0555
NAV1	0.1696
KIAA1409	-0.343
C20orf26	1.08583333333333
TUBG1	-1.76175
IRX2	2.7125
CNGA4	-1.004
MGC50559	1.2545
OR4K17	0.2
TM2D2	1.0445
FAM32A	0.16075
TXNDC14	0.37325
CCBL1	-2.1815
ANK1	-2.3502
PRSS23	-0.481375
PPM1L	0.9675
SPATA20	-0.06425
APCS	0.34075
C14orf122	-0.38
PSMB5	0.520625
C6orf10	0.2787
SETDB2	-0.8875
SPNS3	-1.13925
SGMS2	1.96316666666667
MXD3	-1.73433333333333
MON2	0.3356
CARTPT	0.2485
HNF4A	-0.722666666666667
RABEP1	0.4975
TNFRSF10B	0.203875
USH1G	0.2865
PPAP2B	-0.269833333333333
TMEM16K	0.881
CTDSP1	0.778833333333333
CDK5R1	-0.410666666666667
GABRR1	-0.1885
OPN1LW	-0.2765
FAM98C	0.054375
DBN1	0.467
ACAD10	-0.296333333333333
QTRTD1	-0.31825
WNK3	-0.657833333333333
RPS19	-0.515
C1QB	2.778625
OTUD5	-0.2835
SLC41A2	2.68666666666667
TMEM22	-2.18
KHSRP	-0.661666666666667
TNFRSF11A	-0.421833333333333
FBL	-1.2145
IBTK	0.303
OXER1	0.1495
CBLN4	0.976625
GPR172B	0.515666666666667
CFTR	0.21075
VSX1	1.0455
CAMK1D	0.95175
LOXL3	-2.1775
RTP4	-0.30025
SLFNL1	0.2465
KIAA0828	-0.4175
PAR5	0.7465
LOC723972	-2.2725
GDI2	0.588
CEBPA	-0.2054
MLF2	0.814666666666667
AFMID	-0.7945
ALOX12B	-0.08775
BPHL	-0.462625
COX5B	0.32825
S100A10	1.3472
THOC6	-0.7125
NHN1	-0.2515
RRP12	0.4115
ARID3B	-2.60275
CD3G	-2.88566666666667
KIAA0133	0.82175
NAT11	-0.274833333333333
PPAT	-0.673666666666667
SIRT3	-0.2572
TCERG1L	-1.614
NIPA1	-0.2265
DPP8	-0.6445
IL7R	0.234333333333333
ZFP64	0.0235833333333333
DMAP1	-1.101
TRMT12	0.0255
TLR4	1.0941
WFIKKN2	0.179
RAB12	1.03666666666667
DDX51	-1.23333333333333
KIAA1086	-1.45525
ZNF295	0.366166666666667
ACVR2B	-1.60014285714286
LOC494150	1.06
ZNF517	-0.096
DNASE1L2	-2.09733333333333
SUFU	0.618583333333333
LOC283677	-0.37
LMO3	-0.516
PPP2R5D	-0.647333333333333
ZNF587	0.8184
HIST4H4	0.19275
CYP2C8	-0.16525
C1orf80	1.18133333333333
DOCK5	-0.491
C9orf24	0.01275
OR5AR1	0.885
C11orf24	1.391
UNQ1940	-0.38275
CAP2	-1.60166666666667
TIMM44	-0.963
DSEL	-0.9082
ROM1	0.7895
FBXO4	-0.4425
MYLC2PL	-1.44575
MLH3	0.1964
NOX1	0.256666666666667
DPEP2	1.5705
DNAJB5	1.163
RLTPR	0.0865
MBIP	-0.458666666666667
COPB1	0.977166666666667
SFTPA1B	-0.0425
C10orf4	-0.6164
PRELID1	-0.54975
NOLA1	-0.5135
C19orf24	0.243
TLR9	-1.256
HLA-DMA	2.24541666666667
HCRP1	-1.412
GPR137	0.366833333333333
ITGA11	1.32066666666667
PHF13	1.18666666666667
MARK4	1.08133333333333
METTL4	-1.70725
MBD3	-0.9555
LOC134145	0.0955
FGF3	0.15975
SLC35A3	1.48175
CLEC16A	0.34975
AMOTL1	-0.0991666666666667
FLJ31438	-0.517
PAICS	-1.197875
TOMM40L	0.708666666666667
MMD	-0.5155
KLK10	3.2846
NIT2	-0.3045
SERPINB10	0.426
KLF15	-0.9647
CCDC5	-1.3665
WSB2	0.88525
ME3	0.195625
CACYBP	-0.193083333333333
TCTN2	0.9845
JAK1	1.315125
C2orf25	-0.48675
GPD2	3.243
FBXL11	0.8885
CDV3	-0.735666666666667
GALNT11	0.893375
NDUFA12L	-1.3121
FLOT1	-0.661142857142857
TOR1AIP2	0.9695
MMP25	1.718
C1orf164	-0.4875
CHST5	-0.0785
LYRM4	-0.88525
GPER	-2.4515
HIPK2	1.53025
DAP	1.1427
ZMIZ1	1.87633333333333
DDX58	1.97475
DCC1	-2.45075
AKT1	1.126375
ENPP6	0.848666666666667
ERVWE1	-0.6405
CDC34	0.58925
RNF125	-0.85825
CASC1	3
SHROOM2	0.41075
RRM2B	0.293666666666667
COL6A3	2.606125
TMEFF1	-1.828
PLEKHA4	0.7814
LYSMD1	0.578166666666667
SEPT1	-1.02466666666667
AOF1	-0.906
GNPAT	-0.02125
WDR18	-0.94575
HSD17B12	1.652
HIST1H2BM	-0.420166666666667
INDOL1	-0.142833333333333
SUDS3	-0.0845
C1orf192	0.4085
CYP2B6	-0.6325
TBC1D2	1.091
SLC25A12	0.1545
ERCC6L	0.9115
MGC10814	-1.4055
POLR2C	-0.676333333333333
ZNF77	-0.174666666666667
EIF3K	-0.2376
HPX	1.6825
ANKRD27	-0.444
MALAT1	-1.673625
PLB1	1.64216666666667
HRNBP3	-0.75875
CPSF4	-0.8815
OR52N2	0.521
PIP5KL1	-0.525
GH1	0.61525
HPS5	0.11325
SLFN5	0.94025
POP5	-0.914166666666667
OVOS2	-4.67833333333333
C20orf108	1.08175
MARS	-0.084
CLRN3	1.08833333333333
ARSE	-1.039
PPIE	0.170833333333333
PHACS	-0.404
GP5	0.005
IL8RB	0.949
FCRLA	-1.78671428571429
ARRDC1	0.6274
KRTAP9-4	0.2605
ZNF613	1.5995
OR11A1	0.1955
TMEM132B	-2.771625
PGLS	-0.079
BSND	-2.69366666666667
KCNK18	0.1175
FOXD4	0.8435
SV2C	-0.058
LCN2	4.85716666666667
ZNF490	0.5569
C3orf15	1.1674
CACNA2D4	-1.7235
CBX5	-1.29475
MAGEB4	0.2145
BOLA1	0.008
PPP2R5E	-0.08875
COL5A1	2.39183333333333
ASB7	-0.482833333333333
SFT2D1	-0.463625
DERL1	1.3118
RABL2A	0.261333333333333
MOAP1	0.31025
KIAA1545	-0.405333333333333
F3	2.11875
PLEKHM2	-0.8045
CCDC89	1.74616666666667
EFCAB1	1.0815
TMEM48	0.08225
SEPHS2	1.0895
PYGM	-0.4115
PRICKLE1	3.32575
WNT5B	-0.9195
TAS2R38	0.788
IMP5	0.19475
KHDRBS1	-0.0265
LARS2	-1.07833333333333
C3orf28	-0.7615
FTCD	-3.03925
C10orf68	0.751833333333333
DGAT2L3	-0.06775
PSEN1	0.561916666666667
MGC33657	0.97775
PLA2G4B	-0.506166666666667
CDKN2A	0.756666666666666
DLX1	0.22275
TSHB	-0.011
C18orf37	-0.65975
MEX3C	1.042125
MAMDC2	-0.3855
PDIA4	0.452916666666667
ATP5E	0.866
CASP2	-0.175214285714286
SERBP1	0.052
ZNF341	0.187
TESC	-3.009
TMEM31	-0.44425
OR51I2	0.8315
YTHDC1	0.872714285714286
JUN	2.83966666666667
AGMAT	-2.54283333333333
PCNXL2	-0.05475
ATAD5	-2.220125
STK38	0.07075
AZI1	-0.851375
RBP1	1.8935
C4orf26	-0.546
KIAA1026	1.3695
TMEM101	-0.7665
HSFX1	0.0265
TREX1	0.2535
C18orf10	0.2023
TRIM15	-3.0205
CA6	0.351285714285714
CEP57	-1.24325
AR	3.4005
SESN2	-0.1825
KIF3C	0.678375
EPB41L5	0.639875
ARHGEF10	-0.728681818181818
POLR3D	-0.03575
INDO	-0.831333333333333
GABRA3	0.109
SCG5	-0.4544
E2F3	-0.0495
TIGD5	-0.2085
FGD6	1.94883333333333
KLHL3	-0.1285
SCGB3A2	-1.6355
URP2	-0.544833333333333
ATP6V1B1	0.0093
CALML6	-0.3705
LOC100049076	-1.347
TMF1	0.82925
LOC388503	-0.18325
CDH5	2.9465
RPS6KC1	1.01016666666667
DAAM1	1.2381
TNFRSF10D	-0.89075
GSTT1	-0.576
INPP5A	1.48675
TRAF3IP1	1.6618
SMARCE1	-0.672857142857143
VRK1	-0.81125
TTC16	0.2745
AARS	-0.7365
ARHGAP27	-0.283666666666667
ZAK	0.51
ACSM2B	-3.02125
TRAP1	-1.775
MRPL53	-0.19
RNF44	-1.01525
NPTXR	1.7615
DPYSL3	1.95033333333333
APP	0.8463
GLS2	-2.28116666666667
MNX1	0.508666666666667
CMTM7	-1.65125
OR10A7	0.1285
NYD-SP21	2.413
ORC5L	0.35125
SLC16A10	-0.899
TMEM178	1.878
LOC441601	-4.12775
PTGIS	1.678
KBTBD7	1.46
C19orf41	0.00800000000000001
CEACAM3	3.36633333333333
KRT23	-0.981
SERHL	2.7175
PNKD	0.652125
UBC	1.25975
ATRN	0.00962500000000002
HAPLN1	-0.563
RANGAP1	0.1675
C10orf26	1.43216666666667
KCNA7	0.072
SRY	-0.303
LOC376693	-1.0515
HIST1H2BF	-0.45075
CDCA8	-1.95933333333333
MLC1	-2.20775
TNIP3	0.370666666666667
OR4D1	0.313
IFT52	1.1035
GOLT1A	0.793666666666667
UTP20	0.488375
RP3-402G11.5	-0.957375
PRSS33	-0.635
PMPCA	0.29975
APOB48R	1.3975
GLTP	1.1545
MPL	1.20075
C9orf78	0.4335
ADAM12	2.29425
CSPG4	-1.6965
LOC144305	-1.756
KRTAP4-10	-0.5946
PAK1	-0.00824999999999999
ADCY7	-0.208444444444444
TAS2R43	-0.5055
FRAS1	-1.711
PPP1R14A	-0.800666666666667
OR2B6	-0.996
ATP13A1	0.536166666666667
SIDT1	1.142
C1RL	1.68516666666667
PRKRA	0.043
TLN1	0.4202
RP11-50D16.3	-0.426166666666667
MITF	-0.751916666666667
GYS1	0.24175
LYG1	-0.773166666666667
NSMCE4A	-0.4676
DNAI1	-0.03725
HOXD11	-0.563
FNBP1L	1.9699
DHX35	-1.04375
LCE3E	0.362625
SLC33A1	0.646
DCLK3	0.0283333333333333
TRIM33	-0.0188333333333333
TMCC3	1.505
FBXO42	0.03
C1orf27	-0.0467
C17orf50	0.2655
RNF14	0.721416666666667
SLC4A8	-0.038375
RAB3IP	0.0309
COX6C	-0.594928571428571
PCSK1	-4.2743
SLC13A1	0.279285714285714
ARF6	1.8695
KIAA1009	-0.585125
HOXA13	-0.12525
HMGN1	-0.133875
CXADR	0.137083333333333
MGC14436	0.363
UTF1	0.604
TSC22D1	1.0369
BZRAP1	-0.628166666666667
PUF60	-0.0223333333333333
SHC1	-0.065625
HOOK3	0.9677
LIMS2	1.64066666666667
BAHCC1	-0.506333333333333
CLCC1	1.22216666666667
ENTPD3	5.218
SMO	0.51125
PIK3R5	-0.0295
CDC14A	-0.638
KRT1	-0.24225
ENOX2	-0.410833333333333
FLJ22655	-1.154
FPRL1	0.892
INTS6	0.6651
ZCCHC5	-0.4345
SMC3	-1.00775
C6orf123	0.616
FLJ20160	2.95775
LOC653391	-0.761166666666667
GSS	-0.26525
NT5M	-1.4775
SIX5	0.3345
TAF5	-0.8965
KCNA1	0.764666666666666
ANLN	-1.14733333333333
MGC45491	-1.0406
SSTR2	2.255
LYPD4	0.8665
TH1L	-0.706625
CHRNA5	-0.983
PNMA6A	-0.031
FLJ16369	0.172
DLX2	-0.8883
C6orf108	-1.13683333333333
ALDH3A2	-0.529666666666667
CLEC1B	0.678333333333333
LEPREL2	1.575
FOXJ1	1.5538
OR1D4	0.348
PPIL4	0.9465
MTRR	-0.67025
SLC27A3	0.00383333333333333
HTR7	-0.5655
MIB2	-0.19925
BHMT	-1.59033333333333
A2ML1	0.993
MSMB	0.102375
KIAA1383	1.526
TRUB2	0.257
PF4	0.325833333333333
IL1F5	0.791
LRRC37B2	-0.452
IPO4	-0.59475
FIGF	-1.27275
QDPR	0.2175
ZNF598	-0.47375
BOP1	-1.183125
MAPK12	-1.57766666666667
POLR1E	-0.320125
CEECAM1	0.178333333333333
INSRR	0.282833333333333
SIPA1	-0.01175
ULK4	0.304666666666667
BTN3A1	-0.3151
FABP5	-0.7183
KBTBD3	0.458833333333333
SORT1	1.12283333333333
YWHAQ	-0.0735
LRIT1	-0.215
KIAA1704	-0.359
MEIS2	-0.3886
ENOSF1	-1.71883333333333
PCDH7	1.82157142857143
FZD9	-0.819833333333333
RPLP1	-0.567833333333333
ZNF75A	0.33175
P4HA3	3.997625
NKX6-1	0.38525
CTA-216E10.6	0.0645
IFT140	-0.29875
DENND1A	-0.283833333333333
ALCAM	1.6222
ABHD2	-0.283272727272727
QPRT	-0.499166666666667
TRAM1	0.665071428571428
ATP1B4	0.059375
NUP37	-1.72125
SAA3P	0.1955
SLC22A6	-0.00399999999999999
KIAA0265	0.315
ZNF41	0.85075
ADAM19	0.8827
ERAF	-0.63525
DEFB119	0.327333333333333
DNMT3B	-3.68216666666667
SNF1LK2	0.184
MGC24039	-1.65083333333333
TAS2R48	-0.425666666666667
PNLDC1	0.42625
ADAMTS16	0.755
TMEM92	1.04066666666667
CCT8	-0.417583333333333
POGZ	-0.172916666666667
N-PAC	-0.15875
GUCA1B	-1.45383333333333
ZZEF1	-0.00549999999999999
OR2C3	0.26975
ZNF334	-0.0711666666666667
RANBP6	1.32925
LDHB	-2.06041666666667
BAMBI	0.416625
RAB5B	1.32325
FOXB1	-0.15625
MRPS12	-0.33275
MRGPRF	0.84525
CRIPT	-0.5445
CYP2D7P1	-0.747
RYR1	0.066125
NDUFA2	0.2235
TRIP12	0.712583333333333
KCNE3	2.28833333333333
MOBKL2B	-0.3368
MIOX	0.39175
ACOT7	0.457375
FGF6	0.3155
RASSF5	0.6837
ATAD3B	-1.03766666666667
IKZF3	-0.1325
H3F3B	-0.589142857142857
C6orf91	0.8715
SEC11C	0.8055
TMEM14C	-1.12475
KIAA1632	-0.142875
SLC38A4	0.67525
FGFR3	-2.58158333333333
HES7	-0.787
HINT3	1.0965
ARIH1	0.156
FLJ35880	-1.11925
C1orf129	-0.1545
POU6F1	-0.1655
RPL32	-0.422125
BBS1	0.935166666666667
RGPD5	0.363
SULT1C2	-1.343
KDELC1	-0.67
PIP5K3	-0.136833333333333
CHI3L1	1.1343
CSDA	-0.0119166666666667
VTCN1	4.55025
WDR62	-1.64975
TMEM170	-0.50175
KIF2A	-1.54975
C6orf182	-1.62116666666667
ARL6IP6	-1.283
ZCCHC9	-0.95025
RARB	0.6515
ZNF320	1.25075
DHX15	0.092625
PICALM	-0.0243333333333333
CNOT6	0.55475
HIST1H1A	0.38125
ZNF702	1.34833333333333
OR1E2	0.6055
HLF	-2.0271
LOC442582	-1.9795
KIAA0494	2.072375
TCF4	0.8584
APOBEC3B	-0.9385
FAM54B	-0.03625
MYH2	-1.90525
FXN	-1.0735
C12orf59	0.3935
PAEP	2.6045
SPG11	-0.336875
VN1R4	0.2205
KCNJ13	-0.45975
NOC3L	-1.57375
C5orf36	0.9135
CPAMD8	1.4845
MLN	-0.0549
FLJ11184	-0.8285
TIAM1	0.502
OR10J3	0.3945
OR52E2	0.285
PBX1	1.3276
UBL7	-1.24383333333333
PXMP2	-0.1485
SYTL1	-0.000999999999999999
FAM126B	0.44075
ZNF711	-2.695625
GGA1	-0.642166666666667
VAMP4	0.9475
BCAP29	0.1259
C20orf19	-1.71625
ZNF275	0.9965
NEK6	1.05375
SETD8	0.6525
HEXIM1	0.1255
SULT1A2	-0.5885
KLHL9	2.09725
SLC39A12	-0.13675
ARHGEF16	0.312166666666667
SCN1A	-0.480666666666667
HNRPH1	-1.10308333333333
C9orf103	-1.13075
ECE1	0.311
MED18	-1.88325
