Hybridization REF	TCGA-D8-A13Z-01A-11R-A115-07
SCN5A	-0.4847
SMYD1	0.297
BEX5	0.50425
ZNF192	0.031
SEC22A	0.632333333333333
GRIA2	0.128
KIAA0825	-1.63175
NUSAP1	-1.22027272727273
LANCL1	-1.11875
C15orf40	-1.4826
ZNF645	0.265
GPR61	-0.5775
NLRP14	-0.276
SNX21	-0.3291
C1QTNF8	0.2605
C17orf46	1.065
IFNA8	-0.368
SPRR1B	-1.7305
FLRT1	-1.272
SNX17	0.1325
ASB2	0.717333333333333
HBG1	-4.796
RPRML	-2.40825
JOSD2	1.20533333333333
PLSCR3	0.0405
SPOCD1	0.714333333333333
RAB39	-0.492
GHRH	-0.390166666666667
ITIH5L	0.85775
C17orf37	0.56125
SMCR8	0.4315
DPY19L2P3	-1.629
IL11RA	0.8155
GDF3	-3.80083333333333
RPS6KB1	-1.34266666666667
DNAJC19	-0.2039
TOP1	-0.092
CRCT1	-0.14025
MPST	0.144125
DPM2	-0.133875
FAM38B	-1.93333333333333
SLC18A1	-3.0955
FARP1	0.185833333333333
PAX7	0.1985
TUBD1	-1.22725
GNL3	-1.028875
BTG2	0.562933333333333
NDUFS6	-0.2345
C1orf79	-1.5195
ERAL1	-0.02575
ECHS1	1.395
VPS4A	-0.802333333333333
CYP11A1	-0.827
ABCC6	-1.79807142857143
PBX4	0.018
MOSC1	-0.05725
NCF4	1.504
HYMAI	1.0915
NAGPA	-0.2645
OTOP2	0.333
ACOT12	-0.316
MTHFD2L	-1.84275
LOC441376	2.9475
C19orf34	0.1075
RAB1B	0.34975
ALDOAP2	-0.5145
NTRK1	-1.911
ARTS-1	-0.6402
SLC6A11	0.7025
NAP1L2	-2.471
CNGB1	0.224
EPB41L4B	0.275166666666667
FAM134B	-1.572625
HS3ST3A1	-0.258833333333333
CPXM2	4.34175
SIRPB2	0.745
CHORDC1	-0.766333333333333
TRIB3	-1.2205
SLC2A5	1.31275
C2orf49	-0.796166666666667
DDX5	-0.17075
OR5L1	1.019
ANAPC4	-0.8625
ZSWIM1	0.560875
LOC93622	-0.815
KCNK3	-0.2899
RP11-35N6.1	-1.266875
ZFP161	0.249833333333333
AQP9	5.31925
SLC15A2	3.75233333333333
MREG	-0.394
OR9I1	0.2185
PDLIM2	0.000125000000000004
ADAM7	0.1795
GSTCD	-1.24366666666667
WDR21A	0.366375
SLC12A8	2.6325
TMEM174	0.312
IGSF3	1.31083333333333
LRRN1	-2.58325
LOC402117	0.00649999999999999
SRPK1	0.935666666666667
LY6K	-2.66825
NFIA	2.941
PTCD3	0.838
LEP	0.440333333333333
PCDH21	-0.121833333333333
MAPKAPK2	0.778071428571429
NMNAT1	-1.337
LHFPL2	0.678375
C9orf43	-0.54475
DIP2A	-0.534166666666667
ACTR8	-0.195375
CCDC34	-1.08325
PTPN22	-0.139625
ITGA3	-0.11925
FAM129C	1.27625
RABGGTA	0.954666666666667
UNC45B	1.14625
KIAA1033	0.137875
ZNF510	-0.0928333333333333
CYP2D6	-0.9645
SLC26A10	-1.65
STX8	0.27675
LUZP1	0.616125
WDR89	-0.3845
EIF4G3	-0.3015
C5AR1	1.601
ZNF623	0.03
A2M	0.579
TGM7	-0.0785
GRPEL1	-1.05816666666667
LMNB2	-0.5686
ROCK2	0.417666666666667
SNX16	0.8555
CCDC66	-0.19575
ANXA3	0.9195
KIAA1609	0.5475
EED	-0.66775
RNF32	0.35
HES1	1.4032
CLC	1.73266666666667
ISL1	0.257833333333333
KIAA0528	0.703125
MANEA	0.82975
C1orf61	-2.462
hCG_2001000	-0.13825
RAPGEF6	0.0055
KIAA0020	-0.520833333333333
NEIL1	0.30425
C16orf45	-1.62
RBM10	-0.548666666666667
C10orf125	-0.488375
MRS2L	0.0655
DNAH17	-1.27475
C19orf10	-0.027
C1orf160	0.30425
SLFN12	-0.53675
EXOC3	-0.711666666666667
HIST3H3	0.9395
NCOR2	0.892833333333333
TNFRSF9	2.05775
MFSD8	0.6335
ALX1	-4.603
NOL1	-0.445
PODN	2.7005
TIAL1	-1.5645
HIST1H1E	-0.72325
NPY6R	0.5065
TM4SF4	1.11975
CORO2A	0.04625
ETNK2	-0.849
APOE	0.7384
ANGPT4	-0.187
HDGF2	0.112
G30	0.1855
ST8SIA4	0.712375
F2RL1	0.738125
FAM19A4	-3.89075
CCAR1	-0.48625
B3GNT7	0.9285
OPHN1	0.1939
DSCR6	-1.582
C21orf13	-1.05416666666667
GAS2L1	0.0581666666666667
RFX3	-0.698166666666667
COPS4	-0.14625
BCHE	-4.52783333333333
BCL2	-0.798375
HBZ	-3.08983333333333
ARL13B	-0.471
MAPBPIP	0.578375
MYO15B	-0.64975
SPZ1	0.095
KIAA1324	2.215
PLCL2	0.86325
C4orf29	-0.9345
WDFY2	-0.551625
ZNF284	0.93
NAALADL1	0.6375
DUSP5	0.413666666666667
PXDN	2.259375
SLMO1	0.07625
TNXB	0.3691
BIRC7	-0.9445
A4GALT	0.796166666666667
TIMM22	-0.09925
FAM110C	1.851
TOMM34	-0.429375
ABHD9	0.4375
ADAM32	-0.088
CRHBP	0.0835
AQP2	0.426
LOC130355	1.46425
ZNF187	0.3995
ZNF816A	0.947
F7	-0.369625
CNOT1	-0.0913
SLC13A4	-1.06675
ZBTB11	-0.62575
B3GALT5	0.4415
EXOC2	1.054
IRS1	-1.6673
TMEM1	0.424833333333333
MRPL34	-0.155333333333333
SAMM50	-0.33275
CDC42EP3	1.498875
HSF2	1.1351
MFN2	0.24475
TSPAN7	-2.78566666666667
NUCB1	1.12008333333333
RHOH	-0.299
ARL16	-0.5485
TACR1	0.185
SFRS5	-1.39083333333333
SNX25	-0.902375
RHBDF1	0.354166666666667
PCDH18	2.04
HMG1L1	-0.663
MYO5C	0.16075
MAPK10	-0.7705
LDHAL6A	-0.6328
NUDT12	-0.302333333333333
NCAM1	-0.237125
GLIS2	0.0775
GGTL4	0.675
DAPP1	0.661
ATF7	0.229375
KIAA0748	-0.682
NFIL3	-0.25675
TM6SF1	-0.3085
SEZ6	0.086
NANOS3	1.2325
DNAJA3	-0.290666666666667
CLDN6	-3.1605
CIITA	2.9094
EPHA4	-0.927333333333333
FANCC	0.44875
CMTM3	0.421625
PSG3	-0.525875
MRPL15	-0.34675
C21orf59	0.3685
PLCXD2	-0.01175
C2orf34	1.1155
UBE2L6	2.14075
MED14	0.0843333333333333
HP1BP3	0.0286
C6orf208	-0.199
TPBG	1.11075
OSR2	-2.373
XPC	-0.9495
KLHL7	0.0378333333333333
CCR3	0.00879999999999996
AGTPBP1	-0.782333333333333
PCSK6	-1.75146666666667
STAT5A	-1.3807
FAM18B	-0.38475
LONRF2	-3.39016666666667
PTPN2	0.202875
SF3A3	-0.15
EFCBP2	-0.827
HCFC1	-0.433
AHNAK	-1.6011
ACTR5	0.37875
KIF14	-1.82228571428571
TENC1	0.149
HEATR5B	0.5785
YIPF2	0.787
MYEOV2	0.358
DUSP18	0.67625
KIAA1012	-0.66275
AHR	-0.586666666666667
C17orf53	-0.8345
PTPRH	-2.34675
ATP6V1C1	-0.3276
TAS2R3	-0.129
LOC440356	-0.2315
COQ10B	0.35075
PSMF1	0.0289166666666667
SORBS2	1.02316666666667
NFE2L2	-0.19275
TMCO7	-0.27125
SH3PXD2A	0.00400000000000011
SH2D2A	-0.78025
SPINK5	0.95975
MRPS24	-0.9515
OPA3	0.5225
TRAF7	0.00383333333333334
C4orf35	0.268666666666667
MT1G	0.69125
MGC39545	-0.2005
HS1BP3	0.7813
OR2B2	0.5875
CHRM4	-0.429
SFRP2	2.69433333333333
RIC3	-0.85975
ART1	0.4655
C6orf1	0.6075
DUS4L	-0.79825
C10orf104	0.88925
TNFAIP6	2.7995
RTEL1	-0.31225
CCT4	0.7556
ZNF709	0.304
CHMP6	0.0245
UPP2	0.519
CYP19A1	-3.138
CD151	-0.614166666666667
NDUFA13	0.472
ARFRP1	0.705666666666667
FAM26B	1.2805
CRYBA1	-5.0955
MRPL41	0.532833333333333
NPFFR2	-2.248375
HRH2	0.145
SCAMP3	0.336
MTMR6	-0.0811
MTG1	-0.233333333333333
UBTD1	0.88775
CRABP1	-0.4035
FLJ33790	0.3356
KIAA1908	-1.3935
GPR158	-4.1225
PACSIN3	0.792833333333333
OMD	1.763
CATSPER1	0.172166666666667
HOXB8	-1.814875
FBXO46	0.412
OAS1	3.1895
SVIL	1.40775
PHB2	-0.13875
ADCY3	-0.9435
NDRG2	1.128
ERMAP	0.2211
APBA2	0.656666666666667
IGSF9	1.9805
WNT6	-0.495928571428571
MYCBPAP	-0.97225
ATP2B2	-0.501
CPVL	1.1463
TRAM2	-0.02475
NOP5/NOP58	-0.8085
ZNRF4	0.1255
TLK1	-0.114625
MTMR12	0.432214285714286
ZNF384	0.113333333333333
FAM9B	-3.13275
RPN1	1.3126
PMVK	0.35675
EIF3D	-0.1504
SIX2	2.9815
HPS1	0.404428571428571
RNF7	0.57975
PSKH2	0.193
KCTD13	0.4145
CSMD3	-1.1124
FBF1	-0.514
IL8	1.596625
SERPINB13	0.445090909090909
FBXL20	-0.23825
BLR1	0.458
SH2B1	-0.4565
RFNG	-0.48425
RAB20	0.745166666666667
RBM7	0.00475
POLR1A	0.3555
TMPRSS4	1.88725
TAF9	-1.7035
TERF2	0.0956666666666667
TNFRSF1A	0.890916666666667
ACADVL	-0.563166666666667
GTF2H5	0.9155
EDG8	0.593166666666667
C9orf140	-0.726625
UST6	-0.211
ZBTB8OS	-0.09525
ZNF710	1.3115
GPR174	-1.174
ATP6V0A2	0.24075
KIAA0319L	-0.284666666666667
XKRX	2.5325
DOPEY2	1.8703
SDHD	-0.0661666666666667
SUMF1	0.07475
OSM	3.74725
OPN3	0.045
DAGLB	-0.266
PPFIBP1	0.6551
TRIM63	-2.7525
C10orf53	-0.02
LYPD3	2.55233333333333
BCL7A	-0.242375
AGER	-0.977166666666667
TCF19	-0.43125
SAT2	-0.1125
PFTK1	-0.0386666666666667
GABRE	-3.379
C15orf38	0.8318
FIS1	-0.044
KCNV2	0.10175
CLPS	2.6845
PPCDC	-0.70225
FOXN2	0.0015
NT5E	-1.7755
CD83	1.19375
IL18	0.520375
VPS16	0.97175
IGFBP2	-1.74033333333333
NOTCH2	0.2555
SIGLEC1	3.79575
CD93	5.6535
SULF2	0.278
CEP164	0.36225
P53AIP1	0.161666666666667
TOR2A	0.299333333333333
ZNF136	0.4215
MGP	2.4332
CCDC144A	-1.32266666666667
TRPC1	-1.12766666666667
SMS	0.147333333333333
MAPK7	0.0681666666666667
RRAGC	0.8905
PARD6A	0.207
NUB1	0.248833333333333
SYNGR4	2.087
OR11H12	0.382
WIF1	1.082125
GCH1	2.0075
OR11H4	0.0575
SLC44A5	1.2615
GPRIN2	2.23516666666667
LOC401431	-0.57575
CPA4	-2.9963
MELK	-0.0496666666666667
IL15RA	0.9405
CUL3	-0.04475
HMBOX1	-2.711
PODXL	-0.814
CCT6B	1.09866666666667
COMTD1	-0.162
MUC20	-1.04083333333333
GPX2	-2.96675
ITK	-0.44575
FBXL5	0.402
C13orf27	-0.9655
DEFA5	0.826
TRHDE	null
MTP18	-0.0478333333333333
UQCRQ	1.0649
ITGB2	1.97141666666667
CSRP2BP	0.91975
TAS2R44	-0.2345
PHPT1	-0.99425
FAM44C	-0.05075
ERH	0.1005
MPHOSPH1	-1.6925
MORC1	-1.6825
PARVB	-1.3185
LAMA1	-2.32933333333333
PGBD3	0.58525
GIMAP6	4.33925
AREG	-4.12983333333333
LIPT1	0.09325
MGC99813	-0.39425
C1orf201	0.285
GRIN2A	-0.7149
MAN2C1	-1.794
NSUN5	-0.181
SF3B5	1.27475
MYC	-2.6330625
NRXN1	0.757166666666667
ZNF18	-0.0685
SPDYA	-0.547375
SLC37A1	2.1065
DECR2	-0.66175
ANKRD38	0.00162500000000001
SPTLC3	-3.4265
SUPT16H	-0.24875
DTWD2	0.38275
ULBP1	-0.6035
ZADH1	-0.9995
OIP5	-1.629
IL10RB	0.448833333333333
OTUB2	1.258
VWA3A	0.1115
SPIC	0.842333333333333
OR6C4	-0.2565
PSCD4	1.67283333333333
DPY19L2P2	-1.1315
TRAPPC6A	1.10766666666667
C21orf2	0.0516666666666667
CEMP1	-0.5715
LIN7B	0.949
E2F7	-1.061
VCP	0.2670625
LAMA3	0.474333333333333
BGN	1.85475
GPR160	2.13516666666667
COCH	0.608166666666667
GPR81	0.093
APOBEC3F	-0.62325
tcag7.1017	-0.62625
C1orf32	0.3055
SCGB1D2	5.55875
FLJ43987	-0.0245
C6orf170	1.06125
KLK9	0.485
GPD1L	-0.318125
VPS37B	1.40475
ATG3	0.267833333333333
ADAMTS17	-0.0815
KLHDC2	0.00766666666666667
NDUFV2	-0.03375
BLK	-1.5005
MATN4	0.14
GPM6A	-0.480571428571429
GBP4	2.65783333333333
TMEM162	0.379666666666667
PKP2	2.1495
HRASLS	3.28077777777778
MMP1	1.035
SFXN3	-0.1452
FSD1	-1.91166666666667
ST6GALNAC3	-2.25133333333333
CA12	-0.6074
NCOA6	0.26625
C19orf58	0.6794
PPP4R1	0.711833333333333
MAN1A2	0.708
IKBKAP	-1.715
UPF1	0.0221666666666667
KIAA1219	0.28225
WNT16	-0.258333333333333
SNW1	-0.26275
IL18RAP	3.64325
RPP30	-0.349625
CDC40	0.514357142857143
SETD3	0.1845
SLAMF6	0.35975
ELK4	0.0555
TRIM47	1.21716666666667
ACOX3	0.5885
TRIM6	0.729375
KIAA0372	-0.7235
TP53AP1	0.779
SMURF2	-0.222
ADAD1	0.5185
EBP	1.3582
KRTAP13-2	0.219
FLJ36874	0.351333333333333
TOR1A	0.333666666666667
P2RY4	0.2295
GPBP1	-0.70075
TRPV1	0.062
ADAMTS12	0.412833333333333
PES1	-0.6598
ATG4A	1.11983333333333
MAGEA10	-4.84825
WFS1	-0.1125
CC2D1B	0.0173333333333333
PABPN1	0.362375
SLC25A30	0.47325
SLCO1C1	0.321166666666667
SLC22A5	0.14175
KIF23	-1.384
SYN2	0.357666666666667
ASPN	8.275
CENTG2	-0.229
QSOX2	-0.8924
FLJ10815	0.419
STK24	0.098
SPEG	0.9048
STK10	0.577333333333333
DACT2	-1.4315
AAAS	-0.57725
SSX3	-1.604375
ABCD3	0.0745
C4orf12	-1.5785
PARVG	1.647
FIG4	1.458
C9orf46	0.72325
TMCO6	0.2685
IGHMBP2	-1.10475
DUS2L	-0.509833333333333
FAM3C	0.126625
TMEM16D	-2.003875
DCTN4	-0.12875
KCNH3	1.08775
EIF2AK2	2.1995
AP1S3	1.304875
CST4	0.7645
PAM	0.0753124999999999
NUTF2	-0.12425
CITED2	0.8409
SLC39A4	0.02275
C2orf52	-1.88
GRM3	-0.12925
C12orf49	1.454375
CCDC49	-0.4682
GRAMD1B	-1.0315
FNDC4	0.806
SIAH2	-0.06325
GDPD4	-0.093
C21orf87	0.542375
ATP5A1	-0.892833333333333
C16orf63	-0.318625
LOC388135	-1.034
ATP5J2	0.17425
MMP3	0.147
EMID2	-0.3205
CRHR1	0.42975
WDR70	-0.112
C13orf31	2.12825
ZFAND1	-1.003
CCL18	4.22216666666667
C3orf49	-2.267
RINT1	-0.4215
KIAA0408	-1.942
F13A1	5.4767
SLC10A1	0.264666666666667
OGN	-0.6005
GIPC2	-2.04766666666667
XPO6	-0.0248333333333333
LCE1A	0.922
FMR1	0.799
LOC374920	0.021
DUSP3	0.349
ANKMY1	-0.355
C7orf50	-0.70225
BBS9	-0.1119
UNC119B	-0.67425
C9orf72	0.114875
MGC35440	-1.29225
ENTPD6	0.363
PPP1R2P9	0.973
ERCC4	0.07575
FAHD2B	-0.4195
HMHA1	-0.472
HACL1	-1.01975
RAD23A	-0.570166666666667
FAM83B	0.30925
PPP5C	-0.167833333333333
RNASEH2C	-0.999375
C9orf153	-0.83475
SCAMP4	0.6325
GHITM	0.7117
NDUFB7	0.52525
ADCYAP1	3.1655
SP110	2.39983333333333
MAP3K7IP2	1.0595
DHH	0.152
AGRN	0.206285714285714
WDR33	0.494166666666667
CEP290	-1.09666666666667
PRPS1L1	-0.619666666666667
KLRA1	0.583
GPR97	0.235
CHD7	-0.483666666666667
TLR10	2.0085
SLC30A8	-1.545
HIC1	1.5855
IAPP	-0.1485
RXFP4	0.56825
GP1BB	0.013
SHQ1	0.3355
NKX2-3	0.490666666666667
API5	0.049
FTHP1	0.5435
MOV10L1	0.133666666666667
TRIM6-TRIM34	2.125
ADHFE1	-0.922
FAM117A	-0.36275
DDI1	0.208833333333333
CDON	-0.446333333333333
TRIM73	-2.244
IGKC	4.718
MMP14	0.819416666666667
DYNC1LI1	-0.104875
C11orf66	0.20975
TRBV3-1	-0.9175
FASTKD5	0.067
BIVM	-2.34975
LHX4	-0.141
CXCL2	0.2282
RAB2B	0.756833333333333
IZUMO1	-0.865
MAP3K15	-1.936
FAM19A2	-0.335166666666667
ZC3H8	-0.824333333333333
ZMAT1	0.06675
SPINK5L3	-2.4595
SLC10A6	1.126
APPL2	0.469375
CARD10	-0.130833333333333
LOC402176	-1.83775
EEF1D	-0.1647
RAB6A	-0.0692
C12orf5	0.46775
PAPOLG	0.56825
MSRB2	1.17925
BCR	0.315666666666667
PUS3	-0.2395
TIAM2	0.613
ZNF317	0.408833333333333
CHD2	-0.358214285714286
FZD5	-0.573045454545455
NUDT8	-0.30425
ZNF763	-0.185
PRC1	-1.23355555555556
ABCB9	0.603666666666667
SPATA3	0.584
TRAK2	-0.282875
STAB1	3.045625
LRRTM2	-0.0601666666666666
psiTPTE22	-0.20475
DBI	1.26975
SERPINA11	-1.469
NAT5	0.3875
C20orf58	-2.183
RPS6KA4	0.590333333333333
FLJ90650	-1.72775
TGFBRAP1	-0.082
CHRDL2	1.40725
FAHD2A	-0.548
CNTN1	1.46825
BBS4	-1.4303
TMEM181	0.5055
MINPP1	0.8025
MPHOSPH6	-0.20675
HOXC10	0.7836
ITPKB	0.365875
CLPTM1L	0.085375
MEOX2	-0.441166666666667
ATP6V0C	0.60325
PRPF8	-0.359333333333333
TMC5	3.64725
FKBP3	1.49125
PLEKHB2	-0.168875
OR4D6	0.2065
ZNF544	-0.5148
D2HGDH	-0.667625
RPL18A	-0.5789
HEL308	-0.298875
MPP6	-3.004
TCERG1	-1.12125
KRT16	1.74133333333333
KLF17	-1.71625
KLF5	2.820125
CDR1	2.423375
VCX3A	-4.1455
FBLN2	2.31975
C14orf104	1.3015
HBE1	-4.8117
OR4S2	0.5185
C1orf108	0.120166666666667
ROBO4	3.5375
CPEB4	0.2565
C11orf80	-0.401333333333333
BCKDHA	0.787666666666667
MYOC	1.2655
GIF	0.001
CKMT1A	1.1275
RPL3	-0.4758
THBS1	2.255625
APOO	0.33925
ARMCX1	1.98525
HSZFP36	0.5175
SNAPC5	-0.90825
EIF4ENIF1	0.28025
ZNF433	0.004
TNFRSF21	1.893375
TMPRSS7	0.585
SPATA18	0.5434
HPDL	-0.88
MKL2	0.8734
TBX3	0.0157692307692308
C21orf93	0.554
DAXX	0.55975
ELMO1	0.175375
RGS13	2.331
TAF11	0.56325
UNC13A	-2.2465
LOC653314	-1.2436
ORC3L	-0.069
IMAA	-2.581
TARBP2	-0.4375
CABIN1	-0.5847
TRIOBP	0.2190625
HIST1H2AC	0.1845
RGS22	-3.9175
NCOA1	0.556
IL25	1.667
SNCG	-0.065
GPR6	0.7075
AMDHD1	-2.21116666666667
CHEK2	-0.23425
C6orf142	1.18525
DRD4	0.3675
C14orf68	-1.2675
GDF11	-1.13075
SEMG2	0.145
CD247	-0.44525
CDAN1	-0.253
RBMX2	0.158666666666667
TGS1	-0.27775
OIT3	2.04875
SYF2	-0.17375
MCM4	-1.168125
PKHD1L1	0.01325
CEP192	-0.256
IFT88	-0.53475
RPL9	-1.68107142857143
RAB32	1.120875
DDX43	-2.15925
P2RX2	0.243333333333333
OR5D18	0.7435
UBE1	0.206
SLC24A1	-0.2225
ARHGAP5	1.561
CETP	0.04775
KIAA1731	-1.30616666666667
SLC9A4	0.3905
PTPN6	1.5535
BAHD1	0.22125
GRIK3	-0.416
CACNB2	-0.8388
PDE10A	4.6505
DGCR14	-0.14875
PCDHB9	1.714
RHOQ	0.744666666666667
MAP3K4	0.89325
KTI12	0.0736666666666667
RPL23AP13	-1.39225
GNG11	-0.587
CLCN3	1.10666666666667
GPAM	-0.958
VSTM2A	0.1205
SLAMF7	3.22416666666667
INTS2	-0.885
PPP2CA	0.7262
LRP12	0.418333333333333
SEC14L2	1.08011111111111
DKFZP586H2123	2.70375
MC3R	-0.2065
CIRH1A	-1.418
HIST1H2AB	-0.163666666666667
POLH	-0.98725
MGC16703	-2.34533333333333
SNAPC2	-0.395
FILIP1L	2.08025
RASGRP4	0.4505
LRRC1	1.80525
GAS1	1.2365
PRAC	-0.76975
DGKA	1.0165
NT5C3	-0.55325
PEG3	-2.10408333333333
NADK	-0.86175
PRR17	0.2125
LOC374569	-0.24525
SGSH	-0.054
NLRP8	-0.304
GALT	-0.1123
MCF2	-1.793
ZNF263	0.40225
TACSTD1	3.19616666666667
TYR	-6.398
ATP6AP2	0.3765
RNUXA	0.104
ABHD10	0.3102
GDPD2	-1.47975
SLC35C1	1.1525
UBE2A	0.84775
HERC5	0.828333333333333
FAM112B	-4.5715
FBXL16	-3.5325
DKFZP434A0131	-1.297
ELA3A	-2.4305
RBM41	-1.009375
HAO2	0.48625
RNH1	0.316625
SHANK2	0.205333333333333
OSBP2	-1.992875
DAK	-0.683166666666667
C3orf58	1.20791666666667
TCL1B	-1.148
KBTBD2	-0.249375
SUGT1L1	-0.13025
UBE2E2	0.526833333333333
MYL9	2.82925
CDC23	0.0355
PBXIP1	1.7481
CXorf40B	0.8665
NBL1	0.634
RTBDN	0.254
RAB11FIP5	0.342375
TTTY13	-0.8315
SCOTIN	0.288416666666667
SOHLH1	2.56233333333333
CDKN1A	2.19685714285714
NCK1	0.57
ZNF550	0.0055
SAPS3	-0.449083333333333
SPIN3	-0.8025
MAGEE2	0.18
MIS12	-0.7235
OR8H2	0.4275
KIAA0774	-1.25066666666667
UNC5D	-2.232
CUL7	0.223333333333333
LIPC	-3.229
DIO1	-2.48125
C20orf11	0.9088
CTRL	-0.76575
HS3ST2	3.7995
PAK4	1.28683333333333
CCRL1	3.76175
RNF10	0.5755
ZNF567	0.787
ZNF660	-1.039
TCEAL3	0.71825
MAGOH	2.2365
CENPB	0.0918333333333333
C19orf7	0.44475
LOC388965	0.03625
ZCCHC13	-0.8065
JMJD1A	0.5665
HIST1H4H	0.951
TBRG1	-0.8299
GPC3	-2.402875
TAF1C	-1.108875
EBNA1BP2	-0.304166666666667
CIAPIN1	-0.1125
PDGFRA	-0.142833333333333
CSTB	1.394375
CENPI	-0.059
GTF2E2	-0.992833333333333
RPP21	0.91025
CCNF	-0.791833333333333
KCNQ3	1.1645
FAM79A	1.20525
SLC22A12	0.7115
NOVA1	-0.732833333333333
FZD3	-0.9769
AKAP8	0.0615
SOCS5	0.4475
CFDP1	-0.228
DLG5	0.9915
PGM5	-0.1195
C1orf144	0.117166666666667
HDAC10	-1.7395
RND2	-1.75025
C20orf199	-2.24425
RNMT	-0.424125
SLURP1	1.844625
ASTN1	-0.438625
SH3BGR	1.235
MYCL1	-0.41
ZHX1	-0.779333333333333
CENPK	-2.43175
FOSB	0.3621
LOC643406	1.34
C2orf59	-0.7705
TMEM135	0.08
SLC27A2	-1.9235
KRT33A	1.824
OVOL1	0.162625
PAMCI	-0.00716666666666667
S100A7	-0.0095
ZNF789	-1.3295
HARS2	1.38975
RPL23A	-1.62666666666667
TCF23	0.2585
UPF3B	-0.892625
C17orf78	-0.8435
HLA-DOB	0.815166666666667
C14orf142	-0.295666666666667
TEKT5	0.837
DMWD	0.3165
POLD1	-0.8825
GSCL	-0.384
CALD1	0.8446
SCRT1	0.118166666666667
AIG1	1.1265
UNC84B	-0.7855
ZNF404	1.2875
TMED6	-3.81725
KIAA1462	0.804
LRRC27	2.37116666666667
PYGO1	-0.288
PIGU	0.102666666666667
ALAS2	-3.82333333333333
WRNIP1	0.460125
CNNM3	0.0085
ZNF2	1.00275
ST3GAL5	2.55541666666667
MRPL23	0.28175
TSSK6	0.1275
PSMA6	2.22925
C16orf70	-0.047
KIAA1602	-0.036
ALMS1	0.750833333333333
DCN	2.569
TMEM132D	-0.95275
SUCLG2	-0.1115
ABHD14A	0.68475
DEXI	0.541166666666667
AMPD2	-1.469
IFNAR2	0.533666666666667
CYB5A	1.2597
TLOC1	0.42955
NXF5	-0.881
NRBF2	1.03725
KCTD3	-0.80025
ITGAE	-0.802166666666667
SLC30A3	-0.463666666666667
ZRF1	-0.6
IFRD2	-0.92625
XAB1	0.61975
PYCR2	-0.126
SERPINB3	-4.9925
TMLHE	0.4329
GEFT	-1.618625
ABCA5	-1.711375
EMR4	-0.1755
TSFM	-0.16475
HIST3H2BB	-0.11825
ARHGEF19	1.65775
TSPAN17	0.4975
ABCC8	0.82925
MAP1S	1.00183333333333
C22orf36	0.58525
BNC2	-0.483571428571429
HIST1H4A	-0.7605
NDUFS3	-0.0261666666666667
WDR3	-0.1075
XKR4	-0.499
TTC33	0.281071428571429
STMN2	4.383
CPN2	-1.2425
HSPC105	-1.712125
PCOLCE2	-3.23225
C3orf55	1.9525
KLHDC9	-2.40683333333333
TBC1D23	0.237625
ATXN2L	-1.157
MAP2K3	0.673333333333333
SCAP	-0.40225
ZNF486	1.22166666666667
C20orf96	-1.311
NARS	-1.37225
ADAMTSL1	-0.741071428571429
PRCC	0.650333333333333
CCDC126	1.28208333333333
ZNF675	0.11175
CALCOCO1	-0.194
ANKRD43	-0.4355
CWF19L2	-0.480333333333333
ZBTB32	2.58416666666667
BRAF	0.13125
ODF4	1.1035
MGC14376	0.884
HORMAD1	-3.05566666666667
AAK1	-0.0280833333333333
PEBP1	0.7615
TNFSF5IP1	0.353833333333333
DKFZp564N2472	0.91675
RMND1	-0.501
IGKV1-5	4.5725
COL1A2	3.17875
SERPINA5	-3.91675
AANAT	0.5435
C19orf21	1.20366666666667
GEMIN5	-1.2575
UBR4	-0.392666666666667
LTBP3	-0.2605
AMHR2	-1.451
PROCR	-0.8635
MYBBP1A	-1.738
C20orf39	1.61916666666667
ZNF697	1.1775
PASK	-0.1921
ZNF776	-0.176333333333333
RFXDC2	-1.00125
KIAA0467	-0.06125
C10orf96	-4.66866666666667
ZNF503	-0.373
GULP1	-1.43225
KCNE4	-1.99733333333333
DKFZp434K191	-2.016375
LOC196913	0.083
BHLHB4	0.026
CH25H	0.56725
LOC81691	-0.735333333333334
ALPL	0.454214285714286
COL12A1	2.66
FOLR3	-1.636
GPR123	-0.175125
TRIM62	0.637857142857143
ABLIM1	0.995833333333333
MAST3	-0.4645
RHBDD1	0.123166666666667
LOC338809	-0.889
RYBP	-0.06475
TTC26	0.18825
ZNF22	-0.0841666666666667
ISCA2	0.05325
RDM1	-2.1165
PIGM	0.46775
GNB3	-1.6295
ACTR2	0.7979
HMGB1	0.17185
EDG1	2.93816666666667
SOAT2	-3.56625
OR10AD1	-0.4575
RAP1GDS1	-0.473833333333333
LCE1F	0.2555
ESM1	-0.026625
RCN3	2.205
CREBL1	-0.28525
DBNL	-0.673666666666667
PTGER3	1.183125
USP30	0.677666666666667
BCL2L12	0.6795
KIF26B	2.648
ZNF416	0.81875
ZNF225	0.9695
C17orf70	-0.27025
ZNF554	0.8
RAE1	-0.657666666666667
TNIK	0.6575
ACTN3	0.776
MGC45922	0.2475
CCNA1	-0.427666666666667
RYK	1.68683333333333
IL26	-0.038
LRP3	0.584166666666667
QARS	-0.62
SOX7	1.24914285714286
BID	-0.19525
OR2S2	0.4505
CXCL14	1.87825
C11orf47	-0.161
MGC29891	-0.8535
HSPB8	1.2646
PRDM14	-2.393
NUFIP2	-0.54675
MNAT1	0.324375
