Hybridization REF	TCGA-A2-A0YH-01A-11R-A109-07
SH3GLB1	0.71625
C12orf61	-0.0045
KBTBD6	1.1755
SUPT5H	0.072875
XRCC6	-0.2813
HUS1B	-0.5147
FAM133B	-0.398142857142857
LOC728276	-0.562
KCTD18	0.5175
SOS2	0.477166666666667
CCDC99	-1.5495
C1QTNF5	2.9065
NNAT	0.0608333333333333
USP16	0.144
LARS	-0.76325
ZBTB2	0.907875
ABO	0.247
TRAF3	0.872
GALNT5	-0.952
NAP5	-0.479
ALG14	0.761833333333333
KIAA0515	-0.977230769230769
WDR75	-0.772333333333333
TEX261	0.251833333333333
LY86	1.674
LOC389072	-0.6905
FLJ13611	0.334
MRGPRX2	0.562
SNRPA	-0.679875
OR2G2	0.18
GPRASP2	0.37525
C7orf42	0.6347
C9orf163	-0.6005
CYP11B2	0.535
FCRL3	1.91683333333333
PRDX1	0.2585
FGB	-7.19
COX17	0.422333333333333
C16orf33	0.86075
PIWIL1	-0.1415
FOLR1	-1.11766666666667
KIAA0082	-0.38625
FREQ	-0.851833333333333
TMCC2	-1.24666666666667
TCF12	0.387166666666667
ZNF721	-0.821
FAM130A2	0.239
POU4F1	-2.0445
SNRPF	-0.798625
SGIP1	1.14416666666667
ZNF641	1.08666666666667
EMG1	0.309
PRRG4	1.439
HIRA	-1.07775
MYNN	0.483
AEBP2	-0.144833333333333
TBXA2R	-0.207833333333333
ISL2	-1.43083333333333
PCDHB11	-1.3335
RNF144A	-0.86375
MARCH5	0.7815
DULLARD	-0.153166666666667
DCLRE1B	-0.384666666666667
ITGA8	0.78875
TP73	0.211875
PRKCD	2.3445
NDUFB4	0.74775
ATP13A4	-0.277125
ANTXR2	-0.170833333333333
COL4A3	-0.454333333333333
MYO10	-1.4892
SLC6A18	0.23325
PEX1	-0.06475
TMEM74	-0.944166666666666
RBM19	0.00875
TAPBP	0.67695
RUNX1	-0.627625
MID1	-1.30558333333333
GPR64	-2.3365
RASEF	4.26775
GABRG1	0.1245
MYO16	0.685
DBF4	-1.27083333333333
TSHZ2	2.5785
RIPK2	1.049875
PPTC7	0.377166666666667
KIF4B	-0.018
LRRC31	-0.154125
ZNF540	0.63375
EFNB3	-0.0901666666666667
LOH12CR1	0.37025
STON2	0.355166666666667
GLP1R	1.7945
CSTF2T	0.561375
IREB2	-0.857
GRSF1	0.35925
PDCD7	-0.469833333333333
LRRC43	1.352
CNR1	0.7225
IL1F7	-0.6125
C12orf64	0.3725
FAM69B	-1.356
NR2E1	-2.02733333333333
MS4A6A	3.3466
FTL	1.1459
C7orf36	-0.07975
PCLO	1.8817
DYRK2	0.512833333333333
ARIH2	-0.367375
SAMD7	0.481
SCNN1D	-1.091
SLC32A1	-0.7675
C22orf25	1.15133333333333
MRPS18A	-0.0462
GPR112	0.1695
EARS2	0.201
ERN2	-0.004
ATPBD3	0.0316666666666667
PRH2	0.0095
CDKN2D	-0.346
PGLYRP2	2.589
TRIM40	0.221
SEC14L3	0.2915
SLC22A1	-0.301
BTN2A3	-0.31025
RASA4	-0.22625
CCNL2	-1.77425
MYBPC3	0.3785
GJA4	2.3485
CDC42SE1	1.302875
TRPV2	-0.49625
MYPN	-3.5947
SIM1	0.284
CDADC1	-0.111333333333333
ZFHX4	1.68575
NIBP	1.898
ADAMTS19	0.1295
ABTB2	-0.6345
TSPYL2	-0.62625
EIF2S3	-0.5401
SOX30	-0.0635
AP2A1	0.212
DKFZP564O0523	0.9505
LOC285398	0.2515
CDH18	-1.5305
CHL1	1.38025
GATS	-0.5986
TBC1D2B	0.277333333333333
OR1J1	-1.4555
GSN	1.05383333333333
DPCR1	0.195375
GARNL4	-0.855166666666667
SMARCA5	-0.00625
PLEKHG3	0.554166666666667
ZBTB45	0.9065
FRMD6	-0.0466666666666667
PLS1	0.336666666666667
DGKZ	0.333666666666667
EFNA1	1.5153
WDR85	-0.77525
ANK2	0.58575
PAGE4	-1.072
SENP6	0.7285
AKR7A2	0.158666666666667
FKBP10	-1.3885
VEGFC	-1.63216666666667
LARP1	0.0775
SRBD1	-0.37425
ITGB6	1.68225
SLC1A2	-0.0212857142857143
INVS	-0.6855
MPO	0.64
MOBKL3	-0.2631
CUTL2	-1.39225
KLK2	-0.1065
VIM	-0.239
REG1B	0.554166666666667
PCDHGC4	0.43275
C3orf34	-0.684
SUMO3	0.476333333333333
CST9L	3.16225
MLL4	-0.12425
SPR	0.883166666666667
SAMD9L	2.8465
ABCE1	0.009
SUPT3H	-0.265
ACTBL1	-1.66525
ADAMTS4	0.534
SLIT3	3.20575
RHEBL1	-0.93575
NPM2	-2.0995
MAN1C1	1.417125
KIAA1856	0.445166666666667
HSPA6	2.55725
LOC388152	-0.85
C10orf140	-1.12675
ZDHHC12	-0.3175
LIN7A	2.1038
PHC2	0.499
SPHK1	-1.19425
TRIM26	0.4321875
FAM83E	0.846
C18orf24	-1.28533333333333
ZNF578	1.01166666666667
ORAI1	0.06
RUVBL1	0.58675
C7orf20	-0.39
APAF1	-0.139
SLC36A4	-1.4035
MYH11	4.6275
NEK1	0.5526
MPP2	-0.313
C12orf24	-2.22975
TNK2	0.0170625
ZNF289	0.3095
MATN3	0.377
IFNGR2	1.67883333333333
ITPR1	0.772375
EBF3	1.8885
TBC1D20	0.2961
OR10P1	0.05825
DDAH2	0.236
SHPRH	-0.228
STX7	0.0565
LOC554248	-1.707
BCAR1	-0.9595
ATXN3	0.835583333333333
TRIM27	-0.0225
CDC42EP2	-0.0245
CHP	1.64157142857143
SOX17	1.199625
ZNF259	-0.118166666666667
CHCHD1	0.618
ZDHHC19	-0.104
GBP2	2.7745
GARNL3	0.644
MRC2	0.32775
C1orf52	-0.09825
AOF2	-0.276166666666667
LRPPRC	-0.0961
ACVR1C	-1.48
TM4SF18	2.43833333333333
TMEM169	-0.125666666666667
PPP1R16A	1.448
EBF1	-0.171666666666667
RRS1	1.58733333333333
SNX2	0.4605
OR2T2	0.4235
RBX1	0.089
ANKRD54	-0.0965
TSNAX	1.1555
TMEM83	-1.2345
ZBTB7A	0.428
ATM	-0.20775
LOC338328	1.61333333333333
TIE1	0.693833333333333
HIST1H3G	0.02
PASD1	-4.81266666666667
TINAG	0.2955
PCDHAC2	-0.0605
LRRC15	1.7775
WBSCR17	-1.00975
TFF2	0.5645
PARP2	0.10825
NDFIP2	0.30975
PCDHGB2	-0.4625
WDR60	0.21
MAP7D2	-0.5253
USP45	-0.61375
GSDML	-1.5015
TNS1	0.5515
PLCD4	1.0615
IQCD	0.185
SMPX	-2.04325
CD9	2.06433333333333
SRGN	2.049875
CASP7	1.822875
INOC1	0.3485
DKFZp451M2119	-1.3425
VMAC	1.941
USP53	0.2849
CAMK1G	0.56475
TMEM106A	1.04316666666667
CDC20	-1.4315
ACSL5	0.131
CBWD5	0.492125
C1orf87	-0.581
KIAA1274	0.54925
PRUNE2	-1.95757142857143
LYPLA2	0.096
DOK6	-1.87716666666667
GPR149	-0.252
FAM30A	3.862
TMEM129	0.0615
SLC35B3	1.752
ACPP	0.1173
LOC200261	-1.5925
SLC4A7	-0.9967
CCDC40	1.676
GART	-0.48625
THOP1	-1.73725
SCARB1	0.010625
CACNA1F	-0.08625
TRIAP1	-0.0426666666666667
SYT14L	0.6025
SFRS8	-0.2295
PBOV1	0.041
GOLSYN	2.751
GJB7	-1.4015
CAMK2N1	0.979666666666667
GREM1	3.66066666666667
FLJ20433	-0.12525
QPCT	-2.666875
PRKAG2	1.354
H2AFX	-0.61875
C6orf154	1.57175
PLOD3	-1.35825
ZBTB39	-0.0471666666666667
WASF3	-1.52833333333333
DRG1	0.18575
PRR4	0.1455
SPCS1	0.2745
KDELR3	-0.162833333333333
SRP19	-0.414166666666667
GABRA6	0.58875
MFSD1	1.264
MMEL1	2.306
PDXDC2	-0.2277
BUB1	-2.74611111111111
RNF138	-0.404875
MYLPF	-0.474166666666667
AIF1	1.6115
DYNLRB1	0.5157
HCN3	-1.74133333333333
HIST1H2AI	0.335
MAP4K5	0.27225
LASP1	0.850125
LOC130951	0.9795
PLAA	1.45975
KRT6A	-1.9135
C6orf117	-2.988
ARHGAP23	-0.748
PTF1A	-0.5965
GPHA2	0.7165
LCE3B	0.15775
MCL1	0.678857142857143
EHBP1	-1.0225
PRNP	-0.885
ZSCAN1	0.6385
C1orf113	-0.784833333333333
FOXA3	-1.817625
NEB	-0.24825
ASGR1	-4.51033333333333
CTGF	2.17666666666667
RAB17	-0.2705
MST101	0.29
JARID1B	0.4445
USP37	-0.0486
PTBP1	0.033
PTPN7	0.166666666666667
CDC7	-2.8695
SNX7	0.31025
ZNF335	-0.3805
CPT2	-0.03425
HEATR1	-0.267625
HSPC152	0.125875
C5orf40	0.096
PSME1	1.33433333333333
STAG3	-1.54925
TMEM154	0.947833333333333
KLHL32	-0.380833333333333
TSGA10IP	-0.617
SUV420H2	-0.4095
SF1	-0.5846
2'-PDE	0.592625
PNLIPRP2	3.14
TRSPAP1	-0.527333333333333
NUP210	-0.0608333333333333
ANP32C	-0.4425
RAB11B	-0.25
ASB15	0.856
ITGB3BP	-2.53675
UBASH3A	-0.17825
YWHAB	0.656125
TPRX1	0.00575
LY6G5C	-0.01925
SLC7A2	-0.6685
CLK1	-0.2452
HSD3B7	1.02633333333333
VDR	2.3665
C16orf74	-1.04025
ACE	0.4315
PSMA2	0.239
CCDC131	-0.9425
ZNF213	1.02133333333333
EML2	0.15425
ALS2CR13	-0.3375
GLYATL1	-0.8125
DSPP	-0.265
DHFRL1	-0.362125
C10orf30	-2.86966666666667
SH3RF2	-0.447833333333333
LOC197322	-0.899833333333333
DLL3	-1.495625
TIGD7	-0.38125
GFRA3	0.0645
CPA1	0.0861666666666667
RTN4	-0.0815
PPT2	-1.65816666666667
FASLG	3.15841666666667
FOXP4	0.323125
RPL26	-0.5747
GNL3L	0.0606666666666666
FMR1NB	0.666333333333333
CD163	7.01825
SGPP2	1.869
GIMAP2	2.16025
CD37	1.97783333333333
DPT	4.13483333333333
NBLA00301	1.6665
RGS5	1.16325
C9orf4	-0.1585
ACTL8	-1.1145
PRKAR2B	0.2125
OPLAH	1.80683333333333
C20orf134	1.34875
SPACA5	0.411
TBL1X	-0.225666666666667
TSPYL3	0.8695
CHCHD3	-0.32125
CRKRS	0.371333333333333
GPR65	6.13725
DFFA	-0.509375
FUT1	1.0365
C6orf204	-0.612333333333333
TMEM51	0.822
ZNF580	0.3585
CMTM2	0.1175
C20orf200	-0.6225
EZH1	-0.0128333333333333
FDX1L	-0.680875
MRPL32	0.01375
PCAF	-0.4275
ALOX15B	3.55383333333333
CD59	-0.469958333333333
CDK9	-0.003125
ERP29	-0.123666666666667
TTR	-5.642
BCMO1	0.37
DDIT4	-0.4136
PTGDS	2.76625
C3orf63	0.401
BST2	3.110125
CYP1A2	-0.294333333333333
C5orf25	-2.3395
STX1A	-1.45394117647059
OR2A12	0.3305
SH3BP5L	-0.07775
SERINC5	-0.02525
USP6	-0.5089
MRPL3	0.244666666666667
POMP	0.102375
INPP4B	1.4015
GMPPB	0.3625
EAPP	0.74925
AHSA1	0.485
ABCA11	-1.0795
SLC5A6	0.932083333333333
HIVEP2	0.00475
SUMO2	-0.219375
KIAA1822L	0.2455
C11orf67	-0.386
TXK	0.38275
PHCA	0.05525
ICAM4	-1.99366666666667
FPGS	-0.430666666666667
SNRPA1	-0.65625
KCNJ4	-0.637
KIF6	0.708
HIST1H2BG	0.318666666666667
SLC5A5	0.203
ZNF354B	-0.235833333333333
IL12RB2	2.82375
C11orf76	0.234333333333333
GAL3ST2	0.29
AIFM2	-0.444125
SYNC1	-1.022375
UBL3	0.39625
PIK3CG	0.296666666666667
NLN	-0.8009
BCORL1	0.54225
CD5L	-0.0915
ZNF238	1.0635
KIAA1394	-0.46125
C16orf55	-1.2431
CYP3A7	-2.08075
KRTAP3-1	-1.2135
TFDP1	0.164666666666667
MND1	-2.333
NODAL	0.025
GTPBP4	-0.05175
TUBGCP2	0.77375
SLITRK5	-0.3295
CIC	0.3025
CD79A	1.64316666666667
SAMD14	0.296666666666667
TNPO3	0.036
OR10G3	1.4505
OR10G8	0.764
CCDC111	-0.173
HOXC9	0.0445
DCUN1D1	0.634416666666667
CYB5R1	2.01475
TSR2	1.018
DAB2IP	0.3442
SLC6A5	-0.1425
RAB3D	1.362
DCUN1D4	-0.8095
ERBB3	1.0345
SDC1	1.60983333333333
ATP6V1H	1.911
SYK	1.955
ST20	0.0525
C13orf30	0.704
WDR40A	1.00233333333333
ADMR	0.24
LOC388335	1.3175
ACSM1	-0.918
TDG	-0.311666666666667
FLJ11235	-0.0485
MRPS5	-0.886833333333333
AGPAT2	-0.1125
SLC12A1	0.358875
CYP27A1	0.251
THAP7	0.23325
XPO1	-0.873916666666667
ALMS1L	0.1955
C1orf2	0.676625
ZNF777	-0.261333333333333
CAMK2A	-0.0198333333333333
SMC1B	2.427125
IHPK2	-0.217066666666667
LEMD1	-4.30975
NKD2	-0.4201
CLU	0.764571428571429
ARMETL1	-1.1925
PABPC4	-0.33375
CXCL12	2.45066666666667
TFAP2C	0.531
TTTY8	0.257
ABCB10	-0.4048
ENDOD1	-0.0756666666666667
IDI1	-0.7055
KCTD6	2.29083333333333
CCDC105	0.305
ULBP2	-1.39733333333333
ZDHHC5	0.79225
WNT8A	-0.08525
COMMD10	0.33475
KLHL12	0.701
GPR50	0.191
NR5A2	0.429375
OXGR1	3.9385
EHD3	0.5775
CAPRIN2	-0.939875
KLRC3	-3.01425
SF3B1	0.0221428571428572
IPO7	-0.2815
ALDH1A1	0.495166666666667
ANKRD5	1.719875
TSNARE1	-0.029
DDEFL1	0.54875
RNASEL	1.19233333333333
DNAH9	-0.76875
HELLS	-0.7705
TNS4	-0.7475
NAV1	-0.632
KIAA1409	-0.272
C20orf26	1.7605
TUBG1	-0.36225
IRX2	0.06675
CNGA4	-0.345
MGC50559	1.48383333333333
OR4K17	0.168666666666667
TM2D2	3.04808333333333
FAM32A	0.93975
TXNDC14	0.374
CCBL1	-1.9355
ANK1	-0.6059
PRSS23	-0.513
PPM1L	0.068
SPATA20	0.0515
APCS	0.00325000000000002
C14orf122	0.278333333333333
PSMB5	0.245125
C6orf10	-0.2618
SETDB2	0.4865
SPNS3	-1.351
SGMS2	-0.147333333333333
MXD3	-1.28016666666667
MON2	-0.2121
CARTPT	0.87525
HNF4A	-0.945
RABEP1	1.5337
TNFRSF10B	-1.502375
USH1G	0.875
PPAP2B	-0.817
TMEM16K	0.335
CTDSP1	0.5185
CDK5R1	0.0231666666666667
GABRR1	-0.00999999999999998
OPN1LW	-0.188
FAM98C	1.224375
DBN1	-0.680375
ACAD10	-0.20575
QTRTD1	-0.35675
WNK3	-0.887833333333333
RPS19	-0.049
C1QB	3.6765
OTUD5	0.018125
SLC41A2	1.0055
TMEM22	-2.37483333333333
KHSRP	-1.24991666666667
TNFRSF11A	0.131666666666667
FBL	-0.590166666666667
IBTK	0.238833333333333
OXER1	-0.135
CBLN4	1.51825
GPR172B	2.1435
CFTR	-0.28925
VSX1	1.012
CAMK1D	1.0725
LOXL3	-1.47275
RTP4	3.318
SLFNL1	-0.20075
KIAA0828	0.2465
PAR5	-0.1965
LOC723972	-0.39425
GDI2	-0.039875
CEBPA	1.1629
MLF2	0.322166666666667
AFMID	-0.28475
ALOX12B	0.05425
BPHL	0.18425
COX5B	-0.09325
S100A10	-0.2178
THOC6	0.888
NHN1	-0.76225
RRP12	-0.0238333333333333
ARID3B	-2.4555
CD3G	-0.855333333333333
KIAA0133	1.01975
NAT11	-0.838333333333333
PPAT	-1.20816666666667
SIRT3	0.2851
TCERG1L	-1.48275
NIPA1	0.155
DPP8	0.4712
IL7R	2.04433333333333
ZFP64	0.233
DMAP1	-0.1651
TRMT12	2.427
TLR4	2.8761
WFIKKN2	0.4625
RAB12	-0.653833333333333
DDX51	-0.098
KIAA1086	-2.45075
ZNF295	-0.270666666666667
ACVR2B	-1.40921428571429
LOC494150	-0.6015
ZNF517	0.54
DNASE1L2	-1.28483333333333
SUFU	0.604833333333333
LOC283677	-0.858
LMO3	0.966
PPP2R5D	-0.224833333333333
ZNF587	0.1728
HIST4H4	-0.1525
CYP2C8	0.60175
C1orf80	1.0365
DOCK5	-0.990666666666667
C9orf24	0.455
OR5AR1	0.476
C11orf24	-0.5195
UNQ1940	0.211
CAP2	0.868
TIMM44	-0.8975
DSEL	-1.4921
ROM1	-0.49125
FBXO4	0.492875
MYLC2PL	-1.73175
MLH3	1.17
NOX1	0.359333333333333
DPEP2	2.3035
DNAJB5	-0.51425
RLTPR	0.412
MBIP	0.267666666666667
COPB1	0.426833333333333
SFTPA1B	0.938
C10orf4	0.4765
PRELID1	-0.161
NOLA1	-0.17375
C19orf24	-0.45425
TLR9	-1.326
HLA-DMA	3.55133333333333
HCRP1	0.132
GPR137	0.3775
ITGA11	1.214
PHF13	0.523666666666667
MARK4	0.617
METTL4	-0.01525
MBD3	-0.5273
LOC134145	0.18275
FGF3	-0.17675
SLC35A3	0.825
CLEC16A	1.0185
AMOTL1	-1.84683333333333
FLJ31438	-2.08775
PAICS	-1.128
TOMM40L	0.126166666666667
MMD	-1.189
KLK10	-0.777
NIT2	0.299166666666667
SERPINB10	0.626
KLF15	-0.4133
CCDC5	-1.05875
WSB2	0.749
ME3	0.30725
CACYBP	-0.332333333333333
TCTN2	1.1435
JAK1	0.668125
C2orf25	-0.372
GPD2	1.9245
FBXL11	0.897833333333333
CDV3	0.134583333333333
GALNT11	0.208
NDUFA12L	-1.0817
FLOT1	0.221
TOR1AIP2	0.46175
MMP25	1.314
C1orf164	-0.2433
CHST5	-0.051
LYRM4	-0.8059
GPER	-3.55025
HIPK2	0.496
DAP	0.6896
ZMIZ1	1.00866666666667
DDX58	4.681875
DCC1	-0.1425
AKT1	0.502125
ENPP6	1.04133333333333
ERVWE1	-0.447166666666667
CDC34	-0.76275
RNF125	0.91925
CASC1	2.77475
SHROOM2	1.0685
RRM2B	1.07633333333333
COL6A3	1.908625
TMEFF1	-2.2205
PLEKHA4	0.5742
LYSMD1	1.55383333333333
SEPT1	-0.156833333333333
AOF1	0.20575
GNPAT	0.14225
WDR18	-0.954
HSD17B12	-1.25683333333333
HIST1H2BM	0.894166666666667
INDOL1	0.105166666666667
SUDS3	0.81025
C1orf192	0.293
CYP2B6	-0.5245
TBC1D2	1.52483333333333
SLC25A12	-0.225625
ERCC6L	-0.4775
MGC10814	-0.738333333333333
POLR2C	0.279333333333333
ZNF77	-0.336
EIF3K	0.3912
HPX	4.02975
ANKRD27	-0.007875
MALAT1	-0.3856875
PLB1	1.39383333333333
HRNBP3	-1.475125
CPSF4	-0.32
OR52N2	0.1855
PIP5KL1	0.077
GH1	0.2435
HPS5	0.505
SLFN5	0.9835
POP5	-0.729666666666667
OVOS2	-2.70216666666667
C20orf108	-0.098375
MARS	0.146
CLRN3	0.638333333333333
ARSE	-0.9075
PPIE	-0.146333333333333
PHACS	-1.327
GP5	0.2475
IL8RB	2.12083333333333
FCRLA	-0.02925
ARRDC1	0.0876
KRTAP9-4	-0.2225
ZNF613	1.1245
OR11A1	0.1955
TMEM132B	-2.5145
PGLS	0.44225
BSND	-2.38733333333333
KCNK18	-0.2655
FOXD4	1.01275
SV2C	0.901
LCN2	2.79116666666667
ZNF490	0.5119
C3orf15	1.8263
CACNA2D4	-0.805
CBX5	-1.17725
MAGEB4	-0.1425
BOLA1	0.4135
PPP2R5E	0.2305
COL5A1	1.43208333333333
ASB7	0.4165
SFT2D1	0.22325
DERL1	1.4915
RABL2A	0.469333333333333
MOAP1	0.87225
KIAA1545	-0.298333333333333
F3	0.41525
PLEKHM2	-0.6405
CCDC89	1.18266666666667
EFCAB1	0.805625
TMEM48	-0.88575
SEPHS2	2.0555
PYGM	-0.604
PRICKLE1	2.0525
WNT5B	-0.995
TAS2R38	0.047
IMP5	1.10375
KHDRBS1	-0.3491
LARS2	-0.430666666666667
C3orf28	0.013
FTCD	-3.47025
C10orf68	0.0931666666666667
DGAT2L3	-0.22375
PSEN1	1.75158333333333
MGC33657	0.255
PLA2G4B	-0.11
CDKN2A	-1.69525
DLX1	-3.4765
TSHB	0.329
C18orf37	0.4945
MEX3C	0.100375
MAMDC2	-0.07425
PDIA4	-0.532333333333333
ATP5E	0.23075
CASP2	-0.0253571428571428
SERBP1	-0.941653846153846
ZNF341	0.747333333333333
TESC	-2.39175
TMEM31	1.84975
OR51I2	0.233
YTHDC1	0.335571428571429
JUN	-0.172666666666667
AGMAT	-2.13633333333333
PCNXL2	0.1135
ATAD5	-1.519125
STK38	0.080625
AZI1	-0.832625
RBP1	0.923
C4orf26	0.42325
KIAA1026	1.00425
TMEM101	-0.43725
HSFX1	0.332
TREX1	1.1545
C18orf10	-0.7768
TRIM15	-3.431375
CA6	0.361875
CEP57	-1.470625
AR	3.34933333333333
SESN2	-0.290666666666667
KIF3C	0.00274999999999997
EPB41L5	1.201875
ARHGEF10	-1.86922727272727
POLR3D	-1.025125
INDO	1.879
GABRA3	-0.2035
SCG5	-0.4094
E2F3	-1.0113
TIGD5	1.901
FGD6	0.950166666666667
KLHL3	0.246375
SCGB3A2	-1.548
URP2	1.17683333333333
ATP6V1B1	-0.1486
CALML6	-0.01
LOC100049076	-0.1365
TMF1	0.57275
LOC388503	0.11675
CDH5	2.630625
RPS6KC1	0.863333333333333
DAAM1	1.1616
TNFRSF10D	-0.2085
GSTT1	-2.7393
INPP5A	0.696
TRAF3IP1	0.7914
SMARCE1	0.264642857142857
VRK1	-1.1805
TTC16	0.519
AARS	-0.924166666666667
ARHGAP27	0.513
ZAK	-1.03614285714286
ACSM2B	-2.12775
TRAP1	0.0646666666666667
MRPL53	0.289625
RNF44	-0.58075
NPTXR	-0.253
DPYSL3	0.831
APP	-0.4387
GLS2	-1.52716666666667
MNX1	-3.52983333333333
CMTM7	0.06525
OR10A7	-0.537
NYD-SP21	3.85433333333333
ORC5L	-0.27125
SLC16A10	-0.888125
TMEM178	1.301
LOC441601	-4.5755
PTGIS	1.54675
KBTBD7	1.1385
C19orf41	0.4485
CEACAM3	2.05558333333333
KRT23	-0.412
SERHL	1.3045
PNKD	0.6829375
UBC	1.213
ATRN	-0.1695
HAPLN1	2.4535
RANGAP1	-0.20475
C10orf26	1.652
KCNA7	-0.39975
SRY	0.1725
LOC376693	-0.75225
HIST1H2BF	1.034
CDCA8	-1.605
MLC1	0.238
TNIP3	1.93325
OR4D1	0.0535
IFT52	1.093
GOLT1A	0.442833333333333
UTP20	-0.601375
RP3-402G11.5	-0.778125
PRSS33	-1.079
PMPCA	-0.91425
APOB48R	2.6295
GLTP	1.29225
MPL	0.074
C9orf78	0.019
ADAM12	1.131375
CSPG4	-2.334
LOC144305	0.0205
KRTAP4-10	-0.14
PAK1	1.5325
ADCY7	0.4436
TAS2R43	0.188
FRAS1	-0.982857142857143
PPP1R14A	-0.688
OR2B6	0.41475
ATP13A1	0.933833333333333
SIDT1	1.5995
C1RL	0.0451666666666667
PRKRA	-0.569
TLN1	0.4233
RP11-50D16.3	0.0971666666666667
MITF	-1.57908333333333
GYS1	-0.328
LYG1	-2.13816666666667
NSMCE4A	-0.6052
DNAI1	0.8315
HOXD11	-0.711
FNBP1L	0.3746
DHX35	-0.04475
LCE3E	0.059875
SLC33A1	0.504
DCLK3	-0.161666666666667
TRIM33	-0.988833333333333
TMCC3	1.898
FBXO42	0.1785
C1orf27	-0.1878
C17orf50	0.041
RNF14	0.156333333333333
SLC4A8	1.2965
RAB3IP	0.47
COX6C	2.03
PCSK1	-3.6729
SLC13A1	0.182125
ARF6	1.68083333333333
KIAA1009	0.101125
HOXA13	-3.3315
HMGN1	-0.465
CXADR	0.314583333333333
MGC14436	0.25
UTF1	-0.186
TSC22D1	1.1874
BZRAP1	1.28316666666667
PUF60	1.52325
SHC1	-0.176
HOOK3	-0.0432
LIMS2	0.413166666666667
BAHCC1	-1.43566666666667
CLCC1	0.658166666666667
ENTPD3	3.62216666666667
SMO	-1.3225
PIK3R5	1.59625
CDC14A	-0.740333333333333
KRT1	2.58075
ENOX2	0.525166666666667
FLJ22655	-1.8395
FPRL1	2.866
INTS6	0.5554
ZCCHC5	1.058
SMC3	-0.36925
C6orf123	0.472
FLJ20160	1.64275
LOC653391	-0.335666666666667
GSS	-0.379
NT5M	-0.491
SIX5	0.218
TAF5	-0.443
KCNA1	0.794166666666667
ANLN	-2.28466666666667
MGC45491	-0.838
SSTR2	3.6415
LYPD4	0.4075
TH1L	0.079375
CHRNA5	-2.466
PNMA6A	-0.612
FLJ16369	0.226
DLX2	-2.83255555555556
C6orf108	-0.2135
ALDH3A2	1.423
CLEC1B	1.27033333333333
LEPREL2	-0.775
FOXJ1	0.7616
OR1D4	0.263
PPIL4	0.39325
MTRR	-0.39725
SLC27A3	1.057
HTR7	2.1645
MIB2	-0.62525
BHMT	-1.45766666666667
A2ML1	0.315
MSMB	-1.530125
KIAA1383	1.40025
TRUB2	-0.23525
PF4	0.0616666666666667
IL1F5	1.07783333333333
LRRC37B2	-0.6575
IPO4	0.36675
FIGF	-0.60925
QDPR	-0.555
ZNF598	-0.491
BOP1	0.076
MAPK12	-1.35683333333333
POLR1E	-0.2545
CEECAM1	0.234833333333333
INSRR	0.178166666666667
SIPA1	0.4525
ULK4	1.05133333333333
BTN3A1	1.027
FABP5	-0.1465
KBTBD3	1.17116666666667
SORT1	0.318666666666667
YWHAQ	-1.093375
LRIT1	0.0745
KIAA1704	-0.4268
MEIS2	-1.8263
ENOSF1	-0.1945
PCDH7	0.970714285714286
FZD9	0.0191666666666667
RPLP1	-0.632666666666667
ZNF75A	0.616
P4HA3	2.842
NKX6-1	0.2455
CTA-216E10.6	-0.4565
IFT140	1.1335
DENND1A	-0.642416666666667
ALCAM	1.9939
ABHD2	0.0849545454545455
QPRT	-1.43433333333333
TRAM1	1.78492857142857
ATP1B4	-0.272875
NUP37	-1.09725
SAA3P	0.4955
SLC22A6	0.35375
KIAA0265	0.497375
ZNF41	0.489
ADAM19	0.2562
ERAF	-0.60925
DEFB119	0.371583333333333
DNMT3B	-3.60866666666667
SNF1LK2	-1.1685
MGC24039	-1.34575
TAS2R48	-0.5555
PNLDC1	-0.0795
ADAMTS16	0.225625
TMEM92	-1.3535
CCT8	-0.464166666666667
POGZ	0.120333333333333
N-PAC	0.73025
GUCA1B	-1.786
ZZEF1	0.0796666666666667
OR2C3	0.3175
ZNF334	-0.553166666666667
RANBP6	1.19275
LDHB	-1.92183333333333
BAMBI	-1.3605
RAB5B	1.28675
FOXB1	-0.27475
MRPS12	0.35775
MRGPRF	0.32675
CRIPT	-0.5255
CYP2D7P1	-0.4605
RYR1	1.31675
NDUFA2	-0.000625000000000011
TRIP12	0.985
KCNE3	2.86683333333333
MOBKL2B	0.8402
MIOX	0.13825
ACOT7	-1.61325
FGF6	0.537
RASSF5	0.4788
ATAD3B	-1.20983333333333
IKZF3	1.3125
H3F3B	-0.191785714285714
C6orf91	0.592
SEC11C	-0.22825
TMEM14C	-0.3745
KIAA1632	-0.208875
SLC38A4	0.20425
FGFR3	-0.180666666666667
HES7	-0.05325
HINT3	0.56325
ARIH1	0.33
FLJ35880	-1.593
C1orf129	-0.667
POU6F1	-0.37025
RPL32	-0.49375
BBS1	0.816
RGPD5	-0.9595
SULT1C2	0.2415
KDELC1	-1.28675
PIP5K3	-0.628
CHI3L1	2.4199
CSDA	-0.756083333333333
VTCN1	4.91875
WDR62	-1.11425
TMEM170	-0.996
KIF2A	-0.67275
C6orf182	-0.983166666666667
ARL6IP6	-1.7275
ZCCHC9	-0.8485
RARB	0.751333333333333
ZNF320	1.090625
DHX15	-0.261125
PICALM	0.371666666666667
CNOT6	0.2695
HIST1H1A	-0.78025
ZNF702	1.466
OR1E2	0.5145
HLF	-1.5102
