Hybridization REF	TCGA-BH-A0RX-01A-21R-A084-07
FLJ10241	-0.50675
GJA12	1.16475
PKD1	-1.15466666666667
ZFP3	0.5905
JAM3	-0.80725
LAPTM4A	1.2655
DIRC2	0.6135
KIAA2022	-0.5366
MYOM1	0.303833333333333
TRPM8	-0.0136666666666667
MOP-1	1.87875
PHKG2	-0.99725
ZNF650	-0.2775
KIAA1522	0.276625
PSG8	-1.585
DDX19B	-0.1735
MOBKL1B	0.14575
DIAPH2	0.401416666666667
PTPN12	-0.2715
CLN8	-1.4587
CRYZL1	-0.906666666666667
CRY2	0.00916666666666666
FCGR2B	4.3485
PNPLA4	0.385125
ZNF454	1.1295
DKFZp434B1231	-0.56625
CLDN11	0.6136
RFWD2	1.602
CIB2	1.05466666666667
MXRA8	2.0935
HRK	1.58475
MAML2	0.5565
C4orf31	-1.60825
C6orf192	-0.35375
COG6	-0.024625
FAM5B	-0.0895
NFATC1	1.8412
SEPT10	-0.6735
SCYL1	-0.6454
RPP40	0.1785
SCOC	-0.8236
KIAA1450	-0.04825
CTDSPL2	-0.7415
TBX5	1.06766666666667
NAPG	0.69525
RHD	-3.82075
C14orf45	0.358166666666667
ZBTB22	0.7545
PLCG1	-0.8595
ANKRD10	-2.033125
AQP7P2	-0.51225
TAGLN2	0.869166666666667
HTR2C	-0.0586666666666666
SLC16A7	0.602333333333333
C17orf83	-0.203
TSGA14	-0.441333333333333
MDH1	-0.82
PPP3R2	0.213166666666667
DCBLD2	-1.65585714285714
RBM33	-0.02325
DPH3	-0.9345
SYT10	-0.795333333333333
FMO4	0.859375
THYN1	-0.51125
DRD5	-1.607
OTOR	-0.23625
PGRMC2	-0.3424
KATNAL1	-0.404375
PAQR6	-2.29475
UBE2I	-0.707
C14orf28	0.1275
C8orf70	0.856
FLYWCH1	-0.947125
ANGPTL3	-0.6305
GLRX2	0.499166666666667
ATP11A	-0.427714285714286
ARL5B	1.17725
MUC16	-0.5145
SLC25A5	-0.931142857142857
ACRC	-1.102
MYO1C	-0.239625
FAM89B	1.49133333333333
FAS	0.717125
KIFAP3	1.184
GLRA2	0.066
BTN3A2	1.2281
CNKSR3	0.00775
CSTF3	-0.527333333333333
ARPM1	0.91475
KIAA1530	-1.659
C9orf150	1.92716666666667
PRKCI	0.552
tcag7.1015	-1.19175
SOD3	1.082
ZNF574	0.4445
CYP21A2	0.2875
RPL12	0.165
COMMD2	0.19825
WIZ	0.22575
LOC344405	-1.95475
ALDH4A1	-0.882470588235294
CRYAB	4.80975
COPA	0.946366666666667
PCDHGA7	1.07633333333333
KIF11	-0.925583333333333
RASD2	0.318125
SLC26A3	-0.395
ZNF175	-0.948
JAKMIP2	-1.140375
C8orf4	1.2465
PTHLH	0.66725
SLC40A1	1.262
OR7D4	0.0385
PCDHB17	-1.0155
CD36	2.502
C6orf203	0.105
PRKG2	0.936
LOC400566	2.05125
ANAPC13	-0.211
SLCO3A1	-0.32225
ZNF692	-2.03
FANCL	-1.573
SH3GLB1	0.65575
C12orf61	-1.304
KBTBD6	0.3025
SUPT5H	0.46
XRCC6	-0.3244
HUS1B	-0.3587
FAM133B	0.176785714285714
LOC728276	0.4325
KCTD18	0.07375
SOS2	-0.117166666666667
CCDC99	-1.437
C1QTNF5	3.986
NNAT	0.410166666666667
USP16	-0.6425
LARS	-0.32925
ZBTB2	0.478
ABO	-0.0175
TRAF3	0.34525
GALNT5	-2.374
NAP5	0.383
ALG14	-0.0168333333333333
KIAA0515	-0.345769230769231
WDR75	-0.709833333333333
TEX261	-0.320583333333333
LY86	1.376
LOC389072	-0.699
FLJ13611	-0.89975
MRGPRX2	0.0845
SNRPA	-0.4865
OR2G2	0.1
GPRASP2	0.43425
C7orf42	0.8957
C9orf163	-0.021
CYP11B2	-0.1695
FCRL3	2.23333333333333
PRDX1	0.04975
FGB	-5.18966666666667
COX17	-0.0256666666666667
C16orf33	-0.55725
PIWIL1	-0.2585
FOLR1	-2.71233333333333
KIAA0082	-0.35575
FREQ	0.906
TMCC2	-0.517166666666667
TCF12	0.184416666666667
ZNF721	-0.74125
FAM130A2	0.5905
POU4F1	-1.6225
SNRPF	-0.166625
SGIP1	0.995
ZNF641	0.5475
EMG1	-0.210125
PRRG4	1.0555
HIRA	-3.07425
MYNN	-0.0666666666666667
AEBP2	-0.29925
TBXA2R	0.9375
ISL2	-1.15683333333333
PCDHB11	1.9375
RNF144A	0.2365
MARCH5	0.300625
DULLARD	-0.6405
DCLRE1B	-0.470333333333333
ITGA8	0.93025
TP73	-0.195125
PRKCD	1.458
NDUFB4	-0.2575
ATP13A4	0.214375
ANTXR2	0.244333333333333
COL4A3	-0.259833333333333
MYO10	-0.4523
SLC6A18	0.40125
PEX1	-0.50925
TMEM74	-0.8455
RBM19	-0.0515
TAPBP	1.13635
RUNX1	-0.438
MID1	-1.04558333333333
GPR64	0.657833333333333
RASEF	2.34475
GABRG1	0.52925
MYO16	-0.52975
DBF4	-0.769666666666667
TSHZ2	3.39175
RIPK2	1.60125
PPTC7	0.203666666666667
KIF4B	-0.4815
LRRC31	0.289125
ZNF540	0.05925
EFNB3	0.00899999999999999
LOH12CR1	0.00325000000000001
STON2	-0.144333333333333
GLP1R	0.10025
CSTF2T	0.761375
IREB2	-0.877125
GRSF1	-0.2005
PDCD7	-0.175
LRRC43	0.1875
CNR1	0.728166666666667
IL1F7	-0.5965
C12orf64	0.0485
FAM69B	0.29125
NR2E1	-1.459
MS4A6A	3.164
FTL	-0.4713
C7orf36	0.279
PCLO	-0.2476
DYRK2	1.12691666666667
ARIH2	-0.48
SAMD7	0.191
SCNN1D	-1.5095
SLC32A1	-0.27425
C22orf25	-0.738
MRPS18A	-0.00950000000000001
GPR112	0.1915
EARS2	-0.7605
ERN2	0.8345
ATPBD3	1.10083333333333
PRH2	-0.655
CDKN2D	-0.231166666666667
PGLYRP2	-0.8915
TRIM40	0.24675
SEC14L3	0.214166666666667
SLC22A1	0.10225
BTN2A3	0.28225
RASA4	-0.5595
CCNL2	-1.69175
MYBPC3	0.0425
GJA4	4.363
CDC42SE1	1.4475
TRPV2	-0.0715
MYPN	-0.8395
SIM1	0.162
CDADC1	-0.387916666666667
ZFHX4	-0.25125
NIBP	1.74783333333333
ADAMTS19	-2.4825
ABTB2	-0.0475
TSPYL2	-0.73025
EIF2S3	-0.0727
SOX30	0.12125
AP2A1	-0.422333333333333
DKFZP564O0523	0.4275
LOC285398	-0.274
CDH18	-3.874
CHL1	1.889375
GATS	-0.3952
TBC1D2B	0.175
OR1J1	0.157
GSN	1.2435
DPCR1	0.16625
GARNL4	-0.779666666666667
SMARCA5	-0.44725
PLEKHG3	0.011
ZBTB45	0.53
FRMD6	0.023
PLS1	-1.63383333333333
DGKZ	0.731
EFNA1	1.6644
WDR85	-0.796625
ANK2	-0.074
PAGE4	-0.872833333333333
SENP6	0.1085
AKR7A2	-0.770333333333333
FKBP10	-0.76775
VEGFC	-1.03883333333333
LARP1	0.21675
SRBD1	0.529
ITGB6	3.908
SLC1A2	-0.893846153846154
INVS	-0.361333333333333
MPO	1.684
MOBKL3	-0.7432
CUTL2	-1.1405
KLK2	0.336083333333333
VIM	-0.274
REG1B	0.173833333333333
PCDHGC4	0.43575
C3orf34	-0.6705
SUMO3	-0.106333333333333
CST9L	-1.2525
MLL4	-0.2865
SPR	0.3485
SAMD9L	2.7705
ABCE1	-0.09925
SUPT3H	-0.607666666666667
ACTBL1	-1.27525
ADAMTS4	1.71233333333333
SLIT3	3.59175
RHEBL1	-0.87925
NPM2	1.27475
MAN1C1	-0.139375
KIAA1856	0.983
HSPA6	1.84525
LOC388152	0.099
C10orf140	1.61625
ZDHHC12	-0.389
LIN7A	-1.5587
PHC2	0.273166666666667
SPHK1	-0.153
TRIM26	0.6955625
FAM83E	0.209
C18orf24	-0.450666666666667
ZNF578	0.037
ORAI1	0.43125
RUVBL1	-0.212916666666667
C7orf20	-0.722833333333333
APAF1	-1.3135
SLC36A4	-0.128
MYH11	5.44266666666667
NEK1	-0.144
MPP2	-0.836625
C12orf24	-1.1005
TNK2	0.5656875
ZNF289	-1.005
MATN3	-1.77871428571429
IFNGR2	0.7145
ITPR1	0.146875
EBF3	2.48
TBC1D20	0.4819
OR10P1	0.2345
DDAH2	1.1055
SHPRH	-0.00137500000000004
STX7	0.194
LOC554248	-1.7315
BCAR1	0.076
ATXN3	-0.249166666666667
TRIM27	-0.189
CDC42EP2	0.6785
CHP	0.0123571428571429
SOX17	2.857375
ZNF259	0.0788333333333333
CHCHD1	0.07125
ZDHHC19	0.2095
GBP2	4.104
GARNL3	-0.05375
MRC2	-0.06775
C1orf52	0.15725
AOF2	-0.0228333333333333
LRPPRC	0.0339
ACVR1C	0.4235
TM4SF18	4.11783333333333
TMEM169	0.0408333333333333
PPP1R16A	0.6525
EBF1	1.08683333333333
RRS1	1.62633333333333
SNX2	-0.39175
OR2T2	0.6315
RBX1	-0.34675
ANKRD54	0.4235
TSNAX	0.0906666666666667
TMEM83	-2.07825
ZBTB7A	0.187
ATM	-0.857083333333334
LOC338328	2.18066666666667
TIE1	2.09566666666667
HIST1H3G	-0.2815
PASD1	-4.10033333333333
TINAG	0.78875
PCDHAC2	0.402
LRRC15	0.42125
WBSCR17	-1.63425
TFF2	-0.6285
PARP2	-1.354
NDFIP2	-0.92075
PCDHGB2	-0.4595
WDR60	-0.39775
MAP7D2	1.6163
USP45	-1.396
GSDML	-0.491
TNS1	0.3022
PLCD4	-0.947
IQCD	-0.872666666666667
SMPX	-1.55825
CD9	-0.292166666666667
SRGN	2.744625
CASP7	0.748125
INOC1	-0.409833333333333
DKFZp451M2119	-1.153875
VMAC	0.4735
USP53	-0.5842
CAMK1G	-0.134875
TMEM106A	0.303833333333333
CDC20	-0.8723
ACSL5	1.30166666666667
CBWD5	-1.415625
C1orf87	-0.999
KIAA1274	1.03225
PRUNE2	-1.81278571428571
LYPLA2	-0.478
DOK6	-2.48316666666667
GPR149	-0.203
FAM30A	5.2345
TMEM129	-0.587
SLC35B3	0.14275
ACPP	-0.24
LOC200261	-0.302
SLC4A7	0.8322
CCDC40	0.4105
GART	-0.967
THOP1	-1.26075
SCARB1	-0.130125
CACNA1F	-0.166
TRIAP1	-0.0883333333333333
SYT14L	-0.072
SFRS8	-0.239833333333333
PBOV1	-0.115
GOLSYN	-0.76725
GJB7	-0.9955
CAMK2N1	0.48
GREM1	3.00358333333333
FLJ20433	0.13425
QPCT	-2.049125
PRKAG2	1.62533333333333
H2AFX	-0.144625
C6orf154	0.542
PLOD3	0.228
ZBTB39	0.167166666666667
WASF3	0.687166666666667
DRG1	-0.37075
PRR4	-0.929
SPCS1	-0.912
KDELR3	1.34966666666667
SRP19	-0.224166666666667
GABRA6	0.145
MFSD1	0.6235
MMEL1	1.45875
PDXDC2	-0.2263
BUB1	-2.02566666666667
RNF138	-0.61275
MYLPF	-0.739833333333333
AIF1	1.788
DYNLRB1	0.5263
HCN3	-2.08616666666667
HIST1H2AI	0.3815
MAP4K5	-0.27075
LASP1	0.711875
LOC130951	1.0815
PLAA	1.830375
KRT6A	4.222
C6orf117	-2.0345
ARHGAP23	0.726
PTF1A	0.2855
GPHA2	-0.42375
LCE3B	0.23325
MCL1	0.800214285714286
EHBP1	-0.41025
PRNP	0.1963125
ZSCAN1	0.3005
C1orf113	-0.502166666666667
FOXA3	-3.12325
NEB	-0.07425
ASGR1	-3.63583333333333
CTGF	2.87533333333333
RAB17	-1
MST101	-1.15925
JARID1B	1.0527
USP37	-0.501
PTBP1	-0.2835
PTPN7	0.4725
CDC7	-0.825333333333333
SNX7	-0.365
ZNF335	-0.2015
CPT2	-0.06825
HEATR1	0.305125
HSPC152	0.102125
C5orf40	-0.0145
PSME1	-0.185333333333333
STAG3	-0.79225
TMEM154	0.436333333333333
KLHL32	-0.182333333333333
TSGA10IP	-1.1835
SUV420H2	-0.899333333333333
SF1	-0.8937
2'-PDE	0.266
PNLIPRP2	-0.2585
TRSPAP1	-0.542583333333333
NUP210	-0.660333333333333
ANP32C	-1.43916666666667
RAB11B	-0.357833333333333
ASB15	-0.612
ITGB3BP	-2.0875
UBASH3A	0.753
YWHAB	0.42475
TPRX1	-0.29875
LY6G5C	-0.53
SLC7A2	-1.937625
CLK1	-0.5344
HSD3B7	-0.312333333333333
VDR	2.88175
C16orf74	1.12775
ACE	0.36625
PSMA2	-0.571
CCDC131	-0.21225
ZNF213	0.346166666666667
EML2	-1.127
ALS2CR13	-1.09933333333333
GLYATL1	1.9315
DSPP	-0.05
DHFRL1	-0.567125
C10orf30	-1.10383333333333
SH3RF2	-0.5845
LOC197322	-0.914166666666667
DLL3	-0.6985
TIGD7	0.267
GFRA3	1.66525
CPA1	0.4065
RTN4	-1.1305
PPT2	-1.7645
FASLG	4.12883333333333
FOXP4	0.696
RPL26	-0.2188
GNL3L	-0.694333333333333
FMR1NB	-0.64
CD163	7.87
SGPP2	2.2285
GIMAP2	1.82725
CD37	1.959
DPT	3.49958333333333
NBLA00301	1.584
RGS5	2.15875
C9orf4	0.8555
ACTL8	1.29683333333333
PRKAR2B	-1.3585
OPLAH	1.6535
C20orf134	2.7695
SPACA5	-0.08975
TBL1X	0.253166666666667
TSPYL3	0.5165
CHCHD3	-1.09125
CRKRS	0.0853333333333333
GPR65	4.6095
DFFA	-0.3695
FUT1	1.1735
C6orf204	0.764833333333333
TMEM51	0.71575
ZNF580	-1.053
CMTM2	-0.26025
C20orf200	0.0435
EZH1	-0.22
FDX1L	-0.14075
MRPL32	0.402
PCAF	-0.3568
ALOX15B	0.719
CD59	0.746916666666667
CDK9	0.104375
ERP29	-0.443
TTR	-6.215
BCMO1	-0.0905
DDIT4	-0.2366
PTGDS	3.91575
C3orf63	-0.403
BST2	1.04975
CYP1A2	-0.459333333333333
C5orf25	-0.62375
STX1A	-1.06794117647059
OR2A12	0.48
SH3BP5L	0.3495
SERINC5	1.10875
USP6	-1.1951
MRPL3	-0.170833333333333
POMP	0.07825
INPP4B	-0.8985
GMPPB	-0.0485
EAPP	-0.18975
AHSA1	-0.9405
ABCA11	-0.265
SLC5A6	1.40308333333333
HIVEP2	0.9335
SUMO2	-0.553375
KIAA1822L	-1.04183333333333
C11orf67	0.15275
TXK	0.52725
PHCA	-0.20775
ICAM4	-2.10416666666667
FPGS	0.0395
SNRPA1	-1.354
KCNJ4	-0.996
KIF6	-1.5878
HIST1H2BG	-1.009
SLC5A5	0.169
ZNF354B	-0.611333333333333
IL12RB2	3.51525
C11orf76	0.4995
GAL3ST2	-0.012
AIFM2	0.15575
SYNC1	-0.8195
UBL3	-0.3775
PIK3CG	-0.044
NLN	-0.1198
BCORL1	0.73125
CD5L	0.27525
ZNF238	-0.0936666666666667
KIAA1394	-0.3515
C16orf55	0.282
CYP3A7	-1.74975
KRTAP3-1	-3.005
TFDP1	-0.646333333333333
MND1	-2.97675
NODAL	-0.1995
GTPBP4	0.13875
TUBGCP2	-0.23475
SLITRK5	0.70075
CIC	0.33275
CD79A	2.7165
SAMD14	0.857166666666667
TNPO3	-0.42
OR10G3	0.6095
OR10G8	0.2665
CCDC111	-1.323
HOXC9	0.556
DCUN1D1	0.38275
CYB5R1	0.70775
TSR2	0.1135
DAB2IP	1.1512
SLC6A5	-0.2265
RAB3D	0.687
DCUN1D4	-0.551166666666667
ERBB3	-0.13475
SDC1	1.98291666666667
ATP6V1H	0.9075
SYK	2.7045
ST20	0.45925
C13orf30	0.236
WDR40A	1.49183333333333
ADMR	0.072
LOC388335	2.63375
ACSM1	-0.486
TDG	0.16175
FLJ11235	0.951
MRPS5	-0.722833333333333
AGPAT2	0.275166666666667
SLC12A1	2.3295
CYP27A1	-1.37125
THAP7	-0.913
XPO1	-0.522333333333333
ALMS1L	0.703166666666667
C1orf2	1.01
ZNF777	0.915166666666667
CAMK2A	0.172166666666667
SMC1B	1.541
IHPK2	-0.481666666666667
LEMD1	1.10875
NKD2	0.0183
CLU	1.58114285714286
ARMETL1	-0.121
PABPC4	-0.25625
CXCL12	3.23316666666667
TFAP2C	2.3526
TTTY8	-0.1315
ABCB10	-0.7706
ENDOD1	0.893333333333333
IDI1	-2.1
KCTD6	-0.447
CCDC105	0.404
ULBP2	-1.3855
ZDHHC5	0.7275
WNT8A	0.0385
COMMD10	-0.77725
KLHL12	-0.312875
GPR50	0.1045
NR5A2	0.128375
OXGR1	0.814
EHD3	0.40775
CAPRIN2	-0.932375
KLRC3	-1.85
SF3B1	-0.167
IPO7	0.236
ALDH1A1	-1.60133333333333
ANKRD5	0.76925
TSNARE1	0.4645
DDEFL1	1.46
RNASEL	0.8035
DNAH9	-0.93
HELLS	-1.16725
TNS4	2.1185
NAV1	0.392
KIAA1409	0.1155
C20orf26	1.38766666666667
TUBG1	-0.816
IRX2	2.611
CNGA4	-0.3305
MGC50559	0.113166666666667
OR4K17	-0.0516666666666666
TM2D2	0.172666666666667
FAM32A	-0.464
TXNDC14	-1.08875
CCBL1	-1.963
ANK1	-1.0054
PRSS23	-1.464875
PPM1L	0.2665
SPATA20	-1.39175
APCS	-0.18275
C14orf122	-0.703833333333333
PSMB5	-0.00862500000000001
C6orf10	0.3028
SETDB2	-0.191
SPNS3	-0.2795
SGMS2	0.1065
MXD3	-1.10133333333333
MON2	-0.5877
CARTPT	0.65225
HNF4A	-1.09383333333333
RABEP1	-0.67475
TNFRSF10B	-0.787875
USH1G	-0.18
PPAP2B	-0.635
TMEM16K	-0.586
CTDSP1	0.325666666666667
CDK5R1	0.882666666666667
GABRR1	-0.4005
OPN1LW	0.103
FAM98C	-0.037
DBN1	0.353625
ACAD10	-0.379916666666667
QTRTD1	-0.282
WNK3	-0.111166666666667
RPS19	0.33875
C1QB	3.698
OTUD5	-0.436
SLC41A2	1.407
TMEM22	-1.88333333333333
KHSRP	-0.282083333333333
TNFRSF11A	0.311666666666667
FBL	-0.362666666666667
IBTK	-0.5885
OXER1	0.0775
CBLN4	0.04025
GPR172B	2.202
CFTR	-0.9115
VSX1	1.5585
CAMK1D	0.39425
LOXL3	-2.43925
RTP4	3.4465
SLFNL1	-0.4105
KIAA0828	-0.880375
PAR5	0.47
LOC723972	-1.08725
GDI2	0.683
CEBPA	0.416
MLF2	0.169833333333333
AFMID	-0.627
ALOX12B	0.1255
BPHL	0.77875
COX5B	-0.46775
S100A10	0.3288
THOC6	0.12675
NHN1	0.0695
RRP12	0.148166666666667
ARID3B	-2.49675
CD3G	0.8285
KIAA0133	1.142
NAT11	-0.696
PPAT	-0.560333333333333
SIRT3	-0.2113
TCERG1L	-2.03675
NIPA1	-1.4428
DPP8	-0.4394
IL7R	3.51483333333333
ZFP64	0.319416666666667
DMAP1	-0.6063
TRMT12	0.59175
TLR4	2.5971
WFIKKN2	0.30625
RAB12	0.2485
DDX51	-0.205166666666667
KIAA1086	-2.01875
ZNF295	-0.262666666666667
ACVR2B	-1.36328571428571
LOC494150	-1.061
ZNF517	0.421
DNASE1L2	-2.32016666666667
SUFU	0.480166666666667
LOC283677	0.012
LMO3	2.1565
PPP2R5D	-0.376333333333333
ZNF587	-0.3893
HIST4H4	-0.14
CYP2C8	0.481
C1orf80	0.570833333333333
DOCK5	0.267666666666667
C9orf24	-0.201
OR5AR1	-0.1295
C11orf24	0.08425
UNQ1940	-0.1475
CAP2	-0.249833333333333
TIMM44	-0.6865
DSEL	-0.9872
ROM1	0.19075
FBXO4	-0.26525
MYLC2PL	-1.8865
MLH3	-0.4195
NOX1	0.514166666666667
DPEP2	1.66225
DNAJB5	0.16175
RLTPR	0.037
MBIP	-0.855333333333333
COPB1	-0.269666666666667
SFTPA1B	-0.105
C10orf4	-0.3528
PRELID1	-0.5255
NOLA1	0.2495
C19orf24	-0.0805
TLR9	-0.044
HLA-DMA	3.89075
HCRP1	-1.582
GPR137	-0.7465
ITGA11	-0.286333333333333
PHF13	-0.0625
MARK4	0.599166666666667
METTL4	-0.5915
MBD3	-0.6265
LOC134145	-0.036625
FGF3	0.4425
SLC35A3	-0.86225
CLEC16A	-0.203
AMOTL1	0.78175
FLJ31438	-2.43125
PAICS	-1.651875
TOMM40L	1.65583333333333
MMD	-1.042
KLK10	3.3553
NIT2	-0.5895
SERPINB10	0.29825
KLF15	-0.2678
CCDC5	-0.79825
WSB2	0.091125
ME3	0.80425
CACYBP	0.0466666666666667
TCTN2	-0.056
JAK1	1.318375
C2orf25	-1.26325
GPD2	0.941
FBXL11	0.427666666666667
CDV3	0.123666666666667
GALNT11	0.638375
NDUFA12L	-0.3608
FLOT1	-0.750071428571429
TOR1AIP2	0.63075
MMP25	0.9895
C1orf164	-0.1053
CHST5	-0.1255
LYRM4	0.01105
GPER	-1.95
HIPK2	1.43925
DAP	0.2623
ZMIZ1	0.548333333333333
DDX58	3.433625
DCC1	0.298
AKT1	-0.5355
ENPP6	1.24516666666667
ERVWE1	-0.463333333333333
CDC34	-0.54125
RNF125	-1.13375
CASC1	0.11175
SHROOM2	-0.2265
RRM2B	-0.109166666666667
COL6A3	1.2535
TMEFF1	-1.62425
PLEKHA4	1.7118
LYSMD1	0.756
SEPT1	0.5035
AOF1	0.13875
GNPAT	0.19175
WDR18	-0.63275
HSD17B12	0.0585
HIST1H2BM	-0.745333333333333
INDOL1	0.9305
SUDS3	0.7335
C1orf192	0.1045
CYP2B6	-0.679
TBC1D2	0.6865
SLC25A12	-0.700375
ERCC6L	-0.5235
MGC10814	-1.258
POLR2C	-0.706333333333333
ZNF77	-0.5435
EIF3K	-0.1154
HPX	-0.8615
ANKRD27	0.2335
MALAT1	-1.111375
PLB1	1.16133333333333
HRNBP3	-0.7915
CPSF4	-0.10175
OR52N2	0.5455
PIP5KL1	-0.93575
GH1	0.49375
HPS5	-0.0795
SLFN5	2.951125
POP5	-0.1425
OVOS2	-1.87416666666667
C20orf108	1.144125
MARS	-1.43725
CLRN3	2.54933333333333
ARSE	-1.75316666666667
PPIE	-0.474833333333333
PHACS	-0.845166666666667
GP5	-0.4795
IL8RB	1.17833333333333
FCRLA	1.016375
ARRDC1	-0.1219
KRTAP9-4	0.298
ZNF613	1.1265
OR11A1	0.4075
TMEM132B	-1.77175
PGLS	0.632
BSND	-0.888333333333333
KCNK18	0.8595
FOXD4	-0.041
SV2C	0.805
LCN2	3.72316666666667
ZNF490	0.3248
C3orf15	0.1092
CACNA2D4	-1.20783333333333
CBX5	-0.13975
MAGEB4	0.46525
BOLA1	0.87475
PPP2R5E	-0.16675
COL5A1	0.9535
ASB7	-0.557166666666667
SFT2D1	-0.425125
DERL1	1.0229
RABL2A	0.513
MOAP1	-0.9595
KIAA1545	0.879333333333333
F3	-0.249
PLEKHM2	-0.97075
CCDC89	0.147333333333333
EFCAB1	0.979375
TMEM48	-0.0645
SEPHS2	-0.345
PYGM	-0.06725
PRICKLE1	3.65825
WNT5B	0.40325
TAS2R38	-0.084
IMP5	0.00899999999999999
KHDRBS1	0.3452
LARS2	-1.04516666666667
C3orf28	-1.19225
FTCD	-1.4065
C10orf68	0.341666666666667
DGAT2L3	0.01775
PSEN1	0.0588333333333333
MGC33657	0.58725
PLA2G4B	0.0315
CDKN2A	-0.993666666666666
DLX1	-1.36675
TSHB	0.3505
C18orf37	0.5685
MEX3C	0.014
MAMDC2	-0.431
PDIA4	0.772333333333333
ATP5E	0.71525
CASP2	0.175714285714286
SERBP1	0.434615384615385
ZNF341	0.035
TESC	-0.61325
TMEM31	0.83
OR51I2	0.029
YTHDC1	0.0814285714285714
JUN	0.584833333333333
AGMAT	-2.27133333333333
PCNXL2	0.379
ATAD5	-0.624625
STK38	0.06425
AZI1	-0.967
RBP1	3.5005
C4orf26	-0.58975
KIAA1026	1.09075
TMEM101	0.40825
HSFX1	-0.041
TREX1	0.818
C18orf10	0.2242
TRIM15	-1.414625
CA6	1.930375
CEP57	-0.76875
AR	1.3625
SESN2	-0.512833333333333
KIF3C	0.866875
EPB41L5	-1.212125
ARHGEF10	-1.40280952380952
POLR3D	-0.74775
INDO	4.31883333333333
GABRA3	-0.472
SCG5	-1.1374
E2F3	0.7718
TIGD5	1.887
FGD6	0.503916666666667
KLHL3	0.064875
SCGB3A2	-2.013
URP2	1.16183333333333
ATP6V1B1	0.1685
CALML6	-0.789
LOC100049076	-1.698
TMF1	0.1305
LOC388503	-0.16975
CDH5	3.378125
RPS6KC1	0.851
DAAM1	0.0221
TNFRSF10D	-0.3925
GSTT1	1.0517
INPP5A	0.33475
TRAF3IP1	0.9695
SMARCE1	0.450142857142857
VRK1	-0.98725
TTC16	0.34
AARS	-0.336333333333333
ARHGAP27	0.032
ZAK	-0.122571428571429
ACSM2B	-2.78625
TRAP1	-1.12866666666667
MRPL53	-0.12525
RNF44	-0.55525
NPTXR	-0.37125
DPYSL3	1.69583333333333
APP	2.0199
GLS2	-2.14766666666667
MNX1	-2.6015
CMTM7	1.217
OR10A7	0.0525
NYD-SP21	2.08916666666667
ORC5L	-0.49475
SLC16A10	0.094125
TMEM178	0.404
LOC441601	-3.7885
PTGIS	1.873
KBTBD7	0.73575
C19orf41	0.26825
CEACAM3	-0.27975
KRT23	5.20625
SERHL	-0.066
PNKD	0.2608125
UBC	0.20225
ATRN	0.26625
HAPLN1	6.98325
RANGAP1	-0.72375
C10orf26	1.38816666666667
KCNA7	-0.71725
SRY	-0.157
LOC376693	-0.6735
HIST1H2BF	-0.7065
CDCA8	-0.885333333333333
MLC1	-0.19275
TNIP3	2.53775
OR4D1	0.8015
IFT52	-0.369333333333333
GOLT1A	1.4945
UTP20	1.08375
RP3-402G11.5	-0.5305
PRSS33	0.222
PMPCA	-0.549
APOB48R	2.60933333333333
GLTP	0.73
MPL	0.5305
C9orf78	0.09
ADAM12	0.88725
CSPG4	-1.333
LOC144305	-2.008
KRTAP4-10	0.1668
PAK1	0.221
ADCY7	0.522
TAS2R43	0.195
FRAS1	-2.10907142857143
PPP1R14A	1.00733333333333
OR2B6	-0.909
ATP13A1	-0.0765
SIDT1	-0.237
C1RL	1.31983333333333
PRKRA	-0.7265
TLN1	0.4607
RP11-50D16.3	-0.818666666666667
MITF	-2.11175
GYS1	-0.189
LYG1	-1.90633333333333
NSMCE4A	-0.4554
DNAI1	-0.202
HOXD11	-2.394
FNBP1L	1.3105
DHX35	-0.4165
LCE3E	0.609625
SLC33A1	0.62025
DCLK3	-0.118333333333333
TRIM33	-0.663333333333333
TMCC3	0.962166666666667
FBXO42	0.258
C1orf27	-0.0771
C17orf50	0.071
RNF14	-0.1095
SLC4A8	-0.503625
RAB3IP	-0.6947
COX6C	0.492214285714286
PCSK1	-0.5058
SLC13A1	0.452125
ARF6	0.585666666666667
KIAA1009	-0.403
HOXA13	-2.09775
HMGN1	-1.34325
CXADR	-1.32058333333333
MGC14436	-0.392
UTF1	1.4295
TSC22D1	-0.0365
BZRAP1	0.7035
PUF60	1.21208333333333
SHC1	0.070875
HOOK3	0.9432
LIMS2	1.91433333333333
BAHCC1	-0.791
CLCC1	-0.0891666666666667
ENTPD3	0.829666666666667
SMO	1.149
PIK3R5	0.46825
CDC14A	0.00691666666666666
KRT1	1.417
ENOX2	1.43916666666667
FLJ22655	4.484
FPRL1	2.443
INTS6	0.0968
ZCCHC5	0.154
SMC3	-0.812
C6orf123	1.27133333333333
FLJ20160	1.3725
LOC653391	-1.137
GSS	-0.44525
NT5M	-0.26475
SIX5	0.1655
TAF5	0.0465
KCNA1	1.008
ANLN	-1.391
MGC45491	-0.8437
SSTR2	2.7675
LYPD4	0.52675
TH1L	-0.325375
CHRNA5	-2.5705
PNMA6A	-0.4815
FLJ16369	-0.297
DLX2	-1.4571
C6orf108	0.32
ALDH3A2	0.116333333333333
CLEC1B	0.3495
LEPREL2	-0.41675
FOXJ1	-0.4135
OR1D4	-0.0435
PPIL4	0.19375
MTRR	-0.74125
