Hybridization REF	TCGA-AN-A0AM-01A-11R-A034-07
ALG10	-0.42775
ITPKC	1.2855
LMX1B	0.588166666666667
RPUSD4	-1.01166666666667
C7orf34	-0.0791666666666667
DLGAP2	0.202
PFN1	0.4726
MICALL2	0.25025
ZNF654	-0.2695
SS18L1	-0.71675
SLC16A8	0.19975
MKI67IP	0.269666666666667
ITGB3	-1.151125
TCEA3	1.94875
CEP152	-2.041625
CLIP1	0.75175
ZNF75	-0.299
ATP5C1	-0.170166666666667
NUDT5	-0.146166666666667
PSCDBP	0.502
UBP1	-0.47075
RBM27	0.4485
C13orf15	1.56175
ZNF282	-0.510833333333333
ZNF222	0.2068
COL10A1	6.36375
PRDM15	-0.98425
TTTY5	0.084
FAM9C	-0.0931666666666667
C20orf67	0.39125
GNG13	0.7945
F12	1.67125
C1orf41	0.84675
CPXCR1	0.0305
GSK3A	0.5285
SUPT6H	1.27483333333333
PI16	-1.65683333333333
ELL2	-0.742166666666667
C9orf167	-1.7265
PVRL3	-2.2421
FLJ38596	0.14375
ADAM20	-0.12375
GPR89A	0.867
GPR87	-1.25
ZNF30	0.508
SMR3B	0.09825
ZNF770	-0.39275
TRPC4AP	1.26216666666667
DKFZP686E2158	0.552666666666667
C2orf28	-0.235
FREM1	-2.43683333333333
LAMA4	0.197833333333333
ADPRHL2	0.43825
EIF4G2	0.1695
GUCA1A	-0.1895
CTNNA2	-1.0915
NUDT15	-0.626833333333333
CEPT1	-0.159333333333333
ZNFX1	0.8325
CCDC92	1.305
TDRD1	0.4005
KCNK5	-1.64483333333333
ETNK1	-0.685416666666667
LTA	0.296
TTPA	0.450666666666667
B3GALNT2	1.353625
SC65	-0.17
PEX5L	-0.94075
EPS15L1	-0.186
MGEA5	-0.85325
HIST1H3A	0.6325
ING1	0.04325
BCAT1	-2.216375
ORC6L	-2.27918181818182
KLK11	-4.5645
C19orf28	-0.41475
DNER	-3.281625
MED22	-1.04157142857143
ETV6	1.20941666666667
CHAC2	-0.97325
CD300E	0.319
CEBPB	2.06325
ZNF398	-0.5695
LRCH3	-0.057
HMGA1	-1.08766666666667
CAPN7	0.147166666666667
MGC5566	-2.962
CCL3	2.844375
NANOS1	-0.08425
ZFYVE19	-0.4555
APITD1	-0.187666666666667
PARD3	0.335125
IRAK4	-1.52883333333333
SERPINI2	0.0765
CEP170L	-0.86875
TTC9	0.954125
MYOM3	-1.2245
MLPH	0.405375
LOC222699	0.186
NRG1	-1.2645
TBC1D9	1.87618181818182
TTK	-1.6045
ZNF557	0.578
DDX41	-0.2145
FANK1	0.655
UBE2D2	0.345875
PSMB10	1.356625
MYH7B	0.3865
GABARAPL2	-0.187375
MARVELD2	1.966
DGCR2	0.873833333333333
UNC45A	1.19133333333333
C6orf72	1.887
ZNF683	5.03175
GIT2	-0.31125
CASK	0.1275
C14orf161	3.01183333333333
LRRC44	0.54025
TIFA	-0.28375
UTP11L	-0.5535
C6orf65	-0.99075
FDPS	0.165
DUSP9	-1.3519
SLC17A8	0.253166666666667
OR51G1	0.336833333333333
NANS	0.1125
OLFML1	1.63975
ATP10B	-0.665875
NPAS3	-0.8915
PRKCA	-1.4795
GGA2	-0.08975
LCE4A	0.152
SPANXN3	0.13475
CCDC115	0.8095
SDCCAG3	-0.5905
GLIPR1L1	0.407
TTC1	0.33225
C17orf76	0.30475
MAD2L2	-0.90975
HIPK1	-0.1729
LRRC3B	-0.448166666666667
CLN3	-0.0342727272727272
C17orf47	0.334
FMN2	-1.72625
TUBB1	-0.702875
WAPAL	0.166166666666667
C3orf21	-0.3785
SCN5A	-0.4056
SMYD1	0.092
BEX5	2.695
ZNF192	0.3895
SEC22A	-0.0301666666666667
GRIA2	1.14457142857143
KIAA0825	-1.9775
NUSAP1	-1.98763636363636
LANCL1	-0.648625
C15orf40	-0.5385
ZNF645	0.01575
GPR61	-0.07875
NLRP14	-0.42
SNX21	0.985
C1QTNF8	0.136
C17orf46	-0.062
IFNA8	0.258
SPRR1B	-0.426166666666667
FLRT1	-0.152
SNX17	0.204333333333333
ASB2	0.107166666666667
HBG1	-5.0745
RPRML	-1.91025
JOSD2	0.680666666666667
PLSCR3	0.1465
SPOCD1	1.0135
RAB39	0.2675
GHRH	0.024
ITIH5L	0.2605
C17orf37	-0.135
SMCR8	0.20175
DPY19L2P3	-0.385
IL11RA	0.1345
GDF3	-3.084
RPS6KB1	-0.559666666666667
DNAJC19	0.0744
TOP1	-0.518
CRCT1	1.140375
MPST	0.492625
DPM2	-0.097375
FAM38B	-2.787
SLC18A1	-1.707
FARP1	-0.857333333333333
PAX7	0.0565
TUBD1	-0.272
GNL3	-0.597125
BTG2	0.211733333333333
NDUFS6	0.88
C1orf79	-1.585
ERAL1	0.73925
ECHS1	0.74125
VPS4A	0.0695
CYP11A1	-0.44725
ABCC6	-0.0833571428571429
PBX4	-1.5595
MOSC1	-0.014875
NCF4	0.268
HYMAI	0.191
NAGPA	-0.2415
OTOP2	0.2615
ACOT12	-0.27225
MTHFD2L	-0.981375
LOC441376	5.13725
C19orf34	-0.3205
RAB1B	-0.40125
ALDOAP2	0.637
NTRK1	-1.5395
ARTS-1	-0.3605
SLC6A11	-0.3605
NAP1L2	-0.03075
CNGB1	-0.0208333333333333
EPB41L4B	1.01983333333333
FAM134B	0.9775
HS3ST3A1	0.01
CPXM2	4.86275
SIRPB2	0.426
CHORDC1	-0.752833333333333
TRIB3	1.09816666666667
SLC2A5	1.21725
C2orf49	-0.69
DDX5	-0.33
OR5L1	0.99
ANAPC4	-1.09883333333333
ZSWIM1	1.334
LOC93622	-0.75
KCNK3	-0.3167
RP11-35N6.1	-1.948125
ZFP161	-0.1885
AQP9	3.479
SLC15A2	-0.995666666666667
MREG	0.928
OR9I1	0.561
PDLIM2	0.52825
ADAM7	0.493
GSTCD	-0.665833333333333
WDR21A	0.1275
SLC12A8	1.444
TMEM174	-0.10025
IGSF3	-1.64716666666667
LRRN1	0.24275
LOC402117	0.1175
SRPK1	-0.937333333333333
LY6K	-1.8791875
NFIA	4.146
PTCD3	-0.469
LEP	0.597666666666667
PCDH21	-0.611833333333333
MAPKAPK2	0.605
NMNAT1	-0.568833333333333
LHFPL2	0.424375
C9orf43	-0.76725
DIP2A	-1.182
ACTR8	0.00675000000000001
CCDC34	-0.60875
PTPN22	-0.6795
ITGA3	-1.3765
FAM129C	0.0535
RABGGTA	0.597833333333333
UNC45B	0.327
KIAA1033	-0.00600000000000001
ZNF510	-0.565833333333333
CYP2D6	-0.3425
SLC26A10	0.941
STX8	-0.60325
LUZP1	-0.089875
WDR89	0.296833333333333
EIF4G3	-0.1438
C5AR1	0.636875
ZNF623	-0.533
A2M	1.64075
TGM7	0.07
GRPEL1	-0.2905
LMNB2	-0.6836
ROCK2	0.4265
SNX16	-0.647125
CCDC66	-0.85425
ANXA3	-1.3105
KIAA1609	0.095375
EED	-0.8795
RNF32	-0.362833333333333
HES1	1.082
CLC	1.40066666666667
ISL1	-0.261166666666667
KIAA0528	-0.52725
MANEA	0.039125
C1orf61	-2.119
hCG_2001000	1.67425
RAPGEF6	0.0315
KIAA0020	-0.464166666666667
NEIL1	0.70075
C16orf45	2.152
RBM10	0.6525
C10orf125	-0.743125
MRS2L	-0.28525
DNAH17	-0.568
C19orf10	-0.15875
C1orf160	0.56775
SLFN12	-0.4245
EXOC3	1.04616666666667
HIST3H3	0.31525
NCOR2	0.578
TNFRSF9	1.4455
MFSD8	-0.045
ALX1	-2.7875
NOL1	-0.14125
PODN	2.3565
TIAL1	-1.05625
HIST1H1E	-0.32775
NPY6R	0.32825
TM4SF4	-0.21225
CORO2A	-0.77775
ETNK2	0.704333333333333
APOE	0.6579
ANGPT4	0.094
HDGF2	-0.5035
G30	0.0765
ST8SIA4	-0.425375
F2RL1	-0.123375
FAM19A4	-0.94
CCAR1	-0.79825
B3GNT7	0.361
OPHN1	-0.6286
DSCR6	1.496
C21orf13	0.2055
GAS2L1	0.623166666666667
RFX3	-0.8965
COPS4	-0.088
BCHE	-4.74916666666667
BCL2	1.4505
HBZ	-2.85166666666667
ARL13B	0.010625
MAPBPIP	0.852875
MYO15B	0.0725
SPZ1	-0.17625
KIAA1324	2.81622222222222
PLCL2	-1.106625
C4orf29	-0.99275
WDFY2	-0.7335
ZNF284	-0.071
NAALADL1	-0.1985
DUSP5	1.32416666666667
PXDN	0.995875
SLMO1	-0.52225
TNXB	0.6071
BIRC7	-0.665
A4GALT	0.847833333333333
TIMM22	0.278
FAM110C	1.15725
TOMM34	1.138875
ABHD9	0.4075
ADAM32	0.272
CRHBP	-0.53625
AQP2	0.45375
LOC130355	1.01825
ZNF187	0.0816666666666667
ZNF816A	0.3195
F7	-0.5075
CNOT1	-0.3249
SLC13A4	-0.72
ZBTB11	-0.39175
B3GALT5	0.283
EXOC2	0.169333333333333
IRS1	1.2044
TMEM1	-0.229333333333333
MRPL34	-0.151833333333333
SAMM50	0.54675
CDC42EP3	-0.6075
HSF2	-0.836
MFN2	0.335
TSPAN7	-2.771
NUCB1	0.833166666666667
RHOH	-0.7545
ARL16	0.614
TACR1	0.323
SFRS5	-1.27983333333333
SNX25	-0.78325
RHBDF1	0.746166666666667
PCDH18	0.189
HMG1L1	-0.13225
MYO5C	1.062125
MAPK10	0.063
LDHAL6A	0.100166666666667
NUDT12	-0.745666666666667
NCAM1	-0.12925
GLIS2	0.575
GGTL4	1.8425
DAPP1	-0.687
ATF7	0.493125
KIAA0748	-0.768
NFIL3	-0.42925
TM6SF1	0.4561
SEZ6	0.1045
NANOS3	0.503833333333333
DNAJA3	0.254166666666667
CLDN6	-2.2135
CIITA	3.1247
EPHA4	-1.23925
FANCC	-0.0315
CMTM3	-0.00387500000000002
PSG3	-0.249625
MRPL15	-0.59725
C21orf59	0.06775
PLCXD2	0.091
C2orf34	-0.185875
UBE2L6	2.1445
MED14	-0.2365
HP1BP3	-0.8529
C6orf208	-0.2725
TPBG	1.6285
OSR2	0.264875
XPC	-0.521333333333333
KLHL7	-0.613666666666667
CCR3	-0.5425
AGTPBP1	-1.54533333333333
PCSK6	2.043
STAT5A	-1.4692
FAM18B	-0.0955
LONRF2	0.375666666666667
PTPN2	-0.177125
SF3A3	-0.675333333333333
EFCBP2	0.25375
HCFC1	-0.605333333333333
AHNAK	-0.04005
ACTR5	0.541
KIF14	-1.20671428571429
TENC1	0.406
HEATR5B	0.1645
YIPF2	0.963333333333333
MYEOV2	1.10316666666667
DUSP18	1.0975
KIAA1012	-0.67325
AHR	-1.27633333333333
C17orf53	-1.3265
PTPRH	-3.373
ATP6V1C1	-0.7591
TAS2R3	0.203
LOC440356	-0.95025
COQ10B	0.04725
PSMF1	0.458666666666667
SORBS2	0.1525
NFE2L2	-0.883
TMCO7	0.0905
SH3PXD2A	-0.7138
SH2D2A	0.388
SPINK5	-1.69575
MRPS24	-0.10925
OPA3	0.60675
TRAF7	0.0371666666666667
C4orf35	0.250333333333333
MT1G	-0.677375
MGC39545	0.17025
HS1BP3	0.4379
OR2B2	0.487
CHRM4	0.2135
SFRP2	1.79916666666667
RIC3	-0.53625
ART1	0.103
C6orf1	0.2
DUS4L	-1.50075
C10orf104	-0.045
TNFAIP6	2.39375
RTEL1	-0.07125
CCT4	-0.0603
ZNF709	-0.5305
CHMP6	1.20683333333333
UPP2	0.33875
CYP19A1	-1.564
CD151	-0.108833333333333
NDUFA13	-0.2725
ARFRP1	-0.324666666666667
FAM26B	1.52075
CRYBA1	-0.312
MRPL41	0.130333333333333
NPFFR2	-1.0395
HRH2	0.103
SCAMP3	0.67
MTMR6	0.5419
MTG1	-1.08716666666667
UBTD1	0.9585
CRABP1	-0.162
FLJ33790	0.3252
KIAA1908	-0.21
GPR158	0.4095
PACSIN3	-1.02433333333333
OMD	2.5245
CATSPER1	-0.164833333333333
HOXB8	-0.840125
FBXO46	0.635
OAS1	1.46083333333333
SVIL	-0.70975
PHB2	-0.07875
ADCY3	0.7435
NDRG2	0.0465
ERMAP	-0.2718
APBA2	0.5085
IGSF9	2.235
WNT6	1.06485714285714
MYCBPAP	-0.29025
ATP2B2	-0.0137
CPVL	-1.053
TRAM2	-0.7165
NOP5/NOP58	-0.124
ZNRF4	-0.19625
TLK1	-0.520875
MTMR12	-0.0987857142857143
ZNF384	-0.194666666666667
FAM9B	-1.96725
RPN1	1.2233
PMVK	0.68675
EIF3D	0.6155
SIX2	-0.932
HPS1	0.0752857142857143
RNF7	0.37
PSKH2	0.0035
KCTD13	0.588
CSMD3	0.1628
FBF1	0.1135
IL8	-2.994
SERPINB13	0.30975
FBXL20	-0.53975
BLR1	0.1725
SH2B1	-0.466833333333333
RFNG	0.68625
RAB20	0.889
RBM7	-0.63875
POLR1A	-0.376333333333333
TMPRSS4	-2.496
TAF9	-0.257
TERF2	-0.541
TNFRSF1A	0.79175
ACADVL	-0.402
GTF2H5	-0.16675
EDG8	-1.187
C9orf140	-0.51075
UST6	0.25425
ZBTB8OS	0.26625
ZNF710	0.617
GPR174	-1.047
ATP6V0A2	0.16525
KIAA0319L	0.0923333333333333
XKRX	0.4855
DOPEY2	0.8428
SDHD	-0.727
SUMF1	0.7495
OSM	2.214
OPN3	-1.9375
DAGLB	-0.012
PPFIBP1	0.4281
TRIM63	-3.8475
C10orf53	0.051
LYPD3	0.7745
BCL7A	-0.644125
AGER	-0.8985
TCF19	-0.9935
SAT2	0.28825
PFTK1	1.11766666666667
GABRE	-1.6495
C15orf38	2.3767
FIS1	-0.148
KCNV2	-0.20575
CLPS	0.10825
PPCDC	-1.164125
FOXN2	0.671666666666667
NT5E	-2.1657
CD83	0.5635
IL18	0.193375
VPS16	-0.54775
IGFBP2	-2.35383333333333
NOTCH2	-0.1265
SIGLEC1	2.435875
CD93	4.21
SULF2	-0.42475
CEP164	-0.515
P53AIP1	-0.0905
TOR2A	-0.1205
ZNF136	0.17
MGP	3.3666
CCDC144A	-0.687666666666667
TRPC1	-1.12583333333333
SMS	1.31583333333333
MAPK7	-0.6175
RRAGC	0.9075
PARD6A	0.232833333333333
NUB1	-0.0445
SYNGR4	0.853
OR11H12	0.003
WIF1	0.50125
GCH1	0.8575
OR11H4	0.139
SLC44A5	-0.3635
GPRIN2	1.67316666666667
LOC401431	-0.65225
CPA4	-1.8081
MELK	-1.74588888888889
IL15RA	1.69325
CUL3	0.22175
HMBOX1	-0.44475
PODXL	-2.6245
CCT6B	-0.123666666666667
COMTD1	-0.1835
MUC20	-0.799833333333333
GPX2	-2.9585
ITK	-1.00375
FBXL5	0.23625
C13orf27	-0.86625
DEFA5	0.3895
TRHDE	0.384
MTP18	0.427
UQCRQ	0.8118
ITGB2	1.51408333333333
CSRP2BP	-0.53675
TAS2R44	0.7705
PHPT1	-0.4695
FAM44C	0.16025
ERH	0.2005
MPHOSPH1	-1.49433333333333
MORC1	0.111
PARVB	0.376
LAMA1	-1.95175
PGBD3	0.42475
GIMAP6	3.22675
AREG	1.33633333333333
LIPT1	-0.05525
MGC99813	-0.1415
C1orf201	0.0716666666666667
GRIN2A	-0.6672
MAN2C1	-0.9195
NSUN5	-0.9465
SF3B5	2.679
MYC	-2.46
NRXN1	-0.431916666666667
ZNF18	-0.2315
SPDYA	-0.54275
SLC37A1	0.6785
DECR2	0.56075
ANKRD38	0.604375
SPTLC3	-1.50425
SUPT16H	-0.260375
DTWD2	0.7595
ULBP1	-0.0895
ZADH1	-0.778666666666667
OIP5	-1.80475
IL10RB	-0.0358333333333333
OTUB2	0.72025
VWA3A	0.1345
SPIC	0.121666666666667
OR6C4	0.2065
PSCD4	1.44116666666667
DPY19L2P2	-1.284
TRAPPC6A	0.86
C21orf2	-0.702833333333333
CEMP1	-0.2315
LIN7B	0.451
E2F7	-1.964
VCP	0.066875
LAMA3	-0.275
BGN	1.5965
GPR160	-0.351166666666667
COCH	-0.383
GPR81	0.805333333333333
APOBEC3F	-1.5425
tcag7.1017	-0.588
C1orf32	0.4925
SCGB1D2	6.1825
FLJ43987	0.457
C6orf170	-0.36775
KLK9	0.37
GPD1L	-0.25025
VPS37B	0.1955
ATG3	-0.161666666666667
ADAMTS17	-0.236
KLHDC2	0.364666666666667
NDUFV2	-0.735
BLK	-2.1595
MATN4	-0.6805
GPM6A	-0.073375
GBP4	6.0065
TMEM162	0.311
PKP2	0.9675
HRASLS	1.25444444444444
MMP1	1.33
SFXN3	-0.3203
FSD1	-1.451
ST6GALNAC3	-2.57733333333333
CA12	2.5049
NCOA6	1.77875
C19orf58	-0.0352
PPP4R1	-0.487333333333333
MAN1A2	0.472333333333333
IKBKAP	0.207
UPF1	-0.338
KIAA1219	0.69275
WNT16	0.067
SNW1	-0.291
IL18RAP	2.40575
RPP30	-0.992375
CDC40	-0.6665
SETD3	0.221666666666667
SLAMF6	0.18075
ELK4	-0.624
TRIM47	1.561
ACOX3	0.346375
TRIM6	0.030375
KIAA0372	-0.263166666666667
TP53AP1	0.3745
SMURF2	0.56875
ADAD1	0.1825
EBP	-0.2512
KRTAP13-2	0.8055
FLJ36874	-1.24483333333333
TOR1A	-0.0908333333333333
P2RY4	0.817
GPBP1	-0.08775
TRPV1	0.14575
ADAMTS12	-0.075
PES1	0.2088
ATG4A	0.942666666666667
MAGEA10	-4.09
WFS1	1.3455
CC2D1B	-0.00966666666666665
PABPN1	-0.13825
SLC25A30	0.04225
SLCO1C1	-0.271833333333333
SLC22A5	2.06125
KIF23	-2.41883333333333
SYN2	-0.5055
ASPN	7.65783333333333
CENTG2	-0.18275
QSOX2	-1.6199
FLJ10815	0.0928333333333333
STK24	0.2831875
SPEG	0.0271
STK10	0.573833333333333
DACT2	-2.054
AAAS	-0.80375
SSX3	-1.092
ABCD3	-0.1867
C4orf12	-1.088375
PARVG	0.977
FIG4	-0.63225
C9orf46	0.84575
TMCO6	-0.723
IGHMBP2	-0.87925
DUS2L	-0.531833333333333
FAM3C	-0.7433125
TMEM16D	-1.64075
DCTN4	0.41825
KCNH3	-0.1045
EIF2AK2	1.15525
AP1S3	0.4285
CST4	0.0575
PAM	0.174875
NUTF2	-0.2895
CITED2	1.4255
SLC39A4	-1.27575
C2orf52	-0.7455
GRM3	0.1515
C12orf49	0.663875
CCDC49	-0.5843
GRAMD1B	-1.084
FNDC4	0.429
SIAH2	-0.170875
GDPD4	0.30225
C21orf87	-0.30325
ATP5A1	-0.311833333333333
C16orf63	-0.04775
LOC388135	0.00933333333333334
ATP5J2	-0.83325
MMP3	0.70075
EMID2	-0.18125
CRHR1	0.3785
WDR70	-0.45575
C13orf31	1.3105
ZFAND1	-0.216
CCL18	3.34166666666667
C3orf49	-0.185
RINT1	-0.874
KIAA0408	-1.67733333333333
F13A1	4.4717
SLC10A1	0.1635
OGN	0.267
GIPC2	-1.70516666666667
XPO6	0.22
LCE1A	0.791
FMR1	-0.0973
LOC374920	-0.846
DUSP3	0.114625
ANKMY1	-0.01025
C7orf50	-0.20625
BBS9	-0.2003
UNC119B	0.107
C9orf72	-0.252
MGC35440	-0.01275
ENTPD6	-0.29775
PPP1R2P9	0.28425
ERCC4	0.26575
FAHD2B	-0.342
HMHA1	-0.92
HACL1	-0.3375
RAD23A	0.693
FAM83B	-0.54775
PPP5C	-0.850833333333333
RNASEH2C	-0.86425
C9orf153	-0.1505
SCAMP4	0.36375
GHITM	2.262
NDUFB7	0.754375
ADCYAP1	0.1605
SP110	1.61916666666667
MAP3K7IP2	0.9995
DHH	0.076
AGRN	0.620428571428572
WDR33	0.191833333333333
CEP290	-0.661333333333333
PRPS1L1	-0.930166666666667
KLRA1	-0.7195
GPR97	0.137
CHD7	-0.548
TLR10	0.2575
SLC30A8	-0.2385
HIC1	1.025
IAPP	0.293
RXFP4	0.406
GP1BB	1.02
SHQ1	-0.201
NKX2-3	0.4345
API5	-0.444
FTHP1	0.357
MOV10L1	0.1555
TRIM6-TRIM34	1.606
ADHFE1	-0.0725
FAM117A	-1.3695
DDI1	0.240166666666667
CDON	-0.2075
TRIM73	-1.007
IGKC	4.0365
MMP14	0.381916666666667
DYNC1LI1	-0.51025
C11orf66	-0.39975
TRBV3-1	-0.9395
FASTKD5	-0.214
BIVM	0.1655
LHX4	-0.29725
CXCL2	-1.3988
RAB2B	-0.663
IZUMO1	-0.12125
MAP3K15	-1.7415
FAM19A2	-0.133833333333333
ZC3H8	-0.447666666666667
ZMAT1	0.638125
SPINK5L3	0.26425
SLC10A6	0.2995
APPL2	-0.23
CARD10	0.409666666666667
LOC402176	-0.34375
EEF1D	0.532
RAB6A	0.229
C12orf5	0.33425
PAPOLG	-0.1315
MSRB2	0.556
BCR	0.686166666666667
PUS3	0.159
TIAM2	0.21775
ZNF317	0.101
CHD2	0.00492857142857141
FZD5	-1.47968181818182
NUDT8	-1.00675
ZNF763	-0.4405
PRC1	-0.185888888888889
ABCB9	1.29683333333333
SPATA3	0.23825
TRAK2	-0.258375
STAB1	2.99975
LRRTM2	0.154166666666667
psiTPTE22	1.11125
DBI	0.99025
SERPINA11	0.006
NAT5	-0.37375
C20orf58	-2.0975
RPS6KA4	0.421666666666667
FLJ90650	0.21425
TGFBRAP1	0.41325
CHRDL2	3.746875
FAHD2A	-0.455833333333333
CNTN1	-0.31175
BBS4	-0.2405
TMEM181	-0.9255
MINPP1	0.15675
MPHOSPH6	0.194333333333333
HOXC10	1.5596
ITPKB	-0.517125
CLPTM1L	1.38525
MEOX2	-1.7715
ATP6V0C	0.893125
PRPF8	1.36766666666667
TMC5	2.10175
FKBP3	-0.2585
PLEKHB2	-0.18675
OR4D6	0.1885
ZNF544	0.7246
D2HGDH	0.219125
RPL18A	0.0258
HEL308	-0.444125
MPP6	-1.5535
TCERG1	-1.627
KRT16	0.12
KLF17	-0.242
KLF5	-0.7125
CDR1	1.71575
VCX3A	-3.557
FBLN2	1.165625
C14orf104	0.1275
HBE1	-4.347
OR4S2	0.201
C1orf108	-0.426166666666667
ROBO4	2.626
CPEB4	0.591875
C11orf80	-1.07166666666667
BCKDHA	0.4245
MYOC	0.315
GIF	0.5025
CKMT1A	0.8345
RPL3	0.4559
THBS1	2.6155
APOO	0.7985
ARMCX1	1.4105
HSZFP36	0.2465
SNAPC5	-0.592
EIF4ENIF1	1.02975
ZNF433	-0.13125
TNFRSF21	-1.171375
TMPRSS7	-0.829
SPATA18	0.4539
HPDL	-3.1115
MKL2	0.4697
TBX3	0.0928461538461538
C21orf93	0.577333333333333
DAXX	0.27375
ELMO1	-0.23175
RGS13	0.329666666666667
TAF11	-1.013
UNC13A	-2.247125
LOC653314	-0.2805
ORC3L	-0.6565
IMAA	-1.6935
TARBP2	-0.30275
CABIN1	0.1972
TRIOBP	-0.2020625
HIST1H2AC	-0.0145
RGS22	-2.19816666666667
NCOA1	0.909166666666667
IL25	0.7395
SNCG	2.1485
GPR6	0.629
AMDHD1	-0.757666666666667
CHEK2	-0.443
C6orf142	-0.996
DRD4	0.57125
C14orf68	-1.07225
GDF11	0.02375
SEMG2	0.3245
CD247	-0.4245
CDAN1	-0.9545
RBMX2	-0.485833333333333
TGS1	-0.668
OIT3	-0.2235
SYF2	-0.3375
MCM4	-1.78
PKHD1L1	0.03375
CEP192	-1.1975
IFT88	0.04725
RPL9	0.0581428571428571
RAB32	1.265625
DDX43	-3.7275
P2RX2	0.469166666666667
OR5D18	0.401
UBE1	1.42841666666667
SLC24A1	-0.1915
ARHGAP5	-0.66175
CETP	-1.50125
KIAA1731	-0.602
SLC9A4	0.5415
PTPN6	0.9725
BAHD1	-0.609
GRIK3	0.441
CACNB2	-0.9148
PDE10A	-0.24325
DGCR14	0.07275
PCDHB9	0.0438333333333333
RHOQ	0.0783333333333333
MAP3K4	-0.859
KTI12	0.655333333333333
RPL23AP13	-1.64175
GNG11	-1.5715
CLCN3	1.0335
GPAM	-0.7375
VSTM2A	0.473
SLAMF7	2.674
INTS2	-0.162
PPP2CA	0.2751
LRP12	-0.1
SEC14L2	1.15866666666667
DKFZP586H2123	0.2375
MC3R	0.075
CIRH1A	-0.976666666666667
HIST1H2AB	0.6715
POLH	-0.56675
MGC16703	-1.53916666666667
SNAPC2	0.776
FILIP1L	0.96075
RASGRP4	0.2175
LRRC1	0.31125
GAS1	1.5675
PRAC	-0.949
DGKA	-1.05183333333333
NT5C3	-0.004
PEG3	-3.30916666666667
NADK	-0.17225
PRR17	0.7545
LOC374569	-0.35075
SGSH	0.859166666666667
NLRP8	0.3115
GALT	-0.2941
MCF2	0.147
ZNF263	0.5235
TACSTD1	1.77366666666667
TYR	-5.6829
ATP6AP2	-0.65475
RNUXA	0.1755
ABHD10	0.0456
GDPD2	-1.18425
SLC35C1	0.654
UBE2A	-0.241625
HERC5	-0.401666666666667
FAM112B	-4.20783333333333
FBXL16	1.78125
DKFZP434A0131	-0.58625
ELA3A	-1.626
RBM41	-0.6865
HAO2	0.30325
RNH1	0.143
SHANK2	0.687166666666667
OSBP2	-0.75775
DAK	-0.117
C3orf58	0.56875
TCL1B	-0.539
KBTBD2	-0.930625
SUGT1L1	0.368
UBE2E2	0.2685
MYL9	2.50025
CDC23	-0.1695
PBXIP1	0.6609
CXorf40B	0.4945
NBL1	1.4085
RTBDN	0.503
RAB11FIP5	0.46575
TTTY13	-0.6415
SCOTIN	-0.17925
SOHLH1	-0.0893333333333333
CDKN1A	0.430428571428571
NCK1	-0.28275
ZNF550	0.14375
SAPS3	-0.0865
SPIN3	-0.396833333333333
MAGEE2	-0.102
MIS12	-0.4565
OR8H2	0.1785
KIAA0774	0.889166666666667
UNC5D	-1.472
CUL7	-0.0685
LIPC	-2.82883333333333
DIO1	-0.1765
C20orf11	0.5948
CTRL	-0.25725
HS3ST2	0.8555
PAK4	0.9185
CCRL1	4.10625
RNF10	0.144625
ZNF567	0.04625
ZNF660	-0.8995
TCEAL3	1.25475
MAGOH	1.22366666666667
CENPB	-0.508
C19orf7	0.428375
LOC388965	-0.48875
ZCCHC13	0.5505
JMJD1A	-1.6132
HIST1H4H	0.5445
TBRG1	-0.6646
GPC3	-4.822625
TAF1C	-0.711875
EBNA1BP2	0.024
CIAPIN1	-0.071
PDGFRA	0.304277777777778
CSTB	0.374125
CENPI	-1.3
GTF2E2	-0.5635
RPP21	0.364
CCNF	-0.401
KCNQ3	0.1965
FAM79A	1.17475
SLC22A12	0.7115
NOVA1	-0.919833333333333
FZD3	0.2998
AKAP8	-0.0195
SOCS5	-0.378375
CFDP1	-0.83525
DLG5	0.90525
PGM5	-0.339333333333333
C1orf144	0.534166666666667
HDAC10	-0.231
RND2	-0.35
C20orf199	-1.4415
RNMT	-0.55325
SLURP1	1.379625
ASTN1	-0.533875
SH3BGR	2.16025
MYCL1	-0.38425
ZHX1	-0.0851666666666667
CENPK	-2.24175
FOSB	-0.0664
LOC643406	-0.026375
C2orf59	-0.586125
TMEM135	0.126625
SLC27A2	2.317
KRT33A	0.7465
OVOL1	1.224375
PAMCI	-3.56166666666667
S100A7	4.6865
ZNF789	-1.5945
HARS2	0.5185
RPL23A	0.557
TCF23	0.26475
UPF3B	-0.9115
C17orf78	-0.237
HLA-DOB	0.602833333333333
C14orf142	0.606333333333333
TEKT5	1.16133333333333
DMWD	0.404
POLD1	-1.45816666666667
GSCL	0.4175
CALD1	0.2447
SCRT1	0.432666666666667
AIG1	2.616
UNC84B	-0.4745
ZNF404	-0.09575
TMED6	-2.59275
KIAA1462	0.3025
LRRC27	1.82416666666667
PYGO1	0.2335
PIGU	-1.1675
ALAS2	-3.419
WRNIP1	0.10325
CNNM3	-0.109
ZNF2	-0.199
ST3GAL5	-0.537
MRPL23	-0.13525
TSSK6	-0.37525
PSMA6	0.618
C16orf70	-0.37525
KIAA1602	0.37875
ALMS1	-0.00783333333333333
DCN	2.318
TMEM132D	-0.41375
SUCLG2	-0.32775
ABHD14A	0.8435
DEXI	0.4385
AMPD2	-1.06516666666667
