Hybridization REF	TCGA-AN-A0FS-01A-11R-A034-07
THUMPD1	0.7166
C18orf17	0.14375
CLYBL	0.362833333333333
FLJ13231	-0.281875
CMBL	0.924125
LECT2	-0.14675
NKAPL	1.89733333333333
LOC654780	0.317
OR4C6	0.5495
RAB30	0.0381666666666667
TSSK4	-0.358
TMEM163	0.3435
OSBPL11	0.479416666666667
GNB5	-1.65416666666667
CCL21	2.71575
C1orf121	0.549
FMO2	2.87266666666667
RPTN	1.2675
MSTN	-0.0925
VCL	-0.0837857142857143
FYTTD1	-0.301
C11orf1	-0.84
CCDC88C	0.306
HFE	-0.288388888888889
MOGAT1	-0.1065
FAM125B	0.0631666666666666
IRGQ	-0.0955
RAVER2	0.0715
AKAP5	0.2795
SSSCA1	-0.23175
C11orf63	1.26425
ACTG2	1.5346
PORCN	-0.771
DTL	-1.20536363636364
TMEM151	0.20625
FAM122C	-0.581
RSAD2	2.3913
BAT4	0.4355
KRTDAP	-0.171
MYH8	0.299
CRTC3	0.55825
LRRFIP2	-0.3401
INTS4	-0.5655
TTN	-2.2238
SLC26A5	1.3815
PLLP	-1.14875
RGS6	-0.672125
SRGAP3	1.187
ZNF525	0.559
NBR2	-0.304833333333333
C13orf1	0.0152
ZNF137	0.505
CEP27	-1.795
BEST2	0.2835
RNF121	1.13425
DMRTC2	0.47825
C8orf76	-0.67125
BCCIP	-0.3695
MEST	-0.31975
HTRA2	-0.13
ANGPTL2	1.878
ILKAP	-0.146166666666667
ERAS	0.2145
HBS1L	-0.397375
CPA5	-0.7825
TMEM30A	0.923
CD300LF	1.22333333333333
WISP3	1.6335
CRK	0.635928571428571
PDS5A	-0.423
BRPF3	0.3315
NEDD9	-0.064125
SMPDL3B	0.99175
PSG6	-2.395
PSMD13	0.02275
ETV5	-1.286875
OR51A4	0.13
BTBD7	1.31966666666667
GSTO1	-0.899375
hCG_16001	0.285
MAD2L1BP	-0.0595
COX6A2	0.7495
SCNN1A	1.40466666666667
LSM1	-0.621833333333333
UGT2B11	5.51725
IDUA	1.21
PPP2R3C	-0.896
COX11	-1.30583333333333
PDZK1	0.6515
ZNF443	0.9875
MGC21874	1.21366666666667
ZNF323	1.287
KRTAP10-10	0.1925
CXCL6	-0.0345
SLC34A2	1.2345
LOC284402	0.4615
NPTN	0.96775
UPP1	-1.8835
SLC6A9	-1.53
OR7G3	0.0435
CISD1	-0.867666666666667
ZNF545	0.274333333333333
SYT14	-1.247
NT5C3L	-0.312
ZNHIT3	-0.375666666666667
SNRPD3	0.2255
KIAA0701	-0.06975
UNC93B1	-0.299833333333333
GMNN	-1.88075
SPCS2	0.354833333333333
LOC388524	-0.2565
NAPRT1	-0.353625
PNLIPRP1	0.114
OR6V1	0.4945
PRKAB1	-0.42475
EYA4	-2.16183333333333
KIF20A	-3.40075
ALG10	0.0545
ITPKC	0.325166666666667
LMX1B	1.57116666666667
RPUSD4	-1.04116666666667
C7orf34	0.277666666666667
DLGAP2	-0.253142857142857
PFN1	-0.6346
MICALL2	-0.800833333333333
ZNF654	0.291
SS18L1	-1.22575
SLC16A8	1.08175
MKI67IP	-0.955333333333333
ITGB3	-0.389125
TCEA3	2.41616666666667
CEP152	-2.28975
CLIP1	0.5645
ZNF75	-0.0803125
ATP5C1	-0.971333333333333
NUDT5	-1.076
PSCDBP	-0.48575
UBP1	-0.26125
RBM27	0.718
C13orf15	2.551375
ZNF282	-0.377666666666667
ZNF222	0.3716
COL10A1	6.309
PRDM15	-0.957375
TTTY5	1.097
FAM9C	-0.933181818181818
C20orf67	-0.5605
GNG13	-1.1065
F12	1.179
C1orf41	-0.81475
CPXCR1	-3.419
GSK3A	-0.0635
SUPT6H	-0.2765
PI16	4.4825
ELL2	-0.695333333333333
C9orf167	-1.97216666666667
PVRL3	-1.2227
FLJ38596	1.06675
ADAM20	-0.142
GPR89A	0.4535
GPR87	-1.078
ZNF30	1.36375
SMR3B	0.512
ZNF770	0.104875
TRPC4AP	-0.978333333333333
DKFZP686E2158	0.465333333333333
C2orf28	-0.014
FREM1	0.962333333333333
LAMA4	0.913333333333333
ADPRHL2	-0.08925
EIF4G2	0.145333333333333
GUCA1A	-0.7765
CTNNA2	-1.447875
NUDT15	-1.24116666666667
CEPT1	0.3265
ZNFX1	0.4203
CCDC92	1.01925
TDRD1	-1.492
KCNK5	-2.21933333333333
ETNK1	-0.3275
LTA	0.4335
TTPA	0.532333333333333
B3GALNT2	0.220875
SC65	-0.6985
PEX5L	-1.016
EPS15L1	-0.4475
MGEA5	0.15575
HIST1H3A	1.23775
ING1	-0.00512500000000001
BCAT1	-3.9395
ORC6L	-4.31954545454546
KLK11	-4.27466666666667
C19orf28	-1.96475
DNER	-4.28
MED22	-0.738357142857143
ETV6	1.167
CHAC2	-1.74
CD300E	-1.3585
CEBPB	-0.24775
ZNF398	0.04975
LRCH3	-0.1785
HMGA1	-1.96983333333333
CAPN7	0.282333333333333
MGC5566	-3.672
CCL3	3.416
NANOS1	-1.37825
ZFYVE19	-0.1085
APITD1	-1.07516666666667
PARD3	0.51725
IRAK4	-0.769666666666667
SERPINI2	-0.404
CEP170L	-0.251
TTC9	1.65675
MYOM3	-1.9135
MLPH	1.72675
LOC222699	-1.1035
NRG1	-1.09925
TBC1D9	4.50045454545455
TTK	-2.815
ZNF557	0.4478
DDX41	-0.524166666666667
FANK1	2.19
UBE2D2	-0.1315
PSMB10	0.020375
MYH7B	0.4535
GABARAPL2	-0.33
MARVELD2	1.83066666666667
DGCR2	1.0525
UNC45A	0.165666666666667
C6orf72	0.8605
ZNF683	3.1005
GIT2	0.15125
CASK	0.871666666666667
C14orf161	2.71866666666667
LRRC44	0.17325
TIFA	0.397875
UTP11L	-0.424375
C6orf65	-1.536
FDPS	-0.17525
DUSP9	-2.3029
SLC17A8	-0.232833333333333
OR51G1	0.240833333333333
NANS	-0.1935
OLFML1	2.3575
ATP10B	-1.12485714285714
NPAS3	-1.0095
PRKCA	-2.6067
GGA2	-0.45525
LCE4A	-0.047
SPANXN3	0.235
CCDC115	0.8925
SDCCAG3	-0.83275
GLIPR1L1	-1.06925
TTC1	-0.089
C17orf76	1.19725
MAD2L2	-1.54725
HIPK1	0.3266
LRRC3B	1.48433333333333
CLN3	-0.651272727272727
C17orf47	0.072
FMN2	-2.168875
TUBB1	-1.4355
WAPAL	0.454
C3orf21	-0.28275
SCN5A	-1.44066666666667
SMYD1	0.18575
BEX5	1.16525
ZNF192	0.0725
SEC22A	0.0346666666666667
GRIA2	1.41730769230769
KIAA0825	-1.05675
NUSAP1	-2.87781818181818
LANCL1	0.376
C15orf40	-0.0961
ZNF645	-0.072375
GPR61	-0.4375
NLRP14	-0.655
SNX21	0.3047
C1QTNF8	0.874
C17orf46	-0.3235
IFNA8	0.94
SPRR1B	-1.393
FLRT1	0.00375000000000001
SNX17	-0.226166666666667
ASB2	-0.896
HBG1	-6.3655
RPRML	-2.266
JOSD2	-0.521833333333333
PLSCR3	0.51025
SPOCD1	-1.5485
RAB39	-0.5075
GHRH	3.86283333333333
ITIH5L	0.3015
C17orf37	0.7365
SMCR8	0.1215
DPY19L2P3	-0.287333333333333
IL11RA	1.75183333333333
GDF3	-3.9385
RPS6KB1	-0.593333333333333
DNAJC19	1.3146
TOP1	-0.546
CRCT1	-0.392125
MPST	0.157125
DPM2	-0.1345
FAM38B	-1.1865
SLC18A1	-2.961
FARP1	0.0758333333333333
PAX7	-0.0575
TUBD1	-0.7155
GNL3	-0.64
BTG2	3.6022
NDUFS6	-0.24375
C1orf79	-2.44475
ERAL1	-0.74925
ECHS1	0.8185
VPS4A	-0.590166666666667
CYP11A1	-1.14975
ABCC6	-1.785
PBX4	-1.742
MOSC1	-0.418125
NCF4	-0.0415
HYMAI	-0.2315
NAGPA	-0.69025
OTOP2	-0.40375
ACOT12	-0.384
MTHFD2L	-0.608875
LOC441376	1.6755
C19orf34	-1.096
RAB1B	-0.47125
ALDOAP2	-1.362
NTRK1	-2.39066666666667
ARTS-1	-0.1755
SLC6A11	-0.7855
NAP1L2	1.457
CNGB1	-0.283166666666667
EPB41L4B	0.204416666666667
FAM134B	2.902
HS3ST3A1	-1.59916666666667
CPXM2	5.7135
SIRPB2	0.1085
CHORDC1	-1.38516666666667
TRIB3	-0.579833333333333
SLC2A5	-0.28975
C2orf49	-0.741166666666667
DDX5	-0.44275
OR5L1	0.574
ANAPC4	-0.072
ZSWIM1	0.7085
LOC93622	-0.543625
KCNK3	-0.3022
RP11-35N6.1	-1.176625
ZFP161	0.708166666666667
AQP9	-0.444666666666667
SLC15A2	-0.1855
MREG	0.6655
OR9I1	0.213
PDLIM2	0.409
ADAM7	0.799
GSTCD	0.517833333333333
WDR21A	0.03825
SLC12A8	1.177
TMEM174	-1.21125
IGSF3	0.778916666666667
LRRN1	1.90625
LOC402117	0.22375
SRPK1	-1.2705
LY6K	-2.1588125
NFIA	3.0825
PTCD3	-1.308
LEP	2.0545
PCDH21	-2.11633333333333
MAPKAPK2	0.282142857142857
NMNAT1	-0.933666666666667
LHFPL2	0.76025
C9orf43	-0.0735
DIP2A	-1.858
ACTR8	-0.162375
CCDC34	-1.9785
PTPN22	-1.601
ITGA3	-0.70425
FAM129C	-0.44275
RABGGTA	-0.036
UNC45B	1.6575
KIAA1033	-0.00375000000000002
ZNF510	-0.0903333333333333
CYP2D6	-1.44633333333333
SLC26A10	-2.172
STX8	0.8675
LUZP1	-0.32675
WDR89	-0.125
EIF4G3	-0.1409
C5AR1	0.545875
ZNF623	0.0705
A2M	1.1045
TGM7	0.128
GRPEL1	-0.815833333333333
LMNB2	-2.0397
ROCK2	-0.697166666666667
SNX16	0.320375
CCDC66	0.03275
ANXA3	1.48475
KIAA1609	-0.341125
EED	-0.86425
RNF32	0.493833333333333
HES1	1.5212
CLC	-0.5965
ISL1	-0.7905
KIAA0528	0.6105
MANEA	1.050375
C1orf61	-2.201
hCG_2001000	0.79375
RAPGEF6	-0.4065
KIAA0020	-0.5375
NEIL1	1.2175
C16orf45	0.888625
RBM10	-0.212666666666667
C10orf125	-1.183875
MRS2L	-0.79875
DNAH17	-1.821
C19orf10	-1.02725
C1orf160	0.17125
SLFN12	0.39
EXOC3	-0.3245
HIST3H3	0.49875
NCOR2	0.267
TNFRSF9	-1.03275
MFSD8	0.31475
ALX1	-3.45683333333333
NOL1	-1.688
PODN	3.4745
TIAL1	-1.0615
HIST1H1E	-2.08075
NPY6R	-0.43825
TM4SF4	0.4925
CORO2A	-0.121
ETNK2	0.683
APOE	-0.082
ANGPT4	0.1595
HDGF2	-0.81825
G30	0.486
ST8SIA4	-0.445375
F2RL1	0.99425
FAM19A4	-2.575
CCAR1	-0.86825
B3GNT7	-0.82025
OPHN1	-0.3677
DSCR6	0.5765
C21orf13	1.177
GAS2L1	0.0665833333333334
RFX3	0.285
COPS4	0.239875
BCHE	-3.625
BCL2	2.993625
HBZ	-3.40816666666667
ARL13B	0.210625
MAPBPIP	1.178125
MYO15B	-0.262625
SPZ1	0.731
KIAA1324	3.94066666666667
PLCL2	-0.1975
C4orf29	-1.05625
WDFY2	-0.443125
ZNF284	-0.089
NAALADL1	0.313
DUSP5	1.149
PXDN	0.3165
SLMO1	-0.831
TNXB	1.2909
BIRC7	-1.66175
A4GALT	0.538333333333333
TIMM22	0.2205
FAM110C	1.07175
TOMM34	-1.2245
ABHD9	0.4305
ADAM32	1.7975
CRHBP	0.9795
AQP2	0.303
LOC130355	0.77575
ZNF187	0.941
ZNF816A	0.886
F7	0.41675
CNOT1	-1.3097
SLC13A4	-1.57475
ZBTB11	-0.243
B3GALT5	1.12525
EXOC2	0.977166666666667
IRS1	1.2026
TMEM1	-0.7125
MRPL34	-0.107
SAMM50	-0.50425
CDC42EP3	-0.39075
HSF2	-0.6181
MFN2	0.3905
TSPAN7	-0.5835
NUCB1	0.464583333333333
RHOH	0.6145
ARL16	-0.387
TACR1	-0.46725
SFRS5	0.3675
SNX25	0.43225
RHBDF1	0.696
PCDH18	3.5555
HMG1L1	-0.608
MYO5C	1.211625
MAPK10	1.5705
LDHAL6A	0.5816
NUDT12	0.9515
NCAM1	-0.4885
GLIS2	0.0695
GGTL4	0.279
DAPP1	-0.71975
ATF7	0.757125
KIAA0748	-1.7635
NFIL3	-0.49225
TM6SF1	0.8624
SEZ6	-0.272125
NANOS3	0.694
DNAJA3	-0.835833333333333
CLDN6	-3.5705
CIITA	2.2073
EPHA4	-0.708916666666667
FANCC	-0.07725
CMTM3	0.244875
PSG3	-0.632285714285714
MRPL15	-1.02625
C21orf59	-0.20975
PLCXD2	-0.74575
C2orf34	-0.369125
UBE2L6	1.4
MED14	-0.627166666666667
HP1BP3	0.0203
C6orf208	-0.354
TPBG	0.80325
OSR2	0.707375
XPC	-0.0268333333333333
KLHL7	-1.17016666666667
CCR3	-0.762166666666667
AGTPBP1	-1.4595
PCSK6	0.6514
STAT5A	-1.0221
FAM18B	0.31825
LONRF2	-0.927166666666667
PTPN2	-0.84
SF3A3	-1.05666666666667
EFCBP2	-0.68875
HCFC1	-0.7185
AHNAK	0.2996
ACTR5	-0.1765
KIF14	-2.90757142857143
TENC1	1.763
HEATR5B	0.825
YIPF2	0.549833333333333
MYEOV2	1.1376
DUSP18	1.24825
KIAA1012	0.46475
AHR	0.419166666666667
C17orf53	-2.09016666666667
PTPRH	-2.98175
ATP6V1C1	-0.1123
TAS2R3	-1.026
LOC440356	-0.8755
COQ10B	0.70475
PSMF1	0.10525
SORBS2	2.76241666666667
NFE2L2	-0.55275
TMCO7	-0.664
SH3PXD2A	0.8765
SH2D2A	-2.287
SPINK5	-1.488
MRPS24	-0.937
OPA3	0.234
TRAF7	-1.2585
C4orf35	0.2075
MT1G	-1.205625
MGC39545	1.089
HS1BP3	-0.0817
OR2B2	0.0475
CHRM4	-0.3095
SFRP2	3.87233333333333
RIC3	0.4595
ART1	0.159
C6orf1	1.175
DUS4L	-1.056
C10orf104	1.05275
TNFAIP6	3.76825
RTEL1	-0.577
CCT4	-0.4975
ZNF709	0.37825
CHMP6	0.507666666666667
UPP2	0.1235
CYP19A1	-0.509125
CD151	-0.816833333333333
NDUFA13	0.213833333333333
ARFRP1	-1.00333333333333
FAM26B	2.00675
CRYBA1	-0.9265
MRPL41	0.3005
NPFFR2	-0.064125
HRH2	-0.472
SCAMP3	0.3365
MTMR6	1.1048
MTG1	-0.915333333333333
UBTD1	1.542
CRABP1	-3.2945
FLJ33790	0.9285
KIAA1908	-0.822
GPR158	0.0345
PACSIN3	0.0631666666666667
OMD	4.26466666666667
CATSPER1	-0.531
HOXB8	-0.013875
FBXO46	1.353
OAS1	0.761666666666667
SVIL	0.87525
PHB2	-0.6235
ADCY3	-0.3505
NDRG2	1.91733333333333
ERMAP	0.5052
APBA2	-2.43616666666667
IGSF9	3.18025
WNT6	-0.0534615384615384
MYCBPAP	2.55825
ATP2B2	0.033
CPVL	-0.9491
TRAM2	-0.617333333333333
NOP5/NOP58	-0.92125
ZNRF4	-0.12675
TLK1	0.573125
MTMR12	0.122571428571429
ZNF384	-0.665
FAM9B	-2.41125
RPN1	0.3054
PMVK	1.35675
EIF3D	0.097
SIX2	-0.31525
HPS1	0.643928571428572
RNF7	0.5535
PSKH2	0.1025
KCTD13	-1.002
CSMD3	-1.3897
FBF1	0.5075
IL8	-4.84742857142857
SERPINB13	0.747833333333333
FBXL20	-0.51225
BLR1	0.00850000000000001
SH2B1	-0.708166666666667
RFNG	-0.864875
RAB20	0.928833333333333
RBM7	-0.446
POLR1A	-1.22916666666667
TMPRSS4	-3.2815
TAF9	-0.912125
TERF2	-0.468833333333333
TNFRSF1A	0.546083333333333
ACADVL	-0.107166666666667
GTF2H5	0.5315
EDG8	-0.332
C9orf140	-2.06575
UST6	-0.9285
ZBTB8OS	-0.64125
ZNF710	0.6805
GPR174	-2.2605
ATP6V0A2	-0.95175
KIAA0319L	0.13025
XKRX	0.076
DOPEY2	0.6761
SDHD	-0.617583333333333
SUMF1	1.70925
OSM	2.40675
OPN3	-0.7885
DAGLB	-0.263833333333333
PPFIBP1	0.4148
TRIM63	-1.68475
C10orf53	0.5465
LYPD3	1.438
BCL7A	-0.48425
AGER	-2.019
TCF19	-1.359375
SAT2	0.296
PFTK1	1.0945
GABRE	-2.536625
C15orf38	1.3437
FIS1	0.501
KCNV2	-0.53025
CLPS	-0.46825
PPCDC	-0.799125
FOXN2	0.640833333333333
NT5E	-2.4844
CD83	0.87175
IL18	-1.135125
VPS16	0.2925
IGFBP2	-0.170166666666667
NOTCH2	0.5715
SIGLEC1	2.371125
CD93	5.344
SULF2	-0.33775
CEP164	-0.60575
P53AIP1	-0.2945
TOR2A	-0.504166666666667
ZNF136	0.55
MGP	4.1368
CCDC144A	-1.09966666666667
TRPC1	-0.2875
SMS	-0.958833333333333
MAPK7	-0.281666666666667
RRAGC	0.71825
PARD6A	0.0055
NUB1	0.228166666666667
SYNGR4	0.30625
OR11H12	-0.3425
WIF1	3.563875
GCH1	-0.69575
OR11H4	0.396
SLC44A5	1.0105
GPRIN2	1.54283333333333
LOC401431	1.02875
CPA4	-2.6701
MELK	-3.60444444444444
IL15RA	0.20775
CUL3	0.87375
HMBOX1	0.31675
PODXL	-1.811
CCT6B	0.545833333333333
COMTD1	-0.51025
MUC20	-0.0708333333333333
GPX2	-2.79075
ITK	-2.27975
FBXL5	2.353
C13orf27	-1.09375
DEFA5	0.0595
TRHDE	-0.156
MTP18	-0.794833333333333
UQCRQ	0.2751
ITGB2	0.489916666666667
CSRP2BP	0.8325
TAS2R44	1.2295
PHPT1	0.172375
FAM44C	-0.24175
ERH	0.9355
MPHOSPH1	-1.94116666666667
MORC1	-0.0985
PARVB	-1.2665
LAMA1	-2.46866666666667
PGBD3	0.9565
GIMAP6	4.64325
AREG	0.461
LIPT1	0.1715
MGC99813	-1.82325
C1orf201	0.3825
GRIN2A	-0.7349
MAN2C1	-0.91225
NSUN5	-0.9275
SF3B5	0.37725
MYC	-2.14846666666667
NRXN1	0.354363636363636
ZNF18	0.76925
SPDYA	-1.10585714285714
SLC37A1	0.9555
DECR2	-0.0365
ANKRD38	1.128625
SPTLC3	-0.971333333333333
SUPT16H	-0.42325
DTWD2	1.124
ULBP1	-0.925
ZADH1	0.0348333333333333
OIP5	-2.832
IL10RB	-0.041
OTUB2	0.026625
VWA3A	-0.4434
SPIC	0.00133333333333334
OR6C4	0.022
PSCD4	0.215
DPY19L2P2	-1.329
TRAPPC6A	0.955666666666667
C21orf2	-0.231166666666667
CEMP1	-0.265
LIN7B	-0.3865
E2F7	-2.197
VCP	-0.261125
LAMA3	1.89225
BGN	1.98675
GPR160	1.80433333333333
COCH	-2.56616666666667
GPR81	2.77816666666667
APOBEC3F	-0.73625
tcag7.1017	-0.47675
C1orf32	0.002
SCGB1D2	6.52375
FLJ43987	-0.0285
C6orf170	0.03625
KLK9	0.4055
GPD1L	1.179
VPS37B	-0.28475
ATG3	-0.417333333333333
ADAMTS17	-0.726
KLHDC2	0.305833333333333
NDUFV2	-0.29525
BLK	-3.17225
MATN4	-1.6285
GPM6A	0.418142857142857
GBP4	2.82683333333333
TMEM162	0.383833333333333
PKP2	0.401
HRASLS	-1.90966666666667
MMP1	-3.691
SFXN3	-0.1056
FSD1	-2.37666666666667
ST6GALNAC3	-1.38666666666667
CA12	3.6227
NCOA6	0.50975
C19orf58	-0.8353
PPP4R1	-0.242333333333333
MAN1A2	0.955833333333333
IKBKAP	-0.93825
UPF1	-0.157
KIAA1219	0.5085
WNT16	1.3155
SNW1	0.1565
IL18RAP	1.00675
RPP30	-0.381625
CDC40	0.00657142857142856
SETD3	-0.195166666666667
SLAMF6	0.357333333333333
ELK4	-0.289
TRIM47	-0.00249999999999998
ACOX3	1.657625
TRIM6	0.74525
KIAA0372	-0.300166666666667
TP53AP1	1.656875
SMURF2	-0.30175
ADAD1	-0.18025
EBP	-0.7732
KRTAP13-2	-0.4555
FLJ36874	-0.3385
TOR1A	-0.402
P2RY4	0.7305
GPBP1	0.44575
TRPV1	-0.00675
ADAMTS12	0.634833333333333
PES1	-0.735
ATG4A	0.9245
MAGEA10	-5.28175
WFS1	1.17175
CC2D1B	-0.6076
PABPN1	-0.20825
SLC25A30	-0.4075
SLCO1C1	-0.472666666666667
SLC22A5	1.5465
KIF23	-3.3315
SYN2	-0.0618333333333334
ASPN	9.25566666666667
CENTG2	0.73
QSOX2	-1.8815
FLJ10815	-0.597166666666667
STK24	-0.6080625
SPEG	-0.1668
STK10	-0.414833333333333
DACT2	1.435
AAAS	-0.93375
SSX3	-2.513375
ABCD3	0.8393
C4orf12	0.73
PARVG	-0.188
FIG4	0.948
C9orf46	1.75975
TMCO6	-1.156
IGHMBP2	-1.2095
DUS2L	-1.276
FAM3C	-0.0860625
TMEM16D	-2.08
DCTN4	0.91
KCNH3	-0.66725
EIF2AK2	0.8655
AP1S3	-0.120875
CST4	1.032
PAM	0.6455
NUTF2	-0.87525
CITED2	1.1406
SLC39A4	-0.7755
C2orf52	-2.081
GRM3	-0.055
C12orf49	0.57725
CCDC49	-0.3478
GRAMD1B	-1.491125
FNDC4	0.4615
SIAH2	-0.430625
GDPD4	-1.00375
C21orf87	0.2535
ATP5A1	-0.317666666666667
C16orf63	-0.63425
LOC388135	1.0665
ATP5J2	-0.731
MMP3	-0.26175
EMID2	-0.45875
CRHR1	0.19375
WDR70	-0.33275
C13orf31	1.82175
ZFAND1	0.14075
CCL18	4.74333333333333
C3orf49	-0.1965
RINT1	-1.462
KIAA0408	-1.46966666666667
F13A1	5.0495
SLC10A1	0.367833333333333
OGN	5.03275
GIPC2	0.0393333333333333
XPO6	-0.901166666666667
LCE1A	0.646
FMR1	0.6978
LOC374920	0.275
DUSP3	0.027125
ANKMY1	-0.1695
C7orf50	-0.74575
BBS9	-0.4566
UNC119B	-0.171625
C9orf72	-0.022125
MGC35440	0.424333333333333
ENTPD6	-0.219125
PPP1R2P9	-0.66425
ERCC4	-0.22325
FAHD2B	-0.49
HMHA1	-0.1415
HACL1	0.0895
RAD23A	-0.635
FAM83B	-0.12825
PPP5C	-1.50716666666667
RNASEH2C	0.13875
C9orf153	-0.28875
SCAMP4	0.369375
GHITM	0.243
NDUFB7	-0.225875
ADCYAP1	0.821666666666667
SP110	1.17516666666667
MAP3K7IP2	0.8495
DHH	-0.125
AGRN	-0.085
WDR33	-0.507
CEP290	0.1625
PRPS1L1	-2.07716666666667
KLRA1	0.2255
GPR97	-3.7945
CHD7	-2.52825
TLR10	0.55025
SLC30A8	-0.7085
HIC1	2.00983333333333
IAPP	-0.3525
RXFP4	-0.20675
GP1BB	0.8625
SHQ1	0.5525
NKX2-3	-0.803333333333333
API5	-0.403
FTHP1	-0.0915
MOV10L1	0.666
TRIM6-TRIM34	2.59816666666667
ADHFE1	1.633
FAM117A	0.49325
DDI1	1.225
CDON	0.2498
TRIM73	-0.7795
IGKC	3.808
MMP14	-0.901416666666667
DYNC1LI1	-0.9305
C11orf66	-0.059
TRBV3-1	-0.992
FASTKD5	0.373
BIVM	-0.992
LHX4	0.36275
CXCL2	-0.3178
RAB2B	-0.065
IZUMO1	-0.4265
MAP3K15	-1.63925
FAM19A2	0.554333333333333
ZC3H8	-1.1615
ZMAT1	2.055125
SPINK5L3	-2.558
SLC10A6	2.124
APPL2	0.31525
CARD10	-0.119
LOC402176	0.046375
EEF1D	0.6651
RAB6A	1.7911
C12orf5	-0.647875
PAPOLG	1.1865
MSRB2	0.90075
BCR	0.349
PUS3	-0.54625
TIAM2	-0.5065
ZNF317	-0.118666666666667
CHD2	0.252769230769231
FZD5	-1.58586363636364
NUDT8	-0.8105
ZNF763	-0.001
PRC1	-2.74033333333333
ABCB9	-0.6265
SPATA3	0.24725
TRAK2	0.959125
STAB1	3.259375
LRRTM2	-0.158
psiTPTE22	0.8755
DBI	0.67425
SERPINA11	0.5255
NAT5	0.3395
C20orf58	-2.88875
RPS6KA4	0.0355
FLJ90650	0.21425
TGFBRAP1	-0.31175
CHRDL2	-0.57025
FAHD2A	-0.707166666666667
CNTN1	0.543
BBS4	-0.2633
TMEM181	0.464
MINPP1	-0.22175
MPHOSPH6	0.351416666666667
HOXC10	-1.2765
ITPKB	1.026375
CLPTM1L	-0.594
MEOX2	1.73233333333333
ATP6V0C	0.2445
PRPF8	-0.3295
TMC5	3.764
FKBP3	-0.2385
PLEKHB2	-0.92125
OR4D6	0.4695
ZNF544	-0.3914
D2HGDH	-0.599625
RPL18A	-0.5193
HEL308	0.057875
MPP6	-2.40425
TCERG1	-1.958
KRT16	-0.244166666666667
KLF17	-0.975333333333333
KLF5	-0.20525
CDR1	3.16225
VCX3A	-3.5945
FBLN2	2.507625
C14orf104	-0.18275
HBE1	-5.0024
OR4S2	0.487
C1orf108	-0.476833333333333
ROBO4	4.09816666666667
CPEB4	1.458875
C11orf80	-1.02616666666667
BCKDHA	0.663166666666667
MYOC	4.22425
GIF	0.5945
CKMT1A	-0.2245
RPL3	0.6537
THBS1	2.698125
APOO	-0.5955
ARMCX1	2.2835
HSZFP36	1.154
SNAPC5	-0.29525
EIF4ENIF1	1.152
ZNF433	0.12175
TNFRSF21	-1.64975
TMPRSS7	1.044
SPATA18	1.1952
HPDL	-3.6705
MKL2	1.6942
TBX3	2.76246153846154
C21orf93	-0.0415
DAXX	-0.37075
ELMO1	-0.15775
RGS13	2.94516666666667
TAF11	-1.19225
UNC13A	-2.59
LOC653314	-0.3852
ORC3L	-0.59525
IMAA	-3.8125
TARBP2	-1.11075
CABIN1	-0.2177
TRIOBP	0.032875
HIST1H2AC	1.221875
RGS22	-1.80116666666667
NCOA1	1.35333333333333
IL25	0.592
SNCG	0.8135
GPR6	-0.0495
AMDHD1	-0.852
CHEK2	-1.2455
C6orf142	-0.01375
DRD4	-0.2135
C14orf68	-1.451
GDF11	-2.065
SEMG2	0.2665
CD247	-2.50475
CDAN1	-0.27125
RBMX2	0.443333333333333
TGS1	-0.65875
OIT3	1.322
SYF2	0.718
MCM4	-2.459625
PKHD1L1	0.99125
CEP192	-0.7125
IFT88	0.699
RPL9	0.727571428571429
RAB32	0.406125
DDX43	-3.06425
P2RX2	0.367
OR5D18	0.097
UBE1	-0.425583333333333
SLC24A1	0.729375
ARHGAP5	0.351
CETP	-0.39625
KIAA1731	-1.4145
SLC9A4	0.598
PTPN6	0.6525
BAHD1	0.39075
GRIK3	0.766
CACNB2	-0.1844
PDE10A	0.3465
DGCR14	-0.227
PCDHB9	-0.605166666666667
RHOQ	0.665
MAP3K4	-0.035
KTI12	0.0218333333333333
RPL23AP13	-0.33325
GNG11	0.8015
CLCN3	1.75666666666667
GPAM	-0.2445
VSTM2A	-0.7105
SLAMF7	1.1205
INTS2	-1.34075
PPP2CA	0.2532
LRP12	0.0457333333333333
SEC14L2	3.79266666666667
DKFZP586H2123	4.85925
MC3R	-0.752
CIRH1A	-2.47083333333333
HIST1H2AB	-0.142166666666667
POLH	-0.490625
MGC16703	-2.90516666666667
SNAPC2	0.505
FILIP1L	1.44325
RASGRP4	-0.0145
LRRC1	2.12
GAS1	1.8765
PRAC	-0.40225
DGKA	-1.09166666666667
NT5C3	-0.84975
PEG3	-2.64433333333333
NADK	-1.2695
PRR17	0.074
LOC374569	-0.997
SGSH	0.705833333333333
NLRP8	1.507
GALT	-0.6734
MCF2	-0.316
ZNF263	-0.26525
TACSTD1	-0.4
TYR	-6.7007
ATP6AP2	0.52625
RNUXA	-0.05875
ABHD10	0.6784
GDPD2	-1.4055
SLC35C1	0.07325
UBE2A	-0.035875
HERC5	-0.809833333333333
FAM112B	-4.7665
FBXL16	0.6835
DKFZP434A0131	-0.48325
ELA3A	-3.013
RBM41	-0.817125
HAO2	0.34875
RNH1	0.2555
SHANK2	2.61716666666667
OSBP2	-1.493375
